ID;Sex;Age;Nationality;Periods;PopulationOn1January_1
3136;Total male and female;Total;Latvian;1999;140.0
3137;Total male and female;Total;Latvian;2000;146.0
3138;Total male and female;Total;Latvian;2001;173.0
3139;Total male and female;Total;Latvian;2002;188.0
3140;Total male and female;Total;Latvian;2003;244.0
3141;Total male and female;Total;Latvian;2004;283.0
3142;Total male and female;Total;Latvian;2005;361.0
3143;Total male and female;Total;Latvian;2006;450.0
3144;Total male and female;Total;Latvian;2007;491.0
3145;Total male and female;Total;Latvian;2008;564.0
3146;Total male and female;Total;Latvian;2009;713.0
3147;Total male and female;Total;Latvian;2010;1143.0
3148;Total male and female;Total;Latvian;2011;1909.0
3149;Total male and female;Total;Latvian;2012;2560.0
3150;Total male and female;Total;Latvian;2013;3073.0
3151;Total male and female;Total;Latvian;2014;3287.0
3152;Total male and female;Total;Latvian;2015;3552.0
3153;Total male and female;Total;Latvian;2016;3759.0
3154;Total male and female;Total;Latvian;2017;4021.0
3155;Total male and female;Total;Latvian;2018;4547.0
3156;Total male and female;Total;Latvian;2019;5215.0
3157;Total male and female;Total;Latvian;2020;6057.0
3158;Total male and female;Total;Latvian;2021;6687.0
3159;Total male and female;Total;Latvian;2022;7595.0
3160;Total male and female;Total;Latvian;2023;8305.0
3161;Total male and female;Total;Lebanese;1995;985.0
3162;Total male and female;Total;Lebanese;1996;816.0
3163;Total male and female;Total;Lebanese;1997;493.0
3164;Total male and female;Total;Lebanese;1998;410.0
3165;Total male and female;Total;Lebanese;1999;387.0
3166;Total male and female;Total;Lebanese;2000;338.0
3167;Total male and female;Total;Lebanese;2001;354.0
3168;Total male and female;Total;Lebanese;2002;355.0
3169;Total male and female;Total;Lebanese;2003;363.0
3170;Total male and female;Total;Lebanese;2004;341.0
3171;Total male and female;Total;Lebanese;2005;343.0
3172;Total male and female;Total;Lebanese;2006;344.0
3173;Total male and female;Total;Lebanese;2007;349.0
3174;Total male and female;Total;Lebanese;2008;365.0
3175;Total male and female;Total;Lebanese;2009;377.0
3176;Total male and female;Total;Lebanese;2010;372.0
3177;Total male and female;Total;Lebanese;2011;376.0
3178;Total male and female;Total;Lebanese;2012;382.0
3179;Total male and female;Total;Lebanese;2013;393.0
3180;Total male and female;Total;Lebanese;2014;442.0
3181;Total male and female;Total;Lebanese;2015;416.0
3182;Total male and female;Total;Lebanese;2016;449.0
3183;Total male and female;Total;Lebanese;2017;537.0
3184;Total male and female;Total;Lebanese;2018;638.0
3185;Total male and female;Total;Lebanese;2019;728.0
3186;Total male and female;Total;Lebanese;2020;929.0
3187;Total male and female;Total;Lebanese;2021;1087.0
3188;Total male and female;Total;Lebanese;2022;1325.0
3189;Total male and female;Total;Lebanese;2023;1664.0
3190;Total male and female;Total;Citizen of Lesotho;1995;16.0
3191;Total male and female;Total;Citizen of Lesotho;1996;9.0
3192;Total male and female;Total;Citizen of Lesotho;1997;9.0
3193;Total male and female;Total;Citizen of Lesotho;1998;15.0
3194;Total male and female;Total;Citizen of Lesotho;1999;13.0
3195;Total male and female;Total;Citizen of Lesotho;2000;10.0
3196;Total male and female;Total;Citizen of Lesotho;2001;13.0
3197;Total male and female;Total;Citizen of Lesotho;2002;15.0
3198;Total male and female;Total;Citizen of Lesotho;2003;16.0
3199;Total male and female;Total;Citizen of Lesotho;2004;14.0
3200;Total male and female;Total;Citizen of Lesotho;2005;18.0
3201;Total male and female;Total;Citizen of Lesotho;2006;17.0
3202;Total male and female;Total;Citizen of Lesotho;2007;20.0
3203;Total male and female;Total;Citizen of Lesotho;2008;18.0
3204;Total male and female;Total;Citizen of Lesotho;2009;18.0
3205;Total male and female;Total;Citizen of Lesotho;2010;14.0
3206;Total male and female;Total;Citizen of Lesotho;2011;18.0
3207;Total male and female;Total;Citizen of Lesotho;2012;19.0
3208;Total male and female;Total;Citizen of Lesotho;2013;18.0
3209;Total male and female;Total;Citizen of Lesotho;2014;16.0
3210;Total male and female;Total;Citizen of Lesotho;2015;15.0
3211;Total male and female;Total;Citizen of Lesotho;2016;13.0
3212;Total male and female;Total;Citizen of Lesotho;2017;10.0
3213;Total male and female;Total;Citizen of Lesotho;2018;12.0
3214;Total male and female;Total;Citizen of Lesotho;2019;11.0
3215;Total male and female;Total;Citizen of Lesotho;2020;9.0
3216;Total male and female;Total;Citizen of Lesotho;2021;5.0
3217;Total male and female;Total;Citizen of Lesotho;2022;8.0
3218;Total male and female;Total;Citizen of Lesotho;2023;8.0
3219;Total male and female;Total;Liberian;1995;789.0
3220;Total male and female;Total;Liberian;1996;938.0
3221;Total male and female;Total;Liberian;1997;914.0
3222;Total male and female;Total;Liberian;1998;903.0
3223;Total male and female;Total;Liberian;1999;767.0
3224;Total male and female;Total;Liberian;2000;569.0
3225;Total male and female;Total;Liberian;2001;470.0
3226;Total male and female;Total;Liberian;2002;423.0
3227;Total male and female;Total;Liberian;2003;394.0
3228;Total male and female;Total;Liberian;2004;374.0
3229;Total male and female;Total;Liberian;2005;350.0
3230;Total male and female;Total;Liberian;2006;338.0
3231;Total male and female;Total;Liberian;2007;321.0
3232;Total male and female;Total;Liberian;2008;305.0
3233;Total male and female;Total;Liberian;2009;320.0
3234;Total male and female;Total;Liberian;2010;319.0
3235;Total male and female;Total;Liberian;2011;314.0
3236;Total male and female;Total;Liberian;2012;316.0
3237;Total male and female;Total;Liberian;2013;305.0
3238;Total male and female;Total;Liberian;2014;298.0
3239;Total male and female;Total;Liberian;2015;284.0
3240;Total male and female;Total;Liberian;2016;277.0
3241;Total male and female;Total;Liberian;2017;274.0
3242;Total male and female;Total;Liberian;2018;261.0
3243;Total male and female;Total;Liberian;2019;263.0
3244;Total male and female;Total;Liberian;2020;301.0
3245;Total male and female;Total;Liberian;2021;291.0
3246;Total male and female;Total;Liberian;2022;302.0
3247;Total male and female;Total;Liberian;2023;314.0
3248;Total male and female;Total;Libyan;1995;146.0
3249;Total male and female;Total;Libyan;1996;129.0
3250;Total male and female;Total;Libyan;1997;123.0
3251;Total male and female;Total;Libyan;1998;130.0
3252;Total male and female;Total;Libyan;1999;112.0
3253;Total male and female;Total;Libyan;2000;119.0
3254;Total male and female;Total;Libyan;2001;124.0
3255;Total male and female;Total;Libyan;2002;147.0
3256;Total male and female;Total;Libyan;2003;145.0
3257;Total male and female;Total;Libyan;2004;182.0
3258;Total male and female;Total;Libyan;2005;179.0
3259;Total male and female;Total;Libyan;2006;164.0
3260;Total male and female;Total;Libyan;2007;133.0
3261;Total male and female;Total;Libyan;2008;138.0
3262;Total male and female;Total;Libyan;2009;110.0
3263;Total male and female;Total;Libyan;2010;125.0
3264;Total male and female;Total;Libyan;2011;125.0
3265;Total male and female;Total;Libyan;2012;126.0
3266;Total male and female;Total;Libyan;2013;119.0
3267;Total male and female;Total;Libyan;2014;123.0
3268;Total male and female;Total;Libyan;2015;142.0
3269;Total male and female;Total;Libyan;2016;186.0
3270;Total male and female;Total;Libyan;2017;208.0
3271;Total male and female;Total;Libyan;2018;239.0
3272;Total male and female;Total;Libyan;2019;287.0
3273;Total male and female;Total;Libyan;2020;379.0
3274;Total male and female;Total;Libyan;2021;386.0
3275;Total male and female;Total;Libyan;2022;389.0
3276;Total male and female;Total;Libyan;2023;472.0
3277;Total male and female;Total;Citizen of Liechtenstein;1995;2.0
3278;Total male and female;Total;Citizen of Liechtenstein;1996;4.0
3279;Total male and female;Total;Citizen of Liechtenstein;1997;4.0
3280;Total male and female;Total;Citizen of Liechtenstein;1998;4.0
3281;Total male and female;Total;Citizen of Liechtenstein;1999;5.0
3282;Total male and female;Total;Citizen of Liechtenstein;2000;5.0
3283;Total male and female;Total;Citizen of Liechtenstein;2001;5.0
3284;Total male and female;Total;Citizen of Liechtenstein;2002;4.0
3285;Total male and female;Total;Citizen of Liechtenstein;2003;4.0
3286;Total male and female;Total;Citizen of Liechtenstein;2004;4.0
3287;Total male and female;Total;Citizen of Liechtenstein;2005;4.0
3288;Total male and female;Total;Citizen of Liechtenstein;2006;5.0
3289;Total male and female;Total;Citizen of Liechtenstein;2007;6.0
3290;Total male and female;Total;Citizen of Liechtenstein;2008;6.0
3291;Total male and female;Total;Citizen of Liechtenstein;2009;8.0
3292;Total male and female;Total;Citizen of Liechtenstein;2010;11.0
3293;Total male and female;Total;Citizen of Liechtenstein;2011;11.0
3294;Total male and female;Total;Citizen of Liechtenstein;2012;10.0
3295;Total male and female;Total;Citizen of Liechtenstein;2013;5.0
3296;Total male and female;Total;Citizen of Liechtenstein;2014;6.0
3297;Total male and female;Total;Citizen of Liechtenstein;2015;6.0
3298;Total male and female;Total;Citizen of Liechtenstein;2016;4.0
3299;Total male and female;Total;Citizen of Liechtenstein;2017;7.0
3300;Total male and female;Total;Citizen of Liechtenstein;2018;7.0
3301;Total male and female;Total;Citizen of Liechtenstein;2019;5.0
3302;Total male and female;Total;Citizen of Liechtenstein;2020;11.0
3303;Total male and female;Total;Citizen of Liechtenstein;2021;8.0
3304;Total male and female;Total;Citizen of Liechtenstein;2022;11.0
3305;Total male and female;Total;Citizen of Liechtenstein;2023;9.0
3306;Total male and female;Total;Lithuanian;1995;78.0
3307;Total male and female;Total;Lithuanian;1996;127.0
3308;Total male and female;Total;Lithuanian;1997;185.0
3309;Total male and female;Total;Lithuanian;1998;260.0
3310;Total male and female;Total;Lithuanian;1999;328.0
3311;Total male and female;Total;Lithuanian;2000;338.0
3312;Total male and female;Total;Lithuanian;2001;346.0
3313;Total male and female;Total;Lithuanian;2002;393.0
3314;Total male and female;Total;Lithuanian;2003;487.0
3315;Total male and female;Total;Lithuanian;2004;595.0
3316;Total male and female;Total;Lithuanian;2005;970.0
3317;Total male and female;Total;Lithuanian;2006;1175.0
3318;Total male and female;Total;Lithuanian;2007;1262.0
3319;Total male and female;Total;Lithuanian;2008;1447.0
3320;Total male and female;Total;Lithuanian;2009;1743.0
3321;Total male and female;Total;Lithuanian;2010;2126.0
3322;Total male and female;Total;Lithuanian;2011;2871.0
3323;Total male and female;Total;Lithuanian;2012;3701.0
3324;Total male and female;Total;Lithuanian;2013;4183.0
3325;Total male and female;Total;Lithuanian;2014;4572.0
3326;Total male and female;Total;Lithuanian;2015;4885.0
3327;Total male and female;Total;Lithuanian;2016;5301.0
3328;Total male and female;Total;Lithuanian;2017;5836.0
3329;Total male and female;Total;Lithuanian;2018;6680.0
3330;Total male and female;Total;Lithuanian;2019;7706.0
3331;Total male and female;Total;Lithuanian;2020;8785.0
3332;Total male and female;Total;Lithuanian;2021;9282.0
3333;Total male and female;Total;Lithuanian;2022;10119.0
3334;Total male and female;Total;Lithuanian;2023;10840.0
3335;Total male and female;Total;Luxembourg;1995;280.0
3336;Total male and female;Total;Luxembourg;1996;284.0
3337;Total male and female;Total;Luxembourg;1997;295.0
3338;Total male and female;Total;Luxembourg;1998;307.0
3339;Total male and female;Total;Luxembourg;1999;306.0
3340;Total male and female;Total;Luxembourg;2000;308.0
3341;Total male and female;Total;Luxembourg;2001;312.0
3342;Total male and female;Total;Luxembourg;2002;307.0
3343;Total male and female;Total;Luxembourg;2003;297.0
3344;Total male and female;Total;Luxembourg;2004;302.0
3345;Total male and female;Total;Luxembourg;2005;297.0
3346;Total male and female;Total;Luxembourg;2006;293.0
3347;Total male and female;Total;Luxembourg;2007;295.0
3348;Total male and female;Total;Luxembourg;2008;310.0
3349;Total male and female;Total;Luxembourg;2009;326.0
3350;Total male and female;Total;Luxembourg;2010;333.0
3351;Total male and female;Total;Luxembourg;2011;352.0
3352;Total male and female;Total;Luxembourg;2012;373.0
3353;Total male and female;Total;Luxembourg;2013;387.0
3354;Total male and female;Total;Luxembourg;2014;399.0
3355;Total male and female;Total;Luxembourg;2015;427.0
3356;Total male and female;Total;Luxembourg;2016;487.0
3357;Total male and female;Total;Luxembourg;2017;586.0
3358;Total male and female;Total;Luxembourg;2018;703.0
3359;Total male and female;Total;Luxembourg;2019;833.0
3360;Total male and female;Total;Luxembourg;2020;985.0
3361;Total male and female;Total;Luxembourg;2021;1136.0
3362;Total male and female;Total;Luxembourg;2022;1249.0
3363;Total male and female;Total;Luxembourg;2023;1340.0
3364;Total male and female;Total;Macedonian;1995;265.0
3365;Total male and female;Total;Macedonian;1996;381.0
3366;Total male and female;Total;Macedonian;1997;449.0
3367;Total male and female;Total;Macedonian;1998;482.0
3368;Total male and female;Total;Macedonian;1999;507.0
3369;Total male and female;Total;Macedonian;2000;500.0
3370;Total male and female;Total;Macedonian;2001;590.0
3371;Total male and female;Total;Macedonian;2002;646.0
3372;Total male and female;Total;Macedonian;2003;677.0
3373;Total male and female;Total;Macedonian;2004;711.0
3374;Total male and female;Total;Macedonian;2005;762.0
3375;Total male and female;Total;Macedonian;2006;762.0
3376;Total male and female;Total;Macedonian;2007;710.0
3377;Total male and female;Total;Macedonian;2008;711.0
3378;Total male and female;Total;Macedonian;2009;717.0
3379;Total male and female;Total;Macedonian;2010;764.0
3380;Total male and female;Total;Macedonian;2011;775.0
3381;Total male and female;Total;Macedonian;2012;843.0
3382;Total male and female;Total;Macedonian;2013;856.0
3383;Total male and female;Total;Macedonian;2014;856.0
3384;Total male and female;Total;Macedonian;2015;897.0
3385;Total male and female;Total;Macedonian;2016;934.0
3386;Total male and female;Total;Macedonian;2017;1019.0
3387;Total male and female;Total;Macedonian;2018;1064.0
3388;Total male and female;Total;Macedonian;2019;1162.0
3389;Total male and female;Total;Macedonian;2020;
3390;Total male and female;Total;Macedonian;2021;
3391;Total male and female;Total;Macedonian;2022;
3392;Total male and female;Total;Macedonian;2023;
3393;Total male and female;Total;Citizen of the Rep.of Northern Macedonia;1995;
3394;Total male and female;Total;Citizen of the Rep.of Northern Macedonia;1996;
3395;Total male and female;Total;Citizen of the Rep.of Northern Macedonia;1997;
3396;Total male and female;Total;Citizen of the Rep.of Northern Macedonia;1998;
3397;Total male and female;Total;Citizen of the Rep.of Northern Macedonia;1999;
3398;Total male and female;Total;Citizen of the Rep.of Northern Macedonia;2000;
3399;Total male and female;Total;Citizen of the Rep.of Northern Macedonia;2001;
3400;Total male and female;Total;Citizen of the Rep.of Northern Macedonia;2002;
3401;Total male and female;Total;Citizen of the Rep.of Northern Macedonia;2003;
3402;Total male and female;Total;Citizen of the Rep.of Northern Macedonia;2004;
3403;Total male and female;Total;Citizen of the Rep.of Northern Macedonia;2005;
3404;Total male and female;Total;Citizen of the Rep.of Northern Macedonia;2006;
3405;Total male and female;Total;Citizen of the Rep.of Northern Macedonia;2007;
3406;Total male and female;Total;Citizen of the Rep.of Northern Macedonia;2008;
3407;Total male and female;Total;Citizen of the Rep.of Northern Macedonia;2009;
3408;Total male and female;Total;Citizen of the Rep.of Northern Macedonia;2010;
3409;Total male and female;Total;Citizen of the Rep.of Northern Macedonia;2011;
3410;Total male and female;Total;Citizen of the Rep.of Northern Macedonia;2012;
3411;Total male and female;Total;Citizen of the Rep.of Northern Macedonia;2013;
