ID;Feedstocks;Destination;Periods;TotalSupply_1;IndigenousProduction_2;ProductionFromCrudeOil_3;ProductionFromOtherSources_4;Imports_5;Exports_6;StockChange_7;TotalConsumption_8;Processing_9;FinalConsumption_10;OpeningStock_11;ClosingStock_12;StockChange_13
4944;Other hydrocarbons;Total for processing and transit;1968;;0.0;;;;;;;;;;;
4945;Other hydrocarbons;Total for processing and transit;1969;;0.0;;;;;;;;;;;
4946;Other hydrocarbons;Total for processing and transit;1970;;0.0;;;;;;;;;;;
4947;Other hydrocarbons;Total for processing and transit;1971;;0.0;;;;;;;;;;;
4948;Other hydrocarbons;Total for processing and transit;1972;;0.0;;;;;;;;;;;
4949;Other hydrocarbons;Total for processing and transit;1973;;0.0;;;;;;;;;;;
4950;Other hydrocarbons;Total for processing and transit;1974;;0.0;;;;;;;;;;;
4951;Other hydrocarbons;Total for processing and transit;1975;;0.0;;;;;;;;;;;
4952;Other hydrocarbons;Total for processing and transit;1976;;0.0;;;;;;;;;;;
4953;Other hydrocarbons;Total for processing and transit;1977;;0.0;;;;;;;;;;;
4954;Other hydrocarbons;Total for processing and transit;1978;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
4955;Other hydrocarbons;Total for processing and transit;1979;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
4956;Other hydrocarbons;Total for processing and transit;1980;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
4957;Other hydrocarbons;Total for processing and transit;1981;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
4958;Other hydrocarbons;Total for processing and transit;1982;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
4959;Other hydrocarbons;Total for processing and transit;1983;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
4960;Other hydrocarbons;Total for processing and transit;1984;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
4961;Other hydrocarbons;Total for processing and transit;1985;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
4962;Other hydrocarbons;Total for processing and transit;1986;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
4963;Other hydrocarbons;Total for processing and transit;1987;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
4964;Other hydrocarbons;Total for processing and transit;1988;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
4965;Other hydrocarbons;Total for processing and transit;1989;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
4966;Other hydrocarbons;Total for processing and transit;1990;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
4967;Other hydrocarbons;Total for processing and transit;1991;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
4968;Other hydrocarbons;Total for processing and transit;1992;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
4969;Other hydrocarbons;Total for processing and transit;1993;36.0;36.0;;;0.0;0.0;0.0;36.0;36.0;;0.0;0.0;0.0
4970;Other hydrocarbons;Total for processing and transit;1994;29.0;29.0;;;0.0;0.0;0.0;29.0;29.0;;0.0;0.0;0.0
4971;Other hydrocarbons;Total for processing and transit;1995;44.0;44.0;;;0.0;0.0;0.0;44.0;44.0;;0.0;0.0;0.0
4972;Other hydrocarbons;Total for processing and transit;1996;85.0;85.0;;;0.0;0.0;0.0;85.0;85.0;;0.0;0.0;0.0
4973;Other hydrocarbons;Total for processing and transit;1997;96.0;96.0;;;0.0;0.0;0.0;96.0;96.0;;0.0;0.0;0.0
4974;Other hydrocarbons;Total for processing and transit;1998;74.0;74.0;;;0.0;0.0;0.0;74.0;74.0;;0.0;0.0;0.0
4975;Other hydrocarbons;Total for processing and transit;1999;46.0;46.0;;;0.0;0.0;0.0;46.0;46.0;;0.0;0.0;0.0
4976;Other hydrocarbons;Total for processing and transit;2000 January;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
4977;Other hydrocarbons;Total for processing and transit;2000 February;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
4978;Other hydrocarbons;Total for processing and transit;2000 March;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
4979;Other hydrocarbons;Total for processing and transit;2000 1st quarter;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
4980;Other hydrocarbons;Total for processing and transit;2000 April;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
4981;Other hydrocarbons;Total for processing and transit;2000 May;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
4982;Other hydrocarbons;Total for processing and transit;2000 June;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
4983;Other hydrocarbons;Total for processing and transit;2000 2nd quarter;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
4984;Other hydrocarbons;Total for processing and transit;2000 July;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
4985;Other hydrocarbons;Total for processing and transit;2000 August;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
4986;Other hydrocarbons;Total for processing and transit;2000 September;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
4987;Other hydrocarbons;Total for processing and transit;2000 3rd quarter;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
4988;Other hydrocarbons;Total for processing and transit;2000 October;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
4989;Other hydrocarbons;Total for processing and transit;2000 November;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
4990;Other hydrocarbons;Total for processing and transit;2000 December;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
4991;Other hydrocarbons;Total for processing and transit;2000 4th quarter;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
4992;Other hydrocarbons;Total for processing and transit;2000;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
4993;Other hydrocarbons;Total for processing and transit;2001 January;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
4994;Other hydrocarbons;Total for processing and transit;2001 February;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
4995;Other hydrocarbons;Total for processing and transit;2001 March;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
4996;Other hydrocarbons;Total for processing and transit;2001 1st quarter;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
4997;Other hydrocarbons;Total for processing and transit;2001 April;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
4998;Other hydrocarbons;Total for processing and transit;2001 May;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
4999;Other hydrocarbons;Total for processing and transit;2001 June;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5000;Other hydrocarbons;Total for processing and transit;2001 2nd quarter;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5001;Other hydrocarbons;Total for processing and transit;2001 July;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5002;Other hydrocarbons;Total for processing and transit;2001 August;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5003;Other hydrocarbons;Total for processing and transit;2001 September;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5004;Other hydrocarbons;Total for processing and transit;2001 3rd quarter;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5005;Other hydrocarbons;Total for processing and transit;2001 October;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5006;Other hydrocarbons;Total for processing and transit;2001 November;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5007;Other hydrocarbons;Total for processing and transit;2001 December;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5008;Other hydrocarbons;Total for processing and transit;2001 4th quarter;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5009;Other hydrocarbons;Total for processing and transit;2001;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5010;Other hydrocarbons;Total for processing and transit;2002 January;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5011;Other hydrocarbons;Total for processing and transit;2002 February;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5012;Other hydrocarbons;Total for processing and transit;2002 March;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5013;Other hydrocarbons;Total for processing and transit;2002 1st quarter;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5014;Other hydrocarbons;Total for processing and transit;2002 April;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5015;Other hydrocarbons;Total for processing and transit;2002 May;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5016;Other hydrocarbons;Total for processing and transit;2002 June;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5017;Other hydrocarbons;Total for processing and transit;2002 2nd quarter;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5018;Other hydrocarbons;Total for processing and transit;2002 July;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5019;Other hydrocarbons;Total for processing and transit;2002 August;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5020;Other hydrocarbons;Total for processing and transit;2002 September;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5021;Other hydrocarbons;Total for processing and transit;2002 3rd quarter;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5022;Other hydrocarbons;Total for processing and transit;2002 October;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5023;Other hydrocarbons;Total for processing and transit;2002 November;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5024;Other hydrocarbons;Total for processing and transit;2002 December;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5025;Other hydrocarbons;Total for processing and transit;2002 4th quarter;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5026;Other hydrocarbons;Total for processing and transit;2002;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5027;Other hydrocarbons;Total for processing and transit;2003 January;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5028;Other hydrocarbons;Total for processing and transit;2003 February;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5029;Other hydrocarbons;Total for processing and transit;2003 March;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5030;Other hydrocarbons;Total for processing and transit;2003 1st quarter;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5031;Other hydrocarbons;Total for processing and transit;2003 April;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5032;Other hydrocarbons;Total for processing and transit;2003 May;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5033;Other hydrocarbons;Total for processing and transit;2003 June;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5034;Other hydrocarbons;Total for processing and transit;2003 2nd quarter;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5035;Other hydrocarbons;Total for processing and transit;2003 July;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5036;Other hydrocarbons;Total for processing and transit;2003 August;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5037;Other hydrocarbons;Total for processing and transit;2003 September;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5038;Other hydrocarbons;Total for processing and transit;2003 3rd quarter;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5039;Other hydrocarbons;Total for processing and transit;2003 October;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5040;Other hydrocarbons;Total for processing and transit;2003 November;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5041;Other hydrocarbons;Total for processing and transit;2003 December;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5042;Other hydrocarbons;Total for processing and transit;2003 4th quarter;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5043;Other hydrocarbons;Total for processing and transit;2003;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5044;Other hydrocarbons;Total for processing and transit;2004 January;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5045;Other hydrocarbons;Total for processing and transit;2004 February;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5046;Other hydrocarbons;Total for processing and transit;2004 March;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5047;Other hydrocarbons;Total for processing and transit;2004 1st quarter;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5048;Other hydrocarbons;Total for processing and transit;2004 April;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5049;Other hydrocarbons;Total for processing and transit;2004 May;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5050;Other hydrocarbons;Total for processing and transit;2004 June;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5051;Other hydrocarbons;Total for processing and transit;2004 2nd quarter;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5052;Other hydrocarbons;Total for processing and transit;2004 July;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5053;Other hydrocarbons;Total for processing and transit;2004 August;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5054;Other hydrocarbons;Total for processing and transit;2004 September;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5055;Other hydrocarbons;Total for processing and transit;2004 3rd quarter;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5056;Other hydrocarbons;Total for processing and transit;2004 October;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5057;Other hydrocarbons;Total for processing and transit;2004 November;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5058;Other hydrocarbons;Total for processing and transit;2004 December;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5059;Other hydrocarbons;Total for processing and transit;2004 4th quarter;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5060;Other hydrocarbons;Total for processing and transit;2004;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5061;Other hydrocarbons;Total for processing and transit;2005 January;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5062;Other hydrocarbons;Total for processing and transit;2005 February;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5063;Other hydrocarbons;Total for processing and transit;2005 March;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5064;Other hydrocarbons;Total for processing and transit;2005 1st quarter;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5065;Other hydrocarbons;Total for processing and transit;2005 April;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5066;Other hydrocarbons;Total for processing and transit;2005 May;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5067;Other hydrocarbons;Total for processing and transit;2005 June;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5068;Other hydrocarbons;Total for processing and transit;2005 2nd quarter;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5069;Other hydrocarbons;Total for processing and transit;2005 July;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5070;Other hydrocarbons;Total for processing and transit;2005 August;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5071;Other hydrocarbons;Total for processing and transit;2005 September;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5072;Other hydrocarbons;Total for processing and transit;2005 3rd quarter;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5073;Other hydrocarbons;Total for processing and transit;2005 October;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5074;Other hydrocarbons;Total for processing and transit;2005 November;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5075;Other hydrocarbons;Total for processing and transit;2005 December;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5076;Other hydrocarbons;Total for processing and transit;2005 4th quarter;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5077;Other hydrocarbons;Total for processing and transit;2005;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5078;Other hydrocarbons;Total for processing and transit;2006 January;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5079;Other hydrocarbons;Total for processing and transit;2006 February;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5080;Other hydrocarbons;Total for processing and transit;2006 March;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5081;Other hydrocarbons;Total for processing and transit;2006 1st quarter;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5082;Other hydrocarbons;Total for processing and transit;2006 April;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5083;Other hydrocarbons;Total for processing and transit;2006 May;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5084;Other hydrocarbons;Total for processing and transit;2006 June;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5085;Other hydrocarbons;Total for processing and transit;2006 2nd quarter;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5086;Other hydrocarbons;Total for processing and transit;2006 July;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5087;Other hydrocarbons;Total for processing and transit;2006 August;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5088;Other hydrocarbons;Total for processing and transit;2006 September;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5089;Other hydrocarbons;Total for processing and transit;2006 3rd quarter;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5090;Other hydrocarbons;Total for processing and transit;2006 October;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5091;Other hydrocarbons;Total for processing and transit;2006 November;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5092;Other hydrocarbons;Total for processing and transit;2006 December;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5093;Other hydrocarbons;Total for processing and transit;2006 4th quarter;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5094;Other hydrocarbons;Total for processing and transit;2006;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
5095;Other hydrocarbons;Total for processing and transit;2007 January;;;;;;;;;;;;;
5096;Other hydrocarbons;Total for processing and transit;2007 February;;;;;;;;;;;;;
5097;Other hydrocarbons;Total for processing and transit;2007 March;;;;;;;;;;;;;
5098;Other hydrocarbons;Total for processing and transit;2007 1st quarter;;;;;;;;;;;;;
5099;Other hydrocarbons;Total for processing and transit;2007 April;;;;;;;;;;;;;
5100;Other hydrocarbons;Total for processing and transit;2007 May;;;;;;;;;;;;;
5101;Other hydrocarbons;Total for processing and transit;2007 June;;;;;;;;;;;;;
5102;Other hydrocarbons;Total for processing and transit;2007 2nd quarter;;;;;;;;;;;;;
5103;Other hydrocarbons;Total for processing and transit;2007 July;;;;;;;;;;;;;
5104;Other hydrocarbons;Total for processing and transit;2007 August;;;;;;;;;;;;;
5105;Other hydrocarbons;Total for processing and transit;2007 September;;;;;;;;;;;;;
5106;Other hydrocarbons;Total for processing and transit;2007 3rd quarter;;;;;;;;;;;;;
5107;Other hydrocarbons;Total for processing and transit;2007 October;;;;;;;;;;;;;
5108;Other hydrocarbons;Total for processing and transit;2007 November;;;;;;;;;;;;;
5109;Other hydrocarbons;Total for processing and transit;2007 December;;;;;;;;;;;;;
5110;Other hydrocarbons;Total for processing and transit;2007 4th quarter;;;;;;;;;;;;;
5111;Other hydrocarbons;Total for processing and transit;2007;;;;;;;;;;;;;
5112;Other hydrocarbons;Total for processing and transit;2008 January;;;;;;;;;;;;;
5113;Other hydrocarbons;Total for processing and transit;2008 February;;;;;;;;;;;;;
5114;Other hydrocarbons;Total for processing and transit;2008 March;;;;;;;;;;;;;
5115;Other hydrocarbons;Total for processing and transit;2008 1st quarter;;;;;;;;;;;;;
5116;Other hydrocarbons;Total for processing and transit;2008 April;;;;;;;;;;;;;
5117;Other hydrocarbons;Total for processing and transit;2008 May;;;;;;;;;;;;;
5118;Other hydrocarbons;Total for processing and transit;2008 June;;;;;;;;;;;;;
5119;Other hydrocarbons;Total for processing and transit;2008 2nd quarter;;;;;;;;;;;;;
5120;Other hydrocarbons;Total for processing and transit;2008 July;;;;;;;;;;;;;
5121;Other hydrocarbons;Total for processing and transit;2008 August;;;;;;;;;;;;;
5122;Other hydrocarbons;Total for processing and transit;2008 September;;;;;;;;;;;;;
5123;Other hydrocarbons;Total for processing and transit;2008 3rd quarter;;;;;;;;;;;;;
5124;Other hydrocarbons;Total for processing and transit;2008 October;;;;;;;;;;;;;
5125;Other hydrocarbons;Total for processing and transit;2008 November;;;;;;;;;;;;;
5126;Other hydrocarbons;Total for processing and transit;2008 December;;;;;;;;;;;;;
5127;Other hydrocarbons;Total for processing and transit;2008 4th quarter;;;;;;;;;;;;;
5128;Other hydrocarbons;Total for processing and transit;2008;;;;;;;;;;;;;
5129;Other hydrocarbons;Total for processing and transit;2009 January;;;;;;;;;;;;;
5130;Other hydrocarbons;Total for processing and transit;2009 February;;;;;;;;;;;;;
5131;Other hydrocarbons;Total for processing and transit;2009 March;;;;;;;;;;;;;
5132;Other hydrocarbons;Total for processing and transit;2009 1st quarter;;;;;;;;;;;;;
5133;Other hydrocarbons;Total for processing and transit;2009 April;;;;;;;;;;;;;
5134;Other hydrocarbons;Total for processing and transit;2009 May;;;;;;;;;;;;;
5135;Other hydrocarbons;Total for processing and transit;2009 June;;;;;;;;;;;;;
5136;Other hydrocarbons;Total for processing and transit;2009 2nd quarter;;;;;;;;;;;;;
5137;Other hydrocarbons;Total for processing and transit;2009 July;;;;;;;;;;;;;
5138;Other hydrocarbons;Total for processing and transit;2009 August;;;;;;;;;;;;;
5139;Other hydrocarbons;Total for processing and transit;2009 September;;;;;;;;;;;;;
5140;Other hydrocarbons;Total for processing and transit;2009 3rd quarter;;;;;;;;;;;;;
5141;Other hydrocarbons;Total for processing and transit;2009 October;;;;;;;;;;;;;
5142;Other hydrocarbons;Total for processing and transit;2009 November;;;;;;;;;;;;;
5143;Other hydrocarbons;Total for processing and transit;2009 December;;;;;;;;;;;;;
5144;Other hydrocarbons;Total for processing and transit;2009 4th quarter;;;;;;;;;;;;;
5145;Other hydrocarbons;Total for processing and transit;2009;;;;;;;;;;;;;
5146;Other hydrocarbons;Total for processing and transit;2010 January;;;;;;;;;;;;;
5147;Other hydrocarbons;Total for processing and transit;2010 February;;;;;;;;;;;;;
5148;Other hydrocarbons;Total for processing and transit;2010 March;;;;;;;;;;;;;
5149;Other hydrocarbons;Total for processing and transit;2010 1st quarter;;;;;;;;;;;;;
5150;Other hydrocarbons;Total for processing and transit;2010 April;;;;;;;;;;;;;
5151;Other hydrocarbons;Total for processing and transit;2010 May;;;;;;;;;;;;;
5152;Other hydrocarbons;Total for processing and transit;2010 June;;;;;;;;;;;;;
5153;Other hydrocarbons;Total for processing and transit;2010 2nd quarter;;;;;;;;;;;;;
5154;Other hydrocarbons;Total for processing and transit;2010 July;;;;;;;;;;;;;
5155;Other hydrocarbons;Total for processing and transit;2010 August;;;;;;;;;;;;;
5156;Other hydrocarbons;Total for processing and transit;2010 September;;;;;;;;;;;;;
5157;Other hydrocarbons;Total for processing and transit;2010 3rd quarter;;;;;;;;;;;;;
5158;Other hydrocarbons;Total for processing and transit;2010 October;;;;;;;;;;;;;
5159;Other hydrocarbons;Total for processing and transit;2010 November;;;;;;;;;;;;;
5160;Other hydrocarbons;Total for processing and transit;2010 December;;;;;;;;;;;;;
5161;Other hydrocarbons;Total for processing and transit;2010 4th quarter;;;;;;;;;;;;;
5162;Other hydrocarbons;Total for processing and transit;2010;;;;;;;;;;;;;
5163;Other hydrocarbons;Total for processing and transit;2011 January;;;;;;;;;;;;;
5164;Other hydrocarbons;Total for processing and transit;2011 February;;;;;;;;;;;;;
5165;Other hydrocarbons;Total for processing and transit;2011 March;;;;;;;;;;;;;
5166;Other hydrocarbons;Total for processing and transit;2011 1st quarter;;;;;;;;;;;;;
5167;Other hydrocarbons;Total for processing and transit;2011 April;;;;;;;;;;;;;
5168;Other hydrocarbons;Total for processing and transit;2011 May;;;;;;;;;;;;;
5169;Other hydrocarbons;Total for processing and transit;2011 June;;;;;;;;;;;;;
5170;Other hydrocarbons;Total for processing and transit;2011 2nd quarter;;;;;;;;;;;;;
5171;Other hydrocarbons;Total for processing and transit;2011 July;;;;;;;;;;;;;
5172;Other hydrocarbons;Total for processing and transit;2011 August;;;;;;;;;;;;;
5173;Other hydrocarbons;Total for processing and transit;2011 September;;;;;;;;;;;;;
5174;Other hydrocarbons;Total for processing and transit;2011 3rd quarter;;;;;;;;;;;;;
5175;Other hydrocarbons;Total for processing and transit;2011 October;;;;;;;;;;;;;
5176;Other hydrocarbons;Total for processing and transit;2011 November;;;;;;;;;;;;;
5177;Other hydrocarbons;Total for processing and transit;2011 December;;;;;;;;;;;;;
5178;Other hydrocarbons;Total for processing and transit;2011 4th quarter;;;;;;;;;;;;;
5179;Other hydrocarbons;Total for processing and transit;2011;;;;;;;;;;;;;
