ID;TotaalHerkomstgroeperingen;Leeftijdsgroepen;Geslacht;Perioden;TotaalBevolkingsgroep_1;k_0Tot5_2;k_5Tot15_3;k_15Tot50_4;MeerDan50_5;Eenpersoonshuishouden_6;PaarZonderKinderen_7;PaarMetKinderen_8;Eenouderhuishouden_9;InstitutioneelHuishouden_10;OverigeTypenHuishouden_11;OnbekendTypeHuishouden_12;HeeftGeenWerk_13;HeeftWelWerk_14;HeeftGeenUitkering_15;HeeftWelUitkering_16;TotaalBevolkingsgroep_17;k_0Tot5_18;k_5Tot15_19;k_15Tot50_20;MeerDan50_21;Eenpersoonshuishouden_22;PaarZonderKinderen_23;PaarMetKinderen_24;Eenouderhuishouden_25;InstitutioneelHuishouden_26;OverigeTypenHuishouden_27;OnbekendTypeHuishouden_28;HeeftGeenWerk_29;HeeftWelWerk_30;HeeftGeenUitkering_31;HeeftWelUitkering_32
6323;Portugal;12 tot 25 jaar;Mannen;2002;4.7;4.6;4.2;4.9;5.4;4.1;;3.3;5.7;;;;4.8;4.6;4.5;;4.6;4.3;4.4;4.9;4.9;;;3.1;5.7;;;;4.4;4.9;4.4;
6324;Portugal;12 tot 25 jaar;Mannen;2003;5.3;5.1;4.7;4.9;7.9;4.1;;4.5;7.4;;;;4.5;6.2;4.9;13.3;5.1;5.1;4.5;4.9;7.3;;;4.2;7.3;;;;4.4;6.2;4.8;
6325;Portugal;12 tot 25 jaar;Mannen;2004;5.2;5.9;5.9;4.0;5.7;7.0;;4.2;6.6;;;;5.7;4.6;4.9;;5.2;5.9;5.9;4.0;5.7;7.3;;4.2;6.5;;;;5.5;4.7;4.9;
6326;Portugal;12 tot 25 jaar;Mannen;2005;4.4;3.1;4.3;4.7;5.5;4.5;;3.1;6.7;;;;4.7;4.0;3.9;17.2;4.3;;4.2;4.7;5.3;;;3.0;6.7;;;;4.4;4.1;3.9;
6327;Portugal;12 tot 25 jaar;Mannen;2006*;5.5;;;;;;;;;;;;;;;;5.3;;;;;;;;;;;;;;;
6328;Portugal;12 tot 25 jaar;Vrouwen;1999;0.9;;;;;;;;;;;;;;0.8;;;;;;;;;;;;;;;;;
6329;Portugal;12 tot 25 jaar;Vrouwen;2000;0.7;;;;;;;;;;;;1.2;;;;;;;;;;;;;;;;;;;
6330;Portugal;12 tot 25 jaar;Vrouwen;2001;0.7;;;;;;;;;;;;;;0.7;;;;;;;;;;;;;;;;;
6331;Portugal;12 tot 25 jaar;Vrouwen;2002;0.7;;;;;;;;;;;;;;0.7;;;;;;;;;;;;;;;;;
6332;Portugal;12 tot 25 jaar;Vrouwen;2003;1.3;;;1.6;;;;;;;;;1.6;;1.2;;1.3;;;;;;;;;;;;1.5;;1.2;
6333;Portugal;12 tot 25 jaar;Vrouwen;2004;1.2;;;1.6;;;;;;;;;1.5;;1.1;;1.2;;;;;;;;;;;;1.4;;1.1;
6334;Portugal;12 tot 25 jaar;Vrouwen;2005;1.2;;;;;;;;;;;;1.6;;1.1;;1.3;;;;;;;;;;;;1.6;;1.1;
6335;Portugal;12 tot 25 jaar;Vrouwen;2006*;1.4;;;;;;;;;;;;;;;;1.4;;;;;;;;;;;;;;;
6336;Sierra Leone;12 tot 18 jaar;Totaal mannen en vrouwen;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6337;Sierra Leone;12 tot 18 jaar;Totaal mannen en vrouwen;2000;3.6;;;;;4.1;;;;;;;3.5;;3.6;;;;;;;;;;;;;;;;;
6338;Sierra Leone;12 tot 18 jaar;Totaal mannen en vrouwen;2001;5.4;;7.7;;;5.8;;;;;;;5.2;;5.4;;4.3;;;;;;;;;;;;;;4.3;
6339;Sierra Leone;12 tot 18 jaar;Totaal mannen en vrouwen;2002;5.8;;;6.7;;5.8;;;;;;;5.7;;5.8;;5.0;;;;;5.3;;;;;;;4.9;;5.0;
6340;Sierra Leone;12 tot 18 jaar;Totaal mannen en vrouwen;2003;3.9;;;;;7.3;;;;;;;4.1;;3.9;;2.9;;;;;6.1;;;;;;;3.0;;3.0;
6341;Sierra Leone;12 tot 18 jaar;Totaal mannen en vrouwen;2004;6.3;;;;;;;;;;;;6.8;;6.3;;5.8;;7.5;;;11.0;;;;;;;6.2;;5.8;
6342;Sierra Leone;12 tot 18 jaar;Totaal mannen en vrouwen;2005;10.5;;;;;;;;;;;;10.8;;10.5;;10.2;;12.3;12.5;;28.7;;;9.1;;;;10.6;;10.2;
6343;Sierra Leone;12 tot 18 jaar;Totaal mannen en vrouwen;2006*;6.9;;;;;;;;;;;;;;;;7.1;;;;;;;;;;;;;;;
6344;Sierra Leone;12 tot 18 jaar;Mannen;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6345;Sierra Leone;12 tot 18 jaar;Mannen;2000;4.3;;;;;4.4;;;;;;;4.2;;4.3;;;;;;;;;;;;;;;;;
6346;Sierra Leone;12 tot 18 jaar;Mannen;2001;6.4;;9.2;;;6.5;;;;;;;6.4;;6.4;;;;;;;;;;;;;;;;;
6347;Sierra Leone;12 tot 18 jaar;Mannen;2002;6.7;;;8.3;;6.2;;;;;;;6.7;;6.7;;6.7;;;;;;;;;;;;6.7;;6.7;
6348;Sierra Leone;12 tot 18 jaar;Mannen;2003;5.7;;;;;9.0;;;;;;;6.1;;5.7;;5.7;;;;;9.0;;;;;;;6.1;;5.7;
6349;Sierra Leone;12 tot 18 jaar;Mannen;2004;9.4;;;;;;;;;;;;10.0;;9.4;;9.4;;;;;13.5;;;;;;;10.0;;9.4;
6350;Sierra Leone;12 tot 18 jaar;Mannen;2005;16.3;;;;;;;;;;;;16.7;;16.3;;16.3;;21.4;18.5;;47.1;;;;;;;16.7;;16.3;
6351;Sierra Leone;12 tot 18 jaar;Mannen;2006*;12.8;;;;;;;;;;;;;;;;12.8;;;;;;;;;;;;;;;
6352;Sierra Leone;12 tot 18 jaar;Vrouwen;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6353;Sierra Leone;12 tot 18 jaar;Vrouwen;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6354;Sierra Leone;12 tot 18 jaar;Vrouwen;2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6355;Sierra Leone;12 tot 18 jaar;Vrouwen;2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6356;Sierra Leone;12 tot 18 jaar;Vrouwen;2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6357;Sierra Leone;12 tot 18 jaar;Vrouwen;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6358;Sierra Leone;12 tot 18 jaar;Vrouwen;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6359;Sierra Leone;12 tot 18 jaar;Vrouwen;2006*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6360;Sierra Leone;18 tot 25 jaar;Totaal mannen en vrouwen;1999;6.8;;11.5;;;7.5;;;;;;;6.1;8.0;6.5;7.1;;;;;;;;;;;;;;;;
6361;Sierra Leone;18 tot 25 jaar;Totaal mannen en vrouwen;2000;7.5;;9.9;5.5;9.5;9.7;;;;;;;8.1;6.2;7.1;8.6;;;;;;;;;;;;;;;;
6362;Sierra Leone;18 tot 25 jaar;Totaal mannen en vrouwen;2001;6.0;;4.5;6.4;7.7;6.4;;;;;;5.8;5.4;7.9;6.0;6.0;4.3;;;;;;;;;;;;;;;
6363;Sierra Leone;18 tot 25 jaar;Totaal mannen en vrouwen;2002;6.4;4.0;7.5;6.7;5.3;6.9;5.8;;;;8.6;4.2;6.7;5.8;7.0;5.5;5.1;;;4.9;;5.9;;;;;;;4.9;;5.7;
6364;Sierra Leone;18 tot 25 jaar;Totaal mannen en vrouwen;2003;7.1;6.2;8.8;6.6;6.3;8.1;6.7;;;;4.8;6.5;7.2;6.8;7.1;7.1;5.4;;;5.0;;6.8;;;;;;;5.0;;5.7;5.0
6365;Sierra Leone;18 tot 25 jaar;Totaal mannen en vrouwen;2004;7.8;8.9;8.8;7.5;6.6;8.7;5.5;;;;8.8;;9.0;5.5;7.7;7.9;6.0;;;5.9;;7.7;;;;;;;6.4;;6.6;
6366;Sierra Leone;18 tot 25 jaar;Totaal mannen en vrouwen;2005;7.6;7.7;8.7;6.8;8.6;8.5;7.6;;5.0;;5.4;;8.0;7.0;6.7;10.2;6.2;;;5.6;;7.5;;;;;;;6.0;6.5;5.5;7.7
6367;Sierra Leone;18 tot 25 jaar;Totaal mannen en vrouwen;2006*;6.8;;;;;;;;;;;;;;;;5.4;;;;;;;;;;;;;;;
6368;Sierra Leone;18 tot 25 jaar;Mannen;1999;8.0;;13.4;;;7.9;;;;;;;7.6;8.7;7.7;8.6;;;;;;;;;;;;;;;;
6369;Sierra Leone;18 tot 25 jaar;Mannen;2000;8.6;;10.8;6.5;11.9;10.0;;;;;;;9.3;6.7;7.6;11.0;;;;;;;;;;;;;;;;
6370;Sierra Leone;18 tot 25 jaar;Mannen;2001;6.9;;5.3;7.1;9.6;7.0;;;;;;6.5;6.5;8.2;6.8;7.7;;;;;;;;;;;;;;;;
6371;Sierra Leone;18 tot 25 jaar;Mannen;2002;7.2;4.0;8.2;7.7;6.0;7.4;6.1;;;;9.0;5.1;7.7;5.9;7.7;6.4;7.2;;;;;7.4;;;;;;;7.7;;7.7;
6372;Sierra Leone;18 tot 25 jaar;Mannen;2003;8.2;6.9;10.3;7.8;7.0;8.7;7.7;;;;4.8;7.0;8.8;6.8;7.9;8.7;8.2;;;;;8.7;;;;;;;8.8;;7.9;
6373;Sierra Leone;18 tot 25 jaar;Mannen;2004;9.1;10.0;10.5;8.8;7.8;9.3;6.9;;;;9.5;;11.4;5.7;8.6;10.6;9.1;;;8.8;;9.3;;;;;;;11.4;;8.6;
6374;Sierra Leone;18 tot 25 jaar;Mannen;2005;8.9;8.6;9.8;7.9;10.5;9.2;8.7;;;;6.3;;10.4;7.3;7.7;13.5;8.9;;;;;9.2;;;;;;;10.4;;7.7;
6375;Sierra Leone;18 tot 25 jaar;Mannen;2006*;8.5;;;;;;;;;;;;;;;;8.5;;;;;;;;;;;;;;;
6376;Sierra Leone;18 tot 25 jaar;Vrouwen;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6377;Sierra Leone;18 tot 25 jaar;Vrouwen;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6378;Sierra Leone;18 tot 25 jaar;Vrouwen;2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6379;Sierra Leone;18 tot 25 jaar;Vrouwen;2002;2.8;;;;;;;;;;;;2.5;;3.4;;;;;;;;;;;;;;;;;
6380;Sierra Leone;18 tot 25 jaar;Vrouwen;2003;2.5;;;;;;;;;;;;2.0;;3.0;;;;;;;;;;;;;;;;;
6381;Sierra Leone;18 tot 25 jaar;Vrouwen;2004;2.8;;;3.0;;;;;;;;;2.8;;4.1;;;;;;;;;;;;;;;;;
6382;Sierra Leone;18 tot 25 jaar;Vrouwen;2005;3.4;;;3.4;;;;;3.9;;;;3.2;;;4.7;;;;;;;;;;;;;;;;
6383;Sierra Leone;18 tot 25 jaar;Vrouwen;2006*;2.2;;;;;;;;;;;;;;;;2.2;;;;;;;;;;;;;;;
6384;Sierra Leone;25 tot 45 jaar;Totaal mannen en vrouwen;1999;5.2;;;;;9.2;;;;;;;7.2;;4.5;;5.5;;9.6;;;9.0;;;;;;;7.3;;5.3;
6385;Sierra Leone;25 tot 45 jaar;Totaal mannen en vrouwen;2000;4.3;;;;;;;;;;;;4.0;;4.1;;4.2;;;4.3;;4.5;;;;;;;3.8;4.8;4.2;
6386;Sierra Leone;25 tot 45 jaar;Totaal mannen en vrouwen;2001;5.0;;6.8;5.1;;7.7;;;;;;;5.6;;4.4;;4.9;;8.2;4.3;;8.9;;;;;;;5.6;;3.7;11.0
6387;Sierra Leone;25 tot 45 jaar;Totaal mannen en vrouwen;2002;4.7;;4.3;5.3;;5.7;;;;;;;5.3;3.1;4.6;4.8;3.7;;3.3;4.3;3.9;4.6;;;;;;;4.2;2.1;3.9;3.2
6388;Sierra Leone;25 tot 45 jaar;Totaal mannen en vrouwen;2003;4.9;;7.0;4.1;4.6;5.7;;;;;;;4.8;5.1;5.5;4.0;3.7;;5.1;3.3;;4.6;;;;;;;3.7;3.6;4.6;2.5
6389;Sierra Leone;25 tot 45 jaar;Totaal mannen en vrouwen;2004;5.7;7.0;6.7;4.9;5.5;6.3;;5.4;;;;;5.6;5.9;5.3;6.3;4.3;5.7;5.1;3.7;3.6;5.5;;;;;;;4.0;5.1;4.5;4.0
6390;Sierra Leone;25 tot 45 jaar;Totaal mannen en vrouwen;2005;4.9;4.5;3.8;5.8;4.5;6.0;;;;;;;5.4;4.2;4.5;5.7;3.7;;;4.5;3.4;5.2;;;2.7;;;;4.0;3.3;3.5;4.0
6391;Sierra Leone;25 tot 45 jaar;Totaal mannen en vrouwen;2006*;5.4;;;;;;;;;;;;;;;;3.6;;;;;;;;;;;;;;;
6392;Sierra Leone;25 tot 45 jaar;Mannen;1999;4.7;;;;;9.4;;;;;;;;;;;;;;;;;;;;;;;;;;
6393;Sierra Leone;25 tot 45 jaar;Mannen;2000;4.4;;;;;;;;;;;;;;4.1;;4.4;;;;;;;;;;;;;;4.1;
6394;Sierra Leone;25 tot 45 jaar;Mannen;2001;5.1;;5.7;5.9;;7.1;;;;;;;5.5;;5.0;;5.1;;;5.9;;7.1;;;;;;;5.5;;5.0;
6395;Sierra Leone;25 tot 45 jaar;Mannen;2002;5.4;;5.0;6.0;;6.2;;;;;;;6.1;3.7;5.0;6.1;5.4;;5.0;6.0;;6.2;;;;;;;6.1;3.7;5.0;6.1
6396;Sierra Leone;25 tot 45 jaar;Mannen;2003;5.7;;8.3;4.6;5.6;6.2;;;;;;;5.7;5.9;6.1;5.2;5.7;;8.3;4.6;;6.2;;;;;;;5.7;5.9;6.1;5.2
6397;Sierra Leone;25 tot 45 jaar;Mannen;2004;6.7;8.1;7.7;5.7;6.9;6.7;;7.9;;;;;6.9;6.3;5.8;8.3;6.7;;7.7;5.7;6.9;6.7;;;;;;;6.9;6.3;5.8;8.3
6398;Sierra Leone;25 tot 45 jaar;Mannen;2005;5.9;;4.7;6.8;5.2;6.3;;;;;;;6.8;4.8;5.1;7.6;5.9;;;6.8;;6.3;;;;;;;6.8;4.8;5.1;7.6
6399;Sierra Leone;25 tot 45 jaar;Mannen;2006*;6.9;;;;;;;;;;;;;;;;6.9;;;;;;;;;;;;;;;
6400;Sierra Leone;25 tot 45 jaar;Vrouwen;1999;;;;;;;;;;;;;;;;;6.3;;;;;;;;;;;;;;7.4;
6401;Sierra Leone;25 tot 45 jaar;Vrouwen;2000;;;;;;;;;;;;;;;;;4.0;;;;;;;;;;;;;;;
6402;Sierra Leone;25 tot 45 jaar;Vrouwen;2001;;;;;;;;;;;;;;;;;4.7;;11.4;;;14.8;;;;;;;5.8;;;13.2
6403;Sierra Leone;25 tot 45 jaar;Vrouwen;2002;;;;;;;;;;;;;;;;;1.9;;;2.5;;;;;;;;;2.5;;2.6;
6404;Sierra Leone;25 tot 45 jaar;Vrouwen;2003;;;;;;;;;;;;;;;;;1.5;;;;;;;;;;;;1.9;;2.6;
6405;Sierra Leone;25 tot 45 jaar;Vrouwen;2004;;;;;;;;;;;;;;;;;1.8;;;;;;;;;;;;1.6;;2.7;
6406;Sierra Leone;25 tot 45 jaar;Vrouwen;2005;;;;;;;;;;;;;;;;;1.6;;;;;;;;;;;;2.0;;;
6407;Sierra Leone;25 tot 45 jaar;Vrouwen;2006*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6408;Sierra Leone;45 tot 80 jaar;Totaal mannen en vrouwen;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6409;Sierra Leone;45 tot 80 jaar;Totaal mannen en vrouwen;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6410;Sierra Leone;45 tot 80 jaar;Totaal mannen en vrouwen;2001;;;;;;;;;;;;;;;;;3.5;;5.8;;8.4;5.2;;;;;33.3;;2.7;4.9;;12.3
6411;Sierra Leone;45 tot 80 jaar;Totaal mannen en vrouwen;2002;;;;;;;;;;;;;;;;;4.0;;;6.5;7.4;2.8;13.6;;;;;;3.8;4.4;2.0;9.5
6412;Sierra Leone;45 tot 80 jaar;Totaal mannen en vrouwen;2003;;;;;;;;;;;;;;;;;1.0;;;;6.2;2.0;;;;;;;;2.5;1.5;
6413;Sierra Leone;45 tot 80 jaar;Totaal mannen en vrouwen;2004;;;;;;;;;;;;;;;;;2.8;;;2.4;12.0;5.5;;;;;;;1.4;5.8;4.5;
6414;Sierra Leone;45 tot 80 jaar;Totaal mannen en vrouwen;2005;;;;;;;;;;;;;;;;;4.1;3.2;;3.7;11.9;3.2;3.8;9.6;;;;;1.2;8.5;4.3;3.9
6415;Sierra Leone;45 tot 80 jaar;Totaal mannen en vrouwen;2006*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6416;Sierra Leone;45 tot 80 jaar;Mannen;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6417;Sierra Leone;45 tot 80 jaar;Mannen;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6418;Sierra Leone;45 tot 80 jaar;Mannen;2001;;;;;;;;;;;;;;;;;7.1;;20.0;;14.3;8.3;;;;;33.3;;6.7;7.7;;50.0
6419;Sierra Leone;45 tot 80 jaar;Mannen;2002;;;;;;;;;;;;;;;;;2.9;;;;10.0;4.3;;;;;;;;7.1;3.8;
6420;Sierra Leone;45 tot 80 jaar;Mannen;2003;;;;;;;;;;;;;;;;;2.1;;;;7.1;3.8;;;;;;;;4.5;2.8;
6421;Sierra Leone;45 tot 80 jaar;Mannen;2004;;;;;;;;;;;;;;;;;5.8;;;4.8;15.4;10.0;;;;;;;2.9;11.1;9.1;
6422;Sierra Leone;45 tot 80 jaar;Mannen;2005;;;;;;;;;;;;;;;;;8.5;14.3;;5.9;21.4;6.1;9.1;16.7;;;;;2.7;14.7;7.5;11.1
6423;Sierra Leone;45 tot 80 jaar;Mannen;2006*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6424;Sierra Leone;45 tot 80 jaar;Vrouwen;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6425;Sierra Leone;45 tot 80 jaar;Vrouwen;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6426;Sierra Leone;45 tot 80 jaar;Vrouwen;2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6427;Sierra Leone;45 tot 80 jaar;Vrouwen;2002;;;;;;;;;;;;;;;;;5.0;;;12.5;;;25.0;;;;;;6.7;;;16.7
6428;Sierra Leone;45 tot 80 jaar;Vrouwen;2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6429;Sierra Leone;45 tot 80 jaar;Vrouwen;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6430;Sierra Leone;45 tot 80 jaar;Vrouwen;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6431;Sierra Leone;45 tot 80 jaar;Vrouwen;2006*;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6432;Sierra Leone;12 tot 80 jaar;Totaal mannen en vrouwen;1999;4.8;;7.3;3.8;;5.7;;;;;;;4.5;5.6;4.1;7.1;2.6;;5.1;;;4.0;;;;;;;2.9;;2.4;
6433;Sierra Leone;12 tot 80 jaar;Totaal mannen en vrouwen;2000;5.4;4.7;5.3;5.1;7.2;6.6;;;;;;;5.3;5.4;4.9;7.5;2.3;;2.6;3.0;;3.0;;;;;;;2.3;2.3;2.4;
6434;Sierra Leone;12 tot 80 jaar;Totaal mannen en vrouwen;2001;5.6;5.9;5.9;5.2;5.8;6.6;6.1;;;;4.6;5.2;5.4;6.2;5.3;7.0;4.1;;6.4;2.5;5.9;6.4;;;;;13.0;3.6;4.0;4.4;2.3;11.0
6435;Sierra Leone;12 tot 80 jaar;Totaal mannen en vrouwen;2002;5.9;4.6;6.2;6.3;5.0;6.5;5.2;;;;7.4;5.5;6.2;4.9;6.1;5.3;4.1;1.6;2.3;5.4;5.8;4.0;10.4;;;;7.9;3.2;4.2;3.6;3.3;5.9
6436;Sierra Leone;12 tot 80 jaar;Totaal mannen en vrouwen;2003;6.2;5.4;7.8;5.6;5.8;7.3;5.3;;;;3.8;6.8;6.2;6.0;6.3;6.0;2.5;1.5;2.5;2.1;4.8;3.7;;;;;;;2.3;3.1;3.0;1.7
6437;Sierra Leone;12 tot 80 jaar;Totaal mannen en vrouwen;2004;6.9;7.8;7.8;6.5;6.4;8.0;4.7;4.6;2.7;11.1;7.5;7.1;7.6;5.6;6.9;7.1;3.9;2.5;3.1;3.4;7.8;6.1;;1.2;1.6;;;;3.3;5.4;4.9;2.1
6438;Sierra Leone;12 tot 80 jaar;Totaal mannen en vrouwen;2005;6.6;6.1;6.7;6.5;6.9;7.6;5.4;3.8;4.4;;5.6;7.5;7.0;6.0;6.0;7.9;4.7;3.7;2.8;4.9;8.0;5.3;3.4;6.0;3.1;;;8.7;3.8;6.5;5.0;4.3
6439;Sierra Leone;12 tot 80 jaar;Totaal mannen en vrouwen;2006*;6.1;;;;;;;;;;;;;;;;3.6;;;;;;;;;;;;;;;
6440;Sierra Leone;12 tot 80 jaar;Mannen;1999;5.5;;7.9;4.7;;6.2;;;;;;;5.2;6.0;4.6;8.8;2.9;;;;;5.3;;;;;;;3.3;;;
6441;Sierra Leone;12 tot 80 jaar;Mannen;2000;6.1;5.6;5.7;5.9;8.3;6.9;;;;;;;6.2;5.8;5.4;9.9;2.9;;;4.2;;3.2;;;;;;;3.2;;2.5;
6442;Sierra Leone;12 tot 80 jaar;Mannen;2001;6.4;7.4;6.4;5.8;7.1;6.9;7.0;;;;5.6;5.4;6.3;6.7;6.1;8.0;6.3;;10.4;3.1;9.7;7.5;;;;;19.2;;6.1;6.5;3.1;30.3
6443;Sierra Leone;12 tot 80 jaar;Mannen;2002;6.7;4.9;6.9;7.3;5.6;6.9;5.0;;;;7.3;6.2;7.1;5.3;6.8;6.2;4.6;3.1;3.5;3.9;8.2;5.5;;;;;;;3.9;5.8;4.9;3.6
6444;Sierra Leone;12 tot 80 jaar;Mannen;2003;7.3;6.4;9.3;6.6;6.6;8.0;6.3;;;;4.1;7.9;7.6;6.4;7.1;7.5;4.3;3.8;5.1;2.9;6.7;5.8;;;;;;;3.9;5.1;4.6;3.5
6445;Sierra Leone;12 tot 80 jaar;Mannen;2004;8.2;9.2;9.2;7.7;7.7;8.5;5.6;6.9;;;8.3;8.6;9.7;5.9;7.7;9.5;6.7;5.7;4.4;5.9;12.2;8.8;;;;;;;5.9;8.4;8.0;4.1
6446;Sierra Leone;12 tot 80 jaar;Mannen;2005;7.8;7.4;7.8;7.6;8.4;8.2;6.3;5.3;;;6.5;9.0;9.0;6.4;6.9;10.4;8.3;10.1;5.1;7.2;14.1;7.9;7.2;12.4;;;;;6.7;10.2;7.8;9.8
6447;Sierra Leone;12 tot 80 jaar;Mannen;2006*;7.7;;;;;;;;;;;;;;;;6.9;;;;;;;;;;;;;;;
6448;Sierra Leone;12 tot 80 jaar;Vrouwen;1999;;;;;;;;;;;;;;;;;2.3;;;;;;;;;;;;;;2.7;
6449;Sierra Leone;12 tot 80 jaar;Vrouwen;2000;;;;;;;;;;;;;;;;;1.8;;;;;;;;;;;;;;2.3;
6450;Sierra Leone;12 tot 80 jaar;Vrouwen;2001;2.6;;;;;;;;;;;;2.4;;;;2.0;;3.3;;;4.0;;;;;;;2.2;;1.3;3.6
6451;Sierra Leone;12 tot 80 jaar;Vrouwen;2002;2.7;;;2.5;;;;;;;;;2.7;;3.1;;3.5;;;6.9;;;18.2;;;;;;4.4;;1.5;7.7
6452;Sierra Leone;12 tot 80 jaar;Vrouwen;2003;1.9;;;2.0;;;;;;;;;1.7;;2.3;;0.8;;;1.1;;;;;;;;;0.9;;1.0;
6453;Sierra Leone;12 tot 80 jaar;Vrouwen;2004;2.4;;;2.4;;3.4;;;;;;;2.3;;3.4;;1.1;;1.7;1.0;;1.1;;;;;;;1.1;;1.4;
6454;Sierra Leone;12 tot 80 jaar;Vrouwen;2005;2.6;;;3.2;;;;;3.6;;;;2.8;;2.1;3.4;1.2;;;2.3;;;;;2.6;;;;1.5;;1.1;1.3
6455;Sierra Leone;12 tot 80 jaar;Vrouwen;2006*;1.3;;;;;;;;;;;;;;;;0.4;;;;;;;;;;;;;;;
6456;Sierra Leone;12 tot 25 jaar;Totaal mannen en vrouwen;1999;4.8;;7.2;4.3;;4.9;;;;;;;3.9;8.2;4.1;7.1;;;;;;;;;;;;;;;;
6457;Sierra Leone;12 tot 25 jaar;Totaal mannen en vrouwen;2000;5.8;;5.9;5.0;10.4;7.3;;;;;;;5.8;6.2;5.2;8.6;4.2;;;;;;;;;;;;4.2;;4.1;
6458;Sierra Leone;12 tot 25 jaar;Totaal mannen en vrouwen;2001;5.8;6.6;5.5;5.3;7.8;6.2;8.2;;;;4.7;5.6;5.4;7.9;5.8;6.0;4.3;;;;;4.9;;;;;;;3.9;;4.4;
6459;Sierra Leone;12 tot 25 jaar;Totaal mannen en vrouwen;2002;6.3;5.1;6.8;6.7;5.0;6.8;5.4;;;;7.7;5.8;6.5;5.8;6.7;5.5;5.0;;4.7;5.1;;5.6;;;;;;;4.9;;5.3;
6460;Sierra Leone;12 tot 25 jaar;Totaal mannen en vrouwen;2003;6.8;6.1;8.3;6.3;6.3;8.0;6.3;;;;4.1;5.6;6.8;6.6;6.6;7.1;4.2;;4.6;3.8;;6.5;;;;;;;4.0;;4.0;4.9
6461;Sierra Leone;12 tot 25 jaar;Totaal mannen en vrouwen;2004;7.7;8.5;8.7;7.4;6.7;8.8;5.2;;2.9;;8.5;7.6;8.8;5.4;7.6;7.9;5.9;;7.1;5.2;;8.8;;;;;;;6.3;;6.2;
6462;Sierra Leone;12 tot 25 jaar;Totaal mannen en vrouwen;2005;7.7;7.5;9.0;7.0;8.5;8.9;7.4;;5.6;;5.6;8.0;8.2;7.0;7.0;10.2;8.1;;10.1;8.3;;12.3;;;6.9;;;;8.5;6.6;8.2;7.7
6463;Sierra Leone;12 tot 25 jaar;Totaal mannen en vrouwen;2006*;6.9;;;;;;;;;;;;;;;;6.2;;;;;;;;;;;;;;;
6464;Sierra Leone;12 tot 25 jaar;Mannen;1999;5.8;;8.7;5.3;;5.5;;;;;;;4.9;9.0;5.0;8.6;;;;;;;;;;;;;;;;
6465;Sierra Leone;12 tot 25 jaar;Mannen;2000;6.7;;6.6;5.9;12.8;7.7;;;;;;;6.7;6.8;5.9;11.0;6.6;;;;;;;;;;;;;;;
6466;Sierra Leone;12 tot 25 jaar;Mannen;2001;6.8;8.0;6.6;5.8;9.9;6.8;9.0;;;;5.6;6.3;6.5;8.2;6.6;7.7;6.7;;;;;6.8;;;;;;;6.4;;6.6;
6467;Sierra Leone;12 tot 25 jaar;Mannen;2002;7.1;5.2;7.6;7.8;5.6;7.2;5.8;;;;7.9;6.9;7.5;5.9;7.5;6.4;7.0;;;8.0;;6.9;;;;;;;7.1;;7.1;
6468;Sierra Leone;12 tot 25 jaar;Mannen;2003;8.0;7.0;9.9;7.5;7.0;8.7;7.3;;;;4.2;6.4;8.5;6.7;7.6;8.7;7.0;;8.0;6.3;;8.8;;;;;;;7.3;;6.6;
6469;Sierra Leone;12 tot 25 jaar;Mannen;2004;9.2;9.9;10.3;8.8;8.0;9.4;6.7;;;;9.4;;11.3;5.6;8.6;10.6;9.3;;8.8;8.9;;10.7;;;;;;;10.6;;9.0;
