ID;Overheidsinstellingen;Toepassingssectoren;Bestrijdingsmiddelen;Perioden;GebruikInKgWerkzameStof_1
7173;Provinciale instellingen;Totaal verhardingen;Mecoprop-P;2013;0
7174;Provinciale instellingen;Totaal verhardingen;Mecoprop-P;2018;0
7175;Provinciale instellingen;Totaal verhardingen;Simazin;1992;13
7176;Provinciale instellingen;Totaal verhardingen;Simazin;1995;4
7177;Provinciale instellingen;Totaal verhardingen;Simazin;2001;0
7178;Provinciale instellingen;Totaal verhardingen;Simazin;2005;0
7179;Provinciale instellingen;Totaal verhardingen;Simazin;2009;0
7180;Provinciale instellingen;Totaal verhardingen;Simazin;2013;0
7181;Provinciale instellingen;Totaal verhardingen;Simazin;2018;0
7182;Provinciale instellingen;Totaal verhardingen;Triclopyr;1992;0
7183;Provinciale instellingen;Totaal verhardingen;Triclopyr;1995;0
7184;Provinciale instellingen;Totaal verhardingen;Triclopyr;2001;0
7185;Provinciale instellingen;Totaal verhardingen;Triclopyr;2005;0
7186;Provinciale instellingen;Totaal verhardingen;Triclopyr;2009;0
7187;Provinciale instellingen;Totaal verhardingen;Triclopyr;2013;0
7188;Provinciale instellingen;Totaal verhardingen;Triclopyr;2018;0
7189;Provinciale instellingen;Totaal verhardingen;Overige herbiciden;1992;0
7190;Provinciale instellingen;Totaal verhardingen;Overige herbiciden;1995;0
7191;Provinciale instellingen;Totaal verhardingen;Overige herbiciden;2001;0
7192;Provinciale instellingen;Totaal verhardingen;Overige herbiciden;2005;0
7193;Provinciale instellingen;Totaal verhardingen;Overige herbiciden;2009;0
7194;Provinciale instellingen;Totaal verhardingen;Overige herbiciden;2013;0
7195;Provinciale instellingen;Totaal verhardingen;Overige herbiciden;2018;0
7196;Provinciale instellingen;Totaal verhardingen;Overige insecticiden;1992;0
7197;Provinciale instellingen;Totaal verhardingen;Overige insecticiden;1995;0
7198;Provinciale instellingen;Totaal verhardingen;Overige insecticiden;2001;0
7199;Provinciale instellingen;Totaal verhardingen;Overige insecticiden;2005;0
7200;Provinciale instellingen;Totaal verhardingen;Overige insecticiden;2009;0
7201;Provinciale instellingen;Totaal verhardingen;Overige insecticiden;2013;0
7202;Provinciale instellingen;Totaal verhardingen;Overige insecticiden;2018;0
7203;Provinciale instellingen;Spoorbanen;Totaal;1992;0
7204;Provinciale instellingen;Spoorbanen;Totaal;1995;0
7205;Provinciale instellingen;Spoorbanen;Totaal;2001;0
7206;Provinciale instellingen;Spoorbanen;Totaal;2005;0
7207;Provinciale instellingen;Spoorbanen;Totaal;2009;0
7208;Provinciale instellingen;Spoorbanen;Totaal;2013;0
7209;Provinciale instellingen;Spoorbanen;Totaal;2018;0
7210;Provinciale instellingen;Spoorbanen;Herbiciden;1992;0
7211;Provinciale instellingen;Spoorbanen;Herbiciden;1995;0
7212;Provinciale instellingen;Spoorbanen;Herbiciden;2001;0
7213;Provinciale instellingen;Spoorbanen;Herbiciden;2005;0
7214;Provinciale instellingen;Spoorbanen;Herbiciden;2009;0
7215;Provinciale instellingen;Spoorbanen;Herbiciden;2013;0
7216;Provinciale instellingen;Spoorbanen;Herbiciden;2018;0
7217;Provinciale instellingen;Spoorbanen;Insecticiden;1992;0
7218;Provinciale instellingen;Spoorbanen;Insecticiden;1995;0
7219;Provinciale instellingen;Spoorbanen;Insecticiden;2001;0
7220;Provinciale instellingen;Spoorbanen;Insecticiden;2005;0
7221;Provinciale instellingen;Spoorbanen;Insecticiden;2009;0
7222;Provinciale instellingen;Spoorbanen;Insecticiden;2013;0
7223;Provinciale instellingen;Spoorbanen;Insecticiden;2018;0
7224;Provinciale instellingen;Spoorbanen;Fungiciden;1992;0
7225;Provinciale instellingen;Spoorbanen;Fungiciden;1995;0
7226;Provinciale instellingen;Spoorbanen;Fungiciden;2001;0
7227;Provinciale instellingen;Spoorbanen;Fungiciden;2005;0
7228;Provinciale instellingen;Spoorbanen;Fungiciden;2009;0
7229;Provinciale instellingen;Spoorbanen;Fungiciden;2013;0
7230;Provinciale instellingen;Spoorbanen;Fungiciden;2018;0
7231;Provinciale instellingen;Spoorbanen;Overige stoffen;1992;0
7232;Provinciale instellingen;Spoorbanen;Overige stoffen;1995;0
7233;Provinciale instellingen;Spoorbanen;Overige stoffen;2001;0
7234;Provinciale instellingen;Spoorbanen;Overige stoffen;2005;0
7235;Provinciale instellingen;Spoorbanen;Overige stoffen;2009;0
7236;Provinciale instellingen;Spoorbanen;Overige stoffen;2013;0
7237;Provinciale instellingen;Spoorbanen;Overige stoffen;2018;0
7238;Provinciale instellingen;Spoorbanen;2,4-D;1992;0
7239;Provinciale instellingen;Spoorbanen;2,4-D;1995;0
7240;Provinciale instellingen;Spoorbanen;2,4-D;2001;0
7241;Provinciale instellingen;Spoorbanen;2,4-D;2005;0
7242;Provinciale instellingen;Spoorbanen;2,4-D;2009;0
7243;Provinciale instellingen;Spoorbanen;2,4-D;2013;0
7244;Provinciale instellingen;Spoorbanen;2,4-D;2018;0
7245;Provinciale instellingen;Spoorbanen;Amitrol;1992;0
7246;Provinciale instellingen;Spoorbanen;Amitrol;1995;0
7247;Provinciale instellingen;Spoorbanen;Amitrol;2001;0
7248;Provinciale instellingen;Spoorbanen;Amitrol;2005;0
7249;Provinciale instellingen;Spoorbanen;Amitrol;2009;0
7250;Provinciale instellingen;Spoorbanen;Amitrol;2013;0
7251;Provinciale instellingen;Spoorbanen;Amitrol;2018;0
7252;Provinciale instellingen;Spoorbanen;Dalapon;1992;0
7253;Provinciale instellingen;Spoorbanen;Dalapon;1995;0
7254;Provinciale instellingen;Spoorbanen;Dalapon;2001;0
7255;Provinciale instellingen;Spoorbanen;Dalapon;2005;0
7256;Provinciale instellingen;Spoorbanen;Dalapon;2009;0
7257;Provinciale instellingen;Spoorbanen;Dalapon;2013;0
7258;Provinciale instellingen;Spoorbanen;Dalapon;2018;0
7259;Provinciale instellingen;Spoorbanen;Bacillus thuringiensis subsp. aizawai;1992;0
7260;Provinciale instellingen;Spoorbanen;Bacillus thuringiensis subsp. aizawai;1995;0
7261;Provinciale instellingen;Spoorbanen;Bacillus thuringiensis subsp. aizawai;2001;0
7262;Provinciale instellingen;Spoorbanen;Bacillus thuringiensis subsp. aizawai;2005;0
7263;Provinciale instellingen;Spoorbanen;Bacillus thuringiensis subsp. aizawai;2009;0
7264;Provinciale instellingen;Spoorbanen;Bacillus thuringiensis subsp. aizawai;2013;0
7265;Provinciale instellingen;Spoorbanen;Bacillus thuringiensis subsp. aizawai;2018;0
7266;Provinciale instellingen;Spoorbanen;Dicamba;1992;0
7267;Provinciale instellingen;Spoorbanen;Dicamba;1995;0
7268;Provinciale instellingen;Spoorbanen;Dicamba;2001;0
7269;Provinciale instellingen;Spoorbanen;Dicamba;2005;0
7270;Provinciale instellingen;Spoorbanen;Dicamba;2009;0
7271;Provinciale instellingen;Spoorbanen;Dicamba;2013;0
7272;Provinciale instellingen;Spoorbanen;Dicamba;2018;0
7273;Provinciale instellingen;Spoorbanen;Dichlobenil;1992;0
7274;Provinciale instellingen;Spoorbanen;Dichlobenil;1995;0
7275;Provinciale instellingen;Spoorbanen;Dichlobenil;2001;0
7276;Provinciale instellingen;Spoorbanen;Dichlobenil;2005;0
7277;Provinciale instellingen;Spoorbanen;Dichlobenil;2009;0
7278;Provinciale instellingen;Spoorbanen;Dichlobenil;2013;0
7279;Provinciale instellingen;Spoorbanen;Dichlobenil;2018;0
7280;Provinciale instellingen;Spoorbanen;Diuron;1992;0
7281;Provinciale instellingen;Spoorbanen;Diuron;1995;0
7282;Provinciale instellingen;Spoorbanen;Diuron;2001;0
7283;Provinciale instellingen;Spoorbanen;Diuron;2005;0
7284;Provinciale instellingen;Spoorbanen;Diuron;2009;0
7285;Provinciale instellingen;Spoorbanen;Diuron;2013;0
7286;Provinciale instellingen;Spoorbanen;Diuron;2018;0
7287;Provinciale instellingen;Spoorbanen;Fluroxypyr-meptyl;1992;0
7288;Provinciale instellingen;Spoorbanen;Fluroxypyr-meptyl;1995;0
7289;Provinciale instellingen;Spoorbanen;Fluroxypyr-meptyl;2001;0
7290;Provinciale instellingen;Spoorbanen;Fluroxypyr-meptyl;2005;0
7291;Provinciale instellingen;Spoorbanen;Fluroxypyr-meptyl;2009;0
7292;Provinciale instellingen;Spoorbanen;Fluroxypyr-meptyl;2013;0
7293;Provinciale instellingen;Spoorbanen;Fluroxypyr-meptyl;2018;0
7294;Provinciale instellingen;Spoorbanen;Glyfosaat;1992;0
7295;Provinciale instellingen;Spoorbanen;Glyfosaat;1995;0
7296;Provinciale instellingen;Spoorbanen;Glyfosaat;2001;0
7297;Provinciale instellingen;Spoorbanen;Glyfosaat;2005;0
7298;Provinciale instellingen;Spoorbanen;Glyfosaat;2009;0
7299;Provinciale instellingen;Spoorbanen;Glyfosaat;2013;0
7300;Provinciale instellingen;Spoorbanen;Glyfosaat;2018;0
7301;Provinciale instellingen;Spoorbanen;Glufosinaat-ammonium;1992;0
7302;Provinciale instellingen;Spoorbanen;Glufosinaat-ammonium;1995;0
7303;Provinciale instellingen;Spoorbanen;Glufosinaat-ammonium;2001;0
7304;Provinciale instellingen;Spoorbanen;Glufosinaat-ammonium;2005;0
7305;Provinciale instellingen;Spoorbanen;Glufosinaat-ammonium;2009;0
7306;Provinciale instellingen;Spoorbanen;Glufosinaat-ammonium;2013;0
7307;Provinciale instellingen;Spoorbanen;Glufosinaat-ammonium;2018;0
7308;Provinciale instellingen;Spoorbanen;MCPA;1992;0
7309;Provinciale instellingen;Spoorbanen;MCPA;1995;0
7310;Provinciale instellingen;Spoorbanen;MCPA;2001;0
7311;Provinciale instellingen;Spoorbanen;MCPA;2005;0
7312;Provinciale instellingen;Spoorbanen;MCPA;2009;0
7313;Provinciale instellingen;Spoorbanen;MCPA;2013;0
7314;Provinciale instellingen;Spoorbanen;MCPA;2018;0
7315;Provinciale instellingen;Spoorbanen;Mecoprop-P;1992;0
7316;Provinciale instellingen;Spoorbanen;Mecoprop-P;1995;0
7317;Provinciale instellingen;Spoorbanen;Mecoprop-P;2001;0
7318;Provinciale instellingen;Spoorbanen;Mecoprop-P;2005;0
7319;Provinciale instellingen;Spoorbanen;Mecoprop-P;2009;0
7320;Provinciale instellingen;Spoorbanen;Mecoprop-P;2013;0
7321;Provinciale instellingen;Spoorbanen;Mecoprop-P;2018;0
7322;Provinciale instellingen;Spoorbanen;Simazin;1992;0
7323;Provinciale instellingen;Spoorbanen;Simazin;1995;0
7324;Provinciale instellingen;Spoorbanen;Simazin;2001;0
7325;Provinciale instellingen;Spoorbanen;Simazin;2005;0
7326;Provinciale instellingen;Spoorbanen;Simazin;2009;0
7327;Provinciale instellingen;Spoorbanen;Simazin;2013;0
7328;Provinciale instellingen;Spoorbanen;Simazin;2018;0
7329;Provinciale instellingen;Spoorbanen;Triclopyr;1992;0
7330;Provinciale instellingen;Spoorbanen;Triclopyr;1995;0
7331;Provinciale instellingen;Spoorbanen;Triclopyr;2001;0
7332;Provinciale instellingen;Spoorbanen;Triclopyr;2005;0
7333;Provinciale instellingen;Spoorbanen;Triclopyr;2009;0
7334;Provinciale instellingen;Spoorbanen;Triclopyr;2013;0
7335;Provinciale instellingen;Spoorbanen;Triclopyr;2018;0
7336;Provinciale instellingen;Spoorbanen;Overige herbiciden;1992;0
7337;Provinciale instellingen;Spoorbanen;Overige herbiciden;1995;0
7338;Provinciale instellingen;Spoorbanen;Overige herbiciden;2001;0
7339;Provinciale instellingen;Spoorbanen;Overige herbiciden;2005;0
7340;Provinciale instellingen;Spoorbanen;Overige herbiciden;2009;0
7341;Provinciale instellingen;Spoorbanen;Overige herbiciden;2013;0
7342;Provinciale instellingen;Spoorbanen;Overige herbiciden;2018;0
7343;Provinciale instellingen;Spoorbanen;Overige insecticiden;1992;0
7344;Provinciale instellingen;Spoorbanen;Overige insecticiden;1995;0
7345;Provinciale instellingen;Spoorbanen;Overige insecticiden;2001;0
7346;Provinciale instellingen;Spoorbanen;Overige insecticiden;2005;0
7347;Provinciale instellingen;Spoorbanen;Overige insecticiden;2009;0
7348;Provinciale instellingen;Spoorbanen;Overige insecticiden;2013;0
7349;Provinciale instellingen;Spoorbanen;Overige insecticiden;2018;0
7350;Waterschappen;Totaal toepassingssectoren;Totaal;1992;6152
7351;Waterschappen;Totaal toepassingssectoren;Totaal;1995;1868
7352;Waterschappen;Totaal toepassingssectoren;Totaal;2001;1124
7353;Waterschappen;Totaal toepassingssectoren;Totaal;2005;1046
7354;Waterschappen;Totaal toepassingssectoren;Totaal;2009;379
7355;Waterschappen;Totaal toepassingssectoren;Totaal;2013;270
7356;Waterschappen;Totaal toepassingssectoren;Totaal;2018;17
7357;Waterschappen;Totaal toepassingssectoren;Herbiciden;1992;6088
7358;Waterschappen;Totaal toepassingssectoren;Herbiciden;1995;1826
7359;Waterschappen;Totaal toepassingssectoren;Herbiciden;2001;1115
7360;Waterschappen;Totaal toepassingssectoren;Herbiciden;2005;1044
7361;Waterschappen;Totaal toepassingssectoren;Herbiciden;2009;379
7362;Waterschappen;Totaal toepassingssectoren;Herbiciden;2013;270
7363;Waterschappen;Totaal toepassingssectoren;Herbiciden;2018;17
7364;Waterschappen;Totaal toepassingssectoren;Insecticiden;1992;1
7365;Waterschappen;Totaal toepassingssectoren;Insecticiden;1995;0
7366;Waterschappen;Totaal toepassingssectoren;Insecticiden;2001;0
7367;Waterschappen;Totaal toepassingssectoren;Insecticiden;2005;0
7368;Waterschappen;Totaal toepassingssectoren;Insecticiden;2009;0
7369;Waterschappen;Totaal toepassingssectoren;Insecticiden;2013;0
7370;Waterschappen;Totaal toepassingssectoren;Insecticiden;2018;0
7371;Waterschappen;Totaal toepassingssectoren;Fungiciden;1992;1
7372;Waterschappen;Totaal toepassingssectoren;Fungiciden;1995;26
7373;Waterschappen;Totaal toepassingssectoren;Fungiciden;2001;0
7374;Waterschappen;Totaal toepassingssectoren;Fungiciden;2005;2
7375;Waterschappen;Totaal toepassingssectoren;Fungiciden;2009;0
7376;Waterschappen;Totaal toepassingssectoren;Fungiciden;2013;0
7377;Waterschappen;Totaal toepassingssectoren;Fungiciden;2018;0
7378;Waterschappen;Totaal toepassingssectoren;Overige stoffen;1992;62
7379;Waterschappen;Totaal toepassingssectoren;Overige stoffen;1995;16
7380;Waterschappen;Totaal toepassingssectoren;Overige stoffen;2001;9
7381;Waterschappen;Totaal toepassingssectoren;Overige stoffen;2005;0
7382;Waterschappen;Totaal toepassingssectoren;Overige stoffen;2009;0
7383;Waterschappen;Totaal toepassingssectoren;Overige stoffen;2013;0
7384;Waterschappen;Totaal toepassingssectoren;Overige stoffen;2018;0
7385;Waterschappen;Totaal toepassingssectoren;2,4-D;1992;237
7386;Waterschappen;Totaal toepassingssectoren;2,4-D;1995;107
7387;Waterschappen;Totaal toepassingssectoren;2,4-D;2001;17
7388;Waterschappen;Totaal toepassingssectoren;2,4-D;2005;0
7389;Waterschappen;Totaal toepassingssectoren;2,4-D;2009;0
7390;Waterschappen;Totaal toepassingssectoren;2,4-D;2013;0
7391;Waterschappen;Totaal toepassingssectoren;2,4-D;2018;0
7392;Waterschappen;Totaal toepassingssectoren;Amitrol;1992;121
7393;Waterschappen;Totaal toepassingssectoren;Amitrol;1995;16
7394;Waterschappen;Totaal toepassingssectoren;Amitrol;2001;0
7395;Waterschappen;Totaal toepassingssectoren;Amitrol;2005;113
7396;Waterschappen;Totaal toepassingssectoren;Amitrol;2009;2
7397;Waterschappen;Totaal toepassingssectoren;Amitrol;2013;0
7398;Waterschappen;Totaal toepassingssectoren;Amitrol;2018;0
7399;Waterschappen;Totaal toepassingssectoren;Dalapon;1992;3115
7400;Waterschappen;Totaal toepassingssectoren;Dalapon;1995;418
7401;Waterschappen;Totaal toepassingssectoren;Dalapon;2001;0
7402;Waterschappen;Totaal toepassingssectoren;Dalapon;2005;0
7403;Waterschappen;Totaal toepassingssectoren;Dalapon;2009;0
7404;Waterschappen;Totaal toepassingssectoren;Dalapon;2013;0
7405;Waterschappen;Totaal toepassingssectoren;Dalapon;2018;0
7406;Waterschappen;Totaal toepassingssectoren;Bacillus thuringiensis subsp. aizawai;1992;0
7407;Waterschappen;Totaal toepassingssectoren;Bacillus thuringiensis subsp. aizawai;1995;0
7408;Waterschappen;Totaal toepassingssectoren;Bacillus thuringiensis subsp. aizawai;2001;0
7409;Waterschappen;Totaal toepassingssectoren;Bacillus thuringiensis subsp. aizawai;2005;0
7410;Waterschappen;Totaal toepassingssectoren;Bacillus thuringiensis subsp. aizawai;2009;0
7411;Waterschappen;Totaal toepassingssectoren;Bacillus thuringiensis subsp. aizawai;2013;0
7412;Waterschappen;Totaal toepassingssectoren;Bacillus thuringiensis subsp. aizawai;2018;0
7413;Waterschappen;Totaal toepassingssectoren;Dicamba;1992;0
7414;Waterschappen;Totaal toepassingssectoren;Dicamba;1995;0
7415;Waterschappen;Totaal toepassingssectoren;Dicamba;2001;0
7416;Waterschappen;Totaal toepassingssectoren;Dicamba;2005;0
7417;Waterschappen;Totaal toepassingssectoren;Dicamba;2009;0
7418;Waterschappen;Totaal toepassingssectoren;Dicamba;2013;0
7419;Waterschappen;Totaal toepassingssectoren;Dicamba;2018;0
7420;Waterschappen;Totaal toepassingssectoren;Dichlobenil;1992;596
7421;Waterschappen;Totaal toepassingssectoren;Dichlobenil;1995;317
7422;Waterschappen;Totaal toepassingssectoren;Dichlobenil;2001;57
7423;Waterschappen;Totaal toepassingssectoren;Dichlobenil;2005;100
7424;Waterschappen;Totaal toepassingssectoren;Dichlobenil;2009;0
7425;Waterschappen;Totaal toepassingssectoren;Dichlobenil;2013;0
7426;Waterschappen;Totaal toepassingssectoren;Dichlobenil;2018;0
7427;Waterschappen;Totaal toepassingssectoren;Diuron;1992;329
7428;Waterschappen;Totaal toepassingssectoren;Diuron;1995;167
7429;Waterschappen;Totaal toepassingssectoren;Diuron;2001;0
7430;Waterschappen;Totaal toepassingssectoren;Diuron;2005;0
7431;Waterschappen;Totaal toepassingssectoren;Diuron;2009;0
7432;Waterschappen;Totaal toepassingssectoren;Diuron;2013;0
7433;Waterschappen;Totaal toepassingssectoren;Diuron;2018;0
7434;Waterschappen;Totaal toepassingssectoren;Fluroxypyr-meptyl;1992;0
7435;Waterschappen;Totaal toepassingssectoren;Fluroxypyr-meptyl;1995;0
7436;Waterschappen;Totaal toepassingssectoren;Fluroxypyr-meptyl;2001;0
7437;Waterschappen;Totaal toepassingssectoren;Fluroxypyr-meptyl;2005;0
7438;Waterschappen;Totaal toepassingssectoren;Fluroxypyr-meptyl;2009;0
7439;Waterschappen;Totaal toepassingssectoren;Fluroxypyr-meptyl;2013;0
7440;Waterschappen;Totaal toepassingssectoren;Fluroxypyr-meptyl;2018;5
7441;Waterschappen;Totaal toepassingssectoren;Glyfosaat;1992;366
7442;Waterschappen;Totaal toepassingssectoren;Glyfosaat;1995;225
7443;Waterschappen;Totaal toepassingssectoren;Glyfosaat;2001;323
7444;Waterschappen;Totaal toepassingssectoren;Glyfosaat;2005;304
7445;Waterschappen;Totaal toepassingssectoren;Glyfosaat;2009;132
7446;Waterschappen;Totaal toepassingssectoren;Glyfosaat;2013;55
7447;Waterschappen;Totaal toepassingssectoren;Glyfosaat;2018;12
7448;Waterschappen;Totaal toepassingssectoren;Glufosinaat-ammonium;1992;14
7449;Waterschappen;Totaal toepassingssectoren;Glufosinaat-ammonium;1995;9
7450;Waterschappen;Totaal toepassingssectoren;Glufosinaat-ammonium;2001;4
7451;Waterschappen;Totaal toepassingssectoren;Glufosinaat-ammonium;2005;0
7452;Waterschappen;Totaal toepassingssectoren;Glufosinaat-ammonium;2009;0
7453;Waterschappen;Totaal toepassingssectoren;Glufosinaat-ammonium;2013;0
7454;Waterschappen;Totaal toepassingssectoren;Glufosinaat-ammonium;2018;0
7455;Waterschappen;Totaal toepassingssectoren;MCPA;1992;614
