ID;Geslacht;Leeftijd;TypeZorg;Herkomstgroepering;Perioden;AantalInVerslagjaar_1;PercentageInVerslagjaar_2;TotaalUrenInVerslagjaar_3;GemiddeldPerPersoonInVerslagjaar_4;GemiddeldInBevolkingInVerslagjaar_5
7834;Vrouwen;65 tot 80 jaar;1;Overige niet-westers;2005;285;5.73;28;98;5.64
7835;Vrouwen;65 tot 80 jaar;1;Overige niet-westers;2006;360;6.89;35;97;6.7
7836;Vrouwen;65 tot 80 jaar;1;Overige niet-westers;2007;390;7.06;39;100;7.05
7837;Vrouwen;65 tot 80 jaar;1;Overige niet-westers;2008;470;7.68;46;99;7.59
7838;Vrouwen;65 tot 80 jaar;1;Overige niet-westers;2009;560;8.45;57;102;8.65
7839;Vrouwen;65 tot 80 jaar;1;Overige niet-westers;2010;620;8.51;67;108;9.2
7840;Vrouwen;65 tot 80 jaar;2;Totaal herkomstgroeperingen;2004;8175;0.86;1058;129;1.11
7841;Vrouwen;65 tot 80 jaar;2;Totaal herkomstgroeperingen;2005;5750;0.6;732;127;0.76
7842;Vrouwen;65 tot 80 jaar;2;Totaal herkomstgroeperingen;2006;6195;0.64;531;86;0.55
7843;Vrouwen;65 tot 80 jaar;2;Totaal herkomstgroeperingen;2007;9615;0.98;639;66;0.65
7844;Vrouwen;65 tot 80 jaar;2;Totaal herkomstgroeperingen;2008;12840;1.29;778;61;0.78
7845;Vrouwen;65 tot 80 jaar;2;Totaal herkomstgroeperingen;2009;14795;1.46;913;62;0.9
7846;Vrouwen;65 tot 80 jaar;2;Totaal herkomstgroeperingen;2010;17330;1.68;1115;64;1.08
7847;Vrouwen;65 tot 80 jaar;2;Autochtoon;2004;7225;0.87;981;136;1.18
7848;Vrouwen;65 tot 80 jaar;2;Autochtoon;2005;5110;0.61;686;134;0.82
7849;Vrouwen;65 tot 80 jaar;2;Autochtoon;2006;5550;0.66;494;89;0.59
7850;Vrouwen;65 tot 80 jaar;2;Autochtoon;2007;8530;1.0;581;68;0.68
7851;Vrouwen;65 tot 80 jaar;2;Autochtoon;2008;11265;1.3;677;60;0.78
7852;Vrouwen;65 tot 80 jaar;2;Autochtoon;2009;12890;1.46;780;61;0.88
7853;Vrouwen;65 tot 80 jaar;2;Autochtoon;2010;15060;1.69;942;63;1.05
7854;Vrouwen;65 tot 80 jaar;2;Totaal allochtoon;2004;950;0.83;77;81;0.67
7855;Vrouwen;65 tot 80 jaar;2;Totaal allochtoon;2005;640;0.54;46;72;0.39
7856;Vrouwen;65 tot 80 jaar;2;Totaal allochtoon;2006;645;0.53;37;58;0.3
7857;Vrouwen;65 tot 80 jaar;2;Totaal allochtoon;2007;1085;0.86;58;54;0.46
7858;Vrouwen;65 tot 80 jaar;2;Totaal allochtoon;2008;1575;1.21;101;64;0.78
7859;Vrouwen;65 tot 80 jaar;2;Totaal allochtoon;2009;1905;1.43;133;70;1.0
7860;Vrouwen;65 tot 80 jaar;2;Totaal allochtoon;2010;2270;1.65;173;76;1.26
7861;Vrouwen;65 tot 80 jaar;2;Westerse allochtoon;2004;795;0.85;68;86;0.73
7862;Vrouwen;65 tot 80 jaar;2;Westerse allochtoon;2005;550;0.57;41;74;0.43
7863;Vrouwen;65 tot 80 jaar;2;Westerse allochtoon;2006;570;0.58;31;55;0.32
7864;Vrouwen;65 tot 80 jaar;2;Westerse allochtoon;2007;905;0.91;47;52;0.47
7865;Vrouwen;65 tot 80 jaar;2;Westerse allochtoon;2008;1240;1.23;70;57;0.7
7866;Vrouwen;65 tot 80 jaar;2;Westerse allochtoon;2009;1460;1.42;90;62;0.88
7867;Vrouwen;65 tot 80 jaar;2;Westerse allochtoon;2010;1710;1.65;109;63;1.05
7868;Vrouwen;65 tot 80 jaar;2;Totaal Niet-westerse allochtoon;2004;155;0.74;9;57;0.43
7869;Vrouwen;65 tot 80 jaar;2;Totaal Niet-westerse allochtoon;2005;90;0.4;5;60;0.24
7870;Vrouwen;65 tot 80 jaar;2;Totaal Niet-westerse allochtoon;2006;75;0.3;6;79;0.24
7871;Vrouwen;65 tot 80 jaar;2;Totaal Niet-westerse allochtoon;2007;180;0.68;11;62;0.42
7872;Vrouwen;65 tot 80 jaar;2;Totaal Niet-westerse allochtoon;2008;340;1.17;31;91;1.07
7873;Vrouwen;65 tot 80 jaar;2;Totaal Niet-westerse allochtoon;2009;450;1.45;43;96;1.39
7874;Vrouwen;65 tot 80 jaar;2;Totaal Niet-westerse allochtoon;2010;560;1.66;65;115;1.92
7875;Vrouwen;65 tot 80 jaar;2;Marokko;2004;15;0.43;1;48;0.21
7876;Vrouwen;65 tot 80 jaar;2;Marokko;2005;5;0.11;0;18;0.02
7877;Vrouwen;65 tot 80 jaar;2;Marokko;2006;10;0.19;1;105;0.2
7878;Vrouwen;65 tot 80 jaar;2;Marokko;2007;40;0.86;4;93;0.8
7879;Vrouwen;65 tot 80 jaar;2;Marokko;2008;75;1.52;10;128;1.95
7880;Vrouwen;65 tot 80 jaar;2;Marokko;2009;75;1.4;11;151;2.11
7881;Vrouwen;65 tot 80 jaar;2;Marokko;2010;120;2.1;19;159;3.34
7882;Vrouwen;65 tot 80 jaar;2;Turkije;2004;30;0.78;1;36;0.28
7883;Vrouwen;65 tot 80 jaar;2;Turkije;2005;15;0.32;1;41;0.13
7884;Vrouwen;65 tot 80 jaar;2;Turkije;2006;20;0.37;1;52;0.19
7885;Vrouwen;65 tot 80 jaar;2;Turkije;2007;50;0.83;3;58;0.48
7886;Vrouwen;65 tot 80 jaar;2;Turkije;2008;95;1.49;10;101;1.5
7887;Vrouwen;65 tot 80 jaar;2;Turkije;2009;140;2.04;13;93;1.89
7888;Vrouwen;65 tot 80 jaar;2;Turkije;2010;145;1.92;15;104;1.99
7889;Vrouwen;65 tot 80 jaar;2;Suriname;2004;70;0.96;5;63;0.61
7890;Vrouwen;65 tot 80 jaar;2;Suriname;2005;35;0.44;2;63;0.27
7891;Vrouwen;65 tot 80 jaar;2;Suriname;2006;25;0.29;3;137;0.4
7892;Vrouwen;65 tot 80 jaar;2;Suriname;2007;45;0.53;3;59;0.31
7893;Vrouwen;65 tot 80 jaar;2;Suriname;2008;90;0.99;6;66;0.65
7894;Vrouwen;65 tot 80 jaar;2;Suriname;2009;105;1.11;9;82;0.91
7895;Vrouwen;65 tot 80 jaar;2;Suriname;2010;145;1.41;16;109;1.54
7896;Vrouwen;65 tot 80 jaar;2;Nederlandse Antillen en Aruba;2004;10;0.68;1;43;0.29
7897;Vrouwen;65 tot 80 jaar;2;Nederlandse Antillen en Aruba;2005;10;0.54;0;39;0.21
7898;Vrouwen;65 tot 80 jaar;2;Nederlandse Antillen en Aruba;2006;5;0.2;0;45;0.09
7899;Vrouwen;65 tot 80 jaar;2;Nederlandse Antillen en Aruba;2007;15;0.72;1;49;0.35
7900;Vrouwen;65 tot 80 jaar;2;Nederlandse Antillen en Aruba;2008;20;0.92;2;78;0.71
7901;Vrouwen;65 tot 80 jaar;2;Nederlandse Antillen en Aruba;2009;30;1.25;1;47;0.58
7902;Vrouwen;65 tot 80 jaar;2;Nederlandse Antillen en Aruba;2010;40;1.46;2;52;0.76
7903;Vrouwen;65 tot 80 jaar;2;Overige niet-westers;2004;30;0.59;2;77;0.46
7904;Vrouwen;65 tot 80 jaar;2;Overige niet-westers;2005;30;0.58;2;79;0.46
7905;Vrouwen;65 tot 80 jaar;2;Overige niet-westers;2006;20;0.38;1;31;0.12
7906;Vrouwen;65 tot 80 jaar;2;Overige niet-westers;2007;35;0.59;1;40;0.24
7907;Vrouwen;65 tot 80 jaar;2;Overige niet-westers;2008;55;0.94;4;68;0.64
7908;Vrouwen;65 tot 80 jaar;2;Overige niet-westers;2009;95;1.42;8;90;1.28
7909;Vrouwen;65 tot 80 jaar;2;Overige niet-westers;2010;110;1.49;13;115;1.72
7910;Vrouwen;65 tot 80 jaar;3;Totaal herkomstgroeperingen;2004;12105;1.27;265;22;0.28
7911;Vrouwen;65 tot 80 jaar;3;Totaal herkomstgroeperingen;2005;10770;1.12;162;15;0.17
7912;Vrouwen;65 tot 80 jaar;3;Totaal herkomstgroeperingen;2006;10980;1.14;176;16;0.18
7913;Vrouwen;65 tot 80 jaar;3;Totaal herkomstgroeperingen;2007;9830;1.01;154;16;0.16
7914;Vrouwen;65 tot 80 jaar;3;Totaal herkomstgroeperingen;2008;8860;0.89;139;16;0.14
7915;Vrouwen;65 tot 80 jaar;3;Totaal herkomstgroeperingen;2009;7405;0.73;117;16;0.11
7916;Vrouwen;65 tot 80 jaar;3;Totaal herkomstgroeperingen;2010;6890;0.67;113;16;0.11
7917;Vrouwen;65 tot 80 jaar;3;Autochtoon;2004;10645;1.27;239;22;0.29
7918;Vrouwen;65 tot 80 jaar;3;Autochtoon;2005;9460;1.13;140;15;0.17
7919;Vrouwen;65 tot 80 jaar;3;Autochtoon;2006;9615;1.14;146;15;0.17
7920;Vrouwen;65 tot 80 jaar;3;Autochtoon;2007;8490;1.0;125;15;0.15
7921;Vrouwen;65 tot 80 jaar;3;Autochtoon;2008;7645;0.88;113;15;0.13
7922;Vrouwen;65 tot 80 jaar;3;Autochtoon;2009;6370;0.72;94;15;0.11
7923;Vrouwen;65 tot 80 jaar;3;Autochtoon;2010;5850;0.66;88;15;0.1
7924;Vrouwen;65 tot 80 jaar;3;Totaal allochtoon;2004;1460;1.27;26;18;0.23
7925;Vrouwen;65 tot 80 jaar;3;Totaal allochtoon;2005;1305;1.1;22;17;0.19
7926;Vrouwen;65 tot 80 jaar;3;Totaal allochtoon;2006;1365;1.11;30;22;0.25
7927;Vrouwen;65 tot 80 jaar;3;Totaal allochtoon;2007;1340;1.06;29;22;0.23
7928;Vrouwen;65 tot 80 jaar;3;Totaal allochtoon;2008;1215;0.94;25;21;0.2
7929;Vrouwen;65 tot 80 jaar;3;Totaal allochtoon;2009;1035;0.78;22;21;0.17
7930;Vrouwen;65 tot 80 jaar;3;Totaal allochtoon;2010;1040;0.76;25;24;0.18
7931;Vrouwen;65 tot 80 jaar;3;Westerse allochtoon;2004;1215;1.3;20;16;0.21
7932;Vrouwen;65 tot 80 jaar;3;Westerse allochtoon;2005;1050;1.1;15;14;0.16
7933;Vrouwen;65 tot 80 jaar;3;Westerse allochtoon;2006;1045;1.07;19;18;0.19
7934;Vrouwen;65 tot 80 jaar;3;Westerse allochtoon;2007;1000;1.0;18;18;0.18
7935;Vrouwen;65 tot 80 jaar;3;Westerse allochtoon;2008;895;0.89;15;17;0.15
7936;Vrouwen;65 tot 80 jaar;3;Westerse allochtoon;2009;745;0.73;12;16;0.12
7937;Vrouwen;65 tot 80 jaar;3;Westerse allochtoon;2010;690;0.66;11;16;0.11
7938;Vrouwen;65 tot 80 jaar;3;Totaal Niet-westerse allochtoon;2004;245;1.15;6;25;0.29
7939;Vrouwen;65 tot 80 jaar;3;Totaal Niet-westerse allochtoon;2005;260;1.11;7;27;0.3
7940;Vrouwen;65 tot 80 jaar;3;Totaal Niet-westerse allochtoon;2006;320;1.3;11;35;0.46
7941;Vrouwen;65 tot 80 jaar;3;Totaal Niet-westerse allochtoon;2007;345;1.28;11;33;0.42
7942;Vrouwen;65 tot 80 jaar;3;Totaal Niet-westerse allochtoon;2008;320;1.12;10;32;0.36
7943;Vrouwen;65 tot 80 jaar;3;Totaal Niet-westerse allochtoon;2009;290;0.94;10;34;0.32
7944;Vrouwen;65 tot 80 jaar;3;Totaal Niet-westerse allochtoon;2010;350;1.04;13;38;0.4
7945;Vrouwen;65 tot 80 jaar;3;Marokko;2004;35;1.22;2;47;0.58
7946;Vrouwen;65 tot 80 jaar;3;Marokko;2005;55;1.43;3;51;0.73
7947;Vrouwen;65 tot 80 jaar;3;Marokko;2006;65;1.6;2;29;0.47
7948;Vrouwen;65 tot 80 jaar;3;Marokko;2007;90;1.91;3;29;0.55
7949;Vrouwen;65 tot 80 jaar;3;Marokko;2008;85;1.73;3;30;0.52
7950;Vrouwen;65 tot 80 jaar;3;Marokko;2009;65;1.25;3;41;0.51
7951;Vrouwen;65 tot 80 jaar;3;Marokko;2010;70;1.27;4;50;0.63
7952;Vrouwen;65 tot 80 jaar;3;Turkije;2004;60;1.44;1;19;0.27
7953;Vrouwen;65 tot 80 jaar;3;Turkije;2005;75;1.56;1;19;0.3
7954;Vrouwen;65 tot 80 jaar;3;Turkije;2006;90;1.7;2;26;0.44
7955;Vrouwen;65 tot 80 jaar;3;Turkije;2007;110;1.9;4;35;0.66
7956;Vrouwen;65 tot 80 jaar;3;Turkije;2008;95;1.52;3;28;0.43
7957;Vrouwen;65 tot 80 jaar;3;Turkije;2009;85;1.19;3;32;0.38
7958;Vrouwen;65 tot 80 jaar;3;Turkije;2010;105;1.39;3;33;0.46
7959;Vrouwen;65 tot 80 jaar;3;Suriname;2004;70;0.93;1;13;0.13
7960;Vrouwen;65 tot 80 jaar;3;Suriname;2005;65;0.81;1;18;0.15
7961;Vrouwen;65 tot 80 jaar;3;Suriname;2006;80;0.95;4;57;0.54
7962;Vrouwen;65 tot 80 jaar;3;Suriname;2007;75;0.86;3;41;0.35
7963;Vrouwen;65 tot 80 jaar;3;Suriname;2008;70;0.76;2;32;0.24
7964;Vrouwen;65 tot 80 jaar;3;Suriname;2009;70;0.74;2;28;0.2
7965;Vrouwen;65 tot 80 jaar;3;Suriname;2010;75;0.72;3;40;0.29
7966;Vrouwen;65 tot 80 jaar;3;Nederlandse Antillen en Aruba;2004;20;1.25;2;69;0.86
7967;Vrouwen;65 tot 80 jaar;3;Nederlandse Antillen en Aruba;2005;25;1.35;0;20;0.27
7968;Vrouwen;65 tot 80 jaar;3;Nederlandse Antillen en Aruba;2006;25;1.32;1;34;0.45
7969;Vrouwen;65 tot 80 jaar;3;Nederlandse Antillen en Aruba;2007;20;1.05;0;21;0.22
7970;Vrouwen;65 tot 80 jaar;3;Nederlandse Antillen en Aruba;2008;25;1.18;1;38;0.44
7971;Vrouwen;65 tot 80 jaar;3;Nederlandse Antillen en Aruba;2009;15;0.68;1;42;0.29
7972;Vrouwen;65 tot 80 jaar;3;Nederlandse Antillen en Aruba;2010;35;1.21;1;37;0.45
7973;Vrouwen;65 tot 80 jaar;3;Overige niet-westers;2004;55;1.16;1;16;0.18
7974;Vrouwen;65 tot 80 jaar;3;Overige niet-westers;2005;40;0.84;1;26;0.21
7975;Vrouwen;65 tot 80 jaar;3;Overige niet-westers;2006;60;1.19;2;28;0.34
7976;Vrouwen;65 tot 80 jaar;3;Overige niet-westers;2007;50;0.86;1;28;0.24
7977;Vrouwen;65 tot 80 jaar;3;Overige niet-westers;2008;40;0.69;2;40;0.28
7978;Vrouwen;65 tot 80 jaar;3;Overige niet-westers;2009;50;0.78;2;35;0.28
7979;Vrouwen;65 tot 80 jaar;3;Overige niet-westers;2010;65;0.88;2;34;0.3
7980;Vrouwen;65 tot 80 jaar;4;Totaal herkomstgroeperingen;2004;36565;3.85;5073;139;5.34
7981;Vrouwen;65 tot 80 jaar;4;Totaal herkomstgroeperingen;2005;19265;2.01;3057;159;3.19
7982;Vrouwen;65 tot 80 jaar;4;Totaal herkomstgroeperingen;2006;15975;1.65;2826;177;2.92
7983;Vrouwen;65 tot 80 jaar;4;Totaal herkomstgroeperingen;2007;16260;1.66;3182;196;3.26
7984;Vrouwen;65 tot 80 jaar;4;Totaal herkomstgroeperingen;2008;20405;2.05;4386;215;4.41
7985;Vrouwen;65 tot 80 jaar;4;Totaal herkomstgroeperingen;2009;23395;2.3;5384;230;5.3
7986;Vrouwen;65 tot 80 jaar;4;Totaal herkomstgroeperingen;2010;24670;2.39;5912;240;5.74
7987;Vrouwen;65 tot 80 jaar;4;Autochtoon;2004;31715;3.8;4409;139;5.28
7988;Vrouwen;65 tot 80 jaar;4;Autochtoon;2005;16840;2.0;2687;160;3.2
7989;Vrouwen;65 tot 80 jaar;4;Autochtoon;2006;14075;1.67;2482;176;2.94
7990;Vrouwen;65 tot 80 jaar;4;Autochtoon;2007;14380;1.69;2792;194;3.28
7991;Vrouwen;65 tot 80 jaar;4;Autochtoon;2008;18005;2.08;3851;214;4.46
7992;Vrouwen;65 tot 80 jaar;4;Autochtoon;2009;20485;2.32;4694;229;5.32
7993;Vrouwen;65 tot 80 jaar;4;Autochtoon;2010;21460;2.4;5130;239;5.74
7994;Vrouwen;65 tot 80 jaar;4;Totaal allochtoon;2004;4850;4.23;663;137;5.78
7995;Vrouwen;65 tot 80 jaar;4;Totaal allochtoon;2005;2425;2.04;371;153;3.12
7996;Vrouwen;65 tot 80 jaar;4;Totaal allochtoon;2006;1900;1.55;344;181;2.81
7997;Vrouwen;65 tot 80 jaar;4;Totaal allochtoon;2007;1880;1.49;390;207;3.09
7998;Vrouwen;65 tot 80 jaar;4;Totaal allochtoon;2008;2400;1.85;535;223;4.13
7999;Vrouwen;65 tot 80 jaar;4;Totaal allochtoon;2009;2910;2.18;690;237;5.17
8000;Vrouwen;65 tot 80 jaar;4;Totaal allochtoon;2010;3215;2.34;783;244;5.7
8001;Vrouwen;65 tot 80 jaar;4;Westerse allochtoon;2004;3665;3.92;510;139;5.45
8002;Vrouwen;65 tot 80 jaar;4;Westerse allochtoon;2005;1935;2.02;304;157;3.17
8003;Vrouwen;65 tot 80 jaar;4;Westerse allochtoon;2006;1535;1.57;279;182;2.86
8004;Vrouwen;65 tot 80 jaar;4;Westerse allochtoon;2007;1570;1.58;324;206;3.26
8005;Vrouwen;65 tot 80 jaar;4;Westerse allochtoon;2008;1975;1.96;438;222;4.33
8006;Vrouwen;65 tot 80 jaar;4;Westerse allochtoon;2009;2325;2.27;548;236;5.35
8007;Vrouwen;65 tot 80 jaar;4;Westerse allochtoon;2010;2480;2.39;596;240;5.75
8008;Vrouwen;65 tot 80 jaar;4;Totaal Niet-westerse allochtoon;2004;1180;5.59;154;130;7.28
8009;Vrouwen;65 tot 80 jaar;4;Totaal Niet-westerse allochtoon;2005;490;2.12;67;137;2.89
8010;Vrouwen;65 tot 80 jaar;4;Totaal Niet-westerse allochtoon;2006;365;1.48;65;177;2.62
8011;Vrouwen;65 tot 80 jaar;4;Totaal Niet-westerse allochtoon;2007;310;1.16;66;213;2.47
8012;Vrouwen;65 tot 80 jaar;4;Totaal Niet-westerse allochtoon;2008;425;1.48;98;229;3.39
8013;Vrouwen;65 tot 80 jaar;4;Totaal Niet-westerse allochtoon;2009;580;1.88;141;243;4.56
8014;Vrouwen;65 tot 80 jaar;4;Totaal Niet-westerse allochtoon;2010;735;2.18;187;255;5.56
8015;Vrouwen;65 tot 80 jaar;4;Marokko;2004;35;1.09;3;82;0.89
8016;Vrouwen;65 tot 80 jaar;4;Marokko;2005;15;0.45;2;125;0.56
8017;Vrouwen;65 tot 80 jaar;4;Marokko;2006;35;0.85;8;230;1.95
8018;Vrouwen;65 tot 80 jaar;4;Marokko;2007;30;0.69;7;212;1.46
8019;Vrouwen;65 tot 80 jaar;4;Marokko;2008;45;0.92;14;298;2.75
8020;Vrouwen;65 tot 80 jaar;4;Marokko;2009;80;1.49;28;347;5.18
8021;Vrouwen;65 tot 80 jaar;4;Marokko;2010;100;1.73;32;322;5.57
8022;Vrouwen;65 tot 80 jaar;4;Turkije;2004;160;3.89;15;93;3.62
8023;Vrouwen;65 tot 80 jaar;4;Turkije;2005;75;1.62;9;120;1.95
8024;Vrouwen;65 tot 80 jaar;4;Turkije;2006;55;1.04;8;147;1.53
8025;Vrouwen;65 tot 80 jaar;4;Turkije;2007;50;0.84;9;189;1.6
8026;Vrouwen;65 tot 80 jaar;4;Turkije;2008;60;0.91;11;191;1.74
8027;Vrouwen;65 tot 80 jaar;4;Turkije;2009;80;1.12;16;211;2.37
8028;Vrouwen;65 tot 80 jaar;4;Turkije;2010;130;1.71;30;234;4.0
8029;Vrouwen;65 tot 80 jaar;4;Suriname;2004;755;10.1;107;142;14.33
8030;Vrouwen;65 tot 80 jaar;4;Suriname;2005;260;3.35;35;134;4.51
8031;Vrouwen;65 tot 80 jaar;4;Suriname;2006;185;2.24;32;176;3.93
8032;Vrouwen;65 tot 80 jaar;4;Suriname;2007;150;1.72;34;228;3.94
8033;Vrouwen;65 tot 80 jaar;4;Suriname;2008;210;2.34;50;236;5.53
8034;Vrouwen;65 tot 80 jaar;4;Suriname;2009;280;2.91;67;241;7.01
8035;Vrouwen;65 tot 80 jaar;4;Suriname;2010;330;3.2;84;256;8.21
8036;Vrouwen;65 tot 80 jaar;4;Nederlandse Antillen en Aruba;2004;65;3.75;7;109;4.1
8037;Vrouwen;65 tot 80 jaar;4;Nederlandse Antillen en Aruba;2005;40;2.05;5;135;2.78
8038;Vrouwen;65 tot 80 jaar;4;Nederlandse Antillen en Aruba;2006;35;1.73;6;182;3.15
8039;Vrouwen;65 tot 80 jaar;4;Nederlandse Antillen en Aruba;2007;20;0.96;4;223;2.13
8040;Vrouwen;65 tot 80 jaar;4;Nederlandse Antillen en Aruba;2008;35;1.44;7;216;3.12
8041;Vrouwen;65 tot 80 jaar;4;Nederlandse Antillen en Aruba;2009;40;1.69;10;239;4.03
8042;Vrouwen;65 tot 80 jaar;4;Nederlandse Antillen en Aruba;2010;55;2.0;13;236;4.72
8043;Vrouwen;65 tot 80 jaar;4;Overige niet-westers;2004;165;3.49;22;131;4.56
8044;Vrouwen;65 tot 80 jaar;4;Overige niet-westers;2005;95;1.94;15;158;3.05
8045;Vrouwen;65 tot 80 jaar;4;Overige niet-westers;2006;60;1.13;10;178;2.01
8046;Vrouwen;65 tot 80 jaar;4;Overige niet-westers;2007;60;1.08;11;191;2.07
8047;Vrouwen;65 tot 80 jaar;4;Overige niet-westers;2008;80;1.3;16;200;2.6
8048;Vrouwen;65 tot 80 jaar;4;Overige niet-westers;2009;105;1.55;20;196;3.04
8049;Vrouwen;65 tot 80 jaar;4;Overige niet-westers;2010;120;1.67;28;227;3.79
8050;Vrouwen;65 tot 80 jaar;5;Totaal herkomstgroeperingen;2004;6085;0.64;741;122;0.78
8051;Vrouwen;65 tot 80 jaar;5;Totaal herkomstgroeperingen;2005;7350;0.77;954;130;0.99
8052;Vrouwen;65 tot 80 jaar;5;Totaal herkomstgroeperingen;2006;7565;0.78;1017;134;1.05
8053;Vrouwen;65 tot 80 jaar;5;Totaal herkomstgroeperingen;2007;5785;0.59;814;141;0.83
8054;Vrouwen;65 tot 80 jaar;5;Totaal herkomstgroeperingen;2008;4110;0.41;586;143;0.59
8055;Vrouwen;65 tot 80 jaar;5;Totaal herkomstgroeperingen;2009;3265;0.32;479;147;0.47
8056;Vrouwen;65 tot 80 jaar;5;Totaal herkomstgroeperingen;2010;2760;0.27;414;150;0.4
8057;Vrouwen;65 tot 80 jaar;5;Autochtoon;2004;5375;0.64;654;122;0.78
8058;Vrouwen;65 tot 80 jaar;5;Autochtoon;2005;6380;0.76;822;129;0.98
8059;Vrouwen;65 tot 80 jaar;5;Autochtoon;2006;6515;0.77;870;134;1.03
8060;Vrouwen;65 tot 80 jaar;5;Autochtoon;2007;4950;0.58;689;139;0.81
8061;Vrouwen;65 tot 80 jaar;5;Autochtoon;2008;3470;0.4;492;142;0.57
8062;Vrouwen;65 tot 80 jaar;5;Autochtoon;2009;2795;0.32;405;145;0.46
8063;Vrouwen;65 tot 80 jaar;5;Autochtoon;2010;2345;0.26;347;148;0.39
8064;Vrouwen;65 tot 80 jaar;5;Totaal allochtoon;2004;710;0.62;88;124;0.76
8065;Vrouwen;65 tot 80 jaar;5;Totaal allochtoon;2005;965;0.81;132;137;1.11
8066;Vrouwen;65 tot 80 jaar;5;Totaal allochtoon;2006;1055;0.86;148;140;1.21
8067;Vrouwen;65 tot 80 jaar;5;Totaal allochtoon;2007;835;0.66;125;149;0.99
8068;Vrouwen;65 tot 80 jaar;5;Totaal allochtoon;2008;640;0.49;94;147;0.73
8069;Vrouwen;65 tot 80 jaar;5;Totaal allochtoon;2009;465;0.35;73;157;0.55
8070;Vrouwen;65 tot 80 jaar;5;Totaal allochtoon;2010;415;0.3;67;160;0.49
8071;Vrouwen;65 tot 80 jaar;5;Westerse allochtoon;2004;595;0.64;75;125;0.8
8072;Vrouwen;65 tot 80 jaar;5;Westerse allochtoon;2005;735;0.77;95;129;0.99
8073;Vrouwen;65 tot 80 jaar;5;Westerse allochtoon;2006;770;0.79;105;136;1.07
8074;Vrouwen;65 tot 80 jaar;5;Westerse allochtoon;2007;600;0.6;87;145;0.87
8075;Vrouwen;65 tot 80 jaar;5;Westerse allochtoon;2008;450;0.44;67;149;0.66
8076;Vrouwen;65 tot 80 jaar;5;Westerse allochtoon;2009;335;0.33;52;156;0.51
8077;Vrouwen;65 tot 80 jaar;5;Westerse allochtoon;2010;280;0.27;44;156;0.42
8078;Vrouwen;65 tot 80 jaar;5;Totaal Niet-westerse allochtoon;2004;115;0.54;13;115;0.62
8079;Vrouwen;65 tot 80 jaar;5;Totaal Niet-westerse allochtoon;2005;230;1.0;37;160;1.6
8080;Vrouwen;65 tot 80 jaar;5;Totaal Niet-westerse allochtoon;2006;280;1.14;43;153;1.75
8081;Vrouwen;65 tot 80 jaar;5;Totaal Niet-westerse allochtoon;2007;235;0.88;38;160;1.41
8082;Vrouwen;65 tot 80 jaar;5;Totaal Niet-westerse allochtoon;2008;190;0.67;27;142;0.95
8083;Vrouwen;65 tot 80 jaar;5;Totaal Niet-westerse allochtoon;2009;130;0.42;21;162;0.68
8084;Vrouwen;65 tot 80 jaar;5;Totaal Niet-westerse allochtoon;2010;135;0.4;23;169;0.68
8085;Vrouwen;65 tot 80 jaar;5;Marokko;2004;5;0.16;0;64;0.1
8086;Vrouwen;65 tot 80 jaar;5;Marokko;2005;15;0.42;2;100;0.42
8087;Vrouwen;65 tot 80 jaar;5;Marokko;2006;25;0.61;4;179;1.08
8088;Vrouwen;65 tot 80 jaar;5;Marokko;2007;20;0.47;4;191;0.9
8089;Vrouwen;65 tot 80 jaar;5;Marokko;2008;20;0.36;2;126;0.46
8090;Vrouwen;65 tot 80 jaar;5;Marokko;2009;15;0.24;2;132;0.32
8091;Vrouwen;65 tot 80 jaar;5;Marokko;2010;10;0.21;2;169;0.36
8092;Vrouwen;65 tot 80 jaar;5;Turkije;2004;25;0.56;2;98;0.55
8093;Vrouwen;65 tot 80 jaar;5;Turkije;2005;35;0.7;5;140;0.98
8094;Vrouwen;65 tot 80 jaar;5;Turkije;2006;40;0.81;5;129;1.05
8095;Vrouwen;65 tot 80 jaar;5;Turkije;2007;40;0.67;6;156;1.05
8096;Vrouwen;65 tot 80 jaar;5;Turkije;2008;30;0.45;4;123;0.56
8097;Vrouwen;65 tot 80 jaar;5;Turkije;2009;20;0.32;3;145;0.46
8098;Vrouwen;65 tot 80 jaar;5;Turkije;2010;30;0.39;5;161;0.64
8099;Vrouwen;65 tot 80 jaar;5;Suriname;2004;60;0.77;8;138;1.07
8100;Vrouwen;65 tot 80 jaar;5;Suriname;2005;140;1.8;25;182;3.27
8101;Vrouwen;65 tot 80 jaar;5;Suriname;2006;160;1.93;26;163;3.14
8102;Vrouwen;65 tot 80 jaar;5;Suriname;2007;120;1.39;18;153;2.12
8103;Vrouwen;65 tot 80 jaar;5;Suriname;2008;105;1.14;15;149;1.69
8104;Vrouwen;65 tot 80 jaar;5;Suriname;2009;70;0.74;12;168;1.25
8105;Vrouwen;65 tot 80 jaar;5;Suriname;2010;65;0.65;12;183;1.19
8106;Vrouwen;65 tot 80 jaar;5;Nederlandse Antillen en Aruba;2004;10;0.68;1;87;0.59
8107;Vrouwen;65 tot 80 jaar;5;Nederlandse Antillen en Aruba;2005;15;0.92;2;114;1.05
8108;Vrouwen;65 tot 80 jaar;5;Nederlandse Antillen en Aruba;2006;25;1.22;3;105;1.28
8109;Vrouwen;65 tot 80 jaar;5;Nederlandse Antillen en Aruba;2007;20;0.86;3;190;1.63
