ID;HarmonizedSystem;Periods;BalassaIndex_1;ShareOfChapterInTotalExports_2;ExportsOfDutchProducts_3;ReExports_4
1548;59 Impregnated, coated, covered or la...;2010;0.7;0.1;72.0;28.0
1549;59 Impregnated, coated, covered or la...;2011;0.7;0.1;72.4;27.6
1550;59 Impregnated, coated, covered or la...;2012;0.7;0.1;73.0;27.0
1551;59 Impregnated, coated, covered or la...;2013;0.7;0.1;71.0;29.0
1552;59 Impregnated, coated, covered or la...;2014;0.8;0.1;76.6;23.4
1553;59 Impregnated, coated, covered or la...;2015;0.8;0.1;79.8;20.2
1554;59 Impregnated, coated, covered or la...;2016;0.8;0.1;64.7;35.3
1555;59 Impregnated, coated, covered or la...;2017;0.8;0.1;67.0;33.0
1556;59 Impregnated, coated, covered or la...;2018;0.8;0.1;65.8;34.2
1557;59 Impregnated, coated, covered or la...;2019;0.8;0.1;61.4;38.6
1558;59 Impregnated, coated, covered or la...;2020;0.8;0.1;64.9;35.1
1559;59 Impregnated, coated, covered or la...;2021;0.8;0.1;65.6;34.4
1560;60 Knitted or crocheted fabrics;1996;0.5;0.1;;
1561;60 Knitted or crocheted fabrics;1997;0.5;0.1;;
1562;60 Knitted or crocheted fabrics;1998;0.4;0.1;;
1563;60 Knitted or crocheted fabrics;1999;0.3;0.1;;
1564;60 Knitted or crocheted fabrics;2000;0.4;0.1;;
1565;60 Knitted or crocheted fabrics;2001;0.4;0.1;;
1566;60 Knitted or crocheted fabrics;2002;0.4;0.1;69.3;30.7
1567;60 Knitted or crocheted fabrics;2003;0.3;0.1;62.8;37.2
1568;60 Knitted or crocheted fabrics;2004;0.2;0.0;56.6;43.4
1569;60 Knitted or crocheted fabrics;2005;0.2;0.0;63.6;36.4
1570;60 Knitted or crocheted fabrics;2006;0.2;0.0;62.7;37.3
1571;60 Knitted or crocheted fabrics;2007;0.2;0.0;64.8;35.2
1572;60 Knitted or crocheted fabrics;2008;0.2;0.0;61.7;38.3
1573;60 Knitted or crocheted fabrics;2009;0.2;0.0;66.0;34.0
1574;60 Knitted or crocheted fabrics;2010;0.2;0.0;53.9;46.1
1575;60 Knitted or crocheted fabrics;2011;0.2;0.0;55.8;44.2
1576;60 Knitted or crocheted fabrics;2012;0.2;0.0;51.6;48.4
1577;60 Knitted or crocheted fabrics;2013;0.2;0.0;54.3;45.7
1578;60 Knitted or crocheted fabrics;2014;0.3;0.0;55.0;45.0
1579;60 Knitted or crocheted fabrics;2015;0.3;0.0;51.2;48.8
1580;60 Knitted or crocheted fabrics;2016;0.3;0.0;54.0;46.0
1581;60 Knitted or crocheted fabrics;2017;0.4;0.0;53.5;46.5
1582;60 Knitted or crocheted fabrics;2018;0.4;0.0;45.5;54.5
1583;60 Knitted or crocheted fabrics;2019;0.4;0.0;39.5;60.5
1584;60 Knitted or crocheted fabrics;2020;0.5;0.0;49.8;50.2
1585;60 Knitted or crocheted fabrics;2021;0.5;0.0;47.7;52.3
1586;61 Articles of apparel and clothing a...;1996;0.7;0.7;;
1587;61 Articles of apparel and clothing a...;1997;0.7;0.7;;
1588;61 Articles of apparel and clothing a...;1998;0.8;0.8;;
1589;61 Articles of apparel and clothing a...;1999;0.7;0.7;;
1590;61 Articles of apparel and clothing a...;2000;0.7;0.6;;
1591;61 Articles of apparel and clothing a...;2001;0.7;0.6;;
1592;61 Articles of apparel and clothing a...;2002;0.7;0.6;0.1;99.9
1593;61 Articles of apparel and clothing a...;2003;0.7;0.6;0.0;100.0
1594;61 Articles of apparel and clothing a...;2004;0.7;0.6;0.0;100.0
1595;61 Articles of apparel and clothing a...;2005;0.7;0.6;0.0;100.0
1596;61 Articles of apparel and clothing a...;2006;0.7;0.6;0.0;100.0
1597;61 Articles of apparel and clothing a...;2007;0.7;0.6;0.0;100.0
1598;61 Articles of apparel and clothing a...;2008;0.7;0.6;0.0;100.0
1599;61 Articles of apparel and clothing a...;2009;0.8;0.7;0.0;100.0
1600;61 Articles of apparel and clothing a...;2010;0.8;0.7;0.0;100.0
1601;61 Articles of apparel and clothing a...;2011;0.8;0.7;0.0;100.0
1602;61 Articles of apparel and clothing a...;2012;0.8;0.7;0.0;100.0
1603;61 Articles of apparel and clothing a...;2013;0.8;0.7;0.0;100.0
1604;61 Articles of apparel and clothing a...;2014;0.9;0.8;0.3;99.7
1605;61 Articles of apparel and clothing a...;2015;0.8;0.8;2.0;98.0
1606;61 Articles of apparel and clothing a...;2016;0.9;0.9;2.3;97.7
1607;61 Articles of apparel and clothing a...;2017;0.9;0.9;2.1;97.9
1608;61 Articles of apparel and clothing a...;2018;0.9;0.9;1.8;98.2
1609;61 Articles of apparel and clothing a...;2019;0.9;1.0;1.5;98.5
1610;61 Articles of apparel and clothing a...;2020;1.0;1.0;1.1;98.9
1611;61 Articles of apparel and clothing a...;2021;0.9;1.0;1.5;98.5
1612;62 Articles of apparel and clothing a...;1996;0.7;1.0;;
1613;62 Articles of apparel and clothing a...;1997;0.8;1.0;;
1614;62 Articles of apparel and clothing a...;1998;0.8;1.0;;
1615;62 Articles of apparel and clothing a...;1999;0.8;0.9;;
1616;62 Articles of apparel and clothing a...;2000;0.7;0.8;;
1617;62 Articles of apparel and clothing a...;2001;0.7;0.8;;
1618;62 Articles of apparel and clothing a...;2002;0.7;0.8;0.0;100.0
1619;62 Articles of apparel and clothing a...;2003;0.7;0.8;0.0;100.0
1620;62 Articles of apparel and clothing a...;2004;0.7;0.8;0.1;99.9
1621;62 Articles of apparel and clothing a...;2005;0.7;0.7;0.0;100.0
1622;62 Articles of apparel and clothing a...;2006;0.7;0.7;0.0;100.0
1623;62 Articles of apparel and clothing a...;2007;0.6;0.7;0.0;100.0
1624;62 Articles of apparel and clothing a...;2008;0.6;0.7;0.0;100.0
1625;62 Articles of apparel and clothing a...;2009;0.7;0.8;0.0;100.0
1626;62 Articles of apparel and clothing a...;2010;0.7;0.7;0.0;100.0
1627;62 Articles of apparel and clothing a...;2011;0.7;0.7;0.0;100.0
1628;62 Articles of apparel and clothing a...;2012;0.6;0.7;0.0;100.0
1629;62 Articles of apparel and clothing a...;2013;0.7;0.7;0.0;100.0
1630;62 Articles of apparel and clothing a...;2014;0.7;0.8;0.3;99.7
1631;62 Articles of apparel and clothing a...;2015;0.7;0.8;0.7;99.3
1632;62 Articles of apparel and clothing a...;2016;0.7;0.8;0.4;99.6
1633;62 Articles of apparel and clothing a...;2017;0.7;0.8;0.2;99.8
1634;62 Articles of apparel and clothing a...;2018;0.7;0.9;0.2;99.8
1635;62 Articles of apparel and clothing a...;2019;0.8;1.0;0.3;99.7
1636;62 Articles of apparel and clothing a...;2020;0.9;1.0;0.4;99.6
1637;62 Articles of apparel and clothing a...;2021;0.9;1.0;0.2;99.8
1638;"63 Other made-up textile articles; se...";1996;1.1;0.3;;
1639;"63 Other made-up textile articles; se...";1997;1.0;0.2;;
1640;"63 Other made-up textile articles; se...";1998;1.0;0.3;;
1641;"63 Other made-up textile articles; se...";1999;1.2;0.3;;
1642;"63 Other made-up textile articles; se...";2000;0.9;0.2;;
1643;"63 Other made-up textile articles; se...";2001;1.0;0.2;;
1644;"63 Other made-up textile articles; se...";2002;1.0;0.2;55.8;44.2
1645;"63 Other made-up textile articles; se...";2003;1.0;0.2;52.3;47.7
1646;"63 Other made-up textile articles; se...";2004;0.9;0.2;50.7;49.3
1647;"63 Other made-up textile articles; se...";2005;0.9;0.2;46.7;53.3
1648;"63 Other made-up textile articles; se...";2006;0.8;0.2;55.7;44.3
1649;"63 Other made-up textile articles; se...";2007;0.8;0.2;51.9;48.1
1650;"63 Other made-up textile articles; se...";2008;0.9;0.2;48.4;51.6
1651;"63 Other made-up textile articles; se...";2009;0.9;0.2;52.7;47.3
1652;"63 Other made-up textile articles; se...";2010;0.9;0.2;51.2;48.8
1653;"63 Other made-up textile articles; se...";2011;1.0;0.2;43.8;56.2
1654;"63 Other made-up textile articles; se...";2012;0.9;0.2;43.7;56.3
1655;"63 Other made-up textile articles; se...";2013;1.0;0.2;45.1;54.9
1656;"63 Other made-up textile articles; se...";2014;1.0;0.2;44.6;55.4
1657;"63 Other made-up textile articles; se...";2015;1.0;0.2;44.8;55.2
1658;"63 Other made-up textile articles; se...";2016;1.1;0.2;40.9;59.1
1659;"63 Other made-up textile articles; se...";2017;1.0;0.2;44.8;55.2
1660;"63 Other made-up textile articles; se...";2018;0.9;0.2;47.3;52.7
1661;"63 Other made-up textile articles; se...";2019;1.0;0.2;47.4;52.6
1662;"63 Other made-up textile articles; se...";2020;1.0;0.3;47.7;52.3
1663;"63 Other made-up textile articles; se...";2021;1.0;0.3;43.5;56.5
1664;"64 Footwear, gaiters and the like; pa...";1996;0.4;0.4;;
1665;"64 Footwear, gaiters and the like; pa...";1997;0.4;0.4;;
1666;"64 Footwear, gaiters and the like; pa...";1998;0.4;0.4;;
1667;"64 Footwear, gaiters and the like; pa...";1999;0.5;0.4;;
1668;"64 Footwear, gaiters and the like; pa...";2000;0.6;0.5;;
1669;"64 Footwear, gaiters and the like; pa...";2001;0.6;0.5;;
1670;"64 Footwear, gaiters and the like; pa...";2002;0.6;0.4;10.2;89.8
1671;"64 Footwear, gaiters and the like; pa...";2003;0.7;0.5;9.7;90.3
1672;"64 Footwear, gaiters and the like; pa...";2004;0.7;0.5;10.5;89.5
1673;"64 Footwear, gaiters and the like; pa...";2005;0.8;0.5;8.9;91.1
1674;"64 Footwear, gaiters and the like; pa...";2006;0.8;0.5;12.5;87.5
1675;"64 Footwear, gaiters and the like; pa...";2007;0.7;0.4;15.7;84.3
1676;"64 Footwear, gaiters and the like; pa...";2008;0.8;0.5;15.3;84.7
1677;"64 Footwear, gaiters and the like; pa...";2009;0.9;0.6;13.2;86.8
1678;"64 Footwear, gaiters and the like; pa...";2010;0.9;0.6;14.8;85.2
1679;"64 Footwear, gaiters and the like; pa...";2011;0.8;0.6;13.7;86.3
1680;"64 Footwear, gaiters and the like; pa...";2012;0.8;0.6;13.9;86.1
1681;"64 Footwear, gaiters and the like; pa...";2013;0.8;0.6;20.6;79.4
1682;"64 Footwear, gaiters and the like; pa...";2014;0.8;0.6;28.0;72.0
1683;"64 Footwear, gaiters and the like; pa...";2015;0.8;0.6;51.6;48.4
1684;"64 Footwear, gaiters and the like; pa...";2016;0.8;0.7;37.3;62.7
1685;"64 Footwear, gaiters and the like; pa...";2017;0.8;0.7;35.3;64.7
1686;"64 Footwear, gaiters and the like; pa...";2018;0.7;0.7;33.2;66.8
1687;"64 Footwear, gaiters and the like; pa...";2019;0.7;0.7;32.6;67.4
1688;"64 Footwear, gaiters and the like; pa...";2020;0.7;0.6;34.3;65.7
1689;"64 Footwear, gaiters and the like; pa...";2021;0.7;0.6;34.2;65.8
1690;65 Headgear and parts thereof;1996;0.8;0.0;;
1691;65 Headgear and parts thereof;1997;0.6;0.0;;
1692;65 Headgear and parts thereof;1998;0.6;0.0;;
1693;65 Headgear and parts thereof;1999;0.6;0.0;;
1694;65 Headgear and parts thereof;2000;0.6;0.0;;
1695;65 Headgear and parts thereof;2001;0.7;0.0;;
1696;65 Headgear and parts thereof;2002;0.5;0.0;16.1;83.9
1697;65 Headgear and parts thereof;2003;0.7;0.0;21.6;78.4
1698;65 Headgear and parts thereof;2004;0.7;0.0;19.9;80.1
1699;65 Headgear and parts thereof;2005;0.8;0.0;22.1;77.9
1700;65 Headgear and parts thereof;2006;0.7;0.0;20.4;79.6
1701;65 Headgear and parts thereof;2007;0.6;0.0;25.0;75.0
1702;65 Headgear and parts thereof;2008;0.6;0.0;20.5;79.5
1703;65 Headgear and parts thereof;2009;0.7;0.0;28.7;71.3
1704;65 Headgear and parts thereof;2010;0.7;0.0;41.0;59.0
1705;65 Headgear and parts thereof;2011;0.9;0.0;37.9;62.1
1706;65 Headgear and parts thereof;2012;1.0;0.0;37.3;62.7
1707;65 Headgear and parts thereof;2013;1.0;0.0;37.8;62.2
1708;65 Headgear and parts thereof;2014;1.1;0.0;52.9;47.1
1709;65 Headgear and parts thereof;2015;1.1;0.0;47.8;52.2
1710;65 Headgear and parts thereof;2016;1.2;0.1;51.3;48.7
1711;65 Headgear and parts thereof;2017;1.3;0.1;50.3;49.7
1712;65 Headgear and parts thereof;2018;1.3;0.1;58.9;41.1
1713;65 Headgear and parts thereof;2019;1.4;0.1;56.1;43.9
1714;65 Headgear and parts thereof;2020;1.3;0.1;51.0;49.0
1715;65 Headgear and parts thereof;2021;1.2;0.1;48.0;52.0
1716;66 Umbrellas, sun umbrellas, walking ...;1996;0.9;0.0;;
1717;66 Umbrellas, sun umbrellas, walking ...;1997;1.1;0.0;;
1718;66 Umbrellas, sun umbrellas, walking ...;1998;1.5;0.0;;
1719;66 Umbrellas, sun umbrellas, walking ...;1999;1.6;0.0;;
1720;66 Umbrellas, sun umbrellas, walking ...;2000;1.4;0.0;;
1721;66 Umbrellas, sun umbrellas, walking ...;2001;1.3;0.0;;
1722;66 Umbrellas, sun umbrellas, walking ...;2002;1.3;0.0;32.8;67.2
1723;66 Umbrellas, sun umbrellas, walking ...;2003;1.2;0.0;28.1;71.9
1724;66 Umbrellas, sun umbrellas, walking ...;2004;1.2;0.0;41.6;58.4
1725;66 Umbrellas, sun umbrellas, walking ...;2005;1.3;0.0;29.9;70.1
1726;66 Umbrellas, sun umbrellas, walking ...;2006;1.1;0.0;38.0;62.0
1727;66 Umbrellas, sun umbrellas, walking ...;2007;1.2;0.0;22.5;77.5
1728;66 Umbrellas, sun umbrellas, walking ...;2008;1.0;0.0;25.6;74.4
1729;66 Umbrellas, sun umbrellas, walking ...;2009;0.8;0.0;40.9;59.1
1730;66 Umbrellas, sun umbrellas, walking ...;2010;1.2;0.0;43.2;56.8
1731;66 Umbrellas, sun umbrellas, walking ...;2011;1.4;0.0;39.3;60.7
1732;66 Umbrellas, sun umbrellas, walking ...;2012;1.2;0.0;39.5;60.5
1733;66 Umbrellas, sun umbrellas, walking ...;2013;1.2;0.0;45.5;54.5
1734;66 Umbrellas, sun umbrellas, walking ...;2014;1.2;0.0;40.6;59.4
1735;66 Umbrellas, sun umbrellas, walking ...;2015;1.6;0.0;34.5;65.5
1736;66 Umbrellas, sun umbrellas, walking ...;2016;1.6;0.0;32.2;67.8
1737;66 Umbrellas, sun umbrellas, walking ...;2017;1.7;0.0;36.8;63.2
1738;66 Umbrellas, sun umbrellas, walking ...;2018;2.1;0.0;33.8;66.2
1739;66 Umbrellas, sun umbrellas, walking ...;2019;0.2;0.0;37.9;62.1
1740;66 Umbrellas, sun umbrellas, walking ...;2020;2.2;0.0;44.8;55.2
1741;66 Umbrellas, sun umbrellas, walking ...;2021;2.0;0.0;41.2;58.8
1742;67 Prepared feathers and down and art...;1996;3.3;0.0;;
1743;67 Prepared feathers and down and art...;1997;3.4;0.0;;
1744;67 Prepared feathers and down and art...;1998;3.5;0.0;;
1745;67 Prepared feathers and down and art...;1999;3.0;0.0;;
1746;67 Prepared feathers and down and art...;2000;2.4;0.0;;
1747;67 Prepared feathers and down and art...;2001;2.3;0.0;;
1748;67 Prepared feathers and down and art...;2002;2.0;0.0;44.5;55.5
1749;67 Prepared feathers and down and art...;2003;2.6;0.0;41.8;58.2
1750;67 Prepared feathers and down and art...;2004;1.5;0.0;45.6;54.4
1751;67 Prepared feathers and down and art...;2005;1.2;0.0;35.6;64.4
1752;67 Prepared feathers and down and art...;2006;1.0;0.0;36.6;63.4
1753;67 Prepared feathers and down and art...;2007;1.0;0.0;27.0;73.0
1754;67 Prepared feathers and down and art...;2008;1.7;0.0;28.9;71.1
1755;67 Prepared feathers and down and art...;2009;1.8;0.0;74.0;26.0
1756;67 Prepared feathers and down and art...;2010;1.4;0.0;67.8;32.2
1757;67 Prepared feathers and down and art...;2011;0.9;0.0;43.8;56.2
1758;67 Prepared feathers and down and art...;2012;0.9;0.0;48.7;51.3
1759;67 Prepared feathers and down and art...;2013;1.0;0.0;49.0;51.0
1760;67 Prepared feathers and down and art...;2014;1.1;0.0;50.9;49.1
1761;67 Prepared feathers and down and art...;2015;1.2;0.0;54.2;45.8
1762;67 Prepared feathers and down and art...;2016;2.0;0.0;48.8;51.2
1763;67 Prepared feathers and down and art...;2017;1.7;0.0;64.0;36.0
1764;67 Prepared feathers and down and art...;2018;1.8;0.0;57.6;42.4
1765;67 Prepared feathers and down and art...;2019;2.1;0.0;52.9;47.1
1766;67 Prepared feathers and down and art...;2020;2.1;0.0;54.2;45.8
1767;67 Prepared feathers and down and art...;2021;2.4;0.0;54.1;45.9
1768;68 Articles of stone, plaster, cement...;1996;0.6;0.3;;
1769;68 Articles of stone, plaster, cement...;1997;0.6;0.3;;
1770;68 Articles of stone, plaster, cement...;1998;0.6;0.3;;
1771;68 Articles of stone, plaster, cement...;1999;0.6;0.3;;
1772;68 Articles of stone, plaster, cement...;2000;0.6;0.3;;
1773;68 Articles of stone, plaster, cement...;2001;0.5;0.2;;
1774;68 Articles of stone, plaster, cement...;2002;0.5;0.2;71.0;29.0
1775;68 Articles of stone, plaster, cement...;2003;0.6;0.2;77.3;22.7
1776;68 Articles of stone, plaster, cement...;2004;0.6;0.2;76.1;23.9
1777;68 Articles of stone, plaster, cement...;2005;0.5;0.2;72.8;27.2
1778;68 Articles of stone, plaster, cement...;2006;0.5;0.2;73.0;27.0
1779;68 Articles of stone, plaster, cement...;2007;0.4;0.2;74.3;25.7
1780;68 Articles of stone, plaster, cement...;2008;0.4;0.2;75.5;24.5
1781;68 Articles of stone, plaster, cement...;2009;0.5;0.2;77.4;22.6
1782;68 Articles of stone, plaster, cement...;2010;0.5;0.2;73.2;26.8
1783;68 Articles of stone, plaster, cement...;2011;0.5;0.2;70.0;30.0
1784;68 Articles of stone, plaster, cement...;2012;0.5;0.2;72.1;27.9
1785;68 Articles of stone, plaster, cement...;2013;0.5;0.2;71.4;28.6
1786;68 Articles of stone, plaster, cement...;2014;0.5;0.2;69.3;30.7
1787;68 Articles of stone, plaster, cement...;2015;0.6;0.2;68.4;31.6
1788;68 Articles of stone, plaster, cement...;2016;0.7;0.3;65.8;34.2
1789;68 Articles of stone, plaster, cement...;2017;0.6;0.2;69.8;30.2
1790;68 Articles of stone, plaster, cement...;2018;0.5;0.2;71.0;29.0
1791;68 Articles of stone, plaster, cement...;2019;0.5;0.2;65.8;34.2
1792;68 Articles of stone, plaster, cement...;2020;0.5;0.2;67.2;32.8
1793;68 Articles of stone, plaster, cement...;2021;0.5;0.2;72.8;27.2
1794;69 Ceramic products;1996;0.4;0.3;;
1795;69 Ceramic products;1997;0.4;0.2;;
1796;69 Ceramic products;1998;0.4;0.2;;
1797;69 Ceramic products;1999;0.4;0.2;;
1798;69 Ceramic products;2000;0.3;0.2;;
1799;69 Ceramic products;2001;0.3;0.2;;
1800;69 Ceramic products;2002;0.3;0.2;65.5;34.5
1801;69 Ceramic products;2003;0.3;0.2;66.8;33.2
1802;69 Ceramic products;2004;0.3;0.1;67.8;32.2
1803;69 Ceramic products;2005;0.3;0.1;62.3;37.7
1804;69 Ceramic products;2006;0.3;0.1;61.3;38.7
1805;69 Ceramic products;2007;0.2;0.1;66.5;33.5
1806;69 Ceramic products;2008;0.2;0.1;61.9;38.1
1807;69 Ceramic products;2009;0.2;0.1;67.5;32.5
1808;69 Ceramic products;2010;0.2;0.1;63.5;36.5
1809;69 Ceramic products;2011;0.3;0.1;70.4;29.6
1810;69 Ceramic products;2012;0.3;0.1;70.8;29.2
1811;69 Ceramic products;2013;0.3;0.1;74.4;25.6
1812;69 Ceramic products;2014;0.3;0.1;70.6;29.4
1813;69 Ceramic products;2015;0.3;0.1;69.9;30.1
1814;69 Ceramic products;2016;0.3;0.1;64.7;35.3
1815;69 Ceramic products;2017;0.3;0.1;69.1;30.9
1816;69 Ceramic products;2018;0.3;0.1;66.3;33.7
1817;69 Ceramic products;2019;0.3;0.1;65.1;34.9
1818;69 Ceramic products;2020;0.3;0.1;61.5;38.5
1819;69 Ceramic products;2021;0.4;0.1;61.1;38.9
1820;70 Glass and glassware;1996;0.6;0.4;;
1821;70 Glass and glassware;1997;0.6;0.4;;
1822;70 Glass and glassware;1998;0.6;0.4;;
1823;70 Glass and glassware;1999;0.6;0.4;;
1824;70 Glass and glassware;2000;0.6;0.4;;
1825;70 Glass and glassware;2001;0.5;0.4;;
1826;70 Glass and glassware;2002;0.5;0.3;72.1;27.9
1827;70 Glass and glassware;2003;0.5;0.3;74.7;25.3
1828;70 Glass and glassware;2004;0.5;0.3;73.5;26.5
1829;70 Glass and glassware;2005;0.4;0.3;71.1;28.9
1830;70 Glass and glassware;2006;0.5;0.3;69.8;30.2
1831;70 Glass and glassware;2007;0.4;0.3;69.0;31.0
1832;70 Glass and glassware;2008;0.4;0.3;69.0;31.0
1833;70 Glass and glassware;2009;0.5;0.3;66.7;33.3
1834;70 Glass and glassware;2010;0.5;0.3;65.9;34.1
1835;70 Glass and glassware;2011;0.5;0.2;68.1;31.9
1836;70 Glass and glassware;2012;0.5;0.2;66.6;33.4
1837;70 Glass and glassware;2013;0.5;0.2;68.6;31.4
1838;70 Glass and glassware;2014;0.5;0.2;67.3;32.7
1839;70 Glass and glassware;2015;0.5;0.2;69.1;30.9
1840;70 Glass and glassware;2016;0.5;0.3;69.4;30.6
1841;70 Glass and glassware;2017;0.5;0.2;66.6;33.4
1842;70 Glass and glassware;2018;0.4;0.2;60.4;39.6
1843;70 Glass and glassware;2019;0.4;0.2;57.7;42.3
1844;70 Glass and glassware;2020;0.4;0.2;60.4;39.6
1845;70 Glass and glassware;2021;0.4;0.2;58.1;41.9
1846;71 Natural or cultured pearls, precio...;1996;0.1;0.2;;
1847;71 Natural or cultured pearls, precio...;1997;0.1;0.2;;
1848;71 Natural or cultured pearls, precio...;1998;0.1;0.2;;
1849;71 Natural or cultured pearls, precio...;1999;0.1;0.2;;
1850;71 Natural or cultured pearls, precio...;2000;0.1;0.2;;
1851;71 Natural or cultured pearls, precio...;2001;0.1;0.2;;
1852;71 Natural or cultured pearls, precio...;2002;0.1;0.2;60.0;40.0
1853;71 Natural or cultured pearls, precio...;2003;0.1;0.1;64.9;35.1
1854;71 Natural or cultured pearls, precio...;2004;0.1;0.1;53.5;46.5
1855;71 Natural or cultured pearls, precio...;2005;0.1;0.1;59.6;40.4
1856;71 Natural or cultured pearls, precio...;2006;0.1;0.2;59.4;40.6
1857;71 Natural or cultured pearls, precio...;2007;0.1;0.2;68.0;32.0
1858;71 Natural or cultured pearls, precio...;2008;0.2;0.3;76.5;23.5
1859;71 Natural or cultured pearls, precio...;2009;0.3;0.4;62.9;37.1
1860;71 Natural or cultured pearls, precio...;2010;0.2;0.5;21.4;78.6
1861;71 Natural or cultured pearls, precio...;2011;0.2;0.6;29.0;71.0
1862;71 Natural or cultured pearls, precio...;2012;0.2;0.6;35.0;65.0
1863;71 Natural or cultured pearls, precio...;2013;0.1;0.4;26.8;73.2
1864;71 Natural or cultured pearls, precio...;2014;0.1;0.2;27.7;72.3
1865;71 Natural or cultured pearls, precio...;2015;0.1;0.3;25.7;74.3
1866;71 Natural or cultured pearls, precio...;2016;0.2;0.4;17.3;82.7
1867;71 Natural or cultured pearls, precio...;2017;0.2;0.3;16.9;83.1
1868;71 Natural or cultured pearls, precio...;2018;0.1;0.1;47.6;52.4
1869;71 Natural or cultured pearls, precio...;2019;0.1;0.1;66.6;33.4
1870;71 Natural or cultured pearls, precio...;2020;0.1;0.2;62.8;37.2
1871;71 Natural or cultured pearls, precio...;2021;0.1;0.2;61.5;38.5
1872;72 Iron and steel;1996;0.7;1.9;;
1873;72 Iron and steel;1997;0.8;2.0;;
1874;72 Iron and steel;1998;0.8;2.0;;
1875;72 Iron and steel;1999;0.7;1.6;;
1876;72 Iron and steel;2000;0.7;1.7;;
1877;72 Iron and steel;2001;0.7;1.6;;
1878;72 Iron and steel;2002;0.8;1.8;67.4;32.6
1879;72 Iron and steel;2003;0.8;1.9;67.9;32.1
1880;72 Iron and steel;2004;0.9;2.6;61.0;39.0
1881;72 Iron and steel;2005;0.9;2.7;60.2;39.8
1882;72 Iron and steel;2006;0.9;3.1;53.2;46.8
1883;72 Iron and steel;2007;0.9;3.2;52.8;47.2
1884;72 Iron and steel;2008;0.8;3.0;58.0;42.0
1885;72 Iron and steel;2009;0.9;2.2;63.0;37.0
1886;72 Iron and steel;2010;0.9;2.8;50.9;49.1
1887;72 Iron and steel;2011;0.9;3.0;56.8;43.2
1888;72 Iron and steel;2012;0.9;2.6;58.9;41.1
1889;72 Iron and steel;2013;0.9;2.3;63.2;36.8
1890;72 Iron and steel;2014;1.0;2.4;61.4;38.6
1891;72 Iron and steel;2015;1.0;2.3;60.2;39.8
1892;72 Iron and steel;2016;1.0;2.2;63.1;36.9
1893;72 Iron and steel;2017;1.0;2.4;63.7;36.3
1894;72 Iron and steel;2018;0.9;2.4;65.6;34.4
1895;72 Iron and steel;2019;0.9;2.1;65.7;34.3
1896;72 Iron and steel;2020;0.9;1.9;67.9;32.1
1897;72 Iron and steel;2021;0.8;2.4;64.3;35.7
1898;73 Articles of iron or steel;1996;0.8;1.6;;
1899;73 Articles of iron or steel;1997;0.8;1.6;;
1900;73 Articles of iron or steel;1998;0.7;1.5;;
1901;73 Articles of iron or steel;1999;0.8;1.4;;
1902;73 Articles of iron or steel;2000;0.7;1.3;;
1903;73 Articles of iron or steel;2001;0.7;1.2;;
1904;73 Articles of iron or steel;2002;0.7;1.3;66.9;33.1
1905;73 Articles of iron or steel;2003;0.7;1.3;68.3;31.7
1906;73 Articles of iron or steel;2004;0.7;1.4;64.4;35.6
1907;73 Articles of iron or steel;2005;0.6;1.3;64.7;35.3
1908;73 Articles of iron or steel;2006;0.6;1.4;64.6;35.4
1909;73 Articles of iron or steel;2007;0.6;1.5;65.3;34.7
1910;73 Articles of iron or steel;2008;0.6;1.5;62.6;37.4
1911;73 Articles of iron or steel;2009;0.6;1.4;64.8;35.2
1912;73 Articles of iron or steel;2010;0.6;1.4;63.5;36.5
1913;73 Articles of iron or steel;2011;0.6;1.3;60.5;39.5
1914;73 Articles of iron or steel;2012;0.6;1.3;62.7;37.3
1915;73 Articles of iron or steel;2013;0.6;1.4;66.3;33.7
1916;73 Articles of iron or steel;2014;0.6;1.3;66.1;33.9
1917;73 Articles of iron or steel;2015;0.7;1.4;69.1;30.9
1918;73 Articles of iron or steel;2016;0.8;1.6;67.1;32.9
1919;73 Articles of iron or steel;2017;0.7;1.4;65.6;34.4
1920;73 Articles of iron or steel;2018;0.6;1.3;67.1;32.9
1921;73 Articles of iron or steel;2019;0.6;1.3;65.9;34.1
1922;73 Articles of iron or steel;2020;0.7;1.4;66.6;33.4
1923;73 Articles of iron or steel;2021;0.6;1.4;65.6;34.4
1924;74 Copper and articles thereof;1996;0.5;0.3;;
1925;74 Copper and articles thereof;1997;0.4;0.3;;
1926;74 Copper and articles thereof;1998;0.4;0.2;;
1927;74 Copper and articles thereof;1999;0.4;0.2;;
1928;74 Copper and articles thereof;2000;0.4;0.2;;
1929;74 Copper and articles thereof;2001;0.4;0.2;;
1930;74 Copper and articles thereof;2002;0.4;0.2;77.0;23.0
1931;74 Copper and articles thereof;2003;0.5;0.2;72.3;27.7
1932;74 Copper and articles thereof;2004;0.5;0.3;75.3;24.7
1933;74 Copper and articles thereof;2005;0.5;0.3;72.5;27.5
1934;74 Copper and articles thereof;2006;0.4;0.4;69.7;30.3
1935;74 Copper and articles thereof;2007;0.5;0.4;61.0;39.0
1936;74 Copper and articles thereof;2008;0.4;0.3;65.6;34.4
1937;74 Copper and articles thereof;2009;0.4;0.3;69.2;30.8
1938;74 Copper and articles thereof;2010;0.4;0.3;66.7;33.3
1939;74 Copper and articles thereof;2011;0.4;0.4;60.7;39.3
1940;74 Copper and articles thereof;2012;0.5;0.4;59.5;40.5
