ID;AantalVertrekken;AantalPersonenPerVertrek;MetOfZonderBedsteden;Regio;Woningen_1
9220;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Groningen;39
9221;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Groningen, gem. 10001 - 20000 inw.;180
9222;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Groningen, gem. 5001 - 10000 inw.;201
9223;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Groningen, gem. 2001 - 5000 inw.;167
9224;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Groningen, gem. 1001 - 2000 inw.;16
9225;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Friesland, gem. 20001 - 50000 inw.;37
9226;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Leeuwarden;37
9227;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Friesland, gem. 10001 - 20000 inw.;404
9228;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Friesland, gem. 5001 - 10000 inw.;124
9229;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Friesland, gem. 2001 - 5000 inw.;25
9230;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Friesland, gem. 1001 - 2000 inw.;10
9231;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Friesland, gem. 501 - 1000 inw.;1
9232;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Drenthe, gem. 20001 - 50000 inw.;164
9233;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Emmen;164
9234;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Drenthe, gem. 10001 - 20000 inw.;124
9235;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Drenthe, gem. 5001 - 10000 inw.;176
9236;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Drenthe, gem. 2001 - 5000 inw.;183
9237;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Drenthe, gem. 1001 - 2000 inw.;7
9238;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Overijssel, gem. 50001 - 100000 inw.;4
9239;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Enschede;4
9240;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Overijssel, gem. 20001 - 50000 inw.;51
9241;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Almelo;17
9242;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Deventer;7
9243;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Hengelo (O.);1
9244;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Lonneker;3
9245;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Zwolle;23
9246;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Overijssel, gem. 10001 - 20000 inw.;99
9247;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Overijssel, gem. 5001 - 10000 inw.;172
9248;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Overijssel, gem. 2001 - 5000 inw.;74
9249;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Overijssel, gem. 1001 - 2000 inw.;19
9250;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Overijssel, gem. 501 - 1000 inw.;9
9251;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Gelderland, gem. 50001 - 100000 inw.;58
9252;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Apeldoorn;31
9253;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Arnhem;18
9254;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Nijmegen;9
9255;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Gelderland, gem. 20001 - 50000 inw.;34
9256;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Ede;23
9257;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Rheden;11
9258;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Gelderland, gem. 10001 - 20000 inw.;163
9259;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Gelderland, gem. 5001 - 10000 inw.;193
9260;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Gelderland, gem. 2001 - 5000 inw.;138
9261;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Gelderland, gem. 1001 - 2000 inw.;48
9262;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Gelderland, gem. 501 - 1000 inw.;2
9263;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Gelderland, gem. 500 en minder inw.;0
9264;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Utrecht, gem. 100001 en meer inw.;46
9265;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Utrecht;46
9266;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Utrecht, gem. 20001 - 50000 inw.;23
9267;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Amersfoort;18
9268;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Zeist;5
9269;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Utrecht, gem. 10001 - 20000 inw.;7
9270;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Utrecht, gem. 5001 - 10000 inw.;22
9271;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Utrecht, gem. 2001 - 5000 inw.;71
9272;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Utrecht, gem. 1001 - 2000 inw.;24
9273;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Utrecht, gem. 501 - 1000 inw.;12
9274;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Utrecht, gem. 500 en minder inw.;1
9275;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Noord-Holland, gem. 100001 en meer inw.;136
9276;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Amsterdam;133
9277;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Haarlem;3
9278;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Noord-Holland, gem. 50001 - 100000 inw.;4
9279;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Hilversum;4
9280;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Noord-Holland, gem. 20001 - 50000 inw.;50
9281;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Alkmaar;2
9282;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Bussum;0
9283;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Haarlemmermeer;36
9284;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Helder (Den);3
9285;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Velsen;5
9286;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Zaandam;4
9287;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Noord-Holland, gem. 10001 - 20000 inw.;11
9288;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Noord-Holland, gem. 5001 - 10000 inw.;101
9289;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Noord-Holland, gem. 2001 - 5000 inw.;179
9290;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Noord-Holland, gem. 1001 - 2000 inw.;63
9291;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Noord-Holland, gem. 501 - 1000 inw.;15
9292;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Noord-Holland, gem. 500 en minder inw.;0
9293;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Zuid-Holland, gem. 100001 en meer inw.;319
9294;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;'s-Gravenhage;58
9295;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Rotterdam;261
9296;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Zuid-Holland, gem. 50001 - 100000 inw.;73
9297;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Delft;8
9298;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Dordrecht;10
9299;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Leiden;32
9300;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Schiedam;23
9301;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Zuid-Holland, gem. 20001 - 50000 inw.;20
9302;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Gouda;7
9303;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Vlaardingen;13
9304;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Zuid-Holland, gem. 10001 - 20000 inw.;117
9305;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Zuid-Holland, gem. 5001 - 10000 inw.;160
9306;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Zuid-Holland, gem. 2001 - 5000 inw.;347
9307;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Zuid-Holland, gem. 1001 - 2000 inw.;99
9308;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Zuid-Holland, gem. 501 - 1000 inw.;38
9309;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Zuid-Holland, gem. 500 en minder inw.;4
9310;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Zeeland, gem. 20001 - 50000 inw.;7
9311;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Vlissingen;7
9312;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Zeeland, gem. 10001 - 20000 inw.;9
9313;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Zeeland, gem. 5001 - 10000 inw.;29
9314;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Zeeland, gem. 2001 - 5000 inw.;144
9315;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Zeeland, gem. 1001 - 2000 inw.;88
9316;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Zeeland, gem. 501 - 1000 inw.;31
9317;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Zeeland, gem. 500 en minder inw.;0
9318;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Noord-Brabant, gem. 50001 - 100000 inw.;14
9319;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Eindhoven;5
9320;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Tilburg;9
9321;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Noord-Brabant, gem. 20001 - 50000 inw.;95
9322;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Bergen op Zoom;17
9323;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Breda;28
9324;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Helmond;15
9325;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;'s-Hertogenbosch;12
9326;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Roosendaal en Nispen;23
9327;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Noord-Brabant, gem. 10001 - 20000 inw.;94
9328;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Noord-Brabant, gem. 5001 - 10000 inw.;290
9329;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Noord-Brabant, gem. 2001 - 5000 inw.;281
9330;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Noord-Brabant, gem. 1001 - 2000 inw.;65
9331;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Noord-Brabant, gem. 501 - 1000 inw.;5
9332;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Limburg, gem. 50001 - 100000 inw.;15
9333;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Maastricht;15
9334;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Limburg, gem. 20001 - 50000 inw.;6
9335;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Heerlen;4
9336;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Kerkrade;0
9337;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Venlo;2
9338;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Limburg, gem. 10001 - 20000 inw.;11
9339;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Limburg, gem. 5001 - 10000 inw.;9
9340;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Limburg, gem. 2001 - 5000 inw.;11
9341;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Limburg, gem. 1001 - 2000 inw.;6
9342;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Limburg, gem. 501 - 1000 inw.;1
9343;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Totaal aantal woningen;Limburg, gem. 500 en minder inw.;0
9344;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Woningen met bedstede(n);Nederland;5476
9345;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Woningen met bedstede(n);Groningen (provincie);581
9346;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Woningen met bedstede(n);Friesland;590
9347;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Woningen met bedstede(n);Drenthe;647
9348;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Woningen met bedstede(n);Overijssel;389
9349;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Woningen met bedstede(n);Gelderland;543
9350;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Woningen met bedstede(n);Utrecht (provincie);177
9351;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Woningen met bedstede(n);Noord-Holland;477
9352;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Woningen met bedstede(n);Zuid-Holland;1018
9353;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Woningen met bedstede(n);Zeeland;283
9354;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Woningen met bedstede(n);Noord-Brabant;763
9355;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Woningen met bedstede(n);Limburg;8
9356;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Woningen met bedstede(n);Gemeenten met meer dan 100000 inwoners;416
9357;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Woningen met bedstede(n);Gemeenten met 50001 - 100000 inwoners;100
9358;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Woningen met bedstede(n);Gemeenten met 20001 - 50000 inwoners;434
9359;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Woningen met bedstede(n);Gemeenten met 10001 - 20000 inwoners;1141
9360;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Woningen met bedstede(n);Gemeenten met 5001 - 10000 inwoners;1364
9361;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Woningen met bedstede(n);Gemeenten met 2001 - 5000 inwoners;1506
9362;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Woningen met bedstede(n);Gemeenten met 1001 - 2000 inwoners;406
9363;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Woningen met bedstede(n);Gemeenten met 501 - 1000 inwoners;104
9364;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Woningen met bedstede(n);Gemeenten met 500 of minder inwoners;5
9365;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Woningen met bedstede(n);Groningen, gem. 100001 en meer inw.;34
9366;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Woningen met bedstede(n);Groningen;34
9367;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Woningen met bedstede(n);Groningen, gem. 10001 - 20000 inw.;171
9368;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Woningen met bedstede(n);Groningen, gem. 5001 - 10000 inw.;197
9369;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Woningen met bedstede(n);Groningen, gem. 2001 - 5000 inw.;164
9370;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Woningen met bedstede(n);Groningen, gem. 1001 - 2000 inw.;15
9371;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Woningen met bedstede(n);Friesland, gem. 20001 - 50000 inw.;33
9372;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Woningen met bedstede(n);Leeuwarden;33
9373;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Woningen met bedstede(n);Friesland, gem. 10001 - 20000 inw.;402
9374;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Woningen met bedstede(n);Friesland, gem. 5001 - 10000 inw.;121
9375;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Woningen met bedstede(n);Friesland, gem. 2001 - 5000 inw.;23
9376;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Woningen met bedstede(n);Friesland, gem. 1001 - 2000 inw.;10
9377;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Woningen met bedstede(n);Friesland, gem. 501 - 1000 inw.;1
9378;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Woningen met bedstede(n);Drenthe, gem. 20001 - 50000 inw.;169
9379;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Woningen met bedstede(n);Emmen;169
9380;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Woningen met bedstede(n);Drenthe, gem. 10001 - 20000 inw.;120
9381;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Woningen met bedstede(n);Drenthe, gem. 5001 - 10000 inw.;172
9382;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Woningen met bedstede(n);Drenthe, gem. 2001 - 5000 inw.;179
9383;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Woningen met bedstede(n);Drenthe, gem. 1001 - 2000 inw.;7
9384;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Woningen met bedstede(n);Overijssel, gem. 50001 - 100000 inw.;4
9385;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Woningen met bedstede(n);Enschede;4
9386;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Woningen met bedstede(n);Overijssel, gem. 20001 - 50000 inw.;37
9387;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Woningen met bedstede(n);Almelo;14
9388;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Woningen met bedstede(n);Deventer;6
9389;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Woningen met bedstede(n);Hengelo (O.);1
9390;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Woningen met bedstede(n);Lonneker;2
9391;Woningen met 2 vertrekken;Won. met meer dan 4 t/m 5 pers./vertrek;Woningen met bedstede(n);Zwolle;14
