ID;Multinationality;SIC2008;Periods;Production_1;AddedValue_2;ImportOfGoods_3;ImportsOfServices_4;DomesticExports_5;ReExports_6;ExportOfServices_7;ExportEarnings_8;LabourVolume_9;LabourVolumeForExports_10
204;Total;I Accommodation and food serving;2016;26012.0;12832.0;2689.0;456.0;0.0;0.0;4062.0;3009.0;267.0;53.6
205;Total;I Accommodation and food serving;2017;27824.0;13650.0;2925.0;495.0;0.0;0.0;4381.0;3212.8;278.5;56.4
206;Total;I Accommodation and food serving;2018;29848.0;14729.0;3198.0;528.0;0.0;0.0;4728.0;3507.1;294.0;61.1
207;Total;I Accommodation and food serving;2019;31177.0;15291.0;3375.0;555.0;0.0;0.0;5182.0;3690.2;304.4;63.2
208;Total;I Accommodation and food serving;2020;21032.0;8737.0;2467.0;480.0;0.0;0.0;2459.0;1798.2;285.4;51.3
209;Total;I Accommodation and food serving;2021;23789.0;10078.0;2934.0;518.0;0.0;0.0;2359.0;2033.1;281.1;46.4
210;Total;J Information and communication;2015;62428.0;29469.0;2427.0;8899.0;746.0;809.0;15635.0;12607.3;255.0;103.4
211;Total;J Information and communication;2016;67709.0;31109.0;2546.0;10864.0;804.0;872.0;18715.0;13800.3;264.3;111.7
212;Total;J Information and communication;2017;75026.0;32619.0;2657.0;15123.0;812.0;723.0;23656.0;15246.5;275.4;124.5
213;Total;J Information and communication;2018;81453.0;34569.0;2430.0;18199.0;685.0;673.0;28363.0;16793.8;290.0;136.4
214;Total;J Information and communication;2019;88611.0;36673.0;2527.0;21045.0;746.0;768.0;31578.0;17197.3;299.3;138.2
215;Total;J Information and communication;2020;90878.0;39105.0;2425.0;20865.0;715.0;840.0;32950.0;18605.9;310.0;138.9
216;Total;J Information and communication;2021;91701.0;41122.0;2596.0;16317.0;809.0;861.0;29146.0;19365.0;324.3;146.7
217;Total;58-60 Publishing, movie, radio and  TV;2015;12557.0;4912.0;308.0;2747.0;337.0;0.0;3648.0;2144.3;47.7;16.6
218;Total;58-60 Publishing, movie, radio and  TV;2016;14075.0;4997.0;335.0;3816.0;351.0;0.0;4801.0;2141.2;48.3;18.1
219;Total;58-60 Publishing, movie, radio and  TV;2017;16599.0;5241.0;321.0;6025.0;358.0;0.0;7146.0;2398.7;48.9;20.2
220;Total;58-60 Publishing, movie, radio and  TV;2018;19092.0;5257.0;324.0;8132.0;343.0;0.0;9417.0;2389.7;51.0;20.2
221;Total;58-60 Publishing, movie, radio and  TV;2019;21953.0;5521.0;354.0;10233.0;366.0;0.0;12004.0;2617.4;50.3;20.3
222;Total;58-60 Publishing, movie, radio and  TV;2020;22012.0;5301.0;312.0;10648.0;320.0;0.0;12615.0;2464.4;50.3;18.8
223;Total;58-60 Publishing, movie, radio and  TV;2021;17383.0;5867.0;349.0;5080.0;359.0;0.0;7687.0;2805.1;52.2;20.4
224;Total;61 Telecommunications;2015;15426.0;7545.0;1476.0;1960.0;0.0;0.0;3961.0;2757.3;27.8;10.6
225;Total;61 Telecommunications;2016;15372.0;7192.0;1550.0;1982.0;0.0;0.0;3883.0;2522.7;28.4;11.1
226;Total;61 Telecommunications;2017;15359.0;7417.0;1558.0;1833.0;0.0;0.0;3948.0;2769.6;29.0;10.7
227;Total;61 Telecommunications;2018;14661.0;7495.0;1316.0;1660.0;0.0;0.0;3532.0;2675.6;27.0;9.9
228;Total;61 Telecommunications;2019;14508.0;7895.0;1309.0;1582.0;0.0;0.0;3529.0;2861.0;26.2;9.7
229;Total;61 Telecommunications;2020;14385.0;7783.0;1240.0;1509.0;0.0;0.0;3879.0;2865.2;25.4;9.3
230;Total;61 Telecommunications;2021;14985.0;7899.0;1314.0;1704.0;0.0;0.0;3896.0;2945.4;25.0;8.7
231;Total;62-63 IT- and information services;2015;34445.0;17012.0;643.0;4192.0;409.0;809.0;8026.0;7705.7;179.5;76.2
232;Total;62-63 IT- and information services;2016;38262.0;18920.0;661.0;5066.0;453.0;872.0;10031.0;9136.3;187.5;82.5
233;Total;62-63 IT- and information services;2017;43068.0;19961.0;778.0;7265.0;454.0;723.0;12562.0;10078.1;197.5;93.6
234;Total;62-63 IT- and information services;2018;47700.0;21817.0;790.0;8407.0;342.0;673.0;15414.0;11728.4;212.0;106.3
235;Total;62-63 IT- and information services;2019;52150.0;23257.0;864.0;9230.0;380.0;768.0;16045.0;11719.0;222.7;108.2
236;Total;62-63 IT- and information services;2020;54481.0;26021.0;873.0;8708.0;395.0;840.0;16456.0;13276.3;234.3;110.8
237;Total;62-63 IT- and information services;2021;59333.0;27356.0;933.0;9533.0;450.0;861.0;17563.0;13614.4;247.1;117.7
238;Total;K Financial institutions;2015;86893.0;52494.0;199.0;11119.0;0.0;0.0;12205.0;11193.7;205.4;44.8
239;Total;K Financial institutions;2016;82850.0;49758.0;208.0;9285.0;0.0;0.0;10126.0;10381.8;201.1;42.4
240;Total;K Financial institutions;2017;80920.0;48133.0;219.0;7936.0;0.0;0.0;9262.0;10556.6;193.2;41.8
241;Total;K Financial institutions;2018;82671.0;46456.0;224.0;10196.0;0.0;0.0;10818.0;10196.4;189.0;41.6
242;Total;K Financial institutions;2019;85612.0;47514.0;225.0;10742.0;0.0;0.0;11210.0;10272.8;188.4;41.5
243;Total;K Financial institutions;2020;86028.0;46361.0;216.0;11682.0;0.0;0.0;11569.0;10124.3;196.2;42.3
244;Total;K Financial institutions;2021;85149.0;44398.0;236.0;12216.0;0.0;0.0;10667.0;9850.0;197.5;43.5
245;Total;64 Financial institutions, no insurance;2015;57143.0;38519.0;66.0;7868.0;0.0;0.0;9144.0;8439.8;100.1;23.3
246;Total;64 Financial institutions, no insurance;2016;54688.0;37526.0;70.0;6535.0;0.0;0.0;7130.0;7773.2;98.0;21.6
247;Total;64 Financial institutions, no insurance;2017;51996.0;35954.0;75.0;4915.0;0.0;0.0;6223.0;7826.2;91.2;20.9
248;Total;64 Financial institutions, no insurance;2018;51947.0;33167.0;78.0;7025.0;0.0;0.0;7542.0;7223.3;88.0;20.2
249;Total;64 Financial institutions, no insurance;2019;52603.0;32995.0;77.0;7354.0;0.0;0.0;7768.0;7060.4;89.3;20.6
250;Total;64 Financial institutions, no insurance;2020;51395.0;31572.0;66.0;7833.0;0.0;0.0;7807.0;6676.7;91.8;20.9
251;Total;64 Financial institutions, no insurance;2021;49692.0;29492.0;77.0;8069.0;0.0;0.0;6617.0;6191.2;94.5;21.2
252;Total;65 Insurance and pension funding;2015;21447.0;8961.0;83.0;2893.0;0.0;0.0;1134.0;907.0;59.1;5.6
253;Total;65 Insurance and pension funding;2016;19746.0;7209.0;84.0;2376.0;0.0;0.0;1051.0;789.0;58.1;5.7
254;Total;65 Insurance and pension funding;2017;19870.0;6696.0;83.0;2611.0;0.0;0.0;1039.0;771.3;56.6;5.8
255;Total;65 Insurance and pension funding;2018;21178.0;7400.0;82.0;2747.0;0.0;0.0;992.0;798.3;54.0;5.2
256;Total;65 Insurance and pension funding;2019;22510.0;7903.0;86.0;2933.0;0.0;0.0;952.0;806.6;51.5;4.7
257;Total;65 Insurance and pension funding;2020;22612.0;7026.0;87.0;3354.0;0.0;0.0;1001.0;728.3;54.5;5.0
258;Total;65 Insurance and pension funding;2021;23185.0;6995.0;90.0;3649.0;0.0;0.0;1040.0;769.4;52.4;5.1
259;Total;66 Other financial services;2015;8303.0;5014.0;50.0;358.0;0.0;0.0;1927.0;1846.9;46.3;15.9
260;Total;66 Other financial services;2016;8416.0;5023.0;54.0;374.0;0.0;0.0;1945.0;1819.6;45.1;15.2
261;Total;66 Other financial services;2017;9054.0;5483.0;61.0;410.0;0.0;0.0;2000.0;1959.1;45.5;15.1
262;Total;66 Other financial services;2018;9546.0;5889.0;64.0;424.0;0.0;0.0;2284.0;2174.8;47.0;16.1
263;Total;66 Other financial services;2019;10499.0;6616.0;62.0;455.0;0.0;0.0;2490.0;2405.9;47.6;16.2
264;Total;66 Other financial services;2020;12021.0;7763.0;63.0;495.0;0.0;0.0;2761.0;2719.3;49.9;16.4
265;Total;66 Other financial services;2021;12272.0;7911.0;69.0;498.0;0.0;0.0;3010.0;2889.4;50.6;17.3
266;Total;L Renting, buying, selling real estate;2015;84189.0;39504.0;617.0;760.0;0.0;0.0;1541.0;4583.4;61.6;7.5
267;Total;L Renting, buying, selling real estate;2016;86309.0;41618.0;616.0;709.0;0.0;0.0;1611.0;4599.4;62.8;7.4
268;Total;L Renting, buying, selling real estate;2017;89270.0;45934.0;654.0;734.0;0.0;0.0;1797.0;4952.8;63.7;7.7
269;Total;L Renting, buying, selling real estate;2018;93220.0;50726.0;682.0;738.0;0.0;0.0;1928.0;5299.4;64.0;8.2
270;Total;L Renting, buying, selling real estate;2019;97050.0;52799.0;703.0;710.0;0.0;0.0;2057.0;5586.5;64.5;8.2
271;Total;L Renting, buying, selling real estate;2020;100279.0;55537.0;666.0;766.0;0.0;0.0;1171.0;5121.1;65.6;7.6
272;Total;L Renting, buying, selling real estate;2021;105324.0;59989.0;819.0;984.0;0.0;0.0;1081.0;5443.1;66.5;7.8
273;Total;68 Renting, buying, selling real estate;2015;84189.0;39504.0;617.0;760.0;0.0;0.0;1541.0;4583.4;61.6;7.5
274;Total;68 Renting, buying, selling real estate;2016;86309.0;41618.0;616.0;709.0;0.0;0.0;1611.0;4599.4;62.8;7.4
275;Total;68 Renting, buying, selling real estate;2017;89270.0;45934.0;654.0;734.0;0.0;0.0;1797.0;4952.8;63.7;7.7
276;Total;68 Renting, buying, selling real estate;2018;93220.0;50726.0;682.0;738.0;0.0;0.0;1928.0;5299.4;64.0;8.2
277;Total;68 Renting, buying, selling real estate;2019;97050.0;52799.0;703.0;710.0;0.0;0.0;2057.0;5586.5;64.5;8.2
278;Total;68 Renting, buying, selling real estate;2020;100279.0;55537.0;666.0;766.0;0.0;0.0;1171.0;5121.1;65.6;7.6
279;Total;68 Renting, buying, selling real estate;2021;105324.0;59989.0;819.0;984.0;0.0;0.0;1081.0;5443.1;66.5;7.8
280;Total;M-N Business services;2015;162982.0;89574.0;2405.0;18576.0;768.0;309.0;44813.0;47788.5;1349.1;621.2
281;Total;M-N Business services;2016;169865.0;93738.0;2566.0;18714.0;806.0;327.0;37957.0;44464.1;1413.5;600.1
282;Total;M-N Business services;2017;180678.0;99150.0;2864.0;22204.0;747.0;333.0;42307.0;47754.9;1478.7;643.8
283;Total;M-N Business services;2018;197957.0;105872.0;3055.0;28604.0;826.0;384.0;50377.0;51188.3;1554.0;673.4
284;Total;M-N Business services;2019;208710.0;110198.0;3333.0;30338.0;909.0;449.0;53490.0;54185.6;1575.7;684.5
285;Total;M-N Business services;2020;196559.0;102781.0;3496.0;28358.0;892.0;428.0;48831.0;46903.1;1526.2;636.8
286;Total;M-N Business services;2021;220029.0;113589.0;3935.0;33064.0;952.0;481.0;57492.0;52931.5;1432.9;607.6
287;Total;M Other specialised business services;2015;100081.0;50937.0;1285.0;12267.0;749.0;280.0;23577.0;25041.5;601.9;277.3
288;Total;M Other specialised business services;2016;102856.0;52384.0;1431.0;11533.0;786.0;297.0;23636.0;25527.4;617.2;278.7
289;Total;M Other specialised business services;2017;107276.0;53711.0;1618.0;14022.0;725.0;300.0;25828.0;26573.0;625.0;287.9
290;Total;M Other specialised business services;2018;117131.0;56102.0;1740.0;18496.0;805.0;345.0;30871.0;27657.7;656.0;299.4
291;Total;M Other specialised business services;2019;123780.0;58315.0;1883.0;19453.0;886.0;405.0;32416.0;29342.7;674.3;315.2
292;Total;M Other specialised business services;2020;124561.0;59409.0;2000.0;19538.0;872.0;394.0;33655.0;28640.5;684.4;306.5
293;Total;M Other specialised business services;2021;135656.0;64379.0;2207.0;20470.0;924.0;445.0;35934.0;30758.4;701.7;310.5
294;Total;69-70 Legal and management consultancy;2015;66543.0;34498.0;348.0;9581.0;209.0;168.0;17674.0;18545.3;338.9;172.4
295;Total;69-70 Legal and management consultancy;2016;66972.0;34967.0;358.0;8594.0;243.0;180.0;17232.0;18744.8;348.2;177.5
296;Total;69-70 Legal and management consultancy;2017;70053.0;35448.0;390.0;11083.0;266.0;197.0;18961.0;19371.5;349.3;182.3
297;Total;69-70 Legal and management consultancy;2018;77474.0;36969.0;413.0;15346.0;272.0;214.0;23838.0;20296.6;365.0;188.5
298;Total;69-70 Legal and management consultancy;2019;82292.0;38244.0;445.0;16276.0;298.0;282.0;25351.0;21588.2;372.5;202.8
299;Total;69-70 Legal and management consultancy;2020;82910.0;38617.0;427.0;16534.0;283.0;274.0;26420.0;20872.4;374.7;193.5
300;Total;69-70 Legal and management consultancy;2021;88902.0;41598.0;485.0;17039.0;275.0;310.0;27685.0;22119.2;385.8;193.1
301;Total;71 Architects, technical services etc.;2015;14781.0;8648.0;399.0;563.0;436.0;12.0;1876.0;2663.0;114.1;32.9
302;Total;71 Architects, technical services etc.;2016;15635.0;8864.0;450.0;601.0;443.0;7.0;1951.0;2479.5;115.8;28.9
303;Total;71 Architects, technical services etc.;2017;16639.0;9417.0;500.0;655.0;367.0;8.0;2272.0;2707.9;119.7;30.1
304;Total;71 Architects, technical services etc.;2018;18266.0;10020.0;553.0;759.0;431.0;11.0;2511.0;2771.1;125.0;32.4
305;Total;71 Architects, technical services etc.;2019;18952.0;10382.0;582.0;723.0;489.0;12.0;2501.0;2908.5;130.1;32.0
306;Total;71 Architects, technical services etc.;2020;19841.0;11083.0;606.0;842.0;502.0;18.0;2692.0;3036.3;133.4;32.5
307;Total;71 Architects, technical services etc.;2021;21908.0;11849.0;641.0;962.0;538.0;14.0;2765.0;3191.9;135.0;33.4
308;Total;72 Research and development;2015;4265.0;1792.0;214.0;577.0;52.0;76.0;1870.0;1060.7;32.1;20.6
309;Total;72 Research and development;2016;4620.0;1937.0;285.0;585.0;54.0;81.0;1940.0;1169.0;33.1;19.5
310;Total;72 Research and development;2017;4908.0;2009.0;369.0;582.0;50.0;76.0;1945.0;1158.4;34.1;19.7
311;Total;72 Research and development;2018;5173.0;2080.0;429.0;612.0;63.0;101.0;2023.0;1187.7;36.0;20.3
312;Total;72 Research and development;2019;5262.0;2277.0;481.0;577.0;57.0;92.0;2144.0;1286.2;37.5;20.5
313;Total;72 Research and development;2020;5731.0;2490.0;591.0;582.0;54.0;90.0;2334.0;1399.6;39.3;21.1
314;Total;72 Research and development;2021;6778.0;2791.0;651.0;676.0;66.0;109.0;2660.0;1566.4;43.2;22.9
315;Total;73-75 Advertising, design and other;2015;14492.0;5999.0;324.0;1546.0;52.0;24.0;2157.0;2772.6;116.9;51.5
316;Total;73-75 Advertising, design and other;2016;15629.0;6616.0;338.0;1753.0;46.0;29.0;2513.0;3134.0;120.1;52.8
317;Total;73-75 Advertising, design and other;2017;15676.0;6837.0;359.0;1702.0;42.0;19.0;2650.0;3335.2;121.9;55.8
318;Total;73-75 Advertising, design and other;2018;16218.0;7033.0;345.0;1779.0;39.0;19.0;2499.0;3402.2;130.0;58.1
319;Total;73-75 Advertising, design and other;2019;17274.0;7412.0;375.0;1877.0;42.0;19.0;2420.0;3559.7;134.3;60.0
320;Total;73-75 Advertising, design and other;2020;16079.0;7219.0;376.0;1580.0;33.0;12.0;2209.0;3332.2;137.0;59.4
321;Total;73-75 Advertising, design and other;2021;18068.0;8141.0;430.0;1793.0;45.0;12.0;2824.0;3880.8;137.8;61.1
322;Total;N Renting and other business support;2015;62901.0;38637.0;1120.0;6309.0;19.0;29.0;21236.0;22746.9;747.2;343.9
323;Total;N Renting and other business support;2016;67009.0;41354.0;1135.0;7181.0;20.0;30.0;14321.0;18936.7;796.2;321.4
324;Total;N Renting and other business support;2017;73402.0;45439.0;1246.0;8182.0;22.0;33.0;16479.0;21181.9;853.6;355.8
325;Total;N Renting and other business support;2018;80826.0;49770.0;1315.0;10108.0;21.0;39.0;19506.0;23530.7;898.0;374.0
326;Total;N Renting and other business support;2019;84930.0;51883.0;1450.0;10885.0;23.0;44.0;21074.0;24843.0;901.4;369.3
327;Total;N Renting and other business support;2020;71998.0;43372.0;1496.0;8820.0;20.0;34.0;15176.0;18262.6;841.9;330.3
328;Total;N Renting and other business support;2021;84373.0;49210.0;1728.0;12594.0;28.0;36.0;21558.0;22173.1;731.2;297.1
329;Total;77 Renting and leasing of tangible goods;2015;13094.0;7582.0;125.0;1543.0;0.0;0.0;13816.0;8621.6;28.4;47.6
330;Total;77 Renting and leasing of tangible goods;2016;13102.0;7359.0;131.0;1511.0;0.0;0.0;5130.0;3743.7;29.2;17.3
331;Total;77 Renting and leasing of tangible goods;2017;14291.0;8047.0;162.0;1594.0;0.0;0.0;5759.0;4201.3;31.1;18.4
332;Total;77 Renting and leasing of tangible goods;2018;17242.0;8973.0;161.0;3134.0;0.0;0.0;7725.0;4889.3;34.0;21.1
333;Total;77 Renting and leasing of tangible goods;2019;19073.0;9654.0;161.0;3954.0;0.0;0.0;8493.0;5431.2;35.2;21.0
334;Total;77 Renting and leasing of tangible goods;2020;18129.0;7819.0;153.0;4787.0;0.0;0.0;7662.0;3787.2;37.2;21.8
335;Total;77 Renting and leasing of tangible goods;2021;22221.0;8084.0;222.0;7344.0;0.0;0.0;11014.0;4348.1;34.1;18.9
336;Total;78 Employment activities;2015;21823.0;17507.0;54.0;490.0;5.0;15.0;160.0;7786.8;444.7;197.5
337;Total;78 Employment activities;2016;23607.0;19340.0;56.0;506.0;2.0;4.0;193.0;8409.6;486.4;210.9
338;Total;78 Employment activities;2017;25953.0;21407.0;50.0;518.0;5.0;12.0;193.0;9366.0;535.9;233.9
339;Total;78 Employment activities;2018;28114.0;23401.0;47.0;531.0;5.0;15.0;199.0;10151.0;572.0;247.6
340;Total;78 Employment activities;2019;28901.0;23845.0;51.0;530.0;5.0;16.0;222.0;10160.6;566.0;240.6
341;Total;78 Employment activities;2020;26377.0;21258.0;53.0;568.0;5.0;14.0;222.0;8646.6;503.1;203.9
342;Total;78 Employment activities;2021;29181.0;23972.0;61.0;586.0;4.0;14.0;228.0;9892.3;516.2;212.0
343;Total;79 Travel agencies, tour operators etc;2015;11223.0;3599.0;29.0;3897.0;0.0;0.0;5464.0;2733.3;19.6;8.3
344;Total;79 Travel agencies, tour operators etc;2016;12987.0;4320.0;30.0;4765.0;0.0;0.0;6937.0;3331.3;20.1;8.5
345;Total;79 Travel agencies, tour operators etc;2017;14699.0;5048.0;33.0;5615.0;0.0;0.0;8389.0;3848.1;21.5;14.4
346;Total;79 Travel agencies, tour operators etc;2018;15918.0;5868.0;32.0;5967.0;0.0;0.0;9323.0;4538.4;22.0;14.5
347;Total;79 Travel agencies, tour operators etc;2019;16246.0;6318.0;31.0;5929.0;0.0;0.0;9907.0;5114.0;22.4;14.2
348;Total;79 Travel agencies, tour operators etc;2020;6432.0;1915.0;27.0;2972.0;0.0;0.0;4540.0;1713.5;20.3;13.1
349;Total;79 Travel agencies, tour operators etc;2021;9605.0;3635.0;22.0;4089.0;0.0;0.0;6931.0;3150.2;16.5;10.9
350;Total;900011  tekst not available;2015;16761.0;9949.0;912.0;379.0;14.0;14.0;1796.0;3605.1;254.4;90.4
351;Total;900011  tekst not available;2016;17313.0;10335.0;918.0;399.0;18.0;26.0;2061.0;3452.2;260.5;84.8
352;Total;900011  tekst not available;2017;18459.0;10937.0;1001.0;455.0;17.0;21.0;2138.0;3766.6;265.3;89.2
353;Total;900011  tekst not available;2018;19552.0;11528.0;1075.0;476.0;16.0;24.0;2259.0;3952.0;270.0;90.7
354;Total;900011  tekst not available;2019;20710.0;12066.0;1207.0;472.0;18.0;28.0;2452.0;4137.2;277.9;93.4
355;Total;900011  tekst not available;2020;21060.0;12380.0;1263.0;493.0;15.0;20.0;2752.0;4115.2;281.3;91.4
356;Total;900011  tekst not available;2021;23366.0;13519.0;1423.0;575.0;24.0;22.0;3385.0;4782.6;164.4;55.3
357;Total;O-U Noncommercial services;2015;225008.0;146342.0;6704.0;3490.0;224.0;0.0;3244.0;5834.7;2181.1;80.1
358;Total;O-U Noncommercial services;2016;229113.0;150591.0;7096.0;3649.0;201.0;0.0;3437.0;5928.5;2199.6;80.2
359;Total;O-U Noncommercial services;2017;234837.0;154665.0;7175.0;3760.0;241.0;0.0;3598.0;6220.2;2230.8;84.3
360;Total;O-U Noncommercial services;2018;246207.0;161520.0;7574.0;3850.0;233.0;0.0;3639.0;6370.8;2284.0;87.4
361;Total;O-U Noncommercial services;2019;259373.0;169863.0;7914.0;4003.0;239.0;0.0;3827.0;6576.2;2349.4;88.9
362;Total;O-U Noncommercial services;2020;258618.0;168591.0;8270.0;4331.0;214.0;0.0;2558.0;5127.3;2409.9;74.1
363;Total;O-U Noncommercial services;2021;279272.0;182279.0;10400.0;4409.0;296.0;0.0;2548.0;5557.0;2485.7;77.5
364;Total;O-Q Government and care;2015;195686.0;131636.0;5471.0;2744.0;179.0;0.0;1530.0;3549.3;1868.4;38.5
365;Total;O-Q Government and care;2016;198971.0;135414.0;5808.0;2881.0;154.0;0.0;1650.0;3668.4;1878.7;38.9
366;Total;O-Q Government and care;2017;203756.0;139037.0;5766.0;2923.0;180.0;0.0;1609.0;3758.6;1904.2;39.5
367;Total;O-Q Government and care;2018;213991.0;145288.0;6070.0;3012.0;170.0;0.0;1622.0;3798.9;1939.0;39.3
368;Total;O-Q Government and care;2019;225740.0;152839.0;6386.0;3136.0;164.0;0.0;1693.0;3840.4;1998.5;38.9
369;Total;O-Q Government and care;2020;230875.0;154746.0;6960.0;3499.0;164.0;0.0;1446.0;3447.6;2056.2;36.1
370;Total;O-Q Government and care;2021;250591.0;168026.0;8891.0;3591.0;232.0;0.0;1456.0;3834.6;2129.8;38.8
371;Total;O Public administration and services;2015;74148.0;44041.0;1179.0;1716.0;179.0;0.0;825.0;1969.9;447.3;18.4
372;Total;O Public administration and services;2016;73509.0;44924.0;1304.0;1787.0;154.0;0.0;861.0;1997.1;445.1;18.2
373;Total;O Public administration and services;2017;75544.0;46453.0;1238.0;1781.0;180.0;0.0;768.0;1973.4;449.8;17.6
374;Total;O Public administration and services;2018;79713.0;48377.0;1300.0;1840.0;170.0;0.0;757.0;1936.1;452.0;16.6
375;Total;O Public administration and services;2019;84118.0;50768.0;1361.0;1927.0;164.0;0.0;792.0;1917.7;462.8;16.1
376;Total;O Public administration and services;2020;88039.0;53036.0;1577.0;2182.0;164.0;0.0;729.0;1804.9;476.8;14.9
377;Total;O Public administration and services;2021;92537.0;55250.0;2738.0;2188.0;232.0;0.0;738.0;2057.3;493.0;16.8
378;Total;84 Public administration and services;2015;74148.0;44041.0;1179.0;1716.0;179.0;0.0;825.0;1969.9;447.3;18.4
379;Total;84 Public administration and services;2016;73509.0;44924.0;1304.0;1787.0;154.0;0.0;861.0;1997.1;445.1;18.2
380;Total;84 Public administration and services;2017;75544.0;46453.0;1238.0;1781.0;180.0;0.0;768.0;1973.4;449.8;17.6
381;Total;84 Public administration and services;2018;79713.0;48377.0;1300.0;1840.0;170.0;0.0;757.0;1936.1;452.0;16.6
382;Total;84 Public administration and services;2019;84118.0;50768.0;1361.0;1927.0;164.0;0.0;792.0;1917.7;462.8;16.1
383;Total;84 Public administration and services;2020;88039.0;53036.0;1577.0;2182.0;164.0;0.0;729.0;1804.9;476.8;14.9
384;Total;84 Public administration and services;2021;92537.0;55250.0;2738.0;2188.0;232.0;0.0;738.0;2057.3;493.0;16.8
385;Total;P Education;2015;40616.0;31008.0;484.0;359.0;0.0;0.0;429.0;1159.1;413.4;14.0
386;Total;P Education;2016;42034.0;31949.0;490.0;390.0;0.0;0.0;508.0;1246.5;423.0;14.7
387;Total;P Education;2017;42946.0;32687.0;518.0;412.0;0.0;0.0;558.0;1350.6;425.1;15.8
388;Total;P Education;2018;44664.0;33929.0;550.0;430.0;0.0;0.0;586.0;1426.1;435.0;16.6
389;Total;P Education;2019;46289.0;35117.0;558.0;444.0;0.0;0.0;612.0;1471.7;444.0;16.8
390;Total;P Education;2020;46708.0;36143.0;493.0;417.0;0.0;0.0;497.0;1271.1;454.2;16.0
391;Total;P Education;2021;49346.0;37841.0;619.0;434.0;0.0;0.0;531.0;1385.6;474.6;17.1
392;Total;85 Education;2015;40616.0;31008.0;484.0;359.0;0.0;0.0;429.0;1159.1;413.4;14.0
393;Total;85 Education;2016;42034.0;31949.0;490.0;390.0;0.0;0.0;508.0;1246.5;423.0;14.7
394;Total;85 Education;2017;42946.0;32687.0;518.0;412.0;0.0;0.0;558.0;1350.6;425.1;15.8
