ID;Regions;Periods;GDPVolumeChanges_1;TotalEconomicActivities_2;AgricultureForestryAndFishing_3;MiningAndQuarrying_4;ManufacturingPublicUtilities_5;Construction_6;TradeRepairConsumerArticles_7;HotelsAndRestaurants_8;TransportStorageAndCommunication_9;FinancialIntermediation_10;RentingAndBusinessActivities_11;GovernmentDefenceSocialSecurity_12;Education_13;HealthAndSocialWork_14;EnvironmentCultureOtherServices_15
568;IJmond;2009;-8.4;-8.0;;;;;;;;;;;;;
569;IJmond;2010;7.0;7.3;;;;;;;;;;;;;
570;Agglomeratie Haarlem;1996;1.8;1.43;-0.71;-100.0;-1.19;-11.15;5.33;11.36;-6.09;-3.23;14.59;0.45;0.19;-4.99;-8.24
571;Agglomeratie Haarlem;1997;3.9;3.83;4.41;;3.8;-6.74;5.03;26.2;6.77;3.51;1.99;-2.14;7.65;4.48;11.9
572;Agglomeratie Haarlem;1998;-0.68;-0.81;6.72;-24.22;-5.69;-6.93;3.59;6.15;-2.67;-12.66;0.83;-0.69;-0.58;1.48;2.54
573;Agglomeratie Haarlem;1999;3.84;3.71;11.94;-6.33;5.86;11.67;9.41;-0.38;-10.57;3.53;5.06;2.45;-1.48;0.32;4.51
574;Agglomeratie Haarlem;2000;1.06;1.11;-9.96;-12.37;0.97;4.57;6.46;1.96;-1.51;-0.78;-0.4;1.25;-0.52;-1.33;1.52
575;Agglomeratie Haarlem;2001;1.67;1.61;-3.12;103.98;6.77;1.81;-1.18;4.61;-2.7;3.8;2.95;0.13;1.8;-1.18;-1.49
576;Agglomeratie Haarlem;2002;2.13;2.25;-10.35;;-11.12;-2.03;14.04;-9.39;21.03;-6.92;0.66;12.91;-4.07;4.63;-0.63
577;Agglomeratie Haarlem;2003;-4.76;-4.62;8.99;;-22.82;-12.12;2.37;-0.73;10.65;-13.99;-7.19;-2.16;-3.55;6.72;-7.26
578;Agglomeratie Haarlem;2004;-2.01;-1.93;16.11;;-5.9;-5.41;-9.09;-5.76;29.7;4.29;2.68;-2.41;-1.55;-11.24;1.94
579;Agglomeratie Haarlem;2005;1.39;1.42;-5.49;;5.37;6.3;4.82;2.32;-5.74;3.91;1.34;-4.45;-1.0;2.53;1.4
580;Agglomeratie Haarlem;2006;3.7;3.7;10.3;;12.4;2.2;2.8;-6.0;-0.1;5.2;6.1;-0.5;-0.4;2.2;4.5
581;Agglomeratie Haarlem;2007;-0.1;-0.1;-1.0;;1.1;3.3;-8.9;3.4;-6.1;3.3;2.8;-3.8;-0.9;2.4;8.9
582;Agglomeratie Haarlem;2008;2.6;2.7;-1.8;;-0.3;24.7;-1.2;-7.3;-15.7;60.9;4.9;4.7;5.0;-2.5;-2.1
583;Agglomeratie Haarlem;2009;-2.6;-2.1;;;;;;;;;;;;;
584;Agglomeratie Haarlem;2010;0.9;1.2;;;;;;;;;;;;;
585;Zaanstreek;1996;6.7;6.31;3.67;;9.84;1.71;2.8;6.49;4.75;3.55;11.29;0.72;0.28;6.04;0.87
586;Zaanstreek;1997;5.82;5.76;-9.16;;4.41;5.03;7.82;21.38;12.65;-4.25;12.46;6.67;8.66;-4.59;-0.97
587;Zaanstreek;1998;0.53;0.4;19.28;;-2.81;1.43;1.88;7.24;9.89;-2.58;0.42;-0.17;-1.52;3.83;1.15
588;Zaanstreek;1999;1.29;1.17;-9.82;;-11.24;9.81;4.36;8.29;12.37;6.89;9.32;5.72;-1.09;2.48;1.94
589;Zaanstreek;2000;2.58;2.64;-7.39;;4.19;4.39;3.67;2.79;9.23;-9.17;1.15;1.89;-0.21;1.27;2.99
590;Zaanstreek;2001;1.8;1.75;13.91;;0.77;5.65;-1.47;9.79;3.63;-19.52;5.65;7.66;-0.91;0.38;6.87
591;Zaanstreek;2002;2.88;2.99;5.74;;0.95;-10.86;16.06;-4.05;8.71;-15.91;0.72;9.45;1.44;4.95;7.67
592;Zaanstreek;2003;1.28;1.44;4.82;;5.61;-15.47;4.47;-1.18;6.39;0.72;-0.56;1.17;-0.21;6.52;-6.28
593;Zaanstreek;2004;-5.39;-5.31;28.27;;3.04;0.67;-18.04;-15.22;-32.22;-11.85;-1.45;-0.26;-0.81;-1.06;-4.53
594;Zaanstreek;2005;1.73;1.76;-14.25;;0.49;7.97;2.52;-1.01;-2.75;8.25;3.0;0.23;-2.81;1.82;1.44
595;Zaanstreek;2006;2.7;2.7;-12.3;;6.3;-11.6;6.4;-4.6;-11.8;7.2;6.4;2.7;-0.4;2.4;-4.7
596;Zaanstreek;2007;4.2;4.3;-6.2;-100.0;5.9;8.0;5.6;15.9;4.5;6.3;2.6;4.0;-4.2;2.5;2.0
597;Zaanstreek;2008;3.7;3.9;5.1;;8.7;7.0;-1.8;-1.9;9.0;13.0;0.8;2.2;0.2;8.1;-7.3
598;Zaanstreek;2009;-3.6;-3.1;;;;;;;;;;;;;
599;Zaanstreek;2010;1.5;1.9;;;;;;;;;;;;;
600;Groot-Amsterdam;1996;5.0;4.61;-6.04;-17.06;-1.07;-0.85;2.98;1.51;3.26;11.94;9.17;-0.17;0.25;0.62;4.89
601;Groot-Amsterdam;1997;5.17;5.1;3.96;18.58;-1.44;1.92;11.12;6.37;9.21;4.98;5.85;-0.32;-4.12;2.66;5.63
602;Groot-Amsterdam;1998;6.59;6.45;9.59;4.16;5.82;0.7;4.53;7.36;3.1;12.3;9.99;1.44;-1.42;2.32;6.46
603;Groot-Amsterdam;1999;5.02;4.89;-3.97;92.28;3.13;6.75;11.79;6.7;6.81;-0.97;6.19;4.82;0.9;-0.76;2.58
604;Groot-Amsterdam;2000;2.99;3.05;-3.23;1.54;1.34;4.3;5.42;4.69;7.08;-4.92;4.35;3.85;-0.12;2.39;7.97
605;Groot-Amsterdam;2001;0.44;0.39;-3.49;32.04;-1.2;4.08;-0.92;-6.6;-1.23;-0.22;2.54;1.3;-2.66;5.72;-1.46
606;Groot-Amsterdam;2002;3.6;3.72;0.07;89.97;6.85;-4.04;5.71;-4.42;14.73;5.22;-1.49;1.61;3.04;4.73;2.04
607;Groot-Amsterdam;2003;2.07;2.23;1.21;-21.55;-2.46;-8.73;5.86;-3.27;7.03;11.37;-3.63;2.05;0.36;2.36;-1.92
608;Groot-Amsterdam;2004;5.17;5.26;2.21;-24.93;-3.24;-1.35;8.88;4.83;5.63;16.24;1.72;0.73;-0.65;5.44;-1.63
609;Groot-Amsterdam;2005;3.33;3.36;1.58;28.39;2.18;1.19;11.13;-6.53;6.87;1.0;2.77;-0.9;-0.13;0.79;1.6
610;Groot-Amsterdam;2006;3.8;3.7;7.0;-0.4;6.5;2.3;6.2;1.5;7.3;0.8;4.1;0.1;-0.5;2.0;3.5
611;Groot-Amsterdam;2007;4.3;4.3;-6.0;30.7;7.0;1.8;6.7;2.1;3.2;9.6;2.3;-0.6;0.7;2.7;1.3
612;Groot-Amsterdam;2008;3.7;3.8;0.3;38.8;-4.3;3.2;7.3;-3.2;0.9;10.5;4.8;0.5;2.1;0.2;0.0
613;Groot-Amsterdam;2009;-3.5;-3.0;;;;;;;;;;;;;
614;Groot-Amsterdam;2010;2.5;2.9;;;;;;;;;;;;;
615;Het Gooi en Vechtstreek;1996;0.56;0.19;-3.96;-100.0;-8.58;-9.13;-0.69;7.45;8.4;4.37;10.52;-1.48;0.27;-0.4;-2.49
616;Het Gooi en Vechtstreek;1997;11.01;10.94;5.15;;11.77;2.78;24.38;9.49;3.95;12.61;16.56;0.83;-3.93;-2.84;0.11
617;Het Gooi en Vechtstreek;1998;3.94;3.8;-8.08;;5.92;6.01;9.62;4.18;-2.98;3.41;3.54;1.11;0.47;2.95;-5.34
618;Het Gooi en Vechtstreek;1999;4.11;3.98;36.62;;-17.02;0.73;15.81;3.84;15.87;3.36;7.45;0.9;-0.55;1.05;6.51
619;Het Gooi en Vechtstreek;2000;4.04;4.1;-21.52;;5.44;-0.82;6.57;7.29;8.46;-0.58;3.58;0.83;3.0;1.08;4.36
620;Het Gooi en Vechtstreek;2001;-0.66;-0.71;-0.87;;0.55;0.03;-4.12;-7.64;6.49;-4.06;-0.28;0.19;-2.98;5.82;-0.4
621;Het Gooi en Vechtstreek;2002;-0.5;-0.39;2.21;;-8.07;2.29;1.46;8.85;-0.93;-2.31;-1.06;2.93;-8.37;5.79;0.92
622;Het Gooi en Vechtstreek;2003;0.01;0.17;1.26;;-6.01;-6.75;6.79;-17.1;1.9;10.25;-1.77;1.69;6.02;1.17;-5.54
623;Het Gooi en Vechtstreek;2004;-1.25;-1.16;6.99;;9.1;-9.06;-7.78;11.16;14.06;5.2;-1.76;-1.49;1.32;-0.1;-3.81
624;Het Gooi en Vechtstreek;2005;1.66;1.69;-4.62;;-9.03;0.69;9.86;-1.75;1.4;6.64;2.67;-2.92;1.01;0.68;-3.22
625;Het Gooi en Vechtstreek;2006;2.6;2.5;1.7;;5.7;-5.9;-4.0;7.6;9.0;6.1;4.5;-2.0;-0.4;2.6;9.6
626;Het Gooi en Vechtstreek;2007;3.0;3.1;3.8;;0.6;4.6;4.3;2.3;4.6;8.4;3.4;0.6;-3.4;2.7;2.2
627;Het Gooi en Vechtstreek;2008;-0.6;-0.4;-4.6;;-6.0;3.6;1.7;-9.6;-11.2;10.6;-1.0;-1.2;-2.2;8.9;-4.9
628;Het Gooi en Vechtstreek;2009;-3.8;-3.3;;;;;;;;;;;;;
629;Het Gooi en Vechtstreek;2010;1.7;2.0;;;;;;;;;;;;;
630;Agglomeratie Leiden en Bollenstreek;1996;3.21;2.83;-6.5;-0.55;1.83;6.03;3.3;4.12;5.04;8.31;6.85;-1.28;0.26;1.9;0.83
631;Agglomeratie Leiden en Bollenstreek;1997;3.58;3.51;-10.79;-5.2;-0.51;-5.77;6.2;14.42;3.14;5.87;11.4;2.89;-4.9;4.86;3.1
632;Agglomeratie Leiden en Bollenstreek;1998;1.78;1.65;10.98;7.48;1.2;4.48;1.86;3.31;3.92;5.54;-1.4;1.07;0.41;0.86;4.56
633;Agglomeratie Leiden en Bollenstreek;1999;5.88;5.75;-1.56;-3.08;5.25;7.91;13.93;2.48;9.69;6.22;6.35;1.83;-0.21;-0.4;1.4
634;Agglomeratie Leiden en Bollenstreek;2000;2.67;2.73;-0.25;-17.91;4.65;0.46;2.7;2.17;2.39;2.75;4.0;1.06;-2.02;5.15;0.82
635;Agglomeratie Leiden en Bollenstreek;2001;3.54;3.49;-5.23;6.06;3.63;14.19;-0.57;-2.47;2.28;-6.18;10.28;1.31;-1.61;5.08;2.62
636;Agglomeratie Leiden en Bollenstreek;2002;-3.99;-3.88;-4.36;1.75;-10.37;1.89;-9.76;-2.91;-2.52;-7.05;-4.53;2.37;0.27;5.62;3.01
637;Agglomeratie Leiden en Bollenstreek;2003;1.04;1.19;4.2;12.91;6.4;-14.45;7.35;-11.38;-3.46;2.19;-4.33;4.03;3.67;2.58;2.23
638;Agglomeratie Leiden en Bollenstreek;2004;1.06;1.15;11.54;80.3;3.21;1.85;1.03;4.18;0.47;-4.92;-3.43;1.31;0.51;3.1;-2.39
639;Agglomeratie Leiden en Bollenstreek;2005;1.2;1.23;-3.32;8.18;-4.66;3.56;6.01;0.46;7.79;2.25;1.13;-0.43;-0.48;1.96;-1.69
640;Agglomeratie Leiden en Bollenstreek;2006;5.5;5.4;2.5;-8.7;13.9;-2.2;8.0;9.8;-14.9;6.3;11.6;0.0;-0.5;2.1;-1.4
641;Agglomeratie Leiden en Bollenstreek;2007;2.8;2.9;3.4;20.8;0.0;12.6;1.2;0.6;5.7;4.6;4.7;-2.9;-0.8;2.6;8.8
642;Agglomeratie Leiden en Bollenstreek;2008;1.9;2.0;8.0;6.3;-0.2;0.2;-3.4;-7.3;-3.4;16.2;-1.1;5.3;0.3;16.6;1.2
643;Agglomeratie Leiden en Bollenstreek;2009;-1.1;-0.6;;;;;;;;;;;;;
644;Agglomeratie Leiden en Bollenstreek;2010;1.5;1.8;;;;;;;;;;;;;
645;Agglomeratie 's-Gravenhage;1996;1.77;1.39;-4.65;22.97;-6.67;-4.21;4.43;5.25;2.43;-4.36;5.51;-0.97;0.23;-0.36;5.76
646;Agglomeratie 's-Gravenhage;1997;5.42;5.35;2.34;11.17;4.92;-0.96;4.99;-15.17;14.8;-2.11;8.51;6.66;-3.55;0.46;9.45
647;Agglomeratie 's-Gravenhage;1998;5.19;5.05;7.24;7.22;2.65;10.5;7.85;8.35;22.04;2.09;0.88;3.58;0.61;1.14;4.53
648;Agglomeratie 's-Gravenhage;1999;4.48;4.35;-3.79;7.84;3.92;13.53;6.49;9.82;12.36;1.74;4.86;1.88;0.64;-1.96;-1.48
649;Agglomeratie 's-Gravenhage;2000;4.62;4.68;-3.47;16.83;3.89;0.48;5.04;6.3;28.46;-8.79;3.55;3.86;-2.08;0.88;3.04
650;Agglomeratie 's-Gravenhage;2001;1.75;1.7;6.37;-20.46;-7.22;5.14;-2.55;-4.16;15.71;-0.87;2.46;2.94;1.28;-0.27;-1.44
651;Agglomeratie 's-Gravenhage;2002;1.59;1.7;32.1;10.8;6.7;-8.24;-0.84;-2.96;13.63;6.72;-7.07;4.96;-0.15;5.28;1.85
652;Agglomeratie 's-Gravenhage;2003;1.1;1.25;-9.13;3.21;9.91;0.94;-1.4;-6.15;16.55;4.98;-1.48;-5.16;-1.34;4.26;-1.17
653;Agglomeratie 's-Gravenhage;2004;1.92;2.01;0.63;9.53;5.52;-10.76;5.15;-1.04;10.16;6.57;-0.54;-1.05;0.7;0.54;-1.14
654;Agglomeratie 's-Gravenhage;2005;2.17;2.2;-4.39;-39.85;-1.7;10.69;-0.13;1.23;10.94;2.51;5.05;-1.99;-1.6;3.25;0.55
655;Agglomeratie 's-Gravenhage;2006;1.3;1.2;4.0;-15.1;-5.3;-4.8;2.7;0.7;2.5;7.4;0.8;0.3;-0.4;2.0;4.1
656;Agglomeratie 's-Gravenhage;2007;4.3;4.4;6.6;21.0;1.0;-0.2;7.6;6.9;11.7;-2.1;5.1;2.4;-1.8;2.6;1.8
657;Agglomeratie 's-Gravenhage;2008;0.4;0.5;0.5;-18.5;9.8;6.3;-0.9;-0.5;4.7;-7.6;0.7;-2.8;-0.5;9.0;-1.7
658;Agglomeratie 's-Gravenhage;2009;-2.0;-1.5;;;;;;;;;;;;;
659;Agglomeratie 's-Gravenhage;2010;0.8;1.1;;;;;;;;;;;;;
660;Delft en Westland;1996;2.47;2.09;-2.58;15.71;-2.07;-3.41;4.88;-3.46;6.99;17.37;4.76;0.43;0.19;11.89;3.51
661;Delft en Westland;1997;5.56;5.5;11.72;1.34;4.28;6.52;9.8;13.93;9.86;17.89;0.48;1.79;-0.91;-3.28;-0.58
662;Delft en Westland;1998;4.13;3.99;-0.05;-22.66;10.15;4.66;4.83;4.08;3.62;28.11;4.69;-0.06;-1.24;1.95;2.0
663;Delft en Westland;1999;5.78;5.65;-0.08;53.01;6.95;8.98;11.71;10.27;15.97;3.63;7.05;0.62;4.09;-1.39;3.75
664;Delft en Westland;2000;4.0;4.06;1.0;-3.45;7.25;9.07;5.69;5.0;6.88;-11.79;4.89;2.27;0.77;5.96;8.43
665;Delft en Westland;2001;-0.45;-0.5;-8.31;20.37;-7.0;1.29;1.8;-6.12;3.12;6.36;3.55;5.39;1.12;2.21;-0.38
666;Delft en Westland;2002;-5.28;-5.17;-13.45;1.02;8.93;-6.76;-3.07;-7.24;-14.97;6.37;-10.12;-0.21;-1.95;3.31;-1.26
667;Delft en Westland;2003;-0.71;-0.56;5.07;5.88;0.52;-6.75;-1.77;-1.82;-22.12;8.91;-2.5;1.32;1.04;4.74;1.85
668;Delft en Westland;2004;0.71;0.8;3.38;-27.89;-13.38;3.6;4.37;-7.83;3.13;14.71;3.88;-1.86;-2.75;2.01;-1.63
669;Delft en Westland;2005;2.89;2.92;-0.65;31.19;-0.21;2.75;5.47;12.47;13.4;-2.19;7.54;0.5;-2.99;-0.21;-0.31
670;Delft en Westland;2006;1.9;1.9;2.9;-15.2;-3.0;8.8;8.8;8.0;-5.0;-1.1;0.3;-0.5;-0.5;2.7;3.2
671;Delft en Westland;2007;4.7;4.8;-1.6;-4.6;23.3;7.8;4.9;6.5;2.8;25.0;-0.1;-0.4;1.2;2.4;12.0
672;Delft en Westland;2008;0.9;1.1;-5.9;-81.9;-1.8;1.8;3.1;-8.3;21.3;15.4;3.7;-0.9;0.2;-4.1;-1.8
673;Delft en Westland;2009;-3.9;-3.4;;;;;;;;;;;;;
674;Delft en Westland;2010;1.3;1.7;;;;;;;;;;;;;
675;Oost-Zuid-Holland;1996;3.04;2.66;-4.01;-51.76;0.87;-2.98;3.53;5.06;5.09;-4.37;6.17;0.34;0.25;11.22;1.24
676;Oost-Zuid-Holland;1997;5.29;5.22;-0.88;-100.0;0.61;4.78;9.83;12.11;4.28;10.12;9.21;4.24;1.14;-3.01;0.16
677;Oost-Zuid-Holland;1998;5.11;4.97;6.07;;5.44;3.0;8.04;8.19;6.96;5.3;2.75;1.24;2.42;1.84;3.07
678;Oost-Zuid-Holland;1999;4.78;4.65;5.56;7.46;3.25;4.51;11.67;-4.28;7.98;3.47;3.59;2.81;-6.84;2.13;2.21
679;Oost-Zuid-Holland;2000;3.66;3.72;1.23;-46.16;5.1;6.52;4.13;-2.98;4.88;-4.33;6.01;1.99;-2.96;2.15;4.56
680;Oost-Zuid-Holland;2001;1.23;1.17;-3.57;-17.28;4.17;-4.7;-1.47;0.12;0.15;-1.02;3.55;7.48;-7.54;6.19;3.44
681;Oost-Zuid-Holland;2002;0.22;0.33;-0.31;26.56;-0.59;2.36;-3.57;0.2;17.89;-0.59;-1.24;0.33;-0.78;2.4;8.87
682;Oost-Zuid-Holland;2003;-3.91;-3.76;7.08;-18.06;2.12;4.09;3.39;-9.5;-5.99;19.18;-17.16;0.27;2.63;-12.18;-9.62
683;Oost-Zuid-Holland;2004;-0.2;-0.11;3.12;30.94;2.6;-4.43;0.51;-4.72;0.65;2.04;-2.74;0.47;0.18;2.15;-1.01
684;Oost-Zuid-Holland;2005;1.17;1.2;-0.21;-97.84;2.62;5.61;3.53;-2.54;4.54;-3.47;0.52;0.12;-1.34;0.12;-0.66
685;Oost-Zuid-Holland;2006;4.3;4.2;8.9;40.3;-4.0;1.4;13.9;17.3;4.1;7.4;1.9;4.1;-0.4;2.0;1.5
686;Oost-Zuid-Holland;2007;3.6;3.7;3.3;14.0;4.6;0.0;3.4;1.4;8.6;0.5;6.4;5.2;-1.1;2.3;-0.9
687;Oost-Zuid-Holland;2008;1.0;1.2;3.9;-88.7;-0.7;2.8;-1.2;-5.2;-3.2;5.7;0.4;3.0;-1.5;10.8;2.4
688;Oost-Zuid-Holland;2009;-6.5;-6.1;;;;;;;;;;;;;
689;Oost-Zuid-Holland;2010;-3.1;-2.8;;;;;;;;;;;;;
690;Groot-Rijnmond;1996;2.32;1.94;-4.41;-18.79;-1.16;-3.4;4.14;2.29;2.5;2.27;6.38;0.3;0.21;3.3;1.69
691;Groot-Rijnmond;1997;2.4;2.34;10.57;-7.6;-9.62;-1.11;4.28;-2.74;5.37;1.78;11.96;2.89;-2.1;2.6;6.68
692;Groot-Rijnmond;1998;3.25;3.11;1.23;-2.97;1.95;2.68;3.8;7.71;6.71;-4.05;5.04;0.93;0.58;2.65;2.95
693;Groot-Rijnmond;1999;4.07;3.94;6.79;6.79;3.92;4.38;4.14;3.36;3.42;1.06;5.35;1.69;1.07;1.63;10.56
694;Groot-Rijnmond;2000;4.05;4.11;0.47;-6.19;5.41;-1.49;4.57;9.38;9.83;-1.44;3.37;3.08;2.83;1.2;7.93
695;Groot-Rijnmond;2001;1.79;1.73;-4.35;18.92;4.04;2.03;-1.48;-1.35;7.92;-0.71;0.49;2.0;0.79;0.59;-0.63
696;Groot-Rijnmond;2002;1.04;1.16;-1.18;17.41;6.35;2.92;2.55;-2.7;-5.62;2.32;-2.73;3.39;1.06;4.64;3.97
697;Groot-Rijnmond;2003;0.15;0.31;3.81;-26.63;-0.48;-5.86;4.75;-4.4;-0.43;2.37;-1.51;3.08;1.06;2.67;-1.04
698;Groot-Rijnmond;2004;2.83;2.92;6.48;0.69;4.24;-2.8;8.89;-7.16;4.34;0.97;1.45;0.35;-0.47;3.57;0.81
699;Groot-Rijnmond;2005;4.36;4.39;0.33;38.6;7.47;7.27;7.3;1.87;5.86;0.55;4.14;0.26;-0.81;1.81;-3.18
700;Groot-Rijnmond;2006;3.8;3.7;-1.4;7.3;0.9;13.1;6.4;3.2;3.1;4.9;4.8;0.1;-0.5;2.1;6.8
701;Groot-Rijnmond;2007;5.1;5.1;4.4;26.0;5.7;5.7;10.7;1.0;4.4;2.6;5.3;2.8;-1.4;2.6;2.4
702;Groot-Rijnmond;2008;1.7;1.9;4.5;-7.3;1.6;7.6;-0.5;-5.9;0.0;2.6;1.6;1.5;0.2;7.5;4.4
703;Groot-Rijnmond;2009;-3.3;-2.8;;;;;;;;;;;;;
704;Groot-Rijnmond;2010;2.1;2.4;;;;;;;;;;;;;
705;Zuidoost-Zuid-Holland;1996;5.67;5.28;-5.64;84.85;0.63;4.78;8.01;10.65;7.73;13.55;9.48;0.68;0.23;3.93;9.02
706;Zuidoost-Zuid-Holland;1997;6.35;6.28;5.06;4.61;1.57;7.33;9.55;-0.59;11.04;3.99;13.96;-1.84;-4.47;-1.74;10.75
707;Zuidoost-Zuid-Holland;1998;4.74;4.6;1.36;-50.76;5.9;1.3;7.9;2.77;2.97;7.33;5.81;1.61;0.42;3.54;6.44
708;Zuidoost-Zuid-Holland;1999;5.06;4.92;0.09;42.29;2.04;8.6;3.31;8.7;16.37;5.48;5.5;1.1;0.68;2.93;1.76
709;Zuidoost-Zuid-Holland;2000;4.03;4.08;-5.89;-3.81;4.76;3.82;4.62;-0.67;5.72;1.0;5.01;1.4;-0.88;6.14;3.61
710;Zuidoost-Zuid-Holland;2001;3.51;3.46;-2.03;40.98;4.52;6.76;1.32;-3.2;-1.91;-5.56;4.2;9.27;2.76;5.7;1.8
711;Zuidoost-Zuid-Holland;2002;-6.75;-6.64;-9.2;-7.7;-1.5;-2.77;-14.04;-23.7;1.54;2.78;-17.03;1.28;-4.28;4.77;1.3
712;Zuidoost-Zuid-Holland;2003;1.02;1.17;4.89;-7.57;-5.63;-3.52;5.35;-3.35;-0.32;8.84;3.03;8.11;3.29;7.74;-6.93
713;Zuidoost-Zuid-Holland;2004;0.0;0.08;5.61;-15.48;6.58;-2.26;0.91;-3.84;-10.69;9.6;-4.35;3.36;0.72;2.2;0.12
714;Zuidoost-Zuid-Holland;2005;1.1;1.13;-7.15;-48.53;-5.48;6.04;3.21;5.31;-0.73;5.85;6.97;-0.57;0.13;2.78;-15.86
715;Zuidoost-Zuid-Holland;2006;5.4;5.3;2.5;210.4;8.7;-0.9;11.8;3.5;8.2;7.3;2.4;3.3;-0.5;2.3;2.6
716;Zuidoost-Zuid-Holland;2007;3.5;3.6;-2.6;-9.0;4.2;5.5;5.1;2.0;8.2;6.2;2.4;0.1;-0.1;2.5;-1.2
717;Zuidoost-Zuid-Holland;2008;1.7;1.9;1.1;-9.7;-1.6;0.0;2.8;-9.6;7.9;15.8;5.7;0.2;-0.3;-1.6;-1.8
718;Zuidoost-Zuid-Holland;2009;-4.0;-3.5;;;;;;;;;;;;;
719;Zuidoost-Zuid-Holland;2010;0.1;0.4;;;;;;;;;;;;;
720;Zeeuwsch-Vlaanderen;1996;5.45;5.06;-1.66;42.14;4.54;8.98;2.44;-4.31;13.06;2.17;12.35;0.61;0.26;4.7;4.13
721;Zeeuwsch-Vlaanderen;1997;-2.83;-2.89;4.56;32.16;-9.21;-10.05;15.74;20.93;-8.35;9.11;3.11;-1.64;-4.17;-2.89;5.24
722;Zeeuwsch-Vlaanderen;1998;4.51;4.37;-16.24;-39.83;9.73;-2.08;6.17;6.58;12.09;-11.1;-0.16;-0.68;-0.56;2.07;-6.31
723;Zeeuwsch-Vlaanderen;1999;3.43;3.3;22.86;-0.81;-0.17;-2.61;6.71;1.78;4.82;4.3;10.23;2.51;0.45;-0.26;7.12
724;Zeeuwsch-Vlaanderen;2000;3.44;3.5;9.6;25.6;2.82;-0.34;1.96;6.24;11.96;5.94;-1.48;1.61;-0.68;11.09;2.58
725;Zeeuwsch-Vlaanderen;2001;4.05;4.0;-1.4;-33.52;9.45;1.98;-2.66;9.15;5.8;-1.1;-2.13;-1.55;-0.24;2.24;3.62
726;Zeeuwsch-Vlaanderen;2002;5.14;5.26;2.73;46.85;13.84;-0.1;-5.45;-5.76;1.98;-8.56;0.63;5.34;-0.1;4.85;-2.09
727;Zeeuwsch-Vlaanderen;2003;0.99;1.15;8.75;18.37;-3.85;-17.84;3.78;-3.79;26.98;10.68;4.68;-1.19;1.23;4.66;1.84
728;Zeeuwsch-Vlaanderen;2004;-0.92;-0.83;3.97;23.87;-1.04;-2.76;0.43;-1.65;-8.08;-3.24;-3.04;-1.09;0.61;3.64;17.63
729;Zeeuwsch-Vlaanderen;2005;3.82;3.85;-0.48;-32.8;7.44;7.32;2.88;-0.79;11.21;-7.89;-4.81;-1.02;3.05;0.25;-1.56
730;Zeeuwsch-Vlaanderen;2006;2.7;2.7;5.4;72.4;7.1;1.1;-0.9;-2.9;-10.3;6.6;2.5;-1.5;-0.4;2.7;-10.4
731;Zeeuwsch-Vlaanderen;2007;6.5;6.6;-6.1;3.4;8.9;8.5;7.7;11.2;13.4;6.0;2.0;5.5;-1.4;2.5;-8.8
732;Zeeuwsch-Vlaanderen;2008;1.4;1.6;9.5;106.5;-1.5;12.8;-1.4;-3.3;8.9;15.8;-0.1;-6.0;-1.3;11.1;-1.1
733;Zeeuwsch-Vlaanderen;2009;-2.7;-2.2;;;;;;;;;;;;;
734;Zeeuwsch-Vlaanderen;2010;4.1;4.4;;;;;;;;;;;;;
735;Overig Zeeland;1996;0.45;0.08;-5.01;124.48;-1.92;-6.26;0.94;4.63;-0.09;6.07;2.73;0.62;0.23;3.25;-1.42
736;Overig Zeeland;1997;1.64;1.57;7.27;16.56;-11.77;6.73;14.67;15.87;14.75;-7.82;7.59;-2.58;-0.56;0.86;-0.21
737;Overig Zeeland;1998;2.53;2.39;-9.56;-3.32;9.95;-5.58;0.64;13.36;5.22;10.84;2.41;-0.31;-1.33;1.28;-0.8
738;Overig Zeeland;1999;3.37;3.24;14.0;52.95;3.69;5.05;2.02;-0.07;-3.17;10.39;5.36;-0.7;1.84;0.15;3.17
739;Overig Zeeland;2000;3.1;3.16;1.43;-21.18;4.17;0.2;5.09;4.82;12.4;-3.07;2.87;1.97;3.75;0.16;2.79
740;Overig Zeeland;2001;0.63;0.58;2.4;27.44;1.72;5.5;0.35;9.52;-2.37;-22.91;2.96;-2.98;-0.54;1.21;3.16
741;Overig Zeeland;2002;3.05;3.16;-1.05;-2.3;15.64;1.6;-2.18;-9.82;8.19;1.35;-3.82;1.75;-0.24;5.18;8.0
742;Overig Zeeland;2003;1.58;1.74;11.55;17.75;-0.07;-2.05;3.34;-5.89;-0.76;18.76;0.54;1.66;0.06;4.94;-3.51
743;Overig Zeeland;2004;2.7;2.79;6.87;-2.89;9.25;-9.02;5.95;12.45;2.75;3.83;-4.68;-0.61;1.03;3.31;2.16
744;Overig Zeeland;2005;0.96;0.99;3.82;-41.86;1.21;4.12;0.52;-0.76;1.39;-1.13;1.67;0.52;0.22;1.63;-3.75
745;Overig Zeeland;2006;1.7;1.6;-7.8;92.2;-2.1;2.6;8.6;-0.3;0.2;7.4;7.9;-1.7;-0.5;2.4;-9.7
746;Overig Zeeland;2007;6.2;6.2;8.9;-8.6;10.8;6.6;11.1;7.5;3.9;3.6;5.4;0.6;-1.2;2.5;5.4
747;Overig Zeeland;2008;2.7;2.8;1.9;-18.5;5.6;1.8;0.2;3.0;-3.0;7.0;4.7;1.0;1.4;1.5;3.5
