ID;ClimateSectors;EmissionToAir;Periods;GreenhouseGasEmissions_1
7237;Non-road mobile machinery;Carbon dioxide (CO2);2017;3.5
7238;Non-road mobile machinery;Carbon dioxide (CO2);2018;3.6
7239;Non-road mobile machinery;Carbon dioxide (CO2);2019;3.4
7240;Non-road mobile machinery;Carbon dioxide (CO2);2020;3.5
7241;Non-road mobile machinery;Carbon dioxide (CO2);2021;3.3
7242;Non-road mobile machinery;Carbon dioxide (CO2);2022;3.4
7243;Non-road mobile machinery;Carbon dioxide (CO2);2023;3.4
7244;Non-road mobile machinery;Carbon dioxide (CO2);2024;
7245;Non-road mobile machinery;Dinitrogen oxide (N2O);1990;0.0
7246;Non-road mobile machinery;Dinitrogen oxide (N2O);1991 ;0.0
7247;Non-road mobile machinery;Dinitrogen oxide (N2O);1992;0.0
7248;Non-road mobile machinery;Dinitrogen oxide (N2O);1993 ;0.0
7249;Non-road mobile machinery;Dinitrogen oxide (N2O);1994 ;0.0
7250;Non-road mobile machinery;Dinitrogen oxide (N2O);1995;0.0
7251;Non-road mobile machinery;Dinitrogen oxide (N2O);1996 ;0.0
7252;Non-road mobile machinery;Dinitrogen oxide (N2O);1997 ;0.0
7253;Non-road mobile machinery;Dinitrogen oxide (N2O);1998 ;0.0
7254;Non-road mobile machinery;Dinitrogen oxide (N2O);1999 ;0.0
7255;Non-road mobile machinery;Dinitrogen oxide (N2O);2000;0.0
7256;Non-road mobile machinery;Dinitrogen oxide (N2O);2001;0.0
7257;Non-road mobile machinery;Dinitrogen oxide (N2O);2002;0.0
7258;Non-road mobile machinery;Dinitrogen oxide (N2O);2003;0.0
7259;Non-road mobile machinery;Dinitrogen oxide (N2O);2004;0.0
7260;Non-road mobile machinery;Dinitrogen oxide (N2O);2005;0.0
7261;Non-road mobile machinery;Dinitrogen oxide (N2O);2006;0.0
7262;Non-road mobile machinery;Dinitrogen oxide (N2O);2007;0.0
7263;Non-road mobile machinery;Dinitrogen oxide (N2O);2008;0.0
7264;Non-road mobile machinery;Dinitrogen oxide (N2O);2009;0.0
7265;Non-road mobile machinery;Dinitrogen oxide (N2O);2010;0.0
7266;Non-road mobile machinery;Dinitrogen oxide (N2O);2011;0.0
7267;Non-road mobile machinery;Dinitrogen oxide (N2O);2012;0.0
7268;Non-road mobile machinery;Dinitrogen oxide (N2O);2013;0.0
7269;Non-road mobile machinery;Dinitrogen oxide (N2O);2014;0.0
7270;Non-road mobile machinery;Dinitrogen oxide (N2O);2015;0.0
7271;Non-road mobile machinery;Dinitrogen oxide (N2O);2016;0.0
7272;Non-road mobile machinery;Dinitrogen oxide (N2O);2017;0.0
7273;Non-road mobile machinery;Dinitrogen oxide (N2O);2018;0.0
7274;Non-road mobile machinery;Dinitrogen oxide (N2O);2019;0.0
7275;Non-road mobile machinery;Dinitrogen oxide (N2O);2020;0.0
7276;Non-road mobile machinery;Dinitrogen oxide (N2O);2021;0.0
7277;Non-road mobile machinery;Dinitrogen oxide (N2O);2022;0.0
7278;Non-road mobile machinery;Dinitrogen oxide (N2O);2023;0.0
7279;Non-road mobile machinery;Dinitrogen oxide (N2O);2024;
7280;Non-road mobile machinery;Methane (CH4);1990;0.0
7281;Non-road mobile machinery;Methane (CH4);1991 ;0.0
7282;Non-road mobile machinery;Methane (CH4);1992;0.0
7283;Non-road mobile machinery;Methane (CH4);1993 ;0.0
7284;Non-road mobile machinery;Methane (CH4);1994 ;0.0
7285;Non-road mobile machinery;Methane (CH4);1995;0.0
7286;Non-road mobile machinery;Methane (CH4);1996 ;0.0
7287;Non-road mobile machinery;Methane (CH4);1997 ;0.0
7288;Non-road mobile machinery;Methane (CH4);1998 ;0.0
7289;Non-road mobile machinery;Methane (CH4);1999 ;0.0
7290;Non-road mobile machinery;Methane (CH4);2000;0.0
7291;Non-road mobile machinery;Methane (CH4);2001;0.0
7292;Non-road mobile machinery;Methane (CH4);2002;0.0
7293;Non-road mobile machinery;Methane (CH4);2003;0.0
7294;Non-road mobile machinery;Methane (CH4);2004;0.0
7295;Non-road mobile machinery;Methane (CH4);2005;0.0
7296;Non-road mobile machinery;Methane (CH4);2006;0.0
7297;Non-road mobile machinery;Methane (CH4);2007;0.0
7298;Non-road mobile machinery;Methane (CH4);2008;0.0
7299;Non-road mobile machinery;Methane (CH4);2009;0.0
7300;Non-road mobile machinery;Methane (CH4);2010;0.0
7301;Non-road mobile machinery;Methane (CH4);2011;0.0
7302;Non-road mobile machinery;Methane (CH4);2012;0.0
7303;Non-road mobile machinery;Methane (CH4);2013;0.0
7304;Non-road mobile machinery;Methane (CH4);2014;0.0
7305;Non-road mobile machinery;Methane (CH4);2015;0.0
7306;Non-road mobile machinery;Methane (CH4);2016;0.0
7307;Non-road mobile machinery;Methane (CH4);2017;0.0
7308;Non-road mobile machinery;Methane (CH4);2018;0.0
7309;Non-road mobile machinery;Methane (CH4);2019;0.0
7310;Non-road mobile machinery;Methane (CH4);2020;0.0
7311;Non-road mobile machinery;Methane (CH4);2021;0.0
7312;Non-road mobile machinery;Methane (CH4);2022;0.0
7313;Non-road mobile machinery;Methane (CH4);2023;0.0
7314;Non-road mobile machinery;Methane (CH4);2024;
7315;Non-road mobile machinery;F-gases;1990;0.0
7316;Non-road mobile machinery;F-gases;1991 ;0.0
7317;Non-road mobile machinery;F-gases;1992;0.0
7318;Non-road mobile machinery;F-gases;1993 ;0.0
7319;Non-road mobile machinery;F-gases;1994 ;0.0
7320;Non-road mobile machinery;F-gases;1995;0.0
7321;Non-road mobile machinery;F-gases;1996 ;0.0
7322;Non-road mobile machinery;F-gases;1997 ;0.0
7323;Non-road mobile machinery;F-gases;1998 ;0.0
7324;Non-road mobile machinery;F-gases;1999 ;0.0
7325;Non-road mobile machinery;F-gases;2000;0.0
7326;Non-road mobile machinery;F-gases;2001;0.0
7327;Non-road mobile machinery;F-gases;2002;0.0
7328;Non-road mobile machinery;F-gases;2003;0.0
7329;Non-road mobile machinery;F-gases;2004;0.0
7330;Non-road mobile machinery;F-gases;2005;0.0
7331;Non-road mobile machinery;F-gases;2006;0.0
7332;Non-road mobile machinery;F-gases;2007;0.0
7333;Non-road mobile machinery;F-gases;2008;0.0
7334;Non-road mobile machinery;F-gases;2009;0.0
7335;Non-road mobile machinery;F-gases;2010;0.0
7336;Non-road mobile machinery;F-gases;2011;0.0
7337;Non-road mobile machinery;F-gases;2012;0.0
7338;Non-road mobile machinery;F-gases;2013;0.0
7339;Non-road mobile machinery;F-gases;2014;0.0
7340;Non-road mobile machinery;F-gases;2015;0.0
7341;Non-road mobile machinery;F-gases;2016;0.0
7342;Non-road mobile machinery;F-gases;2017;0.0
7343;Non-road mobile machinery;F-gases;2018;0.0
7344;Non-road mobile machinery;F-gases;2019;0.0
7345;Non-road mobile machinery;F-gases;2020;0.0
7346;Non-road mobile machinery;F-gases;2021;0.0
7347;Non-road mobile machinery;F-gases;2022;0.0
7348;Non-road mobile machinery;F-gases;2023;0.0
7349;Non-road mobile machinery;F-gases;2024;
7350;Agriculture (mobile sources);Total greenhouse gases;1990;1.1
7351;Agriculture (mobile sources);Total greenhouse gases;1991 ;1.1
7352;Agriculture (mobile sources);Total greenhouse gases;1992;1.1
7353;Agriculture (mobile sources);Total greenhouse gases;1993 ;1.1
7354;Agriculture (mobile sources);Total greenhouse gases;1994 ;1.1
7355;Agriculture (mobile sources);Total greenhouse gases;1995;1.2
7356;Agriculture (mobile sources);Total greenhouse gases;1996 ;1.1
7357;Agriculture (mobile sources);Total greenhouse gases;1997 ;1.1
7358;Agriculture (mobile sources);Total greenhouse gases;1998 ;1.1
7359;Agriculture (mobile sources);Total greenhouse gases;1999 ;1.1
7360;Agriculture (mobile sources);Total greenhouse gases;2000;1.2
7361;Agriculture (mobile sources);Total greenhouse gases;2001;1.1
7362;Agriculture (mobile sources);Total greenhouse gases;2002;1.1
7363;Agriculture (mobile sources);Total greenhouse gases;2003;1.1
7364;Agriculture (mobile sources);Total greenhouse gases;2004;1.1
7365;Agriculture (mobile sources);Total greenhouse gases;2005;1.1
7366;Agriculture (mobile sources);Total greenhouse gases;2006;1.1
7367;Agriculture (mobile sources);Total greenhouse gases;2007;1.1
7368;Agriculture (mobile sources);Total greenhouse gases;2008;1.1
7369;Agriculture (mobile sources);Total greenhouse gases;2009;1.1
7370;Agriculture (mobile sources);Total greenhouse gases;2010;1.1
7371;Agriculture (mobile sources);Total greenhouse gases;2011;1.2
7372;Agriculture (mobile sources);Total greenhouse gases;2012;1.2
7373;Agriculture (mobile sources);Total greenhouse gases;2013;1.2
7374;Agriculture (mobile sources);Total greenhouse gases;2014;1.3
7375;Agriculture (mobile sources);Total greenhouse gases;2015;1.3
7376;Agriculture (mobile sources);Total greenhouse gases;2016;1.2
7377;Agriculture (mobile sources);Total greenhouse gases;2017;1.2
7378;Agriculture (mobile sources);Total greenhouse gases;2018;1.3
7379;Agriculture (mobile sources);Total greenhouse gases;2019;1.3
7380;Agriculture (mobile sources);Total greenhouse gases;2020;1.3
7381;Agriculture (mobile sources);Total greenhouse gases;2021;1.2
7382;Agriculture (mobile sources);Total greenhouse gases;2022;1.3
7383;Agriculture (mobile sources);Total greenhouse gases;2023;1.3
7384;Agriculture (mobile sources);Total greenhouse gases;2024;
7385;Agriculture (mobile sources);Carbon dioxide (CO2);1990;1.1
7386;Agriculture (mobile sources);Carbon dioxide (CO2);1991 ;1.1
7387;Agriculture (mobile sources);Carbon dioxide (CO2);1992;1.1
7388;Agriculture (mobile sources);Carbon dioxide (CO2);1993 ;1.1
7389;Agriculture (mobile sources);Carbon dioxide (CO2);1994 ;1.1
7390;Agriculture (mobile sources);Carbon dioxide (CO2);1995;1.2
7391;Agriculture (mobile sources);Carbon dioxide (CO2);1996 ;1.1
7392;Agriculture (mobile sources);Carbon dioxide (CO2);1997 ;1.1
7393;Agriculture (mobile sources);Carbon dioxide (CO2);1998 ;1.1
7394;Agriculture (mobile sources);Carbon dioxide (CO2);1999 ;1.1
7395;Agriculture (mobile sources);Carbon dioxide (CO2);2000;1.2
7396;Agriculture (mobile sources);Carbon dioxide (CO2);2001;1.1
7397;Agriculture (mobile sources);Carbon dioxide (CO2);2002;1.1
7398;Agriculture (mobile sources);Carbon dioxide (CO2);2003;1.1
7399;Agriculture (mobile sources);Carbon dioxide (CO2);2004;1.1
7400;Agriculture (mobile sources);Carbon dioxide (CO2);2005;1.1
7401;Agriculture (mobile sources);Carbon dioxide (CO2);2006;1.1
7402;Agriculture (mobile sources);Carbon dioxide (CO2);2007;1.1
7403;Agriculture (mobile sources);Carbon dioxide (CO2);2008;1.1
7404;Agriculture (mobile sources);Carbon dioxide (CO2);2009;1.1
7405;Agriculture (mobile sources);Carbon dioxide (CO2);2010;1.1
7406;Agriculture (mobile sources);Carbon dioxide (CO2);2011;1.2
7407;Agriculture (mobile sources);Carbon dioxide (CO2);2012;1.1
7408;Agriculture (mobile sources);Carbon dioxide (CO2);2013;1.2
7409;Agriculture (mobile sources);Carbon dioxide (CO2);2014;1.3
7410;Agriculture (mobile sources);Carbon dioxide (CO2);2015;1.3
7411;Agriculture (mobile sources);Carbon dioxide (CO2);2016;1.2
7412;Agriculture (mobile sources);Carbon dioxide (CO2);2017;1.2
7413;Agriculture (mobile sources);Carbon dioxide (CO2);2018;1.3
7414;Agriculture (mobile sources);Carbon dioxide (CO2);2019;1.3
7415;Agriculture (mobile sources);Carbon dioxide (CO2);2020;1.3
7416;Agriculture (mobile sources);Carbon dioxide (CO2);2021;1.2
7417;Agriculture (mobile sources);Carbon dioxide (CO2);2022;1.3
7418;Agriculture (mobile sources);Carbon dioxide (CO2);2023;1.3
7419;Agriculture (mobile sources);Carbon dioxide (CO2);2024;
7420;Agriculture (mobile sources);Dinitrogen oxide (N2O);1990;0.0
7421;Agriculture (mobile sources);Dinitrogen oxide (N2O);1991 ;0.0
7422;Agriculture (mobile sources);Dinitrogen oxide (N2O);1992;0.0
7423;Agriculture (mobile sources);Dinitrogen oxide (N2O);1993 ;0.0
7424;Agriculture (mobile sources);Dinitrogen oxide (N2O);1994 ;0.0
7425;Agriculture (mobile sources);Dinitrogen oxide (N2O);1995;0.0
7426;Agriculture (mobile sources);Dinitrogen oxide (N2O);1996 ;0.0
7427;Agriculture (mobile sources);Dinitrogen oxide (N2O);1997 ;0.0
7428;Agriculture (mobile sources);Dinitrogen oxide (N2O);1998 ;0.0
7429;Agriculture (mobile sources);Dinitrogen oxide (N2O);1999 ;0.0
7430;Agriculture (mobile sources);Dinitrogen oxide (N2O);2000;0.0
7431;Agriculture (mobile sources);Dinitrogen oxide (N2O);2001;0.0
7432;Agriculture (mobile sources);Dinitrogen oxide (N2O);2002;0.0
7433;Agriculture (mobile sources);Dinitrogen oxide (N2O);2003;0.0
7434;Agriculture (mobile sources);Dinitrogen oxide (N2O);2004;0.0
7435;Agriculture (mobile sources);Dinitrogen oxide (N2O);2005;0.0
7436;Agriculture (mobile sources);Dinitrogen oxide (N2O);2006;0.0
7437;Agriculture (mobile sources);Dinitrogen oxide (N2O);2007;0.0
7438;Agriculture (mobile sources);Dinitrogen oxide (N2O);2008;0.0
7439;Agriculture (mobile sources);Dinitrogen oxide (N2O);2009;0.0
7440;Agriculture (mobile sources);Dinitrogen oxide (N2O);2010;0.0
7441;Agriculture (mobile sources);Dinitrogen oxide (N2O);2011;0.0
7442;Agriculture (mobile sources);Dinitrogen oxide (N2O);2012;0.0
7443;Agriculture (mobile sources);Dinitrogen oxide (N2O);2013;0.0
7444;Agriculture (mobile sources);Dinitrogen oxide (N2O);2014;0.0
7445;Agriculture (mobile sources);Dinitrogen oxide (N2O);2015;0.0
7446;Agriculture (mobile sources);Dinitrogen oxide (N2O);2016;0.0
7447;Agriculture (mobile sources);Dinitrogen oxide (N2O);2017;0.0
7448;Agriculture (mobile sources);Dinitrogen oxide (N2O);2018;0.0
7449;Agriculture (mobile sources);Dinitrogen oxide (N2O);2019;0.0
7450;Agriculture (mobile sources);Dinitrogen oxide (N2O);2020;0.0
7451;Agriculture (mobile sources);Dinitrogen oxide (N2O);2021;0.0
7452;Agriculture (mobile sources);Dinitrogen oxide (N2O);2022;0.0
7453;Agriculture (mobile sources);Dinitrogen oxide (N2O);2023;0.0
7454;Agriculture (mobile sources);Dinitrogen oxide (N2O);2024;
7455;Agriculture (mobile sources);Methane (CH4);1990;0.0
7456;Agriculture (mobile sources);Methane (CH4);1991 ;0.0
7457;Agriculture (mobile sources);Methane (CH4);1992;0.0
7458;Agriculture (mobile sources);Methane (CH4);1993 ;0.0
7459;Agriculture (mobile sources);Methane (CH4);1994 ;0.0
7460;Agriculture (mobile sources);Methane (CH4);1995;0.0
7461;Agriculture (mobile sources);Methane (CH4);1996 ;0.0
7462;Agriculture (mobile sources);Methane (CH4);1997 ;0.0
7463;Agriculture (mobile sources);Methane (CH4);1998 ;0.0
7464;Agriculture (mobile sources);Methane (CH4);1999 ;0.0
7465;Agriculture (mobile sources);Methane (CH4);2000;0.0
7466;Agriculture (mobile sources);Methane (CH4);2001;0.0
7467;Agriculture (mobile sources);Methane (CH4);2002;0.0
7468;Agriculture (mobile sources);Methane (CH4);2003;0.0
7469;Agriculture (mobile sources);Methane (CH4);2004;0.0
7470;Agriculture (mobile sources);Methane (CH4);2005;0.0
7471;Agriculture (mobile sources);Methane (CH4);2006;0.0
7472;Agriculture (mobile sources);Methane (CH4);2007;0.0
7473;Agriculture (mobile sources);Methane (CH4);2008;0.0
7474;Agriculture (mobile sources);Methane (CH4);2009;0.0
7475;Agriculture (mobile sources);Methane (CH4);2010;0.0
7476;Agriculture (mobile sources);Methane (CH4);2011;0.0
7477;Agriculture (mobile sources);Methane (CH4);2012;0.0
7478;Agriculture (mobile sources);Methane (CH4);2013;0.0
7479;Agriculture (mobile sources);Methane (CH4);2014;0.0
7480;Agriculture (mobile sources);Methane (CH4);2015;0.0
7481;Agriculture (mobile sources);Methane (CH4);2016;0.0
7482;Agriculture (mobile sources);Methane (CH4);2017;0.0
7483;Agriculture (mobile sources);Methane (CH4);2018;0.0
7484;Agriculture (mobile sources);Methane (CH4);2019;0.0
7485;Agriculture (mobile sources);Methane (CH4);2020;0.0
7486;Agriculture (mobile sources);Methane (CH4);2021;0.0
7487;Agriculture (mobile sources);Methane (CH4);2022;0.0
7488;Agriculture (mobile sources);Methane (CH4);2023;0.0
7489;Agriculture (mobile sources);Methane (CH4);2024;
7490;Agriculture (mobile sources);F-gases;1990;0.0
7491;Agriculture (mobile sources);F-gases;1991 ;0.0
7492;Agriculture (mobile sources);F-gases;1992;0.0
7493;Agriculture (mobile sources);F-gases;1993 ;0.0
7494;Agriculture (mobile sources);F-gases;1994 ;0.0
7495;Agriculture (mobile sources);F-gases;1995;0.0
7496;Agriculture (mobile sources);F-gases;1996 ;0.0
7497;Agriculture (mobile sources);F-gases;1997 ;0.0
7498;Agriculture (mobile sources);F-gases;1998 ;0.0
7499;Agriculture (mobile sources);F-gases;1999 ;0.0
7500;Agriculture (mobile sources);F-gases;2000;0.0
7501;Agriculture (mobile sources);F-gases;2001;0.0
7502;Agriculture (mobile sources);F-gases;2002;0.0
7503;Agriculture (mobile sources);F-gases;2003;0.0
7504;Agriculture (mobile sources);F-gases;2004;0.0
7505;Agriculture (mobile sources);F-gases;2005;0.0
7506;Agriculture (mobile sources);F-gases;2006;0.0
7507;Agriculture (mobile sources);F-gases;2007;0.0
7508;Agriculture (mobile sources);F-gases;2008;0.0
7509;Agriculture (mobile sources);F-gases;2009;0.0
7510;Agriculture (mobile sources);F-gases;2010;0.0
7511;Agriculture (mobile sources);F-gases;2011;0.0
7512;Agriculture (mobile sources);F-gases;2012;0.0
7513;Agriculture (mobile sources);F-gases;2013;0.0
7514;Agriculture (mobile sources);F-gases;2014;0.0
7515;Agriculture (mobile sources);F-gases;2015;0.0
7516;Agriculture (mobile sources);F-gases;2016;0.0
7517;Agriculture (mobile sources);F-gases;2017;0.0
7518;Agriculture (mobile sources);F-gases;2018;0.0
7519;Agriculture (mobile sources);F-gases;2019;0.0
7520;Agriculture (mobile sources);F-gases;2020;0.0
7521;Agriculture (mobile sources);F-gases;2021;0.0
7522;Agriculture (mobile sources);F-gases;2022;0.0
7523;Agriculture (mobile sources);F-gases;2023;0.0
7524;Agriculture (mobile sources);F-gases;2024;
7525;Non-road mobile machinery const industry;Total greenhouse gases;1990;2.3
7526;Non-road mobile machinery const industry;Total greenhouse gases;1991 ;2.3
7527;Non-road mobile machinery const industry;Total greenhouse gases;1992;2.3
7528;Non-road mobile machinery const industry;Total greenhouse gases;1993 ;2.2
7529;Non-road mobile machinery const industry;Total greenhouse gases;1994 ;2.3
7530;Non-road mobile machinery const industry;Total greenhouse gases;1995;2.3
7531;Non-road mobile machinery const industry;Total greenhouse gases;1996 ;2.3
7532;Non-road mobile machinery const industry;Total greenhouse gases;1997 ;2.3
7533;Non-road mobile machinery const industry;Total greenhouse gases;1998 ;2.2
7534;Non-road mobile machinery const industry;Total greenhouse gases;1999 ;2.4
7535;Non-road mobile machinery const industry;Total greenhouse gases;2000;2.3
7536;Non-road mobile machinery const industry;Total greenhouse gases;2001;2.3
7537;Non-road mobile machinery const industry;Total greenhouse gases;2002;2.1
7538;Non-road mobile machinery const industry;Total greenhouse gases;2003;2.0
7539;Non-road mobile machinery const industry;Total greenhouse gases;2004;2.0
7540;Non-road mobile machinery const industry;Total greenhouse gases;2005;2.1
7541;Non-road mobile machinery const industry;Total greenhouse gases;2006;2.0
7542;Non-road mobile machinery const industry;Total greenhouse gases;2007;2.0
7543;Non-road mobile machinery const industry;Total greenhouse gases;2008;2.0
7544;Non-road mobile machinery const industry;Total greenhouse gases;2009;2.0
7545;Non-road mobile machinery const industry;Total greenhouse gases;2010;1.8
7546;Non-road mobile machinery const industry;Total greenhouse gases;2011;1.8
7547;Non-road mobile machinery const industry;Total greenhouse gases;2012;1.6
7548;Non-road mobile machinery const industry;Total greenhouse gases;2013;1.6
7549;Non-road mobile machinery const industry;Total greenhouse gases;2014;1.6
7550;Non-road mobile machinery const industry;Total greenhouse gases;2015;1.6
7551;Non-road mobile machinery const industry;Total greenhouse gases;2016;1.7
7552;Non-road mobile machinery const industry;Total greenhouse gases;2017;1.6
7553;Non-road mobile machinery const industry;Total greenhouse gases;2018;1.6
7554;Non-road mobile machinery const industry;Total greenhouse gases;2019;1.5
7555;Non-road mobile machinery const industry;Total greenhouse gases;2020;1.6
7556;Non-road mobile machinery const industry;Total greenhouse gases;2021;1.5
7557;Non-road mobile machinery const industry;Total greenhouse gases;2022;1.5
7558;Non-road mobile machinery const industry;Total greenhouse gases;2023;1.5
7559;Non-road mobile machinery const industry;Total greenhouse gases;2024;
7560;Non-road mobile machinery const industry;Carbon dioxide (CO2);1990;2.3
7561;Non-road mobile machinery const industry;Carbon dioxide (CO2);1991 ;2.3
7562;Non-road mobile machinery const industry;Carbon dioxide (CO2);1992;2.2
7563;Non-road mobile machinery const industry;Carbon dioxide (CO2);1993 ;2.2
7564;Non-road mobile machinery const industry;Carbon dioxide (CO2);1994 ;2.3
7565;Non-road mobile machinery const industry;Carbon dioxide (CO2);1995;2.2
7566;Non-road mobile machinery const industry;Carbon dioxide (CO2);1996 ;2.3
7567;Non-road mobile machinery const industry;Carbon dioxide (CO2);1997 ;2.3
7568;Non-road mobile machinery const industry;Carbon dioxide (CO2);1998 ;2.2
7569;Non-road mobile machinery const industry;Carbon dioxide (CO2);1999 ;2.4
7570;Non-road mobile machinery const industry;Carbon dioxide (CO2);2000;2.2
7571;Non-road mobile machinery const industry;Carbon dioxide (CO2);2001;2.2
7572;Non-road mobile machinery const industry;Carbon dioxide (CO2);2002;2.1
7573;Non-road mobile machinery const industry;Carbon dioxide (CO2);2003;2.0
7574;Non-road mobile machinery const industry;Carbon dioxide (CO2);2004;2.0
7575;Non-road mobile machinery const industry;Carbon dioxide (CO2);2005;2.1
7576;Non-road mobile machinery const industry;Carbon dioxide (CO2);2006;2.0
7577;Non-road mobile machinery const industry;Carbon dioxide (CO2);2007;2.0
7578;Non-road mobile machinery const industry;Carbon dioxide (CO2);2008;2.0
7579;Non-road mobile machinery const industry;Carbon dioxide (CO2);2009;2.0
7580;Non-road mobile machinery const industry;Carbon dioxide (CO2);2010;1.7
7581;Non-road mobile machinery const industry;Carbon dioxide (CO2);2011;1.8
7582;Non-road mobile machinery const industry;Carbon dioxide (CO2);2012;1.6
7583;Non-road mobile machinery const industry;Carbon dioxide (CO2);2013;1.6
7584;Non-road mobile machinery const industry;Carbon dioxide (CO2);2014;1.6
7585;Non-road mobile machinery const industry;Carbon dioxide (CO2);2015;1.6
7586;Non-road mobile machinery const industry;Carbon dioxide (CO2);2016;1.7
7587;Non-road mobile machinery const industry;Carbon dioxide (CO2);2017;1.6
7588;Non-road mobile machinery const industry;Carbon dioxide (CO2);2018;1.6
7589;Non-road mobile machinery const industry;Carbon dioxide (CO2);2019;1.5
7590;Non-road mobile machinery const industry;Carbon dioxide (CO2);2020;1.6
7591;Non-road mobile machinery const industry;Carbon dioxide (CO2);2021;1.5
7592;Non-road mobile machinery const industry;Carbon dioxide (CO2);2022;1.5
7593;Non-road mobile machinery const industry;Carbon dioxide (CO2);2023;1.5
7594;Non-road mobile machinery const industry;Carbon dioxide (CO2);2024;
7595;Non-road mobile machinery const industry;Dinitrogen oxide (N2O);1990;0.0
7596;Non-road mobile machinery const industry;Dinitrogen oxide (N2O);1991 ;0.0
7597;Non-road mobile machinery const industry;Dinitrogen oxide (N2O);1992;0.0
7598;Non-road mobile machinery const industry;Dinitrogen oxide (N2O);1993 ;0.0
7599;Non-road mobile machinery const industry;Dinitrogen oxide (N2O);1994 ;0.0
7600;Non-road mobile machinery const industry;Dinitrogen oxide (N2O);1995;0.0
7601;Non-road mobile machinery const industry;Dinitrogen oxide (N2O);1996 ;0.0
7602;Non-road mobile machinery const industry;Dinitrogen oxide (N2O);1997 ;0.0
7603;Non-road mobile machinery const industry;Dinitrogen oxide (N2O);1998 ;0.0
7604;Non-road mobile machinery const industry;Dinitrogen oxide (N2O);1999 ;0.0
7605;Non-road mobile machinery const industry;Dinitrogen oxide (N2O);2000;0.0
7606;Non-road mobile machinery const industry;Dinitrogen oxide (N2O);2001;0.0
7607;Non-road mobile machinery const industry;Dinitrogen oxide (N2O);2002;0.0
7608;Non-road mobile machinery const industry;Dinitrogen oxide (N2O);2003;0.0
7609;Non-road mobile machinery const industry;Dinitrogen oxide (N2O);2004;0.0
7610;Non-road mobile machinery const industry;Dinitrogen oxide (N2O);2005;0.0
7611;Non-road mobile machinery const industry;Dinitrogen oxide (N2O);2006;0.0
7612;Non-road mobile machinery const industry;Dinitrogen oxide (N2O);2007;0.0
7613;Non-road mobile machinery const industry;Dinitrogen oxide (N2O);2008;0.0
7614;Non-road mobile machinery const industry;Dinitrogen oxide (N2O);2009;0.0
7615;Non-road mobile machinery const industry;Dinitrogen oxide (N2O);2010;0.0
7616;Non-road mobile machinery const industry;Dinitrogen oxide (N2O);2011;0.0
7617;Non-road mobile machinery const industry;Dinitrogen oxide (N2O);2012;0.0
7618;Non-road mobile machinery const industry;Dinitrogen oxide (N2O);2013;0.0
7619;Non-road mobile machinery const industry;Dinitrogen oxide (N2O);2014;0.0
7620;Non-road mobile machinery const industry;Dinitrogen oxide (N2O);2015;0.0
7621;Non-road mobile machinery const industry;Dinitrogen oxide (N2O);2016;0.0
7622;Non-road mobile machinery const industry;Dinitrogen oxide (N2O);2017;0.0
7623;Non-road mobile machinery const industry;Dinitrogen oxide (N2O);2018;0.0
7624;Non-road mobile machinery const industry;Dinitrogen oxide (N2O);2019;0.0
7625;Non-road mobile machinery const industry;Dinitrogen oxide (N2O);2020;0.0
7626;Non-road mobile machinery const industry;Dinitrogen oxide (N2O);2021;0.0
7627;Non-road mobile machinery const industry;Dinitrogen oxide (N2O);2022;0.0
7628;Non-road mobile machinery const industry;Dinitrogen oxide (N2O);2023;0.0
7629;Non-road mobile machinery const industry;Dinitrogen oxide (N2O);2024;
7630;Non-road mobile machinery const industry;Methane (CH4);1990;0.0
7631;Non-road mobile machinery const industry;Methane (CH4);1991 ;0.0
7632;Non-road mobile machinery const industry;Methane (CH4);1992;0.0
7633;Non-road mobile machinery const industry;Methane (CH4);1993 ;0.0
7634;Non-road mobile machinery const industry;Methane (CH4);1994 ;0.0
7635;Non-road mobile machinery const industry;Methane (CH4);1995;0.0
7636;Non-road mobile machinery const industry;Methane (CH4);1996 ;0.0
7637;Non-road mobile machinery const industry;Methane (CH4);1997 ;0.0
7638;Non-road mobile machinery const industry;Methane (CH4);1998 ;0.0
7639;Non-road mobile machinery const industry;Methane (CH4);1999 ;0.0
7640;Non-road mobile machinery const industry;Methane (CH4);2000;0.0
7641;Non-road mobile machinery const industry;Methane (CH4);2001;0.0
7642;Non-road mobile machinery const industry;Methane (CH4);2002;0.0
7643;Non-road mobile machinery const industry;Methane (CH4);2003;0.0
7644;Non-road mobile machinery const industry;Methane (CH4);2004;0.0
7645;Non-road mobile machinery const industry;Methane (CH4);2005;0.0
7646;Non-road mobile machinery const industry;Methane (CH4);2006;0.0
7647;Non-road mobile machinery const industry;Methane (CH4);2007;0.0
7648;Non-road mobile machinery const industry;Methane (CH4);2008;0.0
7649;Non-road mobile machinery const industry;Methane (CH4);2009;0.0
7650;Non-road mobile machinery const industry;Methane (CH4);2010;0.0
7651;Non-road mobile machinery const industry;Methane (CH4);2011;0.0
7652;Non-road mobile machinery const industry;Methane (CH4);2012;0.0
7653;Non-road mobile machinery const industry;Methane (CH4);2013;0.0
7654;Non-road mobile machinery const industry;Methane (CH4);2014;0.0
7655;Non-road mobile machinery const industry;Methane (CH4);2015;0.0
7656;Non-road mobile machinery const industry;Methane (CH4);2016;0.0
