ID;BedrijfstakkenBranches;Perioden;IndexcijfersOmzet_1;OmzetontwikkelingTOVEenJaarEerder_2
1238;78 Uitzendbureaus en arbeidsbemiddeling;2005 4e kwartaal;78.5;
1239;78 Uitzendbureaus en arbeidsbemiddeling;2005;70.1;
1240;78 Uitzendbureaus en arbeidsbemiddeling;2006 1e kwartaal;75.1;25.5
1241;78 Uitzendbureaus en arbeidsbemiddeling;2006 2e kwartaal;85.3;23.0
1242;78 Uitzendbureaus en arbeidsbemiddeling;2006 3e kwartaal;91.2;25.6
1243;78 Uitzendbureaus en arbeidsbemiddeling;2006 4e kwartaal;98.8;26.0
1244;78 Uitzendbureaus en arbeidsbemiddeling;2006;87.6;25.0
1245;78 Uitzendbureaus en arbeidsbemiddeling;2007 1e kwartaal;95.2;26.8
1246;78 Uitzendbureaus en arbeidsbemiddeling;2007 2e kwartaal;105.3;23.4
1247;78 Uitzendbureaus en arbeidsbemiddeling;2007 3e kwartaal;110.0;20.6
1248;78 Uitzendbureaus en arbeidsbemiddeling;2007 4e kwartaal;117.8;19.1
1249;78 Uitzendbureaus en arbeidsbemiddeling;2007;107.0;22.2
1250;78 Uitzendbureaus en arbeidsbemiddeling;2008 1e kwartaal;109.6;15.1
1251;78 Uitzendbureaus en arbeidsbemiddeling;2008 2e kwartaal;119.9;13.9
1252;78 Uitzendbureaus en arbeidsbemiddeling;2008 3e kwartaal;119.3;8.4
1253;78 Uitzendbureaus en arbeidsbemiddeling;2008 4e kwartaal;122.0;3.6
1254;78 Uitzendbureaus en arbeidsbemiddeling;2008;117.7;9.9
1255;78 Uitzendbureaus en arbeidsbemiddeling;2009 1e kwartaal;106.2;-3.1
1256;78 Uitzendbureaus en arbeidsbemiddeling;2009 2e kwartaal;104.3;-13.0
1257;78 Uitzendbureaus en arbeidsbemiddeling;2009 3e kwartaal;104.0;-12.8
1258;78 Uitzendbureaus en arbeidsbemiddeling;2009 4e kwartaal;103.7;-15.0
1259;78 Uitzendbureaus en arbeidsbemiddeling;2009;104.5;-11.2
1260;78 Uitzendbureaus en arbeidsbemiddeling;2010 1e kwartaal;90.2;-15.1
1261;78 Uitzendbureaus en arbeidsbemiddeling;2010 2e kwartaal;98.5;-5.5
1262;78 Uitzendbureaus en arbeidsbemiddeling;2010 3e kwartaal;103.3;-0.7
1263;78 Uitzendbureaus en arbeidsbemiddeling;2010 4e kwartaal;108.0;4.2
1264;78 Uitzendbureaus en arbeidsbemiddeling;2010;100.0;-4.3
1265;78 Uitzendbureaus en arbeidsbemiddeling;2011 1e kwartaal;98.7;9.5
1266;78 Uitzendbureaus en arbeidsbemiddeling;2011 2e kwartaal;108.9;10.6
1267;78 Uitzendbureaus en arbeidsbemiddeling;2011 3e kwartaal;108.9;5.4
1268;78 Uitzendbureaus en arbeidsbemiddeling;2011 4e kwartaal;111.9;3.6
1269;78 Uitzendbureaus en arbeidsbemiddeling;2011;107.1;7.1
1270;78 Uitzendbureaus en arbeidsbemiddeling;2012 1e kwartaal;99.3;0.6
1271;78 Uitzendbureaus en arbeidsbemiddeling;2012 2e kwartaal;105.8;-2.9
1272;78 Uitzendbureaus en arbeidsbemiddeling;2012 3e kwartaal;105.6;-3.0
1273;78 Uitzendbureaus en arbeidsbemiddeling;2012 4e kwartaal;108.0;-3.4
1274;78 Uitzendbureaus en arbeidsbemiddeling;2012;104.7;-2.3
1275;78 Uitzendbureaus en arbeidsbemiddeling;2013 1e kwartaal;95.4;-3.9
1276;78 Uitzendbureaus en arbeidsbemiddeling;2013 2e kwartaal;104.3;-1.4
1277;78 Uitzendbureaus en arbeidsbemiddeling;2013 3e kwartaal;107.7;2.0
1278;78 Uitzendbureaus en arbeidsbemiddeling;2013 4e kwartaal;112.5;4.2
1279;78 Uitzendbureaus en arbeidsbemiddeling;2013;105.0;0.3
1280;78 Uitzendbureaus en arbeidsbemiddeling;2014 1e kwartaal;100.1;4.9
1281;78 Uitzendbureaus en arbeidsbemiddeling;2014 2e kwartaal;110.0;5.5
1282;78 Uitzendbureaus en arbeidsbemiddeling;2014 3e kwartaal;113.8;5.6
1283;78 Uitzendbureaus en arbeidsbemiddeling;2014 4e kwartaal;119.0;5.8
1284;78 Uitzendbureaus en arbeidsbemiddeling;2014;110.7;5.5
1285;78 Uitzendbureaus en arbeidsbemiddeling;2015 1e kwartaal;108.1;8.0
1286;78 Uitzendbureaus en arbeidsbemiddeling;2015 2e kwartaal;120.2;9.3
1287;78 Uitzendbureaus en arbeidsbemiddeling;2015 3e kwartaal;126.1;10.8
1288;78 Uitzendbureaus en arbeidsbemiddeling;2015 4e kwartaal;135.9;14.2
1289;78 Uitzendbureaus en arbeidsbemiddeling;2015;122.6;10.7
1290;78 Uitzendbureaus en arbeidsbemiddeling;2016 1e kwartaal;118.9;10.0
1291;78 Uitzendbureaus en arbeidsbemiddeling;2016 2e kwartaal;130.4;8.5
1292;78 Uitzendbureaus en arbeidsbemiddeling;2016 3e kwartaal;133.6;6.0
1293;78 Uitzendbureaus en arbeidsbemiddeling;2016 4e kwartaal;142.1;4.6
1294;78 Uitzendbureaus en arbeidsbemiddeling;2016;131.3;7.1
1295;78 Uitzendbureaus en arbeidsbemiddeling;2017 1e kwartaal;126.0;6.0
1296;78 Uitzendbureaus en arbeidsbemiddeling;2017 2e kwartaal;138.7;6.4
1297;78 Uitzendbureaus en arbeidsbemiddeling;2017 3e kwartaal;142.0;6.2
1298;78 Uitzendbureaus en arbeidsbemiddeling;2017 4e kwartaal;152.1;7.0
1299;78 Uitzendbureaus en arbeidsbemiddeling;2017;139.7;6.4
1300;79 Reisbureaus, reisorganisatie en -info;2005 1e kwartaal;68.6;
1301;79 Reisbureaus, reisorganisatie en -info;2005 2e kwartaal;79.6;
1302;79 Reisbureaus, reisorganisatie en -info;2005 3e kwartaal;108.4;
1303;79 Reisbureaus, reisorganisatie en -info;2005 4e kwartaal;68.9;
1304;79 Reisbureaus, reisorganisatie en -info;2005;81.4;
1305;79 Reisbureaus, reisorganisatie en -info;2006 1e kwartaal;76.8;12.0
1306;79 Reisbureaus, reisorganisatie en -info;2006 2e kwartaal;86.3;8.4
1307;79 Reisbureaus, reisorganisatie en -info;2006 3e kwartaal;121.1;11.7
1308;79 Reisbureaus, reisorganisatie en -info;2006 4e kwartaal;77.8;12.9
1309;79 Reisbureaus, reisorganisatie en -info;2006;90.5;11.2
1310;79 Reisbureaus, reisorganisatie en -info;2007 1e kwartaal;86.1;12.1
1311;79 Reisbureaus, reisorganisatie en -info;2007 2e kwartaal;87.7;1.6
1312;79 Reisbureaus, reisorganisatie en -info;2007 3e kwartaal;118.9;-1.8
1313;79 Reisbureaus, reisorganisatie en -info;2007 4e kwartaal;79.6;2.4
1314;79 Reisbureaus, reisorganisatie en -info;2007;93.1;2.9
1315;79 Reisbureaus, reisorganisatie en -info;2008 1e kwartaal;88.8;3.2
1316;79 Reisbureaus, reisorganisatie en -info;2008 2e kwartaal;86.9;-0.9
1317;79 Reisbureaus, reisorganisatie en -info;2008 3e kwartaal;119.1;0.1
1318;79 Reisbureaus, reisorganisatie en -info;2008 4e kwartaal;79.0;-0.8
1319;79 Reisbureaus, reisorganisatie en -info;2008;93.5;0.4
1320;79 Reisbureaus, reisorganisatie en -info;2009 1e kwartaal;82.7;-6.8
1321;79 Reisbureaus, reisorganisatie en -info;2009 2e kwartaal;84.7;-2.6
1322;79 Reisbureaus, reisorganisatie en -info;2009 3e kwartaal;120.8;1.5
1323;79 Reisbureaus, reisorganisatie en -info;2009 4e kwartaal;78.1;-1.2
1324;79 Reisbureaus, reisorganisatie en -info;2009;91.6;-2.0
1325;79 Reisbureaus, reisorganisatie en -info;2010 1e kwartaal;85.3;3.1
1326;79 Reisbureaus, reisorganisatie en -info;2010 2e kwartaal;91.0;7.5
1327;79 Reisbureaus, reisorganisatie en -info;2010 3e kwartaal;137.1;13.5
1328;79 Reisbureaus, reisorganisatie en -info;2010 4e kwartaal;86.5;10.8
1329;79 Reisbureaus, reisorganisatie en -info;2010;100.0;9.2
1330;79 Reisbureaus, reisorganisatie en -info;2011 1e kwartaal;88.8;4.0
1331;79 Reisbureaus, reisorganisatie en -info;2011 2e kwartaal;103.2;13.3
1332;79 Reisbureaus, reisorganisatie en -info;2011 3e kwartaal;148.1;8.0
1333;79 Reisbureaus, reisorganisatie en -info;2011 4e kwartaal;96.1;11.1
1334;79 Reisbureaus, reisorganisatie en -info;2011;109.0;9.0
1335;79 Reisbureaus, reisorganisatie en -info;2012 1e kwartaal;99.8;12.5
1336;79 Reisbureaus, reisorganisatie en -info;2012 2e kwartaal;124.5;20.7
1337;79 Reisbureaus, reisorganisatie en -info;2012 3e kwartaal;178.4;20.5
1338;79 Reisbureaus, reisorganisatie en -info;2012 4e kwartaal;107.7;12.1
1339;79 Reisbureaus, reisorganisatie en -info;2012;127.6;17.1
1340;79 Reisbureaus, reisorganisatie en -info;2013 1e kwartaal;107.3;7.5
1341;79 Reisbureaus, reisorganisatie en -info;2013 2e kwartaal;133.4;7.1
1342;79 Reisbureaus, reisorganisatie en -info;2013 3e kwartaal;165.6;-7.1
1343;79 Reisbureaus, reisorganisatie en -info;2013 4e kwartaal;100.1;-7.1
1344;79 Reisbureaus, reisorganisatie en -info;2013;126.6;-0.8
1345;79 Reisbureaus, reisorganisatie en -info;2014 1e kwartaal;103.1;-3.9
1346;79 Reisbureaus, reisorganisatie en -info;2014 2e kwartaal;134.5;0.8
1347;79 Reisbureaus, reisorganisatie en -info;2014 3e kwartaal;186.2;12.4
1348;79 Reisbureaus, reisorganisatie en -info;2014 4e kwartaal;114.6;14.5
1349;79 Reisbureaus, reisorganisatie en -info;2014;134.6;6.3
1350;79 Reisbureaus, reisorganisatie en -info;2015 1e kwartaal;117.7;14.2
1351;79 Reisbureaus, reisorganisatie en -info;2015 2e kwartaal;161.1;19.8
1352;79 Reisbureaus, reisorganisatie en -info;2015 3e kwartaal;228.3;22.6
1353;79 Reisbureaus, reisorganisatie en -info;2015 4e kwartaal;145.5;26.9
1354;79 Reisbureaus, reisorganisatie en -info;2015;163.2;21.2
1355;79 Reisbureaus, reisorganisatie en -info;2016 1e kwartaal;152.5;29.5
1356;79 Reisbureaus, reisorganisatie en -info;2016 2e kwartaal;186.3;15.6
1357;79 Reisbureaus, reisorganisatie en -info;2016 3e kwartaal;266.5;16.7
1358;79 Reisbureaus, reisorganisatie en -info;2016 4e kwartaal;177.3;21.9
1359;79 Reisbureaus, reisorganisatie en -info;2016;195.6;19.9
1360;79 Reisbureaus, reisorganisatie en -info;2017 1e kwartaal;182.3;19.5
1361;79 Reisbureaus, reisorganisatie en -info;2017 2e kwartaal;214.8;15.3
1362;79 Reisbureaus, reisorganisatie en -info;2017 3e kwartaal;288.8;8.4
1363;79 Reisbureaus, reisorganisatie en -info;2017 4e kwartaal;179.7;1.4
1364;79 Reisbureaus, reisorganisatie en -info;2017;216.4;10.6
1365;7912 Reisorganisatiebureaus;2005 1e kwartaal;61.4;
1366;7912 Reisorganisatiebureaus;2005 2e kwartaal;68.3;
1367;7912 Reisorganisatiebureaus;2005 3e kwartaal;106.2;
1368;7912 Reisorganisatiebureaus;2005 4e kwartaal;58.9;
1369;7912 Reisorganisatiebureaus;2005;73.7;
1370;7912 Reisorganisatiebureaus;2006 1e kwartaal;70.1;14.1
1371;7912 Reisorganisatiebureaus;2006 2e kwartaal;79.9;17.0
1372;7912 Reisorganisatiebureaus;2006 3e kwartaal;129.6;22.0
1373;7912 Reisorganisatiebureaus;2006 4e kwartaal;73.0;23.9
1374;7912 Reisorganisatiebureaus;2006;88.2;19.6
1375;7912 Reisorganisatiebureaus;2007 1e kwartaal;79.8;13.8
1376;7912 Reisorganisatiebureaus;2007 2e kwartaal;83.8;4.9
1377;7912 Reisorganisatiebureaus;2007 3e kwartaal;137.1;5.8
1378;7912 Reisorganisatiebureaus;2007 4e kwartaal;76.9;5.3
1379;7912 Reisorganisatiebureaus;2007;94.4;7.1
1380;7912 Reisorganisatiebureaus;2008 1e kwartaal;94.4;18.4
1381;7912 Reisorganisatiebureaus;2008 2e kwartaal;87.7;4.7
1382;7912 Reisorganisatiebureaus;2008 3e kwartaal;133.1;-2.9
1383;7912 Reisorganisatiebureaus;2008 4e kwartaal;72.4;-5.9
1384;7912 Reisorganisatiebureaus;2008;96.9;2.7
1385;7912 Reisorganisatiebureaus;2009 1e kwartaal;83.1;-12.0
1386;7912 Reisorganisatiebureaus;2009 2e kwartaal;86.0;-1.9
1387;7912 Reisorganisatiebureaus;2009 3e kwartaal;137.7;3.4
1388;7912 Reisorganisatiebureaus;2009 4e kwartaal;72.1;-0.5
1389;7912 Reisorganisatiebureaus;2009;94.7;-2.3
1390;7912 Reisorganisatiebureaus;2010 1e kwartaal;84.4;1.6
1391;7912 Reisorganisatiebureaus;2010 2e kwartaal;88.4;2.8
1392;7912 Reisorganisatiebureaus;2010 3e kwartaal;152.3;10.6
1393;7912 Reisorganisatiebureaus;2010 4e kwartaal;74.9;4.0
1394;7912 Reisorganisatiebureaus;2010;100.0;5.6
1395;7912 Reisorganisatiebureaus;2011 1e kwartaal;82.2;-2.5
1396;7912 Reisorganisatiebureaus;2011 2e kwartaal;96.9;9.5
1397;7912 Reisorganisatiebureaus;2011 3e kwartaal;146.9;-3.5
1398;7912 Reisorganisatiebureaus;2011 4e kwartaal;72.7;-2.9
1399;7912 Reisorganisatiebureaus;2011;99.7;-0.3
1400;7912 Reisorganisatiebureaus;2012 1e kwartaal;81.4;-1.0
1401;7912 Reisorganisatiebureaus;2012 2e kwartaal;97.7;0.8
1402;7912 Reisorganisatiebureaus;2012 3e kwartaal;158.0;7.5
1403;7912 Reisorganisatiebureaus;2012 4e kwartaal;78.1;7.3
1404;7912 Reisorganisatiebureaus;2012;103.8;4.1
1405;7912 Reisorganisatiebureaus;2013 1e kwartaal;78.1;-4.0
1406;7912 Reisorganisatiebureaus;2013 2e kwartaal;102.0;4.4
1407;7912 Reisorganisatiebureaus;2013 3e kwartaal;120.3;-23.8
1408;7912 Reisorganisatiebureaus;2013 4e kwartaal;59.1;-24.3
1409;7912 Reisorganisatiebureaus;2013;89.9;-13.4
1410;7912 Reisorganisatiebureaus;2014 1e kwartaal;59.3;-24.1
1411;7912 Reisorganisatiebureaus;2014 2e kwartaal;83.6;-18.0
1412;7912 Reisorganisatiebureaus;2014 3e kwartaal;123.7;2.8
1413;7912 Reisorganisatiebureaus;2014 4e kwartaal;64.3;8.7
1414;7912 Reisorganisatiebureaus;2014;82.7;-8.0
1415;7912 Reisorganisatiebureaus;2015 1e kwartaal;59.5;0.5
1416;7912 Reisorganisatiebureaus;2015 2e kwartaal;89.0;6.5
1417;7912 Reisorganisatiebureaus;2015 3e kwartaal;124.3;0.5
1418;7912 Reisorganisatiebureaus;2015 4e kwartaal;67.2;4.5
1419;7912 Reisorganisatiebureaus;2015;85.0;2.8
1420;7912 Reisorganisatiebureaus;2016 1e kwartaal;61.2;2.7
1421;7912 Reisorganisatiebureaus;2016 2e kwartaal;83.4;-6.3
1422;7912 Reisorganisatiebureaus;2016 3e kwartaal;122.2;-1.7
1423;7912 Reisorganisatiebureaus;2016 4e kwartaal;69.7;3.7
1424;7912 Reisorganisatiebureaus;2016;84.1;-1.1
1425;7912 Reisorganisatiebureaus;2017 1e kwartaal;65.5;7.2
1426;7912 Reisorganisatiebureaus;2017 2e kwartaal;88.7;6.4
1427;7912 Reisorganisatiebureaus;2017 3e kwartaal;137.0;12.1
1428;7912 Reisorganisatiebureaus;2017 4e kwartaal;65.1;-6.5
1429;7912 Reisorganisatiebureaus;2017;89.1;5.9
1430;80 Beveiligings- en opsporingsdiensten;2005 1e kwartaal;74.5;
1431;80 Beveiligings- en opsporingsdiensten;2005 2e kwartaal;78.8;
1432;80 Beveiligings- en opsporingsdiensten;2005 3e kwartaal;78.9;
1433;80 Beveiligings- en opsporingsdiensten;2005 4e kwartaal;86.0;
1434;80 Beveiligings- en opsporingsdiensten;2005;79.6;
1435;80 Beveiligings- en opsporingsdiensten;2006 1e kwartaal;82.6;10.9
1436;80 Beveiligings- en opsporingsdiensten;2006 2e kwartaal;85.4;8.4
1437;80 Beveiligings- en opsporingsdiensten;2006 3e kwartaal;85.3;8.0
1438;80 Beveiligings- en opsporingsdiensten;2006 4e kwartaal;92.3;7.4
1439;80 Beveiligings- en opsporingsdiensten;2006;86.4;8.6
1440;80 Beveiligings- en opsporingsdiensten;2007 1e kwartaal;86.5;4.7
1441;80 Beveiligings- en opsporingsdiensten;2007 2e kwartaal;87.6;2.5
1442;80 Beveiligings- en opsporingsdiensten;2007 3e kwartaal;90.1;5.6
1443;80 Beveiligings- en opsporingsdiensten;2007 4e kwartaal;95.6;3.5
1444;80 Beveiligings- en opsporingsdiensten;2007;89.9;4.1
1445;80 Beveiligings- en opsporingsdiensten;2008 1e kwartaal;96.4;11.5
1446;80 Beveiligings- en opsporingsdiensten;2008 2e kwartaal;98.4;12.4
1447;80 Beveiligings- en opsporingsdiensten;2008 3e kwartaal;99.4;10.4
1448;80 Beveiligings- en opsporingsdiensten;2008 4e kwartaal;104.4;9.3
1449;80 Beveiligings- en opsporingsdiensten;2008;99.6;10.8
1450;80 Beveiligings- en opsporingsdiensten;2009 1e kwartaal;101.5;5.3
1451;80 Beveiligings- en opsporingsdiensten;2009 2e kwartaal;101.5;3.1
1452;80 Beveiligings- en opsporingsdiensten;2009 3e kwartaal;99.8;0.4
1453;80 Beveiligings- en opsporingsdiensten;2009 4e kwartaal;105.0;0.6
1454;80 Beveiligings- en opsporingsdiensten;2009;101.9;2.3
1455;80 Beveiligings- en opsporingsdiensten;2010 1e kwartaal;96.8;-4.6
1456;80 Beveiligings- en opsporingsdiensten;2010 2e kwartaal;100.1;-1.3
1457;80 Beveiligings- en opsporingsdiensten;2010 3e kwartaal;99.4;-0.3
1458;80 Beveiligings- en opsporingsdiensten;2010 4e kwartaal;103.6;-1.3
1459;80 Beveiligings- en opsporingsdiensten;2010;100.0;-1.9
1460;80 Beveiligings- en opsporingsdiensten;2011 1e kwartaal;100.6;3.9
1461;80 Beveiligings- en opsporingsdiensten;2011 2e kwartaal;101.4;1.2
1462;80 Beveiligings- en opsporingsdiensten;2011 3e kwartaal;101.1;1.6
1463;80 Beveiligings- en opsporingsdiensten;2011 4e kwartaal;106.8;3.1
1464;80 Beveiligings- en opsporingsdiensten;2011;102.5;2.5
1465;80 Beveiligings- en opsporingsdiensten;2012 1e kwartaal;102.3;1.7
1466;80 Beveiligings- en opsporingsdiensten;2012 2e kwartaal;102.5;1.1
1467;80 Beveiligings- en opsporingsdiensten;2012 3e kwartaal;104.2;3.1
1468;80 Beveiligings- en opsporingsdiensten;2012 4e kwartaal;109.6;2.6
1469;80 Beveiligings- en opsporingsdiensten;2012;104.7;2.1
1470;80 Beveiligings- en opsporingsdiensten;2013 1e kwartaal;103.9;1.6
1471;80 Beveiligings- en opsporingsdiensten;2013 2e kwartaal;100.9;-1.5
1472;80 Beveiligings- en opsporingsdiensten;2013 3e kwartaal;102.6;-1.5
1473;80 Beveiligings- en opsporingsdiensten;2013 4e kwartaal;105.6;-3.7
1474;80 Beveiligings- en opsporingsdiensten;2013;103.3;-1.4
1475;80 Beveiligings- en opsporingsdiensten;2014 1e kwartaal;102.8;-1.1
1476;80 Beveiligings- en opsporingsdiensten;2014 2e kwartaal;101.2;0.2
1477;80 Beveiligings- en opsporingsdiensten;2014 3e kwartaal;101.7;-0.8
1478;80 Beveiligings- en opsporingsdiensten;2014 4e kwartaal;108.8;3.1
1479;80 Beveiligings- en opsporingsdiensten;2014;103.6;0.4
1480;80 Beveiligings- en opsporingsdiensten;2015 1e kwartaal;102.7;-0.1
1481;80 Beveiligings- en opsporingsdiensten;2015 2e kwartaal;104.4;3.2
1482;80 Beveiligings- en opsporingsdiensten;2015 3e kwartaal;106.2;4.4
1483;80 Beveiligings- en opsporingsdiensten;2015 4e kwartaal;115.7;6.3
1484;80 Beveiligings- en opsporingsdiensten;2015;107.3;3.5
1485;80 Beveiligings- en opsporingsdiensten;2016 1e kwartaal;105.1;2.4
1486;80 Beveiligings- en opsporingsdiensten;2016 2e kwartaal;104.1;-0.3
1487;80 Beveiligings- en opsporingsdiensten;2016 3e kwartaal;105.1;-1.1
1488;80 Beveiligings- en opsporingsdiensten;2016 4e kwartaal;111.2;-3.9
1489;80 Beveiligings- en opsporingsdiensten;2016;106.4;-0.8
1490;80 Beveiligings- en opsporingsdiensten;2017 1e kwartaal;107.1;1.9
1491;80 Beveiligings- en opsporingsdiensten;2017 2e kwartaal;108.4;4.1
1492;80 Beveiligings- en opsporingsdiensten;2017 3e kwartaal;111.7;6.4
1493;80 Beveiligings- en opsporingsdiensten;2017 4e kwartaal;117.8;5.9
1494;80 Beveiligings- en opsporingsdiensten;2017;111.2;4.6
1495;81 Schoonmaakbedrijven, hoveniers e.d.;2005 1e kwartaal;68.6;
1496;81 Schoonmaakbedrijven, hoveniers e.d.;2005 2e kwartaal;83.9;
1497;81 Schoonmaakbedrijven, hoveniers e.d.;2005 3e kwartaal;80.8;
1498;81 Schoonmaakbedrijven, hoveniers e.d.;2005 4e kwartaal;95.9;
1499;81 Schoonmaakbedrijven, hoveniers e.d.;2005;82.3;
1500;81 Schoonmaakbedrijven, hoveniers e.d.;2006 1e kwartaal;71.2;3.8
1501;81 Schoonmaakbedrijven, hoveniers e.d.;2006 2e kwartaal;88.9;6.1
1502;81 Schoonmaakbedrijven, hoveniers e.d.;2006 3e kwartaal;87.9;8.9
1503;81 Schoonmaakbedrijven, hoveniers e.d.;2006 4e kwartaal;103.2;7.6
1504;81 Schoonmaakbedrijven, hoveniers e.d.;2006;87.8;6.7
1505;81 Schoonmaakbedrijven, hoveniers e.d.;2007 1e kwartaal;76.9;8.0
1506;81 Schoonmaakbedrijven, hoveniers e.d.;2007 2e kwartaal;93.7;5.4
1507;81 Schoonmaakbedrijven, hoveniers e.d.;2007 3e kwartaal;91.0;3.5
1508;81 Schoonmaakbedrijven, hoveniers e.d.;2007 4e kwartaal;107.3;4.0
1509;81 Schoonmaakbedrijven, hoveniers e.d.;2007;92.3;5.1
1510;81 Schoonmaakbedrijven, hoveniers e.d.;2008 1e kwartaal;82.3;7.0
1511;81 Schoonmaakbedrijven, hoveniers e.d.;2008 2e kwartaal;100.1;6.8
1512;81 Schoonmaakbedrijven, hoveniers e.d.;2008 3e kwartaal;97.9;7.5
1513;81 Schoonmaakbedrijven, hoveniers e.d.;2008 4e kwartaal;114.4;6.6
1514;81 Schoonmaakbedrijven, hoveniers e.d.;2008;98.7;7.0
1515;81 Schoonmaakbedrijven, hoveniers e.d.;2009 1e kwartaal;85.4;3.8
1516;81 Schoonmaakbedrijven, hoveniers e.d.;2009 2e kwartaal;101.0;0.9
1517;81 Schoonmaakbedrijven, hoveniers e.d.;2009 3e kwartaal;99.8;2.0
1518;81 Schoonmaakbedrijven, hoveniers e.d.;2009 4e kwartaal;113.1;-1.2
1519;81 Schoonmaakbedrijven, hoveniers e.d.;2009;99.8;1.2
1520;81 Schoonmaakbedrijven, hoveniers e.d.;2010 1e kwartaal;82.2;-3.8
1521;81 Schoonmaakbedrijven, hoveniers e.d.;2010 2e kwartaal;101.3;0.3
1522;81 Schoonmaakbedrijven, hoveniers e.d.;2010 3e kwartaal;102.0;2.2
1523;81 Schoonmaakbedrijven, hoveniers e.d.;2010 4e kwartaal;114.5;1.2
1524;81 Schoonmaakbedrijven, hoveniers e.d.;2010;100.0;0.2
1525;81 Schoonmaakbedrijven, hoveniers e.d.;2011 1e kwartaal;87.6;6.5
1526;81 Schoonmaakbedrijven, hoveniers e.d.;2011 2e kwartaal;104.5;3.2
1527;81 Schoonmaakbedrijven, hoveniers e.d.;2011 3e kwartaal;100.3;-1.7
1528;81 Schoonmaakbedrijven, hoveniers e.d.;2011 4e kwartaal;117.2;2.4
1529;81 Schoonmaakbedrijven, hoveniers e.d.;2011;102.4;2.4
1530;81 Schoonmaakbedrijven, hoveniers e.d.;2012 1e kwartaal;85.2;-2.7
1531;81 Schoonmaakbedrijven, hoveniers e.d.;2012 2e kwartaal;105.9;1.3
1532;81 Schoonmaakbedrijven, hoveniers e.d.;2012 3e kwartaal;106.3;6.0
1533;81 Schoonmaakbedrijven, hoveniers e.d.;2012 4e kwartaal;115.2;-1.8
1534;81 Schoonmaakbedrijven, hoveniers e.d.;2012;103.1;0.7
1535;81 Schoonmaakbedrijven, hoveniers e.d.;2013 1e kwartaal;84.4;-0.9
1536;81 Schoonmaakbedrijven, hoveniers e.d.;2013 2e kwartaal;106.3;0.3
1537;81 Schoonmaakbedrijven, hoveniers e.d.;2013 3e kwartaal;103.6;-2.5
1538;81 Schoonmaakbedrijven, hoveniers e.d.;2013 4e kwartaal;116.9;1.5
1539;81 Schoonmaakbedrijven, hoveniers e.d.;2013;102.8;-0.3
1540;81 Schoonmaakbedrijven, hoveniers e.d.;2014 1e kwartaal;87.6;3.7
1541;81 Schoonmaakbedrijven, hoveniers e.d.;2014 2e kwartaal;105.1;-1.1
1542;81 Schoonmaakbedrijven, hoveniers e.d.;2014 3e kwartaal;103.7;0.1
1543;81 Schoonmaakbedrijven, hoveniers e.d.;2014 4e kwartaal;121.7;4.1
1544;81 Schoonmaakbedrijven, hoveniers e.d.;2014;104.5;1.7
1545;81 Schoonmaakbedrijven, hoveniers e.d.;2015 1e kwartaal;92.1;5.2
1546;81 Schoonmaakbedrijven, hoveniers e.d.;2015 2e kwartaal;114.0;8.4
1547;81 Schoonmaakbedrijven, hoveniers e.d.;2015 3e kwartaal;108.4;4.5
1548;81 Schoonmaakbedrijven, hoveniers e.d.;2015 4e kwartaal;126.0;3.5
1549;81 Schoonmaakbedrijven, hoveniers e.d.;2015;110.1;5.3
1550;81 Schoonmaakbedrijven, hoveniers e.d.;2016 1e kwartaal;96.0;4.3
1551;81 Schoonmaakbedrijven, hoveniers e.d.;2016 2e kwartaal;115.8;1.6
1552;81 Schoonmaakbedrijven, hoveniers e.d.;2016 3e kwartaal;113.7;4.9
1553;81 Schoonmaakbedrijven, hoveniers e.d.;2016 4e kwartaal;131.8;4.6
1554;81 Schoonmaakbedrijven, hoveniers e.d.;2016;114.3;3.8
1555;81 Schoonmaakbedrijven, hoveniers e.d.;2017 1e kwartaal;102.2;6.5
1556;81 Schoonmaakbedrijven, hoveniers e.d.;2017 2e kwartaal;125.8;8.6
1557;81 Schoonmaakbedrijven, hoveniers e.d.;2017 3e kwartaal;122.0;7.3
1558;81 Schoonmaakbedrijven, hoveniers e.d.;2017 4e kwartaal;140.8;6.9
1559;81 Schoonmaakbedrijven, hoveniers e.d.;2017;122.7;7.3
1560;812 Schoonmaakbedrijven;2005 1e kwartaal;75.5;
1561;812 Schoonmaakbedrijven;2005 2e kwartaal;80.7;
1562;812 Schoonmaakbedrijven;2005 3e kwartaal;81.7;
1563;812 Schoonmaakbedrijven;2005 4e kwartaal;93.8;
1564;812 Schoonmaakbedrijven;2005;82.9;
1565;812 Schoonmaakbedrijven;2006 1e kwartaal;77.7;2.9
1566;812 Schoonmaakbedrijven;2006 2e kwartaal;85.3;5.8
1567;812 Schoonmaakbedrijven;2006 3e kwartaal;89.7;9.8
1568;812 Schoonmaakbedrijven;2006 4e kwartaal;101.3;8.0
1569;812 Schoonmaakbedrijven;2006;88.5;6.7
1570;812 Schoonmaakbedrijven;2007 1e kwartaal;84.3;8.5
1571;812 Schoonmaakbedrijven;2007 2e kwartaal;89.4;4.8
1572;812 Schoonmaakbedrijven;2007 3e kwartaal;91.7;2.2
1573;812 Schoonmaakbedrijven;2007 4e kwartaal;104.1;2.8
1574;812 Schoonmaakbedrijven;2007;92.4;4.4
