ID;RegioS;SamenstellingVanHetHuishouden;Totaal_1;Totaal_2;HuishoudensMetEenLaagInkomen_3;HuishOnderOfRondHetSociaalMinimum_4;Totaal_5;HuishMetEenLangdurigLaagInkomen_6;HuishLangdurigOnderOfRondSocMin_7
1820;Nieuwerkerk aan den IJssel;Totaal particulier huishouden;8.5;8.3;5.0;5.0;7.6;2.0;2.0
1821;Nieuwerkerk aan den IJssel;Eenpersoonshuishouden;1.9;1.8;11.0;10.0;1.7;;
1822;Nieuwerkerk aan den IJssel;Paar zonder kinderen;2.5;2.5;;;2.3;;
1823;Nieuwerkerk aan den IJssel;Paar met kinderen;3.3;3.2;3.0;;2.9;;
1824;Nieuwerkerk aan den IJssel;Eenoudergezin;0.6;0.5;14.0;18.0;0.4;;
1825;Nieuwkoop;Totaal particulier huishouden;4.2;4.1;5.0;4.0;3.7;;
1826;Nieuwkoop;Eenpersoonshuishouden;0.9;0.9;;;0.8;;
1827;Nieuwkoop;Paar zonder kinderen;1.4;1.4;;;1.3;;
1828;Nieuwkoop;Paar met kinderen;1.5;1.5;;;1.3;;
1829;Nieuwkoop;Eenoudergezin;0.2;0.2;;;0.2;;
1830;Nieuw-Lekkerland;Totaal particulier huishouden;3.2;3.1;5.0;4.0;2.9;;
1831;Nieuw-Lekkerland;Eenpersoonshuishouden;0.7;0.7;11.0;11.0;0.6;;
1832;Nieuw-Lekkerland;Paar zonder kinderen;0.9;0.9;;;0.9;;
1833;Nieuw-Lekkerland;Paar met kinderen;1.4;1.4;;;1.3;;
1834;Nieuw-Lekkerland;Eenoudergezin;0.1;0.1;;;0.1;;
1835;Nijefurd;Totaal particulier huishouden;4.6;4.4;14.0;13.0;4.0;5.0;5.0
1836;Nijefurd;Eenpersoonshuishouden;1.4;1.3;26.0;26.0;1.2;12.0;11.0
1837;Nijefurd;Paar zonder kinderen;1.5;1.5;8.0;8.0;1.4;;
1838;Nijefurd;Paar met kinderen;1.3;1.3;7.0;;1.1;;
1839;Nijefurd;Eenoudergezin;0.2;0.2;;;0.2;;
1840;Nijkerk;Totaal particulier huishouden;14.7;14.2;6.0;6.0;12.9;1.0;1.0
1841;Nijkerk;Eenpersoonshuishouden;3.6;3.4;11.0;10.0;3.1;2.0;3.0
1842;Nijkerk;Paar zonder kinderen;4.5;4.5;3.0;3.0;4.2;;
1843;Nijkerk;Paar met kinderen;5.5;5.4;5.0;3.0;4.7;;
1844;Nijkerk;Eenoudergezin;0.6;0.6;22.0;25.0;0.5;;
1845;Nijmegen;Totaal particulier huishouden;68.7;65.6;14.0;12.0;55.8;5.0;5.0
1846;Nijmegen;Eenpersoonshuishouden;29.2;27.5;20.0;18.0;23.0;9.0;8.0
1847;Nijmegen;Paar zonder kinderen;17.2;16.9;5.0;5.0;15.0;2.0;2.0
1848;Nijmegen;Paar met kinderen;15.2;14.7;9.0;5.0;12.8;3.0;1.0
1849;Nijmegen;Eenoudergezin;4.7;4.4;30.0;31.0;3.4;12.0;12.0
1850;Noord-Beveland;Totaal particulier huishouden;3.2;3.1;8.0;8.0;2.8;;
1851;Noord-Beveland;Eenpersoonshuishouden;1.0;0.9;12.0;13.0;0.8;;
1852;Noord-Beveland;Paar zonder kinderen;1.3;1.3;;;1.2;;
1853;Noord-Beveland;Paar met kinderen;0.8;0.7;;;0.6;;
1854;Noord-Beveland;Eenoudergezin;0.1;0.1;;;0.1;;
1855;Noordenveld;Totaal particulier huishouden;13.0;12.7;7.0;7.0;11.7;2.0;2.0
1856;Noordenveld;Eenpersoonshuishouden;3.4;3.3;13.0;12.0;3.1;3.0;3.0
1857;Noordenveld;Paar zonder kinderen;4.7;4.7;4.0;4.0;4.4;;
1858;Noordenveld;Paar met kinderen;4.0;3.9;5.0;3.0;3.5;;
1859;Noordenveld;Eenoudergezin;0.6;0.5;20.0;23.0;0.4;;
1860;Noorder-Koggenland;Totaal particulier huishouden;4.1;4.0;7.0;5.0;3.7;;
1861;Noorder-Koggenland;Eenpersoonshuishouden;0.9;0.9;14.0;12.0;0.8;;
1862;Noorder-Koggenland;Paar zonder kinderen;1.4;1.4;;;1.3;;
1863;Noorder-Koggenland;Paar met kinderen;1.4;1.4;5.0;;1.3;;
1864;Noorder-Koggenland;Eenoudergezin;0.2;0.2;;;0.2;;
1865;Noordoostpolder;Totaal particulier huishouden;17.6;17.0;10.0;8.0;15.0;2.0;1.0
1866;Noordoostpolder;Eenpersoonshuishouden;4.5;4.3;10.0;10.0;4.0;2.0;
1867;Noordoostpolder;Paar zonder kinderen;5.5;5.4;6.0;6.0;4.9;;
1868;Noordoostpolder;Paar met kinderen;6.3;6.1;10.0;7.0;5.3;2.0;
1869;Noordoostpolder;Eenoudergezin;0.9;0.8;29.0;28.0;0.6;;
1870;Noordwijk;Totaal particulier huishouden;10.0;9.6;7.0;7.0;8.6;2.0;2.0
1871;Noordwijk;Eenpersoonshuishouden;3.2;3.0;11.0;11.0;2.7;4.0;3.0
1872;Noordwijk;Paar zonder kinderen;2.9;2.9;4.0;4.0;2.6;;
1873;Noordwijk;Paar met kinderen;3.0;2.9;5.0;4.0;2.6;;
1874;Noordwijk;Eenoudergezin;0.6;0.5;17.0;15.0;0.4;;
1875;Noordwijkerhout;Totaal particulier huishouden;6.0;5.8;7.0;7.0;5.3;2.0;1.0
1876;Noordwijkerhout;Eenpersoonshuishouden;1.8;1.7;12.0;11.0;1.5;;
1877;Noordwijkerhout;Paar zonder kinderen;1.7;1.7;;5.0;1.6;;
1878;Noordwijkerhout;Paar met kinderen;2.0;1.9;5.0;4.0;1.7;;
1879;Noordwijkerhout;Eenoudergezin;0.3;0.3;;;0.3;;
1880;Nuenen, Gerwen en Nederwetten;Totaal particulier huishouden;8.9;8.8;6.0;5.0;8.0;1.0;1.0
1881;Nuenen, Gerwen en Nederwetten;Eenpersoonshuishouden;1.9;1.8;11.0;10.0;1.7;;
1882;Nuenen, Gerwen en Nederwetten;Paar zonder kinderen;3.1;3.1;;;3.0;;
1883;Nuenen, Gerwen en Nederwetten;Paar met kinderen;3.2;3.2;4.0;3.0;2.9;;
1884;Nuenen, Gerwen en Nederwetten;Eenoudergezin;0.4;0.4;22.0;26.0;0.3;;
1885;Nunspeet;Totaal particulier huishouden;9.5;9.3;6.0;5.0;8.4;1.0;
1886;Nunspeet;Eenpersoonshuishouden;2.4;2.3;11.0;11.0;2.1;;
1887;Nunspeet;Paar zonder kinderen;2.7;2.7;;3.0;2.5;;
1888;Nunspeet;Paar met kinderen;3.6;3.5;5.0;3.0;3.1;;
1889;Nunspeet;Eenoudergezin;0.4;0.4;;;0.4;;
1890;Nuth;Totaal particulier huishouden;6.5;6.3;7.0;6.0;5.8;2.0;1.0
1891;Nuth;Eenpersoonshuishouden;1.6;1.5;13.0;13.0;1.4;;
1892;Nuth;Paar zonder kinderen;2.3;2.3;3.0;3.0;2.2;;
1893;Nuth;Paar met kinderen;2.0;2.0;6.0;4.0;1.7;;
1894;Nuth;Eenoudergezin;0.3;0.3;;;0.3;;
1895;Obdam;Totaal particulier huishouden;2.5;2.5;5.0;4.0;2.3;;
1896;Obdam;Eenpersoonshuishouden;0.6;0.6;12.0;;0.6;;
1897;Obdam;Paar zonder kinderen;0.8;0.8;;;0.7;;
1898;Obdam;Paar met kinderen;1.0;1.0;;;0.9;;
1899;Obdam;Eenoudergezin;;;;;;;
1900;Oegstgeest;Totaal particulier huishouden;8.6;8.3;5.0;5.0;7.5;1.0;1.0
1901;Oegstgeest;Eenpersoonshuishouden;2.7;2.6;10.0;9.0;2.4;3.0;
1902;Oegstgeest;Paar zonder kinderen;2.4;2.4;;;2.2;;
1903;Oegstgeest;Paar met kinderen;2.8;2.7;3.0;;2.4;;
1904;Oegstgeest;Eenoudergezin;0.5;0.4;;;0.3;;
1905;Oirschot;Totaal particulier huishouden;6.6;6.5;5.0;5.0;6.0;;
1906;Oirschot;Eenpersoonshuishouden;1.5;1.4;8.0;8.0;1.3;;
1907;Oirschot;Paar zonder kinderen;2.0;2.0;3.0;4.0;1.9;;
1908;Oirschot;Paar met kinderen;2.6;2.5;4.0;;2.3;;
1909;Oirschot;Eenoudergezin;0.3;0.3;;;0.2;;
1910;Oisterwijk;Totaal particulier huishouden;10.2;9.9;7.0;7.0;9.1;2.0;1.0
1911;Oisterwijk;Eenpersoonshuishouden;2.6;2.5;14.0;13.0;2.4;4.0;
1912;Oisterwijk;Paar zonder kinderen;3.2;3.2;3.0;3.0;3.0;;
1913;Oisterwijk;Paar met kinderen;3.5;3.5;5.0;4.0;3.1;;
1914;Oisterwijk;Eenoudergezin;0.5;0.4;19.0;19.0;0.4;;
1915;Oldebroek;Totaal particulier huishouden;7.6;7.5;5.0;4.0;6.9;;
1916;Oldebroek;Eenpersoonshuishouden;1.4;1.3;10.0;10.0;1.2;;
1917;Oldebroek;Paar zonder kinderen;2.0;2.0;;;1.9;;
1918;Oldebroek;Paar met kinderen;3.4;3.4;5.0;2.0;3.0;;
1919;Oldebroek;Eenoudergezin;0.3;0.3;;;0.3;;
1920;Oldenzaal;Totaal particulier huishouden;12.7;12.3;8.0;7.0;11.1;3.0;2.0
1921;Oldenzaal;Eenpersoonshuishouden;3.5;3.4;15.0;14.0;3.1;6.0;6.0
1922;Oldenzaal;Paar zonder kinderen;4.2;4.2;3.0;3.0;3.9;;
1923;Oldenzaal;Paar met kinderen;4.1;3.9;6.0;4.0;3.5;;
1924;Oldenzaal;Eenoudergezin;0.5;0.5;24.0;25.0;0.4;;
1925;Olst-Wijhe;Totaal particulier huishouden;6.6;6.4;8.0;6.0;5.9;2.0;1.0
1926;Olst-Wijhe;Eenpersoonshuishouden;1.6;1.5;15.0;12.0;1.4;;
1927;Olst-Wijhe;Paar zonder kinderen;2.1;2.1;4.0;;2.0;;
1928;Olst-Wijhe;Paar met kinderen;2.4;2.4;5.0;4.0;2.1;;
1929;Olst-Wijhe;Eenoudergezin;0.3;0.3;;;0.2;;
1930;Ommen;Totaal particulier huishouden;6.5;6.4;7.0;6.0;5.8;1.0;
1931;Ommen;Eenpersoonshuishouden;1.6;1.6;11.0;10.0;1.5;;
1932;Ommen;Paar zonder kinderen;2.1;2.0;4.0;4.0;1.9;;
1933;Ommen;Paar met kinderen;2.3;2.2;5.0;4.0;2.0;;
1934;Ommen;Eenoudergezin;0.3;0.2;;;0.2;;
1935;Onderbanken;Totaal particulier huishouden;3.3;3.2;9.0;8.0;2.8;3.0;3.0
1936;Onderbanken;Eenpersoonshuishouden;0.7;0.6;20.0;18.0;0.6;;
1937;Onderbanken;Paar zonder kinderen;1.1;1.1;;;1.1;;
1938;Onderbanken;Paar met kinderen;1.2;1.1;;;0.9;;
1939;Onderbanken;Eenoudergezin;0.2;0.2;;;0.1;;
1940;Oosterhout;Totaal particulier huishouden;21.8;21.2;7.0;6.0;19.1;1.0;1.0
1941;Oosterhout;Eenpersoonshuishouden;6.0;5.7;13.0;13.0;5.2;3.0;3.0
1942;Oosterhout;Paar zonder kinderen;7.2;7.1;3.0;3.0;6.7;;
1943;Oosterhout;Paar met kinderen;6.9;6.8;4.0;2.0;6.0;;
1944;Oosterhout;Eenoudergezin;1.1;1.0;20.0;20.0;0.8;;
1945;Oostflakkee;Totaal particulier huishouden;4.0;3.9;7.0;7.0;3.6;2.0;
1946;Oostflakkee;Eenpersoonshuishouden;0.9;0.9;16.0;17.0;0.9;;
1947;Oostflakkee;Paar zonder kinderen;1.4;1.4;;;1.3;;
1948;Oostflakkee;Paar met kinderen;1.4;1.4;;;1.3;;
1949;Oostflakkee;Eenoudergezin;0.2;0.2;;;0.1;;
1950;Ooststellingwerf;Totaal particulier huishouden;10.5;10.2;10.0;9.0;9.4;2.0;2.0
1951;Ooststellingwerf;Eenpersoonshuishouden;2.6;2.5;17.0;17.0;2.4;3.0;3.0
1952;Ooststellingwerf;Paar zonder kinderen;3.7;3.7;4.0;4.0;3.4;;
1953;Ooststellingwerf;Paar met kinderen;3.4;3.3;7.0;4.0;2.9;;
1954;Ooststellingwerf;Eenoudergezin;0.6;0.5;23.0;24.0;0.4;;
1955;Oostzaan;Totaal particulier huishouden;3.7;3.6;4.0;4.0;3.3;;
1956;Oostzaan;Eenpersoonshuishouden;0.8;0.8;10.0;10.0;0.8;;
1957;Oostzaan;Paar zonder kinderen;1.2;1.2;;;1.1;;
1958;Oostzaan;Paar met kinderen;1.3;1.3;;;1.2;;
1959;Oostzaan;Eenoudergezin;0.2;0.2;;;0.2;;
1960;Opmeer;Totaal particulier huishouden;4.2;4.1;6.0;5.0;3.8;;
1961;Opmeer;Eenpersoonshuishouden;1.0;1.0;10.0;10.0;0.9;;
1962;Opmeer;Paar zonder kinderen;1.3;1.3;;;1.2;;
1963;Opmeer;Paar met kinderen;1.7;1.6;5.0;;1.5;;
1964;Opmeer;Eenoudergezin;0.2;0.2;;;0.1;;
1965;Opsterland;Totaal particulier huishouden;11.6;11.3;9.0;7.0;10.2;2.0;2.0
1966;Opsterland;Eenpersoonshuishouden;3.0;2.9;14.0;12.0;2.7;;3.0
1967;Opsterland;Paar zonder kinderen;3.7;3.7;5.0;4.0;3.4;;
1968;Opsterland;Paar met kinderen;4.1;4.0;7.0;4.0;3.5;;
1969;Opsterland;Eenoudergezin;0.5;0.4;30.0;28.0;0.3;;
1970;Oss;Totaal particulier huishouden;30.5;29.8;9.0;7.0;26.9;3.0;2.0
1971;Oss;Eenpersoonshuishouden;8.1;7.9;16.0;14.0;7.2;6.0;5.0
1972;Oss;Paar zonder kinderen;9.3;9.2;4.0;4.0;8.6;1.0;1.0
1973;Oss;Paar met kinderen;10.2;10.0;5.0;3.0;8.9;2.0;
1974;Oss;Eenoudergezin;1.6;1.5;28.0;29.0;1.2;8.0;7.0
1975;Oud-Beijerland;Totaal particulier huishouden;9.2;9.0;5.0;5.0;8.3;1.0;1.0
1976;Oud-Beijerland;Eenpersoonshuishouden;2.1;2.1;11.0;11.0;2.0;;
1977;Oud-Beijerland;Paar zonder kinderen;2.8;2.8;;;2.6;;
1978;Oud-Beijerland;Paar met kinderen;3.5;3.5;3.0;;3.1;;
1979;Oud-Beijerland;Eenoudergezin;0.5;0.5;;;0.4;;
1980;Oude IJsselstreek;Totaal particulier huishouden;15.7;15.2;8.0;8.0;13.8;2.0;2.0
1981;Oude IJsselstreek;Eenpersoonshuishouden;3.8;3.7;16.0;16.0;3.4;4.0;4.0
1982;Oude IJsselstreek;Paar zonder kinderen;5.1;5.0;5.0;5.0;4.7;;
1983;Oude IJsselstreek;Paar met kinderen;5.5;5.3;6.0;3.0;4.7;2.0;
1984;Oude IJsselstreek;Eenoudergezin;0.7;0.7;13.0;16.0;0.5;;
1985;Ouder-Amstel;Totaal particulier huishouden;5.5;5.2;6.0;6.0;4.7;2.0;2.0
1986;Ouder-Amstel;Eenpersoonshuishouden;1.8;1.7;9.0;10.0;1.5;;
1987;Ouder-Amstel;Paar zonder kinderen;1.5;1.5;;;1.4;;
1988;Ouder-Amstel;Paar met kinderen;1.7;1.7;4.0;;1.5;;
1989;Ouder-Amstel;Eenoudergezin;0.3;0.3;;;0.2;;
1990;Ouderkerk;Totaal particulier huishouden;3.0;2.9;5.0;4.0;2.7;;
1991;Ouderkerk;Eenpersoonshuishouden;0.6;0.6;;;0.5;;
1992;Ouderkerk;Paar zonder kinderen;0.9;0.9;;;0.9;;
1993;Ouderkerk;Paar met kinderen;1.2;1.2;;;1.1;;
1994;Ouderkerk;Eenoudergezin;0.1;0.1;;;0.1;;
1995;Oudewater;Totaal particulier huishouden;3.8;3.8;6.0;5.0;3.4;;
1996;Oudewater;Eenpersoonshuishouden;1.0;1.0;13.0;12.0;0.9;;
1997;Oudewater;Paar zonder kinderen;1.1;1.1;;;1.0;;
1998;Oudewater;Paar met kinderen;1.4;1.4;;;1.2;;
1999;Oudewater;Eenoudergezin;0.2;0.2;;;0.1;;
2000;Overbetuwe;Totaal particulier huishouden;16.5;16.1;8.0;6.0;14.7;2.0;1.0
2001;Overbetuwe;Eenpersoonshuishouden;3.9;3.8;17.0;15.0;3.5;5.0;4.0
2002;Overbetuwe;Paar zonder kinderen;5.2;5.1;3.0;3.0;4.8;;
2003;Overbetuwe;Paar met kinderen;6.1;6.0;4.0;3.0;5.4;;
2004;Overbetuwe;Eenoudergezin;0.8;0.7;19.0;20.0;0.6;;
2005;Papendrecht;Totaal particulier huishouden;12.8;12.5;7.0;6.0;11.6;2.0;2.0
2006;Papendrecht;Eenpersoonshuishouden;3.3;3.1;13.0;12.0;3.0;4.0;4.0
2007;Papendrecht;Paar zonder kinderen;4.2;4.2;3.0;3.0;4.0;;
2008;Papendrecht;Paar met kinderen;4.3;4.2;4.0;;3.9;;
2009;Papendrecht;Eenoudergezin;0.7;0.7;25.0;25.0;0.5;;
2010;Pekela;Totaal particulier huishouden;5.5;5.3;13.0;9.0;4.9;3.0;2.0
2011;Pekela;Eenpersoonshuishouden;1.5;1.4;23.0;20.0;1.3;;
2012;Pekela;Paar zonder kinderen;1.8;1.8;6.0;5.0;1.7;;
2013;Pekela;Paar met kinderen;1.8;1.7;8.0;;1.5;;
2014;Pekela;Eenoudergezin;0.3;0.3;26.0;;0.3;;
2015;Pijnacker-Nootdorp;Totaal particulier huishouden;15.1;14.8;5.0;5.0;13.6;1.0;1.0
2016;Pijnacker-Nootdorp;Eenpersoonshuishouden;3.0;2.8;9.0;8.0;2.6;;
2017;Pijnacker-Nootdorp;Paar zonder kinderen;4.7;4.7;2.0;2.0;4.4;;
2018;Pijnacker-Nootdorp;Paar met kinderen;6.4;6.3;4.0;3.0;5.8;;
2019;Pijnacker-Nootdorp;Eenoudergezin;0.7;0.6;25.0;25.0;0.5;;
2020;Purmerend;Totaal particulier huishouden;32.5;31.6;8.0;7.0;28.6;2.0;2.0
2021;Purmerend;Eenpersoonshuishouden;9.4;9.0;14.0;13.0;8.4;5.0;5.0
2022;Purmerend;Paar zonder kinderen;9.3;9.2;3.0;3.0;8.7;1.0;1.0
2023;Purmerend;Paar met kinderen;10.3;10.1;4.0;2.0;9.1;1.0;
2024;Purmerend;Eenoudergezin;2.4;2.2;22.0;23.0;1.7;7.0;7.0
2025;Putten;Totaal particulier huishouden;8.4;8.1;6.0;5.0;7.3;1.0;
2026;Putten;Eenpersoonshuishouden;2.0;1.9;9.0;8.0;1.7;;
2027;Putten;Paar zonder kinderen;2.4;2.4;4.0;4.0;2.2;;
2028;Putten;Paar met kinderen;3.2;3.2;5.0;4.0;2.8;;
2029;Putten;Eenoudergezin;0.3;0.3;;;0.2;;
2030;Raalte;Totaal particulier huishouden;14.1;13.8;6.0;6.0;12.7;2.0;1.0
2031;Raalte;Eenpersoonshuishouden;3.3;3.2;15.0;15.0;3.0;3.0;3.0
2032;Raalte;Paar zonder kinderen;4.4;4.4;2.0;3.0;4.1;;
2033;Raalte;Paar met kinderen;5.3;5.2;4.0;2.0;4.7;;
2034;Raalte;Eenoudergezin;0.6;0.5;;;0.4;;
2035;Reeuwijk;Totaal particulier huishouden;4.9;4.7;6.0;6.0;4.4;2.0;2.0
2036;Reeuwijk;Eenpersoonshuishouden;1.1;1.1;10.0;12.0;1.0;;
2037;Reeuwijk;Paar zonder kinderen;1.6;1.6;;;1.5;;
2038;Reeuwijk;Paar met kinderen;1.8;1.8;4.0;;1.6;;
2039;Reeuwijk;Eenoudergezin;0.2;0.2;;;0.1;;
2040;Reiderland;Totaal particulier huishouden;3.0;2.8;11.0;10.0;2.5;3.0;
2041;Reiderland;Eenpersoonshuishouden;0.9;0.9;15.0;15.0;0.8;;
2042;Reiderland;Paar zonder kinderen;1.0;0.9;;;0.9;;
2043;Reiderland;Paar met kinderen;0.9;0.8;11.0;;0.7;;
2044;Reiderland;Eenoudergezin;0.1;0.1;;;0.1;;
2045;Reimerswaal;Totaal particulier huishouden;8.0;7.7;7.0;7.0;7.0;1.0;1.0
2046;Reimerswaal;Eenpersoonshuishouden;2.1;2.0;14.0;16.0;1.9;;
2047;Reimerswaal;Paar zonder kinderen;2.4;2.4;;;2.2;;
2048;Reimerswaal;Paar met kinderen;3.0;2.9;6.0;3.0;2.6;;
2049;Reimerswaal;Eenoudergezin;0.3;0.3;;;0.2;;
2050;Renkum;Totaal particulier huishouden;13.6;13.3;7.0;6.0;12.1;1.0;1.0
2051;Renkum;Eenpersoonshuishouden;4.6;4.4;11.0;10.0;4.1;;
2052;Renkum;Paar zonder kinderen;4.5;4.4;2.0;2.0;4.2;;
2053;Renkum;Paar met kinderen;3.6;3.5;5.0;3.0;3.2;;
2054;Renkum;Eenoudergezin;0.6;0.6;26.0;27.0;0.5;;
2055;Renswoude;Totaal particulier huishouden;1.5;1.5;8.0;7.0;0.9;;
2056;Renswoude;Eenpersoonshuishouden;0.3;0.3;;;0.2;;
2057;Renswoude;Paar zonder kinderen;0.4;0.4;;;0.3;;
2058;Renswoude;Paar met kinderen;0.6;0.6;;;0.4;;
2059;Renswoude;Eenoudergezin;;;;;;;
2060;Reusel-De Mierden;Totaal particulier huishouden;4.5;4.4;6.0;6.0;4.0;;
2061;Reusel-De Mierden;Eenpersoonshuishouden;0.9;0.9;9.0;10.0;0.8;;
2062;Reusel-De Mierden;Paar zonder kinderen;1.4;1.4;;;1.3;;
2063;Reusel-De Mierden;Paar met kinderen;1.8;1.8;6.0;4.0;1.6;;
2064;Reusel-De Mierden;Eenoudergezin;0.2;0.2;;;0.1;;
2065;Rheden;Totaal particulier huishouden;19.1;18.5;8.0;7.0;17.0;2.0;2.0
2066;Rheden;Eenpersoonshuishouden;6.2;6.0;14.0;12.0;5.5;5.0;5.0
2067;Rheden;Paar zonder kinderen;6.6;6.5;3.0;3.0;6.2;;
2068;Rheden;Paar met kinderen;4.8;4.7;6.0;4.0;4.1;2.0;
2069;Rheden;Eenoudergezin;1.1;1.0;21.0;23.0;0.8;;
2070;Rhenen;Totaal particulier huishouden;7.1;6.9;6.0;5.0;6.3;1.0;1.0
2071;Rhenen;Eenpersoonshuishouden;1.9;1.8;9.0;8.0;1.7;;
2072;Rhenen;Paar zonder kinderen;2.3;2.3;;;2.2;;
2073;Rhenen;Paar met kinderen;2.3;2.3;6.0;3.0;2.0;;
2074;Rhenen;Eenoudergezin;0.3;0.3;;;0.2;;
2075;Ridderkerk;Totaal particulier huishouden;19.3;18.8;6.0;6.0;17.5;2.0;2.0
2076;Ridderkerk;Eenpersoonshuishouden;5.8;5.6;12.0;11.0;5.4;5.0;5.0
2077;Ridderkerk;Paar zonder kinderen;6.5;6.5;2.0;2.0;6.2;;
2078;Ridderkerk;Paar met kinderen;5.4;5.3;4.0;2.0;4.8;;
2079;Ridderkerk;Eenoudergezin;1.0;0.9;18.0;19.0;0.8;;
2080;Rijnwaarden;Totaal particulier huishouden;4.3;4.1;8.0;7.0;3.7;;
2081;Rijnwaarden;Eenpersoonshuishouden;1.0;0.9;16.0;13.0;0.8;;
2082;Rijnwaarden;Paar zonder kinderen;1.4;1.4;;;1.3;;
2083;Rijnwaarden;Paar met kinderen;1.6;1.5;7.0;;1.3;;
2084;Rijnwaarden;Eenoudergezin;0.2;0.2;;;0.2;;
2085;Rijnwoude;Totaal particulier huishouden;7.1;6.9;5.0;5.0;6.3;;
2086;Rijnwoude;Eenpersoonshuishouden;1.5;1.4;8.0;8.0;1.3;;
2087;Rijnwoude;Paar zonder kinderen;2.2;2.2;3.0;4.0;2.1;;
2088;Rijnwoude;Paar met kinderen;2.8;2.7;4.0;;2.5;;
2089;Rijnwoude;Eenoudergezin;0.3;0.3;;24.0;0.2;;
2090;Rijssen-Holten;Totaal particulier huishouden;12.7;12.4;5.0;4.0;11.4;1.0;1.0
2091;Rijssen-Holten;Eenpersoonshuishouden;2.8;2.7;8.0;8.0;2.6;;
2092;Rijssen-Holten;Paar zonder kinderen;3.6;3.6;3.0;4.0;3.4;;
2093;Rijssen-Holten;Paar met kinderen;5.3;5.1;5.0;2.0;4.6;;
2094;Rijssen-Holten;Eenoudergezin;0.5;0.4;;;0.4;;
2095;Rijswijk (ZH.);Totaal particulier huishouden;22.7;21.9;8.0;8.0;19.8;3.0;2.0
2096;Rijswijk (ZH.);Eenpersoonshuishouden;9.1;8.7;11.0;10.0;8.0;4.0;3.0
2097;Rijswijk (ZH.);Paar zonder kinderen;7.0;6.9;3.0;3.0;6.4;;
2098;Rijswijk (ZH.);Paar met kinderen;4.4;4.3;6.0;4.0;3.7;;
2099;Rijswijk (ZH.);Eenoudergezin;1.6;1.5;26.0;29.0;1.2;12.0;12.0
2100;Roerdalen;Totaal particulier huishouden;4.3;4.1;8.0;8.0;3.8;;
2101;Roerdalen;Eenpersoonshuishouden;1.1;1.0;13.0;14.0;1.0;;
2102;Roerdalen;Paar zonder kinderen;1.5;1.5;;;1.4;;
2103;Roerdalen;Paar met kinderen;1.4;1.3;6.0;;1.2;;
2104;Roerdalen;Eenoudergezin;0.2;0.2;;;0.2;;
2105;Roermond;Totaal particulier huishouden;19.9;18.8;14.0;12.0;16.3;5.0;5.0
2106;Roermond;Eenpersoonshuishouden;6.8;6.4;20.0;19.0;5.6;8.0;8.0
2107;Roermond;Paar zonder kinderen;5.8;5.7;5.0;5.0;5.1;2.0;2.0
2108;Roermond;Paar met kinderen;5.1;4.7;11.0;6.0;4.0;3.0;
2109;Roermond;Eenoudergezin;1.4;1.3;35.0;38.0;1.0;13.0;13.0
2110;Roggel en Neer;Totaal particulier huishouden;3.2;3.2;6.0;6.0;2.9;;
2111;Roggel en Neer;Eenpersoonshuishouden;0.7;0.7;11.0;11.0;0.7;;
2112;Roggel en Neer;Paar zonder kinderen;1.0;1.0;;;0.9;;
2113;Roggel en Neer;Paar met kinderen;1.3;1.3;;;1.2;;
2114;Roggel en Neer;Eenoudergezin;0.1;0.1;;;0.1;;
2115;Roosendaal;Totaal particulier huishouden;32.2;31.0;9.0;8.0;27.6;3.0;3.0
2116;Roosendaal;Eenpersoonshuishouden;9.4;8.8;17.0;15.0;7.9;6.0;5.0
2117;Roosendaal;Paar zonder kinderen;10.2;10.1;3.0;3.0;9.4;1.0;1.0
2118;Roosendaal;Paar met kinderen;9.7;9.4;7.0;4.0;8.1;2.0;1.0
2119;Roosendaal;Eenoudergezin;1.7;1.6;23.0;24.0;1.3;8.0;8.0
2120;Rotterdam;Totaal particulier huishouden;268.1;251.9;17.0;15.0;211.0;7.0;6.0
2121;Rotterdam;Eenpersoonshuishouden;115.5;107.2;22.0;20.0;92.5;9.0;8.0
2122;Rotterdam;Paar zonder kinderen;60.0;58.8;6.0;6.0;51.3;2.0;2.0
2123;Rotterdam;Paar met kinderen;53.0;50.4;14.0;8.0;40.7;5.0;2.0
2124;Rotterdam;Eenoudergezin;26.1;23.3;31.0;32.0;17.9;14.0;14.0
2125;Rozenburg;Totaal particulier huishouden;5.5;5.4;6.0;5.0;4.9;2.0;2.0
2126;Rozenburg;Eenpersoonshuishouden;1.6;1.6;11.0;9.0;1.4;;
2127;Rozenburg;Paar zonder kinderen;1.8;1.8;;;1.7;;
2128;Rozenburg;Paar met kinderen;1.6;1.6;;;1.4;;
2129;Rozenburg;Eenoudergezin;0.3;0.2;;;0.2;;
2130;Rozendaal;Totaal particulier huishouden;0.6;0.6;;;0.3;;
2131;Rozendaal;Eenpersoonshuishouden;0.1;0.1;;;;;
2132;Rozendaal;Paar zonder kinderen;0.3;0.3;;;0.2;;
2133;Rozendaal;Paar met kinderen;0.2;0.2;;;0.1;;
2134;Rozendaal;Eenoudergezin;;;;;;;
2135;Rucphen;Totaal particulier huishouden;8.9;8.6;7.0;7.0;7.9;2.0;1.0
2136;Rucphen;Eenpersoonshuishouden;1.8;1.7;15.0;15.0;1.5;;
2137;Rucphen;Paar zonder kinderen;3.1;3.1;3.0;3.0;2.9;;
