ID;TypeGefailleerde;Perioden;FaillissementenZittingsdaggecorrigeerd_1
1295;Natuurlijk persoon zonder eenmanszaak;2012;3002
1296;Natuurlijk persoon zonder eenmanszaak;2013 januari;271
1297;Natuurlijk persoon zonder eenmanszaak;2013 februari;245
1298;Natuurlijk persoon zonder eenmanszaak;2013 maart;301
1299;Natuurlijk persoon zonder eenmanszaak;2013 1e kwartaal;817
1300;Natuurlijk persoon zonder eenmanszaak;2013 april;264
1301;Natuurlijk persoon zonder eenmanszaak;2013 mei;308
1302;Natuurlijk persoon zonder eenmanszaak;2013 juni;265
1303;Natuurlijk persoon zonder eenmanszaak;2013 2e kwartaal;837
1304;Natuurlijk persoon zonder eenmanszaak;2013 juli;232
1305;Natuurlijk persoon zonder eenmanszaak;2013 augustus;201
1306;Natuurlijk persoon zonder eenmanszaak;2013 september;212
1307;Natuurlijk persoon zonder eenmanszaak;2013 3e kwartaal;645
1308;Natuurlijk persoon zonder eenmanszaak;2013 oktober;251
1309;Natuurlijk persoon zonder eenmanszaak;2013 november;252
1310;Natuurlijk persoon zonder eenmanszaak;2013 december;216
1311;Natuurlijk persoon zonder eenmanszaak;2013 4e kwartaal;719
1312;Natuurlijk persoon zonder eenmanszaak;2013;3018
1313;Natuurlijk persoon zonder eenmanszaak;2014 januari;244
1314;Natuurlijk persoon zonder eenmanszaak;2014 februari;235
1315;Natuurlijk persoon zonder eenmanszaak;2014 maart;192
1316;Natuurlijk persoon zonder eenmanszaak;2014 1e kwartaal;671
1317;Natuurlijk persoon zonder eenmanszaak;2014 april;197
1318;Natuurlijk persoon zonder eenmanszaak;2014 mei;177
1319;Natuurlijk persoon zonder eenmanszaak;2014 juni;139
1320;Natuurlijk persoon zonder eenmanszaak;2014 2e kwartaal;513
1321;Natuurlijk persoon zonder eenmanszaak;2014 juli;126
1322;Natuurlijk persoon zonder eenmanszaak;2014 augustus;150
1323;Natuurlijk persoon zonder eenmanszaak;2014 september;150
1324;Natuurlijk persoon zonder eenmanszaak;2014 3e kwartaal;426
1325;Natuurlijk persoon zonder eenmanszaak;2014 oktober;153
1326;Natuurlijk persoon zonder eenmanszaak;2014 november;152
1327;Natuurlijk persoon zonder eenmanszaak;2014 december;133
1328;Natuurlijk persoon zonder eenmanszaak;2014 4e kwartaal;438
1329;Natuurlijk persoon zonder eenmanszaak;2014;2048
1330;Natuurlijk persoon zonder eenmanszaak;2015 januari;124
1331;Natuurlijk persoon zonder eenmanszaak;2015 februari;155
1332;Natuurlijk persoon zonder eenmanszaak;2015 maart;132
1333;Natuurlijk persoon zonder eenmanszaak;2015 1e kwartaal;411
1334;Natuurlijk persoon zonder eenmanszaak;2015 april;117
1335;Natuurlijk persoon zonder eenmanszaak;2015 mei;106
1336;Natuurlijk persoon zonder eenmanszaak;2015 juni;94
1337;Natuurlijk persoon zonder eenmanszaak;2015 2e kwartaal;317
1338;Natuurlijk persoon zonder eenmanszaak;2015 juli;105
1339;Natuurlijk persoon zonder eenmanszaak;2015 augustus;85
1340;Natuurlijk persoon zonder eenmanszaak;2015 september;92
1341;Natuurlijk persoon zonder eenmanszaak;2015 3e kwartaal;282
1342;Natuurlijk persoon zonder eenmanszaak;2015 oktober;116
1343;Natuurlijk persoon zonder eenmanszaak;2015 november;90
1344;Natuurlijk persoon zonder eenmanszaak;2015 december;116
1345;Natuurlijk persoon zonder eenmanszaak;2015 4e kwartaal;322
1346;Natuurlijk persoon zonder eenmanszaak;2015;1332
1347;Natuurlijk persoon zonder eenmanszaak;2016 januari;82
1348;Natuurlijk persoon zonder eenmanszaak;2016 februari;90
1349;Natuurlijk persoon zonder eenmanszaak;2016 maart;102
1350;Natuurlijk persoon zonder eenmanszaak;2016 1e kwartaal;274
1351;Natuurlijk persoon zonder eenmanszaak;2016 april;93
1352;Natuurlijk persoon zonder eenmanszaak;2016 mei;87
1353;Natuurlijk persoon zonder eenmanszaak;2016 juni;78
1354;Natuurlijk persoon zonder eenmanszaak;2016 2e kwartaal;258
1355;Natuurlijk persoon zonder eenmanszaak;2016 juli;71
1356;Natuurlijk persoon zonder eenmanszaak;2016 augustus;75
1357;Natuurlijk persoon zonder eenmanszaak;2016 september;63
1358;Natuurlijk persoon zonder eenmanszaak;2016 3e kwartaal;209
1359;Natuurlijk persoon zonder eenmanszaak;2016 oktober;65
1360;Natuurlijk persoon zonder eenmanszaak;2016 november;65
1361;Natuurlijk persoon zonder eenmanszaak;2016 december;69
1362;Natuurlijk persoon zonder eenmanszaak;2016 4e kwartaal;199
1363;Natuurlijk persoon zonder eenmanszaak;2016;940
1364;Natuurlijk persoon zonder eenmanszaak;2017 januari;60
1365;Natuurlijk persoon zonder eenmanszaak;2017 februari;55
1366;Natuurlijk persoon zonder eenmanszaak;2017 maart;73
1367;Natuurlijk persoon zonder eenmanszaak;2017 1e kwartaal;188
1368;Natuurlijk persoon zonder eenmanszaak;2017 april;76
1369;Natuurlijk persoon zonder eenmanszaak;2017 mei;75
1370;Natuurlijk persoon zonder eenmanszaak;2017 juni;60
1371;Natuurlijk persoon zonder eenmanszaak;2017 2e kwartaal;211
1372;Natuurlijk persoon zonder eenmanszaak;2017 juli;55
1373;Natuurlijk persoon zonder eenmanszaak;2017 augustus;62
1374;Natuurlijk persoon zonder eenmanszaak;2017 september;70
1375;Natuurlijk persoon zonder eenmanszaak;2017 3e kwartaal;187
1376;Natuurlijk persoon zonder eenmanszaak;2017 oktober;66
1377;Natuurlijk persoon zonder eenmanszaak;2017 november;53
1378;Natuurlijk persoon zonder eenmanszaak;2017 december;48
1379;Natuurlijk persoon zonder eenmanszaak;2017 4e kwartaal;167
1380;Natuurlijk persoon zonder eenmanszaak;2017;753
1381;Natuurlijk persoon zonder eenmanszaak;2018 januari;49
1382;Natuurlijk persoon zonder eenmanszaak;2018 februari;35
1383;Natuurlijk persoon zonder eenmanszaak;2018 maart;66
1384;Natuurlijk persoon zonder eenmanszaak;2018 1e kwartaal;150
1385;Natuurlijk persoon zonder eenmanszaak;2018 april;52
1386;Natuurlijk persoon zonder eenmanszaak;2018 mei;43
1387;Natuurlijk persoon zonder eenmanszaak;2018 juni;55
1388;Natuurlijk persoon zonder eenmanszaak;2018 2e kwartaal;150
1389;Natuurlijk persoon zonder eenmanszaak;2018 juli;47
1390;Natuurlijk persoon zonder eenmanszaak;2018 augustus;37
1391;Natuurlijk persoon zonder eenmanszaak;2018 september;46
1392;Natuurlijk persoon zonder eenmanszaak;2018 3e kwartaal;130
1393;Natuurlijk persoon zonder eenmanszaak;2018 oktober;55
1394;Natuurlijk persoon zonder eenmanszaak;2018 november;53
1395;Natuurlijk persoon zonder eenmanszaak;2018 december;55
1396;Natuurlijk persoon zonder eenmanszaak;2018 4e kwartaal;163
1397;Natuurlijk persoon zonder eenmanszaak;2018;593
1398;Natuurlijk persoon zonder eenmanszaak;2019 januari;65
1399;Natuurlijk persoon zonder eenmanszaak;2019 februari;48
1400;Natuurlijk persoon zonder eenmanszaak;2019 maart;60
1401;Natuurlijk persoon zonder eenmanszaak;2019 1e kwartaal;173
1402;Natuurlijk persoon zonder eenmanszaak;2019 april;46
1403;Natuurlijk persoon zonder eenmanszaak;2019 mei;32
1404;Natuurlijk persoon zonder eenmanszaak;2019 juni;67
1405;Natuurlijk persoon zonder eenmanszaak;2019 2e kwartaal;145
1406;Natuurlijk persoon zonder eenmanszaak;2019 juli;44
1407;Natuurlijk persoon zonder eenmanszaak;2019 augustus;45
1408;Natuurlijk persoon zonder eenmanszaak;2019 september;47
1409;Natuurlijk persoon zonder eenmanszaak;2019 3e kwartaal;136
1410;Natuurlijk persoon zonder eenmanszaak;2019 oktober;51
1411;Natuurlijk persoon zonder eenmanszaak;2019 november;53
1412;Natuurlijk persoon zonder eenmanszaak;2019 december;28
1413;Natuurlijk persoon zonder eenmanszaak;2019 4e kwartaal;132
1414;Natuurlijk persoon zonder eenmanszaak;2019;586
1415;Natuurlijk persoon zonder eenmanszaak;2020 januari;46
1416;Natuurlijk persoon zonder eenmanszaak;2020 februari;55
1417;Natuurlijk persoon zonder eenmanszaak;2020 maart;32
1418;Natuurlijk persoon zonder eenmanszaak;2020 1e kwartaal;133
1419;Natuurlijk persoon zonder eenmanszaak;2020 april;33
1420;Natuurlijk persoon zonder eenmanszaak;2020 mei;61
1421;Natuurlijk persoon zonder eenmanszaak;2020 juni;46
1422;Natuurlijk persoon zonder eenmanszaak;2020 2e kwartaal;140
1423;Natuurlijk persoon zonder eenmanszaak;2020 juli;30
1424;Natuurlijk persoon zonder eenmanszaak;2020 augustus;22
1425;Natuurlijk persoon zonder eenmanszaak;2020 september;38
1426;Natuurlijk persoon zonder eenmanszaak;2020 3e kwartaal;90
1427;Natuurlijk persoon zonder eenmanszaak;2020 oktober;38
1428;Natuurlijk persoon zonder eenmanszaak;2020 november;29
1429;Natuurlijk persoon zonder eenmanszaak;2020 december;25
1430;Natuurlijk persoon zonder eenmanszaak;2020 4e kwartaal;92
1431;Natuurlijk persoon zonder eenmanszaak;2020;455
1432;Natuurlijk persoon zonder eenmanszaak;2021 januari;38
1433;Natuurlijk persoon zonder eenmanszaak;2021 februari;28
1434;Natuurlijk persoon zonder eenmanszaak;2021 maart;24
1435;Natuurlijk persoon zonder eenmanszaak;2021 1e kwartaal;90
1436;Natuurlijk persoon zonder eenmanszaak;2021 april;46
1437;Natuurlijk persoon zonder eenmanszaak;2021 mei;25
1438;Natuurlijk persoon zonder eenmanszaak;2021 juni;20
1439;Natuurlijk persoon zonder eenmanszaak;2021 2e kwartaal;91
1440;Natuurlijk persoon zonder eenmanszaak;2021 juli;23
1441;Natuurlijk persoon zonder eenmanszaak;2021 augustus;24
1442;Natuurlijk persoon zonder eenmanszaak;2021 september;25
1443;Natuurlijk persoon zonder eenmanszaak;2021 3e kwartaal;72
1444;Natuurlijk persoon zonder eenmanszaak;2021 oktober;24
1445;Natuurlijk persoon zonder eenmanszaak;2021 november;22
1446;Natuurlijk persoon zonder eenmanszaak;2021 december;12
1447;Natuurlijk persoon zonder eenmanszaak;2021 4e kwartaal;58
1448;Natuurlijk persoon zonder eenmanszaak;2021;311
1449;Natuurlijk persoon zonder eenmanszaak;2022 januari;14
1450;Natuurlijk persoon zonder eenmanszaak;2022 februari;27
1451;Natuurlijk persoon zonder eenmanszaak;2022 maart;16
1452;Natuurlijk persoon zonder eenmanszaak;2022 1e kwartaal;57
1453;Natuurlijk persoon zonder eenmanszaak;2022 april;27
1454;Natuurlijk persoon zonder eenmanszaak;2022 mei;29
1455;Natuurlijk persoon zonder eenmanszaak;2022 juni;13
1456;Natuurlijk persoon zonder eenmanszaak;2022 2e kwartaal;69
1457;Natuurlijk persoon zonder eenmanszaak;2022 juli;23
1458;Natuurlijk persoon zonder eenmanszaak;2022 augustus;21
1459;Natuurlijk persoon zonder eenmanszaak;2022 september;17
1460;Natuurlijk persoon zonder eenmanszaak;2022 3e kwartaal;61
1461;Natuurlijk persoon zonder eenmanszaak;2022 oktober;42
1462;Natuurlijk persoon zonder eenmanszaak;2022 november;36
1463;Natuurlijk persoon zonder eenmanszaak;2022 december;22
1464;Natuurlijk persoon zonder eenmanszaak;2022 4e kwartaal;100
1465;Natuurlijk persoon zonder eenmanszaak;2022;287
1466;Natuurlijk persoon zonder eenmanszaak;2023 januari;19
1467;Natuurlijk persoon zonder eenmanszaak;2023 februari;31
1468;Natuurlijk persoon zonder eenmanszaak;2023 maart;31
1469;Natuurlijk persoon zonder eenmanszaak;2023 1e kwartaal;81
1470;Natuurlijk persoon zonder eenmanszaak;2023 april;26
1471;Natuurlijk persoon zonder eenmanszaak;2023 mei;33
1472;Natuurlijk persoon zonder eenmanszaak;2023 juni;25
1473;Natuurlijk persoon zonder eenmanszaak;2023 2e kwartaal;84
1474;Natuurlijk persoon zonder eenmanszaak;2023 juli;25
1475;Natuurlijk persoon zonder eenmanszaak;2023 augustus;21
1476;Natuurlijk persoon zonder eenmanszaak;2023 september;22
1477;Natuurlijk persoon zonder eenmanszaak;2023 3e kwartaal;68
1478;Natuurlijk persoon zonder eenmanszaak;2023 oktober;20
1479;Natuurlijk persoon zonder eenmanszaak;2023 november;31
1480;Natuurlijk persoon zonder eenmanszaak;2023 december;43
1481;Natuurlijk persoon zonder eenmanszaak;2023 4e kwartaal;94
1482;Natuurlijk persoon zonder eenmanszaak;2023;327
1483;Natuurlijk persoon zonder eenmanszaak;2024 januari;47
1484;Natuurlijk persoon zonder eenmanszaak;2024 februari;33
1485;Natuurlijk persoon zonder eenmanszaak;2024 maart;34
1486;Natuurlijk persoon zonder eenmanszaak;2024 1e kwartaal;114
1487;Natuurlijk persoon zonder eenmanszaak;2024 april;22
1488;Natuurlijk persoon zonder eenmanszaak;2024 mei;30
1489;Natuurlijk persoon zonder eenmanszaak;2024 juni;31
1490;Natuurlijk persoon zonder eenmanszaak;2024 2e kwartaal;83
1491;Natuurlijk persoon zonder eenmanszaak;2024 juli;40
1492;Natuurlijk persoon zonder eenmanszaak;2024 augustus;25
1493;Natuurlijk persoon zonder eenmanszaak;2024 september;34
1494;Natuurlijk persoon zonder eenmanszaak;2024 3e kwartaal;99
1495;Natuurlijk persoon zonder eenmanszaak;2024 oktober;32
1496;Natuurlijk persoon zonder eenmanszaak;2024 november;25
1497;Natuurlijk persoon zonder eenmanszaak;2024 december;36
1498;Natuurlijk persoon zonder eenmanszaak;2024 4e kwartaal;93
1499;Natuurlijk persoon zonder eenmanszaak;2024;389
1500;Natuurlijk persoon zonder eenmanszaak;2025 januari;49
1501;Natuurlijk persoon zonder eenmanszaak;2025 februari;36
1502;Natuurlijk persoon zonder eenmanszaak;2025 maart;39
1503;Natuurlijk persoon zonder eenmanszaak;2025 1e kwartaal;124
1504;Natuurlijk persoon met eenmanszaak;1981 januari;223
1505;Natuurlijk persoon met eenmanszaak;1981 februari;245
1506;Natuurlijk persoon met eenmanszaak;1981 maart;246
1507;Natuurlijk persoon met eenmanszaak;1981 1e kwartaal;714
1508;Natuurlijk persoon met eenmanszaak;1981 april;197
1509;Natuurlijk persoon met eenmanszaak;1981 mei;220
1510;Natuurlijk persoon met eenmanszaak;1981 juni;225
1511;Natuurlijk persoon met eenmanszaak;1981 2e kwartaal;642
1512;Natuurlijk persoon met eenmanszaak;1981 juli;248
1513;Natuurlijk persoon met eenmanszaak;1981 augustus;223
1514;Natuurlijk persoon met eenmanszaak;1981 september;263
1515;Natuurlijk persoon met eenmanszaak;1981 3e kwartaal;734
1516;Natuurlijk persoon met eenmanszaak;1981 oktober;279
1517;Natuurlijk persoon met eenmanszaak;1981 november;267
1518;Natuurlijk persoon met eenmanszaak;1981 december;242
1519;Natuurlijk persoon met eenmanszaak;1981 4e kwartaal;788
1520;Natuurlijk persoon met eenmanszaak;1981;2878
1521;Natuurlijk persoon met eenmanszaak;1982 januari;289
1522;Natuurlijk persoon met eenmanszaak;1982 februari;249
1523;Natuurlijk persoon met eenmanszaak;1982 maart;306
1524;Natuurlijk persoon met eenmanszaak;1982 1e kwartaal;844
1525;Natuurlijk persoon met eenmanszaak;1982 april;255
1526;Natuurlijk persoon met eenmanszaak;1982 mei;237
1527;Natuurlijk persoon met eenmanszaak;1982 juni;264
1528;Natuurlijk persoon met eenmanszaak;1982 2e kwartaal;756
1529;Natuurlijk persoon met eenmanszaak;1982 juli;269
1530;Natuurlijk persoon met eenmanszaak;1982 augustus;228
1531;Natuurlijk persoon met eenmanszaak;1982 september;283
1532;Natuurlijk persoon met eenmanszaak;1982 3e kwartaal;780
1533;Natuurlijk persoon met eenmanszaak;1982 oktober;284
1534;Natuurlijk persoon met eenmanszaak;1982 november;330
1535;Natuurlijk persoon met eenmanszaak;1982 december;259
1536;Natuurlijk persoon met eenmanszaak;1982 4e kwartaal;873
1537;Natuurlijk persoon met eenmanszaak;1982;3253
1538;Natuurlijk persoon met eenmanszaak;1983 januari;327
1539;Natuurlijk persoon met eenmanszaak;1983 februari;283
1540;Natuurlijk persoon met eenmanszaak;1983 maart;300
1541;Natuurlijk persoon met eenmanszaak;1983 1e kwartaal;910
1542;Natuurlijk persoon met eenmanszaak;1983 april;250
1543;Natuurlijk persoon met eenmanszaak;1983 mei;262
1544;Natuurlijk persoon met eenmanszaak;1983 juni;261
1545;Natuurlijk persoon met eenmanszaak;1983 2e kwartaal;773
1546;Natuurlijk persoon met eenmanszaak;1983 juli;223
1547;Natuurlijk persoon met eenmanszaak;1983 augustus;209
1548;Natuurlijk persoon met eenmanszaak;1983 september;262
1549;Natuurlijk persoon met eenmanszaak;1983 3e kwartaal;694
1550;Natuurlijk persoon met eenmanszaak;1983 oktober;244
1551;Natuurlijk persoon met eenmanszaak;1983 november;222
1552;Natuurlijk persoon met eenmanszaak;1983 december;191
1553;Natuurlijk persoon met eenmanszaak;1983 4e kwartaal;657
1554;Natuurlijk persoon met eenmanszaak;1983;3034
1555;Natuurlijk persoon met eenmanszaak;1984 januari;230
1556;Natuurlijk persoon met eenmanszaak;1984 februari;247
1557;Natuurlijk persoon met eenmanszaak;1984 maart;270
1558;Natuurlijk persoon met eenmanszaak;1984 1e kwartaal;747
1559;Natuurlijk persoon met eenmanszaak;1984 april;200
1560;Natuurlijk persoon met eenmanszaak;1984 mei;197
1561;Natuurlijk persoon met eenmanszaak;1984 juni;212
1562;Natuurlijk persoon met eenmanszaak;1984 2e kwartaal;609
1563;Natuurlijk persoon met eenmanszaak;1984 juli;168
1564;Natuurlijk persoon met eenmanszaak;1984 augustus;218
1565;Natuurlijk persoon met eenmanszaak;1984 september;208
1566;Natuurlijk persoon met eenmanszaak;1984 3e kwartaal;594
1567;Natuurlijk persoon met eenmanszaak;1984 oktober;235
1568;Natuurlijk persoon met eenmanszaak;1984 november;203
1569;Natuurlijk persoon met eenmanszaak;1984 december;164
1570;Natuurlijk persoon met eenmanszaak;1984 4e kwartaal;602
1571;Natuurlijk persoon met eenmanszaak;1984;2552
1572;Natuurlijk persoon met eenmanszaak;1985 januari;208
1573;Natuurlijk persoon met eenmanszaak;1985 februari;171
1574;Natuurlijk persoon met eenmanszaak;1985 maart;235
1575;Natuurlijk persoon met eenmanszaak;1985 1e kwartaal;614
1576;Natuurlijk persoon met eenmanszaak;1985 april;183
1577;Natuurlijk persoon met eenmanszaak;1985 mei;188
1578;Natuurlijk persoon met eenmanszaak;1985 juni;181
1579;Natuurlijk persoon met eenmanszaak;1985 2e kwartaal;552
1580;Natuurlijk persoon met eenmanszaak;1985 juli;164
1581;Natuurlijk persoon met eenmanszaak;1985 augustus;167
1582;Natuurlijk persoon met eenmanszaak;1985 september;183
1583;Natuurlijk persoon met eenmanszaak;1985 3e kwartaal;514
1584;Natuurlijk persoon met eenmanszaak;1985 oktober;168
1585;Natuurlijk persoon met eenmanszaak;1985 november;159
1586;Natuurlijk persoon met eenmanszaak;1985 december;135
1587;Natuurlijk persoon met eenmanszaak;1985 4e kwartaal;462
1588;Natuurlijk persoon met eenmanszaak;1985;2142
1589;Natuurlijk persoon met eenmanszaak;1986 januari;140
1590;Natuurlijk persoon met eenmanszaak;1986 februari;147
1591;Natuurlijk persoon met eenmanszaak;1986 maart;170
1592;Natuurlijk persoon met eenmanszaak;1986 1e kwartaal;457
1593;Natuurlijk persoon met eenmanszaak;1986 april;155
1594;Natuurlijk persoon met eenmanszaak;1986 mei;154
1595;Natuurlijk persoon met eenmanszaak;1986 juni;177
1596;Natuurlijk persoon met eenmanszaak;1986 2e kwartaal;486
1597;Natuurlijk persoon met eenmanszaak;1986 juli;143
1598;Natuurlijk persoon met eenmanszaak;1986 augustus;166
1599;Natuurlijk persoon met eenmanszaak;1986 september;135
1600;Natuurlijk persoon met eenmanszaak;1986 3e kwartaal;444
1601;Natuurlijk persoon met eenmanszaak;1986 oktober;160
1602;Natuurlijk persoon met eenmanszaak;1986 november;147
1603;Natuurlijk persoon met eenmanszaak;1986 december;121
1604;Natuurlijk persoon met eenmanszaak;1986 4e kwartaal;428
1605;Natuurlijk persoon met eenmanszaak;1986;1815
1606;Natuurlijk persoon met eenmanszaak;1987 januari;161
1607;Natuurlijk persoon met eenmanszaak;1987 februari;124
1608;Natuurlijk persoon met eenmanszaak;1987 maart;140
1609;Natuurlijk persoon met eenmanszaak;1987 1e kwartaal;425
1610;Natuurlijk persoon met eenmanszaak;1987 april;120
1611;Natuurlijk persoon met eenmanszaak;1987 mei;123
1612;Natuurlijk persoon met eenmanszaak;1987 juni;118
1613;Natuurlijk persoon met eenmanszaak;1987 2e kwartaal;361
1614;Natuurlijk persoon met eenmanszaak;1987 juli;119
1615;Natuurlijk persoon met eenmanszaak;1987 augustus;121
1616;Natuurlijk persoon met eenmanszaak;1987 september;143
1617;Natuurlijk persoon met eenmanszaak;1987 3e kwartaal;383
1618;Natuurlijk persoon met eenmanszaak;1987 oktober;146
1619;Natuurlijk persoon met eenmanszaak;1987 november;143
1620;Natuurlijk persoon met eenmanszaak;1987 december;104
1621;Natuurlijk persoon met eenmanszaak;1987 4e kwartaal;393
1622;Natuurlijk persoon met eenmanszaak;1987;1562
1623;Natuurlijk persoon met eenmanszaak;1988 januari;139
1624;Natuurlijk persoon met eenmanszaak;1988 februari;136
1625;Natuurlijk persoon met eenmanszaak;1988 maart;125
1626;Natuurlijk persoon met eenmanszaak;1988 1e kwartaal;400
1627;Natuurlijk persoon met eenmanszaak;1988 april;131
1628;Natuurlijk persoon met eenmanszaak;1988 mei;134
1629;Natuurlijk persoon met eenmanszaak;1988 juni;143
1630;Natuurlijk persoon met eenmanszaak;1988 2e kwartaal;408
1631;Natuurlijk persoon met eenmanszaak;1988 juli;128
1632;Natuurlijk persoon met eenmanszaak;1988 augustus;124
1633;Natuurlijk persoon met eenmanszaak;1988 september;140
1634;Natuurlijk persoon met eenmanszaak;1988 3e kwartaal;392
1635;Natuurlijk persoon met eenmanszaak;1988 oktober;164
1636;Natuurlijk persoon met eenmanszaak;1988 november;154
1637;Natuurlijk persoon met eenmanszaak;1988 december;110
1638;Natuurlijk persoon met eenmanszaak;1988 4e kwartaal;428
1639;Natuurlijk persoon met eenmanszaak;1988;1628
1640;Natuurlijk persoon met eenmanszaak;1989 januari;145
1641;Natuurlijk persoon met eenmanszaak;1989 februari;136
1642;Natuurlijk persoon met eenmanszaak;1989 maart;147
1643;Natuurlijk persoon met eenmanszaak;1989 1e kwartaal;428
1644;Natuurlijk persoon met eenmanszaak;1989 april;119
1645;Natuurlijk persoon met eenmanszaak;1989 mei;125
1646;Natuurlijk persoon met eenmanszaak;1989 juni;145
1647;Natuurlijk persoon met eenmanszaak;1989 2e kwartaal;389
1648;Natuurlijk persoon met eenmanszaak;1989 juli;121
1649;Natuurlijk persoon met eenmanszaak;1989 augustus;97
1650;Natuurlijk persoon met eenmanszaak;1989 september;153
1651;Natuurlijk persoon met eenmanszaak;1989 3e kwartaal;371
1652;Natuurlijk persoon met eenmanszaak;1989 oktober;129
1653;Natuurlijk persoon met eenmanszaak;1989 november;135
1654;Natuurlijk persoon met eenmanszaak;1989 december;91
1655;Natuurlijk persoon met eenmanszaak;1989 4e kwartaal;355
1656;Natuurlijk persoon met eenmanszaak;1989;1543
1657;Natuurlijk persoon met eenmanszaak;1990 januari;134
1658;Natuurlijk persoon met eenmanszaak;1990 februari;119
1659;Natuurlijk persoon met eenmanszaak;1990 maart;140
1660;Natuurlijk persoon met eenmanszaak;1990 1e kwartaal;393
1661;Natuurlijk persoon met eenmanszaak;1990 april;115
1662;Natuurlijk persoon met eenmanszaak;1990 mei;99
1663;Natuurlijk persoon met eenmanszaak;1990 juni;110
1664;Natuurlijk persoon met eenmanszaak;1990 2e kwartaal;324
1665;Natuurlijk persoon met eenmanszaak;1990 juli;124
1666;Natuurlijk persoon met eenmanszaak;1990 augustus;121
1667;Natuurlijk persoon met eenmanszaak;1990 september;130
1668;Natuurlijk persoon met eenmanszaak;1990 3e kwartaal;375
1669;Natuurlijk persoon met eenmanszaak;1990 oktober;122
1670;Natuurlijk persoon met eenmanszaak;1990 november;114
1671;Natuurlijk persoon met eenmanszaak;1990 december;106
1672;Natuurlijk persoon met eenmanszaak;1990 4e kwartaal;342
1673;Natuurlijk persoon met eenmanszaak;1990;1434
1674;Natuurlijk persoon met eenmanszaak;1991 januari;139
1675;Natuurlijk persoon met eenmanszaak;1991 februari;134
1676;Natuurlijk persoon met eenmanszaak;1991 maart;141
1677;Natuurlijk persoon met eenmanszaak;1991 1e kwartaal;414
1678;Natuurlijk persoon met eenmanszaak;1991 april;119
1679;Natuurlijk persoon met eenmanszaak;1991 mei;123
1680;Natuurlijk persoon met eenmanszaak;1991 juni;126
1681;Natuurlijk persoon met eenmanszaak;1991 2e kwartaal;368
1682;Natuurlijk persoon met eenmanszaak;1991 juli;119
1683;Natuurlijk persoon met eenmanszaak;1991 augustus;109
1684;Natuurlijk persoon met eenmanszaak;1991 september;129
1685;Natuurlijk persoon met eenmanszaak;1991 3e kwartaal;357
1686;Natuurlijk persoon met eenmanszaak;1991 oktober;165
1687;Natuurlijk persoon met eenmanszaak;1991 november;160
1688;Natuurlijk persoon met eenmanszaak;1991 december;117
1689;Natuurlijk persoon met eenmanszaak;1991 4e kwartaal;442
1690;Natuurlijk persoon met eenmanszaak;1991;1581
1691;Natuurlijk persoon met eenmanszaak;1992 januari;134
1692;Natuurlijk persoon met eenmanszaak;1992 februari;141
1693;Natuurlijk persoon met eenmanszaak;1992 maart;171
1694;Natuurlijk persoon met eenmanszaak;1992 1e kwartaal;446
1695;Natuurlijk persoon met eenmanszaak;1992 april;152
1696;Natuurlijk persoon met eenmanszaak;1992 mei;165
1697;Natuurlijk persoon met eenmanszaak;1992 juni;139
1698;Natuurlijk persoon met eenmanszaak;1992 2e kwartaal;456
1699;Natuurlijk persoon met eenmanszaak;1992 juli;162
1700;Natuurlijk persoon met eenmanszaak;1992 augustus;136
1701;Natuurlijk persoon met eenmanszaak;1992 september;155
1702;Natuurlijk persoon met eenmanszaak;1992 3e kwartaal;453
1703;Natuurlijk persoon met eenmanszaak;1992 oktober;178
1704;Natuurlijk persoon met eenmanszaak;1992 november;184
1705;Natuurlijk persoon met eenmanszaak;1992 december;151
1706;Natuurlijk persoon met eenmanszaak;1992 4e kwartaal;513
1707;Natuurlijk persoon met eenmanszaak;1992;1868
1708;Natuurlijk persoon met eenmanszaak;1993 januari;172
1709;Natuurlijk persoon met eenmanszaak;1993 februari;139
1710;Natuurlijk persoon met eenmanszaak;1993 maart;206
1711;Natuurlijk persoon met eenmanszaak;1993 1e kwartaal;517
1712;Natuurlijk persoon met eenmanszaak;1993 april;183
1713;Natuurlijk persoon met eenmanszaak;1993 mei;148
1714;Natuurlijk persoon met eenmanszaak;1993 juni;165
1715;Natuurlijk persoon met eenmanszaak;1993 2e kwartaal;496
1716;Natuurlijk persoon met eenmanszaak;1993 juli;188
1717;Natuurlijk persoon met eenmanszaak;1993 augustus;170
1718;Natuurlijk persoon met eenmanszaak;1993 september;169
1719;Natuurlijk persoon met eenmanszaak;1993 3e kwartaal;527
1720;Natuurlijk persoon met eenmanszaak;1993 oktober;205
1721;Natuurlijk persoon met eenmanszaak;1993 november;227
1722;Natuurlijk persoon met eenmanszaak;1993 december;176
1723;Natuurlijk persoon met eenmanszaak;1993 4e kwartaal;608
1724;Natuurlijk persoon met eenmanszaak;1993;2148
1725;Natuurlijk persoon met eenmanszaak;1994 januari;199
1726;Natuurlijk persoon met eenmanszaak;1994 februari;171
1727;Natuurlijk persoon met eenmanszaak;1994 maart;201
1728;Natuurlijk persoon met eenmanszaak;1994 1e kwartaal;571
1729;Natuurlijk persoon met eenmanszaak;1994 april;176
1730;Natuurlijk persoon met eenmanszaak;1994 mei;169
1731;Natuurlijk persoon met eenmanszaak;1994 juni;157
