ID;Gewassen;BiologischeBestrijders;Periode;AantalBedrijvenMetToepassing_1;PercentageVanBedrijvenMetToepassing_2;GrootteOppervlakteMetToepassing_3;PercentageOppervlakteMetToepassing_4;PercentageOppervlakteTovVorigeMeting_5;Januari_6;Februari_7;Maart_8;April_9;Mei_10;Juni_11;Juli_12;Augustus_13;September_14;Oktober_15;November_16;December_17;Aantal_18;Januari_19;Februari_20;Maart_21;April_22;Mei_23;Juni_24;Juli_25;Augustus_26;September_27;Oktober_28;November_29;December_30;AantalPerBedrijf_31;DoseringPerBedrijf_32;AantalPerHa_33;DoseringPerHa_34;PercentageVanTotaalPerGewas_35;PercentageVanTotaalPerSoort_36
184;Rozenstruiken;Zweefvliegen;1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
185;Rozenstruiken;Zweefvliegen;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
186;Rozenstruiken;Zweefvliegen;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
187;Rozenstruiken;Zweefvliegen;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
188;Rozenstruiken;Kever tegen spint (Stethorus);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
189;Rozenstruiken;Kever tegen spint (Stethorus);1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
190;Rozenstruiken;Kever tegen spint (Stethorus);2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
191;Rozenstruiken;Kever tegen spint (Stethorus);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
192;Sierconiferen;Aaltjes tegen taxuskever;1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;Sierconiferen;Aaltjes tegen taxuskever;1998;21.0;1.2;130.0;7.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
194;Sierconiferen;Aaltjes tegen taxuskever;2000;79.0;4.3;81.0;3.5;;0.0;0.0;3.1;0.0;0.0;0.0;0.0;0.0;0.3;0.1;0.0;0.0;;;;;;;;;;;;;;;;;;;
195;Sierconiferen;Aaltjes tegen taxuskever;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
196;Sierconiferen;Aaltjes tegen varenrouwmug;1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
197;Sierconiferen;Aaltjes tegen varenrouwmug;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
198;Sierconiferen;Aaltjes tegen varenrouwmug;2000;20.0;1.1;103.0;4.4;;4.4;4.4;0.0;0.0;0.0;0.0;4.4;4.4;4.4;4.4;4.4;4.4;;;;;;;;;;;;;;;;;;;
199;Sierconiferen;Aaltjes tegen varenrouwmug;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200;Sierconiferen;Gaasvliegen tegen bladluis (Chrysopa);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
201;Sierconiferen;Gaasvliegen tegen bladluis (Chrysopa);1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
202;Sierconiferen;Gaasvliegen tegen bladluis (Chrysopa);2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
203;Sierconiferen;Gaasvliegen tegen bladluis (Chrysopa);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
204;Sierconiferen;Galmug tegen bladluis (Aphidoletes);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
205;Sierconiferen;Galmug tegen bladluis (Aphidoletes);1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
206;Sierconiferen;Galmug tegen bladluis (Aphidoletes);2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
207;Sierconiferen;Galmug tegen bladluis (Aphidoletes);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
208;Sierconiferen;Galmug tegen spint (Feltiella);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
209;Sierconiferen;Galmug tegen spint (Feltiella);1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210;Sierconiferen;Galmug tegen spint (Feltiella);2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
211;Sierconiferen;Galmug tegen spint (Feltiella);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
212;Sierconiferen;Galmug tegen spint (Therodiplosis);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
213;Sierconiferen;Galmug tegen spint (Therodiplosis);1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
214;Sierconiferen;Galmug tegen spint (Therodiplosis);2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
215;Sierconiferen;Galmug tegen spint (Therodiplosis);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
216;Sierconiferen;Graanluis-systeem tegen bladluis (Col.);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
217;Sierconiferen;Graanluis-systeem tegen bladluis (Col.);1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
218;Sierconiferen;Graanluis-systeem tegen bladluis (Col.);2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
219;Sierconiferen;Graanluis-systeem tegen bladluis (Col.);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
220;Sierconiferen;Graanluis-systeem tegen bladluis (Erv);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
221;Sierconiferen;Graanluis-systeem tegen bladluis (Erv);1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
222;Sierconiferen;Graanluis-systeem tegen bladluis (Erv);2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
223;Sierconiferen;Graanluis-systeem tegen bladluis (Erv);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
224;Sierconiferen;Graanluis-systeem tegen witte vlieg;1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
225;Sierconiferen;Graanluis-systeem tegen witte vlieg;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
226;Sierconiferen;Graanluis-systeem tegen witte vlieg;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
227;Sierconiferen;Graanluis-systeem tegen witte vlieg;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
228;Sierconiferen;Lieveheersbeestje tegen bladluis;1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
229;Sierconiferen;Lieveheersbeestje tegen bladluis;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
230;Sierconiferen;Lieveheersbeestje tegen bladluis;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
231;Sierconiferen;Lieveheersbeestje tegen bladluis;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
232;Sierconiferen;Roofkever tegen bladluis;1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
233;Sierconiferen;Roofkever tegen bladluis;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
234;Sierconiferen;Roofkever tegen bladluis;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
235;Sierconiferen;Roofkever tegen bladluis;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
236;Sierconiferen;Roofkever tegen witte vlieg;1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
237;Sierconiferen;Roofkever tegen witte vlieg;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
238;Sierconiferen;Roofkever tegen witte vlieg;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
239;Sierconiferen;Roofkever tegen witte vlieg;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240;Sierconiferen;Pest in first systeem tegen spint;1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
241;Sierconiferen;Pest in first systeem tegen spint;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
242;Sierconiferen;Pest in first systeem tegen spint;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
243;Sierconiferen;Pest in first systeem tegen spint;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
244;Sierconiferen;Roofmijt tegen spint (Phytoseiulus);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
245;Sierconiferen;Roofmijt tegen spint (Phytoseiulus);1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
246;Sierconiferen;Roofmijt tegen spint (Phytoseiulus);2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
247;Sierconiferen;Roofmijt tegen spint (Phytoseiulus);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
248;Sierconiferen;Roofmijt tegen spint (Californicus);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
249;Sierconiferen;Roofmijt tegen spint (Californicus);1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
250;Sierconiferen;Roofmijt tegen spint (Californicus);2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
251;Sierconiferen;Roofmijt tegen spint (Californicus);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
252;Sierconiferen;Roofmijt tegen spint (Typhlodromus);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
253;Sierconiferen;Roofmijt tegen spint (Typhlodromus);1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
254;Sierconiferen;Roofmijt tegen spint (Typhlodromus);2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
255;Sierconiferen;Roofmijt tegen spint (Typhlodromus);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
256;Sierconiferen;Roofmijt tegen trips (Barkeri);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
257;Sierconiferen;Roofmijt tegen trips (Barkeri);1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
258;Sierconiferen;Roofmijt tegen trips (Barkeri);2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
259;Sierconiferen;Roofmijt tegen trips (Barkeri);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
260;Sierconiferen;Roofmijt tegen trips (Californicus);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
261;Sierconiferen;Roofmijt tegen trips (Californicus);1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
262;Sierconiferen;Roofmijt tegen trips (Californicus);2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
263;Sierconiferen;Roofmijt tegen trips (Californicus);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
264;Sierconiferen;Roofmijt tegen trips (Cucumeris);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
265;Sierconiferen;Roofmijt tegen trips (Cucumeris);1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
266;Sierconiferen;Roofmijt tegen trips (Cucumeris);2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
267;Sierconiferen;Roofmijt tegen trips (Cucumeris);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
268;Sierconiferen;Roofmijt tegen trips (Degenerans);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
269;Sierconiferen;Roofmijt tegen trips (Degenerans);1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
270;Sierconiferen;Roofmijt tegen trips (Degenerans);2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
271;Sierconiferen;Roofmijt tegen trips (Degenerans);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
272;Sierconiferen;Roofmijt tegen trips (Fallacis);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
273;Sierconiferen;Roofmijt tegen trips (Fallacis);1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
274;Sierconiferen;Roofmijt tegen trips (Fallacis);2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
275;Sierconiferen;Roofmijt tegen trips (Fallacis);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
276;Sierconiferen;Roofmijt tegen varenrouwmug/trips;1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
277;Sierconiferen;Roofmijt tegen varenrouwmug/trips;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
278;Sierconiferen;Roofmijt tegen varenrouwmug/trips;2000;20.0;1.1;103.0;4.4;;4.4;4.4;0.0;0.0;0.0;4.4;4.4;4.4;4.4;4.4;4.4;4.4;17498.0;6.4;6.8;0.0;0.0;0.0;6.4;21.8;13.6;16.4;6.8;7.3;14.5;9.6;889.2;7.5;169.2;7.0;81.1
279;Sierconiferen;Roofmijt tegen varenrouwmug/trips;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
280;Sierconiferen;Roofmijt tegen varenrouwmug/trips (Ac.);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
281;Sierconiferen;Roofmijt tegen varenrouwmug/trips (Ac.);1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
282;Sierconiferen;Roofmijt tegen varenrouwmug/trips (Ac.);2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
283;Sierconiferen;Roofmijt tegen varenrouwmug/trips (Ac.);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
284;Sierconiferen;Roofmijt tegen varenrouwmug/trips (Mi.);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
285;Sierconiferen;Roofmijt tegen varenrouwmug/trips (Mi.);1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
286;Sierconiferen;Roofmijt tegen varenrouwmug/trips (Mi.);2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
287;Sierconiferen;Roofmijt tegen varenrouwmug/trips (Mi.);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
288;Sierconiferen;Rooftrips tegen trips (Franklinothrips);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
289;Sierconiferen;Rooftrips tegen trips (Franklinothrips);1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
290;Sierconiferen;Rooftrips tegen trips (Franklinothrips);2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
291;Sierconiferen;Rooftrips tegen trips (Franklinothrips);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
292;Sierconiferen;Roofwants tegen rupsen;1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
293;Sierconiferen;Roofwants tegen rupsen;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
294;Sierconiferen;Roofwants tegen rupsen;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
295;Sierconiferen;Roofwants tegen rupsen;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
296;Sierconiferen;Roofwants tegen trips (Orius);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
297;Sierconiferen;Roofwants tegen trips (Orius);1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
298;Sierconiferen;Roofwants tegen trips (Orius);2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
299;Sierconiferen;Roofwants tegen trips (Orius);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300;Sierconiferen;Roofwants tegen witte vlieg;1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301;Sierconiferen;Roofwants tegen witte vlieg;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
302;Sierconiferen;Roofwants tegen witte vlieg;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
303;Sierconiferen;Roofwants tegen witte vlieg;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
304;Sierconiferen;Sluipwesp/galmug tegen mineervlieg;1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
305;Sierconiferen;Sluipwesp/galmug tegen mineervlieg;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
306;Sierconiferen;Sluipwesp/galmug tegen mineervlieg;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
307;Sierconiferen;Sluipwesp/galmug tegen mineervlieg;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
308;Sierconiferen;Sluipwesp-systeem tegen spint (Phyt.);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
309;Sierconiferen;Sluipwesp-systeem tegen spint (Phyt.);1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
310;Sierconiferen;Sluipwesp-systeem tegen spint (Phyt.);2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
311;Sierconiferen;Sluipwesp-systeem tegen spint (Phyt.);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
312;Sierconiferen;Sluipwesp tegen bladluis (Aphelinus);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
313;Sierconiferen;Sluipwesp tegen bladluis (Aphelinus);1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
314;Sierconiferen;Sluipwesp tegen bladluis (Aphelinus);2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
315;Sierconiferen;Sluipwesp tegen bladluis (Aphelinus);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
316;Sierconiferen;Sluipwesp tegen bladluis (Aphi. Colem.);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
317;Sierconiferen;Sluipwesp tegen bladluis (Aphi. Colem.);1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
318;Sierconiferen;Sluipwesp tegen bladluis (Aphi. Colem.);2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
319;Sierconiferen;Sluipwesp tegen bladluis (Aphi. Colem.);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
320;Sierconiferen;Sluipwesp tegen bladluis (Aphidius ervi);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
321;Sierconiferen;Sluipwesp tegen bladluis (Aphidius ervi);1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
322;Sierconiferen;Sluipwesp tegen bladluis (Aphidius ervi);2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
323;Sierconiferen;Sluipwesp tegen bladluis (Aphidius ervi);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
324;Sierconiferen;Sluipwesp tegen mineervlieg (Diglyphus);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
325;Sierconiferen;Sluipwesp tegen mineervlieg (Diglyphus);1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
326;Sierconiferen;Sluipwesp tegen mineervlieg (Diglyphus);2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
327;Sierconiferen;Sluipwesp tegen mineervlieg (Diglyphus);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
328;Sierconiferen;Sluipwesp tegen mineervlieg (Opius);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
329;Sierconiferen;Sluipwesp tegen mineervlieg (Opius);1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
330;Sierconiferen;Sluipwesp tegen mineervlieg (Opius);2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
331;Sierconiferen;Sluipwesp tegen mineervlieg (Opius);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
332;Sierconiferen;Sluipwesp tegen rups (Trichogramma);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
333;Sierconiferen;Sluipwesp tegen rups (Trichogramma);1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
334;Sierconiferen;Sluipwesp tegen rups (Trichogramma);2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
335;Sierconiferen;Sluipwesp tegen rups (Trichogramma);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
336;Sierconiferen;Sluipwesp tegen witte vlieg (Encarsia);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
337;Sierconiferen;Sluipwesp tegen witte vlieg (Encarsia);1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
338;Sierconiferen;Sluipwesp tegen witte vlieg (Encarsia);2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
339;Sierconiferen;Sluipwesp tegen witte vlieg (Encarsia);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
340;Sierconiferen;Sluipwesp tegen witte vlieg (Californ.);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
341;Sierconiferen;Sluipwesp tegen witte vlieg (Californ.);1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
342;Sierconiferen;Sluipwesp tegen witte vlieg (Californ.);2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
343;Sierconiferen;Sluipwesp tegen witte vlieg (Californ.);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
344;Sierconiferen;Sluipwesp tegen witte vlieg (Eremicus);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
345;Sierconiferen;Sluipwesp tegen witte vlieg (Eremicus);1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
346;Sierconiferen;Sluipwesp tegen witte vlieg (Eremicus);2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
347;Sierconiferen;Sluipwesp tegen witte vlieg (Eremicus);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
348;Sierconiferen;Sluipwesp tegen witte vlieg (Mundus);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
349;Sierconiferen;Sluipwesp tegen witte vlieg (Mundus);1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
350;Sierconiferen;Sluipwesp tegen witte vlieg (Mundus);2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
351;Sierconiferen;Sluipwesp tegen witte vlieg (Mundus);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
352;Sierconiferen;Sluipwespen t. witte vlieg (Enc./Eret.);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
353;Sierconiferen;Sluipwespen t. witte vlieg (Enc./Eret.);1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
354;Sierconiferen;Sluipwespen t. witte vlieg (Enc./Eret.);2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
355;Sierconiferen;Sluipwespen t. witte vlieg (Enc./Eret.);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
356;Sierconiferen;Sluipwespen tegen witte vlieg (Eretm.);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
357;Sierconiferen;Sluipwespen tegen witte vlieg (Eretm.);1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
358;Sierconiferen;Sluipwespen tegen witte vlieg (Eretm.);2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
359;Sierconiferen;Sluipwespen tegen witte vlieg (Eretm.);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
360;Sierconiferen;Sluipwesp tegen wolluis;1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
361;Sierconiferen;Sluipwesp tegen wolluis;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
362;Sierconiferen;Sluipwesp tegen wolluis;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
363;Sierconiferen;Sluipwesp tegen wolluis;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
364;Sierconiferen;Sluipwesp tegen dopluis (Microterys);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
365;Sierconiferen;Sluipwesp tegen dopluis (Microterys);1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
366;Sierconiferen;Sluipwesp tegen dopluis (Microterys);2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
367;Sierconiferen;Sluipwesp tegen dopluis (Microterys);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
368;Sierconiferen;Vlindereieren tegen witte vlieg;1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
369;Sierconiferen;Vlindereieren tegen witte vlieg;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
370;Sierconiferen;Vlindereieren tegen witte vlieg;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
371;Sierconiferen;Vlindereieren tegen witte vlieg;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
372;Sierconiferen;Zweefvlieg tegen bladluis (Episyrphus);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
373;Sierconiferen;Zweefvlieg tegen bladluis (Episyrphus);1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
374;Sierconiferen;Zweefvlieg tegen bladluis (Episyrphus);2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
375;Sierconiferen;Zweefvlieg tegen bladluis (Episyrphus);2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
376;Sierconiferen;Zweefvliegen;1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
377;Sierconiferen;Zweefvliegen;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
378;Sierconiferen;Zweefvliegen;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
379;Sierconiferen;Zweefvliegen;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
380;Sierconiferen;Kever tegen spint (Stethorus);1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
