ID;Accuracy;OwnerOrTenant;DwellingCharacterristics;Regions;Period;TotalHousingCosts_1;NetRentOrMortgage_2;AdditionalHousingCosts_3;HousingCostRatio_4;NonSkewedRent_5;SkewedTowardsCheapRent_6;SkewedTowardsExpensiveRent_7
1292;Value;Total;Year of construction: 1946 to 1970;Noord-Brabant (PV);2015;755.4;550.3;205.2;33.4;83.1;8.9;8.0
1293;Value;Total;Year of construction: 1946 to 1970;Limburg (PV);2009;696.8;468.8;228.0;32.0;85.5;11.2;3.3
1294;Value;Total;Year of construction: 1946 to 1970;Limburg (PV);2012;723.2;491.8;231.4;32.4;84.7;10.9;4.5
1295;Value;Total;Year of construction: 1946 to 1970;Limburg (PV);2015;692.1;484.2;208.0;31.6;88.9;6.1;5.0
1296;Value;Total;Year of construction: 1946 to 1970;Oost-Groningen (CR);2009;607.5;384.9;222.6;30.3;81.8;16.8;1.5
1297;Value;Total;Year of construction: 1946 to 1970;Oost-Groningen (CR);2012;653.3;430.6;222.7;32.3;87.9;10.1;2.0
1298;Value;Total;Year of construction: 1946 to 1970;Oost-Groningen (CR);2015;637.8;425.7;212.1;35.4;87.8;3.9;8.3
1299;Value;Total;Year of construction: 1946 to 1970;Delfzijl en omgeving (CR);2009;;;;;;;
1300;Value;Total;Year of construction: 1946 to 1970;Delfzijl en omgeving (CR);2012;;;;;;;
1301;Value;Total;Year of construction: 1946 to 1970;Delfzijl en omgeving (CR);2015;;;;;;;
1302;Value;Total;Year of construction: 1946 to 1970;Overig Groningen (CR);2009;586.7;387.6;199.1;32.9;87.2;10.0;2.8
1303;Value;Total;Year of construction: 1946 to 1970;Overig Groningen (CR);2012;699.5;487.8;211.7;36.1;89.1;6.7;4.3
1304;Value;Total;Year of construction: 1946 to 1970;Overig Groningen (CR);2015;639.7;458.8;180.9;35.5;83.1;10.4;6.5
1305;Value;Total;Year of construction: 1946 to 1970;Noord-Friesland (CR);2009;589.2;383.7;205.5;32.2;85.2;11.7;3.1
1306;Value;Total;Year of construction: 1946 to 1970;Noord-Friesland (CR);2012;640.0;433.0;207.0;34.1;86.1;9.6;4.4
1307;Value;Total;Year of construction: 1946 to 1970;Noord-Friesland (CR);2015;567.1;391.3;175.8;33.0;86.9;7.7;5.4
1308;Value;Total;Year of construction: 1946 to 1970;Zuidwest-Friesland (CR);2009;557.9;359.2;198.7;31.5;84.4;15.6;0.0
1309;Value;Total;Year of construction: 1946 to 1970;Zuidwest-Friesland (CR);2012;603.6;396.7;206.9;32.0;83.8;10.3;5.9
1310;Value;Total;Year of construction: 1946 to 1970;Zuidwest-Friesland (CR);2015;714.5;516.9;197.6;33.2;89.6;5.0;5.5
1311;Value;Total;Year of construction: 1946 to 1970;Zuidoost-Friesland (CR);2009;682.4;463.7;218.7;30.5;82.5;15.4;2.0
1312;Value;Total;Year of construction: 1946 to 1970;Zuidoost-Friesland (CR);2012;730.7;498.6;232.2;35.8;93.0;5.5;1.5
1313;Value;Total;Year of construction: 1946 to 1970;Zuidoost-Friesland (CR);2015;648.2;458.5;189.7;33.6;82.4;16.0;1.7
1314;Value;Total;Year of construction: 1946 to 1970;Noord-Drenthe (CR);2009;693.6;462.8;230.7;32.2;91.9;8.1;0.0
1315;Value;Total;Year of construction: 1946 to 1970;Noord-Drenthe (CR);2012;748.0;509.5;238.5;35.8;90.9;5.7;3.4
1316;Value;Total;Year of construction: 1946 to 1970;Noord-Drenthe (CR);2015;724.1;503.8;220.3;29.4;88.3;10.4;1.2
1317;Value;Total;Year of construction: 1946 to 1970;Zuidoost-Drenthe (CR);2009;665.4;421.5;243.9;35.2;86.2;10.0;3.8
1318;Value;Total;Year of construction: 1946 to 1970;Zuidoost-Drenthe (CR);2012;669.7;450.3;219.4;36.0;84.9;7.6;7.5
1319;Value;Total;Year of construction: 1946 to 1970;Zuidoost-Drenthe (CR);2015;679.6;476.4;203.2;37.0;90.6;6.5;2.9
1320;Value;Total;Year of construction: 1946 to 1970;Zuidwest-Drenthe (CR);2009;661.0;433.4;227.6;33.7;85.9;11.8;2.3
1321;Value;Total;Year of construction: 1946 to 1970;Zuidwest-Drenthe (CR);2012;704.7;488.4;216.2;36.7;83.7;9.5;6.8
1322;Value;Total;Year of construction: 1946 to 1970;Zuidwest-Drenthe (CR);2015;648.3;446.8;201.5;32.6;88.4;8.2;3.5
1323;Value;Total;Year of construction: 1946 to 1970;Noord-Overijssel (CR);2009;666.5;447.3;219.2;31.6;85.0;13.0;1.9
1324;Value;Total;Year of construction: 1946 to 1970;Noord-Overijssel (CR);2012;727.6;513.8;213.8;35.9;81.7;11.9;6.4
1325;Value;Total;Year of construction: 1946 to 1970;Noord-Overijssel (CR);2015;677.8;490.3;187.5;35.7;90.9;5.9;3.1
1326;Value;Total;Year of construction: 1946 to 1970;Zuidwest-Overijssel (CR);2009;702.5;493.3;209.2;34.9;84.9;12.3;2.9
1327;Value;Total;Year of construction: 1946 to 1970;Zuidwest-Overijssel (CR);2012;680.2;474.3;205.9;33.2;78.3;18.4;3.3
1328;Value;Total;Year of construction: 1946 to 1970;Zuidwest-Overijssel (CR);2015;734.0;533.1;200.9;32.4;70.2;16.8;13.0
1329;Value;Total;Year of construction: 1946 to 1970;Twente (CR);2009;664.2;440.4;223.8;35.3;83.6;12.8;3.5
1330;Value;Total;Year of construction: 1946 to 1970;Twente (CR);2012;695.9;468.0;227.9;34.7;88.6;7.1;4.3
1331;Value;Total;Year of construction: 1946 to 1970;Twente (CR);2015;639.5;451.6;187.9;32.2;87.7;7.0;5.3
1332;Value;Total;Year of construction: 1946 to 1970;Veluwe (CR);2009;738.0;509.6;228.4;31.2;83.1;14.7;2.2
1333;Value;Total;Year of construction: 1946 to 1970;Veluwe (CR);2012;782.3;560.6;221.7;32.9;80.2;16.5;3.3
1334;Value;Total;Year of construction: 1946 to 1970;Veluwe (CR);2015;733.1;535.6;197.6;31.1;86.7;8.8;4.6
1335;Value;Total;Year of construction: 1946 to 1970;Achterhoek (CR);2009;758.6;530.6;227.9;34.9;85.1;11.5;3.5
1336;Value;Total;Year of construction: 1946 to 1970;Achterhoek (CR);2012;774.6;547.8;226.8;33.4;86.9;11.4;1.8
1337;Value;Total;Year of construction: 1946 to 1970;Achterhoek (CR);2015;734.6;534.6;200.0;32.3;88.0;6.9;5.1
1338;Value;Total;Year of construction: 1946 to 1970;Arnhem/Nijmegen (CR);2009;668.8;471.1;197.7;32.5;78.2;16.8;4.9
1339;Value;Total;Year of construction: 1946 to 1970;Arnhem/Nijmegen (CR);2012;720.6;516.9;203.7;34.0;81.3;13.9;4.9
1340;Value;Total;Year of construction: 1946 to 1970;Arnhem/Nijmegen (CR);2015;699.1;513.5;185.7;33.6;84.4;9.1;6.5
1341;Value;Total;Year of construction: 1946 to 1970;Zuidwest-Gelderland (CR);2009;732.2;476.5;255.7;30.7;76.6;18.8;4.7
1342;Value;Total;Year of construction: 1946 to 1970;Zuidwest-Gelderland (CR);2012;762.7;532.5;230.2;32.8;81.9;16.2;2.0
1343;Value;Total;Year of construction: 1946 to 1970;Zuidwest-Gelderland (CR);2015;715.0;504.5;210.5;31.6;87.8;7.8;4.5
1344;Value;Total;Year of construction: 1946 to 1970;Utrecht (CR);2009;668.9;465.3;203.7;30.6;79.5;17.2;3.3
1345;Value;Total;Year of construction: 1946 to 1970;Utrecht (CR);2012;766.5;554.6;211.9;32.1;79.2;14.6;6.2
1346;Value;Total;Year of construction: 1946 to 1970;Utrecht (CR);2015;742.3;545.5;196.9;32.8;81.4;11.1;7.5
1347;Value;Total;Year of construction: 1946 to 1970;Kop van Noord-Holland (CR);2009;801.9;565.8;236.1;32.4;76.8;21.5;1.7
1348;Value;Total;Year of construction: 1946 to 1970;Kop van Noord-Holland (CR);2012;689.1;469.6;219.5;33.2;80.3;12.6;7.1
1349;Value;Total;Year of construction: 1946 to 1970;Kop van Noord-Holland (CR);2015;677.2;459.9;217.4;30.6;88.8;9.2;2.1
1350;Value;Total;Year of construction: 1946 to 1970;Alkmaar en omgeving (CR);2009;711.5;500.5;211.0;31.8;80.8;15.3;3.9
1351;Value;Total;Year of construction: 1946 to 1970;Alkmaar en omgeving (CR);2012;790.0;556.7;233.3;35.6;76.6;12.7;10.7
1352;Value;Total;Year of construction: 1946 to 1970;Alkmaar en omgeving (CR);2015;754.8;538.5;216.3;28.6;87.3;10.6;2.1
1353;Value;Total;Year of construction: 1946 to 1970;IJmond (CR);2009;685.7;468.6;217.0;27.6;77.9;21.3;0.8
1354;Value;Total;Year of construction: 1946 to 1970;IJmond (CR);2012;717.6;497.0;220.6;30.3;80.5;18.2;1.3
1355;Value;Total;Year of construction: 1946 to 1970;IJmond (CR);2015;669.6;477.6;192.0;31.4;83.5;10.7;5.8
1356;Value;Total;Year of construction: 1946 to 1970;Agglomeratie Haarlem (CR);2009;668.6;482.4;186.3;31.6;77.6;19.5;2.8
1357;Value;Total;Year of construction: 1946 to 1970;Agglomeratie Haarlem (CR);2012;736.5;539.4;197.1;33.1;74.6;15.5;9.9
1358;Value;Total;Year of construction: 1946 to 1970;Agglomeratie Haarlem (CR);2015;692.8;506.6;186.1;31.7;87.1;8.7;4.3
1359;Value;Total;Year of construction: 1946 to 1970;Zaanstreek (CR);2009;661.0;445.4;215.7;32.0;75.4;21.8;2.8
1360;Value;Total;Year of construction: 1946 to 1970;Zaanstreek (CR);2012;663.5;453.7;209.8;32.5;77.3;15.2;7.5
1361;Value;Total;Year of construction: 1946 to 1970;Zaanstreek (CR);2015;714.0;510.3;203.8;32.5;71.8;17.5;10.7
1362;Value;Total;Year of construction: 1946 to 1970;Groot-Amsterdam (CR);2009;639.3;451.0;188.3;32.5;76.5;18.2;5.3
1363;Value;Total;Year of construction: 1946 to 1970;Groot-Amsterdam (CR);2012;720.6;523.2;197.4;33.8;72.2;19.8;8.1
1364;Value;Total;Year of construction: 1946 to 1970;Groot-Amsterdam (CR);2015;697.9;515.1;182.8;35.0;71.3;15.0;13.7
1365;Value;Total;Year of construction: 1946 to 1970;Het Gooi en Vechtstreek (CR);2009;809.7;581.7;228.0;32.1;87.9;10.1;2.0
1366;Value;Total;Year of construction: 1946 to 1970;Het Gooi en Vechtstreek (CR);2012;809.3;585.5;223.8;33.7;88.7;8.9;2.4
1367;Value;Total;Year of construction: 1946 to 1970;Het Gooi en Vechtstreek (CR);2015;862.7;643.1;219.6;31.1;79.3;8.9;11.8
1368;Value;Total;Year of construction: 1946 to 1970;Agglomeratie Leiden en Bollenstreek (CR);2009;704.9;499.3;205.6;31.9;83.1;13.3;3.5
1369;Value;Total;Year of construction: 1946 to 1970;Agglomeratie Leiden en Bollenstreek (CR);2012;802.4;588.6;213.8;34.7;77.2;13.6;9.2
1370;Value;Total;Year of construction: 1946 to 1970;Agglomeratie Leiden en Bollenstreek (CR);2015;774.0;580.5;193.5;33.2;84.5;9.3;6.2
1371;Value;Total;Year of construction: 1946 to 1970;Agglomeratie 's-Gravenhage (CR);2009;666.2;477.6;188.6;33.9;78.1;17.1;4.8
1372;Value;Total;Year of construction: 1946 to 1970;Agglomeratie 's-Gravenhage (CR);2012;679.3;485.7;193.5;34.8;78.8;15.1;6.1
1373;Value;Total;Year of construction: 1946 to 1970;Agglomeratie 's-Gravenhage (CR);2015;683.8;504.8;179.0;34.8;80.6;11.4;8.0
1374;Value;Total;Year of construction: 1946 to 1970;Delft en Westland (CR);2009;647.5;445.6;201.9;34.6;78.7;17.8;3.5
1375;Value;Total;Year of construction: 1946 to 1970;Delft en Westland (CR);2012;709.6;502.3;207.2;35.1;77.5;15.3;7.2
1376;Value;Total;Year of construction: 1946 to 1970;Delft en Westland (CR);2015;704.5;511.8;192.6;36.4;76.5;10.4;13.0
1377;Value;Total;Year of construction: 1946 to 1970;Oost-Zuid-Holland (CR);2009;664.3;448.8;215.5;31.5;80.5;18.0;1.5
1378;Value;Total;Year of construction: 1946 to 1970;Oost-Zuid-Holland (CR);2012;750.2;536.8;213.4;34.2;79.5;16.5;4.0
1379;Value;Total;Year of construction: 1946 to 1970;Oost-Zuid-Holland (CR);2015;699.5;499.0;200.5;32.5;84.8;7.0;8.2
1380;Value;Total;Year of construction: 1946 to 1970;Groot-Rijnmond (CR);2009;625.1;436.7;188.4;30.9;75.6;20.3;4.1
1381;Value;Total;Year of construction: 1946 to 1970;Groot-Rijnmond (CR);2012;672.4;474.7;197.7;35.0;76.3;14.6;9.0
1382;Value;Total;Year of construction: 1946 to 1970;Groot-Rijnmond (CR);2015;692.9;501.4;191.5;33.5;80.5;10.9;8.7
1383;Value;Total;Year of construction: 1946 to 1970;Zuidoost-Zuid-Holland (CR);2009;654.2;450.4;203.8;30.5;85.7;13.9;0.4
1384;Value;Total;Year of construction: 1946 to 1970;Zuidoost-Zuid-Holland (CR);2012;750.7;526.2;224.5;32.5;76.0;19.1;4.9
1385;Value;Total;Year of construction: 1946 to 1970;Zuidoost-Zuid-Holland (CR);2015;699.8;505.4;194.4;32.5;82.3;10.8;6.9
1386;Value;Total;Year of construction: 1946 to 1970;Zeeuwsch-Vlaanderen (CR);2009;633.3;411.9;221.4;32.6;90.7;8.5;0.7
1387;Value;Total;Year of construction: 1946 to 1970;Zeeuwsch-Vlaanderen (CR);2012;656.5;438.1;218.4;30.1;89.9;9.4;0.7
1388;Value;Total;Year of construction: 1946 to 1970;Zeeuwsch-Vlaanderen (CR);2015;637.5;437.5;200.1;31.6;91.6;5.0;3.3
1389;Value;Total;Year of construction: 1946 to 1970;Overig Zeeland (CR);2009;642.8;438.1;204.7;33.6;81.8;16.7;1.5
1390;Value;Total;Year of construction: 1946 to 1970;Overig Zeeland (CR);2012;733.1;521.4;211.7;34.0;81.9;14.1;4.0
1391;Value;Total;Year of construction: 1946 to 1970;Overig Zeeland (CR);2015;686.3;490.7;195.6;33.9;86.6;8.2;5.2
1392;Value;Total;Year of construction: 1946 to 1970;West-Noord-Brabant (CR);2009;740.1;508.2;231.9;32.0;85.2;12.2;2.5
1393;Value;Total;Year of construction: 1946 to 1970;West-Noord-Brabant (CR);2012;748.6;517.2;231.4;34.4;80.2;13.9;5.9
1394;Value;Total;Year of construction: 1946 to 1970;West-Noord-Brabant (CR);2015;741.4;532.1;209.3;32.1;82.8;11.4;5.9
1395;Value;Total;Year of construction: 1946 to 1970;Midden-Noord-Brabant (CR);2009;740.3;530.3;210.0;31.9;86.8;11.2;2.0
1396;Value;Total;Year of construction: 1946 to 1970;Midden-Noord-Brabant (CR);2012;745.7;534.7;211.0;34.8;81.3;13.9;4.8
1397;Value;Total;Year of construction: 1946 to 1970;Midden-Noord-Brabant (CR);2015;742.4;547.1;195.2;36.5;80.8;9.7;9.5
1398;Value;Total;Year of construction: 1946 to 1970;Noordoost-Noord-Brabant (CR);2009;735.3;501.4;233.9;32.4;80.7;17.6;1.8
1399;Value;Total;Year of construction: 1946 to 1970;Noordoost-Noord-Brabant (CR);2012;830.3;600.0;230.2;34.2;85.2;12.2;2.5
1400;Value;Total;Year of construction: 1946 to 1970;Noordoost-Noord-Brabant (CR);2015;765.6;559.2;206.4;32.9;82.1;7.2;10.7
1401;Value;Total;Year of construction: 1946 to 1970;Zuidoost-Noord-Brabant (CR);2009;706.5;486.0;220.6;31.0;86.4;12.7;0.9
1402;Value;Total;Year of construction: 1946 to 1970;Zuidoost-Noord-Brabant (CR);2012;787.1;560.6;226.4;32.1;83.6;12.0;4.4
1403;Value;Total;Year of construction: 1946 to 1970;Zuidoost-Noord-Brabant (CR);2015;766.2;559.7;206.5;33.1;85.3;7.8;6.9
1404;Value;Total;Year of construction: 1946 to 1970;Noord-Limburg (CR);2009;732.8;492.3;240.6;32.3;85.6;9.7;4.8
1405;Value;Total;Year of construction: 1946 to 1970;Noord-Limburg (CR);2012;751.1;512.7;238.4;31.7;85.7;11.2;3.1
1406;Value;Total;Year of construction: 1946 to 1970;Noord-Limburg (CR);2015;772.1;559.1;213.0;31.8;90.0;7.1;2.9
1407;Value;Total;Year of construction: 1946 to 1970;Midden-Limburg (CR);2009;694.5;451.0;243.5;31.9;86.1;11.3;2.6
1408;Value;Total;Year of construction: 1946 to 1970;Midden-Limburg (CR);2012;776.4;526.6;249.8;32.5;91.6;7.9;0.5
1409;Value;Total;Year of construction: 1946 to 1970;Midden-Limburg (CR);2015;698.0;485.9;212.1;31.8;94.7;1.9;3.4
1410;Value;Total;Year of construction: 1946 to 1970;Zuid-Limburg (CR);2009;686.5;466.7;219.7;32.0;85.3;11.6;3.1
1411;Value;Total;Year of construction: 1946 to 1970;Zuid-Limburg (CR);2012;697.7;474.3;223.4;32.6;82.3;11.7;6.1
1412;Value;Total;Year of construction: 1946 to 1970;Zuid-Limburg (CR);2015;660.2;455.6;204.6;31.5;86.3;7.3;6.4
1413;Value;Total;Year of construction: 1946 to 1970;Flevoland (CR);2009;733.6;477.9;255.7;34.8;85.4;13.2;1.4
1414;Value;Total;Year of construction: 1946 to 1970;Flevoland (CR);2012;800.2;572.6;227.6;38.0;82.3;9.2;8.5
1415;Value;Total;Year of construction: 1946 to 1970;Flevoland (CR);2015;736.5;522.9;213.6;31.5;89.4;4.9;5.7
1416;Value;Total;Year of construction: 1946 to 1970;Almere;2009;;;;;;;
1417;Value;Total;Year of construction: 1946 to 1970;Almere;2012;;;;;;;
1418;Value;Total;Year of construction: 1946 to 1970;Almere;2015;;;;;;;
1419;Value;Total;Year of construction: 1946 to 1970;Amersfoort;2009;606.1;416.9;189.2;25.8;73.5;26.5;0.0
1420;Value;Total;Year of construction: 1946 to 1970;Amersfoort;2012;775.3;594.5;180.8;31.7;80.6;18.4;1.1
1421;Value;Total;Year of construction: 1946 to 1970;Amersfoort;2015;768.6;589.2;179.4;32.2;81.6;9.9;8.5
1422;Value;Total;Year of construction: 1946 to 1970;Amsterdam;2009;576.4;405.1;171.3;33.5;74.5;19.6;5.9
1423;Value;Total;Year of construction: 1946 to 1970;Amsterdam;2012;664.8;484.2;180.6;34.9;67.0;21.5;11.6
1424;Value;Total;Year of construction: 1946 to 1970;Amsterdam;2015;666.8;499.9;166.9;38.0;64.9;16.6;18.5
1425;Value;Total;Year of construction: 1946 to 1970;Apeldoorn;2009;712.9;500.6;212.3;32.4;82.0;14.0;4.0
1426;Value;Total;Year of construction: 1946 to 1970;Apeldoorn;2012;786.1;569.4;216.7;34.6;79.0;15.2;5.8
1427;Value;Total;Year of construction: 1946 to 1970;Apeldoorn;2015;728.6;536.9;191.8;30.1;87.8;3.4;8.8
1428;Value;Total;Year of construction: 1946 to 1970;Arnhem;2009;601.3;430.0;171.3;33.7;77.8;14.8;7.4
1429;Value;Total;Year of construction: 1946 to 1970;Arnhem;2012;665.8;484.7;181.0;36.6;79.6;14.3;6.2
1430;Value;Total;Year of construction: 1946 to 1970;Arnhem;2015;639.4;477.2;162.2;35.7;83.5;10.8;5.8
1431;Value;Total;Year of construction: 1946 to 1970;Breda;2009;722.7;501.7;221.0;33.0;84.0;11.1;4.9
1432;Value;Total;Year of construction: 1946 to 1970;Breda;2012;781.6;556.8;224.8;32.7;79.3;14.2;6.5
1433;Value;Total;Year of construction: 1946 to 1970;Breda;2015;784.7;584.7;200.0;32.2;86.0;7.8;6.2
1434;Value;Total;Year of construction: 1946 to 1970;Dordrecht;2009;604.4;420.4;184.0;31.5;87.5;11.2;1.3
1435;Value;Total;Year of construction: 1946 to 1970;Dordrecht;2012;677.6;472.9;204.6;33.9;77.8;15.5;6.6
1436;Value;Total;Year of construction: 1946 to 1970;Dordrecht;2015;641.1;457.1;184.1;33.9;75.4;12.8;11.7
1437;Value;Total;Year of construction: 1946 to 1970;Ede;2009;778.6;555.7;222.9;28.5;80.2;14.4;5.4
1438;Value;Total;Year of construction: 1946 to 1970;Ede;2012;849.7;612.6;237.2;32.9;80.5;12.4;7.1
1439;Value;Total;Year of construction: 1946 to 1970;Ede;2015;745.8;545.0;200.9;30.9;97.5;2.5;0.0
1440;Value;Total;Year of construction: 1946 to 1970;Eindhoven;2009;636.8;451.0;185.8;31.2;81.3;16.9;1.7
1441;Value;Total;Year of construction: 1946 to 1970;Eindhoven;2012;669.4;483.5;185.9;33.3;75.4;16.2;8.5
1442;Value;Total;Year of construction: 1946 to 1970;Eindhoven;2015;683.5;511.6;171.9;34.6;76.0;11.7;12.4
1443;Value;Total;Year of construction: 1946 to 1970;Emmen;2009;653.6;411.6;242.0;39.0;86.7;7.3;5.9
1444;Value;Total;Year of construction: 1946 to 1970;Emmen;2012;629.6;409.6;220.0;34.2;87.9;6.6;5.5
1445;Value;Total;Year of construction: 1946 to 1970;Emmen;2015;673.5;469.6;204.0;39.6;93.2;3.0;3.7
1446;Value;Total;Year of construction: 1946 to 1970;Enschede;2009;613.0;408.4;204.6;36.1;86.2;11.6;2.2
1447;Value;Total;Year of construction: 1946 to 1970;Enschede;2012;630.7;434.0;196.6;36.3;87.7;4.6;7.7
1448;Value;Total;Year of construction: 1946 to 1970;Enschede;2015;624.8;448.1;176.7;34.8;82.6;8.1;9.2
1449;Value;Total;Year of construction: 1946 to 1970;'s-Gravenhage (The Hague) (municipality);2009;646.0;464.1;182.0;35.0;78.1;17.6;4.3
1450;Value;Total;Year of construction: 1946 to 1970;'s-Gravenhage (The Hague) (municipality);2012;648.3;458.6;189.7;36.2;78.7;13.9;7.4
1451;Value;Total;Year of construction: 1946 to 1970;'s-Gravenhage (The Hague) (municipality);2015;653.8;481.2;172.7;35.9;80.9;10.4;8.8
1452;Value;Total;Year of construction: 1946 to 1970;Groningen (municipality);2009;561.8;377.7;184.1;36.5;86.4;8.7;4.9
1453;Value;Total;Year of construction: 1946 to 1970;Groningen (municipality);2012;624.4;437.6;186.7;35.9;85.7;8.0;6.3
1454;Value;Total;Year of construction: 1946 to 1970;Groningen (municipality);2015;610.3;446.4;163.9;39.5;78.0;11.9;10.1
1455;Value;Total;Year of construction: 1946 to 1970;Haarlem;2009;621.2;452.2;169.0;31.5;76.4;21.1;2.5
1456;Value;Total;Year of construction: 1946 to 1970;Haarlem;2012;657.9;474.5;183.4;31.7;70.1;21.9;8.0
1457;Value;Total;Year of construction: 1946 to 1970;Haarlem;2015;691.3;507.8;183.5;32.3;88.1;10.0;1.9
1458;Value;Total;Year of construction: 1946 to 1970;Haarlemmermeer;2009;777.2;551.8;225.4;29.1;75.4;18.4;6.2
1459;Value;Total;Year of construction: 1946 to 1970;Haarlemmermeer;2012;779.1;536.1;243.0;28.0;80.2;17.7;2.1
1460;Value;Total;Year of construction: 1946 to 1970;Haarlemmermeer;2015;681.0;467.4;213.6;29.8;71.4;8.0;20.6
1461;Value;Total;Year of construction: 1946 to 1970;'s-Hertogenbosch;2009;674.9;461.3;213.6;32.7;75.5;24.5;0.0
1462;Value;Total;Year of construction: 1946 to 1970;'s-Hertogenbosch;2012;773.9;556.9;217.0;34.2;81.2;15.9;2.9
1463;Value;Total;Year of construction: 1946 to 1970;'s-Hertogenbosch;2015;769.6;579.7;190.0;35.7;72.0;16.2;11.7
1464;Value;Total;Year of construction: 1946 to 1970;Leiden;2009;596.7;427.9;168.8;33.1;73.3;21.2;5.5
1465;Value;Total;Year of construction: 1946 to 1970;Leiden;2012;635.1;459.7;175.4;34.2;67.9;21.3;10.9
1466;Value;Total;Year of construction: 1946 to 1970;Leiden;2015;675.8;515.6;160.2;34.1;75.4;12.4;12.2
1467;Value;Total;Year of construction: 1946 to 1970;Maastricht;2009;662.5;461.3;201.2;33.8;76.6;19.4;4.0
1468;Value;Total;Year of construction: 1946 to 1970;Maastricht;2012;620.0;418.5;201.5;33.5;76.8;14.7;8.5
1469;Value;Total;Year of construction: 1946 to 1970;Maastricht;2015;701.4;504.9;196.5;32.9;81.8;12.0;6.2
1470;Value;Total;Year of construction: 1946 to 1970;Nijmegen;2009;606.8;433.4;173.4;33.1;78.9;16.8;4.2
1471;Value;Total;Year of construction: 1946 to 1970;Nijmegen;2012;668.8;495.7;173.2;33.6;79.0;16.0;5.1
1472;Value;Total;Year of construction: 1946 to 1970;Nijmegen;2015;677.4;512.7;164.7;35.7;87.4;8.8;3.8
1473;Value;Total;Year of construction: 1946 to 1970;Rotterdam;2009;574.3;404.9;169.4;32.3;75.0;18.7;6.3
1474;Value;Total;Year of construction: 1946 to 1970;Rotterdam;2012;623.2;441.0;182.2;36.9;75.6;13.1;11.3
1475;Value;Total;Year of construction: 1946 to 1970;Rotterdam;2015;662.5;482.0;180.6;35.2;78.6;10.2;11.2
1476;Value;Total;Year of construction: 1946 to 1970;Tilburg;2009;620.3;434.2;186.1;30.9;83.5;13.4;3.2
1477;Value;Total;Year of construction: 1946 to 1970;Tilburg;2012;688.7;499.7;189.0;35.8;80.6;14.8;4.5
1478;Value;Total;Year of construction: 1946 to 1970;Tilburg;2015;713.4;540.5;172.9;39.2;76.0;8.3;15.7
1479;Value;Total;Year of construction: 1946 to 1970;Utrecht (municipality);2009;607.1;430.9;176.2;35.7;73.2;20.6;6.2
1480;Value;Total;Year of construction: 1946 to 1970;Utrecht (municipality);2012;645.8;468.5;177.3;33.5;78.5;15.4;6.1
1481;Value;Total;Year of construction: 1946 to 1970;Utrecht (municipality);2015;689.3;512.0;177.3;37.0;72.8;13.3;14.0
1482;Value;Total;Year of construction: 1946 to 1970;Westland;2009;736.5;505.8;230.8;30.5;82.2;14.2;3.6
1483;Value;Total;Year of construction: 1946 to 1970;Westland;2012;818.9;578.6;240.3;33.1;80.8;10.7;8.4
1484;Value;Total;Year of construction: 1946 to 1970;Westland;2015;748.1;543.0;205.0;32.0;77.7;7.5;14.7
