ID;Sex;Age;CountryOfBirth;DutchCaribbean;Periods;PopulationOnJanuary1st_1
427;Total male and female;Total;Europe (including the Netherlands);St Eustatius;2018;297
428;Total male and female;Total;Europe (including the Netherlands);St Eustatius;2019;276
429;Total male and female;Total;Europe (including the Netherlands);St Eustatius;2020;276
430;Total male and female;Total;Europe (including the Netherlands);St Eustatius;2021;289
431;Total male and female;Total;Europe (including the Netherlands);St Eustatius;2022;267
432;Total male and female;Total;Europe (including the Netherlands);St Eustatius;2023;264
433;Total male and female;Total;Europe (including the Netherlands);St Eustatius;2024;246
434;Total male and female;Total;Europe (including the Netherlands);Saba;2011;118
435;Total male and female;Total;Europe (including the Netherlands);Saba;2012;155
436;Total male and female;Total;Europe (including the Netherlands);Saba;2013;163
437;Total male and female;Total;Europe (including the Netherlands);Saba;2014;153
438;Total male and female;Total;Europe (including the Netherlands);Saba;2015;175
439;Total male and female;Total;Europe (including the Netherlands);Saba;2016;198
440;Total male and female;Total;Europe (including the Netherlands);Saba;2017;201
441;Total male and female;Total;Europe (including the Netherlands);Saba;2018;213
442;Total male and female;Total;Europe (including the Netherlands);Saba;2019;192
443;Total male and female;Total;Europe (including the Netherlands);Saba;2020;174
444;Total male and female;Total;Europe (including the Netherlands);Saba;2021;180
445;Total male and female;Total;Europe (including the Netherlands);Saba;2022;189
446;Total male and female;Total;Europe (including the Netherlands);Saba;2023;176
447;Total male and female;Total;Europe (including the Netherlands);Saba;2024;169
448;Total male and female;Total;Europe (excluding the Netherlands);Caribbean Netherlands;2011;424
449;Total male and female;Total;Europe (excluding the Netherlands);Caribbean Netherlands;2012;514
450;Total male and female;Total;Europe (excluding the Netherlands);Caribbean Netherlands;2013;565
451;Total male and female;Total;Europe (excluding the Netherlands);Caribbean Netherlands;2014;612
452;Total male and female;Total;Europe (excluding the Netherlands);Caribbean Netherlands;2015;589
453;Total male and female;Total;Europe (excluding the Netherlands);Caribbean Netherlands;2016;606
454;Total male and female;Total;Europe (excluding the Netherlands);Caribbean Netherlands;2017;572
455;Total male and female;Total;Europe (excluding the Netherlands);Caribbean Netherlands;2018;595
456;Total male and female;Total;Europe (excluding the Netherlands);Caribbean Netherlands;2019;565
457;Total male and female;Total;Europe (excluding the Netherlands);Caribbean Netherlands;2020;595
458;Total male and female;Total;Europe (excluding the Netherlands);Caribbean Netherlands;2021;621
459;Total male and female;Total;Europe (excluding the Netherlands);Caribbean Netherlands;2022;643
460;Total male and female;Total;Europe (excluding the Netherlands);Caribbean Netherlands;2023;679
461;Total male and female;Total;Europe (excluding the Netherlands);Caribbean Netherlands;2024;702
462;Total male and female;Total;Europe (excluding the Netherlands);Bonaire;2011;250
463;Total male and female;Total;Europe (excluding the Netherlands);Bonaire;2012;293
464;Total male and female;Total;Europe (excluding the Netherlands);Bonaire;2013;323
465;Total male and female;Total;Europe (excluding the Netherlands);Bonaire;2014;372
466;Total male and female;Total;Europe (excluding the Netherlands);Bonaire;2015;389
467;Total male and female;Total;Europe (excluding the Netherlands);Bonaire;2016;409
468;Total male and female;Total;Europe (excluding the Netherlands);Bonaire;2017;374
469;Total male and female;Total;Europe (excluding the Netherlands);Bonaire;2018;395
470;Total male and female;Total;Europe (excluding the Netherlands);Bonaire;2019;407
471;Total male and female;Total;Europe (excluding the Netherlands);Bonaire;2020;435
472;Total male and female;Total;Europe (excluding the Netherlands);Bonaire;2021;462
473;Total male and female;Total;Europe (excluding the Netherlands);Bonaire;2022;472
474;Total male and female;Total;Europe (excluding the Netherlands);Bonaire;2023;520
475;Total male and female;Total;Europe (excluding the Netherlands);Bonaire;2024;548
476;Total male and female;Total;Europe (excluding the Netherlands);St Eustatius;2011;105
477;Total male and female;Total;Europe (excluding the Netherlands);St Eustatius;2012;132
478;Total male and female;Total;Europe (excluding the Netherlands);St Eustatius;2013;149
479;Total male and female;Total;Europe (excluding the Netherlands);St Eustatius;2014;158
480;Total male and female;Total;Europe (excluding the Netherlands);St Eustatius;2015;118
481;Total male and female;Total;Europe (excluding the Netherlands);St Eustatius;2016;106
482;Total male and female;Total;Europe (excluding the Netherlands);St Eustatius;2017;111
483;Total male and female;Total;Europe (excluding the Netherlands);St Eustatius;2018;104
484;Total male and female;Total;Europe (excluding the Netherlands);St Eustatius;2019;85
485;Total male and female;Total;Europe (excluding the Netherlands);St Eustatius;2020;87
486;Total male and female;Total;Europe (excluding the Netherlands);St Eustatius;2021;89
487;Total male and female;Total;Europe (excluding the Netherlands);St Eustatius;2022;88
488;Total male and female;Total;Europe (excluding the Netherlands);St Eustatius;2023;79
489;Total male and female;Total;Europe (excluding the Netherlands);St Eustatius;2024;83
490;Total male and female;Total;Europe (excluding the Netherlands);Saba;2011;69
491;Total male and female;Total;Europe (excluding the Netherlands);Saba;2012;89
492;Total male and female;Total;Europe (excluding the Netherlands);Saba;2013;93
493;Total male and female;Total;Europe (excluding the Netherlands);Saba;2014;82
494;Total male and female;Total;Europe (excluding the Netherlands);Saba;2015;82
495;Total male and female;Total;Europe (excluding the Netherlands);Saba;2016;91
496;Total male and female;Total;Europe (excluding the Netherlands);Saba;2017;87
497;Total male and female;Total;Europe (excluding the Netherlands);Saba;2018;96
498;Total male and female;Total;Europe (excluding the Netherlands);Saba;2019;73
499;Total male and female;Total;Europe (excluding the Netherlands);Saba;2020;73
500;Total male and female;Total;Europe (excluding the Netherlands);Saba;2021;70
501;Total male and female;Total;Europe (excluding the Netherlands);Saba;2022;83
502;Total male and female;Total;Europe (excluding the Netherlands);Saba;2023;80
503;Total male and female;Total;Europe (excluding the Netherlands);Saba;2024;71
504;Total male and female;Total;Oceania;Caribbean Netherlands;2011;12
505;Total male and female;Total;Oceania;Caribbean Netherlands;2012;10
506;Total male and female;Total;Oceania;Caribbean Netherlands;2013;12
507;Total male and female;Total;Oceania;Caribbean Netherlands;2014;14
508;Total male and female;Total;Oceania;Caribbean Netherlands;2015;14
509;Total male and female;Total;Oceania;Caribbean Netherlands;2016;11
510;Total male and female;Total;Oceania;Caribbean Netherlands;2017;9
511;Total male and female;Total;Oceania;Caribbean Netherlands;2018;8
512;Total male and female;Total;Oceania;Caribbean Netherlands;2019;6
513;Total male and female;Total;Oceania;Caribbean Netherlands;2020;9
514;Total male and female;Total;Oceania;Caribbean Netherlands;2021;12
515;Total male and female;Total;Oceania;Caribbean Netherlands;2022;11
516;Total male and female;Total;Oceania;Caribbean Netherlands;2023;10
517;Total male and female;Total;Oceania;Caribbean Netherlands;2024;9
518;Total male and female;Total;Oceania;Bonaire;2011;5
519;Total male and female;Total;Oceania;Bonaire;2012;6
520;Total male and female;Total;Oceania;Bonaire;2013;6
521;Total male and female;Total;Oceania;Bonaire;2014;8
522;Total male and female;Total;Oceania;Bonaire;2015;8
523;Total male and female;Total;Oceania;Bonaire;2016;8
524;Total male and female;Total;Oceania;Bonaire;2017;7
525;Total male and female;Total;Oceania;Bonaire;2018;6
526;Total male and female;Total;Oceania;Bonaire;2019;5
527;Total male and female;Total;Oceania;Bonaire;2020;8
528;Total male and female;Total;Oceania;Bonaire;2021;8
529;Total male and female;Total;Oceania;Bonaire;2022;6
530;Total male and female;Total;Oceania;Bonaire;2023;8
531;Total male and female;Total;Oceania;Bonaire;2024;8
532;Total male and female;Total;Oceania;St Eustatius;2011;4
533;Total male and female;Total;Oceania;St Eustatius;2012;4
534;Total male and female;Total;Oceania;St Eustatius;2013;4
535;Total male and female;Total;Oceania;St Eustatius;2014;4
536;Total male and female;Total;Oceania;St Eustatius;2015;4
537;Total male and female;Total;Oceania;St Eustatius;2016;0
538;Total male and female;Total;Oceania;St Eustatius;2017;0
539;Total male and female;Total;Oceania;St Eustatius;2018;0
540;Total male and female;Total;Oceania;St Eustatius;2019;0
541;Total male and female;Total;Oceania;St Eustatius;2020;0
542;Total male and female;Total;Oceania;St Eustatius;2021;0
543;Total male and female;Total;Oceania;St Eustatius;2022;0
544;Total male and female;Total;Oceania;St Eustatius;2023;0
545;Total male and female;Total;Oceania;St Eustatius;2024;0
546;Total male and female;Total;Oceania;Saba;2011;3
547;Total male and female;Total;Oceania;Saba;2012;0
548;Total male and female;Total;Oceania;Saba;2013;2
549;Total male and female;Total;Oceania;Saba;2014;2
550;Total male and female;Total;Oceania;Saba;2015;2
551;Total male and female;Total;Oceania;Saba;2016;3
552;Total male and female;Total;Oceania;Saba;2017;2
553;Total male and female;Total;Oceania;Saba;2018;2
554;Total male and female;Total;Oceania;Saba;2019;1
555;Total male and female;Total;Oceania;Saba;2020;1
556;Total male and female;Total;Oceania;Saba;2021;4
557;Total male and female;Total;Oceania;Saba;2022;5
558;Total male and female;Total;Oceania;Saba;2023;2
559;Total male and female;Total;Oceania;Saba;2024;1
560;Total male and female;Total;European Union (incl the Netherlands);Caribbean Netherlands;2011;2336
561;Total male and female;Total;European Union (incl the Netherlands);Caribbean Netherlands;2012;2926
562;Total male and female;Total;European Union (incl the Netherlands);Caribbean Netherlands;2013;3128
563;Total male and female;Total;European Union (incl the Netherlands);Caribbean Netherlands;2014;3397
564;Total male and female;Total;European Union (incl the Netherlands);Caribbean Netherlands;2015;3445
565;Total male and female;Total;European Union (incl the Netherlands);Caribbean Netherlands;2016;3530
566;Total male and female;Total;European Union (incl the Netherlands);Caribbean Netherlands;2017;3615
567;Total male and female;Total;European Union (incl the Netherlands);Caribbean Netherlands;2018;3758
568;Total male and female;Total;European Union (incl the Netherlands);Caribbean Netherlands;2019;3817
569;Total male and female;Total;European Union (incl the Netherlands);Caribbean Netherlands;2020;4024
570;Total male and female;Total;European Union (incl the Netherlands);Caribbean Netherlands;2021;4142
571;Total male and female;Total;European Union (incl the Netherlands);Caribbean Netherlands;2022;4350
572;Total male and female;Total;European Union (incl the Netherlands);Caribbean Netherlands;2023;4810
573;Total male and female;Total;European Union (incl the Netherlands);Caribbean Netherlands;2024;4926
574;Total male and female;Total;European Union (incl the Netherlands);Bonaire;2011;1992
575;Total male and female;Total;European Union (incl the Netherlands);Bonaire;2012;2486
576;Total male and female;Total;European Union (incl the Netherlands);Bonaire;2013;2651
577;Total male and female;Total;European Union (incl the Netherlands);Bonaire;2014;2885
578;Total male and female;Total;European Union (incl the Netherlands);Bonaire;2015;2959
579;Total male and female;Total;European Union (incl the Netherlands);Bonaire;2016;3052
580;Total male and female;Total;European Union (incl the Netherlands);Bonaire;2017;3138
581;Total male and female;Total;European Union (incl the Netherlands);Bonaire;2018;3279
582;Total male and female;Total;European Union (incl the Netherlands);Bonaire;2019;3367
583;Total male and female;Total;European Union (incl the Netherlands);Bonaire;2020;3591
584;Total male and female;Total;European Union (incl the Netherlands);Bonaire;2021;3731
585;Total male and female;Total;European Union (incl the Netherlands);Bonaire;2022;3957
586;Total male and female;Total;European Union (incl the Netherlands);Bonaire;2023;4433
587;Total male and female;Total;European Union (incl the Netherlands);Bonaire;2024;4573
588;Total male and female;Total;European Union (incl the Netherlands);St Eustatius;2011;239
589;Total male and female;Total;European Union (incl the Netherlands);St Eustatius;2012;298
590;Total male and female;Total;European Union (incl the Netherlands);St Eustatius;2013;328
591;Total male and female;Total;European Union (incl the Netherlands);St Eustatius;2014;372
592;Total male and female;Total;European Union (incl the Netherlands);St Eustatius;2015;326
593;Total male and female;Total;European Union (incl the Netherlands);St Eustatius;2016;290
594;Total male and female;Total;European Union (incl the Netherlands);St Eustatius;2017;283
