ID;Geslacht;Leeftijd;Geboortegeneratie;NettoArbeidsparticipatie_1;GemiddeldeAncienniteit_2;TotaalWerknemers_3;VasteArbeidsrelatie_4;FlexibeleArbeidsrelatie_5;VasteArbeidsrelatie_6;FlexibeleArbeidsrelatie_7;TotaalZelfstandigen_8;MetPersoneel_9;ZonderPersoneel_10;MetPersoneel_11;ZonderPersoneel_12;PersonenMetVoortdurendEenBaan_13;PersonenMetMeerDanEenBaan_14;Deeltijders_15;Voltijders_16;GemiddeldeArbeidsduur_17;PersonenMetUitkering_18
818;Totaal mannen en vrouwen;58 jaar;1910  tot 1915;46.0;;77.0;;;;;23.0;;;;;;;10.0;90.0;44.2;
819;Totaal mannen en vrouwen;58 jaar;1915  tot 1920;42.0;;80.0;;;;;20.0;;;;;;;12.0;88.0;42.3;
820;Totaal mannen en vrouwen;58 jaar;1920  tot 1925;38.0;;81.0;;;;;19.0;;;;;;;14.0;86.0;41.0;
821;Totaal mannen en vrouwen;58 jaar;1925  tot 1930;35.0;;80.0;;;;;20.0;;;;;;;21.0;79.0;39.3;
822;Totaal mannen en vrouwen;58 jaar;1930  tot 1935;34.0;21.8;80.0;76.0;3.0;96.0;4.0;20.0;9.0;12.0;;;;;26.0;74.0;37.6;
823;Totaal mannen en vrouwen;58 jaar;1935  tot 1940;35.0;21.7;77.0;74.0;3.0;96.0;4.0;23.0;9.0;14.0;40.0;60.0;;;34.0;66.0;36.7;
824;Totaal mannen en vrouwen;58 jaar;1940  tot 1945;43.0;21.4;79.0;74.0;5.0;94.0;6.0;21.0;8.0;13.0;39.0;61.0;39.0;18.0;37.0;63.0;35.6;28.0
825;Totaal mannen en vrouwen;58 jaar;1945  tot 1950;52.0;20.5;80.0;76.0;4.0;95.0;5.0;20.0;7.0;13.0;35.0;65.0;42.0;19.0;40.0;60.0;34.8;24.0
826;Totaal mannen en vrouwen;58 jaar;1950  tot 1955;64.0;20.1;82.0;78.0;5.0;93.0;7.0;18.0;6.0;12.0;31.0;69.0;;;42.0;58.0;34.3;
827;Totaal mannen en vrouwen;58 jaar;1955  tot 1960;;;;;;;;;;;;;;;;;;
828;Totaal mannen en vrouwen;58 jaar;1960  tot 1965;;;;;;;;;;;;;;;;;;
829;Totaal mannen en vrouwen;58 jaar;1965  tot 1970;;;;;;;;;;;;;;;;;;
830;Totaal mannen en vrouwen;58 jaar;1970  tot 1975;;;;;;;;;;;;;;;;;;
831;Totaal mannen en vrouwen;58 jaar;1975  tot 1980;;;;;;;;;;;;;;;;;;
832;Totaal mannen en vrouwen;58 jaar;1980  tot 1985;;;;;;;;;;;;;;;;;;
833;Totaal mannen en vrouwen;58 jaar;1985  tot 1990;;;;;;;;;;;;;;;;;;
834;Totaal mannen en vrouwen;58 jaar;1990  tot 1995;;;;;;;;;;;;;;;;;;
835;Totaal mannen en vrouwen;58 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;
836;Totaal mannen en vrouwen;59 jaar;1905  tot 1910;;;;;;;;;;;;;;;;;;
837;Totaal mannen en vrouwen;59 jaar;1910  tot 1915;43.0;;75.0;;;;;25.0;;;;;;;12.0;88.0;44.0;
838;Totaal mannen en vrouwen;59 jaar;1915  tot 1920;40.0;;79.0;;;;;21.0;;;;;;;13.0;87.0;42.2;
839;Totaal mannen en vrouwen;59 jaar;1920  tot 1925;35.0;;79.0;;;;;21.0;;;;;;;16.0;84.0;41.0;
840;Totaal mannen en vrouwen;59 jaar;1925  tot 1930;30.0;;76.0;;;;;24.0;;;;;;;21.0;79.0;40.3;
841;Totaal mannen en vrouwen;59 jaar;1930  tot 1935;27.0;23.0;73.0;70.0;4.0;95.0;5.0;27.0;11.0;16.0;;;;;28.0;72.0;37.9;
842;Totaal mannen en vrouwen;59 jaar;1935  tot 1940;29.0;22.6;75.0;71.0;4.0;95.0;5.0;25.0;11.0;14.0;43.0;57.0;;;35.0;65.0;36.7;
843;Totaal mannen en vrouwen;59 jaar;1940  tot 1945;38.0;21.9;78.0;73.0;4.0;94.0;6.0;22.0;9.0;14.0;39.0;61.0;36.0;17.0;38.0;62.0;35.4;29.0
844;Totaal mannen en vrouwen;59 jaar;1945  tot 1950;49.0;21.1;80.0;76.0;5.0;94.0;6.0;20.0;7.0;13.0;34.0;66.0;40.0;20.0;42.0;58.0;34.3;25.0
845;Totaal mannen en vrouwen;59 jaar;1950  tot 1955;;;;;;;;;;;;;;;;;;
846;Totaal mannen en vrouwen;59 jaar;1955  tot 1960;;;;;;;;;;;;;;;;;;
847;Totaal mannen en vrouwen;59 jaar;1960  tot 1965;;;;;;;;;;;;;;;;;;
848;Totaal mannen en vrouwen;59 jaar;1965  tot 1970;;;;;;;;;;;;;;;;;;
849;Totaal mannen en vrouwen;59 jaar;1970  tot 1975;;;;;;;;;;;;;;;;;;
850;Totaal mannen en vrouwen;59 jaar;1975  tot 1980;;;;;;;;;;;;;;;;;;
851;Totaal mannen en vrouwen;59 jaar;1980  tot 1985;;;;;;;;;;;;;;;;;;
852;Totaal mannen en vrouwen;59 jaar;1985  tot 1990;;;;;;;;;;;;;;;;;;
853;Totaal mannen en vrouwen;59 jaar;1990  tot 1995;;;;;;;;;;;;;;;;;;
854;Totaal mannen en vrouwen;59 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;
855;Totaal mannen en vrouwen;60 jaar;1905  tot 1910;;;;;;;;;;;;;;;;;;
856;Totaal mannen en vrouwen;60 jaar;1910  tot 1915;40.0;;74.0;;;;;26.0;;;;;;;12.0;88.0;43.5;
857;Totaal mannen en vrouwen;60 jaar;1915  tot 1920;34.0;;78.0;;;;;22.0;;;;;;;13.0;87.0;41.5;
858;Totaal mannen en vrouwen;60 jaar;1920  tot 1925;28.0;;78.0;;;;;22.0;;;;;;;15.0;85.0;41.4;
859;Totaal mannen en vrouwen;60 jaar;1925  tot 1930;21.0;;64.0;;;;;36.0;;;;;;;26.0;74.0;40.4;
860;Totaal mannen en vrouwen;60 jaar;1930  tot 1935;16.0;23.4;63.0;57.0;5.0;92.0;8.0;37.0;13.0;24.0;36.0;64.0;;;32.0;68.0;38.5;
861;Totaal mannen en vrouwen;60 jaar;1935  tot 1940;21.0;23.0;71.0;67.0;4.0;95.0;5.0;29.0;12.0;17.0;41.0;59.0;0.0;0.0;37.0;63.0;36.9;0.0
862;Totaal mannen en vrouwen;60 jaar;1940  tot 1945;28.0;22.1;72.0;67.0;5.0;93.0;7.0;28.0;10.0;18.0;35.0;65.0;27.0;19.0;40.0;60.0;35.1;30.0
863;Totaal mannen en vrouwen;60 jaar;1945  tot 1950;41.0;21.7;77.0;72.0;5.0;94.0;6.0;23.0;8.0;16.0;33.0;67.0;33.0;23.0;43.0;57.0;34.6;25.0
864;Totaal mannen en vrouwen;60 jaar;1950  tot 1955;;;;;;;;;;;;;;;;;;
865;Totaal mannen en vrouwen;60 jaar;1955  tot 1960;;;;;;;;;;;;;;;;;;
866;Totaal mannen en vrouwen;60 jaar;1960  tot 1965;;;;;;;;;;;;;;;;;;
867;Totaal mannen en vrouwen;60 jaar;1965  tot 1970;;;;;;;;;;;;;;;;;;
868;Totaal mannen en vrouwen;60 jaar;1970  tot 1975;;;;;;;;;;;;;;;;;;
869;Totaal mannen en vrouwen;60 jaar;1975  tot 1980;;;;;;;;;;;;;;;;;;
870;Totaal mannen en vrouwen;60 jaar;1980  tot 1985;;;;;;;;;;;;;;;;;;
871;Totaal mannen en vrouwen;60 jaar;1985  tot 1990;;;;;;;;;;;;;;;;;;
872;Totaal mannen en vrouwen;60 jaar;1990  tot 1995;;;;;;;;;;;;;;;;;;
873;Totaal mannen en vrouwen;60 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;
874;Totaal mannen en vrouwen;61 jaar;1905  tot 1910;;;;;;;;;;;;;;;;;;
875;Totaal mannen en vrouwen;61 jaar;1910  tot 1915;38.0;;76.0;;;;;24.0;;;;;;;12.0;88.0;43.4;
876;Totaal mannen en vrouwen;61 jaar;1915  tot 1920;30.0;;76.0;;;;;24.0;;;;;;;16.0;84.0;41.0;
877;Totaal mannen en vrouwen;61 jaar;1920  tot 1925;22.0;;72.0;;;;;28.0;;;;;;;18.0;82.0;41.6;
878;Totaal mannen en vrouwen;61 jaar;1925  tot 1930;14.0;;59.0;;;;;41.0;;;;;;;31.0;69.0;39.8;
879;Totaal mannen en vrouwen;61 jaar;1930  tot 1935;13.0;25.0;54.0;49.0;5.0;91.0;9.0;46.0;16.0;30.0;36.0;64.0;;;33.0;67.0;40.2;
880;Totaal mannen en vrouwen;61 jaar;1935  tot 1940;14.0;22.5;54.0;48.0;6.0;89.0;11.0;46.0;17.0;29.0;36.0;64.0;0.0;0.0;40.0;60.0;36.9;0.0
881;Totaal mannen en vrouwen;61 jaar;1940  tot 1945;21.0;21.5;64.0;59.0;5.0;92.0;8.0;36.0;12.0;25.0;32.0;68.0;19.0;22.0;44.0;56.0;34.4;31.0
882;Totaal mannen en vrouwen;61 jaar;1945  tot 1950;35.0;20.9;75.0;68.0;7.0;91.0;9.0;25.0;8.0;17.0;31.0;69.0;27.0;25.0;46.0;54.0;33.8;25.0
883;Totaal mannen en vrouwen;61 jaar;1950  tot 1955;;;;;;;;;;;;;;;;;;
884;Totaal mannen en vrouwen;61 jaar;1955  tot 1960;;;;;;;;;;;;;;;;;;
885;Totaal mannen en vrouwen;61 jaar;1960  tot 1965;;;;;;;;;;;;;;;;;;
886;Totaal mannen en vrouwen;61 jaar;1965  tot 1970;;;;;;;;;;;;;;;;;;
887;Totaal mannen en vrouwen;61 jaar;1970  tot 1975;;;;;;;;;;;;;;;;;;
888;Totaal mannen en vrouwen;61 jaar;1975  tot 1980;;;;;;;;;;;;;;;;;;
889;Totaal mannen en vrouwen;61 jaar;1980  tot 1985;;;;;;;;;;;;;;;;;;
890;Totaal mannen en vrouwen;61 jaar;1985  tot 1990;;;;;;;;;;;;;;;;;;
891;Totaal mannen en vrouwen;61 jaar;1990  tot 1995;;;;;;;;;;;;;;;;;;
892;Totaal mannen en vrouwen;61 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;
893;Totaal mannen en vrouwen;62 jaar;1905  tot 1910;;;;;;;;;;;;;;;;;;
894;Totaal mannen en vrouwen;62 jaar;1910  tot 1915;32.0;;77.0;;;;;23.0;;;;;;;14.0;86.0;42.3;
895;Totaal mannen en vrouwen;62 jaar;1915  tot 1920;24.0;;77.0;;;;;23.0;;;;;;;16.0;84.0;40.8;
896;Totaal mannen en vrouwen;62 jaar;1920  tot 1925;14.0;;64.0;;;;;36.0;;;;;;;21.0;79.0;42.8;
897;Totaal mannen en vrouwen;62 jaar;1925  tot 1930;11.0;;46.0;;;;;54.0;;;;;;;31.0;69.0;40.1;
898;Totaal mannen en vrouwen;62 jaar;1930  tot 1935;10.0;24.5;43.0;38.0;5.0;;;57.0;18.0;39.0;32.0;68.0;;;35.0;65.0;38.9;
899;Totaal mannen en vrouwen;62 jaar;1935  tot 1940;12.0;23.4;52.0;45.0;7.0;87.0;13.0;48.0;16.0;33.0;33.0;67.0;0.0;0.0;44.0;56.0;36.9;33.0
900;Totaal mannen en vrouwen;62 jaar;1940  tot 1945;16.0;20.6;57.0;50.0;7.0;88.0;12.0;43.0;12.0;31.0;29.0;71.0;12.0;27.0;49.0;51.0;34.0;30.0
901;Totaal mannen en vrouwen;62 jaar;1945  tot 1950;29.0;20.7;71.0;63.0;8.0;89.0;11.0;29.0;9.0;21.0;30.0;70.0;21.0;28.0;49.0;51.0;33.2;24.0
902;Totaal mannen en vrouwen;62 jaar;1950  tot 1955;;;;;;;;;;;;;;;;;;
903;Totaal mannen en vrouwen;62 jaar;1955  tot 1960;;;;;;;;;;;;;;;;;;
904;Totaal mannen en vrouwen;62 jaar;1960  tot 1965;;;;;;;;;;;;;;;;;;
905;Totaal mannen en vrouwen;62 jaar;1965  tot 1970;;;;;;;;;;;;;;;;;;
906;Totaal mannen en vrouwen;62 jaar;1970  tot 1975;;;;;;;;;;;;;;;;;;
907;Totaal mannen en vrouwen;62 jaar;1975  tot 1980;;;;;;;;;;;;;;;;;;
908;Totaal mannen en vrouwen;62 jaar;1980  tot 1985;;;;;;;;;;;;;;;;;;
909;Totaal mannen en vrouwen;62 jaar;1985  tot 1990;;;;;;;;;;;;;;;;;;
910;Totaal mannen en vrouwen;62 jaar;1990  tot 1995;;;;;;;;;;;;;;;;;;
911;Totaal mannen en vrouwen;62 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;
912;Totaal mannen en vrouwen;63 jaar;1905  tot 1910;34.0;;74.0;;;;;26.0;;;;;;;15.0;85.0;42.5;
913;Totaal mannen en vrouwen;63 jaar;1910  tot 1915;28.0;;75.0;;;;;25.0;;;;;;;16.0;84.0;42.1;
914;Totaal mannen en vrouwen;63 jaar;1915  tot 1920;18.0;;70.0;;;;;30.0;;;;;;;23.0;77.0;40.6;
915;Totaal mannen en vrouwen;63 jaar;1920  tot 1925;11.0;;51.0;;;;;49.0;;;;;;;25.0;75.0;41.6;
916;Totaal mannen en vrouwen;63 jaar;1925  tot 1930;9.0;;44.0;;;;;56.0;;;;;;;37.0;63.0;38.9;
917;Totaal mannen en vrouwen;63 jaar;1930  tot 1935;8.0;27.4;36.0;31.0;5.0;;;64.0;22.0;42.0;35.0;65.0;;;36.0;64.0;39.6;
918;Totaal mannen en vrouwen;63 jaar;1935  tot 1940;10.0;23.5;48.0;41.0;7.0;85.0;15.0;52.0;14.0;38.0;27.0;73.0;7.0;30.0;46.0;54.0;36.4;33.0
919;Totaal mannen en vrouwen;63 jaar;1940  tot 1945;14.0;21.3;54.0;45.0;9.0;84.0;16.0;46.0;13.0;33.0;28.0;72.0;9.0;31.0;52.0;48.0;33.6;30.0
920;Totaal mannen en vrouwen;63 jaar;1945  tot 1950;23.0;20.6;66.0;60.0;9.0;87.0;13.0;34.0;9.0;25.0;27.0;73.0;;;52.0;48.0;32.6;
921;Totaal mannen en vrouwen;63 jaar;1950  tot 1955;;;;;;;;;;;;;;;;;;
922;Totaal mannen en vrouwen;63 jaar;1955  tot 1960;;;;;;;;;;;;;;;;;;
923;Totaal mannen en vrouwen;63 jaar;1960  tot 1965;;;;;;;;;;;;;;;;;;
924;Totaal mannen en vrouwen;63 jaar;1965  tot 1970;;;;;;;;;;;;;;;;;;
925;Totaal mannen en vrouwen;63 jaar;1970  tot 1975;;;;;;;;;;;;;;;;;;
926;Totaal mannen en vrouwen;63 jaar;1975  tot 1980;;;;;;;;;;;;;;;;;;
927;Totaal mannen en vrouwen;63 jaar;1980  tot 1985;;;;;;;;;;;;;;;;;;
928;Totaal mannen en vrouwen;63 jaar;1985  tot 1990;;;;;;;;;;;;;;;;;;
929;Totaal mannen en vrouwen;63 jaar;1990  tot 1995;;;;;;;;;;;;;;;;;;
930;Totaal mannen en vrouwen;63 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;
931;Totaal mannen en vrouwen;64 jaar;1905  tot 1910;24.0;;71.0;;;;;29.0;;;;;;;15.0;85.0;43.2;
932;Totaal mannen en vrouwen;64 jaar;1910  tot 1915;22.0;;73.0;;;;;27.0;;;;;;;16.0;84.0;41.8;
933;Totaal mannen en vrouwen;64 jaar;1915  tot 1920;14.0;;67.0;;;;;33.0;;;;;;;19.0;81.0;42.0;
934;Totaal mannen en vrouwen;64 jaar;1920  tot 1925;10.0;;48.0;;;;;52.0;;;;;;;28.0;72.0;40.7;
935;Totaal mannen en vrouwen;64 jaar;1925  tot 1930;8.0;;46.0;;;;;54.0;;;;;;;36.0;64.0;39.1;
936;Totaal mannen en vrouwen;64 jaar;1930  tot 1935;7.0;29.5;37.0;31.0;6.0;;;63.0;18.0;45.0;;;;;35.0;65.0;39.3;
937;Totaal mannen en vrouwen;64 jaar;1935  tot 1940;9.0;22.4;43.0;34.0;9.0;78.0;22.0;57.0;16.0;40.0;29.0;71.0;6.0;26.0;55.0;45.0;32.6;33.0
938;Totaal mannen en vrouwen;64 jaar;1940  tot 1945;13.0;22.1;54.0;43.0;11.0;80.0;20.0;46.0;14.0;32.0;31.0;69.0;8.0;30.0;51.0;49.0;33.8;29.0
939;Totaal mannen en vrouwen;64 jaar;1945  tot 1950;;;;;;;;;;;;;;;;;;
940;Totaal mannen en vrouwen;64 jaar;1950  tot 1955;;;;;;;;;;;;;;;;;;
941;Totaal mannen en vrouwen;64 jaar;1955  tot 1960;;;;;;;;;;;;;;;;;;
942;Totaal mannen en vrouwen;64 jaar;1960  tot 1965;;;;;;;;;;;;;;;;;;
943;Totaal mannen en vrouwen;64 jaar;1965  tot 1970;;;;;;;;;;;;;;;;;;
944;Totaal mannen en vrouwen;64 jaar;1970  tot 1975;;;;;;;;;;;;;;;;;;
945;Totaal mannen en vrouwen;64 jaar;1975  tot 1980;;;;;;;;;;;;;;;;;;
946;Totaal mannen en vrouwen;64 jaar;1980  tot 1985;;;;;;;;;;;;;;;;;;
947;Totaal mannen en vrouwen;64 jaar;1985  tot 1990;;;;;;;;;;;;;;;;;;
948;Totaal mannen en vrouwen;64 jaar;1990  tot 1995;;;;;;;;;;;;;;;;;;
949;Totaal mannen en vrouwen;64 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;
950;Mannen;15 jaar;1905  tot 1910;;;;;;;;;;;;;;;;;;
951;Mannen;15 jaar;1910  tot 1915;;;;;;;;;;;;;;;;;;
952;Mannen;15 jaar;1915  tot 1920;;;;;;;;;;;;;;;;;;
953;Mannen;15 jaar;1920  tot 1925;;;;;;;;;;;;;;;;;;
954;Mannen;15 jaar;1925  tot 1930;;;;;;;;;;;;;;;;;;
955;Mannen;15 jaar;1930  tot 1935;;;;;;;;;;;;;;;;;;
956;Mannen;15 jaar;1935  tot 1940;;;;;;;;;;;;;;;;;;
957;Mannen;15 jaar;1940  tot 1945;;;;;;;;;;;;;;;;;;
958;Mannen;15 jaar;1945  tot 1950;;;;;;;;;;;;;;;;;;
959;Mannen;15 jaar;1950  tot 1955;;;;;;;;;;;;;;;;;;
960;Mannen;15 jaar;1955  tot 1960;7.0;;92.0;;;;;8.0;;;;;;;32.0;68.0;37.7;
961;Mannen;15 jaar;1960  tot 1965;1.0;;;;;;;;;;;;;;;;;
962;Mannen;15 jaar;1965  tot 1970;1.0;;;;;;;;;;;;;;;;;
963;Mannen;15 jaar;1970  tot 1975;3.0;;;;;;;;;;;;;;;;;
964;Mannen;15 jaar;1975  tot 1980;2.0;;;;;;;;;;;;;;;;;
965;Mannen;15 jaar;1980  tot 1985;4.0;;;;;;;;;;;;0.0;0.0;;;;0.0
966;Mannen;15 jaar;1985  tot 1990;5.0;;;;;;;;;;;;0.0;21.0;;;;0.0
967;Mannen;15 jaar;1990  tot 1995;4.0;;95.0;19.0;76.0;;;5.0;;;;;0.0;21.0;88.0;12.0;19.5;0.0
968;Mannen;15 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;
969;Mannen;16 jaar;1905  tot 1910;;;;;;;;;;;;;;;;;;
970;Mannen;16 jaar;1910  tot 1915;;;;;;;;;;;;;;;;;;
971;Mannen;16 jaar;1915  tot 1920;;;;;;;;;;;;;;;;;;
972;Mannen;16 jaar;1920  tot 1925;;;;;;;;;;;;;;;;;;
973;Mannen;16 jaar;1925  tot 1930;;;;;;;;;;;;;;;;;;
974;Mannen;16 jaar;1930  tot 1935;;;;;;;;;;;;;;;;;;
975;Mannen;16 jaar;1935  tot 1940;;;;;;;;;;;;;;;;;;
976;Mannen;16 jaar;1940  tot 1945;;;;;;;;;;;;;;;;;;
977;Mannen;16 jaar;1945  tot 1950;;;;;;;;;;;;;;;;;;
978;Mannen;16 jaar;1950  tot 1955;;;;;;;;;;;;;;;;;;
979;Mannen;16 jaar;1955  tot 1960;18.0;;93.0;;;;;7.0;;;;;;;31.0;69.0;39.1;
980;Mannen;16 jaar;1960  tot 1965;7.0;;95.0;;;;;5.0;;;;;;;43.0;57.0;34.0;
981;Mannen;16 jaar;1965  tot 1970;3.0;;;;;;;;;;;;;;;;;
982;Mannen;16 jaar;1970  tot 1975;8.0;;92.0;;;;;8.0;;;;;;;54.0;46.0;31.2;
983;Mannen;16 jaar;1975  tot 1980;8.0;0.5;97.0;42.0;55.0;43.0;57.0;;;;;;;;63.0;37.0;28.7;
984;Mannen;16 jaar;1980  tot 1985;11.0;0.6;97.0;40.0;57.0;41.0;59.0;;;;;;0.0;0.0;67.0;33.0;27.0;0.0
985;Mannen;16 jaar;1985  tot 1990;12.0;0.5;96.0;39.0;58.0;40.0;60.0;4.0;;3.0;;;0.0;35.0;74.0;26.0;25.4;0.0
986;Mannen;16 jaar;1990  tot 1995;13.0;0.5;98.0;30.0;68.0;31.0;69.0;2.0;;2.0;;;0.0;35.0;82.0;18.0;21.9;0.0
987;Mannen;16 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;
988;Mannen;17 jaar;1905  tot 1910;;;;;;;;;;;;;;;;;;
989;Mannen;17 jaar;1910  tot 1915;;;;;;;;;;;;;;;;;;
990;Mannen;17 jaar;1915  tot 1920;;;;;;;;;;;;;;;;;;
991;Mannen;17 jaar;1920  tot 1925;;;;;;;;;;;;;;;;;;
992;Mannen;17 jaar;1925  tot 1930;;;;;;;;;;;;;;;;;;
993;Mannen;17 jaar;1930  tot 1935;;;;;;;;;;;;;;;;;;
994;Mannen;17 jaar;1935  tot 1940;;;;;;;;;;;;;;;;;;
995;Mannen;17 jaar;1940  tot 1945;;;;;;;;;;;;;;;;;;
996;Mannen;17 jaar;1945  tot 1950;;;;;;;;;;;;;;;;;;
997;Mannen;17 jaar;1950  tot 1955;;;;;;;;;;;;;;;;;;
998;Mannen;17 jaar;1955  tot 1960;32.0;;96.0;;;;;4.0;;;;;;;16.0;84.0;40.2;
999;Mannen;17 jaar;1960  tot 1965;20.0;;96.0;;;;;4.0;;;;;;;25.0;75.0;37.5;
1000;Mannen;17 jaar;1965  tot 1970;13.0;;95.0;;;;;5.0;;;;;;;39.0;61.0;36.3;
1001;Mannen;17 jaar;1970  tot 1975;17.0;;98.0;;;;;2.0;;;;;;;49.0;51.0;33.2;
1002;Mannen;17 jaar;1975  tot 1980;17.0;0.7;98.0;46.0;52.0;47.0;53.0;2.0;;;;;;;55.0;45.0;31.6;
1003;Mannen;17 jaar;1980  tot 1985;26.0;0.8;99.0;47.0;52.0;48.0;52.0;1.0;;;;;0.0;0.0;60.0;40.0;29.6;0.0
1004;Mannen;17 jaar;1985  tot 1990;24.0;0.8;98.0;46.0;52.0;47.0;53.0;2.0;;2.0;;;1.0;52.0;68.0;32.0;27.8;0.0
1005;Mannen;17 jaar;1990  tot 1995;22.0;0.9;98.0;37.0;61.0;38.0;62.0;2.0;;2.0;;;0.0;54.0;76.0;24.0;25.3;0.0
1006;Mannen;17 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;
1007;Mannen;18 jaar;1905  tot 1910;;;;;;;;;;;;;;;;;;
1008;Mannen;18 jaar;1910  tot 1915;;;;;;;;;;;;;;;;;;
1009;Mannen;18 jaar;1915  tot 1920;;;;;;;;;;;;;;;;;;
1010;Mannen;18 jaar;1920  tot 1925;;;;;;;;;;;;;;;;;;
1011;Mannen;18 jaar;1925  tot 1930;;;;;;;;;;;;;;;;;;
1012;Mannen;18 jaar;1930  tot 1935;;;;;;;;;;;;;;;;;;
1013;Mannen;18 jaar;1935  tot 1940;;;;;;;;;;;;;;;;;;
1014;Mannen;18 jaar;1940  tot 1945;;;;;;;;;;;;;;;;;;
1015;Mannen;18 jaar;1945  tot 1950;;;;;;;;;;;;;;;;;;
1016;Mannen;18 jaar;1950  tot 1955;56.0;;94.0;;;;;6.0;;;;;;;7.0;93.0;42.7;
1017;Mannen;18 jaar;1955  tot 1960;45.0;;96.0;;;;;4.0;;;;;;;9.0;91.0;40.7;
1018;Mannen;18 jaar;1960  tot 1965;36.0;;97.0;;;;;3.0;;;;;;;12.0;88.0;39.5;
1019;Mannen;18 jaar;1965  tot 1970;28.0;;96.0;;;;;4.0;;;;;;;30.0;70.0;36.6;
1020;Mannen;18 jaar;1970  tot 1975;28.0;0.9;98.0;58.0;40.0;59.0;41.0;2.0;;;;;;;37.0;63.0;35.2;
1021;Mannen;18 jaar;1975  tot 1980;28.0;1.0;98.0;48.0;49.0;49.0;51.0;2.0;;2.0;;;;;50.0;50.0;32.6;
1022;Mannen;18 jaar;1980  tot 1985;38.0;1.1;98.0;51.0;47.0;52.0;48.0;2.0;;2.0;;;2.0;69.0;48.0;52.0;31.4;3.0
1023;Mannen;18 jaar;1985  tot 1990;35.0;1.1;98.0;45.0;53.0;46.0;54.0;2.0;;2.0;;;2.0;66.0;58.0;42.0;29.2;4.0
1024;Mannen;18 jaar;1990  tot 1995;31.0;1.1;97.0;37.0;61.0;38.0;62.0;3.0;;2.0;;;;;68.0;32.0;27.4;
1025;Mannen;18 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;
1026;Mannen;19 jaar;1905  tot 1910;;;;;;;;;;;;;;;;;;
1027;Mannen;19 jaar;1910  tot 1915;;;;;;;;;;;;;;;;;;
1028;Mannen;19 jaar;1915  tot 1920;;;;;;;;;;;;;;;;;;
1029;Mannen;19 jaar;1920  tot 1925;;;;;;;;;;;;;;;;;;
1030;Mannen;19 jaar;1925  tot 1930;;;;;;;;;;;;;;;;;;
1031;Mannen;19 jaar;1930  tot 1935;;;;;;;;;;;;;;;;;;
1032;Mannen;19 jaar;1935  tot 1940;;;;;;;;;;;;;;;;;;
1033;Mannen;19 jaar;1940  tot 1945;;;;;;;;;;;;;;;;;;
1034;Mannen;19 jaar;1945  tot 1950;;;;;;;;;;;;;;;;;;
1035;Mannen;19 jaar;1950  tot 1955;66.0;;94.0;;;;;6.0;;;;;;;3.0;97.0;42.8;
1036;Mannen;19 jaar;1955  tot 1960;56.0;;96.0;;;;;4.0;;;;;;;6.0;94.0;40.9;
1037;Mannen;19 jaar;1960  tot 1965;44.0;;97.0;;;;;3.0;;;;;;;7.0;93.0;40.0;
1038;Mannen;19 jaar;1965  tot 1970;40.0;;97.0;;;;;3.0;;;;;;;22.0;78.0;37.6;
1039;Mannen;19 jaar;1970  tot 1975;37.0;1.2;98.0;65.0;33.0;66.0;34.0;2.0;;2.0;;;;;28.0;72.0;36.0;
1040;Mannen;19 jaar;1975  tot 1980;40.0;1.2;98.0;52.0;46.0;53.0;47.0;2.0;;1.0;;;;;40.0;60.0;33.5;
1041;Mannen;19 jaar;1980  tot 1985;47.0;1.3;98.0;58.0;40.0;59.0;41.0;2.0;;2.0;;;6.0;77.0;43.0;57.0;32.2;4.0
1042;Mannen;19 jaar;1985  tot 1990;43.0;1.4;97.0;47.0;50.0;48.0;52.0;3.0;1.0;2.0;;;5.0;76.0;49.0;51.0;31.3;4.0
1043;Mannen;19 jaar;1990  tot 1995;;;;;;;;;;;;;;;;;;
1044;Mannen;19 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;
1045;Mannen;20 jaar;1905  tot 1910;;;;;;;;;;;;;;;;;;
1046;Mannen;20 jaar;1910  tot 1915;;;;;;;;;;;;;;;;;;
1047;Mannen;20 jaar;1915  tot 1920;;;;;;;;;;;;;;;;;;
1048;Mannen;20 jaar;1920  tot 1925;;;;;;;;;;;;;;;;;;
1049;Mannen;20 jaar;1925  tot 1930;;;;;;;;;;;;;;;;;;
1050;Mannen;20 jaar;1930  tot 1935;;;;;;;;;;;;;;;;;;
1051;Mannen;20 jaar;1935  tot 1940;;;;;;;;;;;;;;;;;;
1052;Mannen;20 jaar;1940  tot 1945;;;;;;;;;;;;;;;;;;
1053;Mannen;20 jaar;1945  tot 1950;;;;;;;;;;;;;;;;;;
1054;Mannen;20 jaar;1950  tot 1955;69.0;;94.0;;;;;6.0;;;;;;;2.0;98.0;42.2;
