ID;Bestemmingen;Perioden;Wegingscoefficienten_1;Prijsindexcijfers_2
563;Europa                   per trein;  maart     1992;55.0;105.0
564;Europa                   per trein;zomer   1992;20.0;105.0
565;Europa                   per trein;  april     1992;20.0;105.0
566;Europa                   per trein;  mei       1992;20.0;105.0
567;Europa                   per trein;  juni      1992;20.0;105.0
568;Europa                   per trein;  juli      1992;20.0;105.0
569;Europa                   per trein;  augustus  1992;20.0;105.0
570;Europa                   per trein;  september 1992;20.0;105.0
571;Europa                   per trein;  oktober   1992;20.0;105.0
572;Europa                   per trein;winter  1993;55.0;116.0
573;Europa                   per trein;  december  1992;55.0;124.0
574;Europa                   per trein;  januari   1993;55.0;104.0
575;Europa                   per trein;  februari  1993;55.0;128.0
576;Europa                   per trein;  maart     1993;55.0;108.0
577;Europa                   per trein;zomer   1993;20.0;106.0
578;Europa                   per trein;  april     1993;20.0;106.0
579;Europa                   per trein;  mei       1993;20.0;106.0
580;Europa                   per trein;  juni      1993;20.0;107.0
581;Europa                   per trein;  juli      1993;20.0;105.0
582;Europa                   per trein;  augustus  1993;20.0;105.0
583;Europa                   per trein;  september 1993;20.0;106.0
584;Europa                   per trein;  oktober   1993;20.0;106.0
585;Europa                   per trein;winter  1994;55.0;124.0
586;Europa                   per trein;  december  1993;55.0;133.0
587;Europa                   per trein;  januari   1994;55.0;114.0
588;Europa                   per trein;  februari  1994;55.0;135.0
589;Europa                   per trein;  maart     1994;55.0;113.0
590;Europa                   per trein;zomer   1994;20.0;105.0
591;Europa                   per trein;  april     1994;20.0;103.0
592;Europa                   per trein;  mei       1994;20.0;104.0
593;Europa                   per trein;  juni      1994;20.0;104.0
594;Europa                   per trein;  juli      1994;20.0;107.0
595;Europa                   per trein;  augustus  1994;20.0;107.0
596;Europa                   per trein;  september 1994;20.0;106.0
597;Europa                   per trein;  oktober   1994;20.0;104.0
598;Europa                   per trein;winter  1995;55.0;121.0
599;Europa                   per trein;  december  1994;55.0;130.0
600;Europa                   per trein;  januari   1995;55.0;112.0
601;Europa                   per trein;  februari  1995;55.0;130.0
602;Europa                   per trein;  maart     1995;55.0;112.0
603;Europa                   per trein;zomer   1995;20.0;112.0
604;Europa                   per trein;  april     1995;20.0;111.0
605;Europa                   per trein;  mei       1995;20.0;113.0
606;Europa                   per trein;  juni      1995;20.0;112.0
607;Europa                   per trein;  juli      1995;20.0;112.0
608;Europa                   per trein;  augustus  1995;20.0;112.0
609;Europa                   per trein;  september 1995;20.0;112.0
610;Europa                   per trein;  oktober   1995;20.0;110.0
611;Europa                   per trein;winter  1996;;
612;Europa                   per trein;  december  1995;55.0;138.0
613;Europa                   per trein;  januari   1996;55.0;112.0
614;Europa                   per trein;  februari  1996;55.0;129.0
615;Europa                   per trein;  maart     1996;55.0;116.0
616;Europa                   per trein;zomer   1996;20.0;108.0
617;Europa                   per trein;  april     1996;20.0;105.0
618;Europa                   per trein;  mei       1996;20.0;106.0
619;Europa                   per trein;  juni      1996;20.0;108.0
620;Europa                   per trein;  juli      1996;20.0;111.0
621;Europa                   per trein;  augustus  1996;20.0;111.0
622;Europa                   per trein;  september 1996;20.0;108.0
623;Europa                   per trein;  oktober   1996;20.0;106.0
624;Europa                   per vliegtuig;winter  1985;274.0;92.0
625;Europa                   per vliegtuig;  december  1984;274.0;92.0
626;Europa                   per vliegtuig;  januari   1985;274.0;92.0
627;Europa                   per vliegtuig;  februari  1985;274.0;92.0
628;Europa                   per vliegtuig;  maart     1985;274.0;92.0
629;Europa                   per vliegtuig;zomer   1985;455.0;95.0
630;Europa                   per vliegtuig;  april     1985;455.0;95.0
631;Europa                   per vliegtuig;  mei       1985;455.0;95.0
632;Europa                   per vliegtuig;  juni      1985;455.0;95.0
633;Europa                   per vliegtuig;  juli      1985;455.0;95.0
634;Europa                   per vliegtuig;  augustus  1985;455.0;95.0
635;Europa                   per vliegtuig;  september 1985;455.0;95.0
636;Europa                   per vliegtuig;  oktober   1985;455.0;95.0
637;Europa                   per vliegtuig;winter  1986;274.0;98.0
638;Europa                   per vliegtuig;  december  1985;274.0;99.0
639;Europa                   per vliegtuig;  januari   1986;274.0;94.0
640;Europa                   per vliegtuig;  februari  1986;274.0;100.0
641;Europa                   per vliegtuig;  maart     1986;274.0;97.0
642;Europa                   per vliegtuig;zomer   1986;455.0;95.0
643;Europa                   per vliegtuig;  april     1986;455.0;82.0
644;Europa                   per vliegtuig;  mei       1986;455.0;87.0
645;Europa                   per vliegtuig;  juni      1986;455.0;99.0
646;Europa                   per vliegtuig;  juli      1986;455.0;114.0
647;Europa                   per vliegtuig;  augustus  1986;455.0;104.0
648;Europa                   per vliegtuig;  september 1986;455.0;96.0
649;Europa                   per vliegtuig;  oktober   1986;455.0;84.0
650;Europa                   per vliegtuig;winter  1987;274.0;99.0
651;Europa                   per vliegtuig;  december  1986;274.0;102.0
652;Europa                   per vliegtuig;  januari   1987;274.0;96.0
653;Europa                   per vliegtuig;  februari  1987;274.0;100.0
654;Europa                   per vliegtuig;  maart     1987;274.0;98.0
655;Europa                   per vliegtuig;zomer   1987;455.0;98.0
656;Europa                   per vliegtuig;  april     1987;455.0;84.0
657;Europa                   per vliegtuig;  mei       1987;455.0;89.0
658;Europa                   per vliegtuig;  juni      1987;455.0;100.0
659;Europa                   per vliegtuig;  juli      1987;455.0;117.0
660;Europa                   per vliegtuig;  augustus  1987;455.0;108.0
661;Europa                   per vliegtuig;  september 1987;455.0;98.0
662;Europa                   per vliegtuig;  oktober   1987;455.0;86.0
663;Europa                   per vliegtuig;winter  1988;274.0;100.0
664;Europa                   per vliegtuig;  december  1987;274.0;105.0
665;Europa                   per vliegtuig;  januari   1988;274.0;96.0
666;Europa                   per vliegtuig;  februari  1988;274.0;99.0
667;Europa                   per vliegtuig;  maart     1988;274.0;99.0
668;Europa                   per vliegtuig;zomer   1988;455.0;98.0
669;Europa                   per vliegtuig;  april     1988;455.0;83.0
670;Europa                   per vliegtuig;  mei       1988;455.0;90.0
671;Europa                   per vliegtuig;  juni      1988;455.0;99.0
672;Europa                   per vliegtuig;  juli      1988;455.0;117.0
673;Europa                   per vliegtuig;  augustus  1988;455.0;110.0
674;Europa                   per vliegtuig;  september 1988;455.0;99.0
675;Europa                   per vliegtuig;  oktober   1988;455.0;87.0
676;Europa                   per vliegtuig;winter  1989;274.0;107.0
677;Europa                   per vliegtuig;  december  1988;274.0;111.0
678;Europa                   per vliegtuig;  januari   1989;274.0;103.0
679;Europa                   per vliegtuig;  februari  1989;274.0;107.0
680;Europa                   per vliegtuig;  maart     1989;274.0;106.0
681;Europa                   per vliegtuig;zomer   1989;455.0;99.0
682;Europa                   per vliegtuig;  april     1989;455.0;84.0
683;Europa                   per vliegtuig;  mei       1989;455.0;90.0
684;Europa                   per vliegtuig;  juni      1989;455.0;100.0
685;Europa                   per vliegtuig;  juli      1989;455.0;119.0
