ID;EmploymentType;EconomicActivitiesNACE2008;Periods;EmployedPersons_1;EmployedPersonsSeasonalAdjusted_2;Jobs_3;JobsSeasonalAdjusted_4;HoursWorked_5;HoursWorkedSeasonalAdjusted_6
272;Total;B-E Industry (no construction), energy;2011 1st quarter;915.0;913.0;933.0;930.0;385.0;359.0
273;Total;B-E Industry (no construction), energy;2011 2nd quarter;912.0;909.0;929.0;926.0;350.0;358.0
274;Total;B-E Industry (no construction), energy;2011 3rd quarter;908.0;911.0;925.0;928.0;308.0;357.0
275;Total;B-E Industry (no construction), energy;2011 4th quarter;907.0;910.0;924.0;928.0;389.0;357.0
276;Total;B-E Industry (no construction), energy;2011;911.0;;928.0;;1432.0;
277;Total;B-E Industry (no construction), energy;2012 1st quarter;916.0;912.0;933.0;930.0;390.0;360.0
278;Total;B-E Industry (no construction), energy;2012 2nd quarter;909.0;906.0;926.0;924.0;350.0;359.0
279;Total;B-E Industry (no construction), energy;2012 3rd quarter;903.0;906.0;921.0;923.0;303.0;356.0
280;Total;B-E Industry (no construction), energy;2012 4th quarter;902.0;905.0;919.0;923.0;389.0;357.0
281;Total;B-E Industry (no construction), energy;2012;907.0;;925.0;;1432.0;
282;Total;B-E Industry (no construction), energy;2013 1st quarter;906.0;903.0;924.0;920.0;377.0;355.0
283;Total;B-E Industry (no construction), energy;2013 2nd quarter;898.0;895.0;915.0;913.0;347.0;354.0
284;Total;B-E Industry (no construction), energy;2013 3rd quarter;892.0;895.0;910.0;912.0;304.0;352.0
285;Total;B-E Industry (no construction), energy;2013 4th quarter;890.0;893.0;907.0;911.0;384.0;351.0
286;Total;B-E Industry (no construction), energy;2013;896.0;;914.0;;1412.0;
287;Total;B-E Industry (no construction), energy;2014 1st quarter;894.0;890.0;911.0;907.0;372.0;349.0
288;Total;C Manufacturing;1995 1st quarter;962.0;968.0;984.0;990.0;413.0;383.0
289;Total;C Manufacturing;1995 2nd quarter;969.0;970.0;992.0;992.0;376.0;388.0
290;Total;C Manufacturing;1995 3rd quarter;980.0;978.0;1002.0;1001.0;340.0;394.0
291;Total;C Manufacturing;1995 4th quarter;982.0;977.0;1005.0;999.0;430.0;394.0
292;Total;C Manufacturing;1995;973.0;;996.0;;1559.0;
293;Total;C Manufacturing;1996 1st quarter;950.0;956.0;972.0;979.0;412.0;388.0
294;Total;C Manufacturing;1996 2nd quarter;955.0;955.0;977.0;978.0;373.0;382.0
295;Total;C Manufacturing;1996 3rd quarter;960.0;959.0;982.0;981.0;335.0;388.0
296;Total;C Manufacturing;1996 4th quarter;968.0;963.0;991.0;986.0;428.0;390.0
297;Total;C Manufacturing;1996;958.0;;981.0;;1548.0;
298;Total;C Manufacturing;1997 1st quarter;963.0;968.0;983.0;990.0;405.0;390.0
299;Total;C Manufacturing;1997 2nd quarter;969.0;970.0;991.0;991.0;389.0;392.0
300;Total;C Manufacturing;1997 3rd quarter;972.0;971.0;993.0;992.0;337.0;388.0
301;Total;C Manufacturing;1997 4th quarter;978.0;972.0;999.0;994.0;430.0;392.0
302;Total;C Manufacturing;1997;970.0;;992.0;;1561.0;
303;Total;C Manufacturing;1998 1st quarter;969.0;975.0;992.0;998.0;416.0;395.0
304;Total;C Manufacturing;1998 2nd quarter;977.0;977.0;1000.0;1000.0;386.0;393.0
305;Total;C Manufacturing;1998 3rd quarter;977.0;977.0;1001.0;1000.0;338.0;392.0
306;Total;C Manufacturing;1998 4th quarter;983.0;978.0;1006.0;1001.0;429.0;390.0
307;Total;C Manufacturing;1998;976.0;;1000.0;;1569.0;
308;Total;C Manufacturing;1999 1st quarter;972.0;977.0;996.0;1002.0;411.0;391.0
309;Total;C Manufacturing;1999 2nd quarter;978.0;978.0;1003.0;1003.0;382.0;390.0
310;Total;C Manufacturing;1999 3rd quarter;978.0;977.0;1002.0;1002.0;333.0;388.0
311;Total;C Manufacturing;1999 4th quarter;984.0;980.0;1008.0;1004.0;434.0;390.0
312;Total;C Manufacturing;1999;978.0;;1002.0;;1560.0;
313;Total;C Manufacturing;2000 1st quarter;973.0;979.0;996.0;1002.0;421.0;389.0
314;Total;C Manufacturing;2000 2nd quarter;984.0;983.0;1007.0;1006.0;388.0;394.0
315;Total;C Manufacturing;2000 3rd quarter;984.0;983.0;1006.0;1006.0;328.0;384.0
316;Total;C Manufacturing;2000 4th quarter;989.0;985.0;1011.0;1007.0;416.0;386.0
317;Total;C Manufacturing;2000;982.0;;1005.0;;1552.0;
318;Total;C Manufacturing;2001 1st quarter;979.0;984.0;999.0;1004.0;417.0;387.0
319;Total;C Manufacturing;2001 2nd quarter;984.0;983.0;1005.0;1004.0;381.0;387.0
320;Total;C Manufacturing;2001 3rd quarter;980.0;979.0;999.0;999.0;330.0;387.0
321;Total;C Manufacturing;2001 4th quarter;976.0;973.0;996.0;993.0;417.0;383.0
322;Total;C Manufacturing;2001;980.0;;1000.0;;1545.0;
323;Total;C Manufacturing;2002 1st quarter;964.0;968.0;983.0;987.0;403.0;379.0
324;Total;C Manufacturing;2002 2nd quarter;962.0;961.0;981.0;980.0;370.0;377.0
325;Total;C Manufacturing;2002 3rd quarter;955.0;955.0;974.0;974.0;322.0;374.0
326;Total;C Manufacturing;2002 4th quarter;953.0;950.0;972.0;970.0;407.0;373.0
327;Total;C Manufacturing;2002;958.0;;977.0;;1502.0;
328;Total;C Manufacturing;2003 1st quarter;933.0;936.0;950.0;954.0;392.0;368.0
329;Total;C Manufacturing;2003 2nd quarter;932.0;930.0;949.0;948.0;355.0;361.0
330;Total;C Manufacturing;2003 3rd quarter;923.0;923.0;940.0;941.0;313.0;363.0
331;Total;C Manufacturing;2003 4th quarter;919.0;917.0;936.0;934.0;393.0;363.0
332;Total;C Manufacturing;2003;927.0;;944.0;;1454.0;
333;Total;C Manufacturing;2004 1st quarter;905.0;908.0;922.0;925.0;383.0;358.0
334;Total;C Manufacturing;2004 2nd quarter;907.0;905.0;924.0;922.0;341.0;350.0
335;Total;C Manufacturing;2004 3rd quarter;898.0;899.0;915.0;916.0;301.0;353.0
336;Total;C Manufacturing;2004 4th quarter;897.0;895.0;914.0;912.0;386.0;350.0
337;Total;C Manufacturing;2004;902.0;;919.0;;1412.0;
338;Total;C Manufacturing;2005 1st quarter;887.0;889.0;903.0;906.0;369.0;347.0
339;Total;C Manufacturing;2005 2nd quarter;889.0;887.0;907.0;904.0;345.0;347.0
340;Total;C Manufacturing;2005 3rd quarter;880.0;880.0;896.0;897.0;295.0;342.0
341;Total;C Manufacturing;2005 4th quarter;875.0;875.0;892.0;891.0;369.0;341.0
342;Total;C Manufacturing;2005;883.0;;900.0;;1377.0;
343;Total;C Manufacturing;2006 1st quarter;882.0;884.0;899.0;901.0;377.0;345.0
344;Total;C Manufacturing;2006 2nd quarter;881.0;879.0;898.0;896.0;338.0;343.0
345;Total;C Manufacturing;2006 3rd quarter;877.0;878.0;894.0;895.0;291.0;342.0
346;Total;C Manufacturing;2006 4th quarter;877.0;877.0;893.0;893.0;365.0;341.0
347;Total;C Manufacturing;2006;879.0;;896.0;;1371.0;
348;Total;C Manufacturing;2007 1st quarter;878.0;879.0;895.0;896.0;372.0;345.0
349;Total;C Manufacturing;2007 2nd quarter;887.0;885.0;904.0;902.0;341.0;347.0
350;Total;C Manufacturing;2007 3rd quarter;883.0;885.0;900.0;901.0;293.0;344.0
351;Total;C Manufacturing;2007 4th quarter;886.0;887.0;903.0;903.0;373.0;344.0
352;Total;C Manufacturing;2007;884.0;;901.0;;1380.0;
353;Total;C Manufacturing;2008 1st quarter;890.0;890.0;906.0;907.0;368.0;346.0
354;Total;C Manufacturing;2008 2nd quarter;894.0;892.0;911.0;908.0;345.0;348.0
355;Total;C Manufacturing;2008 3rd quarter;893.0;895.0;911.0;912.0;300.0;348.0
356;Total;C Manufacturing;2008 4th quarter;889.0;890.0;906.0;907.0;375.0;346.0
357;Total;C Manufacturing;2008;892.0;;909.0;;1388.0;
358;Total;C Manufacturing;2009 1st quarter;884.0;884.0;901.0;901.0;353.0;333.0
359;Total;C Manufacturing;2009 2nd quarter;876.0;874.0;893.0;891.0;323.0;330.0
360;Total;C Manufacturing;2009 3rd quarter;862.0;863.0;879.0;880.0;288.0;333.0
361;Total;C Manufacturing;2009 4th quarter;852.0;854.0;869.0;870.0;367.0;333.0
362;Total;C Manufacturing;2009;869.0;;885.0;;1330.0;
363;Total;C Manufacturing;2010 1st quarter;853.0;852.0;870.0;869.0;349.0;330.0
364;Total;C Manufacturing;2010 2nd quarter;852.0;850.0;868.0;867.0;319.0;330.0
365;Total;C Manufacturing;2010 3rd quarter;842.0;843.0;858.0;859.0;285.0;330.0
366;Total;C Manufacturing;2010 4th quarter;836.0;838.0;852.0;854.0;364.0;326.0
367;Total;C Manufacturing;2010;846.0;;862.0;;1316.0;
368;Total;C Manufacturing;2011 1st quarter;841.0;840.0;857.0;856.0;353.0;329.0
369;Total;C Manufacturing;2011 2nd quarter;838.0;837.0;854.0;852.0;321.0;328.0
370;Total;C Manufacturing;2011 3rd quarter;837.0;838.0;853.0;854.0;281.0;326.0
371;Total;C Manufacturing;2011 4th quarter;837.0;838.0;853.0;854.0;355.0;326.0
372;Total;C Manufacturing;2011;838.0;;854.0;;1310.0;
373;Total;C Manufacturing;2012 1st quarter;841.0;840.0;858.0;856.0;357.0;330.0
374;Total;C Manufacturing;2012 2nd quarter;835.0;834.0;851.0;850.0;321.0;328.0
375;Total;C Manufacturing;2012 3rd quarter;832.0;834.0;849.0;850.0;277.0;325.0
376;Total;C Manufacturing;2012 4th quarter;831.0;833.0;848.0;850.0;355.0;327.0
377;Total;C Manufacturing;2012;835.0;;851.0;;1310.0;
378;Total;C Manufacturing;2013 1st quarter;832.0;830.0;849.0;847.0;344.0;324.0
379;Total;C Manufacturing;2013 2nd quarter;824.0;823.0;841.0;840.0;317.0;323.0
380;Total;C Manufacturing;2013 3rd quarter;822.0;823.0;838.0;840.0;278.0;322.0
381;Total;C Manufacturing;2013 4th quarter;820.0;822.0;837.0;838.0;350.0;321.0
382;Total;C Manufacturing;2013;824.0;;841.0;;1290.0;
383;Total;C Manufacturing;2014 1st quarter;819.0;817.0;835.0;833.0;339.0;319.0
384;Total;F Construction;1995 1st quarter;422.0;428.0;433.0;440.0;151.0;144.0
385;Total;F Construction;1995 2nd quarter;436.0;433.0;448.0;445.0;195.0;189.0
386;Total;F Construction;1995 3rd quarter;436.0;433.0;448.0;445.0;169.0;190.0
387;Total;F Construction;1995 4th quarter;436.0;436.0;448.0;448.0;197.0;190.0
388;Total;F Construction;1995;433.0;;445.0;;712.0;
389;Total;F Construction;1996 1st quarter;428.0;434.0;440.0;446.0;156.0;152.0
390;Total;F Construction;1996 2nd quarter;441.0;438.0;453.0;450.0;201.0;193.0
391;Total;F Construction;1996 3rd quarter;442.0;440.0;455.0;452.0;175.0;195.0
392;Total;F Construction;1996 4th quarter;447.0;447.0;460.0;459.0;206.0;197.0
393;Total;F Construction;1996;440.0;;452.0;;739.0;
394;Total;F Construction;1997 1st quarter;444.0;451.0;457.0;464.0;183.0;183.0
395;Total;F Construction;1997 2nd quarter;459.0;456.0;473.0;469.0;208.0;196.0
396;Total;F Construction;1997 3rd quarter;464.0;461.0;477.0;474.0;177.0;197.0
397;Total;F Construction;1997 4th quarter;462.0;462.0;476.0;475.0;207.0;198.0
398;Total;F Construction;1997;458.0;;471.0;;774.0;
399;Total;F Construction;1998 1st quarter;459.0;465.0;471.0;477.0;201.0;198.0
400;Total;F Construction;1998 2nd quarter;470.0;467.0;483.0;480.0;206.0;197.0
401;Total;F Construction;1998 3rd quarter;475.0;471.0;487.0;484.0;176.0;198.0
402;Total;F Construction;1998 4th quarter;471.0;471.0;484.0;484.0;205.0;195.0
403;Total;F Construction;1998;469.0;;481.0;;788.0;
404;Total;F Construction;1999 1st quarter;471.0;477.0;486.0;493.0;197.0;195.0
405;Total;F Construction;1999 2nd quarter;484.0;481.0;501.0;498.0;211.0;201.0
406;Total;F Construction;1999 3rd quarter;489.0;486.0;505.0;502.0;181.0;206.0
407;Total;F Construction;1999 4th quarter;488.0;488.0;504.0;504.0;223.0;210.0
408;Total;F Construction;1999;483.0;;499.0;;813.0;
409;Total;F Construction;2000 1st quarter;489.0;495.0;503.0;510.0;221.0;211.0
410;Total;F Construction;2000 2nd quarter;502.0;499.0;515.0;513.0;222.0;211.0
411;Total;F Construction;2000 3rd quarter;505.0;502.0;518.0;515.0;178.0;205.0
412;Total;F Construction;2000 4th quarter;504.0;504.0;518.0;517.0;215.0;209.0
413;Total;F Construction;2000;500.0;;514.0;;835.0;
414;Total;F Construction;2001 1st quarter;504.0;509.0;517.0;523.0;224.0;215.0
415;Total;F Construction;2001 2nd quarter;514.0;511.0;528.0;525.0;225.0;214.0
416;Total;F Construction;2001 3rd quarter;515.0;512.0;530.0;527.0;184.0;213.0
417;Total;F Construction;2001 4th quarter;513.0;513.0;528.0;527.0;225.0;215.0
418;Total;F Construction;2001;511.0;;526.0;;858.0;
419;Total;F Construction;2002 1st quarter;506.0;511.0;519.0;524.0;222.0;216.0
420;Total;F Construction;2002 2nd quarter;519.0;517.0;532.0;530.0;224.0;214.0
421;Total;F Construction;2002 3rd quarter;510.0;507.0;523.0;521.0;183.0;210.0
422;Total;F Construction;2002 4th quarter;506.0;506.0;519.0;519.0;219.0;208.0
423;Total;F Construction;2002;510.0;;523.0;;848.0;
424;Total;F Construction;2003 1st quarter;489.0;493.0;501.0;505.0;207.0;202.0
425;Total;F Construction;2003 2nd quarter;491.0;490.0;503.0;502.0;211.0;201.0
426;Total;F Construction;2003 3rd quarter;491.0;489.0;504.0;501.0;178.0;204.0
427;Total;F Construction;2003 4th quarter;490.0;490.0;503.0;503.0;217.0;207.0
428;Total;F Construction;2003;490.0;;503.0;;814.0;
429;Total;F Construction;2004 1st quarter;480.0;483.0;493.0;496.0;206.0;200.0
430;Total;F Construction;2004 2nd quarter;483.0;482.0;496.0;495.0;206.0;198.0
431;Total;F Construction;2004 3rd quarter;484.0;482.0;497.0;494.0;172.0;199.0
432;Total;F Construction;2004 4th quarter;479.0;480.0;491.0;492.0;212.0;198.0
433;Total;F Construction;2004;482.0;;494.0;;796.0;
434;Total;F Construction;2005 1st quarter;475.0;478.0;488.0;491.0;201.0;198.0
435;Total;F Construction;2005 2nd quarter;482.0;480.0;494.0;493.0;211.0;199.0
436;Total;F Construction;2005 3rd quarter;486.0;484.0;499.0;497.0;174.0;200.0
437;Total;F Construction;2005 4th quarter;487.0;488.0;500.0;501.0;213.0;202.0
438;Total;F Construction;2005;482.0;;495.0;;799.0;
439;Total;F Construction;2006 1st quarter;488.0;491.0;502.0;505.0;211.0;202.0
440;Total;F Construction;2006 2nd quarter;494.0;492.0;508.0;506.0;217.0;207.0
441;Total;F Construction;2006 3rd quarter;491.0;489.0;504.0;503.0;174.0;202.0
442;Total;F Construction;2006 4th quarter;491.0;493.0;505.0;506.0;212.0;203.0
443;Total;F Construction;2006;491.0;;505.0;;814.0;
444;Total;F Construction;2007 1st quarter;495.0;498.0;509.0;511.0;216.0;209.0
445;Total;F Construction;2007 2nd quarter;498.0;496.0;512.0;510.0;217.0;207.0
446;Total;F Construction;2007 3rd quarter;498.0;497.0;512.0;510.0;178.0;207.0
447;Total;F Construction;2007 4th quarter;498.0;499.0;512.0;513.0;216.0;205.0
448;Total;F Construction;2007;497.0;;511.0;;828.0;
449;Total;F Construction;2008 1st quarter;499.0;501.0;513.0;515.0;215.0;210.0
450;Total;F Construction;2008 2nd quarter;509.0;506.0;523.0;520.0;223.0;211.0
451;Total;F Construction;2008 3rd quarter;513.0;512.0;527.0;527.0;186.0;214.0
452;Total;F Construction;2008 4th quarter;505.0;507.0;519.0;521.0;220.0;209.0
453;Total;F Construction;2008;506.0;;521.0;;843.0;
454;Total;F Construction;2009 1st quarter;507.0;508.0;521.0;522.0;214.0;209.0
455;Total;F Construction;2009 2nd quarter;500.0;498.0;515.0;512.0;215.0;206.0
456;Total;F Construction;2009 3rd quarter;494.0;493.0;508.0;508.0;179.0;206.0
457;Total;F Construction;2009 4th quarter;487.0;489.0;501.0;503.0;221.0;207.0
458;Total;F Construction;2009;497.0;;511.0;;829.0;
459;Total;F Construction;2010 1st quarter;490.0;490.0;504.0;504.0;203.0;200.0
460;Total;F Construction;2010 2nd quarter;481.0;479.0;494.0;493.0;207.0;201.0
461;Total;F Construction;2010 3rd quarter;487.0;486.0;501.0;501.0;177.0;202.0
462;Total;F Construction;2010 4th quarter;482.0;484.0;496.0;499.0;220.0;203.0
463;Total;F Construction;2010;485.0;;499.0;;807.0;
464;Total;F Construction;2011 1st quarter;479.0;479.0;494.0;493.0;207.0;202.0
465;Total;F Construction;2011 2nd quarter;477.0;476.0;491.0;490.0;209.0;201.0
466;Total;F Construction;2011 3rd quarter;477.0;476.0;491.0;490.0;174.0;199.0
467;Total;F Construction;2011 4th quarter;472.0;474.0;485.0;488.0;209.0;198.0
468;Total;F Construction;2011;476.0;;490.0;;799.0;
469;Total;F Construction;2012 1st quarter;478.0;478.0;493.0;492.0;204.0;198.0
470;Total;F Construction;2012 2nd quarter;471.0;469.0;485.0;484.0;206.0;198.0
471;Total;F Construction;2012 3rd quarter;467.0;466.0;481.0;480.0;171.0;197.0
472;Total;F Construction;2012 4th quarter;459.0;462.0;473.0;476.0;208.0;196.0
473;Total;F Construction;2012;469.0;;483.0;;789.0;
474;Total;F Construction;2013 1st quarter;454.0;453.0;469.0;467.0;188.0;187.0
475;Total;F Construction;2013 2nd quarter;449.0;447.0;463.0;461.0;197.0;188.0
476;Total;F Construction;2013 3rd quarter;442.0;441.0;456.0;455.0;165.0;187.0
477;Total;F Construction;2013 4th quarter;431.0;434.0;444.0;448.0;196.0;184.0
478;Total;F Construction;2013;444.0;;458.0;;747.0;
479;Total;F Construction;2014 1st quarter;431.0;430.0;445.0;444.0;185.0;184.0
480;Total;G-I Trade, transport, hotels, catering;1995 1st quarter;1789.0;1805.0;1898.0;1914.0;719.0;679.0
481;Total;G-I Trade, transport, hotels, catering;1995 2nd quarter;1817.0;1811.0;1928.0;1921.0;680.0;691.0
482;Total;G-I Trade, transport, hotels, catering;1995 3rd quarter;1832.0;1819.0;1944.0;1930.0;626.0;701.0
483;Total;G-I Trade, transport, hotels, catering;1995 4th quarter;1827.0;1830.0;1938.0;1943.0;762.0;716.0
484;Total;G-I Trade, transport, hotels, catering;1995;1816.0;;1927.0;;2787.0;
485;Total;G-I Trade, transport, hotels, catering;1996 1st quarter;1809.0;1825.0;1929.0;1945.0;731.0;701.0
486;Total;G-I Trade, transport, hotels, catering;1996 2nd quarter;1844.0;1837.0;1967.0;1960.0;694.0;703.0
487;Total;G-I Trade, transport, hotels, catering;1996 3rd quarter;1860.0;1846.0;1983.0;1969.0;638.0;711.0
488;Total;G-I Trade, transport, hotels, catering;1996 4th quarter;1849.0;1852.0;1969.0;1973.0;772.0;721.0
489;Total;G-I Trade, transport, hotels, catering;1996;1840.0;;1962.0;;2835.0;
490;Total;G-I Trade, transport, hotels, catering;1997 1st quarter;1851.0;1868.0;1966.0;1983.0;728.0;710.0
491;Total;G-I Trade, transport, hotels, catering;1997 2nd quarter;1882.0;1876.0;1997.0;1990.0;712.0;711.0
492;Total;G-I Trade, transport, hotels, catering;1997 3rd quarter;1903.0;1889.0;2019.0;2004.0;636.0;708.0
493;Total;G-I Trade, transport, hotels, catering;1997 4th quarter;1893.0;1896.0;2010.0;2014.0;761.0;708.0
494;Total;G-I Trade, transport, hotels, catering;1997;1882.0;;1998.0;;2838.0;
495;Total;G-I Trade, transport, hotels, catering;1998 1st quarter;1887.0;1905.0;2009.0;2027.0;747.0;719.0
496;Total;G-I Trade, transport, hotels, catering;1998 2nd quarter;1923.0;1917.0;2049.0;2042.0;715.0;722.0
497;Total;G-I Trade, transport, hotels, catering;1998 3rd quarter;1942.0;1928.0;2070.0;2055.0;648.0;726.0
498;Total;G-I Trade, transport, hotels, catering;1998 4th quarter;1940.0;1943.0;2066.0;2071.0;780.0;722.0
499;Total;G-I Trade, transport, hotels, catering;1998;1923.0;;2049.0;;2890.0;
500;Total;G-I Trade, transport, hotels, catering;1999 1st quarter;1959.0;1977.0;2080.0;2099.0;762.0;737.0
501;Total;G-I Trade, transport, hotels, catering;1999 2nd quarter;2001.0;1994.0;2125.0;2117.0;729.0;740.0
502;Total;G-I Trade, transport, hotels, catering;1999 3rd quarter;2024.0;2010.0;2149.0;2133.0;659.0;741.0
503;Total;G-I Trade, transport, hotels, catering;1999 4th quarter;2029.0;2032.0;2153.0;2158.0;818.0;750.0
504;Total;G-I Trade, transport, hotels, catering;1999;2003.0;;2127.0;;2967.0;
505;Total;G-I Trade, transport, hotels, catering;2000 1st quarter;2021.0;2040.0;2146.0;2164.0;797.0;751.0
506;Total;G-I Trade, transport, hotels, catering;2000 2nd quarter;2067.0;2060.0;2194.0;2186.0;754.0;761.0
507;Total;G-I Trade, transport, hotels, catering;2000 3rd quarter;2089.0;2074.0;2217.0;2201.0;660.0;746.0
508;Total;G-I Trade, transport, hotels, catering;2000 4th quarter;2086.0;2090.0;2211.0;2216.0;798.0;752.0
509;Total;G-I Trade, transport, hotels, catering;2000;2066.0;;2192.0;;3010.0;
510;Total;G-I Trade, transport, hotels, catering;2001 1st quarter;2072.0;2090.0;2196.0;2215.0;797.0;757.0
511;Total;G-I Trade, transport, hotels, catering;2001 2nd quarter;2108.0;2100.0;2233.0;2224.0;753.0;760.0
512;Total;G-I Trade, transport, hotels, catering;2001 3rd quarter;2124.0;2109.0;2249.0;2233.0;672.0;760.0
513;Total;G-I Trade, transport, hotels, catering;2001 4th quarter;2110.0;2114.0;2234.0;2239.0;813.0;759.0
514;Total;G-I Trade, transport, hotels, catering;2001;2103.0;;2228.0;;3035.0;
515;Total;G-I Trade, transport, hotels, catering;2002 1st quarter;2087.0;2104.0;2210.0;2228.0;777.0;745.0
516;Total;G-I Trade, transport, hotels, catering;2002 2nd quarter;2118.0;2110.0;2244.0;2236.0;742.0;749.0
