ID;Geslacht;Leeftijd;Opleidingsniveau;Herkomstgroepering;Generatie;Perioden;TotaalEducatietypen_1;SocialeRedzaamheid_2;ProfessioneleRedzaamheidGekwalificeerd_3;ProfessioneleRedzaamheidOngekwalific_4;EducatieveRedzaamheidAlleenNiveau4_5;AlfabetiseringInclusiefOverig_6;TotaalEducatietypen_7;SocialeRedzaamheid_8;ProfessioneleRedzaamheidGekwalificeerd_9;ProfessioneleRedzaamheidOngekwalific_10;EducatieveRedzaamheidAlleenNiveau4_11;AlfabetiseringInclusiefOverig_12
122;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Westerse allochtoon;Allochtoon, 1e generatie;2011/'12;2960.0;1242.0;128.0;1456.0;66.0;68.0;3846.0;1595.0;177.0;1912.0;74.0;88.0
123;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Westerse allochtoon;Allochtoon, 1e generatie;2012/'13;2615.0;820.0;144.0;1545.0;43.0;63.0;4073.0;1350.0;304.0;2245.0;61.0;113.0
124;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Westerse allochtoon;Allochtoon, 1e generatie;2013/'14;3680.0;1003.0;262.0;1861.0;83.0;471.0;5541.0;1384.0;421.0;2341.0;120.0;1275.0
125;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Westerse allochtoon;Allochtoon, 1e generatie;2014/'15;3782.0;943.0;254.0;1542.0;81.0;962.0;3926.0;994.0;260.0;1580.0;82.0;1010.0
126;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Westerse allochtoon;Allochtoon, 2e generatie;2006/'07;549.0;469.0;5.0;72.0;3.0;;957.0;799.0;7.0;143.0;8.0;
127;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Westerse allochtoon;Allochtoon, 2e generatie;2007/'08;593.0;516.0;3.0;69.0;5.0;0.0;1077.0;910.0;10.0;147.0;10.0;0.0
128;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Westerse allochtoon;Allochtoon, 2e generatie;2008/'09;659.0;566.0;2.0;89.0;2.0;0.0;1322.0;1127.0;10.0;180.0;5.0;0.0
129;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Westerse allochtoon;Allochtoon, 2e generatie;2009/'10;689.0;620.0;10.0;59.0;0.0;0.0;1259.0;1082.0;17.0;158.0;2.0;0.0
130;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Westerse allochtoon;Allochtoon, 2e generatie;2010/'11;456.0;404.0;7.0;45.0;0.0;0.0;727.0;642.0;8.0;77.0;0.0;0.0
131;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Westerse allochtoon;Allochtoon, 2e generatie;2011/'12;336.0;298.0;3.0;34.0;1.0;0.0;470.0;398.0;6.0;65.0;1.0;0.0
132;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Westerse allochtoon;Allochtoon, 2e generatie;2012/'13;281.0;237.0;2.0;42.0;0.0;0.0;388.0;303.0;4.0;78.0;1.0;2.0
133;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Westerse allochtoon;Allochtoon, 2e generatie;2013/'14;242.0;193.0;3.0;37.0;0.0;9.0;329.0;224.0;3.0;66.0;1.0;35.0
134;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Westerse allochtoon;Allochtoon, 2e generatie;2014/'15;225.0;175.0;1.0;35.0;1.0;13.0;231.0;177.0;1.0;36.0;1.0;16.0
135;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Westerse allochtoon;Autochtoon of generatie onbekend;2006/'07;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
136;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Westerse allochtoon;Autochtoon of generatie onbekend;2007/'08;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
137;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Westerse allochtoon;Autochtoon of generatie onbekend;2008/'09;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
138;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Westerse allochtoon;Autochtoon of generatie onbekend;2009/'10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
139;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Westerse allochtoon;Autochtoon of generatie onbekend;2010/'11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
140;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Westerse allochtoon;Autochtoon of generatie onbekend;2011/'12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
141;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Westerse allochtoon;Autochtoon of generatie onbekend;2012/'13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
142;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Westerse allochtoon;Autochtoon of generatie onbekend;2013/'14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
143;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Westerse allochtoon;Autochtoon of generatie onbekend;2014/'15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
144;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Niet-westerse allochtoon;Totaal generatie;2006/'07;31166.0;12243.0;1499.0;16609.0;815.0;;41948.0;16593.0;1802.0;22452.0;1101.0;
145;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Niet-westerse allochtoon;Totaal generatie;2007/'08;21753.0;8638.0;1110.0;11458.0;496.0;51.0;29075.0;12333.0;1371.0;14394.0;590.0;387.0
146;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Niet-westerse allochtoon;Totaal generatie;2008/'09;19346.0;8166.0;791.0;9133.0;220.0;1036.0;27943.0;12544.0;978.0;12213.0;291.0;1917.0
147;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Niet-westerse allochtoon;Totaal generatie;2009/'10;18043.0;8650.0;662.0;6458.0;211.0;2062.0;25856.0;12270.0;768.0;9302.0;288.0;3228.0
148;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Niet-westerse allochtoon;Totaal generatie;2010/'11;15429.0;6778.0;584.0;5808.0;180.0;2079.0;19721.0;8584.0;631.0;7153.0;269.0;3084.0
149;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Niet-westerse allochtoon;Totaal generatie;2011/'12;13293.0;5364.0;509.0;5159.0;195.0;2066.0;17487.0;7090.0;573.0;6841.0;209.0;2774.0
150;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Niet-westerse allochtoon;Totaal generatie;2012/'13;12506.0;4675.0;567.0;5439.0;131.0;1694.0;16239.0;6303.0;777.0;6922.0;151.0;2086.0
151;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Niet-westerse allochtoon;Totaal generatie;2013/'14;12164.0;4429.0;676.0;5086.0;182.0;1791.0;15696.0;5403.0;864.0;5836.0;321.0;3272.0
152;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Niet-westerse allochtoon;Totaal generatie;2014/'15;11366.0;3991.0;694.0;4351.0;217.0;2113.0;11674.0;4092.0;703.0;4422.0;221.0;2236.0
153;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Niet-westerse allochtoon;Allochtoon, 1e generatie;2006/'07;30917.0;12148.0;1458.0;16521.0;790.0;;41538.0;16426.0;1749.0;22295.0;1068.0;
154;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Niet-westerse allochtoon;Allochtoon, 1e generatie;2007/'08;21539.0;8538.0;1088.0;11387.0;475.0;51.0;28684.0;12122.0;1341.0;14273.0;561.0;387.0
155;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Niet-westerse allochtoon;Allochtoon, 1e generatie;2008/'09;19109.0;8028.0;766.0;9065.0;214.0;1036.0;27417.0;12219.0;940.0;12058.0;284.0;1916.0
156;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Niet-westerse allochtoon;Allochtoon, 1e generatie;2009/'10;17779.0;8481.0;641.0;6389.0;207.0;2061.0;25229.0;11854.0;736.0;9131.0;281.0;3227.0
157;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Niet-westerse allochtoon;Allochtoon, 1e generatie;2010/'11;15234.0;6648.0;568.0;5764.0;175.0;2079.0;19429.0;8385.0;613.0;7083.0;264.0;3084.0
158;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Niet-westerse allochtoon;Allochtoon, 1e generatie;2011/'12;13136.0;5271.0;499.0;5111.0;190.0;2065.0;17202.0;6932.0;560.0;6735.0;203.0;2772.0
159;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Niet-westerse allochtoon;Allochtoon, 1e generatie;2012/'13;12340.0;4589.0;554.0;5377.0;127.0;1693.0;15949.0;6132.0;753.0;6834.0;147.0;2083.0
160;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Niet-westerse allochtoon;Allochtoon, 1e generatie;2013/'14;11967.0;4328.0;663.0;5023.0;178.0;1775.0;15387.0;5270.0;847.0;5749.0;315.0;3206.0
161;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Niet-westerse allochtoon;Allochtoon, 1e generatie;2014/'15;11205.0;3925.0;679.0;4294.0;212.0;2095.0;11503.0;4022.0;688.0;4363.0;216.0;2214.0
162;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Niet-westerse allochtoon;Allochtoon, 2e generatie;2006/'07;249.0;95.0;41.0;88.0;25.0;;410.0;167.0;53.0;157.0;33.0;
163;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Niet-westerse allochtoon;Allochtoon, 2e generatie;2007/'08;214.0;100.0;22.0;71.0;21.0;0.0;391.0;211.0;30.0;121.0;29.0;0.0
164;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Niet-westerse allochtoon;Allochtoon, 2e generatie;2008/'09;237.0;138.0;25.0;68.0;6.0;0.0;526.0;325.0;38.0;155.0;7.0;1.0
165;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Niet-westerse allochtoon;Allochtoon, 2e generatie;2009/'10;264.0;169.0;21.0;69.0;4.0;1.0;627.0;416.0;32.0;171.0;7.0;1.0
166;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Niet-westerse allochtoon;Allochtoon, 2e generatie;2010/'11;195.0;130.0;16.0;44.0;5.0;0.0;292.0;199.0;18.0;70.0;5.0;0.0
167;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Niet-westerse allochtoon;Allochtoon, 2e generatie;2011/'12;157.0;93.0;10.0;48.0;5.0;1.0;285.0;158.0;13.0;106.0;6.0;2.0
168;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Niet-westerse allochtoon;Allochtoon, 2e generatie;2012/'13;166.0;86.0;13.0;62.0;4.0;1.0;290.0;171.0;24.0;88.0;4.0;3.0
169;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Niet-westerse allochtoon;Allochtoon, 2e generatie;2013/'14;197.0;101.0;13.0;63.0;4.0;16.0;309.0;133.0;17.0;87.0;6.0;66.0
170;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Niet-westerse allochtoon;Allochtoon, 2e generatie;2014/'15;161.0;66.0;15.0;57.0;5.0;18.0;171.0;70.0;15.0;59.0;5.0;22.0
171;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Niet-westerse allochtoon;Autochtoon of generatie onbekend;2006/'07;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
172;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Niet-westerse allochtoon;Autochtoon of generatie onbekend;2007/'08;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
173;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Niet-westerse allochtoon;Autochtoon of generatie onbekend;2008/'09;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
174;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Niet-westerse allochtoon;Autochtoon of generatie onbekend;2009/'10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
175;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Niet-westerse allochtoon;Autochtoon of generatie onbekend;2010/'11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
176;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Niet-westerse allochtoon;Autochtoon of generatie onbekend;2011/'12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
177;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Niet-westerse allochtoon;Autochtoon of generatie onbekend;2012/'13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
178;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Niet-westerse allochtoon;Autochtoon of generatie onbekend;2013/'14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
179;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Niet-westerse allochtoon;Autochtoon of generatie onbekend;2014/'15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
180;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Marokko;Totaal generatie;2006/'07;6254.0;3389.0;219.0;2511.0;135.0;;8347.0;4536.0;256.0;3389.0;166.0;
181;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Marokko;Totaal generatie;2007/'08;4510.0;2537.0;166.0;1718.0;84.0;5.0;6126.0;3522.0;198.0;2226.0;102.0;78.0
182;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Marokko;Totaal generatie;2008/'09;4030.0;2224.0;121.0;1379.0;27.0;279.0;5583.0;3157.0;136.0;1820.0;36.0;434.0
183;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Marokko;Totaal generatie;2009/'10;3707.0;2077.0;89.0;1050.0;30.0;461.0;5093.0;2739.0;99.0;1476.0;38.0;741.0
184;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Marokko;Totaal generatie;2010/'11;3093.0;1545.0;86.0;990.0;26.0;446.0;3719.0;1797.0;91.0;1183.0;34.0;614.0
185;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Marokko;Totaal generatie;2011/'12;2480.0;1136.0;87.0;876.0;31.0;350.0;2975.0;1387.0;92.0;1040.0;35.0;421.0
186;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Marokko;Totaal generatie;2012/'13;2139.0;987.0;88.0;831.0;21.0;212.0;2562.0;1204.0;101.0;992.0;22.0;243.0
187;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Marokko;Totaal generatie;2013/'14;2085.0;966.0;91.0;790.0;24.0;214.0;2530.0;1106.0;104.0;905.0;32.0;383.0
188;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Marokko;Totaal generatie;2014/'15;1980.0;893.0;86.0;730.0;26.0;245.0;2013.0;911.0;86.0;736.0;26.0;254.0
189;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Marokko;Allochtoon, 1e generatie;2006/'07;6195.0;3367.0;215.0;2488.0;125.0;;8255.0;4499.0;251.0;3349.0;156.0;
190;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Marokko;Allochtoon, 1e generatie;2007/'08;4450.0;2513.0;160.0;1698.0;74.0;5.0;6022.0;3468.0;189.0;2198.0;89.0;78.0
191;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Marokko;Allochtoon, 1e generatie;2008/'09;3980.0;2197.0;113.0;1366.0;25.0;279.0;5481.0;3097.0;126.0;1791.0;33.0;434.0
192;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Marokko;Allochtoon, 1e generatie;2009/'10;3657.0;2046.0;85.0;1036.0;29.0;461.0;4972.0;2661.0;91.0;1443.0;36.0;741.0
193;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Marokko;Allochtoon, 1e generatie;2010/'11;3054.0;1519.0;84.0;980.0;25.0;446.0;3668.0;1764.0;89.0;1168.0;33.0;614.0
194;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Marokko;Allochtoon, 1e generatie;2011/'12;2451.0;1119.0;86.0;867.0;30.0;349.0;2926.0;1356.0;91.0;1025.0;34.0;420.0
195;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Marokko;Allochtoon, 1e generatie;2012/'13;2112.0;975.0;85.0;820.0;20.0;212.0;2505.0;1168.0;98.0;976.0;21.0;242.0
196;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Marokko;Allochtoon, 1e generatie;2013/'14;2047.0;947.0;89.0;776.0;23.0;212.0;2463.0;1071.0;102.0;888.0;31.0;371.0
197;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Marokko;Allochtoon, 1e generatie;2014/'15;1947.0;878.0;85.0;718.0;25.0;241.0;1977.0;895.0;85.0;723.0;25.0;249.0
198;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Marokko;Allochtoon, 2e generatie;2006/'07;59.0;22.0;4.0;23.0;10.0;;92.0;37.0;5.0;40.0;10.0;
199;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Marokko;Allochtoon, 2e generatie;2007/'08;60.0;24.0;6.0;20.0;10.0;0.0;104.0;54.0;9.0;28.0;13.0;0.0
200;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Marokko;Allochtoon, 2e generatie;2008/'09;50.0;27.0;8.0;13.0;2.0;0.0;102.0;60.0;10.0;29.0;3.0;0.0
201;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Marokko;Allochtoon, 2e generatie;2009/'10;50.0;31.0;4.0;14.0;1.0;0.0;121.0;78.0;8.0;33.0;2.0;0.0
202;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Marokko;Allochtoon, 2e generatie;2010/'11;39.0;26.0;2.0;10.0;1.0;0.0;51.0;33.0;2.0;15.0;1.0;0.0
203;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Marokko;Allochtoon, 2e generatie;2011/'12;29.0;17.0;1.0;9.0;1.0;1.0;49.0;31.0;1.0;15.0;1.0;1.0
204;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Marokko;Allochtoon, 2e generatie;2012/'13;27.0;12.0;3.0;11.0;1.0;0.0;57.0;36.0;3.0;16.0;1.0;1.0
205;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Marokko;Allochtoon, 2e generatie;2013/'14;38.0;19.0;2.0;14.0;1.0;2.0;67.0;35.0;2.0;17.0;1.0;12.0
206;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Marokko;Allochtoon, 2e generatie;2014/'15;33.0;15.0;1.0;12.0;1.0;4.0;36.0;16.0;1.0;13.0;1.0;5.0
207;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Marokko;Autochtoon of generatie onbekend;2006/'07;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
208;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Marokko;Autochtoon of generatie onbekend;2007/'08;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
209;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Marokko;Autochtoon of generatie onbekend;2008/'09;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
210;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Marokko;Autochtoon of generatie onbekend;2009/'10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
211;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Marokko;Autochtoon of generatie onbekend;2010/'11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
212;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Marokko;Autochtoon of generatie onbekend;2011/'12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
213;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Marokko;Autochtoon of generatie onbekend;2012/'13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
214;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Marokko;Autochtoon of generatie onbekend;2013/'14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
215;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Marokko;Autochtoon of generatie onbekend;2014/'15;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
216;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Turkije;Totaal generatie;2006/'07;6679.0;2907.0;323.0;3337.0;112.0;;9005.0;4000.0;366.0;4492.0;147.0;
217;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Turkije;Totaal generatie;2007/'08;4660.0;1977.0;228.0;2376.0;77.0;2.0;5860.0;2593.0;261.0;2878.0;84.0;44.0
218;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Turkije;Totaal generatie;2008/'09;3882.0;1625.0;175.0;1941.0;37.0;104.0;5230.0;2354.0;190.0;2422.0;44.0;220.0
219;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Turkije;Totaal generatie;2009/'10;2987.0;1497.0;126.0;1085.0;32.0;247.0;4211.0;2049.0;137.0;1585.0;38.0;402.0
220;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Turkije;Totaal generatie;2010/'11;2467.0;1133.0;120.0;958.0;27.0;229.0;3053.0;1442.0;125.0;1155.0;34.0;297.0
221;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Turkije;Totaal generatie;2011/'12;1956.0;944.0;109.0;738.0;27.0;138.0;2479.0;1210.0;131.0;959.0;28.0;151.0
222;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Turkije;Totaal generatie;2012/'13;1772.0;787.0;117.0;766.0;20.0;82.0;2303.0;1060.0;152.0;968.0;25.0;98.0
223;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Turkije;Totaal generatie;2013/'14;2008.0;821.0;136.0;797.0;25.0;229.0;2564.0;972.0;162.0;882.0;42.0;506.0
224;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Turkije;Totaal generatie;2014/'15;1873.0;726.0;131.0;657.0;37.0;322.0;1918.0;741.0;132.0;666.0;37.0;342.0
225;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Turkije;Allochtoon, 1e generatie;2006/'07;6590.0;2876.0;311.0;3301.0;102.0;;8862.0;3949.0;351.0;4431.0;131.0;
226;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Turkije;Allochtoon, 1e generatie;2007/'08;4596.0;1949.0;222.0;2353.0;70.0;2.0;5747.0;2536.0;253.0;2841.0;73.0;44.0
227;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Turkije;Allochtoon, 1e generatie;2008/'09;3813.0;1589.0;168.0;1919.0;33.0;104.0;5073.0;2260.0;180.0;2374.0;40.0;219.0
228;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Turkije;Allochtoon, 1e generatie;2009/'10;2906.0;1448.0;121.0;1062.0;29.0;246.0;4028.0;1939.0;130.0;1524.0;34.0;401.0
229;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Turkije;Allochtoon, 1e generatie;2010/'11;2411.0;1099.0;117.0;942.0;24.0;229.0;2972.0;1387.0;122.0;1135.0;31.0;297.0
230;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Turkije;Allochtoon, 1e generatie;2011/'12;1912.0;919.0;106.0;725.0;24.0;138.0;2401.0;1166.0;126.0;934.0;24.0;151.0
231;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Turkije;Allochtoon, 1e generatie;2012/'13;1725.0;762.0;115.0;749.0;17.0;82.0;2218.0;1008.0;148.0;943.0;22.0;97.0
232;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Turkije;Allochtoon, 1e generatie;2013/'14;1945.0;784.0;134.0;781.0;22.0;224.0;2465.0;928.0;159.0;862.0;38.0;478.0
233;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Turkije;Allochtoon, 1e generatie;2014/'15;1828.0;706.0;128.0;645.0;33.0;316.0;1868.0;718.0;129.0;654.0;33.0;334.0
234;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Turkije;Allochtoon, 2e generatie;2006/'07;89.0;31.0;12.0;36.0;10.0;;143.0;51.0;15.0;61.0;16.0;
235;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Turkije;Allochtoon, 2e generatie;2007/'08;64.0;28.0;6.0;23.0;7.0;0.0;113.0;57.0;8.0;37.0;11.0;0.0
236;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Turkije;Allochtoon, 2e generatie;2008/'09;69.0;36.0;7.0;22.0;4.0;0.0;157.0;94.0;10.0;48.0;4.0;1.0
237;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Turkije;Allochtoon, 2e generatie;2009/'10;81.0;49.0;5.0;23.0;3.0;1.0;183.0;110.0;7.0;61.0;4.0;1.0
238;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Turkije;Allochtoon, 2e generatie;2010/'11;56.0;34.0;3.0;16.0;3.0;0.0;81.0;55.0;3.0;20.0;3.0;0.0
239;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Turkije;Allochtoon, 2e generatie;2011/'12;44.0;25.0;3.0;13.0;3.0;0.0;78.0;44.0;5.0;25.0;4.0;0.0
240;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Turkije;Allochtoon, 2e generatie;2012/'13;47.0;25.0;2.0;17.0;3.0;0.0;85.0;52.0;4.0;25.0;3.0;1.0
241;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Turkije;Allochtoon, 2e generatie;2013/'14;63.0;37.0;2.0;16.0;3.0;5.0;99.0;44.0;3.0;20.0;4.0;28.0
242;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Turkije;Allochtoon, 2e generatie;2014/'15;45.0;20.0;3.0;12.0;4.0;6.0;50.0;23.0;3.0;12.0;4.0;8.0
243;Totaal mannen en vrouwen;Totaal leeftijd;Totaal niveaus;Turkije;Autochtoon of generatie onbekend;2006/'07;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;
