ID;BestemmingVanInvoer;Perioden;WaardeInWerkelijkePrijzen_1;WaardePrijsniveau2005_2;VolumemutatieTOVVoorafgaandJaar_3;Prijsindexcijfers_4;WaardeInWerkelijkePrijzen_5;WaardePrijsniveau2005_6;VolumemutatieTOVVoorafgaandJaar_7;Prijsindexcijfers_8;WaardeInWerkelijkePrijzen_9;WaardePrijsniveau2005_10;VolumemutatieTOVVoorafgaandJaar_11;Prijsindexcijfers_12
1587;J Informatie en communicatie;2000;4327.0;3925.0;20.4;110.2;1538.0;1284.0;23.9;119.7;2789.0;2618.0;18.6;106.5
1588;J Informatie en communicatie;2001;5163.0;4795.0;22.2;107.7;1601.0;1407.0;9.6;113.8;3562.0;3380.0;29.1;105.4
1589;J Informatie en communicatie;2002;5021.0;4909.0;2.4;102.3;1426.0;1315.0;-6.6;108.4;3595.0;3597.0;6.4;100.0
1590;J Informatie en communicatie;2003;5125.0;5093.0;3.7;100.6;1417.0;1371.0;4.3;103.3;3708.0;3724.0;3.5;99.6
1591;J Informatie en communicatie;2004;5031.0;4988.0;-2.1;100.9;1358.0;1355.0;-1.2;100.2;3673.0;3634.0;-2.4;101.1
1592;J Informatie en communicatie;2005;5185.0;5185.0;4.0;100.0;1246.0;1246.0;-8.0;100.0;3939.0;3939.0;8.4;100.0
1593;J Informatie en communicatie;2006;5332.0;5285.0;1.9;100.9;1234.0;1210.0;-2.9;102.0;4098.0;4075.0;3.5;100.6
1594;J Informatie en communicatie;2007;5324.0;5269.0;-0.3;101.0;1237.0;1206.0;-0.3;102.6;4087.0;4063.0;-0.3;100.6
1595;J Informatie en communicatie;2008;5179.0;5117.0;-2.9;101.2;1124.0;1142.0;-5.3;98.4;4055.0;3976.0;-2.2;102.0
1596;J Informatie en communicatie;2009;5113.0;5078.0;-0.8;100.7;1017.0;1080.0;-5.4;94.2;4096.0;3997.0;0.5;102.5
1597;J Informatie en communicatie;2010;5357.0;5214.0;2.7;102.7;1072.0;1090.0;1.0;98.3;4285.0;4121.0;3.1;104.0
1598;J Informatie en communicatie;2011;5616.0;5417.0;3.9;103.7;1084.0;1107.0;1.5;98.0;4532.0;4306.0;4.5;105.3
1599;J Informatie en communicatie;2012;5712.0;5462.0;0.8;104.6;1099.0;1103.0;-0.4;99.7;4613.0;4354.0;1.1;105.9
1600;58-60 Uitgeverijen, film, radio en t.v.;1988;823.0;1009.0;;81.6;242.0;204.0;;118.5;581.0;833.0;;69.8
1601;58-60 Uitgeverijen, film, radio en t.v.;1989;992.0;1190.0;18.0;83.3;270.0;223.0;9.1;121.2;722.0;1013.0;21.7;71.3
1602;58-60 Uitgeverijen, film, radio en t.v.;1990;982.0;1160.0;-2.5;84.6;293.0;247.0;10.7;118.7;689.0;937.0;-7.5;73.5
1603;58-60 Uitgeverijen, film, radio en t.v.;1991;1096.0;1268.0;9.3;86.4;290.0;246.0;-0.3;117.9;806.0;1063.0;13.4;75.9
1604;58-60 Uitgeverijen, film, radio en t.v.;1992;1117.0;1272.0;0.4;87.8;292.0;267.0;8.6;109.3;825.0;1035.0;-2.6;79.7
1605;58-60 Uitgeverijen, film, radio en t.v.;1993;1140.0;1301.0;2.2;87.6;287.0;283.0;5.8;101.5;853.0;1045.0;1.0;81.6
1606;58-60 Uitgeverijen, film, radio en t.v.;1994;1222.0;1361.0;4.6;89.8;312.0;298.0;5.6;104.6;910.0;1090.0;4.3;83.5
1607;58-60 Uitgeverijen, film, radio en t.v.;1995;1280.0;1388.0;2.0;92.2;332.0;288.0;-3.5;115.3;948.0;1132.0;3.8;83.7
1608;58-60 Uitgeverijen, film, radio en t.v.;1996;1341.0;1404.0;1.2;95.5;395.0;323.0;12.0;122.5;946.0;1102.0;-2.6;85.8
1609;58-60 Uitgeverijen, film, radio en t.v.;1997;1350.0;1506.0;7.2;89.6;404.0;341.0;5.6;118.6;946.0;1190.0;7.9;79.5
1610;58-60 Uitgeverijen, film, radio en t.v.;1998;1227.0;1353.0;-10.1;90.7;438.0;374.0;9.9;117.0;789.0;967.0;-18.7;81.6
1611;58-60 Uitgeverijen, film, radio en t.v.;1999;1179.0;1302.0;-3.7;90.5;412.0;368.0;-1.6;111.9;767.0;919.0;-4.9;83.4
1612;58-60 Uitgeverijen, film, radio en t.v.;2000;1233.0;1322.0;1.5;93.2;429.0;381.0;3.4;112.7;804.0;924.0;0.5;87.0
1613;58-60 Uitgeverijen, film, radio en t.v.;2001;1543.0;1560.0;18.0;98.9;471.0;389.0;2.1;121.2;1072.0;1169.0;26.5;91.7
1614;58-60 Uitgeverijen, film, radio en t.v.;2002;1579.0;1603.0;2.7;98.5;425.0;381.0;-1.9;111.4;1154.0;1225.0;4.8;94.2
1615;58-60 Uitgeverijen, film, radio en t.v.;2003;1583.0;1608.0;0.3;98.4;408.0;393.0;3.1;103.8;1175.0;1216.0;-0.7;96.6
1616;58-60 Uitgeverijen, film, radio en t.v.;2004;1580.0;1596.0;-0.8;99.0;391.0;398.0;1.2;98.3;1189.0;1198.0;-1.4;99.2
1617;58-60 Uitgeverijen, film, radio en t.v.;2005;1617.0;1617.0;1.3;100.0;350.0;350.0;-12.0;100.0;1267.0;1267.0;5.7;100.0
1618;58-60 Uitgeverijen, film, radio en t.v.;2006;1648.0;1624.0;0.4;101.5;355.0;350.0;0.0;101.4;1293.0;1274.0;0.6;101.5
1619;58-60 Uitgeverijen, film, radio en t.v.;2007;1714.0;1659.0;2.2;103.3;359.0;349.0;-0.3;102.9;1355.0;1310.0;2.9;103.4
1620;58-60 Uitgeverijen, film, radio en t.v.;2008;1697.0;1609.0;-3.0;105.5;339.0;342.0;-1.9;99.1;1358.0;1267.0;-3.3;107.2
1621;58-60 Uitgeverijen, film, radio en t.v.;2009;1687.0;1612.0;0.2;104.7;285.0;307.0;-10.3;92.9;1402.0;1302.0;2.8;107.6
1622;58-60 Uitgeverijen, film, radio en t.v.;2010;1638.0;1550.0;-3.9;105.7;280.0;296.0;-3.5;94.6;1358.0;1251.0;-3.9;108.5
1623;58-60 Uitgeverijen, film, radio en t.v.;2011;1641.0;1521.0;-1.9;107.9;262.0;262.0;-11.4;99.9;1379.0;1252.0;0.1;110.1
1624;58-60 Uitgeverijen, film, radio en t.v.;2012;1605.0;1474.0;-3.0;108.9;242.0;250.0;-4.6;96.7;1363.0;1218.0;-2.8;111.9
1625;58 Uitgeverijen;1988;424.0;536.0;;79.1;189.0;184.0;;102.7;235.0;389.0;;60.4
1626;58 Uitgeverijen;1989;478.0;583.0;8.7;82.0;210.0;198.0;7.4;106.3;268.0;427.0;9.8;62.7
1627;58 Uitgeverijen;1990;493.0;589.0;1.0;83.7;235.0;221.0;11.9;106.3;258.0;395.0;-7.5;65.2
1628;58 Uitgeverijen;1991;516.0;613.0;4.1;84.2;235.0;225.0;1.7;104.5;281.0;420.0;6.2;66.9
1629;58 Uitgeverijen;1992;535.0;639.0;4.3;83.7;236.0;242.0;7.7;97.5;299.0;426.0;1.4;70.2
1630;58 Uitgeverijen;1993;535.0;651.0;1.9;82.2;224.0;252.0;4.2;88.8;311.0;426.0;0.0;73.0
1631;58 Uitgeverijen;1994;553.0;656.0;0.7;84.3;242.0;264.0;4.5;91.8;311.0;418.0;-1.9;74.5
1632;58 Uitgeverijen;1995;594.0;657.0;0.2;90.4;273.0;259.0;-1.7;105.3;321.0;424.0;1.6;75.6
1633;58 Uitgeverijen;1996;618.0;658.0;0.2;93.9;327.0;292.0;12.5;112.1;291.0;381.0;-10.3;76.4
1634;58 Uitgeverijen;1997;680.0;722.0;9.7;94.2;343.0;311.0;6.7;110.2;337.0;431.0;13.1;78.3
1635;58 Uitgeverijen;1998;716.0;753.0;4.3;95.1;368.0;338.0;8.5;109.0;348.0;431.0;0.0;80.8
1636;58 Uitgeverijen;1999;639.0;679.0;-9.8;94.1;344.0;329.0;-2.4;104.5;295.0;355.0;-17.5;83.1
1637;58 Uitgeverijen;2000;662.0;684.0;0.6;96.9;356.0;339.0;2.9;105.1;306.0;348.0;-2.0;88.0
1638;58 Uitgeverijen;2001;726.0;688.0;0.6;105.6;408.0;345.0;1.7;118.4;318.0;346.0;-0.7;92.0
1639;58 Uitgeverijen;2002;703.0;688.0;0.0;102.2;371.0;340.0;-1.2;109.0;332.0;351.0;1.6;94.6
1640;58 Uitgeverijen;2003;689.0;690.0;0.3;99.9;358.0;350.0;3.0;102.2;331.0;341.0;-2.7;96.9
1641;58 Uitgeverijen;2004;663.0;674.0;-2.3;98.4;335.0;346.0;-1.4;97.0;328.0;330.0;-3.3;99.4
1642;58 Uitgeverijen;2005;764.0;764.0;13.4;100.0;296.0;296.0;-14.3;100.0;468.0;468.0;41.8;100.0
1643;58 Uitgeverijen;2006;813.0;800.0;4.7;101.6;298.0;288.0;-2.7;103.5;515.0;512.0;9.4;100.6
1644;58 Uitgeverijen;2007;854.0;826.0;3.2;103.4;293.0;282.0;-2.0;103.8;561.0;544.0;6.2;103.2
1645;58 Uitgeverijen;2008;836.0;796.0;-3.6;105.1;278.0;275.0;-2.4;100.9;558.0;521.0;-4.3;107.2
1646;58 Uitgeverijen;2009;779.0;757.0;-4.9;103.0;236.0;245.0;-11.2;96.4;543.0;511.0;-1.8;106.2
1647;58 Uitgeverijen;2010;731.0;701.0;-7.3;104.2;217.0;220.0;-10.2;98.7;514.0;480.0;-6.1;107.0
1648;58 Uitgeverijen;2011;698.0;656.0;-6.4;106.4;192.0;183.0;-16.6;104.7;506.0;470.0;-2.1;107.7
1649;58 Uitgeverijen;2012;669.0;628.0;-4.3;106.5;176.0;175.0;-4.7;100.7;493.0;450.0;-4.2;109.5
1650;59-60 Film,radio en t.v.;1988;399.0;474.0;;84.2;53.0;22.0;;240.7;346.0;457.0;;75.8
1651;59-60 Film,radio en t.v.;1989;514.0;606.0;27.8;84.9;60.0;25.0;15.1;236.8;454.0;593.0;29.8;76.6
1652;59-60 Film,radio en t.v.;1990;489.0;570.0;-5.8;85.7;58.0;27.0;6.7;214.6;431.0;548.0;-7.5;78.6
1653;59-60 Film,radio en t.v.;1991;580.0;653.0;14.5;88.8;55.0;25.0;-8.6;222.7;525.0;645.0;17.6;81.4
1654;59-60 Film,radio en t.v.;1992;582.0;633.0;-3.1;92.0;56.0;28.0;12.7;201.1;526.0;614.0;-4.8;85.6
1655;59-60 Film,radio en t.v.;1993;605.0;649.0;2.6;93.2;63.0;31.0;12.5;201.1;542.0;624.0;1.5;86.9
1656;59-60 Film,radio en t.v.;1994;669.0;702.0;8.1;95.3;70.0;34.0;9.5;204.0;599.0;673.0;7.9;89.0
1657;59-60 Film,radio en t.v.;1995;686.0;726.0;3.4;94.5;59.0;31.0;-10.0;191.1;627.0;707.0;5.0;88.7
1658;59-60 Film,radio en t.v.;1996;723.0;741.0;2.0;97.6;68.0;34.0;10.2;199.9;655.0;716.0;1.3;91.5
1659;59-60 Film,radio en t.v.;1997;670.0;779.0;5.1;86.0;61.0;34.0;0.0;179.3;609.0;756.0;5.6;80.5
1660;59-60 Film,radio en t.v.;1998;511.0;586.0;-24.8;87.2;70.0;40.0;18.0;174.4;441.0;536.0;-29.1;82.2
1661;59-60 Film,radio en t.v.;1999;540.0;613.0;4.7;88.1;68.0;41.0;2.9;164.7;472.0;563.0;5.0;83.8
1662;59-60 Film,radio en t.v.;2000;571.0;629.0;2.6;90.8;73.0;44.0;5.9;167.0;498.0;575.0;2.1;86.6
1663;59-60 Film,radio en t.v.;2001;817.0;869.0;38.2;94.0;63.0;46.0;4.1;138.4;754.0;824.0;43.2;91.6
1664;59-60 Film,radio en t.v.;2002;876.0;914.0;5.1;95.8;54.0;43.0;-6.3;126.7;822.0;874.0;6.1;94.1
1665;59-60 Film,radio en t.v.;2003;894.0;917.0;0.3;97.5;50.0;44.0;3.7;113.1;844.0;875.0;0.1;96.5
1666;59-60 Film,radio en t.v.;2004;917.0;921.0;0.4;99.5;56.0;53.0;20.0;105.6;861.0;869.0;-0.7;99.1
1667;59-60 Film,radio en t.v.;2005;853.0;853.0;-7.4;100.0;54.0;54.0;1.8;100.0;799.0;799.0;-8.0;100.0
1668;59-60 Film,radio en t.v.;2006;835.0;824.0;-3.4;101.3;57.0;62.0;14.8;91.9;778.0;762.0;-4.6;102.1
1669;59-60 Film,radio en t.v.;2007;860.0;834.0;1.2;103.1;66.0;67.0;8.8;97.9;794.0;767.0;0.6;103.5
1670;59-60 Film,radio en t.v.;2008;861.0;814.0;-2.4;105.8;61.0;67.0;0.0;90.5;800.0;747.0;-2.6;107.2
1671;59-60 Film,radio en t.v.;2009;908.0;855.0;5.1;106.2;49.0;63.0;-6.6;77.8;859.0;791.0;6.0;108.5
1672;59-60 Film,radio en t.v.;2010;907.0;848.0;-0.9;107.0;63.0;81.0;28.6;77.8;844.0;771.0;-2.6;109.4
1673;59-60 Film,radio en t.v.;2011;943.0;862.0;1.8;109.3;70.0;86.0;6.3;81.2;873.0;782.0;1.4;111.6
1674;59-60 Film,radio en t.v.;2012;936.0;844.0;-2.1;110.9;66.0;82.0;-4.3;80.0;870.0;767.0;-1.9;113.4
1675;61 Telecommunicatie;1988;326.0;233.0;;139.9;74.0;103.0;;71.8;252.0;143.0;;175.6
1676;61 Telecommunicatie;1989;377.0;262.0;12.6;143.7;83.0;113.0;9.5;73.6;294.0;163.0;13.5;180.6
1677;61 Telecommunicatie;1990;385.0;269.0;2.7;143.0;95.0;132.0;16.9;72.1;290.0;161.0;-1.4;180.6
1678;61 Telecommunicatie;1991;436.0;302.0;12.2;144.3;102.0;142.0;7.4;72.1;334.0;183.0;13.8;182.7
1679;61 Telecommunicatie;1992;486.0;330.0;9.2;147.3;108.0;147.0;3.9;73.4;378.0;202.0;10.8;186.7
1680;61 Telecommunicatie;1993;579.0;394.0;19.5;146.8;130.0;183.0;24.1;71.2;449.0;239.0;18.3;187.5
1681;61 Telecommunicatie;1994;633.0;424.0;7.6;149.2;135.0;194.0;6.2;69.7;498.0;259.0;8.0;192.6
1682;61 Telecommunicatie;1995;696.0;463.0;9.0;150.5;135.0;198.0;2.2;68.2;561.0;287.0;10.8;195.7
1683;61 Telecommunicatie;1996;792.0;520.0;12.4;152.4;164.0;238.0;20.0;69.0;628.0;317.0;10.5;198.2
1684;61 Telecommunicatie;1997;921.0;608.0;16.9;151.6;233.0;261.0;9.8;89.3;688.0;376.0;18.8;182.8
1685;61 Telecommunicatie;1998;1173.0;871.0;43.3;134.7;342.0;284.0;9.0;120.3;831.0;583.0;54.9;142.5
1686;61 Telecommunicatie;1999;1945.0;1554.0;78.4;125.2;686.0;595.0;109.1;115.4;1259.0;967.0;65.8;130.2
1687;61 Telecommunicatie;2000;2547.0;2073.0;33.4;122.9;964.0;830.0;39.7;116.1;1583.0;1256.0;29.9;126.0
1688;61 Telecommunicatie;2001;3043.0;2622.0;26.5;116.1;1038.0;950.0;14.4;109.3;2005.0;1682.0;33.9;119.2
1689;61 Telecommunicatie;2002;2849.0;2683.0;2.3;106.2;930.0;874.0;-8.0;106.4;1919.0;1811.0;7.7;106.0
1690;61 Telecommunicatie;2003;2936.0;2858.0;6.5;102.7;950.0;925.0;5.8;102.7;1986.0;1936.0;6.9;102.6
1691;61 Telecommunicatie;2004;2842.0;2773.0;-3.0;102.5;907.0;899.0;-2.7;100.8;1935.0;1876.0;-3.1;103.1
1692;61 Telecommunicatie;2005;2914.0;2914.0;5.1;100.0;839.0;839.0;-6.7;100.0;2075.0;2075.0;10.6;100.0
1693;61 Telecommunicatie;2006;2997.0;2990.0;2.6;100.2;814.0;796.0;-5.1;102.3;2183.0;2194.0;5.7;99.5
1694;61 Telecommunicatie;2007;2880.0;2906.0;-2.8;99.1;813.0;792.0;-0.5;102.6;2067.0;2114.0;-3.7;97.8
1695;61 Telecommunicatie;2008;2718.0;2784.0;-4.2;97.6;713.0;728.0;-8.1;98.0;2005.0;2057.0;-2.7;97.5
1696;61 Telecommunicatie;2009;2663.0;2763.0;-0.8;96.4;670.0;711.0;-2.2;94.2;1993.0;2052.0;-0.2;97.1
1697;61 Telecommunicatie;2010;2901.0;2926.0;5.9;99.1;721.0;723.0;1.6;99.7;2180.0;2204.0;7.4;98.9
1698;61 Telecommunicatie;2011;3112.0;3132.0;7.0;99.4;751.0;772.0;6.8;97.2;2361.0;2360.0;7.1;100.0
1699;61 Telecommunicatie;2012;3194.0;3177.0;1.4;100.5;791.0;783.0;1.3;101.1;2403.0;2394.0;1.4;100.4
1700;62 IT-dienstverlening;1988;124.0;107.0;;115.4;69.0;16.0;;438.4;55.0;91.0;;60.2
1701;62 IT-dienstverlening;1989;134.0;117.0;8.9;114.6;69.0;17.0;8.7;403.3;65.0;100.0;9.1;65.2
1702;62 IT-dienstverlening;1990;140.0;124.0;6.0;113.0;76.0;19.0;13.0;393.0;64.0;98.0;-1.5;65.2
1703;62 IT-dienstverlening;1991;154.0;135.0;9.3;113.7;82.0;21.0;10.5;383.6;72.0;106.0;7.8;68.1
1704;62 IT-dienstverlening;1992;162.0;142.0;4.5;114.4;83.0;22.0;4.9;370.3;79.0;110.0;4.2;71.7
1705;62 IT-dienstverlening;1993;164.0;156.0;9.9;105.4;74.0;25.0;9.6;301.1;90.0;121.0;10.1;74.2
1706;62 IT-dienstverlening;1994;171.0;162.0;4.3;105.4;73.0;26.0;5.4;281.8;98.0;125.0;3.3;78.2
1707;62 IT-dienstverlening;1995;181.0;181.0;11.7;99.9;73.0;30.0;16.4;242.0;108.0;136.0;8.2;79.6
1708;62 IT-dienstverlening;1996;226.0;232.0;28.2;97.3;82.0;38.0;26.0;215.7;144.0;176.0;29.6;81.9
1709;62 IT-dienstverlening;1997;324.0;342.0;47.3;94.7;122.0;59.0;54.9;207.2;202.0;251.0;43.1;80.3
1710;62 IT-dienstverlening;1998;430.0;448.0;30.9;96.0;151.0;71.0;21.3;211.4;279.0;344.0;36.6;81.2
1711;62 IT-dienstverlening;1999;438.0;462.0;3.3;94.7;126.0;66.0;-7.3;190.3;312.0;374.0;9.0;83.3
1712;62 IT-dienstverlening;2000;523.0;529.0;14.4;98.9;144.0;70.0;5.6;206.0;379.0;442.0;17.9;85.8
1713;62 IT-dienstverlening;2001;545.0;583.0;10.3;93.4;89.0;68.0;-2.8;131.0;456.0;509.0;15.3;89.6
1714;62 IT-dienstverlening;2002;560.0;591.0;1.3;94.8;68.0;57.0;-15.7;118.7;492.0;533.0;4.6;92.4
1715;62 IT-dienstverlening;2003;569.0;587.0;-0.7;97.0;57.0;52.0;-8.8;109.2;512.0;535.0;0.4;95.7
1716;62 IT-dienstverlening;2004;571.0;580.0;-1.2;98.5;57.0;55.0;5.3;103.7;514.0;524.0;-2.0;98.0
1717;62 IT-dienstverlening;2005;612.0;612.0;5.6;100.0;54.0;54.0;-1.8;100.0;558.0;558.0;6.4;100.0
1718;62 IT-dienstverlening;2006;645.0;627.0;2.5;102.9;62.0;61.0;13.0;101.6;583.0;566.0;1.4;103.0
1719;62 IT-dienstverlening;2007;684.0;655.0;4.5;104.4;62.0;62.0;1.6;100.0;622.0;593.0;4.8;104.9
1720;62 IT-dienstverlening;2008;716.0;671.0;2.5;106.6;68.0;67.0;8.1;101.5;648.0;605.0;1.9;107.2
1721;62 IT-dienstverlening;2009;712.0;654.0;-2.7;108.9;58.0;57.0;-14.7;101.5;654.0;596.0;-1.4;109.7
1722;62 IT-dienstverlening;2010;764.0;694.0;6.2;110.1;66.0;65.0;13.8;101.5;698.0;629.0;5.5;111.0
1723;62 IT-dienstverlening;2011;806.0;723.0;4.2;111.5;66.0;65.0;0.0;101.5;740.0;658.0;4.6;112.5
1724;62 IT-dienstverlening;2012;852.0;770.0;6.5;110.7;61.0;64.0;-1.5;95.3;791.0;705.0;7.2;112.2
1725;62-63 IT- en informatiedienstverlening;1988;127.0;110.0;;115.4;69.0;15.0;;465.8;58.0;97.0;;59.9
1726;62-63 IT- en informatiedienstverlening;1989;139.0;122.0;11.0;113.8;70.0;17.0;11.6;423.5;69.0;107.0;10.3;64.6
1727;62-63 IT- en informatiedienstverlening;1990;148.0;131.0;7.2;113.0;79.0;19.0;15.7;413.0;69.0;105.0;-1.4;65.6
1728;62-63 IT- en informatiedienstverlening;1991;164.0;144.0;10.1;113.7;86.0;21.0;11.4;403.6;78.0;114.0;8.7;68.2
1729;62-63 IT- en informatiedienstverlening;1992;171.0;150.0;4.3;113.7;85.0;22.0;3.5;385.5;86.0;120.0;5.1;71.5
1730;62-63 IT- en informatiedienstverlening;1993;173.0;165.0;9.9;104.6;76.0;24.0;9.4;315.0;97.0;133.0;10.5;73.0
1731;62-63 IT- en informatiedienstverlening;1994;180.0;173.0;4.6;104.0;75.0;26.0;6.6;291.7;105.0;137.0;3.1;76.7
1732;62-63 IT- en informatiedienstverlening;1995;192.0;193.0;11.7;99.4;75.0;30.0;16.0;251.5;117.0;149.0;8.6;78.7
1733;62-63 IT- en informatiedienstverlening;1996;237.0;246.0;27.1;96.5;84.0;38.0;26.7;222.3;153.0;189.0;27.4;80.8
1734;62-63 IT- en informatiedienstverlening;1997;341.0;362.0;47.3;94.3;126.0;58.0;54.8;215.5;215.0;271.0;43.1;79.3
1735;62-63 IT- en informatiedienstverlening;1998;453.0;473.0;30.8;95.8;154.0;71.0;20.6;218.3;299.0;371.0;36.7;80.7
1736;62-63 IT- en informatiedienstverlening;1999;463.0;489.0;3.3;94.8;129.0;66.0;-6.5;195.6;334.0;402.0;8.4;83.2
1737;62-63 IT- en informatiedienstverlening;2000;547.0;556.0;13.8;98.4;145.0;70.0;5.4;208.5;402.0;470.0;17.1;85.5
1738;62-63 IT- en informatiedienstverlening;2001;577.0;619.0;11.3;93.2;92.0;69.0;-0.7;133.2;485.0;544.0;15.7;89.2
1739;62-63 IT- en informatiedienstverlening;2002;593.0;630.0;1.7;94.2;71.0;59.0;-14.1;119.7;522.0;569.0;4.7;91.7
1740;62-63 IT- en informatiedienstverlening;2003;606.0;627.0;-0.5;96.7;59.0;54.0;-8.5;108.7;547.0;573.0;0.6;95.5
1741;62-63 IT- en informatiedienstverlening;2004;609.0;619.0;-1.2;98.3;60.0;58.0;6.8;103.5;549.0;561.0;-2.0;97.8
1742;62-63 IT- en informatiedienstverlening;2005;654.0;654.0;5.6;100.0;57.0;57.0;-1.7;100.0;597.0;597.0;6.4;100.0
1743;62-63 IT- en informatiedienstverlening;2006;687.0;671.0;2.6;102.4;65.0;64.0;12.3;101.6;622.0;607.0;1.7;102.5
1744;62-63 IT- en informatiedienstverlening;2007;730.0;702.0;4.7;104.0;65.0;65.0;1.5;100.0;665.0;637.0;5.0;104.4
1745;62-63 IT- en informatiedienstverlening;2008;764.0;721.0;2.6;106.0;72.0;72.0;10.8;100.0;692.0;649.0;1.8;106.7
1746;62-63 IT- en informatiedienstverlening;2009;763.0;701.0;-2.7;108.9;62.0;62.0;-13.9;100.0;701.0;638.0;-1.6;109.8
1747;62-63 IT- en informatiedienstverlening;2010;818.0;741.0;5.8;110.4;71.0;71.0;14.5;100.0;747.0;670.0;5.0;111.4
1748;62-63 IT- en informatiedienstverlening;2011;863.0;773.0;4.3;111.7;71.0;70.0;-1.4;101.5;792.0;703.0;4.8;112.7
1749;62-63 IT- en informatiedienstverlening;2012;913.0;820.0;6.1;111.3;66.0;68.0;-2.8;97.0;847.0;751.0;6.9;112.7
1750;63 Diensten op het gebied van informatie;1988;3.0;2.0;;120.9;0.0;0.0;;;3.0;6.0;;54.2
1751;63 Diensten op het gebied van informatie;1989;5.0;5.0;100.0;100.7;1.0;1.0;;;4.0;7.0;33.3;54.2
1752;63 Diensten op het gebied van informatie;1990;8.0;7.0;40.0;115.1;3.0;3.0;;;5.0;7.0;0.0;67.7
1753;63 Diensten op het gebied van informatie;1991;10.0;9.0;25.0;115.1;4.0;4.0;;;6.0;9.0;20.0;67.7
1754;63 Diensten op het gebied van informatie;1992;9.0;9.0;0.0;103.6;2.0;2.0;;;7.0;10.0;16.7;67.7
1755;63 Diensten op het gebied van informatie;1993;9.0;10.0;11.1;93.2;2.0;2.0;;;7.0;12.0;14.3;59.2
1756;63 Diensten op het gebied van informatie;1994;9.0;11.0;11.1;83.9;2.0;2.0;;;7.0;12.0;0.0;59.2
1757;63 Diensten op het gebied van informatie;1995;11.0;12.0;11.1;92.3;2.0;2.0;;;9.0;14.0;14.3;66.6
1758;63 Diensten op het gebied van informatie;1996;11.0;13.0;9.1;84.6;2.0;2.0;;;9.0;14.0;0.0;66.6
1759;63 Diensten op het gebied van informatie;1997;17.0;19.0;45.5;89.9;4.0;4.0;;;13.0;20.0;44.4;66.6
1760;63 Diensten op het gebied van informatie;1998;23.0;24.0;29.4;94.0;3.0;3.0;;;20.0;27.0;38.5;74.0
1761;63 Diensten op het gebied van informatie;1999;25.0;26.0;4.3;97.9;3.0;3.0;;;22.0;27.0;0.0;81.4
1762;63 Diensten op het gebied van informatie;2000;24.0;27.0;4.0;90.4;1.0;1.0;;;23.0;28.0;4.5;81.4
1763;63 Diensten op het gebied van informatie;2001;32.0;35.0;33.3;90.4;3.0;3.0;;;29.0;34.0;21.7;84.3
1764;63 Diensten op het gebied van informatie;2002;33.0;39.0;9.4;85.2;3.0;3.0;;;30.0;37.0;6.9;81.6
1765;63 Diensten op het gebied van informatie;2003;37.0;40.0;3.0;92.7;2.0;2.0;;;35.0;38.0;3.3;92.2
1766;63 Diensten op het gebied van informatie;2004;38.0;40.0;0.0;95.2;3.0;3.0;;;35.0;37.0;-2.9;94.9
1767;63 Diensten op het gebied van informatie;2005;42.0;42.0;5.3;100.0;3.0;3.0;;;39.0;39.0;5.7;100.0
1768;63 Diensten op het gebied van informatie;2006;42.0;44.0;4.8;95.5;3.0;3.0;;;39.0;41.0;5.1;95.1
1769;63 Diensten op het gebied van informatie;2007;46.0;47.0;7.1;97.6;3.0;3.0;;;43.0;44.0;7.7;97.4
1770;63 Diensten op het gebied van informatie;2008;48.0;49.0;4.3;97.6;4.0;4.0;;;44.0;44.0;0.0;99.7
1771;63 Diensten op het gebied van informatie;2009;51.0;47.0;-4.2;108.2;4.0;4.0;;;47.0;42.0;-4.5;111.5
1772;63 Diensten op het gebied van informatie;2010;54.0;47.0;0.0;114.5;5.0;6.0;;;49.0;41.0;-2.1;118.8
1773;63 Diensten op het gebied van informatie;2011;57.0;50.0;5.6;114.5;5.0;5.0;;;52.0;45.0;8.2;116.5
1774;63 Diensten op het gebied van informatie;2012;61.0;51.0;1.8;120.5;5.0;4.0;;;56.0;46.0;3.8;120.9
1775;K Financiële dienstverlening;1988;1944.0;2834.0;;68.6;101.0;51.0;;197.6;1843.0;2774.0;;66.4
1776;K Financiële dienstverlening;1989;2534.0;3570.0;26.0;71.0;117.0;62.0;21.8;188.0;2417.0;3501.0;26.2;69.0
1777;K Financiële dienstverlening;1990;2684.0;3978.0;11.4;67.5;115.0;62.0;-0.9;186.4;2569.0;3922.0;12.0;65.5
1778;K Financiële dienstverlening;1991;3293.0;4542.0;14.2;72.5;124.0;71.0;15.7;173.7;3169.0;4475.0;14.1;70.8
1779;K Financiële dienstverlening;1992;3573.0;4849.0;6.8;73.7;119.0;72.0;0.8;165.4;3454.0;4788.0;7.0;72.1
1780;K Financiële dienstverlening;1993;3708.0;4791.0;-1.2;77.4;120.0;80.0;10.9;150.4;3588.0;4711.0;-1.6;76.2
1781;K Financiële dienstverlening;1994;4024.0;5167.0;7.8;77.9;137.0;90.0;13.3;151.5;3887.0;5072.0;7.7;76.6
1782;K Financiële dienstverlening;1995;4098.0;5127.0;-0.8;79.9;145.0;91.0;0.7;159.2;3953.0;5030.0;-0.8;78.6
1783;K Financiële dienstverlening;1996;4272.0;5277.0;2.9;81.0;140.0;93.0;2.1;150.6;4132.0;5179.0;3.0;79.8
