ID;Sectoren;Perioden;TotaalMiddelen_1;InvoerVanGoederenEnDiensten_2;TotaalProductie_3;Marktproductie_4;OutputVoorEigenFinaalGebruik_5;OverigeNietMarktproductie_6;SaldoVanProductgebBelastEnSubs_7;VerschilToegerekendeEnAfgedragenBTW_8;TotaalBeloningVanWerknemers_9;Lonen_10;SocialePremiesTLVWerkgevers_11;TotaalBelastingenProductieEnInvoer_12;TotaalBelastProdEnInvoerProductg_13;BelastingOverToegevoegdeWaardeBTW_14;BelastingOpInvoerExclBTW_15;OverigeProductgebondenBelastingen_16;BelastOpProdEnInvoerNietProductg_17;TotaalSubsidies_18;SubsidiesProductgebonden_19;SubsidiesNietProductgebonden_20;TotaalInkomenUitVermogen_21;Rente_22;TotaalWinstuitkeringen_23;Dividenden_24;InkomenOnttrokkenAanQuasiVennootsch_25;IngehoudenWinstenOpDirBuitenlInv_26;InkUitVermToegerAanPolishouders_27;InkomenUitGrondEnMineraleReserves_28;TotaalBelastingenInkomenEnVermogen_29;BelastingenOpInkomen_30;BelastingenOpVermogen_31;TotaalSocialePremiesEnUitkeringen_32;TotaalSocialePremies_33;TotaalWerkelijkeSocialePremies_34;PremiesWettelijkeSocialeVerzekering_35;Pensioenpremies_36;OverigeParticuliereSocialePremies_37;ToegerekendeSocialePremies_38;TotaalSocialeUitkeringenInGeld_39;UitkeringenWettelSocialeVerzekering_40;TotPartUitkSocVerzFondsvorm_41;Pensioenuitkeringen_42;OverigeParticuliereSocialeUitkeringen_43;UitkeringenRechtstreeksDoorWerkgevers_44;UitkeringenSocialeVoorzieningInGeld_45;TotaalOverigeInkomensoverdrachten_46;Schadeverzekeringspremies_47;Schadeverzekeringsuitkeringen_48;InkomensoverdrachtenBinnenDeOverheid_49;InkOverdrIvmInternatSamenwerking_50;OverigeInkomensoverdrachtenNEG_51;CorrectiePensioenvoorziening_52;TotaalKapitaaloverdrachten_53;Vermogensheffingen_54;TotaalKapOverdrExclVermogensheff_55;Investeringsbijdragen_56;OverigeKapitaaloverdrachten_57;TotaalBestedingen_58;UitvoerVanGoederenEnDiensten_59;IntermediairVerbruik_60;TotaalBeloningVanWerknemers_61;Lonen_62;SocialePremiesTLVWerkgevers_63;TotaalBelastingenProductieEnInvoer_64;BelastOpProdEnInvoerProductg_65;BelastOpProdEnInvoerNietProductg_66;TotaalSubsidies_67;SubsidiesProductgebonden_68;SubsidiesNietProductgebonden_69;TotaalInkomenUitVermogen_70;Rente_71;TotaalWinstuitkeringen_72;Dividenden_73;InkomenOnttrokkenAanQuasiVennootsch_74;IngehoudenWinstenOpDirBuitenlInv_75;InkUitVermToegerAanPolishouders_76;InkomenUitGrondEnMineraleReserves_77;TotaalBelastingenInkomenEnVermogen_78;BelastingenOpInkomen_79;BelastingenOpVermogen_80;TotaalSocialePremiesEnUitkeringen_81;TotaalSocialePremies_82;TotaalWerkelijkeSocialePremies_83;PremiesWettelijkeSocialeVerzekering_84;Pensioenpremies_85;OverigeParticuliereSocialePremies_86;ToegerekendeSocialePremies_87;TotaalSocialeUitkeringenInGeld_88;UitkeringenWettelSocialeVerzekering_89;TotPartUitkSocVerzFondsvorm_90;Pensioenuitkeringen_91;OverigeParticuliereSocialeUitkeringen_92;UitkeringenRechtstreeksDoorWerkgevers_93;UitkeringenSocialeVoorziening_94;TotaalOverigeInkomensoverdrachten_95;Schadeverzekeringspremies_96;Schadeverzekeringsuitkeringen_97;InkomensoverdrachtenBinnenDeOverheid_98;InkOverdrIvmInternatSamenwerking_99;OverigeInkomensoverdrachtenNEG_100;TotaalConsumptieveBestedingen_101;CollectieveConsumptie_102;TotaalIndividueleConsumptie_103;TotaalSocialeOverdrachtenInNatura_104;TotaalSocialeUitkeringenInNatura_105;UitkeringenSocVoorzieningInNatura_106;WettUitkSocVerzekeringInNatura_107;SocOverdrIndividueleNietMarktprod_108;OverigeIndividueleConsumptieHuish_109;TotaalKapitaaloverdrachten_110;Vermogensheffingen_111;TotaalKapOverdrExclVermogensheff_112;Investeringsbijdragen_113;OverigeKapitaaloverdrachten_114;TotaalInvesteringen_115;TotaalInvesteringenVasteActivaBruto_116;Afschrijvingen_117;InvesteringenInVasteActivaNetto_118;TotVerandInVoorradenInclKostb_119;VeranderingenInVoorraden_120;SaldoAanEnVerkopenKostbaarheden_121;SaldoAVNietGeprodNietFinActiva_122
553;Wett. soc. verzek.inst. (geconsolideerd);2010;110443.0;0.0;4615.0;453.0;3.0;4159.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1975.0;0.0;-1975.0;146.0;146.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;83190.0;83190.0;83109.0;83109.0;0.0;0.0;81.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;18693.0;0.0;0.0;18675.0;18.0;0.0;0.0;5774.0;0.0;5774.0;0.0;5774.0;112144.0;0.0;2795.0;1739.0;1328.0;411.0;5.0;0.0;5.0;0.0;0.0;0.0;100.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;45960.0;0.0;0.0;0.0;0.0;0.0;0.0;45960.0;45879.0;0.0;0.0;0.0;81.0;0.0;947.0;0.0;0.0;947.0;0.0;0.0;60573.0;4159.0;56414.0;56414.0;56414.0;0.0;56414.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;25.0;25.0;76.0;-51.0;0.0;0.0;0.0;0.0
554;Wett. soc. verzek.inst. (geconsolideerd);2011 1e kwartaal;27650.0;0.0;1020.0;114.0;3.0;903.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-401.0;0.0;-401.0;35.0;35.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;22945.0;22945.0;22931.0;22931.0;0.0;0.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4051.0;0.0;0.0;4051.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;27860.0;0.0;622.0;379.0;287.0;92.0;1.0;0.0;1.0;0.0;0.0;0.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11200.0;0.0;0.0;0.0;0.0;0.0;0.0;11200.0;11186.0;0.0;0.0;0.0;14.0;0.0;219.0;0.0;0.0;219.0;0.0;0.0;15421.0;903.0;14518.0;14518.0;14518.0;0.0;14518.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;15.0;18.0;-3.0;0.0;0.0;0.0;0.0
555;Wett. soc. verzek.inst. (geconsolideerd);2011 2e kwartaal;24486.0;0.0;1139.0;107.0;3.0;1029.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-351.0;0.0;-351.0;30.0;30.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19595.0;19595.0;19573.0;19573.0;0.0;0.0;22.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4073.0;0.0;0.0;4073.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;31001.0;0.0;634.0;485.0;370.0;115.0;1.0;0.0;1.0;0.0;0.0;0.0;11.0;11.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14059.0;0.0;0.0;0.0;0.0;0.0;0.0;14059.0;14037.0;0.0;0.0;0.0;22.0;0.0;273.0;0.0;0.0;273.0;0.0;0.0;15522.0;1029.0;14493.0;14493.0;14493.0;0.0;14493.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16.0;16.0;19.0;-3.0;0.0;0.0;0.0;0.0
556;Wett. soc. verzek.inst. (geconsolideerd);2011 3e kwartaal;25792.0;0.0;1021.0;111.0;3.0;907.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-328.0;0.0;-328.0;41.0;41.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21023.0;21023.0;21005.0;21005.0;0.0;0.0;18.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4035.0;0.0;0.0;4035.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;27720.0;0.0;627.0;375.0;285.0;90.0;1.0;0.0;1.0;0.0;0.0;0.0;18.0;18.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10904.0;0.0;0.0;0.0;0.0;0.0;0.0;10904.0;10886.0;0.0;0.0;0.0;18.0;0.0;221.0;0.0;0.0;221.0;0.0;0.0;15555.0;907.0;14648.0;14648.0;14648.0;0.0;14648.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19.0;19.0;18.0;1.0;0.0;0.0;0.0;0.0
557;Wett. soc. verzek.inst. (geconsolideerd);2011 4e kwartaal;30351.0;0.0;1252.0;129.0;3.0;1120.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-348.0;0.0;-348.0;19.0;19.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;25305.0;25305.0;25289.0;25289.0;0.0;0.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4123.0;0.0;0.0;4123.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;28742.0;0.0;765.0;466.0;353.0;113.0;2.0;0.0;2.0;0.0;0.0;0.0;148.0;148.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10946.0;0.0;0.0;0.0;0.0;0.0;0.0;10946.0;10930.0;0.0;0.0;0.0;16.0;0.0;229.0;0.0;0.0;229.0;0.0;0.0;16167.0;1120.0;15047.0;15047.0;15047.0;0.0;15047.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19.0;19.0;19.0;0.0;0.0;0.0;0.0;0.0
558;Wett. soc. verzek.inst. (geconsolideerd);2011;108279.0;0.0;4432.0;461.0;12.0;3959.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1428.0;0.0;-1428.0;125.0;125.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;88868.0;88868.0;88798.0;88798.0;0.0;0.0;70.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16282.0;0.0;0.0;16282.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;115323.0;0.0;2648.0;1705.0;1295.0;410.0;5.0;0.0;5.0;0.0;0.0;0.0;180.0;180.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;47109.0;0.0;0.0;0.0;0.0;0.0;0.0;47109.0;47039.0;0.0;0.0;0.0;70.0;0.0;942.0;0.0;0.0;942.0;0.0;0.0;62665.0;3959.0;58706.0;58706.0;58706.0;0.0;58706.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;69.0;69.0;74.0;-5.0;0.0;0.0;0.0;0.0
559;Wett. soc. verzek.inst. (geconsolideerd);2012 1e kwartaal;29191.0;0.0;1147.0;113.0;0.0;1034.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-398.0;0.0;-398.0;20.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;23677.0;23677.0;23664.0;23664.0;0.0;0.0;13.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4745.0;0.0;0.0;4745.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;29062.0;0.0;767.0;362.0;274.0;88.0;1.0;0.0;1.0;0.0;0.0;0.0;32.0;32.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11378.0;0.0;0.0;0.0;0.0;0.0;0.0;11378.0;11365.0;0.0;0.0;0.0;13.0;0.0;262.0;0.0;0.0;262.0;0.0;0.0;16245.0;1034.0;15211.0;15211.0;15211.0;0.0;15211.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;15.0;17.0;-2.0;0.0;0.0;0.0;0.0
560;Overheid;2001 1e kwartaal;77768.0;0.0;20452.0;3407.0;255.0;16790.0;0.0;0.0;0.0;0.0;0.0;13058.0;11863.0;7114.0;0.0;0.0;1195.0;-1560.0;-708.0;-852.0;1912.0;955.0;354.0;0.0;0.0;0.0;0.0;603.0;10540.0;0.0;0.0;17146.0;17146.0;15954.0;15954.0;0.0;0.0;1192.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15066.0;0.0;54.0;0.0;0.0;15012.0;0.0;1154.0;224.0;930.0;0.0;930.0;79130.0;0.0;8014.0;9868.0;0.0;0.0;114.0;0.0;114.0;-158.0;0.0;-158.0;3678.0;3673.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;11809.0;0.0;0.0;0.0;0.0;0.0;0.0;11809.0;0.0;0.0;0.0;0.0;0.0;0.0;16435.0;54.0;0.0;0.0;0.0;16381.0;24412.0;10713.0;13699.0;13699.0;7622.0;1060.0;6562.0;6077.0;0.0;1914.0;0.0;1914.0;0.0;0.0;3164.0;3160.0;2614.0;546.0;4.0;0.0;0.0;-120.0
561;Overheid;2001 2e kwartaal;86265.0;0.0;21250.0;3303.0;259.0;17688.0;0.0;0.0;0.0;0.0;0.0;13895.0;12697.0;7777.0;0.0;0.0;1198.0;-1662.0;-737.0;-925.0;4330.0;954.0;2426.0;0.0;0.0;0.0;0.0;950.0;12367.0;0.0;0.0;18177.0;18177.0;16926.0;16926.0;0.0;0.0;1251.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16654.0;0.0;55.0;0.0;0.0;16599.0;0.0;1254.0;211.0;1043.0;0.0;1043.0;84662.0;0.0;6403.0;12441.0;0.0;0.0;120.0;0.0;120.0;-169.0;0.0;-169.0;3682.0;3676.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;13236.0;0.0;0.0;0.0;0.0;0.0;0.0;13236.0;0.0;0.0;0.0;0.0;0.0;0.0;18107.0;55.0;0.0;0.0;0.0;18052.0;26032.0;11838.0;14194.0;14194.0;8344.0;1027.0;7317.0;5850.0;0.0;1515.0;0.0;1515.0;0.0;0.0;3413.0;3408.0;2455.0;953.0;5.0;0.0;0.0;-118.0
562;Overheid;2001 3e kwartaal;78687.0;0.0;20260.0;3374.0;257.0;16629.0;0.0;0.0;0.0;0.0;0.0;12730.0;11538.0;6920.0;0.0;0.0;1192.0;-1653.0;-751.0;-902.0;2954.0;993.0;1011.0;0.0;0.0;0.0;0.0;950.0;12741.0;0.0;0.0;15366.0;15366.0;14266.0;14266.0;0.0;0.0;1100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14891.0;0.0;56.0;0.0;0.0;14835.0;0.0;1398.0;297.0;1101.0;0.0;1101.0;79144.0;0.0;7390.0;10081.0;0.0;0.0;118.0;0.0;118.0;-168.0;0.0;-168.0;3680.0;3674.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;12270.0;0.0;0.0;0.0;0.0;0.0;0.0;12270.0;0.0;0.0;0.0;0.0;0.0;0.0;16127.0;56.0;0.0;0.0;0.0;16071.0;24552.0;11313.0;13239.0;13239.0;7923.0;1018.0;6905.0;5316.0;0.0;1676.0;0.0;1676.0;0.0;0.0;3528.0;3523.0;2839.0;684.0;5.0;0.0;0.0;-110.0
563;Overheid;2001 4e kwartaal;87689.0;0.0;22399.0;3834.0;255.0;18310.0;0.0;0.0;0.0;0.0;0.0;15075.0;13890.0;9089.0;0.0;0.0;1185.0;-1803.0;-876.0;-927.0;2285.0;1054.0;602.0;0.0;0.0;0.0;0.0;629.0;15568.0;0.0;0.0;15247.0;15247.0;14123.0;14123.0;0.0;0.0;1124.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16330.0;0.0;56.0;0.0;0.0;16274.0;0.0;2588.0;579.0;2009.0;0.0;2009.0;88614.0;0.0;9162.0;10430.0;0.0;0.0;119.0;0.0;119.0;-171.0;0.0;-171.0;3692.0;3686.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;12455.0;0.0;0.0;0.0;0.0;0.0;0.0;12455.0;0.0;0.0;0.0;0.0;0.0;0.0;18375.0;56.0;0.0;0.0;0.0;18319.0;26389.0;12305.0;14084.0;14084.0;8079.0;1077.0;7002.0;6005.0;0.0;3790.0;0.0;3790.0;0.0;0.0;4477.0;4472.0;2859.0;1613.0;5.0;0.0;0.0;-104.0
564;Overheid;2001;330409.0;0.0;84361.0;13918.0;1026.0;69417.0;0.0;0.0;0.0;0.0;0.0;54758.0;49988.0;30900.0;6072.0;13016.0;4770.0;-6678.0;-3072.0;-3606.0;11481.0;3956.0;4393.0;4115.0;278.0;0.0;0.0;3132.0;51216.0;46566.0;4650.0;65936.0;65936.0;61269.0;61269.0;0.0;0.0;4667.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;62941.0;0.0;221.0;61166.0;378.0;1176.0;0.0;6394.0;1311.0;5083.0;4289.0;794.0;331550.0;0.0;30969.0;42820.0;32295.0;10525.0;471.0;0.0;471.0;-666.0;0.0;-666.0;14732.0;14709.0;0.0;0.0;0.0;0.0;0.0;23.0;0.0;0.0;0.0;49770.0;0.0;0.0;0.0;0.0;0.0;0.0;49770.0;34979.0;0.0;0.0;0.0;4667.0;10124.0;69044.0;221.0;0.0;61166.0;3178.0;4479.0;101385.0;46169.0;55216.0;55216.0;31968.0;4182.0;27786.0;23248.0;0.0;8895.0;0.0;8895.0;5811.0;3084.0;14582.0;14563.0;10767.0;3796.0;19.0;0.0;19.0;-452.0
565;Overheid;2002 1e kwartaal;82311.0;0.0;21494.0;3576.0;314.0;17604.0;0.0;0.0;0.0;0.0;0.0;13446.0;12194.0;7242.0;0.0;0.0;1252.0;-1650.0;-711.0;-939.0;1733.0;872.0;337.0;0.0;0.0;0.0;0.0;524.0;11092.0;0.0;0.0;17875.0;17875.0;16621.0;16621.0;0.0;0.0;1254.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16935.0;0.0;62.0;0.0;0.0;16873.0;0.0;1386.0;316.0;1070.0;0.0;1070.0;84801.0;0.0;8268.0;10420.0;0.0;0.0;121.0;0.0;121.0;-193.0;0.0;-193.0;3232.0;3227.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;12841.0;0.0;0.0;0.0;0.0;0.0;0.0;12841.0;0.0;0.0;0.0;0.0;0.0;0.0;18245.0;62.0;0.0;0.0;0.0;18183.0;26315.0;11394.0;14921.0;14921.0;8711.0;1402.0;7309.0;6210.0;0.0;2025.0;0.0;2025.0;0.0;0.0;3607.0;3603.0;2878.0;725.0;4.0;0.0;0.0;-80.0
566;Overheid;2002 2e kwartaal;89838.0;0.0;22862.0;3578.0;312.0;18972.0;0.0;0.0;0.0;0.0;0.0;14144.0;12883.0;7867.0;0.0;0.0;1261.0;-1766.0;-757.0;-1009.0;3194.0;896.0;1645.0;0.0;0.0;0.0;0.0;653.0;14790.0;0.0;0.0;16373.0;16373.0;15175.0;15175.0;0.0;0.0;1198.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;18656.0;0.0;63.0;0.0;0.0;18593.0;0.0;1585.0;490.0;1095.0;0.0;1095.0;91360.0;0.0;7121.0;13194.0;0.0;0.0;128.0;0.0;128.0;-206.0;0.0;-206.0;3506.0;3501.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;13138.0;0.0;0.0;0.0;0.0;0.0;0.0;13138.0;0.0;0.0;0.0;0.0;0.0;0.0;20362.0;63.0;0.0;0.0;0.0;20299.0;28466.0;12556.0;15910.0;15910.0;9494.0;1095.0;8399.0;6416.0;0.0;1724.0;0.0;1724.0;0.0;0.0;3994.0;3989.0;2625.0;1364.0;5.0;0.0;0.0;-67.0
567;Overheid;2002 3e kwartaal;81713.0;0.0;21357.0;3275.0;311.0;17771.0;0.0;0.0;0.0;0.0;0.0;13339.0;12112.0;7670.0;0.0;0.0;1227.0;-1694.0;-783.0;-911.0;2338.0;802.0;717.0;0.0;0.0;0.0;0.0;819.0;11827.0;0.0;0.0;16049.0;16049.0;14977.0;14977.0;0.0;0.0;1072.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16829.0;0.0;63.0;0.0;0.0;16766.0;0.0;1668.0;431.0;1237.0;0.0;1237.0;85703.0;0.0;7700.0;10788.0;0.0;0.0;126.0;0.0;126.0;-199.0;0.0;-199.0;3482.0;3477.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;12965.0;0.0;0.0;0.0;0.0;0.0;0.0;12965.0;0.0;0.0;0.0;0.0;0.0;0.0;18391.0;63.0;0.0;0.0;0.0;18328.0;26752.0;12113.0;14639.0;14639.0;8981.0;1149.0;7832.0;5658.0;0.0;1826.0;0.0;1826.0;0.0;0.0;3946.0;3941.0;2942.0;999.0;5.0;0.0;0.0;-74.0
568;Overheid;2002 4e kwartaal;90721.0;0.0;24062.0;4006.0;313.0;19743.0;0.0;0.0;0.0;0.0;0.0;15418.0;14172.0;9554.0;0.0;0.0;1246.0;-1791.0;-798.0;-993.0;2190.0;842.0;541.0;0.0;0.0;0.0;0.0;807.0;15529.0;0.0;0.0;16052.0;16052.0;14945.0;14945.0;0.0;0.0;1107.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;17360.0;0.0;61.0;0.0;0.0;17299.0;0.0;1901.0;459.0;1442.0;0.0;1442.0;92524.0;0.0;9981.0;11197.0;0.0;0.0;130.0;0.0;130.0;-203.0;0.0;-203.0;3314.0;3308.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;12939.0;0.0;0.0;0.0;0.0;0.0;0.0;12939.0;0.0;0.0;0.0;0.0;0.0;0.0;19284.0;61.0;0.0;0.0;0.0;19223.0;28713.0;13175.0;15538.0;15538.0;8970.0;1015.0;7955.0;6568.0;0.0;2323.0;0.0;2323.0;0.0;0.0;4897.0;4892.0;2957.0;1935.0;5.0;0.0;0.0;-51.0
569;Overheid;2002;344583.0;0.0;89775.0;14435.0;1250.0;74090.0;0.0;0.0;0.0;0.0;0.0;56347.0;51361.0;32333.0;5559.0;13469.0;4986.0;-6901.0;-3049.0;-3852.0;9455.0;3412.0;3240.0;3010.0;230.0;0.0;0.0;2803.0;53238.0;48462.0;4776.0;66349.0;66349.0;61718.0;61718.0;0.0;0.0;4631.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;69780.0;0.0;249.0;67996.0;312.0;1223.0;0.0;6540.0;1696.0;4844.0;4378.0;466.0;354388.0;0.0;33070.0;45599.0;34328.0;11271.0;505.0;0.0;505.0;-801.0;0.0;-801.0;13534.0;13513.0;0.0;0.0;0.0;0.0;0.0;21.0;0.0;0.0;0.0;51883.0;0.0;0.0;0.0;0.0;0.0;0.0;51883.0;36908.0;0.0;0.0;0.0;4631.0;10344.0;76282.0;249.0;0.0;67996.0;3216.0;4821.0;110246.0;49238.0;61008.0;61008.0;36156.0;4661.0;31495.0;24852.0;0.0;7898.0;0.0;7898.0;6028.0;1870.0;16444.0;16425.0;11402.0;5023.0;19.0;0.0;19.0;-272.0
570;Overheid;2003 1e kwartaal;85494.0;0.0;22345.0;3667.0;344.0;18334.0;0.0;0.0;0.0;0.0;0.0;13806.0;12577.0;7742.0;0.0;0.0;1229.0;-1562.0;-729.0;-833.0;1586.0;828.0;272.0;0.0;0.0;0.0;0.0;486.0;11028.0;0.0;0.0;18189.0;18189.0;17014.0;17014.0;0.0;0.0;1175.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;18609.0;0.0;67.0;0.0;0.0;18542.0;0.0;1493.0;311.0;1182.0;0.0;0.0;89180.0;0.0;8326.0;11006.0;0.0;0.0;130.0;0.0;130.0;-192.0;0.0;-192.0;3227.0;3222.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;12903.0;0.0;0.0;0.0;0.0;0.0;0.0;12903.0;0.0;0.0;0.0;0.0;0.0;0.0;20134.0;67.0;0.0;0.0;0.0;20067.0;27755.0;11866.0;15889.0;15889.0;9421.0;1374.0;8047.0;6468.0;0.0;2260.0;0.0;2260.0;0.0;0.0;3746.0;3739.0;3075.0;664.0;7.0;0.0;0.0;-115.0
571;Overheid;2003 2e kwartaal;95107.0;0.0;24719.0;3702.0;343.0;20674.0;0.0;0.0;0.0;0.0;0.0;13873.0;12606.0;7939.0;0.0;0.0;1267.0;-1703.0;-811.0;-892.0;3306.0;748.0;1594.0;0.0;0.0;0.0;0.0;964.0;13420.0;0.0;0.0;18787.0;18787.0;17614.0;17614.0;0.0;0.0;1173.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21044.0;0.0;68.0;0.0;0.0;20976.0;0.0;1661.0;381.0;1280.0;0.0;0.0;99480.0;0.0;8023.0;13969.0;0.0;0.0;136.0;0.0;136.0;-192.0;0.0;-192.0;3193.0;3188.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;15276.0;0.0;0.0;0.0;0.0;0.0;0.0;15276.0;0.0;0.0;0.0;0.0;0.0;0.0;22810.0;68.0;0.0;0.0;0.0;22742.0;30865.0;13939.0;16926.0;16926.0;10191.0;1055.0;9136.0;6735.0;0.0;1730.0;0.0;1730.0;0.0;0.0;4058.0;4052.0;2783.0;1269.0;6.0;0.0;0.0;-388.0
572;Overheid;2003 3e kwartaal;83505.0;0.0;22326.0;3702.0;336.0;18288.0;0.0;0.0;0.0;0.0;0.0;13936.0;12703.0;7788.0;0.0;0.0;1233.0;-1625.0;-780.0;-845.0;2112.0;826.0;493.0;0.0;0.0;0.0;0.0;793.0;10888.0;0.0;0.0;16054.0;16054.0;15011.0;15011.0;0.0;0.0;1043.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;17979.0;0.0;68.0;0.0;0.0;17911.0;0.0;1835.0;365.0;1470.0;0.0;0.0;89391.0;0.0;8140.0;11157.0;0.0;0.0;140.0;0.0;140.0;-193.0;0.0;-193.0;3175.0;3170.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;13307.0;0.0;0.0;0.0;0.0;0.0;0.0;13307.0;0.0;0.0;0.0;0.0;0.0;0.0;19498.0;68.0;0.0;0.0;0.0;19430.0;27817.0;12243.0;15574.0;15574.0;9529.0;1018.0;8511.0;6045.0;0.0;2037.0;0.0;2037.0;0.0;0.0;4315.0;4309.0;3082.0;1227.0;6.0;0.0;0.0;-2.0
573;Overheid;2003 4e kwartaal;96139.0;0.0;25401.0;4540.0;325.0;20536.0;0.0;0.0;0.0;0.0;0.0;16298.0;15005.0;10170.0;0.0;0.0;1293.0;-1859.0;-959.0;-900.0;2407.0;708.0;663.0;0.0;0.0;0.0;0.0;1036.0;15467.0;0.0;0.0;17317.0;17317.0;16183.0;16183.0;0.0;0.0;1134.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19097.0;0.0;67.0;0.0;0.0;19030.0;0.0;2011.0;404.0;1607.0;0.0;0.0;97235.0;0.0;10456.0;11908.0;0.0;0.0;133.0;0.0;133.0;-191.0;0.0;-191.0;3124.0;3119.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;13308.0;0.0;0.0;0.0;0.0;0.0;0.0;13308.0;0.0;0.0;0.0;0.0;0.0;0.0;20624.0;67.0;0.0;0.0;0.0;20557.0;30356.0;13926.0;16430.0;16430.0;9820.0;1383.0;8437.0;6610.0;0.0;2565.0;0.0;2565.0;0.0;0.0;4839.0;4832.0;3095.0;1737.0;7.0;0.0;0.0;113.0
