ID;LeisureAccommodation;Periods;AllCountries_1;Netherlands_2;TotalForeignCountries_3;EuropeExcludingTheNetherlands_4;Germany_5;Belgium_6;UnitedKingdom_7;France_8;Switzerland_9;Italy_10;Spain_11;Denmark_12;Sweden_13;OtherCountriesEuroZone_14;OtherEuropeanCountries_15;America_16;Asia_17;AustraliaAndOceania_18;Africa_19;AllCountries_20;Netherlands_21;TotalForeignCountries_22;EuropeExcludingTheNetherlands_23;Germany_24;Belgium_25;UnitedKingdom_26;France_27;Switzerland_28;Italy_29;Spain_30;Denmark_31;Sweden_32;OtherCountriesEuroZone_33;OtherEuropeanCountries_34;America_35;Asia_36;AustraliaAndOceania_37;Africa_38
686;Group accommodation;2004 4th Quarter;264.8;247.6;17.2;17.2;10.9;2.1;3.2;;;;;;;;;;;;;628.2;553.6;74.6;74.5;39.9;10.2;10.6;;;;;;;;;;;;
687;Group accommodation;2004 Total;1438.4;1333.1;105.3;104.3;81.9;7.1;7.6;1.4;1.3;;;1.7;;;1.6;;;;;4083.1;3508.3;574.8;569.5;477.3;30.0;24.6;5.3;3.9;;;5.7;;;10.5;;;;
688;Group accommodation;2005 January;46.4;44.6;1.8;1.7;1.2;;;;;;;;;;;;;;;104.9;100.1;4.8;4.6;2.7;;;;;;;;;;;;;;
689;Group accommodation;2005 February;44.5;43.0;1.5;1.5;;;;;;;;;;;;;;;;103.3;96.7;6.7;6.1;;;;;;;;;;;;;;;
690;Group accommodation;2005 March;61.5;55.7;5.8;5.7;4.1;;;;;;;;;;;;;;;160.9;139.8;21.1;20.4;16.0;;;;;;;;;;;;;;
691;Group accommodation;2005 1st Quarter;152.4;143.3;9.1;8.9;6.2;1.8;;;;;;;;;;;;;;369.1;336.6;32.5;31.2;23.6;4.6;;;;;;;;;;;;;
692;Group accommodation;2005 April;117.1;108.6;8.5;8.5;6.5;1.1;;;;;;;;;;;;;;277.0;251.0;26.1;26.1;19.6;4.0;;;;;;;;;;;;;
693;Group accommodation;2005 May;188.9;176.1;12.9;12.9;8.7;2.2;;;;;;;;;;;;;;484.3;438.6;45.6;45.6;32.3;6.9;;;;;;;;;;;;;
694;Group accommodation;2005 June;233.2;220.3;12.8;12.8;10.9;;;;;;;;;;;;;;;606.8;564.7;42.1;42.1;36.2;;;;;;;;;;;;;;
695;Group accommodation;2005 2nd Quarter;539.2;505.0;34.2;34.2;26.1;3.8;1.1;;;;;;;;1.4;;;;;1368.1;1254.3;113.8;113.8;88.1;12.6;3.7;;;;;;;;4.2;;;;
696;Group accommodation;2005 July;155.2;137.0;18.2;18.0;14.2;2.6;;;;;;;;;;;;;;662.8;498.4;164.3;163.2;141.4;16.8;;;;;;;;;;;;;
697;Group accommodation;2005 August;143.2;121.7;21.5;21.4;17.2;3.4;;;;;;;;;;;;;;615.3;449.9;165.5;165.1;138.9;21.3;;;;;;;;;;;;;
698;Group accommodation;2005 September;183.6;175.9;7.7;7.7;6.2;1.1;;;;;;;;;;;;;;476.0;438.9;37.0;37.0;31.1;3.9;;;;;;;;;;;;;
699;Group accommodation;2005 3rd Quarter;482.0;434.6;47.4;47.1;37.6;7.0;1.0;;;;;;;;;;;;;1754.1;1387.3;366.8;365.3;311.4;41.9;4.2;;;;;;;;;;;;
700;Group accommodation;2005 October;116.2;106.8;9.4;9.4;7.7;;;;;;;;;;;;;;;313.2;269.3;43.9;43.9;39.2;;;;;;;;;;;;;;
701;Group accommodation;2005 November;60.9;58.5;2.5;2.5;;;;;;;;;;;;;;;;125.4;120.5;4.8;4.8;;;;;;;;;;;;;;;
702;Group accommodation;2005 December;51.8;50.0;1.8;1.8;1.1;;;;;;;;;;;;;;;127.3;121.3;6.0;6.0;3.2;;;;;;;;;;;;;;
703;Group accommodation;2005 4th Quarter;228.9;215.3;13.6;13.6;9.8;2.0;;;;;;;;;;;;;;565.9;511.1;54.8;54.8;44.0;5.5;;;;;;;;;;;;;
704;Group accommodation;2005 Total;1402.5;1298.2;104.3;103.8;79.7;14.6;2.6;1.2;1.1;;;1.3;;;2.5;;;;;4057.2;3489.2;568.0;565.0;467.1;64.6;9.1;3.3;3.1;;;4.1;;;10.4;;;;
705;Group accommodation;2006 January;45.4;44.5;;;;;;;;;;;;;;;;;;111.6;109.3;;;;;;;;;;;;;;;;;
706;Group accommodation;2006 February;44.9;43.1;1.8;1.4;;;;;;;;;;;;;;;;98.6;95.1;3.5;2.8;;;;;;;;;;;;;;;
707;Group accommodation;2006 March;65.7;62.1;3.6;3.4;2.4;;;;;;;;;;;;;;;142.0;131.8;10.2;9.7;7.4;;;;;;;;;;;;;;
708;Group accommodation;2006 1st Quarter;156.0;149.8;6.2;5.6;3.7;;;;;;;;;;;;;;;352.3;336.2;16.0;14.3;9.9;;;;;;;;;;;;;;
709;Group accommodation;2006 April;122.1;111.3;10.8;10.8;7.3;1.6;;;;;;;;;;;;;;315.1;269.5;45.6;45.6;34.4;4.5;;;;;;;;;;;;;
710;Group accommodation;2006 May;187.4;170.8;16.6;16.6;12.2;4.0;;;;;;;;;;;;;;488.2;436.1;52.0;51.9;42.1;8.5;;;;;;;;;;;;;
711;Group accommodation;2006 June;225.5;211.0;14.4;14.0;11.3;;;;;;;;;;;;;;;591.2;539.1;52.1;50.8;43.7;;;;;;;;;;;;;;
712;Group accommodation;2006 2nd Quarter;534.9;493.1;41.8;41.4;30.8;6.6;1.1;;;;;;;;;;;;;1394.5;1244.7;149.8;148.3;120.1;15.7;3.9;;;;;;;;;;;;
713;Group accommodation;2006 July;158.9;131.4;27.5;26.9;23.1;3.0;;;;;;;;;;;;;;662.1;466.6;195.4;193.8;177.4;13.8;;;;;;;;;;;;;
714;Group accommodation;2006 August;130.9;110.0;20.9;20.8;18.1;2.1;;;;;;;;;;;;;;594.9;441.7;153.2;152.7;135.1;11.8;;;;;;;;;;;;;
715;Group accommodation;2006 September;203.8;190.5;13.3;13.3;11.9;1.2;;;;;;;;;;;;;;518.6;469.5;49.0;49.0;44.2;4.0;;;;;;;;;;;;;
716;Group accommodation;2006 3rd Quarter;493.6;431.9;61.7;61.0;53.2;6.3;;;;;;;;;;;;;;1775.5;1377.8;397.7;395.6;356.7;29.5;;;;;;;;;;;;;
717;Group accommodation;2006 October;131.3;120.3;11.0;11.0;9.3;;;;;;;;;;;;;;;332.2;287.2;45.0;45.0;40.3;;;;;;;;;;;;;;
718;Group accommodation;2006 November;65.7;64.4;1.3;1.3;;;;;;;;;;;;;;;;148.4;145.6;2.8;2.8;;;;;;;;;;;;;;;
719;Group accommodation;2006 December;46.5;43.7;2.7;2.7;2.3;;;;;;;;;;;;;;;117.3;109.2;8.1;8.1;5.2;;;;;;;;;;;;;;
720;Group accommodation;2006 4th Quarter;243.5;228.5;15.0;15.0;12.2;1.6;;;;;;;;;;;;;;597.9;542.0;55.9;55.8;46.7;4.0;;;;;;;;;;;;;
721;Group accommodation;2006 Total;1428.0;1303.2;124.8;123.0;99.8;15.3;2.1;1.6;;;;1.2;;;1.5;;1.4;;;4120.1;3500.8;619.3;614.0;533.5;50.8;8.7;4.5;;;;3.8;;;7.6;;4.1;;
722;Group accommodation;2007 January;47.7;46.3;1.4;1.4;;;;;;;;;;;;;;;;111.2;105.8;5.4;5.3;;;;;;;;;;;;;;;
723;Group accommodation;2007 February;48.7;47.1;1.5;1.4;;;;;;;;;;;;;;;;98.7;93.8;4.9;4.2;;;;;;;;;;;;;;;
724;Group accommodation;2007 March;68.3;65.1;3.1;2.7;1.6;;;;;;;;;;;;;;;152.7;144.3;8.5;6.9;4.4;;;;;;;;;;;;;;
725;Group accommodation;2007 1st Quarter;164.7;158.6;6.1;5.5;3.3;1.5;;;;;;;;;;;;;;362.6;343.9;18.7;16.4;11.3;3.0;;;;;;;;;;;;;
726;Group accommodation;2007 April;132.4;126.9;5.5;5.4;3.7;;;;;;;;;;;;;;;336.7;312.0;24.7;23.9;17.5;;;;;;;;;;;;;;
727;Group accommodation;2007 May;189.3;180.7;8.6;8.5;6.9;1.3;;;;;;;;;;;;;;507.8;476.8;31.0;30.7;25.7;4.0;;;;;;;;;;;;;
728;Group accommodation;2007 June;231.9;220.7;11.2;11.1;9.5;1.1;;;;;;;;;;;;;;552.0;498.7;53.3;52.9;46.5;3.6;;;;;;;;;;;;;
729;Group accommodation;2007 2nd Quarter;553.6;528.3;25.3;25.0;20.1;3.2;;;;;;;;;;;;;;1396.5;1287.5;109.1;107.5;89.6;9.6;;;;;;;;;;;;;
730;Group accommodation;2007 July;117.2;99.5;17.7;17.7;13.6;2.7;;;;;;;;;;;;;;557.9;403.3;154.6;154.5;131.1;17.8;;;;;;;;;;;;;
731;Group accommodation;2007 August;145.6;131.5;14.0;14.0;11.2;2.2;;;;;;;;;;;;;;581.0;468.4;112.7;112.6;98.3;12.0;;;;;;;;;;;;;
732;Group accommodation;2007 September;190.7;181.6;9.1;9.1;7.8;;;;;;;;;;;;;;;464.3;427.3;37.0;36.9;33.7;;;;;;;;;;;;;;
733;Group accommodation;2007 3rd Quarter;453.5;412.6;40.9;40.7;32.6;5.5;;;;;;;;;;;;;;1603.2;1298.9;304.3;303.9;263.1;31.2;;;;;;;;;;;;;
734;Group accommodation;2007 October;141.8;136.1;5.7;5.6;4.2;1.4;;;;;;;;;;;;;;340.9;317.5;23.4;23.4;19.7;3.5;;;;;;;;;;;;;
735;Group accommodation;2007 November;76.4;74.5;2.0;2.0;;;;;;;;;;;;;;;;168.7;163.1;5.6;5.6;;;;;;;;;;;;;;;
736;Group accommodation;2007 December;48.8;47.1;1.6;1.6;;;;;;;;;;;;;;;;129.9;123.5;6.4;6.4;;;;;;;;;;;;;;;
737;Group accommodation;2007 4th Quarter;267.0;257.7;9.2;9.2;5.8;2.4;;;;;;;;;;;;;;639.6;604.2;35.4;35.3;25.3;6.3;;;;;;;;;;;;;
738;Group accommodation;2007 Total;1438.8;1357.3;81.5;80.4;61.9;12.6;1.3;1.3;;;;;;;1.4;;;;;4001.9;3534.4;467.5;463.1;389.2;50.2;3.9;4.5;;;;;;;5.8;;;;
739;Group accommodation;2008 January;49.2;47.8;1.3;1.3;;;;;;;;;;;;;;;;105.9;101.9;4.0;4.0;;;;;;;;;;;;;;;
740;Group accommodation;2008 February;50.8;49.4;1.4;1.3;;;;;;;;;;;;;;;;107.7;104.8;2.9;2.9;;;;;;;;;;;;;;;
741;Group accommodation;2008 March;80.8;75.8;4.9;4.9;2.3;;;;;;;;;;;;;;;199.5;178.5;21.0;20.9;10.4;;;;;;;;;;;;;;
742;Group accommodation;2008 1st Quarter;180.7;173.1;7.7;7.6;3.6;1.7;;;;;;;;;;;;;;413.1;385.2;27.9;27.7;14.1;4.7;;;;;;;;;;;;;
743;Group accommodation;2008 April;129.7;122.4;7.3;7.2;5.2;;;;;;;;;;;;;;;303.8;280.7;23.2;22.9;18.0;;;;;;;;;;;;;;
744;Group accommodation;2008 May;186.1;172.5;13.6;13.3;8.6;3.4;;;;;;;;;;;;;;438.5;395.8;42.7;42.1;30.7;8.2;;;;;;;;;;;;;
745;Group accommodation;2008 June;196.1;184.6;11.5;11.3;8.7;1.3;;;;;;;;;;;;;;505.0;466.3;38.7;38.3;29.8;4.1;;;;;;;;;;;;;
746;Group accommodation;2008 2nd Quarter;511.9;479.4;32.4;31.8;22.6;5.7;1.5;;;;;;;;;;;;;1247.3;1142.8;104.6;103.3;78.5;14.2;4.6;;;;;;;;;;;;
747;Group accommodation;2008 July;119.9;102.4;17.4;17.2;12.9;2.9;;;;;;;;;;;;;;576.6;432.1;144.5;143.2;126.2;12.7;;;;;;;;;;;;;
748;Group accommodation;2008 August;153.1;130.6;22.4;21.9;18.7;1.8;;;;;;;;;;;;;;539.3;422.1;117.2;115.0;101.6;6.7;;;;;;;;;;;;;
749;Group accommodation;2008 September;188.4;177.7;10.7;10.6;8.7;;;;;;;;;;;;;;;446.0;411.6;34.4;34.0;28.7;;;;;;;;;;;;;;
750;Group accommodation;2008 3rd Quarter;461.3;410.7;50.6;49.7;40.3;5.5;1.5;;;;;;;;;;;;;1561.8;1265.8;296.1;292.2;256.5;21.4;6.0;;;;;;;;;;;;
751;Group accommodation;2008 October;131.7;123.3;8.4;8.4;6.9;;;;;;;;;;;;;;;321.9;296.7;25.2;25.2;21.5;;;;;;;;;;;;;;
752;Group accommodation;2008 November;77.6;72.9;4.6;3.1;1.7;;;;;;;;;;;;1.5;;;172.5;158.4;14.1;9.5;6.3;;;;;;;;;;;;4.5;;
753;Group accommodation;2008 December;48.2;45.9;2.4;2.3;;;1.3;;;;;;;;;;;;;131.6;124.7;6.9;6.8;;;4.0;;;;;;;;;;;;
754;Group accommodation;2008 4th Quarter;257.5;242.1;15.3;13.8;9.0;1.9;2.4;;;;;;;;;;1.5;;;626.0;579.8;46.3;41.6;29.6;3.3;6.8;;;;;;;;;;4.6;;
755;Group accommodation;2008 Total;1411.4;1305.4;106.0;102.9;75.5;14.8;5.8;2.0;;;;;;1.0;1.5;;1.7;;;3848.3;3373.5;474.8;464.7;378.7;43.6;18.6;6.8;;;;;;4.1;7.8;;5.2;;
756;Group accommodation;2009 January;42.8;41.5;1.3;1.2;;;;;;;;;;;;;;;;99.3;95.3;4.0;3.7;;;;;;;;;;;;;;;
757;Group accommodation;2009 February;50.1;47.8;2.3;2.2;1.1;;;;;;;;;;;;;;;108.7;102.3;6.5;6.3;3.8;;;;;;;;;;;;;;
758;Group accommodation;2009 March;72.0;68.4;3.6;3.6;1.9;;;;;;;;;;;;;;;167.8;157.6;10.2;10.2;6.6;;;;;;;;;;;;;;
759;Group accommodation;2009 1st Quarter;164.9;157.7;7.2;7.0;3.8;2.0;;;;;;;;;;;;;;375.8;355.1;20.7;20.2;13.0;4.1;;;;;;;;;;;;;
760;Group accommodation;2009 April;130.6;121.4;9.2;9.1;5.4;1.2;1.2;;;;;;;;;;;;;314.6;286.3;28.3;28.2;18.6;3.2;3.3;;;;;;;;;;;;
761;Group accommodation;2009 May;189.8;177.4;12.4;12.4;10.1;1.3;;;;;;;;;;;;;;480.2;441.4;38.9;38.9;30.9;4.4;;;;;;;;;;;;;
762;Group accommodation;2009 June;218.6;199.8;18.8;18.7;14.4;3.1;;;;;;;;;;;;;;509.9;455.5;54.4;54.0;41.3;10.2;;;;;;;;;;;;;
763;Group accommodation;2009 2nd Quarter;539.0;498.7;40.3;40.1;29.9;5.7;2.1;;;;;;;;;;;;;1304.7;1183.1;121.6;121.1;90.8;17.8;5.5;;;;;;;;;;;;
764;Group accommodation;2009 July;152.1;125.6;26.5;26.2;21.9;2.1;;;;;;;;;;;;;;592.6;443.0;149.5;148.2;132.7;10.3;;;;;;;;;;;;;
765;Group accommodation;2009 August;135.7;118.1;17.7;17.7;15.0;1.1;;;;;;;;;;;;;;533.8;415.0;118.8;118.6;108.3;6.2;;;;;;;;;;;;;
766;Group accommodation;2009 September;197.2;189.4;7.8;7.7;6.7;;;;;;;;;;;;;;;455.6;425.8;29.8;29.1;25.6;;;;;;;;;;;;;;
767;Group accommodation;2009 3rd Quarter;485.0;433.0;52.0;51.5;43.6;3.7;1.1;;;;;;;;;;;;;1581.9;1283.8;298.1;295.9;266.6;18.2;3.2;;;;;;;;;;;;
768;Group accommodation;2009 October;137.4;126.9;10.5;10.5;7.9;;;;;;;;;;;;;;;337.4;300.8;36.7;36.7;32.5;;;;;;;;;;;;;;
769;Group accommodation;2009 November;66.2;62.4;3.8;3.8;1.8;;;;;;;;;;;;;;;159.4;146.6;12.7;12.7;6.7;;;;;;;;;;;;;;
770;Group accommodation;2009 December;53.2;46.2;7.0;6.9;5.0;;1.3;;;;;;;;;;;;;140.0;123.0;17.0;16.9;11.3;;3.9;;;;;;;;;;;;
771;Group accommodation;2009 4th Quarter;256.8;235.5;21.3;21.2;14.7;2.0;2.8;;;;;;;;;;;;;636.8;570.4;66.4;66.3;50.6;5.1;7.2;;;;;;;;;;;;
772;Group accommodation;2009 Total;1445.7;1324.9;120.8;119.9;92.0;13.3;6.5;1.7;;;;;;2.3;1.5;;;;;3899.3;3392.6;506.7;503.6;421.0;45.2;17.3;4.2;;;;;;5.9;3.4;;;;
773;Group accommodation;2010 January;48.5;44.7;3.8;3.7;;3.0;;;;;;;;;;;;;;116.8;104.8;12.0;11.8;;9.9;;;;;;;;;;;;;
774;Group accommodation;2010 February;45.3;41.6;3.6;3.6;;2.6;;;;;;;;;;;;;;102.8;92.1;10.7;10.6;;7.8;;;;;;;;;;;;;
775;Group accommodation;2010 March;68.3;64.8;3.5;3.2;1.8;;;;;;;;;;;;;;;145.0;130.8;14.2;13.5;6.7;;;;;;;;;;;;;;
776;Group accommodation;2010 1st Quarter;162.1;151.2;10.9;10.5;3.1;6.1;;;;;;;;;;;;;;364.7;327.8;37.0;35.9;10.0;19.3;;;;;;;;;;;;;
777;Group accommodation;2010 April;147.1;139.5;7.7;7.6;5.1;1.7;;;;;;;;;;;;;;346.6;317.3;29.3;29.1;20.8;4.7;;;;;;;;;;;;;
778;Group accommodation;2010 May;182.5;173.9;8.6;8.6;5.5;2.6;;;;;;;;;;;;;;466.1;436.3;29.8;29.8;19.8;7.4;;;;;;;;;;;;;
779;Group accommodation;2010 June;213.2;202.6;10.7;10.7;9.8;;;;;;;;;;;;;;;536.2;494.6;41.6;41.6;38.8;;;;;;;;;;;;;;
780;Group accommodation;2010 2nd Quarter;542.9;516.0;26.9;26.9;20.5;4.9;;;;;;;;;;;;;;1348.9;1248.2;100.7;100.5;79.4;13.8;;;;;;;;;;;;;
781;Group accommodation;2010 July;126.8;106.0;20.8;20.8;17.6;2.7;;;;;;;;;;;;;;580.7;414.2;166.5;166.3;149.5;14.4;;;;;;;;;;;;;
782;Group accommodation;2010 August;125.9;103.8;22.1;21.9;18.9;2.0;;;;;;;;;;;;;;542.8;371.9;170.8;169.9;149.6;11.8;;;;;;;;;;;;;
783;Group accommodation;2010 September;191.6;184.2;7.4;7.4;6.3;1.1;;;;;;;;;;;;;;463.0;432.2;30.8;30.8;26.5;4.2;;;;;;;;;;;;;
784;Group accommodation;2010 3rd Quarter;444.3;394.0;50.3;50.1;42.8;5.9;;;;;;;;;;;;;;1586.5;1218.4;368.1;367.0;325.6;30.4;;;;;;;;;;;;;
785;Group accommodation;2010 October;129.7;121.4;8.3;8.3;6.9;1.1;;;;;;;;;;;;;;317.5;278.7;38.8;38.8;35.2;2.5;;;;;;;;;;;;;
786;Group accommodation;2010 November;72.0;70.6;1.5;1.5;;;;;;;;;;;;;;;;151.9;147.3;4.6;4.6;;;;;;;;;;;;;;;
787;Group accommodation;2010 December;42.3;40.8;1.5;1.5;;;;;;;;;;;;;;;;104.4;99.8;4.6;4.6;;;;;;;;;;;;;;;
788;Group accommodation;2010 4th Quarter;244.0;232.7;11.3;11.3;8.3;2.1;;;;;;;;;;;;;;573.9;525.8;48.1;47.9;39.2;5.2;;;;;;;;;;;;;
789;Group accommodation;2010 Total;1393.3;1293.9;99.4;98.8;74.7;18.9;1.2;1.1;;;;;;2.1;;;;;;3874.0;3320.1;553.9;551.4;454.3;68.7;3.6;3.8;;;;;;16.9;;;;;
790;Group accommodation;2011 January;46.2;44.3;1.9;1.9;;;;;;;;;;;;;;;;95.4;89.5;6.0;5.9;;;;;;;;;;;;;;;
791;Group accommodation;2011 February;40.0;37.4;2.6;2.5;;;;;;;;;;;;;;;;85.2;79.6;5.6;5.5;;;;;;;;;;;;;;;
792;Group accommodation;2011 March;58.5;56.5;2.0;2.0;;;;;;;;;;;;;;;;125.7;119.5;6.3;6.3;;;;;;;;;;;;;;;
793;Group accommodation;2011 1st Quarter;144.7;138.2;6.5;6.5;2.2;1.4;;;;;;;;;;;;;;306.4;288.6;17.9;17.7;6.1;2.9;;;;;;;;;;;;;
794;Group accommodation;2011 April;117.7;107.2;10.5;10.5;6.0;2.8;;;;;;;;;;;;;;286.7;254.0;32.7;32.7;21.3;7.5;;;;;;;;;;;;;
795;Group accommodation;2011 May;174.1;165.2;8.8;8.8;5.9;2.2;;;;;;;;;;;;;;414.3;386.1;28.2;28.2;18.7;7.0;;;;;;;;;;;;;
796;Group accommodation;2011 June;179.4;170.8;8.6;8.6;6.4;1.4;;;;;;;;;;;;;;444.5;415.3;29.2;29.0;22.0;4.6;;;;;;;;;;;;;
797;Group accommodation;2011 2nd Quarter;471.2;443.2;28.0;27.9;18.3;6.4;;;;;;;;;;;;;;1145.5;1055.4;90.1;89.9;61.9;19.1;;;;;;;;;;;;;
798;Group accommodation;2011 July;108.1;95.4;12.7;12.7;10.5;2.1;;;;;;;;;;;;;;458.1;362.4;95.8;95.7;82.1;13.1;;;;;;;;;;;;;
799;Group accommodation;2011 August;109.0;92.6;16.4;16.4;14.8;1.4;;;;;;;;;;;;;;454.4;345.1;109.4;109.4;99.8;7.8;;;;;;;;;;;;;
800;Group accommodation;2011 September;182.3;173.7;8.5;8.5;7.5;;;;;;;;;;;;;;;463.3;420.6;42.8;42.6;40.0;;;;;;;;;;;;;;
801;Group accommodation;2011 3rd Quarter;399.3;361.7;37.6;37.6;32.7;4.4;;;;;;;;;;;;;;1375.9;1128.0;247.9;247.7;222.0;23.2;;;;;;;;;;;;;
802;Group accommodation;2011 October;131.0;119.7;11.3;11.3;10.4;;;;;;;;;;;;;;;334.5;300.9;33.7;33.7;30.5;;;;;;;;;;;;;;
803;Group accommodation;2011 November;53.4;49.6;3.8;3.8;2.4;;;;;;;;;;;;;;;117.9;104.3;13.6;13.6;10.0;;;;;;;;;;;;;;
