ID;Arbeidsgehandicapten;Persoonskenmerken;Beroepskenmerken;Perioden;WerkzameBeroepsbevolking_1
7401;Totaal;Leeftijd: 15 tot 65 jaar;0334 Callcentermedewerkers outbound e...;2015;116
7402;Totaal;Leeftijd: 15 tot 65 jaar;0334 Callcentermedewerkers outbound e...;2016;114
7403;Totaal;Leeftijd: 15 tot 65 jaar;0334 Callcentermedewerkers outbound e...;2017;123
7404;Totaal;Leeftijd: 15 tot 65 jaar;04 Bedrijfseconomische en administrat...;2015;1488
7405;Totaal;Leeftijd: 15 tot 65 jaar;04 Bedrijfseconomische en administrat...;2016;1509
7406;Totaal;Leeftijd: 15 tot 65 jaar;04 Bedrijfseconomische en administrat...;2017;1531
7407;Totaal;Leeftijd: 15 tot 65 jaar;041 Specialisten bedrijfsbeheer en ad.;2015;418
7408;Totaal;Leeftijd: 15 tot 65 jaar;041 Specialisten bedrijfsbeheer en ad.;2016;436
7409;Totaal;Leeftijd: 15 tot 65 jaar;041 Specialisten bedrijfsbeheer en ad.;2017;450
7410;Totaal;Leeftijd: 15 tot 65 jaar;0411 Accountants;2015;98
7411;Totaal;Leeftijd: 15 tot 65 jaar;0411 Accountants;2016;85
7412;Totaal;Leeftijd: 15 tot 65 jaar;0411 Accountants;2017;91
7413;Totaal;Leeftijd: 15 tot 65 jaar;0412 Financieel specialisten en economen;2015;62
7414;Totaal;Leeftijd: 15 tot 65 jaar;0412 Financieel specialisten en economen;2016;68
7415;Totaal;Leeftijd: 15 tot 65 jaar;0412 Financieel specialisten en economen;2017;79
7416;Totaal;Leeftijd: 15 tot 65 jaar;0413 Bedrijfskundigen en organisatiea.;2015;121
7417;Totaal;Leeftijd: 15 tot 65 jaar;0413 Bedrijfskundigen en organisatiea.;2016;130
7418;Totaal;Leeftijd: 15 tot 65 jaar;0413 Bedrijfskundigen en organisatiea.;2017;122
7419;Totaal;Leeftijd: 15 tot 65 jaar;0414 Beleidsadviseurs;2015;62
7420;Totaal;Leeftijd: 15 tot 65 jaar;0414 Beleidsadviseurs;2016;59
7421;Totaal;Leeftijd: 15 tot 65 jaar;0414 Beleidsadviseurs;2017;63
7422;Totaal;Leeftijd: 15 tot 65 jaar;0415 Specialisten personeels- en loop.;2015;75
7423;Totaal;Leeftijd: 15 tot 65 jaar;0415 Specialisten personeels- en loop.;2016;95
7424;Totaal;Leeftijd: 15 tot 65 jaar;0415 Specialisten personeels- en loop.;2017;95
7425;Totaal;Leeftijd: 15 tot 65 jaar;042 Vakspecialisten bedrijfsbeheer en...;2015;302
7426;Totaal;Leeftijd: 15 tot 65 jaar;042 Vakspecialisten bedrijfsbeheer en...;2016;315
7427;Totaal;Leeftijd: 15 tot 65 jaar;042 Vakspecialisten bedrijfsbeheer en...;2017;319
7428;Totaal;Leeftijd: 15 tot 65 jaar;0421 Boekhouders;2015;91
7429;Totaal;Leeftijd: 15 tot 65 jaar;0421 Boekhouders;2016;97
7430;Totaal;Leeftijd: 15 tot 65 jaar;0421 Boekhouders;2017;99
7431;Totaal;Leeftijd: 15 tot 65 jaar;0422 Zakelijke dienstverleners;2015;96
7432;Totaal;Leeftijd: 15 tot 65 jaar;0422 Zakelijke dienstverleners;2016;107
7433;Totaal;Leeftijd: 15 tot 65 jaar;0422 Zakelijke dienstverleners;2017;103
7434;Totaal;Leeftijd: 15 tot 65 jaar;0423 Directiesecretaresses;2015;115
7435;Totaal;Leeftijd: 15 tot 65 jaar;0423 Directiesecretaresses;2016;110
7436;Totaal;Leeftijd: 15 tot 65 jaar;0423 Directiesecretaresses;2017;116
7437;Totaal;Leeftijd: 15 tot 65 jaar;043 Administratief personeel;2015;768
7438;Totaal;Leeftijd: 15 tot 65 jaar;043 Administratief personeel;2016;758
7439;Totaal;Leeftijd: 15 tot 65 jaar;043 Administratief personeel;2017;763
7440;Totaal;Leeftijd: 15 tot 65 jaar;0431 Administratief medewerkers;2015;279
7441;Totaal;Leeftijd: 15 tot 65 jaar;0431 Administratief medewerkers;2016;277
7442;Totaal;Leeftijd: 15 tot 65 jaar;0431 Administratief medewerkers;2017;278
7443;Totaal;Leeftijd: 15 tot 65 jaar;0432 Secretaresses;2015;49
7444;Totaal;Leeftijd: 15 tot 65 jaar;0432 Secretaresses;2016;55
7445;Totaal;Leeftijd: 15 tot 65 jaar;0432 Secretaresses;2017;46
7446;Totaal;Leeftijd: 15 tot 65 jaar;0433 Receptionisten en telefonisten;2015;143
7447;Totaal;Leeftijd: 15 tot 65 jaar;0433 Receptionisten en telefonisten;2016;152
7448;Totaal;Leeftijd: 15 tot 65 jaar;0433 Receptionisten en telefonisten;2017;148
7449;Totaal;Leeftijd: 15 tot 65 jaar;0434 Boekhoudkundig medewerkers;2015;124
7450;Totaal;Leeftijd: 15 tot 65 jaar;0434 Boekhoudkundig medewerkers;2016;118
7451;Totaal;Leeftijd: 15 tot 65 jaar;0434 Boekhoudkundig medewerkers;2017;115
7452;Totaal;Leeftijd: 15 tot 65 jaar;0435 Transportplanners en logistiek m.;2015;172
7453;Totaal;Leeftijd: 15 tot 65 jaar;0435 Transportplanners en logistiek m.;2016;156
7454;Totaal;Leeftijd: 15 tot 65 jaar;0435 Transportplanners en logistiek m.;2017;176
7455;Totaal;Leeftijd: 15 tot 65 jaar;05 Managers;2015;461
7456;Totaal;Leeftijd: 15 tot 65 jaar;05 Managers;2016;441
7457;Totaal;Leeftijd: 15 tot 65 jaar;05 Managers;2017;407
7458;Totaal;Leeftijd: 15 tot 65 jaar;051 Algemeen directeuren;2015;60
7459;Totaal;Leeftijd: 15 tot 65 jaar;051 Algemeen directeuren;2016;70
7460;Totaal;Leeftijd: 15 tot 65 jaar;051 Algemeen directeuren;2017;67
7461;Totaal;Leeftijd: 15 tot 65 jaar;0511 Algemeen directeuren;2015;60
7462;Totaal;Leeftijd: 15 tot 65 jaar;0511 Algemeen directeuren;2016;70
7463;Totaal;Leeftijd: 15 tot 65 jaar;0511 Algemeen directeuren;2017;67
7464;Totaal;Leeftijd: 15 tot 65 jaar;052 Managers op administratief en com...;2015;134
7465;Totaal;Leeftijd: 15 tot 65 jaar;052 Managers op administratief en com...;2016;125
7466;Totaal;Leeftijd: 15 tot 65 jaar;052 Managers op administratief en com...;2017;121
7467;Totaal;Leeftijd: 15 tot 65 jaar;0521 Managers zakelijke en administra.;2015;81
7468;Totaal;Leeftijd: 15 tot 65 jaar;0521 Managers zakelijke en administra.;2016;77
7469;Totaal;Leeftijd: 15 tot 65 jaar;0521 Managers zakelijke en administra.;2017;74
7470;Totaal;Leeftijd: 15 tot 65 jaar;0522 Managers verkoop en marketing;2015;52
7471;Totaal;Leeftijd: 15 tot 65 jaar;0522 Managers verkoop en marketing;2016;48
7472;Totaal;Leeftijd: 15 tot 65 jaar;0522 Managers verkoop en marketing;2017;47
7473;Totaal;Leeftijd: 15 tot 65 jaar;053 Managers productie en gespecialis...;2015;167
7474;Totaal;Leeftijd: 15 tot 65 jaar;053 Managers productie en gespecialis...;2016;155
7475;Totaal;Leeftijd: 15 tot 65 jaar;053 Managers productie en gespecialis...;2017;148
7476;Totaal;Leeftijd: 15 tot 65 jaar;0531 Managers productie;2015;45
7477;Totaal;Leeftijd: 15 tot 65 jaar;0531 Managers productie;2016;43
7478;Totaal;Leeftijd: 15 tot 65 jaar;0531 Managers productie;2017;42
7479;Totaal;Leeftijd: 15 tot 65 jaar;0532 Managers logistiek;2015;21
7480;Totaal;Leeftijd: 15 tot 65 jaar;0532 Managers logistiek;2016;20
7481;Totaal;Leeftijd: 15 tot 65 jaar;0532 Managers logistiek;2017;14
7482;Totaal;Leeftijd: 15 tot 65 jaar;0533 Managers ICT;2015;24
7483;Totaal;Leeftijd: 15 tot 65 jaar;0533 Managers ICT;2016;15
7484;Totaal;Leeftijd: 15 tot 65 jaar;0533 Managers ICT;2017;18
7485;Totaal;Leeftijd: 15 tot 65 jaar;0534 Managers zorginstellingen;2015;25
7486;Totaal;Leeftijd: 15 tot 65 jaar;0534 Managers zorginstellingen;2016;27
7487;Totaal;Leeftijd: 15 tot 65 jaar;0534 Managers zorginstellingen;2017;26
7488;Totaal;Leeftijd: 15 tot 65 jaar;0535 Managers onderwijs;2015;20
7489;Totaal;Leeftijd: 15 tot 65 jaar;0535 Managers onderwijs;2016;17
7490;Totaal;Leeftijd: 15 tot 65 jaar;0535 Managers onderwijs;2017;19
7491;Totaal;Leeftijd: 15 tot 65 jaar;0536 Managers gespecialiseerde dienst.;2015;32
7492;Totaal;Leeftijd: 15 tot 65 jaar;0536 Managers gespecialiseerde dienst.;2016;33
7493;Totaal;Leeftijd: 15 tot 65 jaar;0536 Managers gespecialiseerde dienst.;2017;29
7494;Totaal;Leeftijd: 15 tot 65 jaar;054 Managers horeca, detailhandel en.;2015;71
7495;Totaal;Leeftijd: 15 tot 65 jaar;054 Managers horeca, detailhandel en.;2016;64
7496;Totaal;Leeftijd: 15 tot 65 jaar;054 Managers horeca, detailhandel en.;2017;56
7497;Totaal;Leeftijd: 15 tot 65 jaar;0541 Managers horeca;2015;18
7498;Totaal;Leeftijd: 15 tot 65 jaar;0541 Managers horeca;2016;17
7499;Totaal;Leeftijd: 15 tot 65 jaar;0541 Managers horeca;2017;14
7500;Totaal;Leeftijd: 15 tot 65 jaar;0542 Managers detail- en groothandel;2015;38
7501;Totaal;Leeftijd: 15 tot 65 jaar;0542 Managers detail- en groothandel;2016;38
7502;Totaal;Leeftijd: 15 tot 65 jaar;0542 Managers detail- en groothandel;2017;31
7503;Totaal;Leeftijd: 15 tot 65 jaar;0543 Managers commerciële en persoonl.;2015;14
7504;Totaal;Leeftijd: 15 tot 65 jaar;0543 Managers commerciële en persoonl.;2016;9
7505;Totaal;Leeftijd: 15 tot 65 jaar;0543 Managers commerciële en persoonl.;2017;11
7506;Totaal;Leeftijd: 15 tot 65 jaar;055 Managers z.n.d.;2015;29
7507;Totaal;Leeftijd: 15 tot 65 jaar;055 Managers z.n.d.;2016;27
7508;Totaal;Leeftijd: 15 tot 65 jaar;055 Managers z.n.d.;2017;16
7509;Totaal;Leeftijd: 15 tot 65 jaar;0551 Managers z.n.d.;2015;29
7510;Totaal;Leeftijd: 15 tot 65 jaar;0551 Managers z.n.d.;2016;27
7511;Totaal;Leeftijd: 15 tot 65 jaar;0551 Managers z.n.d.;2017;16
7512;Totaal;Leeftijd: 15 tot 65 jaar;06 Openbaar bestuur, veiligheid en ju.;2015;269
7513;Totaal;Leeftijd: 15 tot 65 jaar;06 Openbaar bestuur, veiligheid en ju.;2016;281
7514;Totaal;Leeftijd: 15 tot 65 jaar;06 Openbaar bestuur, veiligheid en ju.;2017;298
7515;Totaal;Leeftijd: 15 tot 65 jaar;061 Overheidsambtenaren en -bestuurders;2015;86
7516;Totaal;Leeftijd: 15 tot 65 jaar;061 Overheidsambtenaren en -bestuurders;2016;89
7517;Totaal;Leeftijd: 15 tot 65 jaar;061 Overheidsambtenaren en -bestuurders;2017;95
7518;Totaal;Leeftijd: 15 tot 65 jaar;0611 Overheidsbestuurders;2015;31
7519;Totaal;Leeftijd: 15 tot 65 jaar;0611 Overheidsbestuurders;2016;25
7520;Totaal;Leeftijd: 15 tot 65 jaar;0611 Overheidsbestuurders;2017;32
7521;Totaal;Leeftijd: 15 tot 65 jaar;0612 Overheidsambtenaren;2015;55
7522;Totaal;Leeftijd: 15 tot 65 jaar;0612 Overheidsambtenaren;2016;64
7523;Totaal;Leeftijd: 15 tot 65 jaar;0612 Overheidsambtenaren;2017;63
7524;Totaal;Leeftijd: 15 tot 65 jaar;062 Juristen;2015;56
7525;Totaal;Leeftijd: 15 tot 65 jaar;062 Juristen;2016;63
7526;Totaal;Leeftijd: 15 tot 65 jaar;062 Juristen;2017;71
7527;Totaal;Leeftijd: 15 tot 65 jaar;0621 Juristen;2015;56
7528;Totaal;Leeftijd: 15 tot 65 jaar;0621 Juristen;2016;63
7529;Totaal;Leeftijd: 15 tot 65 jaar;0621 Juristen;2017;71
7530;Totaal;Leeftijd: 15 tot 65 jaar;063 Beveiligingswerkers;2015;127
7531;Totaal;Leeftijd: 15 tot 65 jaar;063 Beveiligingswerkers;2016;129
7532;Totaal;Leeftijd: 15 tot 65 jaar;063 Beveiligingswerkers;2017;131
7533;Totaal;Leeftijd: 15 tot 65 jaar;0631 Politie-inspecteurs;2015;12
7534;Totaal;Leeftijd: 15 tot 65 jaar;0631 Politie-inspecteurs;2016;9
7535;Totaal;Leeftijd: 15 tot 65 jaar;0631 Politie-inspecteurs;2017;13
7536;Totaal;Leeftijd: 15 tot 65 jaar;0632 Politie en brandweer;2015;38
7537;Totaal;Leeftijd: 15 tot 65 jaar;0632 Politie en brandweer;2016;46
7538;Totaal;Leeftijd: 15 tot 65 jaar;0632 Politie en brandweer;2017;39
7539;Totaal;Leeftijd: 15 tot 65 jaar;0633 Beveiligingspersoneel;2015;51
7540;Totaal;Leeftijd: 15 tot 65 jaar;0633 Beveiligingspersoneel;2016;54
7541;Totaal;Leeftijd: 15 tot 65 jaar;0633 Beveiligingspersoneel;2017;54
7542;Totaal;Leeftijd: 15 tot 65 jaar;0634 Militaire beroepen;2015;26
7543;Totaal;Leeftijd: 15 tot 65 jaar;0634 Militaire beroepen;2016;21
7544;Totaal;Leeftijd: 15 tot 65 jaar;0634 Militaire beroepen;2017;27
7545;Totaal;Leeftijd: 15 tot 65 jaar;07 Technische beroepen;2015;1197
7546;Totaal;Leeftijd: 15 tot 65 jaar;07 Technische beroepen;2016;1193
7547;Totaal;Leeftijd: 15 tot 65 jaar;07 Technische beroepen;2017;1196
7548;Totaal;Leeftijd: 15 tot 65 jaar;071 Ingenieurs en onderzoekers wis.;2015;205
7549;Totaal;Leeftijd: 15 tot 65 jaar;071 Ingenieurs en onderzoekers wis.;2016;220
7550;Totaal;Leeftijd: 15 tot 65 jaar;071 Ingenieurs en onderzoekers wis.;2017;197
7551;Totaal;Leeftijd: 15 tot 65 jaar;0711 Biologen en natuurwetenschappers;2015;32
7552;Totaal;Leeftijd: 15 tot 65 jaar;0711 Biologen en natuurwetenschappers;2016;28
7553;Totaal;Leeftijd: 15 tot 65 jaar;0711 Biologen en natuurwetenschappers;2017;38
7554;Totaal;Leeftijd: 15 tot 65 jaar;0712 Ingenieurs (geen elektrotechniek);2015;120
7555;Totaal;Leeftijd: 15 tot 65 jaar;0712 Ingenieurs (geen elektrotechniek);2016;143
7556;Totaal;Leeftijd: 15 tot 65 jaar;0712 Ingenieurs (geen elektrotechniek);2017;113
7557;Totaal;Leeftijd: 15 tot 65 jaar;0713 Elektrotechnisch ingenieurs;2015;17
7558;Totaal;Leeftijd: 15 tot 65 jaar;0713 Elektrotechnisch ingenieurs;2016;13
7559;Totaal;Leeftijd: 15 tot 65 jaar;0713 Elektrotechnisch ingenieurs;2017;12
7560;Totaal;Leeftijd: 15 tot 65 jaar;0714 Architecten;2015;35
7561;Totaal;Leeftijd: 15 tot 65 jaar;0714 Architecten;2016;36
7562;Totaal;Leeftijd: 15 tot 65 jaar;0714 Architecten;2017;35
7563;Totaal;Leeftijd: 15 tot 65 jaar;072 Vakspecialisten natuur en techniek;2015;168
7564;Totaal;Leeftijd: 15 tot 65 jaar;072 Vakspecialisten natuur en techniek;2016;178
7565;Totaal;Leeftijd: 15 tot 65 jaar;072 Vakspecialisten natuur en techniek;2017;177
7566;Totaal;Leeftijd: 15 tot 65 jaar;0721 Technici bouwkunde en natuur;2015;81
7567;Totaal;Leeftijd: 15 tot 65 jaar;0721 Technici bouwkunde en natuur;2016;95
7568;Totaal;Leeftijd: 15 tot 65 jaar;0721 Technici bouwkunde en natuur;2017;102
7569;Totaal;Leeftijd: 15 tot 65 jaar;0722 Productieleiders industrie en bouw;2015;60
7570;Totaal;Leeftijd: 15 tot 65 jaar;0722 Productieleiders industrie en bouw;2016;63
7571;Totaal;Leeftijd: 15 tot 65 jaar;0722 Productieleiders industrie en bouw;2017;52
7572;Totaal;Leeftijd: 15 tot 65 jaar;0723 Procesoperators;2015;27
7573;Totaal;Leeftijd: 15 tot 65 jaar;0723 Procesoperators;2016;20
7574;Totaal;Leeftijd: 15 tot 65 jaar;0723 Procesoperators;2017;23
7575;Totaal;Leeftijd: 15 tot 65 jaar;073 Bouwarbeiders;2015;260
7576;Totaal;Leeftijd: 15 tot 65 jaar;073 Bouwarbeiders;2016;242
7577;Totaal;Leeftijd: 15 tot 65 jaar;073 Bouwarbeiders;2017;255
7578;Totaal;Leeftijd: 15 tot 65 jaar;0731 Bouwarbeiders ruwbouw;2015;59
7579;Totaal;Leeftijd: 15 tot 65 jaar;0731 Bouwarbeiders ruwbouw;2016;55
7580;Totaal;Leeftijd: 15 tot 65 jaar;0731 Bouwarbeiders ruwbouw;2017;62
7581;Totaal;Leeftijd: 15 tot 65 jaar;0732 Timmerlieden;2015;77
7582;Totaal;Leeftijd: 15 tot 65 jaar;0732 Timmerlieden;2016;83
7583;Totaal;Leeftijd: 15 tot 65 jaar;0732 Timmerlieden;2017;80
7584;Totaal;Leeftijd: 15 tot 65 jaar;0733 Bouwarbeiders afbouw;2015;42
7585;Totaal;Leeftijd: 15 tot 65 jaar;0733 Bouwarbeiders afbouw;2016;37
7586;Totaal;Leeftijd: 15 tot 65 jaar;0733 Bouwarbeiders afbouw;2017;35
7587;Totaal;Leeftijd: 15 tot 65 jaar;0734 Loodgieters en pijpfitters;2015;41
7588;Totaal;Leeftijd: 15 tot 65 jaar;0734 Loodgieters en pijpfitters;2016;32
7589;Totaal;Leeftijd: 15 tot 65 jaar;0734 Loodgieters en pijpfitters;2017;37
7590;Totaal;Leeftijd: 15 tot 65 jaar;0735 Schilders en metaalspuiters;2015;42
7591;Totaal;Leeftijd: 15 tot 65 jaar;0735 Schilders en metaalspuiters;2016;36
7592;Totaal;Leeftijd: 15 tot 65 jaar;0735 Schilders en metaalspuiters;2017;40
7593;Totaal;Leeftijd: 15 tot 65 jaar;074 Metaalarbeiders, machinemonteurs;2015;177
7594;Totaal;Leeftijd: 15 tot 65 jaar;074 Metaalarbeiders, machinemonteurs;2016;192
7595;Totaal;Leeftijd: 15 tot 65 jaar;074 Metaalarbeiders, machinemonteurs;2017;178
7596;Totaal;Leeftijd: 15 tot 65 jaar;0741 Metaalbewerkers en constructiewe.;2015;40
7597;Totaal;Leeftijd: 15 tot 65 jaar;0741 Metaalbewerkers en constructiewe.;2016;42
7598;Totaal;Leeftijd: 15 tot 65 jaar;0741 Metaalbewerkers en constructiewe.;2017;41
7599;Totaal;Leeftijd: 15 tot 65 jaar;0742 Lassers en plaatwerkers;2015;33
7600;Totaal;Leeftijd: 15 tot 65 jaar;0742 Lassers en plaatwerkers;2016;33
7601;Totaal;Leeftijd: 15 tot 65 jaar;0742 Lassers en plaatwerkers;2017;34
7602;Totaal;Leeftijd: 15 tot 65 jaar;0743 Automonteurs;2015;55
7603;Totaal;Leeftijd: 15 tot 65 jaar;0743 Automonteurs;2016;64
7604;Totaal;Leeftijd: 15 tot 65 jaar;0743 Automonteurs;2017;60
7605;Totaal;Leeftijd: 15 tot 65 jaar;0744 Machinemonteurs;2015;49
7606;Totaal;Leeftijd: 15 tot 65 jaar;0744 Machinemonteurs;2016;53
7607;Totaal;Leeftijd: 15 tot 65 jaar;0744 Machinemonteurs;2017;42
7608;Totaal;Leeftijd: 15 tot 65 jaar;075 Voedselverwerkende beroepen en ov...;2015;135
7609;Totaal;Leeftijd: 15 tot 65 jaar;075 Voedselverwerkende beroepen en ov...;2016;111
7610;Totaal;Leeftijd: 15 tot 65 jaar;075 Voedselverwerkende beroepen en ov...;2017;123
7611;Totaal;Leeftijd: 15 tot 65 jaar;0751 Slagers;2015;18
7612;Totaal;Leeftijd: 15 tot 65 jaar;0751 Slagers;2016;13
7613;Totaal;Leeftijd: 15 tot 65 jaar;0751 Slagers;2017;16
7614;Totaal;Leeftijd: 15 tot 65 jaar;0752 Bakkers;2015;18
7615;Totaal;Leeftijd: 15 tot 65 jaar;0752 Bakkers;2016;17
7616;Totaal;Leeftijd: 15 tot 65 jaar;0752 Bakkers;2017;24
7617;Totaal;Leeftijd: 15 tot 65 jaar;0753 Productcontroleurs;2015;26
7618;Totaal;Leeftijd: 15 tot 65 jaar;0753 Productcontroleurs;2016;23
7619;Totaal;Leeftijd: 15 tot 65 jaar;0753 Productcontroleurs;2017;21
7620;Totaal;Leeftijd: 15 tot 65 jaar;0754 Meubelmakers, kleermakers en sto.;2015;38
7621;Totaal;Leeftijd: 15 tot 65 jaar;0754 Meubelmakers, kleermakers en sto.;2016;31
7622;Totaal;Leeftijd: 15 tot 65 jaar;0754 Meubelmakers, kleermakers en sto.;2017;36
7623;Totaal;Leeftijd: 15 tot 65 jaar;0755 Medewerkers drukkerij en kunstni.;2015;35
7624;Totaal;Leeftijd: 15 tot 65 jaar;0755 Medewerkers drukkerij en kunstni.;2016;27
7625;Totaal;Leeftijd: 15 tot 65 jaar;0755 Medewerkers drukkerij en kunstni.;2017;26
7626;Totaal;Leeftijd: 15 tot 65 jaar;076 Elektriciens en elektronicamonteurs;2015;75
7627;Totaal;Leeftijd: 15 tot 65 jaar;076 Elektriciens en elektronicamonteurs;2016;82
7628;Totaal;Leeftijd: 15 tot 65 jaar;076 Elektriciens en elektronicamonteurs;2017;79
7629;Totaal;Leeftijd: 15 tot 65 jaar;0761 Elektriciens en elektronicamonteurs;2015;75
7630;Totaal;Leeftijd: 15 tot 65 jaar;0761 Elektriciens en elektronicamonteurs;2016;82
7631;Totaal;Leeftijd: 15 tot 65 jaar;0761 Elektriciens en elektronicamonteurs;2017;79
7632;Totaal;Leeftijd: 15 tot 65 jaar;077 Productiemachinebedieners en asse...;2015;96
7633;Totaal;Leeftijd: 15 tot 65 jaar;077 Productiemachinebedieners en asse...;2016;104
7634;Totaal;Leeftijd: 15 tot 65 jaar;077 Productiemachinebedieners en asse...;2017;113
7635;Totaal;Leeftijd: 15 tot 65 jaar;0771 Productiemachinebedieners;2015;74
7636;Totaal;Leeftijd: 15 tot 65 jaar;0771 Productiemachinebedieners;2016;76
7637;Totaal;Leeftijd: 15 tot 65 jaar;0771 Productiemachinebedieners;2017;85
7638;Totaal;Leeftijd: 15 tot 65 jaar;0772 Assemblagemedewerkers;2015;22
7639;Totaal;Leeftijd: 15 tot 65 jaar;0772 Assemblagemedewerkers;2016;28
7640;Totaal;Leeftijd: 15 tot 65 jaar;0772 Assemblagemedewerkers;2017;28
7641;Totaal;Leeftijd: 15 tot 65 jaar;078 Hulpkrachten bouw en industrie;2015;81
7642;Totaal;Leeftijd: 15 tot 65 jaar;078 Hulpkrachten bouw en industrie;2016;64
7643;Totaal;Leeftijd: 15 tot 65 jaar;078 Hulpkrachten bouw en industrie;2017;75
7644;Totaal;Leeftijd: 15 tot 65 jaar;0781 Hulpkrachten bouw en industrie;2015;81
7645;Totaal;Leeftijd: 15 tot 65 jaar;0781 Hulpkrachten bouw en industrie;2016;64
7646;Totaal;Leeftijd: 15 tot 65 jaar;0781 Hulpkrachten bouw en industrie;2017;75
7647;Totaal;Leeftijd: 15 tot 65 jaar;08 ICT beroepen;2015;319
7648;Totaal;Leeftijd: 15 tot 65 jaar;08 ICT beroepen;2016;355
7649;Totaal;Leeftijd: 15 tot 65 jaar;08 ICT beroepen;2017;345
7650;Totaal;Leeftijd: 15 tot 65 jaar;081 Specialisten ICT;2015;269
7651;Totaal;Leeftijd: 15 tot 65 jaar;081 Specialisten ICT;2016;290
7652;Totaal;Leeftijd: 15 tot 65 jaar;081 Specialisten ICT;2017;291
7653;Totaal;Leeftijd: 15 tot 65 jaar;0811 Software- en applicatieontwikkel.;2015;204
7654;Totaal;Leeftijd: 15 tot 65 jaar;0811 Software- en applicatieontwikkel.;2016;228
7655;Totaal;Leeftijd: 15 tot 65 jaar;0811 Software- en applicatieontwikkel.;2017;224
7656;Totaal;Leeftijd: 15 tot 65 jaar;0812 Databank- en netwerkspecialisten;2015;65
7657;Totaal;Leeftijd: 15 tot 65 jaar;0812 Databank- en netwerkspecialisten;2016;62
7658;Totaal;Leeftijd: 15 tot 65 jaar;0812 Databank- en netwerkspecialisten;2017;67
7659;Totaal;Leeftijd: 15 tot 65 jaar;082 Vakspecialisten ICT;2015;51
7660;Totaal;Leeftijd: 15 tot 65 jaar;082 Vakspecialisten ICT;2016;65
7661;Totaal;Leeftijd: 15 tot 65 jaar;082 Vakspecialisten ICT;2017;54
7662;Totaal;Leeftijd: 15 tot 65 jaar;0821 Gebruikersondersteuning ICT;2015;36
7663;Totaal;Leeftijd: 15 tot 65 jaar;0821 Gebruikersondersteuning ICT;2016;49
7664;Totaal;Leeftijd: 15 tot 65 jaar;0821 Gebruikersondersteuning ICT;2017;39
7665;Totaal;Leeftijd: 15 tot 65 jaar;0822 Radio- en televisietechnici;2015;15
7666;Totaal;Leeftijd: 15 tot 65 jaar;0822 Radio- en televisietechnici;2016;15
7667;Totaal;Leeftijd: 15 tot 65 jaar;0822 Radio- en televisietechnici;2017;14
7668;Totaal;Leeftijd: 15 tot 65 jaar;09 Agrarische beroepen;2015;182
7669;Totaal;Leeftijd: 15 tot 65 jaar;09 Agrarische beroepen;2016;183
7670;Totaal;Leeftijd: 15 tot 65 jaar;09 Agrarische beroepen;2017;172
7671;Totaal;Leeftijd: 15 tot 65 jaar;091 Tuinders, akkerbouwers en veetelers;2015;147
7672;Totaal;Leeftijd: 15 tot 65 jaar;091 Tuinders, akkerbouwers en veetelers;2016;157
7673;Totaal;Leeftijd: 15 tot 65 jaar;091 Tuinders, akkerbouwers en veetelers;2017;147
7674;Totaal;Leeftijd: 15 tot 65 jaar;0911 Land- en bosbouwers;2015;24
7675;Totaal;Leeftijd: 15 tot 65 jaar;0911 Land- en bosbouwers;2016;30
7676;Totaal;Leeftijd: 15 tot 65 jaar;0911 Land- en bosbouwers;2017;22
7677;Totaal;Leeftijd: 15 tot 65 jaar;0912 Hoveniers, tuinders en kwekers;2015;71
7678;Totaal;Leeftijd: 15 tot 65 jaar;0912 Hoveniers, tuinders en kwekers;2016;75
7679;Totaal;Leeftijd: 15 tot 65 jaar;0912 Hoveniers, tuinders en kwekers;2017;69
7680;Totaal;Leeftijd: 15 tot 65 jaar;0913 Veetelers;2015;53
7681;Totaal;Leeftijd: 15 tot 65 jaar;0913 Veetelers;2016;52
7682;Totaal;Leeftijd: 15 tot 65 jaar;0913 Veetelers;2017;55
7683;Totaal;Leeftijd: 15 tot 65 jaar;092 Hulpkrachten landbouw;2015;35
7684;Totaal;Leeftijd: 15 tot 65 jaar;092 Hulpkrachten landbouw;2016;26
7685;Totaal;Leeftijd: 15 tot 65 jaar;092 Hulpkrachten landbouw;2017;25
7686;Totaal;Leeftijd: 15 tot 65 jaar;0921 Hulpkrachten landbouw;2015;35
7687;Totaal;Leeftijd: 15 tot 65 jaar;0921 Hulpkrachten landbouw;2016;26
7688;Totaal;Leeftijd: 15 tot 65 jaar;0921 Hulpkrachten landbouw;2017;25
7689;Totaal;Leeftijd: 15 tot 65 jaar;10 Zorg en welzijn beroepen;2015;1097
7690;Totaal;Leeftijd: 15 tot 65 jaar;10 Zorg en welzijn beroepen;2016;1136
7691;Totaal;Leeftijd: 15 tot 65 jaar;10 Zorg en welzijn beroepen;2017;1188
7692;Totaal;Leeftijd: 15 tot 65 jaar;101 Artsen, therapeuten en gespeciali...;2015;290
7693;Totaal;Leeftijd: 15 tot 65 jaar;101 Artsen, therapeuten en gespeciali...;2016;312
7694;Totaal;Leeftijd: 15 tot 65 jaar;101 Artsen, therapeuten en gespeciali...;2017;308
7695;Totaal;Leeftijd: 15 tot 65 jaar;1011 Artsen;2015;96
7696;Totaal;Leeftijd: 15 tot 65 jaar;1011 Artsen;2016;111
7697;Totaal;Leeftijd: 15 tot 65 jaar;1011 Artsen;2017;108
