ID;Leeftijd;Geslacht;Perioden;Autochtonen_1;Allochtonen_2;k_1eGeneratie_3;Totaal2eGeneratie_4;k_2eGeneratieMet1BuitenlandseOuder_5;k_2eGeneratieMet2BuitenlandseOuders_6;NietWesterseAllochtonen_7;WesterseAllochtonen_8
272;0 jaar;Vrouwen;2017;66899;25184;404;24780;11773;13007;16370;8814
273;0 jaar;Vrouwen;2018;67466;25180;403;24777;11795;12982;16343;8837
274;0 jaar;Vrouwen;2019;68102;25160;403;24757;11803;12954;16311;8849
275;0 jaar;Vrouwen;2020;68756;25128;402;24726;11800;12926;16278;8850
276;0 jaar;Vrouwen;2021;69393;25086;400;24686;11794;12892;16242;8844
277;0 jaar;Vrouwen;2022;69988;25046;400;24646;11785;12861;16211;8835
278;0 jaar;Vrouwen;2023;70538;25002;400;24602;11771;12831;16180;8822
279;0 jaar;Vrouwen;2024;71034;24964;400;24564;11759;12805;16155;8809
280;0 jaar;Vrouwen;2025;71478;24930;400;24530;11748;12782;16132;8798
281;0 jaar;Vrouwen;2026;71877;24898;400;24498;11737;12761;16112;8786
282;0 jaar;Vrouwen;2027;72220;24866;400;24466;11727;12739;16093;8773
283;0 jaar;Vrouwen;2028;72522;24838;400;24438;11718;12720;16078;8760
284;0 jaar;Vrouwen;2029;72775;24814;400;24414;11707;12707;16065;8749
285;0 jaar;Vrouwen;2030;72987;24792;400;24392;11701;12691;16052;8740
286;0 jaar;Vrouwen;2031;73132;24771;400;24371;11691;12680;16042;8729
287;0 jaar;Vrouwen;2032;73207;24751;400;24351;11682;12669;16032;8719
288;0 jaar;Vrouwen;2033;73202;24733;400;24333;11673;12660;16024;8709
289;0 jaar;Vrouwen;2034;73107;24715;400;24315;11664;12651;16016;8699
290;0 jaar;Vrouwen;2035;72916;24701;400;24301;11657;12644;16010;8691
291;0 jaar;Vrouwen;2036;72654;24690;400;24290;11654;12636;16008;8682
292;0 jaar;Vrouwen;2037;72332;24681;400;24281;11648;12633;16005;8676
293;0 jaar;Vrouwen;2038;71983;24673;400;24273;11643;12630;16006;8667
294;0 jaar;Vrouwen;2039;71620;24668;400;24268;11637;12631;16008;8660
295;0 jaar;Vrouwen;2040;71271;24669;400;24269;11636;12633;16013;8656
296;0 jaar;Vrouwen;2041;70952;24672;400;24272;11637;12635;16023;8649
297;0 jaar;Vrouwen;2042;70682;24680;400;24280;11637;12643;16035;8645
298;0 jaar;Vrouwen;2043;70473;24690;400;24290;11638;12652;16049;8641
299;0 jaar;Vrouwen;2044;70338;24705;400;24305;11645;12660;16067;8638
300;0 jaar;Vrouwen;2045;70282;24722;400;24322;11649;12673;16087;8635
301;0 jaar;Vrouwen;2046;70302;24740;400;24340;11655;12685;16107;8633
302;0 jaar;Vrouwen;2047;70388;24763;400;24363;11661;12702;16131;8632
303;0 jaar;Vrouwen;2048;70533;24789;400;24389;11670;12719;16158;8631
304;0 jaar;Vrouwen;2049;70716;24818;400;24418;11683;12735;16186;8632
305;0 jaar;Vrouwen;2050;70950;24851;400;24451;11693;12758;16218;8633
306;1 jaar;Totaal mannen en vrouwen;2000;156942;44075;2834;41241;16273;24968;31949;12126
307;1 jaar;Totaal mannen en vrouwen;2001;157307;45101;2359;42742;16765;25977;32310;12791
308;1 jaar;Totaal mannen en vrouwen;2002;162589;44659;2173;42486;16616;25870;31902;12757
309;1 jaar;Totaal mannen en vrouwen;2003;161379;45786;2173;43613;17333;26280;32477;13309
310;1 jaar;Totaal mannen en vrouwen;2004;158860;46821;2171;44650;18038;26612;32951;13870
311;1 jaar;Totaal mannen en vrouwen;2005;155365;47728;2159;45569;18721;26848;33303;14425
312;1 jaar;Totaal mannen en vrouwen;2006;151773;48559;2148;46411;19378;27033;33596;14963
313;1 jaar;Totaal mannen en vrouwen;2007;148103;49361;2129;47232;20008;27224;33885;15476
314;1 jaar;Totaal mannen en vrouwen;2008;144661;50067;2113;47954;20606;27348;34101;15966
315;1 jaar;Totaal mannen en vrouwen;2009;141580;50669;2099;48570;21156;27414;34243;16426
316;1 jaar;Totaal mannen en vrouwen;2010;139067;51179;2089;49090;21663;27427;34331;16848
317;1 jaar;Totaal mannen en vrouwen;2011;136941;51616;2083;49533;22135;27398;34377;17239
318;1 jaar;Totaal mannen en vrouwen;2012;135525;51969;2080;49889;22557;27332;34387;17582
319;1 jaar;Totaal mannen en vrouwen;2013;134717;52247;2077;50170;22936;27234;34371;17876
320;1 jaar;Totaal mannen en vrouwen;2014;134355;52466;2076;50390;23272;27118;34345;18121
321;1 jaar;Totaal mannen en vrouwen;2015;134471;52630;2072;50558;23570;26988;34307;18323
322;1 jaar;Totaal mannen en vrouwen;2016;134930;52739;2069;50670;23828;26842;34261;18478
323;1 jaar;Totaal mannen en vrouwen;2017;135655;52798;2063;50735;24048;26687;34201;18597
324;1 jaar;Totaal mannen en vrouwen;2018;136625;52822;2063;50759;24115;26644;34150;18672
325;1 jaar;Totaal mannen en vrouwen;2019;137786;52808;2056;50752;24158;26594;34089;18719
326;1 jaar;Totaal mannen en vrouwen;2020;139082;52767;2053;50714;24175;26539;34029;18738
327;1 jaar;Totaal mannen en vrouwen;2021;140415;52703;2051;50652;24177;26475;33961;18742
328;1 jaar;Totaal mannen en vrouwen;2022;141715;52618;2048;50570;24160;26410;33889;18729
329;1 jaar;Totaal mannen en vrouwen;2023;142930;52534;2048;50486;24139;26347;33824;18710
330;1 jaar;Totaal mannen en vrouwen;2024;144051;52447;2048;50399;24114;26285;33761;18686
331;1 jaar;Totaal mannen en vrouwen;2025;145063;52371;2048;50323;24092;26231;33711;18660
332;1 jaar;Totaal mannen en vrouwen;2026;145969;52301;2048;50253;24069;26184;33664;18637
333;1 jaar;Totaal mannen en vrouwen;2027;146780;52233;2048;50185;24046;26139;33623;18610
334;1 jaar;Totaal mannen en vrouwen;2028;147479;52172;2048;50124;24026;26098;33585;18587
335;1 jaar;Totaal mannen en vrouwen;2029;148093;52116;2048;50068;24006;26062;33555;18561
336;1 jaar;Totaal mannen en vrouwen;2030;148617;52060;2048;50012;23982;26030;33524;18536
337;1 jaar;Totaal mannen en vrouwen;2031;149046;52017;2048;49969;23965;26004;33500;18517
338;1 jaar;Totaal mannen en vrouwen;2032;149341;51974;2048;49926;23949;25977;33478;18496
339;1 jaar;Totaal mannen en vrouwen;2033;149496;51934;2048;49886;23933;25953;33460;18474
340;1 jaar;Totaal mannen en vrouwen;2034;149485;51896;2048;49848;23915;25933;33441;18455
341;1 jaar;Totaal mannen en vrouwen;2035;149287;51864;2048;49816;23900;25916;33428;18436
342;1 jaar;Totaal mannen en vrouwen;2036;148900;51835;2049;49786;23884;25902;33417;18418
343;1 jaar;Totaal mannen en vrouwen;2037;148368;51808;2049;49759;23870;25889;33408;18400
344;1 jaar;Totaal mannen en vrouwen;2038;147713;51789;2049;49740;23860;25880;33404;18385
345;1 jaar;Totaal mannen en vrouwen;2039;147000;51772;2049;49723;23846;25877;33405;18367
346;1 jaar;Totaal mannen en vrouwen;2040;146254;51768;2049;49719;23843;25876;33413;18355
347;1 jaar;Totaal mannen en vrouwen;2041;145544;51768;2049;49719;23839;25880;33423;18345
348;1 jaar;Totaal mannen en vrouwen;2042;144891;51774;2049;49725;23838;25887;33442;18332
349;1 jaar;Totaal mannen en vrouwen;2043;144344;51791;2049;49742;23842;25900;33467;18324
350;1 jaar;Totaal mannen en vrouwen;2044;143917;51809;2048;49761;23845;25916;33495;18314
351;1 jaar;Totaal mannen en vrouwen;2045;143641;51838;2048;49790;23854;25936;33532;18306
352;1 jaar;Totaal mannen en vrouwen;2046;143522;51878;2048;49830;23868;25962;33573;18305
353;1 jaar;Totaal mannen en vrouwen;2047;143558;51916;2048;49868;23880;25988;33616;18300
354;1 jaar;Totaal mannen en vrouwen;2048;143741;51962;2047;49915;23896;26019;33665;18297
355;1 jaar;Totaal mannen en vrouwen;2049;144033;52015;2047;49968;23910;26058;33719;18296
356;1 jaar;Totaal mannen en vrouwen;2050;144410;52069;2047;50022;23931;26091;33774;18295
357;1 jaar;Mannen;2000;80331;22523;1385;21138;8347;12791;16259;6264
358;1 jaar;Mannen;2001;80715;23140;1197;21943;8619;13324;16486;6654
359;1 jaar;Mannen;2002;83242;22834;1076;21758;8511;13247;16314;6520
360;1 jaar;Mannen;2003;82622;23409;1075;22334;8877;13457;16607;6802
361;1 jaar;Mannen;2004;81337;23938;1074;22864;9236;13628;16848;7090
362;1 jaar;Mannen;2005;79548;24403;1069;23334;9585;13749;17030;7373
363;1 jaar;Mannen;2006;77713;24827;1061;23766;9923;13843;17179;7648
364;1 jaar;Mannen;2007;75830;25242;1054;24188;10247;13941;17329;7913
365;1 jaar;Mannen;2008;74067;25604;1045;24559;10554;14005;17440;8164
366;1 jaar;Mannen;2009;72492;25910;1035;24875;10835;14040;17514;8396
367;1 jaar;Mannen;2010;71207;26171;1029;25142;11095;14047;17558;8613
368;1 jaar;Mannen;2011;70118;26398;1027;25371;11339;14032;17583;8815
369;1 jaar;Mannen;2012;69395;26578;1027;25551;11554;13997;17588;8990
370;1 jaar;Mannen;2013;68979;26721;1025;25696;11746;13950;17579;9142
371;1 jaar;Mannen;2014;68796;26831;1022;25809;11919;13890;17564;9267
372;1 jaar;Mannen;2015;68856;26915;1020;25895;12074;13821;17545;9370
373;1 jaar;Mannen;2016;69090;26971;1018;25953;12203;13750;17521;9450
374;1 jaar;Mannen;2017;69463;27001;1016;25985;12317;13668;17490;9511
375;1 jaar;Mannen;2018;69959;27014;1014;26000;12355;13645;17463;9551
376;1 jaar;Mannen;2019;70555;27005;1011;25994;12370;13624;17432;9573
377;1 jaar;Mannen;2020;71217;26984;1007;25977;12384;13593;17400;9584
378;1 jaar;Mannen;2021;71900;26951;1007;25944;12381;13563;17365;9586
379;1 jaar;Mannen;2022;72566;26910;1006;25904;12377;13527;17330;9580
380;1 jaar;Mannen;2023;73191;26865;1006;25859;12364;13495;17295;9570
381;1 jaar;Mannen;2024;73765;26822;1006;25816;12353;13463;17264;9558
382;1 jaar;Mannen;2025;74284;26784;1006;25778;12341;13437;17239;9545
383;1 jaar;Mannen;2026;74749;26746;1006;25740;12327;13413;17214;9532
384;1 jaar;Mannen;2027;75163;26712;1006;25706;12318;13388;17194;9518
385;1 jaar;Mannen;2028;75523;26681;1006;25675;12306;13369;17174;9507
386;1 jaar;Mannen;2029;75836;26653;1006;25647;12296;13351;17159;9494
387;1 jaar;Mannen;2030;76103;26626;1006;25620;12287;13333;17145;9481
388;1 jaar;Mannen;2031;76324;26603;1006;25597;12277;13320;17131;9472
389;1 jaar;Mannen;2032;76477;26579;1006;25573;12266;13307;17119;9460
390;1 jaar;Mannen;2033;76557;26559;1007;25552;12258;13294;17111;9448
391;1 jaar;Mannen;2034;76551;26541;1007;25534;12249;13285;17102;9439
392;1 jaar;Mannen;2035;76449;26525;1007;25518;12243;13275;17094;9431
393;1 jaar;Mannen;2036;76253;26508;1007;25501;12233;13268;17089;9419
394;1 jaar;Mannen;2037;75980;26495;1007;25488;12226;13262;17084;9411
395;1 jaar;Mannen;2038;75645;26486;1007;25479;12220;13259;17083;9403
396;1 jaar;Mannen;2039;75278;26478;1007;25471;12216;13255;17083;9395
397;1 jaar;Mannen;2040;74896;26475;1007;25468;12212;13256;17087;9388
398;1 jaar;Mannen;2041;74531;26477;1007;25470;12213;13257;17093;9384
399;1 jaar;Mannen;2042;74198;26478;1007;25471;12213;13258;17102;9376
400;1 jaar;Mannen;2043;73919;26487;1007;25480;12213;13267;17115;9372
401;1 jaar;Mannen;2044;73699;26497;1007;25490;12216;13274;17129;9368
402;1 jaar;Mannen;2045;73557;26512;1007;25505;12218;13287;17148;9364
403;1 jaar;Mannen;2046;73497;26531;1007;25524;12227;13297;17168;9363
404;1 jaar;Mannen;2047;73516;26550;1007;25543;12231;13312;17190;9360
405;1 jaar;Mannen;2048;73609;26576;1007;25569;12240;13329;17217;9359
406;1 jaar;Mannen;2049;73757;26603;1007;25596;12249;13347;17244;9359
407;1 jaar;Mannen;2050;73952;26630;1007;25623;12257;13366;17272;9358
408;1 jaar;Vrouwen;2000;76611;21552;1449;20103;7926;12177;15690;5862
409;1 jaar;Vrouwen;2001;76592;21961;1163;20798;8148;12650;15823;6138
410;1 jaar;Vrouwen;2002;79344;21828;1097;20731;8108;12623;15592;6236
411;1 jaar;Vrouwen;2003;78758;22377;1096;21281;8457;12824;15870;6507
412;1 jaar;Vrouwen;2004;77528;22878;1094;21784;8800;12984;16099;6779
413;1 jaar;Vrouwen;2005;75820;23322;1089;22233;9133;13100;16272;7050
414;1 jaar;Vrouwen;2006;74064;23728;1084;22644;9455;13189;16415;7313
415;1 jaar;Vrouwen;2007;72271;24121;1077;23044;9761;13283;16556;7565
416;1 jaar;Vrouwen;2008;70594;24464;1070;23394;10053;13341;16660;7804
417;1 jaar;Vrouwen;2009;69090;24757;1063;23694;10321;13373;16729;8028
418;1 jaar;Vrouwen;2010;67862;25006;1058;23948;10568;13380;16771;8235
419;1 jaar;Vrouwen;2011;66824;25218;1055;24163;10797;13366;16792;8426
420;1 jaar;Vrouwen;2012;66133;25388;1053;24335;11001;13334;16797;8591
421;1 jaar;Vrouwen;2013;65738;25526;1053;24473;11188;13285;16792;8734
422;1 jaar;Vrouwen;2014;65560;25635;1054;24581;11353;13228;16781;8854
423;1 jaar;Vrouwen;2015;65617;25714;1052;24662;11498;13164;16762;8952
424;1 jaar;Vrouwen;2016;65840;25768;1050;24718;11621;13097;16739;9029
425;1 jaar;Vrouwen;2017;66194;25795;1047;24748;11730;13018;16709;9086
426;1 jaar;Vrouwen;2018;66665;25809;1047;24762;11763;12999;16685;9124
427;1 jaar;Vrouwen;2019;67233;25800;1045;24755;11783;12972;16655;9145
428;1 jaar;Vrouwen;2020;67866;25782;1045;24737;11792;12945;16627;9155
429;1 jaar;Vrouwen;2021;68514;25752;1044;24708;11791;12917;16595;9157
430;1 jaar;Vrouwen;2022;69149;25708;1042;24666;11784;12882;16558;9150
431;1 jaar;Vrouwen;2023;69740;25668;1042;24626;11775;12851;16528;9140
432;1 jaar;Vrouwen;2024;70285;25626;1042;24584;11763;12821;16497;9129
433;1 jaar;Vrouwen;2025;70778;25588;1042;24546;11749;12797;16472;9116
434;1 jaar;Vrouwen;2026;71221;25553;1042;24511;11738;12773;16449;9104
435;1 jaar;Vrouwen;2027;71618;25520;1042;24478;11729;12749;16428;9092
436;1 jaar;Vrouwen;2028;71958;25489;1042;24447;11717;12730;16410;9079
437;1 jaar;Vrouwen;2029;72255;25464;1042;24422;11709;12713;16396;9068
438;1 jaar;Vrouwen;2030;72511;25437;1042;24395;11698;12697;16382;9055
439;1 jaar;Vrouwen;2031;72720;25416;1042;24374;11690;12684;16369;9047
440;1 jaar;Vrouwen;2032;72865;25394;1042;24352;11681;12671;16359;9035
441;1 jaar;Vrouwen;2033;72939;25375;1042;24333;11674;12659;16350;9025
442;1 jaar;Vrouwen;2034;72935;25355;1042;24313;11664;12649;16340;9015
443;1 jaar;Vrouwen;2035;72839;25339;1042;24297;11656;12641;16333;9006
444;1 jaar;Vrouwen;2036;72649;25325;1042;24283;11649;12634;16327;8998
445;1 jaar;Vrouwen;2037;72389;25313;1042;24271;11642;12629;16324;8989
446;1 jaar;Vrouwen;2038;72069;25303;1042;24261;11638;12623;16322;8981
447;1 jaar;Vrouwen;2039;71719;25296;1042;24254;11633;12621;16322;8974
448;1 jaar;Vrouwen;2040;71360;25291;1042;24249;11628;12621;16325;8966
449;1 jaar;Vrouwen;2041;71011;25292;1042;24250;11627;12623;16330;8962
450;1 jaar;Vrouwen;2042;70693;25296;1042;24254;11630;12624;16341;8955
451;1 jaar;Vrouwen;2043;70426;25303;1042;24261;11630;12631;16352;8951
452;1 jaar;Vrouwen;2044;70218;25312;1042;24270;11630;12640;16366;8946
453;1 jaar;Vrouwen;2045;70084;25326;1042;24284;11634;12650;16382;8944
454;1 jaar;Vrouwen;2046;70024;25347;1042;24305;11641;12664;16404;8943
455;1 jaar;Vrouwen;2047;70043;25365;1042;24323;11647;12676;16424;8941
456;1 jaar;Vrouwen;2048;70130;25388;1042;24346;11654;12692;16449;8939
457;1 jaar;Vrouwen;2049;70274;25414;1042;24372;11665;12707;16475;8939
458;1 jaar;Vrouwen;2050;70456;25441;1042;24399;11672;12727;16503;8938
459;2 jaar;Totaal mannen en vrouwen;2000;151720;42827;3837;38990;15307;23683;30888;11939
460;2 jaar;Totaal mannen en vrouwen;2001;156385;45509;4286;41223;16262;24961;32780;12729
461;2 jaar;Totaal mannen en vrouwen;2002;156750;46562;3837;42725;16760;25965;33143;13419
462;2 jaar;Totaal mannen en vrouwen;2003;162018;46148;3676;42472;16613;25859;32731;13417
463;2 jaar;Totaal mannen en vrouwen;2004;160811;47269;3675;43594;17324;26270;33292;13977
464;2 jaar;Totaal mannen en vrouwen;2005;158294;48298;3668;44630;18030;26600;33754;14544
465;2 jaar;Totaal mannen en vrouwen;2006;154812;49199;3649;45550;18715;26835;34096;15103
466;2 jaar;Totaal mannen en vrouwen;2007;151233;50020;3627;46393;19370;27023;34374;15646
467;2 jaar;Totaal mannen en vrouwen;2008;147574;50814;3601;47213;20000;27213;34651;16163
468;2 jaar;Totaal mannen en vrouwen;2009;144148;51510;3576;47934;20597;27337;34854;16656
469;2 jaar;Totaal mannen en vrouwen;2010;141078;52108;3557;48551;21148;27403;34992;17116
470;2 jaar;Totaal mannen en vrouwen;2011;138574;52620;3546;49074;21656;27418;35079;17541
471;2 jaar;Totaal mannen en vrouwen;2012;136459;53057;3542;49515;22126;27389;35127;17930
472;2 jaar;Totaal mannen en vrouwen;2013;135050;53409;3540;49869;22548;27321;35138;18271
473;2 jaar;Totaal mannen en vrouwen;2014;134243;53689;3537;50152;22927;27225;35125;18564
474;2 jaar;Totaal mannen en vrouwen;2015;133882;53909;3536;50373;23265;27108;35100;18809
475;2 jaar;Totaal mannen en vrouwen;2016;134002;54067;3529;50538;23560;26978;35065;19002
476;2 jaar;Totaal mannen en vrouwen;2017;134453;54178;3526;50652;23820;26832;35020;19158
477;2 jaar;Totaal mannen en vrouwen;2018;135173;54237;3520;50717;24043;26674;34962;19275
478;2 jaar;Totaal mannen en vrouwen;2019;136135;54260;3518;50742;24107;26635;34912;19348
479;2 jaar;Totaal mannen en vrouwen;2020;137296;54244;3512;50732;24146;26586;34852;19392
480;2 jaar;Totaal mannen en vrouwen;2021;138586;54201;3507;50694;24164;26530;34792;19409
481;2 jaar;Totaal mannen en vrouwen;2022;139913;54138;3505;50633;24165;26468;34725;19413
482;2 jaar;Totaal mannen en vrouwen;2023;141202;54054;3504;50550;24149;26401;34654;19400
483;2 jaar;Totaal mannen en vrouwen;2024;142410;53972;3504;50468;24131;26337;34590;19382
484;2 jaar;Totaal mannen en vrouwen;2025;143522;53887;3504;50383;24107;26276;34529;19358
485;2 jaar;Totaal mannen en vrouwen;2026;144533;53809;3504;50305;24082;26223;34479;19330
486;2 jaar;Totaal mannen en vrouwen;2027;145434;53740;3504;50236;24063;26173;34433;19307
487;2 jaar;Totaal mannen en vrouwen;2028;146243;53669;3503;50166;24036;26130;34390;19279
488;2 jaar;Totaal mannen en vrouwen;2029;146942;53606;3503;50103;24015;26088;34350;19256
489;2 jaar;Totaal mannen en vrouwen;2030;147549;53553;3504;50049;23995;26054;34322;19231
490;2 jaar;Totaal mannen en vrouwen;2031;148065;53501;3504;49997;23976;26021;34293;19208
491;2 jaar;Totaal mannen en vrouwen;2032;148492;53456;3503;49953;23959;25994;34270;19186
492;2 jaar;Totaal mannen en vrouwen;2033;148787;53411;3503;49908;23941;25967;34247;19164
493;2 jaar;Totaal mannen en vrouwen;2034;148942;53370;3503;49867;23922;25945;34228;19142
494;2 jaar;Totaal mannen en vrouwen;2035;148931;53332;3503;49829;23905;25924;34209;19123
495;2 jaar;Totaal mannen en vrouwen;2036;148735;53300;3503;49797;23889;25908;34196;19104
496;2 jaar;Totaal mannen en vrouwen;2037;148349;53272;3503;49769;23877;25892;34184;19088
497;2 jaar;Totaal mannen en vrouwen;2038;147820;53242;3503;49739;23860;25879;34174;19068
498;2 jaar;Totaal mannen en vrouwen;2039;147167;53226;3503;49723;23850;25873;34173;19053
499;2 jaar;Totaal mannen en vrouwen;2040;146453;53212;3503;49709;23840;25869;34174;19038
500;2 jaar;Totaal mannen en vrouwen;2041;145715;53202;3503;49699;23832;25867;34179;19023
501;2 jaar;Totaal mannen en vrouwen;2042;145004;53206;3503;49703;23834;25869;34192;19014
502;2 jaar;Totaal mannen en vrouwen;2043;144354;53211;3504;49707;23831;25876;34210;19001
503;2 jaar;Totaal mannen en vrouwen;2044;143809;53227;3503;49724;23833;25891;34235;18992
504;2 jaar;Totaal mannen en vrouwen;2045;143382;53248;3503;49745;23838;25907;34264;18984
505;2 jaar;Totaal mannen en vrouwen;2046;143107;53278;3503;49775;23848;25927;34301;18977
506;2 jaar;Totaal mannen en vrouwen;2047;142989;53316;3504;49812;23860;25952;34343;18973
507;2 jaar;Totaal mannen en vrouwen;2048;143024;53355;3504;49851;23870;25981;34386;18969
508;2 jaar;Totaal mannen en vrouwen;2049;143205;53401;3504;49897;23886;26011;34435;18966
509;2 jaar;Totaal mannen en vrouwen;2050;143493;53457;3504;49953;23906;26047;34491;18966
510;2 jaar;Mannen;2000;77358;21833;1861;19972;7858;12114;15699;6134
511;2 jaar;Mannen;2001;80039;23240;2111;21129;8343;12786;16670;6570
512;2 jaar;Mannen;2002;80417;23874;1939;21935;8616;13319;16902;6972
