ID;InstitutionalSectors;NotConsolidatedOrConsolidated;Periods;Total_1;Total_2;ImportsOfGoods_3;Total_4;ImportsOfServicesExcludingFISIM_5;ImportsOfFISIM_6;Total_7;Total_8;FinancialIntermediationServiceFISIM_9;OtherMarketOutput_10;Total_11;OwnAccountCapitalFormation_12;ProductsRetainedForOwnConsumption_13;Total_14;PaymentsForNonMarketOutput_15;OtherNonMarketOutput_16;Total_17;WagesAndSalaries_18;EmployersSocialContributions_19;Total_20;Total_21;ValueAddedTaxVAT_22;TaxesDutiesOnImportsExcludingVAT_23;OtherTaxesOnProducts_24;OtherTaxesOnProduction_25;Total_26;SubsidiesOnProducts_27;OtherSubsidiesOnProduction_28;Total_29;InterestDefinitionNationalAccounts_30;CorrectionFISIM_31;InterestBeforeCorrectionForFISIM_32;Total_33;Dividends_34;WithdrawalsFromIncomeOfQuasiCorp_35;ReinvestedEarningsOnForeignInvestm_36;Total_37;InvestmIncomeAttribToPolicyHolder_38;IncomePayableOnPensionEntitlements_39;InvIncomeAttributableToShareholders_40;Rent_41;Total_42;CurrentTaxesOnIncome_43;OtherCurrentTaxes_44;Total_45;Total_46;EmployersActualSocialContributions_47;EmployersImputedSocialContributions_48;HouseholdsActualSocialContributions_49;HouseholdsSocialContribSupplements_50;TheSocialInsurSchemeServiceCharges_51;Total_52;SocialSecurityBenefitsInCash_53;OtherSocialInsuranceBenefits_54;SocialAssistanceBenefitsInCash_55;Total_56;NetNonLifeInsurancePremiums_57;NonLifeInsuranceClaims_58;CurrentTransfersWithinGenGovernment_59;CurrentInternationalCoOperation_60;MiscellaneousCurrentTransfers_61;TheVATAndGNIBasedEUOwnResource_62;AdjustmChangeInPensionEntitlements_63;Total_64;CapitalTaxes_65;InvestmentGrants_66;OtherCapitalTransfers_67;Total_68;Total_69;ExportsOfGoods_70;Total_71;ExportsOfServicesExcludingFISIM_72;ExportsOfFISIM_73;IntermediateConsumption_74;Total_75;WagesAndSalaries_76;EmployersSocialContributions_77;Total_78;TaxesOnProducts_79;OtherTaxesOnProduction_80;Total_81;SubsidiesOnProducts_82;OtherSubsidiesOnProduction_83;Total_84;InterestDefinitionNationalAccounts_85;CorrectionFISIM_86;InterestBeforeCorrectionForFISIM_87;Total_88;Dividends_89;WithdrawalsFromIncomeOfQuasiCorps_90;ReinvestedEarningsOnForeignInvestm_91;Total_92;InvestmIncomeAttribToPolicyHolder_93;IncomePayableOnPensionEntitlements_94;InvIncomeAttributableToShareholders_95;Rent_96;Total_97;CurrentTaxesOnIncome_98;OtherCurrentTaxes_99;Total_100;Total_101;EmployersActualSocialContributions_102;EmployersImputedSocialContributions_103;HouseholdsActualSocialContributions_104;HouseholdsSocialContribSupplements_105;TheSocialInsurSchemeServiceCharges_106;Total_107;SocialSecurityBenefitsInCash_108;OtherSocialInsuranceBenefits_109;SocialAssistanceBenefitsInCash_110;Total_111;NetNonLifeInsurancePremiums_112;NonLifeInsuranceClaims_113;CurrentTransfersWithinGenGovernment_114;CurrentInternationalCoOperation_115;MiscellaneousCurrentTransfers_116;TheVATAndGNIBasedEUOwnResource_117;AdjustmChangeInPensionEntitlements_118;Total_119;Total_120;Total_121;TransfersInKindNonMarketProduction_122;TransfersInKindMarketProduction_123;OtherIndividualFinalConsumption_124;ActualCollectiveFinalConsumption_125;Total_126;CapitalTaxes_127;InvestmentGrants_128;OtherCapitalTransfers_129;Total_130;Total_131;ConsumptionOfFixedCapital_132;NetFixedCapitalFormation_133;Total_134;ChangesInInventories_135;AcquisitionsLessDisposalsOfValuables_136;AcqLessDisposalsOfNonProdAssets_137;GrossDomesticProduct_138;GrossValueAdded_139;NetDomesticProduct_140;NetValueAdded_141;GrossOperatingSurplus_142;NetOperatingSurplus_143;GrossProfitsBeforeTaxes_144;NetProfitsBeforeTaxes_145;GrossNationalIncome_146;NetNationalIncome_147;GrossDisposableIncome_148;NetDisposableIncome_149;GrossSaving_150;NetSaving_151;NetTransactionsOfGoodAndServices_152;SurplusNationOnCurrentTransactions_153;NetSavingAndCapitalTransfers_154;NetLendingOrNetBorrowing_155;TotalFinancialTransactionsInAssets_156;TotalFinancialTransactionsLiabilities_157;NetFinancialTransactions_158;StatisticalDiscrepancy_159
1284;Central bank;Consolidated;2013;2245.0;;;;;;374.0;374.0;0.0;374.0;0.0;0.0;;;;;;;;;;;;;;0.0;;0.0;1865.0;1738.0;0.0;1738.0;121.0;0.0;121.0;0.0;6.0;0.0;;6.0;0.0;;;;6.0;6.0;;6.0;;;;;;;;0.0;;0.0;;;0.0;;;0.0;;0.0;0.0;2618.0;;;;;;157.0;176.0;133.0;43.0;0.0;;0.0;;;;1918.0;134.0;0.0;134.0;1784.0;1784.0;;;;;;;;33.0;33.0;;6.0;;;;;;;6.0;;6.0;;302.0;0.0;;;;302.0;;;;;;;;;;0.0;0.0;;0.0;26.0;26.0;41.0;-15.0;0.0;0.0;0.0;0.0;;217.0;;176.0;41.0;0.0;1772.0;1731.0;-12.0;-53.0;-347.0;-388.0;-347.0;-388.0;;;-388.0;-373.0;-87757.0;-87384.0;-373.0;0.0
1285;Central bank;Consolidated;2014 1st quarter;448.0;;;;;;101.0;101.0;0.0;101.0;0.0;0.0;;;;;;;;;;;;;;0.0;;0.0;344.0;336.0;0.0;336.0;5.0;0.0;5.0;0.0;3.0;0.0;;3.0;0.0;;;;3.0;3.0;;3.0;;;;;;;;0.0;;0.0;;;0.0;;;0.0;;0.0;0.0;1317.0;;;;;;46.0;46.0;33.0;13.0;0.0;;0.0;;;;1123.0;31.0;0.0;31.0;1092.0;1092.0;;;;;;;;9.0;9.0;;3.0;;;;;;;3.0;;3.0;;86.0;0.0;;;;86.0;;;;;;;;;;0.0;0.0;;0.0;4.0;4.0;9.0;-5.0;0.0;0.0;0.0;0.0;;55.0;;46.0;9.0;0.0;322.0;313.0;-770.0;-779.0;-865.0;-874.0;-865.0;-874.0;;;-874.0;-869.0;-6975.0;-6106.0;-869.0;0.0
1286;Central bank;Consolidated;2014 2nd quarter;416.0;;;;;;113.0;113.0;0.0;113.0;0.0;0.0;;;;;;;;;;;;;;0.0;;0.0;301.0;287.0;0.0;287.0;12.0;0.0;12.0;0.0;2.0;0.0;;2.0;0.0;;;;2.0;2.0;;2.0;;;;;;;;0.0;;0.0;;;0.0;;;0.0;;0.0;0.0;236.0;;;;;;60.0;44.0;33.0;11.0;0.0;;0.0;;;;26.0;26.0;0.0;26.0;0.0;0.0;;;;;;;;7.0;7.0;;2.0;;;;;;;2.0;;2.0;;94.0;0.0;;;;94.0;;;;;;;;;;0.0;0.0;;0.0;3.0;3.0;9.0;-6.0;0.0;0.0;0.0;0.0;;53.0;;44.0;9.0;0.0;284.0;275.0;284.0;275.0;183.0;174.0;183.0;174.0;;;174.0;180.0;-33950.0;-34130.0;180.0;0.0
1287;Central bank;Consolidated;2014 3rd quarter;351.0;;;;;;104.0;104.0;0.0;104.0;0.0;0.0;;;;;;;;;;;;;;0.0;;0.0;245.0;241.0;0.0;241.0;2.0;0.0;2.0;0.0;2.0;0.0;;2.0;0.0;;;;2.0;2.0;;2.0;;;;;;;;0.0;;0.0;;;0.0;;;0.0;;0.0;0.0;211.0;;;;;;47.0;48.0;36.0;12.0;0.0;;0.0;;;;22.0;22.0;0.0;22.0;0.0;0.0;;;;;;;;6.0;6.0;;2.0;;;;;;;2.0;;2.0;;84.0;0.0;;;;84.0;;;;;;;;;;0.0;0.0;;0.0;2.0;2.0;9.0;-7.0;0.0;0.0;0.0;0.0;;57.0;;48.0;9.0;0.0;232.0;223.0;232.0;223.0;142.0;133.0;142.0;133.0;;;133.0;140.0;-8795.0;-8935.0;140.0;0.0
1288;Central bank;Consolidated;2014 4th quarter;408.0;;;;;;99.0;99.0;0.0;99.0;0.0;0.0;;;;;;;;;;;;;;0.0;;0.0;308.0;259.0;0.0;259.0;48.0;0.0;48.0;0.0;1.0;0.0;;1.0;0.0;;;;1.0;1.0;;1.0;;;;;;;;0.0;;0.0;;;0.0;;;0.0;;0.0;0.0;208.0;;;;;;43.0;46.0;35.0;11.0;0.0;;0.0;;;;24.0;24.0;0.0;24.0;0.0;0.0;;;;;;;;6.0;6.0;;1.0;;;;;;;1.0;;1.0;;81.0;0.0;;;;81.0;;;;;;;;;;0.0;0.0;;0.0;7.0;7.0;10.0;-3.0;0.0;0.0;0.0;0.0;;56.0;;46.0;10.0;0.0;294.0;284.0;294.0;284.0;207.0;197.0;207.0;197.0;;;197.0;200.0;27402.0;27202.0;200.0;0.0
1289;Central bank;Consolidated;2014;1623.0;;;;;;417.0;417.0;0.0;417.0;0.0;0.0;;;;;;;;;;;;;;0.0;;0.0;1198.0;1123.0;0.0;1123.0;67.0;0.0;67.0;0.0;8.0;0.0;;8.0;0.0;;;;8.0;8.0;;8.0;;;;;;;;0.0;;0.0;;;0.0;;;0.0;;0.0;0.0;1972.0;;;;;;196.0;184.0;137.0;47.0;0.0;;0.0;;;;1195.0;103.0;0.0;103.0;1092.0;1092.0;;;;;;;;28.0;28.0;;8.0;;;;;;;8.0;;8.0;;345.0;0.0;;;;345.0;;;;;;;;;;0.0;0.0;;0.0;16.0;16.0;37.0;-21.0;0.0;0.0;0.0;0.0;;221.0;;184.0;37.0;0.0;1132.0;1095.0;40.0;3.0;-333.0;-370.0;-333.0;-370.0;;;-370.0;-349.0;-22318.0;-21969.0;-349.0;0.0
1290;Central bank;Consolidated;2015 1st quarter;420.0;;;;;;93.0;90.0;0.0;90.0;3.0;3.0;;;;;;;;;;;;;;0.0;;0.0;326.0;314.0;0.0;314.0;9.0;0.0;9.0;0.0;3.0;0.0;;3.0;0.0;;;;1.0;1.0;;1.0;;;;;;;;0.0;;0.0;;;0.0;;;0.0;;0.0;0.0;831.0;;;;;;39.0;46.0;35.0;11.0;0.0;;0.0;;;;599.0;-3.0;0.0;-3.0;602.0;602.0;;;;;;;;7.0;7.0;;1.0;;;;;;;1.0;;1.0;;129.0;0.0;;;;129.0;;;;;;;;;;0.0;0.0;;0.0;10.0;10.0;8.0;2.0;0.0;0.0;0.0;0.0;;54.0;;46.0;8.0;0.0;337.0;329.0;-265.0;-273.0;-401.0;-409.0;-401.0;-409.0;;;-409.0;-411.0;-12258.0;-11847.0;-411.0;0.0
1291;Central bank;Consolidated;2015 2nd quarter;441.0;;;;;;87.0;83.0;0.0;83.0;4.0;4.0;;;;;;;;;;;;;;0.0;;0.0;352.0;347.0;0.0;347.0;2.0;0.0;2.0;0.0;3.0;0.0;;3.0;0.0;;;;2.0;2.0;;2.0;;;;;;;;0.0;;0.0;;;0.0;;;0.0;;0.0;0.0;157.0;;;;;;32.0;46.0;35.0;11.0;0.0;;0.0;;;;-14.0;-14.0;0.0;-14.0;0.0;0.0;;;;;;;;8.0;8.0;;2.0;;;;;;;2.0;;2.0;;72.0;0.0;;;;72.0;;;;;;;;;;0.0;0.0;;0.0;11.0;11.0;9.0;2.0;0.0;0.0;0.0;0.0;;55.0;;46.0;9.0;0.0;375.0;366.0;375.0;366.0;295.0;286.0;295.0;286.0;;;286.0;284.0;43318.0;43034.0;284.0;0.0
1292;Central bank;Consolidated;2015 3rd quarter;416.0;;;;;;83.0;80.0;0.0;80.0;3.0;3.0;;;;;;;;;;;;;;0.0;;0.0;332.0;324.0;0.0;324.0;5.0;0.0;5.0;0.0;3.0;0.0;;3.0;0.0;;;;1.0;1.0;;1.0;;;;;;;;0.0;;0.0;;;0.0;;;0.0;;0.0;0.0;130.0;;;;;;29.0;45.0;36.0;9.0;0.0;;0.0;;;;-31.0;-31.0;0.0;-31.0;0.0;0.0;;;;;;;;7.0;7.0;;1.0;;;;;;;1.0;;1.0;;68.0;0.0;;;;68.0;;;;;;;;;;0.0;0.0;;0.0;11.0;11.0;9.0;2.0;0.0;0.0;0.0;0.0;;54.0;;45.0;9.0;0.0;372.0;363.0;372.0;363.0;297.0;288.0;297.0;288.0;;;288.0;286.0;29533.0;29247.0;286.0;0.0
1293;Central bank;Consolidated;2015 4th quarter;488.0;;;;;;96.0;93.0;0.0;93.0;3.0;3.0;;;;;;;;;;;;;;0.0;;0.0;391.0;344.0;0.0;344.0;46.0;0.0;46.0;0.0;1.0;0.0;;1.0;0.0;;;;1.0;1.0;;1.0;;;;;;;;0.0;;0.0;;;0.0;;;0.0;;0.0;0.0;149.0;;;;;;45.0;42.0;34.0;8.0;0.0;;0.0;;;;-38.0;-38.0;0.0;-38.0;0.0;0.0;;;;;;;;8.0;8.0;;1.0;;;;;;;1.0;;1.0;;80.0;0.0;;;;80.0;;;;;;;;;;0.0;0.0;;0.0;11.0;11.0;9.0;2.0;0.0;0.0;0.0;0.0;;51.0;;42.0;9.0;0.0;438.0;429.0;438.0;429.0;350.0;341.0;350.0;341.0;;;341.0;339.0;10185.0;9846.0;339.0;0.0
1294;Central bank;Consolidated;2015;1765.0;;;;;;359.0;346.0;0.0;346.0;13.0;13.0;;;;;;;;;;;;;;0.0;;0.0;1401.0;1329.0;0.0;1329.0;62.0;0.0;62.0;0.0;10.0;0.0;;10.0;0.0;;;;5.0;5.0;;5.0;;;;;;;;0.0;;0.0;;;0.0;;;0.0;;0.0;0.0;1267.0;;;;;;145.0;179.0;140.0;39.0;0.0;;0.0;;;;516.0;-86.0;0.0;-86.0;602.0;602.0;;;;;;;;30.0;30.0;;5.0;;;;;;;5.0;;5.0;;349.0;0.0;;;;349.0;;;;;;;;;;0.0;0.0;;0.0;43.0;43.0;35.0;8.0;0.0;0.0;0.0;0.0;;214.0;;179.0;35.0;0.0;1522.0;1487.0;920.0;885.0;541.0;506.0;541.0;506.0;;;506.0;498.0;70778.0;70280.0;498.0;0.0
1295;Central bank;Consolidated;2016 1st quarter;670.0;;;;;;87.0;84.0;0.0;84.0;3.0;3.0;;;;;;;;;;;;;;0.0;;0.0;581.0;564.0;0.0;564.0;15.0;0.0;15.0;0.0;2.0;0.0;;2.0;0.0;;;;2.0;2.0;;2.0;;;;;;;;0.0;;0.0;;;0.0;;;0.0;;0.0;0.0;503.0;;;;;;32.0;47.0;36.0;11.0;0.0;;0.0;;;;182.0;8.0;0.0;8.0;174.0;174.0;;;;;;;;7.0;7.0;;2.0;;;;;;;2.0;;2.0;;227.0;0.0;;;;227.0;;;;;;;;;;0.0;0.0;;0.0;6.0;6.0;8.0;-2.0;0.0;0.0;0.0;0.0;;55.0;;47.0;8.0;0.0;581.0;573.0;407.0;399.0;173.0;165.0;173.0;165.0;;;165.0;167.0;10241.0;10074.0;167.0;0.0
1296;Central bank;Consolidated;2016 2nd quarter;612.0;;;;;;90.0;87.0;0.0;87.0;3.0;3.0;;;;;;;;;;;;;;0.0;;0.0;521.0;512.0;0.0;512.0;7.0;0.0;7.0;0.0;2.0;0.0;;2.0;0.0;;;;1.0;1.0;;1.0;;;;;;;;0.0;;0.0;;;0.0;;;0.0;;0.0;0.0;127.0;;;;;;35.0;47.0;37.0;10.0;0.0;;0.0;;;;-32.0;-32.0;0.0;-32.0;0.0;0.0;;;;;;;;5.0;5.0;;1.0;;;;;;;1.0;;1.0;;66.0;0.0;;;;66.0;;;;;;;;;;0.0;0.0;;0.0;5.0;5.0;8.0;-3.0;0.0;0.0;0.0;0.0;;55.0;;47.0;8.0;0.0;561.0;553.0;561.0;553.0;490.0;482.0;490.0;482.0;;;482.0;485.0;25164.0;24679.0;485.0;0.0
1297;Central bank;Consolidated;2016 3rd quarter;615.0;;;;;;103.0;100.0;0.0;100.0;3.0;3.0;;;;;;;;;;;;;;0.0;;0.0;510.0;509.0;0.0;509.0;0.0;0.0;0.0;0.0;1.0;0.0;;1.0;0.0;;;;2.0;2.0;;2.0;;;;;;;;0.0;;0.0;;;0.0;;;0.0;;0.0;0.0;135.0;;;;;;49.0;46.0;36.0;10.0;0.0;;0.0;;;;-50.0;-50.0;0.0;-50.0;0.0;0.0;;;;;;;;6.0;6.0;;2.0;;;;;;;2.0;;2.0;;76.0;0.0;;;;76.0;;;;;;;;;;0.0;0.0;;0.0;6.0;6.0;8.0;-2.0;0.0;0.0;0.0;0.0;;54.0;;46.0;8.0;0.0;568.0;560.0;568.0;560.0;486.0;478.0;486.0;478.0;;;478.0;480.0;43687.0;43207.0;480.0;0.0
1298;Central bank;Consolidated;2016 4th quarter;766.0;;;;;;115.0;113.0;0.0;113.0;2.0;2.0;;;;;;;;;;;;;;0.0;;0.0;650.0;594.0;0.0;594.0;55.0;0.0;55.0;0.0;1.0;0.0;;1.0;0.0;;;;1.0;1.0;;1.0;;;;;;;;0.0;;0.0;;;0.0;;;0.0;;0.0;0.0;137.0;;;;;;60.0;46.0;37.0;9.0;0.0;;0.0;;;;-67.0;-67.0;0.0;-67.0;0.0;0.0;;;;;;;;8.0;8.0;;1.0;;;;;;;1.0;;1.0;;88.0;0.0;;;;88.0;;;;;;;;;;0.0;0.0;;0.0;1.0;1.0;9.0;-8.0;0.0;0.0;0.0;0.0;;55.0;;46.0;9.0;0.0;726.0;717.0;726.0;717.0;630.0;621.0;630.0;621.0;;;621.0;629.0;-679.0;-1308.0;629.0;0.0
1299;Central bank;Consolidated;2016;2663.0;;;;;;395.0;384.0;0.0;384.0;11.0;11.0;;;;;;;;;;;;;;0.0;;0.0;2262.0;2179.0;0.0;2179.0;77.0;0.0;77.0;0.0;6.0;0.0;;6.0;0.0;;;;6.0;6.0;;6.0;;;;;;;;0.0;;0.0;;;0.0;;;0.0;;0.0;0.0;902.0;;;;;;176.0;186.0;146.0;40.0;0.0;;0.0;;;;33.0;-141.0;0.0;-141.0;174.0;174.0;;;;;;;;26.0;26.0;;6.0;;;;;;;6.0;;6.0;;457.0;0.0;;;;457.0;;;;;;;;;;0.0;0.0;;0.0;18.0;18.0;33.0;-15.0;0.0;0.0;0.0;0.0;;219.0;;186.0;33.0;0.0;2436.0;2403.0;2262.0;2229.0;1779.0;1746.0;1779.0;1746.0;;;1746.0;1761.0;78413.0;76652.0;1761.0;0.0
1300;Central bank;Consolidated;2017 1st quarter;527.0;;;;;;82.0;79.0;0.0;79.0;3.0;3.0;;;;;;;;;;;;;;0.0;;0.0;443.0;428.0;0.0;428.0;13.0;0.0;13.0;0.0;2.0;0.0;;2.0;0.0;;;;2.0;2.0;;2.0;;;;;;;;0.0;;0.0;;;0.0;;;0.0;;0.0;0.0;453.0;;;;;;31.0;45.0;36.0;9.0;0.0;;0.0;;;;-190.0;-231.0;0.0;-231.0;41.0;41.0;;;;;;;;5.0;5.0;;2.0;;;;;;;2.0;;2.0;;559.0;0.0;;;;559.0;;;;;;;;;;0.0;0.0;;0.0;1.0;1.0;6.0;-5.0;0.0;0.0;0.0;0.0;;51.0;;45.0;6.0;0.0;680.0;674.0;639.0;633.0;75.0;69.0;75.0;69.0;;;69.0;74.0;39438.0;39364.0;74.0;0.0
1301;Central bank;Consolidated;2017 2nd quarter;523.0;;;;;;88.0;85.0;0.0;85.0;3.0;3.0;;;;;;;;;;;;;;0.0;;0.0;434.0;424.0;0.0;424.0;7.0;0.0;7.0;0.0;3.0;0.0;;3.0;0.0;;;;1.0;1.0;;1.0;;;;;;;;0.0;;0.0;;;0.0;;;0.0;;0.0;0.0;-116.0;;;;;;35.0;47.0;37.0;10.0;0.0;;0.0;;;;-261.0;-261.0;0.0;-261.0;0.0;0.0;;;;;;;;5.0;5.0;;1.0;;;;;;;1.0;;1.0;;54.0;0.0;;;;54.0;;;;;;;;;;0.0;0.0;;0.0;3.0;3.0;6.0;-3.0;0.0;0.0;0.0;0.0;;53.0;;47.0;6.0;0.0;701.0;695.0;701.0;695.0;642.0;636.0;642.0;636.0;;;636.0;639.0;-19926.0;-20565.0;639.0;0.0
1302;Central bank;Consolidated;2017 3rd quarter;532.0;;;;;;104.0;101.0;0.0;101.0;3.0;3.0;;;;;;;;;;;;;;0.0;;0.0;426.0;422.0;0.0;422.0;0.0;0.0;0.0;0.0;4.0;0.0;;4.0;0.0;;;;2.0;2.0;;2.0;;;;;;;;0.0;;0.0;;;0.0;;;0.0;;0.0;0.0;-81.0;;;;;;50.0;47.0;36.0;11.0;0.0;;0.0;;;;-245.0;-245.0;0.0;-245.0;0.0;0.0;;;;;;;;4.0;4.0;;2.0;;;;;;;2.0;;2.0;;60.0;0.0;;;;60.0;;;;;;;;;;0.0;0.0;;0.0;1.0;1.0;7.0;-6.0;0.0;0.0;0.0;0.0;;54.0;;47.0;7.0;0.0;678.0;671.0;678.0;671.0;614.0;607.0;614.0;607.0;;;607.0;613.0;12326.0;11713.0;613.0;0.0
1303;Central bank;Consolidated;2017 4th quarter;609.0;;;;;;122.0;120.0;0.0;120.0;2.0;2.0;;;;;;;;;;;;;;0.0;;0.0;486.0;423.0;0.0;423.0;56.0;0.0;56.0;0.0;7.0;0.0;;7.0;0.0;;;;1.0;1.0;;1.0;;;;;;;;0.0;;0.0;;;0.0;;;0.0;;0.0;0.0;-113.0;;;;;;60.0;52.0;43.0;9.0;0.0;;0.0;;;;-318.0;-318.0;0.0;-318.0;0.0;0.0;;;;;;;;4.0;4.0;;1.0;;;;;;;1.0;;1.0;;88.0;0.0;;;;88.0;;;;;;;;;;0.0;0.0;;0.0;0.0;0.0;10.0;-10.0;0.0;0.0;0.0;0.0;;62.0;;52.0;10.0;0.0;814.0;804.0;814.0;804.0;722.0;712.0;722.0;712.0;;;712.0;722.0;-9840.0;-10562.0;722.0;0.0
1304;Central bank;Consolidated;2017;2191.0;;;;;;396.0;385.0;0.0;385.0;11.0;11.0;;;;;;;;;;;;;;0.0;;0.0;1789.0;1697.0;0.0;1697.0;76.0;0.0;76.0;0.0;16.0;0.0;;16.0;0.0;;;;6.0;6.0;;6.0;;;;;;;;0.0;;0.0;;;0.0;;;0.0;;0.0;0.0;143.0;;;;;;176.0;191.0;152.0;39.0;0.0;;0.0;;;;-1014.0;-1055.0;0.0;-1055.0;41.0;41.0;;;;;;;;18.0;18.0;;6.0;;;;;;;6.0;;6.0;;761.0;0.0;;;;761.0;;;;;;;;;;0.0;0.0;;0.0;5.0;5.0;29.0;-24.0;0.0;0.0;0.0;0.0;;220.0;;191.0;29.0;0.0;2873.0;2844.0;2832.0;2803.0;2053.0;2024.0;2053.0;2024.0;;;2024.0;2048.0;21998.0;19950.0;2048.0;0.0
1305;Central bank;Consolidated;2018 1st quarter;496.0;;;;;;100.0;99.0;0.0;99.0;1.0;1.0;;;;;;;;;;;;;;0.0;;0.0;394.0;375.0;0.0;375.0;16.0;0.0;16.0;0.0;3.0;0.0;;3.0;0.0;;;;2.0;2.0;;2.0;;;;;;;;0.0;;0.0;;;0.0;;;0.0;;0.0;0.0;465.0;;;;;;47.0;47.0;37.0;10.0;0.0;;0.0;;;;-205.0;-205.0;0.0;-205.0;0.0;0.0;;;;;;;;4.0;4.0;;2.0;;;;;;;2.0;;2.0;;567.0;0.0;;;;567.0;;;;;;;;;;0.0;0.0;;0.0;3.0;3.0;6.0;-3.0;0.0;0.0;0.0;0.0;;53.0;;47.0;6.0;0.0;605.0;599.0;605.0;599.0;34.0;28.0;34.0;28.0;;;28.0;31.0;46091.0;46060.0;31.0;0.0
1306;Central bank;Consolidated;2018 2nd quarter;503.0;;;;;;103.0;102.0;0.0;102.0;1.0;1.0;;;;;;;;;;;;;;0.0;;0.0;398.0;387.0;0.0;387.0;5.0;0.0;5.0;0.0;6.0;0.0;;6.0;0.0;;;;2.0;2.0;;2.0;;;;;;;;0.0;;0.0;;;0.0;;;0.0;;0.0;0.0;61.0;;;;;;45.0;51.0;40.0;11.0;0.0;;0.0;;;;-103.0;-218.0;0.0;-218.0;115.0;115.0;;;;;;;;4.0;4.0;;2.0;;;;;;;2.0;;2.0;;60.0;0.0;;;;60.0;;;;;;;;;;0.0;0.0;;0.0;2.0;2.0;7.0;-5.0;0.0;0.0;0.0;0.0;;58.0;;51.0;7.0;0.0;623.0;616.0;508.0;501.0;444.0;437.0;444.0;437.0;;;437.0;442.0;-18034.0;-18476.0;442.0;0.0
1307;Central bank;Consolidated;2018 3rd quarter;532.0;;;;;;105.0;104.0;0.0;104.0;1.0;1.0;;;;;;;;;;;;;;0.0;;0.0;426.0;417.0;0.0;417.0;0.0;0.0;0.0;0.0;9.0;0.0;;9.0;0.0;;;;1.0;1.0;;1.0;;;;;;;;0.0;;0.0;;;0.0;;;0.0;;0.0;0.0;-61.0;;;;;;50.0;49.0;39.0;10.0;0.0;;0.0;;;;-230.0;-230.0;0.0;-230.0;0.0;0.0;;;;;;;;3.0;3.0;;1.0;;;;;;;1.0;;1.0;;64.0;0.0;;;;64.0;;;;;;;;;;0.0;0.0;;0.0;2.0;2.0;6.0;-4.0;0.0;0.0;0.0;0.0;;55.0;;49.0;6.0;0.0;662.0;656.0;662.0;656.0;595.0;589.0;595.0;589.0;;;589.0;593.0;15235.0;14642.0;593.0;0.0
1308;Central bank;Consolidated;2018 4th quarter;563.0;;;;;;109.0;109.0;0.0;109.0;0.0;0.0;;;;;;;;;;;;;;0.0;;0.0;452.0;442.0;0.0;442.0;0.0;0.0;0.0;0.0;10.0;0.0;;10.0;0.0;;;;2.0;2.0;;2.0;;;;;;;;0.0;;0.0;;;0.0;;;0.0;;0.0;0.0;-82.0;;;;;;52.0;51.0;38.0;13.0;0.0;;0.0;;;;-256.0;-256.0;0.0;-256.0;0.0;0.0;;;;;;;;3.0;3.0;;2.0;;;;;;;2.0;;2.0;;63.0;0.0;;;;63.0;;;;;;;;;;0.0;0.0;;0.0;3.0;3.0;6.0;-3.0;0.0;0.0;0.0;0.0;;57.0;;51.0;6.0;0.0;714.0;708.0;714.0;708.0;648.0;642.0;648.0;642.0;;;642.0;645.0;-6049.0;-6694.0;645.0;0.0
1309;Central bank;Consolidated;2018;2094.0;;;;;;417.0;414.0;0.0;414.0;3.0;3.0;;;;;;;;;;;;;;0.0;;0.0;1670.0;1621.0;0.0;1621.0;21.0;0.0;21.0;0.0;28.0;0.0;;28.0;0.0;;;;7.0;7.0;;7.0;;;;;;;;0.0;;0.0;;;0.0;;;0.0;;0.0;0.0;383.0;;;;;;194.0;198.0;154.0;44.0;0.0;;0.0;;;;-794.0;-909.0;0.0;-909.0;115.0;115.0;;;;;;;;14.0;14.0;;7.0;;;;;;;7.0;;7.0;;754.0;0.0;;;;754.0;;;;;;;;;;0.0;0.0;;0.0;10.0;10.0;25.0;-15.0;0.0;0.0;0.0;0.0;;223.0;;198.0;25.0;0.0;2604.0;2579.0;2489.0;2464.0;1721.0;1696.0;1721.0;1696.0;;;1696.0;1711.0;37243.0;35532.0;1711.0;0.0
1310;Central bank;Consolidated;2019 1st quarter;662.0;;;;;;96.0;96.0;0.0;96.0;0.0;0.0;;;;;;;;;;;;;;0.0;;0.0;564.0;534.0;0.0;534.0;22.0;0.0;22.0;0.0;8.0;0.0;;8.0;0.0;;;;2.0;2.0;;2.0;;;;;;;;0.0;;0.0;;;0.0;;;0.0;;0.0;0.0;734.0;;;;;;39.0;52.0;40.0;12.0;0.0;;0.0;;;;76.0;-102.0;0.0;-102.0;178.0;178.0;;;;;;;;2.0;2.0;;2.0;;;;;;;2.0;;2.0;;554.0;0.0;;;;554.0;;;;;;;;;;0.0;0.0;;0.0;9.0;9.0;5.0;4.0;0.0;0.0;0.0;0.0;;57.0;;52.0;5.0;0.0;671.0;666.0;493.0;488.0;-63.0;-68.0;-63.0;-68.0;;;-68.0;-72.0;-13939.0;-13867.0;-72.0;0.0
