ID;GeslachtEnBedrijf;TypeEnOpleidendeInstantie;Perioden;GevolgdeCursussenOfOpleidingen_1;GevolgdeInterneOpleidingen_2;GevolgdeExterneOpleidingen_3;VerdelingCursussenOfOpleidingen_4;VerdelingInterneCursussenOpleidingen_5;VerdelingExterneCursussenOpleidingen_6;InterneEnExterneOpleidingsuren_7;GevolgdeInterneOpleidingsuren_8;GevolgdeExterneOpleidingsuren_9;VerdelingInterneEnExterneUren_10;VerdelingInterneOpleidingsuren_11;VerdelingExterneOpleidingsuren_12
724;100 tot 500 werknemers;Overige typen;1999;11.0;39.0;7.0;2.0;13.0;2.0;422.0;469.0;351.0;3.0;9.0;3.0
725;100 tot 500 werknemers;Overige typen;2005;;;;;;;2640.0;;;28.0;;
726;100 tot 500 werknemers;Hogescholen en universiteiten;1999;;;;;;;;;;;;
727;100 tot 500 werknemers;Hogescholen en universiteiten;2005;;;;;;;;;1165.0;;;18.0
728;100 tot 500 werknemers;(Hoge-)scholen;1999;12.0;;12.0;2.0;;3.0;992.0;;992.0;6.0;;9.0
729;100 tot 500 werknemers;(Hoge-)scholen;2005;;;;;;;;;;;;
730;100 tot 500 werknemers;Universiteiten;1999;2.0;;2.0;0.0;;0.0;111.0;;111.0;1.0;;1.0
731;100 tot 500 werknemers;Universiteiten;2005;;;;;;;;;;;;
732;100 tot 500 werknemers;Opleidingsinstelling publieke sector;1999;73.0;;73.0;11.0;;20.0;1990.0;;1990.0;13.0;;19.0
733;100 tot 500 werknemers;Opleidingsinstelling publieke sector;2005;;;;;;;;;1229.0;;;19.0
734;100 tot 500 werknemers;Particuliere opleidingsinstituten;1999;217.0;;217.0;33.0;;58.0;5571.0;;5571.0;35.0;;53.0
735;100 tot 500 werknemers;Particuliere opleidingsinstituten;2005;;;;;;;;;2905.0;;;45.0
736;100 tot 500 werknemers;Lev. app., software /moeder-zusterbedr.;1999;;;;;;;;;;;;
737;100 tot 500 werknemers;Lev. app., software /moeder-zusterbedr.;2005;;;;;;;;;486.0;;;8.0
738;100 tot 500 werknemers;Leveranciers van apparatuur en software;1999;34.0;;34.0;5.0;;9.0;920.0;;920.0;6.0;;9.0
739;100 tot 500 werknemers;Leveranciers van apparatuur en software;2005;;;;;;;;;;;;
740;100 tot 500 werknemers;Moeder- en zusterbedrijven;1999;16.0;;16.0;2.0;;4.0;425.0;;425.0;3.0;;4.0
741;100 tot 500 werknemers;Moeder- en zusterbedrijven;2005;;;;;;;;;;;;
742;100 tot 500 werknemers;Vakbonden;1999;0.0;;0.0;0.0;;0.0;11.0;;11.0;0.0;;0.0
743;100 tot 500 werknemers;Vakbonden;2005;;;;;;;;;96.0;;;2.0
744;100 tot 500 werknemers;KvK, branche- en werkgeversorg.;1999;14.0;;14.0;2.0;;4.0;451.0;;451.0;3.0;;4.0
745;100 tot 500 werknemers;KvK, branche- en werkgeversorg.;2005;;;;;;;;;30.0;;;1.0
746;100 tot 500 werknemers;Eigen bedrijf;1999;292.0;292.0;;44.0;;;5297.0;5297.0;;33.0;;
747;100 tot 500 werknemers;Eigen bedrijf;2005;;;;;;;;;;;;
748;100 tot 500 werknemers;Overige instanties;1999;3.0;;3.0;0.0;;1.0;56.0;;56.0;0.0;;1.0
749;100 tot 500 werknemers;Overige instanties;2005;;;;;;;;;491.0;;;8.0
750;500 en meer werknemers;Totaal van de opleidingen;1999;1227.0;694.0;533.0;100.0;100.0;100.0;33554.0;17602.0;15952.0;100.0;100.0;100.0
751;500 en meer werknemers;Totaal van de opleidingen;2005;;;;;;;23584.0;;;100.0;;
752;500 en meer werknemers;Talen;1999;25.0;5.0;20.0;2.0;1.0;4.0;737.0;156.0;581.0;2.0;1.0;4.0
753;500 en meer werknemers;Talen;2005;;;;;;;568.0;;;2.0;;
754;500 en meer werknemers;Verkoop en marketing;1999;114.0;55.0;35.0;9.0;8.0;7.0;3348.0;780.0;1150.0;10.0;4.0;7.0
755;500 en meer werknemers;Verkoop en marketing;2005;;;;;;;2451.0;;;10.0;;
756;500 en meer werknemers;Boekhouding/financiën/management/kantoor;1999;;;;;;;;;;;;
757;500 en meer werknemers;Boekhouding/financiën/management/kantoor;2005;;;;;;;6102.0;;;26.0;;
758;500 en meer werknemers;Boekhouding en financiën;1999;176.0;11.0;66.0;14.0;2.0;12.0;7786.0;275.0;2441.0;23.0;2.0;15.0
759;500 en meer werknemers;Boekhouding en financiën;2005;;;;;;;;;;;;
760;500 en meer werknemers;Management;1999;96.0;78.0;48.0;8.0;11.0;9.0;3135.0;2198.0;1765.0;9.0;12.0;11.0
761;500 en meer werknemers;Management;2005;;;;;;;;;;;;
762;500 en meer werknemers;Kantoorwerk;1999;20.0;110.0;15.0;2.0;16.0;3.0;374.0;5345.0;266.0;1.0;30.0;2.0
763;500 en meer werknemers;Kantoorwerk;2005;;;;;;;;;;;;
764;500 en meer werknemers;Persoonlijke vaardigheden;1999;205.0;48.0;72.0;17.0;7.0;13.0;4271.0;1369.0;1860.0;13.0;8.0;12.0
765;500 en meer werknemers;Persoonlijke vaardigheden;2005;;;;;;;3213.0;;;14.0;;
766;500 en meer werknemers;Informatica;1999;225.0;5.0;112.0;18.0;1.0;21.0;4432.0;108.0;2407.0;13.0;1.0;15.0
767;500 en meer werknemers;Informatica;2005;;;;;;;2031.0;;;9.0;;
768;500 en meer werknemers;Techniek, bouw en productie;1999;116.0;134.0;62.0;9.0;19.0;12.0;4227.0;2412.0;2517.0;13.0;14.0;16.0
769;500 en meer werknemers;Techniek, bouw en productie;2005;;;;;;;3236.0;;;14.0;;
770;500 en meer werknemers;Milieu en arbeidsomstandigheden;1999;141.0;114.0;60.0;11.0;16.0;11.0;2484.0;2024.0;1259.0;7.0;11.0;8.0
771;500 en meer werknemers;Milieu en arbeidsomstandigheden;2005;;;;;;;1512.0;;;6.0;;
772;500 en meer werknemers;Diensten;1999;78.0;54.0;23.0;6.0;8.0;4.0;1558.0;1709.0;778.0;5.0;10.0;5.0
773;500 en meer werknemers;Diensten;2005;;;;;;;990.0;;;4.0;;
774;500 en meer werknemers;Overige typen;1999;31.0;80.0;21.0;3.0;12.0;4.0;1202.0;1226.0;927.0;4.0;7.0;6.0
775;500 en meer werknemers;Overige typen;2005;;;;;;;3481.0;;;15.0;;
776;500 en meer werknemers;Hogescholen en universiteiten;1999;;;;;;;;;;;;
777;500 en meer werknemers;Hogescholen en universiteiten;2005;;;;;;;;;1341.0;;;13.0
778;500 en meer werknemers;(Hoge-)scholen;1999;12.0;;12.0;1.0;;2.0;1131.0;;1131.0;3.0;;7.0
779;500 en meer werknemers;(Hoge-)scholen;2005;;;;;;;;;;;;
780;500 en meer werknemers;Universiteiten;1999;25.0;;25.0;2.0;;5.0;1474.0;;1474.0;4.0;;9.0
781;500 en meer werknemers;Universiteiten;2005;;;;;;;;;;;;
782;500 en meer werknemers;Opleidingsinstelling publieke sector;1999;58.0;;58.0;5.0;;11.0;2613.0;;2613.0;8.0;;16.0
783;500 en meer werknemers;Opleidingsinstelling publieke sector;2005;;;;;;;;;1445.0;;;14.0
784;500 en meer werknemers;Particuliere opleidingsinstituten;1999;336.0;;336.0;27.0;;63.0;8188.0;;8188.0;24.0;;51.0
785;500 en meer werknemers;Particuliere opleidingsinstituten;2005;;;;;;;;;5975.0;;;57.0
786;500 en meer werknemers;Lev. app., software /moeder-zusterbedr.;1999;;;;;;;;;;;;
787;500 en meer werknemers;Lev. app., software /moeder-zusterbedr.;2005;;;;;;;;;702.0;;;7.0
788;500 en meer werknemers;Leveranciers van apparatuur en software;1999;32.0;;32.0;3.0;;6.0;566.0;;566.0;2.0;;4.0
789;500 en meer werknemers;Leveranciers van apparatuur en software;2005;;;;;;;;;;;;
790;500 en meer werknemers;Moeder- en zusterbedrijven;1999;51.0;;51.0;4.0;;10.0;1261.0;;1261.0;4.0;;8.0
791;500 en meer werknemers;Moeder- en zusterbedrijven;2005;;;;;;;;;;;;
792;500 en meer werknemers;Vakbonden;1999;0.0;;0.0;0.0;;0.0;7.0;;7.0;0.0;;0.0
793;500 en meer werknemers;Vakbonden;2005;;;;;;;;;140.0;;;1.0
794;500 en meer werknemers;KvK, branche- en werkgeversorg.;1999;15.0;;15.0;1.0;;3.0;662.0;;662.0;2.0;;4.0
795;500 en meer werknemers;KvK, branche- en werkgeversorg.;2005;;;;;;;;;22.0;;;0.0
796;500 en meer werknemers;Eigen bedrijf;1999;694.0;694.0;;57.0;;;17602.0;17602.0;;52.0;;
797;500 en meer werknemers;Eigen bedrijf;2005;;;;;;;;;;;;
798;500 en meer werknemers;Overige instanties;1999;2.0;;2.0;0.0;;0.0;51.0;;51.0;0.0;;0.0
799;500 en meer werknemers;Overige instanties;2005;;;;;;;;;901.0;;;9.0
