ID;BedrijfstakkenBranchesSBI2008;Perioden;IndexcijfersInternetomzet_1;OmzetontwikkelingTOVEenJaarEerder_2
1207;Detailhandel in overige non-food;2018 mei;155.1;12.4
1208;Detailhandel in overige non-food;2018 juni;165.6;14.1
1209;Detailhandel in overige non-food;2018 2e kwartaal;156.3;14.9
1210;Detailhandel in overige non-food;2018 juli;162.1;18.5
1211;Detailhandel in overige non-food;2018 augustus;149.0;17.9
1212;Detailhandel in overige non-food;2018 september;154.9;10.8
1213;Detailhandel in overige non-food;2018 3e kwartaal;155.3;15.7
1214;Detailhandel in overige non-food;2018 oktober;163.8;15.0
1215;Detailhandel in overige non-food;2018 november;210.6;13.5
1216;Detailhandel in overige non-food;2018 december;212.1;6.6
1217;Detailhandel in overige non-food;2018 4e kwartaal;195.5;11.3
1218;Detailhandel in overige non-food;2018;161.9;14.5
1219;Detailhandel in overige non-food;2019 januari;172.8;14.3
1220;Detailhandel in overige non-food;2019 februari;145.8;15.5
1221;Detailhandel in overige non-food;2019 maart;164.6;13.8
1222;Detailhandel in overige non-food;2019 1e kwartaal;161.1;14.5
1223;Detailhandel in overige non-food;2019 april;173.1;16.9
1224;Detailhandel in overige non-food;2019 mei;188.5;21.5
1225;Detailhandel in overige non-food;2019 juni;189.9;14.7
1226;Detailhandel in overige non-food;2019 2e kwartaal;183.8;17.7
1227;Detailhandel in overige non-food;2019 juli;188.4;16.3
1228;Detailhandel in overige non-food;2019 augustus;169.6;13.9
1229;Detailhandel in overige non-food;2019 september;181.1;17.0
1230;Detailhandel in overige non-food;2019 3e kwartaal;179.7;15.7
1231;Detailhandel in overige non-food;2019 oktober;179.4;9.6
1232;Detailhandel in overige non-food;2019 november;224.8;6.7
1233;Detailhandel in overige non-food;2019 december;256.8;21.0
1234;Detailhandel in overige non-food;2019 4e kwartaal;220.3;12.7
1235;Detailhandel in overige non-food;2019;186.2;15.0
1236;Detailhandel in overige non-food;2020 januari;190.8;10.4
1237;Detailhandel in overige non-food;2020 februari;173.3;18.9
1238;Detailhandel in overige non-food;2020 maart;230.0;39.8
1239;Detailhandel in overige non-food;2020 1e kwartaal;198.0;23.0
1240;Detailhandel in overige non-food;2020 april;295.6;70.7
1241;Detailhandel in overige non-food;2020 mei;282.4;49.9
1242;Detailhandel in overige non-food;2020 juni;276.9;45.9
1243;Detailhandel in overige non-food;2020 2e kwartaal;285.0;55.0
1244;Detailhandel in overige non-food;2020 juli;254.5;35.0
1245;Detailhandel in overige non-food;2020 augustus;238.0;40.3
1246;Detailhandel in overige non-food;2020 september;246.5;36.1
1247;Detailhandel in overige non-food;2020 3e kwartaal;246.3;37.1
1248;Detailhandel in overige non-food;2020 oktober;279.6;55.9
1249;Detailhandel in overige non-food;2020 november;349.6;55.5
1250;Detailhandel in overige non-food;2020 december;404.3;57.5
1251;Detailhandel in overige non-food;2020 4e kwartaal;344.5;56.4
1252;Detailhandel in overige non-food;2020;268.5;44.2
1253;Detailhandel in overige non-food;2021 januari;378.1;98.2
1254;Detailhandel in overige non-food;2021 februari;348.6;101.1
1255;Detailhandel in overige non-food;2021 maart;387.7;68.6
1256;Detailhandel in overige non-food;2021 1e kwartaal;371.5;87.6
1257;Detailhandel in overige non-food;2021 april;356.5;20.6
1258;Detailhandel in overige non-food;2021 mei;331.9;17.5
1259;Detailhandel in overige non-food;2021 juni;321.1;16.0
1260;Detailhandel in overige non-food;2021 2e kwartaal;336.5;18.1
1261;Detailhandel in overige non-food;2021 juli;283.9;11.6
1262;Detailhandel in overige non-food;2021 augustus;267.3;12.3
1263;Detailhandel in overige non-food;2021 september;273.8;11.1
1264;Detailhandel in overige non-food;2021 3e kwartaal;275.0;11.6
1265;Detailhandel in overige non-food;2021 oktober;286.3;2.4
1266;Detailhandel in overige non-food;2021 november;375.8;7.5
1267;Detailhandel in overige non-food;2021 december;425.9;5.3
1268;Detailhandel in overige non-food;2021 4e kwartaal;362.7;5.3
1269;Detailhandel in overige non-food;2021;336.4;25.3
1270;Detailhandel in overige non-food;2022 januari;346.9;-8.3
1271;Detailhandel in overige non-food;2022 februari;240.7;-30.9
1272;Detailhandel in overige non-food;2022 maart;275.7;-28.9
1273;Detailhandel in overige non-food;2022 1e kwartaal;287.8;-22.5
1274;Detailhandel in overige non-food;2022 april;270.2;-24.2
1275;Detailhandel in overige non-food;2022 mei;311.6;-6.1
1276;Detailhandel in overige non-food;2022 juni;301.8;-6.0
1277;Detailhandel in overige non-food;2022 2e kwartaal;294.5;-12.5
1278;Detailhandel in overige non-food;2022 juli;296.6;4.5
1279;Detailhandel in overige non-food;2022 augustus;272.4;1.9
1280;Detailhandel in overige non-food;2022 september;287.0;4.8
1281;Detailhandel in overige non-food;2022 3e kwartaal;285.3;3.8
1282;Detailhandel in overige non-food;2022 oktober;293.4;2.5
1283;Detailhandel in overige non-food;2022 november;388.5;3.4
1284;Detailhandel in overige non-food;2022 december;361.3;-15.2
1285;Detailhandel in overige non-food;2022 4e kwartaal;347.7;-4.1
1286;Detailhandel in overige non-food;2022;303.9;-9.7
1287;Detailhandel in overige non-food;2023 januari;300.3;-13.4
1288;Detailhandel in overige non-food;2023 februari;251.9;4.7
1289;Detailhandel in overige non-food;2023 maart;295.0;7.0
1290;Detailhandel in overige non-food;2023 1e kwartaal;282.4;-1.9
1291;Detailhandel in overige non-food;2023 april;283.9;5.1
1292;Detailhandel in overige non-food;2023 mei ;319.6;2.6
1293;Detailhandel in overige non-food;2023 juni;304.2;0.8
1294;Detailhandel in overige non-food;2023 2e kwartaal;302.6;2.7
1295;Detailhandel in overige non-food;2023 juli;297.4;0.3
1296;Detailhandel in overige non-food;2023 augustus;270.4;-0.7
1297;Detailhandel in overige non-food;2023 september;284.2;-1.0
1298;Detailhandel in overige non-food;2023 3e kwartaal ;284.0;-0.5
1299;Detailhandel in overige non-food;2023 oktober;305.8;4.2
1300;Detailhandel in overige non-food;2023 november;389.8;0.3
1301;Detailhandel in overige non-food;2023 december;364.9;1.0
1302;Detailhandel in overige non-food;2023 4e kwartaal;353.5;1.7
1303;Detailhandel in overige non-food;2023;305.6;0.6
1304;Detailhandel in overige non-food;2024 januari;303.9;1.2
1305;Detailhandel in overige non-food;2024 februari;272.7;8.2
1306;Detailhandel in overige non-food;2024 maart;307.7;4.3
1307;Detailhandel in overige non-food;2024 1e kwartaal;294.8;4.4
1308;Detailhandel in overige non-food;2024 april;303.1;6.8
1309;Detailhandel in overige non-food;2024 mei;329.8;3.2
1310;Detailhandel in overige non-food;2024 juni;323.2;6.2
1311;Detailhandel in overige non-food;2024 2e kwartaal;318.7;5.3
1312;Detailhandel in overige non-food;2024 juli;317.7;6.9
1313;Detailhandel in overige non-food;2024 augustus;290.9;7.6
1314;Detailhandel in overige non-food;2024 september;304.3;7.1
1315;Detailhandel in overige non-food;2024 3e kwartaal;304.3;7.2
1316;Detailhandel in overige non-food;2024 oktober;319.6;4.5
1317;Detailhandel in overige non-food;2024 november;384.2;-1.4
1318;Detailhandel in overige non-food;2024 december;408.3;11.9
1319;Detailhandel in overige non-food;2024 4e kwartaal;370.7;4.9
1320;Detailhandel in overige non-food;2024;322.1;5.4
1321;Detailhandel in overige non-food;2025 januari;315.2;3.7
1322;Detailhandel in overige non-food;2025 februari;274.8;0.8
