ID;Bestedingscategorieen;Perioden;JaarmutatieHICP_1;Wegingscoefficient_2;BijdrageAanDeJaarmutatieHICP_3;ImpactOpDeJaarmutatieHICP_4
374;011100 Brood en granen;2017 februari;0.1;3029;0.0;-0.05
375;011100 Brood en granen;2017 maart;0.1;3029;0.0;-0.02
376;011100 Brood en granen;2017 april;-0.1;3029;0.0;-0.05
377;011100 Brood en granen;2017 mei;0.5;3029;0.02;-0.01
378;011100 Brood en granen;2017 juni;0.4;3029;0.01;-0.02
379;011100 Brood en granen;2017 juli;0.7;3029;0.02;-0.03
380;011100 Brood en granen;2017 augustus;1.3;3029;0.04;0.0
381;011100 Brood en granen;2017 september;1.7;3029;0.05;0.01
382;011100 Brood en granen;2017 oktober;1.8;3029;0.05;0.02
383;011100 Brood en granen;2017 november;1.4;3029;0.04;0.0
384;011100 Brood en granen;2017 december;0.4;3029;0.01;-0.03
385;011100 Brood en granen;2017;0.7;3029;0.02;-0.02
386;011100 Brood en granen;2018 januari;-0.2;2934;0.0;-0.05
387;011100 Brood en granen;2018 februari;0.0;2934;0.0;-0.04
388;011100 Brood en granen;2018 maart;0.1;2934;0.0;-0.03
389;011100 Brood en granen;2018 april;-0.4;2934;-0.01;-0.04
390;011100 Brood en granen;2018 mei;-0.4;2934;-0.01;-0.07
391;011100 Brood en granen;2018 juni;-1.3;2934;-0.04;-0.09
392;011100 Brood en granen;2018 juli;-0.6;2934;-0.02;-0.08
393;011100 Brood en granen;2018 augustus;-1.1;2934;-0.03;-0.09
394;011100 Brood en granen;2018 september;-1.0;2934;-0.03;-0.08
395;011100 Brood en granen;2018 oktober;-1.8;2934;-0.05;-0.11
396;011100 Brood en granen;2018 november;-0.2;2934;-0.01;-0.06
397;011100 Brood en granen;2018 december;0.5;2934;0.01;-0.04
398;011100 Brood en granen;2018;-0.6;2934;-0.02;-0.06
399;011100 Brood en granen;2019 januari;3.6;2893;0.11;0.05
400;011100 Brood en granen;2019 februari;4.0;2893;0.12;0.04
401;011100 Brood en granen;2019 maart;4.1;2893;0.12;0.04
402;011100 Brood en granen;2019 april;4.2;2893;0.12;0.03
403;011100 Brood en granen;2019 mei;3.8;2893;0.11;0.04
404;011100 Brood en granen;2019 juni;4.8;2893;0.14;0.06
405;011100 Brood en granen;2019 juli;4.1;2893;0.12;0.04
406;011100 Brood en granen;2019 augustus;4.5;2893;0.13;0.04
407;011100 Brood en granen;2019 september;4.6;2893;0.13;0.06
408;011100 Brood en granen;2019 oktober;5.5;2893;0.15;0.08
409;011100 Brood en granen;2019 november;3.9;2893;0.11;0.04
410;011100 Brood en granen;2019 december;2.5;2893;0.07;-0.01
411;011100 Brood en granen;2019;4.1;2893;0.12;0.04
412;011100 Brood en granen;2020 januari;0.3;2831;0.01;-0.04
413;011100 Brood en granen;2020 februari;-0.3;2831;-0.01;-0.05
414;011100 Brood en granen;2020 maart;0.3;2831;0.01;-0.02
415;011100 Brood en granen;2020 april;1.5;2831;0.04;0.02
416;011100 Brood en granen;2020 mei;1.0;2831;0.03;0.0
417;011100 Brood en granen;2020 juni;0.7;2831;0.02;-0.03
418;011100 Brood en granen;2020 juli;0.4;2831;0.01;-0.04
419;011100 Brood en granen;2020 augustus;0.0;2831;0.0;-0.01
420;011100 Brood en granen;2020 september;0.2;2831;0.01;-0.02
421;011100 Brood en granen;2020 oktober;-0.2;2831;0.0;-0.04
422;011100 Brood en granen;2020 november;0.4;2831;0.01;-0.01
423;011100 Brood en granen;2020 december;0.8;2831;0.02;0.0
424;011100 Brood en granen;2020;0.4;2831;0.01;-0.02
425;011100 Brood en granen;2021 januari;0.6;3096;0.01;-0.03
426;011100 Brood en granen;2021 februari;0.6;3096;0.02;-0.04
427;011100 Brood en granen;2021 maart;0.2;3096;0.0;-0.05
428;011100 Brood en granen;2021 april;-1.5;3096;-0.04;-0.1
429;011100 Brood en granen;2021 mei;-0.5;3096;-0.02;-0.08
430;011100 Brood en granen;2021 juni;0.1;3096;0.0;-0.05
431;011100 Brood en granen;2021 juli;0.1;3096;0.0;-0.04
432;011100 Brood en granen;2021 augustus;0.2;3096;0.01;-0.08
433;011100 Brood en granen;2021 september;0.1;3096;0.0;-0.09
434;011100 Brood en granen;2021 oktober;0.3;3096;0.01;-0.11
435;011100 Brood en granen;2021 november;0.7;3096;0.02;-0.17
436;011100 Brood en granen;2021 december;1.4;3096;0.04;-0.16
437;011100 Brood en granen;2021;0.2;3096;0.01;-0.08
438;011100 Brood en granen;2022 januari;3.5;2950;0.11;-0.13
439;011100 Brood en granen;2022 februari;4.0;2950;0.12;-0.1
440;011100 Brood en granen;2022 maart;4.6;2950;0.14;-0.22
441;011100 Brood en granen;2022 april;5.9;2950;0.18;-0.17
442;011100 Brood en granen;2022 mei;6.5;2950;0.2;-0.12
443;011100 Brood en granen;2022 juni;7.6;2950;0.23;-0.07
444;011100 Brood en granen;2022 juli;9.2;2950;0.28;-0.08
445;011100 Brood en granen;2022 augustus;10.5;2950;0.32;-0.1
446;011100 Brood en granen;2022 september;10.1;2950;0.3;-0.22
447;011100 Brood en granen;2022 oktober;11.3;2950;0.34;-0.17
448;011100 Brood en granen;2022 november;14.1;2950;0.42;0.08
449;011100 Brood en granen;2022 december;16.4;2950;0.48;0.16
450;011100 Brood en granen;2022;8.6;2950;0.26;-0.09
451;011100 Brood en granen;2023 januari;18.0;2905;0.53;0.28
452;011100 Brood en granen;2023 februari;19.5;2905;0.57;0.31
453;011100 Brood en granen;2023 maart;19.5;2905;0.55;0.43
454;011100 Brood en granen;2023 april;18.8;2905;0.53;0.38
455;011100 Brood en granen;2023 mei;18.9;2905;0.54;0.35
456;011100 Brood en granen;2023 juni;17.3;2905;0.5;0.32
457;011100 Brood en granen;2023 juli;16.2;2905;0.46;0.32
458;011100 Brood en granen;2023 augustus;14.4;2905;0.41;0.32
459;011100 Brood en granen;2023 september;14.3;2905;0.39;0.42
460;011100 Brood en granen;2023 oktober;13.1;2905;0.36;0.4
461;011100 Brood en granen;2023 november;10.3;2905;0.3;0.26
462;011100 Brood en granen;2023 december;7.2;2905;0.21;0.18
463;011100 Brood en granen;2023;15.5;2905;0.45;0.33
464;011100 Brood en granen;2024 januari;3.9;2824;0.12;0.03
465;011100 Brood en granen;2024 februari;1.1;2824;0.04;-0.05
466;011100 Brood en granen;2024 maart;0.8;2824;0.03;-0.07
467;011100 Brood en granen;2024 april;0.8;2824;0.02;-0.05
468;011100 Brood en granen;2024 mei;0.1;2824;0.0;-0.07
469;011100 Brood en granen;2024 juni;0.4;2824;0.01;-0.09
470;011100 Brood en granen;2024 juli;0.0;2824;0.0;-0.1
471;011100 Brood en granen;2024 augustus;0.1;2824;0.0;-0.09
472;011100 Brood en granen;2024 september;0.3;2824;0.01;-0.08
473;011100 Brood en granen;2024 oktober;0.5;2824;0.01;-0.08
474;011100 Brood en granen;2024 november;1.0;2824;0.03;-0.08
475;011100 Brood en granen;2024 december;1.6;2824;0.05;-0.07
476;011100 Brood en granen;2024;0.9;2824;0.03;-0.07
477;011100 Brood en granen;2025 januari;2.4;2842;0.07;-0.02
478;011100 Brood en granen;2025 februari;3.3;2842;0.09;-0.01
479;011100 Brood en granen;2025 maart;2.1;2842;0.06;-0.04
480;011200 Vlees;2016 januari;0.0;2725;0.0;-0.01
481;011200 Vlees;2016 februari;0.3;2725;0.01;0.0
482;011200 Vlees;2016 maart;0.4;2725;0.01;0.0
483;011200 Vlees;2016 april;-0.5;2725;-0.01;-0.01
484;011200 Vlees;2016 mei;0.1;2725;0.0;0.01
485;011200 Vlees;2016 juni;0.4;2725;0.01;0.02
486;011200 Vlees;2016 juli;-0.3;2725;-0.01;0.01
487;011200 Vlees;2016 augustus;0.0;2725;0.0;0.0
488;011200 Vlees;2016 september;-0.3;2725;-0.01;0.0
489;011200 Vlees;2016 oktober;1.6;2725;0.04;0.04
490;011200 Vlees;2016 november;1.4;2725;0.04;0.03
491;011200 Vlees;2016 december;2.2;2725;0.06;0.04
492;011200 Vlees;2016;0.4;2725;0.01;0.01
493;011200 Vlees;2017 januari;2.3;2856;0.06;0.02
494;011200 Vlees;2017 februari;2.2;2856;0.06;0.02
495;011200 Vlees;2017 maart;2.2;2856;0.06;0.04
496;011200 Vlees;2017 april;2.7;2856;0.07;0.03
497;011200 Vlees;2017 mei;3.6;2856;0.1;0.08
498;011200 Vlees;2017 juni;4.4;2856;0.12;0.1
499;011200 Vlees;2017 juli;5.3;2856;0.14;0.11
500;011200 Vlees;2017 augustus;5.3;2856;0.14;0.11
501;011200 Vlees;2017 september;5.6;2856;0.15;0.12
502;011200 Vlees;2017 oktober;4.4;2856;0.12;0.09
503;011200 Vlees;2017 november;4.2;2856;0.12;0.08
504;011200 Vlees;2017 december;3.9;2856;0.11;0.08
505;011200 Vlees;2017;3.8;2856;0.11;0.07
506;011200 Vlees;2018 januari;2.8;2845;0.08;0.04
507;011200 Vlees;2018 februari;3.5;2845;0.1;0.07
508;011200 Vlees;2018 maart;2.1;2845;0.06;0.03
509;011200 Vlees;2018 april;1.4;2845;0.04;0.01
510;011200 Vlees;2018 mei;0.6;2845;0.02;-0.03
511;011200 Vlees;2018 juni;0.1;2845;0.0;-0.04
512;011200 Vlees;2018 juli;-0.7;2845;-0.02;-0.07
513;011200 Vlees;2018 augustus;0.5;2845;0.02;-0.04
514;011200 Vlees;2018 september;0.0;2845;0.0;-0.05
515;011200 Vlees;2018 oktober;-0.3;2845;-0.01;-0.06
516;011200 Vlees;2018 november;0.8;2845;0.02;-0.03
517;011200 Vlees;2018 december;0.0;2845;0.0;-0.05
518;011200 Vlees;2018;0.9;2845;0.03;-0.02
519;011200 Vlees;2019 januari;2.3;2776;0.06;0.01
520;011200 Vlees;2019 februari;2.2;2776;0.06;-0.01
521;011200 Vlees;2019 maart;3.2;2776;0.09;0.01
522;011200 Vlees;2019 april;4.6;2776;0.12;0.04
523;011200 Vlees;2019 mei;5.3;2776;0.14;0.08
524;011200 Vlees;2019 juni;5.7;2776;0.16;0.08
525;011200 Vlees;2019 juli;6.5;2776;0.18;0.11
526;011200 Vlees;2019 augustus;6.8;2776;0.19;0.1
527;011200 Vlees;2019 september;7.2;2776;0.2;0.13
528;011200 Vlees;2019 oktober;7.8;2776;0.21;0.14
529;011200 Vlees;2019 november;6.9;2776;0.19;0.13
530;011200 Vlees;2019 december;6.7;2776;0.18;0.11
531;011200 Vlees;2019;5.4;2776;0.15;0.08
532;011200 Vlees;2020 januari;5.3;2794;0.15;0.1
533;011200 Vlees;2020 februari;7.3;2794;0.2;0.17
534;011200 Vlees;2020 maart;9.0;2794;0.25;0.22
535;011200 Vlees;2020 april;8.0;2794;0.22;0.2
536;011200 Vlees;2020 mei;6.8;2794;0.19;0.16
537;011200 Vlees;2020 juni;6.3;2794;0.18;0.13
538;011200 Vlees;2020 juli;5.9;2794;0.16;0.12
539;011200 Vlees;2020 augustus;3.9;2794;0.11;0.1
540;011200 Vlees;2020 september;4.3;2794;0.12;0.1
541;011200 Vlees;2020 oktober;3.6;2794;0.1;0.07
542;011200 Vlees;2020 november;3.0;2794;0.08;0.07
543;011200 Vlees;2020 december;2.2;2794;0.06;0.04
544;011200 Vlees;2020;5.4;2794;0.15;0.12
545;011200 Vlees;2021 januari;2.0;3063;0.06;0.01
546;011200 Vlees;2021 februari;0.1;3063;0.0;-0.05
547;011200 Vlees;2021 maart;-1.7;3063;-0.05;-0.11
548;011200 Vlees;2021 april;-2.0;3063;-0.06;-0.11
549;011200 Vlees;2021 mei;-1.5;3063;-0.04;-0.11
550;011200 Vlees;2021 juni;-1.6;3063;-0.05;-0.1
551;011200 Vlees;2021 juli;-1.3;3063;-0.04;-0.09
552;011200 Vlees;2021 augustus;-0.3;3063;-0.01;-0.09
553;011200 Vlees;2021 september;-1.0;3063;-0.03;-0.12
554;011200 Vlees;2021 oktober;-0.3;3063;-0.01;-0.13
555;011200 Vlees;2021 november;-0.7;3063;-0.02;-0.21
556;011200 Vlees;2021 december;1.9;3063;0.06;-0.14
557;011200 Vlees;2021;-0.5;3063;-0.01;-0.1
558;011200 Vlees;2022 januari;2.8;3022;0.09;-0.15
559;011200 Vlees;2022 februari;3.8;3022;0.12;-0.11
560;011200 Vlees;2022 maart;5.5;3022;0.17;-0.2
561;011200 Vlees;2022 april;10.5;3022;0.32;-0.02
562;011200 Vlees;2022 mei;13.9;3022;0.43;0.12
563;011200 Vlees;2022 juni;16.1;3022;0.5;0.2
564;011200 Vlees;2022 juli;16.1;3022;0.5;0.15
565;011200 Vlees;2022 augustus;17.0;3022;0.52;0.11
566;011200 Vlees;2022 september;16.6;3022;0.51;-0.01
567;011200 Vlees;2022 oktober;17.3;3022;0.53;0.02
568;011200 Vlees;2022 november;18.8;3022;0.56;0.23
569;011200 Vlees;2022 december;18.5;3022;0.56;0.23
570;011200 Vlees;2022;13.1;3022;0.4;0.05
571;011200 Vlees;2023 januari;17.7;2885;0.54;0.28
572;011200 Vlees;2023 februari;17.1;2885;0.52;0.25
573;011200 Vlees;2023 maart;15.9;2885;0.47;0.34
574;011200 Vlees;2023 april;11.2;2885;0.34;0.17
575;011200 Vlees;2023 mei;8.7;2885;0.27;0.06
576;011200 Vlees;2023 juni;6.9;2885;0.21;0.01
577;011200 Vlees;2023 juli;7.6;2885;0.23;0.07
578;011200 Vlees;2023 augustus;5.8;2885;0.17;0.08
579;011200 Vlees;2023 september;5.0;2885;0.15;0.17
580;011200 Vlees;2023 oktober;4.2;2885;0.12;0.17
581;011200 Vlees;2023 november;3.8;2885;0.11;0.07
582;011200 Vlees;2023 december;2.2;2885;0.06;0.04
583;011200 Vlees;2023;8.6;2885;0.27;0.14
584;011200 Vlees;2024 januari;2.5;2739;0.07;-0.02
585;011200 Vlees;2024 februari;0.7;2739;0.02;-0.06
586;011200 Vlees;2024 maart;1.8;2739;0.05;-0.04
587;011200 Vlees;2024 april;1.8;2739;0.05;-0.02
588;011200 Vlees;2024 mei;0.9;2739;0.02;-0.05
589;011200 Vlees;2024 juni;0.3;2739;0.01;-0.09
590;011200 Vlees;2024 juli;0.0;2739;0.0;-0.1
591;011200 Vlees;2024 augustus;1.5;2739;0.04;-0.05
592;011200 Vlees;2024 september;2.1;2739;0.06;-0.03
593;011200 Vlees;2024 oktober;1.9;2739;0.05;-0.04
594;011200 Vlees;2024 november;2.7;2739;0.07;-0.03
595;011200 Vlees;2024 december;3.6;2739;0.1;-0.01
596;011200 Vlees;2024;1.7;2739;0.05;-0.04
597;011200 Vlees;2025 januari;4.5;2804;0.12;0.04
598;011200 Vlees;2025 februari;6.1;2804;0.16;0.07
599;011200 Vlees;2025 maart;5.1;2804;0.14;0.05
600;011300 Vis en schaal- en schelpdieren;2016 januari;2.0;430;0.01;0.01
601;011300 Vis en schaal- en schelpdieren;2016 februari;0.6;430;0.0;0.0
602;011300 Vis en schaal- en schelpdieren;2016 maart;1.5;430;0.01;0.0
603;011300 Vis en schaal- en schelpdieren;2016 april;3.7;430;0.02;0.02
604;011300 Vis en schaal- en schelpdieren;2016 mei;4.1;430;0.02;0.02
605;011300 Vis en schaal- en schelpdieren;2016 juni;4.0;430;0.02;0.02
606;011300 Vis en schaal- en schelpdieren;2016 juli;2.6;430;0.01;0.01
607;011300 Vis en schaal- en schelpdieren;2016 augustus;3.1;430;0.01;0.01
608;011300 Vis en schaal- en schelpdieren;2016 september;4.1;430;0.02;0.02
609;011300 Vis en schaal- en schelpdieren;2016 oktober;3.2;430;0.01;0.01
610;011300 Vis en schaal- en schelpdieren;2016 november;4.3;430;0.02;0.02
611;011300 Vis en schaal- en schelpdieren;2016 december;3.4;430;0.01;0.01
612;011300 Vis en schaal- en schelpdieren;2016;3.1;430;0.01;0.01
613;011300 Vis en schaal- en schelpdieren;2017 januari;3.7;404;0.02;0.01
614;011300 Vis en schaal- en schelpdieren;2017 februari;9.1;404;0.04;0.03
615;011300 Vis en schaal- en schelpdieren;2017 maart;9.5;404;0.04;0.04
616;011300 Vis en schaal- en schelpdieren;2017 april;9.3;404;0.04;0.03
617;011300 Vis en schaal- en schelpdieren;2017 mei;9.1;404;0.04;0.03
618;011300 Vis en schaal- en schelpdieren;2017 juni;10.1;404;0.04;0.04
619;011300 Vis en schaal- en schelpdieren;2017 juli;10.6;404;0.04;0.04
620;011300 Vis en schaal- en schelpdieren;2017 augustus;9.5;404;0.04;0.03
621;011300 Vis en schaal- en schelpdieren;2017 september;11.3;404;0.05;0.04
622;011300 Vis en schaal- en schelpdieren;2017 oktober;12.0;404;0.05;0.04
623;011300 Vis en schaal- en schelpdieren;2017 november;10.2;404;0.04;0.04
624;011300 Vis en schaal- en schelpdieren;2017 december;10.4;404;0.04;0.04
625;011300 Vis en schaal- en schelpdieren;2017;9.6;404;0.04;0.03
626;011300 Vis en schaal- en schelpdieren;2018 januari;8.3;436;0.03;0.03
627;011300 Vis en schaal- en schelpdieren;2018 februari;5.1;436;0.02;0.02
628;011300 Vis en schaal- en schelpdieren;2018 maart;2.1;436;0.01;0.0
629;011300 Vis en schaal- en schelpdieren;2018 april;2.4;436;0.01;0.01
630;011300 Vis en schaal- en schelpdieren;2018 mei;2.5;436;0.01;0.0
631;011300 Vis en schaal- en schelpdieren;2018 juni;0.4;436;0.0;-0.01
632;011300 Vis en schaal- en schelpdieren;2018 juli;1.5;436;0.01;0.0
633;011300 Vis en schaal- en schelpdieren;2018 augustus;2.4;436;0.01;0.0
634;011300 Vis en schaal- en schelpdieren;2018 september;1.0;436;0.0;0.0
635;011300 Vis en schaal- en schelpdieren;2018 oktober;1.0;436;0.0;0.0
636;011300 Vis en schaal- en schelpdieren;2018 november;1.5;436;0.01;0.0
637;011300 Vis en schaal- en schelpdieren;2018 december;0.3;436;0.0;-0.01
638;011300 Vis en schaal- en schelpdieren;2018;2.3;436;0.01;0.0
639;011300 Vis en schaal- en schelpdieren;2019 januari;3.5;441;0.02;0.01
640;011300 Vis en schaal- en schelpdieren;2019 februari;4.1;441;0.02;0.01
641;011300 Vis en schaal- en schelpdieren;2019 maart;4.0;441;0.02;0.01
642;011300 Vis en schaal- en schelpdieren;2019 april;4.0;441;0.02;0.0
643;011300 Vis en schaal- en schelpdieren;2019 mei;2.9;441;0.01;0.0
644;011300 Vis en schaal- en schelpdieren;2019 juni;2.7;441;0.01;0.0
645;011300 Vis en schaal- en schelpdieren;2019 juli;2.6;441;0.01;0.0
646;011300 Vis en schaal- en schelpdieren;2019 augustus;1.7;441;0.01;-0.01
647;011300 Vis en schaal- en schelpdieren;2019 september;3.5;441;0.02;0.0
648;011300 Vis en schaal- en schelpdieren;2019 oktober;4.1;441;0.02;0.01
649;011300 Vis en schaal- en schelpdieren;2019 november;4.3;441;0.02;0.01
650;011300 Vis en schaal- en schelpdieren;2019 december;3.0;441;0.01;0.0
651;011300 Vis en schaal- en schelpdieren;2019;3.4;441;0.02;0.0
652;011300 Vis en schaal- en schelpdieren;2020 januari;0.9;466;0.0;0.0
653;011300 Vis en schaal- en schelpdieren;2020 februari;-3.7;466;-0.02;-0.02
654;011300 Vis en schaal- en schelpdieren;2020 maart;1.4;466;0.01;0.0
655;011300 Vis en schaal- en schelpdieren;2020 april;-0.7;466;0.0;-0.01
656;011300 Vis en schaal- en schelpdieren;2020 mei;1.8;466;0.01;0.0
657;011300 Vis en schaal- en schelpdieren;2020 juni;1.0;466;0.0;0.0
658;011300 Vis en schaal- en schelpdieren;2020 juli;0.7;466;0.0;0.0
659;011300 Vis en schaal- en schelpdieren;2020 augustus;2.3;466;0.01;0.01
660;011300 Vis en schaal- en schelpdieren;2020 september;-0.8;466;0.0;-0.01
661;011300 Vis en schaal- en schelpdieren;2020 oktober;1.7;466;0.01;0.0
662;011300 Vis en schaal- en schelpdieren;2020 november;0.3;466;0.0;0.0
663;011300 Vis en schaal- en schelpdieren;2020 december;0.1;466;0.0;0.0
664;011300 Vis en schaal- en schelpdieren;2020;0.4;466;0.0;0.0
665;011300 Vis en schaal- en schelpdieren;2021 januari;0.6;566;0.0;0.0
666;011300 Vis en schaal- en schelpdieren;2021 februari;4.1;566;0.02;0.01
667;011300 Vis en schaal- en schelpdieren;2021 maart;1.0;566;0.01;0.0
668;011300 Vis en schaal- en schelpdieren;2021 april;-0.1;566;0.0;-0.01
669;011300 Vis en schaal- en schelpdieren;2021 mei;-0.4;566;0.0;-0.01
670;011300 Vis en schaal- en schelpdieren;2021 juni;2.1;566;0.01;0.0
671;011300 Vis en schaal- en schelpdieren;2021 juli;0.8;566;0.01;0.0
672;011300 Vis en schaal- en schelpdieren;2021 augustus;-1.1;566;0.0;-0.02
673;011300 Vis en schaal- en schelpdieren;2021 september;1.6;566;0.01;-0.01
674;011300 Vis en schaal- en schelpdieren;2021 oktober;-1.7;566;-0.01;-0.03
675;011300 Vis en schaal- en schelpdieren;2021 november;0.2;566;0.0;-0.03
676;011300 Vis en schaal- en schelpdieren;2021 december;-0.5;566;0.0;-0.04
677;011300 Vis en schaal- en schelpdieren;2021;0.6;566;0.0;-0.01
678;011300 Vis en schaal- en schelpdieren;2022 januari;-0.1;547;0.0;-0.04
679;011300 Vis en schaal- en schelpdieren;2022 februari;-0.5;547;0.0;-0.04
680;011300 Vis en schaal- en schelpdieren;2022 maart;2.8;547;0.02;-0.05
681;011300 Vis en schaal- en schelpdieren;2022 april;5.3;547;0.03;-0.03
682;011300 Vis en schaal- en schelpdieren;2022 mei;6.9;547;0.04;-0.02
683;011300 Vis en schaal- en schelpdieren;2022 juni;10.3;547;0.06;0.0
684;011300 Vis en schaal- en schelpdieren;2022 juli;12.5;547;0.07;0.01
685;011300 Vis en schaal- en schelpdieren;2022 augustus;13.9;547;0.08;0.0
686;011300 Vis en schaal- en schelpdieren;2022 september;11.7;547;0.07;-0.03
687;011300 Vis en schaal- en schelpdieren;2022 oktober;14.2;547;0.08;-0.01
688;011300 Vis en schaal- en schelpdieren;2022 november;15.2;547;0.09;0.02
689;011300 Vis en schaal- en schelpdieren;2022 december;17.9;547;0.1;0.04
690;011300 Vis en schaal- en schelpdieren;2022;9.2;547;0.05;-0.01
691;011300 Vis en schaal- en schelpdieren;2023 januari;19.9;520;0.11;0.06
692;011300 Vis en schaal- en schelpdieren;2023 februari;22.0;520;0.12;0.07
693;011300 Vis en schaal- en schelpdieren;2023 maart;17.8;520;0.09;0.07
694;011300 Vis en schaal- en schelpdieren;2023 april;17.8;520;0.09;0.06
695;011300 Vis en schaal- en schelpdieren;2023 mei;18.5;520;0.1;0.06
696;011300 Vis en schaal- en schelpdieren;2023 juni;13.2;520;0.07;0.04
697;011300 Vis en schaal- en schelpdieren;2023 juli;11.2;520;0.06;0.03
698;011300 Vis en schaal- en schelpdieren;2023 augustus;10.1;520;0.05;0.04
699;011300 Vis en schaal- en schelpdieren;2023 september;11.0;520;0.06;0.06
700;011300 Vis en schaal- en schelpdieren;2023 oktober;10.6;520;0.05;0.06
701;011300 Vis en schaal- en schelpdieren;2023 november;5.8;520;0.03;0.02
702;011300 Vis en schaal- en schelpdieren;2023 december;4.0;520;0.02;0.02
703;011300 Vis en schaal- en schelpdieren;2023;13.2;520;0.07;0.05
704;011300 Vis en schaal- en schelpdieren;2024 januari;2.9;494;0.01;0.0
705;011300 Vis en schaal- en schelpdieren;2024 februari;1.5;494;0.01;-0.01
706;011300 Vis en schaal- en schelpdieren;2024 maart;1.4;494;0.01;-0.01
707;011300 Vis en schaal- en schelpdieren;2024 april;1.1;494;0.0;-0.01
708;011300 Vis en schaal- en schelpdieren;2024 mei;-0.2;494;0.0;-0.02
709;011300 Vis en schaal- en schelpdieren;2024 juni;0.3;494;0.0;-0.02
710;011300 Vis en schaal- en schelpdieren;2024 juli;0.0;494;0.0;-0.02
711;011300 Vis en schaal- en schelpdieren;2024 augustus;0.2;494;0.0;-0.02
712;011300 Vis en schaal- en schelpdieren;2024 september;3.0;494;0.01;0.0
713;011300 Vis en schaal- en schelpdieren;2024 oktober;-1.5;494;-0.01;-0.03
714;011300 Vis en schaal- en schelpdieren;2024 november;1.0;494;0.0;-0.02
715;011300 Vis en schaal- en schelpdieren;2024 december;4.8;494;0.02;0.0
716;011300 Vis en schaal- en schelpdieren;2024;1.2;494;0.0;-0.01
717;011300 Vis en schaal- en schelpdieren;2025 januari;3.2;446;0.02;0.0
718;011300 Vis en schaal- en schelpdieren;2025 februari;2.2;446;0.01;-0.01
719;011300 Vis en schaal- en schelpdieren;2025 maart;1.4;446;0.01;-0.01
720;011400 Melk, kaas en eieren;2016 januari;-2.2;1808;-0.04;-0.04
721;011400 Melk, kaas en eieren;2016 februari;-2.2;1808;-0.04;-0.04
722;011400 Melk, kaas en eieren;2016 maart;-3.0;1808;-0.05;-0.06
723;011400 Melk, kaas en eieren;2016 april;-2.7;1808;-0.05;-0.05
724;011400 Melk, kaas en eieren;2016 mei;-2.4;1808;-0.04;-0.04
725;011400 Melk, kaas en eieren;2016 juni;-1.7;1808;-0.03;-0.03
726;011400 Melk, kaas en eieren;2016 juli;-3.4;1808;-0.06;-0.05
727;011400 Melk, kaas en eieren;2016 augustus;-2.1;1808;-0.04;-0.04
728;011400 Melk, kaas en eieren;2016 september;-2.2;1808;-0.04;-0.04
729;011400 Melk, kaas en eieren;2016 oktober;-0.7;1808;-0.01;-0.02
730;011400 Melk, kaas en eieren;2016 november;-0.6;1808;-0.01;-0.02
731;011400 Melk, kaas en eieren;2016 december;-0.2;1808;0.0;-0.02
