ID;RegioS;VervoerwijzenEnMotieven;Perioden;AantalInwonersOp1Januari_1;Respondenten_2;VerplaatsingenPerPersoonPerDag_3;AfgelegdeAfstandPerPersoonPerDag_4;ReisduurPerPersoonPerDag_5
8732;Stadsgewest: Groningen;9;1999/2000;;;0.04;0.73;1.39
8733;Stadsgewest: Groningen;9;2000/2001;;;0.04;0.66;1.26
8734;Stadsgewest: Groningen;9;2001/2002;;;0.04;0.43;0.85
8735;Stadsgewest: Groningen;9;2002/2003;;;0.03;0.38;0.79
8736;Stadsgewest: Groningen;Van en naar het werk;1995/1996;;;0.45;5.79;9.93
8737;Stadsgewest: Groningen;Van en naar het werk;1996/1997;;;0.48;6.59;10.95
8738;Stadsgewest: Groningen;Van en naar het werk;1997/1998;;;0.48;7.02;11.11
8739;Stadsgewest: Groningen;Van en naar het werk;1998/1999;;;0.48;7.01;11.08
8740;Stadsgewest: Groningen;Van en naar het werk;1999/2000;;;0.48;6.54;10.69
8741;Stadsgewest: Groningen;Van en naar het werk;2000/2001;;;0.48;6.58;10.69
8742;Stadsgewest: Groningen;Van en naar het werk;2001/2002;;;0.47;6.59;10.73
8743;Stadsgewest: Groningen;Van en naar het werk;2002/2003;;;0.49;6.97;11.23
8744;Stadsgewest: Groningen;Zakelijk bezoek in werksfeer;1995/1996;;;0.11;3.35;4.21
8745;Stadsgewest: Groningen;Zakelijk bezoek in werksfeer;1996/1997;;;0.1;2.97;3.75
8746;Stadsgewest: Groningen;Zakelijk bezoek in werksfeer;1997/1998;;;0.1;2.75;3.54
8747;Stadsgewest: Groningen;Zakelijk bezoek in werksfeer;1998/1999;;;0.1;3.03;3.65
8748;Stadsgewest: Groningen;Zakelijk bezoek in werksfeer;1999/2000;;;0.1;3.37;3.78
8749;Stadsgewest: Groningen;Zakelijk bezoek in werksfeer;2000/2001;;;0.11;3.93;4.54
8750;Stadsgewest: Groningen;Zakelijk bezoek in werksfeer;2001/2002;;;0.1;3.4;4.09
8751;Stadsgewest: Groningen;Zakelijk bezoek in werksfeer;2002/2003;;;0.09;2.86;3.29
8752;Stadsgewest: Groningen;Diensten/ persoonlijke verzorging;1995/1996;;;;;
8753;Stadsgewest: Groningen;Diensten/ persoonlijke verzorging;1996/1997;;;;;
8754;Stadsgewest: Groningen;Diensten/ persoonlijke verzorging;1997/1998;;;;;
8755;Stadsgewest: Groningen;Diensten/ persoonlijke verzorging;1998/1999;;;;;
8756;Stadsgewest: Groningen;Diensten/ persoonlijke verzorging;1999/2000;;;0.15;0.97;2.14
8757;Stadsgewest: Groningen;Diensten/ persoonlijke verzorging;2000/2001;;;0.14;0.9;1.85
8758;Stadsgewest: Groningen;Diensten/ persoonlijke verzorging;2001/2002;;;0.16;1.03;2.21
8759;Stadsgewest: Groningen;Diensten/ persoonlijke verzorging;2002/2003;;;0.18;1.18;2.42
8760;Stadsgewest: Groningen;Winkelen, boodschappen doen;1995/1996;;;0.74;3.21;9.56
8761;Stadsgewest: Groningen;Winkelen, boodschappen doen;1996/1997;;;0.75;3.3;9.61
8762;Stadsgewest: Groningen;Winkelen, boodschappen doen;1997/1998;;;0.79;3.09;9.67
8763;Stadsgewest: Groningen;Winkelen, boodschappen doen;1998/1999;;;0.78;3.08;9.36
8764;Stadsgewest: Groningen;Winkelen, boodschappen doen;1999/2000;;;0.74;3.24;8.94
8765;Stadsgewest: Groningen;Winkelen, boodschappen doen;2000/2001;;;0.7;3.03;8.43
8766;Stadsgewest: Groningen;Winkelen, boodschappen doen;2001/2002;;;0.74;2.91;8.56
8767;Stadsgewest: Groningen;Winkelen, boodschappen doen;2002/2003;;;0.77;3.04;8.74
8768;Stadsgewest: Groningen;Onderwijs, cursus volgen;1995/1996;;;0.29;1.88;5.29
8769;Stadsgewest: Groningen;Onderwijs, cursus volgen;1996/1997;;;0.29;1.88;5.31
8770;Stadsgewest: Groningen;Onderwijs, cursus volgen;1997/1998;;;0.28;1.53;4.92
8771;Stadsgewest: Groningen;Onderwijs, cursus volgen;1998/1999;;;0.29;1.69;5.02
8772;Stadsgewest: Groningen;Onderwijs, cursus volgen;1999/2000;;;0.3;2.15;5.42
8773;Stadsgewest: Groningen;Onderwijs, cursus volgen;2000/2001;;;0.31;2.09;5.4
8774;Stadsgewest: Groningen;Onderwijs, cursus volgen;2001/2002;;;0.29;2.16;5.48
8775;Stadsgewest: Groningen;Onderwijs, cursus volgen;2002/2003;;;0.27;2.02;5.19
8776;Stadsgewest: Groningen;Visite, logeren;1995/1996;;;0.47;9.21;12.2
8777;Stadsgewest: Groningen;Visite, logeren;1996/1997;;;0.48;8.79;12.42
8778;Stadsgewest: Groningen;Visite, logeren;1997/1998;;;0.49;8.25;12.19
8779;Stadsgewest: Groningen;Visite, logeren;1998/1999;;;0.48;7.86;11.29
8780;Stadsgewest: Groningen;Visite, logeren;1999/2000;;;0.46;8.04;11.26
8781;Stadsgewest: Groningen;Visite, logeren;2000/2001;;;0.49;8.72;12.13
8782;Stadsgewest: Groningen;Visite, logeren;2001/2002;;;0.49;9.31;12.18
8783;Stadsgewest: Groningen;Visite, logeren;2002/2003;;;0.46;8.65;11.5
8784;Stadsgewest: Groningen;Toeren, wandelen;1995/1996;;;;;
8785;Stadsgewest: Groningen;Toeren, wandelen;1996/1997;;;;;
8786;Stadsgewest: Groningen;Toeren, wandelen;1997/1998;;;;;
8787;Stadsgewest: Groningen;Toeren, wandelen;1998/1999;;;;;
8788;Stadsgewest: Groningen;Toeren, wandelen;1999/2000;;;0.26;2.38;8.26
8789;Stadsgewest: Groningen;Toeren, wandelen;2000/2001;;;0.25;2.0;7.36
8790;Stadsgewest: Groningen;Toeren, wandelen;2001/2002;;;0.24;1.78;6.85
8791;Stadsgewest: Groningen;Toeren, wandelen;2002/2003;;;0.23;2.34;6.97
8792;Stadsgewest: Groningen;Sociaal recreatief overig;1995/1996;;;;;
8793;Stadsgewest: Groningen;Sociaal recreatief overig;1996/1997;;;;;
8794;Stadsgewest: Groningen;Sociaal recreatief overig;1997/1998;;;;;
8795;Stadsgewest: Groningen;Sociaal recreatief overig;1998/1999;;;;;
8796;Stadsgewest: Groningen;Sociaal recreatief overig;1999/2000;;;0.42;3.48;7.14
8797;Stadsgewest: Groningen;Sociaal recreatief overig;2000/2001;;;0.39;3.18;6.45
8798;Stadsgewest: Groningen;Sociaal recreatief overig;2001/2002;;;0.36;2.77;5.78
8799;Stadsgewest: Groningen;Sociaal recreatief overig;2002/2003;;;0.37;3.62;6.66
8800;Stadsgewest: Groningen;Recreatief;1995/1996;;;0.7;6.3;15.98
8801;Stadsgewest: Groningen;Recreatief;1996/1997;;;0.71;5.95;15.85
8802;Stadsgewest: Groningen;Recreatief;1997/1998;;;0.65;6.05;14.58
8803;Stadsgewest: Groningen;Recreatief;1998/1999;;;0.65;5.88;14.56
8804;Stadsgewest: Groningen;Recreatief;1999/2000;;;0.68;5.86;15.4
8805;Stadsgewest: Groningen;Recreatief;2000/2001;;;0.64;5.18;13.81
8806;Stadsgewest: Groningen;Recreatief;2001/2002;;;0.61;4.55;12.63
8807;Stadsgewest: Groningen;Recreatief;2002/2003;;;0.6;5.95;13.63
8808;Stadsgewest: Groningen;Overige motieven;1995/1996;;;0.46;4.8;8.21
8809;Stadsgewest: Groningen;Overige motieven;1996/1997;;;0.47;4.7;8.15
8810;Stadsgewest: Groningen;Overige motieven;1997/1998;;;0.48;5.06;8.67
8811;Stadsgewest: Groningen;Overige motieven;1998/1999;;;0.5;4.27;8.25
8812;Stadsgewest: Groningen;Overige motieven;1999/2000;;;0.35;2.62;5.02
8813;Stadsgewest: Groningen;Overige motieven;2000/2001;;;0.34;2.65;5.15
8814;Stadsgewest: Groningen;Overige motieven;2001/2002;;;0.33;3.28;5.38
8815;Stadsgewest: Groningen;Overige motieven;2002/2003;;;0.32;3.49;5.25
8816;Stadsgewest: Leeuwarden;1;1995/1996;152766.0;3411.0;3.24;32.73;64.01
8817;Stadsgewest: Leeuwarden;1;1996/1997;153351.0;3173.0;3.24;32.48;64.26
8818;Stadsgewest: Leeuwarden;1;1997/1998;153700.0;2906.0;3.15;32.06;61.44
8819;Stadsgewest: Leeuwarden;1;1998/1999;154234.0;2806.0;3.16;30.2;58.98
8820;Stadsgewest: Leeuwarden;1;1999/2000;154514.0;2892.0;3.22;30.16;59.45
8821;Stadsgewest: Leeuwarden;1;2000/2001;155547.0;2762.0;3.11;32.0;59.35
8822;Stadsgewest: Leeuwarden;1;2001/2002;157246.0;2227.0;3.12;31.55;58.76
8823;Stadsgewest: Leeuwarden;1;2002/2003;158250.0;1701.0;3.23;33.53;61.25
8824;Stadsgewest: Leeuwarden;2;1995/1996;;;0.84;14.32;18.98
8825;Stadsgewest: Leeuwarden;2;1996/1997;;;0.85;14.24;19.19
8826;Stadsgewest: Leeuwarden;2;1997/1998;;;0.88;13.89;18.77
8827;Stadsgewest: Leeuwarden;2;1998/1999;;;0.94;13.84;18.7
8828;Stadsgewest: Leeuwarden;2;1999/2000;;;0.93;14.55;19.48
8829;Stadsgewest: Leeuwarden;2;2000/2001;;;0.9;15.72;20.51
8830;Stadsgewest: Leeuwarden;2;2001/2002;;;0.92;15.82;20.08
8831;Stadsgewest: Leeuwarden;2;2002/2003;;;0.91;14.81;18.55
8832;Stadsgewest: Leeuwarden;3;1995/1996;;;0.44;9.08;11.82
8833;Stadsgewest: Leeuwarden;3;1996/1997;;;0.44;8.92;11.53
8834;Stadsgewest: Leeuwarden;3;1997/1998;;;0.45;9.23;11.06
8835;Stadsgewest: Leeuwarden;3;1998/1999;;;0.46;7.78;9.98
8836;Stadsgewest: Leeuwarden;3;1999/2000;;;0.47;7.71;10.16
8837;Stadsgewest: Leeuwarden;3;2000/2001;;;0.47;8.94;11.27
8838;Stadsgewest: Leeuwarden;3;2001/2002;;;0.47;7.97;10.55
8839;Stadsgewest: Leeuwarden;3;2002/2003;;;0.52;8.92;11.14
8840;Stadsgewest: Leeuwarden;4;1995/1996;;;0.03;2.63;3.68
8841;Stadsgewest: Leeuwarden;4;1996/1997;;;0.04;2.98;4.16
8842;Stadsgewest: Leeuwarden;4;1997/1998;;;0.04;3.21;4.13
8843;Stadsgewest: Leeuwarden;4;1998/1999;;;0.03;2.8;3.34
8844;Stadsgewest: Leeuwarden;4;1999/2000;;;0.03;2.07;2.66
8845;Stadsgewest: Leeuwarden;4;2000/2001;;;0.03;2.15;2.97
8846;Stadsgewest: Leeuwarden;4;2001/2002;;;0.04;2.85;3.78
8847;Stadsgewest: Leeuwarden;4;2002/2003;;;0.06;3.9;5.28
8848;Stadsgewest: Leeuwarden;5;1995/1996;;;0.1;1.57;3.9
8849;Stadsgewest: Leeuwarden;5;1996/1997;;;0.07;1.24;3.12
8850;Stadsgewest: Leeuwarden;5;1997/1998;;;0.08;1.27;3.18
8851;Stadsgewest: Leeuwarden;5;1998/1999;;;0.07;1.13;2.77
8852;Stadsgewest: Leeuwarden;5;1999/2000;;;0.07;1.16;2.89
8853;Stadsgewest: Leeuwarden;5;2000/2001;;;0.06;1.2;2.7
8854;Stadsgewest: Leeuwarden;5;2001/2002;;;0.06;1.02;2.58
8855;Stadsgewest: Leeuwarden;5;2002/2003;;;0.05;1.07;2.95
8856;Stadsgewest: Leeuwarden;6;1995/1996;;;0.03;0.19;0.5
8857;Stadsgewest: Leeuwarden;6;1996/1997;;;0.03;0.21;0.51
8858;Stadsgewest: Leeuwarden;6;1997/1998;;;0.02;0.14;0.29
8859;Stadsgewest: Leeuwarden;6;1998/1999;;;0.02;0.14;0.38
8860;Stadsgewest: Leeuwarden;6;1999/2000;;;0.02;0.12;0.35
8861;Stadsgewest: Leeuwarden;6;2000/2001;;;0.02;0.09;0.25
8862;Stadsgewest: Leeuwarden;6;2001/2002;;;0.02;0.08;0.22
8863;Stadsgewest: Leeuwarden;6;2002/2003;;;0.02;0.09;0.26
8864;Stadsgewest: Leeuwarden;7;1995/1996;;;1.08;3.15;14.77
8865;Stadsgewest: Leeuwarden;7;1996/1997;;;1.09;3.12;14.6
8866;Stadsgewest: Leeuwarden;7;1997/1998;;;1.02;2.88;13.88
8867;Stadsgewest: Leeuwarden;7;1998/1999;;;1.05;2.87;14.82
8868;Stadsgewest: Leeuwarden;7;1999/2000;;;1.08;3.0;15.07
8869;Stadsgewest: Leeuwarden;7;2000/2001;;;1.0;2.83;13.59
8870;Stadsgewest: Leeuwarden;7;2001/2002;;;0.97;2.79;13.69
8871;Stadsgewest: Leeuwarden;7;2002/2003;;;1.03;3.24;15.18
8872;Stadsgewest: Leeuwarden;8;1995/1996;;;0.67;0.69;8.78
8873;Stadsgewest: Leeuwarden;8;1996/1997;;;0.69;0.74;9.13
8874;Stadsgewest: Leeuwarden;8;1997/1998;;;0.63;0.67;8.23
8875;Stadsgewest: Leeuwarden;8;1998/1999;;;0.54;0.54;7.15
8876;Stadsgewest: Leeuwarden;8;1999/2000;;;0.57;0.56;7.45
8877;Stadsgewest: Leeuwarden;8;2000/2001;;;0.59;0.54;7.1
8878;Stadsgewest: Leeuwarden;8;2001/2002;;;0.59;0.54;6.95
8879;Stadsgewest: Leeuwarden;8;2002/2003;;;0.61;0.55;6.69
8880;Stadsgewest: Leeuwarden;9;1995/1996;;;0.04;1.11;1.59
8881;Stadsgewest: Leeuwarden;9;1996/1997;;;0.04;1.02;2.01
8882;Stadsgewest: Leeuwarden;9;1997/1998;;;0.03;0.78;1.9
8883;Stadsgewest: Leeuwarden;9;1998/1999;;;0.04;1.09;1.84
8884;Stadsgewest: Leeuwarden;9;1999/2000;;;0.04;0.99;1.38
8885;Stadsgewest: Leeuwarden;9;2000/2001;;;0.03;0.52;0.95
8886;Stadsgewest: Leeuwarden;9;2001/2002;;;0.03;0.48;0.92
8887;Stadsgewest: Leeuwarden;9;2002/2003;;;0.03;0.96;1.21
8888;Stadsgewest: Leeuwarden;Van en naar het werk;1995/1996;;;0.5;6.07;10.25
8889;Stadsgewest: Leeuwarden;Van en naar het werk;1996/1997;;;0.5;5.88;9.87
8890;Stadsgewest: Leeuwarden;Van en naar het werk;1997/1998;;;0.5;6.28;10.2
8891;Stadsgewest: Leeuwarden;Van en naar het werk;1998/1999;;;0.54;7.18;11.39
8892;Stadsgewest: Leeuwarden;Van en naar het werk;1999/2000;;;0.51;7.29;11.14
8893;Stadsgewest: Leeuwarden;Van en naar het werk;2000/2001;;;0.47;6.62;10.51
8894;Stadsgewest: Leeuwarden;Van en naar het werk;2001/2002;;;0.51;6.92;10.84
8895;Stadsgewest: Leeuwarden;Van en naar het werk;2002/2003;;;0.5;6.8;10.3
8896;Stadsgewest: Leeuwarden;Zakelijk bezoek in werksfeer;1995/1996;;;0.11;2.91;3.99
8897;Stadsgewest: Leeuwarden;Zakelijk bezoek in werksfeer;1996/1997;;;0.1;2.78;3.67
8898;Stadsgewest: Leeuwarden;Zakelijk bezoek in werksfeer;1997/1998;;;0.11;2.51;3.59
8899;Stadsgewest: Leeuwarden;Zakelijk bezoek in werksfeer;1998/1999;;;0.1;2.05;3.17
8900;Stadsgewest: Leeuwarden;Zakelijk bezoek in werksfeer;1999/2000;;;0.11;2.47;3.23
8901;Stadsgewest: Leeuwarden;Zakelijk bezoek in werksfeer;2000/2001;;;0.1;2.84;3.55
8902;Stadsgewest: Leeuwarden;Zakelijk bezoek in werksfeer;2001/2002;;;0.09;2.82;3.53
8903;Stadsgewest: Leeuwarden;Zakelijk bezoek in werksfeer;2002/2003;;;0.1;3.07;3.83
8904;Stadsgewest: Leeuwarden;Diensten/ persoonlijke verzorging;1995/1996;;;;;
8905;Stadsgewest: Leeuwarden;Diensten/ persoonlijke verzorging;1996/1997;;;;;
8906;Stadsgewest: Leeuwarden;Diensten/ persoonlijke verzorging;1997/1998;;;;;
8907;Stadsgewest: Leeuwarden;Diensten/ persoonlijke verzorging;1998/1999;;;;;
8908;Stadsgewest: Leeuwarden;Diensten/ persoonlijke verzorging;1999/2000;;;0.17;1.11;2.42
8909;Stadsgewest: Leeuwarden;Diensten/ persoonlijke verzorging;2000/2001;;;0.15;0.76;1.93
8910;Stadsgewest: Leeuwarden;Diensten/ persoonlijke verzorging;2001/2002;;;0.16;1.12;2.38
8911;Stadsgewest: Leeuwarden;Diensten/ persoonlijke verzorging;2002/2003;;;0.15;1.23;2.23
8912;Stadsgewest: Leeuwarden;Winkelen, boodschappen doen;1995/1996;;;0.7;3.03;9.15
8913;Stadsgewest: Leeuwarden;Winkelen, boodschappen doen;1996/1997;;;0.74;3.55;10.37
8914;Stadsgewest: Leeuwarden;Winkelen, boodschappen doen;1997/1998;;;0.72;3.45;9.69
8915;Stadsgewest: Leeuwarden;Winkelen, boodschappen doen;1998/1999;;;0.67;3.06;8.27
8916;Stadsgewest: Leeuwarden;Winkelen, boodschappen doen;1999/2000;;;0.66;2.7;7.76
8917;Stadsgewest: Leeuwarden;Winkelen, boodschappen doen;2000/2001;;;0.64;2.83;7.64
8918;Stadsgewest: Leeuwarden;Winkelen, boodschappen doen;2001/2002;;;0.63;2.95;7.72
8919;Stadsgewest: Leeuwarden;Winkelen, boodschappen doen;2002/2003;;;0.67;2.68;7.62
8920;Stadsgewest: Leeuwarden;Onderwijs, cursus volgen;1995/1996;;;0.32;2.11;5.86
8921;Stadsgewest: Leeuwarden;Onderwijs, cursus volgen;1996/1997;;;0.31;1.78;5.11
8922;Stadsgewest: Leeuwarden;Onderwijs, cursus volgen;1997/1998;;;0.28;1.66;4.53
8923;Stadsgewest: Leeuwarden;Onderwijs, cursus volgen;1998/1999;;;0.3;1.82;5.08
8924;Stadsgewest: Leeuwarden;Onderwijs, cursus volgen;1999/2000;;;0.31;1.77;5.36
8925;Stadsgewest: Leeuwarden;Onderwijs, cursus volgen;2000/2001;;;0.29;1.88;5.16
8926;Stadsgewest: Leeuwarden;Onderwijs, cursus volgen;2001/2002;;;0.26;1.68;4.56
8927;Stadsgewest: Leeuwarden;Onderwijs, cursus volgen;2002/2003;;;0.25;2.1;4.91
8928;Stadsgewest: Leeuwarden;Visite, logeren;1995/1996;;;0.47;8.33;11.15
8929;Stadsgewest: Leeuwarden;Visite, logeren;1996/1997;;;0.46;7.49;10.67
8930;Stadsgewest: Leeuwarden;Visite, logeren;1997/1998;;;0.43;7.54;10.35
8931;Stadsgewest: Leeuwarden;Visite, logeren;1998/1999;;;0.44;6.64;9.7
8932;Stadsgewest: Leeuwarden;Visite, logeren;1999/2000;;;0.46;6.38;10.11
8933;Stadsgewest: Leeuwarden;Visite, logeren;2000/2001;;;0.44;7.2;10.33
8934;Stadsgewest: Leeuwarden;Visite, logeren;2001/2002;;;0.48;7.15;10.1
8935;Stadsgewest: Leeuwarden;Visite, logeren;2002/2003;;;0.58;8.08;11.7
8936;Stadsgewest: Leeuwarden;Toeren, wandelen;1995/1996;;;;;
8937;Stadsgewest: Leeuwarden;Toeren, wandelen;1996/1997;;;;;
8938;Stadsgewest: Leeuwarden;Toeren, wandelen;1997/1998;;;;;
8939;Stadsgewest: Leeuwarden;Toeren, wandelen;1998/1999;;;;;
8940;Stadsgewest: Leeuwarden;Toeren, wandelen;1999/2000;;;0.27;2.63;8.08
8941;Stadsgewest: Leeuwarden;Toeren, wandelen;2000/2001;;;0.26;3.11;8.22
8942;Stadsgewest: Leeuwarden;Toeren, wandelen;2001/2002;;;0.28;2.48;8.24
8943;Stadsgewest: Leeuwarden;Toeren, wandelen;2002/2003;;;0.29;3.3;9.53
8944;Stadsgewest: Leeuwarden;Sociaal recreatief overig;1995/1996;;;;;
8945;Stadsgewest: Leeuwarden;Sociaal recreatief overig;1996/1997;;;;;
8946;Stadsgewest: Leeuwarden;Sociaal recreatief overig;1997/1998;;;;;
8947;Stadsgewest: Leeuwarden;Sociaal recreatief overig;1998/1999;;;;;
8948;Stadsgewest: Leeuwarden;Sociaal recreatief overig;1999/2000;;;0.4;3.38;6.35
8949;Stadsgewest: Leeuwarden;Sociaal recreatief overig;2000/2001;;;0.4;3.17;6.23
8950;Stadsgewest: Leeuwarden;Sociaal recreatief overig;2001/2002;;;0.34;3.06;5.58
8951;Stadsgewest: Leeuwarden;Sociaal recreatief overig;2002/2003;;;0.35;3.11;5.93
8952;Stadsgewest: Leeuwarden;Recreatief;1995/1996;;;0.68;6.23;15.66
8953;Stadsgewest: Leeuwarden;Recreatief;1996/1997;;;0.69;6.63;16.41
8954;Stadsgewest: Leeuwarden;Recreatief;1997/1998;;;0.68;6.36;15.5
8955;Stadsgewest: Leeuwarden;Recreatief;1998/1999;;;0.65;5.73;13.91
8956;Stadsgewest: Leeuwarden;Recreatief;1999/2000;;;0.67;6.0;14.43
8957;Stadsgewest: Leeuwarden;Recreatief;2000/2001;;;0.66;6.28;14.45
8958;Stadsgewest: Leeuwarden;Recreatief;2001/2002;;;0.62;5.53;13.83
8959;Stadsgewest: Leeuwarden;Recreatief;2002/2003;;;0.65;6.41;15.46
8960;Stadsgewest: Leeuwarden;Overige motieven;1995/1996;;;0.45;4.05;7.95
8961;Stadsgewest: Leeuwarden;Overige motieven;1996/1997;;;0.45;4.37;8.16
8962;Stadsgewest: Leeuwarden;Overige motieven;1997/1998;;;0.44;4.26;7.58
8963;Stadsgewest: Leeuwarden;Overige motieven;1998/1999;;;0.46;3.71;7.47
8964;Stadsgewest: Leeuwarden;Overige motieven;1999/2000;;;0.34;2.44;4.99
8965;Stadsgewest: Leeuwarden;Overige motieven;2000/2001;;;0.37;3.59;5.78
8966;Stadsgewest: Leeuwarden;Overige motieven;2001/2002;;;0.37;3.39;5.82
8967;Stadsgewest: Leeuwarden;Overige motieven;2002/2003;;;0.33;3.17;5.21
8968;Stadsgewest: Zwolle;1;1995/1996;162716.0;3840.0;3.21;34.47;60.28
8969;Stadsgewest: Zwolle;1;1996/1997;165345.0;3644.0;3.26;37.36;63.29
8970;Stadsgewest: Zwolle;1;1997/1998;166027.0;3473.0;3.25;36.13;63.06
8971;Stadsgewest: Zwolle;1;1998/1999;167752.0;3322.0;3.2;34.22;61.86
8972;Stadsgewest: Zwolle;1;1999/2000;169285.0;3405.0;3.21;34.56;61.13
8973;Stadsgewest: Zwolle;1;2000/2001;162970.0;3094.0;3.25;32.86;59.05
8974;Stadsgewest: Zwolle;1;2001/2002;164751.0;2611.0;3.31;34.53;59.95
8975;Stadsgewest: Zwolle;1;2002/2003;166194.0;2024.0;3.23;34.24;58.95
8976;Stadsgewest: Zwolle;2;1995/1996;;;0.9;15.08;18.99
8977;Stadsgewest: Zwolle;2;1996/1997;;;0.92;16.31;20.3
8978;Stadsgewest: Zwolle;2;1997/1998;;;0.94;16.05;20.33
8979;Stadsgewest: Zwolle;2;1998/1999;;;0.96;16.04;20.71
8980;Stadsgewest: Zwolle;2;1999/2000;;;0.96;16.83;20.87
8981;Stadsgewest: Zwolle;2;2000/2001;;;0.94;16.3;20.05
8982;Stadsgewest: Zwolle;2;2001/2002;;;0.98;17.1;20.82
8983;Stadsgewest: Zwolle;2;2002/2003;;;0.95;16.46;19.77
8984;Stadsgewest: Zwolle;3;1995/1996;;;0.51;10.42;12.05
8985;Stadsgewest: Zwolle;3;1996/1997;;;0.54;11.47;12.93
8986;Stadsgewest: Zwolle;3;1997/1998;;;0.52;10.44;12.54
8987;Stadsgewest: Zwolle;3;1998/1999;;;0.47;9.0;11.57
8988;Stadsgewest: Zwolle;3;1999/2000;;;0.48;8.86;11.33
8989;Stadsgewest: Zwolle;3;2000/2001;;;0.51;8.4;10.8
8990;Stadsgewest: Zwolle;3;2001/2002;;;0.54;9.16;10.94
8991;Stadsgewest: Zwolle;3;2002/2003;;;0.51;9.28;10.47
8992;Stadsgewest: Zwolle;4;1995/1996;;;0.05;3.47;4.94
8993;Stadsgewest: Zwolle;4;1996/1997;;;0.06;4.3;5.76
8994;Stadsgewest: Zwolle;4;1997/1998;;;0.06;4.14;5.15
8995;Stadsgewest: Zwolle;4;1998/1999;;;0.05;3.55;4.72
8996;Stadsgewest: Zwolle;4;1999/2000;;;0.05;3.22;4.57
8997;Stadsgewest: Zwolle;4;2000/2001;;;0.04;2.56;3.62
8998;Stadsgewest: Zwolle;4;2001/2002;;;0.04;3.01;4.18
8999;Stadsgewest: Zwolle;4;2002/2003;;;0.05;3.54;5.17
9000;Stadsgewest: Zwolle;5;1995/1996;;;0.07;0.92;2.29
9001;Stadsgewest: Zwolle;5;1996/1997;;;0.06;0.87;2.1
9002;Stadsgewest: Zwolle;5;1997/1998;;;0.06;0.84;2.04
9003;Stadsgewest: Zwolle;5;1998/1999;;;0.05;0.91;1.79
9004;Stadsgewest: Zwolle;5;1999/2000;;;0.04;0.93;1.62
9005;Stadsgewest: Zwolle;5;2000/2001;;;0.03;0.74;1.29
9006;Stadsgewest: Zwolle;5;2001/2002;;;0.02;0.5;0.95
9007;Stadsgewest: Zwolle;5;2002/2003;;;0.02;0.38;0.71
9008;Stadsgewest: Zwolle;6;1995/1996;;;0.03;0.21;0.5
9009;Stadsgewest: Zwolle;6;1996/1997;;;0.03;0.17;0.47
9010;Stadsgewest: Zwolle;6;1997/1998;;;0.03;0.12;0.39
9011;Stadsgewest: Zwolle;6;1998/1999;;;0.04;0.18;0.58
9012;Stadsgewest: Zwolle;6;1999/2000;;;0.05;0.23;0.82
9013;Stadsgewest: Zwolle;6;2000/2001;;;0.04;0.19;0.65
9014;Stadsgewest: Zwolle;6;2001/2002;;;0.02;0.16;0.42
9015;Stadsgewest: Zwolle;6;2002/2003;;;0.03;0.18;0.46
9016;Stadsgewest: Zwolle;7;1995/1996;;;1.08;3.05;13.85
9017;Stadsgewest: Zwolle;7;1996/1997;;;1.04;2.97;13.48
9018;Stadsgewest: Zwolle;7;1997/1998;;;1.07;3.18;14.24
9019;Stadsgewest: Zwolle;7;1998/1999;;;1.09;3.27;14.71
9020;Stadsgewest: Zwolle;7;1999/2000;;;1.13;3.29;14.87
9021;Stadsgewest: Zwolle;7;2000/2001;;;1.14;3.2;14.87
9022;Stadsgewest: Zwolle;7;2001/2002;;;1.1;3.17;14.68
9023;Stadsgewest: Zwolle;7;2002/2003;;;1.17;3.35;15.59
9024;Stadsgewest: Zwolle;8;1995/1996;;;0.54;0.5;6.15
9025;Stadsgewest: Zwolle;8;1996/1997;;;0.56;0.56;6.87
9026;Stadsgewest: Zwolle;8;1997/1998;;;0.54;0.55;6.92
9027;Stadsgewest: Zwolle;8;1998/1999;;;0.5;0.52;6.44
9028;Stadsgewest: Zwolle;8;1999/2000;;;0.45;0.45;5.51
9029;Stadsgewest: Zwolle;8;2000/2001;;;0.5;0.46;5.68
9030;Stadsgewest: Zwolle;8;2001/2002;;;0.54;0.51;6.13
9031;Stadsgewest: Zwolle;8;2002/2003;;;0.45;0.45;5.61
9032;Stadsgewest: Zwolle;9;1995/1996;;;0.04;0.81;1.51
9033;Stadsgewest: Zwolle;9;1996/1997;;;0.05;0.71;1.39
9034;Stadsgewest: Zwolle;9;1997/1998;;;0.04;0.81;1.44
9035;Stadsgewest: Zwolle;9;1998/1999;;;0.05;0.75;1.35
9036;Stadsgewest: Zwolle;9;1999/2000;;;0.05;0.75;1.54
9037;Stadsgewest: Zwolle;9;2000/2001;;;0.05;1.02;2.1
9038;Stadsgewest: Zwolle;9;2001/2002;;;0.05;0.92;1.84
9039;Stadsgewest: Zwolle;9;2002/2003;;;0.05;0.61;1.16
9040;Stadsgewest: Zwolle;Van en naar het werk;1995/1996;;;0.52;8.49;11.53
9041;Stadsgewest: Zwolle;Van en naar het werk;1996/1997;;;0.51;8.81;11.95
9042;Stadsgewest: Zwolle;Van en naar het werk;1997/1998;;;0.48;8.04;11.02
9043;Stadsgewest: Zwolle;Van en naar het werk;1998/1999;;;0.51;7.8;11.67
9044;Stadsgewest: Zwolle;Van en naar het werk;1999/2000;;;0.54;8.85;12.82
