ID;AfzetEnInvoer;ProductenVolgensPRODCOMLijst;Perioden;PrijsindexcijfersExclusiefAccijns_1;MaandOpMaandOntwikkeling_2;JaarOpJaarOntwikkeling_3
412;Totale afzet;051 Steenkool;2005 oktober;;;
413;Totale afzet;051 Steenkool;2005 november;;;
414;Totale afzet;051 Steenkool;2005 december;;;
415;Totale afzet;051 Steenkool;2005;;;
416;Totale afzet;051 Steenkool;2006 januari;;;
417;Totale afzet;051 Steenkool;2006 februari;;;
418;Totale afzet;051 Steenkool;2006 maart;;;
419;Totale afzet;051 Steenkool;2006 april;;;
420;Totale afzet;051 Steenkool;2006 mei;;;
421;Totale afzet;051 Steenkool;2006 juni;;;
422;Totale afzet;051 Steenkool;2006 juli;;;
423;Totale afzet;051 Steenkool;2006 augustus;;;
424;Totale afzet;051 Steenkool;2006 september;;;
425;Totale afzet;051 Steenkool;2006 oktober;;;
426;Totale afzet;051 Steenkool;2006 november;;;
427;Totale afzet;051 Steenkool;2006 december;;;
428;Totale afzet;051 Steenkool;2006;;;
429;Totale afzet;051 Steenkool;2007 januari;;;
430;Totale afzet;051 Steenkool;2007 februari;;;
431;Totale afzet;051 Steenkool;2007 maart;;;
432;Totale afzet;051 Steenkool;2007 april;;;
433;Totale afzet;051 Steenkool;2007 mei;;;
434;Totale afzet;051 Steenkool;2007 juni;;;
435;Totale afzet;051 Steenkool;2007 juli;;;
436;Totale afzet;051 Steenkool;2007 augustus;;;
437;Totale afzet;051 Steenkool;2007 september;;;
438;Totale afzet;051 Steenkool;2007 oktober;;;
439;Totale afzet;051 Steenkool;2007 november;;;
440;Totale afzet;051 Steenkool;2007 december;;;
441;Totale afzet;051 Steenkool;2007;;;
442;Totale afzet;051 Steenkool;2008 januari;;;
443;Totale afzet;051 Steenkool;2008 februari;;;
444;Totale afzet;051 Steenkool;2008 maart;;;
445;Totale afzet;051 Steenkool;2008 april;;;
446;Totale afzet;051 Steenkool;2008 mei;;;
447;Totale afzet;051 Steenkool;2008 juni;;;
448;Totale afzet;051 Steenkool;2008 juli;;;
449;Totale afzet;051 Steenkool;2008 augustus;;;
450;Totale afzet;051 Steenkool;2008 september;;;
451;Totale afzet;051 Steenkool;2008 oktober;;;
452;Totale afzet;051 Steenkool;2008 november;;;
453;Totale afzet;051 Steenkool;2008 december;;;
454;Totale afzet;051 Steenkool;2008;;;
455;Totale afzet;051 Steenkool;2009 januari;;;
456;Totale afzet;051 Steenkool;2009 februari;;;
457;Totale afzet;051 Steenkool;2009 maart;;;
458;Totale afzet;051 Steenkool;2009 april;;;
459;Totale afzet;051 Steenkool;2009 mei;;;
460;Totale afzet;051 Steenkool;2009 juni;;;
461;Totale afzet;051 Steenkool;2009 juli;;;
462;Totale afzet;051 Steenkool;2009 augustus;;;
463;Totale afzet;051 Steenkool;2009 september;;;
464;Totale afzet;051 Steenkool;2009 oktober;;;
465;Totale afzet;051 Steenkool;2009 november;;;
466;Totale afzet;051 Steenkool;2009 december;;;
467;Totale afzet;051 Steenkool;2009;;;
468;Totale afzet;051 Steenkool;2010 januari;;;
469;Totale afzet;051 Steenkool;2010 februari;;;
470;Totale afzet;051 Steenkool;2010 maart;;;
471;Totale afzet;051 Steenkool;2010 april;;;
472;Totale afzet;051 Steenkool;2010 mei;;;
473;Totale afzet;051 Steenkool;2010 juni;;;
474;Totale afzet;051 Steenkool;2010 juli;;;
475;Totale afzet;051 Steenkool;2010 augustus;;;
476;Totale afzet;051 Steenkool;2010 september;;;
477;Totale afzet;051 Steenkool;2010 oktober;;;
478;Totale afzet;051 Steenkool;2010 november;;;
479;Totale afzet;051 Steenkool;2010 december;;;
480;Totale afzet;051 Steenkool;2010;;;
481;Totale afzet;051 Steenkool;2011 januari;;;
482;Totale afzet;051 Steenkool;2011 februari;;;
483;Totale afzet;051 Steenkool;2011 maart;;;
484;Totale afzet;051 Steenkool;2011 april;;;
485;Totale afzet;051 Steenkool;2011 mei;;;
486;Totale afzet;051 Steenkool;2011 juni;;;
487;Totale afzet;051 Steenkool;2011 juli;;;
488;Totale afzet;051 Steenkool;2011 augustus;;;
489;Totale afzet;051 Steenkool;2011 september;;;
490;Totale afzet;051 Steenkool;2011 oktober;;;
491;Totale afzet;051 Steenkool;2011 november;;;
492;Totale afzet;051 Steenkool;2011 december;;;
493;Totale afzet;051 Steenkool;2011;;;
494;Totale afzet;051 Steenkool;2012 januari;;;
495;Totale afzet;051 Steenkool;2012 februari;;;
496;Totale afzet;051 Steenkool;2012 maart;;;
497;Totale afzet;051 Steenkool;2012 april;;;
498;Totale afzet;051 Steenkool;2012 mei;;;
499;Totale afzet;051 Steenkool;2012 juni;;;
500;Totale afzet;051 Steenkool;2012 juli;;;
501;Totale afzet;051 Steenkool;2012 augustus;;;
502;Totale afzet;051 Steenkool;2012 september;;;
503;Totale afzet;051 Steenkool;2012 oktober;;;
504;Totale afzet;051 Steenkool;2012 november;;;
505;Totale afzet;051 Steenkool;2012 december;;;
506;Totale afzet;051 Steenkool;2012;;;
507;Totale afzet;052 Bruinkool;2000 januari;;;
508;Totale afzet;052 Bruinkool;2000 februari;;;
509;Totale afzet;052 Bruinkool;2000 maart;;;
510;Totale afzet;052 Bruinkool;2000 april;;;
511;Totale afzet;052 Bruinkool;2000 mei;;;
512;Totale afzet;052 Bruinkool;2000 juni;;;
513;Totale afzet;052 Bruinkool;2000 juli;;;
514;Totale afzet;052 Bruinkool;2000 augustus;;;
515;Totale afzet;052 Bruinkool;2000 september;;;
516;Totale afzet;052 Bruinkool;2000 oktober;;;
517;Totale afzet;052 Bruinkool;2000 november;;;
518;Totale afzet;052 Bruinkool;2000 december;;;
519;Totale afzet;052 Bruinkool;2000;;;
520;Totale afzet;052 Bruinkool;2001 januari;;;
521;Totale afzet;052 Bruinkool;2001 februari;;;
522;Totale afzet;052 Bruinkool;2001 maart;;;
523;Totale afzet;052 Bruinkool;2001 april;;;
524;Totale afzet;052 Bruinkool;2001 mei;;;
525;Totale afzet;052 Bruinkool;2001 juni;;;
526;Totale afzet;052 Bruinkool;2001 juli;;;
527;Totale afzet;052 Bruinkool;2001 augustus;;;
528;Totale afzet;052 Bruinkool;2001 september;;;
529;Totale afzet;052 Bruinkool;2001 oktober;;;
530;Totale afzet;052 Bruinkool;2001 november;;;
531;Totale afzet;052 Bruinkool;2001 december;;;
532;Totale afzet;052 Bruinkool;2001;;;
533;Totale afzet;052 Bruinkool;2002 januari;;;
534;Totale afzet;052 Bruinkool;2002 februari;;;
535;Totale afzet;052 Bruinkool;2002 maart;;;
536;Totale afzet;052 Bruinkool;2002 april;;;
537;Totale afzet;052 Bruinkool;2002 mei;;;
538;Totale afzet;052 Bruinkool;2002 juni;;;
539;Totale afzet;052 Bruinkool;2002 juli;;;
540;Totale afzet;052 Bruinkool;2002 augustus;;;
541;Totale afzet;052 Bruinkool;2002 september;;;
542;Totale afzet;052 Bruinkool;2002 oktober;;;
543;Totale afzet;052 Bruinkool;2002 november;;;
544;Totale afzet;052 Bruinkool;2002 december;;;
545;Totale afzet;052 Bruinkool;2002;;;
546;Totale afzet;052 Bruinkool;2003 januari;;;
547;Totale afzet;052 Bruinkool;2003 februari;;;
548;Totale afzet;052 Bruinkool;2003 maart;;;
549;Totale afzet;052 Bruinkool;2003 april;;;
550;Totale afzet;052 Bruinkool;2003 mei;;;
551;Totale afzet;052 Bruinkool;2003 juni;;;
552;Totale afzet;052 Bruinkool;2003 juli;;;
553;Totale afzet;052 Bruinkool;2003 augustus;;;
554;Totale afzet;052 Bruinkool;2003 september;;;
555;Totale afzet;052 Bruinkool;2003 oktober;;;
556;Totale afzet;052 Bruinkool;2003 november;;;
557;Totale afzet;052 Bruinkool;2003 december;;;
558;Totale afzet;052 Bruinkool;2003;;;
559;Totale afzet;052 Bruinkool;2004 januari;;;
560;Totale afzet;052 Bruinkool;2004 februari;;;
561;Totale afzet;052 Bruinkool;2004 maart;;;
562;Totale afzet;052 Bruinkool;2004 april;;;
563;Totale afzet;052 Bruinkool;2004 mei;;;
564;Totale afzet;052 Bruinkool;2004 juni;;;
565;Totale afzet;052 Bruinkool;2004 juli;;;
566;Totale afzet;052 Bruinkool;2004 augustus;;;
567;Totale afzet;052 Bruinkool;2004 september;;;
568;Totale afzet;052 Bruinkool;2004 oktober;;;
569;Totale afzet;052 Bruinkool;2004 november;;;
570;Totale afzet;052 Bruinkool;2004 december;;;
571;Totale afzet;052 Bruinkool;2004;;;
572;Totale afzet;052 Bruinkool;2005 januari;;;
573;Totale afzet;052 Bruinkool;2005 februari;;;
574;Totale afzet;052 Bruinkool;2005 maart;;;
575;Totale afzet;052 Bruinkool;2005 april;;;
576;Totale afzet;052 Bruinkool;2005 mei;;;
577;Totale afzet;052 Bruinkool;2005 juni;;;
578;Totale afzet;052 Bruinkool;2005 juli;;;
579;Totale afzet;052 Bruinkool;2005 augustus;;;
580;Totale afzet;052 Bruinkool;2005 september;;;
581;Totale afzet;052 Bruinkool;2005 oktober;;;
582;Totale afzet;052 Bruinkool;2005 november;;;
583;Totale afzet;052 Bruinkool;2005 december;;;
584;Totale afzet;052 Bruinkool;2005;;;
585;Totale afzet;052 Bruinkool;2006 januari;;;
586;Totale afzet;052 Bruinkool;2006 februari;;;
587;Totale afzet;052 Bruinkool;2006 maart;;;
588;Totale afzet;052 Bruinkool;2006 april;;;
589;Totale afzet;052 Bruinkool;2006 mei;;;
590;Totale afzet;052 Bruinkool;2006 juni;;;
591;Totale afzet;052 Bruinkool;2006 juli;;;
592;Totale afzet;052 Bruinkool;2006 augustus;;;
593;Totale afzet;052 Bruinkool;2006 september;;;
594;Totale afzet;052 Bruinkool;2006 oktober;;;
595;Totale afzet;052 Bruinkool;2006 november;;;
596;Totale afzet;052 Bruinkool;2006 december;;;
597;Totale afzet;052 Bruinkool;2006;;;
598;Totale afzet;052 Bruinkool;2007 januari;;;
599;Totale afzet;052 Bruinkool;2007 februari;;;
600;Totale afzet;052 Bruinkool;2007 maart;;;
601;Totale afzet;052 Bruinkool;2007 april;;;
602;Totale afzet;052 Bruinkool;2007 mei;;;
603;Totale afzet;052 Bruinkool;2007 juni;;;
604;Totale afzet;052 Bruinkool;2007 juli;;;
605;Totale afzet;052 Bruinkool;2007 augustus;;;
606;Totale afzet;052 Bruinkool;2007 september;;;
607;Totale afzet;052 Bruinkool;2007 oktober;;;
608;Totale afzet;052 Bruinkool;2007 november;;;
609;Totale afzet;052 Bruinkool;2007 december;;;
610;Totale afzet;052 Bruinkool;2007;;;
611;Totale afzet;052 Bruinkool;2008 januari;;;
612;Totale afzet;052 Bruinkool;2008 februari;;;
613;Totale afzet;052 Bruinkool;2008 maart;;;
614;Totale afzet;052 Bruinkool;2008 april;;;
615;Totale afzet;052 Bruinkool;2008 mei;;;
616;Totale afzet;052 Bruinkool;2008 juni;;;
617;Totale afzet;052 Bruinkool;2008 juli;;;
618;Totale afzet;052 Bruinkool;2008 augustus;;;
619;Totale afzet;052 Bruinkool;2008 september;;;
620;Totale afzet;052 Bruinkool;2008 oktober;;;
621;Totale afzet;052 Bruinkool;2008 november;;;
622;Totale afzet;052 Bruinkool;2008 december;;;
623;Totale afzet;052 Bruinkool;2008;;;
624;Totale afzet;052 Bruinkool;2009 januari;;;
625;Totale afzet;052 Bruinkool;2009 februari;;;
626;Totale afzet;052 Bruinkool;2009 maart;;;
627;Totale afzet;052 Bruinkool;2009 april;;;
628;Totale afzet;052 Bruinkool;2009 mei;;;
629;Totale afzet;052 Bruinkool;2009 juni;;;
630;Totale afzet;052 Bruinkool;2009 juli;;;
631;Totale afzet;052 Bruinkool;2009 augustus;;;
632;Totale afzet;052 Bruinkool;2009 september;;;
633;Totale afzet;052 Bruinkool;2009 oktober;;;
634;Totale afzet;052 Bruinkool;2009 november;;;
635;Totale afzet;052 Bruinkool;2009 december;;;
636;Totale afzet;052 Bruinkool;2009;;;
637;Totale afzet;052 Bruinkool;2010 januari;;;
638;Totale afzet;052 Bruinkool;2010 februari;;;
639;Totale afzet;052 Bruinkool;2010 maart;;;
640;Totale afzet;052 Bruinkool;2010 april;;;
641;Totale afzet;052 Bruinkool;2010 mei;;;
642;Totale afzet;052 Bruinkool;2010 juni;;;
643;Totale afzet;052 Bruinkool;2010 juli;;;
644;Totale afzet;052 Bruinkool;2010 augustus;;;
645;Totale afzet;052 Bruinkool;2010 september;;;
646;Totale afzet;052 Bruinkool;2010 oktober;;;
647;Totale afzet;052 Bruinkool;2010 november;;;
648;Totale afzet;052 Bruinkool;2010 december;;;
649;Totale afzet;052 Bruinkool;2010;;;
650;Totale afzet;052 Bruinkool;2011 januari;;;
651;Totale afzet;052 Bruinkool;2011 februari;;;
652;Totale afzet;052 Bruinkool;2011 maart;;;
653;Totale afzet;052 Bruinkool;2011 april;;;
654;Totale afzet;052 Bruinkool;2011 mei;;;
655;Totale afzet;052 Bruinkool;2011 juni;;;
656;Totale afzet;052 Bruinkool;2011 juli;;;
657;Totale afzet;052 Bruinkool;2011 augustus;;;
658;Totale afzet;052 Bruinkool;2011 september;;;
659;Totale afzet;052 Bruinkool;2011 oktober;;;
660;Totale afzet;052 Bruinkool;2011 november;;;
661;Totale afzet;052 Bruinkool;2011 december;;;
662;Totale afzet;052 Bruinkool;2011;;;
663;Totale afzet;052 Bruinkool;2012 januari;;;
664;Totale afzet;052 Bruinkool;2012 februari;;;
665;Totale afzet;052 Bruinkool;2012 maart;;;
666;Totale afzet;052 Bruinkool;2012 april;;;
667;Totale afzet;052 Bruinkool;2012 mei;;;
668;Totale afzet;052 Bruinkool;2012 juni;;;
669;Totale afzet;052 Bruinkool;2012 juli;;;
670;Totale afzet;052 Bruinkool;2012 augustus;;;
671;Totale afzet;052 Bruinkool;2012 september;;;
672;Totale afzet;052 Bruinkool;2012 oktober;;;
673;Totale afzet;052 Bruinkool;2012 november;;;
674;Totale afzet;052 Bruinkool;2012 december;;;
675;Totale afzet;052 Bruinkool;2012;;;
676;Totale afzet;06 Ruwe aardolie en aardgas;2000 januari;54.1;;
677;Totale afzet;06 Ruwe aardolie en aardgas;2000 februari;55.1;1.8;
678;Totale afzet;06 Ruwe aardolie en aardgas;2000 maart;56.0;1.6;
679;Totale afzet;06 Ruwe aardolie en aardgas;2000 april;63.0;12.7;
680;Totale afzet;06 Ruwe aardolie en aardgas;2000 mei;65.9;4.4;
681;Totale afzet;06 Ruwe aardolie en aardgas;2000 juni;66.6;1.2;
682;Totale afzet;06 Ruwe aardolie en aardgas;2000 juli;72.0;8.1;
683;Totale afzet;06 Ruwe aardolie en aardgas;2000 augustus;73.1;1.5;
684;Totale afzet;06 Ruwe aardolie en aardgas;2000 september;73.9;1.1;
685;Totale afzet;06 Ruwe aardolie en aardgas;2000 oktober;76.9;4.1;
686;Totale afzet;06 Ruwe aardolie en aardgas;2000 november;77.4;0.6;
687;Totale afzet;06 Ruwe aardolie en aardgas;2000 december;78.6;1.5;
688;Totale afzet;06 Ruwe aardolie en aardgas;2000;67.7;;
689;Totale afzet;06 Ruwe aardolie en aardgas;2001 januari;82.3;4.8;52.2
690;Totale afzet;06 Ruwe aardolie en aardgas;2001 februari;85.0;3.2;54.4
691;Totale afzet;06 Ruwe aardolie en aardgas;2001 maart;85.0;0.1;52.0
692;Totale afzet;06 Ruwe aardolie en aardgas;2001 april;81.1;-4.6;28.6
693;Totale afzet;06 Ruwe aardolie en aardgas;2001 mei;81.7;0.7;24.0
694;Totale afzet;06 Ruwe aardolie en aardgas;2001 juni;82.7;1.2;24.1
695;Totale afzet;06 Ruwe aardolie en aardgas;2001 juli;81.1;-1.9;12.6
696;Totale afzet;06 Ruwe aardolie en aardgas;2001 augustus;78.1;-3.8;6.8
697;Totale afzet;06 Ruwe aardolie en aardgas;2001 september;76.1;-2.5;2.9
698;Totale afzet;06 Ruwe aardolie en aardgas;2001 oktober;73.8;-3.0;-4.1
699;Totale afzet;06 Ruwe aardolie en aardgas;2001 november;72.3;-2.0;-6.6
700;Totale afzet;06 Ruwe aardolie en aardgas;2001 december;71.3;-1.3;-9.2
701;Totale afzet;06 Ruwe aardolie en aardgas;2001;79.2;;17.0
702;Totale afzet;06 Ruwe aardolie en aardgas;2002 januari;69.1;-3.1;-16.1
703;Totale afzet;06 Ruwe aardolie en aardgas;2002 februari;70.0;1.2;-17.7
704;Totale afzet;06 Ruwe aardolie en aardgas;2002 maart;69.2;-1.1;-18.7
705;Totale afzet;06 Ruwe aardolie en aardgas;2002 april;69.5;0.6;-14.2
706;Totale afzet;06 Ruwe aardolie en aardgas;2002 mei;69.2;-0.5;-15.3
707;Totale afzet;06 Ruwe aardolie en aardgas;2002 juni;67.6;-2.3;-18.2
708;Totale afzet;06 Ruwe aardolie en aardgas;2002 juli;70.7;4.6;-12.8
709;Totale afzet;06 Ruwe aardolie en aardgas;2002 augustus;70.5;-0.3;-9.6
710;Totale afzet;06 Ruwe aardolie en aardgas;2002 september;70.1;-0.7;-7.9
711;Totale afzet;06 Ruwe aardolie en aardgas;2002 oktober;73.3;4.7;-0.6
712;Totale afzet;06 Ruwe aardolie en aardgas;2002 november;74.3;1.3;2.7
713;Totale afzet;06 Ruwe aardolie en aardgas;2002 december;76.5;2.9;7.2
714;Totale afzet;06 Ruwe aardolie en aardgas;2002;70.8;;-10.6
715;Totale afzet;06 Ruwe aardolie en aardgas;2003 januari;79.1;3.5;14.5
716;Totale afzet;06 Ruwe aardolie en aardgas;2003 februari;79.5;0.5;13.7
717;Totale afzet;06 Ruwe aardolie en aardgas;2003 maart;78.9;-0.8;14.1
718;Totale afzet;06 Ruwe aardolie en aardgas;2003 april;80.0;1.4;15.1
719;Totale afzet;06 Ruwe aardolie en aardgas;2003 mei;81.3;1.6;17.5
720;Totale afzet;06 Ruwe aardolie en aardgas;2003 juni;81.7;0.4;20.7
721;Totale afzet;06 Ruwe aardolie en aardgas;2003 juli;73.0;-10.6;3.3
722;Totale afzet;06 Ruwe aardolie en aardgas;2003 augustus;72.3;-1.0;2.6
723;Totale afzet;06 Ruwe aardolie en aardgas;2003 september;71.1;-1.8;1.4
724;Totale afzet;06 Ruwe aardolie en aardgas;2003 oktober;71.2;0.3;-2.8
725;Totale afzet;06 Ruwe aardolie en aardgas;2003 november;71.9;0.9;-3.2
726;Totale afzet;06 Ruwe aardolie en aardgas;2003 december;74.6;3.8;-2.4
727;Totale afzet;06 Ruwe aardolie en aardgas;2003;76.2;;7.6
728;Totale afzet;06 Ruwe aardolie en aardgas;2004 januari;72.9;-2.2;-7.9
729;Totale afzet;06 Ruwe aardolie en aardgas;2004 februari;73.4;0.6;-7.7
730;Totale afzet;06 Ruwe aardolie en aardgas;2004 maart;73.0;-0.6;-7.6
731;Totale afzet;06 Ruwe aardolie en aardgas;2004 april;71.8;-1.7;-10.3
732;Totale afzet;06 Ruwe aardolie en aardgas;2004 mei;71.0;-1.0;-12.6
733;Totale afzet;06 Ruwe aardolie en aardgas;2004 juni;71.7;0.9;-12.2
734;Totale afzet;06 Ruwe aardolie en aardgas;2004 juli;73.0;1.9;0.0
735;Totale afzet;06 Ruwe aardolie en aardgas;2004 augustus;72.6;-0.6;0.3
736;Totale afzet;06 Ruwe aardolie en aardgas;2004 september;73.8;1.7;3.9
737;Totale afzet;06 Ruwe aardolie en aardgas;2004 oktober;79.9;8.2;12.1
738;Totale afzet;06 Ruwe aardolie en aardgas;2004 november;81.3;1.8;13.1
739;Totale afzet;06 Ruwe aardolie en aardgas;2004 december;81.7;0.5;9.5
740;Totale afzet;06 Ruwe aardolie en aardgas;2004;74.7;;-2.0
741;Totale afzet;06 Ruwe aardolie en aardgas;2005 januari;87.7;7.4;20.3
742;Totale afzet;06 Ruwe aardolie en aardgas;2005 februari;88.1;0.4;20.0
743;Totale afzet;06 Ruwe aardolie en aardgas;2005 maart;88.8;0.8;21.8
744;Totale afzet;06 Ruwe aardolie en aardgas;2005 april;93.1;4.8;29.8
745;Totale afzet;06 Ruwe aardolie en aardgas;2005 mei;92.7;-0.4;30.5
746;Totale afzet;06 Ruwe aardolie en aardgas;2005 juni;95.2;2.7;32.9
747;Totale afzet;06 Ruwe aardolie en aardgas;2005 juli;99.7;4.7;36.5
748;Totale afzet;06 Ruwe aardolie en aardgas;2005 augustus;102.9;3.2;41.8
749;Totale afzet;06 Ruwe aardolie en aardgas;2005 september;104.9;2.0;42.2
750;Totale afzet;06 Ruwe aardolie en aardgas;2005 oktober;113.1;7.8;41.6
751;Totale afzet;06 Ruwe aardolie en aardgas;2005 november;113.3;0.2;39.4
752;Totale afzet;06 Ruwe aardolie en aardgas;2005 december;120.3;6.2;47.3
753;Totale afzet;06 Ruwe aardolie en aardgas;2005;100.0;;33.9
754;Totale afzet;06 Ruwe aardolie en aardgas;2006 januari;125.6;4.4;43.2
755;Totale afzet;06 Ruwe aardolie en aardgas;2006 februari;125.6;0.0;42.6
756;Totale afzet;06 Ruwe aardolie en aardgas;2006 maart;127.2;1.2;43.2
757;Totale afzet;06 Ruwe aardolie en aardgas;2006 april;131.2;3.2;40.9
758;Totale afzet;06 Ruwe aardolie en aardgas;2006 mei;136.8;4.3;47.6
759;Totale afzet;06 Ruwe aardolie en aardgas;2006 juni;136.5;-0.2;43.4
760;Totale afzet;06 Ruwe aardolie en aardgas;2006 juli;135.7;-0.6;36.1
761;Totale afzet;06 Ruwe aardolie en aardgas;2006 augustus;135.6;-0.1;31.8
762;Totale afzet;06 Ruwe aardolie en aardgas;2006 september;136.6;0.7;30.2
763;Totale afzet;06 Ruwe aardolie en aardgas;2006 oktober;135.8;-0.6;20.1
764;Totale afzet;06 Ruwe aardolie en aardgas;2006 november;134.4;-1.0;18.6
765;Totale afzet;06 Ruwe aardolie en aardgas;2006 december;134.9;0.4;12.1
766;Totale afzet;06 Ruwe aardolie en aardgas;2006;133.0;;33.0
767;Totale afzet;06 Ruwe aardolie en aardgas;2007 januari;136.0;0.8;8.3
768;Totale afzet;06 Ruwe aardolie en aardgas;2007 februari;133.8;-1.6;6.5
769;Totale afzet;06 Ruwe aardolie en aardgas;2007 maart;134.6;0.6;5.9
770;Totale afzet;06 Ruwe aardolie en aardgas;2007 april;133.8;-0.6;1.9
771;Totale afzet;06 Ruwe aardolie en aardgas;2007 mei;131.8;-1.5;-3.7
772;Totale afzet;06 Ruwe aardolie en aardgas;2007 juni;129.6;-1.7;-5.1
773;Totale afzet;06 Ruwe aardolie en aardgas;2007 juli;136.0;5.0;0.2
774;Totale afzet;06 Ruwe aardolie en aardgas;2007 augustus;134.6;-1.1;-0.8
775;Totale afzet;06 Ruwe aardolie en aardgas;2007 september;132.3;-1.7;-3.2
776;Totale afzet;06 Ruwe aardolie en aardgas;2007 oktober;134.7;1.8;-0.8
777;Totale afzet;06 Ruwe aardolie en aardgas;2007 november;135.2;0.4;0.6
778;Totale afzet;06 Ruwe aardolie en aardgas;2007 december;136.4;0.9;1.1
779;Totale afzet;06 Ruwe aardolie en aardgas;2007;134.1;;0.8
780;Totale afzet;06 Ruwe aardolie en aardgas;2008 januari;142.5;4.5;4.8
781;Totale afzet;06 Ruwe aardolie en aardgas;2008 februari;146.7;2.9;9.6
782;Totale afzet;06 Ruwe aardolie en aardgas;2008 maart;150.0;2.3;11.4
783;Totale afzet;06 Ruwe aardolie en aardgas;2008 april;157.0;4.6;17.4
784;Totale afzet;06 Ruwe aardolie en aardgas;2008 mei;167.7;6.8;27.3
785;Totale afzet;06 Ruwe aardolie en aardgas;2008 juni;177.1;5.6;36.7
786;Totale afzet;06 Ruwe aardolie en aardgas;2008 juli;193.0;9.0;41.9
787;Totale afzet;06 Ruwe aardolie en aardgas;2008 augustus;196.0;1.6;45.7
788;Totale afzet;06 Ruwe aardolie en aardgas;2008 september;189.8;-3.1;43.5
789;Totale afzet;06 Ruwe aardolie en aardgas;2008 oktober;193.9;2.1;43.9
