ID;EmploymentType;SectorBranchesSIC2008;Periods;EmployedPersons_1;EmployedPersonsSeasonalAdjusted_2;Jobs_3;JobsSeasonalAdjusted_4;HoursWorked_5;HoursWorkedSeasonalAdjusted_6;EmployedPersons_7;Jobs_8;EmployedPersonsSeasonalAdjusted_9;JobsSeasonalAdjusted_10
6248;Self-employed;M-N Business services;2014 4th quarter;472.0;467.0;640.0;635.0;150.0;143.0;12.0;13.0;-1.0;0.0
6249;Self-employed;M-N Business services;2014;469.0;;635.0;;553.0;;7.0;7.0;;
6250;Self-employed;M-N Business services;2015 1st quarter;464.0;468.0;634.0;638.0;140.0;143.0;-1.0;5.0;1.0;3.0
6251;Self-employed;M-N Business services;2015 2nd quarter;468.0;470.0;641.0;642.0;147.0;145.0;-7.0;-2.0;2.0;5.0
6252;Self-employed;M-N Business services;2015 3rd quarter;477.0;474.0;652.0;648.0;140.0;147.0;12.0;24.0;3.0;5.0
6253;Self-employed;M-N Business services;2015 4th quarter;467.0;474.0;646.0;651.0;152.0;145.0;-5.0;6.0;0.0;3.0
6254;Self-employed;M-N Business services;2015;469.0;;643.0;;580.0;;0.0;8.0;;
6255;Self-employed;M-N Business services;2016 1st quarter;476.0;471.0;655.0;649.0;145.0;148.0;12.0;21.0;-3.0;-1.0
6256;Self-employed;M-N Business services;2016 2nd quarter;464.0;468.0;639.0;646.0;147.0;145.0;-4.0;-2.0;-3.0;-4.0
6257;Self-employed;M-N Business services;2016 3rd quarter;469.0;466.0;646.0;641.0;140.0;146.0;-8.0;-6.0;-2.0;-4.0
6258;Self-employed;M-N Business services;2016 4th quarter;469.0;467.0;642.0;642.0;155.0;147.0;2.0;-4.0;1.0;1.0
6259;Self-employed;M-N Business services;2016;469.0;;645.0;;587.0;;0.0;2.0;;
6260;Self-employed;M-N Business services;2017 1st quarter;467.0;469.0;644.0;645.0;142.0;145.0;-9.0;-11.0;2.0;3.0
6261;Self-employed;M-N Business services;2017 2nd quarter;470.0;471.0;648.0;649.0;152.0;150.0;6.0;9.0;2.0;4.0
6262;Self-employed;M-N Business services;2017 3rd quarter;472.0;473.0;651.0;653.0;145.0;153.0;3.0;5.0;2.0;4.0
6263;Self-employed;M-N Business services;2017 4th quarter;481.0;475.0;666.0;656.0;159.0;151.0;11.0;24.0;2.0;2.0
6264;Self-employed;M-N Business services;2017;472.0;;652.0;;599.0;;3.0;7.0;;
6265;Self-employed;M-N Business services;2018 1st quarter;470.0;474.0;652.0;656.0;146.0;149.0;3.0;8.0;-1.0;0.0
6266;Self-employed;M-N Business services;2018 2nd quarter;475.0;476.0;656.0;658.0;152.0;150.0;5.0;8.0;1.0;2.0
6267;Self-employed;M-N Business services;2018 3rd quarter;482.0;480.0;665.0;663.0;148.0;156.0;10.0;14.0;5.0;5.0
6268;Self-employed;M-N Business services;2018 4th quarter;484.0;483.0;666.0;665.0;168.0;160.0;3.0;0.0;3.0;2.0
6269;Self-employed;M-N Business services;2018;478.0;;660.0;;614.0;;5.0;8.0;;
6270;Self-employed;M-N Business services;2019 1st quarter;485.0;487.0;664.0;667.0;153.0;155.0;15.0;12.0;3.0;2.0
6271;Self-employed;M-N Business services;2019 2nd quarter;489.0;487.0;673.0;669.0;167.0;164.0;15.0;16.0;1.0;2.0
6272;Self-employed;M-N Business services;2019 3rd quarter;482.0;483.0;666.0;668.0;146.0;154.0;0.0;1.0;-4.0;-2.0
6273;Self-employed;M-N Business services;2019 4th quarter;482.0;482.0;668.0;667.0;161.0;154.0;-2.0;2.0;-2.0;-1.0
6274;Self-employed;M-N Business services;2019;485.0;;668.0;;627.0;;7.0;8.0;;
6275;Self-employed;M-N Business services;2020 1st quarter;482.0;482.0;668.0;667.0;152.0;152.0;-3.0;4.0;1.0;0.0
6276;Self-employed;M-N Business services;2020 2nd quarter;483.0;483.0;667.0;666.0;143.0;141.0;-6.0;-5.0;1.0;-1.0
6277;Self-employed;M-N Business services;2020 3rd quarter;485.0;486.0;665.0;668.0;145.0;154.0;3.0;-1.0;3.0;2.0
6278;Self-employed;M-N Business services;2020 4th quarter;492.0;489.0;675.0;672.0;163.0;156.0;9.0;7.0;3.0;4.0
6279;Self-employed;M-N Business services;2020;486.0;;669.0;;602.0;;1.0;1.0;;
6280;Self-employed;M-N Business services;2021 1st quarter;483.0;491.0;668.0;676.0;165.0;164.0;1.0;0.0;2.0;4.0
6281;Self-employed;M-N Business services;2021 2nd quarter;494.0;493.0;683.0;681.0;167.0;164.0;11.0;16.0;2.0;5.0
6282;Self-employed;M-N Business services;2021 3rd quarter;491.0;493.0;680.0;684.0;156.0;166.0;6.0;16.0;0.0;3.0
6283;Self-employed;M-N Business services;2021 4th quarter;495.0;493.0;686.0;685.0;165.0;159.0;3.0;11.0;-1.0;2.0
6284;Self-employed;M-N Business services;2021;491.0;;679.0;;652.0;;5.0;11.0;;
6285;Self-employed;M-N Business services;2022 1st quarter;499.0;498.0;694.0;692.0;169.0;168.0;15.0;26.0;5.0;7.0
6286;Self-employed;M-N Business services;2022 2nd quarter;506.0;507.0;704.0;703.0;172.0;170.0;12.0;21.0;10.0;11.0
6287;Self-employed;M-N Business services;2022 3rd quarter;517.0;521.0;712.0;717.0;162.0;173.0;26.0;32.0;14.0;14.0
6288;Self-employed;M-N Business services;2022 4th quarter;539.0;533.0;735.0;732.0;185.0;178.0;44.0;49.0;12.0;14.0
6289;Self-employed;M-N Business services;2022;515.0;;711.0;;688.0;;24.0;32.0;;
6290;Self-employed;M-N Business services;2023 1st quarter;537.0;535.0;743.0;739.0;183.0;181.0;39.0;49.0;2.0;7.0
6291;Self-employed;M-N Business services;2023 2nd quarter;526.0;531.0;728.0;739.0;179.0;177.0;20.0;25.0;-3.0;0.0
6292;Self-employed;M-N Business services;2023 3rd quarter;531.0;531.0;736.0;739.0;165.0;176.0;14.0;24.0;-1.0;0.0
6293;Self-employed;M-N Business services;2023 4th quarter;534.0;534.0;743.0;742.0;180.0;173.0;-5.0;8.0;4.0;3.0
6294;Self-employed;M-N Business services;2023;532.0;;738.0;;707.0;;17.0;26.0;;
6295;Self-employed;M-N Business services;2024 1st quarter;546.0;542.0;750.0;748.0;179.0;176.0;8.0;7.0;8.0;6.0
6296;Self-employed;M-N Business services;2024 2nd quarter;547.0;548.0;755.0;756.0;181.0;179.0;21.0;26.0;6.0;8.0
6297;Self-employed;M-N Business services;2024 3rd quarter;546.0;549.0;760.0;762.0;168.0;180.0;15.0;24.0;1.0;6.0
6298;Self-employed;M-N Business services;2024 4th quarter;550.0;549.0;769.0;766.0;189.0;182.0;17.0;25.0;0.0;4.0
6299;Self-employed;M-N Business services;2024;547.0;;758.0;;717.0;;15.0;21.0;;
6300;Self-employed;78 Employment activities;1995 1st quarter;;;;;;;;;;
6301;Self-employed;78 Employment activities;1995 2nd quarter;;;;;;;;;;
6302;Self-employed;78 Employment activities;1995 3rd quarter;;;;;;;;;;
6303;Self-employed;78 Employment activities;1995 4th quarter;;;;;;;;;;
6304;Self-employed;78 Employment activities;1995;;;;;;;;;;
6305;Self-employed;78 Employment activities;1996 1st quarter;;;;;;;;;;
6306;Self-employed;78 Employment activities;1996 2nd quarter;;;;;;;;;;
6307;Self-employed;78 Employment activities;1996 3rd quarter;;;;;;;;;;
6308;Self-employed;78 Employment activities;1996 4th quarter;;;;;;;;;;
6309;Self-employed;78 Employment activities;1996;;;;;;;;;;
6310;Self-employed;78 Employment activities;1997 1st quarter;;;;;;;;;;
6311;Self-employed;78 Employment activities;1997 2nd quarter;;;;;;;;;;
6312;Self-employed;78 Employment activities;1997 3rd quarter;;;;;;;;;;
6313;Self-employed;78 Employment activities;1997 4th quarter;;;;;;;;;;
6314;Self-employed;78 Employment activities;1997;;;;;;;;;;
6315;Self-employed;78 Employment activities;1998 1st quarter;;;;;;;;;;
6316;Self-employed;78 Employment activities;1998 2nd quarter;;;;;;;;;;
6317;Self-employed;78 Employment activities;1998 3rd quarter;;;;;;;;;;
6318;Self-employed;78 Employment activities;1998 4th quarter;;;;;;;;;;
6319;Self-employed;78 Employment activities;1998;;;;;;;;;;
6320;Self-employed;78 Employment activities;1999 1st quarter;;;;;;;;;;
6321;Self-employed;78 Employment activities;1999 2nd quarter;;;;;;;;;;
6322;Self-employed;78 Employment activities;1999 3rd quarter;;;;;;;;;;
6323;Self-employed;78 Employment activities;1999 4th quarter;;;;;;;;;;
6324;Self-employed;78 Employment activities;1999;;;;;;;;;;
6325;Self-employed;78 Employment activities;2000 1st quarter;;;;;;;;;;
6326;Self-employed;78 Employment activities;2000 2nd quarter;;;;;;;;;;
6327;Self-employed;78 Employment activities;2000 3rd quarter;;;;;;;;;;
6328;Self-employed;78 Employment activities;2000 4th quarter;;;;;;;;;;
6329;Self-employed;78 Employment activities;2000;;;;;;;;;;
6330;Self-employed;78 Employment activities;2001 1st quarter;;;;;;;;;;
6331;Self-employed;78 Employment activities;2001 2nd quarter;;;;;;;;;;
6332;Self-employed;78 Employment activities;2001 3rd quarter;;;;;;;;;;
6333;Self-employed;78 Employment activities;2001 4th quarter;;;;;;;;;;
6334;Self-employed;78 Employment activities;2001;;;;;;;;;;
6335;Self-employed;78 Employment activities;2002 1st quarter;;;;;;;;;;
6336;Self-employed;78 Employment activities;2002 2nd quarter;;;;;;;;;;
6337;Self-employed;78 Employment activities;2002 3rd quarter;;;;;;;;;;
6338;Self-employed;78 Employment activities;2002 4th quarter;;;;;;;;;;
6339;Self-employed;78 Employment activities;2002;;;;;;;;;;
6340;Self-employed;78 Employment activities;2003 1st quarter;;;;;;;;;;
6341;Self-employed;78 Employment activities;2003 2nd quarter;;;;;;;;;;
6342;Self-employed;78 Employment activities;2003 3rd quarter;;;;;;;;;;
6343;Self-employed;78 Employment activities;2003 4th quarter;;;;;;;;;;
6344;Self-employed;78 Employment activities;2003;;;;;;;;;;
6345;Self-employed;78 Employment activities;2004 1st quarter;;;;;;;;;;
6346;Self-employed;78 Employment activities;2004 2nd quarter;;;;;;;;;;
6347;Self-employed;78 Employment activities;2004 3rd quarter;;;;;;;;;;
6348;Self-employed;78 Employment activities;2004 4th quarter;;;;;;;;;;
6349;Self-employed;78 Employment activities;2004;;;;;;;;;;
6350;Self-employed;78 Employment activities;2005 1st quarter;;;;;;;;;;
6351;Self-employed;78 Employment activities;2005 2nd quarter;;;;;;;;;;
6352;Self-employed;78 Employment activities;2005 3rd quarter;;;;;;;;;;
6353;Self-employed;78 Employment activities;2005 4th quarter;;;;;;;;;;
6354;Self-employed;78 Employment activities;2005;;;;;;;;;;
6355;Self-employed;78 Employment activities;2006 1st quarter;;;;;;;;;;
6356;Self-employed;78 Employment activities;2006 2nd quarter;;;;;;;;;;
6357;Self-employed;78 Employment activities;2006 3rd quarter;;;;;;;;;;
6358;Self-employed;78 Employment activities;2006 4th quarter;;;;;;;;;;
6359;Self-employed;78 Employment activities;2006;;;;;;;;;;
6360;Self-employed;78 Employment activities;2007 1st quarter;;;;;;;;;;
6361;Self-employed;78 Employment activities;2007 2nd quarter;;;;;;;;;;
6362;Self-employed;78 Employment activities;2007 3rd quarter;;;;;;;;;;
6363;Self-employed;78 Employment activities;2007 4th quarter;;;;;;;;;;
6364;Self-employed;78 Employment activities;2007;;;;;;;;;;
6365;Self-employed;78 Employment activities;2008 1st quarter;;;;;;;;;;
6366;Self-employed;78 Employment activities;2008 2nd quarter;;;;;;;;;;
6367;Self-employed;78 Employment activities;2008 3rd quarter;;;;;;;;;;
6368;Self-employed;78 Employment activities;2008 4th quarter;;;;;;;;;;
6369;Self-employed;78 Employment activities;2008;;;;;;;;;;
6370;Self-employed;78 Employment activities;2009 1st quarter;;;;;;;;;;
6371;Self-employed;78 Employment activities;2009 2nd quarter;;;;;;;;;;
6372;Self-employed;78 Employment activities;2009 3rd quarter;;;;;;;;;;
6373;Self-employed;78 Employment activities;2009 4th quarter;;;;;;;;;;
6374;Self-employed;78 Employment activities;2009;;;;;;;;;;
6375;Self-employed;78 Employment activities;2010 1st quarter;;;;;;;;;;
6376;Self-employed;78 Employment activities;2010 2nd quarter;;;;;;;;;;
6377;Self-employed;78 Employment activities;2010 3rd quarter;;;;;;;;;;
6378;Self-employed;78 Employment activities;2010 4th quarter;;;;;;;;;;
6379;Self-employed;78 Employment activities;2010;;;;;;;;;;
6380;Self-employed;78 Employment activities;2011 1st quarter;;;;;;;;;;
6381;Self-employed;78 Employment activities;2011 2nd quarter;;;;;;;;;;
6382;Self-employed;78 Employment activities;2011 3rd quarter;;;;;;;;;;
6383;Self-employed;78 Employment activities;2011 4th quarter;;;;;;;;;;
6384;Self-employed;78 Employment activities;2011;;;;;;;;;;
6385;Self-employed;78 Employment activities;2012 1st quarter;;;;;;;;;;
6386;Self-employed;78 Employment activities;2012 2nd quarter;;;;;;;;;;
6387;Self-employed;78 Employment activities;2012 3rd quarter;;;;;;;;;;
6388;Self-employed;78 Employment activities;2012 4th quarter;;;;;;;;;;
6389;Self-employed;78 Employment activities;2012;;;;;;;;;;
6390;Self-employed;78 Employment activities;2013 1st quarter;;;;;;;;;;
6391;Self-employed;78 Employment activities;2013 2nd quarter;;;;;;;;;;
6392;Self-employed;78 Employment activities;2013 3rd quarter;;;;;;;;;;
6393;Self-employed;78 Employment activities;2013 4th quarter;;;;;;;;;;
6394;Self-employed;78 Employment activities;2013;;;;;;;;;;
6395;Self-employed;78 Employment activities;2014 1st quarter;;;;;;;;;;
6396;Self-employed;78 Employment activities;2014 2nd quarter;;;;;;;;;;
6397;Self-employed;78 Employment activities;2014 3rd quarter;;;;;;;;;;
6398;Self-employed;78 Employment activities;2014 4th quarter;;;;;;;;;;
6399;Self-employed;78 Employment activities;2014;;;;;;;;;;
6400;Self-employed;78 Employment activities;2015 1st quarter;;;;;;;;;;
6401;Self-employed;78 Employment activities;2015 2nd quarter;;;;;;;;;;
6402;Self-employed;78 Employment activities;2015 3rd quarter;;;;;;;;;;
6403;Self-employed;78 Employment activities;2015 4th quarter;;;;;;;;;;
6404;Self-employed;78 Employment activities;2015;;;;;;;;;;
6405;Self-employed;78 Employment activities;2016 1st quarter;;;;;;;;;;
6406;Self-employed;78 Employment activities;2016 2nd quarter;;;;;;;;;;
6407;Self-employed;78 Employment activities;2016 3rd quarter;;;;;;;;;;
6408;Self-employed;78 Employment activities;2016 4th quarter;;;;;;;;;;
6409;Self-employed;78 Employment activities;2016;;;;;;;;;;
6410;Self-employed;78 Employment activities;2017 1st quarter;;;;;;;;;;
6411;Self-employed;78 Employment activities;2017 2nd quarter;;;;;;;;;;
6412;Self-employed;78 Employment activities;2017 3rd quarter;;;;;;;;;;
6413;Self-employed;78 Employment activities;2017 4th quarter;;;;;;;;;;
6414;Self-employed;78 Employment activities;2017;;;;;;;;;;
6415;Self-employed;78 Employment activities;2018 1st quarter;;;;;;;;;;
6416;Self-employed;78 Employment activities;2018 2nd quarter;;;;;;;;;;
6417;Self-employed;78 Employment activities;2018 3rd quarter;;;;;;;;;;
6418;Self-employed;78 Employment activities;2018 4th quarter;;;;;;;;;;
6419;Self-employed;78 Employment activities;2018;;;;;;;;;;
6420;Self-employed;78 Employment activities;2019 1st quarter;;;;;;;;;;
6421;Self-employed;78 Employment activities;2019 2nd quarter;;;;;;;;;;
6422;Self-employed;78 Employment activities;2019 3rd quarter;;;;;;;;;;
6423;Self-employed;78 Employment activities;2019 4th quarter;;;;;;;;;;
6424;Self-employed;78 Employment activities;2019;;;;;;;;;;
6425;Self-employed;78 Employment activities;2020 1st quarter;;;;;;;;;;
6426;Self-employed;78 Employment activities;2020 2nd quarter;;;;;;;;;;
6427;Self-employed;78 Employment activities;2020 3rd quarter;;;;;;;;;;
6428;Self-employed;78 Employment activities;2020 4th quarter;;;;;;;;;;
6429;Self-employed;78 Employment activities;2020;;;;;;;;;;
6430;Self-employed;78 Employment activities;2021 1st quarter;;;;;;;;;;
6431;Self-employed;78 Employment activities;2021 2nd quarter;;;;;;;;;;
6432;Self-employed;78 Employment activities;2021 3rd quarter;;;;;;;;;;
6433;Self-employed;78 Employment activities;2021 4th quarter;;;;;;;;;;
6434;Self-employed;78 Employment activities;2021;;;;;;;;;;
6435;Self-employed;78 Employment activities;2022 1st quarter;;;;;;;;;;
6436;Self-employed;78 Employment activities;2022 2nd quarter;;;;;;;;;;
6437;Self-employed;78 Employment activities;2022 3rd quarter;;;;;;;;;;
6438;Self-employed;78 Employment activities;2022 4th quarter;;;;;;;;;;
6439;Self-employed;78 Employment activities;2022;;;;;;;;;;
6440;Self-employed;78 Employment activities;2023 1st quarter;;;;;;;;;;
6441;Self-employed;78 Employment activities;2023 2nd quarter;;;;;;;;;;
6442;Self-employed;78 Employment activities;2023 3rd quarter;;;;;;;;;;
6443;Self-employed;78 Employment activities;2023 4th quarter;;;;;;;;;;
6444;Self-employed;78 Employment activities;2023;;;;;;;;;;
6445;Self-employed;78 Employment activities;2024 1st quarter;;;;;;;;;;
6446;Self-employed;78 Employment activities;2024 2nd quarter;;;;;;;;;;
6447;Self-employed;78 Employment activities;2024 3rd quarter;;;;;;;;;;
6448;Self-employed;78 Employment activities;2024 4th quarter;;;;;;;;;;
6449;Self-employed;78 Employment activities;2024;;;;;;;;;;
6450;Self-employed;O-Q Government and care;1995 1st quarter;155.0;155.0;239.0;238.0;55.0;55.0;;;;
6451;Self-employed;O-Q Government and care;1995 2nd quarter;157.0;156.0;240.0;240.0;57.0;56.0;;;1.0;2.0
6452;Self-employed;O-Q Government and care;1995 3rd quarter;156.0;157.0;239.0;241.0;52.0;56.0;;;1.0;2.0
6453;Self-employed;O-Q Government and care;1995 4th quarter;158.0;158.0;244.0;243.0;59.0;56.0;;;1.0;2.0
6454;Self-employed;O-Q Government and care;1995;156.0;;240.0;;223.0;;;;;
6455;Self-employed;O-Q Government and care;1996 1st quarter;159.0;159.0;246.0;245.0;57.0;57.0;4.0;7.0;1.0;2.0
6456;Self-employed;O-Q Government and care;1996 2nd quarter;160.0;160.0;248.0;247.0;58.0;57.0;4.0;8.0;1.0;2.0
6457;Self-employed;O-Q Government and care;1996 3rd quarter;159.0;160.0;247.0;249.0;54.0;58.0;4.0;8.0;1.0;2.0
6458;Self-employed;O-Q Government and care;1996 4th quarter;162.0;162.0;252.0;251.0;61.0;58.0;4.0;8.0;2.0;2.0
6459;Self-employed;O-Q Government and care;1996;160.0;;248.0;;230.0;;4.0;8.0;;
6460;Self-employed;O-Q Government and care;1997 1st quarter;166.0;165.0;256.0;255.0;59.0;60.0;7.0;10.0;3.0;3.0
6461;Self-employed;O-Q Government and care;1997 2nd quarter;167.0;167.0;258.0;258.0;62.0;60.0;7.0;10.0;2.0;3.0
6462;Self-employed;O-Q Government and care;1997 3rd quarter;167.0;168.0;257.0;259.0;57.0;61.0;8.0;10.0;1.0;1.0
6463;Self-employed;O-Q Government and care;1997 4th quarter;170.0;168.0;262.0;259.0;65.0;61.0;8.0;10.0;0.0;-1.0
6464;Self-employed;O-Q Government and care;1997;168.0;;258.0;;243.0;;7.0;10.0;;
6465;Self-employed;O-Q Government and care;1998 1st quarter;167.0;168.0;255.0;257.0;61.0;62.0;1.0;0.0;0.0;-2.0
6466;Self-employed;O-Q Government and care;1998 2nd quarter;169.0;168.0;258.0;257.0;64.0;62.0;1.0;0.0;0.0;0.0
6467;Self-employed;O-Q Government and care;1998 3rd quarter;167.0;168.0;256.0;258.0;58.0;62.0;0.0;-1.0;0.0;1.0
6468;Self-employed;O-Q Government and care;1998 4th quarter;169.0;169.0;259.0;259.0;66.0;62.0;-2.0;-3.0;0.0;2.0
6469;Self-employed;O-Q Government and care;1998;168.0;;257.0;;249.0;;0.0;-1.0;;
6470;Self-employed;O-Q Government and care;1999 1st quarter;169.0;169.0;262.0;262.0;62.0;63.0;2.0;6.0;1.0;2.0
6471;Self-employed;O-Q Government and care;1999 2nd quarter;169.0;169.0;262.0;262.0;64.0;63.0;0.0;5.0;0.0;1.0
6472;Self-employed;O-Q Government and care;1999 3rd quarter;167.0;168.0;260.0;262.0;58.0;63.0;-1.0;4.0;-1.0;-1.0
6473;Self-employed;O-Q Government and care;1999 4th quarter;168.0;166.0;263.0;259.0;66.0;63.0;0.0;5.0;-2.0;-2.0
6474;Self-employed;O-Q Government and care;1999;168.0;;262.0;;250.0;;0.0;5.0;;
6475;Self-employed;O-Q Government and care;2000 1st quarter;161.0;163.0;253.0;256.0;60.0;60.0;-8.0;-8.0;-3.0;-3.0
6476;Self-employed;O-Q Government and care;2000 2nd quarter;161.0;161.0;255.0;254.0;61.0;60.0;-8.0;-8.0;-2.0;-2.0
6477;Self-employed;O-Q Government and care;2000 3rd quarter;160.0;161.0;252.0;254.0;56.0;60.0;-7.0;-7.0;0.0;0.0
6478;Self-employed;O-Q Government and care;2000 4th quarter;163.0;161.0;256.0;253.0;63.0;60.0;-6.0;-7.0;0.0;-1.0
6479;Self-employed;O-Q Government and care;2000;161.0;;254.0;;240.0;;-7.0;-8.0;;
6480;Self-employed;O-Q Government and care;2001 1st quarter;159.0;160.0;248.0;250.0;59.0;60.0;-2.0;-5.0;-1.0;-3.0
6481;Self-employed;O-Q Government and care;2001 2nd quarter;160.0;160.0;250.0;249.0;61.0;59.0;-1.0;-5.0;0.0;-1.0
6482;Self-employed;O-Q Government and care;2001 3rd quarter;159.0;160.0;247.0;249.0;56.0;61.0;-1.0;-5.0;1.0;1.0
6483;Self-employed;O-Q Government and care;2001 4th quarter;161.0;162.0;251.0;252.0;63.0;61.0;-2.0;-6.0;2.0;3.0
6484;Self-employed;O-Q Government and care;2001;160.0;;249.0;;240.0;;-1.0;-5.0;;
6485;Self-employed;O-Q Government and care;2002 1st quarter;165.0;163.0;258.0;254.0;62.0;62.0;6.0;9.0;1.0;2.0
6486;Self-employed;O-Q Government and care;2002 2nd quarter;161.0;161.0;252.0;252.0;62.0;60.0;1.0;2.0;-2.0;-2.0
6487;Self-employed;O-Q Government and care;2002 3rd quarter;156.0;158.0;245.0;248.0;53.0;58.0;-3.0;-2.0;-3.0;-4.0
6488;Self-employed;O-Q Government and care;2002 4th quarter;157.0;157.0;243.0;246.0;60.0;57.0;-4.0;-7.0;-2.0;-2.0
6489;Self-employed;O-Q Government and care;2002;160.0;;250.0;;237.0;;0.0;0.0;;
6490;Self-employed;O-Q Government and care;2003 1st quarter;157.0;156.0;248.0;245.0;60.0;60.0;-8.0;-10.0;-1.0;-1.0
6491;Self-employed;O-Q Government and care;2003 2nd quarter;160.0;155.0;251.0;245.0;63.0;61.0;-2.0;-1.0;0.0;0.0
6492;Self-employed;O-Q Government and care;2003 3rd quarter;151.0;155.0;239.0;245.0;54.0;59.0;-6.0;-6.0;0.0;-1.0
6493;Self-employed;O-Q Government and care;2003 4th quarter;158.0;153.0;247.0;241.0;63.0;60.0;1.0;4.0;-2.0;-4.0
6494;Self-employed;O-Q Government and care;2003;156.0;;246.0;;240.0;;-4.0;-3.0;;
6495;Self-employed;O-Q Government and care;2004 1st quarter;147.0;149.0;231.0;235.0;59.0;59.0;-10.0;-17.0;-4.0;-6.0
6496;Self-employed;O-Q Government and care;2004 2nd quarter;147.0;146.0;233.0;232.0;61.0;58.0;-12.0;-18.0;-2.0;-3.0
6497;Self-employed;O-Q Government and care;2004 3rd quarter;146.0;148.0;232.0;235.0;55.0;61.0;-5.0;-7.0;2.0;3.0
6498;Self-employed;O-Q Government and care;2004 4th quarter;149.0;154.0;240.0;245.0;66.0;62.0;-8.0;-7.0;6.0;9.0
6499;Self-employed;O-Q Government and care;2004;148.0;;234.0;;241.0;;-9.0;-12.0;;
6500;Self-employed;O-Q Government and care;2005 1st quarter;168.0;162.0;264.0;255.0;69.0;69.0;21.0;33.0;8.0;11.0
6501;Self-employed;O-Q Government and care;2005 2nd quarter;170.0;169.0;265.0;265.0;73.0;70.0;23.0;33.0;7.0;10.0
6502;Self-employed;O-Q Government and care;2005 3rd quarter;171.0;173.0;270.0;272.0;62.0;69.0;25.0;38.0;4.0;7.0
6503;Self-employed;O-Q Government and care;2005 4th quarter;171.0;176.0;270.0;276.0;74.0;70.0;21.0;30.0;3.0;4.0
6504;Self-employed;O-Q Government and care;2005;170.0;;267.0;;278.0;;22.0;33.0;;
6505;Self-employed;O-Q Government and care;2006 1st quarter;182.0;178.0;284.0;280.0;72.0;71.0;14.0;21.0;3.0;4.0
6506;Self-employed;O-Q Government and care;2006 2nd quarter;185.0;180.0;290.0;284.0;75.0;73.0;15.0;24.0;2.0;4.0
6507;Self-employed;O-Q Government and care;2006 3rd quarter;178.0;183.0;283.0;289.0;66.0;73.0;8.0;13.0;3.0;6.0
6508;Self-employed;O-Q Government and care;2006 4th quarter;185.0;188.0;293.0;297.0;79.0;75.0;14.0;23.0;5.0;8.0
6509;Self-employed;O-Q Government and care;2006;182.0;;288.0;;292.0;;13.0;20.0;;
6510;Self-employed;O-Q Government and care;2007 1st quarter;201.0;194.0;314.0;306.0;80.0;78.0;19.0;29.0;6.0;8.0
6511;Self-employed;O-Q Government and care;2007 2nd quarter;200.0;200.0;315.0;314.0;80.0;79.0;15.0;25.0;5.0;8.0
6512;Self-employed;O-Q Government and care;2007 3rd quarter;203.0;203.0;320.0;321.0;74.0;81.0;25.0;36.0;4.0;7.0
6513;Self-employed;O-Q Government and care;2007 4th quarter;200.0;206.0;318.0;327.0;85.0;81.0;15.0;25.0;3.0;6.0
6514;Self-employed;O-Q Government and care;2007;201.0;;316.0;;319.0;;18.0;29.0;;
6515;Self-employed;O-Q Government and care;2008 1st quarter;218.0;211.0;348.0;335.0;86.0;84.0;17.0;35.0;5.0;8.0
6516;Self-employed;O-Q Government and care;2008 2nd quarter;216.0;217.0;342.0;344.0;85.0;85.0;16.0;27.0;6.0;9.0
6517;Self-employed;O-Q Government and care;2008 3rd quarter;221.0;221.0;347.0;349.0;80.0;88.0;18.0;28.0;4.0;6.0
6518;Self-employed;O-Q Government and care;2008 4th quarter;221.0;225.0;349.0;356.0;92.0;87.0;21.0;31.0;4.0;7.0
6519;Self-employed;O-Q Government and care;2008;219.0;;347.0;;343.0;;18.0;30.0;;
6520;Self-employed;O-Q Government and care;2009 1st quarter;233.0;228.0;373.0;361.0;94.0;92.0;16.0;24.0;3.0;5.0
6521;Self-employed;O-Q Government and care;2009 2nd quarter;227.0;229.0;360.0;363.0;86.0;85.0;11.0;18.0;1.0;2.0
6522;Self-employed;O-Q Government and care;2009 3rd quarter;226.0;228.0;360.0;363.0;80.0;87.0;5.0;12.0;-1.0;0.0
6523;Self-employed;O-Q Government and care;2009 4th quarter;227.0;225.0;363.0;363.0;93.0;88.0;6.0;14.0;-3.0;-1.0
6524;Self-employed;O-Q Government and care;2009;228.0;;364.0;;353.0;;9.0;17.0;;
6525;Self-employed;O-Q Government and care;2010 1st quarter;222.0;222.0;364.0;361.0;87.0;86.0;-11.0;-9.0;-3.0;-2.0
6526;Self-employed;O-Q Government and care;2010 2nd quarter;221.0;220.0;360.0;358.0;87.0;87.0;-6.0;0.0;-2.0;-3.0
6527;Self-employed;O-Q Government and care;2010 3rd quarter;216.0;221.0;350.0;356.0;80.0;87.0;-10.0;-10.0;0.0;-3.0
6528;Self-employed;O-Q Government and care;2010 4th quarter;231.0;219.0;364.0;352.0;95.0;89.0;4.0;1.0;-1.0;-3.0
6529;Self-employed;O-Q Government and care;2010;222.0;;359.0;;350.0;;-6.0;-4.0;;
6530;Self-employed;O-Q Government and care;2011 1st quarter;216.0;218.0;353.0;354.0;86.0;86.0;-6.0;-11.0;-2.0;1.0
6531;Self-employed;O-Q Government and care;2011 2nd quarter;219.0;219.0;363.0;361.0;90.0;89.0;-2.0;3.0;1.0;7.0
6532;Self-employed;O-Q Government and care;2011 3rd quarter;222.0;224.0;369.0;372.0;83.0;91.0;7.0;19.0;5.0;11.0
