ID;SBI93;Bestemming;Perioden;Omzetontwikkeling_1;Aandeel_2
1679;2000c Hout- en bouwmaterialenindustrie;Binnenland;2004 september;4;92
1680;2000c Hout- en bouwmaterialenindustrie;Binnenland;2004 3e kwartaal;3;90
1681;2000c Hout- en bouwmaterialenindustrie;Binnenland;2004 oktober;-1;92
1682;2000c Hout- en bouwmaterialenindustrie;Binnenland;2004 november;13;92
1683;2000c Hout- en bouwmaterialenindustrie;Binnenland;2004 december;19;91
1684;2000c Hout- en bouwmaterialenindustrie;Binnenland;2004 4e kwartaal;10;90
1685;2000c Hout- en bouwmaterialenindustrie;Binnenland;2004;4;87
1686;2000c Hout- en bouwmaterialenindustrie;Binnenland;2005 januari;-4;92
1687;2000c Hout- en bouwmaterialenindustrie;Binnenland;2005 februari;3;93
1688;2000c Hout- en bouwmaterialenindustrie;Binnenland;2005 maart;-10;94
1689;2000c Hout- en bouwmaterialenindustrie;Binnenland;2005 1e kwartaal;-4;92
1690;2000c Hout- en bouwmaterialenindustrie;Binnenland;2005 april;8;94
1691;2000c Hout- en bouwmaterialenindustrie;Binnenland;2005 mei;11;92
1692;2000c Hout- en bouwmaterialenindustrie;Binnenland;2005 juni;14;89
1693;2000c Hout- en bouwmaterialenindustrie;Binnenland;2005 2e kwartaal;13;89
1694;2000c Hout- en bouwmaterialenindustrie;Binnenland;2005 juli;8;90
1695;2000c Hout- en bouwmaterialenindustrie;Binnenland;2005 augustus;20;89
1696;2000c Hout- en bouwmaterialenindustrie;Binnenland;2005 september;10;89
1697;2000c Hout- en bouwmaterialenindustrie;Binnenland;2005 3e kwartaal;12;89
1698;2000c Hout- en bouwmaterialenindustrie;Binnenland;2005 oktober;8;89
1699;2000c Hout- en bouwmaterialenindustrie;Binnenland;2005 november;12;89
1700;2000c Hout- en bouwmaterialenindustrie;Binnenland;2005 december;5;90
1701;2000c Hout- en bouwmaterialenindustrie;Binnenland;2005 4e kwartaal;9;88
1702;2000c Hout- en bouwmaterialenindustrie;Binnenland;2005;9;86
1703;2000c Hout- en bouwmaterialenindustrie;Binnenland;2006 januari;10;93
1704;2000c Hout- en bouwmaterialenindustrie;Binnenland;2006 februari;14;92
1705;2000c Hout- en bouwmaterialenindustrie;Buitenland;1997 januari;8;98
1706;2000c Hout- en bouwmaterialenindustrie;Buitenland;1997 februari;9;97
1707;2000c Hout- en bouwmaterialenindustrie;Buitenland;1997 maart;-1;98
1708;2000c Hout- en bouwmaterialenindustrie;Buitenland;1997 1e kwartaal;5;98
1709;2000c Hout- en bouwmaterialenindustrie;Buitenland;1997 april;7;97
1710;2000c Hout- en bouwmaterialenindustrie;Buitenland;1997 mei;-1;97
1711;2000c Hout- en bouwmaterialenindustrie;Buitenland;1997 juni;6;97
1712;2000c Hout- en bouwmaterialenindustrie;Buitenland;1997 2e kwartaal;4;97
1713;2000c Hout- en bouwmaterialenindustrie;Buitenland;1997 juli;5;97
1714;2000c Hout- en bouwmaterialenindustrie;Buitenland;1997 augustus;-8;97
1715;2000c Hout- en bouwmaterialenindustrie;Buitenland;1997 september;2;97
1716;2000c Hout- en bouwmaterialenindustrie;Buitenland;1997 3e kwartaal;0;97
1717;2000c Hout- en bouwmaterialenindustrie;Buitenland;1997 oktober;3;97
1718;2000c Hout- en bouwmaterialenindustrie;Buitenland;1997 november;2;97
1719;2000c Hout- en bouwmaterialenindustrie;Buitenland;1997 december;5;97
1720;2000c Hout- en bouwmaterialenindustrie;Buitenland;1997 4e kwartaal;4;96
1721;2000c Hout- en bouwmaterialenindustrie;Buitenland;1997;3;97
1722;2000c Hout- en bouwmaterialenindustrie;Buitenland;1998 januari;10;96
1723;2000c Hout- en bouwmaterialenindustrie;Buitenland;1998 februari;1;96
1724;2000c Hout- en bouwmaterialenindustrie;Buitenland;1998 maart;11;96
1725;2000c Hout- en bouwmaterialenindustrie;Buitenland;1998 1e kwartaal;8;96
1726;2000c Hout- en bouwmaterialenindustrie;Buitenland;1998 april;0;97
1727;2000c Hout- en bouwmaterialenindustrie;Buitenland;1998 mei;3;96
1728;2000c Hout- en bouwmaterialenindustrie;Buitenland;1998 juni;5;97
1729;2000c Hout- en bouwmaterialenindustrie;Buitenland;1998 2e kwartaal;3;96
1730;2000c Hout- en bouwmaterialenindustrie;Buitenland;1998 juli;9;97
1731;2000c Hout- en bouwmaterialenindustrie;Buitenland;1998 augustus;-2;97
1732;2000c Hout- en bouwmaterialenindustrie;Buitenland;1998 september;-1;97
1733;2000c Hout- en bouwmaterialenindustrie;Buitenland;1998 3e kwartaal;2;97
1734;2000c Hout- en bouwmaterialenindustrie;Buitenland;1998 oktober;-3;96
1735;2000c Hout- en bouwmaterialenindustrie;Buitenland;1998 november;-1;96
1736;2000c Hout- en bouwmaterialenindustrie;Buitenland;1998 december;1;99
1737;2000c Hout- en bouwmaterialenindustrie;Buitenland;1998 4e kwartaal;-1;96
1738;2000c Hout- en bouwmaterialenindustrie;Buitenland;1998;3;96
1739;2000c Hout- en bouwmaterialenindustrie;Buitenland;1999 januari;-7;99
1740;2000c Hout- en bouwmaterialenindustrie;Buitenland;1999 februari;-2;99
1741;2000c Hout- en bouwmaterialenindustrie;Buitenland;1999 maart;-4;99
1742;2000c Hout- en bouwmaterialenindustrie;Buitenland;1999 1e kwartaal;-4;99
1743;2000c Hout- en bouwmaterialenindustrie;Buitenland;1999 april;-3;100
1744;2000c Hout- en bouwmaterialenindustrie;Buitenland;1999 mei;0;100
1745;2000c Hout- en bouwmaterialenindustrie;Buitenland;1999 juni;2;100
1746;2000c Hout- en bouwmaterialenindustrie;Buitenland;1999 2e kwartaal;0;100
1747;2000c Hout- en bouwmaterialenindustrie;Buitenland;1999 juli;-4;100
1748;2000c Hout- en bouwmaterialenindustrie;Buitenland;1999 augustus;10;100
1749;2000c Hout- en bouwmaterialenindustrie;Buitenland;1999 september;4;100
1750;2000c Hout- en bouwmaterialenindustrie;Buitenland;1999 3e kwartaal;3;100
1751;2000c Hout- en bouwmaterialenindustrie;Buitenland;1999 oktober;-2;100
1752;2000c Hout- en bouwmaterialenindustrie;Buitenland;1999 november;5;100
1753;2000c Hout- en bouwmaterialenindustrie;Buitenland;1999 december;7;99
1754;2000c Hout- en bouwmaterialenindustrie;Buitenland;1999 4e kwartaal;3;100
1755;2000c Hout- en bouwmaterialenindustrie;Buitenland;1999;0;99
1756;2000c Hout- en bouwmaterialenindustrie;Buitenland;2000 januari;5;99
1757;2000c Hout- en bouwmaterialenindustrie;Buitenland;2000 februari;12;100
1758;2000c Hout- en bouwmaterialenindustrie;Buitenland;2000 maart;6;99
1759;2000c Hout- en bouwmaterialenindustrie;Buitenland;2000 1e kwartaal;7;99
1760;2000c Hout- en bouwmaterialenindustrie;Buitenland;2000 april;-6;99
1761;2000c Hout- en bouwmaterialenindustrie;Buitenland;2000 mei;15;99
1762;2000c Hout- en bouwmaterialenindustrie;Buitenland;2000 juni;-7;99
1763;2000c Hout- en bouwmaterialenindustrie;Buitenland;2000 2e kwartaal;0;99
1764;2000c Hout- en bouwmaterialenindustrie;Buitenland;2000 juli;-7;99
1765;2000c Hout- en bouwmaterialenindustrie;Buitenland;2000 augustus;7;99
1766;2000c Hout- en bouwmaterialenindustrie;Buitenland;2000 september;-4;99
1767;2000c Hout- en bouwmaterialenindustrie;Buitenland;2000 3e kwartaal;-2;99
1768;2000c Hout- en bouwmaterialenindustrie;Buitenland;2000 oktober;8;99
1769;2000c Hout- en bouwmaterialenindustrie;Buitenland;2000 november;0;99
1770;2000c Hout- en bouwmaterialenindustrie;Buitenland;2000 december;4;99
1771;2000c Hout- en bouwmaterialenindustrie;Buitenland;2000 4e kwartaal;4;99
1772;2000c Hout- en bouwmaterialenindustrie;Buitenland;2000;2;99
1773;2000c Hout- en bouwmaterialenindustrie;Buitenland;2001 januari;1;99
1774;2000c Hout- en bouwmaterialenindustrie;Buitenland;2001 februari;-8;99
1775;2000c Hout- en bouwmaterialenindustrie;Buitenland;2001 maart;-4;98
1776;2000c Hout- en bouwmaterialenindustrie;Buitenland;2001 1e kwartaal;-4;99
1777;2000c Hout- en bouwmaterialenindustrie;Buitenland;2001 april;-1;99
1778;2000c Hout- en bouwmaterialenindustrie;Buitenland;2001 mei;-6;99
1779;2000c Hout- en bouwmaterialenindustrie;Buitenland;2001 juni;-3;99
1780;2000c Hout- en bouwmaterialenindustrie;Buitenland;2001 2e kwartaal;-3;99
1781;2000c Hout- en bouwmaterialenindustrie;Buitenland;2001 juli;0;99
1782;2000c Hout- en bouwmaterialenindustrie;Buitenland;2001 augustus;-7;99
1783;2000c Hout- en bouwmaterialenindustrie;Buitenland;2001 september;-10;99
1784;2000c Hout- en bouwmaterialenindustrie;Buitenland;2001 3e kwartaal;-6;99
1785;2000c Hout- en bouwmaterialenindustrie;Buitenland;2001 oktober;-5;99
1786;2000c Hout- en bouwmaterialenindustrie;Buitenland;2001 november;-9;99
1787;2000c Hout- en bouwmaterialenindustrie;Buitenland;2001 december;-25;97
1788;2000c Hout- en bouwmaterialenindustrie;Buitenland;2001 4e kwartaal;-12;96
1789;2000c Hout- en bouwmaterialenindustrie;Buitenland;2001;-6;96
1790;2000c Hout- en bouwmaterialenindustrie;Buitenland;2002 januari;-14;96
1791;2000c Hout- en bouwmaterialenindustrie;Buitenland;2002 februari;-10;96
1792;2000c Hout- en bouwmaterialenindustrie;Buitenland;2002 maart;-13;96
1793;2000c Hout- en bouwmaterialenindustrie;Buitenland;2002 1e kwartaal;-13;95
1794;2000c Hout- en bouwmaterialenindustrie;Buitenland;2002 april;1;91
1795;2000c Hout- en bouwmaterialenindustrie;Buitenland;2002 mei;-13;92
1796;2000c Hout- en bouwmaterialenindustrie;Buitenland;2002 juni;-10;91
1797;2000c Hout- en bouwmaterialenindustrie;Buitenland;2002 2e kwartaal;-8;91
1798;2000c Hout- en bouwmaterialenindustrie;Buitenland;2002 juli;-2;91
1799;2000c Hout- en bouwmaterialenindustrie;Buitenland;2002 augustus;-10;93
1800;2000c Hout- en bouwmaterialenindustrie;Buitenland;2002 september;-3;92
1801;2000c Hout- en bouwmaterialenindustrie;Buitenland;2002 3e kwartaal;-5;92
1802;2000c Hout- en bouwmaterialenindustrie;Buitenland;2002 oktober;-1;90
1803;2000c Hout- en bouwmaterialenindustrie;Buitenland;2002 november;-5;89
1804;2000c Hout- en bouwmaterialenindustrie;Buitenland;2002 december;-2;92
1805;2000c Hout- en bouwmaterialenindustrie;Buitenland;2002 4e kwartaal;-2;92
1806;2000c Hout- en bouwmaterialenindustrie;Buitenland;2002;-7;92
1807;2000c Hout- en bouwmaterialenindustrie;Buitenland;2003 januari;-4;91
1808;2000c Hout- en bouwmaterialenindustrie;Buitenland;2003 februari;-3;91
1809;2000c Hout- en bouwmaterialenindustrie;Buitenland;2003 maart;-11;91
1810;2000c Hout- en bouwmaterialenindustrie;Buitenland;2003 1e kwartaal;-6;90
1811;2000c Hout- en bouwmaterialenindustrie;Buitenland;2003 april;-11;96
1812;2000c Hout- en bouwmaterialenindustrie;Buitenland;2003 mei;-13;94
1813;2000c Hout- en bouwmaterialenindustrie;Buitenland;2003 juni;-7;94
1814;2000c Hout- en bouwmaterialenindustrie;Buitenland;2003 2e kwartaal;-10;94
1815;2000c Hout- en bouwmaterialenindustrie;Buitenland;2003 juli;-9;94
1816;2000c Hout- en bouwmaterialenindustrie;Buitenland;2003 augustus;-12;95
1817;2000c Hout- en bouwmaterialenindustrie;Buitenland;2003 september;-3;94
1818;2000c Hout- en bouwmaterialenindustrie;Buitenland;2003 3e kwartaal;-8;94
1819;2000c Hout- en bouwmaterialenindustrie;Buitenland;2003 oktober;-7;94
1820;2000c Hout- en bouwmaterialenindustrie;Buitenland;2003 november;-3;94
1821;2000c Hout- en bouwmaterialenindustrie;Buitenland;2003 december;10;94
1822;2000c Hout- en bouwmaterialenindustrie;Buitenland;2003 4e kwartaal;-1;94
1823;2000c Hout- en bouwmaterialenindustrie;Buitenland;2003;-6;90
1824;2000c Hout- en bouwmaterialenindustrie;Buitenland;2004 januari;-10;91
1825;2000c Hout- en bouwmaterialenindustrie;Buitenland;2004 februari;-2;92
1826;2000c Hout- en bouwmaterialenindustrie;Buitenland;2004 maart;15;92
1827;2000c Hout- en bouwmaterialenindustrie;Buitenland;2004 1e kwartaal;1;91
1828;2000c Hout- en bouwmaterialenindustrie;Buitenland;2004 april;8;95
1829;2000c Hout- en bouwmaterialenindustrie;Buitenland;2004 mei;0;95
1830;2000c Hout- en bouwmaterialenindustrie;Buitenland;2004 juni;10;96
1831;2000c Hout- en bouwmaterialenindustrie;Buitenland;2004 2e kwartaal;6;95
1832;2000c Hout- en bouwmaterialenindustrie;Buitenland;2004 juli;-1;95
1833;2000c Hout- en bouwmaterialenindustrie;Buitenland;2004 augustus;5;95
1834;2000c Hout- en bouwmaterialenindustrie;Buitenland;2004 september;5;96
1835;2000c Hout- en bouwmaterialenindustrie;Buitenland;2004 3e kwartaal;3;94
1836;2000c Hout- en bouwmaterialenindustrie;Buitenland;2004 oktober;-4;96
1837;2000c Hout- en bouwmaterialenindustrie;Buitenland;2004 november;9;97
1838;2000c Hout- en bouwmaterialenindustrie;Buitenland;2004 december;11;97
1839;2000c Hout- en bouwmaterialenindustrie;Buitenland;2004 4e kwartaal;5;97
1840;2000c Hout- en bouwmaterialenindustrie;Buitenland;2004;5;89
1841;2000c Hout- en bouwmaterialenindustrie;Buitenland;2005 januari;17;98
1842;2000c Hout- en bouwmaterialenindustrie;Buitenland;2005 februari;4;98
1843;2000c Hout- en bouwmaterialenindustrie;Buitenland;2005 maart;-9;98
1844;2000c Hout- en bouwmaterialenindustrie;Buitenland;2005 1e kwartaal;4;97
1845;2000c Hout- en bouwmaterialenindustrie;Buitenland;2005 april;-2;98
1846;2000c Hout- en bouwmaterialenindustrie;Buitenland;2005 mei;3;97
1847;2000c Hout- en bouwmaterialenindustrie;Buitenland;2005 juni;3;96
1848;2000c Hout- en bouwmaterialenindustrie;Buitenland;2005 2e kwartaal;2;96
1849;2000c Hout- en bouwmaterialenindustrie;Buitenland;2005 juli;-6;96
1850;2000c Hout- en bouwmaterialenindustrie;Buitenland;2005 augustus;2;96
1851;2000c Hout- en bouwmaterialenindustrie;Buitenland;2005 september;3;95
1852;2000c Hout- en bouwmaterialenindustrie;Buitenland;2005 3e kwartaal;0;95
1853;2000c Hout- en bouwmaterialenindustrie;Buitenland;2005 oktober;-1;96
1854;2000c Hout- en bouwmaterialenindustrie;Buitenland;2005 november;4;96
1855;2000c Hout- en bouwmaterialenindustrie;Buitenland;2005 december;3;94
1856;2000c Hout- en bouwmaterialenindustrie;Buitenland;2005 4e kwartaal;3;94
1857;2000c Hout- en bouwmaterialenindustrie;Buitenland;2005;2;94
1858;2000c Hout- en bouwmaterialenindustrie;Buitenland;2006 januari;9;95
1859;2000c Hout- en bouwmaterialenindustrie;Buitenland;2006 februari;7;95
1860;2100a Papier- en grafische industrie;Bestemming totaal;1997 januari;0;96
1861;2100a Papier- en grafische industrie;Bestemming totaal;1997 februari;-2;94
1862;2100a Papier- en grafische industrie;Bestemming totaal;1997 maart;-2;94
1863;2100a Papier- en grafische industrie;Bestemming totaal;1997 1e kwartaal;-1;94
1864;2100a Papier- en grafische industrie;Bestemming totaal;1997 april;7;94
1865;2100a Papier- en grafische industrie;Bestemming totaal;1997 mei;0;94
1866;2100a Papier- en grafische industrie;Bestemming totaal;1997 juni;5;94
1867;2100a Papier- en grafische industrie;Bestemming totaal;1997 2e kwartaal;4;94
1868;2100a Papier- en grafische industrie;Bestemming totaal;1997 juli;4;94
1869;2100a Papier- en grafische industrie;Bestemming totaal;1997 augustus;-1;94
1870;2100a Papier- en grafische industrie;Bestemming totaal;1997 september;6;95
1871;2100a Papier- en grafische industrie;Bestemming totaal;1997 3e kwartaal;4;95
1872;2100a Papier- en grafische industrie;Bestemming totaal;1997 oktober;1;95
1873;2100a Papier- en grafische industrie;Bestemming totaal;1997 november;6;95
1874;2100a Papier- en grafische industrie;Bestemming totaal;1997 december;13;95
1875;2100a Papier- en grafische industrie;Bestemming totaal;1997 4e kwartaal;7;95
1876;2100a Papier- en grafische industrie;Bestemming totaal;1997;3;94
1877;2100a Papier- en grafische industrie;Bestemming totaal;1998 januari;2;93
1878;2100a Papier- en grafische industrie;Bestemming totaal;1998 februari;5;93
1879;2100a Papier- en grafische industrie;Bestemming totaal;1998 maart;13;93
1880;2100a Papier- en grafische industrie;Bestemming totaal;1998 1e kwartaal;7;92
1881;2100a Papier- en grafische industrie;Bestemming totaal;1998 april;4;93
1882;2100a Papier- en grafische industrie;Bestemming totaal;1998 mei;3;93
1883;2100a Papier- en grafische industrie;Bestemming totaal;1998 juni;9;93
1884;2100a Papier- en grafische industrie;Bestemming totaal;1998 2e kwartaal;5;93
1885;2100a Papier- en grafische industrie;Bestemming totaal;1998 juli;4;93
1886;2100a Papier- en grafische industrie;Bestemming totaal;1998 augustus;4;93
1887;2100a Papier- en grafische industrie;Bestemming totaal;1998 september;5;93
1888;2100a Papier- en grafische industrie;Bestemming totaal;1998 3e kwartaal;5;93
1889;2100a Papier- en grafische industrie;Bestemming totaal;1998 oktober;3;92
1890;2100a Papier- en grafische industrie;Bestemming totaal;1998 november;6;91
1891;2100a Papier- en grafische industrie;Bestemming totaal;1998 december;4;91
1892;2100a Papier- en grafische industrie;Bestemming totaal;1998 4e kwartaal;4;91
1893;2100a Papier- en grafische industrie;Bestemming totaal;1998;6;90
1894;2100a Papier- en grafische industrie;Bestemming totaal;1999 januari;-4;97
1895;2100a Papier- en grafische industrie;Bestemming totaal;1999 februari;0;97
1896;2100a Papier- en grafische industrie;Bestemming totaal;1999 maart;4;97
1897;2100a Papier- en grafische industrie;Bestemming totaal;1999 1e kwartaal;0;97
1898;2100a Papier- en grafische industrie;Bestemming totaal;1999 april;-3;97
1899;2100a Papier- en grafische industrie;Bestemming totaal;1999 mei;-2;97
1900;2100a Papier- en grafische industrie;Bestemming totaal;1999 juni;3;97
1901;2100a Papier- en grafische industrie;Bestemming totaal;1999 2e kwartaal;0;97
1902;2100a Papier- en grafische industrie;Bestemming totaal;1999 juli;2;97
1903;2100a Papier- en grafische industrie;Bestemming totaal;1999 augustus;5;97
1904;2100a Papier- en grafische industrie;Bestemming totaal;1999 september;4;97
1905;2100a Papier- en grafische industrie;Bestemming totaal;1999 3e kwartaal;3;97
1906;2100a Papier- en grafische industrie;Bestemming totaal;1999 oktober;-2;98
1907;2100a Papier- en grafische industrie;Bestemming totaal;1999 november;9;97
1908;2100a Papier- en grafische industrie;Bestemming totaal;1999 december;14;98
1909;2100a Papier- en grafische industrie;Bestemming totaal;1999 4e kwartaal;6;97
1910;2100a Papier- en grafische industrie;Bestemming totaal;1999;3;96
1911;2100a Papier- en grafische industrie;Bestemming totaal;2000 januari;6;99
1912;2100a Papier- en grafische industrie;Bestemming totaal;2000 februari;9;98
1913;2100a Papier- en grafische industrie;Bestemming totaal;2000 maart;6;98
1914;2100a Papier- en grafische industrie;Bestemming totaal;2000 1e kwartaal;7;98
1915;2100a Papier- en grafische industrie;Bestemming totaal;2000 april;6;98
1916;2100a Papier- en grafische industrie;Bestemming totaal;2000 mei;23;99
1917;2100a Papier- en grafische industrie;Bestemming totaal;2000 juni;2;98
1918;2100a Papier- en grafische industrie;Bestemming totaal;2000 2e kwartaal;10;98
1919;2100a Papier- en grafische industrie;Bestemming totaal;2000 juli;6;98
1920;2100a Papier- en grafische industrie;Bestemming totaal;2000 augustus;13;98
1921;2100a Papier- en grafische industrie;Bestemming totaal;2000 september;5;98
1922;2100a Papier- en grafische industrie;Bestemming totaal;2000 3e kwartaal;8;98
1923;2100a Papier- en grafische industrie;Bestemming totaal;2000 oktober;12;98
1924;2100a Papier- en grafische industrie;Bestemming totaal;2000 november;7;98
1925;2100a Papier- en grafische industrie;Bestemming totaal;2000 december;-5;98
1926;2100a Papier- en grafische industrie;Bestemming totaal;2000 4e kwartaal;4;98
1927;2100a Papier- en grafische industrie;Bestemming totaal;2000;7;97
1928;2100a Papier- en grafische industrie;Bestemming totaal;2001 januari;13;99
1929;2100a Papier- en grafische industrie;Bestemming totaal;2001 februari;3;97
1930;2100a Papier- en grafische industrie;Bestemming totaal;2001 maart;1;97
1931;2100a Papier- en grafische industrie;Bestemming totaal;2001 1e kwartaal;5;97
1932;2100a Papier- en grafische industrie;Bestemming totaal;2001 april;2;97
1933;2100a Papier- en grafische industrie;Bestemming totaal;2001 mei;0;96
1934;2100a Papier- en grafische industrie;Bestemming totaal;2001 juni;2;97
1935;2100a Papier- en grafische industrie;Bestemming totaal;2001 2e kwartaal;1;97
1936;2100a Papier- en grafische industrie;Bestemming totaal;2001 juli;7;96
1937;2100a Papier- en grafische industrie;Bestemming totaal;2001 augustus;-1;96
1938;2100a Papier- en grafische industrie;Bestemming totaal;2001 september;-4;96
1939;2100a Papier- en grafische industrie;Bestemming totaal;2001 3e kwartaal;1;96
1940;2100a Papier- en grafische industrie;Bestemming totaal;2001 oktober;3;96
1941;2100a Papier- en grafische industrie;Bestemming totaal;2001 november;-3;97
1942;2100a Papier- en grafische industrie;Bestemming totaal;2001 december;-5;97
1943;2100a Papier- en grafische industrie;Bestemming totaal;2001 4e kwartaal;-1;96
1944;2100a Papier- en grafische industrie;Bestemming totaal;2001;2;95
1945;2100a Papier- en grafische industrie;Bestemming totaal;2002 januari;-4;96
1946;2100a Papier- en grafische industrie;Bestemming totaal;2002 februari;-3;98
1947;2100a Papier- en grafische industrie;Bestemming totaal;2002 maart;-5;97
1948;2100a Papier- en grafische industrie;Bestemming totaal;2002 1e kwartaal;-3;97
1949;2100a Papier- en grafische industrie;Bestemming totaal;2002 april;-2;96
1950;2100a Papier- en grafische industrie;Bestemming totaal;2002 mei;-6;96
1951;2100a Papier- en grafische industrie;Bestemming totaal;2002 juni;-2;96
1952;2100a Papier- en grafische industrie;Bestemming totaal;2002 2e kwartaal;-3;96
1953;2100a Papier- en grafische industrie;Bestemming totaal;2002 juli;-4;96
1954;2100a Papier- en grafische industrie;Bestemming totaal;2002 augustus;-7;96
1955;2100a Papier- en grafische industrie;Bestemming totaal;2002 september;-2;96
1956;2100a Papier- en grafische industrie;Bestemming totaal;2002 3e kwartaal;-4;96
1957;2100a Papier- en grafische industrie;Bestemming totaal;2002 oktober;-6;94
1958;2100a Papier- en grafische industrie;Bestemming totaal;2002 november;-6;94
1959;2100a Papier- en grafische industrie;Bestemming totaal;2002 december;-4;93
1960;2100a Papier- en grafische industrie;Bestemming totaal;2002 4e kwartaal;-5;94
1961;2100a Papier- en grafische industrie;Bestemming totaal;2002;-4;94
1962;2100a Papier- en grafische industrie;Bestemming totaal;2003 januari;-4;95
1963;2100a Papier- en grafische industrie;Bestemming totaal;2003 februari;-4;95
1964;2100a Papier- en grafische industrie;Bestemming totaal;2003 maart;-5;94
1965;2100a Papier- en grafische industrie;Bestemming totaal;2003 1e kwartaal;-4;95
1966;2100a Papier- en grafische industrie;Bestemming totaal;2003 april;0;96
1967;2100a Papier- en grafische industrie;Bestemming totaal;2003 mei;-4;91
1968;2100a Papier- en grafische industrie;Bestemming totaal;2003 juni;-5;91
1969;2100a Papier- en grafische industrie;Bestemming totaal;2003 2e kwartaal;-3;91
1970;2100a Papier- en grafische industrie;Bestemming totaal;2003 juli;-1;93
1971;2100a Papier- en grafische industrie;Bestemming totaal;2003 augustus;-3;92
1972;2100a Papier- en grafische industrie;Bestemming totaal;2003 september;2;90
1973;2100a Papier- en grafische industrie;Bestemming totaal;2003 3e kwartaal;0;90
1974;2100a Papier- en grafische industrie;Bestemming totaal;2003 oktober;3;90
1975;2100a Papier- en grafische industrie;Bestemming totaal;2003 november;-2;90
1976;2100a Papier- en grafische industrie;Bestemming totaal;2003 december;8;90
1977;2100a Papier- en grafische industrie;Bestemming totaal;2003 4e kwartaal;3;90
1978;2100a Papier- en grafische industrie;Bestemming totaal;2003;-2;88
1979;2100a Papier- en grafische industrie;Bestemming totaal;2004 januari;5;89
1980;2100a Papier- en grafische industrie;Bestemming totaal;2004 februari;2;89
1981;2100a Papier- en grafische industrie;Bestemming totaal;2004 maart;7;83
1982;2100a Papier- en grafische industrie;Bestemming totaal;2004 1e kwartaal;5;83
1983;2100a Papier- en grafische industrie;Bestemming totaal;2004 april;1;85
1984;2100a Papier- en grafische industrie;Bestemming totaal;2004 mei;-3;86
1985;2100a Papier- en grafische industrie;Bestemming totaal;2004 juni;7;89
1986;2100a Papier- en grafische industrie;Bestemming totaal;2004 2e kwartaal;2;86
1987;2100a Papier- en grafische industrie;Bestemming totaal;2004 juli;-2;87
1988;2100a Papier- en grafische industrie;Bestemming totaal;2004 augustus;1;87
1989;2100a Papier- en grafische industrie;Bestemming totaal;2004 september;2;88
1990;2100a Papier- en grafische industrie;Bestemming totaal;2004 3e kwartaal;0;86
1991;2100a Papier- en grafische industrie;Bestemming totaal;2004 oktober;-7;89
1992;2100a Papier- en grafische industrie;Bestemming totaal;2004 november;6;88
1993;2100a Papier- en grafische industrie;Bestemming totaal;2004 december;9;88
1994;2100a Papier- en grafische industrie;Bestemming totaal;2004 4e kwartaal;2;88
1995;2100a Papier- en grafische industrie;Bestemming totaal;2004;2;82
1996;2100a Papier- en grafische industrie;Bestemming totaal;2005 januari;-9;90
1997;2100a Papier- en grafische industrie;Bestemming totaal;2005 februari;1;90
1998;2100a Papier- en grafische industrie;Bestemming totaal;2005 maart;2;94
1999;2100a Papier- en grafische industrie;Bestemming totaal;2005 1e kwartaal;-2;89
2000;2100a Papier- en grafische industrie;Bestemming totaal;2005 april;1;95
2001;2100a Papier- en grafische industrie;Bestemming totaal;2005 mei;5;95
2002;2100a Papier- en grafische industrie;Bestemming totaal;2005 juni;3;94
2003;2100a Papier- en grafische industrie;Bestemming totaal;2005 2e kwartaal;3;94
2004;2100a Papier- en grafische industrie;Bestemming totaal;2005 juli;-1;94
2005;2100a Papier- en grafische industrie;Bestemming totaal;2005 augustus;5;95
2006;2100a Papier- en grafische industrie;Bestemming totaal;2005 september;3;94
2007;2100a Papier- en grafische industrie;Bestemming totaal;2005 3e kwartaal;2;94
2008;2100a Papier- en grafische industrie;Bestemming totaal;2005 oktober;0;95
2009;2100a Papier- en grafische industrie;Bestemming totaal;2005 november;-3;95
2010;2100a Papier- en grafische industrie;Bestemming totaal;2005 december;-8;93
2011;2100a Papier- en grafische industrie;Bestemming totaal;2005 4e kwartaal;-3;93
2012;2100a Papier- en grafische industrie;Bestemming totaal;2005;1;88
2013;2100a Papier- en grafische industrie;Bestemming totaal;2006 januari;3;93
2014;2100a Papier- en grafische industrie;Bestemming totaal;2006 februari;0;94
2015;2100a Papier- en grafische industrie;Binnenland;1997 januari;1;95
2016;2100a Papier- en grafische industrie;Binnenland;1997 februari;-3;94
2017;2100a Papier- en grafische industrie;Binnenland;1997 maart;-4;94
2018;2100a Papier- en grafische industrie;Binnenland;1997 1e kwartaal;-2;94
2019;2100a Papier- en grafische industrie;Binnenland;1997 april;4;93
2020;2100a Papier- en grafische industrie;Binnenland;1997 mei;-3;94
2021;2100a Papier- en grafische industrie;Binnenland;1997 juni;1;94
2022;2100a Papier- en grafische industrie;Binnenland;1997 2e kwartaal;1;94
2023;2100a Papier- en grafische industrie;Binnenland;1997 juli;2;93
2024;2100a Papier- en grafische industrie;Binnenland;1997 augustus;-4;93
2025;2100a Papier- en grafische industrie;Binnenland;1997 september;3;94
2026;2100a Papier- en grafische industrie;Binnenland;1997 3e kwartaal;1;94
2027;2100a Papier- en grafische industrie;Binnenland;1997 oktober;-4;94
2028;2100a Papier- en grafische industrie;Binnenland;1997 november;5;95
2029;2100a Papier- en grafische industrie;Binnenland;1997 december;9;95
