ID;MunicipalLeviesFrom2017Onwards;Regions;Periods;MunicipalLeviesInMillionOfEuros_1;MunicipalLeviesInEuroInhabitant_2
405;Total municipal tax;Fewer than 5,000 inhabitants;2023;28.0;2211.0
406;Total municipal tax;5,000 to 9,999 inhabitants;2017;79.0;563.0
407;Total municipal tax;5,000 to 9,999 inhabitants;2018;77.0;585.0
408;Total municipal tax;5,000 to 9,999 inhabitants;2019;54.0;641.0
409;Total municipal tax;5,000 to 9,999 inhabitants;2020;49.0;663.0
410;Total municipal tax;5,000 to 9,999 inhabitants;2021;42.0;743.0
411;Total municipal tax;5,000 to 9,999 inhabitants;2022;42.0;735.0
412;Total municipal tax;5,000 to 9,999 inhabitants;2023;45.0;778.0
413;Total municipal tax;10,000 to 19,999 inhabitants;2017;723.0;513.0
414;Total municipal tax;10,000 to 19,999 inhabitants;2018;683.0;518.0
415;Total municipal tax;10,000 to 19,999 inhabitants;2019;534.0;533.0
416;Total municipal tax;10,000 to 19,999 inhabitants;2020;564.0;555.0
417;Total municipal tax;10,000 to 19,999 inhabitants;2021;581.0;590.0
418;Total municipal tax;10,000 to 19,999 inhabitants;2022;570.0;613.0
419;Total municipal tax;10,000 to 19,999 inhabitants;2023;541.0;653.0
420;Total municipal tax;20,000 to 49,999 inhabitants;2017;3019.0;504.0
421;Total municipal tax;20,000 to 49,999 inhabitants;2018;3081.0;510.0
422;Total municipal tax;20,000 to 49,999 inhabitants;2019;3162.0;519.0
423;Total municipal tax;20,000 to 49,999 inhabitants;2020;3212.0;537.0
424;Total municipal tax;20,000 to 49,999 inhabitants;2021;3463.0;571.0
425;Total municipal tax;20,000 to 49,999 inhabitants;2022;3408.0;573.0
426;Total municipal tax;20,000 to 49,999 inhabitants;2023;3546.0;591.0
427;Total municipal tax;50,000 to 99,999 inhabitants;2017;1744.0;533.0
428;Total municipal tax;50,000 to 99,999 inhabitants;2018;1825.0;544.0
429;Total municipal tax;50,000 to 99,999 inhabitants;2019;2020.0;548.0
430;Total municipal tax;50,000 to 99,999 inhabitants;2020;2093.0;557.0
431;Total municipal tax;50,000 to 99,999 inhabitants;2021;2223.0;589.0
432;Total municipal tax;50,000 to 99,999 inhabitants;2022;2393.0;600.0
433;Total municipal tax;50,000 to 99,999 inhabitants;2023;2564.0;616.0
434;Total municipal tax;100,000 to 149,999 inhabitants;2017;1002.0;620.0
435;Total municipal tax;100,000 to 149,999 inhabitants;2018;1035.0;632.0
436;Total municipal tax;100,000 to 149,999 inhabitants;2019;930.0;621.0
437;Total municipal tax;100,000 to 149,999 inhabitants;2020;1011.0;629.0
438;Total municipal tax;100,000 to 149,999 inhabitants;2021;1065.0;662.0
439;Total municipal tax;100,000 to 149,999 inhabitants;2022;1090.0;673.0
440;Total municipal tax;100,000 to 149,999 inhabitants;2023;1144.0;697.0
441;Total municipal tax;150,000 to 249,999 inhabitants;2017;1392.0;607.0
442;Total municipal tax;150,000 to 249,999 inhabitants;2018;1441.0;623.0
443;Total municipal tax;150,000 to 249,999 inhabitants;2019;1653.0;658.0
444;Total municipal tax;150,000 to 249,999 inhabitants;2020;1661.0;656.0
445;Total municipal tax;150,000 to 249,999 inhabitants;2021;1747.0;687.0
446;Total municipal tax;150,000 to 249,999 inhabitants;2022;1820.0;710.0
447;Total municipal tax;150,000 to 249,999 inhabitants;2023;1952.0;750.0
448;Total municipal tax;250,000 inhabitants or more;2017;1941.0;827.0
449;Total municipal tax;250,000 inhabitants or more;2018;1989.0;838.0
450;Total municipal tax;250,000 inhabitants or more;2019;2132.0;889.0
451;Total municipal tax;250,000 inhabitants or more;2020;2074.0;854.0
452;Total municipal tax;250,000 inhabitants or more;2021;2228.0;916.0
453;Total municipal tax;250,000 inhabitants or more;2022;2489.0;1006.0
454;Total municipal tax;250,000 inhabitants or more;2023;2962.0;1177.0
455;Total property tax;The Netherlands;2017;3873.0;227.0
456;Total property tax;The Netherlands;2018;3985.0;232.0
457;Total property tax;The Netherlands;2019;4165.0;241.0
458;Total property tax;The Netherlands;2020;4399.0;253.0
459;Total property tax;The Netherlands;2021;4658.0;267.0
460;Total property tax;The Netherlands;2022;4881.0;277.0
461;Total property tax;The Netherlands;2023;5262.0;295.0
462;Total property tax;Noord-Nederland (LD);2017;399.0;232.0
463;Total property tax;Noord-Nederland (LD);2018;411.0;239.0
464;Total property tax;Noord-Nederland (LD);2019;427.0;248.0
465;Total property tax;Noord-Nederland (LD);2020;456.0;264.0
466;Total property tax;Noord-Nederland (LD);2021;487.0;281.0
467;Total property tax;Noord-Nederland (LD);2022;505.0;290.0
468;Total property tax;Noord-Nederland (LD);2023;536.0;305.0
469;Total property tax;Oost-Nederland (LD);2017;831.0;231.0
470;Total property tax;Oost-Nederland (LD);2018;856.0;236.0
471;Total property tax;Oost-Nederland (LD);2019;897.0;246.0
472;Total property tax;Oost-Nederland (LD);2020;949.0;259.0
473;Total property tax;Oost-Nederland (LD);2021;995.0;270.0
474;Total property tax;Oost-Nederland (LD);2022;1035.0;278.0
475;Total property tax;Oost-Nederland (LD);2023;1095.0;291.0
476;Total property tax;West-Nederland (LD);2017;1850.0;228.0
477;Total property tax;West-Nederland (LD);2018;1888.0;231.0
478;Total property tax;West-Nederland (LD);2019;1957.0;237.0
479;Total property tax;West-Nederland (LD);2020;2070.0;249.0
480;Total property tax;West-Nederland (LD);2021;2212.0;265.0
481;Total property tax;West-Nederland (LD);2022;2330.0;277.0
482;Total property tax;West-Nederland (LD);2023;2588.0;303.0
483;Total property tax;Zuid-Nederland (LD);2017;793.0;219.0
484;Total property tax;Zuid-Nederland (LD);2018;829.0;227.0
485;Total property tax;Zuid-Nederland (LD);2019;884.0;241.0
486;Total property tax;Zuid-Nederland (LD);2020;923.0;251.0
487;Total property tax;Zuid-Nederland (LD);2021;964.0;261.0
488;Total property tax;Zuid-Nederland (LD);2022;1011.0;272.0
489;Total property tax;Zuid-Nederland (LD);2023;1044.0;278.0
490;Total property tax;Groningen (PV);2017;161.0;277.0
491;Total property tax;Groningen (PV);2018;170.0;291.0
492;Total property tax;Groningen (PV);2019;179.0;307.0
493;Total property tax;Groningen (PV);2020;197.0;336.0
494;Total property tax;Groningen (PV);2021;213.0;363.0
495;Total property tax;Groningen (PV);2022;220.0;373.0
496;Total property tax;Groningen (PV);2023;241.0;404.0
497;Total property tax;Fryslân (PV);2017;137.0;212.0
498;Total property tax;Fryslân (PV);2018;139.0;214.0
499;Total property tax;Fryslân (PV);2019;143.0;220.0
500;Total property tax;Fryslân (PV);2020;147.0;226.0
501;Total property tax;Fryslân (PV);2021;153.0;235.0
502;Total property tax;Fryslân (PV);2022;160.0;244.0
503;Total property tax;Fryslân (PV);2023;167.0;252.0
504;Total property tax;Drenthe (PV);2017;101.0;206.0
505;Total property tax;Drenthe (PV);2018;103.0;209.0
506;Total property tax;Drenthe (PV);2019;105.0;214.0
507;Total property tax;Drenthe (PV);2020;112.0;227.0
508;Total property tax;Drenthe (PV);2021;121.0;244.0
509;Total property tax;Drenthe (PV);2022;125.0;252.0
510;Total property tax;Drenthe (PV);2023;129.0;256.0
511;Total property tax;Overijssel (PV);2017;259.0;225.0
512;Total property tax;Overijssel (PV);2018;272.0;236.0
513;Total property tax;Overijssel (PV);2019;288.0;249.0
514;Total property tax;Overijssel (PV);2020;306.0;263.0
515;Total property tax;Overijssel (PV);2021;318.0;272.0
516;Total property tax;Overijssel (PV);2022;328.0;280.0
517;Total property tax;Overijssel (PV);2023;345.0;291.0
518;Total property tax;Flevoland (PV);2017;92.0;224.0
519;Total property tax;Flevoland (PV);2018;94.0;227.0
520;Total property tax;Flevoland (PV);2019;99.0;238.0
521;Total property tax;Flevoland (PV);2020;102.0;241.0
522;Total property tax;Flevoland (PV);2021;107.0;250.0
523;Total property tax;Flevoland (PV);2022;118.0;271.0
524;Total property tax;Flevoland (PV);2023;129.0;290.0
525;Total property tax;Gelderland (PV);2017;480.0;235.0
526;Total property tax;Gelderland (PV);2018;491.0;238.0
527;Total property tax;Gelderland (PV);2019;510.0;246.0
528;Total property tax;Gelderland (PV);2020;541.0;260.0
529;Total property tax;Gelderland (PV);2021;570.0;272.0
530;Total property tax;Gelderland (PV);2022;588.0;279.0
531;Total property tax;Gelderland (PV);2023;621.0;291.0
532;Total property tax;Utrecht (PV);2017;297.0;231.0
533;Total property tax;Utrecht (PV);2018;305.0;236.0
534;Total property tax;Utrecht (PV);2019;333.0;248.0
535;Total property tax;Utrecht (PV);2020;347.0;256.0
536;Total property tax;Utrecht (PV);2021;365.0;268.0
537;Total property tax;Utrecht (PV);2022;390.0;285.0
538;Total property tax;Utrecht (PV);2023;445.0;321.0
539;Total property tax;Noord-Holland (PV);2017;606.0;216.0
540;Total property tax;Noord-Holland (PV);2018;617.0;218.0
541;Total property tax;Noord-Holland (PV);2019;636.0;223.0
542;Total property tax;Noord-Holland (PV);2020;670.0;233.0
543;Total property tax;Noord-Holland (PV);2021;751.0;260.0
544;Total property tax;Noord-Holland (PV);2022;770.0;265.0
545;Total property tax;Noord-Holland (PV);2023;854.0;289.0
546;Total property tax;Zuid-Holland (PV);2017;859.0;235.0
547;Total property tax;Zuid-Holland (PV);2018;874.0;237.0
548;Total property tax;Zuid-Holland (PV);2019;890.0;242.0
549;Total property tax;Zuid-Holland (PV);2020;952.0;257.0
550;Total property tax;Zuid-Holland (PV);2021;989.0;265.0
551;Total property tax;Zuid-Holland (PV);2022;1059.0;282.0
552;Total property tax;Zuid-Holland (PV);2023;1172.0;308.0
553;Total property tax;Zeeland (PV);2017;88.0;232.0
554;Total property tax;Zeeland (PV);2018;93.0;243.0
555;Total property tax;Zeeland (PV);2019;97.0;253.0
556;Total property tax;Zeeland (PV);2020;101.0;263.0
557;Total property tax;Zeeland (PV);2021;107.0;277.0
558;Total property tax;Zeeland (PV);2022;112.0;289.0
559;Total property tax;Zeeland (PV);2023;117.0;298.0
560;Total property tax;Noord-Brabant (PV);2017;526.0;209.0
561;Total property tax;Noord-Brabant (PV);2018;544.0;215.0
562;Total property tax;Noord-Brabant (PV);2019;580.0;228.0
563;Total property tax;Noord-Brabant (PV);2020;610.0;238.0
564;Total property tax;Noord-Brabant (PV);2021;636.0;247.0
565;Total property tax;Noord-Brabant (PV);2022;664.0;256.0
566;Total property tax;Noord-Brabant (PV);2023;691.0;263.0
567;Total property tax;Limburg (PV);2017;268.0;239.0
568;Total property tax;Limburg (PV);2018;285.0;255.0
569;Total property tax;Limburg (PV);2019;304.0;272.0
570;Total property tax;Limburg (PV);2020;314.0;281.0
571;Total property tax;Limburg (PV);2021;328.0;294.0
572;Total property tax;Limburg (PV);2022;347.0;311.0
573;Total property tax;Limburg (PV);2023;352.0;312.0
574;Total property tax;Oost-Groningen (CR);2017;35.0;238.0
575;Total property tax;Oost-Groningen (CR);2018;33.0;243.0
576;Total property tax;Oost-Groningen (CR);2019;34.0;251.0
577;Total property tax;Oost-Groningen (CR);2020;37.0;272.0
578;Total property tax;Oost-Groningen (CR);2021;39.0;289.0
579;Total property tax;Oost-Groningen (CR);2022;40.0;296.0
580;Total property tax;Oost-Groningen (CR);2023;44.0;318.0
581;Total property tax;Delfzijl en omgeving (CR);2017;15.0;326.0
582;Total property tax;Delfzijl en omgeving (CR);2018;15.0;332.0
583;Total property tax;Delfzijl en omgeving (CR);2019;16.0;356.0
584;Total property tax;Delfzijl en omgeving (CR);2020;17.0;371.0
585;Total property tax;Delfzijl en omgeving (CR);2021;18.0;395.0
586;Total property tax;Delfzijl en omgeving (CR);2022;18.0;402.0
587;Total property tax;Delfzijl en omgeving (CR);2023;21.0;458.0
588;Total property tax;Overig Groningen (CR);2017;111.0;285.0
589;Total property tax;Overig Groningen (CR);2018;121.0;302.0
590;Total property tax;Overig Groningen (CR);2019;129.0;320.0
591;Total property tax;Overig Groningen (CR);2020;143.0;353.0
592;Total property tax;Overig Groningen (CR);2021;156.0;385.0
593;Total property tax;Overig Groningen (CR);2022;162.0;396.0
594;Total property tax;Overig Groningen (CR);2023;176.0;426.0
595;Total property tax;Noord-Friesland (CR);2017;69.0;214.0
596;Total property tax;Noord-Friesland (CR);2018;70.0;220.0
597;Total property tax;Noord-Friesland (CR);2019;72.0;226.0
598;Total property tax;Noord-Friesland (CR);2020;76.0;236.0
599;Total property tax;Noord-Friesland (CR);2021;79.0;246.0
600;Total property tax;Noord-Friesland (CR);2022;82.0;253.0
601;Total property tax;Noord-Friesland (CR);2023;85.0;262.0
602;Total property tax;Zuidwest-Friesland (CR);2017;28.0;206.0
603;Total property tax;Zuidwest-Friesland (CR);2018;30.0;209.0
604;Total property tax;Zuidwest-Friesland (CR);2019;31.0;218.0
605;Total property tax;Zuidwest-Friesland (CR);2020;31.0;220.0
606;Total property tax;Zuidwest-Friesland (CR);2021;32.0;226.0
607;Total property tax;Zuidwest-Friesland (CR);2022;35.0;248.0
608;Total property tax;Zuidwest-Friesland (CR);2023;36.0;252.0
609;Total property tax;Zuidoost-Friesland (CR);2017;40.0;212.0
610;Total property tax;Zuidoost-Friesland (CR);2018;39.0;209.0
611;Total property tax;Zuidoost-Friesland (CR);2019;40.0;213.0
612;Total property tax;Zuidoost-Friesland (CR);2020;40.0;216.0
613;Total property tax;Zuidoost-Friesland (CR);2021;42.0;224.0
614;Total property tax;Zuidoost-Friesland (CR);2022;43.0;227.0
615;Total property tax;Zuidoost-Friesland (CR);2023;45.0;237.0
616;Total property tax;Noord-Drenthe (CR);2017;37.0;193.0
617;Total property tax;Noord-Drenthe (CR);2018;38.0;196.0
618;Total property tax;Noord-Drenthe (CR);2019;39.0;204.0
619;Total property tax;Noord-Drenthe (CR);2020;42.0;218.0
620;Total property tax;Noord-Drenthe (CR);2021;44.0;227.0
621;Total property tax;Noord-Drenthe (CR);2022;46.0;235.0
622;Total property tax;Noord-Drenthe (CR);2023;47.0;243.0
623;Total property tax;Zuidoost-Drenthe (CR);2017;39.0;229.0
624;Total property tax;Zuidoost-Drenthe (CR);2018;39.0;235.0
625;Total property tax;Zuidoost-Drenthe (CR);2019;40.0;235.0
626;Total property tax;Zuidoost-Drenthe (CR);2020;41.0;244.0
627;Total property tax;Zuidoost-Drenthe (CR);2021;44.0;259.0
628;Total property tax;Zuidoost-Drenthe (CR);2022;45.0;266.0
629;Total property tax;Zuidoost-Drenthe (CR);2023;45.0;265.0
630;Total property tax;Zuidwest-Drenthe (CR);2017;25.0;193.0
631;Total property tax;Zuidwest-Drenthe (CR);2018;26.0;196.0
632;Total property tax;Zuidwest-Drenthe (CR);2019;27.0;201.0
633;Total property tax;Zuidwest-Drenthe (CR);2020;29.0;218.0
634;Total property tax;Zuidwest-Drenthe (CR);2021;33.0;249.0
635;Total property tax;Zuidwest-Drenthe (CR);2022;35.0;259.0
636;Total property tax;Zuidwest-Drenthe (CR);2023;36.0;265.0
637;Total property tax;Noord-Overijssel (CR);2017;79.0;216.0
638;Total property tax;Noord-Overijssel (CR);2018;84.0;227.0
639;Total property tax;Noord-Overijssel (CR);2019;89.0;239.0
640;Total property tax;Noord-Overijssel (CR);2020;96.0;256.0
641;Total property tax;Noord-Overijssel (CR);2021;101.0;267.0
642;Total property tax;Noord-Overijssel (CR);2022;104.0;274.0
643;Total property tax;Noord-Overijssel (CR);2023;109.0;284.0
644;Total property tax;Zuidwest-Overijssel (CR);2017;36.0;232.0
645;Total property tax;Zuidwest-Overijssel (CR);2018;38.0;245.0
646;Total property tax;Zuidwest-Overijssel (CR);2019;39.0;248.0
647;Total property tax;Zuidwest-Overijssel (CR);2020;40.0;255.0
648;Total property tax;Zuidwest-Overijssel (CR);2021;41.0;263.0
649;Total property tax;Zuidwest-Overijssel (CR);2022;43.0;272.0
650;Total property tax;Zuidwest-Overijssel (CR);2023;45.0;282.0
651;Total property tax;Twente (CR);2017;144.0;229.0
652;Total property tax;Twente (CR);2018;150.0;240.0
653;Total property tax;Twente (CR);2019;161.0;256.0
654;Total property tax;Twente (CR);2020;170.0;270.0
655;Total property tax;Twente (CR);2021;176.0;278.0
656;Total property tax;Twente (CR);2022;181.0;286.0
657;Total property tax;Twente (CR);2023;190.0;297.0
658;Total property tax;Veluwe (CR);2017;148.0;218.0
659;Total property tax;Veluwe (CR);2018;150.0;220.0
660;Total property tax;Veluwe (CR);2019;159.0;231.0
661;Total property tax;Veluwe (CR);2020;171.0;245.0
662;Total property tax;Veluwe (CR);2021;178.0;254.0
663;Total property tax;Veluwe (CR);2022;187.0;264.0
664;Total property tax;Veluwe (CR);2023;197.0;276.0
665;Total property tax;Achterhoek (CR);2017;74.0;184.0
666;Total property tax;Achterhoek (CR);2018;75.0;188.0
667;Total property tax;Achterhoek (CR);2019;77.0;193.0
668;Total property tax;Achterhoek (CR);2020;84.0;210.0
669;Total property tax;Achterhoek (CR);2021;90.0;224.0
670;Total property tax;Achterhoek (CR);2022;93.0;231.0
671;Total property tax;Achterhoek (CR);2023;96.0;236.0
672;Total property tax;Arnhem/Nijmegen (CR);2017;209.0;286.0
673;Total property tax;Arnhem/Nijmegen (CR);2018;213.0;290.0
674;Total property tax;Arnhem/Nijmegen (CR);2019;220.0;297.0
675;Total property tax;Arnhem/Nijmegen (CR);2020;230.0;309.0
676;Total property tax;Arnhem/Nijmegen (CR);2021;240.0;323.0
677;Total property tax;Arnhem/Nijmegen (CR);2022;246.0;328.0
678;Total property tax;Arnhem/Nijmegen (CR);2023;259.0;343.0
679;Total property tax;Zuidwest-Gelderland (CR);2017;51.0;211.0
680;Total property tax;Zuidwest-Gelderland (CR);2018;52.0;214.0
681;Total property tax;Zuidwest-Gelderland (CR);2019;54.0;221.0
682;Total property tax;Zuidwest-Gelderland (CR);2020;57.0;231.0
683;Total property tax;Zuidwest-Gelderland (CR);2021;62.0;248.0
684;Total property tax;Zuidwest-Gelderland (CR);2022;63.0;251.0
685;Total property tax;Zuidwest-Gelderland (CR);2023;68.0;269.0
686;Total property tax;Utrecht (CR);2017;297.0;231.0
687;Total property tax;Utrecht (CR);2018;305.0;236.0
688;Total property tax;Utrecht (CR);2019;333.0;248.0
689;Total property tax;Utrecht (CR);2020;347.0;256.0
690;Total property tax;Utrecht (CR);2021;365.0;268.0
691;Total property tax;Utrecht (CR);2022;390.0;285.0
692;Total property tax;Utrecht (CR);2023;445.0;321.0
693;Total property tax;Kop van Noord-Holland (CR);2017;64.0;172.0
694;Total property tax;Kop van Noord-Holland (CR);2018;65.0;174.0
695;Total property tax;Kop van Noord-Holland (CR);2019;67.0;179.0
696;Total property tax;Kop van Noord-Holland (CR);2020;71.0;188.0
697;Total property tax;Kop van Noord-Holland (CR);2021;76.0;201.0
698;Total property tax;Kop van Noord-Holland (CR);2022;82.0;216.0
699;Total property tax;Kop van Noord-Holland (CR);2023;95.0;247.0
700;Total property tax;Alkmaar en omgeving (CR);2017;49.0;203.0
701;Total property tax;Alkmaar en omgeving (CR);2018;50.0;205.0
702;Total property tax;Alkmaar en omgeving (CR);2019;53.0;213.0
703;Total property tax;Alkmaar en omgeving (CR);2020;55.0;220.0
704;Total property tax;Alkmaar en omgeving (CR);2021;58.0;231.0
705;Total property tax;Alkmaar en omgeving (CR);2022;61.0;240.0
706;Total property tax;Alkmaar en omgeving (CR);2023;63.0;247.0
707;Total property tax;IJmond (CR);2017;38.0;193.0
708;Total property tax;IJmond (CR);2018;39.0;196.0
709;Total property tax;IJmond (CR);2019;40.0;201.0
710;Total property tax;IJmond (CR);2020;42.0;209.0
711;Total property tax;IJmond (CR);2021;43.0;214.0
712;Total property tax;IJmond (CR);2022;44.0;222.0
713;Total property tax;IJmond (CR);2023;47.0;232.0
714;Total property tax;Agglomeratie Haarlem (CR);2017;58.0;249.0
715;Total property tax;Agglomeratie Haarlem (CR);2018;60.0;257.0
716;Total property tax;Agglomeratie Haarlem (CR);2019;61.0;265.0
717;Total property tax;Agglomeratie Haarlem (CR);2020;62.0;271.0
718;Total property tax;Agglomeratie Haarlem (CR);2021;66.0;286.0
719;Total property tax;Agglomeratie Haarlem (CR);2022;67.0;289.0
720;Total property tax;Agglomeratie Haarlem (CR);2023;72.0;306.0
721;Total property tax;Zaanstreek (CR);2017;37.0;218.0
722;Total property tax;Zaanstreek (CR);2018;38.0;222.0
723;Total property tax;Zaanstreek (CR);2019;38.0;222.0
724;Total property tax;Zaanstreek (CR);2020;39.0;226.0
725;Total property tax;Zaanstreek (CR);2021;41.0;239.0
726;Total property tax;Zaanstreek (CR);2022;43.0;248.0
727;Total property tax;Zaanstreek (CR);2023;42.0;240.0
728;Total property tax;Groot-Amsterdam (CR);2017;309.0;230.0
729;Total property tax;Groot-Amsterdam (CR);2018;314.0;231.0
730;Total property tax;Groot-Amsterdam (CR);2019;323.0;235.0
731;Total property tax;Groot-Amsterdam (CR);2020;344.0;247.0
732;Total property tax;Groot-Amsterdam (CR);2021;405.0;290.0
733;Total property tax;Groot-Amsterdam (CR);2022;414.0;289.0
734;Total property tax;Groot-Amsterdam (CR);2023;473.0;324.0
735;Total property tax;Het Gooi en Vechtstreek (CR);2017;51.0;204.0
