ID;TypeGefailleerde;RegioS;Perioden;UitgesprokenFaillissementen_1
2630;Totaal natuurlijke personen;Fryslân (PV);2017 september;2
2631;Totaal natuurlijke personen;Fryslân (PV);2017 3e kwartaal;10
2632;Totaal natuurlijke personen;Fryslân (PV);2017 oktober;4
2633;Totaal natuurlijke personen;Fryslân (PV);2017 november;1
2634;Totaal natuurlijke personen;Fryslân (PV);2017 december;3
2635;Totaal natuurlijke personen;Fryslân (PV);2017 4e kwartaal;8
2636;Totaal natuurlijke personen;Fryslân (PV);2017;38
2637;Totaal natuurlijke personen;Fryslân (PV);2018 januari;2
2638;Totaal natuurlijke personen;Fryslân (PV);2018 februari;2
2639;Totaal natuurlijke personen;Fryslân (PV);2018 maart;0
2640;Totaal natuurlijke personen;Fryslân (PV);2018 1e kwartaal;4
2641;Totaal natuurlijke personen;Fryslân (PV);2018 april;5
2642;Totaal natuurlijke personen;Fryslân (PV);2018 mei;3
2643;Totaal natuurlijke personen;Fryslân (PV);2018 juni;1
2644;Totaal natuurlijke personen;Fryslân (PV);2018 2e kwartaal;9
2645;Totaal natuurlijke personen;Fryslân (PV);2018 juli;2
2646;Totaal natuurlijke personen;Fryslân (PV);2018 augustus;4
2647;Totaal natuurlijke personen;Fryslân (PV);2018 september;4
2648;Totaal natuurlijke personen;Fryslân (PV);2018 3e kwartaal;10
2649;Totaal natuurlijke personen;Fryslân (PV);2018 oktober;2
2650;Totaal natuurlijke personen;Fryslân (PV);2018 november;2
2651;Totaal natuurlijke personen;Fryslân (PV);2018 december;4
2652;Totaal natuurlijke personen;Fryslân (PV);2018 4e kwartaal;8
2653;Totaal natuurlijke personen;Fryslân (PV);2018;31
2654;Totaal natuurlijke personen;Fryslân (PV);2019 januari;6
2655;Totaal natuurlijke personen;Fryslân (PV);2019 februari;1
2656;Totaal natuurlijke personen;Fryslân (PV);2019 maart;6
2657;Totaal natuurlijke personen;Fryslân (PV);2019 1e kwartaal;13
2658;Totaal natuurlijke personen;Fryslân (PV);2019 april;3
2659;Totaal natuurlijke personen;Fryslân (PV);2019 mei;2
2660;Totaal natuurlijke personen;Fryslân (PV);2019 juni;2
2661;Totaal natuurlijke personen;Fryslân (PV);2019 2e kwartaal;7
2662;Totaal natuurlijke personen;Fryslân (PV);2019 juli;7
2663;Totaal natuurlijke personen;Fryslân (PV);2019 augustus;1
2664;Totaal natuurlijke personen;Fryslân (PV);2019 september;5
2665;Totaal natuurlijke personen;Fryslân (PV);2019 3e kwartaal;13
2666;Totaal natuurlijke personen;Fryslân (PV);2019 oktober;3
2667;Totaal natuurlijke personen;Fryslân (PV);2019 november;3
2668;Totaal natuurlijke personen;Fryslân (PV);2019 december;3
2669;Totaal natuurlijke personen;Fryslân (PV);2019 4e kwartaal;9
2670;Totaal natuurlijke personen;Fryslân (PV);2019;42
2671;Totaal natuurlijke personen;Fryslân (PV);2020 januari;1
2672;Totaal natuurlijke personen;Fryslân (PV);2020 februari;3
2673;Totaal natuurlijke personen;Fryslân (PV);2020 maart;1
2674;Totaal natuurlijke personen;Fryslân (PV);2020 1e kwartaal;5
2675;Totaal natuurlijke personen;Fryslân (PV);2020 april;2
2676;Totaal natuurlijke personen;Fryslân (PV);2020 mei;3
2677;Totaal natuurlijke personen;Fryslân (PV);2020 juni;1
2678;Totaal natuurlijke personen;Fryslân (PV);2020 2e kwartaal;6
2679;Totaal natuurlijke personen;Fryslân (PV);2020 juli;1
2680;Totaal natuurlijke personen;Fryslân (PV);2020 augustus;0
2681;Totaal natuurlijke personen;Fryslân (PV);2020 september;2
2682;Totaal natuurlijke personen;Fryslân (PV);2020 3e kwartaal;3
2683;Totaal natuurlijke personen;Fryslân (PV);2020 oktober;0
2684;Totaal natuurlijke personen;Fryslân (PV);2020 november;4
2685;Totaal natuurlijke personen;Fryslân (PV);2020 december;1
2686;Totaal natuurlijke personen;Fryslân (PV);2020 4e kwartaal;5
2687;Totaal natuurlijke personen;Fryslân (PV);2020;19
2688;Totaal natuurlijke personen;Fryslân (PV);2021 januari;0
2689;Totaal natuurlijke personen;Fryslân (PV);2021 februari;0
2690;Totaal natuurlijke personen;Fryslân (PV);2021 maart;1
2691;Totaal natuurlijke personen;Fryslân (PV);2021 1e kwartaal;1
2692;Totaal natuurlijke personen;Fryslân (PV);2021 april;1
2693;Totaal natuurlijke personen;Fryslân (PV);2021 mei;2
2694;Totaal natuurlijke personen;Fryslân (PV);2021 juni;0
2695;Totaal natuurlijke personen;Fryslân (PV);2021 2e kwartaal;3
2696;Totaal natuurlijke personen;Fryslân (PV);2021 juli;2
2697;Totaal natuurlijke personen;Fryslân (PV);2021 augustus;2
2698;Totaal natuurlijke personen;Fryslân (PV);2021 september;1
2699;Totaal natuurlijke personen;Fryslân (PV);2021 3e kwartaal;5
2700;Totaal natuurlijke personen;Fryslân (PV);2021 oktober;3
2701;Totaal natuurlijke personen;Fryslân (PV);2021 november;3
2702;Totaal natuurlijke personen;Fryslân (PV);2021 december;1
2703;Totaal natuurlijke personen;Fryslân (PV);2021 4e kwartaal;7
2704;Totaal natuurlijke personen;Fryslân (PV);2021;16
2705;Totaal natuurlijke personen;Fryslân (PV);2022 januari;0
2706;Totaal natuurlijke personen;Fryslân (PV);2022 februari;1
2707;Totaal natuurlijke personen;Fryslân (PV);2022 maart;1
2708;Totaal natuurlijke personen;Fryslân (PV);2022 1e kwartaal;2
2709;Totaal natuurlijke personen;Fryslân (PV);2022 april;0
2710;Totaal natuurlijke personen;Fryslân (PV);2022 mei;1
2711;Totaal natuurlijke personen;Fryslân (PV);2022 juni;0
2712;Totaal natuurlijke personen;Fryslân (PV);2022 2e kwartaal;1
2713;Totaal natuurlijke personen;Fryslân (PV);2022 juli;3
2714;Totaal natuurlijke personen;Fryslân (PV);2022 augustus;1
2715;Totaal natuurlijke personen;Fryslân (PV);2022 september;1
2716;Totaal natuurlijke personen;Fryslân (PV);2022 3e kwartaal;5
2717;Totaal natuurlijke personen;Fryslân (PV);2022 oktober;1
2718;Totaal natuurlijke personen;Fryslân (PV);2022 november;3
2719;Totaal natuurlijke personen;Fryslân (PV);2022 december;1
2720;Totaal natuurlijke personen;Fryslân (PV);2022 4e kwartaal;5
2721;Totaal natuurlijke personen;Fryslân (PV);2022;13
2722;Totaal natuurlijke personen;Fryslân (PV);2023 januari;1
2723;Totaal natuurlijke personen;Fryslân (PV);2023 februari;0
2724;Totaal natuurlijke personen;Fryslân (PV);2023 maart;0
2725;Totaal natuurlijke personen;Fryslân (PV);2023 1e kwartaal;1
2726;Totaal natuurlijke personen;Fryslân (PV);2023 april;2
2727;Totaal natuurlijke personen;Fryslân (PV);2023 mei;1
2728;Totaal natuurlijke personen;Fryslân (PV);2023 juni;1
2729;Totaal natuurlijke personen;Fryslân (PV);2023 2e kwartaal;4
2730;Totaal natuurlijke personen;Fryslân (PV);2023 juli;2
2731;Totaal natuurlijke personen;Fryslân (PV);2023 augustus;2
2732;Totaal natuurlijke personen;Fryslân (PV);2023 september;0
2733;Totaal natuurlijke personen;Fryslân (PV);2023 3e kwartaal;4
2734;Totaal natuurlijke personen;Fryslân (PV);2023 oktober;1
2735;Totaal natuurlijke personen;Fryslân (PV);2023 november;3
2736;Totaal natuurlijke personen;Fryslân (PV);2023 december;0
2737;Totaal natuurlijke personen;Fryslân (PV);2023 4e kwartaal;4
2738;Totaal natuurlijke personen;Fryslân (PV);2023;13
2739;Totaal natuurlijke personen;Fryslân (PV);2024 januari;5
2740;Totaal natuurlijke personen;Fryslân (PV);2024 februari;0
2741;Totaal natuurlijke personen;Fryslân (PV);2024 maart;6
2742;Totaal natuurlijke personen;Fryslân (PV);2024 1e kwartaal;11
2743;Totaal natuurlijke personen;Fryslân (PV);2024 april;3
2744;Totaal natuurlijke personen;Fryslân (PV);2024 mei;3
2745;Totaal natuurlijke personen;Fryslân (PV);2024 juni;1
2746;Totaal natuurlijke personen;Fryslân (PV);2024 2e kwartaal;7
2747;Totaal natuurlijke personen;Fryslân (PV);2024 juli;6
2748;Totaal natuurlijke personen;Fryslân (PV);2024 augustus;1
2749;Totaal natuurlijke personen;Fryslân (PV);2024 september;5
2750;Totaal natuurlijke personen;Fryslân (PV);2024 3e kwartaal;12
2751;Totaal natuurlijke personen;Fryslân (PV);2024 oktober;3
2752;Totaal natuurlijke personen;Fryslân (PV);2024 november;2
2753;Totaal natuurlijke personen;Fryslân (PV);2024 december;2
2754;Totaal natuurlijke personen;Fryslân (PV);2024 4e kwartaal;7
2755;Totaal natuurlijke personen;Fryslân (PV);2024;37
2756;Totaal natuurlijke personen;Fryslân (PV);2025 januari;2
2757;Totaal natuurlijke personen;Fryslân (PV);2025 februari;1
2758;Totaal natuurlijke personen;Fryslân (PV);2025 maart;0
2759;Totaal natuurlijke personen;Fryslân (PV);2025 1e kwartaal;3
2760;Totaal natuurlijke personen;Drenthe (PV);2009 januari;14
2761;Totaal natuurlijke personen;Drenthe (PV);2009 februari;10
2762;Totaal natuurlijke personen;Drenthe (PV);2009 maart;8
2763;Totaal natuurlijke personen;Drenthe (PV);2009 1e kwartaal;32
2764;Totaal natuurlijke personen;Drenthe (PV);2009 april;18
2765;Totaal natuurlijke personen;Drenthe (PV);2009 mei;11
2766;Totaal natuurlijke personen;Drenthe (PV);2009 juni;8
2767;Totaal natuurlijke personen;Drenthe (PV);2009 2e kwartaal;37
2768;Totaal natuurlijke personen;Drenthe (PV);2009 juli;8
2769;Totaal natuurlijke personen;Drenthe (PV);2009 augustus;5
2770;Totaal natuurlijke personen;Drenthe (PV);2009 september;14
2771;Totaal natuurlijke personen;Drenthe (PV);2009 3e kwartaal;27
2772;Totaal natuurlijke personen;Drenthe (PV);2009 oktober;7
2773;Totaal natuurlijke personen;Drenthe (PV);2009 november;2
2774;Totaal natuurlijke personen;Drenthe (PV);2009 december;11
2775;Totaal natuurlijke personen;Drenthe (PV);2009 4e kwartaal;20
2776;Totaal natuurlijke personen;Drenthe (PV);2009;116
2777;Totaal natuurlijke personen;Drenthe (PV);2010 januari;13
2778;Totaal natuurlijke personen;Drenthe (PV);2010 februari;8
2779;Totaal natuurlijke personen;Drenthe (PV);2010 maart;12
2780;Totaal natuurlijke personen;Drenthe (PV);2010 1e kwartaal;33
2781;Totaal natuurlijke personen;Drenthe (PV);2010 april;11
2782;Totaal natuurlijke personen;Drenthe (PV);2010 mei;8
2783;Totaal natuurlijke personen;Drenthe (PV);2010 juni;6
2784;Totaal natuurlijke personen;Drenthe (PV);2010 2e kwartaal;25
2785;Totaal natuurlijke personen;Drenthe (PV);2010 juli;6
2786;Totaal natuurlijke personen;Drenthe (PV);2010 augustus;9
2787;Totaal natuurlijke personen;Drenthe (PV);2010 september;10
2788;Totaal natuurlijke personen;Drenthe (PV);2010 3e kwartaal;25
2789;Totaal natuurlijke personen;Drenthe (PV);2010 oktober;6
2790;Totaal natuurlijke personen;Drenthe (PV);2010 november;8
2791;Totaal natuurlijke personen;Drenthe (PV);2010 december;11
2792;Totaal natuurlijke personen;Drenthe (PV);2010 4e kwartaal;25
2793;Totaal natuurlijke personen;Drenthe (PV);2010;108
2794;Totaal natuurlijke personen;Drenthe (PV);2011 januari;2
2795;Totaal natuurlijke personen;Drenthe (PV);2011 februari;11
2796;Totaal natuurlijke personen;Drenthe (PV);2011 maart;11
2797;Totaal natuurlijke personen;Drenthe (PV);2011 1e kwartaal;24
2798;Totaal natuurlijke personen;Drenthe (PV);2011 april;6
2799;Totaal natuurlijke personen;Drenthe (PV);2011 mei;21
2800;Totaal natuurlijke personen;Drenthe (PV);2011 juni;12
2801;Totaal natuurlijke personen;Drenthe (PV);2011 2e kwartaal;39
2802;Totaal natuurlijke personen;Drenthe (PV);2011 juli;10
2803;Totaal natuurlijke personen;Drenthe (PV);2011 augustus;13
2804;Totaal natuurlijke personen;Drenthe (PV);2011 september;13
2805;Totaal natuurlijke personen;Drenthe (PV);2011 3e kwartaal;36
2806;Totaal natuurlijke personen;Drenthe (PV);2011 oktober;8
2807;Totaal natuurlijke personen;Drenthe (PV);2011 november;13
2808;Totaal natuurlijke personen;Drenthe (PV);2011 december;5
2809;Totaal natuurlijke personen;Drenthe (PV);2011 4e kwartaal;26
2810;Totaal natuurlijke personen;Drenthe (PV);2011;125
2811;Totaal natuurlijke personen;Drenthe (PV);2012 januari;11
2812;Totaal natuurlijke personen;Drenthe (PV);2012 februari;8
2813;Totaal natuurlijke personen;Drenthe (PV);2012 maart;16
2814;Totaal natuurlijke personen;Drenthe (PV);2012 1e kwartaal;35
2815;Totaal natuurlijke personen;Drenthe (PV);2012 april;7
2816;Totaal natuurlijke personen;Drenthe (PV);2012 mei;6
2817;Totaal natuurlijke personen;Drenthe (PV);2012 juni;11
2818;Totaal natuurlijke personen;Drenthe (PV);2012 2e kwartaal;24
2819;Totaal natuurlijke personen;Drenthe (PV);2012 juli;21
2820;Totaal natuurlijke personen;Drenthe (PV);2012 augustus;7
2821;Totaal natuurlijke personen;Drenthe (PV);2012 september;10
2822;Totaal natuurlijke personen;Drenthe (PV);2012 3e kwartaal;38
2823;Totaal natuurlijke personen;Drenthe (PV);2012 oktober;14
2824;Totaal natuurlijke personen;Drenthe (PV);2012 november;22
2825;Totaal natuurlijke personen;Drenthe (PV);2012 december;12
2826;Totaal natuurlijke personen;Drenthe (PV);2012 4e kwartaal;48
2827;Totaal natuurlijke personen;Drenthe (PV);2012;145
2828;Totaal natuurlijke personen;Drenthe (PV);2013 januari;14
2829;Totaal natuurlijke personen;Drenthe (PV);2013 februari;15
2830;Totaal natuurlijke personen;Drenthe (PV);2013 maart;11
2831;Totaal natuurlijke personen;Drenthe (PV);2013 1e kwartaal;40
2832;Totaal natuurlijke personen;Drenthe (PV);2013 april;13
2833;Totaal natuurlijke personen;Drenthe (PV);2013 mei;9
2834;Totaal natuurlijke personen;Drenthe (PV);2013 juni;9
2835;Totaal natuurlijke personen;Drenthe (PV);2013 2e kwartaal;31
2836;Totaal natuurlijke personen;Drenthe (PV);2013 juli;14
2837;Totaal natuurlijke personen;Drenthe (PV);2013 augustus;4
2838;Totaal natuurlijke personen;Drenthe (PV);2013 september;12
2839;Totaal natuurlijke personen;Drenthe (PV);2013 3e kwartaal;30
2840;Totaal natuurlijke personen;Drenthe (PV);2013 oktober;23
2841;Totaal natuurlijke personen;Drenthe (PV);2013 november;10
2842;Totaal natuurlijke personen;Drenthe (PV);2013 december;10
2843;Totaal natuurlijke personen;Drenthe (PV);2013 4e kwartaal;43
2844;Totaal natuurlijke personen;Drenthe (PV);2013;144
2845;Totaal natuurlijke personen;Drenthe (PV);2014 januari;11
2846;Totaal natuurlijke personen;Drenthe (PV);2014 februari;10
2847;Totaal natuurlijke personen;Drenthe (PV);2014 maart;7
2848;Totaal natuurlijke personen;Drenthe (PV);2014 1e kwartaal;28
2849;Totaal natuurlijke personen;Drenthe (PV);2014 april;10
2850;Totaal natuurlijke personen;Drenthe (PV);2014 mei;6
2851;Totaal natuurlijke personen;Drenthe (PV);2014 juni;6
2852;Totaal natuurlijke personen;Drenthe (PV);2014 2e kwartaal;22
2853;Totaal natuurlijke personen;Drenthe (PV);2014 juli;7
2854;Totaal natuurlijke personen;Drenthe (PV);2014 augustus;9
2855;Totaal natuurlijke personen;Drenthe (PV);2014 september;5
2856;Totaal natuurlijke personen;Drenthe (PV);2014 3e kwartaal;21
2857;Totaal natuurlijke personen;Drenthe (PV);2014 oktober;6
2858;Totaal natuurlijke personen;Drenthe (PV);2014 november;5
2859;Totaal natuurlijke personen;Drenthe (PV);2014 december;13
2860;Totaal natuurlijke personen;Drenthe (PV);2014 4e kwartaal;24
2861;Totaal natuurlijke personen;Drenthe (PV);2014;95
2862;Totaal natuurlijke personen;Drenthe (PV);2015 januari;4
2863;Totaal natuurlijke personen;Drenthe (PV);2015 februari;4
2864;Totaal natuurlijke personen;Drenthe (PV);2015 maart;3
2865;Totaal natuurlijke personen;Drenthe (PV);2015 1e kwartaal;11
2866;Totaal natuurlijke personen;Drenthe (PV);2015 april;5
2867;Totaal natuurlijke personen;Drenthe (PV);2015 mei;5
2868;Totaal natuurlijke personen;Drenthe (PV);2015 juni;10
2869;Totaal natuurlijke personen;Drenthe (PV);2015 2e kwartaal;20
2870;Totaal natuurlijke personen;Drenthe (PV);2015 juli;9
2871;Totaal natuurlijke personen;Drenthe (PV);2015 augustus;10
2872;Totaal natuurlijke personen;Drenthe (PV);2015 september;10
2873;Totaal natuurlijke personen;Drenthe (PV);2015 3e kwartaal;29
2874;Totaal natuurlijke personen;Drenthe (PV);2015 oktober;6
2875;Totaal natuurlijke personen;Drenthe (PV);2015 november;3
2876;Totaal natuurlijke personen;Drenthe (PV);2015 december;8
2877;Totaal natuurlijke personen;Drenthe (PV);2015 4e kwartaal;17
2878;Totaal natuurlijke personen;Drenthe (PV);2015;77
2879;Totaal natuurlijke personen;Drenthe (PV);2016 januari;1
2880;Totaal natuurlijke personen;Drenthe (PV);2016 februari;4
2881;Totaal natuurlijke personen;Drenthe (PV);2016 maart;8
2882;Totaal natuurlijke personen;Drenthe (PV);2016 1e kwartaal;13
2883;Totaal natuurlijke personen;Drenthe (PV);2016 april;3
2884;Totaal natuurlijke personen;Drenthe (PV);2016 mei;7
2885;Totaal natuurlijke personen;Drenthe (PV);2016 juni;2
2886;Totaal natuurlijke personen;Drenthe (PV);2016 2e kwartaal;12
2887;Totaal natuurlijke personen;Drenthe (PV);2016 juli;1
2888;Totaal natuurlijke personen;Drenthe (PV);2016 augustus;5
2889;Totaal natuurlijke personen;Drenthe (PV);2016 september;5
2890;Totaal natuurlijke personen;Drenthe (PV);2016 3e kwartaal;11
2891;Totaal natuurlijke personen;Drenthe (PV);2016 oktober;4
2892;Totaal natuurlijke personen;Drenthe (PV);2016 november;6
2893;Totaal natuurlijke personen;Drenthe (PV);2016 december;2
2894;Totaal natuurlijke personen;Drenthe (PV);2016 4e kwartaal;12
2895;Totaal natuurlijke personen;Drenthe (PV);2016;48
2896;Totaal natuurlijke personen;Drenthe (PV);2017 januari;5
2897;Totaal natuurlijke personen;Drenthe (PV);2017 februari;8
2898;Totaal natuurlijke personen;Drenthe (PV);2017 maart;1
2899;Totaal natuurlijke personen;Drenthe (PV);2017 1e kwartaal;14
2900;Totaal natuurlijke personen;Drenthe (PV);2017 april;0
2901;Totaal natuurlijke personen;Drenthe (PV);2017 mei;7
2902;Totaal natuurlijke personen;Drenthe (PV);2017 juni;0
2903;Totaal natuurlijke personen;Drenthe (PV);2017 2e kwartaal;7
2904;Totaal natuurlijke personen;Drenthe (PV);2017 juli;1
2905;Totaal natuurlijke personen;Drenthe (PV);2017 augustus;1
2906;Totaal natuurlijke personen;Drenthe (PV);2017 september;1
2907;Totaal natuurlijke personen;Drenthe (PV);2017 3e kwartaal;3
2908;Totaal natuurlijke personen;Drenthe (PV);2017 oktober;5
2909;Totaal natuurlijke personen;Drenthe (PV);2017 november;3
2910;Totaal natuurlijke personen;Drenthe (PV);2017 december;1
2911;Totaal natuurlijke personen;Drenthe (PV);2017 4e kwartaal;9
2912;Totaal natuurlijke personen;Drenthe (PV);2017;33
2913;Totaal natuurlijke personen;Drenthe (PV);2018 januari;2
2914;Totaal natuurlijke personen;Drenthe (PV);2018 februari;0
2915;Totaal natuurlijke personen;Drenthe (PV);2018 maart;4
2916;Totaal natuurlijke personen;Drenthe (PV);2018 1e kwartaal;6
2917;Totaal natuurlijke personen;Drenthe (PV);2018 april;4
2918;Totaal natuurlijke personen;Drenthe (PV);2018 mei;4
2919;Totaal natuurlijke personen;Drenthe (PV);2018 juni;3
2920;Totaal natuurlijke personen;Drenthe (PV);2018 2e kwartaal;11
2921;Totaal natuurlijke personen;Drenthe (PV);2018 juli;14
2922;Totaal natuurlijke personen;Drenthe (PV);2018 augustus;2
2923;Totaal natuurlijke personen;Drenthe (PV);2018 september;5
2924;Totaal natuurlijke personen;Drenthe (PV);2018 3e kwartaal;21
2925;Totaal natuurlijke personen;Drenthe (PV);2018 oktober;3
2926;Totaal natuurlijke personen;Drenthe (PV);2018 november;2
2927;Totaal natuurlijke personen;Drenthe (PV);2018 december;4
2928;Totaal natuurlijke personen;Drenthe (PV);2018 4e kwartaal;9
2929;Totaal natuurlijke personen;Drenthe (PV);2018;47
