ID;Geslacht;Leeftijd;Perioden;TotaalNietNatuurlijkeDood_1;Per100000MannenVrouwen_2;TotaalZelfdoding_3;Per100000MannenVrouwen_4;Ongehuwd_5;Gehuwd_6;Verweduwd_7;Gescheiden_8;OphangenVerwurgen_9;MedicijnenEnOfAlcohol_10;VoorTreinOfMetro_11;Verdrinken_12;SpringenVanHoogte_13;OverigeWijzeVanZelfdoding_14;OnbekendeWijzeVanZelfdoding_15;PsychischeStoornissen_16;FysiekeStoornissen_17;HuiselijkeOmstandigheden_18;OverigMotiefVanZelfdoding_19;OnbekendMotiefVanZelfdoding_20;TotaalMoordEnDoodslag_21;Per100000MannenVrouwen_22;OphangenVerwurgenVerstikken_23;DoodslaanSchoppen_24;Vuurwapen_25;Steekwapen_26;Slagwapen_27;OverigeWijzeVanMoordEnDoodslag_28;OnbekendeWijzeVanMoordEnDoodslag_29;OvervalBeroving_30;HuiselijkeOmstandigheden_31;RuzieGeenHuiselijkeOmstandigheden_32;CriminelenOnderling_33;GeenMotief_34;OverigMotiefVanMoordEnDoodslag_35;OnbekendMotiefVanMoordEnDoodslag_36;WoningVanHetSlachtoffer_37;WoningVanAnderen_38;Horecagelegenheid_39;OpenbareWeg_40;OverigePleeglocatieVanMoord_41;OnbekendePleeglocatieVanMoord_42;TotaalWegverkeersdoden_43;Per100000MannenVrouwen_44;Voetganger_45;Fiets_46;BromSnorfiets_47;Motorfiets_48;Personenauto_49;BestelautoVrachtauto_50;OverigeDeelname_51;OnbekendeDeelname_52;Groningen_53;Friesland_54;Drenthe_55;Overijssel_56;Flevoland_57;Gelderland_58;Utrecht_59;NoordHolland_60;ZuidHolland_61;Zeeland_62;NoordBrabant_63;Limburg_64;ProvincieOnbekend_65;Buitenland_66;Onbekend_67;TotaalBedrijfsongeval_68;Per100000MannenVrouwen_69;LandbouwEnVisserij_70;IndustrieEnDelfstoffenwinning_71;Bouwnijverheid_72;VervoerOpslagCommunicatie_73;OverigeBedrijfstakVanBedrijfsongeval_74;OnbekendeBedrijfstakVanBedrijfsong_75;MachineGereedschap_76;HijskraanTakelLiftED_77;DeelVanGebouwenLaddersSteigers_78;SchuivendeOfVallendeGoederenLading_79;OverigBelangrijksteVoorwerp_80;OnbekendBelangrijksteVoorwerp_81;TotaalPriveOngeval_82;Per100000MannenVrouwen_83;Spelen_84;HuishoudelijkWerk_85;DoeHetZelven_86;Slapen_87;Sporten_88;VanNaarInToiletBadkamer_89;OverigeActiviteitVanPriveOngeval_90;OnbekendeActiviteitVanPriveOngeval_91;Vallen_92;Object_93;Verbranden_94;Verdrinken_95;Verstikken_96;OverigeOorzaakVanPriveOngeval_97;OnbekendeOorzaakVanPriveOngeval_98;InEnOmHetHuis_99;VerpleegOfZiekenhuis_100;OpenbareWeg_101;RecreatieOfNatuurgebied_102;OverigeLocatieVanPriveOngeval_103;OnbekendeLocatieVanPriveOngeval_104;TotaalOverigeEnOnbekendeGevallen_105;Per100000MannenVrouwen_106
88;Totaal mannen en vrouwen;40 tot 50 jaar;2004;684;27.4;386;15.5;143;132.0;8.0;103.0;174;73;45;21;33;38;2;184;21;59;42;80;29;1.2;2;1;9;12;0;1;4;5;1;7;3;0;2;11;9;4;4;9;3;0;98;3.9;10;13;7;19;44;5;0;0;5;7;7;9;2;11;7;16;8;3;19;4;0;0;0;18;0.7;3;5;7;0;3;0;8;2;3;3;2;0;110;4.4;0;0;3;11;3;6;56;31;40;2;6;12;9;35;6;65;7;5;15;12;6;43;1.7
89;Totaal mannen en vrouwen;40 tot 50 jaar;2005;641;25.4;386;15.3;145;140.0;6.0;95.0;177;66;35;18;28;60;2;163;28;52;53;90;35;1.4;3;0;18;7;1;0;6;2;2;4;6;0;5;16;15;1;6;11;2;0;84;3.3;4;14;4;17;35;6;0;4;2;3;6;8;2;14;5;13;5;3;17;6;0;0;0;5;0.2;1;1;0;2;1;0;1;1;0;0;3;0;108;4.3;1;3;3;9;1;7;55;29;41;3;8;11;13;30;2;58;8;7;14;8;13;23;0.9
90;Totaal mannen en vrouwen;40 tot 50 jaar;2006;605;23.8;353;13.9;126;129.0;5.0;93.0;167;68;31;16;33;35;3;182;19;58;43;51;23;0.9;1;2;9;5;0;2;4;1;2;3;3;0;3;11;8;3;3;7;2;0;102;4.0;7;21;8;15;42;6;2;1;6;6;8;4;0;16;8;9;21;3;14;7;0;0;0;17;0.7;3;1;6;3;4;0;2;5;4;3;3;0;77;3.0;0;1;5;3;1;5;39;23;28;4;2;9;13;20;1;51;5;3;9;2;7;33;1.3
91;Totaal mannen en vrouwen;40 tot 50 jaar;2007;550;21.6;313;12.3;118;119.0;3.0;73.0;133;58;48;12;23;34;5;152;9;61;34;57;24;0.9;2;3;7;10;2;0;0;1;1;5;3;0;6;8;13;2;1;7;1;0;81;3.2;4;17;5;17;32;5;0;1;1;4;10;5;3;13;6;9;6;1;12;10;0;1;0;14;0.5;2;1;5;4;1;1;2;1;4;3;3;1;95;3.7;0;0;5;6;1;6;47;30;34;3;3;10;9;31;5;57;4;3;15;5;11;23;0.9
92;Totaal mannen en vrouwen;40 tot 50 jaar;2008;589;23.0;337;13.2;131;125.0;3.0;78.0;152;77;34;10;20;41;3;154;19;61;57;46;30;1.2;0;2;11;11;4;1;1;1;0;3;3;0;3;20;10;4;3;8;4;1;80;3.1;8;14;5;18;26;8;0;1;1;3;7;4;2;17;6;8;9;4;17;2;0;0;0;21;0.8;3;2;9;4;2;1;2;3;6;3;6;1;91;3.6;0;1;3;15;2;5;37;28;25;3;6;6;5;38;8;56;9;4;5;7;10;30;1.2
93;Totaal mannen en vrouwen;40 tot 50 jaar;2009;604;23.4;366;14.2;141;135.0;5.0;85.0;161;80;44;17;30;33;1;186;8;57;46;69;24;0.9;4;4;2;10;2;2;0;0;4;5;3;1;3;8;16;1;1;5;1;0;67;2.6;7;11;6;9;30;3;0;1;3;2;3;4;2;6;3;9;12;1;14;6;0;2;0;14;0.5;1;4;6;1;2;0;4;1;2;4;2;1;109;4.2;0;2;8;7;1;3;46;42;33;2;3;14;13;37;7;64;6;3;14;8;14;24;0.9
94;Totaal mannen en vrouwen;40 tot 50 jaar;2010;627;24.2;397;15.3;165;146.0;8.0;78.0;201;63;35;9;39;50;0;190;12;47;33;115;25;1.0;2;1;6;12;3;1;0;0;3;4;1;0;3;14;14;2;0;5;3;1;65;2.5;5;9;4;14;29;3;0;1;5;4;4;3;4;2;2;9;14;0;15;3;0;0;0;19;0.7;4;2;5;3;2;3;5;2;5;2;2;3;92;3.6;0;2;6;7;2;5;21;49;35;2;2;3;11;27;12;53;9;5;8;9;8;29;1.1
95;Totaal mannen en vrouwen;40 tot 50 jaar;2011;617;23.8;405;15.6;161;130.0;8.0;106.0;199;80;44;16;22;44;0;206;11;46;39;103;31;1.2;4;2;11;9;4;1;0;0;3;2;5;1;0;20;14;6;5;3;3;0;72;2.8;4;14;7;12;31;3;0;1;2;2;6;5;1;10;5;7;12;2;12;6;0;2;0;11;0.4;1;3;3;1;3;0;4;1;1;3;1;1;84;3.2;0;2;1;2;0;2;40;37;18;2;2;9;10;31;12;50;5;6;11;8;4;14;0.5
96;Totaal mannen en vrouwen;50 tot 60 jaar;1996;492;28.5;237;13.7;34;115.0;9.0;79.0;108;38;19;20;20;28;4;108;19;20;35;55;23;1.3;0;2;6;12;1;0;2;0;0;1;1;3;1;17;5;3;2;2;1;10;103;6.0;9;21;6;12;49;4;2;0;3;11;5;8;1;12;7;9;15;5;21;5;0;0;1;19;1.1;4;5;7;2;0;1;6;2;0;4;3;4;77;4.5;0;9;4;2;1;0;12;49;43;3;6;6;10;3;6;39;0;1;11;7;19;33;1.9
97;Totaal mannen en vrouwen;50 tot 60 jaar;1997;481;26.4;220;12.1;36;109.0;16.0;59.0;90;39;26;25;11;28;1;108;17;19;27;49;22;1.2;2;1;9;3;3;0;4;0;2;1;0;1;2;16;7;1;2;3;1;8;107;5.9;19;24;5;7;50;2;0;0;5;4;3;8;1;15;5;21;12;6;22;5;0;0;0;18;1.0;1;4;10;0;1;2;4;0;3;6;2;3;96;5.3;1;13;2;7;1;0;20;52;54;3;8;11;10;4;6;56;3;6;8;2;21;18;1.0
98;Totaal mannen en vrouwen;50 tot 60 jaar;1998;500;26.2;260;13.6;43;123.0;19.0;75.0;122;53;26;24;11;24;0;112;26;28;35;59;9;0.5;0;1;2;4;2;0;0;0;0;2;0;0;0;7;3;1;1;2;0;2;96;5.0;17;26;5;3;43;1;1;0;3;1;5;7;1;13;8;13;18;2;16;9;0;0;0;17;0.9;4;4;6;1;2;0;1;0;4;10;1;1;90;4.7;1;8;4;4;3;7;21;42;48;2;11;9;8;8;4;55;6;2;9;2;16;28;1.5
99;Totaal mannen en vrouwen;50 tot 60 jaar;1999;521;26.4;248;12.6;47;127.0;12.0;62.0;108;38;32;20;16;34;0;115;12;22;34;65;19;1.0;0;2;6;7;2;0;2;1;0;3;0;2;1;12;4;8;0;1;0;6;102;5.2;9;27;8;6;45;7;0;0;3;4;4;7;4;18;8;12;16;3;14;9;0;0;0;16;0.8;2;2;7;3;1;1;2;0;5;2;7;0;107;5.4;1;3;4;8;0;10;32;49;64;2;8;9;11;8;5;68;3;4;8;5;19;29;1.5
100;Totaal mannen en vrouwen;50 tot 60 jaar;2000;570;28.1;266;13.1;49;130.0;12.0;75.0;108;31;31;36;19;37;4;119;18;17;26;86;22;1.1;5;0;4;6;1;0;6;2;1;6;0;3;1;9;11;4;3;1;1;2;114;5.6;8;22;7;13;55;8;0;1;2;9;9;10;4;14;5;17;16;3;18;7;0;0;0;26;1.3;7;3;11;5;0;0;2;0;3;4;13;4;130;6.4;0;11;6;9;1;12;27;64;70;2;4;19;13;10;12;66;6;4;24;8;22;12;0.6
101;Totaal mannen en vrouwen;50 tot 60 jaar;2001;561;26.9;267;12.8;38;134.0;7.0;88.0;112;47;35;25;17;27;4;136;17;20;22;72;26;1.2;2;1;4;9;5;1;4;1;4;0;2;2;1;16;13;2;1;5;2;3;101;4.8;10;28;7;5;40;8;2;1;4;3;5;14;1;6;8;17;16;2;15;10;0;0;0;26;1.2;3;6;9;4;3;1;4;1;8;3;9;1;127;6.1;0;10;2;3;1;12;48;51;81;3;5;12;12;10;4;78;6;6;16;4;17;14;0.7
102;Totaal mannen en vrouwen;50 tot 60 jaar;2002;573;26.8;291;13.6;60;158.0;14.0;59.0;137;39;37;25;24;27;2;131;18;33;29;80;21;1.0;0;3;9;3;3;1;2;0;1;2;0;1;2;15;10;4;1;3;0;3;84;3.9;7;14;6;7;40;10;0;0;3;3;6;9;2;11;3;11;13;6;12;5;0;0;0;19;0.9;3;2;10;2;2;0;0;4;10;0;5;0;141;6.6;0;7;3;16;2;7;34;72;58;4;12;15;18;22;12;80;8;4;16;8;25;17;0.8
103;Totaal mannen en vrouwen;50 tot 60 jaar;2003;599;27.5;297;13.6;53;147.0;12.0;85.0;138;51;35;19;22;30;2;154;24;26;23;70;31;1.4;2;2;10;7;3;7;0;6;0;10;2;2;2;9;8;5;4;3;11;0;93;4.3;7;25;3;10;39;9;0;0;0;6;4;10;1;17;4;13;10;2;17;9;0;0;0;20;0.9;4;3;6;2;4;1;3;5;9;1;1;1;135;6.2;0;6;2;8;1;9;53;56;74;3;6;19;15;18;0;84;9;3;18;4;17;23;1.1
104;Totaal mannen en vrouwen;50 tot 60 jaar;2004;630;28.5;327;14.8;67;142.0;15.0;103.0;162;63;29;29;13;29;2;158;30;40;43;56;29;1.3;4;3;8;9;3;0;2;4;0;3;4;3;2;13;10;1;2;9;6;1;89;4.0;7;21;5;12;42;2;0;0;7;5;4;2;2;15;6;8;15;4;15;5;0;1;0;18;0.8;6;2;6;1;3;0;2;2;7;3;4;0;138;6.2;0;2;2;17;0;10;61;46;63;1;6;19;10;30;9;81;9;7;18;10;13;29;1.3
105;Totaal mannen en vrouwen;50 tot 60 jaar;2005;644;28.7;346;15.4;83;148.0;15.0;100.0;157;58;38;30;22;41;0;160;29;37;34;86;18;0.8;5;1;3;7;0;1;1;1;1;3;0;1;1;11;12;1;1;0;3;1;95;4.2;14;21;8;11;36;5;0;0;4;8;7;5;4;11;5;17;14;3;12;5;0;0;0;17;0.8;0;6;4;3;3;1;3;5;1;4;3;1;150;6.7;0;5;4;8;1;12;68;52;87;1;9;14;16;16;7;90;9;9;19;8;15;18;0.8
106;Totaal mannen en vrouwen;50 tot 60 jaar;2006;593;26.3;335;14.9;79;152.0;13.0;91.0;152;62;38;21;26;33;3;180;22;37;37;59;15;0.7;1;0;3;6;2;0;3;2;1;0;1;0;1;10;8;2;2;0;2;1;75;3.3;8;22;4;7;26;8;0;0;1;2;2;6;0;8;8;13;13;5;11;6;0;0;0;17;0.8;1;2;7;4;3;0;3;4;4;1;5;0;130;5.8;0;3;3;6;2;9;55;52;61;0;9;18;24;14;4;67;13;2;20;9;19;21;0.9
107;Totaal mannen en vrouwen;50 tot 60 jaar;2007;568;25.4;280;12.5;67;108.0;15.0;90.0;134;47;35;22;16;25;1;128;13;35;45;59;25;1.1;2;3;5;10;3;1;1;2;4;5;1;0;1;12;11;4;2;5;3;0;85;3.8;13;16;6;11;36;3;0;0;2;2;5;2;1;11;6;14;19;2;16;5;0;0;0;21;0.9;4;1;10;1;2;3;4;2;4;1;6;4;131;5.9;0;4;9;7;3;7;52;49;75;2;5;8;20;11;10;76;8;7;12;7;21;26;1.2
108;Totaal mannen en vrouwen;50 tot 60 jaar;2008;597;26.7;316;14.1;82;124.0;14.0;96.0;155;64;28;18;20;30;1;169;26;34;42;45;23;1.0;2;1;5;9;3;2;1;1;4;2;0;0;3;13;14;2;0;4;1;2;86;3.8;6;19;9;14;27;10;0;1;3;6;7;3;2;14;8;11;9;4;16;3;0;0;0;15;0.7;3;2;7;1;0;2;1;3;3;3;4;1;127;5.7;0;5;5;12;1;8;62;34;64;0;9;11;19;19;5;76;13;2;10;6;20;30;1.3
109;Totaal mannen en vrouwen;50 tot 60 jaar;2009;641;28.5;356;15.8;83;150.0;15.0;108.0;171;60;35;22;25;43;0;172;24;37;37;86;30;1.3;3;3;6;10;2;4;2;1;1;2;1;3;3;19;12;4;3;9;2;0;64;2.8;4;19;5;8;23;4;0;1;2;6;4;8;2;10;4;7;11;0;8;0;0;2;0;13;0.6;1;3;4;1;1;3;2;2;2;2;5;0;152;6.8;1;3;2;6;1;11;74;54;81;2;0;12;20;22;15;81;13;6;16;12;24;26;1.2
110;Totaal mannen en vrouwen;50 tot 60 jaar;2010;646;28.4;369;16.2;89;161.0;17.0;102.0;186;62;44;22;17;37;1;168;19;25;32;125;17;0.7;2;3;3;6;1;2;0;4;0;1;2;2;0;8;5;1;1;7;3;0;67;2.9;11;16;5;14;17;4;0;0;2;2;5;5;1;11;3;6;10;7;10;5;0;0;0;9;0.4;2;2;2;0;2;1;1;2;2;1;3;0;130;5.7;0;1;3;15;2;6;36;67;58;6;5;9;24;18;10;73;16;4;10;6;21;54;2.4
111;Totaal mannen en vrouwen;50 tot 60 jaar;2011;621;27.0;361;15.7;89;162.0;20.0;90.0;177;76;30;26;17;35;0;173;18;36;35;99;23;1.0;0;2;5;12;3;0;1;1;1;0;6;0;2;13;15;2;1;2;3;0;68;3.0;6;19;7;11;20;3;0;2;2;3;4;11;0;4;1;12;16;2;8;2;0;3;0;8;0.3;0;3;2;1;1;1;2;2;2;1;0;1;134;5.8;0;2;2;7;0;9;41;73;79;1;4;10;10;13;17;74;8;4;13;16;19;27;1.2
112;Totaal mannen en vrouwen;60 tot 70 jaar;1996;405;30.6;158;11.9;24;76.0;33.0;25.0;64;22;14;22;9;23;4;66;33;8;20;31;16;1.2;3;1;3;5;2;0;2;2;0;1;0;1;3;9;6;3;0;1;1;5;89;6.7;15;26;3;1;38;3;0;3;1;3;1;7;2;10;2;12;20;3;16;10;1;0;1;5;0.4;3;0;0;0;2;0;1;0;0;1;3;0;108;8.2;1;9;7;6;1;0;12;72;74;3;10;4;12;2;3;62;4;3;8;3;28;29;2.2
113;Totaal mannen en vrouwen;60 tot 70 jaar;1997;410;30.8;181;13.6;18;93.0;38.0;32.0;77;33;13;25;14;15;4;75;21;13;17;55;9;0.7;3;2;0;1;1;0;2;1;1;1;0;1;2;3;2;0;0;4;1;2;87;6.5;13;30;8;1;32;2;0;1;6;5;7;6;1;13;6;7;9;4;14;9;0;0;0;5;0.4;3;1;1;0;0;0;0;0;0;0;2;3;111;8.3;0;12;3;4;0;0;22;70;72;3;6;8;14;3;5;47;5;2;10;6;41;17;1.3
114;Totaal mannen en vrouwen;60 tot 70 jaar;1998;415;30.9;162;12.1;21;70.0;37.0;34.0;68;27;13;20;13;19;2;74;16;11;19;42;12;0.9;2;1;1;4;1;0;3;0;1;0;0;1;1;9;4;1;0;0;0;7;103;7.7;11;42;4;1;43;1;0;1;5;2;2;12;3;10;3;16;19;7;17;7;0;0;0;5;0.4;1;0;1;0;2;1;0;0;2;1;1;1;110;8.2;0;8;7;1;0;5;22;67;79;1;6;6;14;2;2;54;9;3;6;2;36;23;1.7
115;Totaal mannen en vrouwen;60 tot 70 jaar;1999;434;31.9;182;13.4;26;79.0;33.0;44.0;87;22;11;31;8;21;2;84;16;8;20;54;14;1.0;2;4;1;7;0;0;0;2;0;2;0;2;0;8;7;2;0;1;0;4;103;7.6;16;29;10;1;41;3;0;3;2;9;2;9;2;15;6;12;11;3;24;5;2;1;0;3;0.2;1;0;1;0;1;0;0;0;1;1;1;0;115;8.5;1;8;7;5;2;7;24;61;76;3;9;10;10;3;4;56;3;4;7;4;41;17;1.3
116;Totaal mannen en vrouwen;60 tot 70 jaar;2000;442;32.1;169;12.3;24;88.0;26.0;31.0;69;29;17;30;10;14;0;63;28;8;19;51;4;0.3;0;0;2;1;1;0;0;1;0;0;0;0;0;3;2;0;0;0;1;1;92;6.7;16;32;8;1;35;0;0;0;4;7;3;9;2;14;5;10;13;4;13;8;0;0;0;4;0.3;0;2;0;1;1;0;0;0;1;0;2;1;161;11.7;0;20;3;6;1;6;33;92;96;7;7;10;21;7;13;83;9;6;8;6;49;12;0.9
117;Totaal mannen en vrouwen;60 tot 70 jaar;2001;423;30.3;157;11.3;24;66.0;28.0;39.0;64;21;8;28;14;20;2;71;18;8;20;40;13;0.9;1;0;3;5;2;1;1;0;0;2;0;1;0;10;7;4;0;1;0;1;85;6.1;9;28;6;1;37;4;0;0;2;6;3;2;1;10;2;13;15;1;17;13;0;0;0;8;0.6;1;2;5;0;0;0;2;0;4;1;1;0;141;10.1;0;8;5;7;1;7;37;76;96;0;14;9;10;4;8;73;10;3;11;6;38;19;1.4
118;Totaal mannen en vrouwen;60 tot 70 jaar;2002;423;29.9;174;12.3;25;92.0;16.0;41.0;64;34;12;25;12;25;2;89;13;13;13;46;4;0.3;1;2;1;0;0;0;0;1;0;0;0;1;0;2;2;1;0;1;0;0;73;5.2;12;23;10;4;22;1;0;1;0;4;1;7;2;17;6;6;11;1;12;6;0;0;0;6;0.4;1;1;2;0;2;0;1;1;1;1;2;0;153;10.8;0;7;7;5;1;15;39;79;102;1;3;15;15;3;14;76;10;6;14;8;39;13;0.9
119;Totaal mannen en vrouwen;60 tot 70 jaar;2003;457;31.7;171;11.9;29;76.0;20.0;46.0;71;23;13;23;19;19;3;85;14;12;17;43;12;0.8;3;1;1;5;1;1;0;3;1;1;0;0;2;5;0;6;2;2;2;0;102;7.1;13;38;7;1;37;4;0;2;2;9;2;8;5;16;4;9;15;3;21;8;0;0;0;3;0.2;1;1;1;0;0;0;0;0;1;2;0;0;138;9.6;1;8;5;8;1;10;44;61;95;5;8;12;9;4;5;71;8;6;18;6;29;31;2.2
120;Totaal mannen en vrouwen;60 tot 70 jaar;2004;446;30.1;165;11.1;23;75.0;27.0;40.0;78;28;10;18;15;14;2;77;19;13;24;32;20;1.4;4;3;1;8;1;2;1;3;3;2;0;0;1;11;14;2;0;3;0;1;71;4.8;3;23;9;2;31;2;0;1;4;3;3;5;0;9;5;10;12;2;13;3;0;2;0;10;0.7;3;0;2;3;2;0;0;1;2;1;4;2;155;10.5;0;8;6;7;2;8;49;75;98;2;2;16;12;12;13;76;14;5;15;11;34;25;1.7
121;Totaal mannen en vrouwen;60 tot 70 jaar;2005;433;28.5;162;10.7;24;66.0;24.0;48.0;70;29;11;26;14;12;0;71;14;15;16;46;12;0.8;0;1;2;4;4;1;0;1;2;4;0;0;0;5;6;2;1;1;2;0;60;4.0;6;23;6;3;21;1;0;0;2;2;3;3;1;9;6;4;9;2;13;5;0;1;0;5;0.3;2;3;0;0;0;0;0;2;0;1;2;0;172;11.3;1;9;6;16;0;18;68;54;107;4;10;18;17;12;4;90;17;8;19;12;26;22;1.4
122;Totaal mannen en vrouwen;60 tot 70 jaar;2006;495;31.3;177;11.2;26;79.0;30.0;42.0;75;30;14;17;23;18;0;88;35;14;17;23;5;0.3;0;0;0;2;1;0;2;0;1;1;0;0;1;2;5;0;0;0;0;0;85;5.4;9;36;8;5;26;1;0;0;3;6;5;5;2;14;4;18;9;3;11;5;0;0;0;9;0.6;3;1;1;1;3;0;0;4;2;1;1;1;181;11.4;1;9;8;7;2;13;65;76;112;5;12;20;19;6;7;87;15;3;23;11;42;38;2.4
123;Totaal mannen en vrouwen;60 tot 70 jaar;2007;472;28.2;195;11.6;27;88.0;25.0;55.0;79;40;16;19;23;16;2;91;26;16;30;32;6;0.4;0;0;3;1;1;0;1;2;0;0;0;0;0;4;0;3;2;1;0;0;72;4.3;13;20;8;1;23;5;0;2;2;5;2;3;4;9;7;10;9;2;9;7;0;3;0;8;0.5;3;2;1;0;1;1;1;1;0;2;4;0;167;10.0;0;13;10;13;0;15;52;64;116;0;2;11;20;10;8;93;14;6;6;15;33;24;1.4
124;Totaal mannen en vrouwen;60 tot 70 jaar;2008;491;28.0;198;11.3;32;92.0;24.0;50.0;91;41;18;22;10;16;0;111;20;19;14;34;11;0.6;2;0;1;3;2;3;0;0;1;1;0;0;0;9;9;0;1;1;0;0;68;3.9;6;27;4;2;23;3;1;2;3;4;2;5;1;12;2;12;8;2;13;4;0;0;0;5;0.3;2;0;3;0;0;0;1;0;1;1;1;1;185;10.5;0;7;5;15;0;6;72;80;117;1;5;19;21;10;12;95;11;3;19;11;46;24;1.4
125;Totaal mannen en vrouwen;60 tot 70 jaar;2009;524;28.8;191;10.5;33;76.0;19.0;63.0;82;30;15;19;16;27;2;100;21;16;19;35;13;0.7;1;0;4;3;1;1;3;2;0;1;0;2;0;8;5;4;1;2;1;0;72;4.0;6;30;6;5;21;3;0;1;4;3;3;11;2;7;3;6;12;2;14;5;0;0;0;8;0.4;0;2;3;0;2;1;1;0;2;1;2;2;211;11.6;1;7;9;5;2;13;93;81;154;3;8;12;18;10;6;110;17;9;17;18;40;29;1.6
126;Totaal mannen en vrouwen;60 tot 70 jaar;2010;580;31.0;240;12.8;40;111.0;27.0;62.0;94;43;21;26;24;30;2;107;18;12;22;81;18;1.0;1;2;3;8;2;1;1;2;2;1;1;0;0;12;15;1;1;1;0;0;65;3.5;5;23;12;2;16;4;3;0;2;2;5;6;3;8;3;9;14;3;5;2;0;3;0;8;0.4;1;1;3;1;1;1;1;0;2;0;4;1;206;11.0;0;4;4;4;3;6;49;136;136;3;7;14;25;5;16;96;20;7;22;16;45;43;2.3
127;Totaal mannen en vrouwen;60 tot 70 jaar;2011;562;29.3;216;11.3;36;94.0;23.0;63.0;84;43;27;27;14;21;0;122;14;8;24;48;15;0.8;1;6;3;2;2;0;1;1;0;1;0;0;1;12;11;1;1;2;0;0;73;3.8;6;30;7;2;18;5;3;2;2;1;4;3;2;8;3;16;9;2;12;8;0;3;0;9;0.5;1;0;3;2;0;3;2;1;2;0;3;1;218;11.4;1;0;11;11;0;12;74;109;164;2;4;11;18;12;7;102;18;8;12;21;57;31;1.6
128;Totaal mannen en vrouwen;70 tot 80 jaar;1996;672;70.2;155;16.2;18;61.0;59.0;17.0;68;27;8;27;13;11;1;54;33;7;23;38;6;0.6;2;1;1;0;0;0;2;0;0;0;0;0;0;6;1;1;0;1;0;3;159;16.6;28;68;12;2;43;0;0;6;3;11;4;20;3;29;7;22;24;3;20;10;0;0;3;1;0.1;0;0;1;0;0;0;0;0;1;0;0;0;322;33.6;0;21;5;7;1;0;27;261;266;4;18;1;24;3;6;146;10;6;4;11;145;29;3.0
129;Totaal mannen en vrouwen;70 tot 80 jaar;1997;583;60.1;125;12.9;12;53.0;45.0;15.0;48;24;7;22;13;11;0;49;18;4;22;32;9;0.9;2;0;0;3;2;2;0;1;0;1;0;0;0;7;2;3;0;0;0;4;138;14.2;19;52;10;2;55;0;0;0;2;6;11;10;3;25;10;20;17;3;19;12;0;0;0;1;0.1;1;0;0;0;0;0;0;0;0;0;1;0;285;29.4;0;17;4;7;0;0;22;235;240;3;10;3;17;1;11;88;10;9;1;2;175;25;2.6
130;Totaal mannen en vrouwen;70 tot 80 jaar;1998;588;59.7;130;13.2;17;50.0;45.0;18.0;42;23;3;34;12;14;2;58;25;5;10;32;8;0.8;2;0;0;1;1;1;3;1;0;0;0;1;0;6;1;1;0;1;0;5;132;13.4;24;36;6;3;59;0;1;3;8;9;6;15;0;18;9;15;19;4;19;9;0;1;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;292;29.7;1;11;1;7;1;4;38;229;256;2;10;5;14;2;3;97;14;9;4;9;159;26;2.6
131;Totaal mannen en vrouwen;70 tot 80 jaar;1999;599;59.9;116;11.6;15;49.0;40.0;12.0;45;18;5;23;11;12;2;54;11;4;11;36;5;0.5;1;1;0;0;2;0;1;1;0;0;0;1;0;3;3;0;0;1;0;1;138;13.8;23;40;18;0;54;2;0;1;1;10;6;15;2;14;9;23;21;5;24;8;0;0;0;1;0.1;1;0;0;0;0;0;0;0;1;0;0;0;310;31.0;0;13;2;5;0;9;26;255;266;3;7;8;16;2;8;89;17;4;8;8;184;29;2.9
132;Totaal mannen en vrouwen;70 tot 80 jaar;2000;644;63.7;124;12.3;16;52.0;48.0;8.0;57;15;7;23;9;13;0;47;20;5;13;39;8;0.8;3;1;0;3;0;0;1;0;0;0;0;0;0;8;1;4;1;0;1;1;129;12.8;11;48;16;1;51;1;0;1;3;10;8;10;2;23;2;16;16;5;25;8;1;0;0;2;0.2;1;0;0;1;0;0;0;0;0;0;1;1;360;35.6;0;12;5;13;0;9;52;269;286;5;12;14;23;7;13;105;34;4;11;13;193;21;2.1
133;Totaal mannen en vrouwen;70 tot 80 jaar;2001;655;64.4;121;11.9;13;46.0;46.0;16.0;51;21;7;17;14;11;0;42;26;8;11;34;3;0.3;0;0;0;2;1;0;0;1;0;0;0;0;0;2;1;1;0;1;0;0;121;11.9;18;46;13;0;44;0;0;0;6;2;8;11;0;19;5;17;18;6;24;5;0;0;0;1;0.1;0;0;0;1;0;0;0;0;0;1;0;0;387;38.1;0;20;3;6;1;24;47;286;327;2;12;9;25;2;10;125;38;9;11;5;199;22;2.2
134;Totaal mannen en vrouwen;70 tot 80 jaar;2002;648;63.3;132;12.9;17;54.0;48.0;13.0;56;24;9;15;9;16;3;47;31;6;15;33;8;0.8;0;5;0;2;0;0;1;2;0;2;0;0;0;4;3;1;0;2;1;1;106;10.4;19;38;8;1;37;2;1;0;6;2;7;6;2;17;5;10;17;2;21;11;0;0;0;3;0.3;2;0;0;0;1;0;1;0;0;0;2;0;374;36.6;1;15;2;10;2;9;82;253;292;6;13;12;7;9;35;119;45;12;10;12;176;25;2.4
