ID;SoortGezin;Regio;Gezinnen_1
1178;Gezinshoofd eigen kind. en andere pers.;Noord-Brabant;11
1179;Gezinshoofd eigen kind. en andere pers.;Limburg;6
1180;Gezinshoofd eigen kind. en andere pers.;Gemeenten met meer dan 100000 inwoners;41
1181;Gezinshoofd eigen kind. en andere pers.;Gemeenten met 50001 - 100000 inwoners;9
1182;Gezinshoofd eigen kind. en andere pers.;Gemeenten met 20001 - 50000 inwoners;21
1183;Gezinshoofd eigen kind. en andere pers.;Gemeenten met 10001 - 20000 inwoners;26
1184;Gezinshoofd eigen kind. en andere pers.;Gemeenten met 5001 - 10000 inwoners;11
1185;Gezinshoofd eigen kind. en andere pers.;Gemeenten met 2001 - 5000 inwoners;12
1186;Gezinshoofd eigen kind. en andere pers.;Gemeenten met 1001 - 2000 inwoners;6
1187;Gezinshoofd eigen kind. en andere pers.;Gemeenten met 501 - 1000 inwoners;1
1188;Gezinshoofd eigen kind. en andere pers.;Gemeenten met 500 of minder inwoners;0
1189;Gezinshoofd eigen kind. en andere pers.;Groningen, gem. 100001 en meer inw.;10
1190;Gezinshoofd eigen kind. en andere pers.;Groningen;10
1191;Gezinshoofd eigen kind. en andere pers.;Groningen, gem. 10001 - 20000 inw.;5
1192;Gezinshoofd eigen kind. en andere pers.;Groningen, gem. 5001 - 10000 inw.;4
1193;Gezinshoofd eigen kind. en andere pers.;Groningen, gem. 2001 - 5000 inw.;3
1194;Gezinshoofd eigen kind. en andere pers.;Groningen, gem. 1001 - 2000 inw.;0
1195;Gezinshoofd eigen kind. en andere pers.;Friesland, gem. 20001 - 50000 inw.;4
1196;Gezinshoofd eigen kind. en andere pers.;Leeuwarden;4
1197;Gezinshoofd eigen kind. en andere pers.;Friesland, gem. 10001 - 20000 inw.;6
1198;Gezinshoofd eigen kind. en andere pers.;Friesland, gem. 5001 - 10000 inw.;1
1199;Gezinshoofd eigen kind. en andere pers.;Friesland, gem. 2001 - 5000 inw.;1
1200;Gezinshoofd eigen kind. en andere pers.;Friesland, gem. 1001 - 2000 inw.;0
1201;Gezinshoofd eigen kind. en andere pers.;Friesland, gem. 501 - 1000 inw.;0
1202;Gezinshoofd eigen kind. en andere pers.;Drenthe, gem. 20001 - 50000 inw.;2
1203;Gezinshoofd eigen kind. en andere pers.;Emmen;2
1204;Gezinshoofd eigen kind. en andere pers.;Drenthe, gem. 10001 - 20000 inw.;7
1205;Gezinshoofd eigen kind. en andere pers.;Drenthe, gem. 5001 - 10000 inw.;2
1206;Gezinshoofd eigen kind. en andere pers.;Drenthe, gem. 2001 - 5000 inw.;0
1207;Gezinshoofd eigen kind. en andere pers.;Drenthe, gem. 1001 - 2000 inw.;0
1208;Gezinshoofd eigen kind. en andere pers.;Overijssel, gem. 50001 - 100000 inw.;2
1209;Gezinshoofd eigen kind. en andere pers.;Enschede;2
1210;Gezinshoofd eigen kind. en andere pers.;Overijssel, gem. 20001 - 50000 inw.;4
1211;Gezinshoofd eigen kind. en andere pers.;Almelo;0
1212;Gezinshoofd eigen kind. en andere pers.;Deventer;0
1213;Gezinshoofd eigen kind. en andere pers.;Hengelo (O.);2
1214;Gezinshoofd eigen kind. en andere pers.;Lonneker;0
1215;Gezinshoofd eigen kind. en andere pers.;Zwolle;2
1216;Gezinshoofd eigen kind. en andere pers.;Overijssel, gem. 10001 - 20000 inw.;1
1217;Gezinshoofd eigen kind. en andere pers.;Overijssel, gem. 5001 - 10000 inw.;2
1218;Gezinshoofd eigen kind. en andere pers.;Overijssel, gem. 2001 - 5000 inw.;2
1219;Gezinshoofd eigen kind. en andere pers.;Overijssel, gem. 1001 - 2000 inw.;0
1220;Gezinshoofd eigen kind. en andere pers.;Overijssel, gem. 501 - 1000 inw.;0
1221;Gezinshoofd eigen kind. en andere pers.;Gelderland, gem. 50001 - 100000 inw.;0
1222;Gezinshoofd eigen kind. en andere pers.;Apeldoorn;0
1223;Gezinshoofd eigen kind. en andere pers.;Arnhem;0
1224;Gezinshoofd eigen kind. en andere pers.;Nijmegen;0
1225;Gezinshoofd eigen kind. en andere pers.;Gelderland, gem. 20001 - 50000 inw.;1
1226;Gezinshoofd eigen kind. en andere pers.;Ede;0
1227;Gezinshoofd eigen kind. en andere pers.;Rheden;1
1228;Gezinshoofd eigen kind. en andere pers.;Gelderland, gem. 10001 - 20000 inw.;1
1229;Gezinshoofd eigen kind. en andere pers.;Gelderland, gem. 5001 - 10000 inw.;1
1230;Gezinshoofd eigen kind. en andere pers.;Gelderland, gem. 2001 - 5000 inw.;1
1231;Gezinshoofd eigen kind. en andere pers.;Gelderland, gem. 1001 - 2000 inw.;0
1232;Gezinshoofd eigen kind. en andere pers.;Gelderland, gem. 501 - 1000 inw.;0
1233;Gezinshoofd eigen kind. en andere pers.;Gelderland, gem. 500 en minder inw.;0
1234;Gezinshoofd eigen kind. en andere pers.;Utrecht, gem. 100001 en meer inw.;2
1235;Gezinshoofd eigen kind. en andere pers.;Utrecht;2
1236;Gezinshoofd eigen kind. en andere pers.;Utrecht, gem. 20001 - 50000 inw.;3
1237;Gezinshoofd eigen kind. en andere pers.;Amersfoort;3
1238;Gezinshoofd eigen kind. en andere pers.;Zeist;0
1239;Gezinshoofd eigen kind. en andere pers.;Utrecht, gem. 10001 - 20000 inw.;0
1240;Gezinshoofd eigen kind. en andere pers.;Utrecht, gem. 5001 - 10000 inw.;0
1241;Gezinshoofd eigen kind. en andere pers.;Utrecht, gem. 2001 - 5000 inw.;0
1242;Gezinshoofd eigen kind. en andere pers.;Utrecht, gem. 1001 - 2000 inw.;0
1243;Gezinshoofd eigen kind. en andere pers.;Utrecht, gem. 501 - 1000 inw.;0
1244;Gezinshoofd eigen kind. en andere pers.;Utrecht, gem. 500 en minder inw.;0
1245;Gezinshoofd eigen kind. en andere pers.;Noord-Holland, gem. 100001 en meer inw.;8
1246;Gezinshoofd eigen kind. en andere pers.;Amsterdam;6
1247;Gezinshoofd eigen kind. en andere pers.;Haarlem;2
1248;Gezinshoofd eigen kind. en andere pers.;Noord-Holland, gem. 50001 - 100000 inw.;1
1249;Gezinshoofd eigen kind. en andere pers.;Hilversum;1
1250;Gezinshoofd eigen kind. en andere pers.;Noord-Holland, gem. 20001 - 50000 inw.;4
1251;Gezinshoofd eigen kind. en andere pers.;Alkmaar;1
1252;Gezinshoofd eigen kind. en andere pers.;Bussum;0
1253;Gezinshoofd eigen kind. en andere pers.;Haarlemmermeer;0
1254;Gezinshoofd eigen kind. en andere pers.;Helder (Den);0
1255;Gezinshoofd eigen kind. en andere pers.;Velsen;2
1256;Gezinshoofd eigen kind. en andere pers.;Zaandam;1
1257;Gezinshoofd eigen kind. en andere pers.;Noord-Holland, gem. 10001 - 20000 inw.;1
1258;Gezinshoofd eigen kind. en andere pers.;Noord-Holland, gem. 5001 - 10000 inw.;0
1259;Gezinshoofd eigen kind. en andere pers.;Noord-Holland, gem. 2001 - 5000 inw.;0
1260;Gezinshoofd eigen kind. en andere pers.;Noord-Holland, gem. 1001 - 2000 inw.;0
1261;Gezinshoofd eigen kind. en andere pers.;Noord-Holland, gem. 501 - 1000 inw.;1
1262;Gezinshoofd eigen kind. en andere pers.;Noord-Holland, gem. 500 en minder inw.;0
1263;Gezinshoofd eigen kind. en andere pers.;Zuid-Holland, gem. 100001 en meer inw.;21
1264;Gezinshoofd eigen kind. en andere pers.;'s-Gravenhage;5
1265;Gezinshoofd eigen kind. en andere pers.;Rotterdam;16
1266;Gezinshoofd eigen kind. en andere pers.;Zuid-Holland, gem. 50001 - 100000 inw.;2
1267;Gezinshoofd eigen kind. en andere pers.;Delft;0
1268;Gezinshoofd eigen kind. en andere pers.;Dordrecht;1
1269;Gezinshoofd eigen kind. en andere pers.;Leiden;1
1270;Gezinshoofd eigen kind. en andere pers.;Schiedam;0
1271;Gezinshoofd eigen kind. en andere pers.;Zuid-Holland, gem. 20001 - 50000 inw.;0
1272;Gezinshoofd eigen kind. en andere pers.;Gouda;0
1273;Gezinshoofd eigen kind. en andere pers.;Vlaardingen;0
1274;Gezinshoofd eigen kind. en andere pers.;Zuid-Holland, gem. 10001 - 20000 inw.;2
1275;Gezinshoofd eigen kind. en andere pers.;Zuid-Holland, gem. 5001 - 10000 inw.;0
1276;Gezinshoofd eigen kind. en andere pers.;Zuid-Holland, gem. 2001 - 5000 inw.;2
1277;Gezinshoofd eigen kind. en andere pers.;Zuid-Holland, gem. 1001 - 2000 inw.;0
1278;Gezinshoofd eigen kind. en andere pers.;Zuid-Holland, gem. 501 - 1000 inw.;0
1279;Gezinshoofd eigen kind. en andere pers.;Zuid-Holland, gem. 500 en minder inw.;0
1280;Gezinshoofd eigen kind. en andere pers.;Zeeland, gem. 20001 - 50000 inw.;0
1281;Gezinshoofd eigen kind. en andere pers.;Vlissingen;0
1282;Gezinshoofd eigen kind. en andere pers.;Zeeland, gem. 10001 - 20000 inw.;2
1283;Gezinshoofd eigen kind. en andere pers.;Zeeland, gem. 5001 - 10000 inw.;0
1284;Gezinshoofd eigen kind. en andere pers.;Zeeland, gem. 2001 - 5000 inw.;0
1285;Gezinshoofd eigen kind. en andere pers.;Zeeland, gem. 1001 - 2000 inw.;1
1286;Gezinshoofd eigen kind. en andere pers.;Zeeland, gem. 501 - 1000 inw.;0
1287;Gezinshoofd eigen kind. en andere pers.;Zeeland, gem. 500 en minder inw.;0
1288;Gezinshoofd eigen kind. en andere pers.;Noord-Brabant, gem. 50001 - 100000 inw.;4
1289;Gezinshoofd eigen kind. en andere pers.;Eindhoven;3
1290;Gezinshoofd eigen kind. en andere pers.;Tilburg;1
1291;Gezinshoofd eigen kind. en andere pers.;Noord-Brabant, gem. 20001 - 50000 inw.;0
1292;Gezinshoofd eigen kind. en andere pers.;Bergen op Zoom;0
1293;Gezinshoofd eigen kind. en andere pers.;Breda;0
1294;Gezinshoofd eigen kind. en andere pers.;Helmond;0
1295;Gezinshoofd eigen kind. en andere pers.;'s-Hertogenbosch;0
1296;Gezinshoofd eigen kind. en andere pers.;Roosendaal en Nispen;0
1297;Gezinshoofd eigen kind. en andere pers.;Noord-Brabant, gem. 10001 - 20000 inw.;0
1298;Gezinshoofd eigen kind. en andere pers.;Noord-Brabant, gem. 5001 - 10000 inw.;1
1299;Gezinshoofd eigen kind. en andere pers.;Noord-Brabant, gem. 2001 - 5000 inw.;3
1300;Gezinshoofd eigen kind. en andere pers.;Noord-Brabant, gem. 1001 - 2000 inw.;3
1301;Gezinshoofd eigen kind. en andere pers.;Noord-Brabant, gem. 501 - 1000 inw.;0
1302;Gezinshoofd eigen kind. en andere pers.;Limburg, gem. 50001 - 100000 inw.;0
1303;Gezinshoofd eigen kind. en andere pers.;Maastricht;0
1304;Gezinshoofd eigen kind. en andere pers.;Limburg, gem. 20001 - 50000 inw.;3
1305;Gezinshoofd eigen kind. en andere pers.;Heerlen;1
1306;Gezinshoofd eigen kind. en andere pers.;Kerkrade;0
1307;Gezinshoofd eigen kind. en andere pers.;Venlo;2
1308;Gezinshoofd eigen kind. en andere pers.;Limburg, gem. 10001 - 20000 inw.;1
1309;Gezinshoofd eigen kind. en andere pers.;Limburg, gem. 5001 - 10000 inw.;0
1310;Gezinshoofd eigen kind. en andere pers.;Limburg, gem. 2001 - 5000 inw.;0
1311;Gezinshoofd eigen kind. en andere pers.;Limburg, gem. 1001 - 2000 inw.;2
1312;Gezinshoofd eigen kind. en andere pers.;Limburg, gem. 501 - 1000 inw.;0
1313;Gezinshoofd eigen kind. en andere pers.;Limburg, gem. 500 en minder inw.;0
