ID;KenmerkenLeasevoertuigen;Perioden;Prijsindex_1;Kwartaalmutatie_2;Jaarmutatie_3;Weegfactoren_4;Prijsindex_5;Kwartaalmutatie_6;Jaarmutatie_7;Weegfactoren_8
1933;Bestelauto's diesel: licht (city-A);2007 2e kwartaal;;;;;;;;
1934;Bestelauto's diesel: licht (city-A);2007 3e kwartaal;;;;;;;;
1935;Bestelauto's diesel: licht (city-A);2007 4e kwartaal;;;;;;;;
1936;Bestelauto's diesel: licht (city-A);2007;;;;;;;;
1937;Bestelauto's diesel: licht (city-A);2008 1e kwartaal;;;;;;;;
1938;Bestelauto's diesel: licht (city-A);2008 2e kwartaal;;;;;;;;
1939;Bestelauto's diesel: licht (city-A);2008 3e kwartaal;;;;;;;;
1940;Bestelauto's diesel: licht (city-A);2008 4e kwartaal;;;;;;;;
1941;Bestelauto's diesel: licht (city-A);2008;;;;;;;;
1942;Bestelauto's diesel: licht (city-A);2009 1e kwartaal;;;;;;;;
1943;Bestelauto's diesel: licht (city-A);2009 2e kwartaal;;;;;;;;
1944;Bestelauto's diesel: licht (city-A);2009 3e kwartaal;;;;;;;;
1945;Bestelauto's diesel: licht (city-A);2009 4e kwartaal;;;;;;;;
1946;Bestelauto's diesel: licht (city-A);2009;;;;;;;;
1947;Bestelauto's diesel: licht (city-A);2010 1e kwartaal;;;;;;;;
1948;Bestelauto's diesel: licht (city-A);2010 2e kwartaal;;;;;;;;
1949;Bestelauto's diesel: licht (city-A);2010 3e kwartaal;85.6;;;;84.9;;;
1950;Bestelauto's diesel: licht (city-A);2010 4e kwartaal;85.5;-0.1;;;85.7;0.9;;
1951;Bestelauto's diesel: licht (city-A);2010;;;;;;;;
1952;Bestelauto's diesel: licht (city-A);2011 1e kwartaal;87.2;2.0;;;88.8;3.6;;
1953;Bestelauto's diesel: licht (city-A);2011 2e kwartaal;87.4;0.2;;;90.2;1.7;;
1954;Bestelauto's diesel: licht (city-A);2011 3e kwartaal;87.3;-0.1;2.0;;89.7;-0.6;5.6;
1955;Bestelauto's diesel: licht (city-A);2011 4e kwartaal;87.5;0.2;2.3;;90.6;1.0;5.8;
1956;Bestelauto's diesel: licht (city-A);2011;87.4;;;;89.8;;;
1957;Bestelauto's diesel: licht (city-A);2012 1e kwartaal;88.0;0.5;0.9;;92.0;1.5;3.6;
1958;Bestelauto's diesel: licht (city-A);2012 2e kwartaal;88.4;0.5;1.2;;92.1;0.1;2.0;
1959;Bestelauto's diesel: licht (city-A);2012 3e kwartaal;88.1;-0.4;0.9;;92.1;0.1;2.7;
1960;Bestelauto's diesel: licht (city-A);2012 4e kwartaal;87.8;-0.3;0.3;;92.2;0.0;1.7;
1961;Bestelauto's diesel: licht (city-A);2012;88.1;;0.8;;92.1;;2.5;
1962;Bestelauto's diesel: licht (city-A);2013 1e kwartaal;89.1;1.6;1.3;;92.8;0.7;0.9;
1963;Bestelauto's diesel: licht (city-A);2013 2e kwartaal;89.2;0.1;0.9;;91.7;-1.2;-0.4;
1964;Bestelauto's diesel: licht (city-A);2013 3e kwartaal;89.7;0.6;1.9;;92.3;0.7;0.2;
1965;Bestelauto's diesel: licht (city-A);2013 4e kwartaal;89.3;-0.5;1.7;;91.4;-1.1;-0.9;
1966;Bestelauto's diesel: licht (city-A);2013;89.3;;1.5;;92.0;;0.0;
1967;Bestelauto's diesel: licht (city-A);2014 1e kwartaal;89.5;0.3;0.4;;91.9;0.6;-1.0;
1968;Bestelauto's diesel: licht (city-A);2014 2e kwartaal;88.9;-0.7;-0.4;;91.4;-0.5;-0.3;
1969;Bestelauto's diesel: licht (city-A);2014 3e kwartaal;89.3;0.5;-0.5;;91.6;0.2;-0.8;
1970;Bestelauto's diesel: licht (city-A);2014 4e kwartaal;89.8;0.5;0.6;;90.5;-1.2;-0.9;
1971;Bestelauto's diesel: licht (city-A);2014;89.4;;0.0;;91.4;;-0.8;
1972;Bestelauto's diesel: licht (city-A);2015 1e kwartaal;88.3;-1.7;-1.4;;87.8;-3.0;-4.5;
1973;Bestelauto's diesel: licht (city-A);2015 2e kwartaal;88.2;-0.1;-0.8;;88.5;0.8;-3.2;
1974;Bestelauto's diesel: licht (city-A);2015 3e kwartaal;88.3;0.2;-1.2;;87.3;-1.3;-4.7;
1975;Bestelauto's diesel: licht (city-A);2015 4e kwartaal;88.3;0.0;-1.6;;86.5;-1.0;-4.5;
1976;Bestelauto's diesel: licht (city-A);2015;88.3;;-1.2;;87.5;;-4.2;
1977;Bestelauto's diesel: licht (city-A);2016 1e kwartaal;89.1;1.0;1.0;;84.9;-1.8;-3.3;
1978;Bestelauto's diesel: licht (city-A);2016 2e kwartaal;89.2;0.0;1.1;;85.5;0.7;-3.4;
1979;Bestelauto's diesel: licht (city-A);2016 3e kwartaal;88.8;-0.4;0.6;;84.7;-1.0;-3.0;
1980;Bestelauto's diesel: licht (city-A);2016 4e kwartaal;88.6;-0.2;0.3;;85.6;1.1;-1.0;
1981;Bestelauto's diesel: licht (city-A);2016;88.9;;0.7;;85.2;;-2.7;
1982;Bestelauto's diesel: licht (city-A);2017 1e kwartaal;89.5;1.1;0.5;;87.4;2.1;3.0;
1983;Bestelauto's diesel: licht (city-A);2017 2e kwartaal;89.3;-0.2;0.2;;86.5;-1.1;1.1;
1984;Bestelauto's diesel: licht (city-A);2017 3e kwartaal;89.9;0.7;1.3;;86.5;0.1;2.2;
1985;Bestelauto's diesel: licht (city-A);2017 4e kwartaal;90.7;0.8;2.4;;87.6;1.2;2.3;
1986;Bestelauto's diesel: licht (city-A);2017;89.9;;1.1;;87.0;;2.2;
1987;Bestelauto's diesel: licht (city-A);2018 1e kwartaal;90.5;-0.2;1.1;;88.0;0.5;0.6;
1988;Bestelauto's diesel: licht (city-A);2018 2e kwartaal;89.5;-1.1;0.2;;89.3;1.5;3.3;
1989;Bestelauto's diesel: licht (city-A);2018 3e kwartaal;88.8;-0.8;-1.3;;88.8;-0.6;2.6;
1990;Bestelauto's diesel: licht (city-A);2018 4e kwartaal;90.3;1.7;-0.5;;90.3;1.7;3.2;
1991;Bestelauto's diesel: licht (city-A);2018;89.8;;-0.1;;89.1;;2.4;
1992;Bestelauto's diesel: licht (city-A);2019 1e kwartaal;91.7;1.6;1.3;;90.1;-0.2;2.5;
1993;Bestelauto's diesel: licht (city-A);2019 2e kwartaal;91.2;-0.6;1.9;;90.6;0.5;1.4;
1994;Bestelauto's diesel: licht (city-A);2019 3e kwartaal;90.6;-0.7;2.0;;89.9;-0.8;1.2;
1995;Bestelauto's diesel: licht (city-A);2019 4e kwartaal;93.8;3.5;3.9;;92.7;3.1;2.6;
1996;Bestelauto's diesel: licht (city-A);2019;91.8;;2.3;;90.8;;1.9;
1997;Bestelauto's diesel: licht (city-A);2020 1e kwartaal;95.3;1.7;4.0;;93.8;1.2;4.0;
1998;Bestelauto's diesel: licht (city-A);2020 2e kwartaal;96.4;1.1;5.7;;92.2;-1.7;1.7;
1999;Bestelauto's diesel: licht (city-A);2020 3e kwartaal;95.9;-0.5;5.9;;91.3;-1.0;1.6;
2000;Bestelauto's diesel: licht (city-A);2020 4e kwartaal;95.5;-0.4;1.9;;91.5;0.3;-1.2;
2001;Bestelauto's diesel: licht (city-A);2020;95.8;;4.4;;92.2;;1.5;
2002;Bestelauto's diesel: licht (city-A);2021 1e kwartaal;99.2;3.9;4.1;1.9;96.4;5.3;2.7;2.5
2003;Bestelauto's diesel: licht (city-A);2021 2e kwartaal;99.2;0.0;2.9;1.9;98.2;2.0;6.6;2.5
2004;Bestelauto's diesel: licht (city-A);2021 3e kwartaal;99.9;0.7;4.2;1.9;99.5;1.3;9.0;2.5
2005;Bestelauto's diesel: licht (city-A);2021 4e kwartaal;101.7;1.8;6.5;1.9;105.8;6.3;15.6;2.5
2006;Bestelauto's diesel: licht (city-A);2021;100.0;;4.4;1.9;100.0;;8.4;2.5
2007;Bestelauto's diesel: licht (city-A);2022 1e kwartaal;104.6;2.8;5.4;1.9;108.9;2.9;13.0;2.5
2008;Bestelauto's diesel: licht (city-A);2022 2e kwartaal;109.0;4.2;9.9;1.9;116.2;6.7;18.3;2.5
2009;Bestelauto's diesel: licht (city-A);2022 3e kwartaal;113.6;4.2;13.7;1.9;119.1;2.5;19.6;2.5
2010;Bestelauto's diesel: licht (city-A);2022 4e kwartaal;118.0;3.9;16.1;1.9;124.9;4.8;18.0;2.5
2011;Bestelauto's diesel: licht (city-A);2022;111.3;;11.3;1.9;117.3;;17.3;2.5
2012;Bestelauto's diesel: licht (city-A);2023 1e kwartaal;123.5;4.6;18.1;1.9;123.0;-1.5;12.9;2.5
2013;Bestelauto's diesel: licht (city-A);2023 2e kwartaal;122.9;-0.5;12.8;1.9;118.5;-3.7;2.0;2.5
2014;Bestelauto's diesel: licht (city-A);2023 3e kwartaal;123.3;0.3;8.6;1.9;122.5;3.3;2.8;2.5
2015;Bestelauto's diesel: licht (city-A);2023 4e kwartaal;122.7;-0.5;3.9;1.9;123.7;1.0;-0.9;2.5
2016;Bestelauto's diesel: licht (city-A);2023;123.1;;10.6;1.9;121.9;;4.0;2.5
2017;Bestelauto's diesel: licht (city-A);2024 1e kwartaal;127.4;3.9;3.2;1.9;127.6;3.2;3.8;2.5
2018;Bestelauto's diesel: licht (city-A);2024 2e kwartaal;128.6;0.9;4.6;1.9;128.3;0.5;8.2;2.5
2019;Bestelauto's diesel: licht (city-A);2024 3e kwartaal;129.5;0.7;5.0;1.9;127.9;-0.3;4.5;2.5
2020;Bestelauto's diesel: licht (city-A);2024 4e kwartaal;130.0;0.4;6.0;1.9;128.1;0.1;3.5;2.5
2021;Bestelauto's diesel: licht (city-A);2024;128.9;;4.7;1.9;128.0;;5.0;2.5
2022;Bestelauto's diesel: licht (city-A);2025 1e kwartaal;168.8;29.8;32.5;1.9;154.5;20.6;21.0;2.5
2023;Bestelauto's diesel: B en C;2001 3e kwartaal;;;;;;;;
2024;Bestelauto's diesel: B en C;2001 4e kwartaal;;;;;;;;
2025;Bestelauto's diesel: B en C;2001;;;;;;;;
2026;Bestelauto's diesel: B en C;2002 1e kwartaal;;;;;;;;
2027;Bestelauto's diesel: B en C;2002 2e kwartaal;;;;;;;;
2028;Bestelauto's diesel: B en C;2002 3e kwartaal;;;;;;;;
2029;Bestelauto's diesel: B en C;2002 4e kwartaal;;;;;;;;
2030;Bestelauto's diesel: B en C;2002;;;;;;;;
2031;Bestelauto's diesel: B en C;2003 1e kwartaal;;;;;;;;
2032;Bestelauto's diesel: B en C;2003 2e kwartaal;;;;;;;;
2033;Bestelauto's diesel: B en C;2003 3e kwartaal;;;;;;;;
2034;Bestelauto's diesel: B en C;2003 4e kwartaal;;;;;;;;
2035;Bestelauto's diesel: B en C;2003 ;;;;;;;;
2036;Bestelauto's diesel: B en C;2004 1e kwartaal;;;;;;;;
2037;Bestelauto's diesel: B en C;2004 2e kwartaal;;;;;;;;
2038;Bestelauto's diesel: B en C;2004 3e kwartaal;;;;;;;;
2039;Bestelauto's diesel: B en C;2004 4e kwartaal;;;;;;;;
2040;Bestelauto's diesel: B en C;2004;;;;;;;;
2041;Bestelauto's diesel: B en C;2005 1e kwartaal;;;;;;;;
2042;Bestelauto's diesel: B en C;2005 2e kwartaal;;;;;;;;
2043;Bestelauto's diesel: B en C;2005 3e kwartaal;;;;;;;;
2044;Bestelauto's diesel: B en C;2005 4e kwartaal;;;;;;;;
2045;Bestelauto's diesel: B en C;2005;;;;;;;;
2046;Bestelauto's diesel: B en C;2006 1e kwartaal;;;;;;;;
2047;Bestelauto's diesel: B en C;2006 2e kwartaal;;;;;;;;
2048;Bestelauto's diesel: B en C;2006 3e kwartaal;;;;;;;;
2049;Bestelauto's diesel: B en C;2006 4e kwartaal;;;;;;;;
2050;Bestelauto's diesel: B en C;2006;;;;;;;;
2051;Bestelauto's diesel: B en C;2007 1e kwartaal;;;;;;;;
2052;Bestelauto's diesel: B en C;2007 2e kwartaal;;;;;;;;
2053;Bestelauto's diesel: B en C;2007 3e kwartaal;;;;;;;;
2054;Bestelauto's diesel: B en C;2007 4e kwartaal;;;;;;;;
2055;Bestelauto's diesel: B en C;2007;;;;;;;;
2056;Bestelauto's diesel: B en C;2008 1e kwartaal;;;;;;;;
2057;Bestelauto's diesel: B en C;2008 2e kwartaal;;;;;;;;
2058;Bestelauto's diesel: B en C;2008 3e kwartaal;;;;;;;;
2059;Bestelauto's diesel: B en C;2008 4e kwartaal;;;;;;;;
2060;Bestelauto's diesel: B en C;2008;;;;;;;;
2061;Bestelauto's diesel: B en C;2009 1e kwartaal;;;;;;;;
2062;Bestelauto's diesel: B en C;2009 2e kwartaal;;;;;;;;
2063;Bestelauto's diesel: B en C;2009 3e kwartaal;;;;;;;;
2064;Bestelauto's diesel: B en C;2009 4e kwartaal;;;;;;;;
2065;Bestelauto's diesel: B en C;2009;;;;;;;;
2066;Bestelauto's diesel: B en C;2010 1e kwartaal;;;;;;;;
2067;Bestelauto's diesel: B en C;2010 2e kwartaal;;;;;;;;
2068;Bestelauto's diesel: B en C;2010 3e kwartaal;92.3;;;;92.0;;;
2069;Bestelauto's diesel: B en C;2010 4e kwartaal;93.0;0.7;;;93.1;1.1;;
2070;Bestelauto's diesel: B en C;2010;;;;;;;;
2071;Bestelauto's diesel: B en C;2011 1e kwartaal;94.4;1.5;;;96.4;3.6;;
2072;Bestelauto's diesel: B en C;2011 2e kwartaal;94.9;0.5;;;97.6;1.3;;
2073;Bestelauto's diesel: B en C;2011 3e kwartaal;95.2;0.3;3.1;;97.8;0.2;6.3;
2074;Bestelauto's diesel: B en C;2011 4e kwartaal;95.3;0.0;2.4;;98.3;0.5;5.6;
2075;Bestelauto's diesel: B en C;2011;95.0;;;;97.6;;;
2076;Bestelauto's diesel: B en C;2012 1e kwartaal;95.0;-0.3;0.6;;98.7;0.3;2.3;
2077;Bestelauto's diesel: B en C;2012 2e kwartaal;95.4;0.5;0.5;;98.8;0.1;1.2;
2078;Bestelauto's diesel: B en C;2012 3e kwartaal;95.0;-0.4;-0.2;;98.9;0.2;1.1;
2079;Bestelauto's diesel: B en C;2012 4e kwartaal;95.0;0.0;-0.2;;99.1;0.2;0.8;
2080;Bestelauto's diesel: B en C;2012;95.1;;0.2;;98.9;;1.3;
2081;Bestelauto's diesel: B en C;2013 1e kwartaal;95.9;0.9;1.0;;99.5;0.4;0.9;
2082;Bestelauto's diesel: B en C;2013 2e kwartaal;95.6;-0.4;0.2;;98.2;-1.4;-0.6;
2083;Bestelauto's diesel: B en C;2013 3e kwartaal;95.9;0.3;0.9;;98.6;0.5;-0.3;
2084;Bestelauto's diesel: B en C;2013 4e kwartaal;95.0;-0.9;0.0;;97.1;-1.5;-2.0;
2085;Bestelauto's diesel: B en C;2013;95.6;;0.5;;98.4;;-0.5;
2086;Bestelauto's diesel: B en C;2014 1e kwartaal;95.7;0.7;-0.2;;97.8;0.7;-1.7;
2087;Bestelauto's diesel: B en C;2014 2e kwartaal;94.9;-0.8;-0.7;;97.4;-0.5;-0.8;
2088;Bestelauto's diesel: B en C;2014 3e kwartaal;95.1;0.2;-0.9;;97.1;-0.2;-1.5;
2089;Bestelauto's diesel: B en C;2014 4e kwartaal;95.7;0.7;0.7;;95.8;-1.4;-1.4;
2090;Bestelauto's diesel: B en C;2014;95.4;;-0.3;;97.0;;-1.4;
2091;Bestelauto's diesel: B en C;2015 1e kwartaal;93.9;-1.9;-1.9;;93.0;-2.9;-5.0;
2092;Bestelauto's diesel: B en C;2015 2e kwartaal;93.6;-0.4;-1.4;;93.6;0.6;-3.9;
2093;Bestelauto's diesel: B en C;2015 3e kwartaal;92.8;-0.9;-2.4;;91.1;-2.6;-6.2;
2094;Bestelauto's diesel: B en C;2015 4e kwartaal;91.7;-1.2;-4.2;;90.1;-1.1;-5.9;
2095;Bestelauto's diesel: B en C;2015;93.0;;-2.5;;92.0;;-5.2;
2096;Bestelauto's diesel: B en C;2016 1e kwartaal;93.3;1.8;-0.7;;89.1;-1.2;-4.2;
2097;Bestelauto's diesel: B en C;2016 2e kwartaal;93.9;0.7;0.3;;89.8;0.8;-4.0;
2098;Bestelauto's diesel: B en C;2016 3e kwartaal;93.7;-0.3;0.9;;89.6;-0.2;-1.6;
2099;Bestelauto's diesel: B en C;2016 4e kwartaal;93.8;0.2;2.4;;91.0;1.5;0.9;
2100;Bestelauto's diesel: B en C;2016;93.7;;0.7;;89.9;;-2.3;
2101;Bestelauto's diesel: B en C;2017 1e kwartaal;93.8;0.0;0.6;;91.5;0.6;2.7;
2102;Bestelauto's diesel: B en C;2017 2e kwartaal;93.6;-0.3;-0.4;;90.9;-0.7;1.2;
2103;Bestelauto's diesel: B en C;2017 3e kwartaal;92.6;-1.1;-1.2;;90.1;-0.9;0.5;
2104;Bestelauto's diesel: B en C;2017 4e kwartaal;93.9;1.4;0.1;;91.7;1.8;0.8;
2105;Bestelauto's diesel: B en C;2017;93.5;;-0.2;;91.0;;1.3;
2106;Bestelauto's diesel: B en C;2018 1e kwartaal;93.1;-0.9;-0.8;;91.5;-0.1;0.0;
2107;Bestelauto's diesel: B en C;2018 2e kwartaal;92.8;-0.2;-0.8;;93.0;1.5;2.3;
2108;Bestelauto's diesel: B en C;2018 3e kwartaal;92.1;-0.8;-0.5;;92.4;-0.6;2.6;
2109;Bestelauto's diesel: B en C;2018 4e kwartaal;92.9;0.9;-1.1;;93.7;1.5;2.2;
2110;Bestelauto's diesel: B en C;2018;92.7;;-0.8;;92.7;;1.8;
2111;Bestelauto's diesel: B en C;2019 1e kwartaal;95.1;2.3;2.2;;94.0;0.3;2.7;
2112;Bestelauto's diesel: B en C;2019 2e kwartaal;95.1;0.0;2.4;;93.9;-0.1;1.1;
2113;Bestelauto's diesel: B en C;2019 3e kwartaal;94.4;-0.7;2.5;;92.8;-1.3;0.4;
2114;Bestelauto's diesel: B en C;2019 4e kwartaal;97.2;3.0;4.6;;95.7;3.2;2.1;
2115;Bestelauto's diesel: B en C;2019;95.4;;2.9;;94.1;;1.6;
2116;Bestelauto's diesel: B en C;2020 1e kwartaal;98.3;1.1;3.4;;96.7;1.0;2.8;
2117;Bestelauto's diesel: B en C;2020 2e kwartaal;99.0;0.8;4.1;;94.4;-2.3;0.5;
2118;Bestelauto's diesel: B en C;2020 3e kwartaal;98.4;-0.6;4.2;;94.1;-0.3;1.5;
2119;Bestelauto's diesel: B en C;2020 4e kwartaal;97.4;-1.0;0.2;;92.3;-2.0;-3.6;
2120;Bestelauto's diesel: B en C;2020;98.2;;3.0;;94.4;;0.3;
2121;Bestelauto's diesel: B en C;2021 1e kwartaal;99.4;2.1;1.2;6.8;95.7;3.8;-1.0;8.8
2122;Bestelauto's diesel: B en C;2021 2e kwartaal;99.5;0.1;0.5;6.8;98.5;2.9;4.3;8.8
2123;Bestelauto's diesel: B en C;2021 3e kwartaal;99.5;0.0;1.2;6.8;100.0;1.5;6.2;8.8
2124;Bestelauto's diesel: B en C;2021 4e kwartaal;101.6;2.1;4.4;6.8;105.8;5.9;14.7;8.8
2125;Bestelauto's diesel: B en C;2021;100.0;;1.8;6.8;100.0;;6.0;8.8
2126;Bestelauto's diesel: B en C;2022 1e kwartaal;104.4;2.7;5.1;6.8;110.0;4.0;14.9;8.8
2127;Bestelauto's diesel: B en C;2022 2e kwartaal;109.3;4.7;9.9;6.8;118.5;7.7;20.4;8.8
2128;Bestelauto's diesel: B en C;2022 3e kwartaal;112.8;3.2;13.4;6.8;121.7;2.7;21.8;8.8
2129;Bestelauto's diesel: B en C;2022 4e kwartaal;117.4;4.1;15.5;6.8;126.2;3.7;19.2;8.8
2130;Bestelauto's diesel: B en C;2022;111.0;;11.0;6.8;119.1;;19.1;8.8
2131;Bestelauto's diesel: B en C;2023 1e kwartaal;121.9;3.8;16.8;6.8;123.9;-1.8;12.6;8.8
2132;Bestelauto's diesel: B en C;2023 2e kwartaal;120.8;-0.9;10.5;6.8;119.2;-3.8;0.5;8.8
2133;Bestelauto's diesel: B en C;2023 3e kwartaal;121.1;0.2;7.3;6.8;123.1;3.3;1.2;8.8
2134;Bestelauto's diesel: B en C;2023 4e kwartaal;120.6;-0.4;2.7;6.8;124.9;1.5;-1.0;8.8
2135;Bestelauto's diesel: B en C;2023;121.1;;9.1;6.8;122.8;;3.1;8.8
2136;Bestelauto's diesel: B en C;2024 1e kwartaal;125.2;3.9;2.7;6.8;129.8;3.9;4.7;8.8
2137;Bestelauto's diesel: B en C;2024 2e kwartaal;127.1;1.5;5.2;6.8;130.9;0.9;9.8;8.8
2138;Bestelauto's diesel: B en C;2024 3e kwartaal;127.0;-0.1;4.9;6.8;129.0;-1.5;4.8;8.8
2139;Bestelauto's diesel: B en C;2024 4e kwartaal;124.8;-1.8;3.5;6.8;128.3;-0.5;2.7;8.8
2140;Bestelauto's diesel: B en C;2024;126.0;;4.1;6.8;129.5;;5.5;8.8
2141;Bestelauto's diesel: B en C;2025 1e kwartaal;161.5;29.5;29.0;6.8;155.5;21.2;19.8;8.8
2142;Bestelauto's: Volledig elektrisch;2001 3e kwartaal;;;;;;;;
2143;Bestelauto's: Volledig elektrisch;2001 4e kwartaal;;;;;;;;
2144;Bestelauto's: Volledig elektrisch;2001;;;;;;;;
2145;Bestelauto's: Volledig elektrisch;2002 1e kwartaal;;;;;;;;
2146;Bestelauto's: Volledig elektrisch;2002 2e kwartaal;;;;;;;;
2147;Bestelauto's: Volledig elektrisch;2002 3e kwartaal;;;;;;;;
2148;Bestelauto's: Volledig elektrisch;2002 4e kwartaal;;;;;;;;
2149;Bestelauto's: Volledig elektrisch;2002;;;;;;;;
2150;Bestelauto's: Volledig elektrisch;2003 1e kwartaal;;;;;;;;
2151;Bestelauto's: Volledig elektrisch;2003 2e kwartaal;;;;;;;;
2152;Bestelauto's: Volledig elektrisch;2003 3e kwartaal;;;;;;;;
2153;Bestelauto's: Volledig elektrisch;2003 4e kwartaal;;;;;;;;
2154;Bestelauto's: Volledig elektrisch;2003 ;;;;;;;;
2155;Bestelauto's: Volledig elektrisch;2004 1e kwartaal;;;;;;;;
2156;Bestelauto's: Volledig elektrisch;2004 2e kwartaal;;;;;;;;
2157;Bestelauto's: Volledig elektrisch;2004 3e kwartaal;;;;;;;;
2158;Bestelauto's: Volledig elektrisch;2004 4e kwartaal;;;;;;;;
2159;Bestelauto's: Volledig elektrisch;2004;;;;;;;;
2160;Bestelauto's: Volledig elektrisch;2005 1e kwartaal;;;;;;;;
2161;Bestelauto's: Volledig elektrisch;2005 2e kwartaal;;;;;;;;
2162;Bestelauto's: Volledig elektrisch;2005 3e kwartaal;;;;;;;;
2163;Bestelauto's: Volledig elektrisch;2005 4e kwartaal;;;;;;;;
2164;Bestelauto's: Volledig elektrisch;2005;;;;;;;;
2165;Bestelauto's: Volledig elektrisch;2006 1e kwartaal;;;;;;;;
2166;Bestelauto's: Volledig elektrisch;2006 2e kwartaal;;;;;;;;
2167;Bestelauto's: Volledig elektrisch;2006 3e kwartaal;;;;;;;;
2168;Bestelauto's: Volledig elektrisch;2006 4e kwartaal;;;;;;;;
2169;Bestelauto's: Volledig elektrisch;2006;;;;;;;;
2170;Bestelauto's: Volledig elektrisch;2007 1e kwartaal;;;;;;;;
2171;Bestelauto's: Volledig elektrisch;2007 2e kwartaal;;;;;;;;
2172;Bestelauto's: Volledig elektrisch;2007 3e kwartaal;;;;;;;;
2173;Bestelauto's: Volledig elektrisch;2007 4e kwartaal;;;;;;;;
2174;Bestelauto's: Volledig elektrisch;2007;;;;;;;;
2175;Bestelauto's: Volledig elektrisch;2008 1e kwartaal;;;;;;;;
2176;Bestelauto's: Volledig elektrisch;2008 2e kwartaal;;;;;;;;
2177;Bestelauto's: Volledig elektrisch;2008 3e kwartaal;;;;;;;;
2178;Bestelauto's: Volledig elektrisch;2008 4e kwartaal;;;;;;;;
2179;Bestelauto's: Volledig elektrisch;2008;;;;;;;;
2180;Bestelauto's: Volledig elektrisch;2009 1e kwartaal;;;;;;;;
2181;Bestelauto's: Volledig elektrisch;2009 2e kwartaal;;;;;;;;
2182;Bestelauto's: Volledig elektrisch;2009 3e kwartaal;;;;;;;;
2183;Bestelauto's: Volledig elektrisch;2009 4e kwartaal;;;;;;;;
2184;Bestelauto's: Volledig elektrisch;2009;;;;;;;;
2185;Bestelauto's: Volledig elektrisch;2010 1e kwartaal;;;;;;;;
2186;Bestelauto's: Volledig elektrisch;2010 2e kwartaal;;;;;;;;
2187;Bestelauto's: Volledig elektrisch;2010 3e kwartaal;;;;;;;;
2188;Bestelauto's: Volledig elektrisch;2010 4e kwartaal;;;;;;;;
2189;Bestelauto's: Volledig elektrisch;2010;;;;;;;;
2190;Bestelauto's: Volledig elektrisch;2011 1e kwartaal;;;;;;;;
2191;Bestelauto's: Volledig elektrisch;2011 2e kwartaal;;;;;;;;
2192;Bestelauto's: Volledig elektrisch;2011 3e kwartaal;;;;;;;;
2193;Bestelauto's: Volledig elektrisch;2011 4e kwartaal;;;;;;;;
2194;Bestelauto's: Volledig elektrisch;2011;;;;;;;;
2195;Bestelauto's: Volledig elektrisch;2012 1e kwartaal;;;;;;;;
2196;Bestelauto's: Volledig elektrisch;2012 2e kwartaal;;;;;;;;
2197;Bestelauto's: Volledig elektrisch;2012 3e kwartaal;;;;;;;;
2198;Bestelauto's: Volledig elektrisch;2012 4e kwartaal;;;;;;;;
2199;Bestelauto's: Volledig elektrisch;2012;;;;;;;;
2200;Bestelauto's: Volledig elektrisch;2013 1e kwartaal;;;;;;;;
2201;Bestelauto's: Volledig elektrisch;2013 2e kwartaal;;;;;;;;
2202;Bestelauto's: Volledig elektrisch;2013 3e kwartaal;;;;;;;;
2203;Bestelauto's: Volledig elektrisch;2013 4e kwartaal;;;;;;;;
2204;Bestelauto's: Volledig elektrisch;2013;;;;;;;;
2205;Bestelauto's: Volledig elektrisch;2014 1e kwartaal;;;;;;;;
2206;Bestelauto's: Volledig elektrisch;2014 2e kwartaal;;;;;;;;
2207;Bestelauto's: Volledig elektrisch;2014 3e kwartaal;;;;;;;;
2208;Bestelauto's: Volledig elektrisch;2014 4e kwartaal;;;;;;;;
2209;Bestelauto's: Volledig elektrisch;2014;;;;;;;;
2210;Bestelauto's: Volledig elektrisch;2015 1e kwartaal;;;;;;;;
2211;Bestelauto's: Volledig elektrisch;2015 2e kwartaal;;;;;;;;
2212;Bestelauto's: Volledig elektrisch;2015 3e kwartaal;;;;;;;;
2213;Bestelauto's: Volledig elektrisch;2015 4e kwartaal;;;;;;;;
2214;Bestelauto's: Volledig elektrisch;2015;;;;;;;;
2215;Bestelauto's: Volledig elektrisch;2016 1e kwartaal;;;;;;;;
2216;Bestelauto's: Volledig elektrisch;2016 2e kwartaal;;;;;;;;
2217;Bestelauto's: Volledig elektrisch;2016 3e kwartaal;;;;;;;;
2218;Bestelauto's: Volledig elektrisch;2016 4e kwartaal;;;;;;;;
2219;Bestelauto's: Volledig elektrisch;2016;;;;;;;;
2220;Bestelauto's: Volledig elektrisch;2017 1e kwartaal;;;;;;;;
2221;Bestelauto's: Volledig elektrisch;2017 2e kwartaal;;;;;;;;
2222;Bestelauto's: Volledig elektrisch;2017 3e kwartaal;;;;;;;;
2223;Bestelauto's: Volledig elektrisch;2017 4e kwartaal;;;;;;;;
2224;Bestelauto's: Volledig elektrisch;2017;;;;;;;;
2225;Bestelauto's: Volledig elektrisch;2018 1e kwartaal;;;;;;;;
2226;Bestelauto's: Volledig elektrisch;2018 2e kwartaal;;;;;;;;
2227;Bestelauto's: Volledig elektrisch;2018 3e kwartaal;;;;;;;;
2228;Bestelauto's: Volledig elektrisch;2018 4e kwartaal;;;;;;;;
2229;Bestelauto's: Volledig elektrisch;2018;;;;;;;;
2230;Bestelauto's: Volledig elektrisch;2019 1e kwartaal;;;;;;;;
