ID;BuildingPhases;Region;Periods;TotalBuildingCosts_1;BuildingCostsAlteration_2;BuildingCostsNewBuildings_3;Dwelling_4;AAgricultureForestryAndFishing_5;BFManufacturingAndEnergy_6;GITradeHotelsRestaurantsBars_7;HJTransportICT_8;KNFinancialAndBusinessServices_9;OPublicAdministrationAndServices_10;PEducation_11;QHealthAndSocialWorkActivities_12;RUCultureRecreationOtherServices_13
3410;Building projects started;Oost-Nederland (LD);2024 July;431;53;377;248.0;;;;;;;;;
3411;Building projects started;Oost-Nederland (LD);2024 August;470;72;397;265.0;;;;;;;;;
3412;Building projects started;Oost-Nederland (LD);2024 September;371;72;299;197.0;;;;;;;;;
3413;Building projects started;Oost-Nederland (LD);2024 3rd quarter;1272;198;1074;710.0;;;;;;;;;
3414;Building projects started;Oost-Nederland (LD);2024 October;320;56;265;165.0;;;;;;;;;
3415;Building projects started;Oost-Nederland (LD);2024 November;228;35;193;136.0;;;;;;;;;
3416;Building projects started;Oost-Nederland (LD);2024 December;241;46;195;124.0;;;;;;;;;
3417;Building projects started;Oost-Nederland (LD);2024 4th quarter;789;137;652;425.0;;;;;;;;;
3418;Building projects started;Oost-Nederland (LD);2024;4883;731;4151;2446.0;130.0;525.0;187.0;451.0;86.0;1.0;109.0;136.0;79.0
3419;Building projects started;Oost-Nederland (LD);2025 January;247;56;191;135.0;;;;;;;;;
3420;Building projects started;West-Nederland (LD);2015 January;562;137;425;329.0;9.0;9.0;27.0;1.0;1.0;0.0;22.0;20.0;5.0
3421;Building projects started;West-Nederland (LD);2015 February;597;206;391;182.0;5.0;3.0;21.0;11.0;144.0;3.0;8.0;8.0;5.0
3422;Building projects started;West-Nederland (LD);2015 March;458;79;378;278.0;10.0;8.0;26.0;0.0;6.0;0.0;14.0;12.0;24.0
3423;Building projects started;West-Nederland (LD);2015 1st quarter;1617;422;1195;790.0;24.0;21.0;74.0;13.0;151.0;3.0;44.0;41.0;34.0
3424;Building projects started;West-Nederland (LD);2015 April;629;132;497;403.0;7.0;14.0;8.0;43.0;15.0;0.0;2.0;1.0;3.0
3425;Building projects started;West-Nederland (LD);2015 May;760;151;609;529.0;10.0;15.0;17.0;12.0;16.0;0.0;2.0;1.0;6.0
3426;Building projects started;West-Nederland (LD);2015 June;653;135;519;375.0;8.0;15.0;13.0;15.0;33.0;6.0;46.0;4.0;4.0
3427;Building projects started;West-Nederland (LD);2015 2nd quarter;2042;418;1624;1307.0;25.0;44.0;39.0;70.0;64.0;6.0;51.0;6.0;13.0
3428;Building projects started;West-Nederland (LD);2015 July;531;113;418;194.0;7.0;28.0;11.0;104.0;23.0;1.0;31.0;13.0;8.0
3429;Building projects started;West-Nederland (LD);2015 August;515;141;373;310.0;7.0;5.0;23.0;3.0;13.0;0.0;4.0;3.0;7.0
3430;Building projects started;West-Nederland (LD);2015 September;452;119;333;224.0;11.0;5.0;6.0;24.0;13.0;2.0;11.0;23.0;14.0
3431;Building projects started;West-Nederland (LD);2015 3rd quarter;1497;373;1124;727.0;25.0;37.0;40.0;130.0;49.0;2.0;47.0;38.0;28.0
3432;Building projects started;West-Nederland (LD);2015 October;625;117;508;271.0;7.0;7.0;5.0;1.0;163.0;0.0;14.0;32.0;8.0
3433;Building projects started;West-Nederland (LD);2015 November;359;81;278;225.0;11.0;3.0;8.0;5.0;12.0;0.0;1.0;4.0;9.0
3434;Building projects started;West-Nederland (LD);2015 December;459;153;306;193.0;5.0;13.0;9.0;13.0;2.0;0.0;3.0;64.0;3.0
3435;Building projects started;West-Nederland (LD);2015 4th quarter;1444;350;1093;690.0;23.0;24.0;22.0;20.0;176.0;0.0;18.0;100.0;20.0
3436;Building projects started;West-Nederland (LD);2015;6600;1564;5036;3514.0;97.0;125.0;175.0;232.0;440.0;11.0;159.0;185.0;95.0
3437;Building projects started;West-Nederland (LD);2016 January;446;136;309;232.0;5.0;10.0;22.0;2.0;3.0;0.0;23.0;9.0;3.0
3438;Building projects started;West-Nederland (LD);2016 February;491;116;375;239.0;7.0;10.0;25.0;14.0;15.0;0.0;37.0;16.0;11.0
3439;Building projects started;West-Nederland (LD);2016 March;410;148;261;187.0;12.0;6.0;6.0;1.0;6.0;1.0;8.0;15.0;20.0
3440;Building projects started;West-Nederland (LD);2016 1st quarter;1346;400;946;659.0;24.0;26.0;53.0;17.0;24.0;1.0;68.0;41.0;33.0
3441;Building projects started;West-Nederland (LD);2016 April;496;141;355;241.0;17.0;28.0;37.0;13.0;3.0;0.0;14.0;0.0;2.0
3442;Building projects started;West-Nederland (LD);2016 May;507;126;381;244.0;19.0;8.0;52.0;5.0;14.0;0.0;13.0;12.0;13.0
3443;Building projects started;West-Nederland (LD);2016 June;559;175;384;248.0;8.0;18.0;22.0;17.0;46.0;0.0;19.0;1.0;6.0
3444;Building projects started;West-Nederland (LD);2016 2nd quarter;1562;442;1120;733.0;44.0;54.0;110.0;34.0;64.0;0.0;46.0;13.0;21.0
3445;Building projects started;West-Nederland (LD);2016 July;478;120;358;277.0;7.0;12.0;9.0;24.0;17.0;0.0;10.0;0.0;2.0
3446;Building projects started;West-Nederland (LD);2016 August;564;174;390;320.0;7.0;7.0;20.0;1.0;3.0;0.0;3.0;8.0;20.0
3447;Building projects started;West-Nederland (LD);2016 September;503;218;285;238.0;11.0;2.0;2.0;1.0;7.0;0.0;0.0;19.0;3.0
3448;Building projects started;West-Nederland (LD);2016 3rd quarter;1545;512;1033;835.0;25.0;22.0;31.0;27.0;27.0;0.0;13.0;28.0;25.0
3449;Building projects started;West-Nederland (LD);2016 October;547;136;411;299.0;12.0;8.0;9.0;21.0;7.0;0.0;35.0;1.0;19.0
3450;Building projects started;West-Nederland (LD);2016 November;744;134;610;417.0;8.0;28.0;18.0;121.0;5.0;1.0;6.0;5.0;1.0
3451;Building projects started;West-Nederland (LD);2016 December;582;105;477;375.0;3.0;6.0;8.0;1.0;34.0;1.0;8.0;8.0;33.0
3452;Building projects started;West-Nederland (LD);2016 4th quarter;1873;374;1498;1090.0;23.0;43.0;35.0;143.0;46.0;2.0;49.0;14.0;53.0
3453;Building projects started;West-Nederland (LD);2016;6326;1728;4598;3316.0;117.0;145.0;230.0;222.0;160.0;3.0;176.0;96.0;133.0
3454;Building projects started;West-Nederland (LD);2017 January;709;184;525;327.0;15.0;41.0;68.0;14.0;15.0;25.0;1.0;8.0;11.0
3455;Building projects started;West-Nederland (LD);2017 February;493;138;355;295.0;4.0;8.0;31.0;2.0;7.0;0.0;1.0;2.0;3.0
3456;Building projects started;West-Nederland (LD);2017 March;581;174;407;228.0;35.0;20.0;7.0;8.0;8.0;0.0;3.0;8.0;90.0
3457;Building projects started;West-Nederland (LD);2017 1st quarter;1783;495;1288;850.0;55.0;70.0;106.0;24.0;31.0;25.0;6.0;19.0;103.0
3458;Building projects started;West-Nederland (LD);2017 April;701;184;517;376.0;24.0;47.0;14.0;20.0;9.0;1.0;3.0;13.0;10.0
3459;Building projects started;West-Nederland (LD);2017 May;937;128;809;606.0;10.0;15.0;29.0;37.0;8.0;0.0;7.0;9.0;86.0
3460;Building projects started;West-Nederland (LD);2017 June;518;106;413;325.0;5.0;11.0;27.0;10.0;8.0;0.0;18.0;10.0;1.0
3461;Building projects started;West-Nederland (LD);2017 2nd quarter;2156;417;1739;1307.0;39.0;73.0;70.0;67.0;25.0;1.0;28.0;31.0;97.0
3462;Building projects started;West-Nederland (LD);2017 July;508;111;397;279.0;8.0;35.0;23.0;7.0;7.0;0.0;13.0;7.0;19.0
3463;Building projects started;West-Nederland (LD);2017 August;942;160;782;662.0;13.0;21.0;9.0;5.0;9.0;1.0;3.0;16.0;44.0
3464;Building projects started;West-Nederland (LD);2017 September;588;179;409;327.0;13.0;12.0;22.0;1.0;11.0;0.0;13.0;5.0;4.0
3465;Building projects started;West-Nederland (LD);2017 3rd quarter;2039;451;1588;1267.0;34.0;68.0;54.0;13.0;27.0;1.0;29.0;28.0;68.0
3466;Building projects started;West-Nederland (LD);2017 October;599;126;472;399.0;10.0;19.0;6.0;2.0;6.0;0.0;16.0;8.0;6.0
3467;Building projects started;West-Nederland (LD);2017 November;723;195;528;421.0;20.0;34.0;16.0;9.0;13.0;1.0;2.0;8.0;4.0
3468;Building projects started;West-Nederland (LD);2017 December;778;141;637;478.0;4.0;62.0;46.0;24.0;0.0;0.0;0.0;11.0;11.0
3469;Building projects started;West-Nederland (LD);2017 4th quarter;2100;462;1637;1298.0;34.0;114.0;68.0;36.0;19.0;1.0;19.0;27.0;21.0
3470;Building projects started;West-Nederland (LD);2017;8077;1826;6251;4722.0;162.0;324.0;297.0;139.0;103.0;28.0;81.0;105.0;289.0
3471;Building projects started;West-Nederland (LD);2018 January;683;157;525;449.0;;;;;;;;;
3472;Building projects started;West-Nederland (LD);2018 February;538;144;394;285.0;;;;;;;;;
3473;Building projects started;West-Nederland (LD);2018 March;654;112;542;376.0;;;;;;;;;
3474;Building projects started;West-Nederland (LD);2018 1st quarter;1875;414;1461;1110.0;;;;;;;;;
3475;Building projects started;West-Nederland (LD);2018 April;565;149;417;286.0;;;;;;;;;
3476;Building projects started;West-Nederland (LD);2018 May;751;141;611;511.0;;;;;;;;;
3477;Building projects started;West-Nederland (LD);2018 June;744;98;646;369.0;;;;;;;;;
3478;Building projects started;West-Nederland (LD);2018 2nd quarter;2060;387;1673;1166.0;;;;;;;;;
3479;Building projects started;West-Nederland (LD);2018 July;776;153;623;420.0;;;;;;;;;
3480;Building projects started;West-Nederland (LD);2018 August;739;188;551;437.0;;;;;;;;;
3481;Building projects started;West-Nederland (LD);2018 September;696;154;542;334.0;;;;;;;;;
3482;Building projects started;West-Nederland (LD);2018 3rd quarter;2212;495;1717;1191.0;;;;;;;;;
3483;Building projects started;West-Nederland (LD);2018 October;605;166;439;346.0;;;;;;;;;
3484;Building projects started;West-Nederland (LD);2018 November;1054;154;900;785.0;;;;;;;;;
3485;Building projects started;West-Nederland (LD);2018 December;766;122;644;492.0;;;;;;;;;
3486;Building projects started;West-Nederland (LD);2018 4th quarter;2425;442;1983;1624.0;;;;;;;;;
3487;Building projects started;West-Nederland (LD);2018;8572;1737;6835;5091.0;119.0;281.0;432.0;178.0;266.0;7.0;125.0;117.0;218.0
3488;Building projects started;West-Nederland (LD);2019 January;721;143;577;387.0;;;;;;;;;
3489;Building projects started;West-Nederland (LD);2019 February;688;190;498;407.0;;;;;;;;;
3490;Building projects started;West-Nederland (LD);2019 March;459;131;329;211.0;;;;;;;;;
3491;Building projects started;West-Nederland (LD);2019 1st quarter;1868;464;1404;1004.0;;;;;;;;;
3492;Building projects started;West-Nederland (LD);2019 April;687;210;477;374.0;;;;;;;;;
3493;Building projects started;West-Nederland (LD);2019 May;626;128;498;369.0;;;;;;;;;
3494;Building projects started;West-Nederland (LD);2019 June;624;171;454;329.0;;;;;;;;;
3495;Building projects started;West-Nederland (LD);2019 2nd quarter;1937;508;1429;1072.0;;;;;;;;;
3496;Building projects started;West-Nederland (LD);2019 July;522;122;399;251.0;;;;;;;;;
3497;Building projects started;West-Nederland (LD);2019 August;922;242;679;563.0;;;;;;;;;
3498;Building projects started;West-Nederland (LD);2019 September;783;154;630;403.0;;;;;;;;;
3499;Building projects started;West-Nederland (LD);2019 3rd quarter;2227;518;1708;1217.0;;;;;;;;;
3500;Building projects started;West-Nederland (LD);2019 October;587;167;421;289.0;;;;;;;;;
3501;Building projects started;West-Nederland (LD);2019 November;777;207;570;468.0;;;;;;;;;
3502;Building projects started;West-Nederland (LD);2019 December;720;154;567;427.0;;;;;;;;;
3503;Building projects started;West-Nederland (LD);2019 4th quarter;2085;527;1558;1184.0;;;;;;;;;
3504;Building projects started;West-Nederland (LD);2019;8117;2018;6099;4477.0;83.0;374.0;269.0;207.0;216.0;24.0;132.0;229.0;88.0
3505;Building projects started;West-Nederland (LD);2020 January;983;147;836;570.0;;;;;;;;;
3506;Building projects started;West-Nederland (LD);2020 February;594;185;408;316.0;;;;;;;;;
3507;Building projects started;West-Nederland (LD);2020 March;621;151;470;324.0;;;;;;;;;
3508;Building projects started;West-Nederland (LD);2020 1st quarter;2197;483;1714;1210.0;;;;;;;;;
3509;Building projects started;West-Nederland (LD);2020 April;831;294;537;402.0;;;;;;;;;
3510;Building projects started;West-Nederland (LD);2020 May;642;147;495;410.0;;;;;;;;;
3511;Building projects started;West-Nederland (LD);2020 June;769;252;517;339.0;;;;;;;;;
3512;Building projects started;West-Nederland (LD);2020 2nd quarter;2241;693;1548;1151.0;;;;;;;;;
3513;Building projects started;West-Nederland (LD);2020 July;739;146;594;459.0;;;;;;;;;
3514;Building projects started;West-Nederland (LD);2020 August;940;166;774;552.0;;;;;;;;;
3515;Building projects started;West-Nederland (LD);2020 September;767;184;583;338.0;;;;;;;;;
3516;Building projects started;West-Nederland (LD);2020 3rd quarter;2446;496;1950;1349.0;;;;;;;;;
3517;Building projects started;West-Nederland (LD);2020 October;761;134;627;468.0;;;;;;;;;
3518;Building projects started;West-Nederland (LD);2020 November;1041;163;878;686.0;;;;;;;;;
3519;Building projects started;West-Nederland (LD);2020 December;777;145;632;503.0;;;;;;;;;
3520;Building projects started;West-Nederland (LD);2020 4th quarter;2579;442;2137;1658.0;;;;;;;;;
3521;Building projects started;West-Nederland (LD);2020;9463;2114;7349;5367.0;70.0;412.0;275.0;551.0;272.0;7.0;151.0;134.0;110.0
3522;Building projects started;West-Nederland (LD);2021 January;1008;199;809;689.0;;;;;;;;;
3523;Building projects started;West-Nederland (LD);2021 February;886;229;657;477.0;;;;;;;;;
3524;Building projects started;West-Nederland (LD);2021 March;899;204;695;429.0;;;;;;;;;
3525;Building projects started;West-Nederland (LD);2021 1st quarter;2793;632;2160;1595.0;;;;;;;;;
3526;Building projects started;West-Nederland (LD);2021 April;1046;135;911;688.0;;;;;;;;;
3527;Building projects started;West-Nederland (LD);2021 May;1019;160;859;687.0;;;;;;;;;
3528;Building projects started;West-Nederland (LD);2021 June;995;237;758;619.0;;;;;;;;;
3529;Building projects started;West-Nederland (LD);2021 2nd quarter;3059;532;2527;1994.0;;;;;;;;;
3530;Building projects started;West-Nederland (LD);2021 July;887;139;748;583.0;;;;;;;;;
3531;Building projects started;West-Nederland (LD);2021 August;970;144;826;678.0;;;;;;;;;
3532;Building projects started;West-Nederland (LD);2021 September;729;213;516;360.0;;;;;;;;;
3533;Building projects started;West-Nederland (LD);2021 3rd quarter;2586;496;2091;1621.0;;;;;;;;;
3534;Building projects started;West-Nederland (LD);2021 October;1061;389;672;423.0;;;;;;;;;
3535;Building projects started;West-Nederland (LD);2021 November;934;212;722;585.0;;;;;;;;;
3536;Building projects started;West-Nederland (LD);2021 December;1032;163;868;768.0;;;;;;;;;
3537;Building projects started;West-Nederland (LD);2021 4th quarter;3027;764;2262;1777.0;;;;;;;;;
3538;Building projects started;West-Nederland (LD);2021;11465;2424;9041;6987.0;76.0;340.0;410.0;390.0;183.0;118.0;263.0;152.0;123.0
3539;Building projects started;West-Nederland (LD);2022 January;1174;173;1001;815.0;;;;;;;;;
3540;Building projects started;West-Nederland (LD);2022 February;905;129;776;571.0;;;;;;;;;
3541;Building projects started;West-Nederland (LD);2022 March;714;243;471;397.0;;;;;;;;;
3542;Building projects started;West-Nederland (LD);2022 1st quarter;2793;545;2248;1782.0;;;;;;;;;
3543;Building projects started;West-Nederland (LD);2022 April;1025;240;785;695.0;;;;;;;;;
3544;Building projects started;West-Nederland (LD);2022 May;863;161;702;510.0;;;;;;;;;
3545;Building projects started;West-Nederland (LD);2022 June;798;184;614;473.0;;;;;;;;;
3546;Building projects started;West-Nederland (LD);2022 2nd quarter;2685;584;2101;1678.0;;;;;;;;;
3547;Building projects started;West-Nederland (LD);2022 July;1004;181;823;656.0;;;;;;;;;
3548;Building projects started;West-Nederland (LD);2022 August;1150;206;944;784.0;;;;;;;;;
3549;Building projects started;West-Nederland (LD);2022 September;670;218;453;337.0;;;;;;;;;
3550;Building projects started;West-Nederland (LD);2022 3rd quarter;2824;605;2220;1777.0;;;;;;;;;
3551;Building projects started;West-Nederland (LD);2022 October;1111;364;748;610.0;;;;;;;;;
3552;Building projects started;West-Nederland (LD);2022 November;916;170;746;633.0;;;;;;;;;
3553;Building projects started;West-Nederland (LD);2022 December;852;136;716;481.0;;;;;;;;;
3554;Building projects started;West-Nederland (LD);2022 4th quarter;2879;670;2209;1725.0;;;;;;;;;
3555;Building projects started;West-Nederland (LD);2022;11182;2403;8779;6962.0;84.0;370.0;270.0;391.0;219.0;35.0;215.0;156.0;77.0
3556;Building projects started;West-Nederland (LD);2023 January;786;149;636;442.0;;;;;;;;;
3557;Building projects started;West-Nederland (LD);2023 February;633;134;499;313.0;;;;;;;;;
3558;Building projects started;West-Nederland (LD);2023 March;989;220;770;375.0;;;;;;;;;
3559;Building projects started;West-Nederland (LD);2023 1st quarter;2408;503;1905;1131.0;;;;;;;;;
3560;Building projects started;West-Nederland (LD);2023 April;777;132;645;403.0;;;;;;;;;
3561;Building projects started;West-Nederland (LD);2023 May;1065;167;898;710.0;;;;;;;;;
3562;Building projects started;West-Nederland (LD);2023 June;617;176;441;315.0;;;;;;;;;
3563;Building projects started;West-Nederland (LD);2023 2nd quarter;2460;475;1984;1427.0;;;;;;;;;
3564;Building projects started;West-Nederland (LD);2023 July;1078;185;893;613.0;;;;;;;;;
3565;Building projects started;West-Nederland (LD);2023 August;729;180;549;384.0;;;;;;;;;
3566;Building projects started;West-Nederland (LD);2023 September;708;188;520;365.0;;;;;;;;;
3567;Building projects started;West-Nederland (LD);2023 3rd quarter;2515;552;1962;1362.0;;;;;;;;;
3568;Building projects started;West-Nederland (LD);2023 October;831;210;620;461.0;;;;;;;;;
3569;Building projects started;West-Nederland (LD);2023 November;698;211;488;367.0;;;;;;;;;
3570;Building projects started;West-Nederland (LD);2023 December;1139;222;917;539.0;;;;;;;;;
3571;Building projects started;West-Nederland (LD);2023 4th quarter;2667;642;2025;1368.0;;;;;;;;;
3572;Building projects started;West-Nederland (LD);2023;10050;2173;7877;5288.0;74.0;633.0;336.0;356.0;470.0;158.0;302.0;177.0;82.0
3573;Building projects started;West-Nederland (LD);2024 January;684;182;502;361.0;;;;;;;;;
3574;Building projects started;West-Nederland (LD);2024 February;559;145;414;246.0;;;;;;;;;
3575;Building projects started;West-Nederland (LD);2024 March;997;252;744;607.0;;;;;;;;;
3576;Building projects started;West-Nederland (LD);2024 1st quarter;2240;579;1660;1214.0;;;;;;;;;
3577;Building projects started;West-Nederland (LD);2024 April;1110;226;884;766.0;;;;;;;;;
3578;Building projects started;West-Nederland (LD);2024 May;844;146;698;503.0;;;;;;;;;
3579;Building projects started;West-Nederland (LD);2024 June;1379;217;1163;885.0;;;;;;;;;
3580;Building projects started;West-Nederland (LD);2024 2nd quarter;3333;589;2745;2153.0;;;;;;;;;
3581;Building projects started;West-Nederland (LD);2024 July;998;174;824;612.0;;;;;;;;;
3582;Building projects started;West-Nederland (LD);2024 August;1027;165;862;604.0;;;;;;;;;
3583;Building projects started;West-Nederland (LD);2024 September;683;85;598;284.0;;;;;;;;;
3584;Building projects started;West-Nederland (LD);2024 3rd quarter;2708;424;2284;1500.0;;;;;;;;;
3585;Building projects started;West-Nederland (LD);2024 October;591;199;392;214.0;;;;;;;;;
3586;Building projects started;West-Nederland (LD);2024 November;1154;332;822;616.0;;;;;;;;;
3587;Building projects started;West-Nederland (LD);2024 December;1169;121;1048;876.0;;;;;;;;;
3588;Building projects started;West-Nederland (LD);2024 4th quarter;2914;652;2262;1706.0;;;;;;;;;
3589;Building projects started;West-Nederland (LD);2024;11195;2243;8952;6573.0;141.0;513.0;413.0;333.0;289.0;51.0;233.0;200.0;204.0
3590;Building projects started;West-Nederland (LD);2025 January;1043;146;897;795.0;;;;;;;;;
3591;Building projects started;Zuid-Nederland (LD);2015 January;232;72;160;71.0;21.0;20.0;10.0;8.0;14.0;0.0;0.0;13.0;3.0
3592;Building projects started;Zuid-Nederland (LD);2015 February;238;47;191;147.0;13.0;8.0;9.0;5.0;3.0;0.0;0.0;3.0;3.0
3593;Building projects started;Zuid-Nederland (LD);2015 March;228;58;170;97.0;14.0;7.0;4.0;12.0;5.0;0.0;3.0;19.0;9.0
3594;Building projects started;Zuid-Nederland (LD);2015 1st quarter;698;176;521;315.0;48.0;35.0;23.0;25.0;23.0;0.0;3.0;35.0;15.0
3595;Building projects started;Zuid-Nederland (LD);2015 April;262;76;185;137.0;11.0;6.0;26.0;1.0;0.0;0.0;0.0;0.0;3.0
3596;Building projects started;Zuid-Nederland (LD);2015 May;371;56;315;196.0;6.0;42.0;7.0;49.0;0.0;0.0;0.0;11.0;4.0
3597;Building projects started;Zuid-Nederland (LD);2015 June;355;70;285;182.0;14.0;4.0;8.0;7.0;51.0;0.0;3.0;12.0;3.0
