ID;Geslacht;Kenmerken;Perioden;TotaalWerknemers_1;WilMeerUrenWerken_2;WilGelijkAantalUrenWerken_3;WilMinderUrenWerkenStoppenMetWerk_4;TotaalWerknemers100_5;WilMeerUrenWerken_6;WilGelijkAantalUrenWerken_7;WilMinderUrenWerkenStoppenMetWerk_8
714;Vrouwen;55 tot 60 jaar;2001;115.0;2.0;95.0;18.0;115.0;1.9;82.5;15.6
715;Vrouwen;55 tot 60 jaar;2002;140.0;4.0;118.0;19.0;140.0;2.5;84.2;13.3
716;Vrouwen;55 tot 60 jaar;2003;147.0;5.0;123.0;19.0;147.0;3.5;83.5;13.1
717;Vrouwen;55 tot 60 jaar;2004;168.0;5.0;142.0;21.0;168.0;2.8;84.6;12.6
718;Vrouwen;55 tot 60 jaar;2005;184.0;8.0;153.0;23.0;184.0;4.1;83.3;12.6
719;Vrouwen;55 tot 60 jaar;2006;206.0;10.0;175.0;22.0;206.0;4.8;84.7;10.5
720;Vrouwen;60 tot 65 jaar;1992;8.0;;7.0;;8.0;;87.2;
721;Vrouwen;60 tot 65 jaar;1993;7.0;;5.0;;7.0;;79.5;
722;Vrouwen;60 tot 65 jaar;1994;9.0;;7.0;2.0;9.0;;76.0;23.5
723;Vrouwen;60 tot 65 jaar;1995;12.0;;10.0;2.0;12.0;;79.6;19.7
724;Vrouwen;60 tot 65 jaar;1996;11.0;;8.0;3.0;11.0;;74.6;23.6
725;Vrouwen;60 tot 65 jaar;1997;10.0;;7.0;3.0;10.0;;70.6;28.3
726;Vrouwen;60 tot 65 jaar;1998;12.0;;9.0;3.0;12.0;;71.5;24.7
727;Vrouwen;60 tot 65 jaar;1999;13.0;;9.0;4.0;13.0;;67.7;30.7
728;Vrouwen;60 tot 65 jaar;2000;16.0;;12.0;4.0;16.0;;74.9;25.1
729;Vrouwen;60 tot 65 jaar;2001;20.0;;16.0;3.0;20.0;;80.6;17.4
730;Vrouwen;60 tot 65 jaar;2002;20.0;;15.0;4.0;20.0;;75.7;22.2
731;Vrouwen;60 tot 65 jaar;2003;28.0;;22.0;6.0;28.0;;78.0;20.6
732;Vrouwen;60 tot 65 jaar;2004;30.0;;22.0;7.0;30.0;;74.9;22.9
733;Vrouwen;60 tot 65 jaar;2005;34.0;;25.0;7.0;34.0;;74.9;22.1
734;Vrouwen;60 tot 65 jaar;2006;42.0;;34.0;7.0;42.0;;80.2;16.7
735;Vrouwen;25 tot 50 jarigen jongste kind 0-3 jaar;1992;;;;;;;;
736;Vrouwen;25 tot 50 jarigen jongste kind 0-3 jaar;1993;;;;;;;;
737;Vrouwen;25 tot 50 jarigen jongste kind 0-3 jaar;1994;;;;;;;;
738;Vrouwen;25 tot 50 jarigen jongste kind 0-3 jaar;1995;;;;;;;;
739;Vrouwen;25 tot 50 jarigen jongste kind 0-3 jaar;1996;241.0;18.0;179.0;44.0;241.0;7.3;74.4;18.3
740;Vrouwen;25 tot 50 jarigen jongste kind 0-3 jaar;1997;260.0;18.0;192.0;50.0;260.0;6.8;73.8;19.4
741;Vrouwen;25 tot 50 jarigen jongste kind 0-3 jaar;1998;300.0;16.0;221.0;62.0;300.0;5.5;73.7;20.8
742;Vrouwen;25 tot 50 jarigen jongste kind 0-3 jaar;1999;300.0;17.0;223.0;59.0;300.0;5.7;74.5;19.7
743;Vrouwen;25 tot 50 jarigen jongste kind 0-3 jaar;2000;326.0;18.0;240.0;68.0;326.0;5.5;73.5;21.0
744;Vrouwen;25 tot 50 jarigen jongste kind 0-3 jaar;2001;334.0;18.0;253.0;63.0;334.0;5.4;75.7;18.9
745;Vrouwen;25 tot 50 jarigen jongste kind 0-3 jaar;2002;346.0;14.0;276.0;56.0;346.0;4.1;79.7;16.2
746;Vrouwen;25 tot 50 jarigen jongste kind 0-3 jaar;2003;358.0;19.0;283.0;56.0;358.0;5.2;79.1;15.8
747;Vrouwen;25 tot 50 jarigen jongste kind 0-3 jaar;2004;359.0;21.0;285.0;53.0;359.0;5.9;79.3;14.8
748;Vrouwen;25 tot 50 jarigen jongste kind 0-3 jaar;2005;369.0;29.0;285.0;55.0;369.0;7.8;77.4;14.8
749;Vrouwen;25 tot 50 jarigen jongste kind 0-3 jaar;2006;365.0;26.0;292.0;47.0;365.0;7.2;79.8;12.9
750;Vrouwen;25 tot 50 jarigen jongste kind 4-11 jaar;1992;;;;;;;;
751;Vrouwen;25 tot 50 jarigen jongste kind 4-11 jaar;1993;;;;;;;;
752;Vrouwen;25 tot 50 jarigen jongste kind 4-11 jaar;1994;;;;;;;;
753;Vrouwen;25 tot 50 jarigen jongste kind 4-11 jaar;1995;;;;;;;;
754;Vrouwen;25 tot 50 jarigen jongste kind 4-11 jaar;1996;224.0;31.0;176.0;18.0;224.0;13.9;78.3;7.8
755;Vrouwen;25 tot 50 jarigen jongste kind 4-11 jaar;1997;254.0;37.0;192.0;26.0;254.0;14.4;75.4;10.2
756;Vrouwen;25 tot 50 jarigen jongste kind 4-11 jaar;1998;274.0;36.0;210.0;28.0;274.0;13.3;76.6;10.1
757;Vrouwen;25 tot 50 jarigen jongste kind 4-11 jaar;1999;301.0;31.0;242.0;29.0;301.0;10.4;80.2;9.5
758;Vrouwen;25 tot 50 jarigen jongste kind 4-11 jaar;2000;327.0;39.0;253.0;34.0;327.0;12.0;77.5;10.5
759;Vrouwen;25 tot 50 jarigen jongste kind 4-11 jaar;2001;353.0;33.0;289.0;31.0;353.0;9.3;81.9;8.9
760;Vrouwen;25 tot 50 jarigen jongste kind 4-11 jaar;2002;376.0;35.0;311.0;31.0;376.0;9.3;82.6;8.1
761;Vrouwen;25 tot 50 jarigen jongste kind 4-11 jaar;2003;380.0;43.0;309.0;28.0;380.0;11.3;81.4;7.3
762;Vrouwen;25 tot 50 jarigen jongste kind 4-11 jaar;2004;377.0;47.0;301.0;29.0;377.0;12.5;79.7;7.7
763;Vrouwen;25 tot 50 jarigen jongste kind 4-11 jaar;2005;393.0;59.0;308.0;26.0;393.0;15.0;78.5;6.5
764;Vrouwen;25 tot 50 jarigen jongste kind 4-11 jaar;2006;413.0;57.0;327.0;29.0;413.0;13.7;79.2;7.1
765;Vrouwen;25 tot 50 jarigen jongste kind 12-17 jr;1992;;;;;;;;
766;Vrouwen;25 tot 50 jarigen jongste kind 12-17 jr;1993;;;;;;;;
767;Vrouwen;25 tot 50 jarigen jongste kind 12-17 jr;1994;;;;;;;;
768;Vrouwen;25 tot 50 jarigen jongste kind 12-17 jr;1995;;;;;;;;
769;Vrouwen;25 tot 50 jarigen jongste kind 12-17 jr;1996;172.0;27.0;132.0;13.0;172.0;15.8;76.6;7.5
770;Vrouwen;25 tot 50 jarigen jongste kind 12-17 jr;1997;170.0;23.0;133.0;14.0;170.0;13.7;77.9;8.4
771;Vrouwen;25 tot 50 jarigen jongste kind 12-17 jr;1998;186.0;26.0;143.0;18.0;186.0;13.7;76.8;9.5
772;Vrouwen;25 tot 50 jarigen jongste kind 12-17 jr;1999;198.0;22.0;161.0;15.0;198.0;11.3;81.2;7.4
773;Vrouwen;25 tot 50 jarigen jongste kind 12-17 jr;2000;197.0;22.0;157.0;18.0;197.0;11.4;79.4;9.2
774;Vrouwen;25 tot 50 jarigen jongste kind 12-17 jr;2001;222.0;21.0;182.0;19.0;222.0;9.3;82.0;8.7
775;Vrouwen;25 tot 50 jarigen jongste kind 12-17 jr;2002;229.0;26.0;186.0;17.0;229.0;11.2;81.5;7.3
776;Vrouwen;25 tot 50 jarigen jongste kind 12-17 jr;2003;236.0;27.0;194.0;15.0;236.0;11.6;82.2;6.2
777;Vrouwen;25 tot 50 jarigen jongste kind 12-17 jr;2004;230.0;31.0;184.0;15.0;230.0;13.6;79.9;6.5
778;Vrouwen;25 tot 50 jarigen jongste kind 12-17 jr;2005;232.0;35.0;182.0;14.0;232.0;15.3;78.5;6.2
779;Vrouwen;25 tot 50 jarigen jongste kind 12-17 jr;2006;236.0;40.0;183.0;14.0;236.0;16.7;77.2;6.0
780;Vrouwen;25 tot 50 jarigen meerderjarige kinderen;1992;;;;;;;;
781;Vrouwen;25 tot 50 jarigen meerderjarige kinderen;1993;;;;;;;;
782;Vrouwen;25 tot 50 jarigen meerderjarige kinderen;1994;;;;;;;;
783;Vrouwen;25 tot 50 jarigen meerderjarige kinderen;1995;;;;;;;;
784;Vrouwen;25 tot 50 jarigen meerderjarige kinderen;1996;97.0;11.0;78.0;8.0;97.0;11.8;79.7;8.5
785;Vrouwen;25 tot 50 jarigen meerderjarige kinderen;1997;94.0;12.0;74.0;9.0;94.0;12.5;78.2;9.3
786;Vrouwen;25 tot 50 jarigen meerderjarige kinderen;1998;93.0;9.0;76.0;8.0;93.0;9.6;82.1;8.3
787;Vrouwen;25 tot 50 jarigen meerderjarige kinderen;1999;98.0;11.0;78.0;8.0;98.0;11.5;80.1;8.3
788;Vrouwen;25 tot 50 jarigen meerderjarige kinderen;2000;94.0;9.0;74.0;10.0;94.0;10.1;79.1;10.8
789;Vrouwen;25 tot 50 jarigen meerderjarige kinderen;2001;105.0;8.0;88.0;10.0;105.0;7.4;83.3;9.2
790;Vrouwen;25 tot 50 jarigen meerderjarige kinderen;2002;105.0;9.0;87.0;8.0;105.0;9.0;83.0;8.0
791;Vrouwen;25 tot 50 jarigen meerderjarige kinderen;2003;105.0;7.0;91.0;7.0;105.0;6.6;86.9;6.5
792;Vrouwen;25 tot 50 jarigen meerderjarige kinderen;2004;103.0;12.0;84.0;7.0;103.0;11.2;81.6;7.2
793;Vrouwen;25 tot 50 jarigen meerderjarige kinderen;2005;99.0;11.0;82.0;7.0;99.0;10.6;82.8;6.6
794;Vrouwen;25 tot 50 jarigen meerderjarige kinderen;2006;101.0;13.0;82.0;6.0;101.0;13.0;81.2;5.8
795;Vrouwen;25 tot 50 jarigen zonder kinderen;1992;;;;;;;;
796;Vrouwen;25 tot 50 jarigen zonder kinderen;1993;;;;;;;;
797;Vrouwen;25 tot 50 jarigen zonder kinderen;1994;;;;;;;;
798;Vrouwen;25 tot 50 jarigen zonder kinderen;1995;;;;;;;;
799;Vrouwen;25 tot 50 jarigen zonder kinderen;1996;789.0;60.0;588.0;140.0;789.0;7.6;74.6;17.8
800;Vrouwen;25 tot 50 jarigen zonder kinderen;1997;822.0;70.0;616.0;136.0;822.0;8.5;75.0;16.5
801;Vrouwen;25 tot 50 jarigen zonder kinderen;1998;827.0;64.0;610.0;152.0;827.0;7.8;73.8;18.4
802;Vrouwen;25 tot 50 jarigen zonder kinderen;1999;840.0;52.0;636.0;153.0;840.0;6.1;75.7;18.2
803;Vrouwen;25 tot 50 jarigen zonder kinderen;2000;836.0;54.0;639.0;143.0;836.0;6.4;76.4;17.2
804;Vrouwen;25 tot 50 jarigen zonder kinderen;2001;812.0;41.0;628.0;144.0;812.0;5.0;77.3;17.7
805;Vrouwen;25 tot 50 jarigen zonder kinderen;2002;787.0;39.0;615.0;132.0;787.0;5.0;78.2;16.8
806;Vrouwen;25 tot 50 jarigen zonder kinderen;2003;784.0;48.0;612.0;124.0;784.0;6.1;78.0;15.9
807;Vrouwen;25 tot 50 jarigen zonder kinderen;2004;769.0;55.0;608.0;106.0;769.0;7.2;79.0;13.8
808;Vrouwen;25 tot 50 jarigen zonder kinderen;2005;765.0;67.0;591.0;108.0;765.0;8.8;77.2;14.1
809;Vrouwen;25 tot 50 jarigen zonder kinderen;2006;763.0;73.0;600.0;90.0;763.0;9.6;78.6;11.8
810;Vrouwen;Arbeidsduur: 12 tot 24 uur;1992;;;;;;;;
811;Vrouwen;Arbeidsduur: 12 tot 24 uur;1993;;;;;;;;
812;Vrouwen;Arbeidsduur: 12 tot 24 uur;1994;;;;;;;;
813;Vrouwen;Arbeidsduur: 12 tot 24 uur;1995;;;;;;;;
814;Vrouwen;Arbeidsduur: 12 tot 24 uur;1996;569.0;76.0;431.0;63.0;569.0;13.3;75.6;11.1
815;Vrouwen;Arbeidsduur: 12 tot 24 uur;1997;610.0;72.0;468.0;71.0;610.0;11.7;76.7;11.6
816;Vrouwen;Arbeidsduur: 12 tot 24 uur;1998;645.0;72.0;499.0;73.0;645.0;11.2;77.4;11.4
817;Vrouwen;Arbeidsduur: 12 tot 24 uur;1999;692.0;66.0;539.0;88.0;692.0;9.5;77.8;12.7
818;Vrouwen;Arbeidsduur: 12 tot 24 uur;2000;718.0;71.0;553.0;94.0;718.0;9.9;77.0;13.1
819;Vrouwen;Arbeidsduur: 12 tot 24 uur;2001;768.0;69.0;598.0;100.0;768.0;9.0;77.9;13.0
820;Vrouwen;Arbeidsduur: 12 tot 24 uur;2002;797.0;71.0;632.0;94.0;797.0;8.9;79.2;11.8
821;Vrouwen;Arbeidsduur: 12 tot 24 uur;2003;799.0;71.0;641.0;87.0;799.0;8.9;80.2;10.9
822;Vrouwen;Arbeidsduur: 12 tot 24 uur;2004;813.0;79.0;645.0;89.0;813.0;9.8;79.3;11.0
823;Vrouwen;Arbeidsduur: 12 tot 24 uur;2005;834.0;95.0;654.0;85.0;834.0;11.3;78.4;10.3
824;Vrouwen;Arbeidsduur: 12 tot 24 uur;2006;884.0;101.0;694.0;89.0;884.0;11.4;78.6;10.0
825;Vrouwen;Arbeidsduur: 24 tot 35 uur per week;1992;558.0;94.0;431.0;33.0;558.0;16.8;77.3;5.8
826;Vrouwen;Arbeidsduur: 24 tot 35 uur per week;1993;572.0;95.0;443.0;34.0;572.0;16.6;77.5;5.9
827;Vrouwen;Arbeidsduur: 24 tot 35 uur per week;1994;598.0;120.0;442.0;37.0;598.0;20.1;73.8;6.2
828;Vrouwen;Arbeidsduur: 24 tot 35 uur per week;1995;640.0;128.0;473.0;39.0;640.0;20.0;73.8;6.2
829;Vrouwen;Arbeidsduur: 24 tot 35 uur per week;1996;640.0;122.0;478.0;40.0;640.0;19.1;74.7;6.3
830;Vrouwen;Arbeidsduur: 24 tot 35 uur per week;1997;674.0;126.0;502.0;46.0;674.0;18.7;74.5;6.8
831;Vrouwen;Arbeidsduur: 24 tot 35 uur per week;1998;724.0;121.0;551.0;52.0;724.0;16.7;76.2;7.1
832;Vrouwen;Arbeidsduur: 24 tot 35 uur per week;1999;759.0;110.0;593.0;56.0;759.0;14.5;78.1;7.4
833;Vrouwen;Arbeidsduur: 24 tot 35 uur per week;2000;798.0;120.0;616.0;63.0;798.0;15.0;77.1;7.9
834;Vrouwen;Arbeidsduur: 24 tot 35 uur per week;2001;840.0;101.0;677.0;62.0;840.0;12.0;80.6;7.4
835;Vrouwen;Arbeidsduur: 24 tot 35 uur per week;2002;876.0;107.0;711.0;58.0;876.0;12.2;81.2;6.6
836;Vrouwen;Arbeidsduur: 24 tot 35 uur per week;2003;861.0;114.0;689.0;58.0;861.0;13.3;80.0;6.8
837;Vrouwen;Arbeidsduur: 24 tot 35 uur per week;2004;861.0;137.0;675.0;50.0;861.0;15.9;78.3;5.8
838;Vrouwen;Arbeidsduur: 24 tot 35 uur per week;2005;881.0;169.0;661.0;51.0;881.0;19.2;75.1;5.7
839;Vrouwen;Arbeidsduur: 24 tot 35 uur per week;2006;899.0;170.0;681.0;48.0;899.0;18.9;75.8;5.4
840;Vrouwen;Arbeidsduur: 35 uur of meer;1992;462.0;52.0;354.0;56.0;462.0;11.3;76.5;12.2
841;Vrouwen;Arbeidsduur: 35 uur of meer;1993;489.0;66.0;355.0;69.0;489.0;13.4;72.6;14.0
842;Vrouwen;Arbeidsduur: 35 uur of meer;1994;502.0;61.0;374.0;68.0;502.0;12.1;74.4;13.6
843;Vrouwen;Arbeidsduur: 35 uur of meer;1995;543.0;73.0;401.0;68.0;543.0;13.5;74.0;12.6
844;Vrouwen;Arbeidsduur: 35 uur of meer;1996;580.0;79.0;430.0;71.0;580.0;13.6;74.1;12.3
845;Vrouwen;Arbeidsduur: 35 uur of meer;1997;625.0;85.0;457.0;82.0;625.0;13.7;73.2;13.1
846;Vrouwen;Arbeidsduur: 35 uur of meer;1998;683.0;82.0;501.0;100.0;683.0;12.0;73.4;14.7
847;Vrouwen;Arbeidsduur: 35 uur of meer;1999;721.0;70.0;539.0;112.0;721.0;9.7;74.8;15.5
848;Vrouwen;Arbeidsduur: 35 uur of meer;2000;779.0;74.0;589.0;116.0;779.0;9.5;75.7;14.8
849;Vrouwen;Arbeidsduur: 35 uur of meer;2001;823.0;72.0;639.0;112.0;823.0;8.7;77.7;13.6
850;Vrouwen;Arbeidsduur: 35 uur of meer;2002;875.0;70.0;695.0;110.0;875.0;8.0;79.4;12.6
851;Vrouwen;Arbeidsduur: 35 uur of meer;2003;922.0;84.0;735.0;103.0;922.0;9.1;79.8;11.2
852;Vrouwen;Arbeidsduur: 35 uur of meer;2004;932.0;95.0;729.0;109.0;932.0;10.2;78.2;11.7
853;Vrouwen;Arbeidsduur: 35 uur of meer;2005;974.0;111.0;760.0;103.0;974.0;11.4;78.1;10.6
854;Vrouwen;Arbeidsduur: 35 uur of meer;2006;1002.0;115.0;790.0;96.0;1002.0;11.5;78.9;9.6
