ID;Geslacht;Leeftijden;TypeZorg;RegioS;Perioden;AantalInVerslagjaar_1;PercentageInVerslagjaar_2;TotaalUrenInVerslagjaar_3;GemiddeldPerPersoonInVerslagjaar_4;GemiddeldInBevolkingInVerslagjaar_5
7190;Mannen;80 jaar of ouder;2;Nederland;2005;5045;2.36;869;172;4.06
7191;Mannen;80 jaar of ouder;2;Nederland;2006;6020;2.73;749;124;3.39
7192;Mannen;80 jaar of ouder;2;Nederland;2007;9205;4.04;904;98;3.97
7193;Mannen;80 jaar of ouder;2;Nederland;2008;13625;5.76;1225;90;5.18
7194;Mannen;80 jaar of ouder;2;Nederland;2009;16895;6.89;1557;92;6.35
7195;Mannen;80 jaar of ouder;2;Nederland;2010;19800;7.74;1778;90;6.95
7196;Mannen;80 jaar of ouder;2;Groningen (PV);2004;95;1.17;12;120;1.41
7197;Mannen;80 jaar of ouder;2;Groningen (PV);2005;160;1.87;12;76;1.42
7198;Mannen;80 jaar of ouder;2;Groningen (PV);2006;200;2.32;7;36;0.84
7199;Mannen;80 jaar of ouder;2;Groningen (PV);2007;345;3.96;16;46;1.83
7200;Mannen;80 jaar of ouder;2;Groningen (PV);2008;600;6.71;49;81;5.46
7201;Mannen;80 jaar of ouder;2;Groningen (PV);2009;710;7.85;62;87;6.84
7202;Mannen;80 jaar of ouder;2;Groningen (PV);2010;820;8.78;71;87;7.6
7203;Mannen;80 jaar of ouder;2;Friesland (PV);2004;195;2.11;13;70;1.47
7204;Mannen;80 jaar of ouder;2;Friesland (PV);2005;315;3.34;18;56;1.89
7205;Mannen;80 jaar of ouder;2;Friesland (PV);2006;340;3.53;20;59;2.09
7206;Mannen;80 jaar of ouder;2;Friesland (PV);2007;530;5.38;34;64;3.42
7207;Mannen;80 jaar of ouder;2;Friesland (PV);2008;750;7.37;64;86;6.31
7208;Mannen;80 jaar of ouder;2;Friesland (PV);2009;925;8.82;78;84;7.45
7209;Mannen;80 jaar of ouder;2;Friesland (PV);2010;1030;9.49;98;95;8.99
7210;Mannen;80 jaar of ouder;2;Drenthe (PV);2004;190;2.6;537;2795;72.7
7211;Mannen;80 jaar of ouder;2;Drenthe (PV);2005;200;2.64;512;2532;66.84
7212;Mannen;80 jaar of ouder;2;Drenthe (PV);2006;300;3.77;391;1306;49.28
7213;Mannen;80 jaar of ouder;2;Drenthe (PV);2007;515;6.27;352;685;42.94
7214;Mannen;80 jaar of ouder;2;Drenthe (PV);2008;685;7.97;293;430;34.25
7215;Mannen;80 jaar of ouder;2;Drenthe (PV);2009;785;8.82;286;365;32.24
7216;Mannen;80 jaar of ouder;2;Drenthe (PV);2010;845;9.24;167;197;18.21
7217;Mannen;80 jaar of ouder;2;Overijssel (PV);2004;370;2.72;101;273;7.43
7218;Mannen;80 jaar of ouder;2;Overijssel (PV);2005;470;3.34;94;201;6.72
7219;Mannen;80 jaar of ouder;2;Overijssel (PV);2006;510;3.53;79;155;5.48
7220;Mannen;80 jaar of ouder;2;Overijssel (PV);2007;735;4.92;108;147;7.22
7221;Mannen;80 jaar of ouder;2;Overijssel (PV);2008;1060;6.76;134;127;8.55
7222;Mannen;80 jaar of ouder;2;Overijssel (PV);2009;1335;8.14;170;128;10.41
7223;Mannen;80 jaar of ouder;2;Overijssel (PV);2010;1705;9.98;213;125;12.47
7224;Mannen;80 jaar of ouder;2;Flevoland (PV);2004;50;1.67;9;183;3.06
7225;Mannen;80 jaar of ouder;2;Flevoland (PV);2005;60;1.94;1;19;0.37
7226;Mannen;80 jaar of ouder;2;Flevoland (PV);2006;70;2.12;1;18;0.37
7227;Mannen;80 jaar of ouder;2;Flevoland (PV);2007;115;3.43;4;39;1.35
7228;Mannen;80 jaar of ouder;2;Flevoland (PV);2008;160;4.55;8;48;2.18
7229;Mannen;80 jaar of ouder;2;Flevoland (PV);2009;205;5.62;14;65;3.68
7230;Mannen;80 jaar of ouder;2;Flevoland (PV);2010;265;6.94;20;77;5.32
7231;Mannen;80 jaar of ouder;2;Gelderland (PV);2004;635;2.59;147;231;5.96
7232;Mannen;80 jaar of ouder;2;Gelderland (PV);2005;610;2.38;81;133;3.16
7233;Mannen;80 jaar of ouder;2;Gelderland (PV);2006;780;2.95;75;96;2.84
7234;Mannen;80 jaar of ouder;2;Gelderland (PV);2007;1265;4.61;110;87;4.01
7235;Mannen;80 jaar of ouder;2;Gelderland (PV);2008;1885;6.6;167;88;5.84
7236;Mannen;80 jaar of ouder;2;Gelderland (PV);2009;2200;7.4;204;93;6.86
7237;Mannen;80 jaar of ouder;2;Gelderland (PV);2010;2585;8.34;251;97;8.11
7238;Mannen;80 jaar of ouder;2;Utrecht (PV);2004;290;2.2;34;118;2.6
7239;Mannen;80 jaar of ouder;2;Utrecht (PV);2005;315;2.3;24;77;1.76
7240;Mannen;80 jaar of ouder;2;Utrecht (PV);2006;435;3.05;22;51;1.56
7241;Mannen;80 jaar of ouder;2;Utrecht (PV);2007;610;4.11;28;47;1.92
7242;Mannen;80 jaar of ouder;2;Utrecht (PV);2008;825;5.34;49;60;3.19
7243;Mannen;80 jaar of ouder;2;Utrecht (PV);2009;1005;6.31;71;71;4.46
7244;Mannen;80 jaar of ouder;2;Utrecht (PV);2010;1140;6.85;89;78;5.33
7245;Mannen;80 jaar of ouder;2;Noord-Holland (PV);2004;550;1.62;37;68;1.1
7246;Mannen;80 jaar of ouder;2;Noord-Holland (PV);2005;685;1.97;28;41;0.81
7247;Mannen;80 jaar of ouder;2;Noord-Holland (PV);2006;770;2.15;34;44;0.95
7248;Mannen;80 jaar of ouder;2;Noord-Holland (PV);2007;1150;3.13;57;50;1.56
7249;Mannen;80 jaar of ouder;2;Noord-Holland (PV);2008;1640;4.34;98;60;2.59
7250;Mannen;80 jaar of ouder;2;Noord-Holland (PV);2009;2180;5.59;145;66;3.71
7251;Mannen;80 jaar of ouder;2;Noord-Holland (PV);2010;2495;6.18;178;71;4.4
7252;Mannen;80 jaar of ouder;2;Zuid-Holland (PV);2004;905;1.95;46;51;1.0
7253;Mannen;80 jaar of ouder;2;Zuid-Holland (PV);2005;995;2.11;43;44;0.92
7254;Mannen;80 jaar of ouder;2;Zuid-Holland (PV);2006;1055;2.18;45;42;0.92
7255;Mannen;80 jaar of ouder;2;Zuid-Holland (PV);2007;1605;3.24;72;45;1.45
7256;Mannen;80 jaar of ouder;2;Zuid-Holland (PV);2008;2475;4.84;141;57;2.76
7257;Mannen;80 jaar of ouder;2;Zuid-Holland (PV);2009;3080;5.86;213;69;4.06
7258;Mannen;80 jaar of ouder;2;Zuid-Holland (PV);2010;3625;6.63;277;76;5.07
7259;Mannen;80 jaar of ouder;2;Zeeland (PV);2004;110;1.61;5;46;0.73
7260;Mannen;80 jaar of ouder;2;Zeeland (PV);2005;95;1.34;4;43;0.58
7261;Mannen;80 jaar of ouder;2;Zeeland (PV);2006;185;2.57;9;49;1.25
7262;Mannen;80 jaar of ouder;2;Zeeland (PV);2007;275;3.69;13;47;1.74
7263;Mannen;80 jaar of ouder;2;Zeeland (PV);2008;460;6.05;27;58;3.49
7264;Mannen;80 jaar of ouder;2;Zeeland (PV);2009;595;7.64;43;71;5.46
7265;Mannen;80 jaar of ouder;2;Zeeland (PV);2010;615;7.62;50;82;6.26
7266;Mannen;80 jaar of ouder;2;Noord-Brabant (PV);2004;600;2.27;37;62;1.4
7267;Mannen;80 jaar of ouder;2;Noord-Brabant (PV);2005;670;2.42;28;41;0.99
7268;Mannen;80 jaar of ouder;2;Noord-Brabant (PV);2006;805;2.77;34;42;1.17
7269;Mannen;80 jaar of ouder;2;Noord-Brabant (PV);2007;1215;3.99;63;52;2.06
7270;Mannen;80 jaar of ouder;2;Noord-Brabant (PV);2008;1965;6.14;120;61;3.74
7271;Mannen;80 jaar of ouder;2;Noord-Brabant (PV);2009;2475;7.36;168;68;5.01
7272;Mannen;80 jaar of ouder;2;Noord-Brabant (PV);2010;3090;8.67;230;74;6.44
7273;Mannen;80 jaar of ouder;2;Limburg (PV);2004;335;2.33;27;81;1.89
7274;Mannen;80 jaar of ouder;2;Limburg (PV);2005;475;3.16;24;50;1.57
7275;Mannen;80 jaar of ouder;2;Limburg (PV);2006;575;3.68;31;55;2.01
7276;Mannen;80 jaar of ouder;2;Limburg (PV);2007;850;5.23;47;55;2.87
7277;Mannen;80 jaar of ouder;2;Limburg (PV);2008;1120;6.55;75;67;4.4
7278;Mannen;80 jaar of ouder;2;Limburg (PV);2009;1395;7.78;103;74;5.75
7279;Mannen;80 jaar of ouder;2;Limburg (PV);2010;1585;8.31;134;84;7.02
7280;Mannen;80 jaar of ouder;3;Nederland;2004;7165;3.46;215;30;1.04
7281;Mannen;80 jaar of ouder;3;Nederland;2005;5870;2.75;121;21;0.57
7282;Mannen;80 jaar of ouder;3;Nederland;2006;6025;2.73;118;20;0.53
7283;Mannen;80 jaar of ouder;3;Nederland;2007;5200;2.28;102;20;0.45
7284;Mannen;80 jaar of ouder;3;Nederland;2008;4330;1.83;83;19;0.35
7285;Mannen;80 jaar of ouder;3;Nederland;2009;3650;1.49;69;19;0.28
7286;Mannen;80 jaar of ouder;3;Nederland;2010;3440;1.34;67;19;0.26
7287;Mannen;80 jaar of ouder;3;Groningen (PV);2004;365;4.4;12;32;1.4
7288;Mannen;80 jaar of ouder;3;Groningen (PV);2005;265;3.14;7;28;0.88
7289;Mannen;80 jaar of ouder;3;Groningen (PV);2006;245;2.86;5;20;0.58
7290;Mannen;80 jaar of ouder;3;Groningen (PV);2007;225;2.56;4;17;0.42
7291;Mannen;80 jaar of ouder;3;Groningen (PV);2008;195;2.2;4;20;0.44
7292;Mannen;80 jaar of ouder;3;Groningen (PV);2009;170;1.86;4;26;0.48
7293;Mannen;80 jaar of ouder;3;Groningen (PV);2010;170;1.8;4;25;0.45
7294;Mannen;80 jaar of ouder;3;Friesland (PV);2004;290;3.17;9;30;0.94
7295;Mannen;80 jaar of ouder;3;Friesland (PV);2005;285;3.03;6;22;0.66
7296;Mannen;80 jaar of ouder;3;Friesland (PV);2006;320;3.32;7;22;0.74
7297;Mannen;80 jaar of ouder;3;Friesland (PV);2007;240;2.47;5;21;0.51
7298;Mannen;80 jaar of ouder;3;Friesland (PV);2008;150;1.47;3;18;0.27
7299;Mannen;80 jaar of ouder;3;Friesland (PV);2009;145;1.38;3;19;0.26
7300;Mannen;80 jaar of ouder;3;Friesland (PV);2010;130;1.18;2;19;0.22
7301;Mannen;80 jaar of ouder;3;Drenthe (PV);2004;245;3.32;6;23;0.78
7302;Mannen;80 jaar of ouder;3;Drenthe (PV);2005;145;1.89;2;15;0.28
7303;Mannen;80 jaar of ouder;3;Drenthe (PV);2006;185;2.31;3;15;0.35
7304;Mannen;80 jaar of ouder;3;Drenthe (PV);2007;170;2.05;4;22;0.46
7305;Mannen;80 jaar of ouder;3;Drenthe (PV);2008;160;1.86;3;20;0.37
7306;Mannen;80 jaar of ouder;3;Drenthe (PV);2009;110;1.25;2;14;0.18
7307;Mannen;80 jaar of ouder;3;Drenthe (PV);2010;145;1.61;3;19;0.3
7308;Mannen;80 jaar of ouder;3;Overijssel (PV);2004;580;4.3;18;30;1.3
7309;Mannen;80 jaar of ouder;3;Overijssel (PV);2005;530;3.79;9;17;0.64
7310;Mannen;80 jaar of ouder;3;Overijssel (PV);2006;505;3.51;9;17;0.59
7311;Mannen;80 jaar of ouder;3;Overijssel (PV);2007;455;3.06;9;21;0.63
7312;Mannen;80 jaar of ouder;3;Overijssel (PV);2008;355;2.26;7;19;0.43
7313;Mannen;80 jaar of ouder;3;Overijssel (PV);2009;260;1.6;5;18;0.29
7314;Mannen;80 jaar of ouder;3;Overijssel (PV);2010;265;1.54;4;14;0.22
7315;Mannen;80 jaar of ouder;3;Flevoland (PV);2004;120;4.08;2;14;0.58
7316;Mannen;80 jaar of ouder;3;Flevoland (PV);2005;100;3.18;1;7;0.22
7317;Mannen;80 jaar of ouder;3;Flevoland (PV);2006;95;2.91;1;7;0.21
7318;Mannen;80 jaar of ouder;3;Flevoland (PV);2007;85;2.61;1;13;0.35
7319;Mannen;80 jaar of ouder;3;Flevoland (PV);2008;60;1.66;1;10;0.17
7320;Mannen;80 jaar of ouder;3;Flevoland (PV);2009;65;1.77;1;15;0.27
7321;Mannen;80 jaar of ouder;3;Flevoland (PV);2010;75;1.95;2;21;0.41
7322;Mannen;80 jaar of ouder;3;Gelderland (PV);2004;955;3.88;36;38;1.46
7323;Mannen;80 jaar of ouder;3;Gelderland (PV);2005;650;2.54;12;19;0.49
7324;Mannen;80 jaar of ouder;3;Gelderland (PV);2006;645;2.44;12;18;0.45
7325;Mannen;80 jaar of ouder;3;Gelderland (PV);2007;535;1.95;12;23;0.44
7326;Mannen;80 jaar of ouder;3;Gelderland (PV);2008;475;1.66;11;24;0.39
7327;Mannen;80 jaar of ouder;3;Gelderland (PV);2009;415;1.4;9;22;0.31
7328;Mannen;80 jaar of ouder;3;Gelderland (PV);2010;350;1.13;8;23;0.26
7329;Mannen;80 jaar of ouder;3;Utrecht (PV);2004;375;2.86;18;48;1.37
7330;Mannen;80 jaar of ouder;3;Utrecht (PV);2005;370;2.72;9;25;0.69
7331;Mannen;80 jaar of ouder;3;Utrecht (PV);2006;325;2.3;6;17;0.39
7332;Mannen;80 jaar of ouder;3;Utrecht (PV);2007;295;2.01;5;16;0.33
7333;Mannen;80 jaar of ouder;3;Utrecht (PV);2008;270;1.75;5;19;0.34
7334;Mannen;80 jaar of ouder;3;Utrecht (PV);2009;260;1.62;5;21;0.33
7335;Mannen;80 jaar of ouder;3;Utrecht (PV);2010;245;1.47;5;22;0.32
7336;Mannen;80 jaar of ouder;3;Noord-Holland (PV);2004;1205;3.56;31;26;0.92
7337;Mannen;80 jaar of ouder;3;Noord-Holland (PV);2005;1035;2.97;19;18;0.54
7338;Mannen;80 jaar of ouder;3;Noord-Holland (PV);2006;1185;3.31;28;24;0.78
7339;Mannen;80 jaar of ouder;3;Noord-Holland (PV);2007;1005;2.73;23;23;0.64
7340;Mannen;80 jaar of ouder;3;Noord-Holland (PV);2008;895;2.37;20;22;0.52
7341;Mannen;80 jaar of ouder;3;Noord-Holland (PV);2009;675;1.73;14;20;0.35
7342;Mannen;80 jaar of ouder;3;Noord-Holland (PV);2010;650;1.61;13;20;0.32
7343;Mannen;80 jaar of ouder;3;Zuid-Holland (PV);2004;1300;2.82;41;31;0.88
7344;Mannen;80 jaar of ouder;3;Zuid-Holland (PV);2005;1225;2.6;33;27;0.71
7345;Mannen;80 jaar of ouder;3;Zuid-Holland (PV);2006;1255;2.59;25;20;0.52
7346;Mannen;80 jaar of ouder;3;Zuid-Holland (PV);2007;1060;2.14;19;18;0.38
7347;Mannen;80 jaar of ouder;3;Zuid-Holland (PV);2008;845;1.66;14;16;0.27
7348;Mannen;80 jaar of ouder;3;Zuid-Holland (PV);2009;705;1.34;11;15;0.21
7349;Mannen;80 jaar of ouder;3;Zuid-Holland (PV);2010;655;1.2;12;18;0.22
7350;Mannen;80 jaar of ouder;3;Zeeland (PV);2004;245;3.53;3;12;0.43
7351;Mannen;80 jaar of ouder;3;Zeeland (PV);2005;235;3.33;3;12;0.41
7352;Mannen;80 jaar of ouder;3;Zeeland (PV);2006;235;3.29;4;15;0.49
7353;Mannen;80 jaar of ouder;3;Zeeland (PV);2007;225;3.03;4;17;0.51
7354;Mannen;80 jaar of ouder;3;Zeeland (PV);2008;190;2.49;3;15;0.37
7355;Mannen;80 jaar of ouder;3;Zeeland (PV);2009;175;2.23;2;14;0.3
7356;Mannen;80 jaar of ouder;3;Zeeland (PV);2010;150;1.89;2;15;0.29
7357;Mannen;80 jaar of ouder;3;Noord-Brabant (PV);2004;875;3.3;23;27;0.88
7358;Mannen;80 jaar of ouder;3;Noord-Brabant (PV);2005;630;2.28;11;18;0.4
7359;Mannen;80 jaar of ouder;3;Noord-Brabant (PV);2006;615;2.11;11;18;0.38
7360;Mannen;80 jaar of ouder;3;Noord-Brabant (PV);2007;540;1.78;8;14;0.26
7361;Mannen;80 jaar of ouder;3;Noord-Brabant (PV);2008;445;1.38;7;15;0.21
7362;Mannen;80 jaar of ouder;3;Noord-Brabant (PV);2009;400;1.18;7;17;0.2
7363;Mannen;80 jaar of ouder;3;Noord-Brabant (PV);2010;370;1.04;7;19;0.19
7364;Mannen;80 jaar of ouder;3;Limburg (PV);2004;600;4.18;18;30;1.26
7365;Mannen;80 jaar of ouder;3;Limburg (PV);2005;395;2.62;8;19;0.5
7366;Mannen;80 jaar of ouder;3;Limburg (PV);2006;415;2.65;9;21;0.56
7367;Mannen;80 jaar of ouder;3;Limburg (PV);2007;365;2.24;8;22;0.5
7368;Mannen;80 jaar of ouder;3;Limburg (PV);2008;295;1.71;6;22;0.38
7369;Mannen;80 jaar of ouder;3;Limburg (PV);2009;270;1.5;6;23;0.34
7370;Mannen;80 jaar of ouder;3;Limburg (PV);2010;240;1.25;4;18;0.22
7371;Mannen;80 jaar of ouder;4;Nederland;2004;9300;4.49;1432;154;6.92
7372;Mannen;80 jaar of ouder;4;Nederland;2005;5665;2.65;933;165;4.37
7373;Mannen;80 jaar of ouder;4;Nederland;2006;4875;2.21;888;182;4.02
7374;Mannen;80 jaar of ouder;4;Nederland;2007;5500;2.42;1081;197;4.75
7375;Mannen;80 jaar of ouder;4;Nederland;2008;8270;3.5;1815;219;7.67
7376;Mannen;80 jaar of ouder;4;Nederland;2009;10510;4.29;2557;243;10.44
7377;Mannen;80 jaar of ouder;4;Nederland;2010;11965;4.68;3108;260;12.15
7378;Mannen;80 jaar of ouder;4;Groningen (PV);2004;265;3.22;36;134;4.33
7379;Mannen;80 jaar of ouder;4;Groningen (PV);2005;180;2.1;26;146;3.06
7380;Mannen;80 jaar of ouder;4;Groningen (PV);2006;125;1.48;20;158;2.34
7381;Mannen;80 jaar of ouder;4;Groningen (PV);2007;175;2.01;37;214;4.29
7382;Mannen;80 jaar of ouder;4;Groningen (PV);2008;320;3.58;72;225;8.06
7383;Mannen;80 jaar of ouder;4;Groningen (PV);2009;400;4.41;103;257;11.35
7384;Mannen;80 jaar of ouder;4;Groningen (PV);2010;535;5.74;144;269;15.46
7385;Mannen;80 jaar of ouder;4;Friesland (PV);2004;375;4.07;61;162;6.61
7386;Mannen;80 jaar of ouder;4;Friesland (PV);2005;325;3.46;54;166;5.75
7387;Mannen;80 jaar of ouder;4;Friesland (PV);2006;230;2.37;46;201;4.77
7388;Mannen;80 jaar of ouder;4;Friesland (PV);2007;305;3.09;65;216;6.66
7389;Mannen;80 jaar of ouder;4;Friesland (PV);2008;480;4.72;117;244;11.55
7390;Mannen;80 jaar of ouder;4;Friesland (PV);2009;540;5.17;154;285;14.73
7391;Mannen;80 jaar of ouder;4;Friesland (PV);2010;565;5.21;165;290;15.14
7392;Mannen;80 jaar of ouder;4;Drenthe (PV);2004;250;3.39;85;341;11.53
7393;Mannen;80 jaar of ouder;4;Drenthe (PV);2005;75;0.98;44;588;5.76
7394;Mannen;80 jaar of ouder;4;Drenthe (PV);2006;125;1.6;52;411;6.59
7395;Mannen;80 jaar of ouder;4;Drenthe (PV);2007;230;2.83;79;341;9.66
7396;Mannen;80 jaar of ouder;4;Drenthe (PV);2008;395;4.62;118;297;13.74
7397;Mannen;80 jaar of ouder;4;Drenthe (PV);2009;455;5.14;141;310;15.92
7398;Mannen;80 jaar of ouder;4;Drenthe (PV);2010;495;5.4;169;343;18.5
7399;Mannen;80 jaar of ouder;4;Overijssel (PV);2004;590;4.34;105;178;7.74
7400;Mannen;80 jaar of ouder;4;Overijssel (PV);2005;380;2.72;59;155;4.21
7401;Mannen;80 jaar of ouder;4;Overijssel (PV);2006;335;2.31;71;214;4.95
7402;Mannen;80 jaar of ouder;4;Overijssel (PV);2007;390;2.61;69;178;4.65
7403;Mannen;80 jaar of ouder;4;Overijssel (PV);2008;600;3.81;126;210;8.0
7404;Mannen;80 jaar of ouder;4;Overijssel (PV);2009;835;5.11;217;259;13.26
7405;Mannen;80 jaar of ouder;4;Overijssel (PV);2010;900;5.26;246;273;14.37
7406;Mannen;80 jaar of ouder;4;Flevoland (PV);2004;95;3.17;12;132;4.18
7407;Mannen;80 jaar of ouder;4;Flevoland (PV);2005;40;1.3;5;132;1.72
7408;Mannen;80 jaar of ouder;4;Flevoland (PV);2006;45;1.38;7;156;2.15
7409;Mannen;80 jaar of ouder;4;Flevoland (PV);2007;75;2.31;13;166;3.85
7410;Mannen;80 jaar of ouder;4;Flevoland (PV);2008;125;3.63;26;205;7.45
7411;Mannen;80 jaar of ouder;4;Flevoland (PV);2009;160;4.4;37;228;10.02
7412;Mannen;80 jaar of ouder;4;Flevoland (PV);2010;190;5.0;47;248;12.4
7413;Mannen;80 jaar of ouder;4;Gelderland (PV);2004;1100;4.46;175;159;7.1
7414;Mannen;80 jaar of ouder;4;Gelderland (PV);2005;640;2.5;113;176;4.41
7415;Mannen;80 jaar of ouder;4;Gelderland (PV);2006;635;2.4;114;180;4.32
7416;Mannen;80 jaar of ouder;4;Gelderland (PV);2007;715;2.6;144;202;5.24
7417;Mannen;80 jaar of ouder;4;Gelderland (PV);2008;1085;3.8;254;234;8.89
7418;Mannen;80 jaar of ouder;4;Gelderland (PV);2009;1310;4.4;329;252;11.08
7419;Mannen;80 jaar of ouder;4;Gelderland (PV);2010;1480;4.77;398;269;12.85
7420;Mannen;80 jaar of ouder;4;Utrecht (PV);2004;565;4.3;79;140;6.02
7421;Mannen;80 jaar of ouder;4;Utrecht (PV);2005;355;2.6;65;184;4.78
7422;Mannen;80 jaar of ouder;4;Utrecht (PV);2006;285;2.01;48;170;3.4
7423;Mannen;80 jaar of ouder;4;Utrecht (PV);2007;335;2.27;57;171;3.88
7424;Mannen;80 jaar of ouder;4;Utrecht (PV);2008;495;3.2;94;192;6.13
7425;Mannen;80 jaar of ouder;4;Utrecht (PV);2009;575;3.59;123;214;7.69
7426;Mannen;80 jaar of ouder;4;Utrecht (PV);2010;645;3.89;144;223;8.65
7427;Mannen;80 jaar of ouder;4;Noord-Holland (PV);2004;1465;4.32;182;124;5.36
7428;Mannen;80 jaar of ouder;4;Noord-Holland (PV);2005;995;2.86;138;139;3.97
7429;Mannen;80 jaar of ouder;4;Noord-Holland (PV);2006;730;2.03;112;154;3.13
7430;Mannen;80 jaar of ouder;4;Noord-Holland (PV);2007;695;1.89;121;174;3.28
7431;Mannen;80 jaar of ouder;4;Noord-Holland (PV);2008;1010;2.67;198;196;5.24
7432;Mannen;80 jaar of ouder;4;Noord-Holland (PV);2009;1340;3.44;295;219;7.56
7433;Mannen;80 jaar of ouder;4;Noord-Holland (PV);2010;1665;4.12;385;231;9.52
7434;Mannen;80 jaar of ouder;4;Zuid-Holland (PV);2004;2275;4.92;324;142;7.0
7435;Mannen;80 jaar of ouder;4;Zuid-Holland (PV);2005;1200;2.54;184;154;3.9
7436;Mannen;80 jaar of ouder;4;Zuid-Holland (PV);2006;1060;2.19;178;168;3.68
7437;Mannen;80 jaar of ouder;4;Zuid-Holland (PV);2007;1065;2.15;192;180;3.87
7438;Mannen;80 jaar of ouder;4;Zuid-Holland (PV);2008;1560;3.05;328;210;6.41
7439;Mannen;80 jaar of ouder;4;Zuid-Holland (PV);2009;2030;3.87;466;229;8.87
7440;Mannen;80 jaar of ouder;4;Zuid-Holland (PV);2010;2260;4.14;573;254;10.5
7441;Mannen;80 jaar of ouder;4;Zeeland (PV);2004;350;4.99;54;155;7.73
7442;Mannen;80 jaar of ouder;4;Zeeland (PV);2005;180;2.57;29;160;4.12
7443;Mannen;80 jaar of ouder;4;Zeeland (PV);2006;160;2.19;24;149;3.27
7444;Mannen;80 jaar of ouder;4;Zeeland (PV);2007;220;2.95;41;187;5.52
7445;Mannen;80 jaar of ouder;4;Zeeland (PV);2008;315;4.16;68;215;8.95
7446;Mannen;80 jaar of ouder;4;Zeeland (PV);2009;445;5.67;114;257;14.58
7447;Mannen;80 jaar of ouder;4;Zeeland (PV);2010;470;5.83;131;279;16.28
7448;Mannen;80 jaar of ouder;4;Noord-Brabant (PV);2004;1260;4.75;186;147;7.0
7449;Mannen;80 jaar of ouder;4;Noord-Brabant (PV);2005;780;2.81;120;154;4.34
7450;Mannen;80 jaar of ouder;4;Noord-Brabant (PV);2006;670;2.3;113;168;3.88
7451;Mannen;80 jaar of ouder;4;Noord-Brabant (PV);2007;780;2.57;143;183;4.7
7452;Mannen;80 jaar of ouder;4;Noord-Brabant (PV);2008;1165;3.65;242;208;7.57
7453;Mannen;80 jaar of ouder;4;Noord-Brabant (PV);2009;1540;4.58;354;229;10.51
7454;Mannen;80 jaar of ouder;4;Noord-Brabant (PV);2010;1710;4.79;426;249;11.93
7455;Mannen;80 jaar of ouder;4;Limburg (PV);2004;720;5.0;135;187;9.34
7456;Mannen;80 jaar of ouder;4;Limburg (PV);2005;515;3.45;95;183;6.31
7457;Mannen;80 jaar of ouder;4;Limburg (PV);2006;475;3.05;102;214;6.51
7458;Mannen;80 jaar of ouder;4;Limburg (PV);2007;515;3.15;120;233;7.34
7459;Mannen;80 jaar of ouder;4;Limburg (PV);2008;720;4.21;171;238;10.01
7460;Mannen;80 jaar of ouder;4;Limburg (PV);2009;870;4.85;225;258;12.52
7461;Mannen;80 jaar of ouder;4;Limburg (PV);2010;1050;5.51;280;266;14.67
7462;Mannen;80 jaar of ouder;5;Nederland;2004;1985;0.96;253;128;1.22
7463;Mannen;80 jaar of ouder;5;Nederland;2005;2425;1.13;316;130;1.48
7464;Mannen;80 jaar of ouder;5;Nederland;2006;2795;1.27;386;138;1.75
7465;Mannen;80 jaar of ouder;5;Nederland;2007;2140;0.94;317;148;1.39
7466;Mannen;80 jaar of ouder;5;Nederland;2008;1440;0.61;218;151;0.92
7467;Mannen;80 jaar of ouder;5;Nederland;2009;1105;0.45;173;157;0.71
7468;Mannen;80 jaar of ouder;5;Nederland;2010;905;0.35;142;157;0.56
7469;Mannen;80 jaar of ouder;5;Groningen (PV);2004;145;1.73;30;206;3.56
7470;Mannen;80 jaar of ouder;5;Groningen (PV);2005;55;0.64;6;119;0.76
7471;Mannen;80 jaar of ouder;5;Groningen (PV);2006;70;0.8;8;114;0.91
7472;Mannen;80 jaar of ouder;5;Groningen (PV);2007;70;0.78;9;139;1.09
7473;Mannen;80 jaar of ouder;5;Groningen (PV);2008;55;0.59;7;141;0.83
7474;Mannen;80 jaar of ouder;5;Groningen (PV);2009;45;0.52;8;168;0.87
7475;Mannen;80 jaar of ouder;5;Groningen (PV);2010;45;0.46;7;153;0.7
7476;Mannen;80 jaar of ouder;5;Friesland (PV);2004;65;0.72;8;127;0.92
7477;Mannen;80 jaar of ouder;5;Friesland (PV);2005;75;0.8;11;142;1.13
7478;Mannen;80 jaar of ouder;5;Friesland (PV);2006;145;1.5;22;153;2.28
7479;Mannen;80 jaar of ouder;5;Friesland (PV);2007;105;1.06;17;167;1.77
7480;Mannen;80 jaar of ouder;5;Friesland (PV);2008;65;0.62;10;154;0.96
7481;Mannen;80 jaar of ouder;5;Friesland (PV);2009;45;0.42;8;188;0.79
7482;Mannen;80 jaar of ouder;5;Friesland (PV);2010;45;0.4;7;164;0.65
7483;Mannen;80 jaar of ouder;5;Drenthe (PV);2004;55;0.74;9;159;1.19
7484;Mannen;80 jaar of ouder;5;Drenthe (PV);2005;50;0.68;7;143;0.97
7485;Mannen;80 jaar of ouder;5;Drenthe (PV);2006;60;0.74;10;173;1.28
7486;Mannen;80 jaar of ouder;5;Drenthe (PV);2007;75;0.93;13;171;1.59
7487;Mannen;80 jaar of ouder;5;Drenthe (PV);2008;40;0.47;8;200;0.93
7488;Mannen;80 jaar of ouder;5;Drenthe (PV);2009;30;0.32;4;154;0.49
7489;Mannen;80 jaar of ouder;5;Drenthe (PV);2010;35;0.39;6;168;0.66
