ID;Geslacht;Leeftijd;Herkomstland;VerblijfsduurInNederland;Perioden;BevolkingGeborenBuitenNederland_1
7620;Totaal mannen en vrouwen;Totaal;Benin;19 jaar;2022;12
7621;Totaal mannen en vrouwen;Totaal;Benin;19 jaar;2023;12
7622;Totaal mannen en vrouwen;Totaal;Benin;19 jaar;2024;9
7623;Totaal mannen en vrouwen;Totaal;Benin;20 jaar;2022;17
7624;Totaal mannen en vrouwen;Totaal;Benin;20 jaar;2023;10
7625;Totaal mannen en vrouwen;Totaal;Benin;20 jaar;2024;12
7626;Totaal mannen en vrouwen;Totaal;Benin;21 jaar;2022;6
7627;Totaal mannen en vrouwen;Totaal;Benin;21 jaar;2023;17
7628;Totaal mannen en vrouwen;Totaal;Benin;21 jaar;2024;10
7629;Totaal mannen en vrouwen;Totaal;Benin;22 jaar;2022;4
7630;Totaal mannen en vrouwen;Totaal;Benin;22 jaar;2023;5
7631;Totaal mannen en vrouwen;Totaal;Benin;22 jaar;2024;17
7632;Totaal mannen en vrouwen;Totaal;Benin;23 jaar;2022;12
7633;Totaal mannen en vrouwen;Totaal;Benin;23 jaar;2023;4
7634;Totaal mannen en vrouwen;Totaal;Benin;23 jaar;2024;5
7635;Totaal mannen en vrouwen;Totaal;Benin;24 jaar;2022;4
7636;Totaal mannen en vrouwen;Totaal;Benin;24 jaar;2023;12
7637;Totaal mannen en vrouwen;Totaal;Benin;24 jaar;2024;4
7638;Totaal mannen en vrouwen;Totaal;Benin;25 jaar;2022;2
7639;Totaal mannen en vrouwen;Totaal;Benin;25 jaar;2023;4
7640;Totaal mannen en vrouwen;Totaal;Benin;25 jaar;2024;12
7641;Totaal mannen en vrouwen;Totaal;Benin;26 jaar;2022;5
7642;Totaal mannen en vrouwen;Totaal;Benin;26 jaar;2023;2
7643;Totaal mannen en vrouwen;Totaal;Benin;26 jaar;2024;4
7644;Totaal mannen en vrouwen;Totaal;Benin;27 jaar;2022;4
7645;Totaal mannen en vrouwen;Totaal;Benin;27 jaar;2023;5
7646;Totaal mannen en vrouwen;Totaal;Benin;27 jaar;2024;2
7647;Totaal mannen en vrouwen;Totaal;Benin;28 jaar;2022;5
7648;Totaal mannen en vrouwen;Totaal;Benin;28 jaar;2023;4
7649;Totaal mannen en vrouwen;Totaal;Benin;28 jaar;2024;5
7650;Totaal mannen en vrouwen;Totaal;Benin;29 jaar;2022;3
7651;Totaal mannen en vrouwen;Totaal;Benin;29 jaar;2023;5
7652;Totaal mannen en vrouwen;Totaal;Benin;29 jaar;2024;4
7653;Totaal mannen en vrouwen;Totaal;Benin;30 jaar;2022;3
7654;Totaal mannen en vrouwen;Totaal;Benin;30 jaar;2023;3
7655;Totaal mannen en vrouwen;Totaal;Benin;30 jaar;2024;5
7656;Totaal mannen en vrouwen;Totaal;Benin;31 jaar;2022;1
7657;Totaal mannen en vrouwen;Totaal;Benin;31 jaar;2023;2
7658;Totaal mannen en vrouwen;Totaal;Benin;31 jaar;2024;3
7659;Totaal mannen en vrouwen;Totaal;Benin;32 jaar;2022;0
7660;Totaal mannen en vrouwen;Totaal;Benin;32 jaar;2023;1
7661;Totaal mannen en vrouwen;Totaal;Benin;32 jaar;2024;2
7662;Totaal mannen en vrouwen;Totaal;Benin;33 jaar;2022;2
7663;Totaal mannen en vrouwen;Totaal;Benin;33 jaar;2023;0
7664;Totaal mannen en vrouwen;Totaal;Benin;33 jaar;2024;1
7665;Totaal mannen en vrouwen;Totaal;Benin;34 jaar;2022;2
7666;Totaal mannen en vrouwen;Totaal;Benin;34 jaar;2023;2
7667;Totaal mannen en vrouwen;Totaal;Benin;34 jaar;2024;0
7668;Totaal mannen en vrouwen;Totaal;Benin;35 jaar;2022;2
7669;Totaal mannen en vrouwen;Totaal;Benin;35 jaar;2023;2
7670;Totaal mannen en vrouwen;Totaal;Benin;35 jaar;2024;2
7671;Totaal mannen en vrouwen;Totaal;Benin;36 jaar;2022;1
7672;Totaal mannen en vrouwen;Totaal;Benin;36 jaar;2023;2
7673;Totaal mannen en vrouwen;Totaal;Benin;36 jaar;2024;2
7674;Totaal mannen en vrouwen;Totaal;Benin;37 jaar;2022;0
7675;Totaal mannen en vrouwen;Totaal;Benin;37 jaar;2023;1
7676;Totaal mannen en vrouwen;Totaal;Benin;37 jaar;2024;2
7677;Totaal mannen en vrouwen;Totaal;Benin;38 jaar;2022;0
7678;Totaal mannen en vrouwen;Totaal;Benin;38 jaar;2023;0
7679;Totaal mannen en vrouwen;Totaal;Benin;38 jaar;2024;1
7680;Totaal mannen en vrouwen;Totaal;Benin;39 jaar;2022;3
7681;Totaal mannen en vrouwen;Totaal;Benin;39 jaar;2023;0
7682;Totaal mannen en vrouwen;Totaal;Benin;39 jaar;2024;0
7683;Totaal mannen en vrouwen;Totaal;Benin;40 jaar;2022;0
7684;Totaal mannen en vrouwen;Totaal;Benin;40 jaar;2023;3
7685;Totaal mannen en vrouwen;Totaal;Benin;40 jaar;2024;0
7686;Totaal mannen en vrouwen;Totaal;Benin;41 jaar;2022;0
7687;Totaal mannen en vrouwen;Totaal;Benin;41 jaar;2023;0
7688;Totaal mannen en vrouwen;Totaal;Benin;41 jaar;2024;3
7689;Totaal mannen en vrouwen;Totaal;Benin;42 jaar;2022;0
7690;Totaal mannen en vrouwen;Totaal;Benin;42 jaar;2023;0
7691;Totaal mannen en vrouwen;Totaal;Benin;42 jaar;2024;0
7692;Totaal mannen en vrouwen;Totaal;Benin;43 jaar;2022;0
7693;Totaal mannen en vrouwen;Totaal;Benin;43 jaar;2023;0
7694;Totaal mannen en vrouwen;Totaal;Benin;43 jaar;2024;0
7695;Totaal mannen en vrouwen;Totaal;Benin;44 jaar;2022;0
7696;Totaal mannen en vrouwen;Totaal;Benin;44 jaar;2023;0
7697;Totaal mannen en vrouwen;Totaal;Benin;44 jaar;2024;0
7698;Totaal mannen en vrouwen;Totaal;Benin;45 jaar;2022;0
7699;Totaal mannen en vrouwen;Totaal;Benin;45 jaar;2023;0
7700;Totaal mannen en vrouwen;Totaal;Benin;45 jaar;2024;0
7701;Totaal mannen en vrouwen;Totaal;Benin;46 jaar;2022;3
7702;Totaal mannen en vrouwen;Totaal;Benin;46 jaar;2023;0
7703;Totaal mannen en vrouwen;Totaal;Benin;46 jaar;2024;0
7704;Totaal mannen en vrouwen;Totaal;Benin;47 jaar;2022;1
7705;Totaal mannen en vrouwen;Totaal;Benin;47 jaar;2023;3
7706;Totaal mannen en vrouwen;Totaal;Benin;47 jaar;2024;0
7707;Totaal mannen en vrouwen;Totaal;Benin;48 jaar;2022;0
7708;Totaal mannen en vrouwen;Totaal;Benin;48 jaar;2023;1
7709;Totaal mannen en vrouwen;Totaal;Benin;48 jaar;2024;3
7710;Totaal mannen en vrouwen;Totaal;Benin;49 jaar;2022;0
7711;Totaal mannen en vrouwen;Totaal;Benin;49 jaar;2023;0
7712;Totaal mannen en vrouwen;Totaal;Benin;49 jaar;2024;1
7713;Totaal mannen en vrouwen;Totaal;Benin;50 jaar;2022;0
7714;Totaal mannen en vrouwen;Totaal;Benin;50 jaar;2023;0
7715;Totaal mannen en vrouwen;Totaal;Benin;50 jaar;2024;0
7716;Totaal mannen en vrouwen;Totaal;Benin;51 jaar;2022;0
7717;Totaal mannen en vrouwen;Totaal;Benin;51 jaar;2023;0
7718;Totaal mannen en vrouwen;Totaal;Benin;51 jaar;2024;0
7719;Totaal mannen en vrouwen;Totaal;Benin;52 jaar;2022;0
7720;Totaal mannen en vrouwen;Totaal;Benin;52 jaar;2023;0
7721;Totaal mannen en vrouwen;Totaal;Benin;52 jaar;2024;0
7722;Totaal mannen en vrouwen;Totaal;Benin;53 jaar;2022;0
7723;Totaal mannen en vrouwen;Totaal;Benin;53 jaar;2023;0
7724;Totaal mannen en vrouwen;Totaal;Benin;53 jaar;2024;0
7725;Totaal mannen en vrouwen;Totaal;Benin;54 jaar;2022;0
7726;Totaal mannen en vrouwen;Totaal;Benin;54 jaar;2023;0
7727;Totaal mannen en vrouwen;Totaal;Benin;54 jaar;2024;0
7728;Totaal mannen en vrouwen;Totaal;Benin;55 jaar;2022;0
7729;Totaal mannen en vrouwen;Totaal;Benin;55 jaar;2023;0
7730;Totaal mannen en vrouwen;Totaal;Benin;55 jaar;2024;0
7731;Totaal mannen en vrouwen;Totaal;Benin;56 jaar;2022;0
7732;Totaal mannen en vrouwen;Totaal;Benin;56 jaar;2023;0
7733;Totaal mannen en vrouwen;Totaal;Benin;56 jaar;2024;0
7734;Totaal mannen en vrouwen;Totaal;Benin;57 jaar;2022;0
7735;Totaal mannen en vrouwen;Totaal;Benin;57 jaar;2023;0
7736;Totaal mannen en vrouwen;Totaal;Benin;57 jaar;2024;0
7737;Totaal mannen en vrouwen;Totaal;Benin;58 jaar;2022;0
7738;Totaal mannen en vrouwen;Totaal;Benin;58 jaar;2023;0
7739;Totaal mannen en vrouwen;Totaal;Benin;58 jaar;2024;0
7740;Totaal mannen en vrouwen;Totaal;Benin;59 jaar;2022;0
7741;Totaal mannen en vrouwen;Totaal;Benin;59 jaar;2023;0
7742;Totaal mannen en vrouwen;Totaal;Benin;59 jaar;2024;0
7743;Totaal mannen en vrouwen;Totaal;Benin;60 jaar of meer;2022;0
7744;Totaal mannen en vrouwen;Totaal;Benin;60 jaar of meer;2023;0
7745;Totaal mannen en vrouwen;Totaal;Benin;60 jaar of meer;2024;0
7746;Totaal mannen en vrouwen;Totaal;Benin;Onbekend;2022;0
7747;Totaal mannen en vrouwen;Totaal;Benin;Onbekend;2023;0
7748;Totaal mannen en vrouwen;Totaal;Benin;Onbekend;2024;0
7749;Totaal mannen en vrouwen;Totaal;Bermuda;Totaal;2022;63
7750;Totaal mannen en vrouwen;Totaal;Bermuda;Totaal;2023;58
7751;Totaal mannen en vrouwen;Totaal;Bermuda;Totaal;2024;61
7752;Totaal mannen en vrouwen;Totaal;Bermuda;Minder dan 1 jaar;2022;10
7753;Totaal mannen en vrouwen;Totaal;Bermuda;Minder dan 1 jaar;2023;4
7754;Totaal mannen en vrouwen;Totaal;Bermuda;Minder dan 1 jaar;2024;6
7755;Totaal mannen en vrouwen;Totaal;Bermuda;1 jaar;2022;3
7756;Totaal mannen en vrouwen;Totaal;Bermuda;1 jaar;2023;9
7757;Totaal mannen en vrouwen;Totaal;Bermuda;1 jaar;2024;4
7758;Totaal mannen en vrouwen;Totaal;Bermuda;2 jaar;2022;9
7759;Totaal mannen en vrouwen;Totaal;Bermuda;2 jaar;2023;1
7760;Totaal mannen en vrouwen;Totaal;Bermuda;2 jaar;2024;9
7761;Totaal mannen en vrouwen;Totaal;Bermuda;3 jaar;2022;7
7762;Totaal mannen en vrouwen;Totaal;Bermuda;3 jaar;2023;6
7763;Totaal mannen en vrouwen;Totaal;Bermuda;3 jaar;2024;1
7764;Totaal mannen en vrouwen;Totaal;Bermuda;4 jaar;2022;3
7765;Totaal mannen en vrouwen;Totaal;Bermuda;4 jaar;2023;4
7766;Totaal mannen en vrouwen;Totaal;Bermuda;4 jaar;2024;5
7767;Totaal mannen en vrouwen;Totaal;Bermuda;5 jaar;2022;3
7768;Totaal mannen en vrouwen;Totaal;Bermuda;5 jaar;2023;3
7769;Totaal mannen en vrouwen;Totaal;Bermuda;5 jaar;2024;4
7770;Totaal mannen en vrouwen;Totaal;Bermuda;6 jaar;2022;2
7771;Totaal mannen en vrouwen;Totaal;Bermuda;6 jaar;2023;3
7772;Totaal mannen en vrouwen;Totaal;Bermuda;6 jaar;2024;2
7773;Totaal mannen en vrouwen;Totaal;Bermuda;7 jaar;2022;0
7774;Totaal mannen en vrouwen;Totaal;Bermuda;7 jaar;2023;2
7775;Totaal mannen en vrouwen;Totaal;Bermuda;7 jaar;2024;3
7776;Totaal mannen en vrouwen;Totaal;Bermuda;8 jaar;2022;3
7777;Totaal mannen en vrouwen;Totaal;Bermuda;8 jaar;2023;0
7778;Totaal mannen en vrouwen;Totaal;Bermuda;8 jaar;2024;1
7779;Totaal mannen en vrouwen;Totaal;Bermuda;9 jaar;2022;2
7780;Totaal mannen en vrouwen;Totaal;Bermuda;9 jaar;2023;3
7781;Totaal mannen en vrouwen;Totaal;Bermuda;9 jaar;2024;0
7782;Totaal mannen en vrouwen;Totaal;Bermuda;10 jaar;2022;3
7783;Totaal mannen en vrouwen;Totaal;Bermuda;10 jaar;2023;2
7784;Totaal mannen en vrouwen;Totaal;Bermuda;10 jaar;2024;3
7785;Totaal mannen en vrouwen;Totaal;Bermuda;11 jaar;2022;1
7786;Totaal mannen en vrouwen;Totaal;Bermuda;11 jaar;2023;3
7787;Totaal mannen en vrouwen;Totaal;Bermuda;11 jaar;2024;2
7788;Totaal mannen en vrouwen;Totaal;Bermuda;12 jaar;2022;1
7789;Totaal mannen en vrouwen;Totaal;Bermuda;12 jaar;2023;1
7790;Totaal mannen en vrouwen;Totaal;Bermuda;12 jaar;2024;3
7791;Totaal mannen en vrouwen;Totaal;Bermuda;13 jaar;2022;2
7792;Totaal mannen en vrouwen;Totaal;Bermuda;13 jaar;2023;1
7793;Totaal mannen en vrouwen;Totaal;Bermuda;13 jaar;2024;1
7794;Totaal mannen en vrouwen;Totaal;Bermuda;14 jaar;2022;1
7795;Totaal mannen en vrouwen;Totaal;Bermuda;14 jaar;2023;2
7796;Totaal mannen en vrouwen;Totaal;Bermuda;14 jaar;2024;1
7797;Totaal mannen en vrouwen;Totaal;Bermuda;15 jaar;2022;0
7798;Totaal mannen en vrouwen;Totaal;Bermuda;15 jaar;2023;1
7799;Totaal mannen en vrouwen;Totaal;Bermuda;15 jaar;2024;2
7800;Totaal mannen en vrouwen;Totaal;Bermuda;16 jaar;2022;0
7801;Totaal mannen en vrouwen;Totaal;Bermuda;16 jaar;2023;0
7802;Totaal mannen en vrouwen;Totaal;Bermuda;16 jaar;2024;1
7803;Totaal mannen en vrouwen;Totaal;Bermuda;17 jaar;2022;0
7804;Totaal mannen en vrouwen;Totaal;Bermuda;17 jaar;2023;0
7805;Totaal mannen en vrouwen;Totaal;Bermuda;17 jaar;2024;0
7806;Totaal mannen en vrouwen;Totaal;Bermuda;18 jaar;2022;0
7807;Totaal mannen en vrouwen;Totaal;Bermuda;18 jaar;2023;0
7808;Totaal mannen en vrouwen;Totaal;Bermuda;18 jaar;2024;0
7809;Totaal mannen en vrouwen;Totaal;Bermuda;19 jaar;2022;3
7810;Totaal mannen en vrouwen;Totaal;Bermuda;19 jaar;2023;0
7811;Totaal mannen en vrouwen;Totaal;Bermuda;19 jaar;2024;0
7812;Totaal mannen en vrouwen;Totaal;Bermuda;20 jaar;2022;0
7813;Totaal mannen en vrouwen;Totaal;Bermuda;20 jaar;2023;3
7814;Totaal mannen en vrouwen;Totaal;Bermuda;20 jaar;2024;0
7815;Totaal mannen en vrouwen;Totaal;Bermuda;21 jaar;2022;1
7816;Totaal mannen en vrouwen;Totaal;Bermuda;21 jaar;2023;0
7817;Totaal mannen en vrouwen;Totaal;Bermuda;21 jaar;2024;3
7818;Totaal mannen en vrouwen;Totaal;Bermuda;22 jaar;2022;1
7819;Totaal mannen en vrouwen;Totaal;Bermuda;22 jaar;2023;1
7820;Totaal mannen en vrouwen;Totaal;Bermuda;22 jaar;2024;0
7821;Totaal mannen en vrouwen;Totaal;Bermuda;23 jaar;2022;1
7822;Totaal mannen en vrouwen;Totaal;Bermuda;23 jaar;2023;1
7823;Totaal mannen en vrouwen;Totaal;Bermuda;23 jaar;2024;1
7824;Totaal mannen en vrouwen;Totaal;Bermuda;24 jaar;2022;0
7825;Totaal mannen en vrouwen;Totaal;Bermuda;24 jaar;2023;1
7826;Totaal mannen en vrouwen;Totaal;Bermuda;24 jaar;2024;1
7827;Totaal mannen en vrouwen;Totaal;Bermuda;25 jaar;2022;0
7828;Totaal mannen en vrouwen;Totaal;Bermuda;25 jaar;2023;0
7829;Totaal mannen en vrouwen;Totaal;Bermuda;25 jaar;2024;1
7830;Totaal mannen en vrouwen;Totaal;Bermuda;26 jaar;2022;0
7831;Totaal mannen en vrouwen;Totaal;Bermuda;26 jaar;2023;0
7832;Totaal mannen en vrouwen;Totaal;Bermuda;26 jaar;2024;0
7833;Totaal mannen en vrouwen;Totaal;Bermuda;27 jaar;2022;0
7834;Totaal mannen en vrouwen;Totaal;Bermuda;27 jaar;2023;0
7835;Totaal mannen en vrouwen;Totaal;Bermuda;27 jaar;2024;0
7836;Totaal mannen en vrouwen;Totaal;Bermuda;28 jaar;2022;0
7837;Totaal mannen en vrouwen;Totaal;Bermuda;28 jaar;2023;0
7838;Totaal mannen en vrouwen;Totaal;Bermuda;28 jaar;2024;0
7839;Totaal mannen en vrouwen;Totaal;Bermuda;29 jaar;2022;0
7840;Totaal mannen en vrouwen;Totaal;Bermuda;29 jaar;2023;0
7841;Totaal mannen en vrouwen;Totaal;Bermuda;29 jaar;2024;0
7842;Totaal mannen en vrouwen;Totaal;Bermuda;30 jaar;2022;1
7843;Totaal mannen en vrouwen;Totaal;Bermuda;30 jaar;2023;0
7844;Totaal mannen en vrouwen;Totaal;Bermuda;30 jaar;2024;0
7845;Totaal mannen en vrouwen;Totaal;Bermuda;31 jaar;2022;1
7846;Totaal mannen en vrouwen;Totaal;Bermuda;31 jaar;2023;1
7847;Totaal mannen en vrouwen;Totaal;Bermuda;31 jaar;2024;0
7848;Totaal mannen en vrouwen;Totaal;Bermuda;32 jaar;2022;0
7849;Totaal mannen en vrouwen;Totaal;Bermuda;32 jaar;2023;1
7850;Totaal mannen en vrouwen;Totaal;Bermuda;32 jaar;2024;1
7851;Totaal mannen en vrouwen;Totaal;Bermuda;33 jaar;2022;0
7852;Totaal mannen en vrouwen;Totaal;Bermuda;33 jaar;2023;0
7853;Totaal mannen en vrouwen;Totaal;Bermuda;33 jaar;2024;1
7854;Totaal mannen en vrouwen;Totaal;Bermuda;34 jaar;2022;0
7855;Totaal mannen en vrouwen;Totaal;Bermuda;34 jaar;2023;0
7856;Totaal mannen en vrouwen;Totaal;Bermuda;34 jaar;2024;0
7857;Totaal mannen en vrouwen;Totaal;Bermuda;35 jaar;2022;1
7858;Totaal mannen en vrouwen;Totaal;Bermuda;35 jaar;2023;0
7859;Totaal mannen en vrouwen;Totaal;Bermuda;35 jaar;2024;0
7860;Totaal mannen en vrouwen;Totaal;Bermuda;36 jaar;2022;0
7861;Totaal mannen en vrouwen;Totaal;Bermuda;36 jaar;2023;1
7862;Totaal mannen en vrouwen;Totaal;Bermuda;36 jaar;2024;0
7863;Totaal mannen en vrouwen;Totaal;Bermuda;37 jaar;2022;0
7864;Totaal mannen en vrouwen;Totaal;Bermuda;37 jaar;2023;0
7865;Totaal mannen en vrouwen;Totaal;Bermuda;37 jaar;2024;1
7866;Totaal mannen en vrouwen;Totaal;Bermuda;38 jaar;2022;0
7867;Totaal mannen en vrouwen;Totaal;Bermuda;38 jaar;2023;0
7868;Totaal mannen en vrouwen;Totaal;Bermuda;38 jaar;2024;0
7869;Totaal mannen en vrouwen;Totaal;Bermuda;39 jaar;2022;0
7870;Totaal mannen en vrouwen;Totaal;Bermuda;39 jaar;2023;0
7871;Totaal mannen en vrouwen;Totaal;Bermuda;39 jaar;2024;0
7872;Totaal mannen en vrouwen;Totaal;Bermuda;40 jaar;2022;0
7873;Totaal mannen en vrouwen;Totaal;Bermuda;40 jaar;2023;0
7874;Totaal mannen en vrouwen;Totaal;Bermuda;40 jaar;2024;0
7875;Totaal mannen en vrouwen;Totaal;Bermuda;41 jaar;2022;0
7876;Totaal mannen en vrouwen;Totaal;Bermuda;41 jaar;2023;0
7877;Totaal mannen en vrouwen;Totaal;Bermuda;41 jaar;2024;0
7878;Totaal mannen en vrouwen;Totaal;Bermuda;42 jaar;2022;0
7879;Totaal mannen en vrouwen;Totaal;Bermuda;42 jaar;2023;0
7880;Totaal mannen en vrouwen;Totaal;Bermuda;42 jaar;2024;0
7881;Totaal mannen en vrouwen;Totaal;Bermuda;43 jaar;2022;0
7882;Totaal mannen en vrouwen;Totaal;Bermuda;43 jaar;2023;0
7883;Totaal mannen en vrouwen;Totaal;Bermuda;43 jaar;2024;0
7884;Totaal mannen en vrouwen;Totaal;Bermuda;44 jaar;2022;0
7885;Totaal mannen en vrouwen;Totaal;Bermuda;44 jaar;2023;0
7886;Totaal mannen en vrouwen;Totaal;Bermuda;44 jaar;2024;0
7887;Totaal mannen en vrouwen;Totaal;Bermuda;45 jaar;2022;0
7888;Totaal mannen en vrouwen;Totaal;Bermuda;45 jaar;2023;0
7889;Totaal mannen en vrouwen;Totaal;Bermuda;45 jaar;2024;0
7890;Totaal mannen en vrouwen;Totaal;Bermuda;46 jaar;2022;0
7891;Totaal mannen en vrouwen;Totaal;Bermuda;46 jaar;2023;0
7892;Totaal mannen en vrouwen;Totaal;Bermuda;46 jaar;2024;0
7893;Totaal mannen en vrouwen;Totaal;Bermuda;47 jaar;2022;0
7894;Totaal mannen en vrouwen;Totaal;Bermuda;47 jaar;2023;0
7895;Totaal mannen en vrouwen;Totaal;Bermuda;47 jaar;2024;0
7896;Totaal mannen en vrouwen;Totaal;Bermuda;48 jaar;2022;0
7897;Totaal mannen en vrouwen;Totaal;Bermuda;48 jaar;2023;0
7898;Totaal mannen en vrouwen;Totaal;Bermuda;48 jaar;2024;0
7899;Totaal mannen en vrouwen;Totaal;Bermuda;49 jaar;2022;0
7900;Totaal mannen en vrouwen;Totaal;Bermuda;49 jaar;2023;0
7901;Totaal mannen en vrouwen;Totaal;Bermuda;49 jaar;2024;0
7902;Totaal mannen en vrouwen;Totaal;Bermuda;50 jaar;2022;1
7903;Totaal mannen en vrouwen;Totaal;Bermuda;50 jaar;2023;0
7904;Totaal mannen en vrouwen;Totaal;Bermuda;50 jaar;2024;0
7905;Totaal mannen en vrouwen;Totaal;Bermuda;51 jaar;2022;0
7906;Totaal mannen en vrouwen;Totaal;Bermuda;51 jaar;2023;1
7907;Totaal mannen en vrouwen;Totaal;Bermuda;51 jaar;2024;0
7908;Totaal mannen en vrouwen;Totaal;Bermuda;52 jaar;2022;1
7909;Totaal mannen en vrouwen;Totaal;Bermuda;52 jaar;2023;0
7910;Totaal mannen en vrouwen;Totaal;Bermuda;52 jaar;2024;1
7911;Totaal mannen en vrouwen;Totaal;Bermuda;53 jaar;2022;0
7912;Totaal mannen en vrouwen;Totaal;Bermuda;53 jaar;2023;1
7913;Totaal mannen en vrouwen;Totaal;Bermuda;53 jaar;2024;0
7914;Totaal mannen en vrouwen;Totaal;Bermuda;54 jaar;2022;0
7915;Totaal mannen en vrouwen;Totaal;Bermuda;54 jaar;2023;0
7916;Totaal mannen en vrouwen;Totaal;Bermuda;54 jaar;2024;1
7917;Totaal mannen en vrouwen;Totaal;Bermuda;55 jaar;2022;0
7918;Totaal mannen en vrouwen;Totaal;Bermuda;55 jaar;2023;0
7919;Totaal mannen en vrouwen;Totaal;Bermuda;55 jaar;2024;0
7920;Totaal mannen en vrouwen;Totaal;Bermuda;56 jaar;2022;0
7921;Totaal mannen en vrouwen;Totaal;Bermuda;56 jaar;2023;0
7922;Totaal mannen en vrouwen;Totaal;Bermuda;56 jaar;2024;0
7923;Totaal mannen en vrouwen;Totaal;Bermuda;57 jaar;2022;0
7924;Totaal mannen en vrouwen;Totaal;Bermuda;57 jaar;2023;0
7925;Totaal mannen en vrouwen;Totaal;Bermuda;57 jaar;2024;0
7926;Totaal mannen en vrouwen;Totaal;Bermuda;58 jaar;2022;0
7927;Totaal mannen en vrouwen;Totaal;Bermuda;58 jaar;2023;0
7928;Totaal mannen en vrouwen;Totaal;Bermuda;58 jaar;2024;0
7929;Totaal mannen en vrouwen;Totaal;Bermuda;59 jaar;2022;1
7930;Totaal mannen en vrouwen;Totaal;Bermuda;59 jaar;2023;0
7931;Totaal mannen en vrouwen;Totaal;Bermuda;59 jaar;2024;0
7932;Totaal mannen en vrouwen;Totaal;Bermuda;60 jaar of meer;2022;1
7933;Totaal mannen en vrouwen;Totaal;Bermuda;60 jaar of meer;2023;2
7934;Totaal mannen en vrouwen;Totaal;Bermuda;60 jaar of meer;2024;2
7935;Totaal mannen en vrouwen;Totaal;Bermuda;Onbekend;2022;0
7936;Totaal mannen en vrouwen;Totaal;Bermuda;Onbekend;2023;0
7937;Totaal mannen en vrouwen;Totaal;Bermuda;Onbekend;2024;0
7938;Totaal mannen en vrouwen;Totaal;Bhutan;Totaal;2022;262
7939;Totaal mannen en vrouwen;Totaal;Bhutan;Totaal;2023;258
7940;Totaal mannen en vrouwen;Totaal;Bhutan;Totaal;2024;256
7941;Totaal mannen en vrouwen;Totaal;Bhutan;Minder dan 1 jaar;2022;11
7942;Totaal mannen en vrouwen;Totaal;Bhutan;Minder dan 1 jaar;2023;11
7943;Totaal mannen en vrouwen;Totaal;Bhutan;Minder dan 1 jaar;2024;8
7944;Totaal mannen en vrouwen;Totaal;Bhutan;1 jaar;2022;2
7945;Totaal mannen en vrouwen;Totaal;Bhutan;1 jaar;2023;8
7946;Totaal mannen en vrouwen;Totaal;Bhutan;1 jaar;2024;7
7947;Totaal mannen en vrouwen;Totaal;Bhutan;2 jaar;2022;1
7948;Totaal mannen en vrouwen;Totaal;Bhutan;2 jaar;2023;0
7949;Totaal mannen en vrouwen;Totaal;Bhutan;2 jaar;2024;7
7950;Totaal mannen en vrouwen;Totaal;Bhutan;3 jaar;2022;7
7951;Totaal mannen en vrouwen;Totaal;Bhutan;3 jaar;2023;1
7952;Totaal mannen en vrouwen;Totaal;Bhutan;3 jaar;2024;0
7953;Totaal mannen en vrouwen;Totaal;Bhutan;4 jaar;2022;5
7954;Totaal mannen en vrouwen;Totaal;Bhutan;4 jaar;2023;5
7955;Totaal mannen en vrouwen;Totaal;Bhutan;4 jaar;2024;1
7956;Totaal mannen en vrouwen;Totaal;Bhutan;5 jaar;2022;6
7957;Totaal mannen en vrouwen;Totaal;Bhutan;5 jaar;2023;5
7958;Totaal mannen en vrouwen;Totaal;Bhutan;5 jaar;2024;5
7959;Totaal mannen en vrouwen;Totaal;Bhutan;6 jaar;2022;2
7960;Totaal mannen en vrouwen;Totaal;Bhutan;6 jaar;2023;6
7961;Totaal mannen en vrouwen;Totaal;Bhutan;6 jaar;2024;5
7962;Totaal mannen en vrouwen;Totaal;Bhutan;7 jaar;2022;0
7963;Totaal mannen en vrouwen;Totaal;Bhutan;7 jaar;2023;1
7964;Totaal mannen en vrouwen;Totaal;Bhutan;7 jaar;2024;6
7965;Totaal mannen en vrouwen;Totaal;Bhutan;8 jaar;2022;5
7966;Totaal mannen en vrouwen;Totaal;Bhutan;8 jaar;2023;0
7967;Totaal mannen en vrouwen;Totaal;Bhutan;8 jaar;2024;1
7968;Totaal mannen en vrouwen;Totaal;Bhutan;9 jaar;2022;2
7969;Totaal mannen en vrouwen;Totaal;Bhutan;9 jaar;2023;5
7970;Totaal mannen en vrouwen;Totaal;Bhutan;9 jaar;2024;0
7971;Totaal mannen en vrouwen;Totaal;Bhutan;10 jaar;2022;60
7972;Totaal mannen en vrouwen;Totaal;Bhutan;10 jaar;2023;2
7973;Totaal mannen en vrouwen;Totaal;Bhutan;10 jaar;2024;5
7974;Totaal mannen en vrouwen;Totaal;Bhutan;11 jaar;2022;66
7975;Totaal mannen en vrouwen;Totaal;Bhutan;11 jaar;2023;57
7976;Totaal mannen en vrouwen;Totaal;Bhutan;11 jaar;2024;2
7977;Totaal mannen en vrouwen;Totaal;Bhutan;12 jaar;2022;51
7978;Totaal mannen en vrouwen;Totaal;Bhutan;12 jaar;2023;65
7979;Totaal mannen en vrouwen;Totaal;Bhutan;12 jaar;2024;54
7980;Totaal mannen en vrouwen;Totaal;Bhutan;13 jaar;2022;12
7981;Totaal mannen en vrouwen;Totaal;Bhutan;13 jaar;2023;50
