ID;CompanySize;SectorBranchesSIC2008;Periods;TurnoverIndices_1;TurnoverYearOnYearChange_2
2133;1 or more employed persons;43 Specialised construction activities;2013 July;95.9;-0.1
2134;1 or more employed persons;43 Specialised construction activities;2013 August;76.1;0.7
2135;1 or more employed persons;43 Specialised construction activities;2013 September;100.9;-5.9
2136;1 or more employed persons;43 Specialised construction activities;2013 3rd quarter;91.0;-2.1
2137;1 or more employed persons;43 Specialised construction activities;2013 October;109.1;5.7
2138;1 or more employed persons;43 Specialised construction activities;2013 November;106.0;-1.3
2139;1 or more employed persons;43 Specialised construction activities;2013 December;114.2;6.3
2140;1 or more employed persons;43 Specialised construction activities;2013 4th quarter;109.8;3.5
2141;1 or more employed persons;43 Specialised construction activities;2013;93.5;-2.8
2142;1 or more employed persons;43 Specialised construction activities;2014 January;73.4;11.5
2143;1 or more employed persons;43 Specialised construction activities;2014 February;84.3;10.3
2144;1 or more employed persons;43 Specialised construction activities;2014 March;92.9;2.8
2145;1 or more employed persons;43 Specialised construction activities;2014 1st quarter;83.6;7.7
2146;1 or more employed persons;43 Specialised construction activities;2014 April;95.4;4.5
2147;1 or more employed persons;43 Specialised construction activities;2014 May;93.4;-1.8
2148;1 or more employed persons;43 Specialised construction activities;2014 June;97.6;-3.7
2149;1 or more employed persons;43 Specialised construction activities;2014 2nd quarter;95.4;-0.5
2150;1 or more employed persons;43 Specialised construction activities;2014 July;101.6;5.9
2151;1 or more employed persons;43 Specialised construction activities;2014 August;66.6;-12.6
2152;1 or more employed persons;43 Specialised construction activities;2014 September;103.4;2.6
2153;1 or more employed persons;43 Specialised construction activities;2014 3rd quarter;90.5;-0.5
2154;1 or more employed persons;43 Specialised construction activities;2014 October;113.2;3.8
2155;1 or more employed persons;43 Specialised construction activities;2014 November;107.1;1.0
2156;1 or more employed persons;43 Specialised construction activities;2014 December;119.2;4.4
2157;1 or more employed persons;43 Specialised construction activities;2014 4th quarter;113.2;3.1
2158;1 or more employed persons;43 Specialised construction activities;2014;95.7;2.3
2159;1 or more employed persons;43 Specialised construction activities;2015 January;73.0;-0.5
2160;1 or more employed persons;43 Specialised construction activities;2015 February;84.4;0.0
2161;1 or more employed persons;43 Specialised construction activities;2015 March;104.0;11.9
2162;1 or more employed persons;43 Specialised construction activities;2015 1st quarter;87.1;4.3
2163;1 or more employed persons;43 Specialised construction activities;2015 April;99.2;4.0
2164;1 or more employed persons;43 Specialised construction activities;2015 May;95.6;2.4
2165;1 or more employed persons;43 Specialised construction activities;2015 June;120.7;23.7
2166;1 or more employed persons;43 Specialised construction activities;2015 2nd quarter;105.2;10.2
2167;1 or more employed persons;43 Specialised construction activities;2015 July;103.6;2.0
2168;1 or more employed persons;43 Specialised construction activities;2015 August;71.7;7.7
2169;1 or more employed persons;43 Specialised construction activities;2015 September;108.0;4.4
2170;1 or more employed persons;43 Specialised construction activities;2015 3rd quarter;94.5;4.3
2171;1 or more employed persons;43 Specialised construction activities;2015 October;112.7;-0.5
2172;1 or more employed persons;43 Specialised construction activities;2015 November;111.5;4.2
2173;1 or more employed persons;43 Specialised construction activities;2015 December;121.4;1.9
2174;1 or more employed persons;43 Specialised construction activities;2015 4th quarter;115.2;1.8
2175;1 or more employed persons;43 Specialised construction activities;2015;100.5;5.0
2176;1 or more employed persons;43 Specialised construction activities;2016 January;77.4;5.9
2177;1 or more employed persons;43 Specialised construction activities;2016 February;93.0;10.3
2178;1 or more employed persons;43 Specialised construction activities;2016 March;108.7;4.5
2179;1 or more employed persons;43 Specialised construction activities;2016 1st quarter;93.0;6.8
2180;1 or more employed persons;43 Specialised construction activities;2016 April;104.6;5.5
2181;1 or more employed persons;43 Specialised construction activities;2016 May;105.7;10.5
2182;1 or more employed persons;43 Specialised construction activities;2016 June;120.7;0.0
2183;1 or more employed persons;43 Specialised construction activities;2016 2nd quarter;110.4;4.9
2184;1 or more employed persons;43 Specialised construction activities;2016 July;120.2;16.0
2185;1 or more employed persons;43 Specialised construction activities;2016 August;79.0;10.2
2186;1 or more employed persons;43 Specialised construction activities;2016 September;116.9;8.2
2187;1 or more employed persons;43 Specialised construction activities;2016 3rd quarter;105.4;11.6
2188;1 or more employed persons;43 Specialised construction activities;2016 October;117.3;4.1
2189;1 or more employed persons;43 Specialised construction activities;2016 November;123.4;10.6
2190;1 or more employed persons;43 Specialised construction activities;2016 December;134.1;10.4
2191;1 or more employed persons;43 Specialised construction activities;2016 4th quarter;124.9;8.4
2192;1 or more employed persons;43 Specialised construction activities;2016;108.4;7.9
2193;1 or more employed persons;43 Specialised construction activities;2017 January;77.8;0.5
2194;1 or more employed persons;43 Specialised construction activities;2017 February;94.3;1.4
2195;1 or more employed persons;43 Specialised construction activities;2017 March;117.5;8.1
2196;1 or more employed persons;43 Specialised construction activities;2017 1st quarter;96.5;3.8
2197;1 or more employed persons;43 Specialised construction activities;2017 April;103.5;-1.1
2198;1 or more employed persons;43 Specialised construction activities;2017 May;115.6;9.4
2199;1 or more employed persons;43 Specialised construction activities;2017 June;123.0;1.9
2200;1 or more employed persons;43 Specialised construction activities;2017 2nd quarter;114.0;3.3
2201;1 or more employed persons;43 Specialised construction activities;2017 July;118.2;-1.6
2202;1 or more employed persons;43 Specialised construction activities;2017 August;82.3;4.2
2203;1 or more employed persons;43 Specialised construction activities;2017 September;116.2;-0.6
2204;1 or more employed persons;43 Specialised construction activities;2017 3rd quarter;105.6;0.2
2205;1 or more employed persons;43 Specialised construction activities;2017 October;125.7;7.2
2206;1 or more employed persons;43 Specialised construction activities;2017 November;133.6;8.3
2207;1 or more employed persons;43 Specialised construction activities;2017 December;134.2;0.1
2208;1 or more employed persons;43 Specialised construction activities;2017 4th quarter;131.2;5.0
2209;1 or more employed persons;43 Specialised construction activities;2017;111.8;3.1
2210;1 or more employed persons;431 Demolition and site preparation;2005 January;41.8;26.5
2211;1 or more employed persons;431 Demolition and site preparation;2005 February;59.0;11.0
2212;1 or more employed persons;431 Demolition and site preparation;2005 March;73.8;4.2
2213;1 or more employed persons;431 Demolition and site preparation;2005 1st quarter;58.2;11.2
2214;1 or more employed persons;431 Demolition and site preparation;2005 April;78.6;19.0
2215;1 or more employed persons;431 Demolition and site preparation;2005 May;69.7;6.2
2216;1 or more employed persons;431 Demolition and site preparation;2005 June;86.5;6.8
2217;1 or more employed persons;431 Demolition and site preparation;2005 2nd quarter;78.3;10.4
2218;1 or more employed persons;431 Demolition and site preparation;2005 July;76.8;12.5
2219;1 or more employed persons;431 Demolition and site preparation;2005 August;46.5;10.3
2220;1 or more employed persons;431 Demolition and site preparation;2005 September;78.9;2.2
2221;1 or more employed persons;431 Demolition and site preparation;2005 3rd quarter;67.4;7.8
2222;1 or more employed persons;431 Demolition and site preparation;2005 October;79.7;-3.9
2223;1 or more employed persons;431 Demolition and site preparation;2005 November;82.5;0.9
2224;1 or more employed persons;431 Demolition and site preparation;2005 December;107.2;8.6
2225;1 or more employed persons;431 Demolition and site preparation;2005 4th quarter;89.8;2.3
2226;1 or more employed persons;431 Demolition and site preparation;2005;73.4;7.3
2227;1 or more employed persons;431 Demolition and site preparation;2006 January;39.5;-5.5
2228;1 or more employed persons;431 Demolition and site preparation;2006 February;62.1;5.2
2229;1 or more employed persons;431 Demolition and site preparation;2006 March;86.9;17.8
2230;1 or more employed persons;431 Demolition and site preparation;2006 1st quarter;62.8;8.0
2231;1 or more employed persons;431 Demolition and site preparation;2006 April;75.0;-4.7
2232;1 or more employed persons;431 Demolition and site preparation;2006 May;88.1;26.4
2233;1 or more employed persons;431 Demolition and site preparation;2006 June;97.1;12.3
2234;1 or more employed persons;431 Demolition and site preparation;2006 2nd quarter;86.7;10.8
2235;1 or more employed persons;431 Demolition and site preparation;2006 July;87.3;13.7
2236;1 or more employed persons;431 Demolition and site preparation;2006 August;55.6;19.4
2237;1 or more employed persons;431 Demolition and site preparation;2006 September;89.9;14.0
2238;1 or more employed persons;431 Demolition and site preparation;2006 3rd quarter;77.6;15.1
2239;1 or more employed persons;431 Demolition and site preparation;2006 October;103.6;30.1
2240;1 or more employed persons;431 Demolition and site preparation;2006 November;105.3;27.6
2241;1 or more employed persons;431 Demolition and site preparation;2006 December;127.3;18.7
2242;1 or more employed persons;431 Demolition and site preparation;2006 4th quarter;112.1;24.8
2243;1 or more employed persons;431 Demolition and site preparation;2006;84.8;15.5
2244;1 or more employed persons;431 Demolition and site preparation;2007 January;51.5;30.4
2245;1 or more employed persons;431 Demolition and site preparation;2007 February;80.0;28.8
2246;1 or more employed persons;431 Demolition and site preparation;2007 March;100.5;15.7
2247;1 or more employed persons;431 Demolition and site preparation;2007 1st quarter;77.3;23.1
2248;1 or more employed persons;431 Demolition and site preparation;2007 April;99.1;32.1
2249;1 or more employed persons;431 Demolition and site preparation;2007 May;100.3;13.9
2250;1 or more employed persons;431 Demolition and site preparation;2007 June;112.7;16.0
2251;1 or more employed persons;431 Demolition and site preparation;2007 2nd quarter;104.0;19.9
2252;1 or more employed persons;431 Demolition and site preparation;2007 July;106.7;22.2
2253;1 or more employed persons;431 Demolition and site preparation;2007 August;66.3;19.3
2254;1 or more employed persons;431 Demolition and site preparation;2007 September;111.4;23.9
2255;1 or more employed persons;431 Demolition and site preparation;2007 3rd quarter;94.8;22.2
2256;1 or more employed persons;431 Demolition and site preparation;2007 October;118.3;14.2
2257;1 or more employed persons;431 Demolition and site preparation;2007 November;114.0;8.3
2258;1 or more employed persons;431 Demolition and site preparation;2007 December;123.9;-2.7
