ID;Plaatsnamen;Gemeentecode_1;Gemeentenaam_2;EGGCode_3;EGGNaam_4;Provinciecode_5;ProvincienaamAfkorting_6;PlaatsnaamPTTWoonplaatsnaam_7;PlaatsnaamGemeentenaam_8;Plaatsnaam_9;PlaatsnaamVolgnummer_10
216;Armweide;1690;De Wolden                  ;18;Zuiddrents randgebied                   ;22;D.  ;nee;nee;Armweide                   ;5831
217;Arnemuiden;687;Middelburg                 ;95;Kanaalzone Walcheren                    ;29;Z.  ;ja ;nee;Arnemuiden                 ;3637
218;Arnhem;202;Arnhem                     ;35;Arnhem                                  ;25;Gld.;ja ;ja ;Arnhem                     ;1541
219;Arnoud;534;Hillegom                   ;68;Zuidhollandse Bollenstreek              ;28;ZH. ;nee;nee;Arnoud                     ;3086
220;Arriën;175;Ommen                      ;21;Noordoost-Overijssel                    ;23;O.  ;ja ;nee;Arriën                     ;1301
221;Arriërveld;175;Ommen                      ;21;Noordoost-Overijssel                    ;23;O.  ;nee;nee;Arriërveld                 ;1302
222;Arum;710;Wûnseradiel                ;10;Fries weidegebied                       ;21;F.  ;ja ;nee;Arum                       ;3750
223;61;10;Delfzijl                   ;2;Appingedam, Delfzijl                    ;20;Gr. ;nee;nee;Arwerd                     ;61
224;As;925;Hunsel                     ;123;Midden-Limburg ten westen van de Maas   ;31;L.  ;nee;nee;As                         ;4927
225;Asch;214;Buren                      ;37;Oostelijke Betuwe                       ;25;Gld.;ja ;nee;Asch                       ;1641
226;Asdonk;1659;Laarbeek                   ;115;Industriegebied Helmond                 ;30;NB. ;nee;nee;Asdonk                     ;5496
227;Asenray;957;Roermond                   ;122;Overig Midden-Limburg ten oosten v. Maas;31;L.  ;nee;nee;Asenray                    ;5134
228;Asperen;733;Lingewaal                  ;38;Westelijke Betuwe                       ;25;Gld.;ja ;nee;Asperen                    ;3861
229;Asschat;327;Leusden                    ;43;Utrechtse Vallei en Eemgebied           ;26;U.  ;nee;nee;Asschat                    ;2304
230;Assel;200;Apeldoorn                  ;33;Apeldoorn                               ;25;Gld.;nee;nee;Assel                      ;1514
231;Asselt;975;Swalmen                    ;122;Overig Midden-Limburg ten oosten v. Maas;31;L.  ;nee;nee;Asselt                     ;5216
232;879;106;Assen                      ;17;Drentse zandgronden                     ;22;D.  ;ja ;ja ;Assen                      ;879
233;Assendelft;479;Zaanstad                   ;58;Zaanstreek                              ;27;NH. ;ja ;nee;Assendelft                 ;2891
234;Assendorp;193;Zwolle                     ;20;IJssel-, Vechtdelta                     ;23;O.  ;nee;nee;Assendorp                  ;1447
235;Assum;450;Uitgeest                   ;55;Noord-Kennemerland                      ;27;NH. ;nee;nee;Assum                      ;2780
236;Assumburg;396;Heemskerk                  ;59;IJmond                                  ;27;NH. ;nee;nee;Assumburg                  ;2645
237;Asten;743;Asten                      ;118;Brabantse Peel                          ;30;NB. ;ja ;ja ;Asten                      ;3928
238;Atterlaken;777;Etten-Leur                 ;104;Gebied om Breda                         ;30;NB. ;nee;nee;Atterlaken                 ;4121
239;Atzeburen;710;Wûnseradiel                ;10;Fries weidegebied                       ;21;F.  ;nee;nee;Atzeburen                  ;3751
240;654;79;Kollumerland c.a.          ;12;Friese bouwstreek                       ;21;F.  ;ja ;nee;Augsbuurt                  ;654
241;541;59;Achtkarspelen              ;9;Fries zandgebied                        ;21;F.  ;ja ;nee;Augustinusga               ;541
242;Austerlitz;355;Zeist                      ;44;Utrechtse Heuvelrug                     ;26;U.  ;ja ;nee;Austerlitz                 ;2420
243;Auvergnepolder;748;Bergen op Zoom             ;102;Bergen op Zoom, Roosendaal en omgeving  ;30;NB. ;nee;nee;Auvergnepolder             ;3951
244;Avenhorn;558;Wester-Koggenland          ;54;Midden- en Oostelijk West-Friesland     ;27;NH. ;ja ;nee;Avenhorn                   ;3133
245;Avereest;160;Hardenberg                 ;21;Noordoost-Overijssel                    ;23;O.  ;nee;nee;Avereest                   ;1169
246;Averlo;150;Deventer                   ;22;Zuidwest-Overijssel                     ;23;O.  ;nee;nee;Averlo                     ;1095
247;Avest;229;Eibergen                   ;30;Overige gemeenten oostelijke Achterhoek ;25;Gld.;nee;nee;Avest                      ;1744
248;Avezaath;281;Tiel                       ;38;Westelijke Betuwe                       ;25;Gld.;nee;nee;Avezaath                   ;2054
249;Axel;650;Axel                       ;99;Kanaalzone Oost-Zeeuwsch-Vlaanderen     ;29;Z.  ;ja ;ja ;Axel                       ;3465
250;Axelsche Sassing;650;Axel                       ;99;Kanaalzone Oost-Zeeuwsch-Vlaanderen     ;29;Z.  ;nee;nee;Axelsche Sassing           ;3466
251;Axwijk;478;Zeevang                    ;56;Noordhollands Middengewest              ;27;NH. ;nee;nee;Axwijk                     ;2879
252;Azelo;1735;Hof van Twente             ;24;Overige gemeenten in Twente             ;23;O.  ;nee;nee;Azelo                      ;6307
253;Azewijn;207;Bergh                      ;27;Oude-IJsselgebied (westelijk deel)      ;25;Gld.;ja ;nee;Azewijn                    ;1602
254;811;93;Terschelling               ;13;Friese Waddeneilanden                   ;21;F.  ;ja ;nee;Baaiduinen                 ;811
255;Baak;280;Steenderen                 ;28;Overige gemeenten westelijke Achterhoek ;25;Gld.;ja ;nee;Baak                       ;2046
256;Baakhoven;974;Susteren                   ;124;Westelijke Mijnstreek                   ;31;L.  ;nee;nee;Baakhoven                  ;5204
257;Baaks;965;Simpelveld                 ;125;Oostelijke Mijnstreek                   ;31;L.  ;nee;nee;Baaks                      ;5177
258;Baal;206;Bemmel                     ;37;Oostelijke Betuwe                       ;25;Gld.;nee;nee;Baal                       ;1585
259;Baalder;160;Hardenberg                 ;21;Noordoost-Overijssel                    ;23;O.  ;nee;nee;Baalder                    ;1170
260;Baalhoek;675;Hontenisse                 ;100;Overige gem.  Oost-Zeeuwsch-Vlaanderen  ;29;Z.  ;nee;nee;Baalhoek                   ;3551
261;Baambrugge;305;Abcoude                    ;48;Vechtstreek en Plassengebied in Utrecht ;26;U.  ;ja ;nee;Baambrugge                 ;2211
262;Baambrugse Zuwe;736;De Ronde Venen             ;48;Vechtstreek en Plassengebied in Utrecht ;26;U.  ;nee;nee;Baambrugse Zuwe            ;3872
263;62;10;Delfzijl                   ;2;Appingedam, Delfzijl                    ;20;Gr. ;nee;nee;Baamsum                    ;62
264;Baan;809;Loon op Zand               ;108;Gebied om Tilburg                       ;30;NB. ;nee;nee;Baan                       ;4267
265;Baan, De;870;Werkendam                  ;105;Land van Altena                         ;30;NB. ;nee;nee;Baan, De                   ;4640
266;996;140;Littenseradiel             ;10;Fries weidegebied                       ;21;F.  ;ja ;nee;Baard                      ;996
267;997;140;Littenseradiel             ;10;Fries weidegebied                       ;21;F.  ;nee;nee;Baarderadeel               ;997
268;Baarderburen;710;Wûnseradiel                ;10;Fries weidegebied                       ;21;F.  ;nee;nee;Baarderburen               ;3752
269;669;80;Leeuwarden                 ;11;Leeuwarden                              ;21;F.  ;nee;nee;Baarderburen               ;669
270;Baardwijk;867;Waalwijk                   ;106;Langstraat                              ;30;NB. ;nee;nee;Baardwijk                  ;4625
271;Baarland;654;Borsele                    ;97;Noord- en Zuid-Beveland                 ;29;Z.  ;ja ;nee;Baarland                   ;3498
272;Baarle-Nassau;744;Baarle-Nassau              ;108;Gebied om Tilburg                       ;30;NB. ;ja ;ja ;Baarle-Nassau              ;3939
273;Baarle-Nassau-Grens;744;Baarle-Nassau              ;108;Gebied om Tilburg                       ;30;NB. ;nee;nee;Baarle-Nassau-Grens        ;3940
274;Baarlo;1896;Zwartewaterland            ;20;IJssel-, Vechtdelta                     ;23;O.  ;ja ;nee;Baarlo                     ;6355
275;Baarlo;934;Maasbree                   ;123;Midden-Limburg ten westen van de Maas   ;31;L.  ;ja ;nee;Baarlo                     ;4979
276;Baarlo;181;Steenwijk                  ;19;Noordwest-Overijssel                    ;23;O.  ;ja ;nee;Baarlo                     ;1353
277;Baarn;308;Baarn                      ;44;Utrechtse Heuvelrug                     ;26;U.  ;ja ;ja ;Baarn                      ;2241
278;Baars;181;Steenwijk                  ;19;Noordwest-Overijssel                    ;23;O.  ;ja ;nee;Baars                      ;1354
279;Baarschot;798;Hilvarenbeek               ;108;Gebied om Tilburg                       ;30;NB. ;nee;nee;Baarschot                  ;4241
280;Baarsdorp;654;Borsele                    ;97;Noord- en Zuid-Beveland                 ;29;Z.  ;nee;nee;Baarsdorp                  ;3499
281;Baarsdorpermeer;558;Wester-Koggenland          ;54;Midden- en Oostelijk West-Friesland     ;27;NH. ;nee;nee;Baarsdorpermeer            ;3134
282;Baarstraat;977;Thorn                      ;123;Midden-Limburg ten westen van de Maas   ;31;L.  ;nee;nee;Baarstraat                 ;5221
283;Babberich;299;Zevenaar                   ;26;De Lijmers                              ;25;Gld.;ja ;nee;Babberich                  ;2182
284;Baburen;710;Wûnseradiel                ;10;Fries weidegebied                       ;21;F.  ;nee;nee;Baburen                    ;3753
285;Babyloniënbroek;738;Aalburg                    ;105;Land van Altena                         ;30;NB. ;ja ;nee;Babyloniënbroek            ;3916
286;Badhoevedorp;394;Haarlemmermeer             ;62;Noordhollandse Meerlanden               ;27;NH. ;ja ;nee;Badhoevedorp               ;2605
287;Baexem;920;Heythuysen                 ;123;Midden-Limburg ten westen van de Maas   ;31;L.  ;ja ;nee;Baexem                     ;4916
288;410;53;Winsum                     ;6;Groninger centrale Weidestreek          ;20;Gr. ;ja ;nee;Baflo                      ;410
289;Bahneheide;965;Simpelveld                 ;125;Oostelijke Mijnstreek                   ;31;L.  ;ja ;nee;Bahneheide                 ;5178
290;Bahr en Lathum;199;Angerlo                    ;26;De Lijmers                              ;25;Gld.;nee;nee;Bahr en Lathum             ;1503
291;998;140;Littenseradiel             ;10;Fries weidegebied                       ;21;F.  ;ja ;nee;Baijum                     ;998
292;Bakel;1652;Gemert-Bakel               ;118;Brabantse Peel                          ;30;NB. ;ja ;nee;Bakel                      ;5421
293;Bakelsebrug;1652;Gemert-Bakel               ;118;Brabantse Peel                          ;30;NB. ;nee;nee;Bakelsebrug                ;5422
294;Bakelsedijk;762;Deurne                     ;118;Brabantse Peel                          ;30;NB. ;nee;nee;Bakelsedijk                ;4039
295;Bakenberg;202;Arnhem                     ;35;Arnhem                                  ;25;Gld.;nee;nee;Bakenberg                  ;1542
296;Bakendorp;654;Borsele                    ;97;Noord- en Zuid-Beveland                 ;29;Z.  ;nee;nee;Bakendorp                  ;3500
297;Bakertand;785;Goirle                     ;108;Gebied om Tilburg                       ;30;NB. ;nee;nee;Bakertand                  ;4156
298;Bakheide;889;Beesel                     ;121;Industriegebied Venlo-Beesel            ;31;L.  ;nee;nee;Bakheide                   ;4764
299;Bakhuizen;653;Gaasterlân-Sleat           ;10;Fries weidegebied                       ;21;F.  ;ja ;nee;Bakhuizen                  ;3479
300;Bakkersdam;692;Oostburg                   ;98;West-Zeeuwsch-Vlaanderen                ;29;Z.  ;nee;nee;Bakkersdam                 ;3661
301;756;86;Opsterland                 ;9;Fries zandgebied                        ;21;F.  ;ja ;nee;Bakkeveen                  ;756
302;Bakkum;383;Castricum                  ;55;Noord-Kennemerland                      ;27;NH. ;nee;nee;Bakkum                     ;2562
303;316;48;Vlagtwedde                 ;4;Groninger Veenkoloniën                  ;20;Gr. ;nee;nee;Bakovensmee                ;316
304;Balgoij;296;Wijchen                    ;40;Gebied om Nijmegen                      ;25;Gld.;ja ;nee;Balgoij                    ;2143
305;Balinge;1731;Midden-Drenthe             ;17;Drentse zandgronden                     ;22;D.  ;ja ;nee;Balinge                    ;6243
306;Balk;653;Gaasterlân-Sleat           ;10;Fries weidegebied                       ;21;F.  ;ja ;nee;Balk                       ;3480
307;Balkbrug;160;Hardenberg                 ;21;Noordoost-Overijssel                    ;23;O.  ;ja ;nee;Balkbrug                   ;1171
308;892;109;Coevorden                  ;18;Zuiddrents randgebied                   ;22;D.  ;nee;nee;Ballast                    ;892
309;Balleman;1723;Alphen-Chaam               ;108;Gebied om Tilburg                       ;30;NB. ;nee;nee;Balleman                   ;6113
310;359;51;Skarsterlân                ;10;Fries weidegebied                       ;21;F.  ;nee;nee;Ballingbuur                ;359
311;Balloo;1680;Aa en Hunze                ;16;Overige gemeenten Drentse Veenkoloniën  ;22;D.  ;ja ;nee;Balloo                     ;5720
312;Balloërveld;1680;Aa en Hunze                ;16;Overige gemeenten Drentse Veenkoloniën  ;22;D.  ;ja ;nee;Balloërveld                ;5721
313;563;60;Ameland                    ;13;Friese Waddeneilanden                   ;21;F.  ;ja ;nee;Ballum                     ;563
314;475;56;Zuidhorn                   ;1;Groninger Hoogeland en N. Westerkwartier;20;Gr. ;nee;nee;Balmahuizen                ;475
315;Band;683;Wymbritseradiel            ;10;Fries weidegebied                       ;21;F.  ;nee;nee;Band                       ;3599
316;Bandijk;668;West Maas en Waal          ;41;Land van Maas en Waal                   ;25;Gld.;nee;nee;Bandijk                    ;3534
317;695;82;Lemsterland                ;10;Fries weidegebied                       ;21;F.  ;nee;nee;Bandsloot                  ;695
318;Bangert;405;Hoorn                      ;54;Midden- en Oostelijk West-Friesland     ;27;NH. ;nee;nee;Bangert                    ;2676
319;Banholt;936;Margraten                  ;127;Overige gemeenten Zuid-Limburg          ;31;L.  ;ja ;nee;Banholt                    ;5019
320;Banken, De;451;Uithoorn                   ;62;Noordhollandse Meerlanden               ;27;NH. ;nee;nee;Banken, De                 ;2784
321;Bankert;1652;Gemert-Bakel               ;118;Brabantse Peel                          ;30;NB. ;nee;nee;Bankert                    ;5423
322;Bant;171;Noordoostpolder            ;128;Noordoostpolder                         ;24;Fle.;ja ;nee;Bant                       ;1270
323;696;82;Lemsterland                ;10;Fries weidegebied                       ;21;F.  ;ja ;nee;Bantega                    ;696
324;Barchem;262;Lochem                     ;28;Overige gemeenten westelijke Achterhoek ;25;Gld.;ja ;nee;Barchem                    ;1896
325;Barendrecht;489;Barendrecht                ;86;Westelijk IJsselmonde                   ;28;ZH. ;ja ;ja ;Barendrecht                ;2955
