ID;Geslacht;Leeftijd;OpleidingsrichtingEnSector;Herkomstgroepering;Arbeidsmarktpositie;Perioden;TotaalMboGediplomeerdeSchoolverlaters_1;BolVoltijd_2;Bbl_3;Niveau1_4;Niveau2_5;Niveau3_6;Niveau4_7;BolVoltijdNiveau1_8;BolVoltijdNiveau2_9;BolVoltijdNiveau3_10;BolVoltijdNiveau4_11;BblNiveau1_12;BblNiveau2_13;BblNiveau3_14;BblNiveau4_15
9148;Mannen en vrouwen;19 jaar of jonger;9;Herkomst onbekend;Overige uitkeringen;2007/'08;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9149;Mannen en vrouwen;19 jaar of jonger;9;Herkomst onbekend;Overige uitkeringen;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9150;Mannen en vrouwen;19 jaar of jonger;9;Herkomst onbekend;Meerdere uitkeringen;2007/'08;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9151;Mannen en vrouwen;19 jaar of jonger;9;Herkomst onbekend;Meerdere uitkeringen;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9152;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Totaal herkomstgroepering;0;2007/'08;800;520.0;290;60;430;260;50;20;230;220;50;40;200;40;0
9153;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Totaal herkomstgroepering;0;2008/'09;850;500.0;350;80;480;250;40;30;230;200;40;50;250;50;0
9154;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Totaal herkomstgroepering;1;2007/'08;650;390.0;260;40;350;210;40;10;170;170;40;30;190;40;0
9155;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Totaal herkomstgroepering;1;2008/'09;660;360.0;310;40;380;210;30;10;160;160;30;30;220;50;0
9156;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Totaal herkomstgroepering;2;2007/'08;50;20.0;30;30;20;0;0;10;20;0;0;20;10;0;0
9157;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Totaal herkomstgroepering;2;2008/'09;90;40.0;50;40;40;10;0;10;20;10;0;30;20;0;0
9158;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Totaal herkomstgroepering;3;2007/'08;630;380.0;250;30;340;210;40;10;160;170;40;20;180;40;0
9159;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Totaal herkomstgroepering;3;2008/'09;620;340.0;280;30;370;200;30;10;160;150;30;20;210;50;0
9160;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Totaal herkomstgroepering;4;2007/'08;30;20.0;10;10;10;0;0;10;10;0;0;10;0;0;0
9161;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Totaal herkomstgroepering;4;2008/'09;50;20.0;20;20;30;0;0;10;20;0;0;10;10;0;0
9162;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Totaal herkomstgroepering;5;2007/'08;20;10.0;20;10;10;0;0;0;0;0;0;10;0;0;0
9163;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Totaal herkomstgroepering;5;2008/'09;40;10.0;30;20;20;10;0;0;10;0;0;10;10;0;0
9164;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Totaal herkomstgroepering;6;2007/'08;130;110.0;10;10;60;50;10;10;50;50;10;0;10;0;0
9165;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Totaal herkomstgroepering;6;2008/'09;140;120.0;20;10;70;40;10;10;60;40;10;0;20;0;0
9166;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Totaal herkomstgroepering;8;2007/'08;630;380.0;260;40;340;210;40;10;160;170;40;30;180;40;0
9167;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Totaal herkomstgroepering;8;2008/'09;640;340.0;300;40;380;200;20;10;160;150;20;30;220;50;0
9168;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Totaal herkomstgroepering;9;2007/'08;150;50.0;100;10;90;40;10;0;20;20;10;10;70;20;0
9169;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Totaal herkomstgroepering;9;2008/'09;180;40.0;150;20;120;40;0;0;20;20;0;20;100;30;0
9170;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Totaal herkomstgroepering;Werknemers, deeltijd werkzaam;2007/'08;480;320.0;160;30;250;170;30;10;140;150;30;20;110;20;0
9171;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Totaal herkomstgroepering;Werknemers, deeltijd werkzaam;2008/'09;460;310.0;150;30;260;150;20;10;140;130;20;20;120;20;0
9172;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Totaal herkomstgroepering;Zelfstandigen, totaal;2007/'08;20;10.0;10;0;10;10;0;0;0;10;0;0;10;10;0
9173;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Totaal herkomstgroepering;Zelfstandigen, totaal;2008/'09;30;10.0;10;0;10;10;0;0;0;10;0;0;10;0;0
9174;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Totaal herkomstgroepering;Bijstandsuitkering;2007/'08;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
9175;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Totaal herkomstgroepering;Bijstandsuitkering;2008/'09;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
9176;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Totaal herkomstgroepering;Arbeidsongeschiktheidsuitkering;2007/'08;40;20.0;20;20;20;0;0;0;10;0;0;20;0;0;0
9177;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Totaal herkomstgroepering;Arbeidsongeschiktheidsuitkering;2008/'09;70;30.0;40;40;30;0;0;10;20;0;0;30;10;0;0
9178;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Totaal herkomstgroepering;Werkloosheidsuitkering;2007/'08;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9179;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Totaal herkomstgroepering;Werkloosheidsuitkering;2008/'09;10;0.0;10;0;10;0;0;0;0;0;0;0;10;0;0
9180;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Totaal herkomstgroepering;Overige uitkeringen;2007/'08;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
9181;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Totaal herkomstgroepering;Overige uitkeringen;2008/'09;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
9182;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Totaal herkomstgroepering;Meerdere uitkeringen;2007/'08;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
9183;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Totaal herkomstgroepering;Meerdere uitkeringen;2008/'09;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
9184;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Autochtoon;0;2007/'08;770;500.0;280;60;410;250;50;20;220;210;50;40;190;40;0
9185;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Autochtoon;0;2008/'09;830;480.0;350;80;470;240;40;30;220;190;40;50;250;50;0
9186;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Autochtoon;1;2007/'08;630;370.0;250;40;340;210;40;10;160;170;40;30;180;40;0
9187;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Autochtoon;1;2008/'09;650;340.0;300;40;380;200;30;10;160;150;30;30;220;50;0
9188;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Autochtoon;2;2007/'08;50;20.0;30;30;20;0;0;10;20;0;0;20;10;0;0
9189;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Autochtoon;2;2008/'09;90;40.0;50;40;40;10;0;10;20;10;0;30;20;0;0
9190;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Autochtoon;3;2007/'08;610;370.0;240;30;330;210;40;10;160;170;40;20;180;40;0
9191;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Autochtoon;3;2008/'09;610;330.0;280;30;360;190;30;10;150;150;30;20;210;50;0
9192;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Autochtoon;4;2007/'08;30;20.0;10;10;10;0;0;10;10;0;0;10;0;0;0
9193;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Autochtoon;4;2008/'09;50;20.0;20;20;30;0;0;10;20;0;0;10;10;0;0
9194;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Autochtoon;5;2007/'08;20;10.0;20;10;10;0;0;0;0;0;0;10;0;0;0
9195;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Autochtoon;5;2008/'09;40;10.0;30;20;20;10;0;0;10;0;0;10;10;0;0
9196;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Autochtoon;6;2007/'08;120;110.0;10;10;60;50;10;10;50;40;10;0;10;0;0
9197;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Autochtoon;6;2008/'09;140;110.0;20;10;70;40;10;10;50;40;10;0;20;0;0
9198;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Autochtoon;8;2007/'08;610;360.0;250;40;330;200;40;10;160;160;40;30;180;40;0
9199;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Autochtoon;8;2008/'09;630;330.0;300;40;370;190;20;10;150;140;20;30;210;50;0
9200;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Autochtoon;9;2007/'08;150;50.0;100;10;90;40;10;0;20;20;10;10;70;20;0
9201;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Autochtoon;9;2008/'09;180;30.0;140;20;120;40;0;0;20;10;0;20;100;30;0
9202;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Autochtoon;Werknemers, deeltijd werkzaam;2007/'08;460;310.0;150;30;240;160;30;10;140;140;30;20;110;20;0
9203;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Autochtoon;Werknemers, deeltijd werkzaam;2008/'09;450;300.0;150;30;250;150;20;10;140;130;20;20;120;20;0
9204;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Autochtoon;Zelfstandigen, totaal;2007/'08;20;10.0;10;0;10;10;0;0;0;10;0;0;10;10;0
9205;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Autochtoon;Zelfstandigen, totaal;2008/'09;30;10.0;10;0;10;10;0;0;0;10;0;0;10;0;0
9206;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Autochtoon;Bijstandsuitkering;2007/'08;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
9207;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Autochtoon;Bijstandsuitkering;2008/'09;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
9208;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Autochtoon;Arbeidsongeschiktheidsuitkering;2007/'08;40;20.0;20;20;20;0;0;0;10;0;0;20;0;0;0
9209;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Autochtoon;Arbeidsongeschiktheidsuitkering;2008/'09;70;30.0;40;40;30;0;0;10;20;0;0;30;10;0;0
9210;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Autochtoon;Werkloosheidsuitkering;2007/'08;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9211;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Autochtoon;Werkloosheidsuitkering;2008/'09;10;0.0;10;0;10;0;0;0;0;0;0;0;10;0;0
9212;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Autochtoon;Overige uitkeringen;2007/'08;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
9213;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Autochtoon;Overige uitkeringen;2008/'09;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
9214;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Autochtoon;Meerdere uitkeringen;2007/'08;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
9215;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Autochtoon;Meerdere uitkeringen;2008/'09;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
9216;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Allochtoon;0;2007/'08;30;20.0;10;10;20;10;0;0;10;10;0;10;0;0;0
9217;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Allochtoon;0;2008/'09;20;20.0;0;0;10;10;0;0;10;10;0;0;0;0;0
9218;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Allochtoon;1;2007/'08;20;10.0;10;10;10;10;0;0;10;10;0;10;0;0;0
9219;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Allochtoon;1;2008/'09;20;10.0;0;0;10;10;0;0;10;10;0;0;0;0;0
9220;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Allochtoon;2;2007/'08;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
9221;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Allochtoon;2;2008/'09;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
9222;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Allochtoon;3;2007/'08;20;10.0;10;0;10;10;0;0;10;10;0;0;0;0;0
9223;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Allochtoon;3;2008/'09;20;10.0;0;0;10;10;0;0;10;10;0;0;0;0;0
9224;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Allochtoon;4;2007/'08;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9225;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Allochtoon;4;2008/'09;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
9226;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Allochtoon;5;2007/'08;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
9227;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Allochtoon;5;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9228;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Allochtoon;6;2007/'08;10;10.0;0;0;10;0;0;0;10;0;0;0;0;0;0
9229;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Allochtoon;6;2008/'09;10;10.0;0;0;0;0;0;0;0;0;0;0;0;0;0
9230;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Allochtoon;8;2007/'08;20;10.0;10;10;10;10;0;0;10;10;0;10;0;0;0
9231;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Allochtoon;8;2008/'09;20;10.0;0;0;10;10;0;0;10;10;0;0;0;0;0
9232;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Allochtoon;9;2007/'08;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
9233;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Allochtoon;9;2008/'09;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
9234;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Allochtoon;Werknemers, deeltijd werkzaam;2007/'08;20;10.0;10;0;10;10;0;0;10;10;0;0;0;0;0
9235;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Allochtoon;Werknemers, deeltijd werkzaam;2008/'09;10;10.0;0;0;10;10;0;0;10;10;0;0;0;0;0
9236;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Allochtoon;Zelfstandigen, totaal;2007/'08;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9237;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Allochtoon;Zelfstandigen, totaal;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9238;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Allochtoon;Bijstandsuitkering;2007/'08;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9239;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Allochtoon;Bijstandsuitkering;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9240;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Allochtoon;Arbeidsongeschiktheidsuitkering;2007/'08;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
9241;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Allochtoon;Arbeidsongeschiktheidsuitkering;2008/'09;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
9242;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Allochtoon;Werkloosheidsuitkering;2007/'08;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9243;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Allochtoon;Werkloosheidsuitkering;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9244;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Allochtoon;Overige uitkeringen;2007/'08;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9245;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Allochtoon;Overige uitkeringen;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9246;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Allochtoon;Meerdere uitkeringen;2007/'08;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9247;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Allochtoon;Meerdere uitkeringen;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9248;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Westerse allochtoon;0;2007/'08;20;20.0;10;0;10;10;0;0;10;10;0;0;0;0;0
9249;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Westerse allochtoon;0;2008/'09;20;20.0;0;0;10;10;0;0;10;10;0;0;0;0;0
9250;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Westerse allochtoon;1;2007/'08;20;10.0;10;0;10;0;0;0;10;0;0;0;0;0;0
9251;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Westerse allochtoon;1;2008/'09;10;10.0;0;0;10;10;0;0;10;10;0;0;0;0;0
9252;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Westerse allochtoon;2;2007/'08;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9253;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Westerse allochtoon;2;2008/'09;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
9254;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Westerse allochtoon;3;2007/'08;20;10.0;10;0;10;0;0;0;10;0;0;0;0;0;0
9255;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Westerse allochtoon;3;2008/'09;10;10.0;0;0;10;10;0;0;10;10;0;0;0;0;0
9256;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Westerse allochtoon;4;2007/'08;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9257;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Westerse allochtoon;4;2008/'09;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
9258;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Westerse allochtoon;5;2007/'08;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9259;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Westerse allochtoon;5;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9260;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Westerse allochtoon;6;2007/'08;10;10.0;0;0;0;0;0;0;0;0;0;0;0;0;0
9261;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Westerse allochtoon;6;2008/'09;10;10.0;0;0;0;0;0;0;0;0;0;0;0;0;0
9262;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Westerse allochtoon;8;2007/'08;20;10.0;10;0;10;0;0;0;10;0;0;0;0;0;0
9263;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Westerse allochtoon;8;2008/'09;10;10.0;0;0;10;10;0;0;10;10;0;0;0;0;0
9264;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Westerse allochtoon;9;2007/'08;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
9265;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Westerse allochtoon;9;2008/'09;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
9266;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Westerse allochtoon;Werknemers, deeltijd werkzaam;2007/'08;10;10.0;0;0;10;0;0;0;10;0;0;0;0;0;0
9267;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Westerse allochtoon;Werknemers, deeltijd werkzaam;2008/'09;10;10.0;0;0;10;0;0;0;10;0;0;0;0;0;0
9268;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Westerse allochtoon;Zelfstandigen, totaal;2007/'08;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9269;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Westerse allochtoon;Zelfstandigen, totaal;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9270;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Westerse allochtoon;Bijstandsuitkering;2007/'08;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9271;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Westerse allochtoon;Bijstandsuitkering;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9272;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Westerse allochtoon;Arbeidsongeschiktheidsuitkering;2007/'08;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9273;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Westerse allochtoon;Arbeidsongeschiktheidsuitkering;2008/'09;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
9274;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Westerse allochtoon;Werkloosheidsuitkering;2007/'08;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9275;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Westerse allochtoon;Werkloosheidsuitkering;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9276;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Westerse allochtoon;Overige uitkeringen;2007/'08;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9277;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Westerse allochtoon;Overige uitkeringen;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9278;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Westerse allochtoon;Meerdere uitkeringen;2007/'08;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9279;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Westerse allochtoon;Meerdere uitkeringen;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9280;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Niet-westerse allochtoon;0;2007/'08;10;10.0;0;0;0;0;0;0;0;0;0;0;0;0;0
9281;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Niet-westerse allochtoon;0;2008/'09;10;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
9282;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Niet-westerse allochtoon;1;2007/'08;10;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
9283;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Niet-westerse allochtoon;1;2008/'09;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
9284;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Niet-westerse allochtoon;2;2007/'08;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
9285;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Niet-westerse allochtoon;2;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9286;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Niet-westerse allochtoon;3;2007/'08;10;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
9287;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Niet-westerse allochtoon;3;2008/'09;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
9288;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Niet-westerse allochtoon;4;2007/'08;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9289;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Niet-westerse allochtoon;4;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9290;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Niet-westerse allochtoon;5;2007/'08;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
9291;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Niet-westerse allochtoon;5;2008/'09;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
9292;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Niet-westerse allochtoon;6;2007/'08;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
9293;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Niet-westerse allochtoon;6;2008/'09;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
9294;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Niet-westerse allochtoon;8;2007/'08;10;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
9295;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Niet-westerse allochtoon;8;2008/'09;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
9296;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Niet-westerse allochtoon;9;2007/'08;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
9297;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Niet-westerse allochtoon;9;2008/'09;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
9298;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Niet-westerse allochtoon;Werknemers, deeltijd werkzaam;2007/'08;10;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
9299;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Niet-westerse allochtoon;Werknemers, deeltijd werkzaam;2008/'09;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
9300;Mannen en vrouwen;19 jaar of jonger;6 Landbouw en dieren;Niet-westerse allochtoon;Zelfstandigen, totaal;2007/'08;0;;0;0;0;0;0;0;0;0;0;0;0;0;0
