ID;StandaardGoederennomenclatuurSGN;Perioden;InNLGeproduceerdEnAfgezet_1;Uitvoer_2;InBuitenlGeproduceerdInNLAfgezet_3
6570;2029900  Ov. zuiv.prod. (w.o. milkshak.);Mei       1991;102.0;101.0;
6571;2029900  Ov. zuiv.prod. (w.o. milkshak.);Juni      1991;101.0;101.0;
6572;2029900  Ov. zuiv.prod. (w.o. milkshak.);Juli      1991;101.0;100.0;
6573;2029900  Ov. zuiv.prod. (w.o. milkshak.);Augustus  1991;104.0;100.0;
6574;2029900  Ov. zuiv.prod. (w.o. milkshak.);September 1991;109.0;99.0;
6575;2029900  Ov. zuiv.prod. (w.o. milkshak.);Oktober   1991;109.0;98.0;
6576;2029900  Ov. zuiv.prod. (w.o. milkshak.);November  1991;108.0;97.0;
6577;2029900  Ov. zuiv.prod. (w.o. milkshak.);December  1991;111.0;96.0;
6578;2029900  Ov. zuiv.prod. (w.o. milkshak.);1992;121.0;96.0;
6579;2029900  Ov. zuiv.prod. (w.o. milkshak.);Januari   1992;114.0;97.0;
6580;2029900  Ov. zuiv.prod. (w.o. milkshak.);Februari  1992;126.0;96.0;
6581;2029900  Ov. zuiv.prod. (w.o. milkshak.);Maart     1992;120.0;97.0;
6582;2029900  Ov. zuiv.prod. (w.o. milkshak.);April     1992;122.0;97.0;
6583;2029900  Ov. zuiv.prod. (w.o. milkshak.);Mei       1992;121.0;97.0;
6584;2029900  Ov. zuiv.prod. (w.o. milkshak.);Juni      1992;121.0;97.0;
6585;2029900  Ov. zuiv.prod. (w.o. milkshak.);Juli      1992;121.0;97.0;
6586;2029900  Ov. zuiv.prod. (w.o. milkshak.);Augustus  1992;121.0;97.0;
6587;2029900  Ov. zuiv.prod. (w.o. milkshak.);September 1992;122.0;97.0;
6588;2029900  Ov. zuiv.prod. (w.o. milkshak.);Oktober   1992;121.0;95.0;
6589;2029900  Ov. zuiv.prod. (w.o. milkshak.);November  1992;122.0;95.0;
6590;2029900  Ov. zuiv.prod. (w.o. milkshak.);December  1992;122.0;95.0;
6591;2029900  Ov. zuiv.prod. (w.o. milkshak.);1993;123.0;106.0;
6592;2029900  Ov. zuiv.prod. (w.o. milkshak.);Januari   1993;124.0;106.0;
6593;2029900  Ov. zuiv.prod. (w.o. milkshak.);Februari  1993;122.0;106.0;
6594;2029900  Ov. zuiv.prod. (w.o. milkshak.);Maart     1993;122.0;106.0;
6595;2029900  Ov. zuiv.prod. (w.o. milkshak.);April     1993;124.0;106.0;
6596;2029900  Ov. zuiv.prod. (w.o. milkshak.);Mei       1993;123.0;106.0;
6597;2029900  Ov. zuiv.prod. (w.o. milkshak.);Juni      1993;125.0;106.0;
6598;2029900  Ov. zuiv.prod. (w.o. milkshak.);Juli      1993;125.0;106.0;
6599;2029900  Ov. zuiv.prod. (w.o. milkshak.);Augustus  1993;119.0;106.0;
6600;2029900  Ov. zuiv.prod. (w.o. milkshak.);September 1993;118.0;106.0;
6601;2029900  Ov. zuiv.prod. (w.o. milkshak.);Oktober   1993;124.0;106.0;
6602;2029900  Ov. zuiv.prod. (w.o. milkshak.);November  1993;124.0;106.0;
6603;2029900  Ov. zuiv.prod. (w.o. milkshak.);December  1993;120.0;106.0;
6604;2029900  Ov. zuiv.prod. (w.o. milkshak.);1994;130.0;103.0;
6605;2029900  Ov. zuiv.prod. (w.o. milkshak.);Januari   1994;130.0;103.0;
6606;2029900  Ov. zuiv.prod. (w.o. milkshak.);Februari  1994;129.0;103.0;
6607;2029900  Ov. zuiv.prod. (w.o. milkshak.);Maart     1994;127.0;103.0;
6608;2029900  Ov. zuiv.prod. (w.o. milkshak.);April     1994;129.0;103.0;
6609;2029900  Ov. zuiv.prod. (w.o. milkshak.);Mei       1994;129.0;103.0;
6610;2029900  Ov. zuiv.prod. (w.o. milkshak.);Juni      1994;130.0;103.0;
6611;2029900  Ov. zuiv.prod. (w.o. milkshak.);Juli      1994;130.0;103.0;
6612;2029900  Ov. zuiv.prod. (w.o. milkshak.);Augustus  1994;130.0;103.0;
6613;2029900  Ov. zuiv.prod. (w.o. milkshak.);September 1994;131.0;103.0;
6614;2029900  Ov. zuiv.prod. (w.o. milkshak.);Oktober   1994;131.0;103.0;
6615;2029900  Ov. zuiv.prod. (w.o. milkshak.);November  1994;131.0;103.0;
6616;2029900  Ov. zuiv.prod. (w.o. milkshak.);December  1994;131.0;103.0;
6617;2029900  Ov. zuiv.prod. (w.o. milkshak.);1995;132.0;93.0;
6618;2029900  Ov. zuiv.prod. (w.o. milkshak.);Januari   1995;131.0;93.0;
6619;2029900  Ov. zuiv.prod. (w.o. milkshak.);Februari  1995;132.0;93.0;
6620;2029900  Ov. zuiv.prod. (w.o. milkshak.);Maart     1995;133.0;93.0;
6621;2029900  Ov. zuiv.prod. (w.o. milkshak.);April     1995;133.0;93.0;
6622;2029900  Ov. zuiv.prod. (w.o. milkshak.);Mei       1995;133.0;93.0;
6623;2029900  Ov. zuiv.prod. (w.o. milkshak.);Juni      1995;133.0;93.0;
6624;2029900  Ov. zuiv.prod. (w.o. milkshak.);Juli      1995;133.0;93.0;
6625;2029900  Ov. zuiv.prod. (w.o. milkshak.);Augustus  1995;132.0;93.0;
6626;2029900  Ov. zuiv.prod. (w.o. milkshak.);September 1995;132.0;93.0;
6627;2029900  Ov. zuiv.prod. (w.o. milkshak.);Oktober   1995;132.0;93.0;
6628;2029900  Ov. zuiv.prod. (w.o. milkshak.);November  1995;132.0;93.0;
6629;2029900  Ov. zuiv.prod. (w.o. milkshak.);December  1995;133.0;93.0;
6630;2029900  Ov. zuiv.prod. (w.o. milkshak.);1996;135.0;105.0;
6631;2029900  Ov. zuiv.prod. (w.o. milkshak.);Januari   1996;134.0;114.0;
6632;2029900  Ov. zuiv.prod. (w.o. milkshak.);Februari  1996;134.0;116.0;
6633;2029900  Ov. zuiv.prod. (w.o. milkshak.);Maart     1996;135.0;115.0;
6634;2029900  Ov. zuiv.prod. (w.o. milkshak.);April     1996;137.0;102.0;
6635;2029900  Ov. zuiv.prod. (w.o. milkshak.);Mei       1996;136.0;101.0;
6636;2029900  Ov. zuiv.prod. (w.o. milkshak.);Juni      1996;136.0;101.0;
6637;2029900  Ov. zuiv.prod. (w.o. milkshak.);Juli      1996;136.0;101.0;
6638;2029900  Ov. zuiv.prod. (w.o. milkshak.);Augustus  1996;135.0;101.0;
6639;2029900  Ov. zuiv.prod. (w.o. milkshak.);September 1996;135.0;101.0;
6640;2029900  Ov. zuiv.prod. (w.o. milkshak.);Oktober   1996;135.0;101.0;
6641;2029900  Ov. zuiv.prod. (w.o. milkshak.);November  1996;135.0;101.0;
6642;2029900  Ov. zuiv.prod. (w.o. milkshak.);December  1996;135.0;101.0;
6643;2029900  Ov. zuiv.prod. (w.o. milkshak.);1997;135.0;101.0;
6644;2029900  Ov. zuiv.prod. (w.o. milkshak.);Januari   1997;135.0;101.0;
6645;2029900  Ov. zuiv.prod. (w.o. milkshak.);Februari  1997;135.0;101.0;
6646;2029900  Ov. zuiv.prod. (w.o. milkshak.);Maart     1997;135.0;101.0;
6647;2029900  Ov. zuiv.prod. (w.o. milkshak.);April     1997;135.0;101.0;
6648;2029900  Ov. zuiv.prod. (w.o. milkshak.);Mei       1997;135.0;101.0;
6649;2029900  Ov. zuiv.prod. (w.o. milkshak.);Juni      1997;135.0;101.0;
6650;2029900  Ov. zuiv.prod. (w.o. milkshak.);Juli      1997;135.0;101.0;
6651;2029900  Ov. zuiv.prod. (w.o. milkshak.);Augustus  1997;135.0;101.0;
6652;2029900  Ov. zuiv.prod. (w.o. milkshak.);September 1997;135.0;101.0;
6653;2029900  Ov. zuiv.prod. (w.o. milkshak.);Oktober   1997;136.0;101.0;
6654;2029900  Ov. zuiv.prod. (w.o. milkshak.);November  1997;136.0;101.0;
6655;2029900  Ov. zuiv.prod. (w.o. milkshak.);December  1997;136.0;101.0;
6656;2029900  Ov. zuiv.prod. (w.o. milkshak.);1998;138.0;101.0;
6657;2029900  Ov. zuiv.prod. (w.o. milkshak.);Januari   1998;136.0;101.0;
6658;2029900  Ov. zuiv.prod. (w.o. milkshak.);Februari  1998;136.0;101.0;
6659;2029900  Ov. zuiv.prod. (w.o. milkshak.);Maart  1998;139.0;101.0;
6660;2029900  Ov. zuiv.prod. (w.o. milkshak.);April  1998;139.0;101.0;
6661;2029900  Ov. zuiv.prod. (w.o. milkshak.);Mei 1998;139.0;101.0;
6662;2029900  Ov. zuiv.prod. (w.o. milkshak.);Juni 1998;139.0;101.0;
6663;2029900  Ov. zuiv.prod. (w.o. milkshak.);Juli 1998;136.0;101.0;
6664;2029900  Ov. zuiv.prod. (w.o. milkshak.);Augustus 1998;137.0;101.0;
6665;2029900  Ov. zuiv.prod. (w.o. milkshak.);September 1998;137.0;101.0;
6666;2029900  Ov. zuiv.prod. (w.o. milkshak.);Oktober 1998;137.0;101.0;
6667;2029900  Ov. zuiv.prod. (w.o. milkshak.);November 1998;137.0;101.0;
6668;2029900  Ov. zuiv.prod. (w.o. milkshak.);December 1998;137.0;101.0;
6669;2030000  Bewerkte vis en visproducten;1990;100.0;100.0;100.0
6670;2030000  Bewerkte vis en visproducten;Januari   1990;99.0;98.0;102.0
6671;2030000  Bewerkte vis en visproducten;Februari  1990;99.0;98.0;101.0
6672;2030000  Bewerkte vis en visproducten;Maart     1990;99.0;98.0;102.0
6673;2030000  Bewerkte vis en visproducten;April     1990;99.0;98.0;102.0
6674;2030000  Bewerkte vis en visproducten;Mei       1990;99.0;98.0;101.0
6675;2030000  Bewerkte vis en visproducten;Juni      1990;99.0;97.0;102.0
6676;2030000  Bewerkte vis en visproducten;Juli      1990;100.0;100.0;100.0
6677;2030000  Bewerkte vis en visproducten;Augustus  1990;101.0;103.0;100.0
6678;2030000  Bewerkte vis en visproducten;September 1990;101.0;102.0;100.0
6679;2030000  Bewerkte vis en visproducten;Oktober   1990;102.0;103.0;98.0
6680;2030000  Bewerkte vis en visproducten;November  1990;102.0;103.0;97.0
6681;2030000  Bewerkte vis en visproducten;December  1990;102.0;103.0;96.0
6682;2030000  Bewerkte vis en visproducten;1991;104.0;103.0;97.0
6683;2030000  Bewerkte vis en visproducten;Januari   1991;104.0;103.0;97.0
6684;2030000  Bewerkte vis en visproducten;Februari  1991;104.0;102.0;96.0
6685;2030000  Bewerkte vis en visproducten;Maart     1991;104.0;103.0;98.0
6686;2030000  Bewerkte vis en visproducten;April     1991;104.0;104.0;99.0
6687;2030000  Bewerkte vis en visproducten;Mei       1991;104.0;103.0;98.0
6688;2030000  Bewerkte vis en visproducten;Juni      1991;104.0;103.0;99.0
6689;2030000  Bewerkte vis en visproducten;Juli      1991;103.0;102.0;98.0
6690;2030000  Bewerkte vis en visproducten;Augustus  1991;103.0;102.0;97.0
6691;2030000  Bewerkte vis en visproducten;September 1991;104.0;105.0;96.0
6692;2030000  Bewerkte vis en visproducten;Oktober   1991;104.0;105.0;96.0
6693;2030000  Bewerkte vis en visproducten;November  1991;105.0;104.0;97.0
6694;2030000  Bewerkte vis en visproducten;December  1991;105.0;105.0;96.0
6695;2030000  Bewerkte vis en visproducten;1992;106.0;107.0;97.0
6696;2030000  Bewerkte vis en visproducten;Januari   1992;104.0;106.0;95.0
6697;2030000  Bewerkte vis en visproducten;Februari  1992;104.0;105.0;95.0
6698;2030000  Bewerkte vis en visproducten;Maart     1992;107.0;107.0;95.0
6699;2030000  Bewerkte vis en visproducten;April     1992;107.0;109.0;95.0
6700;2030000  Bewerkte vis en visproducten;Mei       1992;106.0;110.0;96.0
6701;2030000  Bewerkte vis en visproducten;Juni      1992;106.0;110.0;95.0
6702;2030000  Bewerkte vis en visproducten;Juli      1992;105.0;107.0;95.0
6703;2030000  Bewerkte vis en visproducten;Augustus  1992;105.0;106.0;96.0
6704;2030000  Bewerkte vis en visproducten;September 1992;106.0;105.0;97.0
6705;2030000  Bewerkte vis en visproducten;Oktober   1992;106.0;105.0;99.0
6706;2030000  Bewerkte vis en visproducten;November  1992;106.0;104.0;100.0
6707;2030000  Bewerkte vis en visproducten;December  1992;106.0;106.0;100.0
6708;2030000  Bewerkte vis en visproducten;1993;108.0;101.0;98.0
6709;2030000  Bewerkte vis en visproducten;Januari   1993;105.0;104.0;101.0
6710;2030000  Bewerkte vis en visproducten;Februari  1993;105.0;103.0;101.0
6711;2030000  Bewerkte vis en visproducten;Maart     1993;107.0;104.0;99.0
6712;2030000  Bewerkte vis en visproducten;April     1993;109.0;105.0;98.0
6713;2030000  Bewerkte vis en visproducten;Mei       1993;108.0;105.0;98.0
6714;2030000  Bewerkte vis en visproducten;Juni      1993;109.0;105.0;98.0
6715;2030000  Bewerkte vis en visproducten;Juli      1993;110.0;104.0;99.0
6716;2030000  Bewerkte vis en visproducten;Augustus  1993;109.0;100.0;98.0
6717;2030000  Bewerkte vis en visproducten;September 1993;107.0;99.0;97.0
6718;2030000  Bewerkte vis en visproducten;Oktober   1993;105.0;96.0;96.0
6719;2030000  Bewerkte vis en visproducten;November  1993;108.0;94.0;97.0
6720;2030000  Bewerkte vis en visproducten;December  1993;108.0;93.0;95.0
6721;2030000  Bewerkte vis en visproducten;1994;110.0;100.0;96.0
6722;2030000  Bewerkte vis en visproducten;Januari   1994;110.0;96.0;94.0
6723;2030000  Bewerkte vis en visproducten;Februari  1994;111.0;96.0;95.0
6724;2030000  Bewerkte vis en visproducten;Maart     1994;108.0;97.0;95.0
6725;2030000  Bewerkte vis en visproducten;April     1994;111.0;101.0;95.0
6726;2030000  Bewerkte vis en visproducten;Mei       1994;111.0;99.0;97.0
6727;2030000  Bewerkte vis en visproducten;Juni      1994;110.0;108.0;97.0
6728;2030000  Bewerkte vis en visproducten;Juli      1994;110.0;105.0;97.0
6729;2030000  Bewerkte vis en visproducten;Augustus  1994;111.0;100.0;97.0
6730;2030000  Bewerkte vis en visproducten;September 1994;110.0;101.0;97.0
6731;2030000  Bewerkte vis en visproducten;Oktober   1994;109.0;100.0;96.0
6732;2030000  Bewerkte vis en visproducten;November  1994;108.0;99.0;96.0
6733;2030000  Bewerkte vis en visproducten;December  1994;108.0;100.0;96.0
6734;2030000  Bewerkte vis en visproducten;1995;110.0;103.0;96.0
6735;2030000  Bewerkte vis en visproducten;Januari   1995;107.0;101.0;97.0
6736;2030000  Bewerkte vis en visproducten;Februari  1995;106.0;101.0;97.0
6737;2030000  Bewerkte vis en visproducten;Maart     1995;108.0;103.0;97.0
6738;2030000  Bewerkte vis en visproducten;April     1995;109.0;103.0;96.0
6739;2030000  Bewerkte vis en visproducten;Mei       1995;110.0;103.0;96.0
6740;2030000  Bewerkte vis en visproducten;Juni      1995;111.0;104.0;96.0
6741;2030000  Bewerkte vis en visproducten;Juli      1995;110.0;104.0;95.0
6742;2030000  Bewerkte vis en visproducten;Augustus  1995;110.0;103.0;96.0
6743;2030000  Bewerkte vis en visproducten;September 1995;108.0;104.0;96.0
6744;2030000  Bewerkte vis en visproducten;Oktober   1995;111.0;102.0;97.0
6745;2030000  Bewerkte vis en visproducten;November  1995;112.0;101.0;97.0
6746;2030000  Bewerkte vis en visproducten;December  1995;112.0;101.0;98.0
6747;2030000  Bewerkte vis en visproducten;1996;119.0;119.0;97.0
6748;2030000  Bewerkte vis en visproducten;Januari   1996;111.0;103.0;97.0
6749;2030000  Bewerkte vis en visproducten;Februari  1996;112.0;106.0;97.0
6750;2030000  Bewerkte vis en visproducten;Maart     1996;114.0;109.0;97.0
6751;2030000  Bewerkte vis en visproducten;April     1996;118.0;114.0;97.0
6752;2030000  Bewerkte vis en visproducten;Mei       1996;120.0;118.0;97.0
6753;2030000  Bewerkte vis en visproducten;Juni      1996;121.0;123.0;101.0
6754;2030000  Bewerkte vis en visproducten;Juli      1996;120.0;126.0;102.0
6755;2030000  Bewerkte vis en visproducten;Augustus  1996;120.0;122.0;95.0
6756;2030000  Bewerkte vis en visproducten;September 1996;122.0;120.0;95.0
6757;2030000  Bewerkte vis en visproducten;Oktober   1996;123.0;126.0;96.0
6758;2030000  Bewerkte vis en visproducten;November  1996;122.0;128.0;97.0
6759;2030000  Bewerkte vis en visproducten;December  1996;122.0;133.0;97.0
6760;2030000  Bewerkte vis en visproducten;1997;126.0;140.0;105.0
6761;2030000  Bewerkte vis en visproducten;Januari   1997;118.0;130.0;99.0
6762;2030000  Bewerkte vis en visproducten;Februari  1997;122.0;131.0;100.0
6763;2030000  Bewerkte vis en visproducten;Maart     1997;123.0;134.0;102.0
6764;2030000  Bewerkte vis en visproducten;April     1997;125.0;138.0;102.0
6765;2030000  Bewerkte vis en visproducten;Mei       1997;127.0;145.0;101.0
6766;2030000  Bewerkte vis en visproducten;Juni      1997;128.0;144.0;102.0
6767;2030000  Bewerkte vis en visproducten;Juli      1997;127.0;146.0;106.0
6768;2030000  Bewerkte vis en visproducten;Augustus  1997;127.0;144.0;109.0
6769;2030000  Bewerkte vis en visproducten;September 1997;127.0;141.0;109.0
6770;2030000  Bewerkte vis en visproducten;Oktober   1997;129.0;138.0;111.0
6771;2030000  Bewerkte vis en visproducten;November  1997;129.0;141.0;111.0
6772;2030000  Bewerkte vis en visproducten;December  1997;129.0;144.0;112.0
6773;2030000  Bewerkte vis en visproducten;1998;131.0;142.0;113.0
6774;2030000  Bewerkte vis en visproducten;Januari   1998;129.0;143.0;114.0
6775;2030000  Bewerkte vis en visproducten;Februari  1998;130.0;141.0;113.0
6776;2030000  Bewerkte vis en visproducten;Maart  1998;130.0;146.0;114.0
6777;2030000  Bewerkte vis en visproducten;April  1998;130.0;149.0;115.0
6778;2030000  Bewerkte vis en visproducten;Mei 1998;131.0;148.0;115.0
6779;2030000  Bewerkte vis en visproducten;Juni 1998;131.0;149.0;114.0
6780;2030000  Bewerkte vis en visproducten;Juli 1998;131.0;147.0;115.0
6781;2030000  Bewerkte vis en visproducten;Augustus 1998;131.0;140.0;115.0
6782;2030000  Bewerkte vis en visproducten;September 1998;131.0;136.0;112.0
6783;2030000  Bewerkte vis en visproducten;Oktober 1998;131.0;134.0;110.0
6784;2030000  Bewerkte vis en visproducten;November 1998;131.0;138.0;111.0
6785;2030000  Bewerkte vis en visproducten;December 1998;132.0;133.0;110.0
6786;2031000  Bewerkte vis;1990;100.0;100.0;
6787;2031000  Bewerkte vis;Januari   1990;100.0;100.0;
6788;2031000  Bewerkte vis;Februari  1990;100.0;100.0;
6789;2031000  Bewerkte vis;Maart     1990;100.0;100.0;
6790;2031000  Bewerkte vis;April     1990;100.0;100.0;
6791;2031000  Bewerkte vis;Mei       1990;100.0;100.0;
6792;2031000  Bewerkte vis;Juni      1990;100.0;100.0;
6793;2031000  Bewerkte vis;Juli      1990;100.0;100.0;
6794;2031000  Bewerkte vis;Augustus  1990;100.0;100.0;
6795;2031000  Bewerkte vis;September 1990;100.0;100.0;
6796;2031000  Bewerkte vis;Oktober   1990;100.0;100.0;
6797;2031000  Bewerkte vis;November  1990;100.0;100.0;
6798;2031000  Bewerkte vis;December  1990;101.0;100.0;
6799;2031000  Bewerkte vis;1991;102.0;99.0;
6800;2031000  Bewerkte vis;Januari   1991;103.0;100.0;
6801;2031000  Bewerkte vis;Februari  1991;103.0;98.0;
6802;2031000  Bewerkte vis;Maart     1991;103.0;99.0;
6803;2031000  Bewerkte vis;April     1991;103.0;101.0;
6804;2031000  Bewerkte vis;Mei       1991;103.0;100.0;
6805;2031000  Bewerkte vis;Juni      1991;103.0;100.0;
6806;2031000  Bewerkte vis;Juli      1991;102.0;98.0;
6807;2031000  Bewerkte vis;Augustus  1991;102.0;98.0;
6808;2031000  Bewerkte vis;September 1991;102.0;99.0;
6809;2031000  Bewerkte vis;Oktober   1991;102.0;99.0;
6810;2031000  Bewerkte vis;November  1991;103.0;99.0;
6811;2031000  Bewerkte vis;December  1991;103.0;99.0;
6812;2031000  Bewerkte vis;1992;105.0;103.0;
6813;2031000  Bewerkte vis;Januari   1992;102.0;100.0;
6814;2031000  Bewerkte vis;Februari  1992;102.0;100.0;
6815;2031000  Bewerkte vis;Maart     1992;105.0;103.0;
6816;2031000  Bewerkte vis;April     1992;105.0;104.0;
6817;2031000  Bewerkte vis;Mei       1992;105.0;104.0;
6818;2031000  Bewerkte vis;Juni      1992;105.0;104.0;
6819;2031000  Bewerkte vis;Juli      1992;105.0;104.0;
6820;2031000  Bewerkte vis;Augustus  1992;105.0;104.0;
6821;2031000  Bewerkte vis;September 1992;105.0;103.0;
6822;2031000  Bewerkte vis;Oktober   1992;105.0;102.0;
6823;2031000  Bewerkte vis;November  1992;106.0;101.0;
6824;2031000  Bewerkte vis;December  1992;106.0;104.0;
6825;2031000  Bewerkte vis;1993;108.0;100.0;
6826;2031000  Bewerkte vis;Januari   1993;105.0;103.0;
6827;2031000  Bewerkte vis;Februari  1993;105.0;101.0;
6828;2031000  Bewerkte vis;Maart     1993;107.0;102.0;
6829;2031000  Bewerkte vis;April     1993;108.0;104.0;
6830;2031000  Bewerkte vis;Mei       1993;108.0;104.0;
6831;2031000  Bewerkte vis;Juni      1993;109.0;104.0;
6832;2031000  Bewerkte vis;Juli      1993;110.0;103.0;
6833;2031000  Bewerkte vis;Augustus  1993;109.0;98.0;
6834;2031000  Bewerkte vis;September 1993;108.0;97.0;
6835;2031000  Bewerkte vis;Oktober   1993;106.0;96.0;
6836;2031000  Bewerkte vis;November  1993;109.0;94.0;
6837;2031000  Bewerkte vis;December  1993;110.0;93.0;
6838;2031000  Bewerkte vis;1994;111.0;102.0;
6839;2031000  Bewerkte vis;Januari   1994;111.0;97.0;
6840;2031000  Bewerkte vis;Februari  1994;113.0;97.0;
6841;2031000  Bewerkte vis;Maart     1994;110.0;98.0;
6842;2031000  Bewerkte vis;April     1994;113.0;103.0;
6843;2031000  Bewerkte vis;Mei       1994;113.0;101.0;
6844;2031000  Bewerkte vis;Juni      1994;112.0;111.0;
6845;2031000  Bewerkte vis;Juli      1994;112.0;107.0;
6846;2031000  Bewerkte vis;Augustus  1994;112.0;101.0;
6847;2031000  Bewerkte vis;September 1994;111.0;103.0;
6848;2031000  Bewerkte vis;Oktober   1994;110.0;103.0;
6849;2031000  Bewerkte vis;November  1994;110.0;101.0;
6850;2031000  Bewerkte vis;December  1994;110.0;102.0;
6851;2031000  Bewerkte vis;1995;111.0;106.0;
6852;2031000  Bewerkte vis;Januari   1995;108.0;104.0;
6853;2031000  Bewerkte vis;Februari  1995;108.0;103.0;
6854;2031000  Bewerkte vis;Maart     1995;110.0;106.0;
6855;2031000  Bewerkte vis;April     1995;111.0;107.0;
6856;2031000  Bewerkte vis;Mei       1995;112.0;106.0;
6857;2031000  Bewerkte vis;Juni      1995;113.0;108.0;
6858;2031000  Bewerkte vis;Juli      1995;111.0;108.0;
