ID;LeeftijdReferentiepersoon;BurgerlijkeStaatReferentiepersoon;Perioden;TotaalParticuliereHuishoudens_1;Eenpersoonshuishoudens_2;Paren_3;Eenouderhuishoudens_4;OverigeHuishoudens_5
7894;45;Gehuwd;2055;54902;901;53126;843;32
7895;45;Gehuwd;2056;54558;889;52802;836;31
7896;45;Gehuwd;2057;54346;881;52601;833;31
7897;45;Gehuwd;2058;54287;878;52547;831;31
7898;45;Gehuwd;2059;54397;878;52656;832;31
7899;45;Gehuwd;2060;54556;880;52811;834;31
7900;45;Verweduwd;2011;1572;350;84;1138;0
7901;45;Verweduwd;2012;1475;308;89;1078;0
7902;45;Verweduwd;2013;1401;287;96;1018;0
7903;45;Verweduwd;2014;1322;267;87;968;0
7904;45;Verweduwd;2015;1330;269;95;966;0
7905;45;Verweduwd;2016;1237;244;87;906;0
7906;45;Verweduwd;2017;1103;225;80;798;0
7907;45;Verweduwd;2018;1034;209;74;751;0
7908;45;Verweduwd;2019;932;190;63;679;0
7909;45;Verweduwd;2020;871;175;60;636;0
7910;45;Verweduwd;2021;816;160;51;605;0
7911;45;Verweduwd;2022;776;153;49;574;0
7912;45;Verweduwd;2023;746;149;49;548;0
7913;45;Verweduwd;2024;735;148;48;539;0
7914;45;Verweduwd;2025;716;148;48;520;0
7915;45;Verweduwd;2026;720;152;48;520;0
7916;45;Verweduwd;2027;703;147;47;509;0
7917;45;Verweduwd;2028;675;140;45;490;0
7918;45;Verweduwd;2029;660;136;44;480;0
7919;45;Verweduwd;2030;667;139;46;482;0
7920;45;Verweduwd;2031;668;139;46;483;0
7921;45;Verweduwd;2032;677;142;47;488;0
7922;45;Verweduwd;2033;672;141;47;484;0
7923;45;Verweduwd;2034;668;139;47;482;0
7924;45;Verweduwd;2035;670;140;47;483;0
7925;45;Verweduwd;2036;687;148;49;490;0
7926;45;Verweduwd;2037;683;147;49;487;0
7927;45;Verweduwd;2038;670;143;48;479;0
7928;45;Verweduwd;2039;659;140;47;472;0
7929;45;Verweduwd;2040;655;140;47;468;0
7930;45;Verweduwd;2041;636;134;45;457;0
7931;45;Verweduwd;2042;627;132;44;451;0
7932;45;Verweduwd;2043;627;132;44;451;0
7933;45;Verweduwd;2044;635;137;45;453;0
7934;45;Verweduwd;2045;633;138;45;450;0
7935;45;Verweduwd;2046;642;142;47;453;0
7936;45;Verweduwd;2047;630;139;46;445;0
7937;45;Verweduwd;2048;619;137;44;438;0
7938;45;Verweduwd;2049;613;137;44;432;0
7939;45;Verweduwd;2050;591;130;42;419;0
7940;45;Verweduwd;2051;573;124;41;408;0
7941;45;Verweduwd;2052;565;123;40;402;0
7942;45;Verweduwd;2053;552;119;38;395;0
7943;45;Verweduwd;2054;555;121;39;395;0
7944;45;Verweduwd;2055;553;121;38;394;0
7945;45;Verweduwd;2056;543;118;38;387;0
7946;45;Verweduwd;2057;537;117;37;383;0
7947;45;Verweduwd;2058;531;115;37;379;0
7948;45;Verweduwd;2059;526;114;36;376;0
7949;45;Verweduwd;2060;523;113;36;374;0
7950;45;Gescheiden;2011;28655;10098;5659;12824;74
7951;45;Gescheiden;2012;27515;9559;5408;12478;70
7952;45;Gescheiden;2013;26912;9138;5332;12377;65
7953;45;Gescheiden;2014;26764;8967;5319;12415;63
7954;45;Gescheiden;2015;27602;9058;5460;13021;63
7955;45;Gescheiden;2016;26461;8657;5238;12506;60
7956;45;Gescheiden;2017;24778;8022;4869;11833;54
7957;45;Gescheiden;2018;23153;7472;4563;11067;51
7958;45;Gescheiden;2019;21036;6779;4149;10062;46
7959;45;Gescheiden;2020;19737;6350;3879;9466;42
7960;45;Gescheiden;2021;18400;5897;3618;8846;39
7961;45;Gescheiden;2022;17882;5740;3559;8545;38
7962;45;Gescheiden;2023;17710;5664;3512;8496;38
7963;45;Gescheiden;2024;17728;5701;3583;8406;38
7964;45;Gescheiden;2025;17539;5645;3550;8307;37
7965;45;Gescheiden;2026;18036;5849;3717;8431;39
7966;45;Gescheiden;2027;17693;5724;3625;8306;38
7967;45;Gescheiden;2028;17142;5536;3522;8047;37
7968;45;Gescheiden;2029;16994;5494;3501;7963;36
7969;45;Gescheiden;2030;17421;5655;3639;8089;38
7970;45;Gescheiden;2031;17619;5708;3686;8187;38
7971;45;Gescheiden;2032;18064;5854;3812;8359;39
7972;45;Gescheiden;2033;18259;5930;3905;8384;40
7973;45;Gescheiden;2034;18248;5899;3880;8429;40
7974;45;Gescheiden;2035;18522;5986;3934;8562;40
7975;45;Gescheiden;2036;19351;6302;4171;8835;43
7976;45;Gescheiden;2037;19376;6302;4166;8865;43
7977;45;Gescheiden;2038;19151;6222;4119;8768;42
7978;45;Gescheiden;2039;19004;6163;4077;8722;42
7979;45;Gescheiden;2040;19052;6186;4099;8725;42
7980;45;Gescheiden;2041;18543;5996;3963;8544;40
7981;45;Gescheiden;2042;18495;5991;3970;8494;40
7982;45;Gescheiden;2043;18576;6002;3957;8577;40
7983;45;Gescheiden;2044;19178;6242;4134;8760;42
7984;45;Gescheiden;2045;19327;6308;4184;8792;43
7985;45;Gescheiden;2046;19764;6469;4291;8960;44
7986;45;Gescheiden;2047;19518;6387;4241;8847;43
7987;45;Gescheiden;2048;19413;6359;4229;8782;43
7988;45;Gescheiden;2049;19377;6353;4231;8750;43
7989;45;Gescheiden;2050;18792;6131;4073;8547;41
7990;45;Gescheiden;2051;18295;5953;3957;8345;40
7991;45;Gescheiden;2052;18133;5898;3926;8269;40
7992;45;Gescheiden;2053;17825;5772;3832;8182;39
7993;45;Gescheiden;2054;18173;5916;3950;8267;40
7994;45;Gescheiden;2055;18236;5932;3960;8304;40
7995;45;Gescheiden;2056;18055;5866;3920;8230;39
7996;45;Gescheiden;2057;17951;5826;3895;8191;39
7997;45;Gescheiden;2058;17908;5807;3887;8175;39
7998;45;Gescheiden;2059;17937;5815;3896;8187;39
7999;45;Gescheiden;2060;17981;5828;3908;8206;39
8000;46;Totaal burgerlijke staat;2011;157385;35463;101059;20280;583
8001;46;Totaal burgerlijke staat;2012;154924;35279;98945;20130;570
8002;46;Totaal burgerlijke staat;2013;151770;34665;96753;19797;555
8003;46;Totaal burgerlijke staat;2014;150678;34639;95436;20052;551
8004;46;Totaal burgerlijke staat;2015;151557;35036;95496;20467;558
8005;46;Totaal burgerlijke staat;2016;158371;37157;98866;21764;584
8006;46;Totaal burgerlijke staat;2017;154412;36890;95610;21332;580
8007;46;Totaal burgerlijke staat;2018;148088;35762;91102;20663;561
8008;46;Totaal burgerlijke staat;2019;140634;34535;85762;19796;541
8009;46;Totaal burgerlijke staat;2020;130386;32334;79266;18279;507
8010;46;Totaal burgerlijke staat;2021;126004;31649;76370;17491;494
8011;46;Totaal burgerlijke staat;2022;121027;30723;73028;16798;478
8012;46;Totaal burgerlijke staat;2023;120488;30854;72565;16588;481
8013;46;Totaal burgerlijke staat;2024;119039;30474;71578;16515;472
8014;46;Totaal burgerlijke staat;2025;120514;31006;72362;16668;478
8015;46;Totaal burgerlijke staat;2026;120197;30932;72223;16565;477
8016;46;Totaal burgerlijke staat;2027;123764;31994;74210;17068;492
8017;46;Totaal burgerlijke staat;2028;122087;31481;73208;16913;485
8018;46;Totaal burgerlijke staat;2029;119550;30535;72030;16515;470
8019;46;Totaal burgerlijke staat;2030;119007;30191;71893;16459;464
8020;46;Totaal burgerlijke staat;2031;121930;30819;73767;16870;474
8021;46;Totaal burgerlijke staat;2032;123682;31252;74742;17207;481
8022;46;Totaal burgerlijke staat;2033;126720;32054;76432;17741;493
8023;46;Totaal burgerlijke staat;2034;128210;32297;77557;17857;499
8024;46;Totaal burgerlijke staat;2035;127782;32049;77354;17885;494
8025;46;Totaal burgerlijke staat;2036;128957;32328;78024;18107;498
8026;46;Totaal burgerlijke staat;2037;133611;33696;80700;18695;520
8027;46;Totaal burgerlijke staat;2038;133588;33715;80602;18751;520
8028;46;Totaal burgerlijke staat;2039;132450;33332;80056;18547;515
8029;46;Totaal burgerlijke staat;2040;131702;33116;79596;18478;512
8030;46;Totaal burgerlijke staat;2041;132171;33236;79920;18502;513
8031;46;Totaal burgerlijke staat;2042;129645;32445;78563;18136;501
8032;46;Totaal burgerlijke staat;2043;129837;32445;78850;18041;501
8033;46;Totaal burgerlijke staat;2044;130289;32618;78907;18262;502
8034;46;Totaal burgerlijke staat;2045;133935;33735;80998;18683;519
8035;46;Totaal burgerlijke staat;2046;134953;34087;81564;18778;524
8036;46;Totaal burgerlijke staat;2047;137208;34849;82640;19183;536
8037;46;Totaal burgerlijke staat;2048;135722;34442;81827;18923;530
8038;46;Totaal burgerlijke staat;2049;134930;34250;81382;18771;527
8039;46;Totaal burgerlijke staat;2050;134448;34147;81081;18694;526
8040;46;Totaal burgerlijke staat;2051;130852;33080;79019;18243;510
8041;46;Totaal burgerlijke staat;2052;127977;32191;77498;17791;497
8042;46;Totaal burgerlijke staat;2053;126987;31867;77013;17615;492
8043;46;Totaal burgerlijke staat;2054;125026;31282;75837;17425;482
8044;46;Totaal burgerlijke staat;2055;127014;31849;77071;17603;491
8045;46;Totaal burgerlijke staat;2056;127139;31896;77068;17683;492
8046;46;Totaal burgerlijke staat;2057;126111;31548;76566;17511;486
8047;46;Totaal burgerlijke staat;2058;125469;31317;76251;17419;482
8048;46;Totaal burgerlijke staat;2059;125201;31194;76146;17380;481
8049;46;Totaal burgerlijke staat;2060;125359;31197;76284;17398;480
8050;46;Ongehuwd;2011;39283;22566;12194;4063;460
8051;46;Ongehuwd;2012;40173;22620;12822;4280;451
8052;46;Ongehuwd;2013;41495;22749;13846;4457;443
8053;46;Ongehuwd;2014;43333;23262;14735;4889;447
8054;46;Ongehuwd;2015;45667;23954;15922;5333;458
8055;46;Ongehuwd;2016;50316;26009;17803;6017;487
8056;46;Ongehuwd;2017;51258;26282;18257;6231;488
8057;46;Ongehuwd;2018;51123;25918;18294;6435;476
8058;46;Ongehuwd;2019;50448;25368;18158;6459;463
8059;46;Ongehuwd;2020;47862;24011;17281;6134;436
8060;46;Ongehuwd;2021;47586;23835;17276;6047;428
8061;46;Ongehuwd;2022;46976;23450;17047;6062;417
8062;46;Ongehuwd;2023;47898;23773;17496;6208;421
8063;46;Ongehuwd;2024;47496;23504;17348;6230;414
8064;46;Ongehuwd;2025;48499;23987;17610;6483;419
8065;46;Ongehuwd;2026;48618;23975;17720;6504;419
8066;46;Ongehuwd;2027;50315;24783;18239;6862;431
8067;46;Ongehuwd;2028;49973;24427;18259;6862;425
8068;46;Ongehuwd;2029;48974;23718;18066;6778;412
8069;46;Ongehuwd;2030;48677;23431;18013;6826;407
8070;46;Ongehuwd;2031;49867;23863;18504;7085;415
8071;46;Ongehuwd;2032;50854;24233;18900;7300;421
8072;46;Ongehuwd;2033;52315;24857;19398;7628;432
8073;46;Ongehuwd;2034;52808;25011;19645;7716;436
8074;46;Ongehuwd;2035;52529;24802;19599;7697;431
8075;46;Ongehuwd;2036;52949;24976;19773;7765;435
8076;46;Ongehuwd;2037;54886;25956;20443;8033;454
8077;46;Ongehuwd;2038;54946;25976;20458;8057;455
8078;46;Ongehuwd;2039;54493;25693;20381;7969;450
8079;46;Ongehuwd;2040;54285;25549;20334;7955;447
8080;46;Ongehuwd;2041;54528;25639;20462;7979;448
8081;46;Ongehuwd;2042;53554;25081;20208;7827;438
8082;46;Ongehuwd;2043;53641;25087;20323;7793;438
8083;46;Ongehuwd;2044;53969;25244;20370;7916;439
8084;46;Ongehuwd;2045;55502;26061;20866;8121;454
8085;46;Ongehuwd;2046;55955;26328;20990;8179;458
8086;46;Ongehuwd;2047;56963;26886;21221;8388;468
8087;46;Ongehuwd;2048;56321;26581;21010;8267;463
8088;46;Ongehuwd;2049;55951;26423;20871;8197;460
8089;46;Ongehuwd;2050;55715;26326;20767;8163;459
8090;46;Ongehuwd;2051;54204;25536;20264;7959;445
8091;46;Ongehuwd;2052;52940;24870;19887;7749;434
8092;46;Ongehuwd;2053;52466;24615;19753;7668;430
8093;46;Ongehuwd;2054;51647;24187;19454;7585;421
8094;46;Ongehuwd;2055;52372;24577;19704;7663;428
8095;46;Ongehuwd;2056;52411;24606;19672;7704;429
8096;46;Ongehuwd;2057;51924;24341;19535;7624;424
8097;46;Ongehuwd;2058;51611;24162;19446;7582;421
8098;46;Ongehuwd;2059;51456;24065;19407;7564;420
8099;46;Ongehuwd;2060;51479;24060;19427;7573;419
8100;46;Gehuwd;2011;86088;1679;82989;1364;56
8101;46;Gehuwd;2012;83215;1573;80309;1282;51
8102;46;Gehuwd;2013;79998;1434;77328;1188;48
8103;46;Gehuwd;2014;77757;1343;75217;1153;44
8104;46;Gehuwd;2015;76560;1274;74110;1134;42
8105;46;Gehuwd;2016;77895;1247;75462;1146;40
8106;46;Gehuwd;2017;74284;1170;71981;1095;38
8107;46;Gehuwd;2018;69967;1091;67807;1034;35
8108;46;Gehuwd;2019;64941;1013;62919;977;32
8109;46;Gehuwd;2020;59573;921;57725;898;29
8110;46;Gehuwd;2021;56863;875;55104;857;27
8111;46;Gehuwd;2022;53925;823;52260;817;25
8112;46;Gehuwd;2023;53036;805;51409;797;25
8113;46;Gehuwd;2024;52211;784;50618;785;24
8114;46;Gehuwd;2025;52673;793;51072;784;24
8115;46;Gehuwd;2026;52448;789;50856;779;24
8116;46;Gehuwd;2027;53793;822;52155;791;25
8117;46;Gehuwd;2028;52834;801;51227;781;25
8118;46;Gehuwd;2029;51904;772;50349;759;24
8119;46;Gehuwd;2030;51829;764;50287;754;24
8120;46;Gehuwd;2031;53108;786;51530;767;25
8121;46;Gehuwd;2032;53659;795;52060;779;25
8122;46;Gehuwd;2033;54762;816;53125;796;25
8123;46;Gehuwd;2034;55564;828;53911;799;26
8124;46;Gehuwd;2035;55430;822;53779;803;26
8125;46;Gehuwd;2036;55897;834;54221;816;26
8126;46;Gehuwd;2037;57737;883;55988;839;27
8127;46;Gehuwd;2038;57633;883;55880;843;27
8128;46;Gehuwd;2039;57194;872;55459;836;27
8129;46;Gehuwd;2040;56818;866;55090;835;27
8130;46;Gehuwd;2041;56999;871;55265;836;27
8131;46;Gehuwd;2042;55994;844;54301;823;26
8132;46;Gehuwd;2043;56158;846;54466;820;26
8133;46;Gehuwd;2044;56195;849;54490;830;26
8134;46;Gehuwd;2045;57671;890;55906;848;27
8135;46;Gehuwd;2046;58080;903;56296;853;28
8136;46;Gehuwd;2047;58862;931;57033;870;28
8137;46;Gehuwd;2048;58289;920;56482;859;28
8138;46;Gehuwd;2049;57986;917;56188;853;28
8139;46;Gehuwd;2050;57784;917;55989;850;28
8140;46;Gehuwd;2051;56332;882;54592;831;27
8141;46;Gehuwd;2052;55258;854;53565;813;26
8142;46;Gehuwd;2053;54925;846;53247;806;26
8143;46;Gehuwd;2054;54115;826;52466;798;25
8144;46;Gehuwd;2055;55010;848;53330;806;26
8145;46;Gehuwd;2056;55036;850;53351;809;26
8146;46;Gehuwd;2057;54692;839;53025;802;26
8147;46;Gehuwd;2058;54480;832;52825;798;25
8148;46;Gehuwd;2059;54420;828;52770;797;25
8149;46;Gehuwd;2060;54530;829;52878;798;25
8150;46;Verweduwd;2011;1938;428;100;1410;0
8151;46;Verweduwd;2012;1743;400;95;1248;0
8152;46;Verweduwd;2013;1639;356;97;1186;0
8153;46;Verweduwd;2014;1563;336;102;1125;0
8154;46;Verweduwd;2015;1479;312;93;1074;0
8155;46;Verweduwd;2016;1489;315;99;1075;0
8156;46;Verweduwd;2017;1390;288;92;1010;0
8157;46;Verweduwd;2018;1246;264;84;898;0
8158;46;Verweduwd;2019;1170;247;78;845;0
8159;46;Verweduwd;2020;1057;224;67;766;0
8160;46;Verweduwd;2021;987;206;63;718;0
8161;46;Verweduwd;2022;925;189;55;681;0
8162;46;Verweduwd;2023;882;181;52;649;0
8163;46;Verweduwd;2024;850;176;52;622;0
8164;46;Verweduwd;2025;839;177;51;611;0
8165;46;Verweduwd;2026;817;175;51;591;0
8166;46;Verweduwd;2027;824;180;52;592;0
8167;46;Verweduwd;2028;805;175;51;579;0
8168;46;Verweduwd;2029;772;165;49;558;0
8169;46;Verweduwd;2030;756;161;48;547;0
8170;46;Verweduwd;2031;765;165;50;550;0
8171;46;Verweduwd;2032;767;165;50;552;0
8172;46;Verweduwd;2033;777;168;51;558;0
8173;46;Verweduwd;2034;771;167;51;553;0
8174;46;Verweduwd;2035;767;165;51;551;0
8175;46;Verweduwd;2036;771;167;51;553;0
8176;46;Verweduwd;2037;789;175;53;561;0
8177;46;Verweduwd;2038;784;174;53;557;0
8178;46;Verweduwd;2039;770;170;52;548;0
8179;46;Verweduwd;2040;758;167;51;540;0
8180;46;Verweduwd;2041;751;166;50;535;0
8181;46;Verweduwd;2042;729;159;48;522;0
8182;46;Verweduwd;2043;719;156;48;515;0
8183;46;Verweduwd;2044;718;156;47;515;0
8184;46;Verweduwd;2045;730;162;49;519;0
8185;46;Verweduwd;2046;729;164;49;516;0
8186;46;Verweduwd;2047;736;168;50;518;0
8187;46;Verweduwd;2048;722;164;49;509;0
8188;46;Verweduwd;2049;712;163;48;501;0
8189;46;Verweduwd;2050;704;162;48;494;0
8190;46;Verweduwd;2051;680;155;45;480;0
8191;46;Verweduwd;2052;660;148;44;468;0
8192;46;Verweduwd;2053;646;145;42;459;0
8193;46;Verweduwd;2054;634;141;41;452;0
8194;46;Verweduwd;2055;639;144;42;453;0
8195;46;Verweduwd;2056;634;143;41;450;0
8196;46;Verweduwd;2057;623;140;41;442;0
8197;46;Verweduwd;2058;615;138;40;437;0
8198;46;Verweduwd;2059;609;136;39;434;0
8199;46;Verweduwd;2060;604;135;39;430;0
8200;46;Gescheiden;2011;30076;10790;5776;13443;67
8201;46;Gescheiden;2012;29793;10686;5719;13320;68
8202;46;Gescheiden;2013;28638;10126;5482;12966;64
8203;46;Gescheiden;2014;28025;9698;5382;12885;60
8204;46;Gescheiden;2015;27851;9496;5371;12926;58
8205;46;Gescheiden;2016;28671;9586;5502;13526;57
8206;46;Gescheiden;2017;27480;9150;5280;12996;54
8207;46;Gescheiden;2018;25752;8489;4917;12296;50
8208;46;Gescheiden;2019;24075;7907;4607;11515;46
8209;46;Gescheiden;2020;21894;7178;4193;10481;42
8210;46;Gescheiden;2021;20568;6733;3927;9869;39
8211;46;Gescheiden;2022;19201;6261;3666;9238;36
8212;46;Gescheiden;2023;18672;6095;3608;8934;35
8213;46;Gescheiden;2024;18482;6010;3560;8878;34
8214;46;Gescheiden;2025;18503;6049;3629;8790;35
8215;46;Gescheiden;2026;18314;5993;3596;8691;34
8216;46;Gescheiden;2027;18832;6209;3764;8823;36
8217;46;Gescheiden;2028;18475;6078;3671;8691;35
8218;46;Gescheiden;2029;17900;5880;3566;8420;34
8219;46;Gescheiden;2030;17745;5835;3545;8332;33
8220;46;Gescheiden;2031;18190;6005;3683;8468;34
8221;46;Gescheiden;2032;18402;6059;3732;8576;35
8222;46;Gescheiden;2033;18866;6213;3858;8759;36
8223;46;Gescheiden;2034;19067;6291;3950;8789;37
8224;46;Gescheiden;2035;19056;6260;3925;8834;37
8225;46;Gescheiden;2036;19340;6351;3979;8973;37
8226;46;Gescheiden;2037;20199;6682;4216;9262;39
8227;46;Gescheiden;2038;20225;6682;4211;9294;38
8228;46;Gescheiden;2039;19993;6597;4164;9194;38
8229;46;Gescheiden;2040;19841;6534;4121;9148;38
8230;46;Gescheiden;2041;19893;6560;4143;9152;38
8231;46;Gescheiden;2042;19368;6361;4006;8964;37
8232;46;Gescheiden;2043;19319;6356;4013;8913;37
8233;46;Gescheiden;2044;19407;6369;4000;9001;37
8234;46;Gescheiden;2045;20032;6622;4177;9195;38
8235;46;Gescheiden;2046;20189;6692;4229;9230;38
8236;46;Gescheiden;2047;20647;6864;4336;9407;40
8237;46;Gescheiden;2048;20390;6777;4286;9288;39
8238;46;Gescheiden;2049;20281;6747;4275;9220;39
8239;46;Gescheiden;2050;20245;6742;4277;9187;39
8240;46;Gescheiden;2051;19636;6507;4118;8973;38
8241;46;Gescheiden;2052;19119;6319;4002;8761;37
8242;46;Gescheiden;2053;18950;6261;3971;8682;36
8243;46;Gescheiden;2054;18630;6128;3876;8590;36
8244;46;Gescheiden;2055;18993;6280;3995;8681;37
8245;46;Gescheiden;2056;19058;6297;4004;8720;37
8246;46;Gescheiden;2057;18872;6228;3965;8643;36
8247;46;Gescheiden;2058;18763;6185;3940;8602;36
8248;46;Gescheiden;2059;18716;6165;3930;8585;36
8249;46;Gescheiden;2060;18746;6173;3940;8597;36
8250;47;Totaal burgerlijke staat;2011;155469;35553;99674;19628;614
8251;47;Totaal burgerlijke staat;2012;157740;36041;100509;20562;628
8252;47;Totaal burgerlijke staat;2013;155263;35798;98412;20437;616
8253;47;Totaal burgerlijke staat;2014;152125;35164;96206;20155;600
8254;47;Totaal burgerlijke staat;2015;151019;35109;94881;20433;596
8255;47;Totaal burgerlijke staat;2016;151869;35473;94932;20862;602
8256;47;Totaal burgerlijke staat;2017;158670;37605;98271;22161;633
8257;47;Totaal burgerlijke staat;2018;154714;37314;95046;21727;627
8258;47;Totaal burgerlijke staat;2019;148402;36170;90586;21038;608
8259;47;Totaal burgerlijke staat;2020;140954;34914;85295;20159;586
8260;47;Totaal burgerlijke staat;2021;130713;32679;78867;18617;550
8261;47;Totaal burgerlijke staat;2022;126328;31974;76000;17819;535
8262;47;Totaal burgerlijke staat;2023;121341;31019;72692;17112;518
8263;47;Totaal burgerlijke staat;2024;120808;31145;72236;16907;520
8264;47;Totaal burgerlijke staat;2025;119353;30765;71251;16825;512
8265;47;Totaal burgerlijke staat;2026;120821;31294;72022;16988;517
8266;47;Totaal burgerlijke staat;2027;120498;31225;71879;16878;516
8267;47;Totaal burgerlijke staat;2028;124058;32294;73844;17388;532
8268;47;Totaal burgerlijke staat;2029;122382;31789;72845;17224;524
8269;47;Totaal burgerlijke staat;2030;119832;30838;71671;16815;508
8270;47;Totaal burgerlijke staat;2031;119292;30498;71536;16757;501
8271;47;Totaal burgerlijke staat;2032;122213;31132;73392;17177;512
8272;47;Totaal burgerlijke staat;2033;123973;31571;74362;17521;519
8273;47;Totaal burgerlijke staat;2034;127015;32376;76039;18066;534
8274;47;Totaal burgerlijke staat;2035;128508;32620;77161;18188;539
8275;47;Totaal burgerlijke staat;2036;128084;32371;76966;18212;535
8276;47;Totaal burgerlijke staat;2037;129258;32650;77634;18435;539
8277;47;Totaal burgerlijke staat;2038;133918;34024;80293;19037;564
8278;47;Totaal burgerlijke staat;2039;133899;34044;80198;19093;564
8279;47;Totaal burgerlijke staat;2040;132759;33654;79660;18887;558
8280;47;Totaal burgerlijke staat;2041;132012;33436;79208;18814;554
8281;47;Totaal burgerlijke staat;2042;132480;33555;79533;18837;555
8282;47;Totaal burgerlijke staat;2043;129954;32759;78189;18464;542
8283;47;Totaal burgerlijke staat;2044;130148;32762;78474;18370;542
8284;47;Totaal burgerlijke staat;2045;130603;32935;78531;18594;543
8285;47;Totaal burgerlijke staat;2046;134245;34058;80608;19017;562
8286;47;Totaal burgerlijke staat;2047;135260;34409;81172;19111;568
8287;47;Totaal burgerlijke staat;2048;137515;35173;82242;19520;580
8288;47;Totaal burgerlijke staat;2049;136029;34765;81435;19255;574
8289;47;Totaal burgerlijke staat;2050;135236;34568;80996;19101;571
8290;47;Totaal burgerlijke staat;2051;134756;34465;80698;19023;570
8291;47;Totaal burgerlijke staat;2052;131158;33393;78649;18565;551
8292;47;Totaal burgerlijke staat;2053;128282;32500;77140;18105;537
8293;47;Totaal burgerlijke staat;2054;127296;32175;76660;17929;532
8294;47;Totaal burgerlijke staat;2055;125335;31590;75490;17734;521
8295;47;Totaal burgerlijke staat;2056;127318;32159;76714;17913;532
8296;47;Totaal burgerlijke staat;2057;127447;32209;76714;17993;531
8297;47;Totaal burgerlijke staat;2058;126417;31859;76214;17818;526
8298;47;Totaal burgerlijke staat;2059;125778;31630;75899;17727;522
8299;47;Totaal burgerlijke staat;2060;125510;31508;75798;17684;520
8300;47;Ongehuwd;2011;36719;21895;10743;3602;479
8301;47;Ongehuwd;2012;38825;22478;11807;4039;501
8302;47;Ongehuwd;2013;39691;22537;12407;4254;493
8303;47;Ongehuwd;2014;41004;22680;13391;4448;485
8304;47;Ongehuwd;2015;42829;23194;14268;4878;489
8305;47;Ongehuwd;2016;45122;23884;15413;5325;500
8306;47;Ongehuwd;2017;49736;25934;17253;6017;532
8307;47;Ongehuwd;2018;50684;26208;17706;6237;533
8308;47;Ongehuwd;2019;50546;25848;17740;6437;521
8309;47;Ongehuwd;2020;49871;25299;17607;6459;506
8310;47;Ongehuwd;2021;47313;23942;16761;6133;477
8311;47;Ongehuwd;2022;47021;23757;16755;6042;467
8312;47;Ongehuwd;2023;46399;23360;16533;6051;455
8313;47;Ongehuwd;2024;47331;23691;16977;6204;459
8314;47;Ongehuwd;2025;46940;23426;16836;6226;452
8315;47;Ongehuwd;2026;47936;23909;17088;6482;457
8316;47;Ongehuwd;2027;48054;23901;17197;6500;456
8317;47;Ongehuwd;2028;49731;24706;17696;6858;471
8318;47;Ongehuwd;2029;49399;24360;17718;6857;464
8319;47;Ongehuwd;2030;48408;23658;17529;6771;450
8320;47;Ongehuwd;2031;48114;23377;17475;6818;444
8321;47;Ongehuwd;2032;49290;23811;17949;7078;452
