ID;BedrijfstakkenBranchesSBI2008;WerkzamePersonen;Perioden;TotaalMilieuInvesteringen_1;TotaalWater_2;Waterbesparing_3;WaterOverig_4;TotaalLuchtEnEnergie_5;Energiebesparing_6;HernieuwbareEnergie_7;Lucht_8;Bodem_9;Afval_10;Geluid_11;Landschap_12;TotaalKosten_13;TotaalKapitaallasten_14;Afschrijvingen_15;Rente_16;OverigeKosten_17;TotaalKosten_18;TotaalKapitaallasten_19;Afschrijvingen_20;Rente_21;AfvoerWaterzuiveringsslib_22;TotaalKosten_23;TotaalKapitaallasten_24;Afschrijvingen_25;Rente_26;TotaalKosten_27;TotaalKapitaallasten_28;Afschrijvingen_29;Rente_30;AfvoerWaterzuiveringsslib_31;TotaalKosten_32;TotaalKapitaallasten_33;Afschrijvingen_34;Rente_35;AfvoerAfvalLuchtzuiveringsinstallaties_36;TotaalKosten_37;TotaalKapitaallasten_38;Afschrijvingen_39;Rente_40;TotaalKosten_41;TotaalKapitaallasten_42;Afschrijvingen_43;Rente_44;TotaalKosten_45;TotaalKapitaallasten_46;Afschrijvingen_47;Rente_48;AfvoerAfvalLuchtzuiveringsinstallaties_49;TotaalKosten_50;TotaalKapitaallasten_51;Afschrijvingen_52;Rente_53;Bodemsanering_54;TotaalKosten_55;TotaalKapitaallasten_56;Afschrijvingen_57;Rente_58;TotaalKosten_59;TotaalKapitaallasten_60;Afschrijvingen_61;Rente_62;TotaalKosten_63;TotaalKapitaallasten_64;Afschrijvingen_65;Rente_66;TotaalKosten_67;EigenMilieuonderzoek_68;Personeelskosten_69;ArbeidEigenPersoneel_70;TotaalBetaaldeOverdrachten_71;TotaalMilieuheffingenEnLeges_72;WVOHeffing_73;Rioolrecht_74;HeffingGrondwateronttrekking_75;LegesMilieuvergunningen_76;TotaalAfvoerVanAfvalstoffen_77;GevaarlijkAfval_78;OverigVastAfval_79;TotaalUitbestedeMilieuactiviteiten_80;WaterzuiveringDoorParticulieren_81;SchadebetalingenEnMilieuboeten_82;MilieuonderzoekDoorDerden_83;MilieucoordinatieDoorDerden_84;TotaalOntvangenOverdrachten_85;TotaalMilieucompartimenten_86;Totaal_87;Waterbesparing_88;WaterOverig_89;Totaal_90;Energiebesparing_91;HernieuwbareEnergie_92;Lucht_93;Bodem_94;Afval_95;Geluid_96;Landschap_97;Algemeen_98
985;20 Chemische industrie;10 tot 50 werknemers;2018;3.0;;;;1.0;0.0;0.0;1.0;;;;0.0;;11.0;8.0;3.0;;;;;;0.0;;;;;;;;;0.0;;6.0;5.0;1.0;;2.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;;4.0;3.0;1.0;;;;;;0.0;;;;;;;;;0.0;0.0;0.0;0.0;3.0;1.0;2.0;23.0;10.0;;1.0;0.0;;;5.0;2.0;3.0;;4.0;0.0;0.0;;1.0;23;6;0;6;5;1;0;4;2;6;0;0;3
986;20 Chemische industrie;10 tot 50 werknemers;2019;3.0;;;;1.0;1.0;0.0;0.0;;;;0.0;13.0;11.0;8.0;2.0;2.0;;;;;0.0;;;;;;;;;0.0;;6.0;5.0;1.0;;2.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;;4.0;3.0;1.0;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;2.0;1.0;1.0;16.0;;;0.0;0.0;0.0;0.0;5.0;1.0;3.0;3.0;3.0;0.0;0.0;0.0;;21;5;0;5;5;1;0;4;3;5;0;0;3
987;20 Chemische industrie;10 tot 50 werknemers;2020;1.0;0.0;;;0.0;;;0.0;;;;0.0;13.0;10.0;8.0;2.0;2.0;2.0;1.0;1.0;0.0;0.0;;;;;;;;;0.0;;5.0;4.0;1.0;;;;;;;;;;;4.0;3.0;1.0;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;2.0;1.0;1.0;13.0;9.0;;1.0;0.0;;0.0;5.0;1.0;3.0;;3.0;;0.0;;1.0;20;5;0;5;4;1;0;4;2;6;0;0;3
988;20 Chemische industrie;10 tot 50 werknemers;2021;1.0;0.0;;;1.0;;;0.0;;;;0.0;12.0;9.0;7.0;2.0;3.0;2.0;1.0;1.0;0.0;0.0;;;;;;;;;0.0;;4.0;3.0;1.0;;;;;;;;;;;3.0;2.0;1.0;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;2.0;1.0;2.0;18.0;11.0;;1.0;0.0;;0.0;6.0;1.0;5.0;;3.0;;0.0;;1.0;21;6;0;6;3;0;0;3;2;7;0;0;3
989;20 Chemische industrie;10 tot 50 werknemers;2022;2.0;0.0;;;2.0;;;1.0;;;;0.0;12.0;9.0;7.0;2.0;3.0;1.0;1.0;1.0;0.0;0.0;;;;;;;;;0.0;;4.0;4.0;1.0;;;;;;;;;;;3.0;2.0;1.0;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;3.0;1.0;2.0;18.0;12.0;;1.0;0.0;;0.0;7.0;1.0;5.0;;4.0;;0.0;;2.0;22;6;0;6;3;0;0;3;2;7;0;0;3
990;20 Chemische industrie;50 tot 200 werknemers;2012;14.0;;;;7.0;2.0;0.0;4.0;;;;0.0;41.0;31.0;23.0;8.0;10.0;;;;;2.0;;;;;;;;;2.0;;17.0;12.0;5.0;;5.0;5.0;3.0;2.0;0.0;0.0;0.0;0.0;;12.0;9.0;3.0;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;7.0;2.0;4.0;56.0;37.0;3.0;3.0;1.0;0.0;0.0;27.0;22.0;5.0;7.0;4.0;0.0;1.0;1.0;4.0;74;17;0;16;14;4;-2;12;6;28;1;0;9
991;20 Chemische industrie;50 tot 200 werknemers;2013;14.0;;;2.0;11.0;;;8.0;1.0;;0.0;0.0;;29.0;21.0;8.0;;;;;;2.0;;;;;9.0;6.0;5.0;1.0;2.0;;16.0;12.0;4.0;;;;;;;;;;;11.0;9.0;3.0;;6.0;4.0;3.0;1.0;2.0;;;;;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;6.0;2.0;4.0;55.0;;;3.0;;0.0;0.0;28.0;23.0;5.0;6.0;3.0;;1.0;;;72;15;0;15;13;4;-2;11;6;29;1;0;9
992;20 Chemische industrie;50 tot 200 werknemers;2014;11.0;;;;;;;2.0;;;0.0;;;28.0;21.0;7.0;;;;;;2.0;;;;;;;;;2.0;;;;;;;;;;;;;;;11.0;9.0;3.0;;;;;;1.0;;;;;1.0;1.0;1.0;0.0;;;;;6.0;2.0;4.0;49.0;;3.0;2.0;1.0;0.0;0.0;24.0;19.0;5.0;;3.0;;1.0;;;65;14;0;14;12;3;-2;11;5;25;1;0;8
993;20 Chemische industrie;50 tot 200 werknemers;2015;12.0;1.0;;;;;0.0;5.0;;;;0.0;;27.0;20.0;6.0;;7.0;5.0;4.0;1.0;2.0;;;;;;;;;2.0;;;;;;;;;;0.0;0.0;0.0;0.0;;11.0;8.0;2.0;;;;;;1.0;;;;;;;;;0.0;0.0;0.0;0.0;6.0;2.0;4.0;51.0;32.0;;3.0;1.0;0.0;;23.0;17.0;6.0;;3.0;;;1.0;4.0;64;14;0;14;12;3;-2;11;5;24;1;0;9
994;20 Chemische industrie;50 tot 200 werknemers;2016;16.0;;;4.0;8.0;;;5.0;;;;0.0;35.0;25.0;19.0;6.0;10.0;;;;;2.0;;;;;7.0;4.0;3.0;1.0;2.0;;15.0;12.0;3.0;;;;;;;;;;;10.0;8.0;2.0;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;6.0;2.0;4.0;49.0;;;4.0;1.0;;;28.0;22.0;5.0;4.0;2.0;;1.0;;;68;14;0;13;12;3;-1;10;5;29;1;0;8
995;20 Chemische industrie;50 tot 200 werknemers;2017;16.0;;;;;4.0;;5.0;;0.0;;;;26.0;20.0;6.0;;;;;;2.0;;;;;;;;;2.0;;;;;;5.0;5.0;4.0;1.0;;;;;;10.0;8.0;2.0;;;;;;1.0;1.0;1.0;1.0;0.0;;;;;;;;;7.0;2.0;5.0;51.0;;;4.0;1.0;;;;;8.0;;4.0;;1.0;;;75;16;0;15;13;3;0;10;6;31;1;0;9
996;20 Chemische industrie;50 tot 200 werknemers;2018;22.0;3.0;;;14.0;8.0;;;1.0;2.0;;;;26.0;20.0;6.0;;9.0;5.0;4.0;1.0;4.0;;;;;;;;;4.0;;15.0;12.0;3.0;;5.0;5.0;4.0;1.0;;;;;;;;;;6.0;4.0;3.0;1.0;1.0;1.0;1.0;1.0;0.0;;;;;;;;;7.0;2.0;5.0;48.0;44.0;;4.0;1.0;;;33.0;24.0;8.0;;4.0;;2.0;1.0;3.0;80;17;0;16;13;3;0;10;6;34;1;0;10
997;20 Chemische industrie;50 tot 200 werknemers;2019;25.0;;;;18.0;9.0;0.0;8.0;;;0.0;;40.0;28.0;21.0;6.0;12.0;;;;;3.0;;;;;;;;;3.0;;17.0;13.0;4.0;;6.0;6.0;5.0;1.0;0.0;0.0;0.0;0.0;;10.0;8.0;2.0;;;;;;;;;;;1.0;1.0;1.0;0.0;;;;;7.0;2.0;5.0;48.0;;;4.0;1.0;;0.0;27.0;18.0;9.0;21.0;18.0;0.0;2.0;1.0;;90;31;0;30;14;4;0;10;6;28;1;0;10
998;20 Chemische industrie;50 tot 200 werknemers;2020;11.0;4.0;;;6.0;;;3.0;1.0;;;;;29.0;22.0;7.0;;8.0;5.0;4.0;1.0;3.0;;;;;;;;;3.0;;17.0;14.0;4.0;;;;;;;;;;;10.0;8.0;2.0;;5.0;4.0;3.0;1.0;1.0;;;;;;;;;;;;;8.0;3.0;5.0;59.0;;5.0;4.0;1.0;0.0;0.0;30.0;18.0;12.0;;18.0;;2.0;2.0;;94;30;0;30;15;5;0;10;5;31;1;1;12
999;20 Chemische industrie;50 tot 200 werknemers;2021;46.0;6.0;;;14.0;;;8.0;3.0;;;;;27.0;21.0;6.0;;8.0;5.0;4.0;1.0;3.0;;;;;;;;;3.0;;16.0;13.0;4.0;;;;;;;;;;;9.0;7.0;2.0;;5.0;4.0;3.0;1.0;2.0;;;;;;;;;;;;;7.0;2.0;5.0;52.0;;5.0;4.0;1.0;0.0;0.0;29.0;19.0;11.0;;14.0;;4.0;2.0;;90;27;0;26;13;4;0;9;5;30;1;1;14
1000;20 Chemische industrie;50 tot 200 werknemers;2022;53.0;14.0;;;29.0;;;15.0;5.0;;;;;33.0;25.0;8.0;;10.0;6.0;5.0;1.0;4.0;;;;;;;;;4.0;;17.0;13.0;4.0;;;;;;;;;;;10.0;8.0;2.0;;7.0;4.0;3.0;1.0;3.0;;;;;;;;;;;;;8.0;2.0;6.0;55.0;;4.0;3.0;1.0;0.0;0.0;25.0;15.0;11.0;;10.0;;2.0;2.0;;87;24;0;23;13;4;0;10;7;29;1;1;12
1001;20 Chemische industrie;200 en meer werknemers;2012;69.0;3.0;0.0;3.0;49.0;20.0;0.0;29.0;10.0;6.0;;;115.0;87.0;63.0;24.0;28.0;23.0;19.0;14.0;5.0;4.0;1.0;1.0;0.0;0.0;22.0;18.0;14.0;4.0;4.0;;49.0;35.0;13.0;;15.0;15.0;10.0;5.0;0.0;0.0;0.0;0.0;;33.0;25.0;9.0;;;13.0;8.0;4.0;;4.0;4.0;3.0;1.0;;;;;;;;;19.0;5.0;14.0;138.0;90.0;8.0;7.0;1.0;0.0;0.0;60.0;45.0;14.0;22.0;17.0;0.0;2.0;3.0;10.0;194;48;1;47;39;12;-6;33;18;64;2;0;24
1002;20 Chemische industrie;200 en meer werknemers;2013;43.0;;;4.0;35.0;9.0;0.0;26.0;3.0;;0.0;0.0;;86.0;63.0;23.0;;;;;;4.0;;;;;21.0;17.0;13.0;4.0;4.0;;50.0;36.0;13.0;;16.0;16.0;11.0;5.0;0.0;0.0;0.0;0.0;;33.0;25.0;8.0;;18.0;13.0;9.0;4.0;6.0;;;;;2.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;22.0;7.0;14.0;139.0;;;6.0;;;;47.0;31.0;16.0;22.0;15.0;0.0;4.0;3.0;;184;44;1;44;40;13;-6;33;18;51;2;0;28
1003;20 Chemische industrie;200 en meer werknemers;2014;40.0;;;7.0;;;0.0;13.0;;;;0.0;;82.0;61.0;21.0;;;;;;5.0;;;;;19.0;15.0;12.0;3.0;5.0;;;;;;;;;;0.0;0.0;0.0;0.0;;34.0;26.0;8.0;;;;;;5.0;;;;;;;;;0.0;0.0;0.0;0.0;18.0;5.0;13.0;124.0;;8.0;7.0;1.0;0.0;0.0;59.0;45.0;14.0;;17.0;;2.0;3.0;;190;44;1;43;40;13;-6;33;16;63;2;0;25
1004;20 Chemische industrie;200 en meer werknemers;2015;75.0;12.0;1.0;11.0;48.0;;;35.0;15.0;1.0;0.0;0.0;105.0;81.0;61.0;20.0;24.0;17.0;14.0;11.0;3.0;3.0;1.0;1.0;0.0;0.0;16.0;14.0;11.0;3.0;3.0;;50.0;38.0;12.0;;;;;;;;;;;33.0;26.0;7.0;;;12.0;9.0;3.0;;3.0;3.0;3.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;17.0;5.0;12.0;118.0;;;7.0;1.0;;;63.0;48.0;16.0;22.0;18.0;0.0;3.0;2.0;;189;42;1;42;40;13;-5;32;16;66;1;0;22
1005;20 Chemische industrie;200 en meer werknemers;2016;82.0;12.0;;;56.0;;;37.0;7.0;6.0;1.0;0.0;;82.0;62.0;20.0;;16.0;13.0;10.0;3.0;3.0;;;;;;;;;3.0;;52.0;40.0;12.0;;;;;;;;;;;35.0;27.0;8.0;;;13.0;9.0;4.0;;3.0;3.0;3.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;18.0;6.0;12.0;115.0;;;7.0;1.0;0.0;;67.0;52.0;15.0;27.0;18.0;;5.0;;;201;42;1;41;43;13;-4;34;17;70;1;0;27
1006;20 Chemische industrie;200 en meer werknemers;2017;97.0;;;10.0;67.0;7.0;;;;;;0.0;;87.0;66.0;21.0;;;;;;2.0;;;;;14.0;12.0;9.0;3.0;2.0;;56.0;43.0;13.0;;19.0;19.0;14.0;5.0;;;;;;;;;;;;;;9.0;;;;;;;;;0.0;0.0;0.0;0.0;18.0;;;;89.0;;7.0;1.0;0.0;;;;;26.0;17.0;;5.0;;7.0;198;40;1;39;49;14;-1;36;22;59;1;0;27
1007;20 Chemische industrie;200 en meer werknemers;2018;117.0;;;10.0;91.0;30.0;;;;;;;;95.0;72.0;23.0;;;;;;3.0;;;;;16.0;12.0;9.0;3.0;3.0;;61.0;47.0;14.0;;19.0;19.0;14.0;5.0;;;;;;;;;;;;;;12.0;;;;;;;;;;;;;21.0;7.0;14.0;129.0;;;7.0;1.0;;;62.0;47.0;15.0;;15.0;;11.0;4.0;;226;39;1;38;56;15;0;41;27;66;1;0;37
1008;20 Chemische industrie;200 en meer werknemers;2019;212.0;33.0;0.0;32.0;129.0;52.0;;;;2.0;;0.0;144.0;109.0;83.0;26.0;36.0;22.0;14.0;10.0;4.0;8.0;1.0;1.0;1.0;0.0;21.0;13.0;10.0;3.0;8.0;;73.0;56.0;16.0;;23.0;23.0;18.0;6.0;;;;;;;;;;;;;;;4.0;4.0;3.0;1.0;;;;;0.0;0.0;0.0;0.0;21.0;6.0;15.0;128.0;;;6.0;1.0;;0.0;68.0;53.0;15.0;28.0;18.0;1.0;5.0;4.0;;240;47;1;46;69;17;3;48;21;71;1;0;31
1009;20 Chemische industrie;200 en meer werknemers;2020;163.0;15.0;;;132.0;;;59.0;;2.0;;0.0;;131.0;100.0;31.0;;28.0;18.0;13.0;4.0;10.0;;;;;;;;;10.0;;86.0;67.0;19.0;;;;;;;;;;;51.0;40.0;11.0;;;;;;;4.0;4.0;3.0;1.0;;;;;0.0;0.0;0.0;0.0;22.0;7.0;15.0;124.0;;;6.0;1.0;;0.0;75.0;60.0;15.0;32.0;24.0;;5.0;;;276;59;1;58;82;23;6;53;26;78;2;0;30
1010;20 Chemische industrie;200 en meer werknemers;2021;207.0;26.0;;;156.0;;;117.0;;2.0;;0.0;;144.0;110.0;34.0;;27.0;19.0;14.0;5.0;9.0;;;;;;;;;9.0;;98.0;76.0;23.0;;;;;;;;;;;55.0;44.0;12.0;;;;;;;4.0;4.0;3.0;1.0;;;;;0.0;0.0;0.0;0.0;24.0;9.0;16.0;134.0;;;7.0;1.0;;0.0;70.0;55.0;16.0;39.0;28.0;;6.0;;;292;63;1;62;94;26;9;59;25;74;1;0;35
1011;20 Chemische industrie;200 en meer werknemers;2022;293.0;97.0;;;123.0;;;32.0;;68.0;;0.0;;171.0;130.0;41.0;;31.0;22.0;17.0;6.0;9.0;;;;;;;;;9.0;;118.0;90.0;28.0;;;;;;;;;;;70.0;54.0;16.0;;;;;;;4.0;4.0;3.0;1.0;;;;;0.0;0.0;0.0;0.0;23.0;10.0;13.0;116.0;;;7.0;1.0;;0.0;74.0;56.0;18.0;44.0;36.0;;5.0;;;320;75;1;74;108;28;10;70;27;77;2;0;32
1012;21 Farmaceutische industrie;10 en meer werknemers;2012;3.0;;0.0;;2.0;1.0;;;;0.0;;0.0;44.0;39.0;29.0;10.0;4.0;;;;;;0.0;0.0;0.0;0.0;;;;;;;20.0;15.0;5.0;;6.0;6.0;4.0;2.0;;;;;;;;;;;;;;;3.0;3.0;2.0;1.0;;;;;0.0;0.0;0.0;0.0;4.0;;;;25.0;2.0;2.0;1.0;0.0;0.0;21.0;5.0;16.0;2.0;0.0;0.0;0.0;1.0;6.0;63;13;0;12;15;4;-3;13;6;24;1;0;5
1013;21 Farmaceutische industrie;10 en meer werknemers;2013;4.0;;;;;1.0;;;;;0.0;0.0;43.0;35.0;27.0;9.0;8.0;;;;;;;;;;;;;;;;;;;;6.0;6.0;4.0;2.0;;;;;;;;;;;;;;4.0;;;;;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;4.0;;;;;1.0;1.0;0.0;;;23.0;8.0;15.0;;;;;1.0;;63;10;0;10;13;4;-3;12;9;25;1;0;5
1014;21 Farmaceutische industrie;10 en meer werknemers;2014;6.0;;;;;1.0;;0.0;0.0;;0.0;0.0;43.0;31.0;24.0;7.0;12.0;;;;;;;;;;;;;;;;;;;;5.0;5.0;4.0;1.0;;;;;;11.0;9.0;2.0;;;5.0;4.0;1.0;;;;;;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;5.0;;;;;2.0;1.0;0.0;;;17.0;5.0;12.0;;;0.0;0.0;0.0;;58;10;0;10;11;4;-3;11;11;19;1;0;6
1015;21 Farmaceutische industrie;10 en meer werknemers;2015;4.0;;;;2.0;1.0;;;;;;0.0;36.0;29.0;22.0;6.0;7.0;;;;;;;;;;;;;;;;15.0;12.0;3.0;;5.0;5.0;4.0;1.0;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;5.0;;;;;2.0;;1.0;;;14.0;5.0;10.0;;;;;0.0;;49;9;0;9;11;4;-2;10;6;16;1;0;6
1016;21 Farmaceutische industrie;10 en meer werknemers;2016;4.0;0.0;0.0;0.0;3.0;;1.0;;;;;0.0;33.0;26.0;20.0;6.0;7.0;;5.0;4.0;1.0;;0.0;0.0;0.0;0.0;;5.0;4.0;1.0;;;14.0;11.0;3.0;;;;;;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;5.0;;;;24.0;;3.0;1.0;;;19.0;5.0;14.0;;;0.0;1.0;1.0;4.0;54;10;0;10;10;4;-2;8;5;20;1;1;6
1017;21 Farmaceutische industrie;10 en meer werknemers;2017;6.0;;;;3.0;2.0;;;;;;0.0;33.0;24.0;19.0;5.0;9.0;;;;;;;;;;;;;;;;12.0;10.0;3.0;;5.0;5.0;3.0;1.0;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;0.0;0.0;5.0;;;;29.0;;2.0;1.0;;;;6.0;;;;;0.0;;2.0;60;8;0;7;10;3;-1;7;8;27;1;0;6
1018;21 Farmaceutische industrie;10 en meer werknemers;2018;15.0;;;;;2.0;;;;;;;36.0;22.0;17.0;5.0;14.0;;;;;;;;;;;;;;;;;;;;5.0;5.0;4.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;6.0;3.0;2.0;23.0;33.0;;2.0;1.0;;;28.0;7.0;21.0;;;0.0;0.0;;2.0;67;7;0;7;10;4;0;6;12;30;1;0;7
1019;21 Farmaceutische industrie;10 en meer werknemers;2019;3.0;1.0;;;;;;0.0;;0.0;0.0;0.0;33.0;22.0;18.0;5.0;11.0;;6.0;4.0;1.0;;;;;;;;;;;;;;;0.0;;;;;;;;;6.0;6.0;5.0;1.0;0.0;;;;;;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;3.0;2.0;25.0;28.0;;2.0;1.0;;0.0;23.0;6.0;17.0;;;;0.0;1.0;1.0;60;9;0;9;10;4;0;5;9;24;1;0;7
1020;21 Farmaceutische industrie;10 en meer werknemers;2020;46.0;;;;2.0;2.0;0.0;1.0;;;0.0;0.0;29.0;20.0;16.0;4.0;9.0;;;;;;;;;;;;;;;;9.0;7.0;2.0;;4.0;4.0;3.0;1.0;1.0;1.0;0.0;0.0;;4.0;4.0;1.0;;;;;;;;;;;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;4.0;2.0;24.0;35.0;;3.0;1.0;;0.0;29.0;6.0;23.0;;;0.0;0.0;1.0;1.0;63;9;0;9;9;4;1;4;6;30;1;0;8
1021;21 Farmaceutische industrie;10 en meer werknemers;2021;7.0;;;;4.0;2.0;0.0;1.0;;;0.0;0.0;33.0;22.0;16.0;6.0;11.0;;;;;;;;;;;;;;;;7.0;5.0;2.0;;3.0;3.0;2.0;1.0;1.0;1.0;0.0;0.0;;3.0;2.0;1.0;;;;;;;;;;;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;4.0;2.0;27.0;36.0;;3.0;1.0;;0.0;30.0;6.0;24.0;;;0.0;0.0;2.0;1.0;68;15;0;15;6;3;1;3;7;31;1;0;9
1022;21 Farmaceutische industrie;10 en meer werknemers;2022;5.0;;;;2.0;1.0;1.0;0.0;;;0.0;0.0;33.0;22.0;17.0;6.0;11.0;;;;;;;;;;;;;;;;7.0;5.0;2.0;;4.0;4.0;3.0;1.0;1.0;1.0;0.0;0.0;;3.0;2.0;1.0;;;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.0;4.0;2.0;23.0;37.0;;3.0;1.0;;0.0;32.0;4.0;28.0;;;0.0;0.0;1.0;1.0;69;15;0;15;7;3;1;3;7;33;0;0;7
1023;21 Farmaceutische industrie;10 tot 50 werknemers;2012;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;2.0;1.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;;2;1;0;1;1;0;0;1;0;0;0;0;0
1024;21 Farmaceutische industrie;10 tot 50 werknemers;2013;;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;;0.0;0.0;0.0;;;;;;0.0;;;;;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;;0.0;;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;;2;0;0;0;1;0;0;1;0;0;0;0;0
1025;21 Farmaceutische industrie;10 tot 50 werknemers;2014;1.0;0.0;0.0;0.0;;1.0;0.0;;;0.0;0.0;0.0;2.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;;;0.0;0.0;0.0;;;;;;0.0;0.0;0.0;0.0;2;0;0;0;1;0;0;1;0;0;0;0;0
1026;21 Farmaceutische industrie;10 tot 50 werknemers;2015;;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;;;0.0;0.0;;0.0;0.0;0.0;;;0.0;0.0;;;2;0;0;0;1;0;0;0;0;0;0;0;0
1027;21 Farmaceutische industrie;10 tot 50 werknemers;2016;1.0;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;2;0;0;0;1;0;0;0;0;0;0;0;0
1028;21 Farmaceutische industrie;10 tot 50 werknemers;2017;;0.0;0.0;0.0;;;0.0;0.0;0.0;0.0;;0.0;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;;;;;;;0.0;0.0;0.0;;2;0;0;0;1;0;0;0;0;0;0;0;0
1029;21 Farmaceutische industrie;10 tot 50 werknemers;2018;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;;;0.0;0.0;0.0;;0.0;0.0;0.0;;0.0;1;0;0;0;1;0;0;0;0;0;0;0;0
1030;21 Farmaceutische industrie;10 tot 50 werknemers;2019;1.0;;0.0;;;;;0.0;0.0;0.0;0.0;0.0;;1.0;1.0;0.0;;;;;;;0.0;0.0;0.0;0.0;;;;;;;;;;0.0;;;;;;;;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;;0.0;;0.0;0.0;;;;0.0;0.0;0.0;0.0;0.0;0.0;2;0;0;0;1;0;0;0;0;0;0;0;0
