ID;Overheidsinstellingen;Bestrijdingsmiddelen;Toepassingssectoren;Perioden;GebruikInKgWerkzameStof_1
350;Totaal overheidsinstellingen;2,4-D;Totaal toepassingssectoren;1992;2008
351;Totaal overheidsinstellingen;2,4-D;Totaal toepassingssectoren;1995;1430
352;Totaal overheidsinstellingen;2,4-D;Totaal toepassingssectoren;2001;1882
353;Totaal overheidsinstellingen;2,4-D;Totaal toepassingssectoren;2005;1851
354;Totaal overheidsinstellingen;2,4-D;Totaal toepassingssectoren;2009;669
355;Totaal overheidsinstellingen;2,4-D;Totaal toepassingssectoren;2013;373
356;Totaal overheidsinstellingen;2,4-D;Totaal toepassingssectoren;2018;236
357;Totaal overheidsinstellingen;2,4-D;Waterlopen en vijvers;1992;60
358;Totaal overheidsinstellingen;2,4-D;Waterlopen en vijvers;1995;0
359;Totaal overheidsinstellingen;2,4-D;Waterlopen en vijvers;2001;0
360;Totaal overheidsinstellingen;2,4-D;Waterlopen en vijvers;2005;0
361;Totaal overheidsinstellingen;2,4-D;Waterlopen en vijvers;2009;0
362;Totaal overheidsinstellingen;2,4-D;Waterlopen en vijvers;2013;0
363;Totaal overheidsinstellingen;2,4-D;Waterlopen en vijvers;2018;0
364;Totaal overheidsinstellingen;2,4-D;Beplantingen binnen de bebouwde kom;1992;152
365;Totaal overheidsinstellingen;2,4-D;Beplantingen binnen de bebouwde kom;1995;18
366;Totaal overheidsinstellingen;2,4-D;Beplantingen binnen de bebouwde kom;2001;35
367;Totaal overheidsinstellingen;2,4-D;Beplantingen binnen de bebouwde kom;2005;126
368;Totaal overheidsinstellingen;2,4-D;Beplantingen binnen de bebouwde kom;2009;27
369;Totaal overheidsinstellingen;2,4-D;Beplantingen binnen de bebouwde kom;2013;27
370;Totaal overheidsinstellingen;2,4-D;Beplantingen binnen de bebouwde kom;2018;1
371;Totaal overheidsinstellingen;2,4-D;Beplantingen buiten de bebouwde kom;1992;2
372;Totaal overheidsinstellingen;2,4-D;Beplantingen buiten de bebouwde kom;1995;3
373;Totaal overheidsinstellingen;2,4-D;Beplantingen buiten de bebouwde kom;2001;0
374;Totaal overheidsinstellingen;2,4-D;Beplantingen buiten de bebouwde kom;2005;44
375;Totaal overheidsinstellingen;2,4-D;Beplantingen buiten de bebouwde kom;2009;0
376;Totaal overheidsinstellingen;2,4-D;Beplantingen buiten de bebouwde kom;2013;1
377;Totaal overheidsinstellingen;2,4-D;Beplantingen buiten de bebouwde kom;2018;1
378;Totaal overheidsinstellingen;2,4-D;Bossen en natuurterreinen;1992;6
379;Totaal overheidsinstellingen;2,4-D;Bossen en natuurterreinen;1995;0
380;Totaal overheidsinstellingen;2,4-D;Bossen en natuurterreinen;2001;0
381;Totaal overheidsinstellingen;2,4-D;Bossen en natuurterreinen;2005;16
382;Totaal overheidsinstellingen;2,4-D;Bossen en natuurterreinen;2009;0
383;Totaal overheidsinstellingen;2,4-D;Bossen en natuurterreinen;2013;1
384;Totaal overheidsinstellingen;2,4-D;Bossen en natuurterreinen;2018;1
385;Totaal overheidsinstellingen;2,4-D;Sportvelden;1992;1546
386;Totaal overheidsinstellingen;2,4-D;Sportvelden;1995;1252
387;Totaal overheidsinstellingen;2,4-D;Sportvelden;2001;1327
388;Totaal overheidsinstellingen;2,4-D;Sportvelden;2005;1106
389;Totaal overheidsinstellingen;2,4-D;Sportvelden;2009;636
390;Totaal overheidsinstellingen;2,4-D;Sportvelden;2013;339
391;Totaal overheidsinstellingen;2,4-D;Sportvelden;2018;172
392;Totaal overheidsinstellingen;2,4-D;Andere groene elementen;1992;218
393;Totaal overheidsinstellingen;2,4-D;Andere groene elementen;1995;140
394;Totaal overheidsinstellingen;2,4-D;Andere groene elementen;2001;16
395;Totaal overheidsinstellingen;2,4-D;Andere groene elementen;2005;7
396;Totaal overheidsinstellingen;2,4-D;Andere groene elementen;2009;5
397;Totaal overheidsinstellingen;2,4-D;Andere groene elementen;2013;0
398;Totaal overheidsinstellingen;2,4-D;Andere groene elementen;2018;0
399;Totaal overheidsinstellingen;2,4-D;Kwekerijen;1992;1
400;Totaal overheidsinstellingen;2,4-D;Kwekerijen;1995;0
401;Totaal overheidsinstellingen;2,4-D;Kwekerijen;2001;0
402;Totaal overheidsinstellingen;2,4-D;Kwekerijen;2005;0
403;Totaal overheidsinstellingen;2,4-D;Kwekerijen;2009;0
404;Totaal overheidsinstellingen;2,4-D;Kwekerijen;2013;0
405;Totaal overheidsinstellingen;2,4-D;Kwekerijen;2018;0
406;Totaal overheidsinstellingen;2,4-D;Totaal verhardingen;1992;24
407;Totaal overheidsinstellingen;2,4-D;Totaal verhardingen;1995;5
408;Totaal overheidsinstellingen;2,4-D;Totaal verhardingen;2001;78
409;Totaal overheidsinstellingen;2,4-D;Totaal verhardingen;2005;150
410;Totaal overheidsinstellingen;2,4-D;Totaal verhardingen;2009;1
411;Totaal overheidsinstellingen;2,4-D;Totaal verhardingen;2013;1
412;Totaal overheidsinstellingen;2,4-D;Totaal verhardingen;2018;0
413;Totaal overheidsinstellingen;2,4-D;Spoorbanen;1992;0
414;Totaal overheidsinstellingen;2,4-D;Spoorbanen;1995;13
415;Totaal overheidsinstellingen;2,4-D;Spoorbanen;2001;426
416;Totaal overheidsinstellingen;2,4-D;Spoorbanen;2005;403
417;Totaal overheidsinstellingen;2,4-D;Spoorbanen;2009;0
418;Totaal overheidsinstellingen;2,4-D;Spoorbanen;2013;4
419;Totaal overheidsinstellingen;2,4-D;Spoorbanen;2018;60
420;Totaal overheidsinstellingen;Amitrol;Totaal toepassingssectoren;1992;8520
421;Totaal overheidsinstellingen;Amitrol;Totaal toepassingssectoren;1995;1994
422;Totaal overheidsinstellingen;Amitrol;Totaal toepassingssectoren;2001;356
423;Totaal overheidsinstellingen;Amitrol;Totaal toepassingssectoren;2005;509
424;Totaal overheidsinstellingen;Amitrol;Totaal toepassingssectoren;2009;144
425;Totaal overheidsinstellingen;Amitrol;Totaal toepassingssectoren;2013;314
426;Totaal overheidsinstellingen;Amitrol;Totaal toepassingssectoren;2018;0
427;Totaal overheidsinstellingen;Amitrol;Waterlopen en vijvers;1992;0
428;Totaal overheidsinstellingen;Amitrol;Waterlopen en vijvers;1995;0
429;Totaal overheidsinstellingen;Amitrol;Waterlopen en vijvers;2001;0
430;Totaal overheidsinstellingen;Amitrol;Waterlopen en vijvers;2005;0
431;Totaal overheidsinstellingen;Amitrol;Waterlopen en vijvers;2009;0
432;Totaal overheidsinstellingen;Amitrol;Waterlopen en vijvers;2013;0
433;Totaal overheidsinstellingen;Amitrol;Waterlopen en vijvers;2018;0
434;Totaal overheidsinstellingen;Amitrol;Beplantingen binnen de bebouwde kom;1992;145
435;Totaal overheidsinstellingen;Amitrol;Beplantingen binnen de bebouwde kom;1995;153
436;Totaal overheidsinstellingen;Amitrol;Beplantingen binnen de bebouwde kom;2001;3
437;Totaal overheidsinstellingen;Amitrol;Beplantingen binnen de bebouwde kom;2005;0
438;Totaal overheidsinstellingen;Amitrol;Beplantingen binnen de bebouwde kom;2009;0
439;Totaal overheidsinstellingen;Amitrol;Beplantingen binnen de bebouwde kom;2013;2
440;Totaal overheidsinstellingen;Amitrol;Beplantingen binnen de bebouwde kom;2018;0
441;Totaal overheidsinstellingen;Amitrol;Beplantingen buiten de bebouwde kom;1992;19
442;Totaal overheidsinstellingen;Amitrol;Beplantingen buiten de bebouwde kom;1995;4
443;Totaal overheidsinstellingen;Amitrol;Beplantingen buiten de bebouwde kom;2001;0
444;Totaal overheidsinstellingen;Amitrol;Beplantingen buiten de bebouwde kom;2005;0
445;Totaal overheidsinstellingen;Amitrol;Beplantingen buiten de bebouwde kom;2009;0
446;Totaal overheidsinstellingen;Amitrol;Beplantingen buiten de bebouwde kom;2013;0
447;Totaal overheidsinstellingen;Amitrol;Beplantingen buiten de bebouwde kom;2018;0
448;Totaal overheidsinstellingen;Amitrol;Bossen en natuurterreinen;1992;0
449;Totaal overheidsinstellingen;Amitrol;Bossen en natuurterreinen;1995;0
450;Totaal overheidsinstellingen;Amitrol;Bossen en natuurterreinen;2001;0
451;Totaal overheidsinstellingen;Amitrol;Bossen en natuurterreinen;2005;0
452;Totaal overheidsinstellingen;Amitrol;Bossen en natuurterreinen;2009;0
453;Totaal overheidsinstellingen;Amitrol;Bossen en natuurterreinen;2013;0
454;Totaal overheidsinstellingen;Amitrol;Bossen en natuurterreinen;2018;0
455;Totaal overheidsinstellingen;Amitrol;Sportvelden;1992;21
456;Totaal overheidsinstellingen;Amitrol;Sportvelden;1995;17
457;Totaal overheidsinstellingen;Amitrol;Sportvelden;2001;0
458;Totaal overheidsinstellingen;Amitrol;Sportvelden;2005;0
459;Totaal overheidsinstellingen;Amitrol;Sportvelden;2009;2
460;Totaal overheidsinstellingen;Amitrol;Sportvelden;2013;0
461;Totaal overheidsinstellingen;Amitrol;Sportvelden;2018;0
462;Totaal overheidsinstellingen;Amitrol;Andere groene elementen;1992;16
463;Totaal overheidsinstellingen;Amitrol;Andere groene elementen;1995;10
464;Totaal overheidsinstellingen;Amitrol;Andere groene elementen;2001;0
465;Totaal overheidsinstellingen;Amitrol;Andere groene elementen;2005;113
466;Totaal overheidsinstellingen;Amitrol;Andere groene elementen;2009;2
467;Totaal overheidsinstellingen;Amitrol;Andere groene elementen;2013;0
468;Totaal overheidsinstellingen;Amitrol;Andere groene elementen;2018;0
469;Totaal overheidsinstellingen;Amitrol;Kwekerijen;1992;3
470;Totaal overheidsinstellingen;Amitrol;Kwekerijen;1995;2
471;Totaal overheidsinstellingen;Amitrol;Kwekerijen;2001;0
472;Totaal overheidsinstellingen;Amitrol;Kwekerijen;2005;0
473;Totaal overheidsinstellingen;Amitrol;Kwekerijen;2009;0
474;Totaal overheidsinstellingen;Amitrol;Kwekerijen;2013;0
475;Totaal overheidsinstellingen;Amitrol;Kwekerijen;2018;0
476;Totaal overheidsinstellingen;Amitrol;Totaal verhardingen;1992;3798
477;Totaal overheidsinstellingen;Amitrol;Totaal verhardingen;1995;1808
478;Totaal overheidsinstellingen;Amitrol;Totaal verhardingen;2001;353
479;Totaal overheidsinstellingen;Amitrol;Totaal verhardingen;2005;396
480;Totaal overheidsinstellingen;Amitrol;Totaal verhardingen;2009;139
481;Totaal overheidsinstellingen;Amitrol;Totaal verhardingen;2013;0
482;Totaal overheidsinstellingen;Amitrol;Totaal verhardingen;2018;0
483;Totaal overheidsinstellingen;Amitrol;Spoorbanen;1992;4517
484;Totaal overheidsinstellingen;Amitrol;Spoorbanen;1995;0
485;Totaal overheidsinstellingen;Amitrol;Spoorbanen;2001;0
486;Totaal overheidsinstellingen;Amitrol;Spoorbanen;2005;0
487;Totaal overheidsinstellingen;Amitrol;Spoorbanen;2009;0
488;Totaal overheidsinstellingen;Amitrol;Spoorbanen;2013;312
489;Totaal overheidsinstellingen;Amitrol;Spoorbanen;2018;0
490;Totaal overheidsinstellingen;Dalapon;Totaal toepassingssectoren;1992;7476
491;Totaal overheidsinstellingen;Dalapon;Totaal toepassingssectoren;1995;581
492;Totaal overheidsinstellingen;Dalapon;Totaal toepassingssectoren;2001;0
493;Totaal overheidsinstellingen;Dalapon;Totaal toepassingssectoren;2005;0
494;Totaal overheidsinstellingen;Dalapon;Totaal toepassingssectoren;2009;0
495;Totaal overheidsinstellingen;Dalapon;Totaal toepassingssectoren;2013;0
496;Totaal overheidsinstellingen;Dalapon;Totaal toepassingssectoren;2018;0
497;Totaal overheidsinstellingen;Dalapon;Waterlopen en vijvers;1992;3036
498;Totaal overheidsinstellingen;Dalapon;Waterlopen en vijvers;1995;418
499;Totaal overheidsinstellingen;Dalapon;Waterlopen en vijvers;2001;0
500;Totaal overheidsinstellingen;Dalapon;Waterlopen en vijvers;2005;0
501;Totaal overheidsinstellingen;Dalapon;Waterlopen en vijvers;2009;0
502;Totaal overheidsinstellingen;Dalapon;Waterlopen en vijvers;2013;0
503;Totaal overheidsinstellingen;Dalapon;Waterlopen en vijvers;2018;0
504;Totaal overheidsinstellingen;Dalapon;Beplantingen binnen de bebouwde kom;1992;3625
505;Totaal overheidsinstellingen;Dalapon;Beplantingen binnen de bebouwde kom;1995;163
506;Totaal overheidsinstellingen;Dalapon;Beplantingen binnen de bebouwde kom;2001;0
507;Totaal overheidsinstellingen;Dalapon;Beplantingen binnen de bebouwde kom;2005;0
508;Totaal overheidsinstellingen;Dalapon;Beplantingen binnen de bebouwde kom;2009;0
509;Totaal overheidsinstellingen;Dalapon;Beplantingen binnen de bebouwde kom;2013;0
510;Totaal overheidsinstellingen;Dalapon;Beplantingen binnen de bebouwde kom;2018;0
511;Totaal overheidsinstellingen;Dalapon;Beplantingen buiten de bebouwde kom;1992;134
512;Totaal overheidsinstellingen;Dalapon;Beplantingen buiten de bebouwde kom;1995;0
513;Totaal overheidsinstellingen;Dalapon;Beplantingen buiten de bebouwde kom;2001;0
514;Totaal overheidsinstellingen;Dalapon;Beplantingen buiten de bebouwde kom;2005;0
515;Totaal overheidsinstellingen;Dalapon;Beplantingen buiten de bebouwde kom;2009;0
516;Totaal overheidsinstellingen;Dalapon;Beplantingen buiten de bebouwde kom;2013;0
517;Totaal overheidsinstellingen;Dalapon;Beplantingen buiten de bebouwde kom;2018;0
518;Totaal overheidsinstellingen;Dalapon;Bossen en natuurterreinen;1992;0
519;Totaal overheidsinstellingen;Dalapon;Bossen en natuurterreinen;1995;0
520;Totaal overheidsinstellingen;Dalapon;Bossen en natuurterreinen;2001;0
521;Totaal overheidsinstellingen;Dalapon;Bossen en natuurterreinen;2005;0
522;Totaal overheidsinstellingen;Dalapon;Bossen en natuurterreinen;2009;0
523;Totaal overheidsinstellingen;Dalapon;Bossen en natuurterreinen;2013;0
524;Totaal overheidsinstellingen;Dalapon;Bossen en natuurterreinen;2018;0
525;Totaal overheidsinstellingen;Dalapon;Sportvelden;1992;41
526;Totaal overheidsinstellingen;Dalapon;Sportvelden;1995;0
527;Totaal overheidsinstellingen;Dalapon;Sportvelden;2001;0
528;Totaal overheidsinstellingen;Dalapon;Sportvelden;2005;0
529;Totaal overheidsinstellingen;Dalapon;Sportvelden;2009;0
530;Totaal overheidsinstellingen;Dalapon;Sportvelden;2013;0
531;Totaal overheidsinstellingen;Dalapon;Sportvelden;2018;0
532;Totaal overheidsinstellingen;Dalapon;Andere groene elementen;1992;113
533;Totaal overheidsinstellingen;Dalapon;Andere groene elementen;1995;0
534;Totaal overheidsinstellingen;Dalapon;Andere groene elementen;2001;0
535;Totaal overheidsinstellingen;Dalapon;Andere groene elementen;2005;0
536;Totaal overheidsinstellingen;Dalapon;Andere groene elementen;2009;0
537;Totaal overheidsinstellingen;Dalapon;Andere groene elementen;2013;0
538;Totaal overheidsinstellingen;Dalapon;Andere groene elementen;2018;0
539;Totaal overheidsinstellingen;Dalapon;Kwekerijen;1992;0
540;Totaal overheidsinstellingen;Dalapon;Kwekerijen;1995;0
541;Totaal overheidsinstellingen;Dalapon;Kwekerijen;2001;0
542;Totaal overheidsinstellingen;Dalapon;Kwekerijen;2005;0
543;Totaal overheidsinstellingen;Dalapon;Kwekerijen;2009;0
544;Totaal overheidsinstellingen;Dalapon;Kwekerijen;2013;0
545;Totaal overheidsinstellingen;Dalapon;Kwekerijen;2018;0
546;Totaal overheidsinstellingen;Dalapon;Totaal verhardingen;1992;428
547;Totaal overheidsinstellingen;Dalapon;Totaal verhardingen;1995;0
548;Totaal overheidsinstellingen;Dalapon;Totaal verhardingen;2001;0
549;Totaal overheidsinstellingen;Dalapon;Totaal verhardingen;2005;0
550;Totaal overheidsinstellingen;Dalapon;Totaal verhardingen;2009;0
551;Totaal overheidsinstellingen;Dalapon;Totaal verhardingen;2013;0
552;Totaal overheidsinstellingen;Dalapon;Totaal verhardingen;2018;0
553;Totaal overheidsinstellingen;Dalapon;Spoorbanen;1992;99
554;Totaal overheidsinstellingen;Dalapon;Spoorbanen;1995;0
555;Totaal overheidsinstellingen;Dalapon;Spoorbanen;2001;0
556;Totaal overheidsinstellingen;Dalapon;Spoorbanen;2005;0
557;Totaal overheidsinstellingen;Dalapon;Spoorbanen;2009;0
558;Totaal overheidsinstellingen;Dalapon;Spoorbanen;2013;0
559;Totaal overheidsinstellingen;Dalapon;Spoorbanen;2018;0
560;Totaal overheidsinstellingen;Bacillus thuringiensis subsp. aizawai;Totaal toepassingssectoren;1992;0
561;Totaal overheidsinstellingen;Bacillus thuringiensis subsp. aizawai;Totaal toepassingssectoren;1995;0
562;Totaal overheidsinstellingen;Bacillus thuringiensis subsp. aizawai;Totaal toepassingssectoren;2001;0
563;Totaal overheidsinstellingen;Bacillus thuringiensis subsp. aizawai;Totaal toepassingssectoren;2005;0
564;Totaal overheidsinstellingen;Bacillus thuringiensis subsp. aizawai;Totaal toepassingssectoren;2009;0
565;Totaal overheidsinstellingen;Bacillus thuringiensis subsp. aizawai;Totaal toepassingssectoren;2013;0
566;Totaal overheidsinstellingen;Bacillus thuringiensis subsp. aizawai;Totaal toepassingssectoren;2018;317
567;Totaal overheidsinstellingen;Bacillus thuringiensis subsp. aizawai;Waterlopen en vijvers;1992;0
568;Totaal overheidsinstellingen;Bacillus thuringiensis subsp. aizawai;Waterlopen en vijvers;1995;0
569;Totaal overheidsinstellingen;Bacillus thuringiensis subsp. aizawai;Waterlopen en vijvers;2001;0
570;Totaal overheidsinstellingen;Bacillus thuringiensis subsp. aizawai;Waterlopen en vijvers;2005;0
571;Totaal overheidsinstellingen;Bacillus thuringiensis subsp. aizawai;Waterlopen en vijvers;2009;0
572;Totaal overheidsinstellingen;Bacillus thuringiensis subsp. aizawai;Waterlopen en vijvers;2013;0
573;Totaal overheidsinstellingen;Bacillus thuringiensis subsp. aizawai;Waterlopen en vijvers;2018;0
574;Totaal overheidsinstellingen;Bacillus thuringiensis subsp. aizawai;Beplantingen binnen de bebouwde kom;1992;0
575;Totaal overheidsinstellingen;Bacillus thuringiensis subsp. aizawai;Beplantingen binnen de bebouwde kom;1995;0
576;Totaal overheidsinstellingen;Bacillus thuringiensis subsp. aizawai;Beplantingen binnen de bebouwde kom;2001;0
577;Totaal overheidsinstellingen;Bacillus thuringiensis subsp. aizawai;Beplantingen binnen de bebouwde kom;2005;0
578;Totaal overheidsinstellingen;Bacillus thuringiensis subsp. aizawai;Beplantingen binnen de bebouwde kom;2009;0
579;Totaal overheidsinstellingen;Bacillus thuringiensis subsp. aizawai;Beplantingen binnen de bebouwde kom;2013;0
580;Totaal overheidsinstellingen;Bacillus thuringiensis subsp. aizawai;Beplantingen binnen de bebouwde kom;2018;58
581;Totaal overheidsinstellingen;Bacillus thuringiensis subsp. aizawai;Beplantingen buiten de bebouwde kom;1992;0
582;Totaal overheidsinstellingen;Bacillus thuringiensis subsp. aizawai;Beplantingen buiten de bebouwde kom;1995;0
583;Totaal overheidsinstellingen;Bacillus thuringiensis subsp. aizawai;Beplantingen buiten de bebouwde kom;2001;0
584;Totaal overheidsinstellingen;Bacillus thuringiensis subsp. aizawai;Beplantingen buiten de bebouwde kom;2005;0
585;Totaal overheidsinstellingen;Bacillus thuringiensis subsp. aizawai;Beplantingen buiten de bebouwde kom;2009;0
586;Totaal overheidsinstellingen;Bacillus thuringiensis subsp. aizawai;Beplantingen buiten de bebouwde kom;2013;0
587;Totaal overheidsinstellingen;Bacillus thuringiensis subsp. aizawai;Beplantingen buiten de bebouwde kom;2018;103
588;Totaal overheidsinstellingen;Bacillus thuringiensis subsp. aizawai;Bossen en natuurterreinen;1992;0
589;Totaal overheidsinstellingen;Bacillus thuringiensis subsp. aizawai;Bossen en natuurterreinen;1995;0
590;Totaal overheidsinstellingen;Bacillus thuringiensis subsp. aizawai;Bossen en natuurterreinen;2001;0
591;Totaal overheidsinstellingen;Bacillus thuringiensis subsp. aizawai;Bossen en natuurterreinen;2005;0
592;Totaal overheidsinstellingen;Bacillus thuringiensis subsp. aizawai;Bossen en natuurterreinen;2009;0
593;Totaal overheidsinstellingen;Bacillus thuringiensis subsp. aizawai;Bossen en natuurterreinen;2013;0
594;Totaal overheidsinstellingen;Bacillus thuringiensis subsp. aizawai;Bossen en natuurterreinen;2018;4
595;Totaal overheidsinstellingen;Bacillus thuringiensis subsp. aizawai;Sportvelden;1992;0
596;Totaal overheidsinstellingen;Bacillus thuringiensis subsp. aizawai;Sportvelden;1995;0
