ID;Politieregio;Cijfersoort;Perioden;SlachtofferschapTotaal_1;GeweldsdelictenTotaal_2;SeksueleDelicten_3;Mishandeling_4;Bedreiging_5;VermogensdelictenTotaal_6;TotaalInbrakenEnPogingTotInbraak_7;Inbraken_8;PogingTotInbraak_9;Fietsdiefstal_10;DiefstalVanEnUitDeAuto18_11;TotaalZakkenrollerij_12;ZakkenrollerijZonderGeweld_13;ZakkenrollerijMetGeweld_14;OverigeDiefstal_15;VandalismedelictenTotaal_16;OverigeDelicten_17;TotaalInbrakenEnPogingTotInbraak_18;Inbraken_19;PogingTotInbraak_20;Fietsdiefstal_21;DelictenTotaal_22;GeweldsdelictenTotaal_23;SeksueleDelicten_24;Mishandeling_25;Bedreiging_26;VermogensdelictenTotaal_27;PogingTotInbraakTotaal_28;PogingTotInbraak_29;Inbraak_30;Fietsendiefstal_31;DiefstalVanEnUitDeAuto_32;ZakkenrollerijTotaal_33;ZakkenrollerijZonderGeweld_34;ZakkenrollerijMetGeweld_35;OverigeDiefstal_36;VandalismedelictenTotaal_37;OverigeDelicten_38;DaderBekendTotaal_39;ExPartnerFamilielid_40;Partner_41;ExPartner_42;AnderFamilielid_43;Buurtgenoot_44;IemandVanHetWerk_45;AndersInclOnbekend_46;EigenBuurt_47;EldersInWoongemeente_48;EldersInNederland_49;InBuitenland_50;Onbekend_51;Thuis_52;InAndereWoning_53;InCafeBarDiscoRestaurant_54;OpStraat_55;OpTreinstationBushalteMetrostation_56;InTramBusTreinMetro_57;InEenAuto_58;OpWerk_59;OpSchool_60;InWinkelWarenhuisWinkelcentrum_61;SportveldSporthalKleedruimte_62;ParkParkeerterreinStrand_63;Elders_64
137;Rotterdam-Rijnmond (PO);Waarde;2009;28.5;5.3;1.4;1.0;3.6;14.8;3.0;1.2;1.9;6.1;2.8;2.1;2.0;0.2;3.1;15.0;0.9;2.9;1.9;1.2;6.6;50.9;8.6;2.0;1.3;5.3;18.8;1.9;1.2;0.7;7.3;3.6;2.2;1.9;0.3;3.9;23.5;1.2;23.2;2.8;0.7;1.4;0.7;11.1;2.9;6.4;73.2;16.4;8.8;1.3;0.2;23.3;2.1;6.6;34.2;4.0;2.8;1.6;8.9;2.7;8.3;2.3;2.6;5.1
138;Rotterdam-Rijnmond (PO);Waarde;2010;31.9;7.5;1.8;0.9;5.8;14.1;3.3;1.6;1.7;5.0;2.1;2.4;2.4;0.2;4.6;16.7;0.8;3.5;1.7;1.8;5.4;53.9;10.9;1.8;1.3;7.8;18.3;2.7;1.6;1.1;5.7;2.6;2.4;2.4;0.0;5.1;24.6;0.5;27.8;5.0;0.8;0.0;4.2;12.6;3.5;7.5;68.2;19.6;8.7;2.7;0.8;27.7;6.9;9.7;24.0;3.7;1.4;4.0;7.5;3.3;5.9;2.7;3.2;6.1
139;Rotterdam-Rijnmond (PO);Waarde;2011;27.1;5.9;1.5;1.1;4.0;13.5;3.1;1.2;2.1;4.8;2.5;1.9;1.7;0.3;3.4;14.1;1.2;3.2;2.1;1.2;5.2;49.1;9.8;2.4;1.5;5.9;17.1;2.2;1.4;0.8;5.7;3.2;2.0;1.7;0.0;4.1;22.2;1.5;26.1;4.2;1.3;1.6;1.3;12.1;3.2;6.1;74.6;15.7;7.8;1.1;0.8;25.4;2.5;6.8;33.5;3.4;1.7;1.2;8.9;2.9;8.0;2.5;2.3;4.9
140;Rotterdam-Rijnmond (PO);Betrouwbaarheidsmarge;2008;2.4;1.3;0.9;0.8;1.1;1.7;0.5;0.3;0.5;1.1;0.9;0.6;0.6;0.1;1.1;1.8;0.5;0.4;0.4;0.2;1.2;7.1;5.5;2.3;2.2;2.2;2.4;0.3;0.3;0.1;1.3;1.0;0.5;0.5;0.1;1.5;3.3;0.5;6.9;2.6;0.2;2.6;0.2;4.5;4.3;5.9;3.9;3.1;3.1;1.4;0.5;6.1;1.7;3.9;5.3;1.8;2.5;0.3;;;4.0;1.5;2.4;4.0
141;Rotterdam-Rijnmond (PO);Betrouwbaarheidsmarge;2009;0.6;0.3;0.2;0.2;0.3;0.5;0.2;0.2;0.2;0.3;0.2;0.2;0.2;0.1;0.2;0.5;0.1;0.3;0.2;0.2;0.4;1.5;0.6;0.3;0.2;0.5;0.7;0.2;0.1;0.1;0.5;0.3;0.2;0.2;0.1;0.3;0.9;0.2;1.7;0.7;0.3;0.5;0.3;1.2;0.7;1.0;1.0;0.8;0.7;0.2;0.1;1.8;0.6;1.2;2.0;0.9;0.7;0.5;1.2;0.7;1.2;0.7;0.6;0.9
142;Rotterdam-Rijnmond (PO);Betrouwbaarheidsmarge;2010;3.5;2.0;1.0;0.7;1.8;2.6;1.4;1.0;1.0;1.7;1.1;1.2;1.2;0.4;1.5;2.7;0.7;1.8;1.3;1.3;1.8;7.7;3.3;1.2;1.2;2.7;4.2;1.7;1.6;0.8;2.0;1.5;1.4;1.4;;1.7;4.7;0.5;8.5;3.9;1.5;;3.6;6.6;3.1;4.9;5.3;4.5;3.2;1.9;0.9;8.8;5.1;6.2;8.8;3.7;2.0;3.9;5.0;3.8;4.8;3.0;3.6;4.6
143;Rotterdam-Rijnmond (PO);Betrouwbaarheidsmarge;2011;0.8;0.4;0.2;0.2;0.4;0.6;0.3;0.2;0.3;0.4;0.3;0.3;0.2;0.1;0.3;0.6;0.2;0.4;0.3;0.2;0.4;2.0;1.0;0.4;0.3;0.6;1.0;0.3;0.2;0.2;0.5;0.3;0.3;0.2;;0.4;1.1;0.3;2.1;1.2;0.9;0.6;0.5;1.5;0.8;1.1;1.2;1.0;0.7;0.3;0.2;2.2;0.8;1.4;2.5;1.0;0.6;0.5;1.4;0.9;1.5;0.9;0.8;1.0
144;Zuid-Holland-Zuid (PO);Waarde;2008;23.2;5.1;1.5;1.3;3.4;9.0;1.6;0.8;1.2;3.1;1.2;1.2;1.2;0.0;2.6;14.9;0.7;1.8;1.4;0.7;3.3;41.4;9.7;2.8;1.8;5.0;10.0;1.3;0.8;0.4;3.3;1.2;1.2;1.2;0.0;3.0;21.8;0.9;43.6;10.2;2.8;4.5;2.9;13.4;0.0;23.2;61.7;15.9;18.2;2.4;1.8;23.9;1.7;3.9;26.1;1.5;1.9;3.3;;;6.3;4.9;2.7;6.3
145;Zuid-Holland-Zuid (PO);Waarde;2009;24.9;6.0;2.1;1.1;3.7;9.2;1.6;1.1;0.5;2.7;1.2;1.2;1.2;0.2;3.4;14.8;1.3;1.8;0.5;1.3;2.9;41.7;9.2;2.9;1.5;4.8;10.5;0.9;0.3;0.7;3.1;1.4;1.3;1.0;0.3;3.9;22.0;1.4;23.6;2.3;0.9;0.6;0.9;8.0;5.1;9.7;63.5;15.1;16.6;2.5;2.3;18.3;1.1;14.6;31.6;1.5;0.5;0.1;15.7;1.9;4.8;5.5;4.2;10.6
146;Zuid-Holland-Zuid (PO);Waarde;2010;23.7;5.4;1.2;0.9;3.8;10.9;2.7;1.7;1.3;3.1;1.7;1.8;1.6;0.2;3.4;11.9;1.3;2.7;1.3;1.9;3.2;38.5;8.3;2.2;0.9;5.2;12.7;2.2;0.9;1.3;3.3;1.7;1.9;1.8;0.1;3.7;17.5;1.6;33.1;2.8;1.7;0.2;1.1;10.9;6.6;13.1;64.9;14.6;17.6;3.0;0.0;28.9;4.2;3.7;19.7;1.9;0.8;0.0;22.8;1.8;6.6;6.1;3.5;8.2
147;Zuid-Holland-Zuid (PO);Waarde;2011;22.3;5.3;0.9;1.1;3.9;10.0;2.2;0.8;1.5;3.2;1.2;1.5;1.4;0.1;3.5;12.6;0.8;2.4;1.5;1.2;3.3;41.4;9.0;1.2;1.7;6.2;12.3;1.6;0.8;0.8;3.5;1.3;1.3;1.2;0.1;4.7;20.1;1.2;35.1;3.2;0.5;2.5;1.3;14.9;6.5;8.7;66.3;17.1;13.5;2.5;0.5;24.9;1.0;7.5;36.0;0.4;0.3;0.2;14.1;1.8;6.3;4.8;2.6;7.9
148;Zuid-Holland-Zuid (PO);Betrouwbaarheidsmarge;2008;3.5;1.8;1.0;0.9;1.5;2.4;1.0;0.6;0.9;1.5;0.9;0.8;0.8;;1.4;3.1;0.7;1.3;1.2;0.6;1.6;9.2;4.7;2.1;1.4;2.5;3.4;0.9;0.7;0.4;1.6;0.9;0.9;0.9;;2.5;4.9;1.0;11.7;7.1;3.9;5.1;3.6;8.6;;9.8;7.1;5.4;5.5;2.2;1.8;11.7;3.3;4.1;11.3;3.0;3.7;4.7;;;5.9;5.0;5.3;6.4
149;Zuid-Holland-Zuid (PO);Betrouwbaarheidsmarge;2009;2.9;1.6;1.0;0.7;1.3;1.9;0.9;0.8;0.4;1.1;0.7;0.6;0.6;0.2;1.2;2.3;0.7;1.1;0.4;1.1;1.1;6.5;2.9;1.6;0.9;1.8;2.5;0.6;0.2;0.6;1.3;0.8;0.8;0.6;0.4;1.6;4.2;0.9;7.4;2.7;1.7;1.1;1.8;4.5;3.9;5.2;5.3;3.9;4.3;1.6;1.7;7.7;1.5;7.8;9.2;1.5;1.0;0.1;7.5;2.6;3.7;4.6;4.1;5.7
150;Zuid-Holland-Zuid (PO);Betrouwbaarheidsmarge;2010;2.7;1.5;0.7;0.6;1.3;2.0;1.0;0.8;0.7;1.1;0.9;0.9;0.8;0.3;1.1;2.0;0.7;1.1;0.8;1.0;1.1;5.6;2.7;1.5;0.6;2.0;2.8;1.3;0.6;0.9;1.1;0.9;1.3;1.3;0.1;1.2;3.3;1.1;8.8;3.4;2.8;0.4;2.1;5.2;4.8;6.8;5.3;3.7;4.5;2.1;;8.6;4.2;3.0;7.7;3.1;1.2;;8.8;2.7;4.8;5.1;3.6;4.8
151;Zuid-Holland-Zuid (PO);Betrouwbaarheidsmarge;2011;2.5;1.4;0.6;0.7;1.1;1.8;0.9;0.6;0.7;1.1;0.7;0.7;0.7;0.1;1.1;2.0;0.5;1.1;0.7;0.9;1.1;6.5;2.8;0.8;1.1;2.2;2.8;0.8;0.4;0.5;1.2;0.7;0.9;0.9;0.1;1.8;4.0;0.9;8.6;2.9;0.4;2.8;2.1;6.3;4.4;4.8;5.1;4.0;3.9;1.6;0.7;8.0;0.8;5.4;9.2;0.4;0.4;0.3;6.7;2.2;5.4;4.4;2.5;5.4
152;Zeeland (PO);Waarde;2008;18.8;3.5;0.9;0.7;2.3;7.4;1.0;0.5;0.4;2.3;1.9;0.9;0.7;0.2;2.6;10.5;0.7;1.1;0.4;0.7;2.3;28.5;5.2;1.0;1.0;3.2;8.8;0.8;0.4;0.4;2.5;2.0;0.7;0.5;0.0;2.8;14.4;0.7;38.7;2.3;1.0;0.0;1.3;17.3;2.8;17.7;49.7;27.5;19.4;3.0;0.4;23.0;2.3;10.1;27.7;0.0;1.5;1.3;;;1.4;1.4;11.5;4.2
153;Zeeland (PO);Waarde;2009;22.0;5.5;1.5;1.1;3.7;9.2;1.8;0.9;1.0;3.5;0.8;1.3;1.2;0.1;3.5;12.4;1.1;2.0;1.2;1.0;3.6;40.5;10.1;2.6;1.7;5.7;11.7;1.5;0.7;0.7;4.0;0.8;1.2;1.1;0.0;4.3;18.7;1.3;38.7;4.4;0.4;2.8;1.2;14.1;6.8;14.2;58.8;23.8;14.4;2.3;0.5;28.1;5.4;10.9;21.1;2.1;0.4;1.4;17.1;4.1;3.1;3.7;2.2;8.4
154;Zeeland (PO);Waarde;2010;20.6;4.9;0.6;1.5;3.6;10.2;2.3;0.9;1.4;2.9;0.8;1.5;1.3;0.3;3.0;9.2;1.2;2.7;1.5;1.2;3.0;30.7;7.8;0.5;2.0;5.3;10.9;1.5;0.9;0.6;3.3;0.8;1.0;0.8;0.3;4.3;12.0;1.3;41.3;2.7;0.0;0.0;2.7;12.7;5.8;18.9;50.1;26.8;17.3;4.8;1.0;24.6;1.3;16.0;19.1;1.2;1.5;1.5;15.3;4.2;5.5;6.4;3.4;11.0
155;Zeeland (PO);Waarde;2011;16.9;2.1;0.3;0.2;1.6;7.2;1.9;0.4;1.5;1.7;0.6;0.7;0.7;0.1;2.6;9.9;0.7;2.0;1.6;0.4;1.8;22.1;2.6;0.4;0.2;2.0;7.7;1.6;1.4;0.2;1.8;0.8;0.9;0.8;0.1;2.7;11.8;0.9;29.9;2.5;0.0;2.5;0.0;11.2;4.8;11.4;60.7;25.2;9.5;2.7;1.8;41.2;0.0;12.8;20.8;2.9;0.0;1.9;4.4;2.4;7.9;2.6;2.2;9.6
156;Zeeland (PO);Betrouwbaarheidsmarge;2008;3.2;1.6;0.7;0.6;1.4;2.1;0.7;0.5;0.4;1.0;1.5;0.7;0.5;0.4;1.1;2.4;0.6;0.9;0.5;0.7;1.0;5.8;2.8;0.9;1.0;2.0;2.8;0.7;0.5;0.4;1.1;1.6;0.6;0.5;;1.5;3.9;0.7;13.6;3.2;1.9;;2.6;10.7;3.9;10.2;8.0;7.3;6.7;2.4;0.8;11.6;4.4;8.8;12.4;;2.9;2.5;;;2.8;2.8;14.6;4.7
157;Zeeland (PO);Betrouwbaarheidsmarge;2009;1.5;0.9;0.5;0.4;0.7;1.1;0.5;0.4;0.4;0.7;0.3;0.4;0.4;0.1;0.7;1.2;0.4;0.7;0.5;0.5;0.7;4.1;2.3;1.0;0.8;1.3;1.8;0.6;0.3;0.4;1.0;0.4;0.5;0.4;;0.9;2.2;0.5;5.2;2.2;0.4;1.9;1.0;3.6;2.7;3.7;3.3;2.9;2.3;1.0;0.3;5.4;2.8;3.9;4.9;1.6;0.5;1.2;4.7;2.4;2.0;2.3;1.5;2.8
158;Zeeland (PO);Betrouwbaarheidsmarge;2010;2.9;1.6;0.5;0.9;1.4;2.2;1.2;0.8;0.9;1.2;0.7;0.9;0.8;0.4;1.2;2.1;0.8;1.6;1.2;1.0;1.2;6.7;3.3;0.7;1.4;2.3;2.7;0.9;0.7;0.6;1.4;0.7;0.7;0.6;0.4;2.0;3.4;1.0;11.3;3.8;;;3.8;7.4;5.7;8.8;7.1;6.3;5.3;2.9;1.3;10.4;2.6;8.6;9.3;2.4;3.0;3.0;9.0;4.8;6.2;6.2;4.7;6.9
159;Zeeland (PO);Betrouwbaarheidsmarge;2011;2.5;0.9;0.3;0.3;0.8;1.7;0.9;0.3;0.8;0.9;0.5;0.5;0.5;0.2;1.1;2.0;0.6;1.0;1.0;0.3;0.9;3.8;1.3;0.4;0.3;1.2;2.2;1.1;1.1;0.2;1.0;0.5;0.8;0.7;0.2;1.1;2.6;0.7;12.4;4.9;;4.9;;8.5;5.5;8.3;7.2;6.4;4.3;2.1;2.1;14.2;;9.9;11.1;5.1;;3.7;5.8;4.8;7.8;4.4;4.3;8.3
160;Midden- en West-Brabant (PO);Waarde;2008;23.7;3.5;0.2;0.5;3.1;11.4;2.0;1.0;1.2;5.7;1.0;2.1;2.0;0.1;3.1;12.8;1.3;2.0;0.9;1.3;5.9;37.5;5.2;0.5;0.5;4.2;15.3;1.6;0.7;0.8;6.9;1.0;2.1;2.0;0.1;3.8;17.0;2.0;27.9;9.6;9.6;0.0;0.0;8.7;4.8;5.4;58.0;26.0;12.3;2.9;0.8;33.5;0.0;8.2;29.3;0.0;1.5;0.0;;;3.8;3.5;3.2;3.0
161;Midden- en West-Brabant (PO);Waarde;2009;28.3;5.4;1.2;1.1;3.9;14.3;3.3;1.6;2.1;5.9;1.9;2.1;1.9;0.2;3.9;15.3;1.0;3.0;1.9;1.3;6.2;49.2;9.0;1.8;1.7;5.5;17.5;1.8;1.1;0.7;7.2;2.3;1.8;1.6;0.2;4.3;22.7;1.4;28.9;3.2;0.3;2.5;0.6;11.2;3.5;11.9;60.7;25.2;11.6;2.1;0.4;27.2;2.0;12.0;23.5;0.7;0.4;2.2;13.2;3.7;5.8;6.6;2.4;7.5
162;Midden- en West-Brabant (PO);Waarde;2010;25.1;4.9;1.5;0.7;2.8;11.9;3.4;1.1;2.4;5.0;0.5;1.1;1.1;0.0;3.5;12.2;0.9;3.6;2.7;1.1;5.2;37.6;6.3;1.8;0.8;3.6;15.2;2.8;1.7;1.1;6.3;0.9;0.8;0.8;0.0;4.4;16.1;1.2;25.0;4.8;0.0;3.7;1.0;8.0;9.7;5.6;52.5;29.4;13.9;2.0;2.3;32.6;0.0;13.3;23.2;0.0;1.8;0.9;13.6;0.0;11.6;0.0;3.1;9.2
163;Midden- en West-Brabant (PO);Waarde;2011;25.4;5.3;1.5;1.3;3.5;13.1;3.7;2.0;2.0;4.4;1.8;1.9;1.8;0.1;3.8;12.8;0.8;3.8;2.1;2.0;4.6;46.3;10.4;2.7;2.2;5.6;17.0;2.8;1.3;1.4;5.5;2.1;1.9;1.7;0.0;4.8;18.8;1.0;34.9;7.2;0.6;2.7;4.1;11.9;4.2;12.0;67.4;20.4;9.6;2.1;0.5;32.8;4.5;9.8;23.4;0.8;1.1;1.3;10.5;1.8;8.3;2.8;2.2;6.7
164;Midden- en West-Brabant (PO);Betrouwbaarheidsmarge;2008;3.5;1.8;0.3;0.6;1.8;2.5;1.1;0.8;0.9;1.8;0.8;1.1;1.1;0.1;1.3;2.8;1.1;1.2;0.7;1.0;1.9;7.1;2.9;0.9;0.6;2.6;3.9;1.1;0.6;0.8;2.3;0.9;1.2;1.2;0.1;1.8;4.3;2.1;13.5;12.4;12.4;;;6.4;4.9;4.6;7.1;6.4;4.5;2.5;1.1;15.1;;6.9;12.6;;2.9;;;;4.6;4.4;3.6;3.5
165;Midden- en West-Brabant (PO);Betrouwbaarheidsmarge;2009;2.0;1.0;0.3;0.5;0.9;1.5;0.6;0.4;0.5;1.0;0.7;0.6;0.6;0.2;0.9;1.6;0.3;0.5;0.4;0.3;1.1;4.4;2.3;0.7;1.0;1.7;2.1;0.3;0.2;0.2;1.3;0.8;0.6;0.6;0.2;0.9;2.6;0.5;6.2;3.2;0.2;3.2;0.3;4.7;1.7;4.0;3.4;3.1;2.6;0.8;0.2;5.5;1.2;4.4;5.2;0.4;0.3;1.5;4.9;2.0;1.9;5.1;1.1;4.1
166;Midden- en West-Brabant (PO);Betrouwbaarheidsmarge;2010;3.2;1.7;1.0;0.7;1.3;2.4;1.3;0.8;1.1;1.7;0.5;0.7;0.7;;1.3;2.4;0.7;1.6;1.4;0.9;1.7;6.5;2.3;1.3;0.7;1.8;4.4;1.6;0.9;1.2;2.4;1.2;0.6;0.6;;2.0;3.6;1.1;10.1;4.7;;4.3;2.0;5.8;6.7;5.9;6.6;6.1;4.6;1.7;1.9;11.5;;8.9;11.2;;3.5;1.8;7.9;;8.2;;4.2;6.7
167;Midden- en West-Brabant (PO);Betrouwbaarheidsmarge;2011;1.4;0.8;0.5;0.6;0.6;1.1;0.8;0.8;0.3;0.4;0.2;0.5;0.5;0.1;0.7;1.0;0.5;0.7;0.3;0.7;0.4;5.3;3.2;1.4;1.6;1.4;2.2;0.8;0.2;0.7;0.6;0.2;0.5;0.5;;1.5;1.3;0.5;5.6;5.3;0.4;3.5;4.2;3.6;1.3;3.7;2.2;1.9;1.0;0.5;0.2;6.1;3.9;2.1;4.7;0.4;0.6;0.6;2.1;0.7;1.9;1.0;0.8;3.6
168;Brabant-Noord (PO);Waarde;2008;19.8;4.2;1.0;0.5;2.8;9.4;1.3;0.4;0.9;4.1;1.5;1.5;1.5;0.0;2.1;9.7;0.4;1.2;1.0;0.3;4.2;29.2;5.3;1.1;0.5;3.7;10.3;0.6;0.5;0.1;4.7;1.8;1.1;1.1;0.0;2.3;13.6;0.5;38.3;12.9;2.0;0.0;10.9;5.7;3.5;16.1;46.6;28.2;20.2;4.6;0.4;17.8;3.0;11.1;19.3;10.9;1.2;4.1;;;5.6;2.9;3.4;9.5
169;Brabant-Noord (PO);Waarde;2009;25.8;5.0;1.2;1.1;3.2;13.2;3.4;1.5;2.2;5.6;1.8;1.4;1.4;0.2;3.2;13.1;0.7;3.3;2.1;1.4;5.8;43.0;7.5;1.6;1.4;4.6;16.4;2.2;1.4;0.8;7.0;2.1;1.3;1.2;0.1;3.9;19.1;0.8;30.6;2.7;0.5;1.0;1.1;10.2;4.6;13.8;61.0;23.7;13.1;2.1;0.1;28.7;2.6;16.2;24.1;1.6;0.5;1.0;10.5;2.5;6.6;2.9;2.5;7.4
170;Brabant-Noord (PO);Waarde;2010;27.3;4.5;1.1;1.3;2.9;15.6;3.6;1.4;2.5;5.6;2.5;2.9;2.8;0.3;3.7;13.3;0.7;3.3;1.9;1.6;5.8;46.3;8.1;1.9;1.6;4.6;19.4;1.9;1.1;0.8;7.4;3.1;2.5;2.1;0.3;4.7;18.8;0.7;27.7;3.3;0.8;1.3;1.1;11.5;4.3;8.7;52.6;24.2;19.3;3.4;0.5;25.9;7.2;11.5;21.8;4.2;1.3;1.2;12.1;3.1;4.9;3.3;2.4;10.1
171;Brabant-Noord (PO);Waarde;2011;23.8;3.9;0.9;0.8;2.7;12.6;3.5;1.8;2.0;4.6;1.8;1.3;1.2;0.1;2.9;11.9;0.8;3.4;1.9;1.8;4.8;38.2;6.2;1.3;0.9;4.0;14.3;2.1;1.1;1.0;5.5;2.3;1.3;1.2;0.1;3.3;17.6;0.9;26.4;3.0;0.5;1.3;1.1;9.9;3.0;11.1;61.1;21.5;14.3;2.4;0.8;30.3;1.7;13.0;24.5;1.5;0.7;2.0;9.2;3.1;7.6;3.1;2.3;8.1
172;Brabant-Noord (PO);Betrouwbaarheidsmarge;2008;3.0;1.7;0.7;0.4;1.5;2.0;0.8;0.4;0.6;1.4;0.8;0.8;0.8;;0.9;2.1;0.5;0.8;0.7;0.3;1.4;5.6;2.1;0.7;0.4;2.0;2.8;0.4;0.4;0.1;1.6;1.2;0.7;0.7;;1.4;3.4;0.6;14.5;14.4;3.9;;14.2;5.9;3.9;9.2;7.0;6.7;5.4;2.6;0.8;10.3;4.1;7.5;10.2;14.7;2.4;5.6;;;6.2;3.9;4.4;7.6
173;Brabant-Noord (PO);Betrouwbaarheidsmarge;2009;1.5;0.8;0.3;0.5;0.5;1.1;0.5;0.3;0.4;0.9;0.3;0.3;0.3;0.1;0.4;1.1;0.2;0.5;0.4;0.3;0.9;2.9;1.2;0.4;0.6;0.8;1.7;0.4;0.3;0.2;1.3;0.4;0.4;0.3;0.1;0.6;1.6;0.3;4.1;1.2;0.6;0.6;0.9;2.4;1.5;3.0;2.7;2.7;1.5;0.6;0.1;4.2;1.2;5.3;4.2;1.0;0.5;0.8;2.5;1.2;2.2;1.2;1.4;2.0
174;Brabant-Noord (PO);Betrouwbaarheidsmarge;2010;3.2;1.5;0.7;0.8;1.2;2.7;1.3;0.8;1.1;1.7;1.3;1.2;1.2;0.5;1.4;2.5;0.6;1.4;0.9;1.2;1.7;7.6;3.3;1.4;1.1;2.4;4.3;0.8;0.5;0.6;2.5;1.7;1.3;1.1;0.5;2.2;3.9;0.6;9.5;3.7;1.6;2.6;2.2;7.1;4.3;5.6;5.9;5.0;4.6;2.2;0.9;9.5;6.3;7.8;9.3;4.1;2.5;2.3;7.7;3.5;4.7;3.8;3.3;6.5
175;Brabant-Noord (PO);Betrouwbaarheidsmarge;2011;1.1;0.5;0.2;0.2;0.4;0.8;0.5;0.4;0.4;0.5;0.4;0.3;0.2;0.1;0.4;0.8;0.2;0.5;0.4;0.4;0.5;2.1;1.0;0.4;0.3;0.8;1.1;0.3;0.2;0.2;0.7;0.4;0.3;0.3;0.0;0.4;1.4;0.3;3.3;1.1;0.5;0.8;0.6;2.4;1.0;2.4;2.1;1.7;1.6;0.7;0.2;3.7;0.8;2.9;3.7;0.9;0.8;1.2;2.2;1.5;2.2;1.5;1.1;2.1
176;Brabant-Zuidoost (PO);Waarde;2008;27.5;6.9;0.6;1.6;5.3;14.0;3.4;1.2;2.4;5.1;1.1;1.3;1.2;0.0;4.8;16.1;0.7;3.3;2.3;1.2;5.3;47.4;9.3;1.0;1.4;7.0;17.5;2.0;1.3;0.8;7.5;1.1;1.1;1.1;0.0;5.8;20.6;0.7;25.6;2.2;0.0;0.9;1.3;13.1;2.6;8.0;56.0;29.5;12.8;1.7;0.0;25.8;0.0;10.7;34.6;0.6;0.0;0.4;;;2.9;7.2;0.1;7.9
177;Brabant-Zuidoost (PO);Waarde;2009;27.1;4.8;1.1;1.0;3.1;13.7;3.3;1.5;2.2;5.6;2.1;1.9;1.8;0.2;3.0;14.6;0.8;3.1;2.0;1.4;5.9;46.9;7.5;1.7;1.2;4.6;17.1;2.1;1.3;0.8;7.0;2.6;1.9;1.7;0.2;3.6;22.3;1.0;25.0;2.9;0.5;1.8;0.8;9.1;5.7;8.2;63.5;22.6;11.7;2.0;0.2;28.4;2.0;12.1;26.6;1.6;0.4;2.7;12.8;2.8;5.0;2.5;2.7;3.7
178;Brabant-Zuidoost (PO);Waarde;2010;26.6;5.5;1.2;0.7;4.1;13.1;2.8;1.7;1.4;6.1;1.3;1.3;1.3;0.1;3.1;13.7;0.8;2.7;1.2;1.7;6.3;43.3;7.3;1.9;0.8;4.5;14.8;1.7;0.7;1.0;7.1;1.4;1.0;1.0;0.1;3.6;21.2;1.3;35.1;3.9;0.9;1.7;1.2;11.5;4.8;14.8;59.4;22.0;14.2;3.3;1.2;30.3;2.2;13.9;21.9;3.6;0.5;0.2;12.3;2.2;7.7;1.9;2.9;5.5
179;Brabant-Zuidoost (PO);Waarde;2011;25.4;5.7;1.2;1.4;3.8;13.3;4.0;1.7;2.6;5.7;1.4;1.4;1.3;0.2;3.3;11.7;0.9;3.9;2.5;1.8;6.0;41.8;8.8;1.6;1.9;5.3;16.4;2.7;1.6;1.1;6.9;1.8;1.3;1.2;0.1;3.8;16.6;1.5;29.5;1.7;0.4;0.5;0.8;12.4;4.1;11.9;59.5;25.8;12.0;2.1;0.6;23.8;2.8;15.7;27.4;1.5;0.8;0.6;11.3;1.3;8.8;3.3;2.1;6.5
180;Brabant-Zuidoost (PO);Betrouwbaarheidsmarge;2008;3.7;2.3;0.6;1.4;1.9;2.9;1.3;0.8;1.1;1.8;0.8;0.8;0.8;0.0;2.0;3.2;0.6;1.3;1.1;0.8;1.8;7.9;3.6;1.2;1.3;3.1;4.2;0.9;0.6;0.6;2.9;0.8;0.8;0.8;0.0;2.5;4.2;0.7;8.8;2.7;;1.7;2.1;6.5;2.3;5.2;6.9;6.7;4.1;1.7;;10.5;;6.7;12.4;1.2;;0.4;;;3.3;8.7;0.2;5.7
181;Brabant-Zuidoost (PO);Betrouwbaarheidsmarge;2009;1.6;0.8;0.4;0.3;0.6;1.2;0.7;0.4;0.6;0.8;0.4;0.5;0.5;0.1;0.6;1.3;0.3;0.7;0.6;0.4;0.8;3.7;1.7;0.6;0.5;1.5;1.7;0.4;0.3;0.2;1.0;0.5;0.5;0.5;0.1;0.8;2.6;0.4;3.9;1.4;0.5;1.3;0.4;2.4;2.4;2.3;2.7;2.3;1.8;0.6;0.1;5.2;1.3;4.5;5.2;1.0;0.4;1.7;3.6;1.6;1.9;1.0;1.5;1.1
182;Brabant-Zuidoost (PO);Betrouwbaarheidsmarge;2010;2.7;1.4;0.6;0.4;1.3;2.0;0.9;0.8;0.6;1.4;0.6;0.5;0.5;0.1;1.0;2.1;0.5;1.0;0.4;0.9;1.5;5.6;2.0;1.1;0.4;1.3;2.5;0.6;0.3;0.5;1.7;0.7;0.4;0.4;0.1;1.4;3.9;1.0;8.4;3.7;1.8;2.5;2.1;5.7;3.6;6.6;4.8;3.8;3.8;1.8;1.2;8.6;2.8;6.6;6.6;4.6;0.7;0.3;6.3;2.1;4.1;1.5;3.0;4.2
