ID;EnergyCommodities;Sectors;Periods;TotalPrimaryEnergySupply_1;IndigenousProduction_2;ReceiptsOfEnergy_3;DeliveriesOfEnergy_4;StockChange_5;StatisticalDifferences_6;TotalEnergyConsumption_7;TotalNetEnergyTransformation_8;NetElectricityCHPTransformation_9;NetOtherTransformation_10;EnergyTransformationInput_11;ElectricityAndCHPTransformationInput_12;OtherTransformationInput_13;EnergyTransformationOutput_14;ElectricityCHPTransformationOutput_15;OtherTransformationOutput_16;OwnUse_17;DistributionLosses_18;FinalEnergyConsumption_19;NonEnergyUse_20
2910;Total energy commodities;G-S, U Services;2010;320.3;3.9;7038.9;6749.0;26.4;;320.3;5.5;1.7;3.8;394.4;8.8;385.6;388.8;7.1;381.8;0.1;;312.9;1.8
2911;Total energy commodities;G-S, U Services;2011;285.1;4.0;7006.8;6788.4;62.7;;285.1;5.7;1.2;4.6;361.6;6.8;354.8;355.8;5.6;350.2;0.1;;277.7;1.6
2912;Total energy commodities;G-S, U Services;2012;297.6;5.3;7369.5;7019.9;-57.3;;297.6;7.9;1.0;6.9;491.9;6.0;486.0;484.1;5.0;479.1;0.1;;288.2;1.4
2913;Total energy commodities;G-S, U Services;2013;300.7;7.6;7133.0;6835.3;-4.5;;300.7;11.5;1.1;10.4;524.8;6.4;518.4;513.3;5.3;508.0;0.1;;287.8;1.3
2914;Total energy commodities;G-S, U Services;2014;267.3;7.3;7149.0;6862.3;-26.7;;267.3;11.9;1.3;10.6;575.7;6.8;568.8;563.8;5.5;558.3;0.1;;253.9;1.4
2915;Total energy commodities;G-S, U Services;2015;284.9;8.4;7946.7;7569.4;-100.7;;284.9;16.8;1.4;15.4;710.3;6.9;703.5;693.5;5.4;688.1;0.1;;266.6;1.4
2916;Total energy commodities;G-S, U Services;2016;282.1;10.5;8324.3;8065.9;13.2;;282.1;13.7;1.3;12.4;845.7;6.6;839.1;832.0;5.3;826.7;0.1;;266.9;1.5
2917;Total energy commodities;G-S, U Services;2017;286.7;10.1;8294.2;8080.9;63.4;;286.7;14.8;1.1;13.7;920.2;7.2;913.0;905.4;6.1;899.3;0.1;;270.2;1.6
2918;Total energy commodities;G-S, U Services;2018;292.6;11.7;8377.3;8098.3;1.9;;292.6;22.9;1.0;21.9;1199.7;8.7;1191.0;1176.8;7.7;1169.1;0.1;;268.0;1.6
2919;Total energy commodities;G-S, U Services;2019;287.4;14.3;8805.5;8468.6;-63.8;;287.4;27.3;1.1;26.3;1449.3;10.5;1438.8;1421.9;9.4;1412.5;0.1;;258.4;1.6
2920;Total energy commodities;G-S, U Services;2020 ;267.3;18.5;8034.1;7709.7;-75.6;;267.3;20.7;0.8;19.8;1053.8;12.9;1041.0;1033.2;12.0;1021.1;0.0;;245.0;1.6
2921;Total energy commodities;G-S, U Services;2021;288.2;23.7;8304.3;8231.5;191.6;;288.2;28.8;0.8;28.0;1198.8;16.0;1182.8;1170.0;15.2;1154.9;0.1;;257.7;1.5
2922;Total energy commodities;G-S, U Services;2022;279.2;27.0;8630.3;8283.5;-94.6;;279.2;33.1;0.8;32.3;1290.4;19.9;1270.5;1257.2;19.1;1238.2;0.1;;244.3;1.5
2923;Total energy commodities;G-S, U Services;2023;262.8;33.5;8827.1;8637.6;39.8;;262.8;21.6;0.9;20.8;1107.5;23.1;1084.4;1085.9;22.2;1063.6;0.2;;239.5;1.5
2924;Total energy commodities;G Wholesale and retail trade;1990;;;;;;;;;;;;;;;;;;;;
2925;Total energy commodities;G Wholesale and retail trade;1991;;;;;;;;;;;;;;;;;;;;
2926;Total energy commodities;G Wholesale and retail trade;1992;;;;;;;;;;;;;;;;;;;;
2927;Total energy commodities;G Wholesale and retail trade;1993;;;;;;;;;;;;;;;;;;;;
2928;Total energy commodities;G Wholesale and retail trade;1994;;;;;;;;;;;;;;;;;;;;
2929;Total energy commodities;G Wholesale and retail trade;1995;;;;;;;;;;;;;;;;;;;;
2930;Total energy commodities;G Wholesale and retail trade;1996;;;;;;;;;;;;;;;;;;;;
2931;Total energy commodities;G Wholesale and retail trade;1997;;;;;;;;;;;;;;;;;;;;
2932;Total energy commodities;G Wholesale and retail trade;1998;;;;;;;;;;;;;;;;;;;;
2933;Total energy commodities;G Wholesale and retail trade;1999;;;;;;;;;;;;;;;;;;;;
2934;Total energy commodities;G Wholesale and retail trade;2000;;;;;;;;;;;;;;;;;;;;
2935;Total energy commodities;G Wholesale and retail trade;2001;;;;;;;;;;;;;;;;;;;;
2936;Total energy commodities;G Wholesale and retail trade;2002;;;;;;;;;;;;;;;;;;;;
2937;Total energy commodities;G Wholesale and retail trade;2003;;;;;;;;;;;;;;;;;;;;
2938;Total energy commodities;G Wholesale and retail trade;2004;;;;;;;;;;;;;;;;;;;;
2939;Total energy commodities;G Wholesale and retail trade;2005;;;;;;;;;;;;;;;;;;;;
2940;Total energy commodities;G Wholesale and retail trade;2006;;;;;;;;;;;;;;;;;;;;
2941;Total energy commodities;G Wholesale and retail trade;2007;;;;;;;;;;;;;;;;;;;;
2942;Total energy commodities;G Wholesale and retail trade;2008;;;;;;;;;;;;;;;;;;;;
2943;Total energy commodities;G Wholesale and retail trade;2009;;;;;;;;;;;;;;;;;;;;
2944;Total energy commodities;G Wholesale and retail trade;2010;66.9;0.2;2772.2;2702.6;-3.0;;66.9;-3.3;;-3.3;54.4;;54.4;57.7;;57.7;;;;
2945;Total energy commodities;G Wholesale and retail trade;2011;61.2;0.0;2719.0;2660.2;2.4;;61.2;0.2;;0.2;62.5;;62.2;62.2;;62.0;;;;
2946;Total energy commodities;G Wholesale and retail trade;2012;61.1;0.6;2563.4;2500.9;-2.0;;61.1;-1.5;;-1.5;71.3;;70.9;72.7;;72.4;;;;
2947;Total energy commodities;G Wholesale and retail trade;2013;64.8;1.3;2504.6;2448.2;7.1;;64.8;1.2;;1.2;39.6;;39.2;38.4;;38.0;;;;
2948;Total energy commodities;G Wholesale and retail trade;2014;52.5;0.7;2475.1;2426.2;2.9;;52.5;-2.5;;-2.5;77.0;;76.6;79.5;;79.1;;;;
2949;Total energy commodities;G Wholesale and retail trade;2015;55.8;0.9;2734.5;2675.3;-4.4;;55.8;-2.6;;-2.6;39.8;;39.6;42.4;;42.2;;;;
2950;Total energy commodities;G Wholesale and retail trade;2016;56.0;2.0;2842.1;2772.1;-16.0;;56.0;-2.5;;-2.5;59.0;;58.8;61.5;;61.2;;;;
2951;Total energy commodities;G Wholesale and retail trade;2017;56.7;0.8;2706.4;2658.0;7.6;;56.7;-3.4;;-3.4;104.2;;103.8;107.6;;107.2;;;;
2952;Total energy commodities;G Wholesale and retail trade;2018;53.7;1.1;2653.9;2600.9;-0.3;;53.7;-4.1;;-4.1;167.8;;167.0;171.9;;171.1;0.0;;;
2953;Total energy commodities;G Wholesale and retail trade;2019;49.7;1.6;2708.3;2667.2;7.1;;49.7;-4.6;;-4.6;259.6;;258.4;264.2;;263.0;0.0;;;
2954;Total energy commodities;G Wholesale and retail trade;2020 ;46.1;2.2;2385.0;2345.4;4.3;;46.1;-4.7;;-4.8;88.9;;87.0;93.6;;91.8;0.0;;;
2955;Total energy commodities;G Wholesale and retail trade;2021;47.5;2.9;2474.3;2433.2;3.5;;47.5;-5.3;;-5.3;74.0;;71.5;79.3;;76.8;0.0;;;
2956;Total energy commodities;G Wholesale and retail trade;2022;42.8;3.4;2472.9;2429.0;-4.5;;42.8;-5.8;;-5.8;118.9;;115.7;124.6;;121.5;0.0;;;
2957;Total energy commodities;G Wholesale and retail trade;2023;39.2;3.8;2542.2;2512.9;6.1;;39.2;-6.2;;-6.2;101.2;;97.6;107.4;;103.8;0.0;;;
2958;Total energy commodities;H Transportation and storage;1990;;;;;;;;;;;;;;;;;;;;
2959;Total energy commodities;H Transportation and storage;1991;;;;;;;;;;;;;;;;;;;;
2960;Total energy commodities;H Transportation and storage;1992;;;;;;;;;;;;;;;;;;;;
2961;Total energy commodities;H Transportation and storage;1993;;;;;;;;;;;;;;;;;;;;
2962;Total energy commodities;H Transportation and storage;1994;;;;;;;;;;;;;;;;;;;;
2963;Total energy commodities;H Transportation and storage;1995;;;;;;;;;;;;;;;;;;;;
2964;Total energy commodities;H Transportation and storage;1996;;;;;;;;;;;;;;;;;;;;
2965;Total energy commodities;H Transportation and storage;1997;;;;;;;;;;;;;;;;;;;;
2966;Total energy commodities;H Transportation and storage;1998;;;;;;;;;;;;;;;;;;;;
2967;Total energy commodities;H Transportation and storage;1999;;;;;;;;;;;;;;;;;;;;
2968;Total energy commodities;H Transportation and storage;2000;;;;;;;;;;;;;;;;;;;;
2969;Total energy commodities;H Transportation and storage;2001;;;;;;;;;;;;;;;;;;;;
2970;Total energy commodities;H Transportation and storage;2002;;;;;;;;;;;;;;;;;;;;
2971;Total energy commodities;H Transportation and storage;2003;;;;;;;;;;;;;;;;;;;;
2972;Total energy commodities;H Transportation and storage;2004;;;;;;;;;;;;;;;;;;;;
2973;Total energy commodities;H Transportation and storage;2005;;;;;;;;;;;;;;;;;;;;
2974;Total energy commodities;H Transportation and storage;2006;;;;;;;;;;;;;;;;;;;;
2975;Total energy commodities;H Transportation and storage;2007;;;;;;;;;;;;;;;;;;;;
2976;Total energy commodities;H Transportation and storage;2008;;;;;;;;;;;;;;;;;;;;
2977;Total energy commodities;H Transportation and storage;2009;;;;;;;;;;;;;;;;;;;;
2978;Total energy commodities;H Transportation and storage;2010;28.3;0.5;4041.7;4043.2;29.4;;28.3;7.1;;7.1;330.9;;330.7;323.8;;323.7;;;;
2979;Total energy commodities;H Transportation and storage;2011;24.9;0.6;4090.9;4126.9;60.3;;24.9;4.5;;4.4;292.7;;292.6;288.3;;288.2;;;;
2980;Total energy commodities;H Transportation and storage;2012;29.7;0.5;4602.1;4517.6;-55.3;;29.7;8.5;;8.4;415.3;;415.1;406.7;;406.6;;;;
2981;Total energy commodities;H Transportation and storage;2013;31.0;1.2;4426.9;4385.5;-11.6;;31.0;9.3;;9.2;479.3;;479.2;470.1;;470.0;;;;
2982;Total energy commodities;H Transportation and storage;2014;33.0;0.6;4496.1;4434.2;-29.6;;33.0;13.2;;13.1;492.3;;492.1;479.1;;479.0;;;;
2983;Total energy commodities;H Transportation and storage;2015;42.7;0.3;5030.6;4891.9;-96.3;;42.7;18.0;;18.0;663.8;;663.8;645.8;;645.8;;;;
2984;Total energy commodities;H Transportation and storage;2016;38.9;0.8;5300.6;5291.8;29.2;;38.9;14.8;;14.8;780.3;;780.3;765.5;;765.5;;;;
2985;Total energy commodities;H Transportation and storage;2017;41.8;0.7;5406.2;5420.9;55.8;;41.8;17.1;;17.1;809.3;;809.2;792.2;;792.1;;;;
2986;Total energy commodities;H Transportation and storage;2018;52.4;0.3;5544.4;5494.5;2.2;;52.4;25.9;;25.9;1024.2;;1023.9;998.3;;998.0;;;;
2987;Total energy commodities;H Transportation and storage;2019;56.4;0.5;5924.3;5797.5;-70.9;;56.4;30.9;;30.9;1180.9;;1180.4;1150.0;;1149.5;;;;
2988;Total energy commodities;H Transportation and storage;2020 ;48.6;1.1;5486.6;5359.3;-79.9;;48.6;24.6;;24.6;954.9;;954.0;930.3;;929.4;;;;
2989;Total energy commodities;H Transportation and storage;2021;58.7;1.6;5659.9;5790.8;188.0;;58.7;33.3;;33.3;1111.6;;1111.0;1078.3;;1077.8;;;;
2990;Total energy commodities;H Transportation and storage;2022;60.8;0.8;5994.8;5844.7;-90.1;;60.8;38.1;;38.1;1155.3;;1154.5;1117.3;;1116.4;;;;
2991;Total energy commodities;H Transportation and storage;2023;49.6;1.0;6127.6;6112.7;33.7;;49.6;27.0;;27.0;987.8;;986.8;960.8;;959.8;;;;
2992;Total energy commodities;I Accommodation and food serving;1990;;;;;;;;;;;;;;;;;;;;
2993;Total energy commodities;I Accommodation and food serving;1991;;;;;;;;;;;;;;;;;;;;
2994;Total energy commodities;I Accommodation and food serving;1992;;;;;;;;;;;;;;;;;;;;
2995;Total energy commodities;I Accommodation and food serving;1993;;;;;;;;;;;;;;;;;;;;
2996;Total energy commodities;I Accommodation and food serving;1994;;;;;;;;;;;;;;;;;;;;
2997;Total energy commodities;I Accommodation and food serving;1995;;;;;;;;;;;;;;;;;;;;
2998;Total energy commodities;I Accommodation and food serving;1996;;;;;;;;;;;;;;;;;;;;
2999;Total energy commodities;I Accommodation and food serving;1997;;;;;;;;;;;;;;;;;;;;
3000;Total energy commodities;I Accommodation and food serving;1998;;;;;;;;;;;;;;;;;;;;
3001;Total energy commodities;I Accommodation and food serving;1999;;;;;;;;;;;;;;;;;;;;
3002;Total energy commodities;I Accommodation and food serving;2000;;;;;;;;;;;;;;;;;;;;
3003;Total energy commodities;I Accommodation and food serving;2001;;;;;;;;;;;;;;;;;;;;
3004;Total energy commodities;I Accommodation and food serving;2002;;;;;;;;;;;;;;;;;;;;
3005;Total energy commodities;I Accommodation and food serving;2003;;;;;;;;;;;;;;;;;;;;
3006;Total energy commodities;I Accommodation and food serving;2004;;;;;;;;;;;;;;;;;;;;
3007;Total energy commodities;I Accommodation and food serving;2005;;;;;;;;;;;;;;;;;;;;
3008;Total energy commodities;I Accommodation and food serving;2006;;;;;;;;;;;;;;;;;;;;
3009;Total energy commodities;I Accommodation and food serving;2007;;;;;;;;;;;;;;;;;;;;
3010;Total energy commodities;I Accommodation and food serving;2008;;;;;;;;;;;;;;;;;;;;
3011;Total energy commodities;I Accommodation and food serving;2009;;;;;;;;;;;;;;;;;;;;
3012;Total energy commodities;I Accommodation and food serving;2010;;;;;;;;;;;;;;;;;;;;
3013;Total energy commodities;I Accommodation and food serving;2011;;;;;;;;;;;;;;;;;;;;
3014;Total energy commodities;I Accommodation and food serving;2012;;;;;;;;;;;;;;;;;;;;
3015;Total energy commodities;I Accommodation and food serving;2013;;;;;;;;;;;;;;;;;;;;
3016;Total energy commodities;I Accommodation and food serving;2014;;;;;;;;;;;;;;;;;;;;
3017;Total energy commodities;I Accommodation and food serving;2015;;0.0;27.0;;;;;;;;;;;;;;;;;
3018;Total energy commodities;I Accommodation and food serving;2016;;0.0;27.9;;;;;;;;;;;;;;;;;
3019;Total energy commodities;I Accommodation and food serving;2017;;0.1;27.4;;;;;;;;;;;;;;;;;
3020;Total energy commodities;I Accommodation and food serving;2018;;0.1;28.1;;;;;;;;;;;;;;;;;
3021;Total energy commodities;I Accommodation and food serving;2019;;0.1;27.8;;;;;;;;;;;;;;;;;
3022;Total energy commodities;I Accommodation and food serving;2020 ;;0.2;24.8;;;;;;;;;;;;;;;;;
3023;Total energy commodities;I Accommodation and food serving;2021;;0.2;25.5;;;;;;;;;;;;;;;;;
3024;Total energy commodities;I Accommodation and food serving;2022;;0.4;25.8;;;;;;;;;;;;;;;;;
3025;Total energy commodities;I Accommodation and food serving;2023;;0.5;25.1;;;;;;;;;;;;;;;;;
3026;Total energy commodities;J Information and communication;1990;;;;;;;;;;;;;;;;;;;;
3027;Total energy commodities;J Information and communication;1991;;;;;;;;;;;;;;;;;;;;
3028;Total energy commodities;J Information and communication;1992;;;;;;;;;;;;;;;;;;;;
3029;Total energy commodities;J Information and communication;1993;;;;;;;;;;;;;;;;;;;;
3030;Total energy commodities;J Information and communication;1994;;;;;;;;;;;;;;;;;;;;
3031;Total energy commodities;J Information and communication;1995;;;;;;;;;;;;;;;;;;;;
3032;Total energy commodities;J Information and communication;1996;;;;;;;;;;;;;;;;;;;;
3033;Total energy commodities;J Information and communication;1997;;;;;;;;;;;;;;;;;;;;
3034;Total energy commodities;J Information and communication;1998;;;;;;;;;;;;;;;;;;;;
3035;Total energy commodities;J Information and communication;1999;;;;;;;;;;;;;;;;;;;;
3036;Total energy commodities;J Information and communication;2000;;;;;;;;;;;;;;;;;;;;
3037;Total energy commodities;J Information and communication;2001;;;;;;;;;;;;;;;;;;;;
3038;Total energy commodities;J Information and communication;2002;;;;;;;;;;;;;;;;;;;;
3039;Total energy commodities;J Information and communication;2003;;;;;;;;;;;;;;;;;;;;
3040;Total energy commodities;J Information and communication;2004;;;;;;;;;;;;;;;;;;;;
3041;Total energy commodities;J Information and communication;2005;;;;;;;;;;;;;;;;;;;;
3042;Total energy commodities;J Information and communication;2006;;;;;;;;;;;;;;;;;;;;
3043;Total energy commodities;J Information and communication;2007;;;;;;;;;;;;;;;;;;;;
3044;Total energy commodities;J Information and communication;2008;;;;;;;;;;;;;;;;;;;;
3045;Total energy commodities;J Information and communication;2009;;;;;;;;;;;;;;;;;;;;
3046;Total energy commodities;J Information and communication;2010;;;;;;;;;;;;;;;;;;;;
3047;Total energy commodities;J Information and communication;2011;;;;;;;;;;;;;;;;;;;;
3048;Total energy commodities;J Information and communication;2012;;;;;;;;;;;;;;;;;;;;
3049;Total energy commodities;J Information and communication;2013;;;;;;;;;;;;;;;;;;;;
3050;Total energy commodities;J Information and communication;2014;;;;;;;;;;;;;;;;;;;;
3051;Total energy commodities;J Information and communication;2015;;0.0;12.4;;;;;;;;;;;;;;;;;
3052;Total energy commodities;J Information and communication;2016;;0.0;12.4;;;;;;;;;;;;;;;;;
3053;Total energy commodities;J Information and communication;2017;;0.0;11.8;;;;;;;;;;;;;;;;;
3054;Total energy commodities;J Information and communication;2018;;0.0;14.6;;;;;;;;;;;;;;;;;
3055;Total energy commodities;J Information and communication;2019;;0.0;15.9;;;;;;;;;;;;;;;;;
3056;Total energy commodities;J Information and communication;2020 ;;0.1;17.1;;;;;;;;;;;;;;;;;
3057;Total energy commodities;J Information and communication;2021;;0.1;18.9;;;;;;;;;;;;;;;;;
3058;Total energy commodities;J Information and communication;2022;;0.1;20.8;;;;;;;;;;;;;;;;;
3059;Total energy commodities;J Information and communication;2023;;0.1;21.1;;;;;;;;;;;;;;;;;
3060;Total energy commodities;K Financial institutions;1990;;;;;;;;;;;;;;;;;;;;
3061;Total energy commodities;K Financial institutions;1991;;;;;;;;;;;;;;;;;;;;
3062;Total energy commodities;K Financial institutions;1992;;;;;;;;;;;;;;;;;;;;
3063;Total energy commodities;K Financial institutions;1993;;;;;;;;;;;;;;;;;;;;
3064;Total energy commodities;K Financial institutions;1994;;;;;;;;;;;;;;;;;;;;
3065;Total energy commodities;K Financial institutions;1995;;;;;;;;;;;;;;;;;;;;
3066;Total energy commodities;K Financial institutions;1996;;;;;;;;;;;;;;;;;;;;
3067;Total energy commodities;K Financial institutions;1997;;;;;;;;;;;;;;;;;;;;
3068;Total energy commodities;K Financial institutions;1998;;;;;;;;;;;;;;;;;;;;
3069;Total energy commodities;K Financial institutions;1999;;;;;;;;;;;;;;;;;;;;
3070;Total energy commodities;K Financial institutions;2000;;;;;;;;;;;;;;;;;;;;
3071;Total energy commodities;K Financial institutions;2001;;;;;;;;;;;;;;;;;;;;
3072;Total energy commodities;K Financial institutions;2002;;;;;;;;;;;;;;;;;;;;
3073;Total energy commodities;K Financial institutions;2003;;;;;;;;;;;;;;;;;;;;
3074;Total energy commodities;K Financial institutions;2004;;;;;;;;;;;;;;;;;;;;
3075;Total energy commodities;K Financial institutions;2005;;;;;;;;;;;;;;;;;;;;
3076;Total energy commodities;K Financial institutions;2006;;;;;;;;;;;;;;;;;;;;
3077;Total energy commodities;K Financial institutions;2007;;;;;;;;;;;;;;;;;;;;
3078;Total energy commodities;K Financial institutions;2008;;;;;;;;;;;;;;;;;;;;
3079;Total energy commodities;K Financial institutions;2009;;;;;;;;;;;;;;;;;;;;
3080;Total energy commodities;K Financial institutions;2010;;;;;;;;;;;;;;;;;;;;
3081;Total energy commodities;K Financial institutions;2011;;;;;;;;;;;;;;;;;;;;
3082;Total energy commodities;K Financial institutions;2012;;;;;;;;;;;;;;;;;;;;
3083;Total energy commodities;K Financial institutions;2013;;;;;;;;;;;;;;;;;;;;
3084;Total energy commodities;K Financial institutions;2014;;;;;;;;;;;;;;;;;;;;
3085;Total energy commodities;K Financial institutions;2015;;0.2;10.0;;;;;;;;;;;;;;;;;
3086;Total energy commodities;K Financial institutions;2016;;0.2;10.1;;;;;;;;;;;;;;;;;
3087;Total energy commodities;K Financial institutions;2017;;0.3;10.4;;;;;;;;;;;;;;;;;
3088;Total energy commodities;K Financial institutions;2018;;0.3;9.6;;;;;;;;;;;;;;;;;
3089;Total energy commodities;K Financial institutions;2019;;0.4;8.5;;;;;;;;;;;;;;;;;
3090;Total energy commodities;K Financial institutions;2020 ;;0.6;7.6;;;;;;;;;;;;;;;;;
3091;Total energy commodities;K Financial institutions;2021;;1.1;7.7;;;;;;;;;;;;;;;;;
3092;Total energy commodities;K Financial institutions;2022;;0.8;7.8;;;;;;;;;;;;;;;;;
3093;Total energy commodities;K Financial institutions;2023;;1.4;7.1;;;;;;;;;;;;;;;;;
3094;Total energy commodities;L Renting, buying, selling real estate;1990;;;;;;;;;;;;;;;;;;;;
3095;Total energy commodities;L Renting, buying, selling real estate;1991;;;;;;;;;;;;;;;;;;;;
3096;Total energy commodities;L Renting, buying, selling real estate;1992;;;;;;;;;;;;;;;;;;;;
3097;Total energy commodities;L Renting, buying, selling real estate;1993;;;;;;;;;;;;;;;;;;;;
3098;Total energy commodities;L Renting, buying, selling real estate;1994;;;;;;;;;;;;;;;;;;;;
3099;Total energy commodities;L Renting, buying, selling real estate;1995;;;;;;;;;;;;;;;;;;;;
3100;Total energy commodities;L Renting, buying, selling real estate;1996;;;;;;;;;;;;;;;;;;;;
3101;Total energy commodities;L Renting, buying, selling real estate;1997;;;;;;;;;;;;;;;;;;;;
3102;Total energy commodities;L Renting, buying, selling real estate;1998;;;;;;;;;;;;;;;;;;;;
3103;Total energy commodities;L Renting, buying, selling real estate;1999;;;;;;;;;;;;;;;;;;;;
3104;Total energy commodities;L Renting, buying, selling real estate;2000;;;;;;;;;;;;;;;;;;;;
3105;Total energy commodities;L Renting, buying, selling real estate;2001;;;;;;;;;;;;;;;;;;;;
3106;Total energy commodities;L Renting, buying, selling real estate;2002;;;;;;;;;;;;;;;;;;;;
3107;Total energy commodities;L Renting, buying, selling real estate;2003;;;;;;;;;;;;;;;;;;;;
3108;Total energy commodities;L Renting, buying, selling real estate;2004;;;;;;;;;;;;;;;;;;;;
3109;Total energy commodities;L Renting, buying, selling real estate;2005;;;;;;;;;;;;;;;;;;;;
3110;Total energy commodities;L Renting, buying, selling real estate;2006;;;;;;;;;;;;;;;;;;;;
3111;Total energy commodities;L Renting, buying, selling real estate;2007;;;;;;;;;;;;;;;;;;;;
3112;Total energy commodities;L Renting, buying, selling real estate;2008;;;;;;;;;;;;;;;;;;;;
3113;Total energy commodities;L Renting, buying, selling real estate;2009;;;;;;;;;;;;;;;;;;;;
3114;Total energy commodities;L Renting, buying, selling real estate;2010;;;;;;;;;;;;;;;;;;;;
3115;Total energy commodities;L Renting, buying, selling real estate;2011;;;;;;;;;;;;;;;;;;;;
3116;Total energy commodities;L Renting, buying, selling real estate;2012;;;;;;;;;;;;;;;;;;;;
3117;Total energy commodities;L Renting, buying, selling real estate;2013;;;;;;;;;;;;;;;;;;;;
3118;Total energy commodities;L Renting, buying, selling real estate;2014;;;;;;;;;;;;;;;;;;;;
3119;Total energy commodities;L Renting, buying, selling real estate;2015;;0.0;8.2;;;;;;;;;;;;;;;;;
3120;Total energy commodities;L Renting, buying, selling real estate;2016;;0.0;8.9;;;;;;;;;;;;;;;;;
3121;Total energy commodities;L Renting, buying, selling real estate;2017;;0.1;9.7;;;;;;;;;;;;;;;;;
3122;Total energy commodities;L Renting, buying, selling real estate;2018;;0.1;7.8;;;;;;;;;;;;;;;;;
3123;Total energy commodities;L Renting, buying, selling real estate;2019;;0.2;7.1;;;;;;;;;;;;;;;;;
3124;Total energy commodities;L Renting, buying, selling real estate;2020 ;;0.4;6.7;;;;;;;;;;;;;;;;;
3125;Total energy commodities;L Renting, buying, selling real estate;2021;;0.8;7.1;;;;;;;;;;;;;;;;;
3126;Total energy commodities;L Renting, buying, selling real estate;2022;;1.2;6.8;;;;;;;;;;;;;;;;;
3127;Total energy commodities;L Renting, buying, selling real estate;2023;;1.4;6.3;;;;;;;;;;;;;;;;;
3128;Total energy commodities;M Other specialised business services;1990;;;;;;;;;;;;;;;;;;;;
3129;Total energy commodities;M Other specialised business services;1991;;;;;;;;;;;;;;;;;;;;
3130;Total energy commodities;M Other specialised business services;1992;;;;;;;;;;;;;;;;;;;;
3131;Total energy commodities;M Other specialised business services;1993;;;;;;;;;;;;;;;;;;;;
3132;Total energy commodities;M Other specialised business services;1994;;;;;;;;;;;;;;;;;;;;
