ID;Geslacht;Leeftijd;WoonregioS;WerkregioS;Perioden;TotaalHoofdbanenVanWerknemers_1;HoofdbaanBinnenWoongemeente_2;HoofdbaanBuitenWoongemeente_3;HoofdbaanBinnenWoonCOROP_4;HoofdbaanBuitenWoonCOROP_5;HoofdbaanBinnenWoonprovincie_6;HoofdbaanBuitenWoonprovincie_7;GemiddeldeWoonwerkafstand_8
183;Geslacht totaal;0;Nederland inclusief buitenland;Zeeuwsch-Vlaanderen (CR);30 september 2005;40.7;28.4;12.3;35.1;5.6;36.4;4.3;
184;Geslacht totaal;0;Nederland inclusief buitenland;Overig Zeeland (CR);31 december 1998;87.7;44.9;42.8;79.4;8.3;81.0;6.7;
185;Geslacht totaal;0;Nederland inclusief buitenland;Overig Zeeland (CR);31 december 2000;88.3;45.0;43.4;79.6;8.7;81.5;6.8;
186;Geslacht totaal;0;Nederland inclusief buitenland;Overig Zeeland (CR);30 september 2004;102.3;51.6;50.7;89.4;12.9;91.3;11.0;
187;Geslacht totaal;0;Nederland inclusief buitenland;Overig Zeeland (CR);30 september 2005;101.8;50.9;51.0;89.5;12.4;91.6;10.3;
188;Geslacht totaal;0;Nederland inclusief buitenland;West-Noord-Brabant (CR);31 december 1998;242.0;116.6;125.4;187.6;54.5;210.4;31.6;
189;Geslacht totaal;0;Nederland inclusief buitenland;West-Noord-Brabant (CR);31 december 2000;244.7;116.8;127.9;189.4;55.3;211.2;33.5;
190;Geslacht totaal;0;Nederland inclusief buitenland;West-Noord-Brabant (CR);30 september 2004;261.8;123.9;137.8;201.1;60.7;224.2;37.6;
191;Geslacht totaal;0;Nederland inclusief buitenland;West-Noord-Brabant (CR);30 september 2005;264.2;124.4;139.8;201.7;62.5;225.2;39.0;
192;Geslacht totaal;0;Nederland inclusief buitenland;Midden-Noord-Brabant (CR);31 december 1998;170.3;90.4;79.8;128.4;41.9;155.7;14.6;
193;Geslacht totaal;0;Nederland inclusief buitenland;Midden-Noord-Brabant (CR);31 december 2000;176.1;92.2;83.9;131.0;45.1;158.8;17.3;
194;Geslacht totaal;0;Nederland inclusief buitenland;Midden-Noord-Brabant (CR);30 september 2004;190.4;96.2;94.2;136.7;53.7;167.7;22.7;
195;Geslacht totaal;0;Nederland inclusief buitenland;Midden-Noord-Brabant (CR);30 september 2005;192.7;95.9;96.8;135.5;57.2;166.6;26.0;
196;Geslacht totaal;0;Nederland inclusief buitenland;Noordoost-Noord-Brabant (CR);31 december 1998;258.1;114.3;143.9;175.0;83.2;222.8;35.4;
197;Geslacht totaal;0;Nederland inclusief buitenland;Noordoost-Noord-Brabant (CR);31 december 2000;266.9;114.3;152.6;195.6;71.3;226.2;40.6;
198;Geslacht totaal;0;Nederland inclusief buitenland;Noordoost-Noord-Brabant (CR);30 september 2004;281.4;124.2;157.2;203.6;77.8;235.2;46.2;
199;Geslacht totaal;0;Nederland inclusief buitenland;Noordoost-Noord-Brabant (CR);30 september 2005;284.6;123.2;161.3;203.5;81.1;236.5;48.1;
200;Geslacht totaal;0;Nederland inclusief buitenland;Zuidoost-Noord-Brabant (CR);31 december 1998;309.3;130.4;178.9;247.5;61.8;275.3;34.0;
201;Geslacht totaal;0;Nederland inclusief buitenland;Zuidoost-Noord-Brabant (CR);31 december 2000;316.2;129.4;186.7;248.9;67.3;277.7;38.4;
202;Geslacht totaal;0;Nederland inclusief buitenland;Zuidoost-Noord-Brabant (CR);30 september 2004;339.5;142.1;197.4;260.7;78.7;292.0;47.4;
203;Geslacht totaal;0;Nederland inclusief buitenland;Zuidoost-Noord-Brabant (CR);30 september 2005;337.8;140.6;197.2;258.8;79.0;290.1;47.8;
204;Geslacht totaal;0;Nederland inclusief buitenland;Noord-Limburg (CR);31 december 1998;111.3;50.7;60.7;89.5;21.8;96.0;15.3;
205;Geslacht totaal;0;Nederland inclusief buitenland;Noord-Limburg (CR);31 december 2000;113.5;50.7;62.8;89.2;24.3;96.1;17.4;
206;Geslacht totaal;0;Nederland inclusief buitenland;Noord-Limburg (CR);30 september 2004;125.9;61.9;64.0;94.7;31.2;101.8;24.0;
207;Geslacht totaal;0;Nederland inclusief buitenland;Noord-Limburg (CR);30 september 2005;124.8;61.1;63.8;94.0;30.8;101.1;23.7;
208;Geslacht totaal;0;Nederland inclusief buitenland;Midden-Limburg (CR);31 december 1998;82.6;34.1;48.5;62.9;19.7;74.9;7.7;
209;Geslacht totaal;0;Nederland inclusief buitenland;Midden-Limburg (CR);31 december 2000;84.1;33.7;50.4;62.5;21.6;74.8;9.3;
210;Geslacht totaal;0;Nederland inclusief buitenland;Midden-Limburg (CR);30 september 2004;90.9;37.3;53.5;66.9;23.9;79.8;11.1;
211;Geslacht totaal;0;Nederland inclusief buitenland;Midden-Limburg (CR);30 september 2005;91.0;36.9;54.2;66.8;24.2;79.8;11.2;
212;Geslacht totaal;0;Nederland inclusief buitenland;Zuid-Limburg (CR);31 december 1998;237.3;96.5;140.8;212.8;24.5;222.0;15.3;
213;Geslacht totaal;0;Nederland inclusief buitenland;Zuid-Limburg (CR);31 december 2000;245.6;96.1;149.5;215.9;29.7;225.7;19.9;
214;Geslacht totaal;0;Nederland inclusief buitenland;Zuid-Limburg (CR);30 september 2004;251.0;105.7;145.3;213.8;37.3;226.0;25.1;
215;Geslacht totaal;0;Nederland inclusief buitenland;Zuid-Limburg (CR);30 september 2005;246.5;104.4;142.2;210.3;36.3;222.0;24.5;
216;Geslacht totaal;0;Nederland inclusief buitenland;Flevoland (CR);31 december 1998;91.0;55.3;35.7;65.5;25.5;65.5;25.5;
217;Geslacht totaal;0;Nederland inclusief buitenland;Flevoland (CR);31 december 2000;101.3;59.1;42.2;70.7;30.7;70.7;30.7;
218;Geslacht totaal;0;Nederland inclusief buitenland;Flevoland (CR);30 september 2004;119.0;70.0;49.0;83.8;35.2;83.8;35.2;
219;Geslacht totaal;0;Nederland inclusief buitenland;Flevoland (CR);30 september 2005;123.6;70.6;53.0;84.7;38.9;84.7;38.9;
220;Geslacht totaal;0;Nederland inclusief buitenland;Almere;31 december 1998;37.3;21.6;15.7;24.5;12.8;24.5;12.8;
221;Geslacht totaal;0;Nederland inclusief buitenland;Almere;31 december 2000;44.2;24.4;19.8;27.8;16.4;27.8;16.4;
222;Geslacht totaal;0;Nederland inclusief buitenland;Almere;30 september 2004;52.1;30.9;21.2;35.1;17.0;35.1;17.0;
223;Geslacht totaal;0;Nederland inclusief buitenland;Almere;30 september 2005;56.4;31.4;24.9;35.7;20.7;35.7;20.7;
224;Geslacht totaal;0;Nederland inclusief buitenland;Amersfoort (GM);31 december 1998;63.4;28.2;35.2;42.4;21.0;42.4;21.0;
225;Geslacht totaal;0;Nederland inclusief buitenland;Amersfoort (GM);31 december 2000;65.5;27.9;37.6;42.3;23.2;42.3;23.2;
226;Geslacht totaal;0;Nederland inclusief buitenland;Amersfoort (GM);30 september 2004;70.8;30.6;40.2;45.9;24.9;45.9;24.9;
227;Geslacht totaal;0;Nederland inclusief buitenland;Amersfoort (GM);30 september 2005;73.1;31.5;41.7;47.0;26.1;47.0;26.1;
228;Geslacht totaal;0;Nederland inclusief buitenland;Amsterdam (GM);31 december 1998;436.4;212.2;224.2;212.2;224.2;340.2;96.2;
229;Geslacht totaal;0;Nederland inclusief buitenland;Amsterdam (GM);31 december 2000;456.8;208.0;248.7;266.0;190.8;341.4;115.3;
230;Geslacht totaal;0;Nederland inclusief buitenland;Amsterdam (GM);30 september 2004;466.1;213.9;252.3;273.8;192.3;347.9;118.2;
231;Geslacht totaal;0;Nederland inclusief buitenland;Amsterdam (GM);30 september 2005;465.4;214.2;251.2;274.8;190.6;349.9;115.5;
232;Geslacht totaal;0;Nederland inclusief buitenland;Apeldoorn (GM);31 december 1998;80.4;46.9;33.5;56.6;23.8;65.6;14.7;
233;Geslacht totaal;0;Nederland inclusief buitenland;Apeldoorn (GM);31 december 2000;79.9;45.5;34.4;55.3;24.6;64.0;15.9;
234;Geslacht totaal;0;Nederland inclusief buitenland;Apeldoorn (GM);30 september 2004;85.2;46.8;38.4;56.9;28.3;66.5;18.7;
235;Geslacht totaal;0;Nederland inclusief buitenland;Apeldoorn (GM);30 september 2005;83.6;47.1;36.5;57.2;26.4;66.5;17.1;
236;Geslacht totaal;0;Nederland inclusief buitenland;Arnhem (GM);31 december 1998;86.7;33.6;53.1;66.4;20.3;76.6;10.1;
237;Geslacht totaal;0;Nederland inclusief buitenland;Arnhem (GM);31 december 2000;89.7;33.9;55.8;68.0;21.7;78.7;10.9;
238;Geslacht totaal;0;Nederland inclusief buitenland;Arnhem (GM);30 september 2004;90.2;33.8;56.4;67.0;23.2;78.0;12.2;
239;Geslacht totaal;0;Nederland inclusief buitenland;Arnhem (GM);30 september 2005;90.6;34.2;56.5;66.1;24.6;78.0;12.6;
240;Geslacht totaal;0;Nederland inclusief buitenland;Breda (GM);31 december 1998;85.0;42.5;42.6;62.7;22.4;75.0;10.1;
241;Geslacht totaal;0;Nederland inclusief buitenland;Breda (GM);31 december 2000;87.0;42.7;44.2;63.9;23.1;75.6;11.3;
242;Geslacht totaal;0;Nederland inclusief buitenland;Breda (GM);30 september 2004;88.3;44.0;44.3;65.5;22.7;76.9;11.4;
243;Geslacht totaal;0;Nederland inclusief buitenland;Breda (GM);30 september 2005;87.9;44.4;43.5;65.3;22.6;76.7;11.2;
244;Geslacht totaal;0;Nederland inclusief buitenland;Dordrecht (GM);31 december 1998;51.7;26.0;25.7;36.3;15.4;43.1;8.6;
245;Geslacht totaal;0;Nederland inclusief buitenland;Dordrecht (GM);31 december 2000;52.6;26.6;26.0;36.9;15.7;44.1;8.6;
246;Geslacht totaal;0;Nederland inclusief buitenland;Dordrecht (GM);30 september 2004;55.2;27.2;28.0;38.2;17.0;46.5;8.7;
247;Geslacht totaal;0;Nederland inclusief buitenland;Dordrecht (GM);30 september 2005;54.4;26.9;27.4;37.9;16.4;46.0;8.4;
248;Geslacht totaal;0;Nederland inclusief buitenland;Ede;31 december 1998;41.6;22.9;18.7;27.5;14.1;33.2;8.4;
249;Geslacht totaal;0;Nederland inclusief buitenland;Ede;31 december 2000;40.4;23.0;17.4;27.9;12.5;33.3;7.1;
250;Geslacht totaal;0;Nederland inclusief buitenland;Ede;30 september 2004;42.8;24.0;18.8;28.8;14.0;34.4;8.4;
251;Geslacht totaal;0;Nederland inclusief buitenland;Ede;30 september 2005;43.3;24.4;18.9;29.2;14.0;35.1;8.2;
252;Geslacht totaal;0;Nederland inclusief buitenland;Eindhoven (GM);31 december 1998;139.2;56.9;82.3;105.9;33.3;120.6;18.6;
253;Geslacht totaal;0;Nederland inclusief buitenland;Eindhoven (GM);31 december 2000;135.7;55.0;80.7;102.8;32.9;117.6;18.1;
254;Geslacht totaal;0;Nederland inclusief buitenland;Eindhoven (GM);30 september 2004;142.2;58.2;84.0;105.2;37.0;121.3;20.9;
255;Geslacht totaal;0;Nederland inclusief buitenland;Eindhoven (GM);30 september 2005;142.7;58.5;84.2;105.1;37.6;121.3;21.5;
256;Geslacht totaal;0;Nederland inclusief buitenland;Emmen;31 december 1998;39.6;29.1;10.5;33.9;5.8;35.5;4.1;
257;Geslacht totaal;0;Nederland inclusief buitenland;Emmen;31 december 2000;41.5;30.1;11.5;35.0;6.5;36.6;5.0;
258;Geslacht totaal;0;Nederland inclusief buitenland;Emmen;30 september 2004;41.3;28.7;12.5;33.8;7.5;35.7;5.6;
259;Geslacht totaal;0;Nederland inclusief buitenland;Emmen;30 september 2005;44.1;30.3;13.8;35.7;8.3;37.5;6.5;
260;Geslacht totaal;0;Nederland inclusief buitenland;Enschede (GM);31 december 1998;64.6;39.3;25.3;58.6;6.0;59.4;5.2;
261;Geslacht totaal;0;Nederland inclusief buitenland;Enschede (GM);31 december 2000;66.2;40.1;26.1;60.1;6.1;61.1;5.1;
262;Geslacht totaal;0;Nederland inclusief buitenland;Enschede (GM);30 september 2004;71.3;41.8;29.5;62.5;8.8;63.9;7.5;
263;Geslacht totaal;0;Nederland inclusief buitenland;Enschede (GM);30 september 2005;71.0;41.8;29.2;62.0;9.0;63.4;7.6;
264;Geslacht totaal;0;Nederland inclusief buitenland;'s-Gravenhage (GM);31 december 1998;223.9;115.9;108.0;150.3;73.6;196.6;27.3;
265;Geslacht totaal;0;Nederland inclusief buitenland;'s-Gravenhage (GM);31 december 2000;230.8;113.0;117.8;148.4;82.4;194.6;36.3;
266;Geslacht totaal;0;Nederland inclusief buitenland;'s-Gravenhage (GM);30 september 2004;241.0;121.4;119.5;158.3;82.7;205.2;35.8;
267;Geslacht totaal;0;Nederland inclusief buitenland;'s-Gravenhage (GM);30 september 2005;247.8;124.7;123.0;161.7;86.0;209.7;38.1;
268;Geslacht totaal;0;Nederland inclusief buitenland;Groningen (GM);31 december 1998;103.3;50.7;52.6;74.0;29.4;82.0;21.3;
269;Geslacht totaal;0;Nederland inclusief buitenland;Groningen (GM);31 december 2000;107.2;52.8;54.4;76.5;30.7;84.9;22.3;
270;Geslacht totaal;0;Nederland inclusief buitenland;Groningen (GM);30 september 2004;114.9;55.6;59.3;79.7;35.2;89.3;25.6;
271;Geslacht totaal;0;Nederland inclusief buitenland;Groningen (GM);30 september 2005;116.5;56.4;60.1;80.7;35.8;90.2;26.3;
272;Geslacht totaal;0;Nederland inclusief buitenland;Haarlem (GM);31 december 1998;64.6;31.6;33.0;37.4;27.2;58.0;6.6;
273;Geslacht totaal;0;Nederland inclusief buitenland;Haarlem (GM);31 december 2000;63.6;30.1;33.5;36.0;27.7;56.4;7.3;
274;Geslacht totaal;0;Nederland inclusief buitenland;Haarlem (GM);30 september 2004;63.3;29.3;34.1;34.6;28.8;54.9;8.4;
275;Geslacht totaal;0;Nederland inclusief buitenland;Haarlem (GM);30 september 2005;64.0;29.6;34.4;35.0;29.1;56.0;8.0;
276;Geslacht totaal;0;Nederland inclusief buitenland;Haarlemmermeer;31 december 1998;107.0;26.4;80.6;35.6;71.4;73.4;33.6;
277;Geslacht totaal;0;Nederland inclusief buitenland;Haarlemmermeer;31 december 2000;114.3;27.3;87.1;54.3;60.1;76.7;37.6;
278;Geslacht totaal;0;Nederland inclusief buitenland;Haarlemmermeer;30 september 2004;129.1;32.4;96.7;59.0;70.1;85.1;44.0;
279;Geslacht totaal;0;Nederland inclusief buitenland;Haarlemmermeer;30 september 2005;132.2;33.3;99.0;60.8;71.4;87.1;45.1;
280;Geslacht totaal;0;Nederland inclusief buitenland;'s-Hertogenbosch (GM);31 december 1998;85.8;35.4;50.4;50.4;35.4;69.8;16.0;
281;Geslacht totaal;0;Nederland inclusief buitenland;'s-Hertogenbosch (GM);31 december 2000;90.9;35.6;55.3;59.7;31.2;72.6;18.3;
282;Geslacht totaal;0;Nederland inclusief buitenland;'s-Hertogenbosch (GM);30 september 2004;89.5;37.2;52.3;60.3;29.2;72.5;17.0;
283;Geslacht totaal;0;Nederland inclusief buitenland;'s-Hertogenbosch (GM);30 september 2005;91.0;37.0;54.0;60.1;30.9;72.8;18.2;
284;Geslacht totaal;0;Nederland inclusief buitenland;Leiden (GM);31 december 1998;52.9;24.5;28.4;38.4;14.5;47.6;5.3;
285;Geslacht totaal;0;Nederland inclusief buitenland;Leiden (GM);31 december 2000;54.2;24.0;30.2;38.3;15.9;48.1;6.2;
286;Geslacht totaal;0;Nederland inclusief buitenland;Leiden (GM);30 september 2004;58.8;25.4;33.4;40.7;18.2;52.0;6.8;
287;Geslacht totaal;0;Nederland inclusief buitenland;Leiden (GM);30 september 2005;60.2;25.4;34.7;40.9;19.3;52.8;7.4;
288;Geslacht totaal;0;Nederland inclusief buitenland;Maastricht (GM);31 december 1998;63.0;32.9;30.1;54.9;8.1;56.9;6.1;
289;Geslacht totaal;0;Nederland inclusief buitenland;Maastricht (GM);31 december 2000;69.3;33.9;35.4;58.6;10.7;60.9;8.4;
290;Geslacht totaal;0;Nederland inclusief buitenland;Maastricht (GM);30 september 2004;72.2;33.6;38.6;59.0;13.2;61.3;11.0;
291;Geslacht totaal;0;Nederland inclusief buitenland;Maastricht (GM);30 september 2005;71.6;33.5;38.1;58.8;12.8;61.2;10.4;
292;Geslacht totaal;0;Nederland inclusief buitenland;Nijmegen (GM);31 december 1998;79.6;38.3;41.2;65.9;13.7;68.1;11.4;
293;Geslacht totaal;0;Nederland inclusief buitenland;Nijmegen (GM);31 december 2000;83.5;39.3;44.2;67.6;15.9;70.2;13.3;
294;Geslacht totaal;0;Nederland inclusief buitenland;Nijmegen (GM);30 september 2004;89.4;41.2;48.2;70.4;19.0;73.2;16.2;
295;Geslacht totaal;0;Nederland inclusief buitenland;Nijmegen (GM);30 september 2005;90.3;41.5;48.7;70.7;19.5;73.8;16.4;
296;Geslacht totaal;0;Nederland inclusief buitenland;Rotterdam (GM);31 december 1998;322.5;145.7;176.8;227.0;95.5;286.8;35.6;
297;Geslacht totaal;0;Nederland inclusief buitenland;Rotterdam (GM);31 december 2000;319.8;142.3;177.5;241.5;78.3;282.5;37.3;
298;Geslacht totaal;0;Nederland inclusief buitenland;Rotterdam (GM);30 september 2004;335.1;148.5;186.6;250.8;84.3;294.9;40.2;
299;Geslacht totaal;0;Nederland inclusief buitenland;Rotterdam (GM);30 september 2005;339.6;148.3;191.3;252.5;87.1;297.0;42.6;
300;Geslacht totaal;0;Nederland inclusief buitenland;Tilburg (GM);31 december 1998;92.5;54.6;37.9;71.8;20.7;85.4;7.1;
301;Geslacht totaal;0;Nederland inclusief buitenland;Tilburg (GM);31 december 2000;95.8;56.0;39.8;73.4;22.4;86.9;8.9;
302;Geslacht totaal;0;Nederland inclusief buitenland;Tilburg (GM);30 september 2004;105.5;57.9;47.7;76.2;29.4;92.4;13.1;
303;Geslacht totaal;0;Nederland inclusief buitenland;Tilburg (GM);30 september 2005;107.7;57.8;49.9;75.8;31.9;92.6;15.1;
304;Geslacht totaal;0;Nederland inclusief buitenland;Utrecht (GM);31 december 1998;193.0;61.4;131.6;124.2;68.7;124.2;68.7;
305;Geslacht totaal;0;Nederland inclusief buitenland;Utrecht (GM);31 december 2000;191.6;58.3;133.3;120.0;71.6;120.0;71.6;
306;Geslacht totaal;0;Nederland inclusief buitenland;Utrecht (GM);30 september 2004;207.9;70.8;137.1;132.1;75.8;132.1;75.8;
307;Geslacht totaal;0;Nederland inclusief buitenland;Utrecht (GM);30 september 2005;210.9;72.9;137.9;134.1;76.8;134.1;76.8;
308;Geslacht totaal;0;Nederland inclusief buitenland;Zaanstad;31 december 1998;54.3;30.7;23.5;33.1;21.1;50.3;4.0;
309;Geslacht totaal;0;Nederland inclusief buitenland;Zaanstad;31 december 2000;54.0;29.1;24.9;31.4;22.6;48.1;5.9;
310;Geslacht totaal;0;Nederland inclusief buitenland;Zaanstad;30 september 2004;54.2;29.9;24.3;32.2;22.0;49.2;5.0;
311;Geslacht totaal;0;Nederland inclusief buitenland;Zaanstad;30 september 2005;52.6;29.3;23.2;31.6;21.0;48.1;4.5;
312;Geslacht totaal;0;Nederland inclusief buitenland;Zoetermeer;31 december 1998;47.6;20.7;26.8;27.7;19.8;39.8;7.8;
313;Geslacht totaal;0;Nederland inclusief buitenland;Zoetermeer;31 december 2000;49.1;20.9;28.2;27.7;21.3;39.8;9.3;
314;Geslacht totaal;0;Nederland inclusief buitenland;Zoetermeer;30 september 2004;46.3;21.6;24.7;28.9;17.4;39.3;7.0;
315;Geslacht totaal;0;Nederland inclusief buitenland;Zoetermeer;30 september 2005;46.6;21.8;24.8;28.8;17.9;39.2;7.5;
316;Geslacht totaal;0;Nederland inclusief buitenland;Zwolle (GM);31 december 1998;68.2;31.9;36.3;45.8;22.3;49.8;18.4;
317;Geslacht totaal;0;Nederland inclusief buitenland;Zwolle (GM);31 december 2000;71.5;32.1;39.4;47.5;24.0;52.2;19.3;
318;Geslacht totaal;0;Nederland inclusief buitenland;Zwolle (GM);30 september 2004;81.6;33.9;47.6;48.4;33.2;56.7;24.8;
319;Geslacht totaal;0;Nederland inclusief buitenland;Zwolle (GM);30 september 2005;83.0;34.1;48.9;48.6;34.4;57.1;25.9;
320;Geslacht totaal;0;Nederland exclusief buitenland;Nederland totaal;31 december 1998;6479.2;2881.3;3597.9;4578.4;1900.8;5472.8;1006.3;13.8
321;Geslacht totaal;0;Nederland exclusief buitenland;Nederland totaal;31 december 2000;6595.7;2879.5;3716.2;4757.8;1837.9;5527.1;1068.6;14.4
322;Geslacht totaal;0;Nederland exclusief buitenland;Nederland totaal;30 september 2004;6980.3;3150.3;3829.9;5008.8;1971.5;5822.0;1158.3;14.1
323;Geslacht totaal;0;Nederland exclusief buitenland;Nederland totaal;30 september 2005;7000.4;3157.3;3843.1;5002.7;1997.7;5820.7;1179.7;14.6
324;Geslacht totaal;0;Nederland exclusief buitenland;Provincie onbekend;31 december 1998;0.0;;;;;;;0.0
325;Geslacht totaal;0;Nederland exclusief buitenland;Provincie onbekend;31 december 2000;0.0;;;;;;;0.0
326;Geslacht totaal;0;Nederland exclusief buitenland;Provincie onbekend;30 september 2004;47.3;;47.3;;47.3;;47.3;0.0
327;Geslacht totaal;0;Nederland exclusief buitenland;Provincie onbekend;30 september 2005;49.0;;49.0;;49.0;;49.0;0.0
328;Geslacht totaal;0;Nederland exclusief buitenland;Groningen (PV);31 december 1998;210.6;99.9;110.7;153.5;57.1;174.0;36.6;14.6
329;Geslacht totaal;0;Nederland exclusief buitenland;Groningen (PV);31 december 2000;217.2;102.2;114.9;157.7;59.4;179.1;38.1;14.5
330;Geslacht totaal;0;Nederland exclusief buitenland;Groningen (PV);30 september 2004;227.1;109.2;117.9;163.8;63.3;186.6;40.5;14.3
331;Geslacht totaal;0;Nederland exclusief buitenland;Groningen (PV);30 september 2005;228.8;109.6;119.2;163.8;65.0;186.7;42.0;15.4
332;Geslacht totaal;0;Nederland exclusief buitenland;Friesland (PV);31 december 1998;207.5;105.8;101.7;161.5;46.0;188.3;19.1;13.5
333;Geslacht totaal;0;Nederland exclusief buitenland;Friesland (PV);31 december 2000;218.7;108.7;110.0;168.4;50.2;197.6;21.1;13.8
334;Geslacht totaal;0;Nederland exclusief buitenland;Friesland (PV);30 september 2004;233.6;117.0;116.6;178.7;54.8;211.5;22.1;13.7
335;Geslacht totaal;0;Nederland exclusief buitenland;Friesland (PV);30 september 2005;236.7;117.4;119.3;179.5;57.2;213.3;23.4;14.8
336;Geslacht totaal;0;Nederland exclusief buitenland;Drenthe (PV);31 december 1998;160.3;87.0;73.3;112.9;47.4;127.2;33.2;13.5
337;Geslacht totaal;0;Nederland exclusief buitenland;Drenthe (PV);31 december 2000;165.0;89.0;76.1;115.8;49.3;130.1;34.9;14.3
338;Geslacht totaal;0;Nederland exclusief buitenland;Drenthe (PV);30 september 2004;172.8;91.9;80.9;119.1;53.7;135.3;37.5;14.3
339;Geslacht totaal;0;Nederland exclusief buitenland;Drenthe (PV);30 september 2005;174.1;93.7;80.4;121.9;52.3;135.7;38.4;14.4
340;Geslacht totaal;0;Nederland exclusief buitenland;Overijssel (PV);31 december 1998;412.7;206.9;205.8;331.6;81.1;353.7;59.1;12.6
341;Geslacht totaal;0;Nederland exclusief buitenland;Overijssel (PV);31 december 2000;424.8;211.7;213.1;338.3;86.4;362.1;62.7;12.9
342;Geslacht totaal;0;Nederland exclusief buitenland;Overijssel (PV);30 september 2004;460.9;238.3;222.6;358.8;102.1;386.0;74.8;14.1
343;Geslacht totaal;0;Nederland exclusief buitenland;Overijssel (PV);30 september 2005;462.8;238.9;223.9;358.6;104.3;386.3;76.5;14.8
344;Geslacht totaal;0;Nederland exclusief buitenland;Flevoland (PV);31 december 1998;90.8;55.3;35.5;65.5;25.3;65.5;25.3;14.5
345;Geslacht totaal;0;Nederland exclusief buitenland;Flevoland (PV);31 december 2000;100.6;59.1;41.4;70.7;29.9;70.7;29.9;16.8
346;Geslacht totaal;0;Nederland exclusief buitenland;Flevoland (PV);30 september 2004;117.7;70.0;47.7;83.8;33.9;83.8;33.9;15.4
347;Geslacht totaal;0;Nederland exclusief buitenland;Flevoland (PV);30 september 2005;121.9;70.6;51.3;84.7;37.2;84.7;37.2;17.1
348;Geslacht totaal;0;Nederland exclusief buitenland;Gelderland (PV);31 december 1998;744.3;338.0;406.3;559.5;184.8;625.3;119.0;13.1
349;Geslacht totaal;0;Nederland exclusief buitenland;Gelderland (PV);31 december 2000;754.3;340.1;414.3;565.5;188.8;632.2;122.1;13.4
350;Geslacht totaal;0;Nederland exclusief buitenland;Gelderland (PV);30 september 2004;794.1;365.7;428.4;594.2;199.9;663.5;130.6;13.4
351;Geslacht totaal;0;Nederland exclusief buitenland;Gelderland (PV);30 september 2005;794.2;375.5;418.6;591.1;203.0;662.3;131.8;13.8
352;Geslacht totaal;0;Nederland exclusief buitenland;Utrecht (PV);31 december 1998;555.0;194.1;360.9;371.1;184.0;371.1;184.0;18.7
353;Geslacht totaal;0;Nederland exclusief buitenland;Utrecht (PV);31 december 2000;558.8;189.7;369.1;367.1;191.7;367.1;191.7;19.5
354;Geslacht totaal;0;Nederland exclusief buitenland;Utrecht (PV);30 september 2004;588.5;216.1;372.4;394.2;194.3;394.2;194.3;19.2
