ID;Geslacht;Leeftijd;Perioden;TotaalZelfdoding_1;Ongehuwd_2;Gehuwd_3;Verweduwd_4;Gescheiden_5;OphangenVerwurgen_6;MedicijnenEnOfAlcohol_7;VoorTreinOfMetro_8;Verdrinken_9;SpringenVanHoogte_10;OverigeWijzeVanZelfdoding_11;OnbekendeWijzeVanZelfdoding_12;PsychischeStoornissen_13;FysiekeStoornissen_14;HuiselijkeOmstandigheden_15;OverigMotiefVanZelfdoding_16;OnbekendMotiefVanZelfdoding_17;TotaalZelfdoding_18;Ongehuwd_19;Gehuwd_20;Verweduwd_21;Gescheiden_22
1111;Mannen;60 tot 70 jaar;1951;74;9;47;17;1;33;3;;12;2;22;2;0;0;0;0;74;21.9;32.0;17.4;48.1;27.7
1112;Mannen;60 tot 70 jaar;1952;100;14;61;23;2;56;3;;9;1;27;4;0;0;0;0;100;29.0;50.0;21.9;66.4;53.1
1113;Mannen;60 tot 70 jaar;1953;93;19;53;17;4;52;0;;12;0;25;4;0;0;0;0;93;26.4;68.1;18.5;49.9;101.6
1114;Mannen;60 tot 70 jaar;1954;86;12;61;11;2;46;1;;12;1;26;0;0;0;0;0;86;23.8;43.1;20.7;32.7;49.0
1115;Mannen;60 tot 70 jaar;1955;69;10;44;15;0;39;1;;12;0;16;1;27;8;2;8;24;18.7;36.0;14.5;45.4;0.0
1116;Mannen;60 tot 70 jaar;1956;75;10;50;15;0;42;3;;16;0;11;3;0;0;0;0;75;19.9;36.2;16.0;46.1;0.0
1117;Mannen;60 tot 70 jaar;1957;91;15;50;26;0;48;2;;15;3;22;1;42;12;2;9;26;23.7;53.9;15.6;81.3;0.0
1118;Mannen;60 tot 70 jaar;1958;88;6;62;16;4;36;2;;20;3;25;2;0;0;0;0;88;22.4;21.4;18.9;51.2;88.4
1119;Mannen;60 tot 70 jaar;1959;119;21;73;21;4;63;2;;11;3;34;6;0;0;0;0;119;29.8;74.4;21.7;68.7;85.1
1120;Mannen;60 tot 70 jaar;1960;96;8;62;22;4;63;1;;8;1;18;5;0;0;0;0;96;23.6;28.0;18.0;73.3;82.8
1121;Mannen;60 tot 70 jaar;1961;107;12;78;14;3;45;7;;26;1;26;2;0;0;0;0;107;25.8;41.0;22.2;47.3;61.0
1122;Mannen;60 tot 70 jaar;1962;93;13;57;19;4;47;7;;8;4;23;4;29;12;2;14;36;21.9;43.3;15.9;64.7;78.7
1123;Mannen;60 tot 70 jaar;1963;87;16;57;10;4;48;5;;19;3;10;2;0;0;0;0;87;20.1;52.1;15.5;34.2;76.7
1124;Mannen;60 tot 70 jaar;1964;81;9;49;20;3;29;2;;20;3;24;3;0;0;0;0;81;18.4;28.6;13.1;69.1;56.1
1125;Mannen;60 tot 70 jaar;1965;94;13;61;16;4;49;4;;14;3;18;6;30;17;1;3;43;21.0;40.5;16.0;55.5;72.2
1126;Mannen;60 tot 70 jaar;1966;104;12;67;22;3;57;4;;19;2;16;6;0;0;0;0;104;22.9;36.7;17.3;76.9;51.9
1127;Mannen;60 tot 70 jaar;1967;76;14;47;12;3;38;5;;19;5;5;4;27;10;2;6;31;16.5;42.1;11.9;42.2;49.7
1128;Mannen;60 tot 70 jaar;1968;98;19;63;14;2;49;13;;18;5;9;4;0;0;0;0;98;20.9;56.4;15.7;49.2;31.8
1129;Mannen;60 tot 70 jaar;1969;128;18;79;26;5;66;17;;17;7;21;0;52;25;1;14;36;26.9;52.8;19.4;90.8;76.1
1130;Mannen;60 tot 70 jaar;1970;121;14;85;21;1;61;18;;24;5;13;0;47;29;5;11;29;25.0;40.7;20.6;72.7;14.5
1131;Mannen;60 tot 70 jaar;1971;106;18;63;22;3;55;21;;15;3;12;0;46;25;2;7;26;21.7;52.2;15.1;75.8;41.3
1132;Mannen;60 tot 70 jaar;1972;124;6;95;17;6;62;22;;20;2;18;0;55;29;2;9;29;25.2;17.4;22.5;58.4;76.7
1133;Mannen;60 tot 70 jaar;1973;103;14;72;13;4;57;11;;14;5;16;0;62;6;3;7;25;20.7;40.4;16.9;44.4;46.5
1134;Mannen;60 tot 70 jaar;1974;130;16;87;15;12;68;16;;30;4;12;0;67;18;6;13;26;25.8;46.3;20.2;51.1;126.9
1135;Mannen;60 tot 70 jaar;1975;97;17;57;16;7;44;18;;22;4;9;0;42;12;4;6;33;19.1;50.0;13.1;55.1;65.4
1136;Mannen;60 tot 70 jaar;1976;116;18;65;23;10;52;10;;30;7;15;2;49;13;0;4;50;22.7;54.1;14.9;79.9;83.4
1137;Mannen;60 tot 70 jaar;1977;103;20;57;16;10;62;12;;22;3;4;0;47;14;0;7;35;20.0;60.8;13.0;55.5;77.9
1138;Mannen;60 tot 70 jaar;1978;124;14;78;25;7;68;16;;16;5;19;0;41;18;3;13;49;24.1;43.2;17.7;86.9;51.8
1139;Mannen;60 tot 70 jaar;1979;108;21;68;16;3;55;6;8.0;23;9;7;0;37;20;1;10;40;21.0;65.8;15.5;55.7;21.3
1140;Mannen;60 tot 70 jaar;1980;137;13;93;18;13;74;15;9.0;25;4;10;0;55;15;4;13;50;26.3;40.9;20.9;62.3;87.0
1141;Mannen;60 tot 70 jaar;1981;133;15;90;16;12;65;12;8.0;28;3;17;0;57;24;2;9;41;25.0;46.7;19.8;54.3;74.6
1142;Mannen;60 tot 70 jaar;1982;144;21;85;25;13;68;14;16.0;23;4;19;0;55;20;4;11;54;26.6;65.2;18.4;84.1;74.3
1143;Mannen;60 tot 70 jaar;1983;141;22;91;22;6;70;14;9.0;20;5;23;0;62;16;14;9;40;25.6;68.1;19.4;73.8;31.4
1144;Mannen;60 tot 70 jaar;1984;136;17;91;15;13;68;11;9.0;23;10;15;0;49;12;11;9;55;24.4;52.0;19.2;49.8;63.2
1145;Mannen;60 tot 70 jaar;1985;132;19;80;16;17;70;15;9.0;14;7;17;0;45;15;7;10;55;23.4;57.3;16.7;52.5;77.4
1146;Mannen;60 tot 70 jaar;1986;147;28;86;15;18;76;13;7.0;17;8;25;1;45;15;13;6;68;25.7;83.2;17.8;48.8;77.2
1147;Mannen;60 tot 70 jaar;1987;132;17;79;19;17;64;15;6.0;15;6;25;1;40;13;6;9;64;22.8;49.8;16.1;61.1;68.8
1148;Mannen;60 tot 70 jaar;1988;116;11;73;16;16;50;5;9.0;22;10;20;0;42;8;14;7;45;19.7;31.4;14.7;50.6;61.0
1149;Mannen;60 tot 70 jaar;1989;123;21;66;19;17;63;11;7.0;16;9;17;0;50;16;6;9;42;20.6;58.1;13.2;58.9;60.5
1150;Mannen;60 tot 70 jaar;1990;95;17;46;11;21;46;10;5.0;17;6;11;0;42;12;9;9;23;15.7;45.7;9.1;33.8;69.9
1151;Mannen;60 tot 70 jaar;1991;116;18;63;17;18;50;11;11.0;15;4;25;0;46;19;5;9;37;19.0;47.1;12.4;52.1;57.1
1152;Mannen;60 tot 70 jaar;1992;117;22;56;14;25;48;11;10.0;25;7;16;0;59;12;4;13;29;19.1;56.3;11.0;42.9;75.7
1153;Mannen;60 tot 70 jaar;1993;107;19;54;11;23;57;11;9.0;6;4;20;0;60;10;5;8;24;17.3;47.8;10.6;33.9;66.2
1154;Mannen;60 tot 70 jaar;1994;122;17;74;12;19;67;17;7.0;10;6;15;0;59;12;9;7;35;19.6;42.2;14.4;37.4;51.6
1155;Mannen;60 tot 70 jaar;1995;105;21;52;15;17;53;13;4.0;13;5;17;0;37;17;9;11;31;16.8;51.2;10.1;47.4;43.5
1156;Mannen;60 tot 70 jaar;1996;95;17;49;13;16;46;11;9.0;5;1;20;3;33;22;6;14;20;15.0;40.8;9.5;41.0;38.6
1157;Mannen;60 tot 70 jaar;1997;114;11;70;18;15;47;19;10.0;13;9;13;3;44;11;13;12;34;17.8;26.0;13.4;56.7;34.3
1158;Mannen;60 tot 70 jaar;1998;103;14;48;17;24;49;13;8.0;12;7;13;1;45;12;10;14;22;15.9;32.8;9.1;54.1;51.6
1159;Mannen;60 tot 70 jaar;1999;115;23;50;12;30;59;12;7.0;17;3;16;1;51;11;6;12;35;17.5;53.5;9.4;38.4;60.8
1160;Mannen;60 tot 70 jaar;2000;100;18;48;14;20;50;13;8.0;15;4;10;0;38;12;7;14;29;14.9;41.5;8.9;44.7;38.4
1161;Mannen;60 tot 70 jaar;2001;107;17;51;12;27;52;8;4.0;14;10;17;2;44;11;7;15;30;15.7;38.9;9.3;38.4;49.1
1162;Mannen;60 tot 70 jaar;2002;103;16;57;4;26;42;17;4.0;14;6;20;0;50;8;8;9;28;14.9;36.2;10.2;12.8;44.9
1163;Mannen;60 tot 70 jaar;2003;109;22;49;10;28;55;10;7.0;12;9;14;2;50;7;8;11;33;15.4;48.8;8.6;31.8;45.9
1164;Mannen;60 tot 70 jaar;2004;104;20;50;13;21;56;12;7.0;10;6;12;1;43;12;10;19;20;14.2;43.1;8.5;40.7;32.5
1165;Mannen;60 tot 70 jaar;2005;98;19;41;10;28;49;11;8.0;14;6;10;0;34;11;13;11;29;13.1;39.7;6.8;30.9;41.2
1166;Mannen;60 tot 70 jaar;2006;122;21;54;20;27;56;16;8.0;8;17;17;0;53;27;13;13;16;15.5;41.3;8.6;60.5;37.0
1167;Mannen;60 tot 70 jaar;2007;128;22;60;12;34;60;20;13.0;12;10;13;0;51;19;14;26;18;15.4;39.7;9.0;35.0;42.5
1168;Mannen;60 tot 70 jaar;2008;122;24;59;11;28;68;15;9.0;12;6;12;0;64;14;14;7;23;14.0;40.0;8.5;31.0;32.5
1169;Mannen;60 tot 70 jaar;2009;137;28;59;12;38;61;19;11.0;11;8;26;1;65;16;16;14;26;15.1;44.0;8.3;32.9;41.0
1170;Mannen;60 tot 70 jaar;2010;169;30;75;17;47;69;23;17.0;19;16;24;1;67;11;10;16;65;18.1;44.6;10.3;45.6;47.3
1171;Mannen;60 tot 70 jaar;2011;150;29;65;16;40;61;20;20.0;22;10;17;0;82;9;8;20;31;15.7;40.1;8.8;42.0;38.2
1172;Mannen;60 tot 70 jaar;2012;152;34;72;13;33;70;21;11.0;20;11;19;0;65;15;5;27;40;15.5;43.6;9.5;33.4;29.9
1173;Mannen;60 tot 70 jaar;2013;203;44;90;11;58;111;20;14.0;16;11;29;2;76;18;13;14;82;20.3;52.3;11.8;27.8;50.1
1174;Mannen;60 tot 70 jaar;2014;164;35;90;13;26;82;23;11.0;14;10;24;0;74;15;13;20;42;16.1;38.6;11.7;32.6;21.4
1175;Mannen;60 tot 70 jaar;2015;210;39;82;23;66;100;29;21.0;11;14;34;1;99;18;15;22;56;20.3;39.9;10.6;57.4;51.9
1176;Mannen;60 tot 70 jaar;2016;225;60;96;11;58;120;28;18.0;14;19;25;1;124;22;14;14;51;21.6;57.5;12.5;27.9;44.1
1177;Mannen;60 tot 70 jaar;2017;206;57;78;17;54;113;28;13.0;17;12;23;0;112;25;13;22;34;19.9;51.5;10.4;45.0;40.0
1178;Mannen;60 tot 70 jaar;2018;185;49;83;11;42;98;25;16.0;14;14;18;0;103;22;15;15;30;17.9;41.5;11.2;30.1;30.2
1179;Mannen;60 tot 70 jaar;2019;217;48;97;26;46;121;30;20.0;9;12;25;0;113;27;13;30;34;20.8;38.1;13.1;72.9;32.0
1180;Mannen;60 tot 70 jaar;2020;188;57;69;16;46;92;28;12.0;6;10;40;0;107;13;9;18;41;17.8;42.3;9.4;45.8;30.9
1181;Mannen;60 tot 70 jaar;2021;211;66;79;11;55;111;26;15.0;14;9;35;1;108;11;10;36;46;19.7;45.8;10.7;32.0;35.7
1182;Mannen;60 tot 70 jaar;2022;232;78;90;13;51;121;35;15.0;12;22;26;1;134;19;18;17;44;21.3;50.7;12.1;38.4;32.2
1183;Mannen;60 tot 70 jaar;2023;209;58;92;9;50;119;27;18.0;11;8;24;2;124;21;12;16;36;18.9;35.4;12.3;27.1;30.7
1184;Mannen;70 tot 80 jaar;1950;54;7;19;26;2;29;0;;11;1;13;0;19;7;0;9;19;30.0;43.1;17.5;48.5;133.3
1185;Mannen;70 tot 80 jaar;1951;61;7;22;32;0;28;1;;14;1;16;1;0;0;0;0;61;32.9;41.9;19.5;58.8;0.0
1186;Mannen;70 tot 80 jaar;1952;63;7;21;32;3;39;0;;8;1;14;1;0;0;0;0;63;32.9;40.8;17.9;57.9;177.7
1187;Mannen;70 tot 80 jaar;1953;81;6;37;37;1;45;1;;16;1;16;2;0;0;0;0;81;41.3;34.5;30.5;66.5;56.3
1188;Mannen;70 tot 80 jaar;1954;65;12;29;23;1;31;3;;12;2;16;1;0;0;0;0;65;32.4;68.3;23.2;41.1;53.7
1189;Mannen;70 tot 80 jaar;1955;66;12;25;29;0;29;5;;14;3;14;1;29;10;0;10;17;32.1;67.5;19.2;51.8;0.0
1190;Mannen;70 tot 80 jaar;1956;68;8;36;24;0;35;0;;13;1;19;0;0;0;0;0;68;32.3;44.6;26.8;42.9;0.0
1191;Mannen;70 tot 80 jaar;1957;65;6;30;28;1;24;3;;6;2;23;7;20;12;0;4;29;30.2;33.4;21.6;50.1;46.1
1192;Mannen;70 tot 80 jaar;1958;97;16;36;41;4;46;1;;22;3;20;5;0;0;0;0;97;44.1;88.9;25.0;73.3;177.4
1193;Mannen;70 tot 80 jaar;1959;72;7;33;31;1;33;0;;16;2;21;0;0;0;0;0;72;32.0;38.7;22.2;55.7;43.1
1194;Mannen;70 tot 80 jaar;1960;56;7;12;35;2;21;2;;13;2;17;1;0;0;0;0;56;24.4;39.1;7.8;63.3;87.7
1195;Mannen;70 tot 80 jaar;1961;83;13;29;38;3;38;2;;23;1;19;0;0;0;0;0;83;35.4;73.6;18.2;68.9;132.8
1196;Mannen;70 tot 80 jaar;1962;84;9;37;35;3;42;1;;14;1;23;3;33;18;1;10;22;35.1;51.3;22.5;63.8;129.4
1197;Mannen;70 tot 80 jaar;1963;75;9;28;36;2;42;3;;7;2;21;0;0;0;0;0;75;30.8;51.8;16.5;66.1;83.9
1198;Mannen;70 tot 80 jaar;1964;81;14;28;35;4;40;5;;14;3;16;3;0;0;0;0;81;32.6;80.7;16.1;64.6;163.1
1199;Mannen;70 tot 80 jaar;1965;80;7;38;35;0;45;2;;15;3;15;0;32;12;4;12;20;31.7;40.4;21.2;65.1;0.0
1200;Mannen;70 tot 80 jaar;1966;62;4;30;27;1;34;4;;11;3;7;3;0;0;0;0;62;24.1;23.0;16.4;50.6;39.0
1201;Mannen;70 tot 80 jaar;1967;65;5;31;29;0;39;3;;16;1;4;2;17;11;0;14;23;24.9;28.7;16.5;54.8;0.0
1202;Mannen;70 tot 80 jaar;1968;75;5;35;34;1;47;3;;15;1;6;3;0;0;0;0;75;28.4;28.5;18.3;65.0;37.6
1203;Mannen;70 tot 80 jaar;1969;59;10;30;15;4;29;9;;11;3;7;0;25;12;1;4;17;22.1;56.7;15.4;28.9;142.7
1204;Mannen;70 tot 80 jaar;1970;79;11;33;31;4;52;5;;15;4;3;0;33;15;1;10;20;29.3;61.9;16.7;60.0;136.3
1205;Mannen;70 tot 80 jaar;1971;78;8;38;28;4;46;6;;15;3;8;0;23;22;0;10;23;28.6;44.2;19.0;54.5;129.2
1206;Mannen;70 tot 80 jaar;1972;73;12;35;24;2;41;6;;12;3;11;0;20;13;3;9;28;26.4;64.8;17.2;46.9;59.8
1207;Mannen;70 tot 80 jaar;1973;70;8;34;22;6;28;9;;18;7;8;0;32;12;0;7;19;24.9;42.1;16.4;43.2;168.8
1208;Mannen;70 tot 80 jaar;1974;77;12;45;19;1;44;3;;15;6;9;0;36;11;2;9;19;27.0;61.4;21.3;37.5;26.4
1209;Mannen;70 tot 80 jaar;1975;91;17;40;29;5;46;7;;14;11;13;0;31;18;0;15;27;31.3;85.9;18.5;58.1;113.2
1210;Mannen;70 tot 80 jaar;1976;90;8;48;30;4;51;7;;13;6;13;0;32;20;3;5;30;30.6;40.0;21.8;61.3;79.5
1211;Mannen;70 tot 80 jaar;1977;78;11;35;28;4;41;8;;14;4;11;0;27;19;0;7;25;26.1;54.3;15.6;57.4;74.5
1212;Mannen;70 tot 80 jaar;1978;69;6;41;20;2;33;2;;18;8;8;0;21;16;0;6;26;22.7;29.3;17.9;41.1;34.7
1213;Mannen;70 tot 80 jaar;1979;91;8;42;34;7;49;5;4.0;23;5;5;0;30;13;0;7;41;29.5;38.6;18.1;69.7;114.2
1214;Mannen;70 tot 80 jaar;1980;87;10;40;33;4;49;4;5.0;17;4;8;0;36;19;3;3;26;27.8;47.7;16.9;67.5;61.5
1215;Mannen;70 tot 80 jaar;1981;85;13;39;30;3;44;10;3.0;15;8;5;0;26;23;2;3;31;26.9;61.9;16.3;61.7;43.3
1216;Mannen;70 tot 80 jaar;1982;93;9;52;26;6;47;7;8.0;16;3;12;0;44;15;0;5;29;29.1;43.1;21.4;54.0;81.3
1217;Mannen;70 tot 80 jaar;1983;115;20;59;32;4;44;13;6.0;33;7;12;0;60;14;3;12;26;35.4;96.2;23.8;66.7;50.4
1218;Mannen;70 tot 80 jaar;1984;113;8;61;33;11;55;8;9.0;19;7;15;0;47;12;5;10;39;34.3;38.5;24.2;68.7;128.0
1219;Mannen;70 tot 80 jaar;1985;97;13;58;22;4;46;10;5.0;23;10;3;0;27;16;8;5;41;29.1;62.9;22.7;45.8;43.2
1220;Mannen;70 tot 80 jaar;1986;93;11;47;31;4;49;9;3.0;22;4;6;0;21;16;3;1;52;27.7;53.9;18.2;64.3;40.9
1221;Mannen;70 tot 80 jaar;1987;101;13;54;28;6;56;6;9.0;16;5;9;0;24;12;3;3;59;29.8;64.5;20.7;58.0;59.0
1222;Mannen;70 tot 80 jaar;1988;97;14;46;27;10;41;9;5.0;20;7;15;0;27;12;3;3;52;28.5;70.3;17.5;56.1;95.1
1223;Mannen;70 tot 80 jaar;1989;78;10;40;26;2;38;8;5.0;14;5;8;0;28;14;7;10;19;22.8;51.3;15.2;54.1;18.4
1224;Mannen;70 tot 80 jaar;1990;76;8;37;26;5;38;5;4.0;18;5;6;0;25;16;5;7;23;21.8;41.4;13.7;53.6;43.5
1225;Mannen;70 tot 80 jaar;1991;90;7;46;32;5;39;13;6.0;12;5;15;0;35;24;5;9;17;25.1;35.6;16.6;64.9;41.0
1226;Mannen;70 tot 80 jaar;1992;102;19;50;24;9;46;16;8.0;16;8;8;0;44;11;3;6;38;27.8;95.0;17.6;48.0;69.7
1227;Mannen;70 tot 80 jaar;1993;101;14;52;27;8;42;12;8.0;18;10;11;0;53;7;4;8;29;26.9;69.2;17.9;53.3;58.4
1228;Mannen;70 tot 80 jaar;1994;90;9;51;25;5;45;10;8.0;12;3;12;0;40;17;4;7;22;23.6;43.9;17.2;49.1;34.3
1229;Mannen;70 tot 80 jaar;1995;79;4;50;19;6;48;5;2.0;6;7;11;0;23;17;9;10;20;20.3;19.3;16.6;37.2;38.9
1230;Mannen;70 tot 80 jaar;1996;84;10;44;23;7;50;8;5.0;8;7;6;0;22;24;5;14;19;21.2;47.3;14.4;44.3;43.2
1231;Mannen;70 tot 80 jaar;1997;72;6;40;18;8;33;9;5.0;9;8;8;0;27;11;4;10;20;17.9;27.9;12.9;34.1;47.0
1232;Mannen;70 tot 80 jaar;1998;67;3;33;20;11;29;7;2.0;15;3;9;2;29;10;2;7;19;16.3;13.6;10.4;37.6;60.1
1233;Mannen;70 tot 80 jaar;1999;76;8;41;20;7;38;8;4.0;11;5;8;2;34;7;3;5;27;18.1;35.3;12.7;37.1;36.1
1234;Mannen;70 tot 80 jaar;2000;74;10;37;23;4;39;6;5.0;10;5;9;0;21;16;4;8;25;17.4;42.8;11.3;42.2;19.8
1235;Mannen;70 tot 80 jaar;2001;73;10;36;18;9;35;9;3.0;7;10;9;0;21;18;6;9;19;16.9;41.8;10.8;33.1;42.1
1236;Mannen;70 tot 80 jaar;2002;78;13;40;20;5;35;9;8.0;8;5;12;1;28;16;4;7;23;17.8;53.4;11.9;36.8;22.1
1237;Mannen;70 tot 80 jaar;2003;70;5;35;15;15;32;5;2.0;13;8;9;1;31;16;3;8;12;15.8;20.3;10.3;27.7;63.1
1238;Mannen;70 tot 80 jaar;2004;54;9;31;8;6;29;6;6.0;6;3;4;0;21;15;3;8;7;12.0;36.0;9.0;14.9;24.0
1239;Mannen;70 tot 80 jaar;2005;71;11;34;18;8;41;12;6.0;5;3;3;1;25;17;7;9;13;15.5;43.0;9.7;33.5;30.2
1240;Mannen;70 tot 80 jaar;2006;76;7;33;20;16;43;10;0.0;12;6;5;0;24;19;6;11;16;16.3;26.8;9.2;37.4;56.9
1241;Mannen;70 tot 80 jaar;2007;66;7;29;19;11;32;11;3.0;9;3;7;1;33;15;3;6;9;13.9;26.2;7.9;35.7;36.9
1242;Mannen;70 tot 80 jaar;2008;76;18;35;16;7;34;11;2.0;13;5;9;2;25;17;6;13;15;15.6;66.1;9.3;30.1;22.0
1243;Mannen;70 tot 80 jaar;2009;83;19;41;12;11;40;6;6.0;12;4;15;0;33;17;6;8;19;16.6;68.9;10.6;22.5;32.0
1244;Mannen;70 tot 80 jaar;2010;76;9;38;20;9;38;5;10.0;9;6;8;0;38;9;1;5;23;14.8;32.2;9.6;37.5;24.3
1245;Mannen;70 tot 80 jaar;2011;84;16;43;17;8;42;12;7.0;7;5;11;0;26;14;9;10;25;15.9;56.4;10.6;31.8;20.3
1246;Mannen;70 tot 80 jaar;2012;74;8;34;17;15;31;10;4.0;9;8;12;0;36;8;3;4;23;13.7;27.7;8.1;31.6;35.7
1247;Mannen;70 tot 80 jaar;2013;93;10;46;21;16;46;10;3.0;9;10;14;1;38;14;1;9;31;16.6;33.8;10.7;38.3;35.6
1248;Mannen;70 tot 80 jaar;2014;108;12;54;21;21;46;25;5.0;11;5;16;0;42;18;7;7;34;18.6;39.1;12.1;37.3;43.6
1249;Mannen;70 tot 80 jaar;2015;105;12;53;27;13;46;24;8.0;10;8;9;0;42;20;4;13;26;17.4;37.8;11.5;46.8;25.3
1250;Mannen;70 tot 80 jaar;2016;121;19;61;19;22;59;19;7.0;13;13;10;0;45;22;8;9;37;19.1;56.1;12.6;31.8;39.3
1251;Mannen;70 tot 80 jaar;2017;108;14;44;23;27;41;18;6.0;19;4;20;0;42;24;3;12;27;15.9;37.8;8.5;36.4;43.4
1252;Mannen;70 tot 80 jaar;2018;106;16;47;21;22;51;12;8.0;8;6;21;0;51;26;2;9;18;14.8;39.7;8.7;31.8;32.4
1253;Mannen;70 tot 80 jaar;2019;120;16;59;22;23;60;17;8.0;17;4;14;0;50;25;9;17;19;16.1;36.7;10.6;32.3;31.5
1254;Mannen;70 tot 80 jaar;2020;138;9;75;19;35;66;19;8.0;14;8;23;0;66;29;4;7;32;18.0;19.1;13.1;27.1;45.0
1255;Mannen;70 tot 80 jaar;2021;121;21;57;20;23;56;11;5.0;3;10;36;0;62;24;5;7;23;15.4;41.4;9.8;27.8;28.0
1256;Mannen;70 tot 80 jaar;2022;153;22;72;30;29;69;19;13.0;16;13;23;0;81;23;9;11;29;18.9;40.1;12.2;40.7;33.6
1257;Mannen;70 tot 80 jaar;2023;178;27;85;25;41;80;25;13.0;19;15;23;3;80;38;7;22;31;21.6;45.4;14.2;33.3;45.2
1258;Mannen;80 jaar of ouder;1950;20;1;1;18;0;10;0;;6;1;3;0;5;3;0;1;11;43.2;25.0;6.4;68.4;0.0
1259;Mannen;80 jaar of ouder;1951;17;1;2;14;0;9;1;;5;0;1;1;0;0;0;0;17;35.3;23.8;12.2;51.1;0.0
1260;Mannen;80 jaar of ouder;1952;19;1;6;12;0;10;1;;4;1;2;1;0;0;0;0;19;37.7;22.6;35.0;41.9;0.0
1261;Mannen;80 jaar of ouder;1953;26;2;6;18;0;14;0;;7;2;3;0;0;0;0;0;26;48.9;42.5;33.1;59.8;0.0
1262;Mannen;80 jaar of ouder;1954;34;3;8;21;2;23;0;;4;2;5;0;0;0;0;0;34;61.0;60.3;41.6;67.0;911.2
1263;Mannen;80 jaar of ouder;1955;33;2;6;25;0;17;0;;8;2;6;0;13;2;0;4;14;56.6;37.9;29.6;76.9;0.0
1264;Mannen;80 jaar of ouder;1956;24;3;5;16;0;16;1;;5;0;2;0;0;0;0;0;24;39.5;53.5;23.6;47.4;0.0
1265;Mannen;80 jaar of ouder;1957;26;2;5;19;0;18;0;;4;0;4;0;8;8;0;1;9;40.9;33.8;22.4;54.3;0.0
1266;Mannen;80 jaar of ouder;1958;21;0;8;13;0;12;0;;3;1;4;1;0;0;0;0;21;31.7;0.0;33.9;35.9;0.0
1267;Mannen;80 jaar of ouder;1959;42;4;6;32;0;22;1;;10;1;8;0;0;0;0;0;42;60.9;61.7;24.3;85.5;0.0
1268;Mannen;80 jaar of ouder;1960;33;4;7;20;2;17;0;;10;0;6;0;0;0;0;0;33;46.0;65.7;26.4;51.6;513.5
1269;Mannen;80 jaar of ouder;1961;36;1;8;26;1;18;0;;8;2;8;0;0;0;0;0;36;48.3;17.7;28.2;65.0;214.1
1270;Mannen;80 jaar of ouder;1962;32;5;8;19;0;18;0;;6;2;6;0;11;5;0;5;11;41.6;85.9;27.0;46.4;0.0
1271;Mannen;80 jaar of ouder;1963;38;4;9;25;0;20;1;;10;0;7;0;0;0;0;0;38;48.4;67.6;29.3;60.3;0.0
1272;Mannen;80 jaar of ouder;1964;37;5;9;23;0;21;1;;6;1;8;0;0;0;0;0;37;45.7;82.6;28.0;54.4;0.0
1273;Mannen;80 jaar of ouder;1965;53;5;15;31;2;26;1;;18;1;6;1;22;8;1;4;18;63.1;79.6;44.3;71.4;465.1
1274;Mannen;80 jaar of ouder;1966;44;4;11;29;0;26;1;;10;1;6;0;0;0;0;0;44;50.9;62.2;31.2;65.4;0.0
1275;Mannen;80 jaar of ouder;1967;41;2;9;30;0;25;1;;8;2;5;0;13;13;1;4;10;45.9;30.6;24.4;66.0;0.0
1276;Mannen;80 jaar of ouder;1968;34;0;8;24;2;20;2;;8;2;2;0;0;0;0;0;34;37.0;0.0;20.8;51.7;429.2
1277;Mannen;80 jaar of ouder;1969;42;2;7;33;0;30;4;;5;2;1;0;9;5;0;13;15;44.7;30.3;17.6;70.1;0.0
1278;Mannen;80 jaar of ouder;1970;45;2;12;30;1;30;2;;9;1;3;0;20;9;0;3;13;47.0;29.9;29.2;63.1;209.2
1279;Mannen;80 jaar of ouder;1971;44;6;10;27;1;22;2;;12;5;3;0;9;8;0;4;23;45.1;89.5;23.6;56.3;222.0
1280;Mannen;80 jaar of ouder;1972;55;1;18;34;2;28;7;;9;5;6;0;15;11;0;9;20;55.6;15.0;41.4;70.5;453.0
1281;Mannen;80 jaar of ouder;1973;33;1;11;21;0;16;7;;7;2;1;0;12;5;2;3;11;32.9;15.0;24.6;43.3;0.0
1282;Mannen;80 jaar of ouder;1974;43;3;16;24;0;23;2;;6;9;3;0;16;10;0;4;13;42.0;44.4;34.7;49.0;0.0
1283;Mannen;80 jaar of ouder;1975;42;3;10;29;0;23;0;;16;1;2;0;16;10;0;5;11;40.3;44.7;20.7;60.0;0.0
1284;Mannen;80 jaar of ouder;1976;53;2;17;33;1;28;5;;12;5;3;0;21;9;0;6;17;50.0;30.0;33.7;69.4;76.4
1285;Mannen;80 jaar of ouder;1977;50;5;10;35;0;31;4;;10;2;3;0;16;11;0;3;20;46.3;73.4;19.2;73.3;0.0
1286;Mannen;80 jaar of ouder;1978;44;1;11;31;1;25;3;;9;5;2;0;10;10;0;2;22;39.9;14.3;20.5;64.6;67.6
1287;Mannen;80 jaar of ouder;1979;43;1;14;28;0;22;2;2.0;4;6;7;0;10;11;1;3;18;38.3;13.9;25.3;58.2;0.0
1288;Mannen;80 jaar of ouder;1980;58;6;11;39;2;26;7;1.0;17;5;2;0;16;9;0;8;25;50.8;81.2;19.3;80.7;119.5
1289;Mannen;80 jaar of ouder;1981;45;3;11;29;2;24;6;0.0;6;3;6;0;10;10;0;1;24;38.7;39.3;18.9;59.7;112.1
