ID;InstitutionalSectors;NotConsolidatedConsolidated;Periods;Total_1;Total_2;ImportsOfGoods_3;Total_4;ImportsOfServicesExcludingFISIM_5;ImportsOfFISIM_6;Total_7;Total_8;FinancialIntermediationServiceFISIM_9;OtherMarketOutput_10;Total_11;OwnAccountCapitalFormation_12;ProductsRetainedForOwnConsumption_13;Total_14;PaymentsForNonMarketOutput_15;OtherNonMarketOutput_16;Total_17;WagesAndSalaries_18;EmployersSocialContributions_19;Total_20;Total_21;ValueAddedTaxVAT_22;TaxesDutiesOnImportsExcludingVAT_23;OtherTaxesOnProducts_24;OtherTaxesOnProduction_25;Total_26;SubsidiesOnProducts_27;OtherSubsidiesOnProduction_28;Total_29;InterestDefinitionNationalAccounts_30;CorrectionFISIM_31;InterestBeforeCorrectionForFISIM_32;Total_33;Dividends_34;WithdrawalsFromIncomeOfQuasiCorp_35;ReinvestedEarningsOnForeignInvestm_36;Total_37;InvestmIncomeAttribToPolicyHolder_38;IncomePayableOnPensionEntitlements_39;InvIncomeAttributableToShareholders_40;Rent_41;Total_42;CurrentTaxesOnIncome_43;OtherCurrentTaxes_44;Total_45;Total_46;EmployersActualSocialContributions_47;EmployersImputedSocialContributions_48;HouseholdsActualSocialContributions_49;HouseholdsSocialContribSupplements_50;TheSocialInsurSchemeServiceCharges_51;Total_52;SocialSecurityBenefitsInCash_53;OtherSocialInsuranceBenefits_54;SocialAssistanceBenefitsInCash_55;Total_56;NetNonLifeInsurancePremiums_57;NonLifeInsuranceClaims_58;CurrentTransfersWithinGenGovernment_59;CurrentInternationalCoOperation_60;MiscellaneousCurrentTransfers_61;TheVATAndGNIBasedEUOwnResource_62;AdjustmChangeInPensionEntitlements_63;Total_64;CapitalTaxes_65;InvestmentGrants_66;OtherCapitalTransfers_67;Total_68;Total_69;ExportsOfGoods_70;Total_71;ExportsOfServicesExcludingFISIM_72;ExportsOfFISIM_73;IntermediateConsumption_74;Total_75;WagesAndSalaries_76;EmployersSocialContributions_77;Total_78;TaxesOnProducts_79;OtherTaxesOnProduction_80;Total_81;SubsidiesOnProducts_82;OtherSubsidiesOnProduction_83;Total_84;InterestDefinitionNationalAccounts_85;CorrectionFISIM_86;InterestBeforeCorrectionForFISIM_87;Total_88;Dividends_89;WithdrawalsFromIncomeOfQuasiCorps_90;ReinvestedEarningsOnForeignInvestm_91;Total_92;InvestmIncomeAttribToPolicyHolder_93;IncomePayableOnPensionEntitlements_94;InvIncomeAttributableToShareholders_95;Rent_96;Total_97;CurrentTaxesOnIncome_98;OtherCurrentTaxes_99;Total_100;Total_101;EmployersActualSocialContributions_102;EmployersImputedSocialContributions_103;HouseholdsActualSocialContributions_104;HouseholdsSocialContribSupplements_105;TheSocialInsurSchemeServiceCharges_106;Total_107;SocialSecurityBenefitsInCash_108;OtherSocialInsuranceBenefits_109;SocialAssistanceBenefitsInCash_110;Total_111;NetNonLifeInsurancePremiums_112;NonLifeInsuranceClaims_113;CurrentTransfersWithinGenGovernment_114;CurrentInternationalCoOperation_115;MiscellaneousCurrentTransfers_116;TheVATAndGNIBasedEUOwnResource_117;AdjustmChangeInPensionEntitlements_118;Total_119;Total_120;Total_121;TransfersInKindNonMarketProduction_122;TransfersInKindMarketProduction_123;OtherIndividualFinalConsumption_124;ActualCollectiveFinalConsumption_125;Total_126;CapitalTaxes_127;InvestmentGrants_128;OtherCapitalTransfers_129;Total_130;Total_131;ConsumptionOfFixedCapital_132;NetFixedCapitalFormation_133;Total_134;ChangesInInventories_135;AcquisitionsLessDisposalsOfValuables_136;AcqLessDisposalsOfNonProdAssets_137;GrossDomesticProduct_138;GrossValueAdded_139;NetDomesticProduct_140;NetValueAdded_141;GrossOperatingSurplus_142;NetOperatingSurplus_143;GrossNationalIncome_144;NetNationalIncome_145;GrossDisposableIncome_146;NetDisposableIncome_147;GrossSaving_148;NetSaving_149;NetTransactionsOfGoodAndServices_150;SurplusNationOnCurrentTransactions_151;NetSavingAndCapitalTransfers_152;NetLendingOrNetBorrowing_153;TotalFinancialTransactionsInAssets_154;TotalFinancialTransactionsLiabilities_155;NetFinancialTransactions_156;StatisticalDiscrepancy_157
2009;Non-MMF investment funds ;Consolidated;2013 1st quarter;4292.0;;;;;;1178.0;1175.0;;1175.0;3.0;3.0;;;;;;;;;;;;;;0.0;;0.0;3112.0;1907.0;-1.0;1908.0;928.0;924.0;4.0;53.0;224.0;0.0;;224.0;0.0;;;;1.0;1.0;;1.0;;;;;;;;1.0;;1.0;;;0.0;;;0.0;;0.0;0.0;5208.0;;;;;;896.0;16.0;14.0;2.0;19.0;;19.0;;;;3218.0;57.0;-60.0;117.0;;;;;3161.0;;;3161.0;;45.0;45.0;;1.0;;;;;;;1.0;;1.0;;1.0;1.0;;;;0.0;;;;;;;;;;0.0;;;0.0;565.0;565.0;96.0;469.0;0.0;0.0;0.0;447.0;;282.0;;186.0;247.0;151.0;141.0;45.0;96.0;0.0;96.0;0.0;;;0.0;-916.0;7761.0;8677.0;-916.0;0.0
2010;Non-MMF investment funds ;Consolidated;2013 2nd quarter;5751.0;;;;;;1131.0;1127.0;;1127.0;4.0;4.0;;;;;;;;;;;;;;0.0;;0.0;4619.0;1929.0;-1.0;1930.0;2402.0;2400.0;2.0;32.0;256.0;0.0;;256.0;0.0;;;;0.0;0.0;;0.0;;;;;;;;1.0;;1.0;;;0.0;;;0.0;;0.0;0.0;5680.0;;;;;;869.0;16.0;15.0;1.0;19.0;;19.0;;;;4708.0;55.0;-56.0;111.0;;;;;4653.0;;;4653.0;;42.0;42.0;;0.0;;;;;;;0.0;;0.0;;1.0;1.0;;;;0.0;;;;;;;;;;0.0;;;0.0;37.0;37.0;96.0;-59.0;0.0;0.0;0.0;-12.0;;262.0;;166.0;227.0;131.0;138.0;42.0;96.0;0.0;96.0;0.0;;;0.0;71.0;2546.0;2475.0;71.0;0.0
2011;Non-MMF investment funds ;Consolidated;2013 3rd quarter;4665.0;;;;;;1156.0;1152.0;;1152.0;4.0;4.0;;;;;;;;;;;;;;0.0;;0.0;3508.0;1964.0;2.0;1962.0;1262.0;1262.0;0.0;50.0;232.0;0.0;;232.0;0.0;;;;0.0;0.0;;0.0;;;;;;;;1.0;;1.0;;;0.0;;;0.0;;0.0;0.0;4472.0;;;;;;846.0;17.0;16.0;1.0;18.0;;18.0;;;;3639.0;55.0;-53.0;108.0;;;;;3584.0;;;3584.0;;47.0;47.0;;0.0;;;;;;;0.0;;0.0;;1.0;1.0;;;;0.0;;;;;;;;;;0.0;;;0.0;-47.0;-47.0;97.0;-144.0;0.0;0.0;0.0;-49.0;;310.0;;213.0;275.0;178.0;144.0;47.0;97.0;0.0;97.0;0.0;;;0.0;193.0;18335.0;18142.0;193.0;0.0
2012;Non-MMF investment funds ;Consolidated;2013 4th quarter;4829.0;;;;;;1211.0;1207.0;;1207.0;4.0;4.0;;;;;;;;;;;;;;0.0;;0.0;3617.0;2049.0;1.0;2048.0;1274.0;1274.0;0.0;39.0;255.0;0.0;;255.0;0.0;;;;0.0;0.0;;0.0;;;;;;;;1.0;;1.0;;;0.0;;;0.0;;0.0;0.0;4469.0;;;;;;922.0;15.0;14.0;1.0;20.0;;20.0;;;;3740.0;55.0;-50.0;105.0;;;;;3685.0;;;3685.0;;33.0;33.0;;0.0;;;;;;;0.0;;0.0;;1.0;1.0;;;;0.0;;;;;;;;;;0.0;;;0.0;-132.0;-132.0;98.0;-230.0;0.0;0.0;0.0;-130.0;;289.0;;191.0;254.0;156.0;131.0;33.0;98.0;0.0;98.0;0.0;;;0.0;360.0;11321.0;10961.0;360.0;0.0
2013;Non-MMF investment funds ;Consolidated;2013;19537.0;;;;;;4676.0;4661.0;;4661.0;15.0;15.0;;;;;;;;;;;;;;0.0;;0.0;14856.0;7849.0;1.0;7848.0;5866.0;5860.0;6.0;174.0;967.0;0.0;;967.0;0.0;;;;1.0;1.0;;1.0;;;;;;;;4.0;;4.0;;;0.0;;;0.0;;0.0;0.0;19829.0;;;;;;3533.0;64.0;59.0;5.0;76.0;;76.0;;;;15305.0;222.0;-219.0;441.0;;;;;15083.0;;;15083.0;;167.0;167.0;;1.0;;;;;;;1.0;;1.0;;4.0;4.0;;;;0.0;;;;;;;;;;0.0;;;0.0;423.0;423.0;387.0;36.0;0.0;0.0;0.0;256.0;;1143.0;;756.0;1003.0;616.0;554.0;167.0;387.0;0.0;387.0;0.0;;;0.0;-292.0;39963.0;40255.0;-292.0;0.0
2014;Non-MMF investment funds ;Consolidated;2014 1st quarter;4785.0;;;;;;1226.0;1222.0;;1222.0;4.0;4.0;;;;;;;;;;;;;;0.0;;0.0;3558.0;2055.0;1.0;2054.0;1145.0;1145.0;0.0;65.0;293.0;0.0;;293.0;0.0;;;;0.0;0.0;;0.0;;;;;;;;1.0;;1.0;;;0.0;;;0.0;;0.0;0.0;4348.0;;;;;;935.0;16.0;15.0;1.0;19.0;;19.0;;;;3673.0;70.0;-52.0;122.0;;;;;3603.0;;;3603.0;;46.0;46.0;;0.0;;;;;;;0.0;;0.0;;1.0;1.0;;;;0.0;;;;;;;;;;0.0;;;0.0;-193.0;-193.0;95.0;-288.0;0.0;0.0;0.0;-149.0;;291.0;;196.0;256.0;161.0;141.0;46.0;95.0;0.0;95.0;0.0;;;0.0;437.0;-447.0;-884.0;437.0;0.0
2015;Non-MMF investment funds ;Consolidated;2014 2nd quarter;6160.0;;;;;;1202.0;1198.0;;1198.0;4.0;4.0;;;;;;;;;;;;;;0.0;;0.0;4957.0;2058.0;0.0;2058.0;2568.0;2567.0;1.0;27.0;304.0;0.0;;304.0;0.0;;;;0.0;0.0;;0.0;;;;;;;;1.0;;1.0;;;0.0;;;0.0;;0.0;0.0;6057.0;;;;;;925.0;18.0;17.0;1.0;19.0;;19.0;;;;5056.0;50.0;-53.0;103.0;;;;;5006.0;;;5006.0;;46.0;46.0;;0.0;;;;;;;0.0;;0.0;;1.0;1.0;;;;0.0;;;;;;;;;;0.0;;;0.0;47.0;47.0;95.0;-48.0;0.0;0.0;0.0;-55.0;;277.0;;182.0;240.0;145.0;141.0;46.0;95.0;0.0;95.0;0.0;;;0.0;103.0;6204.0;6101.0;103.0;0.0
2016;Non-MMF investment funds ;Consolidated;2014 3rd quarter;5415.0;;;;;;1376.0;1373.0;;1373.0;3.0;3.0;;;;;;;;;;;;;;0.0;;0.0;4038.0;2041.0;-3.0;2044.0;1626.0;1626.0;0.0;60.0;311.0;0.0;;311.0;0.0;;;;0.0;0.0;;0.0;;;;;;;;1.0;;1.0;;;0.0;;;0.0;;0.0;0.0;4817.0;;;;;;1063.0;21.0;20.0;1.0;23.0;;23.0;;;;4164.0;55.0;-56.0;111.0;;;;;4109.0;;;4109.0;;46.0;46.0;;0.0;;;;;;;0.0;;0.0;;1.0;1.0;;;;0.0;;;;;;;;;;0.0;;;0.0;-297.0;-297.0;97.0;-394.0;0.0;0.0;0.0;-204.0;;313.0;;216.0;269.0;172.0;143.0;46.0;97.0;0.0;97.0;0.0;;;0.0;598.0;20501.0;19903.0;598.0;0.0
2017;Non-MMF investment funds ;Consolidated;2014 4th quarter;5485.0;;;;;;1451.0;1447.0;;1447.0;4.0;4.0;;;;;;;;;;;;;;0.0;;0.0;4033.0;1982.0;-8.0;1990.0;1565.0;1564.0;1.0;136.0;350.0;0.0;;350.0;0.0;;;;0.0;0.0;;0.0;;;;;;;;1.0;;1.0;;;0.0;;;0.0;;0.0;0.0;5128.0;;;;;;1146.0;23.0;22.0;1.0;25.0;;25.0;;;;4143.0;39.0;-64.0;103.0;;;;;4104.0;;;4104.0;;49.0;49.0;;0.0;;;;;;;0.0;;0.0;;1.0;1.0;;;;0.0;;;;;;;;;;0.0;;;0.0;-107.0;-107.0;98.0;-205.0;0.0;0.0;0.0;-152.0;;305.0;;207.0;257.0;159.0;147.0;49.0;98.0;0.0;98.0;0.0;;;0.0;357.0;1338.0;981.0;357.0;0.0
2018;Non-MMF investment funds ;Consolidated;2014;21845.0;;;;;;5255.0;5240.0;;5240.0;15.0;15.0;;;;;;;;;;;;;;0.0;;0.0;16586.0;8136.0;-10.0;8146.0;6904.0;6902.0;2.0;288.0;1258.0;0.0;;1258.0;0.0;;;;0.0;0.0;;0.0;;;;;;;;4.0;;4.0;;;0.0;;;0.0;;0.0;0.0;20350.0;;;;;;4069.0;78.0;74.0;4.0;86.0;;86.0;;;;17036.0;214.0;-225.0;439.0;;;;;16822.0;;;16822.0;;187.0;187.0;;0.0;;;;;;;0.0;;0.0;;4.0;4.0;;;;0.0;;;;;;;;;;0.0;;;0.0;-550.0;-550.0;385.0;-935.0;0.0;0.0;0.0;-560.0;;1186.0;;801.0;1022.0;637.0;572.0;187.0;385.0;0.0;385.0;0.0;;;0.0;1495.0;27596.0;26101.0;1495.0;0.0
2019;Non-MMF investment funds ;Consolidated;2015 1st quarter;5961.0;;;;;;1491.0;1487.0;;1487.0;4.0;4.0;;;;;;;;;;;;;;0.0;;0.0;4469.0;2155.0;-10.0;2165.0;1735.0;1733.0;2.0;139.0;440.0;0.0;;440.0;0.0;;;;0.0;0.0;;0.0;;;;;;;;1.0;;1.0;;;0.0;;;0.0;;0.0;0.0;5900.0;;;;;;1183.0;18.0;18.0;0.0;26.0;;26.0;;;;4601.0;33.0;-61.0;94.0;;;;;4568.0;;;4568.0;;51.0;51.0;;0.0;;;;;;;0.0;;0.0;;1.0;1.0;;;;0.0;;;;;;;;;;0.0;;;0.0;43.0;43.0;81.0;-38.0;0.0;0.0;0.0;-23.0;;308.0;;227.0;264.0;183.0;132.0;51.0;81.0;0.0;81.0;0.0;;;0.0;61.0;-4656.0;-4717.0;61.0;0.0
2020;Non-MMF investment funds ;Consolidated;2015 2nd quarter;7125.0;;;;;;1490.0;1484.0;;1484.0;6.0;6.0;;;;;;;;;;;;;;0.0;;0.0;5634.0;2169.0;-8.0;2177.0;2945.0;2944.0;1.0;51.0;469.0;0.0;;469.0;0.0;;;;0.0;0.0;;0.0;;;;;;;;1.0;;1.0;;;0.0;;;0.0;;0.0;0.0;7506.0;;;;;;1197.0;13.0;13.0;0.0;27.0;;27.0;;;;5757.0;25.0;-55.0;80.0;;;;;5732.0;;;5732.0;;51.0;51.0;;0.0;;;;;;;0.0;;0.0;;1.0;1.0;;;;0.0;;;;;;;;;;0.0;;;0.0;309.0;309.0;79.0;230.0;0.0;0.0;0.0;151.0;;293.0;;214.0;253.0;174.0;130.0;51.0;79.0;0.0;79.0;0.0;;;0.0;-381.0;302.0;683.0;-381.0;0.0
2021;Non-MMF investment funds ;Consolidated;2015 3rd quarter;6219.0;;;;;;1513.0;1509.0;;1509.0;4.0;4.0;;;;;;;;;;;;;;0.0;;0.0;4705.0;2198.0;-6.0;2204.0;2272.0;2271.0;1.0;80.0;155.0;0.0;;155.0;0.0;;;;0.0;0.0;;0.0;;;;;;;;1.0;;1.0;;;0.0;;;0.0;;0.0;0.0;7178.0;;;;;;1209.0;17.0;17.0;0.0;29.0;;29.0;;;;4831.0;38.0;-51.0;89.0;;;;;4793.0;;;4793.0;;52.0;52.0;;0.0;;;;;;;0.0;;0.0;;1.0;1.0;;;;0.0;;;;;;;;;;0.0;;;0.0;720.0;720.0;80.0;640.0;0.0;0.0;0.0;319.0;;304.0;;224.0;258.0;178.0;132.0;52.0;80.0;0.0;80.0;0.0;;;0.0;-959.0;-2973.0;-2014.0;-959.0;0.0
2022;Non-MMF investment funds ;Consolidated;2015 4th quarter;6004.0;;;;;;1492.0;1488.0;;1488.0;4.0;4.0;;;;;;;;;;;;;;0.0;;0.0;4511.0;2202.0;-4.0;2206.0;1601.0;1596.0;5.0;246.0;462.0;0.0;;462.0;0.0;;;;0.0;0.0;;0.0;;;;;;;;1.0;;1.0;;;0.0;;;0.0;;0.0;0.0;6207.0;;;;;;1203.0;11.0;11.0;0.0;28.0;;28.0;;;;4643.0;31.0;-55.0;86.0;;;;;4612.0;;;4612.0;;37.0;37.0;;0.0;;;;;;;0.0;;0.0;;1.0;1.0;;;;0.0;;;;;;;;;;0.0;;;0.0;185.0;185.0;81.0;104.0;0.0;0.0;0.0;99.0;;289.0;;208.0;250.0;169.0;118.0;37.0;81.0;0.0;81.0;0.0;;;0.0;-203.0;-183.0;20.0;-203.0;0.0
2023;Non-MMF investment funds ;Consolidated;2015;25309.0;;;;;;5986.0;5968.0;;5968.0;18.0;18.0;;;;;;;;;;;;;;0.0;;0.0;19319.0;8724.0;-28.0;8752.0;8553.0;8544.0;9.0;516.0;1526.0;0.0;;1526.0;0.0;;;;0.0;0.0;;0.0;;;;;;;;4.0;;4.0;;;0.0;;;0.0;;0.0;0.0;26791.0;;;;;;4792.0;59.0;59.0;0.0;110.0;;110.0;;;;19832.0;127.0;-222.0;349.0;;;;;19705.0;;;19705.0;;191.0;191.0;;0.0;;;;;;;0.0;;0.0;;4.0;4.0;;;;0.0;;;;;;;;;;0.0;;;0.0;1257.0;1257.0;321.0;936.0;0.0;0.0;0.0;546.0;;1194.0;;873.0;1025.0;704.0;512.0;191.0;321.0;0.0;321.0;0.0;;;0.0;-1482.0;-7510.0;-6028.0;-1482.0;0.0
2024;Non-MMF investment funds ;Consolidated;2016 1st quarter;5754.0;;;;;;1310.0;1306.0;;1306.0;4.0;4.0;;;;;;;;;;;;;;0.0;;0.0;4443.0;2170.0;-3.0;2173.0;1840.0;1840.0;0.0;75.0;358.0;0.0;;358.0;0.0;;;;0.0;0.0;;0.0;;;;;;;;1.0;;1.0;;;0.0;;;0.0;;0.0;0.0;5572.0;;;;;;1067.0;18.0;18.0;0.0;29.0;;29.0;;;;4505.0;26.0;-50.0;76.0;;;;;4479.0;;;4479.0;;51.0;51.0;;0.0;;;;;;;0.0;;0.0;;1.0;1.0;;;;0.0;;;;;;;;;;0.0;;;0.0;48.0;48.0;83.0;-35.0;0.0;0.0;0.0;-147.0;;243.0;;160.0;196.0;113.0;134.0;51.0;83.0;0.0;83.0;0.0;;;0.0;182.0;10149.0;9967.0;182.0;0.0
2025;Non-MMF investment funds ;Consolidated;2016 2nd quarter;6871.0;;;;;;1383.0;1378.0;;1378.0;5.0;5.0;;;;;;;;;;;;;;0.0;;0.0;5487.0;2181.0;-5.0;2186.0;2856.0;2856.0;0.0;74.0;376.0;0.0;;376.0;0.0;;;;0.0;0.0;;0.0;;;;;;;;1.0;;1.0;;;0.0;;;0.0;;0.0;0.0;7075.0;;;;;;1137.0;19.0;19.0;0.0;31.0;;31.0;;;;5547.0;31.0;-46.0;77.0;;;;;5516.0;;;5516.0;;52.0;52.0;;0.0;;;;;;;0.0;;0.0;;1.0;1.0;;;;0.0;;;;;;;;;;0.0;;;0.0;49.0;49.0;84.0;-35.0;0.0;0.0;0.0;239.0;;246.0;;162.0;196.0;112.0;136.0;52.0;84.0;0.0;84.0;0.0;;;0.0;-204.0;16825.0;17029.0;-204.0;0.0
2026;Non-MMF investment funds ;Consolidated;2016 3rd quarter;5864.0;;;;;;1402.0;1397.0;;1397.0;5.0;5.0;;;;;;;;;;;;;;0.0;;0.0;4461.0;2005.0;-7.0;2012.0;2008.0;2008.0;0.0;66.0;382.0;0.0;;382.0;0.0;;;;0.0;0.0;;0.0;;;;;;;;1.0;;1.0;;;0.0;;;0.0;;0.0;0.0;5850.0;;;;;;1166.0;18.0;18.0;0.0;32.0;;32.0;;;;4516.0;28.0;-50.0;78.0;;;;;4488.0;;;4488.0;;47.0;47.0;;0.0;;;;;;;0.0;;0.0;;1.0;1.0;;;;0.0;;;;;;;;;;0.0;;;0.0;48.0;48.0;84.0;-36.0;0.0;0.0;0.0;22.0;;236.0;;152.0;186.0;102.0;131.0;47.0;84.0;0.0;84.0;0.0;;;0.0;14.0;2034.0;2020.0;14.0;0.0
2027;Non-MMF investment funds ;Consolidated;2016 4th quarter;5965.0;;;;;;1508.0;1503.0;;1503.0;5.0;5.0;;;;;;;;;;;;;;0.0;;0.0;4456.0;2007.0;-4.0;2011.0;1925.0;1925.0;0.0;120.0;404.0;0.0;;404.0;0.0;;;;0.0;0.0;;0.0;;;;;;;;1.0;;1.0;;;0.0;;;0.0;;0.0;0.0;5939.0;;;;;;1264.0;18.0;18.0;0.0;35.0;;35.0;;;;4516.0;40.0;-36.0;76.0;;;;;4476.0;;;4476.0;;45.0;45.0;;0.0;;;;;;;0.0;;0.0;;1.0;1.0;;;;0.0;;;;;;;;;;0.0;;;0.0;47.0;47.0;86.0;-39.0;0.0;0.0;0.0;13.0;;244.0;;158.0;191.0;105.0;131.0;45.0;86.0;0.0;86.0;0.0;;;0.0;26.0;-15936.0;-15962.0;26.0;0.0
2028;Non-MMF investment funds ;Consolidated;2016;24454.0;;;;;;5603.0;5584.0;;5584.0;19.0;19.0;;;;;;;;;;;;;;0.0;;0.0;18847.0;8363.0;-19.0;8382.0;8629.0;8629.0;0.0;335.0;1520.0;0.0;;1520.0;0.0;;;;0.0;0.0;;0.0;;;;;;;;4.0;;4.0;;;0.0;;;0.0;;0.0;0.0;24436.0;;;;;;4634.0;73.0;73.0;0.0;127.0;;127.0;;;;19084.0;125.0;-182.0;307.0;;;;;18959.0;;;18959.0;;195.0;195.0;;0.0;;;;;;;0.0;;0.0;;4.0;4.0;;;;0.0;;;;;;;;;;0.0;;;0.0;192.0;192.0;337.0;-145.0;0.0;0.0;0.0;127.0;;969.0;;632.0;769.0;432.0;532.0;195.0;337.0;0.0;337.0;0.0;;;0.0;18.0;13072.0;13054.0;18.0;0.0
2029;Non-MMF investment funds ;Consolidated;2017 1st quarter;5518.0;;;;;;1371.0;1366.0;;1366.0;5.0;5.0;;;;;;;;;;;;;;0.0;;0.0;4146.0;1972.0;-2.0;1974.0;1715.0;1713.0;2.0;49.0;410.0;0.0;;410.0;0.0;;;;0.0;0.0;;0.0;;;;;;;;1.0;;1.0;;;0.0;;;0.0;;0.0;0.0;5713.0;;;;;;1156.0;18.0;18.0;0.0;28.0;;28.0;;;;4188.0;34.0;-34.0;68.0;;;;;4154.0;;;4154.0;;42.0;42.0;;0.0;;;;;;;0.0;;0.0;;1.0;1.0;;;;0.0;;;;;;;;;;0.0;;;0.0;199.0;199.0;85.0;114.0;0.0;0.0;0.0;81.0;;215.0;;130.0;169.0;84.0;127.0;42.0;85.0;0.0;85.0;0.0;;;0.0;-195.0;-441.0;-246.0;-195.0;0.0
2030;Non-MMF investment funds ;Consolidated;2017 2nd quarter;6857.0;;;;;;1452.0;1447.0;;1447.0;5.0;5.0;;;;;;;;;;;;;;0.0;;0.0;5404.0;1921.0;-1.0;1922.0;3090.0;3088.0;2.0;-24.0;417.0;0.0;;417.0;0.0;;;;0.0;0.0;;0.0;;;;;;;;1.0;;1.0;;;0.0;;;0.0;;0.0;0.0;7016.0;;;;;;1251.0;18.0;18.0;0.0;31.0;;31.0;;;;5433.0;41.0;-33.0;74.0;;;;;5392.0;;;5392.0;;39.0;39.0;;0.0;;;;;;;0.0;;0.0;;1.0;1.0;;;;0.0;;;;;;;;;;0.0;;;0.0;164.0;164.0;84.0;80.0;0.0;0.0;0.0;79.0;;201.0;;117.0;152.0;68.0;123.0;39.0;84.0;0.0;84.0;0.0;;;0.0;-159.0;22503.0;22662.0;-159.0;0.0
2031;Non-MMF investment funds ;Consolidated;2017 3rd quarter;5770.0;;;;;;1415.0;1410.0;;1410.0;5.0;5.0;;;;;;;;;;;;;;0.0;;0.0;4354.0;1912.0;1.0;1911.0;2136.0;2135.0;1.0;-100.0;406.0;0.0;;406.0;0.0;;;;0.0;0.0;;0.0;;;;;;;;1.0;;1.0;;;0.0;;;0.0;;0.0;0.0;6191.0;;;;;;1185.0;17.0;17.0;0.0;29.0;;29.0;;;;4416.0;35.0;-34.0;69.0;;;;;4381.0;;;4381.0;;38.0;38.0;;0.0;;;;;;;0.0;;0.0;;1.0;1.0;;;;0.0;;;;;;;;;;0.0;;;0.0;312.0;312.0;84.0;228.0;0.0;0.0;0.0;193.0;;230.0;;146.0;184.0;100.0;122.0;38.0;84.0;0.0;84.0;0.0;;;0.0;-421.0;20740.0;21161.0;-421.0;0.0
2032;Non-MMF investment funds ;Consolidated;2017 4th quarter;6113.0;;;;;;1496.0;1491.0;;1491.0;5.0;5.0;;;;;;;;;;;;;;0.0;;0.0;4616.0;1946.0;2.0;1944.0;2042.0;2041.0;1.0;235.0;393.0;0.0;;393.0;0.0;;;;0.0;0.0;;0.0;;;;;;;;1.0;;1.0;;;0.0;;;0.0;;0.0;0.0;6507.0;;;;;;1293.0;18.0;18.0;0.0;31.0;;31.0;;;;4647.0;34.0;-29.0;63.0;;;;;4613.0;;;4613.0;;38.0;38.0;;0.0;;;;;;;0.0;;0.0;;1.0;1.0;;;;0.0;;;;;;;;;;0.0;;;0.0;347.0;347.0;85.0;262.0;0.0;0.0;0.0;132.0;;203.0;;118.0;154.0;69.0;123.0;38.0;85.0;0.0;85.0;0.0;;;0.0;-394.0;-22441.0;-22047.0;-394.0;0.0
2033;Non-MMF investment funds ;Consolidated;2017;24258.0;;;;;;5734.0;5714.0;;5714.0;20.0;20.0;;;;;;;;;;;;;;0.0;;0.0;18520.0;7751.0;0.0;7751.0;8983.0;8977.0;6.0;160.0;1626.0;0.0;;1626.0;0.0;;;;0.0;0.0;;0.0;;;;;;;;4.0;;4.0;;;0.0;;;0.0;;0.0;0.0;25427.0;;;;;;4885.0;71.0;71.0;0.0;119.0;;119.0;;;;18684.0;144.0;-130.0;274.0;;;;;18540.0;;;18540.0;;157.0;157.0;;0.0;;;;;;;0.0;;0.0;;4.0;4.0;;;;0.0;;;;;;;;;;0.0;;;0.0;1022.0;1022.0;338.0;684.0;0.0;0.0;0.0;485.0;;849.0;;511.0;659.0;321.0;495.0;157.0;338.0;0.0;338.0;0.0;;;0.0;-1169.0;20361.0;21530.0;-1169.0;0.0
2034;Non-MMF investment funds ;Consolidated;2018 1st quarter;5335.0;;;;;;1434.0;1433.0;;1433.0;1.0;1.0;;;;;;;;;;;;;;0.0;;0.0;3900.0;1876.0;7.0;1869.0;1594.0;1593.0;1.0;20.0;410.0;0.0;;410.0;0.0;;;;0.0;0.0;;0.0;;;;;;;;1.0;;1.0;;;0.0;;;0.0;;0.0;0.0;5095.0;;;;;;1235.0;18.0;18.0;0.0;30.0;;30.0;;;;3922.0;40.0;-22.0;62.0;;;;;3882.0;;;3882.0;;35.0;35.0;;0.0;;;;;;;0.0;;0.0;;1.0;1.0;;;;0.0;;;;;;;;;;0.0;;;0.0;-44.0;-44.0;94.0;-138.0;0.0;0.0;0.0;-102.0;;199.0;;105.0;151.0;57.0;129.0;35.0;94.0;0.0;94.0;0.0;;;0.0;240.0;-5309.0;-5549.0;240.0;0.0
2035;Non-MMF investment funds ;Consolidated;2018 2nd quarter;7320.0;;;;;;1468.0;1467.0;;1467.0;1.0;1.0;;;;;;;;;;;;;;0.0;;0.0;5851.0;1855.0;9.0;1846.0;3539.0;3538.0;1.0;-20.0;477.0;0.0;;477.0;0.0;;;;0.0;0.0;;0.0;;;;;;;;1.0;;1.0;;;0.0;;;0.0;;0.0;0.0;8339.0;;;;;;1268.0;18.0;18.0;0.0;32.0;;32.0;;;;5875.0;42.0;-18.0;60.0;;;;;5833.0;;;5833.0;;34.0;34.0;;0.0;;;;;;;0.0;;0.0;;1.0;1.0;;;;0.0;;;;;;;;;;0.0;;;0.0;570.0;570.0;92.0;478.0;0.0;0.0;0.0;541.0;;200.0;;108.0;150.0;58.0;126.0;34.0;92.0;0.0;92.0;0.0;;;0.0;-1019.0;-8927.0;-7908.0;-1019.0;0.0
