ID;Bestedingscategorieen;Marges;Perioden;GemiddeldBesteedBedrag_1;Bestedingsaandeel_2
1158;061000 Medische producten, apparaten.;Waarde;2015;290.0;0.9
1159;061000 Medische producten, apparaten.;Waarde;2020;383.0;1.1
1160;061000 Medische producten, apparaten.;Ondergrens 95%-interval;2015;270.0;
1161;061000 Medische producten, apparaten.;Ondergrens 95%-interval;2020;356.0;
1162;061000 Medische producten, apparaten.;Bovengrens 95%-interval;2015;310.0;
1163;061000 Medische producten, apparaten.;Bovengrens 95%-interval;2020;410.0;
1164;061100 Farmaceutische producten;Waarde;2015;134.0;0.4
1165;061100 Farmaceutische producten;Waarde;2020;168.0;0.5
1166;061100 Farmaceutische producten;Ondergrens 95%-interval;2015;126.0;
1167;061100 Farmaceutische producten;Ondergrens 95%-interval;2020;157.0;
1168;061100 Farmaceutische producten;Bovengrens 95%-interval;2015;142.0;
1169;061100 Farmaceutische producten;Bovengrens 95%-interval;2020;179.0;
1170;061200 Overige medische producten;Waarde;2015;12.0;0.0
1171;061200 Overige medische producten;Waarde;2020;58.0;0.2
1172;061200 Overige medische producten;Ondergrens 95%-interval;2015;10.0;
1173;061200 Overige medische producten;Ondergrens 95%-interval;2020;53.0;
1174;061200 Overige medische producten;Bovengrens 95%-interval;2015;13.0;
1175;061200 Overige medische producten;Bovengrens 95%-interval;2020;63.0;
1176;061210 Zwangerschapstests, condooms.;Waarde;2015;2.0;0.0
1177;061210 Zwangerschapstests, condooms.;Waarde;2020;2.0;0.0
1178;061210 Zwangerschapstests, condooms.;Ondergrens 95%-interval;2015;1.0;
1179;061210 Zwangerschapstests, condooms.;Ondergrens 95%-interval;2020;1.0;
1180;061210 Zwangerschapstests, condooms.;Bovengrens 95%-interval;2015;3.0;
1181;061210 Zwangerschapstests, condooms.;Bovengrens 95%-interval;2020;3.0;
1182;061290 Overige medische producten n.e.g.;Waarde;2015;10.0;0.0
1183;061290 Overige medische producten n.e.g.;Waarde;2020;56.0;0.2
1184;061290 Overige medische producten n.e.g.;Ondergrens 95%-interval;2015;9.0;
1185;061290 Overige medische producten n.e.g.;Ondergrens 95%-interval;2020;51.0;
1186;061290 Overige medische producten n.e.g.;Bovengrens 95%-interval;2015;11.0;
1187;061290 Overige medische producten n.e.g.;Bovengrens 95%-interval;2020;61.0;
1188;061300 Therapeutische apparaten.;Waarde;2015;145.0;0.4
1189;061300 Therapeutische apparaten.;Waarde;2020;157.0;0.4
1190;061300 Therapeutische apparaten.;Ondergrens 95%-interval;2015;127.0;
1191;061300 Therapeutische apparaten.;Ondergrens 95%-interval;2020;133.0;
1192;061300 Therapeutische apparaten.;Bovengrens 95%-interval;2015;162.0;
1193;061300 Therapeutische apparaten.;Bovengrens 95%-interval;2020;181.0;
1194;061310 Brillen op sterkte en lenzen;Waarde;2015;119.0;0.4
1195;061310 Brillen op sterkte en lenzen;Waarde;2020;139.0;0.4
1196;061310 Brillen op sterkte en lenzen;Ondergrens 95%-interval;2015;118.0;
1197;061310 Brillen op sterkte en lenzen;Ondergrens 95%-interval;2020;117.0;
1198;061310 Brillen op sterkte en lenzen;Bovengrens 95%-interval;2015;120.0;
1199;061310 Brillen op sterkte en lenzen;Bovengrens 95%-interval;2020;161.0;
1200;061320 Gehoorapparaten;Waarde;2015;7.0;0.0
1201;061320 Gehoorapparaten;Waarde;2020;11.0;0.0
1202;061320 Gehoorapparaten;Ondergrens 95%-interval;2015;7.0;
1203;061320 Gehoorapparaten;Ondergrens 95%-interval;2020;2.0;
1204;061320 Gehoorapparaten;Bovengrens 95%-interval;2015;7.0;
1205;061320 Gehoorapparaten;Bovengrens 95%-interval;2020;20.0;
1206;061330 Rep. van therapeutische app.;Waarde;2015;5.0;0.0
1207;061330 Rep. van therapeutische app.;Waarde;2020;7.0;0.0
1208;061330 Rep. van therapeutische app.;Ondergrens 95%-interval;2015;4.0;
1209;061330 Rep. van therapeutische app.;Ondergrens 95%-interval;2020;5.0;
1210;061330 Rep. van therapeutische app.;Bovengrens 95%-interval;2015;6.0;
1211;061330 Rep. van therapeutische app.;Bovengrens 95%-interval;2020;9.0;
1212;061390 Ov. therapeutische apparaten.;Waarde;2015;13.0;0.0
1213;061390 Ov. therapeutische apparaten.;Waarde;2020;1.0;0.0
1214;061390 Ov. therapeutische apparaten.;Ondergrens 95%-interval;2015;13.0;
1215;061390 Ov. therapeutische apparaten.;Ondergrens 95%-interval;2020;0.0;
1216;061390 Ov. therapeutische apparaten.;Bovengrens 95%-interval;2015;14.0;
1217;061390 Ov. therapeutische apparaten.;Bovengrens 95%-interval;2020;2.0;
1218;062000 Extramurale gezondheidszorg;Waarde;2015;178.0;0.5
1219;062000 Extramurale gezondheidszorg;Waarde;2020;188.0;0.5
1220;062000 Extramurale gezondheidszorg;Ondergrens 95%-interval;2015;160.0;
1221;062000 Extramurale gezondheidszorg;Ondergrens 95%-interval;2020;170.0;
1222;062000 Extramurale gezondheidszorg;Bovengrens 95%-interval;2015;195.0;
1223;062000 Extramurale gezondheidszorg;Bovengrens 95%-interval;2020;206.0;
1224;062100 Diensten van artsen en paramedici;Waarde;2015;79.0;0.2
1225;062100 Diensten van artsen en paramedici;Waarde;2020;68.0;0.2
1226;062100 Diensten van artsen en paramedici;Ondergrens 95%-interval;2015;65.0;
1227;062100 Diensten van artsen en paramedici;Ondergrens 95%-interval;2020;56.0;
1228;062100 Diensten van artsen en paramedici;Bovengrens 95%-interval;2015;93.0;
1229;062100 Diensten van artsen en paramedici;Bovengrens 95%-interval;2020;80.0;
1230;062110 Diensten van huisartsen;Waarde;2015;2.0;0.0
1231;062110 Diensten van huisartsen;Waarde;2020;6.0;0.0
1232;062110 Diensten van huisartsen;Ondergrens 95%-interval;2015;2.0;
1233;062110 Diensten van huisartsen;Ondergrens 95%-interval;2020;3.0;
1234;062110 Diensten van huisartsen;Bovengrens 95%-interval;2015;2.0;
1235;062110 Diensten van huisartsen;Bovengrens 95%-interval;2020;9.0;
1236;062120 Diensten van medisch specialisten;Waarde;2015;77.0;0.2
1237;062120 Diensten van medisch specialisten;Waarde;2020;62.0;0.2
1238;062120 Diensten van medisch specialisten;Ondergrens 95%-interval;2015;77.0;
1239;062120 Diensten van medisch specialisten;Ondergrens 95%-interval;2020;51.0;
1240;062120 Diensten van medisch specialisten;Bovengrens 95%-interval;2015;78.0;
1241;062120 Diensten van medisch specialisten;Bovengrens 95%-interval;2020;73.0;
1242;062200 Diensten van tandartsen;Waarde;2015;72.0;0.2
1243;062200 Diensten van tandartsen;Waarde;2020;83.0;0.2
1244;062200 Diensten van tandartsen;Ondergrens 95%-interval;2015;63.0;
1245;062200 Diensten van tandartsen;Ondergrens 95%-interval;2020;71.0;
1246;062200 Diensten van tandartsen;Bovengrens 95%-interval;2015;81.0;
1247;062200 Diensten van tandartsen;Bovengrens 95%-interval;2020;95.0;
1248;062300 Diensten van paramedici;Waarde;2015;26.0;0.1
1249;062300 Diensten van paramedici;Waarde;2020;37.0;0.1
1250;062300 Diensten van paramedici;Ondergrens 95%-interval;2015;22.0;
1251;062300 Diensten van paramedici;Ondergrens 95%-interval;2020;32.0;
1252;062300 Diensten van paramedici;Bovengrens 95%-interval;2015;31.0;
1253;062300 Diensten van paramedici;Bovengrens 95%-interval;2020;42.0;
1254;062310 Medische laboratoria en.;Waarde;2015;;
1255;062310 Medische laboratoria en.;Waarde;2020;2.0;0.0
1256;062310 Medische laboratoria en.;Ondergrens 95%-interval;2015;;
1257;062310 Medische laboratoria en.;Ondergrens 95%-interval;2020;1.0;
1258;062310 Medische laboratoria en.;Bovengrens 95%-interval;2015;;
1259;062310 Medische laboratoria en.;Bovengrens 95%-interval;2020;3.0;
1260;062320 Warme baden, bewegingstherapie.;Waarde;2015;1.0;0.0
1261;062320 Warme baden, bewegingstherapie.;Waarde;2020;2.0;0.0
1262;062320 Warme baden, bewegingstherapie.;Ondergrens 95%-interval;2015;1.0;
1263;062320 Warme baden, bewegingstherapie.;Ondergrens 95%-interval;2020;0.0;
1264;062320 Warme baden, bewegingstherapie.;Bovengrens 95%-interval;2015;1.0;
1265;062320 Warme baden, bewegingstherapie.;Bovengrens 95%-interval;2020;4.0;
1266;062390 Overige paramedische diensten;Waarde;2015;26.0;0.1
1267;062390 Overige paramedische diensten;Waarde;2020;33.0;0.1
1268;062390 Overige paramedische diensten;Ondergrens 95%-interval;2015;25.0;
1269;062390 Overige paramedische diensten;Ondergrens 95%-interval;2020;28.0;
1270;062390 Overige paramedische diensten;Bovengrens 95%-interval;2015;26.0;
1271;062390 Overige paramedische diensten;Bovengrens 95%-interval;2020;38.0;
1272;063000 Diensten van ziekenhuizen;Waarde;2015;;
1273;063000 Diensten van ziekenhuizen;Waarde;2020;4.0;0.0
1274;063000 Diensten van ziekenhuizen;Ondergrens 95%-interval;2015;;
1275;063000 Diensten van ziekenhuizen;Ondergrens 95%-interval;2020;1.0;
1276;063000 Diensten van ziekenhuizen;Bovengrens 95%-interval;2015;;
1277;063000 Diensten van ziekenhuizen;Bovengrens 95%-interval;2020;7.0;
1278;070000 Vervoer;Waarde;2015;4351.0;12.9
1279;070000 Vervoer;Waarde;2020;3955.0;11.2
1280;070000 Vervoer;Ondergrens 95%-interval;2015;4245.0;
1281;070000 Vervoer;Ondergrens 95%-interval;2020;3795.0;
1282;070000 Vervoer;Bovengrens 95%-interval;2015;4457.0;
1283;070000 Vervoer;Bovengrens 95%-interval;2020;4115.0;
1284;071000 Aankoop van voertuigen;Waarde;2015;1526.0;4.5
1285;071000 Aankoop van voertuigen;Waarde;2020;1614.0;4.6
1286;071000 Aankoop van voertuigen;Ondergrens 95%-interval;2015;1438.0;
1287;071000 Aankoop van voertuigen;Ondergrens 95%-interval;2020;1463.0;
1288;071000 Aankoop van voertuigen;Bovengrens 95%-interval;2015;1615.0;
1289;071000 Aankoop van voertuigen;Bovengrens 95%-interval;2020;1765.0;
1290;071100 Auto's;Waarde;2015;1366.0;4.0
1291;071100 Auto's;Waarde;2020;1337.0;3.8
1292;071100 Auto's;Ondergrens 95%-interval;2015;1286.0;
1293;071100 Auto's;Ondergrens 95%-interval;2020;1204.0;
1294;071100 Auto's;Bovengrens 95%-interval;2015;1446.0;
1295;071100 Auto's;Bovengrens 95%-interval;2020;1470.0;
1296;071110 Nieuwe auto's;Waarde;2015;783.0;2.3
1297;071110 Nieuwe auto's;Waarde;2020;696.0;2.0
1298;071110 Nieuwe auto's;Ondergrens 95%-interval;2015;697.0;
1299;071110 Nieuwe auto's;Ondergrens 95%-interval;2020;571.0;
1300;071110 Nieuwe auto's;Bovengrens 95%-interval;2015;869.0;
1301;071110 Nieuwe auto's;Bovengrens 95%-interval;2020;821.0;
1302;071120 Tweedehands auto's;Waarde;2015;584.0;1.7
1303;071120 Tweedehands auto's;Waarde;2020;641.0;1.8
1304;071120 Tweedehands auto's;Ondergrens 95%-interval;2015;507.0;
1305;071120 Tweedehands auto's;Ondergrens 95%-interval;2020;550.0;
1306;071120 Tweedehands auto's;Bovengrens 95%-interval;2015;660.0;
1307;071120 Tweedehands auto's;Bovengrens 95%-interval;2020;732.0;
1308;071200 Motoren, brom- en elektr. fietsen;Waarde;2015;70.0;0.2
1309;071200 Motoren, brom- en elektr. fietsen;Waarde;2020;109.0;0.3
1310;071200 Motoren, brom- en elektr. fietsen;Ondergrens 95%-interval;2015;36.0;
1311;071200 Motoren, brom- en elektr. fietsen;Ondergrens 95%-interval;2020;67.0;
1312;071200 Motoren, brom- en elektr. fietsen;Bovengrens 95%-interval;2015;104.0;
1313;071200 Motoren, brom- en elektr. fietsen;Bovengrens 95%-interval;2020;151.0;
1314;071300 Fietsen;Waarde;2015;90.0;0.3
1315;071300 Fietsen;Waarde;2020;168.0;0.5
1316;071300 Fietsen;Ondergrens 95%-interval;2015;73.0;
1317;071300 Fietsen;Ondergrens 95%-interval;2020;109.0;
1318;071300 Fietsen;Bovengrens 95%-interval;2015;108.0;
1319;071300 Fietsen;Bovengrens 95%-interval;2020;227.0;
1320;072000 Gebruik van privévoertuigen;Waarde;2015;2292.0;6.8
1321;072000 Gebruik van privévoertuigen;Waarde;2020;2134.0;6.1
1322;072000 Gebruik van privévoertuigen;Ondergrens 95%-interval;2015;2238.0;
1323;072000 Gebruik van privévoertuigen;Ondergrens 95%-interval;2020;2088.0;
1324;072000 Gebruik van privévoertuigen;Bovengrens 95%-interval;2015;2345.0;
1325;072000 Gebruik van privévoertuigen;Bovengrens 95%-interval;2020;2180.0;
1326;072100 Benodigdheden privé-voertuigen;Waarde;2015;142.0;0.4
1327;072100 Benodigdheden privé-voertuigen;Waarde;2020;139.0;0.4
1328;072100 Benodigdheden privé-voertuigen;Ondergrens 95%-interval;2015;129.0;
1329;072100 Benodigdheden privé-voertuigen;Ondergrens 95%-interval;2020;124.0;
1330;072100 Benodigdheden privé-voertuigen;Bovengrens 95%-interval;2015;155.0;
1331;072100 Benodigdheden privé-voertuigen;Bovengrens 95%-interval;2020;154.0;
1332;072110 Banden;Waarde;2015;44.0;0.1
1333;072110 Banden;Waarde;2020;42.0;0.1
1334;072110 Banden;Ondergrens 95%-interval;2015;43.0;
1335;072110 Banden;Ondergrens 95%-interval;2020;33.0;
1336;072110 Banden;Bovengrens 95%-interval;2015;45.0;
1337;072110 Banden;Bovengrens 95%-interval;2020;51.0;
1338;072120 Onderdelen van privé-voertuigen;Waarde;2015;75.0;0.2
1339;072120 Onderdelen van privé-voertuigen;Waarde;2020;63.0;0.2
1340;072120 Onderdelen van privé-voertuigen;Ondergrens 95%-interval;2015;74.0;
1341;072120 Onderdelen van privé-voertuigen;Ondergrens 95%-interval;2020;53.0;
1342;072120 Onderdelen van privé-voertuigen;Bovengrens 95%-interval;2015;77.0;
1343;072120 Onderdelen van privé-voertuigen;Bovengrens 95%-interval;2020;73.0;
1344;072130 Accessoires voor privé-voertuigen;Waarde;2015;23.0;0.1
1345;072130 Accessoires voor privé-voertuigen;Waarde;2020;34.0;0.1
1346;072130 Accessoires voor privé-voertuigen;Ondergrens 95%-interval;2015;21.0;
1347;072130 Accessoires voor privé-voertuigen;Ondergrens 95%-interval;2020;29.0;
1348;072130 Accessoires voor privé-voertuigen;Bovengrens 95%-interval;2015;24.0;
1349;072130 Accessoires voor privé-voertuigen;Bovengrens 95%-interval;2020;39.0;
1350;072200 Brandstoffen en smeermiddelen;Waarde;2015;1270.0;3.8
1351;072200 Brandstoffen en smeermiddelen;Waarde;2020;985.0;2.8
1352;072200 Brandstoffen en smeermiddelen;Ondergrens 95%-interval;2015;1248.0;
1353;072200 Brandstoffen en smeermiddelen;Ondergrens 95%-interval;2020;967.0;
1354;072200 Brandstoffen en smeermiddelen;Bovengrens 95%-interval;2015;1292.0;
1355;072200 Brandstoffen en smeermiddelen;Bovengrens 95%-interval;2020;1003.0;
1356;072210 Diesel;Waarde;2015;174.0;0.5
1357;072210 Diesel;Waarde;2020;120.0;0.3
1358;072210 Diesel;Ondergrens 95%-interval;2015;173.0;
1359;072210 Diesel;Ondergrens 95%-interval;2020;114.0;
1360;072210 Diesel;Bovengrens 95%-interval;2015;176.0;
1361;072210 Diesel;Bovengrens 95%-interval;2020;126.0;
1362;072220 Benzine;Waarde;2015;1068.0;3.2
1363;072220 Benzine;Waarde;2020;845.0;2.4
1364;072220 Benzine;Ondergrens 95%-interval;2015;1059.0;
1365;072220 Benzine;Ondergrens 95%-interval;2020;828.0;
1366;072220 Benzine;Bovengrens 95%-interval;2015;1077.0;
1367;072220 Benzine;Bovengrens 95%-interval;2020;862.0;
1368;072230 LPG;Waarde;2015;20.0;0.1
1369;072230 LPG;Waarde;2020;12.0;0.0
1370;072230 LPG;Ondergrens 95%-interval;2015;18.0;
1371;072230 LPG;Ondergrens 95%-interval;2020;10.0;
1372;072230 LPG;Bovengrens 95%-interval;2015;22.0;
1373;072230 LPG;Bovengrens 95%-interval;2020;14.0;
1374;072240 Smeermiddelen;Waarde;2015;7.0;0.0
1375;072240 Smeermiddelen;Waarde;2020;7.0;0.0
1376;072240 Smeermiddelen;Ondergrens 95%-interval;2015;6.0;
1377;072240 Smeermiddelen;Ondergrens 95%-interval;2020;6.0;
1378;072240 Smeermiddelen;Bovengrens 95%-interval;2015;9.0;
1379;072240 Smeermiddelen;Bovengrens 95%-interval;2020;8.0;
1380;072300 Onderhoud en rep. privévoertuigen;Waarde;2015;348.0;1.0
1381;072300 Onderhoud en rep. privévoertuigen;Waarde;2020;361.0;1.0
1382;072300 Onderhoud en rep. privévoertuigen;Ondergrens 95%-interval;2015;319.0;
1383;072300 Onderhoud en rep. privévoertuigen;Ondergrens 95%-interval;2020;329.0;
1384;072300 Onderhoud en rep. privévoertuigen;Bovengrens 95%-interval;2015;378.0;
1385;072300 Onderhoud en rep. privévoertuigen;Bovengrens 95%-interval;2020;393.0;
1386;072400 Overige diensten privé-voertuigen;Waarde;2015;531.0;1.6
1387;072400 Overige diensten privé-voertuigen;Waarde;2020;649.0;1.8
1388;072400 Overige diensten privé-voertuigen;Ondergrens 95%-interval;2015;500.0;
1389;072400 Overige diensten privé-voertuigen;Ondergrens 95%-interval;2020;627.0;
1390;072400 Overige diensten privé-voertuigen;Bovengrens 95%-interval;2015;563.0;
1391;072400 Overige diensten privé-voertuigen;Bovengrens 95%-interval;2020;671.0;
1392;072410 Huur garages en privé-voertuigen;Waarde;2015;431.0;1.3
1393;072410 Huur garages en privé-voertuigen;Waarde;2020;567.0;1.6
1394;072410 Huur garages en privé-voertuigen;Ondergrens 95%-interval;2015;405.0;
1395;072410 Huur garages en privé-voertuigen;Ondergrens 95%-interval;2020;548.0;
1396;072410 Huur garages en privé-voertuigen;Bovengrens 95%-interval;2015;458.0;
1397;072410 Huur garages en privé-voertuigen;Bovengrens 95%-interval;2020;586.0;
1398;072420 Parkeer en tolgeld;Waarde;2015;55.0;0.2
1399;072420 Parkeer en tolgeld;Waarde;2020;35.0;0.1
1400;072420 Parkeer en tolgeld;Ondergrens 95%-interval;2015;52.0;
1401;072420 Parkeer en tolgeld;Ondergrens 95%-interval;2020;32.0;
1402;072420 Parkeer en tolgeld;Bovengrens 95%-interval;2015;58.0;
1403;072420 Parkeer en tolgeld;Bovengrens 95%-interval;2020;38.0;
1404;072430 Rijlessen, -examens, -bewijzen.;Waarde;2015;45.0;0.1
1405;072430 Rijlessen, -examens, -bewijzen.;Waarde;2020;47.0;0.1
1406;072430 Rijlessen, -examens, -bewijzen.;Ondergrens 95%-interval;2015;45.0;
1407;072430 Rijlessen, -examens, -bewijzen.;Ondergrens 95%-interval;2020;36.0;
1408;072430 Rijlessen, -examens, -bewijzen.;Bovengrens 95%-interval;2015;46.0;
1409;072430 Rijlessen, -examens, -bewijzen.;Bovengrens 95%-interval;2020;58.0;
1410;073000 Vervoersdiensten;Waarde;2015;533.0;1.6
1411;073000 Vervoersdiensten;Waarde;2020;207.0;0.6
1412;073000 Vervoersdiensten;Ondergrens 95%-interval;2015;510.0;
1413;073000 Vervoersdiensten;Ondergrens 95%-interval;2020;193.0;
1414;073000 Vervoersdiensten;Bovengrens 95%-interval;2015;556.0;
1415;073000 Vervoersdiensten;Bovengrens 95%-interval;2020;221.0;
1416;073100 Personenvervoer per spoor;Waarde;2015;113.0;0.3
1417;073100 Personenvervoer per spoor;Waarde;2020;58.0;0.2
1418;073100 Personenvervoer per spoor;Ondergrens 95%-interval;2015;106.0;
1419;073100 Personenvervoer per spoor;Ondergrens 95%-interval;2020;50.0;
1420;073100 Personenvervoer per spoor;Bovengrens 95%-interval;2015;120.0;
1421;073100 Personenvervoer per spoor;Bovengrens 95%-interval;2020;66.0;
1422;073110 Personenvervoer per trein;Waarde;2015;113.0;0.3
1423;073110 Personenvervoer per trein;Waarde;2020;57.0;0.2
1424;073110 Personenvervoer per trein;Ondergrens 95%-interval;2015;107.0;
1425;073110 Personenvervoer per trein;Ondergrens 95%-interval;2020;49.0;
1426;073110 Personenvervoer per trein;Bovengrens 95%-interval;2015;119.0;
1427;073110 Personenvervoer per trein;Bovengrens 95%-interval;2020;65.0;
1428;073120 Personenvervoer per tram of metro;Waarde;2015;;
1429;073120 Personenvervoer per tram of metro;Waarde;2020;1.0;0.0
1430;073120 Personenvervoer per tram of metro;Ondergrens 95%-interval;2015;;
1431;073120 Personenvervoer per tram of metro;Ondergrens 95%-interval;2020;1.0;
1432;073120 Personenvervoer per tram of metro;Bovengrens 95%-interval;2015;;
1433;073120 Personenvervoer per tram of metro;Bovengrens 95%-interval;2020;1.0;
1434;073200 Personenvervoer over de weg;Waarde;2015;21.0;0.1
1435;073200 Personenvervoer over de weg;Waarde;2020;11.0;0.0
1436;073200 Personenvervoer over de weg;Ondergrens 95%-interval;2015;18.0;
1437;073200 Personenvervoer over de weg;Ondergrens 95%-interval;2020;9.0;
1438;073200 Personenvervoer over de weg;Bovengrens 95%-interval;2015;23.0;
1439;073200 Personenvervoer over de weg;Bovengrens 95%-interval;2020;13.0;
1440;073210 Personenvervoer per bus.;Waarde;2015;12.0;0.0
1441;073210 Personenvervoer per bus.;Waarde;2020;7.0;0.0
1442;073210 Personenvervoer per bus.;Ondergrens 95%-interval;2015;11.0;
1443;073210 Personenvervoer per bus.;Ondergrens 95%-interval;2020;5.0;
1444;073210 Personenvervoer per bus.;Bovengrens 95%-interval;2015;14.0;
1445;073210 Personenvervoer per bus.;Bovengrens 95%-interval;2020;9.0;
1446;073220 Personenvervoer per taxi.;Waarde;2015;8.0;0.0
1447;073220 Personenvervoer per taxi.;Waarde;2020;4.0;0.0
1448;073220 Personenvervoer per taxi.;Ondergrens 95%-interval;2015;7.0;
1449;073220 Personenvervoer per taxi.;Ondergrens 95%-interval;2020;3.0;
1450;073220 Personenvervoer per taxi.;Bovengrens 95%-interval;2015;9.0;
1451;073220 Personenvervoer per taxi.;Bovengrens 95%-interval;2020;5.0;
1452;073300 Personenvervoer door de lucht;Waarde;2015;286.0;0.8
1453;073300 Personenvervoer door de lucht;Waarde;2020;65.0;0.2
1454;073300 Personenvervoer door de lucht;Ondergrens 95%-interval;2015;268.0;
1455;073300 Personenvervoer door de lucht;Ondergrens 95%-interval;2020;57.0;
1456;073300 Personenvervoer door de lucht;Bovengrens 95%-interval;2015;305.0;
1457;073300 Personenvervoer door de lucht;Bovengrens 95%-interval;2020;73.0;
1458;073310 Binnenlandse vluchten;Waarde;2015;0.0;0.0
1459;073310 Binnenlandse vluchten;Waarde;2020;0.0;0.0
1460;073310 Binnenlandse vluchten;Ondergrens 95%-interval;2015;0.0;
1461;073310 Binnenlandse vluchten;Ondergrens 95%-interval;2020;0.0;
1462;073310 Binnenlandse vluchten;Bovengrens 95%-interval;2015;0.0;
1463;073310 Binnenlandse vluchten;Bovengrens 95%-interval;2020;0.0;
1464;073320 Internationale vluchten;Waarde;2015;286.0;0.8
1465;073320 Internationale vluchten;Waarde;2020;65.0;0.2
1466;073320 Internationale vluchten;Ondergrens 95%-interval;2015;267.0;
1467;073320 Internationale vluchten;Ondergrens 95%-interval;2020;57.0;
1468;073320 Internationale vluchten;Bovengrens 95%-interval;2015;304.0;
1469;073320 Internationale vluchten;Bovengrens 95%-interval;2020;73.0;
1470;073400 Personenvervoer over water;Waarde;2015;;
1471;073400 Personenvervoer over water;Waarde;2020;5.0;0.0
1472;073400 Personenvervoer over water;Ondergrens 95%-interval;2015;;
1473;073400 Personenvervoer over water;Ondergrens 95%-interval;2020;3.0;
1474;073400 Personenvervoer over water;Bovengrens 95%-interval;2015;;
1475;073400 Personenvervoer over water;Bovengrens 95%-interval;2020;7.0;
1476;073420 Personenvervoer over binnenwater;Waarde;2015;;
1477;073420 Personenvervoer over binnenwater;Waarde;2020;5.0;0.0
1478;073420 Personenvervoer over binnenwater;Ondergrens 95%-interval;2015;;
1479;073420 Personenvervoer over binnenwater;Ondergrens 95%-interval;2020;3.0;
1480;073420 Personenvervoer over binnenwater;Bovengrens 95%-interval;2015;;
1481;073420 Personenvervoer over binnenwater;Bovengrens 95%-interval;2020;7.0;
1482;073500 Gecombineerd personenvervoer;Waarde;2015;107.0;0.3
1483;073500 Gecombineerd personenvervoer;Waarde;2020;58.0;0.2
1484;073500 Gecombineerd personenvervoer;Ondergrens 95%-interval;2015;100.0;
1485;073500 Gecombineerd personenvervoer;Ondergrens 95%-interval;2020;53.0;
1486;073500 Gecombineerd personenvervoer;Bovengrens 95%-interval;2015;114.0;
1487;073500 Gecombineerd personenvervoer;Bovengrens 95%-interval;2020;63.0;
1488;073600 Ov. aankopen van vervoersdiensten;Waarde;2015;7.0;0.0
1489;073600 Ov. aankopen van vervoersdiensten;Waarde;2020;10.0;0.0
1490;073600 Ov. aankopen van vervoersdiensten;Ondergrens 95%-interval;2015;0.0;
1491;073600 Ov. aankopen van vervoersdiensten;Ondergrens 95%-interval;2020;5.0;
1492;073600 Ov. aankopen van vervoersdiensten;Bovengrens 95%-interval;2015;15.0;
1493;073600 Ov. aankopen van vervoersdiensten;Bovengrens 95%-interval;2020;15.0;
1494;073620 Verhuizing en opslag;Waarde;2015;7.0;0.0
1495;073620 Verhuizing en opslag;Waarde;2020;6.0;0.0
1496;073620 Verhuizing en opslag;Ondergrens 95%-interval;2015;0.0;
1497;073620 Verhuizing en opslag;Ondergrens 95%-interval;2020;2.0;
1498;073620 Verhuizing en opslag;Bovengrens 95%-interval;2015;15.0;
1499;073620 Verhuizing en opslag;Bovengrens 95%-interval;2020;10.0;
1500;073690 Overige vervoersdiensten n.e.g.;Waarde;2015;0.0;0.0
1501;073690 Overige vervoersdiensten n.e.g.;Waarde;2020;4.0;0.0
1502;073690 Overige vervoersdiensten n.e.g.;Ondergrens 95%-interval;2015;0.0;
1503;073690 Overige vervoersdiensten n.e.g.;Ondergrens 95%-interval;2020;3.0;
1504;073690 Overige vervoersdiensten n.e.g.;Bovengrens 95%-interval;2015;0.0;
1505;073690 Overige vervoersdiensten n.e.g.;Bovengrens 95%-interval;2020;5.0;
1506;080000 Communicatie;Waarde;2015;1133.0;3.4
1507;080000 Communicatie;Waarde;2020;1225.0;3.5
1508;080000 Communicatie;Ondergrens 95%-interval;2015;1117.0;
1509;080000 Communicatie;Ondergrens 95%-interval;2020;1204.0;
1510;080000 Communicatie;Bovengrens 95%-interval;2015;1148.0;
1511;080000 Communicatie;Bovengrens 95%-interval;2020;1246.0;
1512;081000 Post en pakketdiensten;Waarde;2015;34.0;0.1
1513;081000 Post en pakketdiensten;Waarde;2020;38.0;0.1
1514;081000 Post en pakketdiensten;Ondergrens 95%-interval;2015;31.0;
1515;081000 Post en pakketdiensten;Ondergrens 95%-interval;2020;34.0;
1516;081000 Post en pakketdiensten;Bovengrens 95%-interval;2015;37.0;
1517;081000 Post en pakketdiensten;Bovengrens 95%-interval;2020;42.0;
1518;081010 Bezorging van brieven;Waarde;2015;34.0;0.1
1519;081010 Bezorging van brieven;Waarde;2020;26.0;0.1
1520;081010 Bezorging van brieven;Ondergrens 95%-interval;2015;31.0;
1521;081010 Bezorging van brieven;Ondergrens 95%-interval;2020;23.0;
1522;081010 Bezorging van brieven;Bovengrens 95%-interval;2015;37.0;
1523;081010 Bezorging van brieven;Bovengrens 95%-interval;2020;29.0;
1524;081090 Overig postdiensten;Waarde;2015;;
1525;081090 Overig postdiensten;Waarde;2020;12.0;0.0
1526;081090 Overig postdiensten;Ondergrens 95%-interval;2015;;
1527;081090 Overig postdiensten;Ondergrens 95%-interval;2020;10.0;
1528;081090 Overig postdiensten;Bovengrens 95%-interval;2015;;
1529;081090 Overig postdiensten;Bovengrens 95%-interval;2020;14.0;
1530;082000 Telefoonapparatuur;Waarde;2015;84.0;0.2
1531;082000 Telefoonapparatuur;Waarde;2020;137.0;0.4
1532;082000 Telefoonapparatuur;Ondergrens 95%-interval;2015;73.0;
