ID;Oppervlakte;Regio;Oppervlakte_1
2743;Oppervlakte meren, plassen;Lith;39
2744;Oppervlakte meren, plassen;Lithoijen;30
2745;Oppervlakte meren, plassen;Lochem;0
2746;Oppervlakte meren, plassen;Loenen;0
2747;Oppervlakte meren, plassen;Loenersloot;0
2748;Oppervlakte meren, plassen;Lonneker;0
2749;Oppervlakte meren, plassen;Loon op Zand;1
2750;Oppervlakte meren, plassen;Loosdrecht;1200
2751;Oppervlakte meren, plassen;Lopik;0
2752;Oppervlakte meren, plassen;Loppersum;0
2753;Oppervlakte meren, plassen;Losser;0
2754;Oppervlakte meren, plassen;Luijksgestel;0
2755;Oppervlakte meren, plassen;Maarheeze;0
2756;Oppervlakte meren, plassen;Maarn;0
2757;Oppervlakte meren, plassen;Maarssen;0
2758;Oppervlakte meren, plassen;Maarsseveen;0
2759;Oppervlakte meren, plassen;Maarten (St.);0
2760;Oppervlakte meren, plassen;Maartensdijk (St.);0
2761;Oppervlakte meren, plassen;Maartensdijk;0
2762;Oppervlakte meren, plassen;Maasbracht;25
2763;Oppervlakte meren, plassen;Maasbree;56
2764;Oppervlakte meren, plassen;Maasdam;0
2765;Oppervlakte meren, plassen;Maashees en Overloon;39
2766;Oppervlakte meren, plassen;Maasland;178
2767;Oppervlakte meren, plassen;Maasniel;3
2768;Oppervlakte meren, plassen;Maassluis;70
2769;Oppervlakte meren, plassen;Maastricht;89
2770;Oppervlakte meren, plassen;Made en Drimmelen;1298
2771;Oppervlakte meren, plassen;Margraten;0
2772;Oppervlakte meren, plassen;Markelo;0
2773;Oppervlakte meren, plassen;Marken;0
2774;Oppervlakte meren, plassen;Marum;0
2775;Oppervlakte meren, plassen;Maurik;129
2776;Oppervlakte meren, plassen;Medemblik;0
2777;Oppervlakte meren, plassen;Meeden;0
2778;Oppervlakte meren, plassen;Meerkerk;0
2779;Oppervlakte meren, plassen;Meerlo;26
2780;Oppervlakte meren, plassen;Meerssen;0
2781;Oppervlakte meren, plassen;Megen, Haren en Macharen;57
2782;Oppervlakte meren, plassen;Meijel;0
2783;Oppervlakte meren, plassen;Melick en Herkenbosch;0
2784;Oppervlakte meren, plassen;Meliskerke;0
2785;Oppervlakte meren, plassen;Melissant;0
2786;Oppervlakte meren, plassen;Menaldumadeel;0
2787;Oppervlakte meren, plassen;Meppel;0
2788;Oppervlakte meren, plassen;Merkelbeek;0
2789;Oppervlakte meren, plassen;Mesch;0
2790;Oppervlakte meren, plassen;Mheer;0
2791;Oppervlakte meren, plassen;Michielsgestel (St.);0
2792;Oppervlakte meren, plassen;Middelburg;0
2793;Oppervlakte meren, plassen;Middelharnis;0
2794;Oppervlakte meren, plassen;Middelie;0
2795;Oppervlakte meren, plassen;Middelstum;0
2796;Oppervlakte meren, plassen;Midwolda;0
2797;Oppervlakte meren, plassen;Midwoud;0
2798;Oppervlakte meren, plassen;Mierlo;0
2799;Oppervlakte meren, plassen;Mijdrecht;0
2800;Oppervlakte meren, plassen;Mijnsheerenland;0
2801;Oppervlakte meren, plassen;Mill en Sint Hubert;0
2802;Oppervlakte meren, plassen;Millingen;128
2803;Oppervlakte meren, plassen;Moercapelle;0
2804;Oppervlakte meren, plassen;Moergestel;0
2805;Oppervlakte meren, plassen;Molenaarsgraaf;0
2806;Oppervlakte meren, plassen;Monnikendam;0
2807;Oppervlakte meren, plassen;Monster;0
2808;Oppervlakte meren, plassen;Montfoort;0
2809;Oppervlakte meren, plassen;Montfort;0
2810;Oppervlakte meren, plassen;Mook en Middelaar;40
2811;Oppervlakte meren, plassen;Moordrecht;12
2812;Oppervlakte meren, plassen;Muiden;55
2813;Oppervlakte meren, plassen;Munstergeleen;0
2814;Oppervlakte meren, plassen;Muntendam;0
2815;Oppervlakte meren, plassen;Naaldwijk;0
2816;Oppervlakte meren, plassen;Naarden;285
2817;Oppervlakte meren, plassen;Nederhemert;100
2818;Oppervlakte meren, plassen;Nederhorst den Berg;36
2819;Oppervlakte meren, plassen;Nederweert;0
2820;Oppervlakte meren, plassen;Neede;0
2821;Oppervlakte meren, plassen;Neer;20
2822;Oppervlakte meren, plassen;Neeritter;0
2823;Oppervlakte meren, plassen;Neuzen;0
2824;Oppervlakte meren, plassen;Nibbixwoud;0
2825;Oppervlakte meren, plassen;Nieuw- en Sint Joosland;0
2826;Oppervlakte meren, plassen;Nieuwe Pekela;0
2827;Oppervlakte meren, plassen;Nieuwenhagen;0
2828;Oppervlakte meren, plassen;Nieuwenhoorn;0
2829;Oppervlakte meren, plassen;Nieuwe-Niedorp;0
2830;Oppervlakte meren, plassen;Nieuwer-Amstel;41
2831;Oppervlakte meren, plassen;Nieuwerkerk aan den IJssel;34
2832;Oppervlakte meren, plassen;Nieuwerkerk;0
2833;Oppervlakte meren, plassen;Nieuweschans;0
2834;Oppervlakte meren, plassen;Nieuwkoop;256
2835;Oppervlakte meren, plassen;Nieuwkuijk;0
2836;Oppervlakte meren, plassen;Nieuwland;0
2837;Oppervlakte meren, plassen;Nieuwleusen;0
2838;Oppervlakte meren, plassen;Nieuwolda;0
2839;Oppervlakte meren, plassen;Nieuwpoort;4
2840;Oppervlakte meren, plassen;Nieuwstadt;0
2841;Oppervlakte meren, plassen;Nieuwveen;0
2842;Oppervlakte meren, plassen;Nieuwvliet;0
2843;Oppervlakte meren, plassen;Nieuw-Vossemeer;0
2844;Oppervlakte meren, plassen;Nigtevecht;0
2845;Oppervlakte meren, plassen;Nijeveen;0
2846;Oppervlakte meren, plassen;Nijkerk;0
2847;Oppervlakte meren, plassen;Nijmegen;95
2848;Oppervlakte meren, plassen;Nisse;0
2849;Oppervlakte meren, plassen;Nistelrode;0
2850;Oppervlakte meren, plassen;Noorbeek;0
2851;Oppervlakte meren, plassen;Noordbroek;0
2852;Oppervlakte meren, plassen;Noorddijk;0
2853;Oppervlakte meren, plassen;Noordeloos;0
2854;Oppervlakte meren, plassen;Noordgouwe;0
2855;Oppervlakte meren, plassen;Noord-Scharwoude;0
2856;Oppervlakte meren, plassen;Noordwelle;0
2857;Oppervlakte meren, plassen;Noordwijk;0
2858;Oppervlakte meren, plassen;Noordwijkerhout;0
2859;Oppervlakte meren, plassen;Nootdorp;0
2860;Oppervlakte meren, plassen;Norg;0
2861;Oppervlakte meren, plassen;Nuland;0
2862;Oppervlakte meren, plassen;Numansdorp;0
2863;Oppervlakte meren, plassen;Nunen, Gerwen en Nederwetten;3
2864;Oppervlakte meren, plassen;Nunhem;0
2865;Oppervlakte meren, plassen;Nuth;0
2866;Oppervlakte meren, plassen;Obbicht en Papenhoven;31
2867;Oppervlakte meren, plassen;Obdam;0
2868;Oppervlakte meren, plassen;Odijk;0
2869;Oppervlakte meren, plassen;Odiliënberg (St.);0
2870;Oppervlakte meren, plassen;Odoorn;0
2871;Oppervlakte meren, plassen;Oedenrode (St.);0
2872;Oppervlakte meren, plassen;Oeffelt;29
2873;Oppervlakte meren, plassen;Oegstgeest;21
2874;Oppervlakte meren, plassen;Ohé en Laak;24
2875;Oppervlakte meren, plassen;Oijen en Teeffelen;71
2876;Oppervlakte meren, plassen;Oirsbeek;0
2877;Oppervlakte meren, plassen;Oirschot;15
2878;Oppervlakte meren, plassen;Oisterwijk;0
2879;Oppervlakte meren, plassen;Oldebroek;27
2880;Oppervlakte meren, plassen;Oldehove;0
2881;Oppervlakte meren, plassen;Oldekerk;0
2882;Oppervlakte meren, plassen;Oldemarkt;0
2883;Oppervlakte meren, plassen;Oldenzaal;0
2884;Oppervlakte meren, plassen;Olst;120
2885;Oppervlakte meren, plassen;Ommen;0
2886;Oppervlakte meren, plassen;Onstwedde;0
2887;Oppervlakte meren, plassen;Ooltgensplaat;0
2888;Oppervlakte meren, plassen;Oost- en West-Souburg;0
2889;Oppervlakte meren, plassen;Oost-, West- en Middelbeers;8
2890;Oppervlakte meren, plassen;Oostburg;0
2891;Oppervlakte meren, plassen;Oostdongeradeel;0
2892;Oppervlakte meren, plassen;Oosterhesselen;0
2893;Oppervlakte meren, plassen;Oosterhout;0
2894;Oppervlakte meren, plassen;Oosterland;0
2895;Oppervlakte meren, plassen;Oosthuizen;0
2896;Oppervlakte meren, plassen;Oostkapelle;0
2897;Oppervlakte meren, plassen;Ooststellingwerf;0
2898;Oppervlakte meren, plassen;Oostvoorne;190
2899;Oppervlakte meren, plassen;Oostzaan;0
2900;Oppervlakte meren, plassen;Ootmarsum;0
2901;Oppervlakte meren, plassen;Ophemert;77
2902;Oppervlakte meren, plassen;Oploo, Sint Anthonis en Ledeacker;0
2903;Oppervlakte meren, plassen;Opmeer;0
2904;Oppervlakte meren, plassen;Opperdoes;0
2905;Oppervlakte meren, plassen;Opsterland;0
2906;Oppervlakte meren, plassen;Oss;0
2907;Oppervlakte meren, plassen;Ossendrecht;0
2908;Oppervlakte meren, plassen;Ossenisse;0
2909;Oppervlakte meren, plassen;Oterleek;0
2910;Oppervlakte meren, plassen;Ottersum;15
2911;Oppervlakte meren, plassen;Ottoland;0
2912;Oppervlakte meren, plassen;Oud en Nieuw Gastel;0
2913;Oppervlakte meren, plassen;Ouddorp;0
2914;Oppervlakte meren, plassen;Oude Pekela;0
2915;Oppervlakte meren, plassen;Oudelande;0
2916;Oppervlakte meren, plassen;Oudenbosch;0
2917;Oppervlakte meren, plassen;Oudendijk;0
2918;Oppervlakte meren, plassen;Oudenhoorn;0
2919;Oppervlakte meren, plassen;Oude-Niedorp;0
2920;Oppervlakte meren, plassen;Oudenrijn;0
2921;Oppervlakte meren, plassen;Ouder-Amstel;34
2922;Oppervlakte meren, plassen;Ouderkerk aan den IJssel;36
2923;Oppervlakte meren, plassen;Oudewater;0
2924;Oppervlakte meren, plassen;Oudheusden;0
2925;Oppervlakte meren, plassen;Oudkarspel;0
2926;Oppervlakte meren, plassen;Oudorp;0
2927;Oppervlakte meren, plassen;Oud-Valkenburg;0
2928;Oppervlakte meren, plassen;Oud-Vossemeer;0
2929;Oppervlakte meren, plassen;Ouwerkerk;0
2930;Oppervlakte meren, plassen;Overasselt;105
2931;Oppervlakte meren, plassen;Overschie;0
2932;Oppervlakte meren, plassen;Overslag;0
2933;Oppervlakte meren, plassen;Ovezande;0
2934;Oppervlakte meren, plassen;Pancras (St.);0
2935;Oppervlakte meren, plassen;Pannerden;70
2936;Oppervlakte meren, plassen;Papekop;0
2937;Oppervlakte meren, plassen;Papendrecht;59
2938;Oppervlakte meren, plassen;Peize;0
2939;Oppervlakte meren, plassen;Pernis;129
2940;Oppervlakte meren, plassen;Peursum;0
2941;Oppervlakte meren, plassen;Philippine;0
2942;Oppervlakte meren, plassen;Philipsland (St.);0
2943;Oppervlakte meren, plassen;Piershil;0
2944;Oppervlakte meren, plassen;Pijnacker;0
2945;Oppervlakte meren, plassen;Poederoijen;171
2946;Oppervlakte meren, plassen;Polsbroek;0
2947;Oppervlakte meren, plassen;Poortugaal;115
2948;Oppervlakte meren, plassen;Poortvliet;0
2949;Oppervlakte meren, plassen;Posterholt;0
2950;Oppervlakte meren, plassen;Prinsenhage;0
2951;Oppervlakte meren, plassen;Purmerend;0
2952;Oppervlakte meren, plassen;Putte;0
2953;Oppervlakte meren, plassen;Putten;0
2954;Oppervlakte meren, plassen;Puttershoek;40
2955;Oppervlakte meren, plassen;Raalte;0
2956;Oppervlakte meren, plassen;Raamsdonk;70
2957;Oppervlakte meren, plassen;Rauwerderhem;29
2958;Oppervlakte meren, plassen;Ravenstein;89
2959;Oppervlakte meren, plassen;Reek;11
2960;Oppervlakte meren, plassen;Reeuwijk;538
2961;Oppervlakte meren, plassen;Renesse;0
2962;Oppervlakte meren, plassen;Renkum;90
2963;Oppervlakte meren, plassen;Renswoude;0
2964;Oppervlakte meren, plassen;Retranchement;0
2965;Oppervlakte meren, plassen;Reusel;0
2966;Oppervlakte meren, plassen;Rheden;130
2967;Oppervlakte meren, plassen;Rhenen;57
2968;Oppervlakte meren, plassen;Rhoon;80
2969;Oppervlakte meren, plassen;Ridderkerk;63
2970;Oppervlakte meren, plassen;Riethoven;0
2971;Oppervlakte meren, plassen;Rietveld;5
2972;Oppervlakte meren, plassen;Rijckholt;0
2973;Oppervlakte meren, plassen;Rijnsaterwoude;327
2974;Oppervlakte meren, plassen;Rijnsburg;0
2975;Oppervlakte meren, plassen;Rijp (de);0
2976;Oppervlakte meren, plassen;Rijsbergen;0
2977;Oppervlakte meren, plassen;Rijsenburg;0
2978;Oppervlakte meren, plassen;Rijssen;0
2979;Oppervlakte meren, plassen;Rijswijk (NB.);24
2980;Oppervlakte meren, plassen;Rijswijk (ZH.);0
2981;Oppervlakte meren, plassen;Rilland-Bath;0
2982;Oppervlakte meren, plassen;Ritthem;0
2983;Oppervlakte meren, plassen;Rockanje;0
2984;Oppervlakte meren, plassen;Roden;179
2985;Oppervlakte meren, plassen;Roermond;90
2986;Oppervlakte meren, plassen;Roggel;0
2987;Oppervlakte meren, plassen;Rolde;0
2988;Oppervlakte meren, plassen;Roosendaal en Nispen;0
2989;Oppervlakte meren, plassen;Roosteren;34
2990;Oppervlakte meren, plassen;Rosmalen;0
2991;Oppervlakte meren, plassen;Rossum;85
2992;Oppervlakte meren, plassen;Rotterdam;1265
2993;Oppervlakte meren, plassen;Rozenburg;732
2994;Oppervlakte meren, plassen;Rozendaal;0
2995;Oppervlakte meren, plassen;Rucphen en Vorenseinde;0
2996;Oppervlakte meren, plassen;Ruinen;0
2997;Oppervlakte meren, plassen;Ruinerwold;0
2998;Oppervlakte meren, plassen;Ruurlo;0
2999;Oppervlakte meren, plassen;Ruwiel;0
3000;Oppervlakte meren, plassen;s Gravenmoer;0
3001;Oppervlakte meren, plassen;Sambeek;14
3002;Oppervlakte meren, plassen;Sappemeer;0
3003;Oppervlakte meren, plassen;Sas van Gent;0
3004;Oppervlakte meren, plassen;Sassenheim;0
3005;Oppervlakte meren, plassen;Schaesberg;0
3006;Oppervlakte meren, plassen;Schagen;0
3007;Oppervlakte meren, plassen;Schaijk;0
3008;Oppervlakte meren, plassen;Schalkwijk;14
3009;Oppervlakte meren, plassen;Scheemda;0
3010;Oppervlakte meren, plassen;Schellinkhout;0
3011;Oppervlakte meren, plassen;Schelluinen;0
3012;Oppervlakte meren, plassen;Schermerhorn;0
3013;Oppervlakte meren, plassen;Scherpenisse;0
3014;Oppervlakte meren, plassen;Scherpenzeel;0
3015;Oppervlakte meren, plassen;Schiebroek;0
3016;Oppervlakte meren, plassen;Schiedam;58
3017;Oppervlakte meren, plassen;Schiermonnikoog;0
3018;Oppervlakte meren, plassen;Schijndel;0
3019;Oppervlakte meren, plassen;Schimmert;0
3020;Oppervlakte meren, plassen;Schin op Geul;0
3021;Oppervlakte meren, plassen;Schinnen;0
3022;Oppervlakte meren, plassen;Schinveld;0
3023;Oppervlakte meren, plassen;Schipluiden;0
3024;Oppervlakte meren, plassen;Schoondijke;0
3025;Oppervlakte meren, plassen;Schoonebeek;0
3026;Oppervlakte meren, plassen;Schoonhoven;11
3027;Oppervlakte meren, plassen;Schoonrewoerd;0
3028;Oppervlakte meren, plassen;Schoorl;0
3029;Oppervlakte meren, plassen;Schore;0
3030;Oppervlakte meren, plassen;Schoterland;1006
3031;Oppervlakte meren, plassen;Serooskerke (op Schouwen);0
3032;Oppervlakte meren, plassen;Serooskerke (op Walcheren);0
3033;Oppervlakte meren, plassen;Sevenum;0
3034;Oppervlakte meren, plassen;Sijbekarspel;0
3035;Oppervlakte meren, plassen;Simpelveld;0
3036;Oppervlakte meren, plassen;Sittard;0
3037;Oppervlakte meren, plassen;Sleen;0
3038;Oppervlakte meren, plassen;Slenaken;0
3039;Oppervlakte meren, plassen;Sliedrecht;254
3040;Oppervlakte meren, plassen;Slochteren;301
3041;Oppervlakte meren, plassen;Sloten (F.);0
3042;Oppervlakte meren, plassen;Sluis;0
3043;Oppervlakte meren, plassen;Smallingerland;358
3044;Oppervlakte meren, plassen;Smilde;0
3045;Oppervlakte meren, plassen;Sneek;0
3046;Oppervlakte meren, plassen;Snelrewaard;0
3047;Oppervlakte meren, plassen;Soest;14
3048;Oppervlakte meren, plassen;Someren;0
3049;Oppervlakte meren, plassen;Sommelsdijk;0
3050;Oppervlakte meren, plassen;Son en Breugel;18
3051;Oppervlakte meren, plassen;Spanbroek;0
3052;Oppervlakte meren, plassen;Spaubeek;0
3053;Oppervlakte meren, plassen;Spijkenisse;215
3054;Oppervlakte meren, plassen;Sprang-Capelle;48
3055;Oppervlakte meren, plassen;Stad aan 't Haringvliet;0
3056;Oppervlakte meren, plassen;Standdaarbuiten;0
3057;Oppervlakte meren, plassen;Staphorst;0
3058;Oppervlakte meren, plassen;Stavenisse;0
3059;Oppervlakte meren, plassen;Staveren;0
3060;Oppervlakte meren, plassen;Stedum;0
3061;Oppervlakte meren, plassen;Steenbergen en Kruisland;0
3062;Oppervlakte meren, plassen;Steenderen;70
3063;Oppervlakte meren, plassen;Steenwijk;0
3064;Oppervlakte meren, plassen;Steenwijkerwold;0
3065;Oppervlakte meren, plassen;Stein (L.);12
3066;Oppervlakte meren, plassen;Stellendam;0
3067;Oppervlakte meren, plassen;Stevensweert;24
3068;Oppervlakte meren, plassen;Stiphout;0
3069;Oppervlakte meren, plassen;Stolwijk;0
3070;Oppervlakte meren, plassen;Stompwijk;0
3071;Oppervlakte meren, plassen;Stoppeldijk;0
3072;Oppervlakte meren, plassen;Stoutenburg;0
3073;Oppervlakte meren, plassen;Stramproij;0
3074;Oppervlakte meren, plassen;Streefkerk;80
3075;Oppervlakte meren, plassen;Strijen;0
3076;Oppervlakte meren, plassen;Susteren;0
3077;Oppervlakte meren, plassen;Swalmen;20
3078;Oppervlakte meren, plassen;Tegelen;12
3079;Oppervlakte meren, plassen;Ten Boer;0
3080;Oppervlakte meren, plassen;Ter Aar;0
3081;Oppervlakte meren, plassen;Terheijden;0
3082;Oppervlakte meren, plassen;Termunten;0
3083;Oppervlakte meren, plassen;Terschelling;108
3084;Oppervlakte meren, plassen;Teteringen;0
3085;Oppervlakte meren, plassen;Texel;84
3086;Oppervlakte meren, plassen;Tholen;0
3087;Oppervlakte meren, plassen;Thorn;0
3088;Oppervlakte meren, plassen;Tiel;42
3089;Oppervlakte meren, plassen;Tienhoven (U.);20
3090;Oppervlakte meren, plassen;Tienhoven (ZH.);0
3091;Oppervlakte meren, plassen;Tietjerksteradeel;521
3092;Oppervlakte meren, plassen;Tilburg;25
3093;Oppervlakte meren, plassen;Tonge (Nieuwe-);0
3094;Oppervlakte meren, plassen;Tonge (Oude-);0
3095;Oppervlakte meren, plassen;Tubbergen;0
3096;Oppervlakte meren, plassen;Tull en 't Waal;106
3097;Oppervlakte meren, plassen;Twisk;0
3098;Oppervlakte meren, plassen;Ubach over Worms;0
3099;Oppervlakte meren, plassen;Ubbergen;205
3100;Oppervlakte meren, plassen;Uden;0
3101;Oppervlakte meren, plassen;Udenhout;0
3102;Oppervlakte meren, plassen;Uitgeest;190
3103;Oppervlakte meren, plassen;Uithoorn;13
3104;Oppervlakte meren, plassen;Uithuizen;0
3105;Oppervlakte meren, plassen;Uithuizermeeden;0
3106;Oppervlakte meren, plassen;Ulestraten;0
3107;Oppervlakte meren, plassen;Ulrum;0
3108;Oppervlakte meren, plassen;Urk;0
3109;Oppervlakte meren, plassen;Urmond;9
3110;Oppervlakte meren, plassen;Ursem;0
3111;Oppervlakte meren, plassen;Usquert;0
3112;Oppervlakte meren, plassen;Utingeradeel;237
3113;Oppervlakte meren, plassen;Utrecht;0
3114;Oppervlakte meren, plassen;Vaals;0
3115;Oppervlakte meren, plassen;Valburg;220
3116;Oppervlakte meren, plassen;Valkenburg (L.);0
3117;Oppervlakte meren, plassen;Valkenburg (ZH.);6
3118;Oppervlakte meren, plassen;Valkenswaard;0
3119;Oppervlakte meren, plassen;Varik;246
3120;Oppervlakte meren, plassen;Veen;40
3121;Oppervlakte meren, plassen;Veendam;0
3122;Oppervlakte meren, plassen;Veenendaal;0
3123;Oppervlakte meren, plassen;Veere;0
3124;Oppervlakte meren, plassen;Veghel;0
3125;Oppervlakte meren, plassen;Veldhoven;0
3126;Oppervlakte meren, plassen;Veldhuizen;0
3127;Oppervlakte meren, plassen;Velp;6
3128;Oppervlakte meren, plassen;Velsen;230
3129;Oppervlakte meren, plassen;Venhuizen;0
3130;Oppervlakte meren, plassen;Venlo;35
3131;Oppervlakte meren, plassen;Venraij;0
3132;Oppervlakte meren, plassen;Vessem, Wintelre en Knegsel;0
3133;Oppervlakte meren, plassen;Veur;0
3134;Oppervlakte meren, plassen;Vianen;55
3135;Oppervlakte meren, plassen;Vierlingsbeek;33
3136;Oppervlakte meren, plassen;Vierpolders;32
3137;Oppervlakte meren, plassen;Vinkeveen en Waverveen;0
3138;Oppervlakte meren, plassen;Vlaardingen;122
3139;Oppervlakte meren, plassen;Vlaardinger-Ambacht;0
3140;Oppervlakte meren, plassen;Vlagtwedde;0
3141;Oppervlakte meren, plassen;Vledder;0
3142;Oppervlakte meren, plassen;Vleuten;0
3143;Oppervlakte meren, plassen;Vlieland;0
3144;Oppervlakte meren, plassen;Vlijmen;0
3145;Oppervlakte meren, plassen;Vlissingen;0
3146;Oppervlakte meren, plassen;Vlist;0
3147;Oppervlakte meren, plassen;Vlodrop;0
3148;Oppervlakte meren, plassen;Voerendaal;0
3149;Oppervlakte meren, plassen;Vollenhove (Ambt-);257
3150;Oppervlakte meren, plassen;Vollenhove (Stad-);0
3151;Oppervlakte meren, plassen;Voorburg;0
3152;Oppervlakte meren, plassen;Voorhout;0
3153;Oppervlakte meren, plassen;Voorschoten;15
3154;Oppervlakte meren, plassen;Voorst;90
3155;Oppervlakte meren, plassen;Vorden;0
3156;Oppervlakte meren, plassen;Vreeland;0
3157;Oppervlakte meren, plassen;Vreeswijk;35
3158;Oppervlakte meren, plassen;Vries;0
3159;Oppervlakte meren, plassen;Vriezenveen;0
3160;Oppervlakte meren, plassen;Vrouwenpolder;0
3161;Oppervlakte meren, plassen;Vught;0
3162;Oppervlakte meren, plassen;Vuren;141
3163;Oppervlakte meren, plassen;Waalre;0
3164;Oppervlakte meren, plassen;Waalwijk;50
3165;Oppervlakte meren, plassen;Waarde;0
3166;Oppervlakte meren, plassen;Waardenburg;60
3167;Oppervlakte meren, plassen;Waarder;0
3168;Oppervlakte meren, plassen;Waddinxveen;0
3169;Oppervlakte meren, plassen;Wadenoijen;8
3170;Oppervlakte meren, plassen;Wageningen;75
3171;Oppervlakte meren, plassen;Wamel;150
3172;Oppervlakte meren, plassen;Wanneperveen;1212
3173;Oppervlakte meren, plassen;Wanroij;0
3174;Oppervlakte meren, plassen;Wanssum;26
3175;Oppervlakte meren, plassen;Warder;0
3176;Oppervlakte meren, plassen;Warffum;0
3177;Oppervlakte meren, plassen;Warmenhuizen;0
3178;Oppervlakte meren, plassen;Warmond;303
3179;Oppervlakte meren, plassen;Warnsveld;20
3180;Oppervlakte meren, plassen;Waspik;43
3181;Oppervlakte meren, plassen;Wassenaar;0
3182;Oppervlakte meren, plassen;Wateringen;0
3183;Oppervlakte meren, plassen;Waterlandkerkje;0
3184;Oppervlakte meren, plassen;Wedde;0
3185;Oppervlakte meren, plassen;Weerselo;0
3186;Oppervlakte meren, plassen;Weert;0
3187;Oppervlakte meren, plassen;Weesp;0
3188;Oppervlakte meren, plassen;Weesperkarspel;56
3189;Oppervlakte meren, plassen;Wehl;0
3190;Oppervlakte meren, plassen;Wemeldinge;0
3191;Oppervlakte meren, plassen;Werken (de) en Sleeuwijk;206
3192;Oppervlakte meren, plassen;Werkendam;625
3193;Oppervlakte meren, plassen;Werkhoven;0
3194;Oppervlakte meren, plassen;Wervershoof;0
3195;Oppervlakte meren, plassen;Wessem;31
3196;Oppervlakte meren, plassen;Westbroek;0
3197;Oppervlakte meren, plassen;Westdongeradeel;0
3198;Oppervlakte meren, plassen;Westdorpe;0
3199;Oppervlakte meren, plassen;Westerbork;0
3200;Oppervlakte meren, plassen;Westerhoven;0
3201;Oppervlakte meren, plassen;Westervoort;30
3202;Oppervlakte meren, plassen;Westkapelle;0
3203;Oppervlakte meren, plassen;Westmaas;0
3204;Oppervlakte meren, plassen;Weststellingwerf;0
3205;Oppervlakte meren, plassen;Westwoud;0
