ID;Geslacht;Leeftijd;Nationaliteit;Perioden;TotaalAsielverzoeken_1;EersteAsielverzoeken_2
8173;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2007 3e kwartaal;0;0
8174;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2007 oktober;0;0
8175;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2007 november;0;0
8176;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2007 december;0;0
8177;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2007 4e kwartaal;0;0
8178;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2007;10;5
8179;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2008 januari;0;0
8180;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2008 februari;0;0
8181;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2008 maart;0;0
8182;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2008 1e kwartaal;0;0
8183;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2008 april;0;0
8184;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2008 mei;0;0
8185;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2008 juni;0;0
8186;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2008 2e kwartaal;5;5
8187;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2008 juli;0;0
8188;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2008 augustus;0;0
8189;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2008 september;0;0
8190;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2008 3e kwartaal;0;0
8191;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2008 oktober;5;5
8192;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2008 november;5;5
8193;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2008 december;0;0
8194;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2008 4e kwartaal;10;10
8195;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2008;15;15
8196;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2009 januari;0;0
8197;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2009 februari;0;0
8198;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2009 maart;0;0
8199;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2009 1e kwartaal;5;0
8200;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2009 april;0;0
8201;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2009 mei;5;5
8202;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2009 juni;5;5
8203;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2009 2e kwartaal;10;10
8204;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2009 juli;0;0
8205;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2009 augustus;0;0
8206;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2009 september;0;0
8207;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2009 3e kwartaal;0;0
8208;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2009 oktober;0;0
8209;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2009 november;5;5
8210;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2009 december;5;5
8211;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2009 4e kwartaal;10;10
8212;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2009;25;20
8213;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2010 januari;0;0
8214;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2010 februari;5;5
8215;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2010 maart;5;5
8216;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2010 1e kwartaal;10;10
8217;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2010 april;0;0
8218;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2010 mei;0;0
8219;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2010 juni;0;0
8220;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2010 2e kwartaal;0;0
8221;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2010 juli;0;0
8222;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2010 augustus;0;0
8223;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2010 september;0;0
8224;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2010 3e kwartaal;5;0
8225;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2010 oktober;0;0
8226;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2010 november;0;0
8227;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2010 december;5;5
8228;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2010 4e kwartaal;5;5
8229;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2010;20;20
8230;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2011 januari;0;0
8231;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2011 februari;5;5
8232;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2011 maart;0;0
8233;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2011 1e kwartaal;5;5
8234;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2011 april;0;0
8235;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2011 mei;0;0
8236;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2011 juni;0;0
8237;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2011 2e kwartaal;0;0
8238;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2011 juli;0;0
8239;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2011 augustus;0;0
8240;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2011 september;0;0
8241;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2011 3e kwartaal;0;0
8242;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2011 oktober;5;5
8243;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2011 november;5;5
8244;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2011 december;0;0
8245;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2011 4e kwartaal;5;5
8246;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2011;15;15
8247;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2012 januari;0;0
8248;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2012 februari;0;0
8249;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2012 maart;0;0
8250;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2012 1e kwartaal;5;5
8251;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2012 april;0;0
8252;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2012 mei;5;5
8253;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2012 juni;0;0
8254;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2012 2e kwartaal;5;5
8255;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2012 juli;0;0
8256;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2012 augustus;0;0
8257;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2012 september;0;0
8258;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2012 3e kwartaal;0;0
8259;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2012 oktober;0;0
8260;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2012 november;0;0
8261;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2012 december;0;0
8262;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2012 4e kwartaal;5;5
8263;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2012;15;15
8264;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2013 januari;5;0
8265;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2013 februari;0;0
8266;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2013 maart;5;5
8267;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2013 1e kwartaal;5;5
8268;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2013 april;5;5
8269;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2013 mei;0;0
8270;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2013 juni;5;5
8271;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2013 2e kwartaal ;0;0
8272;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2013 juli;0;0
8273;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2013 augustus;5;5
8274;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2013 september;0;0
8275;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2013 3e kwartaal;5;5
8276;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2013 oktober;0;0
8277;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2013 november;0;0
8278;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2013 december;0;0
8279;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2013 4e kwartaal;0;0
8280;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2013;15;10
8281;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2014 januari;0;0
8282;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2014 februari;0;0
8283;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2014 maart;0;0
8284;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2014 1e kwartaal;0;0
8285;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2014 april;0;0
8286;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2014 mei;0;0
8287;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2014 juni;5;0
8288;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2014 2e kwartaal;5;5
8289;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2014 juli;5;5
8290;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2014 augustus;5;0
8291;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2014 september;0;0
8292;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2014 3e kwartaal;10;5
8293;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2014 oktober;0;0
8294;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2014 november;0;0
8295;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2014 december;0;0
8296;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2014 4e kwartaal;0;0
8297;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2014;20;15
8298;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2015 januari;0;0
8299;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2015 februari;0;0
8300;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2015 maart;0;0
8301;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2015 1e kwartaal;0;0
8302;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2015 april;0;0
8303;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2015 mei;5;5
8304;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2015 juni;5;5
8305;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2015 2e kwartaal;10;10
8306;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2015 juli;5;5
8307;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2015 augustus;5;5
8308;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2015 september;0;0
8309;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2015 3e kwartaal;10;5
8310;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2015 oktober;0;0
8311;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2015 november;0;0
8312;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2015 december;5;0
8313;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2015 4e kwartaal;5;5
8314;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2015;25;20
8315;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;114;2016 januari;0;0
8316;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2007 januari;0;0
8317;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2007 februari;0;0
8318;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2007 maart;0;0
8319;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2007 1e kwartaal;0;0
8320;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2007 april;0;0
8321;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2007 mei;0;0
8322;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2007 juni;0;0
8323;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2007 2e kwartaal;0;0
8324;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2007 juli;0;0
8325;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2007 augustus;0;0
8326;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2007 september;0;0
8327;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2007 3e kwartaal;0;0
8328;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2007 oktober;0;0
8329;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2007 november;0;0
8330;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2007 december;0;0
8331;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2007 4e kwartaal;0;0
8332;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2007;5;5
8333;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2008 januari;0;0
8334;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2008 februari;0;0
8335;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2008 maart;0;0
8336;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2008 1e kwartaal;0;0
8337;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2008 april;0;0
8338;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2008 mei;0;0
8339;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2008 juni;0;0
8340;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2008 2e kwartaal;0;0
8341;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2008 juli;0;0
8342;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2008 augustus;0;0
8343;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2008 september;0;0
8344;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2008 3e kwartaal;0;0
8345;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2008 oktober;0;0
8346;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2008 november;5;5
8347;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2008 december;0;0
8348;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2008 4e kwartaal;5;5
8349;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2008;5;5
8350;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2009 januari;0;0
8351;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2009 februari;0;0
8352;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2009 maart;0;0
8353;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2009 1e kwartaal;5;5
8354;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2009 april;0;0
8355;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2009 mei;5;5
8356;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2009 juni;0;0
8357;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2009 2e kwartaal;5;5
8358;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2009 juli;0;0
8359;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2009 augustus;5;5
8360;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2009 september;5;5
8361;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2009 3e kwartaal;10;10
8362;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2009 oktober;5;5
8363;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2009 november;15;15
8364;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2009 december;20;20
8365;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2009 4e kwartaal;40;40
8366;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2009;65;60
8367;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2010 januari;45;45
8368;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2010 februari;30;30
8369;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2010 maart;60;60
8370;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2010 1e kwartaal;135;135
8371;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2010 april;0;0
8372;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2010 mei;5;0
8373;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2010 juni;5;5
8374;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2010 2e kwartaal;10;5
8375;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2010 juli;5;5
8376;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2010 augustus;0;0
8377;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2010 september;0;0
8378;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2010 3e kwartaal;5;5
8379;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2010 oktober;10;5
8380;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2010 november;5;5
8381;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2010 december;5;5
8382;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2010 4e kwartaal;15;15
8383;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2010;165;160
8384;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2011 januari;0;0
8385;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2011 februari;5;5
8386;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2011 maart;5;5
8387;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2011 1e kwartaal;10;10
8388;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2011 april;5;0
8389;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2011 mei;0;0
8390;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2011 juni;5;5
8391;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2011 2e kwartaal;10;5
8392;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2011 juli;5;5
8393;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2011 augustus;0;0
8394;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2011 september;5;5
8395;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2011 3e kwartaal;10;10
8396;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2011 oktober;5;5
8397;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2011 november;0;0
8398;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2011 december;0;0
8399;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2011 4e kwartaal;5;5
8400;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2011;35;25
8401;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2012 januari;5;5
8402;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2012 februari;0;0
8403;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2012 maart;5;5
8404;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2012 1e kwartaal;5;5
8405;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2012 april;0;0
8406;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2012 mei;0;0
8407;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2012 juni;5;5
8408;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2012 2e kwartaal;5;5
8409;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2012 juli;0;0
8410;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2012 augustus;5;5
8411;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2012 september;5;0
8412;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2012 3e kwartaal;10;5
8413;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2012 oktober;5;5
8414;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2012 november;0;0
8415;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2012 december;0;0
8416;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2012 4e kwartaal;10;10
8417;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2012;30;25
8418;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2013 januari;0;0
8419;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2013 februari;0;0
8420;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2013 maart;0;0
8421;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2013 1e kwartaal;5;5
8422;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2013 april;0;0
8423;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2013 mei;0;0
8424;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2013 juni;0;0
8425;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2013 2e kwartaal ;5;5
8426;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2013 juli;0;0
8427;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2013 augustus;0;0
8428;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2013 september;5;5
8429;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2013 3e kwartaal;10;5
8430;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2013 oktober;0;0
8431;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2013 november;0;0
8432;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2013 december;0;0
8433;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2013 4e kwartaal;5;5
8434;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2013;20;15
8435;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2014 januari;5;5
8436;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2014 februari;0;0
8437;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2014 maart;5;5
8438;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2014 1e kwartaal;10;10
8439;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2014 april;5;5
8440;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2014 mei;5;5
8441;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2014 juni;0;0
8442;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2014 2e kwartaal;5;5
8443;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2014 juli;0;0
8444;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2014 augustus;5;5
8445;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2014 september;0;0
8446;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2014 3e kwartaal;5;5
8447;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2014 oktober;5;5
8448;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2014 november;0;0
8449;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2014 december;0;0
8450;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2014 4e kwartaal;10;5
8451;Totaal mannen en vrouwen incl. onbekend;Jonger dan 18 jaar;30;2014;30;25
