ID;BedrijfstakkenBranchesSBI2008;Perioden;GeconsolideerdeProductie_1;BijdrageArbeid_2;BijdrageUren_3;BijdrageCompositieEffect_4;BijdrageKapitaal_5;BijdrageICTKapitaal_6;BijdrageNietICTKapitaal_7;BijdrageVerbruik_8;BijdrageEnergie_9;BijdrageMaterialen_10;BijdrageDiensten_11;BijdrageMultifactorproductiviteit_12;ToegevoegdeWaarde_13;BijdrageArbeid_14;BijdrageUren_15;BijdrageCompositieEffect_16;BijdrageKapitaal_17;BijdrageICTKapitaal_18;BijdrageNietICTKapitaal_19;BijdrageMultifactorproductiviteit_20;Arbeidsproductiviteitsontwikkeling_21;Arbeidsproductiviteit2021100_22;Arbeidsproductiviteitsontwikkeling_23;Arbeidsproductiviteit2021100_24;Kapitaalproductiviteitsontwikkeling_25;Kapitaalproductiviteit2021100_26;Kapitaalproductiviteitsontwikkeling_27;Kapitaalproductiviteit2021100_28;GeconsolideerdeProductieMlnEuro_29;GeconsolideerdeProductie2021100_30;Totaal_31;VerbruikEnergie_32;VerbruikMaterialen_33;VerbruikDiensten_34;Totaal_35;VerbruikEnergie_36;VerbruikMaterialen_37;VerbruikDiensten_38;ToegevoegdeWaardeMlnEuro_39;ToegevoegdeWaarde2021100_40;GewerkteUren_41;BeloningVanArbeidMlnEuro_42;BeloningVanArbeid2021100_43;KapitaaldienstenMlnEuro_44;KapitaaldienstenGewerktUurEuro_45;ICTKapitaaldienstenMlnEuro_46;NietICTKapitaaldienstenMlnEuro_47;KapitaaldienstenNeoklassiekMlnEuro_48;Kapitaaldiensten2021100_49;KapitaaldienstenGewerktUur2021100_50;ICTKapitaaldiensten2021100_51;NietICTKapitaaldiensten2021100_52;KapitaaldienstenNeoklassiek2021100_53;TotaleInputKLEMS_54;TotaleInputKapitaalEnArbeid_55;TotaleInputKLEMS_56;TotaleInputKapitaalEnArbeid_57
1024;O Openbaar bestuur en overheidsdiensten;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1025;O Openbaar bestuur en overheidsdiensten;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1026;O Openbaar bestuur en overheidsdiensten;2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1027;O Openbaar bestuur en overheidsdiensten;2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1028;O Openbaar bestuur en overheidsdiensten;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1029;O Openbaar bestuur en overheidsdiensten;2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1030;O Openbaar bestuur en overheidsdiensten;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1031;O Openbaar bestuur en overheidsdiensten;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1032;O Openbaar bestuur en overheidsdiensten;2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1033;O Openbaar bestuur en overheidsdiensten;2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1034;O Openbaar bestuur en overheidsdiensten;2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1035;O Openbaar bestuur en overheidsdiensten;2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1036;O Openbaar bestuur en overheidsdiensten;2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1037;O Openbaar bestuur en overheidsdiensten;2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1038;O Openbaar bestuur en overheidsdiensten;2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1039;O Openbaar bestuur en overheidsdiensten;2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1040;O Openbaar bestuur en overheidsdiensten;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1041;O Openbaar bestuur en overheidsdiensten;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1042;O Openbaar bestuur en overheidsdiensten;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1043;O Openbaar bestuur en overheidsdiensten;2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1044;P Onderwijs;1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1045;P Onderwijs;1996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1046;P Onderwijs;1997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1047;P Onderwijs;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1048;P Onderwijs;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1049;P Onderwijs;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1050;P Onderwijs;2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1051;P Onderwijs;2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1052;P Onderwijs;2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1053;P Onderwijs;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1054;P Onderwijs;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1055;P Onderwijs;2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1056;P Onderwijs;2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1057;P Onderwijs;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1058;P Onderwijs;2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1059;P Onderwijs;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1060;P Onderwijs;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1061;P Onderwijs;2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1062;P Onderwijs;2013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1063;P Onderwijs;2014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1064;P Onderwijs;2015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1065;P Onderwijs;2016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1066;P Onderwijs;2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1067;P Onderwijs;2018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1068;P Onderwijs;2019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1069;P Onderwijs;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1070;P Onderwijs;2021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1071;P Onderwijs;2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1072;P Onderwijs;2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1073;Q Gezondheids- en welzijnszorg;1995;;;;;;;;;;;;;;;;;;;;;;;;99.6;;;;104.4;;;;;;;;;;;60035.0;68.8;2496.0;49057.0;68.6;27172.0;10.9;1771.0;25401.0;;65.9;95.4;10.8;84.1;;;76229.0;;67.4
1074;Q Gezondheids- en welzijnszorg;1996;;;;;;;;;;;;;0.1;-0.1;0.7;-0.7;0.6;0.5;0.1;-0.4;;;-0.9;98.7;;;-1.5;102.8;;;;;;;;;;;60894.0;68.9;2522.0;50019.0;68.6;25320.0;10.0;1875.0;23445.0;;67.0;96.0;13.3;84.2;;;75339.0;;67.8
1075;Q Gezondheids- en welzijnszorg;1997;;;;;;;;;;;;;1.7;1.4;1.1;0.3;0.5;0.3;0.2;-0.2;;;0.1;98.8;;;0.2;103.1;;;;;;;;;;;63532.0;70.1;2563.0;51983.0;70.0;26396.0;10.3;2148.0;24248.0;;68.0;95.9;14.9;84.8;;;78379.0;;69.1
1076;Q Gezondheids- en welzijnszorg;1998;;;;;;;;;;;;;1.5;0.9;0.8;0.1;0.6;0.4;0.2;0.0;;;0.2;99.0;;;-0.2;102.8;;;;;;;;;;;66459.0;71.1;2596.0;55064.0;71.0;26502.0;10.2;2339.0;24163.0;;69.2;96.3;17.0;85.3;;;81566.0;;70.1
1077;Q Gezondheids- en welzijnszorg;1999;;;;;;;;;;;;;1.6;1.3;1.1;0.2;0.7;0.5;0.3;-0.4;;;0.0;99.0;;;-0.6;102.2;;;;;;;;;;;69892.0;72.3;2639.0;58148.0;72.4;24573.0;9.3;2423.0;22150.0;;70.7;96.9;19.9;86.0;;;82721.0;;71.6
1078;Q Gezondheids- en welzijnszorg;2000;;;;;;;;;;;;;1.9;0.3;0.3;0.1;0.8;0.5;0.3;0.7;;;1.4;100.4;;;-0.8;101.3;;;;;;;;;;;74184.0;73.6;2650.0;61609.0;72.7;22758.0;8.6;2729.0;20029.0;;72.7;99.1;23.1;87.2;;;84366.0;;72.4
1079;Q Gezondheids- en welzijnszorg;2001;;;;;;;;;;;;;2.8;2.3;2.5;-0.2;0.6;0.4;0.2;-0.2;;;-0.6;99.8;;;0.4;101.7;;;;;;;;;;;80654.0;75.7;2740.0;66911.0;75.0;24432.0;8.9;3080.0;21352.0;;74.4;98.2;26.1;87.9;;;91344.0;;74.6
1080;Q Gezondheids- en welzijnszorg;2002;;;;;;;;;;;;;3.7;3.0;3.1;-0.1;0.6;0.4;0.2;0.1;;;-0.5;99.3;;;1.4;103.1;;;;;;;;;;;88798.0;78.5;2855.0;73094.0;78.1;29914.0;10.5;3332.0;26581.0;;76.1;96.4;29.3;88.7;;;103008.0;;77.2
1081;Q Gezondheids- en welzijnszorg;2003;;;;;;;;;;;;;2.4;2.8;2.6;0.3;0.7;0.4;0.4;-1.2;;;-1.2;98.2;;;-0.1;103.0;;;;;;;;;;;94211.0;80.3;2959.0;78436.0;81.2;33284.0;11.2;3428.0;29855.0;;78.0;95.3;32.6;89.9;;;111720.0;;80.0
1082;Q Gezondheids- en welzijnszorg;2004;;;;;;;;;;;;;1.3;0.6;0.1;0.5;0.7;0.3;0.4;0.0;;;1.2;99.3;;;-1.1;101.9;;;;;;;;;;;97381.0;81.4;2963.0;80636.0;81.9;36250.0;12.2;3700.0;32550.0;;79.9;97.4;36.2;91.2;;;116886.0;;81.1
1083;Q Gezondheids- en welzijnszorg;2005;;;;;;;;;;;;;1.0;0.3;0.2;0.1;0.7;0.3;0.3;0.0;;;0.7;100.0;;;-1.1;100.7;;;;;;;;;;;100056.0;82.2;2970.0;83179.0;82.3;33732.0;11.4;3957.0;29775.0;;81.5;99.3;40.2;92.2;;;116912.0;;81.8
1084;Q Gezondheids- en welzijnszorg;2006;;;;;;;;;;;;;1.3;0.5;0.4;0.1;0.5;0.4;0.2;0.3;;;0.7;100.8;;;-0.6;100.2;;;;;;;;;;;103804.0;83.3;2987.0;85922.0;82.9;35562.0;11.9;4220.0;31342.0;;83.1;100.6;44.7;92.8;;;121484.0;;82.7
1085;Q Gezondheids- en welzijnszorg;2007;;;;;;;;;;;;;1.2;1.1;1.3;-0.2;0.6;0.4;0.2;-0.5;;;-0.6;100.1;;;-0.9;99.3;;;;;;;;;;;107946.0;84.2;3042.0;89839.0;84.2;33826.0;11.1;4733.0;29093.0;;84.9;100.9;49.7;93.6;;;123665.0;;84.1
1086;Q Gezondheids- en welzijnszorg;2008;;;;;;;;;;;;;2.6;1.7;2.1;-0.3;0.6;0.3;0.3;0.2;;;-0.2;99.9;;;0.4;99.7;;;;;;;;;;;114815.0;86.4;3128.0;95749.0;86.2;37158.0;11.9;5129.0;32030.0;;86.7;100.2;53.9;94.6;;;132907.0;;86.1
1087;Q Gezondheids- en welzijnszorg;2009;;;;;;;;;;;;;3.3;1.5;1.8;-0.3;0.6;0.3;0.3;1.1;;;0.7;100.6;;;1.1;100.8;;;;;;;;;;;122211.0;89.2;3206.0;101212.0;88.0;40424.0;12.6;5231.0;35193.0;;88.6;99.9;58.4;95.8;;;141636.0;;87.9
1088;Q Gezondheids- en welzijnszorg;2010;;;;;;;;;;;;;2.4;0.9;0.9;0.0;0.6;0.4;0.3;0.9;;;1.1;101.8;;;0.1;100.9;;;;;;;;;;;126482.0;91.3;3245.0;104922.0;89.1;38108.0;11.7;5658.0;32451.0;;90.6;100.9;63.9;96.9;;;143031.0;;89.2
1089;Q Gezondheids- en welzijnszorg;2011;;;;;;;;;;;;;2.0;0.4;0.2;0.2;0.6;0.4;0.2;1.0;;;1.7;103.5;;;-0.1;100.8;;;;;;;;;;;128349.0;93.2;3254.0;107143.0;89.5;42591.0;13.1;6114.0;36477.0;;92.4;102.7;69.8;97.7;;;149733.0;;90.1
1090;Q Gezondheids- en welzijnszorg;2012;;;;;;;;;;;;;-0.3;0.0;0.0;0.1;0.5;0.3;0.2;-0.8;;;-0.3;103.2;;;-1.9;98.9;;;;;;;;;;;131202.0;92.9;3253.0;109252.0;89.6;39452.0;12.1;6025.0;33427.0;;93.9;104.4;74.7;98.4;;;148703.0;;90.5
1091;Q Gezondheids- en welzijnszorg;2013;;;;;;;;;;;;;0.5;-0.1;-0.4;0.3;0.3;0.2;0.0;0.3;;;1.0;104.3;;;-0.5;98.4;;;;;;;;;;;133077.0;93.3;3235.0;110111.0;89.4;40495.0;12.5;6197.0;34298.0;;94.8;106.0;78.6;98.6;;;150605.0;;90.6
1092;Q Gezondheids- en welzijnszorg;2014;;;;;;;;;;;;;0.8;0.1;-0.3;0.4;0.2;0.2;0.0;0.5;;;1.2;105.5;;;0.2;98.6;;;;;;;;;;;134807.0;94.1;3223.0;111020.0;89.6;43523.0;13.5;6384.0;37139.0;;95.4;107.0;81.5;98.7;;;154543.0;;90.9
1093;Q Gezondheids- en welzijnszorg;2015;;;;;;;;;;;;;-0.1;-0.7;-0.8;0.1;0.1;0.1;0.0;0.5;;;1.0;106.6;;;-0.4;98.1;;;;;;;;;;;135300.0;94.0;3187.0;109885.0;88.8;42782.0;13.4;6545.0;36237.0;;95.8;108.6;83.8;98.6;;;152668.0;;90.4
1094;Q Gezondheids- en welzijnszorg;2016;;;;;;;;;;;;;0.4;0.4;0.4;-0.1;0.1;0.1;0.0;-0.1;;;-0.2;106.4;;;0.0;98.1;;;;;;;;;;;138906.0;94.4;3207.0;113299.0;89.2;39022.0;12.2;6751.0;32271.0;;96.2;108.4;86.2;98.6;;;152320.0;;90.8
1095;Q Gezondheids- en welzijnszorg;2017;;;;;;;;;;;;;1.2;0.8;1.0;-0.2;0.1;0.2;0.0;0.2;;;-0.2;106.2;;;0.6;98.8;;;;;;;;;;;142308.0;95.5;3251.0;116570.0;90.2;36223.0;11.1;6826.0;29397.0;;96.7;107.5;89.2;98.5;;;152793.0;;91.7
1096;Q Gezondheids- en welzijnszorg;2018;;;;;;;;;;;;;0.8;1.6;1.7;-0.1;0.1;0.1;0.0;-0.9;;;-1.4;104.7;;;0.4;99.1;;;;;;;;;;;148427.0;96.2;3323.0;122115.0;92.1;37896.0;11.4;7097.0;30799.0;;97.1;105.6;92.0;98.3;;;160011.0;;93.3
1097;Q Gezondheids- en welzijnszorg;2019;;;;;;;;;;;;;1.8;2.4;2.6;-0.2;0.2;0.1;0.0;-0.9;;;-1.6;103.0;;;1.0;100.1;;;;;;;;;;;155795.0;97.9;3437.0;129651.0;95.0;40509.0;11.8;7531.0;32977.0;;97.8;102.9;94.9;98.5;;;170160.0;;95.7
1098;Q Gezondheids- en welzijnszorg;2020;;;;;;;;;;;;;-1.8;0.6;0.4;0.2;0.3;0.1;0.1;-2.7;;;-2.3;100.7;;;-2.9;97.2;;;;;;;;;;;157030.0;96.1;3453.0;136765.0;95.8;43735.0;12.7;8156.0;35579.0;;98.9;103.6;97.7;99.2;;;180500.0;;96.5
1099;Q Gezondheids- en welzijnszorg;2021;;;;;;;;;;;;;4.0;3.3;3.6;-0.2;0.3;0.1;0.2;0.4;;100.0;-0.7;100.0;;100.0;2.9;100.0;251552.0;100.0;82475.0;;;;100.0;100.0;100.0;100.0;169077.0;100.0;3615.0;142631.0;100.0;38750.0;10.7;8794.0;29956.0;;100.0;100.0;100.0;100.0;;263856.0;181381.0;100.0;100.0
1100;Q Gezondheids- en welzijnszorg;2022;1.7;0.9;1.1;-0.2;0.2;0.1;0.1;-0.9;-0.1;-0.7;-0.1;1.5;3.8;1.2;1.5;-0.3;0.3;0.1;0.1;2.3;-0.3;99.7;1.8;101.8;0.5;100.5;2.5;102.5;259730.0;101.7;77950.0;5038.0;19311.0;53601.0;97.0;91.5;90.2;99.7;181780.0;103.8;3686.0;153791.0;101.5;41175.0;11.2;9390.0;31785.0;;101.2;99.3;103.1;100.7;;272915.0;194965.0;100.2;101.5
1101;Q Gezondheids- en welzijnszorg;2023;2.5;1.0;1.0;0.0;0.2;0.1;0.1;1.1;0.0;0.2;0.8;0.2;2.0;1.4;1.5;-0.1;0.3;0.2;0.1;0.3;0.6;100.4;0.1;101.9;1.1;101.6;0.6;103.1;282923.0;104.2;85771.0;4593.0;20604.0;60574.0;100.5;93.1;92.6;104.0;197152.0;105.8;3754.0;166030.0;103.4;62379.0;16.6;10057.0;52323.0;;102.6;98.8;106.9;101.4;;314180.0;228409.0;102.4;103.2
1102;86 Gezondheidszorg;1995;;;;;;;;;;;;;;;;;;;;;;;;105.0;;;;167.1;;;;;;;;;;;10283.0;55.7;443.0;9589.0;48.4;1416.0;3.2;107.0;1309.0;;33.3;62.9;3.0;71.0;;;11005.0;;46.7
1103;86 Gezondheidszorg;1996;;;;;;;;;;;;;0.4;3.5;2.8;0.7;0.4;0.3;0.1;-3.5;;;-2.6;102.2;;;-2.7;162.5;;;;;;;;;;;10364.0;55.9;457.0;9903.0;50.4;1467.0;3.2;123.0;1344.0;;34.4;62.9;3.9;71.7;;;11370.0;;48.6
1104;86 Gezondheidszorg;1997;;;;;;;;;;;;;3.3;4.8;3.5;1.3;0.4;0.3;0.1;-1.9;;;-0.7;101.6;;;0.5;163.2;;;;;;;;;;;10987.0;57.8;475.0;10279.0;53.2;1543.0;3.2;153.0;1390.0;;35.4;62.2;4.8;72.3;;;11822.0;;51.1
1105;86 Gezondheidszorg;1998;;;;;;;;;;;;;-0.6;3.7;3.1;0.6;0.5;0.4;0.1;-4.7;;;-4.0;97.5;;;-4.2;156.4;;;;;;;;;;;11383.0;57.4;492.0;11242.0;55.4;1586.0;3.2;187.0;1399.0;;36.7;62.3;6.3;72.9;;;12828.0;;53.2
1106;86 Gezondheidszorg;1999;;;;;;;;;;;;;-0.8;2.1;1.6;0.5;0.7;0.5;0.1;-3.6;;;-2.6;95.0;;;-5.8;147.4;;;;;;;;;;;12002.0;57.0;501.0;11911.0;56.8;1515.0;3.0;227.0;1288.0;;38.7;64.4;8.7;73.6;;;13426.0;;54.7
1107;86 Gezondheidszorg;2000;;;;;;;;;;;;;-0.3;-0.2;0.1;-0.3;0.7;0.6;0.1;-0.7;;;-0.4;94.6;;;-5.9;138.6;;;;;;;;;;;12563.0;56.8;502.0;12644.0;56.7;1450.0;2.9;293.0;1157.0;;41.0;68.2;11.5;74.6;;;14094.0;;55.0
1108;86 Gezondheidszorg;2001;;;;;;;;;;;;;3.0;4.6;4.6;0.0;0.6;0.5;0.1;-2.2;;;-2.1;92.6;;;-2.9;134.6;;;;;;;;;;;14441.0;58.5;528.0;14154.0;59.6;1661.0;3.1;364.0;1297.0;;43.5;68.8;14.4;75.5;;;15815.0;;57.9
1109;86 Gezondheidszorg;2002;;;;;;;;;;;;;6.6;4.3;4.9;-0.5;0.6;0.5;0.1;1.6;;;1.0;93.6;;;0.8;135.6;;;;;;;;;;;16967.0;62.4;557.0;15948.0;62.5;2089.0;3.7;425.0;1664.0;;46.0;69.0;17.5;76.6;;;18037.0;;60.7
1110;86 Gezondheidszorg;2003;;;;;;;;;;;;;3.4;4.5;4.3;0.2;0.7;0.5;0.3;-1.8;;;-1.4;92.3;;;-2.8;131.8;;;;;;;;;;;18150.0;64.5;584.0;17663.0;65.7;2271.0;3.9;470.0;1801.0;;49.0;70.1;20.8;79.0;;;19933.0;;63.9
1111;86 Gezondheidszorg;2004;;;;;;;;;;;;;6.7;3.9;2.8;1.0;0.8;0.4;0.4;2.0;;;3.4;95.5;;;-0.5;131.2;;;;;;;;;;;19443.0;68.8;603.0;18741.0;68.5;2464.0;4.1;538.0;1926.0;;52.5;72.8;24.5;82.6;;;21205.0;;66.9
1112;86 Gezondheidszorg;2005;;;;;;;;;;;;;3.9;4.0;2.8;1.1;0.8;0.4;0.4;-0.9;;;0.7;96.2;;;-2.6;127.8;;;;;;;;;;;20196.0;71.6;622.0;19835.0;71.7;2488.0;4.0;599.0;1888.0;;56.0;75.3;28.3;86.2;;;22323.0;;70.1
1113;86 Gezondheidszorg;2006;;;;;;;;;;;;;2.0;3.3;1.9;1.3;0.7;0.4;0.3;-2.0;;;-0.2;95.9;;;-4.0;122.6;;;;;;;;;;;21297.0;73.0;636.0;20722.0;74.3;2717.0;4.3;662.0;2055.0;;59.5;78.2;32.4;89.2;;;23439.0;;72.9
1114;86 Gezondheidszorg;2007;;;;;;;;;;;;;0.9;2.5;2.2;0.2;0.7;0.4;0.3;-2.3;;;-1.6;94.4;;;-4.7;116.9;;;;;;;;;;;22171.0;73.6;652.0;21885.0;76.4;2221.0;3.4;759.0;1463.0;;63.0;80.8;36.9;92.2;;;24107.0;;75.3
1115;86 Gezondheidszorg;2008;;;;;;;;;;;;;6.5;2.5;2.7;-0.2;0.5;0.4;0.2;3.5;;;3.4;97.7;;;0.6;117.5;;;;;;;;;;;23910.0;78.4;671.0;23444.0;78.5;1992.0;3.0;838.0;1154.0;;66.7;83.1;41.2;95.0;;;25436.0;;77.6
1116;86 Gezondheidszorg;2009;;;;;;;;;;;;;8.5;1.2;1.6;-0.5;0.4;0.3;0.1;6.9;;;6.6;104.1;;;2.7;120.6;;;;;;;;;;;26618.0;85.1;683.0;25114.0;79.5;1994.0;2.9;864.0;1129.0;;70.5;86.3;45.5;97.1;;;27108.0;;78.8
1117;86 Gezondheidszorg;2010;;;;;;;;;;;;;4.0;1.0;1.3;-0.3;0.4;0.3;0.1;2.6;;;2.6;106.8;;;-1.4;118.9;;;;;;;;;;;27924.0;88.6;693.0;26039.0;80.4;2213.0;3.2;945.0;1268.0;;74.5;89.9;50.4;98.6;;;28253.0;;80.0
1118;86 Gezondheidszorg;2011;;;;;;;;;;;;;5.1;3.6;3.3;0.3;0.4;0.3;0.1;1.1;;;1.5;108.4;;;-0.1;118.8;;;;;;;;;;;28467.0;93.1;718.0;27496.0;83.6;2877.0;4.0;1021.0;1856.0;;78.3;91.3;55.4;100.2;;;30372.0;;83.2
1119;86 Gezondheidszorg;2012;;;;;;;;;;;;;-1.1;1.9;1.2;0.7;0.4;0.3;0.1;-3.4;;;-2.4;105.8;;;-5.3;112.6;;;;;;;;;;;28931.0;92.0;727.0;28452.0;85.3;2601.0;3.6;1011.0;1589.0;;81.8;94.0;60.0;102.5;;;31053.0;;85.1
1120;86 Gezondheidszorg;2013;;;;;;;;;;;;;-1.0;1.8;0.8;1.0;0.3;0.2;0.1;-3.2;;;-1.9;103.8;;;-4.8;107.1;;;;;;;;;;;29528.0;91.1;734.0;28878.0;87.0;2341.0;3.2;1059.0;1282.0;;85.1;96.9;64.5;104.3;;;31219.0;;86.9
1121;86 Gezondheidszorg;2014;;;;;;;;;;;;;1.5;1.8;0.8;1.0;0.2;0.2;0.0;-0.5;;;0.6;104.4;;;-1.6;105.4;;;;;;;;;;;30085.0;92.4;740.0;29574.0;88.7;2783.0;3.8;1119.0;1665.0;;87.7;99.1;68.5;104.8;;;32357.0;;88.7
1122;86 Gezondheidszorg;2015;;;;;;;;;;;;;1.1;0.2;-0.5;0.7;0.3;0.3;0.0;0.7;;;1.7;106.2;;;-1.8;103.6;;;;;;;;;;;30359.0;93.5;736.0;28534.0;88.8;2858.0;3.9;1206.0;1652.0;;90.3;102.5;73.5;104.8;;;31392.0;;89.1
1123;86 Gezondheidszorg;2016;;;;;;;;;;;;;0.8;1.1;1.0;0.1;0.3;0.3;0.0;-0.6;;;-0.3;105.9;;;-2.4;101.1;;;;;;;;;;;31063.0;94.2;744.0;29833.0;89.9;2887.0;3.9;1310.0;1577.0;;93.2;104.8;80.2;103.8;;;32720.0;;90.3
1124;86 Gezondheidszorg;2017;;;;;;;;;;;;;0.6;1.4;1.6;-0.2;0.2;0.3;-0.1;-1.1;;;-1.2;104.6;;;-1.8;99.3;;;;;;;;;;;31583.0;94.7;757.0;30422.0;91.3;2960.0;3.9;1369.0;1591.0;;95.4;105.4;85.9;102.1;;;33382.0;;91.8
1125;86 Gezondheidszorg;2018;;;;;;;;;;;;;1.0;2.7;2.9;-0.3;0.1;0.2;-0.1;-1.9;;;-2.2;102.3;;;-0.5;98.8;;;;;;;;;;;32772.0;95.6;781.0;31974.0;94.0;4487.0;5.7;1459.0;3027.0;;96.8;103.5;90.4;100.3;;;36460.0;;94.3
1126;86 Gezondheidszorg;2019;;;;;;;;;;;;;1.3;1.5;1.8;-0.3;0.2;0.2;0.0;-0.4;;;-0.7;101.6;;;0.0;98.8;;;;;;;;;;;33661.0;96.9;797.0;33421.0;95.6;4381.0;5.5;1562.0;2819.0;;98.1;102.8;94.4;100.1;;;37802.0;;95.9
