ID;SITC;Perioden;Invoer_1;TotaleUitvoer_2;Wederuitvoer_3;UitvoerNederlandsProduct_4
1774;9  Niet afzonderlijk genoemde goederen;2003 december;8536;55237;6128;49109
1775;9  Niet afzonderlijk genoemde goederen;2003;201642;703879;107633;596246
1776;9  Niet afzonderlijk genoemde goederen;2004 januari;14280;40273;5290;34983
1777;9  Niet afzonderlijk genoemde goederen;2004 februari;14301;51216;7597;43619
1778;9  Niet afzonderlijk genoemde goederen;2004 maart;14388;55689;6170;49519
1779;9  Niet afzonderlijk genoemde goederen;2004 april;11981;52313;4746;47567
1780;9  Niet afzonderlijk genoemde goederen;2004 mei;12612;54516;9065;45451
1781;9  Niet afzonderlijk genoemde goederen;2004 juni;17217;54395;7608;46787
1782;9  Niet afzonderlijk genoemde goederen;2004 juli;9758;54441;6092;48349
1783;9  Niet afzonderlijk genoemde goederen;2004 augustus;11332;44212;6092;38120
1784;9  Niet afzonderlijk genoemde goederen;2004 september;16672;59118;9618;49500
1785;9  Niet afzonderlijk genoemde goederen;2004 oktober;13763;51796;7968;43827
1786;9  Niet afzonderlijk genoemde goederen;2004 november;21710;51815;10653;41162
1787;9  Niet afzonderlijk genoemde goederen;2004 december;16604;52562;6016;46545
1788;9  Niet afzonderlijk genoemde goederen;2004;174618;622346;86915;535431
1789;9  Niet afzonderlijk genoemde goederen;2005 januari;17722;46644;6086;40558
1790;9  Niet afzonderlijk genoemde goederen;2005 februari;19486;60414;7724;52689
1791;9  Niet afzonderlijk genoemde goederen;2005 maart;19925;72597;8183;64415
1792;9  Niet afzonderlijk genoemde goederen;2005 april;22245;74104;8168;65937
1793;9  Niet afzonderlijk genoemde goederen;2005 mei;12634;75300;5786;69514
1794;9  Niet afzonderlijk genoemde goederen;2005 juni;23430;75138;5821;69317
1795;9  Niet afzonderlijk genoemde goederen;2005 juli;17512;78698;6884;71814
1796;9  Niet afzonderlijk genoemde goederen;2005 augustus;14314;68629;7218;61411
1797;9  Niet afzonderlijk genoemde goederen;2005 september;16791;74139;8141;65998
1798;9  Niet afzonderlijk genoemde goederen;2005 oktober;17871;71582;8165;63417
1799;9  Niet afzonderlijk genoemde goederen;2005 november;29233;83942;8856;75086
1800;9  Niet afzonderlijk genoemde goederen;2005 december;17797;67029;8043;58986
1801;9  Niet afzonderlijk genoemde goederen;2005;228959;848216;89075;759142
1802;9  Niet afzonderlijk genoemde goederen;2006 januari;31293;94558;12215;82343
1803;9  Niet afzonderlijk genoemde goederen;2006 februari;28951;93325;12072;81253
1804;9  Niet afzonderlijk genoemde goederen;2006 maart;31780;108769;14896;93872
1805;9  Niet afzonderlijk genoemde goederen;2006 april;16407;94922;11600;83322
1806;9  Niet afzonderlijk genoemde goederen;2006 mei;34209;149100;27597;121503
1807;9  Niet afzonderlijk genoemde goederen;2006 juni;49405;114746;13325;101421
1808;9  Niet afzonderlijk genoemde goederen;2006 juli;19408;95374;9368;86006
1809;9  Niet afzonderlijk genoemde goederen;2006 augustus;21194;81422;7403;74018
1810;9  Niet afzonderlijk genoemde goederen;2006 september;27982;99535;9442;90094
1811;9  Niet afzonderlijk genoemde goederen;2006 oktober;41815;111829;17033;94796
1812;9  Niet afzonderlijk genoemde goederen;2006 november;37541;111919;13785;98133
1813;9  Niet afzonderlijk genoemde goederen;2006 december;52005;102613;13716;88897
1814;9  Niet afzonderlijk genoemde goederen;2006;391991;1258111;162452;1095659
1815;9  Niet afzonderlijk genoemde goederen;2007 januari;30479;113581;13128;100453
1816;9  Niet afzonderlijk genoemde goederen;2007 februari;31965;99952;11520;88432
1817;9  Niet afzonderlijk genoemde goederen;2007 maart;42320;122223;15823;106400
1818;9  Niet afzonderlijk genoemde goederen;2007 april;13163;98677;10101;88577
1819;9  Niet afzonderlijk genoemde goederen;2007 mei;19716;117139;9924;107215
1820;9  Niet afzonderlijk genoemde goederen;2007 juni;27572;102491;9974;92517
1821;9  Niet afzonderlijk genoemde goederen;2007 juli;37340;115096;11931;103164
1822;9  Niet afzonderlijk genoemde goederen;2007 augustus;57394;151683;10538;141145
1823;9  Niet afzonderlijk genoemde goederen;2007 september;58572;131888;12706;119182
1824;9  Niet afzonderlijk genoemde goederen;2007 oktober;31828;134021;12789;121232
1825;9  Niet afzonderlijk genoemde goederen;2007 november;91946;153959;12961;140998
1826;9  Niet afzonderlijk genoemde goederen;2007 december;34866;106879;12457;94421
1827;9  Niet afzonderlijk genoemde goederen;2007;477160;1447589;143852;1303737
1828;9  Niet afzonderlijk genoemde goederen;2008 januari;89587;145814;17640;128175
1829;9  Niet afzonderlijk genoemde goederen;2008 februari;58551;145874;14216;131658
1830;9  Niet afzonderlijk genoemde goederen;2008 maart;59615;141581;11564;130017
1831;9  Niet afzonderlijk genoemde goederen;2008 april;56420;164758;15775;148983
1832;9  Niet afzonderlijk genoemde goederen;2008 mei;72387;128917;12419;116499
1833;9  Niet afzonderlijk genoemde goederen;2008 juni;58477;136437;11626;124810
1834;9  Niet afzonderlijk genoemde goederen;2008 juli;81692;183849;12556;171293
1835;9  Niet afzonderlijk genoemde goederen;2008 augustus;68185;150903;10742;140161
1836;9  Niet afzonderlijk genoemde goederen;2008 september;84930;150344;12142;138202
1837;9  Niet afzonderlijk genoemde goederen;2008 oktober;137693;215523;15826;199697
1838;9  Niet afzonderlijk genoemde goederen;2008 november;103964;204190;16562;187628
1839;9  Niet afzonderlijk genoemde goederen;2008 december;116092;144672;15464;129208
1840;9  Niet afzonderlijk genoemde goederen;2008;987594;1912862;166533;1746329
1841;9  Niet afzonderlijk genoemde goederen;2009 januari;75368;120624;5999;114626
1842;9  Niet afzonderlijk genoemde goederen;2009 februari;119475;174135;13981;160153
1843;9  Niet afzonderlijk genoemde goederen;2009 maart;126783;199554;9848;189706
1844;9  Niet afzonderlijk genoemde goederen;2009 april;121535;194605;8729;185876
1845;9  Niet afzonderlijk genoemde goederen;2009 mei;70431;164472;7955;156517
1846;9  Niet afzonderlijk genoemde goederen;2009 juni;97149;170173;6511;163662
1847;9  Niet afzonderlijk genoemde goederen;2009 juli;82437;167698;30619;137079
1848;9  Niet afzonderlijk genoemde goederen;2009 augustus;70722;127558;62527;65031
1849;9  Niet afzonderlijk genoemde goederen;2009 september;65806;119603;46732;72871
1850;9  Niet afzonderlijk genoemde goederen;2009 oktober;75870;134520;64158;70362
1851;9  Niet afzonderlijk genoemde goederen;2009 november;62043;104939;41010;63930
1852;9  Niet afzonderlijk genoemde goederen;2009 december;82545;136427;61993;74435
1853;9  Niet afzonderlijk genoemde goederen;2009;1050165;1814310;360062;1454248
1854;9  Niet afzonderlijk genoemde goederen;2010 januari;32614;91037;34876;56161
1855;9  Niet afzonderlijk genoemde goederen;2010 februari;87893;115474;41903;73571
1856;9  Niet afzonderlijk genoemde goederen;2010 maart;104642;209083;139009;70074
1857;9  Niet afzonderlijk genoemde goederen;2010 april;61457;130533;54558;75974
1858;9  Niet afzonderlijk genoemde goederen;2010 mei;190289;200285;128546;71739
1859;9  Niet afzonderlijk genoemde goederen;2010 juni;229541;287661;199578;88083
1860;9  Niet afzonderlijk genoemde goederen;2010 juli;75123;178668;86517;92151
1861;9  Niet afzonderlijk genoemde goederen;2010 augustus;57448;157283;41344;115939
1862;9  Niet afzonderlijk genoemde goederen;2010 september;82577;184273;100600;83672
1863;9  Niet afzonderlijk genoemde goederen;2010 oktober;282764;166588;92003;74585
1864;9  Niet afzonderlijk genoemde goederen;2010 november;166769;207020;121291;85729
1865;9  Niet afzonderlijk genoemde goederen;2010 december;190377;235137;156816;78321
1866;9  Niet afzonderlijk genoemde goederen;2010;1561493;2163043;1197043;965999
1867;9  Niet afzonderlijk genoemde goederen;2011 januari;87397;179657;100162;79495
1868;9  Niet afzonderlijk genoemde goederen;2011 februari;75982;156873;75943;80930
1869;9  Niet afzonderlijk genoemde goederen;2011 maart;72007;143577;48166;95411
1870;9  Niet afzonderlijk genoemde goederen;2011 april;65962;156469;68413;88056
1871;9  Niet afzonderlijk genoemde goederen;2011 mei;92562;210747;94193;116554
1872;9  Niet afzonderlijk genoemde goederen;2011 juni;94001;203947;85698;118249
1873;9  Niet afzonderlijk genoemde goederen;2011 juli;194469;250854;128495;122360
1874;9  Niet afzonderlijk genoemde goederen;2011 augustus;217112;328071;196085;131986
1875;9  Niet afzonderlijk genoemde goederen;2011 september;218965;322081;156692;165389
1876;9  Niet afzonderlijk genoemde goederen;2011 oktober;104159;284081;137465;146616
1877;9  Niet afzonderlijk genoemde goederen;2011 november;207221;328923;209711;119212
1878;9  Niet afzonderlijk genoemde goederen;2011 december;305895;280901;128399;152502
1879;9  Niet afzonderlijk genoemde goederen;2011;1735731;2846181;1429421;1416760
1880;9  Niet afzonderlijk genoemde goederen;2012 januari;149221;287971;166120;121851
1881;9  Niet afzonderlijk genoemde goederen;2012 februari;169331;286834;143312;143521
1882;9  Niet afzonderlijk genoemde goederen;2012 maart;172059;329476;143647;185829
1883;9  Niet afzonderlijk genoemde goederen;2012 april;93781;251752;72659;179093
1884;9  Niet afzonderlijk genoemde goederen;2012 mei;106060;329854;164661;165193
1885;9  Niet afzonderlijk genoemde goederen;2012 juni;248302;326663;175804;150859
1886;9  Niet afzonderlijk genoemde goederen;2012 juli;114878;283726;128949;154777
1887;9  Niet afzonderlijk genoemde goederen;2012 augustus;297358;276238;120893;155345
1888;9  Niet afzonderlijk genoemde goederen;2012 september;90745;226900;95588;131312
1889;9  Niet afzonderlijk genoemde goederen;2012 oktober;169848;251279;113723;137556
1890;9  Niet afzonderlijk genoemde goederen;2012 november;59119;224191;100861;123330
1891;9  Niet afzonderlijk genoemde goederen;2012 december;104663;210208;86001;124207
1892;9  Niet afzonderlijk genoemde goederen;2012;1775365;3285092;1512220;1772873
1893;9  Niet afzonderlijk genoemde goederen;2013 januari;142454;250850;134073;116777
1894;9  Niet afzonderlijk genoemde goederen;2013 februari;137985;248653;135226;113427
1895;9  Niet afzonderlijk genoemde goederen;2013 maart;97026;225047;109529;115518
1896;9  Niet afzonderlijk genoemde goederen;2013 april;117800;218603;104701;113902
1897;9  Niet afzonderlijk genoemde goederen;2013 mei;142927;233294;112214;121079
1898;9  Niet afzonderlijk genoemde goederen;2013 juni;197754;230921;99296;131625
1899;9  Niet afzonderlijk genoemde goederen;2013 juli;61768;206209;87285;118924
1900;9  Niet afzonderlijk genoemde goederen;2013 augustus;172674;184451;74380;110071
1901;9  Niet afzonderlijk genoemde goederen;2013 september;65041;186531;76511;110020
1902;9  Niet afzonderlijk genoemde goederen;2013 oktober;78614;199292;79458;119834
1903;9  Niet afzonderlijk genoemde goederen;2013 november;76976;177488;69332;108156
1904;9  Niet afzonderlijk genoemde goederen;2013 december;86107;155485;64667;90818
1905;9  Niet afzonderlijk genoemde goederen;2013 ;1377126;2516825;1146675;1370150
1906;9  Niet afzonderlijk genoemde goederen;2014 januari;84472;194407;98921;95487
1907;9  Niet afzonderlijk genoemde goederen;2014 februari;92209;176286;75571;100715
1908;9  Niet afzonderlijk genoemde goederen;2014 maart;43562;162207;64636;97571
1909;9  Niet afzonderlijk genoemde goederen;2014 april;37833;140239;33459;106781
1910;9  Niet afzonderlijk genoemde goederen;2014 mei;34390;169788;45182;124606
1911;9  Niet afzonderlijk genoemde goederen;2014 juni;45247;180015;39242;140773
1912;9  Niet afzonderlijk genoemde goederen;2014 juli;37847;169340;32959;136381
1913;9  Niet afzonderlijk genoemde goederen;2014 augustus;63073;171308;55732;115576
1914;9  Niet afzonderlijk genoemde goederen;2014 september;47734;190368;65116;125252
1915;9  Niet afzonderlijk genoemde goederen;2014 oktober;96570;188282;52410;135872
1916;9  Niet afzonderlijk genoemde goederen;2014 november;108526;175564;62831;112733
1917;9  Niet afzonderlijk genoemde goederen;2014 december;42694;201223;75194;126028
1918;9  Niet afzonderlijk genoemde goederen;2014;734159;2119027;701252;1417775
1919;9  Niet afzonderlijk genoemde goederen;2015 januari;61478;241306;62772;178535
1920;9  Niet afzonderlijk genoemde goederen;2015 februari;74450;253089;62542;190547
1921;9  Niet afzonderlijk genoemde goederen;2015 maart;93677;236700;115765;120935
1922;9  Niet afzonderlijk genoemde goederen;2015 april;58851;177944;47060;130884
1923;9  Niet afzonderlijk genoemde goederen;2015 mei;73050;233161;62718;170443
1924;9  Niet afzonderlijk genoemde goederen;2015 juni;75362;214376;60908;153469
