ID;SITCEnergy;Countries;Periods;ImportValue_1;ExportValue_2
9331;3 Mineral fuels, lubricants and relat...;Italy;1956;;
9332;3 Mineral fuels, lubricants and relat...;Italy;1957;;
9333;3 Mineral fuels, lubricants and relat...;Italy;1958;;
9334;3 Mineral fuels, lubricants and relat...;Italy;1959;;
9335;3 Mineral fuels, lubricants and relat...;Italy;1960;;
9336;3 Mineral fuels, lubricants and relat...;Italy;1961;;
9337;3 Mineral fuels, lubricants and relat...;Italy;1962;;
9338;3 Mineral fuels, lubricants and relat...;Italy;1963;;
9339;3 Mineral fuels, lubricants and relat...;Italy;1964;;
9340;3 Mineral fuels, lubricants and relat...;Italy;1965;;
9341;3 Mineral fuels, lubricants and relat...;Italy;1966;;
9342;3 Mineral fuels, lubricants and relat...;Italy;1967;;
9343;3 Mineral fuels, lubricants and relat...;Italy;1968;;
9344;3 Mineral fuels, lubricants and relat...;Italy;1969;;
9345;3 Mineral fuels, lubricants and relat...;Italy;1970;;
9346;3 Mineral fuels, lubricants and relat...;Italy;1971;;
9347;3 Mineral fuels, lubricants and relat...;Italy;1972;;
9348;3 Mineral fuels, lubricants and relat...;Italy;1973;;
9349;3 Mineral fuels, lubricants and relat...;Italy;1974;;
9350;3 Mineral fuels, lubricants and relat...;Italy;1975;;
9351;3 Mineral fuels, lubricants and relat...;Italy;1976;;
9352;3 Mineral fuels, lubricants and relat...;Italy;1977;;
9353;3 Mineral fuels, lubricants and relat...;Italy;1978;;
9354;3 Mineral fuels, lubricants and relat...;Italy;1979;;
9355;3 Mineral fuels, lubricants and relat...;Italy;1980;;
9356;3 Mineral fuels, lubricants and relat...;Italy;1981;;
9357;3 Mineral fuels, lubricants and relat...;Italy;1982;;
9358;3 Mineral fuels, lubricants and relat...;Italy;1983;;
9359;3 Mineral fuels, lubricants and relat...;Italy;1984;;
9360;3 Mineral fuels, lubricants and relat...;Italy;1985;;
9361;3 Mineral fuels, lubricants and relat...;Italy;1986;;
9362;3 Mineral fuels, lubricants and relat...;Italy;1987;;
9363;3 Mineral fuels, lubricants and relat...;Italy;1988;;
9364;3 Mineral fuels, lubricants and relat...;Italy;1989;;
9365;3 Mineral fuels, lubricants and relat...;Italy;1990;;
9366;3 Mineral fuels, lubricants and relat...;Italy;1991;;
9367;3 Mineral fuels, lubricants and relat...;Italy;1992;;
9368;3 Mineral fuels, lubricants and relat...;Italy;1993;;
9369;3 Mineral fuels, lubricants and relat...;Italy;1994;;
9370;3 Mineral fuels, lubricants and relat...;Italy;1995;;
9371;3 Mineral fuels, lubricants and relat...;Italy;1996;;
9372;3 Mineral fuels, lubricants and relat...;Italy;1997;;
9373;3 Mineral fuels, lubricants and relat...;Italy;1998;;
9374;3 Mineral fuels, lubricants and relat...;Italy;1999;;
9375;3 Mineral fuels, lubricants and relat...;Italy;2000;;
9376;3 Mineral fuels, lubricants and relat...;Italy;2001;;
9377;3 Mineral fuels, lubricants and relat...;Italy;2002;;
9378;3 Mineral fuels, lubricants and relat...;Italy;2003;;
9379;3 Mineral fuels, lubricants and relat...;Italy;2004;;
9380;3 Mineral fuels, lubricants and relat...;Italy;2005;;
9381;3 Mineral fuels, lubricants and relat...;Italy;2006;;
9382;3 Mineral fuels, lubricants and relat...;Italy;2007;;
9383;3 Mineral fuels, lubricants and relat...;Italy;2008;;
9384;3 Mineral fuels, lubricants and relat...;Italy;2009;;
9385;3 Mineral fuels, lubricants and relat...;Italy;2010;;
9386;3 Mineral fuels, lubricants and relat...;Italy;2011;;
9387;3 Mineral fuels, lubricants and relat...;Italy;2012;;
9388;3 Mineral fuels, lubricants and relat...;Italy;2013;;
9389;3 Mineral fuels, lubricants and relat...;Italy;2014;;
9390;3 Mineral fuels, lubricants and relat...;Italy;2015;;
9391;3 Mineral fuels, lubricants and relat...;Italy;2016;;
9392;3 Mineral fuels, lubricants and relat...;Italy;2017;;
9393;3 Mineral fuels, lubricants and relat...;Japan;1917;;
9394;3 Mineral fuels, lubricants and relat...;Japan;1918;;
9395;3 Mineral fuels, lubricants and relat...;Japan;1919;;
9396;3 Mineral fuels, lubricants and relat...;Japan;1920;;
9397;3 Mineral fuels, lubricants and relat...;Japan;1921;;
9398;3 Mineral fuels, lubricants and relat...;Japan;1922;;
9399;3 Mineral fuels, lubricants and relat...;Japan;1923;;
9400;3 Mineral fuels, lubricants and relat...;Japan;1924;;
9401;3 Mineral fuels, lubricants and relat...;Japan;1925;;
9402;3 Mineral fuels, lubricants and relat...;Japan;1926;;
9403;3 Mineral fuels, lubricants and relat...;Japan;1927;;
9404;3 Mineral fuels, lubricants and relat...;Japan;1928;;
9405;3 Mineral fuels, lubricants and relat...;Japan;1929;;
9406;3 Mineral fuels, lubricants and relat...;Japan;1930;;
9407;3 Mineral fuels, lubricants and relat...;Japan;1931;;
9408;3 Mineral fuels, lubricants and relat...;Japan;1932;;
9409;3 Mineral fuels, lubricants and relat...;Japan;1933;;
9410;3 Mineral fuels, lubricants and relat...;Japan;1934;;
9411;3 Mineral fuels, lubricants and relat...;Japan;1935;;
9412;3 Mineral fuels, lubricants and relat...;Japan;1936;;
9413;3 Mineral fuels, lubricants and relat...;Japan;1937;;
9414;3 Mineral fuels, lubricants and relat...;Japan;1938;;
9415;3 Mineral fuels, lubricants and relat...;Japan;1939;;
9416;3 Mineral fuels, lubricants and relat...;Japan;1940;;
9417;3 Mineral fuels, lubricants and relat...;Japan;1941;;
9418;3 Mineral fuels, lubricants and relat...;Japan;1942;;
9419;3 Mineral fuels, lubricants and relat...;Japan;1943;;
9420;3 Mineral fuels, lubricants and relat...;Japan;1944;;
9421;3 Mineral fuels, lubricants and relat...;Japan;1945;;
9422;3 Mineral fuels, lubricants and relat...;Japan;1946;;
9423;3 Mineral fuels, lubricants and relat...;Japan;1947;;
9424;3 Mineral fuels, lubricants and relat...;Japan;1948;;
9425;3 Mineral fuels, lubricants and relat...;Japan;1949;;
9426;3 Mineral fuels, lubricants and relat...;Japan;1950;;
9427;3 Mineral fuels, lubricants and relat...;Japan;1951;;
9428;3 Mineral fuels, lubricants and relat...;Japan;1952;;
9429;3 Mineral fuels, lubricants and relat...;Japan;1953;;
9430;3 Mineral fuels, lubricants and relat...;Japan;1954;;
9431;3 Mineral fuels, lubricants and relat...;Japan;1955;;
9432;3 Mineral fuels, lubricants and relat...;Japan;1956;;
9433;3 Mineral fuels, lubricants and relat...;Japan;1957;;
9434;3 Mineral fuels, lubricants and relat...;Japan;1958;;
9435;3 Mineral fuels, lubricants and relat...;Japan;1959;;
9436;3 Mineral fuels, lubricants and relat...;Japan;1960;;
9437;3 Mineral fuels, lubricants and relat...;Japan;1961;;
9438;3 Mineral fuels, lubricants and relat...;Japan;1962;;
9439;3 Mineral fuels, lubricants and relat...;Japan;1963;;
9440;3 Mineral fuels, lubricants and relat...;Japan;1964;;
9441;3 Mineral fuels, lubricants and relat...;Japan;1965;;
9442;3 Mineral fuels, lubricants and relat...;Japan;1966;;
9443;3 Mineral fuels, lubricants and relat...;Japan;1967;;
9444;3 Mineral fuels, lubricants and relat...;Japan;1968;;
9445;3 Mineral fuels, lubricants and relat...;Japan;1969;;
9446;3 Mineral fuels, lubricants and relat...;Japan;1970;;
9447;3 Mineral fuels, lubricants and relat...;Japan;1971;;
9448;3 Mineral fuels, lubricants and relat...;Japan;1972;;
9449;3 Mineral fuels, lubricants and relat...;Japan;1973;;
9450;3 Mineral fuels, lubricants and relat...;Japan;1974;;
9451;3 Mineral fuels, lubricants and relat...;Japan;1975;;
9452;3 Mineral fuels, lubricants and relat...;Japan;1976;;
9453;3 Mineral fuels, lubricants and relat...;Japan;1977;;
9454;3 Mineral fuels, lubricants and relat...;Japan;1978;;
9455;3 Mineral fuels, lubricants and relat...;Japan;1979;;
9456;3 Mineral fuels, lubricants and relat...;Japan;1980;;
9457;3 Mineral fuels, lubricants and relat...;Japan;1981;;
9458;3 Mineral fuels, lubricants and relat...;Japan;1982;;
9459;3 Mineral fuels, lubricants and relat...;Japan;1983;;
9460;3 Mineral fuels, lubricants and relat...;Japan;1984;;
9461;3 Mineral fuels, lubricants and relat...;Japan;1985;;
9462;3 Mineral fuels, lubricants and relat...;Japan;1986;;
9463;3 Mineral fuels, lubricants and relat...;Japan;1987;;
9464;3 Mineral fuels, lubricants and relat...;Japan;1988;;
9465;3 Mineral fuels, lubricants and relat...;Japan;1989;;
9466;3 Mineral fuels, lubricants and relat...;Japan;1990;;
9467;3 Mineral fuels, lubricants and relat...;Japan;1991;;
9468;3 Mineral fuels, lubricants and relat...;Japan;1992;;
9469;3 Mineral fuels, lubricants and relat...;Japan;1993;;
9470;3 Mineral fuels, lubricants and relat...;Japan;1994;;
9471;3 Mineral fuels, lubricants and relat...;Japan;1995;;
9472;3 Mineral fuels, lubricants and relat...;Japan;1996;;
9473;3 Mineral fuels, lubricants and relat...;Japan;1997;;
9474;3 Mineral fuels, lubricants and relat...;Japan;1998;;
9475;3 Mineral fuels, lubricants and relat...;Japan;1999;;
9476;3 Mineral fuels, lubricants and relat...;Japan;2000;;
9477;3 Mineral fuels, lubricants and relat...;Japan;2001;;
9478;3 Mineral fuels, lubricants and relat...;Japan;2002;;
9479;3 Mineral fuels, lubricants and relat...;Japan;2003;;
9480;3 Mineral fuels, lubricants and relat...;Japan;2004;;
9481;3 Mineral fuels, lubricants and relat...;Japan;2005;;
9482;3 Mineral fuels, lubricants and relat...;Japan;2006;;
9483;3 Mineral fuels, lubricants and relat...;Japan;2007;;
9484;3 Mineral fuels, lubricants and relat...;Japan;2008;;
9485;3 Mineral fuels, lubricants and relat...;Japan;2009;;
9486;3 Mineral fuels, lubricants and relat...;Japan;2010;;
9487;3 Mineral fuels, lubricants and relat...;Japan;2011;;
9488;3 Mineral fuels, lubricants and relat...;Japan;2012;;
9489;3 Mineral fuels, lubricants and relat...;Japan;2013;;
9490;3 Mineral fuels, lubricants and relat...;Japan;2014;;
9491;3 Mineral fuels, lubricants and relat...;Japan;2015;;
9492;3 Mineral fuels, lubricants and relat...;Japan;2016;;
9493;3 Mineral fuels, lubricants and relat...;Japan;2017;;
9494;3 Mineral fuels, lubricants and relat...;Luxembourg;1917;;
9495;3 Mineral fuels, lubricants and relat...;Luxembourg;1918;;
9496;3 Mineral fuels, lubricants and relat...;Luxembourg;1919;;
9497;3 Mineral fuels, lubricants and relat...;Luxembourg;1920;;
9498;3 Mineral fuels, lubricants and relat...;Luxembourg;1921;;
9499;3 Mineral fuels, lubricants and relat...;Luxembourg;1922;;
9500;3 Mineral fuels, lubricants and relat...;Luxembourg;1923;;
9501;3 Mineral fuels, lubricants and relat...;Luxembourg;1924;;
9502;3 Mineral fuels, lubricants and relat...;Luxembourg;1925;;
9503;3 Mineral fuels, lubricants and relat...;Luxembourg;1926;;
9504;3 Mineral fuels, lubricants and relat...;Luxembourg;1927;;
9505;3 Mineral fuels, lubricants and relat...;Luxembourg;1928;;
9506;3 Mineral fuels, lubricants and relat...;Luxembourg;1929;;
9507;3 Mineral fuels, lubricants and relat...;Luxembourg;1930;;
9508;3 Mineral fuels, lubricants and relat...;Luxembourg;1931;;
9509;3 Mineral fuels, lubricants and relat...;Luxembourg;1932;;
9510;3 Mineral fuels, lubricants and relat...;Luxembourg;1933;;
9511;3 Mineral fuels, lubricants and relat...;Luxembourg;1934;;
9512;3 Mineral fuels, lubricants and relat...;Luxembourg;1935;;
9513;3 Mineral fuels, lubricants and relat...;Luxembourg;1936;;
9514;3 Mineral fuels, lubricants and relat...;Luxembourg;1937;;
9515;3 Mineral fuels, lubricants and relat...;Luxembourg;1938;;
9516;3 Mineral fuels, lubricants and relat...;Luxembourg;1939;;
9517;3 Mineral fuels, lubricants and relat...;Luxembourg;1940;;
9518;3 Mineral fuels, lubricants and relat...;Luxembourg;1941;;
9519;3 Mineral fuels, lubricants and relat...;Luxembourg;1942;;
9520;3 Mineral fuels, lubricants and relat...;Luxembourg;1943;;
9521;3 Mineral fuels, lubricants and relat...;Luxembourg;1944;;
9522;3 Mineral fuels, lubricants and relat...;Luxembourg;1945;;
9523;3 Mineral fuels, lubricants and relat...;Luxembourg;1946;;
9524;3 Mineral fuels, lubricants and relat...;Luxembourg;1947;;
9525;3 Mineral fuels, lubricants and relat...;Luxembourg;1948;;
9526;3 Mineral fuels, lubricants and relat...;Luxembourg;1949;;
9527;3 Mineral fuels, lubricants and relat...;Luxembourg;1950;;
9528;3 Mineral fuels, lubricants and relat...;Luxembourg;1951;;
9529;3 Mineral fuels, lubricants and relat...;Luxembourg;1952;;
9530;3 Mineral fuels, lubricants and relat...;Luxembourg;1953;;
9531;3 Mineral fuels, lubricants and relat...;Luxembourg;1954;;
9532;3 Mineral fuels, lubricants and relat...;Luxembourg;1955;;
9533;3 Mineral fuels, lubricants and relat...;Luxembourg;1956;;
9534;3 Mineral fuels, lubricants and relat...;Luxembourg;1957;;
9535;3 Mineral fuels, lubricants and relat...;Luxembourg;1958;;
9536;3 Mineral fuels, lubricants and relat...;Luxembourg;1959;;
9537;3 Mineral fuels, lubricants and relat...;Luxembourg;1960;;
9538;3 Mineral fuels, lubricants and relat...;Luxembourg;1961;;
9539;3 Mineral fuels, lubricants and relat...;Luxembourg;1962;;
9540;3 Mineral fuels, lubricants and relat...;Luxembourg;1963;;
9541;3 Mineral fuels, lubricants and relat...;Luxembourg;1964;;
9542;3 Mineral fuels, lubricants and relat...;Luxembourg;1965;;
9543;3 Mineral fuels, lubricants and relat...;Luxembourg;1966;;
9544;3 Mineral fuels, lubricants and relat...;Luxembourg;1967;;
9545;3 Mineral fuels, lubricants and relat...;Luxembourg;1968;;
9546;3 Mineral fuels, lubricants and relat...;Luxembourg;1969;;
9547;3 Mineral fuels, lubricants and relat...;Luxembourg;1970;;
9548;3 Mineral fuels, lubricants and relat...;Luxembourg;1971;;
9549;3 Mineral fuels, lubricants and relat...;Luxembourg;1972;;
9550;3 Mineral fuels, lubricants and relat...;Luxembourg;1973;;
9551;3 Mineral fuels, lubricants and relat...;Luxembourg;1974;;
9552;3 Mineral fuels, lubricants and relat...;Luxembourg;1975;;
9553;3 Mineral fuels, lubricants and relat...;Luxembourg;1976;;
9554;3 Mineral fuels, lubricants and relat...;Luxembourg;1977;;
9555;3 Mineral fuels, lubricants and relat...;Luxembourg;1978;;
9556;3 Mineral fuels, lubricants and relat...;Luxembourg;1979;;
9557;3 Mineral fuels, lubricants and relat...;Luxembourg;1980;;
9558;3 Mineral fuels, lubricants and relat...;Luxembourg;1981;;
9559;3 Mineral fuels, lubricants and relat...;Luxembourg;1982;;
9560;3 Mineral fuels, lubricants and relat...;Luxembourg;1983;;
9561;3 Mineral fuels, lubricants and relat...;Luxembourg;1984;;
9562;3 Mineral fuels, lubricants and relat...;Luxembourg;1985;;
9563;3 Mineral fuels, lubricants and relat...;Luxembourg;1986;;
9564;3 Mineral fuels, lubricants and relat...;Luxembourg;1987;;
9565;3 Mineral fuels, lubricants and relat...;Luxembourg;1988;;
9566;3 Mineral fuels, lubricants and relat...;Luxembourg;1989;;
9567;3 Mineral fuels, lubricants and relat...;Luxembourg;1990;;
9568;3 Mineral fuels, lubricants and relat...;Luxembourg;1991;;
9569;3 Mineral fuels, lubricants and relat...;Luxembourg;1992;;
9570;3 Mineral fuels, lubricants and relat...;Luxembourg;1993;;
9571;3 Mineral fuels, lubricants and relat...;Luxembourg;1994;;
9572;3 Mineral fuels, lubricants and relat...;Luxembourg;1995;;
9573;3 Mineral fuels, lubricants and relat...;Luxembourg;1996;;
9574;3 Mineral fuels, lubricants and relat...;Luxembourg;1997;;
9575;3 Mineral fuels, lubricants and relat...;Luxembourg;1998;;
9576;3 Mineral fuels, lubricants and relat...;Luxembourg;1999;;
9577;3 Mineral fuels, lubricants and relat...;Luxembourg;2000;;
9578;3 Mineral fuels, lubricants and relat...;Luxembourg;2001;;
9579;3 Mineral fuels, lubricants and relat...;Luxembourg;2002;;
9580;3 Mineral fuels, lubricants and relat...;Luxembourg;2003;;
9581;3 Mineral fuels, lubricants and relat...;Luxembourg;2004;;
9582;3 Mineral fuels, lubricants and relat...;Luxembourg;2005;;
9583;3 Mineral fuels, lubricants and relat...;Luxembourg;2006;;
9584;3 Mineral fuels, lubricants and relat...;Luxembourg;2007;;
9585;3 Mineral fuels, lubricants and relat...;Luxembourg;2008;;
9586;3 Mineral fuels, lubricants and relat...;Luxembourg;2009;;
9587;3 Mineral fuels, lubricants and relat...;Luxembourg;2010;;
9588;3 Mineral fuels, lubricants and relat...;Luxembourg;2011;;
9589;3 Mineral fuels, lubricants and relat...;Luxembourg;2012;;
9590;3 Mineral fuels, lubricants and relat...;Luxembourg;2013;;
9591;3 Mineral fuels, lubricants and relat...;Luxembourg;2014;;
9592;3 Mineral fuels, lubricants and relat...;Luxembourg;2015;;
9593;3 Mineral fuels, lubricants and relat...;Luxembourg;2016;;
9594;3 Mineral fuels, lubricants and relat...;Luxembourg;2017;;
9595;3 Mineral fuels, lubricants and relat...;Russia;1917;;
9596;3 Mineral fuels, lubricants and relat...;Russia;1918;;
9597;3 Mineral fuels, lubricants and relat...;Russia;1919;;
9598;3 Mineral fuels, lubricants and relat...;Russia;1920;;
9599;3 Mineral fuels, lubricants and relat...;Russia;1921;;
9600;3 Mineral fuels, lubricants and relat...;Russia;1922;;
9601;3 Mineral fuels, lubricants and relat...;Russia;1923;;
9602;3 Mineral fuels, lubricants and relat...;Russia;1924;;
9603;3 Mineral fuels, lubricants and relat...;Russia;1925;;
9604;3 Mineral fuels, lubricants and relat...;Russia;1926;;
9605;3 Mineral fuels, lubricants and relat...;Russia;1927;;
9606;3 Mineral fuels, lubricants and relat...;Russia;1928;;
9607;3 Mineral fuels, lubricants and relat...;Russia;1929;;
9608;3 Mineral fuels, lubricants and relat...;Russia;1930;;
9609;3 Mineral fuels, lubricants and relat...;Russia;1931;;
9610;3 Mineral fuels, lubricants and relat...;Russia;1932;;
9611;3 Mineral fuels, lubricants and relat...;Russia;1933;;
9612;3 Mineral fuels, lubricants and relat...;Russia;1934;;
9613;3 Mineral fuels, lubricants and relat...;Russia;1935;;
9614;3 Mineral fuels, lubricants and relat...;Russia;1936;;
9615;3 Mineral fuels, lubricants and relat...;Russia;1937;;
9616;3 Mineral fuels, lubricants and relat...;Russia;1938;;
