ID;EmploymentType;SectorBranchesSIC2008;Periods;EmployedPersons_1;EmployedPersonsSeasonalAdjusted_2;Jobs_3;JobsSeasonalAdjusted_4;HoursWorked_5;HoursWorkedSeasonalAdjusted_6;EmployedPersons_7;Jobs_8;EmployedPersonsSeasonalAdjusted_9;JobsSeasonalAdjusted_10
6088;Self-employed;M-N Business services;2015 3rd quarter;498.0;494.0;679.0;675.0;142.0;148.0;17.0;31.0;5.0;7.0
6089;Self-employed;M-N Business services;2015 4th quarter;487.0;496.0;673.0;680.0;154.0;146.0;-2.0;11.0;1.0;5.0
6090;Self-employed;M-N Business services;2015;489.0;;670.0;;585.0;;4.0;14.0;;
6091;Self-employed;M-N Business services;2016 1st quarter;500.0;493.0;689.0;680.0;147.0;150.0;17.0;29.0;-3.0;0.0
6092;Self-employed;M-N Business services;2016 2nd quarter;487.0;491.0;670.0;677.0;149.0;146.0;-1.0;3.0;-2.0;-3.0
6093;Self-employed;M-N Business services;2016 3rd quarter;492.0;490.0;678.0;674.0;141.0;148.0;-5.0;-2.0;-1.0;-3.0
6094;Self-employed;M-N Business services;2016 4th quarter;493.0;492.0;675.0;676.0;157.0;149.0;7.0;1.0;2.0;2.0
6095;Self-employed;M-N Business services;2016;493.0;;678.0;;593.0;;5.0;8.0;;
6096;Self-employed;M-N Business services;2017 1st quarter;494.0;495.0;682.0;681.0;144.0;147.0;-6.0;-7.0;4.0;5.0
6097;Self-employed;M-N Business services;2017 2nd quarter;498.0;498.0;686.0;686.0;154.0;152.0;11.0;16.0;3.0;5.0
6098;Self-employed;M-N Business services;2017 3rd quarter;500.0;501.0;688.0;693.0;147.0;154.0;7.0;11.0;3.0;6.0
6099;Self-employed;M-N Business services;2017 4th quarter;509.0;504.0;705.0;698.0;161.0;153.0;16.0;31.0;3.0;5.0
6100;Self-employed;M-N Business services;2017;500.0;;690.0;;607.0;;7.0;13.0;;
6101;Self-employed;M-N Business services;2018 1st quarter;500.0;504.0;694.0;698.0;148.0;151.0;6.0;13.0;0.0;1.0
6102;Self-employed;M-N Business services;2018 2nd quarter;506.0;507.0;700.0;701.0;154.0;153.0;8.0;14.0;3.0;2.0
6103;Self-employed;M-N Business services;2018 3rd quarter;515.0;513.0;709.0;708.0;150.0;158.0;15.0;21.0;6.0;7.0
6104;Self-employed;M-N Business services;2018 4th quarter;517.0;518.0;711.0;711.0;171.0;162.0;8.0;6.0;5.0;3.0
6105;Self-employed;M-N Business services;2018;510.0;;704.0;;623.0;;9.0;13.0;;
6106;Self-employed;M-N Business services;2019 1st quarter;521.0;522.0;713.0;715.0;156.0;158.0;21.0;19.0;4.0;4.0
6107;Self-employed;M-N Business services;2019 2nd quarter;526.0;524.0;723.0;719.0;170.0;168.0;20.0;24.0;1.0;4.0
6108;Self-employed;M-N Business services;2019 3rd quarter;517.0;519.0;714.0;717.0;148.0;156.0;3.0;5.0;-4.0;-2.0
6109;Self-employed;M-N Business services;2019 4th quarter;518.0;518.0;717.0;718.0;164.0;155.0;1.0;6.0;-1.0;0.0
6110;Self-employed;M-N Business services;2019;521.0;;717.0;;637.0;;11.0;13.0;;
6111;Self-employed;M-N Business services;2020 1st quarter;522.0;521.0;723.0;721.0;154.0;156.0;1.0;10.0;2.0;3.0
6112;Self-employed;M-N Business services;2020 2nd quarter;523.0;523.0;722.0;721.0;145.0;144.0;-3.0;-1.0;2.0;0.0
6113;Self-employed;M-N Business services;2020 3rd quarter;525.0;527.0;719.0;723.0;148.0;157.0;8.0;5.0;4.0;2.0
6114;Self-employed;M-N Business services;2020 4th quarter;533.0;530.0;731.0;727.0;166.0;158.0;15.0;13.0;3.0;4.0
6115;Self-employed;M-N Business services;2020;526.0;;724.0;;614.0;;5.0;7.0;;
6116;Self-employed;M-N Business services;2021 1st quarter;522.0;531.0;721.0;730.0;155.0;156.0;0.0;-2.0;1.0;3.0
6117;Self-employed;M-N Business services;2021 2nd quarter;533.0;532.0;736.0;734.0;157.0;155.0;9.0;14.0;1.0;4.0
6118;Self-employed;M-N Business services;2021 3rd quarter;530.0;532.0;733.0;736.0;147.0;156.0;5.0;14.0;0.0;2.0
6119;Self-employed;M-N Business services;2021 4th quarter;534.0;532.0;739.0;737.0;155.0;148.0;1.0;8.0;-1.0;1.0
6120;Self-employed;M-N Business services;2021;530.0;;732.0;;614.0;;4.0;9.0;;
6121;Self-employed;M-N Business services;2022 1st quarter;538.0;537.0;747.0;746.0;159.0;160.0;15.0;26.0;5.0;8.0
6122;Self-employed;M-N Business services;2022 2nd quarter;545.0;547.0;757.0;758.0;162.0;160.0;12.0;21.0;10.0;12.0
6123;Self-employed;M-N Business services;2022 3rd quarter;556.0;560.0;765.0;770.0;153.0;163.0;26.0;32.0;13.0;12.0
6124;Self-employed;M-N Business services;2022 4th quarter;577.0;568.0;788.0;777.0;173.0;165.0;43.0;49.0;9.0;7.0
6125;Self-employed;M-N Business services;2022;554.0;;764.0;;648.0;;24.0;32.0;;
6126;Self-employed;M-N Business services;2023 1st quarter;571.0;567.0;776.0;773.0;170.0;170.0;33.0;29.0;-2.0;-4.0
6127;Self-employed;M-N Business services;2023 2nd quarter;555.0;561.0;759.0;766.0;166.0;164.0;10.0;2.0;-5.0;-6.0
6128;Self-employed;M-N Business services;2023 3rd quarter;560.0;560.0;767.0;767.0;152.0;162.0;4.0;2.0;-1.0;1.0
6129;Self-employed;M-N Business services;2023 4th quarter;560.0;564.0;774.0;772.0;165.0;158.0;-17.0;-14.0;4.0;5.0
6130;Self-employed;M-N Business services;2023;561.0;;769.0;;653.0;;7.0;5.0;;
6131;Self-employed;M-N Business services;2024 1st quarter;579.0;572.0;783.0;780.0;165.0;165.0;8.0;7.0;8.0;8.0
6132;Self-employed;78 Employment activities;1995 1st quarter;;;;;;;;;;
6133;Self-employed;78 Employment activities;1995 2nd quarter;;;;;;;;;;
6134;Self-employed;78 Employment activities;1995 3rd quarter;;;;;;;;;;
6135;Self-employed;78 Employment activities;1995 4th quarter;;;;;;;;;;
6136;Self-employed;78 Employment activities;1995;;;;;;;;;;
6137;Self-employed;78 Employment activities;1996 1st quarter;;;;;;;;;;
6138;Self-employed;78 Employment activities;1996 2nd quarter;;;;;;;;;;
6139;Self-employed;78 Employment activities;1996 3rd quarter;;;;;;;;;;
6140;Self-employed;78 Employment activities;1996 4th quarter;;;;;;;;;;
6141;Self-employed;78 Employment activities;1996;;;;;;;;;;
6142;Self-employed;78 Employment activities;1997 1st quarter;;;;;;;;;;
6143;Self-employed;78 Employment activities;1997 2nd quarter;;;;;;;;;;
6144;Self-employed;78 Employment activities;1997 3rd quarter;;;;;;;;;;
6145;Self-employed;78 Employment activities;1997 4th quarter;;;;;;;;;;
6146;Self-employed;78 Employment activities;1997;;;;;;;;;;
6147;Self-employed;78 Employment activities;1998 1st quarter;;;;;;;;;;
6148;Self-employed;78 Employment activities;1998 2nd quarter;;;;;;;;;;
6149;Self-employed;78 Employment activities;1998 3rd quarter;;;;;;;;;;
6150;Self-employed;78 Employment activities;1998 4th quarter;;;;;;;;;;
6151;Self-employed;78 Employment activities;1998;;;;;;;;;;
6152;Self-employed;78 Employment activities;1999 1st quarter;;;;;;;;;;
6153;Self-employed;78 Employment activities;1999 2nd quarter;;;;;;;;;;
6154;Self-employed;78 Employment activities;1999 3rd quarter;;;;;;;;;;
6155;Self-employed;78 Employment activities;1999 4th quarter;;;;;;;;;;
6156;Self-employed;78 Employment activities;1999;;;;;;;;;;
6157;Self-employed;78 Employment activities;2000 1st quarter;;;;;;;;;;
6158;Self-employed;78 Employment activities;2000 2nd quarter;;;;;;;;;;
6159;Self-employed;78 Employment activities;2000 3rd quarter;;;;;;;;;;
6160;Self-employed;78 Employment activities;2000 4th quarter;;;;;;;;;;
6161;Self-employed;78 Employment activities;2000;;;;;;;;;;
6162;Self-employed;78 Employment activities;2001 1st quarter;;;;;;;;;;
6163;Self-employed;78 Employment activities;2001 2nd quarter;;;;;;;;;;
6164;Self-employed;78 Employment activities;2001 3rd quarter;;;;;;;;;;
6165;Self-employed;78 Employment activities;2001 4th quarter;;;;;;;;;;
6166;Self-employed;78 Employment activities;2001;;;;;;;;;;
6167;Self-employed;78 Employment activities;2002 1st quarter;;;;;;;;;;
6168;Self-employed;78 Employment activities;2002 2nd quarter;;;;;;;;;;
6169;Self-employed;78 Employment activities;2002 3rd quarter;;;;;;;;;;
6170;Self-employed;78 Employment activities;2002 4th quarter;;;;;;;;;;
6171;Self-employed;78 Employment activities;2002;;;;;;;;;;
6172;Self-employed;78 Employment activities;2003 1st quarter;;;;;;;;;;
6173;Self-employed;78 Employment activities;2003 2nd quarter;;;;;;;;;;
6174;Self-employed;78 Employment activities;2003 3rd quarter;;;;;;;;;;
6175;Self-employed;78 Employment activities;2003 4th quarter;;;;;;;;;;
6176;Self-employed;78 Employment activities;2003;;;;;;;;;;
6177;Self-employed;78 Employment activities;2004 1st quarter;;;;;;;;;;
6178;Self-employed;78 Employment activities;2004 2nd quarter;;;;;;;;;;
6179;Self-employed;78 Employment activities;2004 3rd quarter;;;;;;;;;;
6180;Self-employed;78 Employment activities;2004 4th quarter;;;;;;;;;;
6181;Self-employed;78 Employment activities;2004;;;;;;;;;;
6182;Self-employed;78 Employment activities;2005 1st quarter;;;;;;;;;;
6183;Self-employed;78 Employment activities;2005 2nd quarter;;;;;;;;;;
6184;Self-employed;78 Employment activities;2005 3rd quarter;;;;;;;;;;
6185;Self-employed;78 Employment activities;2005 4th quarter;;;;;;;;;;
6186;Self-employed;78 Employment activities;2005;;;;;;;;;;
6187;Self-employed;78 Employment activities;2006 1st quarter;;;;;;;;;;
6188;Self-employed;78 Employment activities;2006 2nd quarter;;;;;;;;;;
6189;Self-employed;78 Employment activities;2006 3rd quarter;;;;;;;;;;
6190;Self-employed;78 Employment activities;2006 4th quarter;;;;;;;;;;
6191;Self-employed;78 Employment activities;2006;;;;;;;;;;
6192;Self-employed;78 Employment activities;2007 1st quarter;;;;;;;;;;
6193;Self-employed;78 Employment activities;2007 2nd quarter;;;;;;;;;;
6194;Self-employed;78 Employment activities;2007 3rd quarter;;;;;;;;;;
6195;Self-employed;78 Employment activities;2007 4th quarter;;;;;;;;;;
6196;Self-employed;78 Employment activities;2007;;;;;;;;;;
6197;Self-employed;78 Employment activities;2008 1st quarter;;;;;;;;;;
6198;Self-employed;78 Employment activities;2008 2nd quarter;;;;;;;;;;
6199;Self-employed;78 Employment activities;2008 3rd quarter;;;;;;;;;;
6200;Self-employed;78 Employment activities;2008 4th quarter;;;;;;;;;;
6201;Self-employed;78 Employment activities;2008;;;;;;;;;;
6202;Self-employed;78 Employment activities;2009 1st quarter;;;;;;;;;;
6203;Self-employed;78 Employment activities;2009 2nd quarter;;;;;;;;;;
6204;Self-employed;78 Employment activities;2009 3rd quarter;;;;;;;;;;
6205;Self-employed;78 Employment activities;2009 4th quarter;;;;;;;;;;
6206;Self-employed;78 Employment activities;2009;;;;;;;;;;
6207;Self-employed;78 Employment activities;2010 1st quarter;;;;;;;;;;
6208;Self-employed;78 Employment activities;2010 2nd quarter;;;;;;;;;;
6209;Self-employed;78 Employment activities;2010 3rd quarter;;;;;;;;;;
6210;Self-employed;78 Employment activities;2010 4th quarter;;;;;;;;;;
6211;Self-employed;78 Employment activities;2010;;;;;;;;;;
6212;Self-employed;78 Employment activities;2011 1st quarter;;;;;;;;;;
6213;Self-employed;78 Employment activities;2011 2nd quarter;;;;;;;;;;
6214;Self-employed;78 Employment activities;2011 3rd quarter;;;;;;;;;;
6215;Self-employed;78 Employment activities;2011 4th quarter;;;;;;;;;;
6216;Self-employed;78 Employment activities;2011;;;;;;;;;;
6217;Self-employed;78 Employment activities;2012 1st quarter;;;;;;;;;;
6218;Self-employed;78 Employment activities;2012 2nd quarter;;;;;;;;;;
6219;Self-employed;78 Employment activities;2012 3rd quarter;;;;;;;;;;
6220;Self-employed;78 Employment activities;2012 4th quarter;;;;;;;;;;
6221;Self-employed;78 Employment activities;2012;;;;;;;;;;
6222;Self-employed;78 Employment activities;2013 1st quarter;;;;;;;;;;
6223;Self-employed;78 Employment activities;2013 2nd quarter;;;;;;;;;;
6224;Self-employed;78 Employment activities;2013 3rd quarter;;;;;;;;;;
6225;Self-employed;78 Employment activities;2013 4th quarter;;;;;;;;;;
6226;Self-employed;78 Employment activities;2013;;;;;;;;;;
6227;Self-employed;78 Employment activities;2014 1st quarter;;;;;;;;;;
6228;Self-employed;78 Employment activities;2014 2nd quarter;;;;;;;;;;
6229;Self-employed;78 Employment activities;2014 3rd quarter;;;;;;;;;;
6230;Self-employed;78 Employment activities;2014 4th quarter;;;;;;;;;;
6231;Self-employed;78 Employment activities;2014;;;;;;;;;;
6232;Self-employed;78 Employment activities;2015 1st quarter;;;;;;;;;;
6233;Self-employed;78 Employment activities;2015 2nd quarter;;;;;;;;;;
6234;Self-employed;78 Employment activities;2015 3rd quarter;;;;;;;;;;
6235;Self-employed;78 Employment activities;2015 4th quarter;;;;;;;;;;
6236;Self-employed;78 Employment activities;2015;;;;;;;;;;
6237;Self-employed;78 Employment activities;2016 1st quarter;;;;;;;;;;
6238;Self-employed;78 Employment activities;2016 2nd quarter;;;;;;;;;;
6239;Self-employed;78 Employment activities;2016 3rd quarter;;;;;;;;;;
6240;Self-employed;78 Employment activities;2016 4th quarter;;;;;;;;;;
6241;Self-employed;78 Employment activities;2016;;;;;;;;;;
6242;Self-employed;78 Employment activities;2017 1st quarter;;;;;;;;;;
6243;Self-employed;78 Employment activities;2017 2nd quarter;;;;;;;;;;
6244;Self-employed;78 Employment activities;2017 3rd quarter;;;;;;;;;;
6245;Self-employed;78 Employment activities;2017 4th quarter;;;;;;;;;;
6246;Self-employed;78 Employment activities;2017;;;;;;;;;;
6247;Self-employed;78 Employment activities;2018 1st quarter;;;;;;;;;;
6248;Self-employed;78 Employment activities;2018 2nd quarter;;;;;;;;;;
6249;Self-employed;78 Employment activities;2018 3rd quarter;;;;;;;;;;
6250;Self-employed;78 Employment activities;2018 4th quarter;;;;;;;;;;
6251;Self-employed;78 Employment activities;2018;;;;;;;;;;
6252;Self-employed;78 Employment activities;2019 1st quarter;;;;;;;;;;
6253;Self-employed;78 Employment activities;2019 2nd quarter;;;;;;;;;;
6254;Self-employed;78 Employment activities;2019 3rd quarter;;;;;;;;;;
6255;Self-employed;78 Employment activities;2019 4th quarter;;;;;;;;;;
6256;Self-employed;78 Employment activities;2019;;;;;;;;;;
6257;Self-employed;78 Employment activities;2020 1st quarter;;;;;;;;;;
6258;Self-employed;78 Employment activities;2020 2nd quarter;;;;;;;;;;
6259;Self-employed;78 Employment activities;2020 3rd quarter;;;;;;;;;;
6260;Self-employed;78 Employment activities;2020 4th quarter;;;;;;;;;;
6261;Self-employed;78 Employment activities;2020;;;;;;;;;;
6262;Self-employed;78 Employment activities;2021 1st quarter;;;;;;;;;;
6263;Self-employed;78 Employment activities;2021 2nd quarter;;;;;;;;;;
6264;Self-employed;78 Employment activities;2021 3rd quarter;;;;;;;;;;
6265;Self-employed;78 Employment activities;2021 4th quarter;;;;;;;;;;
6266;Self-employed;78 Employment activities;2021;;;;;;;;;;
6267;Self-employed;78 Employment activities;2022 1st quarter;;;;;;;;;;
6268;Self-employed;78 Employment activities;2022 2nd quarter;;;;;;;;;;
6269;Self-employed;78 Employment activities;2022 3rd quarter;;;;;;;;;;
6270;Self-employed;78 Employment activities;2022 4th quarter;;;;;;;;;;
6271;Self-employed;78 Employment activities;2022;;;;;;;;;;
6272;Self-employed;78 Employment activities;2023 1st quarter;;;;;;;;;;
6273;Self-employed;78 Employment activities;2023 2nd quarter;;;;;;;;;;
6274;Self-employed;78 Employment activities;2023 3rd quarter;;;;;;;;;;
6275;Self-employed;78 Employment activities;2023 4th quarter;;;;;;;;;;
6276;Self-employed;78 Employment activities;2023;;;;;;;;;;
6277;Self-employed;78 Employment activities;2024 1st quarter;;;;;;;;;;
6278;Self-employed;O-Q Government and care;1995 1st quarter;155.0;155.0;210.0;209.0;48.0;48.0;;;;
6279;Self-employed;O-Q Government and care;1995 2nd quarter;157.0;156.0;212.0;211.0;49.0;48.0;;;1.0;2.0
6280;Self-employed;O-Q Government and care;1995 3rd quarter;156.0;157.0;211.0;213.0;46.0;49.0;;;1.0;2.0
6281;Self-employed;O-Q Government and care;1995 4th quarter;158.0;158.0;214.0;214.0;51.0;49.0;;;1.0;2.0
6282;Self-employed;O-Q Government and care;1995;156.0;;212.0;;193.0;;;;;
6283;Self-employed;O-Q Government and care;1996 1st quarter;159.0;159.0;218.0;216.0;49.0;49.0;4.0;7.0;1.0;2.0
6284;Self-employed;O-Q Government and care;1996 2nd quarter;160.0;160.0;219.0;218.0;50.0;49.0;4.0;8.0;1.0;2.0
6285;Self-employed;O-Q Government and care;1996 3rd quarter;159.0;161.0;218.0;220.0;47.0;50.0;4.0;8.0;1.0;1.0
6286;Self-employed;O-Q Government and care;1996 4th quarter;162.0;162.0;222.0;222.0;53.0;50.0;4.0;8.0;2.0;2.0
6287;Self-employed;O-Q Government and care;1996;160.0;;219.0;;199.0;;4.0;8.0;;
6288;Self-employed;O-Q Government and care;1997 1st quarter;166.0;165.0;227.0;226.0;52.0;52.0;7.0;9.0;3.0;4.0
6289;Self-employed;O-Q Government and care;1997 2nd quarter;167.0;167.0;229.0;229.0;54.0;53.0;7.0;10.0;2.0;3.0
6290;Self-employed;O-Q Government and care;1997 3rd quarter;167.0;168.0;228.0;230.0;50.0;53.0;8.0;10.0;1.0;1.0
6291;Self-employed;O-Q Government and care;1997 4th quarter;170.0;168.0;232.0;229.0;56.0;53.0;8.0;10.0;0.0;-1.0
6292;Self-employed;O-Q Government and care;1997;168.0;;229.0;;211.0;;7.0;10.0;;
6293;Self-employed;O-Q Government and care;1998 1st quarter;167.0;168.0;226.0;228.0;54.0;54.0;1.0;-1.0;0.0;-2.0
6294;Self-employed;O-Q Government and care;1998 2nd quarter;169.0;168.0;228.0;227.0;55.0;54.0;1.0;-1.0;0.0;0.0
6295;Self-employed;O-Q Government and care;1998 3rd quarter;167.0;168.0;226.0;228.0;51.0;54.0;0.0;-2.0;0.0;1.0
6296;Self-employed;O-Q Government and care;1998 4th quarter;169.0;169.0;229.0;230.0;57.0;54.0;-2.0;-3.0;0.0;2.0
6297;Self-employed;O-Q Government and care;1998;168.0;;227.0;;217.0;;0.0;-1.0;;
6298;Self-employed;O-Q Government and care;1999 1st quarter;169.0;169.0;232.0;232.0;54.0;55.0;2.0;6.0;1.0;2.0
6299;Self-employed;O-Q Government and care;1999 2nd quarter;169.0;169.0;233.0;233.0;56.0;55.0;0.0;4.0;0.0;1.0
6300;Self-employed;O-Q Government and care;1999 3rd quarter;167.0;168.0;231.0;232.0;51.0;55.0;-1.0;4.0;-1.0;-1.0
6301;Self-employed;O-Q Government and care;1999 4th quarter;168.0;166.0;233.0;230.0;58.0;55.0;0.0;4.0;-2.0;-2.0
6302;Self-employed;O-Q Government and care;1999;168.0;;232.0;;219.0;;0.0;5.0;;
6303;Self-employed;O-Q Government and care;2000 1st quarter;161.0;163.0;224.0;226.0;52.0;52.0;-8.0;-8.0;-3.0;-3.0
6304;Self-employed;O-Q Government and care;2000 2nd quarter;161.0;161.0;225.0;224.0;53.0;52.0;-8.0;-8.0;-2.0;-2.0
6305;Self-employed;O-Q Government and care;2000 3rd quarter;160.0;161.0;223.0;224.0;49.0;52.0;-7.0;-8.0;0.0;0.0
6306;Self-employed;O-Q Government and care;2000 4th quarter;163.0;161.0;226.0;223.0;55.0;52.0;-6.0;-7.0;0.0;-2.0
6307;Self-employed;O-Q Government and care;2000;161.0;;224.0;;208.0;;-7.0;-8.0;;
6308;Self-employed;O-Q Government and care;2001 1st quarter;159.0;160.0;218.0;220.0;52.0;52.0;-2.0;-5.0;-1.0;-3.0
6309;Self-employed;O-Q Government and care;2001 2nd quarter;160.0;160.0;219.0;219.0;53.0;52.0;-1.0;-5.0;0.0;-1.0
6310;Self-employed;O-Q Government and care;2001 3rd quarter;159.0;160.0;218.0;219.0;49.0;52.0;-1.0;-5.0;1.0;0.0
6311;Self-employed;O-Q Government and care;2001 4th quarter;161.0;162.0;220.0;221.0;55.0;52.0;-2.0;-6.0;2.0;2.0
6312;Self-employed;O-Q Government and care;2001;160.0;;219.0;;208.0;;-1.0;-5.0;;
6313;Self-employed;O-Q Government and care;2002 1st quarter;165.0;163.0;226.0;222.0;54.0;54.0;6.0;8.0;1.0;2.0
6314;Self-employed;O-Q Government and care;2002 2nd quarter;161.0;161.0;221.0;221.0;53.0;51.0;1.0;1.0;-2.0;-2.0
6315;Self-employed;O-Q Government and care;2002 3rd quarter;156.0;158.0;215.0;217.0;46.0;50.0;-3.0;-3.0;-3.0;-3.0
6316;Self-employed;O-Q Government and care;2002 4th quarter;157.0;157.0;215.0;216.0;52.0;50.0;-4.0;-5.0;-1.0;-1.0
6317;Self-employed;O-Q Government and care;2002;160.0;;219.0;;205.0;;0.0;0.0;;
6318;Self-employed;O-Q Government and care;2003 1st quarter;157.0;156.0;218.0;215.0;52.0;51.0;-8.0;-8.0;-1.0;-1.0
6319;Self-employed;O-Q Government and care;2003 2nd quarter;160.0;155.0;217.0;215.0;54.0;52.0;-2.0;-3.0;0.0;0.0
6320;Self-employed;O-Q Government and care;2003 3rd quarter;151.0;155.0;211.0;214.0;47.0;52.0;-6.0;-4.0;0.0;0.0
6321;Self-employed;O-Q Government and care;2003 4th quarter;158.0;153.0;217.0;210.0;55.0;52.0;1.0;2.0;-2.0;-4.0
6322;Self-employed;O-Q Government and care;2003;156.0;;216.0;;208.0;;-4.0;-3.0;;
6323;Self-employed;O-Q Government and care;2004 1st quarter;147.0;149.0;201.0;205.0;51.0;51.0;-10.0;-16.0;-4.0;-6.0
6324;Self-employed;O-Q Government and care;2004 2nd quarter;147.0;146.0;203.0;202.0;52.0;51.0;-12.0;-15.0;-2.0;-3.0
6325;Self-employed;O-Q Government and care;2004 3rd quarter;146.0;148.0;202.0;204.0;48.0;52.0;-5.0;-9.0;2.0;2.0
6326;Self-employed;O-Q Government and care;2004 4th quarter;149.0;154.0;207.0;213.0;55.0;53.0;-8.0;-10.0;6.0;9.0
6327;Self-employed;O-Q Government and care;2004;148.0;;203.0;;206.0;;-9.0;-12.0;;
6328;Self-employed;O-Q Government and care;2005 1st quarter;168.0;162.0;233.0;224.0;60.0;59.0;21.0;32.0;8.0;11.0
6329;Self-employed;O-Q Government and care;2005 2nd quarter;170.0;169.0;234.0;234.0;63.0;61.0;23.0;32.0;7.0;10.0
6330;Self-employed;O-Q Government and care;2005 3rd quarter;171.0;173.0;239.0;241.0;54.0;60.0;25.0;36.0;4.0;7.0
6331;Self-employed;O-Q Government and care;2005 4th quarter;171.0;176.0;239.0;245.0;64.0;61.0;21.0;31.0;3.0;5.0
6332;Self-employed;O-Q Government and care;2005;170.0;;236.0;;241.0;;22.0;33.0;;
6333;Self-employed;O-Q Government and care;2006 1st quarter;182.0;178.0;255.0;250.0;63.0;62.0;14.0;21.0;3.0;4.0
6334;Self-employed;O-Q Government and care;2006 2nd quarter;185.0;180.0;258.0;253.0;65.0;64.0;15.0;24.0;2.0;4.0
6335;Self-employed;O-Q Government and care;2006 3rd quarter;178.0;183.0;253.0;258.0;58.0;63.0;8.0;14.0;3.0;5.0
6336;Self-employed;O-Q Government and care;2006 4th quarter;185.0;188.0;260.0;266.0;69.0;66.0;14.0;22.0;5.0;7.0
6337;Self-employed;O-Q Government and care;2006;182.0;;257.0;;256.0;;13.0;20.0;;
6338;Self-employed;O-Q Government and care;2007 1st quarter;201.0;194.0;282.0;274.0;70.0;69.0;19.0;28.0;6.0;8.0
6339;Self-employed;O-Q Government and care;2007 2nd quarter;200.0;200.0;284.0;282.0;70.0;69.0;15.0;26.0;5.0;8.0
6340;Self-employed;O-Q Government and care;2007 3rd quarter;203.0;203.0;288.0;290.0;66.0;71.0;25.0;35.0;4.0;7.0
6341;Self-employed;O-Q Government and care;2007 4th quarter;200.0;206.0;287.0;296.0;74.0;71.0;15.0;26.0;3.0;7.0
6342;Self-employed;O-Q Government and care;2007;201.0;;285.0;;281.0;;18.0;29.0;;
6343;Self-employed;O-Q Government and care;2008 1st quarter;218.0;211.0;317.0;305.0;76.0;74.0;17.0;34.0;5.0;8.0
6344;Self-employed;O-Q Government and care;2008 2nd quarter;216.0;217.0;312.0;313.0;76.0;75.0;16.0;28.0;6.0;8.0
6345;Self-employed;O-Q Government and care;2008 3rd quarter;221.0;221.0;316.0;318.0;72.0;77.0;18.0;28.0;4.0;5.0
6346;Self-employed;O-Q Government and care;2008 4th quarter;221.0;225.0;316.0;324.0;80.0;77.0;21.0;30.0;4.0;6.0
6347;Self-employed;O-Q Government and care;2008;219.0;;315.0;;304.0;;18.0;30.0;;
6348;Self-employed;O-Q Government and care;2009 1st quarter;233.0;228.0;340.0;329.0;82.0;81.0;16.0;23.0;3.0;5.0
6349;Self-employed;O-Q Government and care;2009 2nd quarter;227.0;228.0;329.0;331.0;76.0;76.0;11.0;17.0;1.0;3.0
6350;Self-employed;O-Q Government and care;2009 3rd quarter;226.0;228.0;329.0;332.0;72.0;77.0;5.0;13.0;-1.0;1.0
6351;Self-employed;O-Q Government and care;2009 4th quarter;227.0;225.0;332.0;331.0;82.0;78.0;6.0;16.0;-3.0;-1.0
6352;Self-employed;O-Q Government and care;2009;228.0;;332.0;;312.0;;9.0;17.0;;
6353;Self-employed;O-Q Government and care;2010 1st quarter;222.0;222.0;331.0;328.0;77.0;76.0;-11.0;-9.0;-3.0;-3.0
6354;Self-employed;O-Q Government and care;2010 2nd quarter;221.0;220.0;327.0;326.0;77.0;76.0;-6.0;-2.0;-2.0;-2.0
6355;Self-employed;O-Q Government and care;2010 3rd quarter;216.0;221.0;320.0;325.0;71.0;77.0;-10.0;-8.0;0.0;-1.0
6356;Self-employed;O-Q Government and care;2010 4th quarter;231.0;219.0;335.0;324.0;84.0;80.0;4.0;2.0;-1.0;-1.0
6357;Self-employed;O-Q Government and care;2010;222.0;;328.0;;308.0;;-6.0;-4.0;;
6358;Self-employed;O-Q Government and care;2011 1st quarter;216.0;218.0;325.0;325.0;77.0;76.0;-6.0;-6.0;-2.0;2.0
6359;Self-employed;O-Q Government and care;2011 2nd quarter;219.0;219.0;333.0;332.0;80.0;79.0;-2.0;5.0;1.0;6.0
6360;Self-employed;O-Q Government and care;2011 3rd quarter;222.0;224.0;337.0;340.0;74.0;80.0;7.0;17.0;5.0;8.0
6361;Self-employed;O-Q Government and care;2011 4th quarter;229.0;230.0;347.0;347.0;86.0;81.0;-2.0;13.0;6.0;7.0
6362;Self-employed;O-Q Government and care;2011;222.0;;336.0;;316.0;;-1.0;7.0;;
6363;Self-employed;O-Q Government and care;2012 1st quarter;237.0;235.0;351.0;350.0;83.0;83.0;20.0;26.0;5.0;3.0
6364;Self-employed;O-Q Government and care;2012 2nd quarter;235.0;235.0;349.0;348.0;85.0;83.0;16.0;16.0;0.0;-2.0
6365;Self-employed;O-Q Government and care;2012 3rd quarter;231.0;234.0;343.0;346.0;78.0;84.0;9.0;6.0;-1.0;-2.0
6366;Self-employed;O-Q Government and care;2012 4th quarter;237.0;235.0;350.0;348.0;91.0;85.0;8.0;2.0;1.0;1.0
6367;Self-employed;O-Q Government and care;2012;235.0;;348.0;;336.0;;13.0;13.0;;
6368;Self-employed;O-Q Government and care;2013 1st quarter;237.0;238.0;348.0;351.0;81.0;81.0;1.0;-3.0;2.0;4.0
6369;Self-employed;O-Q Government and care;2013 2nd quarter;243.0;242.0;361.0;357.0;89.0;88.0;8.0;12.0;4.0;6.0
6370;Self-employed;O-Q Government and care;2013 3rd quarter;243.0;244.0;359.0;360.0;82.0;90.0;12.0;16.0;3.0;3.0
