ID;Productgroepen;Perioden;Verkoopwaarde_1;Hoeveelheid_2;AanvullendeHoeveelheid_3
6297;15.11.17.00 [kg] Geitenvlees;2001 4e kwartaal;0.0;;
6298;15.11.17.00 [kg] Geitenvlees;2001 totaal;0.0;0.0;
6299;15.11.17.00 [kg] Geitenvlees;2002 1e kwartaal;0.0;;
6300;15.11.17.00 [kg] Geitenvlees;2002 2e kwartaal;0.0;;
6301;15.11.17.00 [kg] Geitenvlees;2002 3e kwartaal;0.0;;
6302;15.11.17.00 [kg] Geitenvlees;2002 4e kwartaal;0.0;;
6303;15.11.17.00 [kg] Geitenvlees;2002 totaal;0.0;0.0;
6304;15.11.17.00 [kg] Geitenvlees;2003 1e kwartaal;;;
6305;15.11.17.00 [kg] Geitenvlees;2003 2e kwartaal;;;
6306;15.11.17.00 [kg] Geitenvlees;2003 3e kwartaal;;;
6307;15.11.17.00 [kg] Geitenvlees;2003 4e kwartaal;;;
6308;15.11.17.00 [kg] Geitenvlees;2003 totaal;;;
6309;15.11.17.00 [kg] Geitenvlees;2004 totaal;;;
6310;15.11.17.00 [kg] Geitenvlees;2005 totaal;;;
6311;15.11.17.00 [kg] Geitenvlees;2006 totaal;;;
6312;15.11.17.00 [kg] Geitenvlees;2007 totaal;;;
6313;15.11.18.00 [1 000 kg] Vlees van..;1993 1e kwartaal;;;
6314;15.11.18.00 [1 000 kg] Vlees van..;1993 2e kwartaal;;;
6315;15.11.18.00 [1 000 kg] Vlees van..;1993 3e kwartaal;;;
6316;15.11.18.00 [1 000 kg] Vlees van..;1993 4e kwartaal;;;
6317;15.11.18.00 [1 000 kg] Vlees van..;1993 totaal;0.0;;
6318;15.11.18.00 [1 000 kg] Vlees van..;1994 1e kwartaal;;;
6319;15.11.18.00 [1 000 kg] Vlees van..;1994 2e kwartaal;0.0;;
6320;15.11.18.00 [1 000 kg] Vlees van..;1994 3e kwartaal;0.0;;
6321;15.11.18.00 [1 000 kg] Vlees van..;1994 4e kwartaal;0.0;;
6322;15.11.18.00 [1 000 kg] Vlees van..;1994 totaal;;;
6323;15.11.18.00 [1 000 kg] Vlees van..;1995 1e kwartaal;;;
6324;15.11.18.00 [1 000 kg] Vlees van..;1995 2e kwartaal;;;
6325;15.11.18.00 [1 000 kg] Vlees van..;1995 3e kwartaal;0.0;;
6326;15.11.18.00 [1 000 kg] Vlees van..;1995 4e kwartaal;0.0;;
6327;15.11.18.00 [1 000 kg] Vlees van..;1995 totaal;;;
6328;15.11.18.00 [1 000 kg] Vlees van..;1996 1e kwartaal;;;
6329;15.11.18.00 [1 000 kg] Vlees van..;1996 2e kwartaal;;;
6330;15.11.18.00 [1 000 kg] Vlees van..;1996 3e kwartaal;;;
6331;15.11.18.00 [1 000 kg] Vlees van..;1996 4e kwartaal;;;
6332;15.11.18.00 [1 000 kg] Vlees van..;1996 totaal;;;
6333;15.11.18.00 [1 000 kg] Vlees van..;1997 1e kwartaal;;;
6334;15.11.18.00 [1 000 kg] Vlees van..;1997 2e kwartaal;;;
6335;15.11.18.00 [1 000 kg] Vlees van..;1997 3e kwartaal;;;
6336;15.11.18.00 [1 000 kg] Vlees van..;1997 4e kwartaal;;;
6337;15.11.18.00 [1 000 kg] Vlees van..;1997 totaal;;;
6338;15.11.18.00 [1 000 kg] Vlees van..;1998 1e kwartaal;;;
6339;15.11.18.00 [1 000 kg] Vlees van..;1998 2e kwartaal;;;
6340;15.11.18.00 [1 000 kg] Vlees van..;1998 3e kwartaal;;;
6341;15.11.18.00 [1 000 kg] Vlees van..;1998 4e kwartaal;;;
6342;15.11.18.00 [1 000 kg] Vlees van..;1998 totaal;;;
6343;15.11.18.00 [1 000 kg] Vlees van..;1999 1e kwartaal;;;
6344;15.11.18.00 [1 000 kg] Vlees van..;1999 2e kwartaal;;;
6345;15.11.18.00 [1 000 kg] Vlees van..;1999 3e kwartaal;;;
6346;15.11.18.00 [1 000 kg] Vlees van..;1999 4e kwartaal;;;
6347;15.11.18.00 [1 000 kg] Vlees van..;1999 totaal;;;
6348;15.11.18.00 [1 000 kg] Vlees van..;2000 1e kwartaal;;;
6349;15.11.18.00 [1 000 kg] Vlees van..;2000 2e kwartaal;;;
6350;15.11.18.00 [1 000 kg] Vlees van..;2000 3e kwartaal;;;
6351;15.11.18.00 [1 000 kg] Vlees van..;2000 4e kwartaal;;;
6352;15.11.18.00 [1 000 kg] Vlees van..;2000 totaal;;;
6353;15.11.18.00 [1 000 kg] Vlees van..;2001 1e kwartaal;;;
6354;15.11.18.00 [1 000 kg] Vlees van..;2001 2e kwartaal;;;
6355;15.11.18.00 [1 000 kg] Vlees van..;2001 3e kwartaal;;;
6356;15.11.18.00 [1 000 kg] Vlees van..;2001 4e kwartaal;;;
6357;15.11.18.00 [1 000 kg] Vlees van..;2001 totaal;;;
6358;15.11.18.00 [1 000 kg] Vlees van..;2002 1e kwartaal;;;
6359;15.11.18.00 [1 000 kg] Vlees van..;2002 2e kwartaal;;;
6360;15.11.18.00 [1 000 kg] Vlees van..;2002 3e kwartaal;;;
6361;15.11.18.00 [1 000 kg] Vlees van..;2002 4e kwartaal;;;
6362;15.11.18.00 [1 000 kg] Vlees van..;2002 totaal;;;
6363;15.11.18.00 [1 000 kg] Vlees van..;2003 1e kwartaal;;;
6364;15.11.18.00 [1 000 kg] Vlees van..;2003 2e kwartaal;;;
6365;15.11.18.00 [1 000 kg] Vlees van..;2003 3e kwartaal;;;
6366;15.11.18.00 [1 000 kg] Vlees van..;2003 4e kwartaal;;;
6367;15.11.18.00 [1 000 kg] Vlees van..;2003 totaal;;;
6368;15.11.18.00 [1 000 kg] Vlees van..;2004 totaal;;;
6369;15.11.18.00 [1 000 kg] Vlees van..;2005 totaal;;;
6370;15.11.18.00 [1 000 kg] Vlees van..;2006 totaal;;;
6371;15.11.18.00 [1 000 kg] Vlees van..;2007 totaal;;;
6372;15.11.19.00 [mln kg] Eetbare..;1993 1e kwartaal;19.0;;
6373;15.11.19.00 [mln kg] Eetbare..;1993 2e kwartaal;19.0;;
6374;15.11.19.00 [mln kg] Eetbare..;1993 3e kwartaal;20.0;;
6375;15.11.19.00 [mln kg] Eetbare..;1993 4e kwartaal;21.0;;
6376;15.11.19.00 [mln kg] Eetbare..;1993 totaal;79.0;93.0;
6377;15.11.19.00 [mln kg] Eetbare..;1994 1e kwartaal;21.0;;
6378;15.11.19.00 [mln kg] Eetbare..;1994 2e kwartaal;19.0;;
6379;15.11.19.00 [mln kg] Eetbare..;1994 3e kwartaal;19.0;;
6380;15.11.19.00 [mln kg] Eetbare..;1994 4e kwartaal;23.0;;
6381;15.11.19.00 [mln kg] Eetbare..;1994 totaal;81.0;98.0;
6382;15.11.19.00 [mln kg] Eetbare..;1995 1e kwartaal;23.0;;
6383;15.11.19.00 [mln kg] Eetbare..;1995 2e kwartaal;21.0;;
6384;15.11.19.00 [mln kg] Eetbare..;1995 3e kwartaal;22.0;;
6385;15.11.19.00 [mln kg] Eetbare..;1995 4e kwartaal;25.0;;
6386;15.11.19.00 [mln kg] Eetbare..;1995 totaal;90.0;109.0;
6387;15.11.19.00 [mln kg] Eetbare..;1996 1e kwartaal;20.0;;
6388;15.11.19.00 [mln kg] Eetbare..;1996 2e kwartaal;17.0;;
6389;15.11.19.00 [mln kg] Eetbare..;1996 3e kwartaal;18.0;;
6390;15.11.19.00 [mln kg] Eetbare..;1996 4e kwartaal;20.0;;
6391;15.11.19.00 [mln kg] Eetbare..;1996 totaal;74.0;114.0;
6392;15.11.19.00 [mln kg] Eetbare..;1997 1e kwartaal;23.0;;
6393;15.11.19.00 [mln kg] Eetbare..;1997 2e kwartaal;21.0;;
6394;15.11.19.00 [mln kg] Eetbare..;1997 3e kwartaal;20.0;;
6395;15.11.19.00 [mln kg] Eetbare..;1997 4e kwartaal;25.0;;
6396;15.11.19.00 [mln kg] Eetbare..;1997 totaal;89.0;142.0;
6397;15.11.19.00 [mln kg] Eetbare..;1998 1e kwartaal;23.0;;
6398;15.11.19.00 [mln kg] Eetbare..;1998 2e kwartaal;20.0;;
6399;15.11.19.00 [mln kg] Eetbare..;1998 3e kwartaal;20.0;;
6400;15.11.19.00 [mln kg] Eetbare..;1998 4e kwartaal;25.0;;
6401;15.11.19.00 [mln kg] Eetbare..;1998 totaal;87.0;153.0;
6402;15.11.19.00 [mln kg] Eetbare..;1999 1e kwartaal;20.0;;
6403;15.11.19.00 [mln kg] Eetbare..;1999 2e kwartaal;19.0;;
6404;15.11.19.00 [mln kg] Eetbare..;1999 3e kwartaal;23.0;;
6405;15.11.19.00 [mln kg] Eetbare..;1999 4e kwartaal;24.0;;
6406;15.11.19.00 [mln kg] Eetbare..;1999 totaal;87.0;148.0;
6407;15.11.19.00 [mln kg] Eetbare..;2000 1e kwartaal;22.0;;
6408;15.11.19.00 [mln kg] Eetbare..;2000 2e kwartaal;21.0;;
6409;15.11.19.00 [mln kg] Eetbare..;2000 3e kwartaal;25.0;;
6410;15.11.19.00 [mln kg] Eetbare..;2000 4e kwartaal;31.0;;
6411;15.11.19.00 [mln kg] Eetbare..;2000 totaal;98.0;184.0;
6412;15.11.19.00 [mln kg] Eetbare..;2001 1e kwartaal;19.0;;
6413;15.11.19.00 [mln kg] Eetbare..;2001 2e kwartaal;12.0;;
6414;15.11.19.00 [mln kg] Eetbare..;2001 3e kwartaal;16.0;;
6415;15.11.19.00 [mln kg] Eetbare..;2001 4e kwartaal;18.0;;
6416;15.11.19.00 [mln kg] Eetbare..;2001 totaal;64.0;140.0;
6417;15.11.19.00 [mln kg] Eetbare..;2002 1e kwartaal;18.0;;
6418;15.11.19.00 [mln kg] Eetbare..;2002 2e kwartaal;15.0;;
6419;15.11.19.00 [mln kg] Eetbare..;2002 3e kwartaal;14.0;;
6420;15.11.19.00 [mln kg] Eetbare..;2002 4e kwartaal;22.0;;
6421;15.11.19.00 [mln kg] Eetbare..;2002 totaal;69.0;156.0;
6422;15.11.19.00 [mln kg] Eetbare..;2003 1e kwartaal;;;
6423;15.11.19.00 [mln kg] Eetbare..;2003 2e kwartaal;;;
6424;15.11.19.00 [mln kg] Eetbare..;2003 3e kwartaal;;;
6425;15.11.19.00 [mln kg] Eetbare..;2003 4e kwartaal;;;
6426;15.11.19.00 [mln kg] Eetbare..;2003 totaal;56.0;94.0;
6427;15.11.19.00 [mln kg] Eetbare..;2004 totaal;92.0;125.0;
6428;15.11.19.00 [mln kg] Eetbare..;2005 totaal;101.0;98.0;
6429;15.11.19.00 [mln kg] Eetbare..;2006 totaal;127.0;202.0;
6430;15.11.19.00 [mln kg] Eetbare..;2007 totaal;140.0;212.0;
6431;15.11.21.00 [kg] Vette wol, niet..;1993 1e kwartaal;0.0;;
6432;15.11.21.00 [kg] Vette wol, niet..;1993 2e kwartaal;0.0;;
6433;15.11.21.00 [kg] Vette wol, niet..;1993 3e kwartaal;0.0;;
6434;15.11.21.00 [kg] Vette wol, niet..;1993 4e kwartaal;0.0;;
6435;15.11.21.00 [kg] Vette wol, niet..;1993 totaal;0.0;0.0;
6436;15.11.21.00 [kg] Vette wol, niet..;1994 1e kwartaal;0.0;;
6437;15.11.21.00 [kg] Vette wol, niet..;1994 2e kwartaal;0.0;;
6438;15.11.21.00 [kg] Vette wol, niet..;1994 3e kwartaal;0.0;;
6439;15.11.21.00 [kg] Vette wol, niet..;1994 4e kwartaal;0.0;;
6440;15.11.21.00 [kg] Vette wol, niet..;1994 totaal;0.0;0.0;
6441;15.11.21.00 [kg] Vette wol, niet..;1995 1e kwartaal;0.0;;
6442;15.11.21.00 [kg] Vette wol, niet..;1995 2e kwartaal;0.0;;
6443;15.11.21.00 [kg] Vette wol, niet..;1995 3e kwartaal;0.0;;
6444;15.11.21.00 [kg] Vette wol, niet..;1995 4e kwartaal;0.0;;
6445;15.11.21.00 [kg] Vette wol, niet..;1995 totaal;0.0;0.0;
6446;15.11.21.00 [kg] Vette wol, niet..;1996 1e kwartaal;0.0;;
6447;15.11.21.00 [kg] Vette wol, niet..;1996 2e kwartaal;0.0;;
6448;15.11.21.00 [kg] Vette wol, niet..;1996 3e kwartaal;0.0;;
6449;15.11.21.00 [kg] Vette wol, niet..;1996 4e kwartaal;0.0;;
6450;15.11.21.00 [kg] Vette wol, niet..;1996 totaal;0.0;0.0;
6451;15.11.21.00 [kg] Vette wol, niet..;1997 1e kwartaal;0.0;;
6452;15.11.21.00 [kg] Vette wol, niet..;1997 2e kwartaal;0.0;;
6453;15.11.21.00 [kg] Vette wol, niet..;1997 3e kwartaal;0.0;;
6454;15.11.21.00 [kg] Vette wol, niet..;1997 4e kwartaal;0.0;;
6455;15.11.21.00 [kg] Vette wol, niet..;1997 totaal;0.0;0.0;
6456;15.11.21.00 [kg] Vette wol, niet..;1998 1e kwartaal;0.0;;
6457;15.11.21.00 [kg] Vette wol, niet..;1998 2e kwartaal;0.0;;
6458;15.11.21.00 [kg] Vette wol, niet..;1998 3e kwartaal;0.0;;
6459;15.11.21.00 [kg] Vette wol, niet..;1998 4e kwartaal;0.0;;
6460;15.11.21.00 [kg] Vette wol, niet..;1998 totaal;0.0;0.0;
6461;15.11.21.00 [kg] Vette wol, niet..;1999 1e kwartaal;0.0;;
6462;15.11.21.00 [kg] Vette wol, niet..;1999 2e kwartaal;0.0;;
6463;15.11.21.00 [kg] Vette wol, niet..;1999 3e kwartaal;0.0;;
6464;15.11.21.00 [kg] Vette wol, niet..;1999 4e kwartaal;0.0;;
6465;15.11.21.00 [kg] Vette wol, niet..;1999 totaal;0.0;0.0;
6466;15.11.21.00 [kg] Vette wol, niet..;2000 1e kwartaal;0.0;;
6467;15.11.21.00 [kg] Vette wol, niet..;2000 2e kwartaal;0.0;;
6468;15.11.21.00 [kg] Vette wol, niet..;2000 3e kwartaal;0.0;;
6469;15.11.21.00 [kg] Vette wol, niet..;2000 4e kwartaal;0.0;;
6470;15.11.21.00 [kg] Vette wol, niet..;2000 totaal;0.0;0.0;
6471;15.11.21.00 [kg] Vette wol, niet..;2001 1e kwartaal;0.0;;
6472;15.11.21.00 [kg] Vette wol, niet..;2001 2e kwartaal;0.0;;
6473;15.11.21.00 [kg] Vette wol, niet..;2001 3e kwartaal;0.0;;
6474;15.11.21.00 [kg] Vette wol, niet..;2001 4e kwartaal;0.0;;
6475;15.11.21.00 [kg] Vette wol, niet..;2001 totaal;0.0;0.0;
6476;15.11.21.00 [kg] Vette wol, niet..;2002 1e kwartaal;0.0;;
6477;15.11.21.00 [kg] Vette wol, niet..;2002 2e kwartaal;0.0;;
6478;15.11.21.00 [kg] Vette wol, niet..;2002 3e kwartaal;0.0;;
6479;15.11.21.00 [kg] Vette wol, niet..;2002 4e kwartaal;0.0;;
6480;15.11.21.00 [kg] Vette wol, niet..;2002 totaal;0.0;0.0;
6481;15.11.21.00 [kg] Vette wol, niet..;2003 1e kwartaal;;;
6482;15.11.21.00 [kg] Vette wol, niet..;2003 2e kwartaal;;;
6483;15.11.21.00 [kg] Vette wol, niet..;2003 3e kwartaal;;;
6484;15.11.21.00 [kg] Vette wol, niet..;2003 4e kwartaal;;;
6485;15.11.21.00 [kg] Vette wol, niet..;2003 totaal;0.0;0.0;
6486;15.11.21.00 [kg] Vette wol, niet..;2004 totaal;0.0;0.0;
6487;15.11.21.00 [kg] Vette wol, niet..;2005 totaal;0.0;0.0;
6488;15.11.21.00 [kg] Vette wol, niet..;2006 totaal;0.0;0.0;
6489;15.11.21.00 [kg] Vette wol, niet..;2007 totaal;0.0;0.0;
6490;15.11.22.00 [mln kg] Huiden en vellen..;1993 1e kwartaal;11.0;;
6491;15.11.22.00 [mln kg] Huiden en vellen..;1993 2e kwartaal;12.0;;
6492;15.11.22.00 [mln kg] Huiden en vellen..;1993 3e kwartaal;12.0;;
6493;15.11.22.00 [mln kg] Huiden en vellen..;1993 4e kwartaal;13.0;;
6494;15.11.22.00 [mln kg] Huiden en vellen..;1993 totaal;48.0;19.0;
6495;15.11.22.00 [mln kg] Huiden en vellen..;1994 1e kwartaal;14.0;;
6496;15.11.22.00 [mln kg] Huiden en vellen..;1994 2e kwartaal;16.0;;
6497;15.11.22.00 [mln kg] Huiden en vellen..;1994 3e kwartaal;16.0;;
6498;15.11.22.00 [mln kg] Huiden en vellen..;1994 4e kwartaal;19.0;;
6499;15.11.22.00 [mln kg] Huiden en vellen..;1994 totaal;65.0;28.0;
6500;15.11.22.00 [mln kg] Huiden en vellen..;1995 1e kwartaal;16.0;;
6501;15.11.22.00 [mln kg] Huiden en vellen..;1995 2e kwartaal;14.0;;
6502;15.11.22.00 [mln kg] Huiden en vellen..;1995 3e kwartaal;14.0;;
6503;15.11.22.00 [mln kg] Huiden en vellen..;1995 4e kwartaal;16.0;;
6504;15.11.22.00 [mln kg] Huiden en vellen..;1995 totaal;59.0;24.0;
6505;15.11.22.00 [mln kg] Huiden en vellen..;1996 1e kwartaal;15.0;;
6506;15.11.22.00 [mln kg] Huiden en vellen..;1996 2e kwartaal;16.0;;
6507;15.11.22.00 [mln kg] Huiden en vellen..;1996 3e kwartaal;17.0;;
6508;15.11.22.00 [mln kg] Huiden en vellen..;1996 4e kwartaal;19.0;;
6509;15.11.22.00 [mln kg] Huiden en vellen..;1996 totaal;68.0;34.0;
6510;15.11.22.00 [mln kg] Huiden en vellen..;1997 1e kwartaal;18.0;;
6511;15.11.22.00 [mln kg] Huiden en vellen..;1997 2e kwartaal;18.0;;
6512;15.11.22.00 [mln kg] Huiden en vellen..;1997 3e kwartaal;15.0;;
6513;15.11.22.00 [mln kg] Huiden en vellen..;1997 4e kwartaal;18.0;;
6514;15.11.22.00 [mln kg] Huiden en vellen..;1997 totaal;69.0;16.0;
6515;15.11.22.00 [mln kg] Huiden en vellen..;1998 1e kwartaal;21.0;;
6516;15.11.22.00 [mln kg] Huiden en vellen..;1998 2e kwartaal;20.0;;
6517;15.11.22.00 [mln kg] Huiden en vellen..;1998 3e kwartaal;18.0;;
6518;15.11.22.00 [mln kg] Huiden en vellen..;1998 4e kwartaal;19.0;;
6519;15.11.22.00 [mln kg] Huiden en vellen..;1998 totaal;78.0;14.0;
6520;15.11.22.00 [mln kg] Huiden en vellen..;1999 1e kwartaal;18.0;;
6521;15.11.22.00 [mln kg] Huiden en vellen..;1999 2e kwartaal;19.0;;
6522;15.11.22.00 [mln kg] Huiden en vellen..;1999 3e kwartaal;19.0;;
6523;15.11.22.00 [mln kg] Huiden en vellen..;1999 4e kwartaal;22.0;;
6524;15.11.22.00 [mln kg] Huiden en vellen..;1999 totaal;78.0;13.0;
6525;15.11.22.00 [mln kg] Huiden en vellen..;2000 1e kwartaal;17.0;;
6526;15.11.22.00 [mln kg] Huiden en vellen..;2000 2e kwartaal;18.0;;
6527;15.11.22.00 [mln kg] Huiden en vellen..;2000 3e kwartaal;23.0;;
6528;15.11.22.00 [mln kg] Huiden en vellen..;2000 4e kwartaal;26.0;;
6529;15.11.22.00 [mln kg] Huiden en vellen..;2000 totaal;84.0;14.0;
6530;15.11.22.00 [mln kg] Huiden en vellen..;2001 1e kwartaal;21.0;;
6531;15.11.22.00 [mln kg] Huiden en vellen..;2001 2e kwartaal;13.0;;
6532;15.11.22.00 [mln kg] Huiden en vellen..;2001 3e kwartaal;17.0;;
6533;15.11.22.00 [mln kg] Huiden en vellen..;2001 4e kwartaal;16.0;;
6534;15.11.22.00 [mln kg] Huiden en vellen..;2001 totaal;67.0;15.0;
6535;15.11.22.00 [mln kg] Huiden en vellen..;2002 1e kwartaal;17.0;;
6536;15.11.22.00 [mln kg] Huiden en vellen..;2002 2e kwartaal;20.0;;
6537;15.11.22.00 [mln kg] Huiden en vellen..;2002 3e kwartaal;17.0;;
6538;15.11.22.00 [mln kg] Huiden en vellen..;2002 4e kwartaal;19.0;;
6539;15.11.22.00 [mln kg] Huiden en vellen..;2002 totaal;74.0;;
6540;15.11.22.00 [mln kg] Huiden en vellen..;2003 1e kwartaal;;;
6541;15.11.22.00 [mln kg] Huiden en vellen..;2003 2e kwartaal;;;
6542;15.11.22.00 [mln kg] Huiden en vellen..;2003 3e kwartaal;;;
6543;15.11.22.00 [mln kg] Huiden en vellen..;2003 4e kwartaal;;;
6544;15.11.22.00 [mln kg] Huiden en vellen..;2003 totaal;;;
6545;15.11.22.00 [mln kg] Huiden en vellen..;2004 totaal;;;
6546;15.11.22.00 [mln kg] Huiden en vellen..;2005 totaal;;;
6547;15.11.22.00 [mln kg] Huiden en vellen..;2006 totaal;;;
6548;15.11.22.00 [mln kg] Huiden en vellen..;2007 totaal;;;
6549;15.11.23.30 [1 000 stuks] Huiden en..;1993 1e kwartaal;;;
6550;15.11.23.30 [1 000 stuks] Huiden en..;1993 2e kwartaal;;;
6551;15.11.23.30 [1 000 stuks] Huiden en..;1993 3e kwartaal;;;
6552;15.11.23.30 [1 000 stuks] Huiden en..;1993 4e kwartaal;;;
6553;15.11.23.30 [1 000 stuks] Huiden en..;1993 totaal;;;
6554;15.11.23.30 [1 000 stuks] Huiden en..;1994 1e kwartaal;;;
6555;15.11.23.30 [1 000 stuks] Huiden en..;1994 2e kwartaal;;;
6556;15.11.23.30 [1 000 stuks] Huiden en..;1994 3e kwartaal;;;
6557;15.11.23.30 [1 000 stuks] Huiden en..;1994 4e kwartaal;;;
6558;15.11.23.30 [1 000 stuks] Huiden en..;1994 totaal;;;
6559;15.11.23.30 [1 000 stuks] Huiden en..;1995 1e kwartaal;;;
6560;15.11.23.30 [1 000 stuks] Huiden en..;1995 2e kwartaal;;;
6561;15.11.23.30 [1 000 stuks] Huiden en..;1995 3e kwartaal;;;
6562;15.11.23.30 [1 000 stuks] Huiden en..;1995 4e kwartaal;;;
6563;15.11.23.30 [1 000 stuks] Huiden en..;1995 totaal;;;
6564;15.11.23.30 [1 000 stuks] Huiden en..;1996 1e kwartaal;;;
6565;15.11.23.30 [1 000 stuks] Huiden en..;1996 2e kwartaal;;;
6566;15.11.23.30 [1 000 stuks] Huiden en..;1996 3e kwartaal;;;
6567;15.11.23.30 [1 000 stuks] Huiden en..;1996 4e kwartaal;;;
6568;15.11.23.30 [1 000 stuks] Huiden en..;1996 totaal;;;
6569;15.11.23.30 [1 000 stuks] Huiden en..;1997 1e kwartaal;;;
6570;15.11.23.30 [1 000 stuks] Huiden en..;1997 2e kwartaal;;;
6571;15.11.23.30 [1 000 stuks] Huiden en..;1997 3e kwartaal;;;
6572;15.11.23.30 [1 000 stuks] Huiden en..;1997 4e kwartaal;;;
6573;15.11.23.30 [1 000 stuks] Huiden en..;1997 totaal;;;
6574;15.11.23.30 [1 000 stuks] Huiden en..;1998 1e kwartaal;0.0;;
6575;15.11.23.30 [1 000 stuks] Huiden en..;1998 2e kwartaal;0.0;;
6576;15.11.23.30 [1 000 stuks] Huiden en..;1998 3e kwartaal;0.0;;
6577;15.11.23.30 [1 000 stuks] Huiden en..;1998 4e kwartaal;0.0;;
6578;15.11.23.30 [1 000 stuks] Huiden en..;1998 totaal;0.0;0.0;
6579;15.11.23.30 [1 000 stuks] Huiden en..;1999 1e kwartaal;0.0;;
6580;15.11.23.30 [1 000 stuks] Huiden en..;1999 2e kwartaal;0.0;;
6581;15.11.23.30 [1 000 stuks] Huiden en..;1999 3e kwartaal;0.0;;
6582;15.11.23.30 [1 000 stuks] Huiden en..;1999 4e kwartaal;0.0;;
6583;15.11.23.30 [1 000 stuks] Huiden en..;1999 totaal;0.0;0.0;
6584;15.11.23.30 [1 000 stuks] Huiden en..;2000 1e kwartaal;;;
6585;15.11.23.30 [1 000 stuks] Huiden en..;2000 2e kwartaal;;;
6586;15.11.23.30 [1 000 stuks] Huiden en..;2000 3e kwartaal;;;
6587;15.11.23.30 [1 000 stuks] Huiden en..;2000 4e kwartaal;;;
6588;15.11.23.30 [1 000 stuks] Huiden en..;2000 totaal;;;
6589;15.11.23.30 [1 000 stuks] Huiden en..;2001 1e kwartaal;;;
6590;15.11.23.30 [1 000 stuks] Huiden en..;2001 2e kwartaal;;;
6591;15.11.23.30 [1 000 stuks] Huiden en..;2001 3e kwartaal;0.0;;
6592;15.11.23.30 [1 000 stuks] Huiden en..;2001 4e kwartaal;0.0;;
6593;15.11.23.30 [1 000 stuks] Huiden en..;2001 totaal;;;
6594;15.11.23.30 [1 000 stuks] Huiden en..;2002 1e kwartaal;0.0;;
6595;15.11.23.30 [1 000 stuks] Huiden en..;2002 2e kwartaal;0.0;;
6596;15.11.23.30 [1 000 stuks] Huiden en..;2002 3e kwartaal;0.0;;
6597;15.11.23.30 [1 000 stuks] Huiden en..;2002 4e kwartaal;0.0;;
6598;15.11.23.30 [1 000 stuks] Huiden en..;2002 totaal;0.0;0.0;
6599;15.11.23.30 [1 000 stuks] Huiden en..;2003 1e kwartaal;;;
6600;15.11.23.30 [1 000 stuks] Huiden en..;2003 2e kwartaal;;;
6601;15.11.23.30 [1 000 stuks] Huiden en..;2003 3e kwartaal;;;
6602;15.11.23.30 [1 000 stuks] Huiden en..;2003 4e kwartaal;;;
6603;15.11.23.30 [1 000 stuks] Huiden en..;2003 totaal;;;
6604;15.11.23.30 [1 000 stuks] Huiden en..;2004 totaal;;;
6605;15.11.23.30 [1 000 stuks] Huiden en..;2005 totaal;;;
6606;15.11.23.30 [1 000 stuks] Huiden en..;2006 totaal;;;
6607;15.11.23.30 [1 000 stuks] Huiden en..;2007 totaal;;;
6608;15.11.23.50 [stuks] Huiden en vellen..;1993 1e kwartaal;0.0;;
6609;15.11.23.50 [stuks] Huiden en vellen..;1993 2e kwartaal;0.0;;
6610;15.11.23.50 [stuks] Huiden en vellen..;1993 3e kwartaal;0.0;;
6611;15.11.23.50 [stuks] Huiden en vellen..;1993 4e kwartaal;0.0;;
6612;15.11.23.50 [stuks] Huiden en vellen..;1993 totaal;0.0;0.0;
6613;15.11.23.50 [stuks] Huiden en vellen..;1994 1e kwartaal;0.0;;
6614;15.11.23.50 [stuks] Huiden en vellen..;1994 2e kwartaal;0.0;;
6615;15.11.23.50 [stuks] Huiden en vellen..;1994 3e kwartaal;0.0;;
6616;15.11.23.50 [stuks] Huiden en vellen..;1994 4e kwartaal;0.0;;
6617;15.11.23.50 [stuks] Huiden en vellen..;1994 totaal;0.0;0.0;
6618;15.11.23.50 [stuks] Huiden en vellen..;1995 1e kwartaal;0.0;;
6619;15.11.23.50 [stuks] Huiden en vellen..;1995 2e kwartaal;0.0;;
6620;15.11.23.50 [stuks] Huiden en vellen..;1995 3e kwartaal;0.0;;
6621;15.11.23.50 [stuks] Huiden en vellen..;1995 4e kwartaal;0.0;;
6622;15.11.23.50 [stuks] Huiden en vellen..;1995 totaal;0.0;0.0;
6623;15.11.23.50 [stuks] Huiden en vellen..;1996 1e kwartaal;0.0;;
6624;15.11.23.50 [stuks] Huiden en vellen..;1996 2e kwartaal;0.0;;
6625;15.11.23.50 [stuks] Huiden en vellen..;1996 3e kwartaal;0.0;;
6626;15.11.23.50 [stuks] Huiden en vellen..;1996 4e kwartaal;0.0;;
6627;15.11.23.50 [stuks] Huiden en vellen..;1996 totaal;0.0;0.0;
6628;15.11.23.50 [stuks] Huiden en vellen..;1997 1e kwartaal;0.0;;
6629;15.11.23.50 [stuks] Huiden en vellen..;1997 2e kwartaal;0.0;;
6630;15.11.23.50 [stuks] Huiden en vellen..;1997 3e kwartaal;0.0;;
6631;15.11.23.50 [stuks] Huiden en vellen..;1997 4e kwartaal;0.0;;
6632;15.11.23.50 [stuks] Huiden en vellen..;1997 totaal;0.0;0.0;
6633;15.11.23.50 [stuks] Huiden en vellen..;1998 1e kwartaal;0.0;;
6634;15.11.23.50 [stuks] Huiden en vellen..;1998 2e kwartaal;0.0;;
6635;15.11.23.50 [stuks] Huiden en vellen..;1998 3e kwartaal;0.0;;
