ID;Afzet;Producten;Perioden;Prijsindexcijfers_1;MaandOpMaandOntwikkeling_2;JaarOpJaarOntwikkeling_3
1378;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;2002 januari;131.0;2.86;15.67
1379;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;2002 februari;139.0;6.2;20.31
1380;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;2002 maart;139.0;-0.06;20.21
1381;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;2002 april;140.0;0.89;20.31
1382;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;2002 mei;131.0;-6.12;5.97
1383;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;2002 juni;131.0;-0.04;5.92
1384;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;2002 juli;131.0;0.0;5.55
1385;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;2002 augustus;131.0;-0.44;8.59
1386;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;2002 september;131.0;-0.02;8.46
1387;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;2002 oktober;131.0;0.03;8.34
1388;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;2002 november;161.0;23.55;27.18
1389;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;2002 december;161.0;0.07;27.26
1390;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;2002;138.0;;14.47
1391;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;2003 januari;164.0;1.41;25.46
1392;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;2003 februari;158.0;-3.74;13.72
1393;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;2003 maart;158.0;0.02;13.81
1394;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;2003 april;158.0;0.2;13.03
1395;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;2003 mei;152.0;-3.9;15.7
1396;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;2003 juni;152.0;0.12;15.89
1397;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;2003 juli;152.0;0.1;16.01
1398;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;2003 augustus;146.0;-4.26;11.56
1399;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;2003 september;146.0;0.0;11.59
1400;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;2003 oktober;145.0;-0.62;10.86
1401;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;2003 november;145.0;-0.03;-10.3
1402;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;2003 december;145.0;0.04;-10.33
1403;Totale Nederlandse afzet;CB Metaalertsen en andere delfstoffen;2003;152.0;;9.85
1404;Totale Nederlandse afzet;14100000 Steen voor de bouw;1995 januari;100.0;0.0;0.0
1405;Totale Nederlandse afzet;14100000 Steen voor de bouw;1995 februari;100.0;0.0;0.0
1406;Totale Nederlandse afzet;14100000 Steen voor de bouw;1995 maart;100.0;0.0;0.0
1407;Totale Nederlandse afzet;14100000 Steen voor de bouw;1995 april;100.0;0.0;0.0
1408;Totale Nederlandse afzet;14100000 Steen voor de bouw;1995 mei;100.0;0.0;0.0
1409;Totale Nederlandse afzet;14100000 Steen voor de bouw;1995 juni;100.0;0.0;0.0
1410;Totale Nederlandse afzet;14100000 Steen voor de bouw;1995 juli;100.0;0.0;0.0
1411;Totale Nederlandse afzet;14100000 Steen voor de bouw;1995 augustus;100.0;0.0;0.0
1412;Totale Nederlandse afzet;14100000 Steen voor de bouw;1995 september;100.0;0.0;0.0
1413;Totale Nederlandse afzet;14100000 Steen voor de bouw;1995 oktober;100.0;0.0;0.0
1414;Totale Nederlandse afzet;14100000 Steen voor de bouw;1995 november;100.0;0.0;0.0
1415;Totale Nederlandse afzet;14100000 Steen voor de bouw;1995 december;100.0;0.0;0.0
1416;Totale Nederlandse afzet;14100000 Steen voor de bouw;1995;100.0;;0.0
1417;Totale Nederlandse afzet;14100000 Steen voor de bouw;1996 januari;101.0;0.9;0.9
1418;Totale Nederlandse afzet;14100000 Steen voor de bouw;1996 februari;101.0;0.0;0.9
1419;Totale Nederlandse afzet;14100000 Steen voor de bouw;1996 maart;101.0;0.0;0.9
1420;Totale Nederlandse afzet;14100000 Steen voor de bouw;1996 april;101.0;0.13;1.03
1421;Totale Nederlandse afzet;14100000 Steen voor de bouw;1996 mei;101.0;0.0;1.03
1422;Totale Nederlandse afzet;14100000 Steen voor de bouw;1996 juni;101.0;0.0;1.03
1423;Totale Nederlandse afzet;14100000 Steen voor de bouw;1996 juli;101.0;-0.1;0.93
1424;Totale Nederlandse afzet;14100000 Steen voor de bouw;1996 augustus;101.0;0.0;0.93
1425;Totale Nederlandse afzet;14100000 Steen voor de bouw;1996 september;101.0;0.0;0.93
1426;Totale Nederlandse afzet;14100000 Steen voor de bouw;1996 oktober;103.0;2.02;2.97
1427;Totale Nederlandse afzet;14100000 Steen voor de bouw;1996 november;103.0;0.0;2.97
1428;Totale Nederlandse afzet;14100000 Steen voor de bouw;1996 december;103.0;0.0;2.97
1429;Totale Nederlandse afzet;14100000 Steen voor de bouw;1996;101.0;;1.46
1430;Totale Nederlandse afzet;14100000 Steen voor de bouw;1997 januari;107.0;4.18;6.32
1431;Totale Nederlandse afzet;14100000 Steen voor de bouw;1997 februari;107.0;0.0;6.32
1432;Totale Nederlandse afzet;14100000 Steen voor de bouw;1997 maart;107.0;0.0;6.32
1433;Totale Nederlandse afzet;14100000 Steen voor de bouw;1997 april;107.0;0.0;6.18
1434;Totale Nederlandse afzet;14100000 Steen voor de bouw;1997 mei;107.0;0.0;6.18
1435;Totale Nederlandse afzet;14100000 Steen voor de bouw;1997 juni;107.0;0.0;6.18
1436;Totale Nederlandse afzet;14100000 Steen voor de bouw;1997juli;108.0;0.47;6.78
1437;Totale Nederlandse afzet;14100000 Steen voor de bouw;1997 augustus;108.0;0.0;6.78
1438;Totale Nederlandse afzet;14100000 Steen voor de bouw;1997 september;108.0;0.0;6.78
1439;Totale Nederlandse afzet;14100000 Steen voor de bouw;1997 oktober;108.0;0.0;4.67
1440;Totale Nederlandse afzet;14100000 Steen voor de bouw;1997 november;108.0;0.0;4.67
1441;Totale Nederlandse afzet;14100000 Steen voor de bouw;1997 december;108.0;0.0;4.67
1442;Totale Nederlandse afzet;14100000 Steen voor de bouw;1997;108.0;;5.98
1443;Totale Nederlandse afzet;14100000 Steen voor de bouw;1998 januari;108.0;0.05;0.51
1444;Totale Nederlandse afzet;14100000 Steen voor de bouw;1998 februari;108.0;0.0;0.51
1445;Totale Nederlandse afzet;14100000 Steen voor de bouw;1998 maart;108.0;0.0;0.51
1446;Totale Nederlandse afzet;14100000 Steen voor de bouw;1998 april;108.0;0.0;0.51
1447;Totale Nederlandse afzet;14100000 Steen voor de bouw;1998 mei;108.0;0.0;0.51
1448;Totale Nederlandse afzet;14100000 Steen voor de bouw;1998 juni;108.0;0.0;0.51
1449;Totale Nederlandse afzet;14100000 Steen voor de bouw;1998 juli;109.0;1.38;1.43
1450;Totale Nederlandse afzet;14100000 Steen voor de bouw;1998 augustus;109.0;0.0;1.43
1451;Totale Nederlandse afzet;14100000 Steen voor de bouw;1998 september;109.0;0.0;1.43
1452;Totale Nederlandse afzet;14100000 Steen voor de bouw;1998 oktober;113.0;3.25;4.72
1453;Totale Nederlandse afzet;14100000 Steen voor de bouw;1998 november;113.0;0.0;4.72
1454;Totale Nederlandse afzet;14100000 Steen voor de bouw;1998 december;113.0;0.0;4.72
1455;Totale Nederlandse afzet;14100000 Steen voor de bouw;1998;109.0;;1.8
1456;Totale Nederlandse afzet;14100000 Steen voor de bouw;1999 januari;115.0;1.48;6.22
1457;Totale Nederlandse afzet;14100000 Steen voor de bouw;1999 februari;116.0;1.17;7.47
1458;Totale Nederlandse afzet;14100000 Steen voor de bouw;1999 maart;116.0;0.07;7.54
1459;Totale Nederlandse afzet;14100000 Steen voor de bouw;1999 april;118.0;1.35;8.99
1460;Totale Nederlandse afzet;14100000 Steen voor de bouw;1999 mei;118.0;0.0;8.99
1461;Totale Nederlandse afzet;14100000 Steen voor de bouw;1999 juni;118.0;0.0;8.99
1462;Totale Nederlandse afzet;14100000 Steen voor de bouw;1999 juli;116.0;-1.37;6.04
1463;Totale Nederlandse afzet;14100000 Steen voor de bouw;1999 augustus;116.0;0.0;6.04
1464;Totale Nederlandse afzet;14100000 Steen voor de bouw;1999 september;116.0;0.0;6.04
1465;Totale Nederlandse afzet;14100000 Steen voor de bouw;1999 oktober;116.0;0.04;2.74
1466;Totale Nederlandse afzet;14100000 Steen voor de bouw;1999 november;116.0;0.0;2.74
1467;Totale Nederlandse afzet;14100000 Steen voor de bouw;1999 december;116.0;0.0;2.74
1468;Totale Nederlandse afzet;14100000 Steen voor de bouw;1999;116.0;;6.17
1469;Totale Nederlandse afzet;14100000 Steen voor de bouw;2000 januari;118.0;1.49;2.76
1470;Totale Nederlandse afzet;14100000 Steen voor de bouw;2000 februari;118.0;0.0;1.57
1471;Totale Nederlandse afzet;14100000 Steen voor de bouw;2000 maart;118.0;0.0;1.5
1472;Totale Nederlandse afzet;14100000 Steen voor de bouw;2000 april;118.0;0.0;0.15
1473;Totale Nederlandse afzet;14100000 Steen voor de bouw;2000 mei;118.0;0.0;0.15
1474;Totale Nederlandse afzet;14100000 Steen voor de bouw;2000 juni;118.0;0.0;0.15
1475;Totale Nederlandse afzet;14100000 Steen voor de bouw;2000 juli;118.0;0.0;1.54
1476;Totale Nederlandse afzet;14100000 Steen voor de bouw;2000 augustus;118.0;0.0;1.54
1477;Totale Nederlandse afzet;14100000 Steen voor de bouw;2000 september;118.0;0.0;1.54
1478;Totale Nederlandse afzet;14100000 Steen voor de bouw;2000 oktober;118.0;0.66;2.17
1479;Totale Nederlandse afzet;14100000 Steen voor de bouw;2000 november;118.0;0.0;2.17
1480;Totale Nederlandse afzet;14100000 Steen voor de bouw;2000 december;118.0;0.0;2.17
1481;Totale Nederlandse afzet;14100000 Steen voor de bouw;2000;118.0;;1.44
1482;Totale Nederlandse afzet;14100000 Steen voor de bouw;2001 januari;121.0;2.48;3.16
1483;Totale Nederlandse afzet;14100000 Steen voor de bouw;2001 februari;121.0;0.0;3.16
1484;Totale Nederlandse afzet;14100000 Steen voor de bouw;2001 maart;121.0;0.0;3.16
1485;Totale Nederlandse afzet;14100000 Steen voor de bouw;2001 april;122.0;0.56;3.74
1486;Totale Nederlandse afzet;14100000 Steen voor de bouw;2001 mei;122.0;0.0;3.74
1487;Totale Nederlandse afzet;14100000 Steen voor de bouw;2001 juni;122.0;0.0;3.74
1488;Totale Nederlandse afzet;14100000 Steen voor de bouw;2001 juli;122.0;0.0;3.74
1489;Totale Nederlandse afzet;14100000 Steen voor de bouw;2001 augustus;122.0;0.0;3.74
1490;Totale Nederlandse afzet;14100000 Steen voor de bouw;2001 september;122.0;0.0;3.74
1491;Totale Nederlandse afzet;14100000 Steen voor de bouw;2001 oktober;129.0;5.56;8.78
1492;Totale Nederlandse afzet;14100000 Steen voor de bouw;2001 november;129.0;0.0;8.78
1493;Totale Nederlandse afzet;14100000 Steen voor de bouw;2001 december;129.0;0.0;8.78
1494;Totale Nederlandse afzet;14100000 Steen voor de bouw;2001;124.0;;4.86
1495;Totale Nederlandse afzet;14100000 Steen voor de bouw;2002 januari;129.0;0.04;6.19
1496;Totale Nederlandse afzet;14100000 Steen voor de bouw;2002 februari;129.0;0.0;6.19
1497;Totale Nederlandse afzet;14100000 Steen voor de bouw;2002 maart;129.0;0.0;6.19
1498;Totale Nederlandse afzet;14100000 Steen voor de bouw;2002 april;130.0;0.95;6.6
1499;Totale Nederlandse afzet;14100000 Steen voor de bouw;2002 mei;130.0;0.0;6.6
1500;Totale Nederlandse afzet;14100000 Steen voor de bouw;2002 juni;130.0;0.0;6.6
1501;Totale Nederlandse afzet;14100000 Steen voor de bouw;2002 juli;131.0;0.61;7.26
1502;Totale Nederlandse afzet;14100000 Steen voor de bouw;2002 augustus;131.0;0.0;7.26
1503;Totale Nederlandse afzet;14100000 Steen voor de bouw;2002 september;131.0;0.0;7.26
1504;Totale Nederlandse afzet;14100000 Steen voor de bouw;2002 oktober;132.0;0.85;2.47
1505;Totale Nederlandse afzet;14100000 Steen voor de bouw;2002 november;132.0;0.0;2.47
1506;Totale Nederlandse afzet;14100000 Steen voor de bouw;2002 december;132.0;0.0;2.47
1507;Totale Nederlandse afzet;14100000 Steen voor de bouw;2002;131.0;;5.59
1508;Totale Nederlandse afzet;14100000 Steen voor de bouw;2003 januari;132.0;0.0;2.43
1509;Totale Nederlandse afzet;14100000 Steen voor de bouw;2003 februari;132.0;0.0;2.43
1510;Totale Nederlandse afzet;14100000 Steen voor de bouw;2003 maart;132.0;0.0;2.43
1511;Totale Nederlandse afzet;14100000 Steen voor de bouw;2003 april;132.0;0.13;1.6
1512;Totale Nederlandse afzet;14100000 Steen voor de bouw;2003 mei;132.0;0.0;1.6
1513;Totale Nederlandse afzet;14100000 Steen voor de bouw;2003 juni;132.0;0.0;1.6
1514;Totale Nederlandse afzet;14100000 Steen voor de bouw;2003 juli;132.0;0.0;0.98
1515;Totale Nederlandse afzet;14100000 Steen voor de bouw;2003 augustus;132.0;0.0;0.98
1516;Totale Nederlandse afzet;14100000 Steen voor de bouw;2003 september;132.0;0.0;0.98
1517;Totale Nederlandse afzet;14100000 Steen voor de bouw;2003 oktober;132.0;-0.06;0.07
1518;Totale Nederlandse afzet;14100000 Steen voor de bouw;2003 november;132.0;0.0;0.07
1519;Totale Nederlandse afzet;14100000 Steen voor de bouw;2003 december;132.0;0.0;0.07
1520;Totale Nederlandse afzet;14100000 Steen voor de bouw;2003;132.0;;1.26
1521;Totale Nederlandse afzet;14110000 Steen voor de bouw;1995 januari;;;
1522;Totale Nederlandse afzet;14110000 Steen voor de bouw;1995 februari;;;
1523;Totale Nederlandse afzet;14110000 Steen voor de bouw;1995 maart;;;
1524;Totale Nederlandse afzet;14110000 Steen voor de bouw;1995 april;;;
1525;Totale Nederlandse afzet;14110000 Steen voor de bouw;1995 mei;;;
1526;Totale Nederlandse afzet;14110000 Steen voor de bouw;1995 juni;;;
1527;Totale Nederlandse afzet;14110000 Steen voor de bouw;1995 juli;;;
1528;Totale Nederlandse afzet;14110000 Steen voor de bouw;1995 augustus;;;
1529;Totale Nederlandse afzet;14110000 Steen voor de bouw;1995 september;;;
1530;Totale Nederlandse afzet;14110000 Steen voor de bouw;1995 oktober;;;
1531;Totale Nederlandse afzet;14110000 Steen voor de bouw;1995 november;;;
1532;Totale Nederlandse afzet;14110000 Steen voor de bouw;1995 december;;;
1533;Totale Nederlandse afzet;14110000 Steen voor de bouw;1995;;;
1534;Totale Nederlandse afzet;14110000 Steen voor de bouw;1996 januari;;;
1535;Totale Nederlandse afzet;14110000 Steen voor de bouw;1996 februari;;;
1536;Totale Nederlandse afzet;14110000 Steen voor de bouw;1996 maart;;;
1537;Totale Nederlandse afzet;14110000 Steen voor de bouw;1996 april;;;
1538;Totale Nederlandse afzet;14110000 Steen voor de bouw;1996 mei;;;
1539;Totale Nederlandse afzet;14110000 Steen voor de bouw;1996 juni;;;
1540;Totale Nederlandse afzet;14110000 Steen voor de bouw;1996 juli;;;
1541;Totale Nederlandse afzet;14110000 Steen voor de bouw;1996 augustus;;;
1542;Totale Nederlandse afzet;14110000 Steen voor de bouw;1996 september;;;
1543;Totale Nederlandse afzet;14110000 Steen voor de bouw;1996 oktober;;;
1544;Totale Nederlandse afzet;14110000 Steen voor de bouw;1996 november;;;
1545;Totale Nederlandse afzet;14110000 Steen voor de bouw;1996 december;;;
1546;Totale Nederlandse afzet;14110000 Steen voor de bouw;1996;;;
1547;Totale Nederlandse afzet;14110000 Steen voor de bouw;1997 januari;;;
1548;Totale Nederlandse afzet;14110000 Steen voor de bouw;1997 februari;;;
1549;Totale Nederlandse afzet;14110000 Steen voor de bouw;1997 maart;;;
1550;Totale Nederlandse afzet;14110000 Steen voor de bouw;1997 april;;;
1551;Totale Nederlandse afzet;14110000 Steen voor de bouw;1997 mei;;;
1552;Totale Nederlandse afzet;14110000 Steen voor de bouw;1997 juni;;;
1553;Totale Nederlandse afzet;14110000 Steen voor de bouw;1997juli;;;
1554;Totale Nederlandse afzet;14110000 Steen voor de bouw;1997 augustus;;;
1555;Totale Nederlandse afzet;14110000 Steen voor de bouw;1997 september;;;
1556;Totale Nederlandse afzet;14110000 Steen voor de bouw;1997 oktober;;;
1557;Totale Nederlandse afzet;14110000 Steen voor de bouw;1997 november;;;
1558;Totale Nederlandse afzet;14110000 Steen voor de bouw;1997 december;;;
1559;Totale Nederlandse afzet;14110000 Steen voor de bouw;1997;;;
1560;Totale Nederlandse afzet;14110000 Steen voor de bouw;1998 januari;;;
1561;Totale Nederlandse afzet;14110000 Steen voor de bouw;1998 februari;;;
1562;Totale Nederlandse afzet;14110000 Steen voor de bouw;1998 maart;;;
1563;Totale Nederlandse afzet;14110000 Steen voor de bouw;1998 april;;;
1564;Totale Nederlandse afzet;14110000 Steen voor de bouw;1998 mei;;;
1565;Totale Nederlandse afzet;14110000 Steen voor de bouw;1998 juni;;;
1566;Totale Nederlandse afzet;14110000 Steen voor de bouw;1998 juli;;;
1567;Totale Nederlandse afzet;14110000 Steen voor de bouw;1998 augustus;;;
1568;Totale Nederlandse afzet;14110000 Steen voor de bouw;1998 september;;;
1569;Totale Nederlandse afzet;14110000 Steen voor de bouw;1998 oktober;;;
1570;Totale Nederlandse afzet;14110000 Steen voor de bouw;1998 november;;;
1571;Totale Nederlandse afzet;14110000 Steen voor de bouw;1998 december;;;
1572;Totale Nederlandse afzet;14110000 Steen voor de bouw;1998;;;
1573;Totale Nederlandse afzet;14110000 Steen voor de bouw;1999 januari;;;
1574;Totale Nederlandse afzet;14110000 Steen voor de bouw;1999 februari;;;
1575;Totale Nederlandse afzet;14110000 Steen voor de bouw;1999 maart;;;
1576;Totale Nederlandse afzet;14110000 Steen voor de bouw;1999 april;;;
1577;Totale Nederlandse afzet;14110000 Steen voor de bouw;1999 mei;;;
1578;Totale Nederlandse afzet;14110000 Steen voor de bouw;1999 juni;;;
1579;Totale Nederlandse afzet;14110000 Steen voor de bouw;1999 juli;;;
1580;Totale Nederlandse afzet;14110000 Steen voor de bouw;1999 augustus;;;
1581;Totale Nederlandse afzet;14110000 Steen voor de bouw;1999 september;;;
1582;Totale Nederlandse afzet;14110000 Steen voor de bouw;1999 oktober;;;
1583;Totale Nederlandse afzet;14110000 Steen voor de bouw;1999 november;;;
1584;Totale Nederlandse afzet;14110000 Steen voor de bouw;1999 december;;;
1585;Totale Nederlandse afzet;14110000 Steen voor de bouw;1999;;;
1586;Totale Nederlandse afzet;14110000 Steen voor de bouw;2000 januari;;;
1587;Totale Nederlandse afzet;14110000 Steen voor de bouw;2000 februari;;;
1588;Totale Nederlandse afzet;14110000 Steen voor de bouw;2000 maart;;;
1589;Totale Nederlandse afzet;14110000 Steen voor de bouw;2000 april;;;
1590;Totale Nederlandse afzet;14110000 Steen voor de bouw;2000 mei;;;
1591;Totale Nederlandse afzet;14110000 Steen voor de bouw;2000 juni;;;
1592;Totale Nederlandse afzet;14110000 Steen voor de bouw;2000 juli;;;
1593;Totale Nederlandse afzet;14110000 Steen voor de bouw;2000 augustus;;;
1594;Totale Nederlandse afzet;14110000 Steen voor de bouw;2000 september;;;
1595;Totale Nederlandse afzet;14110000 Steen voor de bouw;2000 oktober;;;
1596;Totale Nederlandse afzet;14110000 Steen voor de bouw;2000 november;;;
1597;Totale Nederlandse afzet;14110000 Steen voor de bouw;2000 december;;;
1598;Totale Nederlandse afzet;14110000 Steen voor de bouw;2000;;;
1599;Totale Nederlandse afzet;14110000 Steen voor de bouw;2001 januari;;;
1600;Totale Nederlandse afzet;14110000 Steen voor de bouw;2001 februari;;;
1601;Totale Nederlandse afzet;14110000 Steen voor de bouw;2001 maart;;;
1602;Totale Nederlandse afzet;14110000 Steen voor de bouw;2001 april;;;
1603;Totale Nederlandse afzet;14110000 Steen voor de bouw;2001 mei;;;
1604;Totale Nederlandse afzet;14110000 Steen voor de bouw;2001 juni;;;
1605;Totale Nederlandse afzet;14110000 Steen voor de bouw;2001 juli;;;
1606;Totale Nederlandse afzet;14110000 Steen voor de bouw;2001 augustus;;;
1607;Totale Nederlandse afzet;14110000 Steen voor de bouw;2001 september;;;
1608;Totale Nederlandse afzet;14110000 Steen voor de bouw;2001 oktober;;;
1609;Totale Nederlandse afzet;14110000 Steen voor de bouw;2001 november;;;
1610;Totale Nederlandse afzet;14110000 Steen voor de bouw;2001 december;;;
1611;Totale Nederlandse afzet;14110000 Steen voor de bouw;2001;;;
1612;Totale Nederlandse afzet;14110000 Steen voor de bouw;2002 januari;;;
1613;Totale Nederlandse afzet;14110000 Steen voor de bouw;2002 februari;;;
