ID;WijkenEnBuurten;Gemeentenaam_1;SoortRegio_2;Codering_3;IndelingswijzigingWijkenEnBuurten_4;PersonenautoSTotaal_5;PersonenautoSJongerDan6Jaar_6;PersonenautoS6JaarEnOuder_7;PersonenautoSBrandstofBenzine_8;PersonenautoSOverigeBrandstof_9;PersonenautoSPerHuishouden_10;PersonenautoSNaarOppervlakte_11;MotorfietsenVanParticulieren_12;VoertuigMetBromfietskentekenVanPart_13
223;Albrandswaard;Albrandswaard                           ;Gemeente  ;GM0613    ;.;11255;4670;6585;9935;1320;1.1;518.0;940;1580
224;Niet nader toe te delen;Albrandswaard                           ;          ;          ; ;0;0;0;0;0;;;0;0
225;Wel nader toe te delen;Albrandswaard                           ;          ;          ; ;11255;4670;6585;9930;1320;;;940;1580
226;Wijk 01 Poortugaal-Noord;Albrandswaard                           ;Wijk      ;WK061301  ;1;1260;590;670;1105;155;1.2;553.0;140;170
227;Valckesteyn;Albrandswaard                           ;Buurt     ;BU06130101;1;1105;540;565;970;135;1.2;1271.0;110;140
228;Zwaardijk-Kruisdijk;Albrandswaard                           ;Buurt     ;BU06130102;1;50;10;40;45;0;;;10;5
229;Poortugaal;Albrandswaard                           ;Buurt     ;BU06130103;1;30;15;15;30;0;;;5;5
230;Buitengebied Poortugaal;Albrandswaard                           ;Buurt     ;BU06130104;1;80;25;50;60;15;1.5;70.0;15;20
231;Wijk 02 Rhoon-Noord;Albrandswaard                           ;Wijk      ;WK061302  ;1;955;375;580;845;110;1.1;593.0;75;145
232;Rhoon Noord;Albrandswaard                           ;Buurt     ;BU06130205;1;925;360;560;820;105;1.1;874.0;70;135
233;Buitengebied Rhoon-Noord;Albrandswaard                           ;Buurt     ;BU06130207;1;30;10;20;25;5;;;5;10
234;Wijk 03 Poortugaal-Zuid;Albrandswaard                           ;Wijk      ;WK061303  ;1;3035;1205;1830;2745;290;1.1;740.0;275;475
235;Beatrixstraat;Albrandswaard                           ;Buurt     ;BU06130308;1;450;115;335;405;45;1.0;1749.0;55;75
236;Landweg;Albrandswaard                           ;Buurt     ;BU06130309;1;880;375;505;795;85;1.2;2573.0;75;120
237;Poortugaal-Centrum;Albrandswaard                           ;Buurt     ;BU06130310;1;385;135;250;350;35;0.9;1720.0;45;60
238;Poortugaal Zuid;Albrandswaard                           ;Buurt     ;BU06130311;1;1170;525;645;1065;105;1.2;3600.0;80;185
239;Polder Albrandswaard;Albrandswaard                           ;Buurt     ;BU06130312;1;110;45;65;100;15;1.3;64.0;20;35
240;Kijvelanden;Albrandswaard                           ;Buurt     ;BU06130313;1;35;10;30;30;5;;;0;0
241;Wijk 04 Rhoon-Zuid;Albrandswaard                           ;Wijk      ;WK061304  ;1;2830;1020;1810;2490;335;1.1;1181.0;240;355
242;Rhoon-Centrum;Albrandswaard                           ;Buurt     ;BU06130414;1;745;265;480;660;85;1.1;2269.0;80;75
243;Ghijseland;Albrandswaard                           ;Buurt     ;BU06130415;1;610;205;405;530;80;1.1;2030.0;35;65
244;Overhoeken;Albrandswaard                           ;Buurt     ;BU06130416;1;40;20;25;30;10;;;0;5
245;Park Rhoon;Albrandswaard                           ;Buurt     ;BU06130417;1;385;115;270;340;50;0.9;1584.0;30;50
246;Rhoon-Zuidoost;Albrandswaard                           ;Buurt     ;BU06130418;1;375;175;195;340;35;1.1;1044.0;20;40
247;Tijsjesdijk;Albrandswaard                           ;Buurt     ;BU06130419;1;580;205;375;520;60;1.1;2336.0;70;105
248;Buitengebied Rhoon-Zuid;Albrandswaard                           ;Buurt     ;BU06130420;1;90;30;65;70;20;1.7;187.0;10;20
249;Wijk 05 Buitengebied Albrandswaard;Albrandswaard                           ;Wijk      ;WK061305  ;1;120;30;90;95;30;1.3;12.0;10;30
250;Portland-Koedoodzone;Albrandswaard                           ;Buurt     ;BU06130521;1;10;0;5;10;0;;;0;0
251;Buitengebied;Albrandswaard                           ;Buurt     ;BU06130522;1;115;30;80;85;30;1.3;13.0;10;30
252;Wijk 06 Portland;Albrandswaard                           ;Wijk      ;WK061306  ;1;3050;1450;1600;2650;400;1.1;3195.0;200;405
253;Driehoek;Albrandswaard                           ;Buurt     ;BU06130623;1;770;335;435;680;90;1.0;2841.0;50;115
254;Portland-Centrum;Albrandswaard                           ;Buurt     ;BU06130624;1;760;355;405;640;120;1.3;3755.0;50;110
255;Wijkpark Portland;Albrandswaard                           ;Buurt     ;BU06130625;1;40;25;20;30;10;;;5;5
256;De Eilanden;Albrandswaard                           ;Buurt     ;BU06130626;1;1480;740;740;1300;180;1.1;4446.0;95;175
257;Wijk 07 Rotterdam-Albrandswaard;Albrandswaard                           ;Wijk      ;WK061307  ;1;0;0;0;0;0;;;0;0
258;Distripark;Albrandswaard                           ;Buurt     ;BU06130706;1;0;0;0;0;0;;;0;0
259;Alkmaar;Alkmaar                                 ;Gemeente  ;GM0361    ;.;43085;10970;32115;36745;6345;0.9;390.0;4240;8940
260;Niet nader toe te delen;Alkmaar                                 ;          ;          ; ;15;0;15;10;5;;;0;35
261;Wel nader toe te delen;Alkmaar                                 ;          ;          ; ;43070;10970;32100;36730;6340;;;4240;8905
262;Zuid;Alkmaar                                 ;Wijk      ;WK036101  ;1;5305;1340;3960;4545;760;0.8;2078.0;455;955
263;Kooimeer;Alkmaar                                 ;Buurt     ;BU03610100;1;590;145;445;510;80;0.7;1817.0;45;140
264;Dillenburg en Stadhouderskwartier;Alkmaar                                 ;Buurt     ;BU03610101;1;425;100;325;370;55;0.7;2645.0;45;70
265;Staatsliedenkwartier en Landstraten;Alkmaar                                 ;Buurt     ;BU03610102;1;800;170;630;685;110;0.7;3870.0;75;190
266;Oud-Rochdale;Alkmaar                                 ;Buurt     ;BU03610103;1;335;70;265;290;45;0.6;4066.0;35;105
267;Emmakwartier;Alkmaar                                 ;Buurt     ;BU03610104;1;525;130;395;455;70;0.8;3063.0;50;65
268;Nassaukwartier en Hout;Alkmaar                                 ;Buurt     ;BU03610105;1;600;170;430;500;100;0.9;1005.0;45;80
269;Oranjepark;Alkmaar                                 ;Buurt     ;BU03610106;1;555;175;380;470;85;1.0;1147.0;40;50
270;Cranenbroek;Alkmaar                                 ;Buurt     ;BU03610107;1;240;75;165;215;25;1.0;1273.0;15;15
271;Bloemwijk en Zocherkwartier;Alkmaar                                 ;Buurt     ;BU03610108;1;635;130;505;555;80;0.7;3848.0;80;170
272;Burgemeesterskwartier;Alkmaar                                 ;Buurt     ;BU03610109;1;600;180;420;495;105;1.0;3488.0;25;70
273;Oudorp;Alkmaar                                 ;Wijk      ;WK036102  ;1;5285;1360;3925;4605;680;0.9;903.0;470;1020
274;Rekerbuurt en Ooievaarsnest;Alkmaar                                 ;Buurt     ;BU03610200;1;950;265;685;815;135;1.0;2094.0;110;185
275;Oudorp-Noord en Oudorp-Oost;Alkmaar                                 ;Buurt     ;BU03610201;1;930;275;655;815;115;0.9;579.0;80;140
276;Oudorp-Centrum;Alkmaar                                 ;Buurt     ;BU03610202;1;805;220;585;700;100;1.0;1748.0;75;115
277;Schermereiland en Omval;Alkmaar                                 ;Buurt     ;BU03610203;1;680;155;530;595;85;0.8;697.0;65;175
278;Oudorperpolder-Zuid;Alkmaar                                 ;Buurt     ;BU03610204;1;615;100;515;545;70;0.6;2326.0;35;180
279;Oudorperpolder-Midden;Alkmaar                                 ;Buurt     ;BU03610205;1;240;50;190;215;25;1.1;2242.0;15;55
280;Oudorperpolder-Noord;Alkmaar                                 ;Buurt     ;BU03610206;1;420;95;325;380;45;0.8;2635.0;35;65
281;De Nollen;Alkmaar                                 ;Buurt     ;BU03610208;1;615;205;410;510;100;1.2;748.0;50;100
282;Beverkoog;Alkmaar                                 ;Buurt     ;BU03610209;1;35;0;35;30;5;;;5;10
283;Overdie;Alkmaar                                 ;Wijk      ;WK036103  ;1;2750;485;2270;2325;430;0.7;481.0;195;795
284;Oud-Overdie;Alkmaar                                 ;Buurt     ;BU03610300;1;995;185;815;850;145;0.8;3785.0;85;355
285;Oosterhout;Alkmaar                                 ;Buurt     ;BU03610301;1;390;105;285;345;45;0.7;566.0;25;90
286;Overdie-Oost;Alkmaar                                 ;Buurt     ;BU03610302;1;845;90;755;685;160;0.6;3029.0;35;225
287;Overdie-West;Alkmaar                                 ;Buurt     ;BU03610303;1;510;100;410;435;75;0.8;2113.0;50;125
288;Boekelermeer-Zuid;Alkmaar                                 ;Buurt     ;BU03610308;1;5;0;5;5;0;;;0;0
289;Boekelermeer-Noord;Alkmaar                                 ;Buurt     ;BU03610309;1;10;0;5;5;5;;;5;5
290;West;Alkmaar                                 ;Wijk      ;WK036104  ;1;4620;1190;3430;4010;615;0.8;763.0;380;805
291;De Hoef III en IV;Alkmaar                                 ;Buurt     ;BU03610400;1;1215;305;910;1040;175;0.7;1684.0;90;245
292;De Hoef I en II;Alkmaar                                 ;Buurt     ;BU03610401;1;1360;340;1020;1185;175;0.7;2807.0;120;255
293;Bergerwegkwartier;Alkmaar                                 ;Buurt     ;BU03610402;1;535;145;390;475;60;0.9;2668.0;45;95
294;Bergerhof en Blaeustraatkwartier;Alkmaar                                 ;Buurt     ;BU03610403;1;545;135;410;480;65;0.9;1056.0;30;80
295;Bergermeer;Alkmaar                                 ;Buurt     ;BU03610404;1;885;245;640;765;120;1.0;2054.0;85;110
296;Landelijk gebied-West;Alkmaar                                 ;Buurt     ;BU03610409;1;75;20;55;60;15;1.1;21.0;10;25
297;Huiswaard;Alkmaar                                 ;Wijk      ;WK036105  ;1;4210;1160;3050;3645;565;0.9;2265.0;390;830
298;Huiswaard-1-Zuid;Alkmaar                                 ;Buurt     ;BU03610500;1;1015;220;790;880;135;0.8;2257.0;100;255
299;Muiderwaard;Alkmaar                                 ;Buurt     ;BU03610501;1;215;50;165;200;15;0.6;2747.0;5;40
300;Huiswaard-2-West;Alkmaar                                 ;Buurt     ;BU03610502;1;1005;260;745;880;130;0.9;3414.0;110;130
301;Huiswaard-2-Oost;Alkmaar                                 ;Buurt     ;BU03610503;1;670;150;520;575;95;0.8;2529.0;65;145
302;Vroonermeer-Zuid;Alkmaar                                 ;Buurt     ;BU03610504;1;1305;475;825;1110;190;1.0;2965.0;110;255
303;Vroonermeer-Noord;Alkmaar                                 ;Buurt     ;BU03610505;1;0;0;0;0;0;;;0;0
304;De Mare;Alkmaar                                 ;Wijk      ;WK036106  ;1;6245;1555;4685;5360;885;0.8;2270.0;585;1435
305;'t Rak-Zuid;Alkmaar                                 ;Buurt     ;BU03610600;1;1575;370;1205;1355;220;0.9;2578.0;165;295
306;'t Rak-Noord;Alkmaar                                 ;Buurt     ;BU03610601;1;1205;275;925;1030;175;0.8;2349.0;110;335
307;De Horn-Noord;Alkmaar                                 ;Buurt     ;BU03610602;1;1335;380;955;1165;170;0.9;2752.0;115;265
308;De Horn-Zuid;Alkmaar                                 ;Buurt     ;BU03610603;1;1325;350;975;1110;215;0.8;2326.0;140;300
309;De Mare;Alkmaar                                 ;Buurt     ;BU03610604;1;805;180;625;700;110;0.6;1408.0;50;240
310;Daalmeer/Koedijk;Alkmaar                                 ;Wijk      ;WK036107  ;1;5865;1605;4255;5000;865;1.0;1797.0;650;1320
311;Daalmeer-Zuidoost;Alkmaar                                 ;Buurt     ;BU03610700;1;1280;405;875;1120;160;1.1;2965.0;125;250
312;Daalmeer-Zuidwest;Alkmaar                                 ;Buurt     ;BU03610701;1;1195;250;940;1025;170;0.8;2917.0;105;310
313;Koedijk en De Weijdt;Alkmaar                                 ;Buurt     ;BU03610702;1;1125;260;860;945;180;1.0;1790.0;155;280
314;Daalmeer-Noordwest;Alkmaar                                 ;Buurt     ;BU03610703;1;1085;315;770;915;170;1.0;3984.0;130;220
315;Daalmeer-Noordoost;Alkmaar                                 ;Buurt     ;BU03610704;1;1170;375;795;985;180;1.2;2986.0;130;260
316;Landelijk gebied Noord;Alkmaar                                 ;Buurt     ;BU03610709;1;15;0;15;10;5;;;5;0
317;Centrum;Alkmaar                                 ;Wijk      ;WK036108  ;1;2820;690;2130;2360;460;0.6;2353.0;335;615
318;Binnenstad-West;Alkmaar                                 ;Buurt     ;BU03610800;1;890;230;660;750;140;0.5;2453.0;105;200
319;Binnenstad-Oost;Alkmaar                                 ;Buurt     ;BU03610801;1;1080;260;815;885;190;0.6;3940.0;130;215
320;Spoorbuurt;Alkmaar                                 ;Buurt     ;BU03610802;1;695;135;565;590;105;0.6;3033.0;90;190
321;Overstad;Alkmaar                                 ;Buurt     ;BU03610803;1;155;70;85;135;20;0.8;467.0;15;15
322;Schermer;Alkmaar                                 ;Wijk      ;WK036109  ;1;2880;730;2150;2305;575;1.3;47.0;385;610
323;Oterleek;Alkmaar                                 ;Buurt     ;BU03610900;1;330;80;250;250;80;1.4;33.0;40;50
324;Ursem gem. S;Alkmaar                                 ;Buurt     ;BU03610901;1;45;10;35;30;15;;;5;20
325;Stompetoren;Alkmaar                                 ;Buurt     ;BU03610902;1;980;290;685;800;180;1.2;89.0;120;180
326;Schermerhorn;Alkmaar                                 ;Buurt     ;BU03610903;1;645;145;495;515;130;1.2;117.0;90;115
327;Zuidschermer;Alkmaar                                 ;Buurt     ;BU03610904;1;355;65;290;295;60;1.5;20.0;40;80
328;Driehuizen;Alkmaar                                 ;Buurt     ;BU03610905;1;130;25;105;110;20;1.4;31.0;15;95
329;Grootschermer;Alkmaar                                 ;Buurt     ;BU03610906;1;400;115;285;305;95;1.4;40.0;65;70
330;Graft-De Rijp;Alkmaar                                 ;Wijk      ;WK036110  ;1;3090;845;2245;2575;515;1.2;155.0;395;520
331;Noordeinde;Alkmaar                                 ;Buurt     ;BU03611000;1;45;15;30;35;10;;;5;10
332;West-Graftdijk;Alkmaar                                 ;Buurt     ;BU03611001;1;380;110;275;310;70;1.3;150.0;55;70
333;Graft;Alkmaar                                 ;Buurt     ;BU03611002;1;385;95;290;315;70;1.1;111.0;50;85
334;De Rijp;Alkmaar                                 ;Buurt     ;BU03611003;1;1860;495;1365;1575;285;1.1;555.0;225;290
335;Oost-Graftdijk;Alkmaar                                 ;Buurt     ;BU03611004;1;165;55;110;135;35;1.3;139.0;15;25
336;Starnmeer;Alkmaar                                 ;Buurt     ;BU03611005;1;85;25;65;75;15;1.3;13.0;20;20
337;Markenbinnen;Alkmaar                                 ;Buurt     ;BU03611006;1;160;50;110;130;30;1.3;116.0;30;25
338;Almelo;Almelo                                  ;Gemeente  ;GM0141    ;.;30595;7565;23030;25550;5040;1.0;455.0;2400;4745
339;Niet nader toe te delen;Almelo                                  ;          ;          ; ;5;0;5;0;0;;;0;5
340;Wel nader toe te delen;Almelo                                  ;          ;          ; ;30590;7565;23025;25550;5040;;;2400;4735
341;Wijk 10 Binnenstad;Almelo                                  ;Wijk      ;WK014110  ;1;2150;525;1625;1870;280;0.7;1714.0;130;305
342;Binnenstad-Noord;Almelo                                  ;Buurt     ;BU01411000;1;920;250;670;795;125;0.7;1323.0;65;115
343;Binnenstad-Zuid;Almelo                                  ;Buurt     ;BU01411001;1;680;165;515;580;100;0.7;1846.0;35;90
344;Ulk en omgeving;Almelo                                  ;Buurt     ;BU01411002;1;305;70;235;265;35;0.6;3153.0;15;45
345;Java en omgeving;Almelo                                  ;Buurt     ;BU01411003;1;250;40;205;225;20;0.7;2593.0;15;50
346;Wijk 11 De Riet;Almelo                                  ;Wijk      ;WK014111  ;1;2660;445;2215;2310;345;0.8;811.0;200;615
347;Bornsestraat en omgeving Midden;Almelo                                  ;Buurt     ;BU01411100;1;270;50;220;235;35;1.0;2230.0;30;55
348;Riet Noord;Almelo                                  ;Buurt     ;BU01411101;1;300;40;260;270;30;0.8;2674.0;15;90
349;Arendsboer en omgeving Noord;Almelo                                  ;Buurt     ;BU01411102;1;520;85;435;450;70;0.9;2410.0;40;85
350;Nieuwland;Almelo                                  ;Buurt     ;BU01411103;1;715;100;615;610;105;0.8;2246.0;45;165
351;Arendsboer en omgeving Zuid;Almelo                                  ;Buurt     ;BU01411104;1;125;25;95;105;20;0.9;2917.0;10;45
352;Riet Zuid;Almelo                                  ;Buurt     ;BU01411105;1;230;30;200;210;20;0.7;1994.0;15;105
353;Bornsestraat en omgeving Zuid;Almelo                                  ;Buurt     ;BU01411106;1;410;95;320;355;55;1.0;2019.0;30;60
354;Verspreide huizen wijk 11;Almelo                                  ;Buurt     ;BU01411109;1;90;20;70;80;10;1.3;41.0;10;15
355;Wijk 12 Noorderkwartier;Almelo                                  ;Wijk      ;WK014112  ;1;2345;575;1770;1975;370;1.0;471.0;185;260
356;Vriezenveenseweg e.o. Haghoek Oost;Almelo                                  ;Buurt     ;BU01411200;1;530;110;420;455;80;1.1;1546.0;50;65
357;Parkweg en omgeving;Almelo                                  ;Buurt     ;BU01411201;1;875;240;635;710;165;1.0;1727.0;60;70
358;Vriezenveenseweg e.o. Haghoek West;Almelo                                  ;Buurt     ;BU01411202;1;690;160;530;605;85;0.9;2670.0;50;90
359;Verspreide huizen wijk 12;Almelo                                  ;Buurt     ;BU01411209;1;250;65;185;210;40;1.1;65.0;30;40
360;Wijk 13 Sluitersveld;Almelo                                  ;Wijk      ;WK014113  ;1;2480;705;1770;2085;395;1.0;538.0;215;445
361;Ootmarsumsestraat en omgeving;Almelo                                  ;Buurt     ;BU01411300;1;770;210;555;675;95;1.0;1875.0;65;130
362;Markgraven;Almelo                                  ;Buurt     ;BU01411301;1;645;270;375;520;130;1.4;1439.0;55;25
363;Rumerslanden;Almelo                                  ;Buurt     ;BU01411302;1;205;25;180;175;30;0.7;1019.0;10;65
364;Wester-Sluitersveldlanden;Almelo                                  ;Buurt     ;BU01411303;1;475;60;415;415;60;0.6;1795.0;45;170
365;Verspreide huizen wijk 13;Almelo                                  ;Buurt     ;BU01411309;1;385;140;245;300;80;1.5;117.0;40;50
366;Wijk 14 Wierdense Hoek;Almelo                                  ;Wijk      ;WK014114  ;1;2580;535;2045;2155;425;0.9;447.0;160;410
367;Dijkstraat en omgeving;Almelo                                  ;Buurt     ;BU01411400;1;290;35;255;225;65;0.9;1591.0;35;70
368;Rohof en omgeving;Almelo                                  ;Buurt     ;BU01411401;1;200;65;135;160;40;1.2;1325.0;15;25
369;Kerkelanden;Almelo                                  ;Buurt     ;BU01411402;1;220;15;205;175;45;0.5;1208.0;0;60
370;Aalderinkshoek Noordoost;Almelo                                  ;Buurt     ;BU01411403;1;380;95;285;350;30;0.8;1259.0;10;60
371;Aalderinkshoek Zuidoost;Almelo                                  ;Buurt     ;BU01411404;1;285;95;190;240;45;1.2;1780.0;15;15
372;Aalderinkshoek Noordwest;Almelo                                  ;Buurt     ;BU01411405;1;610;85;525;510;100;0.8;2720.0;30;110
